LFQ.intensity.1.LiCl_Fresh,LFQ.intensity.2.LiC_Fresh,LFQ.intensity.3.LiCl_Fresh,LFQ.intensity.4.LiCl_Paper,LFQ.intensity.5.LiCl_Paper,LFQ.intensity.6.LiCl_Paper,LFQ.intensity.7.LiCl_Frozen,LFQ.intensity.8.Li_Frozen,LFQ.intensity.9.Li_Frozen,LFQ.intensity.10.PBS_paper,LFQ.intensity.11.PBS_paper,LFQ.intensity.12.PBS_paper
24.819,24.802,24.395,24.190,24.289,24.051,22.709,24.453,24.393,22.973,23.249,22.975
29.447,29.622,29.705,30.137,30.223,30.145,29.534,29.451,29.743,28.932,29.179,29.001
25.548,25.747,25.384,25.231,25.035,25.228,25.683,25.667,25.250,24.245,24.232,24.224
28.907,28.007,25.872,25.909,25.334,25.857,25.207,28.627,25.961,26.012,25.873,25.787
24.589,24.724,23.803,21.336,23.775,22.861,22.100,24.588,23.773,22.741,23.041,22.837
25.425,25.347,25.592,25.229,25.275,25.508,25.301,25.154,25.470,24.436,24.659,24.604
24.267,24.453,20.922,23.643,22.835,23.071,24.172,24.623,24.364,21.210,22.529,21.357
24.712,24.582,24.713,24.597,24.366,24.492,24.475,21.617,25.035,22.057,23.663,23.376
27.432,27.826,25.403,25.006,25.089,24.972,25.886,26.842,24.081,22.514,24.459,23.374
24.117,24.022,24.206,24.504,24.106,24.298,23.968,23.874,24.061,22.528,23.312,23.490
23.181,22.370,23.898,23.427,23.113,23.238,22.461,23.550,23.084,22.461,23.113,22.986
25.066,24.994,24.839,24.780,24.524,24.669,24.746,25.025,24.998,24.000,22.505,21.766
26.801,26.877,26.685,26.106,26.209,26.346,26.551,27.088,26.697,25.497,25.855,25.352
23.165,23.200,23.184,23.252,23.186,23.304,23.392,23.240,23.544,23.051,22.694,22.595
24.971,24.853,24.602,24.408,24.172,24.365,24.577,24.507,24.793,21.590,23.401,20.940
24.909,24.355,20.872,24.304,23.599,22.749,24.268,24.494,24.012,24.362,25.269,25.004
24.902,25.168,25.183,25.281,25.215,25.173,24.913,24.668,25.002,21.904,22.922,21.243
21.707,22.025,22.376,23.877,22.099,22.550,22.821,24.167,24.423,24.635,21.692,22.345
28.751,28.919,28.697,28.969,28.976,29.081,28.741,28.029,29.066,28.719,28.861,28.321
26.270,26.382,25.967,25.485,25.447,25.531,25.904,26.492,26.100,24.501,25.061,21.812
27.991,27.978,27.529,27.791,27.833,27.858,27.358,27.391,27.836,27.462,27.756,27.557
24.639,24.629,24.614,24.557,23.915,24.516,24.726,24.210,24.755,22.918,23.328,22.052
25.218,25.177,25.379,25.362,25.656,25.357,25.537,24.981,25.381,24.596,25.074,20.702
24.903,24.641,23.753,21.358,22.657,22.951,22.128,24.502,22.822,22.153,22.291,21.358
28.707,28.786,28.612,28.337,28.512,28.398,28.291,28.472,28.860,28.002,28.107,27.839
27.952,27.595,27.869,28.167,28.038,28.277,27.547,27.653,28.097,27.078,27.453,27.295
24.291,24.436,24.145,22.621,22.248,21.820,21.272,24.436,24.229,22.775,22.320,22.090
24.811,24.669,25.037,22.167,21.195,23.688,24.845,25.394,25.058,21.792,21.582,23.594
27.141,27.095,27.033,26.665,26.682,26.853,26.897,26.944,27.170,27.032,27.367,27.030
26.840,26.764,26.788,26.400,26.704,26.473,26.607,26.685,26.922,27.863,28.138,27.919
21.854,22.069,21.756,23.004,22.448,22.556,21.232,20.198,21.743,21.526,21.273,22.912
20.678,23.437,21.057,23.746,21.871,23.232,23.440,22.562,21.171,22.312,22.592,21.524
26.333,26.508,22.257,21.864,22.577,21.264,22.452,26.249,22.099,21.775,21.933,21.898
23.142,22.928,22.512,21.848,22.311,21.301,20.336,21.135,23.349,22.094,22.079,22.445
27.226,26.979,26.219,26.592,26.741,26.663,25.909,27.392,26.263,27.129,27.164,27.199
29.557,29.573,29.718,30.050,29.960,29.804,29.464,28.989,29.847,28.883,29.099,28.669
27.727,27.571,27.974,28.399,28.241,28.090,27.630,26.947,28.202,27.901,27.762,27.450
26.399,26.411,27.098,26.894,26.720,26.814,26.717,21.734,26.774,26.618,26.696,26.832
29.979,29.929,29.951,30.124,29.972,30.037,29.726,29.504,30.182,28.616,28.867,28.640
26.011,25.850,22.840,24.770,24.571,24.563,21.937,25.864,25.141,25.250,25.670,25.373
28.094,28.179,28.051,27.851,27.691,27.874,28.159,28.490,28.247,26.296,26.785,26.219
25.668,25.721,25.772,25.719,25.872,25.720,25.568,24.968,25.315,25.370,25.451,24.825
26.915,26.823,26.846,27.050,26.702,26.867,26.492,26.441,26.837,25.246,25.291,24.450
25.082,24.864,22.783,24.194,23.467,24.014,22.754,24.720,24.519,22.799,24.488,21.948
27.105,27.001,26.857,26.614,26.496,26.514,26.846,27.124,26.838,25.747,25.981,25.993
29.552,29.562,30.135,30.231,30.151,30.017,29.886,29.178,30.236,29.015,29.041,28.883
30.934,30.958,30.947,31.105,31.131,31.069,30.706,30.612,30.983,29.948,30.144,29.767
26.114,26.356,25.073,25.222,24.938,25.059,25.532,26.021,25.150,22.653,22.015,23.786
25.574,26.052,26.230,25.738,26.135,25.722,25.992,25.772,26.493,23.920,23.654,24.279
23.682,23.849,23.508,24.358,24.273,24.082,23.097,23.735,23.496,21.707,21.957,22.861
22.750,23.075,22.491,23.450,21.901,22.952,22.825,21.680,22.397,23.035,22.161,22.601
27.425,27.710,28.152,27.867,27.807,28.060,28.088,27.137,27.944,22.124,22.504,21.605
28.009,27.866,28.580,28.808,28.575,28.418,28.374,27.845,28.628,21.535,27.084,27.551
27.375,27.435,27.350,26.655,26.716,26.849,27.540,27.576,27.314,26.028,26.108,26.074
24.361,24.851,21.650,22.470,21.695,20.516,21.063,25.130,22.542,22.717,21.680,22.600
28.908,29.005,28.608,28.739,28.872,28.735,28.842,28.316,29.144,26.675,27.032,26.742
20.535,25.057,24.919,22.421,22.196,21.889,24.859,25.351,21.301,21.551,20.401,23.207
28.072,28.340,28.463,28.396,28.485,28.420,27.921,28.296,28.478,21.556,28.600,28.597
24.457,24.153,24.203,23.700,24.037,23.838,23.965,22.022,24.161,21.756,21.998,22.096
27.593,27.495,27.494,27.452,27.354,27.525,27.305,27.761,27.585,27.004,27.099,26.714
30.651,30.628,30.574,31.199,31.034,31.151,30.246,30.583,30.615,30.145,30.261,29.938
23.748,24.702,25.226,25.388,24.973,20.826,24.822,21.728,24.718,22.479,21.894,23.156
25.415,25.869,25.678,25.222,25.228,25.277,25.778,26.063,25.627,23.999,24.512,24.236
25.358,25.036,25.404,24.960,24.475,24.323,24.738,25.671,25.022,22.669,23.658,22.311
27.469,26.779,25.960,26.853,26.977,26.978,26.059,27.304,26.038,26.551,26.819,26.558
26.325,26.361,25.434,25.188,24.776,24.738,25.241,26.031,25.639,23.086,24.474,23.643
28.633,28.626,28.240,28.439,28.197,28.355,27.897,28.160,28.297,27.814,28.122,27.461
25.151,24.810,24.219,23.834,23.812,21.025,24.033,24.067,24.393,22.398,23.658,23.636
24.931,25.042,25.022,24.201,24.215,24.063,24.602,25.434,24.964,23.346,23.447,22.633
28.817,28.849,28.376,28.251,28.083,28.178,28.285,29.120,28.480,27.600,27.649,27.556
24.306,24.435,24.718,23.803,24.072,23.930,24.433,24.449,24.854,21.633,22.548,22.604
28.838,28.792,28.472,28.789,28.597,28.610,28.235,28.250,28.588,27.565,27.878,27.601
29.674,29.615,29.385,29.726,29.682,29.536,29.072,29.212,29.497,27.862,28.096,27.668
26.957,27.123,27.922,27.798,27.599,27.716,27.948,26.871,28.069,26.126,26.190,25.977
27.277,27.430,27.969,27.614,27.867,27.576,27.896,27.493,28.132,26.230,25.986,25.486
26.390,25.302,25.916,21.921,25.525,25.707,25.232,25.667,26.008,21.191,24.158,20.420
24.087,24.291,24.211,24.085,24.239,23.932,24.244,23.356,24.408,22.267,23.429,21.424
26.515,26.933,26.326,26.303,26.313,26.383,26.035,26.976,26.662,25.454,25.838,25.152
23.465,21.369,24.313,25.113,24.956,24.318,21.817,24.368,24.480,22.361,22.558,22.614
24.646,25.157,24.778,25.187,25.154,25.420,24.365,25.193,24.283,25.017,24.304,23.985
28.871,28.686,29.370,29.287,29.100,29.229,29.248,28.221,29.523,28.491,28.594,28.390
23.701,23.373,24.670,24.979,24.496,24.870,24.357,23.693,25.390,22.851,24.489,22.788
23.165,23.667,21.858,23.108,22.686,22.505,23.361,23.156,23.335,22.822,21.888,21.910
25.742,25.817,25.952,25.403,25.167,25.349,25.944,23.005,25.796,22.808,22.182,21.635
24.356,24.589,24.284,24.398,24.172,24.412,24.237,24.180,24.313,22.713,21.656,21.709
29.652,29.735,29.516,29.617,29.789,29.568,29.072,29.141,29.563,28.071,28.276,28.276
24.616,24.909,25.254,25.140,25.391,25.065,25.196,24.716,25.792,23.782,24.154,24.586
22.280,21.700,21.937,22.340,22.515,21.358,21.584,22.046,21.656,21.684,22.265,20.930
22.615,21.543,22.408,24.884,22.684,24.619,21.871,24.540,20.520,24.129,24.396,24.004
21.121,22.581,22.401,21.495,23.369,23.702,22.359,21.256,20.520,21.921,22.675,22.343
25.333,25.329,25.248,25.396,25.533,25.574,24.789,24.369,25.318,24.993,24.984,24.444
26.649,27.030,26.431,26.126,26.288,26.008,26.516,26.634,26.585,27.551,27.803,27.645
29.053,29.143,29.402,29.611,29.558,29.619,29.102,28.502,29.498,28.658,29.069,28.552
30.989,30.895,31.921,32.079,31.913,31.960,31.702,30.667,31.866,30.559,30.649,30.524
23.901,21.286,24.223,24.228,23.912,24.446,23.253,23.477,23.667,21.125,23.179,21.123
22.668,24.180,22.917,23.810,23.028,24.829,24.036,23.832,24.377,22.809,23.054,22.974
25.283,25.159,24.834,24.234,23.809,24.545,24.535,24.943,24.563,21.587,23.608,21.800
25.744,25.949,25.497,22.546,24.695,21.787,23.209,25.549,24.915,23.907,23.225,23.770
25.750,26.137,25.393,25.363,25.525,25.550,25.233,26.271,25.760,24.664,25.589,24.386
24.988,24.863,25.210,25.156,24.830,24.953,24.715,24.449,25.413,23.948,24.128,22.997
22.535,22.785,21.123,22.220,22.435,22.214,22.248,21.934,22.536,23.239,22.866,23.345
24.720,24.602,24.696,24.871,24.772,24.575,24.729,24.149,24.828,23.787,23.957,22.825
28.059,28.228,27.700,27.922,27.769,27.783,27.336,27.680,27.894,27.091,27.263,27.036
24.043,24.238,24.293,23.403,23.541,23.487,23.941,24.360,23.858,22.496,22.652,22.299
26.174,26.331,21.355,25.914,27.424,26.865,21.030,23.027,21.033,27.068,26.768,27.269
21.826,23.218,20.168,23.849,23.407,21.525,22.901,21.361,20.552,22.884,22.471,23.574
29.032,29.037,29.389,29.724,29.735,29.751,29.235,28.689,29.575,29.496,29.637,29.377
24.998,22.474,21.792,22.508,24.589,22.363,23.703,22.896,22.732,24.741,24.911,24.777
24.093,24.377,23.736,21.868,21.529,22.100,23.872,23.748,23.795,23.922,23.541,23.564
28.478,27.877,28.224,28.562,28.615,28.638,28.368,27.378,28.448,26.641,27.172,25.843
31.976,32.059,31.530,31.280,31.357,31.479,31.660,32.067,31.616,31.128,31.195,30.899
25.042,24.975,24.680,24.543,24.554,21.679,24.866,24.917,24.804,24.336,24.180,24.300
23.393,23.782,23.692,21.455,23.332,20.944,23.562,23.664,23.557,21.544,20.875,22.317
24.260,22.018,24.075,23.652,21.717,23.620,23.650,24.366,22.691,23.766,24.392,23.156
26.523,26.488,26.851,27.100,27.269,27.042,25.112,26.018,26.577,25.829,25.763,25.737
27.542,27.492,27.629,27.627,27.571,27.399,27.318,26.939,27.664,25.897,26.252,25.722
22.784,25.380,21.258,25.023,22.661,22.107,24.989,25.208,24.831,20.767,21.660,21.053
22.384,22.153,22.248,24.391,23.848,20.948,22.263,23.027,21.289,21.692,22.221,22.111
24.251,24.356,24.243,22.101,24.813,22.127,21.657,24.081,24.555,21.987,21.711,22.088
24.838,24.934,24.837,24.772,24.524,24.842,24.588,24.348,24.893,24.015,21.671,21.006
21.210,22.789,22.651,22.837,22.531,20.376,20.953,24.364,21.726,26.140,26.077,22.268
21.962,21.140,23.076,23.152,23.151,23.240,21.850,22.058,21.224,24.035,24.327,22.852
24.462,24.067,24.113,21.304,21.351,23.940,21.366,22.188,24.288,23.383,21.602,22.898
26.436,26.396,26.201,27.007,26.944,27.029,25.527,26.252,25.920,26.812,26.852,26.644
30.431,30.341,30.644,30.300,30.296,30.512,30.716,30.623,30.584,30.373,30.423,30.319
34.188,34.312,33.911,33.733,33.929,33.849,33.891,34.072,33.917,34.892,34.956,34.811
27.821,27.699,27.661,28.324,28.027,28.180,27.442,27.430,27.617,27.673,27.948,27.481
24.646,24.373,23.466,23.132,22.977,23.232,23.277,24.262,23.595,23.188,23.398,22.516
29.863,30.034,29.951,29.934,29.843,29.888,29.599,29.650,30.149,28.428,28.603,28.642
26.762,26.446,26.322,26.754,26.852,26.863,26.058,25.953,26.450,26.164,26.280,25.824
29.801,29.898,30.188,29.929,29.967,30.162,29.689,29.943,30.424,29.617,29.558,29.943
21.427,22.345,21.997,27.469,22.298,27.447,27.287,21.689,21.158,21.913,22.286,21.932
24.830,24.882,26.447,25.867,26.036,25.901,26.271,24.960,26.384,22.063,22.048,22.503
26.718,27.014,27.994,27.647,27.688,27.531,27.933,27.099,27.957,26.293,26.127,26.209
27.729,27.798,28.459,28.287,28.359,28.662,29.097,28.061,28.437,27.531,26.998,25.155
24.833,24.633,25.046,25.762,25.766,25.980,22.359,21.686,25.066,25.210,25.057,25.038
25.244,25.385,26.388,27.246,27.269,27.812,26.374,25.351,26.273,26.878,27.126,22.806
27.085,27.176,27.721,27.545,27.679,27.656,27.602,27.218,27.730,25.783,26.105,25.745
27.353,27.372,26.978,27.056,27.057,27.007,27.051,27.217,26.958,26.317,26.446,26.048
25.321,25.399,25.240,25.272,25.422,25.431,25.300,25.165,25.270,24.453,24.847,24.527
27.692,27.823,27.775,27.752,27.723,27.508,27.530,27.466,28.038,26.866,27.102,27.044
27.204,27.248,27.638,27.434,27.665,27.904,27.628,26.681,27.872,26.761,26.877,26.471
25.553,25.295,25.909,25.213,25.278,25.174,25.078,25.458,25.445,24.194,22.095,24.826
30.243,30.309,30.556,30.500,30.293,30.635,30.508,30.516,30.632,29.698,30.222,29.633
30.510,30.795,30.724,30.490,30.330,30.454,30.468,31.017,30.748,29.796,29.622,29.690
24.931,24.818,24.844,22.870,24.553,24.443,24.445,24.965,23.989,21.458,24.304,22.211
26.975,26.822,27.071,26.865,26.949,27.140,27.054,26.643,27.215,26.614,26.659,26.681
22.328,25.920,26.513,26.288,21.317,26.401,26.327,26.212,26.219,22.107,22.083,25.519
21.526,21.736,21.703,22.751,21.885,22.364,24.059,24.498,23.952,22.100,22.320,23.532
22.803,22.263,20.014,25.842,25.694,25.761,25.068,22.256,25.112,24.894,22.641,21.491
24.546,24.671,21.833,21.779,22.048,21.731,24.224,24.103,21.487,23.220,22.772,22.516
24.880,25.344,24.672,24.558,24.598,24.803,24.981,25.338,24.804,24.700,25.358,24.714
24.399,23.922,22.493,21.525,23.840,23.482,20.807,22.752,23.365,23.306,21.948,22.652
28.371,28.401,28.396,28.572,28.673,28.401,28.079,28.015,28.409,28.051,28.342,27.762
28.017,27.932,28.260,28.244,28.204,28.175,27.858,27.678,28.308,27.351,27.490,27.021
21.369,22.885,24.907,23.937,23.067,21.927,20.325,23.872,24.882,22.145,22.466,24.446
23.182,22.788,22.151,21.161,20.267,21.655,23.770,23.392,21.654,23.154,21.195,21.401
28.293,28.567,27.918,27.802,27.603,27.688,28.113,28.333,28.135,28.052,28.717,28.259
23.837,22.007,24.571,24.232,23.664,23.957,24.206,22.649,24.391,22.457,21.196,22.531
24.407,24.102,23.728,20.584,23.767,20.752,21.146,21.568,21.977,22.615,21.165,22.656
28.978,28.833,29.228,29.516,29.448,29.299,29.044,28.332,29.387,28.875,29.430,28.535
21.889,23.521,22.674,23.278,23.112,23.031,21.815,21.662,22.286,22.181,20.690,22.807
24.149,23.654,20.774,23.330,20.370,22.582,22.353,23.556,23.113,23.854,22.811,23.031
21.594,23.916,24.128,23.740,21.594,23.602,21.760,24.016,23.793,22.437,22.603,21.161
23.949,23.780,24.124,23.391,23.846,21.741,24.005,22.647,24.215,22.299,22.611,23.420
31.951,31.873,32.326,30.753,30.946,30.762,32.160,32.533,32.217,30.180,30.554,30.354
23.709,24.976,26.245,25.831,26.097,26.285,25.915,20.150,25.733,21.491,23.973,24.073
32.842,32.668,32.531,32.325,32.271,32.218,32.345,32.371,32.571,30.692,30.610,30.656
24.105,22.055,24.708,21.161,22.767,24.758,23.048,24.293,24.975,24.270,24.069,24.362
27.404,27.206,27.604,26.728,27.242,27.168,27.174,27.507,27.398,27.367,27.502,27.380
24.059,24.579,24.090,24.772,22.378,22.388,24.650,24.328,24.461,24.825,24.890,24.724
22.422,24.136,24.248,24.534,24.387,24.497,23.239,22.587,22.379,22.314,20.607,22.494
23.459,22.958,23.597,23.132,22.246,21.579,23.546,23.715,23.361,21.350,21.157,21.298
30.283,30.376,30.794,30.997,30.959,30.996,30.517,30.096,30.792,30.406,30.600,30.066
21.841,23.610,21.515,25.229,25.353,25.239,22.721,21.009,21.743,25.089,25.401,24.818
30.804,30.751,30.541,30.337,30.516,30.669,30.624,31.171,30.310,29.762,30.034,29.726
29.699,29.575,29.361,28.737,28.744,28.703,28.879,29.632,29.187,28.159,28.275,27.853
27.188,26.758,26.589,26.369,26.402,26.279,26.096,27.399,26.919,24.124,26.341,24.228
28.669,28.828,28.072,27.834,27.786,28.100,28.581,28.910,28.413,27.818,28.428,28.032
26.422,25.928,25.557,25.780,25.788,25.957,25.485,24.915,25.895,25.967,25.836,25.657
27.985,28.000,28.364,28.466,28.574,28.804,28.492,27.855,28.584,28.545,28.433,28.291
27.376,27.349,27.424,27.533,27.419,27.360,26.981,27.022,27.435,27.879,27.885,27.448
24.028,24.264,24.596,22.492,21.833,21.932,25.258,24.278,24.864,22.032,21.371,22.771
28.001,28.361,27.966,28.308,27.794,27.860,28.160,28.379,27.911,29.460,30.158,29.271
28.471,27.983,28.948,28.617,28.823,28.749,28.303,27.983,28.724,28.709,28.872,28.494
29.102,28.765,27.387,27.165,27.222,27.091,27.930,28.559,27.654,26.688,26.455,26.393
30.858,30.710,30.176,30.451,30.526,30.563,21.492,30.712,30.232,31.898,31.818,31.519
29.271,29.495,29.263,28.680,28.611,28.589,28.939,29.572,29.274,27.586,27.749,27.075
31.333,31.467,31.572,31.078,31.019,31.095,31.510,31.248,31.633,30.348,30.437,30.076
37.423,37.539,37.434,37.765,37.682,37.710,37.416,37.455,37.609,37.708,37.690,37.700
23.491,23.309,20.959,21.067,22.968,23.005,23.066,22.544,22.487,22.262,22.613,23.084
31.735,31.736,31.925,32.357,32.272,32.301,31.505,31.444,31.748,32.240,32.345,31.997
37.859,37.778,37.617,37.659,37.875,37.747,37.487,37.528,37.745,37.917,37.773,37.863
21.969,23.340,22.458,23.649,22.621,22.554,22.968,23.053,23.091,22.486,21.838,23.153
29.282,29.445,28.495,29.037,29.102,29.144,28.443,28.695,28.819,28.114,28.769,28.167
29.181,29.331,29.543,29.757,29.768,29.590,29.370,29.029,29.689,28.235,28.865,28.371
25.278,24.955,23.656,23.813,22.267,24.010,23.811,24.319,24.116,23.106,23.628,22.095
22.373,21.390,21.673,25.757,22.255,25.268,24.491,23.594,20.626,21.827,25.000,24.951
25.093,24.719,22.397,25.307,25.202,25.210,23.709,24.697,21.027,25.734,25.658,25.515
22.299,21.815,21.636,22.676,21.445,21.131,23.176,23.677,22.890,20.962,22.129,22.445
28.962,29.046,29.156,29.549,29.399,29.168,29.112,29.062,29.258,28.491,28.479,28.380
24.513,24.650,24.998,24.683,24.740,24.679,24.581,24.349,25.019,24.254,24.161,23.819
23.916,22.206,23.678,20.933,23.262,23.539,21.861,24.341,23.745,21.196,21.083,22.044
22.919,22.810,21.297,22.652,21.770,22.678,22.608,23.010,22.444,21.565,22.195,21.389
32.650,32.676,32.647,32.516,32.595,32.562,32.474,32.997,32.708,32.478,32.546,32.326
24.536,24.178,22.685,24.551,24.582,24.601,21.789,24.377,24.271,21.710,22.098,23.737
32.456,32.559,32.267,31.789,31.873,31.781,31.995,32.496,32.275,30.608,30.741,30.547
25.757,26.083,25.455,25.926,22.597,25.576,25.481,25.720,25.454,22.199,24.880,24.895
28.099,28.005,28.077,27.761,27.877,27.735,27.859,27.460,28.370,26.665,26.664,26.609
23.976,23.829,21.204,21.507,22.131,21.916,21.282,21.806,21.943,23.177,24.159,20.556
24.547,24.807,24.159,21.284,21.351,20.561,23.906,24.546,24.050,22.802,23.151,22.616
26.343,26.317,25.718,26.118,26.116,25.992,25.775,25.996,25.998,21.356,22.140,22.111
25.828,26.080,25.575,25.275,25.477,24.979,25.483,26.609,25.907,25.839,26.158,26.194
25.788,26.061,26.212,26.100,25.677,25.703,25.327,25.558,25.853,24.239,24.154,24.066
28.690,28.652,28.801,28.120,28.063,27.938,28.146,28.810,28.293,27.010,27.519,27.457
21.288,22.918,21.755,23.326,21.145,23.032,20.877,21.431,20.703,23.319,23.521,21.517
22.234,24.173,21.179,23.941,24.048,23.749,22.180,22.780,21.915,21.359,24.138,20.254
22.456,25.512,22.622,24.913,22.912,25.114,22.472,22.138,25.451,24.062,20.950,24.332
23.207,22.538,22.901,22.677,23.518,23.203,23.415,22.001,23.302,22.719,22.497,22.374
24.469,22.822,24.500,23.521,24.048,20.688,24.055,21.724,24.810,21.078,22.298,22.015
24.102,23.797,23.885,21.857,21.332,21.568,24.492,24.215,24.449,21.348,22.461,22.182
21.086,25.024,23.845,22.255,22.388,22.826,20.507,24.403,24.797,22.875,23.596,21.195
25.633,25.647,25.704,25.758,25.487,25.835,25.219,25.422,25.599,23.324,22.026,21.873
23.902,22.258,23.766,23.967,22.444,21.124,23.039,23.115,24.131,22.826,22.265,23.247
27.389,27.354,27.235,26.858,26.790,27.117,27.090,27.566,27.130,25.980,26.165,25.937
27.414,27.183,26.842,26.484,22.219,26.773,26.312,26.525,26.972,22.597,25.256,21.910
26.068,27.628,27.367,20.890,23.365,27.022,27.488,27.764,27.687,21.416,21.594,23.508
24.059,24.143,24.273,23.665,23.798,22.279,21.034,24.448,24.412,21.190,22.238,21.527
24.296,24.177,22.654,23.672,23.520,23.649,21.868,21.569,22.275,23.863,23.689,24.019
27.308,27.525,27.301,27.043,27.261,27.030,27.219,27.176,27.150,27.320,27.117,27.273
22.032,24.114,24.656,24.819,24.238,24.544,24.411,24.960,24.483,22.091,22.231,21.562
22.628,21.959,23.016,22.767,22.602,22.462,21.590,23.034,23.196,23.032,22.397,22.012
22.961,22.869,22.669,22.702,21.664,23.307,21.737,22.603,22.928,23.509,21.849,21.147
23.694,23.390,23.131,23.495,23.388,23.613,22.744,23.342,22.990,23.189,23.288,22.948
26.182,26.244,26.535,26.671,26.711,26.519,26.239,25.750,26.627,25.569,25.654,25.670
22.484,21.381,23.681,24.859,24.770,25.035,22.013,22.065,22.541,25.596,25.344,25.170
21.946,22.629,24.379,22.243,23.957,23.807,24.191,24.266,24.307,22.027,22.334,22.038
31.504,31.365,30.298,30.047,30.326,30.066,30.211,31.177,30.477,32.684,32.787,32.578
30.444,30.675,30.536,30.437,30.290,30.440,30.470,30.980,30.521,29.601,30.060,29.480
26.610,26.806,27.415,27.156,27.281,27.181,27.188,26.925,27.295,26.454,26.407,23.525
22.331,21.256,22.389,22.493,22.575,22.214,22.537,23.424,20.532,23.133,23.401,22.901
25.021,25.412,23.559,22.114,21.575,21.580,22.032,24.568,21.972,21.645,21.160,23.267
21.996,24.514,24.506,24.224,24.271,24.411,22.943,22.274,23.792,21.050,22.401,21.177
22.279,22.893,22.260,22.670,23.375,21.886,22.109,22.805,20.959,22.624,22.671,22.465
26.436,26.627,26.581,26.609,26.273,26.592,26.276,27.002,26.663,22.302,25.715,21.761
27.700,27.798,27.561,27.049,27.109,27.144,27.381,27.774,27.572,26.491,26.810,26.322
26.744,26.770,26.568,26.240,26.286,26.360,26.401,26.974,26.660,25.251,25.459,25.329
24.834,25.063,25.035,24.837,24.741,24.717,24.699,25.261,24.804,21.233,21.447,21.968
25.767,26.092,25.689,26.281,26.311,25.936,25.765,25.400,25.949,25.648,25.887,25.477
25.637,25.690,25.768,25.734,25.672,26.141,25.936,24.932,26.229,25.551,25.843,24.871
25.882,26.060,26.043,25.794,25.693,25.636,25.548,26.355,25.958,25.652,25.576,25.464
22.047,23.075,21.648,23.164,22.888,22.027,22.782,21.787,21.033,22.150,23.062,22.265
27.918,28.169,27.916,28.222,28.313,28.298,27.625,27.572,28.094,28.846,28.923,28.641
29.449,29.484,28.743,28.213,28.315,28.438,28.753,29.659,28.938,28.414,28.633,28.390
31.674,31.712,31.499,31.379,31.244,31.394,31.229,31.369,31.675,29.739,29.784,29.647
23.188,22.646,21.657,22.528,22.414,21.296,20.855,21.867,22.427,22.084,21.985,20.447
29.012,29.236,28.758,29.087,28.687,28.834,28.983,29.189,29.013,27.741,27.792,27.665
26.697,26.764,27.073,27.902,27.813,27.676,27.384,26.658,27.360,27.373,27.288,26.868
29.382,29.651,28.409,28.394,28.187,28.364,28.655,29.196,28.638,27.079,27.457,26.962
25.898,25.748,25.420,25.201,24.857,25.316,25.697,26.126,25.744,23.717,24.505,23.775
25.744,26.071,25.592,21.356,25.803,21.064,22.577,25.746,21.320,20.937,21.672,21.762
23.899,23.659,23.549,22.783,22.182,22.639,23.720,23.861,23.898,21.391,22.754,21.938
20.885,21.799,21.530,24.419,22.397,22.570,21.865,21.610,21.510,24.869,24.746,24.647
21.524,22.014,23.191,20.771,20.648,22.150,23.249,23.262,21.403,24.030,24.715,24.008
23.179,23.639,23.619,24.250,23.828,23.849,23.773,23.024,23.997,21.346,20.865,22.044
27.041,27.018,26.290,25.817,25.913,25.931,26.238,26.784,26.270,21.764,23.088,23.531
26.456,26.955,26.564,26.658,26.680,26.721,26.817,26.869,26.688,25.324,25.980,25.345
26.684,26.695,26.804,26.629,26.657,26.711,26.200,26.371,26.768,26.050,26.343,26.210
26.520,26.673,27.337,27.164,27.189,27.282,26.687,26.164,27.026,26.927,26.955,26.640
26.598,26.408,27.050,27.246,27.121,27.303,26.653,26.539,27.218,26.556,27.325,26.384
26.208,26.088,26.664,26.430,26.489,26.393,26.351,25.868,26.683,26.113,25.926,25.752
27.538,27.565,27.844,28.436,28.367,28.324,27.523,27.115,27.945,27.475,27.419,26.896
21.618,23.587,22.225,23.681,23.398,21.560,23.012,21.193,23.428,23.715,20.908,22.190
25.070,24.971,24.585,24.116,24.634,24.417,24.074,24.968,24.468,23.752,21.223,22.041
26.381,25.643,25.605,25.551,25.442,25.445,21.472,25.489,25.773,25.834,25.678,25.441
21.770,23.071,21.408,23.017,20.448,21.303,22.530,22.275,21.979,21.718,20.659,20.334
23.932,21.795,24.050,21.354,22.139,22.288,23.538,22.083,21.286,22.291,21.723,21.963
24.997,25.214,24.794,21.270,21.925,24.881,24.994,25.468,21.275,23.096,23.367,22.398
28.210,28.249,28.446,28.494,28.430,28.390,28.078,27.364,28.696,27.756,27.600,27.315
26.745,26.823,27.268,27.472,27.283,27.392,27.073,26.500,27.330,25.695,26.069,25.940
33.068,33.182,32.993,32.761,32.679,32.676,32.885,33.495,32.978,31.844,31.969,31.787
25.497,25.356,25.583,25.470,25.460,25.421,22.525,25.596,25.670,24.898,25.320,24.945
27.423,27.288,27.161,25.109,25.407,24.635,27.831,27.693,27.567,21.732,25.134,22.873
27.178,27.369,27.252,26.724,26.469,26.875,26.621,26.501,27.051,21.914,21.437,24.030
28.755,28.605,29.622,27.915,28.157,27.872,29.681,29.000,29.460,28.119,27.718,27.981
23.628,22.489,21.903,23.040,21.836,23.057,22.644,24.298,23.406,22.131,22.057,22.483
