LFQ.intensity.1.LiCl_Fresh,LFQ.intensity.2.LiC_Fresh,LFQ.intensity.3.LiCl_Fresh,LFQ.intensity.4.LiCl_Paper,LFQ.intensity.5.LiCl_Paper,LFQ.intensity.6.LiCl_Paper,LFQ.intensity.7.LiCl_Frozen,LFQ.intensity.8.Li_Frozen,LFQ.intensity.9.Li_Frozen,LFQ.intensity.10.PBS_paper,LFQ.intensity.11.PBS_paper,LFQ.intensity.12.PBS_paper
27.428,27.339,26.554,27.097,27.378,27.286,26.322,27.253,26.779,27.563,27.519,27.075
27.444,27.570,27.394,28.922,29.594,29.331,27.567,27.170,27.570,28.086,28.233,28.566
27.980,27.807,28.793,31.993,32.146,32.099,28.953,27.990,29.049,31.874,31.708,31.415
31.080,31.117,30.100,30.456,30.383,30.517,29.838,30.358,30.231,28.812,28.737,28.503
24.129,23.954,24.233,23.867,23.999,24.196,24.191,24.260,24.032,23.088,23.217,23.723
26.822,27.023,26.656,26.525,26.298,26.458,26.632,27.360,26.794,29.356,29.642,29.183
25.042,25.605,25.092,25.016,25.105,25.129,25.370,25.833,25.255,23.348,24.382,23.515
29.721,29.762,28.941,29.429,29.232,29.287,28.602,29.506,28.658,27.677,27.690,27.811
29.686,29.745,29.645,29.619,29.753,29.590,29.311,29.284,29.545,28.480,28.588,28.646
27.024,27.266,24.701,25.628,25.517,25.488,21.783,27.477,25.419,25.922,26.013,26.049
28.029,27.994,27.837,27.442,27.436,27.468,27.648,28.080,27.750,26.869,27.143,26.481
23.450,23.856,23.065,23.181,20.782,23.557,23.504,23.268,23.029,23.396,23.597,23.359
29.116,29.177,29.844,29.558,29.531,29.536,29.714,29.652,29.974,28.250,28.156,28.090
32.653,32.627,32.913,32.630,32.675,32.597,32.564,32.641,32.790,31.239,31.272,31.194
29.421,29.721,29.489,28.913,28.949,28.875,29.869,30.102,29.655,27.630,27.516,28.024
27.814,27.909,27.814,28.259,28.243,28.187,27.282,27.250,28.084,27.744,27.644,27.430
23.307,21.722,26.915,27.481,28.069,27.966,26.992,27.386,22.317,26.282,26.656,26.152
30.039,29.973,29.821,30.383,30.376,30.230,29.449,29.489,29.818,29.421,29.581,29.250
27.068,27.046,27.096,27.878,27.585,27.776,26.686,27.095,27.036,25.754,26.096,21.222
27.468,27.496,26.851,27.273,27.267,27.094,27.335,27.376,27.179,26.832,27.228,26.518
23.453,23.419,22.861,23.061,22.679,23.179,23.080,23.676,22.982,21.905,23.110,22.182
32.428,32.591,31.773,31.339,31.349,31.269,31.656,32.805,31.951,29.813,29.945,29.804
20.939,20.992,21.882,22.393,21.913,21.323,21.831,23.442,20.935,21.078,24.347,24.730
29.397,29.409,29.445,29.504,29.469,29.422,29.093,29.118,29.415,28.354,28.566,28.216
25.058,25.047,24.320,24.588,24.483,24.497,22.581,24.805,22.777,24.014,24.409,23.846
29.664,29.369,29.744,28.404,28.457,28.485,29.527,29.920,29.735,28.727,28.502,28.446
28.821,28.912,28.731,29.104,29.185,29.236,28.622,28.681,28.951,28.166,28.244,27.964
32.345,32.439,32.210,31.751,31.790,31.827,32.017,32.618,32.353,31.030,31.092,31.051
29.610,29.479,28.907,29.541,29.753,29.737,29.268,29.170,29.560,29.404,29.265,29.123
28.114,28.208,27.362,26.989,26.476,26.920,27.172,27.985,27.397,26.612,26.818,26.462
24.791,24.226,23.730,21.213,23.794,21.734,19.824,24.194,23.854,24.743,21.385,22.204
26.422,26.283,26.869,26.205,26.273,26.507,26.756,26.812,26.873,24.030,25.093,24.050
29.181,29.220,28.085,28.572,28.310,28.396,27.960,29.509,28.265,29.485,29.655,29.475
29.036,29.125,29.150,29.001,29.001,28.972,29.308,29.262,29.360,26.920,27.530,27.133
25.968,23.287,21.902,26.464,22.289,26.270,22.624,22.868,22.228,26.220,25.978,25.708
25.361,24.819,25.595,25.440,25.339,25.384,25.730,20.486,22.003,21.482,24.646,23.799
26.245,22.371,20.501,26.114,26.485,26.408,21.303,26.474,19.922,26.296,26.255,25.770
28.981,28.819,28.547,28.451,28.387,28.506,28.295,28.244,28.651,27.715,27.699,27.416
26.846,26.811,26.578,27.062,27.293,27.538,26.030,26.551,26.600,26.279,26.701,26.235
26.211,26.288,22.960,21.158,24.021,22.612,21.818,26.329,23.627,23.464,23.349,23.570
25.832,21.796,26.695,25.179,21.865,24.468,26.275,22.051,21.711,27.682,28.815,27.201
21.139,21.925,20.896,23.140,22.982,23.297,22.204,21.215,23.300,22.463,21.635,22.703
27.411,27.180,27.167,27.109,27.070,27.162,25.854,26.737,27.149,26.923,27.108,26.540
27.354,27.407,25.125,25.975,25.957,25.732,21.696,26.864,25.471,25.009,25.831,24.853
29.306,29.408,29.480,29.461,29.320,29.416,29.280,28.660,29.714,28.642,28.807,28.646
26.362,26.576,26.510,27.188,26.928,27.010,25.480,21.549,26.322,22.492,23.625,21.883
30.506,30.367,29.503,30.261,30.316,30.253,29.314,30.390,29.459,30.960,30.912,30.810
21.493,22.056,22.617,22.347,25.383,21.737,22.286,21.283,21.687,25.913,24.965,22.940
27.271,27.510,27.418,27.498,27.524,27.412,27.234,27.676,27.492,27.062,27.025,26.945
26.308,26.409,25.529,26.374,26.513,26.473,25.123,26.424,25.439,26.610,26.827,26.510
24.662,22.380,21.488,23.672,21.947,24.014,22.195,23.056,23.070,22.069,22.957,21.392
32.335,32.505,30.712,32.938,32.891,32.856,30.513,32.236,30.864,32.949,33.108,33.002
31.314,31.300,29.550,31.890,31.811,31.823,29.806,31.039,29.796,31.949,32.155,31.842
31.239,31.509,29.805,31.625,31.508,31.500,29.704,31.042,29.382,31.631,31.583,31.914
23.243,25.421,21.793,25.525,25.338,25.415,25.414,25.648,25.207,21.809,26.603,25.557
22.644,22.793,22.762,25.581,25.599,25.759,26.040,25.898,25.997,24.908,25.106,24.805
26.810,27.148,26.280,27.194,27.087,27.828,22.564,26.578,22.656,26.942,27.254,27.105
25.120,24.983,24.930,24.818,24.573,24.628,24.654,24.902,24.708,23.836,23.830,23.607
25.312,25.367,24.137,25.041,24.738,24.956,22.260,25.269,23.246,24.915,23.289,25.157
28.282,28.649,28.366,28.266,28.441,28.409,28.593,28.886,28.594,28.025,28.183,27.821
21.936,22.687,21.597,25.018,21.482,21.787,22.269,23.162,24.756,23.906,24.106,23.741
29.805,29.955,29.588,29.481,29.535,29.461,29.212,29.303,29.663,27.814,28.430,27.780
27.627,27.499,27.470,26.885,26.697,26.809,28.573,28.336,27.348,26.190,25.933,25.719
31.399,31.468,31.074,31.030,31.035,31.070,30.805,31.108,31.312,30.834,31.315,30.791
28.473,28.452,28.362,28.095,28.180,28.218,28.434,28.627,28.255,27.340,27.458,27.307
28.756,28.732,28.715,28.776,28.595,28.734,28.520,28.828,28.717,28.336,28.330,28.055
34.758,34.998,34.543,34.412,34.682,34.619,34.599,35.032,34.697,33.796,33.952,33.878
28.201,28.451,28.022,28.113,28.024,28.030,28.635,28.828,28.472,27.237,22.595,26.998
33.565,33.746,33.632,33.518,33.627,33.638,33.665,33.831,33.668,34.132,34.278,34.071
24.921,24.728,24.108,24.503,24.548,24.386,23.076,21.175,24.206,21.614,22.183,23.218
28.150,28.072,28.077,27.678,27.606,27.582,27.884,28.212,28.094,26.745,26.742,26.653
26.735,26.930,25.849,25.497,25.680,25.675,25.326,26.701,26.248,25.843,25.842,25.875
37.259,37.461,36.567,36.378,36.497,36.469,36.648,37.365,36.830,37.379,37.534,37.296
26.238,26.328,26.258,26.699,26.598,26.613,25.739,25.857,26.428,26.362,26.463,26.116
29.499,29.536,29.324,29.492,29.348,29.488,29.035,29.055,29.552,27.571,28.123,27.648
30.076,29.982,29.938,28.880,28.660,28.738,29.814,30.384,29.733,28.771,28.824,29.269
22.971,24.964,24.459,24.942,24.784,24.592,21.793,24.621,21.479,23.979,24.260,22.737
25.358,25.537,25.551,25.470,25.550,25.488,25.222,25.198,25.643,22.403,22.814,23.886
24.540,24.719,24.337,21.602,24.014,23.889,23.170,20.321,21.802,22.862,23.014,22.065
27.938,28.262,28.107,26.226,25.566,25.987,27.805,28.044,28.127,27.416,27.256,27.025
21.357,21.145,22.161,22.292,21.400,21.194,20.733,22.626,23.594,26.795,26.819,26.887
31.128,31.152,29.544,28.740,28.894,28.992,29.273,30.694,29.656,28.842,28.917,28.571
25.976,25.452,25.904,21.566,25.065,24.780,26.100,26.191,25.960,26.613,27.050,27.047
25.322,25.373,21.702,25.081,24.789,25.118,22.766,25.022,22.097,24.508,24.532,24.446
26.115,25.942,26.065,25.829,25.848,26.003,26.218,26.438,26.050,25.306,25.200,25.230
29.639,29.651,28.971,28.908,28.678,28.687,29.175,29.929,29.582,28.284,28.153,27.762
28.884,29.135,30.564,30.717,30.503,30.703,30.451,28.686,30.735,29.419,29.778,29.498
24.557,24.607,24.638,22.280,21.022,24.460,24.538,24.495,24.690,21.767,24.090,21.067
23.950,23.456,23.576,24.033,23.707,23.688,23.436,23.768,21.497,22.570,22.666,22.163
23.913,23.962,22.961,23.750,22.666,23.470,22.698,23.934,21.243,23.828,22.830,23.808
27.215,27.180,26.464,26.920,27.174,27.150,26.390,27.304,26.622,27.768,27.808,27.837
25.502,25.251,22.827,20.675,22.287,21.827,21.618,25.182,21.901,21.327,20.907,22.781
22.043,23.892,22.909,22.103,21.476,21.220,23.545,23.845,23.560,21.667,23.959,22.277
27.200,26.962,26.646,26.855,26.880,26.785,25.089,27.276,26.436,26.801,26.682,26.669
30.078,30.123,29.664,30.144,30.215,30.071,29.360,29.451,29.794,26.012,25.862,25.764
27.695,27.744,28.101,27.251,27.084,27.115,27.922,28.598,28.376,27.611,27.483,27.587
21.569,20.832,21.795,21.759,21.304,21.971,22.543,21.657,21.788,26.881,26.509,26.232
26.354,26.242,25.767,25.462,25.745,26.201,26.321,26.296,25.860,24.337,24.563,25.247
27.714,27.806,28.050,28.277,27.929,28.182,27.250,26.930,27.894,26.796,27.067,26.661
24.618,25.270,20.792,21.543,22.703,21.362,23.968,25.100,23.923,22.426,22.057,23.111
29.683,29.657,28.949,28.276,28.323,28.557,28.740,29.514,29.039,25.622,26.799,25.234
27.755,28.040,27.547,27.647,27.408,27.707,27.595,28.120,27.663,26.856,26.881,26.683
21.630,24.436,22.294,22.241,22.256,21.698,23.577,24.245,23.852,22.496,23.005,22.354
21.987,23.083,23.872,23.997,24.243,24.276,24.008,21.836,23.920,22.922,23.628,23.938
27.194,27.430,27.176,26.932,26.695,26.830,26.948,27.711,27.434,26.783,26.711,26.488
24.016,24.293,24.764,26.245,26.113,26.356,25.315,24.480,24.822,25.516,25.587,25.441
26.787,26.873,26.070,26.048,26.105,26.134,25.754,26.175,26.223,23.963,24.147,23.075
23.518,23.651,23.532,23.108,21.753,23.203,23.506,23.976,23.545,22.216,22.402,23.678
22.519,21.750,23.232,25.537,25.193,25.641,25.943,25.856,21.741,23.506,21.173,24.795
27.170,27.263,26.807,27.306,27.120,27.275,26.715,27.062,27.066,19.737,22.189,20.930
21.994,24.646,24.795,24.571,24.493,24.886,24.493,24.358,24.480,21.132,24.298,22.581
24.204,23.817,24.064,24.878,24.687,24.823,24.031,23.578,23.608,24.334,24.332,24.140
24.939,24.673,24.456,24.421,24.484,24.877,24.134,24.779,24.168,20.504,24.760,24.832
23.371,21.629,21.709,20.532,20.814,23.476,22.193,22.123,23.334,23.908,22.319,22.628
24.335,24.302,24.051,22.563,21.990,22.685,21.550,24.130,24.479,22.507,21.644,22.649
21.263,23.425,24.077,22.379,22.663,22.446,20.931,22.363,22.842,21.148,22.315,22.603
28.242,28.454,28.137,28.032,27.776,28.173,28.087,28.653,28.255,26.945,27.324,26.805
22.402,23.095,22.369,23.225,22.610,23.123,21.989,21.362,22.672,21.452,22.879,23.363
27.656,27.643,27.940,28.045,27.924,27.915,27.439,27.190,27.823,27.290,27.357,27.203
36.590,36.740,35.999,36.153,36.317,36.280,35.883,36.774,36.205,36.929,36.946,36.820
27.567,27.788,27.391,27.358,27.237,27.453,27.718,27.926,27.767,26.479,26.600,26.520
26.331,26.285,27.305,24.690,22.032,21.667,26.907,26.839,27.132,26.603,27.239,26.458
23.008,24.960,25.688,22.175,22.034,22.881,22.188,25.461,22.239,23.251,25.736,25.203
28.416,28.623,28.921,21.920,21.738,21.436,28.547,28.370,28.646,27.686,28.829,28.232
34.581,34.638,34.490,34.212,34.368,34.349,34.304,34.728,34.454,34.247,34.306,34.202
26.982,27.212,26.899,26.445,26.570,26.435,26.599,27.367,26.865,25.627,25.394,25.762
26.564,26.696,26.999,25.782,26.065,26.444,26.536,26.374,27.021,25.382,25.747,25.485
24.829,24.771,25.143,25.810,24.966,25.198,24.245,24.839,24.927,23.775,21.648,22.407
26.153,25.919,26.442,21.715,23.450,21.531,26.196,26.612,26.108,25.651,25.817,21.979
25.753,25.445,25.513,24.908,25.024,24.846,25.359,26.021,25.592,23.706,23.930,21.580
24.066,23.695,23.824,22.214,21.330,21.930,23.291,24.606,22.381,24.561,24.542,24.012
23.844,23.565,24.299,23.926,23.924,23.946,23.849,23.993,24.222,22.659,22.730,21.984
23.007,22.594,21.137,22.833,21.059,22.520,22.698,23.572,23.262,22.962,20.488,21.355
30.291,30.382,30.490,30.564,30.436,30.287,29.753,29.933,30.424,29.662,29.896,29.527
27.503,27.390,27.122,26.714,26.777,27.002,27.046,27.794,27.358,26.255,26.530,26.069
27.400,27.299,26.972,26.656,26.740,26.488,26.957,27.048,27.039,26.978,27.055,26.683
28.164,28.084,28.035,28.631,28.598,28.525,28.145,27.622,28.452,27.696,28.062,27.562
29.218,28.971,28.673,29.066,28.847,28.900,28.812,28.545,28.776,28.124,28.238,27.927
25.331,25.084,24.603,24.243,24.163,24.404,24.417,25.225,24.912,23.954,22.110,21.478
22.504,22.363,23.704,24.050,23.936,23.864,24.101,20.883,23.918,21.442,23.615,20.471
28.913,28.921,27.084,26.997,26.331,26.687,27.014,28.783,27.198,25.394,26.060,24.214
28.954,28.767,30.602,26.210,26.293,27.093,29.842,30.490,30.507,25.977,26.130,22.433
32.584,32.879,32.427,32.169,32.197,32.293,32.660,32.847,32.675,31.354,31.530,31.679
24.005,24.058,23.951,24.462,24.322,24.493,24.427,23.811,24.088,23.185,22.001,22.363
21.715,22.623,21.212,23.501,22.043,23.575,22.407,21.671,23.014,22.853,22.690,21.425
25.501,22.572,23.468,26.022,25.996,26.198,26.362,22.251,25.908,27.552,27.700,27.593
25.657,20.275,26.042,26.121,26.030,26.364,26.026,26.355,26.043,25.760,22.097,21.906
26.629,27.023,26.763,27.209,26.293,26.815,27.001,27.090,26.791,20.863,23.504,22.358
21.682,24.009,21.589,24.277,22.379,24.361,21.975,22.202,24.665,23.744,24.155,22.193
23.850,23.612,22.453,21.733,25.314,24.951,22.482,21.170,23.909,26.554,25.908,26.207
28.472,28.475,27.666,28.462,28.590,28.465,27.597,28.441,27.820,29.108,29.135,29.098
26.070,25.848,25.705,26.149,26.334,26.277,25.665,26.178,25.546,27.225,27.349,26.924
25.876,26.164,25.853,25.814,25.777,25.624,25.268,26.371,25.841,24.726,25.402,24.642
26.089,26.326,23.022,21.544,21.336,20.503,22.076,26.151,24.319,22.047,24.059,21.667
25.854,25.468,25.992,27.803,27.756,27.779,25.978,26.017,26.211,26.723,27.052,26.500
28.043,27.769,27.696,21.914,21.686,22.511,27.662,28.272,28.011,25.975,26.157,22.410
25.717,25.608,21.267,25.838,22.071,22.065,22.142,26.163,26.272,21.862,22.765,21.117
24.766,24.760,25.620,25.383,21.359,25.354,25.315,24.776,25.607,23.938,24.039,22.114
26.874,27.216,26.293,27.221,26.843,27.010,27.457,27.143,27.444,25.814,25.498,25.852
27.230,27.092,26.597,27.980,27.809,27.971,26.713,26.633,26.892,27.053,26.937,26.819
23.837,23.574,21.992,22.839,22.050,22.352,21.798,24.298,21.823,20.771,23.782,21.820
24.446,23.235,21.483,25.424,26.052,25.963,21.358,20.944,20.594,26.182,26.238,25.750
22.106,24.037,24.029,21.126,24.247,23.938,22.076,23.931,24.156,22.621,22.533,21.465
23.449,23.203,22.170,23.511,22.714,23.007,22.098,21.438,22.384,23.799,23.743,23.689
25.689,26.355,23.232,21.848,23.030,21.869,21.405,25.724,20.841,23.113,21.714,22.479
34.761,34.844,34.790,34.479,34.390,34.451,34.756,35.012,34.857,33.645,33.758,33.521
25.217,25.101,25.693,25.415,25.461,25.541,24.926,24.228,25.633,21.361,21.976,21.146
27.099,27.313,27.260,26.709,26.755,26.615,27.158,27.306,27.289,25.842,25.925,26.058
27.026,26.984,22.116,26.797,26.592,20.949,22.199,26.936,22.444,23.632,26.133,22.071
28.497,28.630,29.379,29.703,29.575,29.583,29.217,28.284,29.545,28.703,29.304,28.794
28.359,28.441,28.205,28.796,28.718,28.712,27.713,28.051,28.246,28.319,28.585,28.253
21.936,22.047,22.117,22.379,20.989,22.051,22.446,21.745,21.805,22.900,21.908,21.837
26.444,26.624,25.246,22.667,25.201,25.074,25.406,26.586,25.390,24.172,25.422,23.319
29.239,29.178,28.876,29.012,28.713,28.762,29.001,29.462,29.174,28.403,28.220,28.200
29.178,29.140,29.293,29.464,29.416,29.380,28.993,28.680,29.314,28.466,28.624,28.388
25.934,25.734,25.582,25.163,25.141,25.531,25.720,25.945,25.509,24.601,24.508,24.335
26.725,26.693,26.417,25.720,26.179,26.282,26.181,26.506,26.533,26.031,25.609,25.531
27.523,27.531,27.252,27.144,27.013,27.122,27.284,27.493,27.463,26.310,26.603,26.376
31.257,31.260,30.948,30.478,30.548,30.507,30.814,31.340,30.922,29.748,29.899,29.788
24.870,25.078,24.944,24.695,24.473,24.774,24.272,24.732,24.490,24.358,24.418,24.274
22.457,22.607,22.332,22.732,22.341,22.514,22.135,23.011,22.726,22.197,21.934,22.534
26.114,26.216,25.778,26.125,26.108,26.069,25.593,26.157,26.176,21.853,21.935,20.566
24.348,24.625,24.090,23.807,23.552,23.382,24.090,24.750,21.730,22.136,23.560,23.148
29.166,29.270,28.524,28.621,28.405,28.413,28.235,28.839,28.720,25.253,25.392,23.902
30.122,30.271,30.234,30.627,30.749,30.764,30.291,30.218,30.665,30.095,30.607,30.269
30.562,30.744,30.433,30.163,30.276,30.278,30.455,30.920,30.372,29.355,29.738,29.352
25.125,24.971,25.509,25.327,25.084,24.989,24.922,24.715,25.468,24.974,25.181,24.958
24.925,25.052,25.547,26.464,26.218,26.491,25.407,24.860,25.690,24.743,25.458,24.739
23.374,23.366,23.834,24.924,23.473,24.969,21.806,22.910,23.353,23.516,23.524,23.574
22.664,20.272,21.659,23.185,21.292,22.848,24.301,22.224,24.248,21.895,22.892,21.324
27.248,27.205,27.044,26.947,26.960,26.931,27.129,27.415,27.233,25.997,26.232,25.569
29.391,29.343,29.568,29.521,29.491,29.535,29.320,28.949,29.682,28.699,28.978,28.437
26.690,26.904,26.184,25.769,26.193,22.597,26.721,26.794,26.552,29.116,29.672,29.083
24.407,23.957,24.899,24.797,25.161,24.921,24.544,24.816,24.860,24.853,24.839,24.724
21.593,24.901,22.893,26.913,26.550,26.676,25.236,22.340,22.638,26.236,26.148,25.934
29.976,30.002,29.876,29.916,29.753,29.730,29.676,29.698,30.153,27.918,28.211,27.712
24.043,24.071,22.386,22.963,22.475,21.420,22.979,22.290,23.670,23.169,21.732,22.766
23.781,23.572,21.437,22.441,21.558,23.849,21.060,23.451,23.128,23.337,23.154,23.122
28.637,28.960,28.783,28.563,28.448,28.471,28.553,28.989,28.870,28.149,28.212,28.044
26.942,26.903,26.950,27.216,27.379,27.254,26.809,26.723,27.008,25.629,25.769,25.440
28.746,28.881,29.126,29.438,29.579,29.417,29.275,28.587,29.124,28.159,28.320,28.185
25.310,25.469,25.292,25.715,25.478,25.669,25.027,24.950,25.087,24.547,24.870,24.541
25.979,26.091,26.034,25.986,26.154,26.065,22.090,25.927,21.901,21.001,21.796,21.886
26.189,25.973,25.060,26.173,22.943,25.640,24.930,26.367,25.230,25.243,25.956,25.187
20.593,23.066,23.804,23.868,23.587,23.970,22.321,23.952,20.875,21.526,22.170,22.355
26.494,26.287,26.943,27.979,28.131,28.134,26.567,26.451,26.847,27.179,27.359,27.253
22.131,21.238,21.387,21.929,21.440,22.437,23.049,23.498,22.968,20.885,21.736,21.188
34.130,34.400,34.308,33.791,33.816,33.843,34.038,34.608,34.334,32.799,32.822,33.043
31.181,31.034,30.108,29.744,30.057,30.133,29.904,30.827,30.578,29.928,29.984,29.831
24.117,24.023,23.656,23.266,23.651,23.301,23.390,24.145,23.856,22.310,21.770,20.519
25.033,25.280,24.403,25.098,25.099,25.372,24.918,24.990,24.961,21.533,25.445,24.766
25.990,26.031,26.710,26.799,26.473,26.474,26.653,26.010,26.886,24.465,25.818,25.434
28.900,29.097,28.885,28.321,28.452,28.494,28.775,29.278,28.921,27.761,27.798,27.590
29.018,29.048,29.070,28.821,28.679,28.714,28.973,29.182,29.147,27.516,27.500,27.437
27.772,27.822,27.889,28.325,28.076,28.171,27.636,27.437,27.960,27.448,27.348,27.226
24.712,24.585,24.704,24.877,24.944,25.407,24.939,20.502,25.000,23.009,24.885,22.018
26.314,26.705,25.635,27.041,26.982,26.444,21.962,22.237,22.059,21.959,25.266,23.047
28.899,28.952,29.485,29.557,29.488,29.404,29.345,28.875,29.580,27.778,27.889,27.691
28.030,28.035,26.911,27.187,27.199,26.968,26.519,28.178,27.143,31.844,32.130,31.502
25.140,25.240,24.791,25.496,25.485,25.375,25.110,25.206,24.923,24.981,24.921,24.610
30.289,30.376,30.983,30.782,30.792,30.774,30.621,29.819,30.985,29.628,29.792,29.500
25.727,25.657,25.422,25.444,25.187,25.364,25.174,25.808,25.478,24.591,24.528,24.397
31.230,31.426,30.628,29.657,30.194,29.766,30.257,31.028,30.873,29.918,29.264,29.995
24.140,24.034,23.869,23.895,22.658,23.735,24.013,23.821,23.110,22.095,21.851,20.750
30.657,30.521,30.538,30.990,30.949,31.041,30.285,30.438,30.582,30.517,30.522,30.518
33.574,33.696,32.836,33.499,33.851,33.713,32.892,33.410,33.198,33.268,33.437,33.133
21.704,25.528,24.829,22.637,25.138,25.177,24.682,22.100,24.927,24.255,22.386,24.416
23.605,22.390,21.951,24.939,24.945,24.742,23.766,24.702,20.651,25.002,25.048,24.456
26.465,26.410,26.238,26.000,26.263,26.483,25.743,25.866,26.772,26.496,26.209,25.683
29.810,29.817,29.906,29.961,29.782,29.720,29.508,29.423,29.865,28.946,29.074,28.840
27.537,27.466,27.402,27.605,27.258,27.508,27.202,27.779,27.360,26.500,27.206,26.522
30.594,30.656,30.995,31.035,30.872,30.958,30.787,30.022,31.032,30.174,30.387,30.018
26.597,26.711,27.052,26.627,26.626,26.788,26.827,26.136,27.519,26.767,26.318,25.943
26.912,26.699,26.513,26.386,24.965,26.448,26.457,26.890,26.786,25.859,26.000,26.420
31.557,31.570,31.898,31.610,31.880,31.753,31.496,30.951,31.772,27.495,28.204,27.293
28.950,28.855,28.112,28.338,28.444,28.395,28.135,28.103,28.643,27.220,27.374,27.075
26.657,26.342,27.190,22.647,26.945,26.154,22.871,23.207,26.828,25.514,25.502,25.540
25.828,26.071,26.159,27.137,26.814,26.792,25.741,26.301,26.269,26.099,26.009,25.992
24.287,23.983,24.669,25.777,25.720,25.548,24.140,24.212,24.915,25.152,24.884,24.813
27.071,26.926,26.858,26.697,26.396,26.387,26.863,27.152,27.047,21.410,24.583,24.114
25.549,25.639,25.407,25.974,25.744,25.665,21.483,25.347,25.979,25.022,25.137,25.002
21.200,21.533,24.206,22.103,24.114,24.133,23.873,20.992,23.528,21.361,20.490,23.242
26.464,26.288,26.314,25.728,25.646,25.718,26.060,26.093,25.810,25.603,25.449,24.502
29.024,29.046,29.360,29.575,29.367,29.416,28.890,28.805,29.442,28.063,28.084,27.857
25.098,25.144,24.343,24.437,24.361,24.428,24.573,25.148,24.721,22.909,23.199,22.085
25.961,25.861,25.382,25.319,25.319,25.422,25.399,26.025,25.561,26.030,26.383,25.841
27.381,27.314,26.696,26.973,27.327,27.158,26.388,26.717,26.776,26.506,26.434,25.997
26.673,26.882,26.774,26.323,26.176,26.318,26.646,27.001,26.664,25.708,25.776,25.754
31.352,31.481,31.920,31.997,32.067,31.936,31.930,31.258,31.978,32.615,32.432,32.605
23.265,23.346,22.556,22.857,22.859,23.036,23.042,23.614,22.715,22.081,22.360,22.011
23.217,23.435,23.979,22.248,23.672,21.969,23.192,23.504,21.361,22.009,22.629,21.331
21.815,23.000,22.694,21.803,21.520,22.594,22.586,21.782,22.143,21.551,22.075,22.340
26.821,26.991,25.642,25.363,24.597,24.871,25.585,26.107,25.375,22.025,23.842,21.796
24.725,24.932,24.599,24.244,24.266,24.497,24.521,25.059,24.733,22.325,21.625,22.924
22.330,22.621,21.124,22.984,22.761,22.021,22.382,22.695,22.031,22.489,22.019,21.635
27.663,27.762,28.162,28.333,28.231,28.384,28.007,27.277,28.398,27.192,27.719,27.234
26.263,26.440,26.202,25.620,25.770,26.010,26.054,26.443,26.254,24.980,25.112,24.950
28.328,29.190,27.640,27.673,27.890,27.746,28.466,29.302,28.719,26.403,26.797,26.079
26.447,26.062,26.450,26.730,26.829,26.814,26.608,26.246,27.014,26.950,27.551,26.708
34.039,34.243,34.071,33.964,33.965,34.093,34.259,34.395,34.254,33.115,33.337,33.026
26.042,26.283,25.495,25.545,26.061,25.609,26.079,26.294,26.364,25.107,25.657,25.082
31.552,31.633,31.420,29.677,29.755,29.619,31.236,31.969,31.512,31.915,31.972,31.864
31.893,32.041,31.573,30.330,30.563,30.410,31.539,32.300,31.813,32.272,32.586,32.364
29.239,29.386,28.800,28.818,28.546,28.739,28.845,29.486,28.863,28.324,28.304,28.246
22.375,25.958,25.711,26.654,26.959,27.047,25.392,25.345,26.088,26.376,26.555,26.281
24.071,21.788,22.032,23.936,19.740,23.817,21.697,23.991,21.488,21.578,22.674,20.835
25.115,25.127,22.866,25.462,25.218,25.105,22.217,24.834,24.882,24.965,25.125,22.341
27.972,27.825,27.923,28.355,28.150,28.116,27.808,27.506,28.113,27.252,27.426,27.263
26.501,26.807,26.936,27.426,27.461,27.333,26.812,26.322,27.005,26.441,26.758,26.229
25.593,23.996,25.489,21.600,24.365,24.601,24.763,25.545,24.939,23.335,21.741,23.326
23.878,19.805,23.115,21.836,21.444,23.843,21.922,23.899,22.428,21.155,22.075,21.627
22.533,23.564,24.931,24.757,24.843,25.306,24.993,23.721,24.771,22.453,21.983,21.998
22.938,23.331,22.831,23.418,22.760,22.853,22.733,22.118,22.750,21.324,23.558,23.219
26.265,26.556,25.953,25.648,25.689,25.842,26.026,26.879,26.484,23.515,24.624,24.068
21.634,21.755,22.989,24.034,21.984,24.416,22.976,23.126,23.567,22.216,24.275,23.640
26.882,27.120,27.334,26.756,26.800,26.797,26.665,26.452,27.015,24.415,24.927,25.374
24.542,24.760,24.033,25.150,25.125,25.245,24.456,24.054,24.512,24.790,25.465,24.822
27.234,27.129,26.934,26.939,27.424,27.066,26.745,26.633,26.849,27.526,27.195,27.023
27.352,27.515,27.165,27.052,27.286,27.368,26.580,26.956,27.159,25.565,24.836,25.104
28.388,27.849,29.092,29.594,29.570,29.624,29.416,28.297,29.320,28.775,28.642,28.696
26.892,26.846,26.822,26.948,26.922,26.925,26.447,26.553,26.875,26.199,26.292,26.032
21.499,23.456,23.265,21.781,23.475,23.442,23.468,21.530,23.350,19.335,22.465,21.704
26.540,26.357,26.325,25.821,25.912,26.312,26.498,27.274,27.654,25.683,21.649,26.149
25.950,25.628,27.428,27.243,26.979,27.255,27.285,26.351,27.557,25.692,25.432,24.198
24.993,24.749,24.716,22.659,22.619,24.027,24.130,24.774,20.101,21.938,22.475,21.709
30.213,30.257,29.953,30.107,30.130,30.125,29.438,29.569,30.051,28.854,29.123,28.832
