Rep1,Rep2,Rep3,Rep1,Rep2,Rep3,Rep1,Rep2,Rep3,Rep1,Rep2,Rep3, 
ND,ND,ND,ND,ND,0.7997,ND,ND,ND,ND,ND,-0.6912,
ND,ND,ND,ND,0.3366,ND,ND,ND,ND,ND,0.1532,ND,
0.5134,-0.6561,-0.2292,ND,ND,ND,0.3459,0.4784,-0.3541,ND,ND,ND,
0.2183,0.1139,-0.3212,ND,ND,ND,0.1784,0.4767,-0.2533,ND,ND,ND,
0.9432,0.2000,0.5976,ND,ND,ND,0.3249,0.2949,-0.9833,ND,ND,ND,
0.1156,ND,0.4196,ND,ND,ND,-0.2348,ND,-0.7627,ND,ND,ND,
ND,ND,ND,ND,-0.2220,ND,ND,ND,ND,ND,-0.1479,ND,
0.4139,0.4293,0.1933,ND,0.1137,0.1776,0.1319,0.2659,-0.3444,ND,0.3567,-0.5143,
0.7533,0.4488,0.9739,ND,ND,0.3811,0.7769,0.3744,0.1527,ND,ND,-0.1286,
-0.3298,0.9999,0.1439,ND,ND,ND,-0.1656,0.6697,0.3726,ND,ND,ND,
ND,ND,ND,-0.5167,0.2242,0.1362,ND,ND,ND,0.1914,0.1484,-0.1458,
0.2590,-0.3216,0.4979,ND,ND,ND,0.1516,-0.4660,-0.1125,ND,ND,ND,
ND,ND,-0.2149,ND,ND,ND,ND,ND,0.1114,ND,ND,ND,
ND,ND,-0.2319,ND,ND,ND,ND,ND,0.2513,ND,ND,ND,
0.1148,0.6736,-0.1737,ND,ND,ND,0.7372,0.3556,0.1650,ND,ND,ND,
0.2748,ND,-0.1413,0.7868,0.2555,0.6242,0.5200,ND,-0.1388,0.1436,0.2752,0.1353,
ND,ND,ND,-0.2588,ND,ND,ND,ND,ND,-0.5319,ND,ND,
ND,ND,ND,-0.6659,0.4895,0.9988,ND,ND,ND,-0.4356,0.2177,1.1453,
ND,ND,ND,0.3617,ND,0.1783,ND,ND,ND,0.2350,ND,0.1838,
-0.1717,-0.6356,ND,ND,0.2562,0.9900,0.5886,-0.2654,ND,ND,-0.1148,0.1543,
0.4439,-0.4881,0.4687,0.1170,0.4538,0.4767,0.5838,-0.1365,-0.1986,0.1376,0.1566,-0.1473,
ND,-0.5827,0.5665,ND,0.2328,-0.5864,ND,0.8683,ND,ND,0.1245,0.1384,
0.3232,0.4765,-0.2479,0.5775,0.1752,ND,0.5593,0.4783,-0.7750,0.1338,0.4219,ND,
ND,ND,ND,0.7645,0.2134,0.1893,ND,ND,ND,0.1989,0.3631,0.7280,
0.1494,-0.4330,0.3757,0.2185,0.2463,0.2195,0.2383,-0.1676,0.4541,0.6523,0.9617,0.1849,
ND,0.5966,0.4576,0.2789,0.9914,0.8292,ND,0.5148,-0.9771,0.1168,0.1252,0.5425,
-0.7977,0.5234,0.3834,ND,0.1369,0.1167,-0.4246,0.5830,0.2396,ND,0.6167,0.8939,
-0.7546,ND,-0.2872,0.1645,-0.2132,0.8362,0.4817,ND,-0.1749,0.1429,0.8462,0.1957,
ND,ND,ND,ND,ND,-0.9312,ND,ND,ND,ND,ND,-0.5349,
ND,ND,ND,-0.1648,ND,ND,ND,ND,ND,-0.4787,ND,ND,
-0.1654,0.3846,0.1616,0.2286,0.1418,0.7342,0.2761,0.3587,0.1638,0.1856,0.8757,-0.9126,
ND,ND,ND,0.3445,0.1492,ND,ND,ND,ND,0.2822,0.3327,ND,
-0.1611,0.4633,0.3934,ND,ND,ND,0.1968,0.4944,0.5954,ND,ND,ND,
-1.2329,ND,1.2233,-0.7613,-0.9158,ND,-0.1292,ND,1.1726,-0.5757,0.1753,ND,
ND,ND,-0.1532,0.2593,ND,-0.3856,ND,ND,0.9744,0.3668,ND,0.7795,
ND,ND,ND,ND,ND,0.2956,ND,ND,ND,ND,ND,0.2664,
-0.9971,ND,1.4158,ND,ND,ND,-0.5118,ND,0.9552,ND,ND,ND,
ND,ND,0.1448,ND,ND,ND,ND,ND,0.2328,ND,ND,ND,
0.2356,0.6319,-0.1812,0.4378,0.4681,0.2184,-0.2671,0.6840,0.1829,0.1456,0.3732,0.6769,
0.9879,0.4895,-0.3224,0.1619,ND,0.1279,-0.1413,0.5597,-0.2845,0.1456,ND,0.4156,
-1.9667,ND,ND,ND,ND,ND,-0.1123,ND,ND,ND,ND,ND,
0.2222,0.7566,-0.1840,0.9659,0.1162,0.3872,-0.6494,0.7983,-0.5653,0.1323,0.1965,-0.1555,
0.3335,ND,-0.2674,ND,ND,ND,-0.5656,ND,-0.4440,ND,ND,ND,
ND,ND,ND,ND,ND,0.6738,ND,ND,ND,ND,ND,-0.1331,
-0.8577,0.4685,0.8866,ND,ND,ND,-0.6990,0.5353,0.5876,ND,ND,ND,
-1.9481,-0.1378,1.9547,ND,ND,ND,-0.5472,-0.6869,1.4794,ND,ND,ND,
ND,ND,ND,ND,ND,0.6495,ND,ND,ND,ND,ND,-0.2925,
0.1259,0.3796,0.7158,0.1212,-0.4247,0.6630,0.5614,0.4490,0.3845,0.1449,-0.5776,0.1184,
ND,ND,0.8215,0.2233,-0.1571,0.1944,ND,ND,0.2165,0.1616,-0.1163,0.1868,
ND,ND,1.4578,ND,ND,ND,ND,ND,1.4853,ND,ND,ND,
-0.2688,ND,ND,ND,ND,ND,-0.4813,ND,ND,ND,ND,ND,
-0.1127,-0.3430,0.1935,0.2316,0.1828,0.7614,0.1438,0.3763,0.1537,0.1680,0.4285,-0.6365,
-0.1762,0.8171,0.2459,-0.3964,0.2527,ND,0.1712,0.2184,-0.5932,-0.5197,0.3182,ND,
ND,ND,ND,0.9586,0.5529,ND,ND,ND,ND,0.2240,-0.1344,ND,
-0.1676,0.5214,0.2344,0.1738,ND,ND,-0.6886,0.5570,0.1812,0.1277,ND,ND,
ND,ND,ND,-0.1859,0.3272,0.1786,ND,ND,ND,0.8987,0.1193,-0.1483,
ND,ND,ND,0.1455,ND,-0.1954,ND,ND,ND,0.2375,ND,0.1181,
0.2393,0.3765,0.1657,0.2769,-0.4580,ND,0.5218,0.4189,0.3393,0.1976,-0.2648,ND,
ND,ND,ND,0.3117,ND,ND,ND,ND,ND,0.1317,ND,ND,
ND,ND,ND,ND,0.8716,ND,ND,ND,ND,ND,0.9893,ND,
0.9278,0.5193,0.2929,0.3924,0.7199,ND,0.7718,0.7975,-0.3487,0.1550,0.1317,ND,
ND,ND,ND,0.5454,ND,ND,ND,ND,ND,0.5296,ND,ND,
-1.7558,ND,0.6315,ND,ND,ND,0.2728,ND,1.9544,ND,ND,ND,
ND,ND,ND,ND,0.2981,ND,ND,ND,ND,ND,1.2549,ND,
0.1277,0.4783,0.3914,0.6799,0.9473,0.7659,0.7491,0.5689,0.1153,0.1534,0.7942,0.2742,
ND,0.7182,ND,0.6198,-0.5626,ND,ND,0.8217,ND,0.1868,-0.1927,ND,
0.2932,0.7358,-0.6364,ND,0.4988,0.1322,0.7226,0.9374,0.1261,ND,0.7863,0.3264,
0.1352,0.6386,0.1450,ND,0.8489,0.5853,0.6372,0.7590,0.3627,ND,0.1492,-0.6179,
ND,ND,ND,0.1294,0.1196,-0.1990,ND,ND,ND,0.3427,0.4920,-0.5449,
0.4657,ND,0.1613,0.8653,0.4214,-0.3599,0.6438,ND,0.8845,0.1463,0.4378,0.4467,
-0.1553,ND,0.3767,0.3296,0.5294,ND,0.5736,ND,0.9119,0.1249,0.1666,ND,
ND,ND,ND,ND,ND,0.1288,ND,ND,ND,ND,ND,0.5500,
ND,ND,ND,ND,ND,-0.8498,ND,ND,ND,ND,ND,0.2411,
ND,ND,ND,ND,ND,0.6738,ND,ND,ND,ND,ND,-0.1632,
ND,ND,ND,ND,0.3194,ND,ND,ND,ND,ND,0.5372,ND,
0.2627,0.4444,0.1136,0.1943,ND,-0.2246,0.8879,0.3992,0.2378,0.1632,ND,0.1524,
-1.5889,ND,ND,ND,ND,ND,-0.8625,ND,ND,ND,ND,ND,
ND,ND,0.5958,ND,ND,ND,ND,ND,1.3184,ND,ND,ND,
ND,ND,ND,ND,ND,0.8759,ND,ND,ND,ND,ND,-0.1316,
ND,ND,ND,ND,ND,0.9832,ND,ND,ND,ND,ND,0.2423,
ND,ND,ND,0.7324,ND,0.4715,ND,ND,ND,0.1946,ND,0.5943,
0.1478,0.6893,0.8166,-0.3227,0.1261,0.1576,0.3957,0.2159,0.1657,0.2298,0.2624,0.3424,
ND,ND,ND,ND,0.4149,-0.2132,ND,ND,ND,ND,0.8973,-0.9816,
ND,ND,ND,ND,-0.6364,-0.3177,ND,ND,ND,ND,0.2591,-0.1416,
0.4565,0.5513,-0.3798,-0.6137,0.6579,0.1938,0.7282,0.4958,0.2630,0.1357,-0.1254,0.3622,
ND,ND,ND,0.1519,0.3842,0.3652,ND,ND,ND,-0.4920,0.2763,0.4619,
ND,0.8247,ND,ND,ND,ND,ND,0.8686,ND,ND,ND,ND,
-0.3352,-0.3376,0.6379,0.7318,-0.5653,0.1900,0.3355,-0.1975,0.2485,0.1861,0.4494,0.1453,
ND,-0.3317,0.3284,ND,0.2988,ND,ND,-0.4389,-0.3979,ND,0.1443,ND,
-0.1839,ND,ND,0.8599,0.2147,0.2498,-0.1685,ND,ND,0.5863,0.3612,0.1556,
-0.3425,ND,-0.2828,-0.1153,0.1661,0.6825,0.2120,ND,-0.2363,0.1523,0.5856,0.3494,
ND,ND,ND,0.4456,-0.5578,0.2163,ND,ND,ND,0.4360,0.2167,-0.6290,
ND,ND,ND,0.2663,-0.1337,0.2388,ND,ND,ND,0.1743,-0.2385,0.1822,
ND,ND,ND,0.1791,-0.1557,0.1372,ND,ND,ND,0.2524,0.5482,-0.1112,
ND,ND,ND,0.2195,0.2319,-0.1624,ND,ND,ND,-0.1314,0.3989,0.1143,
0.1145,ND,ND,ND,0.1260,0.1864,0.1479,ND,ND,ND,-0.1112,0.1497,
ND,ND,ND,0.4387,ND,ND,ND,ND,ND,-0.9456,ND,ND,
0.2832,0.8414,ND,ND,ND,ND,-0.4765,0.2387,ND,ND,ND,ND,
-0.3514,0.6870,0.6228,ND,ND,ND,0.7456,0.5654,-0.1266,ND,ND,ND,
ND,-0.2523,1.4454,ND,ND,ND,ND,0.6941,-0.2712,ND,ND,ND,
ND,0.6664,ND,ND,ND,ND,ND,1.2216,ND,ND,ND,ND,
ND,ND,ND,0.2317,0.2888,-0.4558,ND,ND,ND,0.8599,0.2713,0.1856,
ND,ND,0.9296,ND,ND,ND,ND,ND,-0.3434,ND,ND,ND,
ND,0.4725,ND,ND,ND,ND,ND,0.2918,ND,ND,ND,ND,
ND,ND,0.1719,ND,ND,ND,ND,ND,0.4336,ND,ND,ND,
0.2684,0.7375,-0.6454,ND,ND,ND,-0.2218,0.8528,-0.5499,ND,ND,ND,
0.6659,0.3689,-0.4729,ND,ND,ND,-0.1793,0.5919,0.1633,ND,ND,ND,
ND,0.4486,0.2240,ND,ND,ND,ND,0.5953,0.3277,0.1283,-0.1754,0.1899,
ND,0.5716,0.8392,ND,ND,ND,ND,0.8938,-0.4487,ND,ND,ND,
-0.2398,0.5544,0.2158,ND,ND,ND,0.9928,0.2944,0.2342,0.1993,-0.2155,-0.1922,
-0.2866,0.5468,0.1764,ND,ND,ND,0.8185,0.2644,0.2395,ND,ND,ND,
0.7527,0.3735,0.1811,ND,ND,ND,-0.1689,0.5514,0.8655,ND,ND,ND,
-0.7857,0.1184,0.1545,ND,ND,-0.1183,0.1263,0.3481,-0.2669,ND,ND,-0.1597,
0.2929,-0.1429,0.5197,ND,ND,ND,0.1696,0.3428,0.1749,ND,ND,ND,
-0.7873,ND,0.3798,ND,ND,ND,-0.7665,ND,0.7364,ND,ND,ND,
ND,ND,0.1434,ND,ND,ND,ND,ND,-0.5162,ND,ND,ND,
0.4729,0.9511,0.1674,ND,-0.8238,0.7283,0.2189,0.1424,0.1246,ND,-0.8748,0.1374,
-0.3865,ND,ND,ND,ND,ND,0.4299,ND,ND,ND,ND,ND,
ND,ND,0.5519,ND,ND,ND,ND,ND,-0.2113,ND,ND,ND,
-1.1600,ND,ND,ND,ND,ND,-0.1667,ND,ND,ND,ND,ND,
0.3643,ND,ND,0.1815,0.5815,ND,0.1936,ND,ND,0.1919,0.9289,ND,
0.3239,0.2840,ND,0.2411,0.2488,-0.3368,0.3822,0.1356,ND,0.2449,0.1416,-0.1147,
0.3251,0.6620,0.1283,0.4563,0.1749,ND,0.1317,0.4532,0.1111,0.2512,-0.4875,ND,
ND,ND,0.6122,ND,ND,ND,ND,ND,0.9840,ND,ND,ND,
-1.6383,ND,0.6662,ND,ND,ND,0.1980,ND,0.5798,ND,ND,ND,
0.5920,0.2395,ND,ND,0.2475,0.5937,0.1468,0.2569,ND,ND,0.4366,-0.1598,
-0.8726,ND,0.1488,ND,ND,ND,0.3447,ND,-0.2692,ND,ND,ND,
ND,ND,ND,0.2763,ND,-0.5382,ND,ND,ND,0.2764,ND,-0.3384,
ND,0.5721,-0.3379,ND,ND,ND,ND,0.8474,-0.1592,ND,ND,ND,
ND,ND,ND,0.1814,ND,ND,ND,ND,ND,0.2839,ND,ND,
0.4346,0.1744,0.5663,ND,ND,ND,0.1545,0.4628,-0.2749,ND,ND,ND,
0.2849,0.7482,-0.4491,ND,ND,ND,0.1272,0.6132,0.1711,ND,ND,ND,
0.5287,0.3998,ND,-0.1118,0.5675,0.1539,0.6914,0.3493,ND,0.4354,0.2179,0.1745,
0.4433,0.4741,-0.1424,ND,ND,ND,0.1157,0.4488,0.2863,ND,ND,ND,
ND,ND,-0.2884,ND,ND,ND,ND,ND,-0.1928,ND,ND,ND,
0.5460,0.4654,-0.2963,-0.6476,ND,ND,0.1741,0.2643,0.2668,0.1341,ND,ND,
ND,ND,-0.6728,ND,ND,ND,ND,ND,0.2946,ND,ND,ND,
ND,ND,ND,ND,ND,0.2657,ND,ND,ND,ND,ND,0.4837,
ND,ND,ND,-0.1827,0.1165,0.1437,ND,ND,ND,-0.1364,0.3195,-0.2921,
ND,ND,ND,-0.3446,ND,-0.3315,ND,ND,ND,0.4597,ND,-0.6356,
ND,ND,ND,0.1333,ND,0.2145,ND,ND,ND,0.2892,ND,0.1889,
ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,
-0.6853,0.1598,0.6268,-0.3692,0.5124,0.2157,-0.8753,1.2729,0.1457,0.8622,0.1643,0.1531,
ND,ND,ND,ND,-0.2618,-0.9483,ND,ND,ND,ND,-0.1322,-0.2836,
ND,ND,ND,0.7739,-0.7921,0.7441,ND,ND,ND,0.1946,0.1171,-0.1700,
ND,0.2242,-0.7194,0.7426,-0.8634,0.1368,ND,0.2462,-0.2979,0.1662,0.7335,-0.6986,
ND,ND,ND,-0.3117,ND,-0.5148,ND,ND,ND,0.2896,ND,-0.3928,
ND,ND,ND,1.2929,-0.1985,0.2861,ND,ND,ND,0.2179,0.5965,0.7974,
ND,ND,ND,0.6597,ND,0.2238,ND,ND,ND,0.4247,ND,-0.7356,
0.1468,ND,ND,ND,ND,ND,-0.2189,ND,ND,ND,ND,ND,
-0.3273,0.5837,0.1632,ND,ND,ND,-0.4717,0.6512,0.7638,ND,ND,ND,
ND,ND,-0.1119,ND,ND,ND,ND,ND,-0.1952,ND,ND,ND,
0.3779,0.5326,0.1946,ND,ND,ND,0.1228,0.4167,0.1731,ND,ND,ND,
-0.7262,-0.2426,0.6867,ND,ND,ND,0.1652,-0.3685,1.5699,ND,ND,ND,
0.1966,ND,-0.1225,ND,ND,ND,0.3562,ND,-0.6114,ND,ND,ND,
-0.6892,0.5398,ND,ND,ND,ND,0.3535,0.4118,ND,ND,ND,ND,
ND,ND,0.1159,ND,ND,ND,ND,ND,-0.2470,ND,ND,ND,
ND,ND,ND,-0.1219,0.2154,0.4978,ND,ND,ND,0.5365,-0.1463,0.6178,
ND,ND,0.1167,ND,ND,ND,ND,ND,0.5122,ND,ND,ND,
0.3149,0.7846,-0.3377,0.5577,-0.7277,ND,-0.3220,1.3178,-0.3836,ND,ND,ND,
-0.5628,-1.2324,1.3567,-0.1668,-0.9199,ND,1.5675,-1.2932,-0.1442,ND,ND,ND,
-0.5165,0.6179,-0.7737,ND,ND,ND,-0.6937,0.7778,-0.1329,ND,ND,ND,
0.2885,0.6611,ND,ND,ND,ND,0.6947,0.7712,ND,ND,ND,ND,
0.1144,0.1217,0.2548,ND,ND,ND,0.1548,0.3438,-0.1390,ND,ND,ND,
-2.2820,0.1556,ND,ND,ND,ND,0.2956,-0.2892,ND,ND,ND,ND,
0.1117,ND,0.2127,ND,ND,ND,0.3634,ND,-0.1118,ND,ND,ND,
-0.4783,ND,0.7237,ND,ND,ND,0.2264,ND,1.9296,ND,ND,ND,
0.1551,0.6852,0.2479,0.7168,-0.5435,ND,-0.1487,0.7912,0.3252,-0.7636,-0.8153,ND,
0.6199,ND,-0.6916,ND,ND,ND,0.2121,ND,-0.7770,ND,ND,ND,
0.1145,ND,ND,ND,ND,ND,-0.2569,ND,ND,ND,ND,ND,
0.3692,0.7287,ND,ND,ND,ND,0.2123,0.4478,ND,ND,ND,ND,
0.1238,0.6412,0.6292,ND,ND,ND,-0.5929,0.6656,0.1595,ND,ND,ND,
ND,ND,0.4134,ND,ND,ND,ND,ND,1.6313,ND,ND,ND,
-0.8166,1.7514,ND,ND,ND,ND,-1.4429,1.3935,ND,ND,ND,ND,
ND,0.6649,-0.1994,ND,ND,ND,ND,0.6586,-0.1572,ND,ND,ND,
ND,0.6629,ND,ND,ND,ND,ND,0.4753,ND,ND,ND,ND,
0.1596,0.4766,0.8128,ND,ND,ND,-0.5922,0.4294,0.3215,ND,ND,ND,
-1.9161,ND,0.7486,ND,ND,ND,0.6556,ND,0.6144,ND,ND,ND,
ND,0.7139,-0.9334,ND,ND,ND,ND,0.4528,0.1774,ND,ND,ND,
ND,ND,0.3414,ND,ND,ND,ND,ND,1.6843,ND,ND,ND,
0.2661,0.5341,0.1228,ND,ND,ND,0.2246,0.3112,0.4348,ND,ND,ND,
2.5741,ND,-0.3626,ND,ND,ND,0.1418,ND,1.5554,ND,ND,ND,
0.1329,ND,ND,ND,ND,ND,-0.1688,ND,ND,ND,ND,ND,
0.4733,0.7294,-0.5832,ND,ND,ND,-0.6649,0.6761,-0.8277,ND,ND,ND,
0.1899,ND,ND,ND,ND,ND,-0.2321,ND,ND,ND,ND,ND,
-0.7661,0.8723,ND,ND,ND,ND,0.2196,0.2363,ND,ND,ND,ND,
0.1763,ND,ND,ND,ND,ND,0.2345,ND,ND,ND,ND,ND,
0.5767,0.2578,ND,ND,ND,ND,0.1282,0.2998,ND,ND,ND,ND,
0.3150,0.2118,0.2543,ND,ND,ND,0.8173,0.6688,-0.4935,ND,ND,ND,
0.1734,0.6988,-0.1743,ND,ND,ND,0.3583,0.3519,0.3513,ND,ND,ND,
0.1595,-0.3892,0.5385,ND,ND,ND,0.6457,-0.2718,0.7942,ND,ND,ND,
0.2923,0.5734,-0.1375,ND,ND,ND,0.3385,0.1290,0.3977,ND,ND,ND,
0.3893,0.2384,0.2965,ND,ND,ND,0.7662,0.2160,0.3234,ND,ND,ND,
0.1565,0.1251,0.3544,ND,ND,ND,0.1684,0.2793,-0.1139,ND,ND,ND,
ND,0.6775,ND,0.8492,-0.6228,0.1114,ND,0.7127,ND,0.4826,-0.3186,-0.4989,
0.4547,0.7345,-0.5255,ND,ND,ND,-0.4882,0.9119,-0.1648,ND,ND,ND,
0.1389,0.3482,0.2228,ND,ND,ND,0.1835,0.3517,0.1322,ND,ND,ND,
ND,ND,ND,0.2684,ND,ND,ND,ND,ND,0.1834,ND,ND,
-0.7678,ND,0.5817,ND,ND,ND,-0.2287,ND,0.8661,ND,ND,ND,
0.3232,0.8581,ND,ND,ND,ND,-0.8367,0.9591,ND,ND,ND,ND,
0.5953,0.5893,ND,ND,ND,ND,-0.1632,0.8541,ND,ND,ND,ND,
0.1756,ND,-0.1123,ND,ND,ND,-0.2129,ND,0.1423,ND,ND,ND,
ND,ND,ND,-0.7912,ND,ND,ND,ND,ND,-0.6484,ND,ND,
-0.8192,0.3469,0.2800,ND,ND,ND,0.3265,0.1169,0.2846,ND,ND,ND,
ND,ND,ND,0.9713,ND,ND,ND,ND,ND,0.5245,ND,ND,
ND,0.8823,-0.3996,ND,ND,ND,ND,0.7135,0.3996,ND,ND,ND,
0.6538,0.7272,-0.2483,ND,ND,ND,0.2835,0.5617,0.2826,ND,ND,ND,
-1.3765,-0.3735,0.8764,-1.6932,-0.5266,ND,0.1784,-0.9655,1.9485,0.4195,-0.6861,ND,
0.3212,ND,ND,ND,ND,ND,0.1444,ND,ND,ND,ND,ND,
0.1880,ND,-0.6884,0.8389,0.5613,-0.3264,0.8542,ND,-0.6454,-0.2577,0.4929,-0.1566,
0.1185,ND,-0.1426,ND,ND,ND,0.1478,ND,-0.1523,ND,ND,ND,
-0.1621,ND,ND,ND,ND,ND,-0.1260,ND,ND,ND,ND,ND,
ND,ND,ND,0.2658,-0.1363,-0.6230,ND,ND,ND,0.1529,0.3297,-0.1145,
ND,ND,ND,-0.2535,-0.5367,0.3342,ND,ND,ND,0.9818,-0.5154,0.2168,
ND,ND,ND,0.2720,0.3614,0.7418,ND,ND,ND,0.3777,0.2749,0.1339,
ND,ND,ND,ND,-0.5769,ND,ND,ND,ND,ND,0.6535,ND,
ND,ND,ND,0.1364,0.4916,0.2672,ND,ND,ND,0.1499,-0.6519,0.3827,
ND,ND,ND,-0.3966,-0.1625,ND,ND,ND,ND,0.1223,-0.1141,ND,
0.1637,ND,ND,0.2986,-0.1131,0.3947,0.1383,ND,ND,0.1517,-0.4884,0.3836,
0.4728,ND,-0.3976,ND,0.1866,ND,0.6389,ND,-0.1774,ND,0.1892,ND,
ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,
ND,ND,ND,ND,0.3578,0.1625,ND,ND,ND,-0.1271,0.3649,-0.6441,
ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,0.1973,ND,
ND,0.5618,-0.1194,0.1165,ND,0.2869,ND,0.5152,-0.2996,-0.1179,ND,0.4276,
ND,ND,ND,0.1443,-0.1444,0.9423,ND,ND,ND,0.1567,0.7225,-0.1259,
ND,-0.1994,0.1465,0.2912,ND,ND,ND,-0.2667,0.4581,0.1847,ND,ND,
0.5190,ND,-0.2528,ND,ND,ND,0.3765,ND,0.2167,ND,ND,ND,
ND,ND,ND,0.1413,0.2570,0.7456,ND,ND,ND,0.9573,0.1929,0.1625,
0.3489,ND,ND,0.4237,0.8779,-0.3256,-0.1544,ND,ND,-0.2732,0.7552,0.1244,
ND,ND,0.4158,0.5744,ND,ND,ND,ND,0.7287,1.9477,ND,ND,
ND,ND,ND,0.1232,0.2582,ND,ND,ND,ND,0.6331,-0.3528,ND,
ND,0.1116,ND,ND,0.1378,-0.7146,ND,-0.6749,ND,ND,0.2160,0.1892,
ND,ND,ND,0.6372,-0.3880,-0.7559,ND,ND,ND,0.1842,0.3757,-0.1427,
0.3862,-0.2594,0.9953,ND,0.7756,-0.7131,0.5389,-0.1734,0.6913,ND,0.1493,0.5944,
ND,ND,ND,0.1328,ND,ND,ND,ND,ND,0.1472,ND,ND,
0.3312,ND,-0.4550,ND,ND,ND,0.1311,ND,-0.6345,ND,ND,ND,
ND,ND,ND,0.4576,0.3153,0.3869,ND,ND,ND,0.1138,0.1726,0.9760,
ND,-0.2837,ND,-0.3163,1.3839,0.1426,ND,-0.3687,ND,0.4162,0.4288,-0.2147,
ND,ND,ND,ND,ND,-0.6569,ND,ND,ND,ND,ND,-0.1996,
ND,ND,0.1679,ND,-0.1529,-0.7960,ND,ND,0.2554,ND,-0.2784,-0.5995,
ND,ND,ND,ND,0.6143,ND,ND,ND,ND,ND,0.2616,ND,
ND,0.4314,ND,-0.1339,ND,0.3857,ND,0.1259,ND,-0.3888,ND,0.4636,
ND,ND,ND,ND,0.2554,ND,ND,ND,ND,ND,0.1813,ND,
-0.7912,-0.2840,ND,ND,ND,ND,0.1559,-0.4934,ND,ND,ND,ND,
ND,0.1685,ND,ND,ND,ND,ND,0.4360,ND,ND,ND,ND,
0.4259,0.3865,-0.8297,0.3163,-0.4826,-0.8189,0.1796,0.3232,0.3833,0.1886,-0.4438,0.1870,
ND,ND,ND,ND,0.2715,-0.6330,ND,ND,ND,ND,0.2923,-0.1429,
0.1712,1.2759,-0.6487,0.3327,-0.4929,0.2438,-0.5555,1.1587,0.7827,0.7114,-0.5718,0.1267,
ND,-1.4742,1.2395,ND,ND,ND,ND,-1.4341,-0.1225,ND,ND,ND,
0.2644,1.1194,ND,0.6959,-0.4231,ND,-0.6980,0.9982,ND,0.4915,-0.3894,ND,
0.1492,0.2865,ND,ND,ND,ND,-0.1935,0.4651,ND,ND,ND,ND,
ND,ND,0.1956,ND,ND,ND,ND,ND,0.6267,ND,ND,ND,
1.3997,0.9920,0.2281,ND,ND,ND,1.6951,-0.5389,-0.4354,ND,ND,ND,
ND,ND,ND,ND,-0.3984,ND,ND,ND,ND,ND,0.5174,ND,
ND,ND,ND,ND,ND,0.2839,ND,ND,ND,ND,ND,0.5332,
-0.2280,-0.3162,0.7387,0.8636,0.6421,ND,0.3898,-0.4859,0.2268,0.2284,0.7686,ND,
ND,ND,ND,ND,0.4526,0.3384,ND,ND,ND,ND,-0.1222,0.4199,
0.3375,0.4525,-0.1218,0.1579,-0.8659,0.1653,0.1745,0.4322,0.1918,0.2158,0.6783,0.9138,
0.1672,0.1844,-0.2726,0.5277,0.8235,ND,0.2780,0.6547,-0.1834,0.6326,0.1881,ND,
ND,0.7549,-0.2699,0.1972,-0.2897,0.1463,ND,0.2198,0.1478,0.3839,-0.1618,0.2314,
ND,ND,ND,ND,ND,-0.5567,ND,ND,ND,ND,ND,-0.3277,
ND,ND,ND,ND,0.2273,ND,ND,ND,ND,-0.3720,0.1459,ND,
-1.2889,-0.2482,ND,ND,ND,ND,-0.1544,0.6584,ND,ND,ND,ND,
ND,ND,ND,ND,0.8462,ND,ND,ND,ND,ND,0.1112,ND,
ND,ND,ND,-0.3619,0.8770,0.1199,ND,ND,ND,0.7348,0.2216,-0.6818,
-0.2241,0.1759,-0.1342,ND,ND,ND,0.6311,0.2917,-0.1677,ND,ND,ND,
0.1615,0.5443,ND,-0.3485,0.9345,0.1889,0.3349,0.9319,ND,0.1469,0.1134,0.3323,
ND,0.7849,0.3670,-0.3276,-0.3396,0.1389,ND,0.6519,-0.1363,ND,ND,ND,
0.3253,0.8886,ND,ND,0.2472,ND,0.1289,0.3663,ND,ND,0.4160,ND,
-1.3832,-0.6619,1.5432,ND,ND,ND,-0.2231,-1.1981,0.8515,ND,ND,ND,
-1.2733,ND,1.9444,ND,ND,ND,-0.1155,ND,1.5978,ND,ND,ND,
0.4934,0.1849,-0.1758,0.2192,-0.4936,0.1114,0.8493,0.2279,0.3382,0.2475,0.3380,0.9844,
ND,ND,ND,0.2650,ND,-0.4999,ND,ND,ND,0.8128,ND,0.2442,
-0.2996,-0.9369,0.7451,0.7515,0.6845,-0.4438,0.8226,0.8592,0.1247,-0.4391,0.6412,0.1227,
ND,ND,ND,ND,0.2247,ND,ND,ND,ND,ND,0.1479,ND,
-0.4654,0.3525,ND,-0.2949,0.6934,-0.1297,0.5556,0.2433,ND,0.4528,0.1362,-0.5719,
ND,0.1714,0.3497,ND,ND,ND,ND,0.2395,0.1515,ND,ND,ND,
0.2600,0.4395,0.3349,-0.7653,0.7346,0.2329,0.3993,0.1236,0.1477,-0.6375,0.1153,-0.6926,
0.2536,0.1392,0.2384,0.1820,0.1252,-0.1199,0.3927,0.1541,0.1237,-0.6689,0.2522,-0.2227,
0.3439,0.8733,-0.3144,0.8233,0.1958,0.6422,0.1336,0.5393,-0.2272,0.4497,0.1857,0.2541,
