Abundances (Grouped): 126,Abundances (Grouped): 127,Abundances (Grouped): 128,Abundances (Grouped): 129,Abundances (Grouped): 130,Abundances (Grouped): 131
223900,225900,243200,209700,199800,219800
795400,826100,780900,719000,714200,748700
82240,72250,77170,71900,71840,66870
536000,599400,684200,560700,538700,555400
44760,32480,46690,38850,35440,38510
15790000,16020000,15510000,14590000,13970000,14530000
499700,496600,473000,471700,443500,423600
2592000,2494000,2467000,2267000,2351000,2265000
991700,1341000,1061000,1039000,963600,1091000
73780,69340,71020,60500,67450,67370
497700,512800,447900,487800,413000,430100
1808000,1806000,1774000,1363000,1784000,1773000
709100,663400,571100,529700,573800,674700
359300,460700,344400,347700,355500,362600
86720,133800,104100,105400,94470,97610
1130000,1266000,1127000,1048000,1068000,1113000
3407000,3508000,3417000,3143000,3150000,3177000
17570000,17770000,16700000,16280000,16040000,15400000
61980,56350,62450,49490,56350,59950
641600,660000,671600,587500,602800,619700
236400,194200,196500,170100,196700,208600
203500,188100,199200,189400,174900,177800
440300,454800,453600,394100,435200,408400
3440000,3678000,3582000,3130000,3487000,3206000
280800,333300,361600,286800,284000,325100
46990000,46940000,44610000,43940000,42300000,40970000
342800,437000,399300,412000,284600,386100
209800,211600,222400,207600,198100,185900
180800,197100,196100,178600,183800,165200
345800,324800,328000,271100,305900,340900
219900,244400,254900,212600,218900,229600
5978000,5849000,5703000,5505000,5289000,5325000
206300,202600,193000,173200,202200,178200
3546000,3602000,3736000,3453000,3345000,3215000
323500,340000,313500,262800,324800,311400
948600,1205000,957600,944700,971700,947000
320700,340300,314100,303600,301900,292400
565100,507500,541300,523900,501500,460800
85830,111400,102000,93940,73980,107700
1252000,1249000,1251000,1171000,1149000,1138000
253300,285200,274500,260700,238000,250800
178900,138800,170900,154800,168900,126900
10340000,10130000,10030000,9764000,9488000,8886000
787400,887800,684900,727900,689300,761600
3720000,3850000,3521000,3447000,3364000,3429000
70740,53570,38460,51710,56290,42300
488100,474700,476800,434600,436500,458600
6240000,6037000,6277000,5527000,5762000,5854000
297600,249500,230300,228700,247000,242600
182500,250300,163300,166200,188300,196400
177000,139000,149500,132900,156500,140900
392600,380600,375100,364300,361800,336300
2684000,2673000,2826000,2495000,2564000,2515000
2986000,2966000,2984000,2755000,2838000,2678000
481000,632500,461700,488000,472500,498000
1011000,1177000,988700,987600,964300,989700
191400,202900,193600,182700,176600,185200
564400,548400,569600,556000,519200,483200
191100,172100,204600,175900,159700,190400
524900,460500,480100,438300,478400,441300
4403000,4226000,4255000,3912000,4292000,3736000
482700,437000,573900,442400,470000,472100
280500,282500,226600,215100,287200,229800
1508000,1419000,1447000,1336000,1414000,1309000
485400,444900,456900,434300,421400,432300
4580000,4693000,4513000,4356000,4214000,4231000
1032000,1072000,1055000,994900,1008000,930600
553500,711000,566400,542500,558600,599800
507400,637900,514700,508400,516900,518000
549100,588700,581900,505500,545400,548400
703500,719500,674800,620300,668500,662800
550800,560000,532500,531000,511000,487200
4862000,4806000,4820000,4616000,4363000,4506000
244600,248200,259700,241400,223800,235600
77800,80810,68920,65210,70440,76270
343400,369700,373900,322300,353400,337200
3446000,3687000,3373000,3252000,3271000,3267000
270000,272400,297900,259200,267600,256300
393800,391300,394400,363500,360300,375500
673000,672800,614900,609400,613700,604400
842600,1078000,865500,818400,843500,935400
839900,782100,780800,815300,696300,728800
641700,781900,633700,606000,638200,674200
258500,225300,252500,223900,224200,238600
2358000,2553000,2420000,2199000,2333000,2306000
278400,245700,259300,224200,255900,250700
4888000,4963000,4577000,4529000,4567000,4366000
265500,276000,277100,259400,243900,260600
116000,121200,103600,114600,96660,106800
480200,438000,426800,386300,405900,463100
2017000,2055000,2025000,1838000,1933000,1920000
551500,682100,539600,542100,562100,551500
1749000,1652000,1751000,1595000,1660000,1557000
262100,276800,247700,242200,238700,253900
245600,264800,257600,207700,236900,272900
23560000,25090000,24660000,22710000,22620000,23160000
193000,204100,182500,172500,185300,183700
2098000,2297000,2175000,2040000,2056000,2043000
5353000,5203000,5513000,4812000,5098000,5105000
9201000,9364000,8703000,8503000,8492000,8487000
13580000,12600000,12980000,12610000,12120000,11870000
676000,657700,754800,647000,642200,663000
178900,194700,175300,166400,168400,178300
344900,323800,346200,314300,323100,311500
232400,236100,262200,203900,239400,239900
992900,1241000,949400,954200,994500,1028000
5778000,6034000,5545000,5263000,5711000,5258000
291200,281200,309000,278700,277300,268400
1598000,1617000,1598000,1564000,1457000,1481000
447000,444300,435100,387100,436600,417000
3017000,2978000,2909000,2885000,2825000,2619000
209500,191900,206300,178500,193100,196900
90420,100100,91770,98830,89660,75630
127000,126100,126300,111400,119800,123800
297900,300100,279100,269300,271300,280100
126200,125800,127900,115400,121300,118800
1792000,1715000,1759000,1670000,1650000,1608000
4108000,5015000,4786000,4528000,4285000,4205000
12400000,13110000,12230000,11740000,11870000,11720000
698500,970000,639800,670000,739100,751900
649400,697700,632900,587600,607700,658700
112700,94300,102000,90730,94870,103800
1512000,1483000,1403000,1295000,1453000,1372000
4289000,4490000,4648000,4074000,4318000,4187000
5413000,5363000,5383000,5135000,5091000,4915000
67350,59410,56710,59670,59320,52930
2888000,3074000,2885000,2734000,2689000,2868000
225500,211400,201400,177500,211400,209300
5185000,4948000,5031000,4874000,4792000,4548000
2165000,2051000,2000000,1968000,1969000,1891000
241900,217500,253400,229900,216800,221700
321300,372900,319800,307700,309400,334000
333200,351600,346500,314200,330000,323200
203600,219500,235800,219100,220300,178700
954100,1139000,967000,941600,936900,992400
565400,582200,522400,525400,542300,499100
504800,428300,448100,453200,426500,416300
71270000,69380000,71010000,67100000,65650000,65860000
376500,367200,353800,348600,329000,352300
959700,906600,944100,889800,889800,858100
2328000,2161000,2184000,2144000,2042000,2078000
214600,215400,199800,194000,199500,197700
10470000,10840000,10170000,10270000,9725000,9560000
380900,373100,368100,363400,357100,333100
145800,189800,167700,164400,140700,167600
248300,266800,246600,231100,234900,249600
1826000,2369000,1841000,1833000,1867000,1971000
161600,157200,144100,132600,143600,159000
17520000,16820000,16980000,16680000,15970000,15600000
1344000,1855000,1400000,1411000,1417000,1496000
10490000,10230000,9283000,9592000,9219000,9405000
201600,195600,210600,187000,205500,179100
191800000,199100000,192000000,187200000,181100000,180000000
233200,317100,242300,246800,246400,252400
4580000,4513000,4706000,4276000,4447000,4259000
581900,713100,615700,578400,611800,607800
750800,874700,760700,751200,733900,760400
1315000,1325000,1252000,1206000,1244000,1213000
94990,90250,118700,86290,101200,98600
4052000,4063000,3978000,3953000,3701000,3729000
3952000,4010000,3829000,3678000,3659000,3762000
5984000,6112000,5730000,5734000,5465000,5582000
156500,152300,144000,144900,146100,135300
31450,29930,26360,26050,27040,29520
1703000,1681000,1577000,1585000,1571000,1515000
10980000,9964000,9315000,9956000,9343000,9192000
299000,257900,250000,237100,254600,268200
1472000,1422000,1419000,1343000,1356000,1363000
2095000,1935000,1937000,1835000,1880000,1905000
5076000,5363000,5354000,4891000,5032000,4952000
18860000,17570000,17820000,17440000,16480000,17180000
599000,703400,601200,597600,594300,601200
2893000,2901000,2805000,2703000,2653000,2744000
243900,243500,257300,212100,245200,244300
994300,1066000,1040000,949900,1002000,969000
148400,144300,167500,147900,144400,141300
1710000,1963000,1703000,1705000,1701000,1660000
742100,673800,645900,633900,655700,653500
1261000,1277000,1313000,1251000,1195000,1184000
1491000,1548000,1546000,1411000,1503000,1408000
204200,231800,190600,189600,201600,199500
1418000,1736000,1421000,1387000,1464000,1462000
639200,610500,602900,564800,587000,595300
568500,534100,528800,508200,520100,510300
249500,228200,254500,234300,229600,226700
6307000,6273000,5965000,5778000,5957000,5757000
4814000,4899000,4823000,4614000,4560000,4537000
111600,128800,136500,95630,127700,132200
2816000,2815000,2802000,2677000,2682000,2596000
7379000,7118000,6979000,6747000,6505000,7013000
2570000,2569000,2506000,2426000,2387000,2402000
113800,126700,106900,97770,111600,118500
3392000,3329000,3456000,3211000,3228000,3166000
136200,144200,123600,122900,132400,126000
1756000,2224000,1792000,1760000,1801000,1887000
3417000,3210000,3282000,3191000,3181000,2982000
3396000,3437000,3331000,3085000,3316000,3194000
1115000,1114000,1114000,1084000,1028000,1044000
3761000,3776000,3763000,3622000,3577000,3469000
1852000,1823000,1763000,1652000,1750000,1732000
3097000,3057000,2984000,2918000,2833000,2878000
680700,760900,684600,622800,680200,704800
243200,258100,274900,235200,250200,247600
37490000,37320000,37140000,34990000,34950000,35780000
124400,118900,113000,108200,116300,112000
203900,157500,204300,182000,174200,178100
393500,475800,371700,399100,396700,376500
169600,183300,187500,167100,171900,171500
283000,280100,274200,264600,268200,258300
2035000,2088000,1994000,1938000,1884000,1958000
5805000,5795000,5662000,5656000,5493000,5164000
1130000,1129000,1091000,1077000,1052000,1037000
1525000,1629000,1599000,1488000,1528000,1476000
95250,99160,112600,71860,106100,112200
669900,671300,624300,612300,624000,621500
165200,170400,165800,153900,171800,148300
2501000,2551000,2642000,2414000,2505000,2355000
208400,221800,199900,183300,210600,201900
2004000,1958000,1956000,1930000,1836000,1830000
1917000,2080000,1879000,1784000,1819000,1954000
2592000,2523000,2589000,2368000,2429000,2489000
3866000,4038000,3726000,3657000,3652000,3690000
860200,873700,956900,858500,846900,839500
880500,875500,882800,817600,827900,850300
4647000,4631000,4853000,4648000,4257000,4461000
965700,1179000,995500,965100,987200,1018000
927800,937700,905100,868700,885600,866500
1143000,1218000,1228000,1130000,1118000,1147000
17130000,16730000,16660000,16240000,15930000,15620000
1899000,1825000,1868000,1754000,1803000,1733000
678900,723800,652800,635600,625700,683300
2621000,3432000,2666000,2675000,2726000,2848000
3348000,3226000,3267000,3043000,3155000,3113000
209300,180200,195500,182100,202400,169000
241100,251600,252900,224000,250700,230800
157800,194500,176700,168300,178200,154100
426900,435400,402300,419600,406800,370400
675000,769000,702400,666500,672300,692700
916000,953700,972400,838900,910900,940200
1172000,1104000,1149000,1105000,1044000,1093000
874200,1027000,867700,842000,886400,892600
2532000,2587000,2449000,2385000,2296000,2483000
3530000,3550000,3523000,3371000,3318000,3348000
133500,141400,132100,124900,135700,124700
866900,862500,859100,806600,829200,814800
250300,236800,232000,224900,227200,228700
302600,398000,323300,303800,324600,341000
443400,479300,423200,439400,415100,419800
3231000,3009000,2909000,2890000,2959000,2815000
921000,1139000,935600,926800,926300,983800
467300,436900,430500,423200,430200,410600
386600,367200,389100,375100,350400,356900
145000,125800,154300,146600,128100,127900
276400,315700,284300,278400,264700,287000
329200,334900,339400,305300,330800,314500
1481000,1467000,1453000,1492000,1399000,1278000
1795000,1886000,1810000,1702000,1726000,1774000
3305000,3182000,3357000,3084000,3120000,3122000
1311000,1383000,1283000,1244000,1248000,1276000
588100,615000,613200,553800,570700,596400
1958000,1998000,2100000,1910000,1855000,1973000
368000,364900,379600,341700,355800,356600
154500,150800,156100,135300,152000,149900
737900,945700,752200,741800,750300,816100
1414000,1422000,1350000,1316000,1346000,1305000
2557000,2641000,2699000,2485000,2479000,2521000
10460000,10440000,10600000,10120000,9712000,10030000
445300,415900,407100,378100,412700,411600
4956000,4933000,4694000,4702000,4711000,4413000
1525000,1404000,1313000,1318000,1422000,1282000
2415000,2445000,2357000,2243000,2287000,2314000
1033000,1144000,1074000,1011000,1044000,1028000
188400,187500,191200,172400,186700,178800
972800,935700,924300,908800,868000,910400
790300,746700,761600,716800,738100,725600
7336000,7213000,6887000,6893000,6592000,6850000
2562000,2660000,2735000,2558000,2473000,2518000
1669000,1664000,1622000,1556000,1591000,1554000
1154000,1399000,1178000,1156000,1145000,1239000
2626000,2498000,2536000,2465000,2417000,2386000
1061000,993200,1046000,990100,995200,956500
562700,558800,575400,555300,531900,523000
1416000,1437000,1414000,1368000,1335000,1346000
335900,335600,290000,314800,295700,301900
461900,432100,485700,429200,453100,427000
299900,325700,300300,272100,310400,296200
35460000,35120000,34070000,33510000,33680000,32130000
6274000,6150000,6254000,5771000,5993000,5966000
163600,199200,168100,161400,166100,176500
475500,463600,466700,415200,461900,457500
1530000,1517000,1377000,1342000,1475000,1383000
104400,113400,112200,98720,108300,106300
785300,772300,751900,712700,726700,753400
23210000,22540000,22170000,21920000,21370000,21210000
11490000,12230000,11100000,10980000,10960000,11130000
768000,826100,831000,767600,765900,769800
1019000,984900,999500,978700,995400,878800
2441000,2483000,2393000,2314000,2327000,2310000
384100000,372100000,374200000,359100000,356700000,358100000
290600,374600,276200,346300,281100,267000
1517000,1552000,1519000,1423000,1470000,1466000
266100,289300,260600,250500,253000,271800
1399000,1418000,1415000,1350000,1373000,1298000
411500,386800,381700,373500,356200,391500
495500,631300,506000,482100,526000,543400
4994000,5114000,5102000,4760000,4885000,4809000
1663000,1628000,1586000,1527000,1601000,1507000
5467000,5396000,5613000,5314000,5151000,5194000
1277000,1278000,1198000,1205000,1199000,1163000
141900,152400,174400,159800,148200,137500
2606000,2744000,2595000,2411000,2558000,2585000
1613000,1662000,1646000,1572000,1611000,1496000
2960000,2986000,3002000,2845000,2803000,2860000
5430000,5607000,5308000,5181000,5105000,5256000
1864000,1865000,1917000,1782000,1744000,1843000
236100,216500,214000,218000,197000,218900
76030,80110,75050,84030,77180,58640
3173000,3147000,3227000,3011000,3092000,2976000
2832000,3388000,2844000,2904000,2830000,2886000
3071000,3247000,3243000,3065000,3034000,2995000
2198000,2133000,2202000,2109000,2085000,2020000
936000,1207000,964600,951300,979600,1025000
849700,904000,876300,816500,835500,849800
589200,587000,593000,585900,558800,538300
320900,358100,306300,319300,308400,309600
5466000,5520000,5421000,5148000,5285000,5175000
3477000,3639000,3516000,3517000,3420000,3178000
22450000,21790000,22220000,21480000,20730000,21020000
399700,364700,350100,359400,346300,354700
602100,738100,617100,627300,598700,636300
8463000,8176000,8061000,7838000,7854000,7810000
3156000,3067000,3040000,3022000,2940000,2852000
8444000,8529000,8274000,8153000,7841000,8032000
741500,733000,741200,682200,730700,695800
949500,882000,894000,827600,881200,885300
3249000,3324000,3058000,3122000,2999000,3046000
113700,108200,99510,109600,99470,96870
738700,823000,777000,726700,765900,733700
12930000,13000000,12580000,12530000,12060000,12070000
168000,179600,166100,161200,150000,177900
11010000,11170000,11570000,10510000,10990000,10640000
63690000,63190000,63910000,61180000,60140000,60370000
1702000,1655000,1689000,1579000,1619000,1608000
3643000,3659000,3709000,3512000,3543000,3433000
3301000,3337000,3076000,3014000,3054000,3185000
115000,103300,110700,98610,106700,108100
4659000,4614000,4637000,4500000,4192000,4560000
1742000,1707000,1731000,1622000,1660000,1653000
2097000,2401000,2102000,2079000,2095000,2114000
2579000,2526000,2522000,2383000,2417000,2467000
522000,517900,516800,492700,496900,493700
2656000,2762000,2754000,2555000,2595000,2637000
47330000,46350000,46450000,44150000,45030000,44360000
599000,586100,565500,549700,552900,565700
297900,307000,301500,289600,280000,294300
264400,251200,252200,221200,264100,246500
1096000,1056000,1069000,1017000,1038000,1015000
109500000,109900000,111400000,108000000,104900000,102400000
1094000,1218000,1061000,1053000,1101000,1061000
443900,430300,443100,393800,435900,425900
3198000,3340000,3241000,3103000,3093000,3125000
1762000,1765000,1771000,1705000,1691000,1654000
1032000,1040000,997500,1006000,985300,934600
3651000,3878000,3767000,3571000,3641000,3556000
1962000,1929000,1951000,1821000,1880000,1868000
2410000,2443000,2364000,2241000,2389000,2250000
2194000,2172000,2125000,2100000,2058000,2030000
4454000,4435000,4379000,4166000,4323000,4160000
1472000,1415000,1559000,1445000,1422000,1372000
417000,434900,428700,400200,410800,410000
11000000,11100000,11000000,10520000,10590000,10450000
2468000,2518000,2452000,2357000,2374000,2361000
3215000,3573000,3404000,3167000,3238000,3313000
470300,477400,478500,444500,456100,459300
6081000,6104000,5994000,5797000,5782000,5756000
150300,127400,145000,125700,150500,126900
2791000,3157000,2859000,2778000,2735000,2886000
3538000,3437000,3560000,3282000,3439000,3327000
17030000,16750000,16990000,16270000,16050000,16110000
5196000,5251000,5089000,5049000,4898000,4873000
1790000,1996000,1727000,1728000,1781000,1750000
184900,177400,198000,174900,181600,178000
1397000,1423000,1460000,1361000,1337000,1385000
129200,100100,144600,121400,117100,118200
10930000,11150000,10980000,10480000,10680000,10380000
2919000,2695000,2755000,2686000,2619000,2680000
980100,1024000,971100,952000,942100,944700
2463000,2495000,2612000,2280000,2360000,2583000
15960000,16250000,15800000,15200000,15140000,15470000
275600000,284400000,272400000,274300000,262400000,257600000
1437000,1390000,1480000,1344000,1359000,1407000
1446000,1412000,1429000,1358000,1357000,1376000
677000,751900,652900,667000,666900,652900
4062000,4073000,4098000,3824000,4000000,3851000
8031000,7589000,7603000,7080000,7510000,7575000
12670000,12500000,12590000,12130000,11870000,12040000
1837000,1879000,1827000,1792000,1711000,1788000
4580000,4529000,4267000,4436000,4144000,4188000
5827000,5712000,5736000,5561000,5369000,5560000
539300,561600,479400,475100,524200,509200
113800,118000,125000,121100,107200,112300
302900,286700,278400,274400,278900,275300
3022000,2978000,3032000,2879000,2967000,2778000
67430000,64540000,66140000,62970000,63430000,62770000
1524000,1544000,1507000,1451000,1444000,1474000
1092000,1132000,1111000,1042000,1061000,1082000
3344000,3257000,3405000,3204000,3155000,3199000
3809000,3853000,3848000,3703000,3665000,3627000
3575000,3612000,3677000,3485000,3409000,3484000
20940000,20590000,22450000,20440000,20160000,20520000
1461000,1466000,1392000,1391000,1414000,1321000
524300,555800,574800,542900,546700,491400
15370000,15290000,15160000,14700000,14380000,14700000
383200,399000,430800,381600,394300,383100
518100,659500,520900,527200,538400,557300
2938000,2840000,2872000,2735000,2768000,2762000
210400,217500,222200,212400,207000,201800
2260000,2281000,2235000,2152000,2165000,2158000
86300,105100,108700,85400,92580,108800
2874000,2872000,2933000,2719000,2760000,2815000
246000,255100,263200,245700,211300,273400
602200,607100,579000,581300,580100,547600
148600,138600,150300,144200,132000,141900
14130000,14100000,13810000,13360000,13260000,13560000
1008000,976600,937500,927600,942000,923300
2731000,2869000,2705000,2672000,2584000,2682000
3467000,3397000,3439000,3229000,3351000,3268000
800400,817500,812100,771200,779100,772400
182200000,182400000,177200000,173300000,173900000,170700000
14420000,15170000,14400000,14170000,13890000,13990000
1441000,1516000,1424000,1363000,1391000,1434000
215800,227200,237100,214700,207400,228100
704300,703500,670000,637300,667500,681700
2618000,2665000,2571000,2469000,2549000,2491000
1469000,1452000,1383000,1351000,1372000,1392000
669000,678200,690900,629800,685800,633100
1462000,1447000,1405000,1372000,1382000,1371000
398500,387700,392500,358400,385200,383500
6087000,6191000,6087000,5848000,5860000,5854000
12610000,12320000,12180000,11880000,11890000,11720000
228600,234900,224100,207100,228300,222200
517600,518400,522100,489500,502200,498500
3114000,3209000,3139000,2986000,3055000,3010000
704300,678600,667200,645500,654800,660800
207700,233900,205800,196300,216100,206900
143500000,146100000,141600000,136000000,138200000,138300000
4255000,4190000,4157000,4017000,3955000,4084000
1840000,1867000,1867000,1729000,1811000,1793000
2947000,2790000,2869000,2701000,2706000,2827000
623500,608400,605100,567700,608100,581800
770900,863100,782900,754300,780400,777800
4669000,4691000,4677000,4482000,4444000,4505000
707600,729600,738600,665400,713100,703400
8080000,7998000,8484000,7864000,8014000,7624000
3791000,3973000,3800000,3659000,3667000,3739000
465300,580400,464000,490900,479800,473900
9446000,9430000,8633000,8927000,8768000,8628000
1198000,1190000,1208000,1137000,1104000,1200000
11760000,11700000,11580000,11090000,11140000,11300000
14560000,14140000,14010000,13660000,13710000,13500000
32230000,32610000,32110000,31940000,30560000,30280000
106000000,110400000,107300000,105200000,102300000,102300000
4924000,4828000,4812000,4733000,4653000,4553000
6600000,6949000,6286000,6518000,6346000,6122000
273300,280000,283800,258200,264100,279000
728700,756500,727900,724600,680600,713300
272900,252600,270400,256000,255200,250700
1245000,1198000,1235000,1130000,1197000,1194000
2580000,2709000,2609000,2484000,2502000,2575000
15230000,14730000,14830000,14220000,14370000,14290000
663800,673400,719600,657800,650600,660800
311400,319000,325500,303400,303300,308500
558900,740000,572500,583800,580300,627700
437600,469100,441400,419000,431200,440600
107600000,103600000,106500000,101400000,101700000,101100000
1475000,1489000,1467000,1413000,1420000,1410000
6466000,6584000,6520000,6287000,6342000,6111000
299900,286600,279000,257300,281300,290200
846000,854100,842400,794000,826600,814200
2777000,2816000,2790000,2582000,2723000,2723000
184300,203800,200700,173800,189500,200600
3613000,3677000,3708000,3424000,3563000,3546000
458500,456900,464000,419700,448800,452700
1139000,1116000,1183000,1051000,1107000,1135000
3537000,3702000,3504000,3522000,3482000,3286000
4387000,4483000,4438000,4221000,4335000,4191000
9040000,8932000,8865000,8635000,8550000,8521000
36390000,34920000,33380000,33460000,32670000,34150000
6036000,5982000,5858000,5775000,5737000,5611000
983400,916200,907600,876000,917600,895400
99890,97570,116500,81750,102900,116100
837400,855400,831500,814300,810700,793100
1191000,1192000,1230000,1131000,1218000,1112000
924500,922000,890500,898800,871800,851300
683700,623100,624100,633000,631400,585400
628700,759400,645700,626800,662400,659200
1240000,1250000,1252000,1213000,1164000,1208000
27780000,27760000,27180000,25810000,27140000,26300000
871400,832800,832900,808400,842400,779900
112900,203000,154000,146600,127500,176100
1850000,1785000,1771000,1681000,1746000,1753000
800200,819800,799200,772200,798100,747800
13350000,13200000,12790000,12410000,12170000,13120000
2674000,2784000,2724000,2615000,2606000,2620000
1368000,1383000,1448000,1345000,1347000,1332000
441200,510900,421100,405100,449700,461200
337600,307500,351300,308700,307300,338900
551700,597200,566700,529900,555000,559300
4165000,4181000,4139000,3984000,4011000,3971000
66680,68610,78710,69370,65390,70350
4578000,4480000,4677000,4361000,4487000,4317000
179300,180900,189300,178400,169400,178900
2525000,2437000,2413000,2312000,2373000,2384000
759800,751000,784000,736900,710000,752700
732200,770900,746500,726400,732200,697700
613500,754300,618400,619300,645000,639600
12140000,12290000,12280000,11570000,12030000,11590000
298500,342300,301700,292300,301600,309600
392800,353100,365800,348700,358500,358500
372900,398000,360800,357000,373000,354900
11260000,11040000,10850000,10750000,10620000,10410000
605900,635700,629000,585900,569900,637500
2941000,2952000,2923000,2716000,2964000,2772000
8844000,8703000,8660000,8403000,8395000,8329000
2185000,2255000,2189000,2205000,2124000,2027000
9923000,10130000,10110000,9625000,9489000,9807000
163100,173900,180600,154500,186900,154900
1588000,1548000,1559000,1468000,1500000,1534000
4731000,4736000,4770000,4632000,4534000,4486000
690300,655900,674300,636900,654700,645900
2076000,2180000,2149000,2027000,2054000,2061000
1422000,1448000,1426000,1359000,1411000,1350000
606500,578600,610400,593100,578200,550700
484600,490200,477300,481600,449200,461900
897500,894400,884600,880300,858800,828000
1235000,1262000,1224000,1194000,1174000,1201000
836300,861200,812400,788600,790600,828300
420200,440000,412100,413700,383700,423000
2820000,2783000,2684000,2592000,2681000,2676000
16130000,16000000,16170000,15570000,15360000,15400000
2149000,2036000,2211000,2005000,2111000,2020000
1525000,1553000,1597000,1491000,1542000,1452000
927300,951900,916700,880100,904000,898200
4477000,4333000,4311000,4167000,4207000,4214000
23510000,23510000,23910000,22700000,22610000,22740000
581300,569300,599200,548600,554800,575400
4903000,4821000,4605000,4861000,4585000,4302000
78590000,79390000,76880000,75770000,73700000,75870000
752400,790600,804700,742600,762200,747900
271400,259600,270000,227000,275600,266000
7357000,7229000,7345000,7067000,6987000,6991000
4020000,4025000,4015000,3814000,3890000,3869000
32300000,32170000,30300000,30830000,30430000,29690000
1386000,1487000,1372000,1384000,1384000,1306000
856000,843900,863100,833700,795400,830700
1640000,1623000,1608000,1557000,1575000,1543000
29540000,30510000,30480000,28830000,29150000,28910000
1104000,1166000,1170000,1135000,1055000,1112000
588400,566200,533200,507700,554200,558200
10730000,10820000,10870000,10600000,10460000,10060000
3574000,3647000,3685000,3509000,3481000,3479000
5823000,6025000,5722000,5653000,5300000,5913000
1335000,1340000,1247000,1224000,1229000,1312000
333600,282000,329900,276100,323500,308100
1624000,1604000,1500000,1491000,1531000,1517000
367900,353500,352500,355400,324900,350700
381400,462200,365700,395600,379800,385600
432800,421800,427000,404200,427000,399300
10070000,10020000,9787000,9658000,9665000,9364000
2879000,2814000,2820000,2734000,2682000,2758000
786700,760800,785700,757000,731900,751400
7404000,7568000,7493000,7179000,7296000,7096000
903500,882400,862700,868800,837900,836600
63650,75490,65380,53650,71780,70960
580500,593900,594100,569500,583600,545100
1035000,946300,985200,913700,960100,974800
1271000,1305000,1329000,1261000,1239000,1250000
1726000,1911000,1718000,1653000,1661000,1829000
16660000,16030000,15890000,15430000,15980000,15250000
101600,89140,97320,94780,89200,92700
324800,299100,295200,279200,312800,290800
4336000,4204000,4248000,4124000,4068000,4091000
3534000,3701000,3529000,3466000,3457000,3416000
1328000,1390000,1360000,1277000,1323000,1317000
683700,693100,672000,663200,657500,647300
1900000,2454000,1973000,1996000,1993000,2089000
821000,810800,798300,789800,755100,789600
145000,152600,132300,130300,147600,135100
4302000,4202000,4204000,4054000,4157000,3998000
12970000,12820000,12690000,12520000,12460000,11990000
329600,330400,354300,314600,328300,331600
561000,555300,540300,523600,530000,538000
31880000,31390000,31590000,30760000,30210000,30170000
205200,171000,174400,168000,182000,179100
757900,660400,689400,701400,685500,638500
