TMT-126,TMT-127,TMT-127,TMT-128,TMT-128,TMT-129,TMT-129,TMT-130,TMT-130,TMT-131
2708554.541,3636496.196,2588325.496,2698803.299,3381693.043,2622667.373,3378724.65,4045354.681,2535683.694,3624447.432
39465471.47,35868845.51,37057756.28,41558190.71,31152537.77,38526423.59,33617050.52,38629817.52,35267578.36,35214467.99
1097964.936,1510233.74,1050894.121,1262911.09,1266626.029,1116737.9,1369957.947,1665122.184,1050218.166,1493383.826
3523989.957,4092650.664,3406620.619,3020749.091,8302887.353,2595912.121,8559134.991,4645569.396,3267700.935,8506592.578
12290428.95,8777043.636,11469113.02,13013006.62,7905331.344,12048770.19,8170691.064,9424450.175,10900019.7,8737168.158
38415827.87,15632274.97,35041964.53,36832254.29,16838541,29435586.94,18469060.94,18443806.65,32516325.55,20159169.71
29178584.33,24665697.84,27141353.11,30478613.04,20912093.22,28258357.65,22602915.28,27026948.68,26178922.44,22813377.73
210424001.3,280721777.9,189247110.1,220894949.4,243088683,194431165.6,225140146.4,280942825.8,184495628.9,268195221.5
12361173.06,6263881.384,11892799.97,10244967.98,7884822.313,9293429.616,8508220.614,6908242.268,11146198.5,9148336.499
19142267.71,18036971.67,17722477.13,19983635.83,15018516.74,18027041.82,16192920.44,18251391.33,14988270.99,16805868.4
7938592.884,5572972.967,7678606.818,8241572.563,6388177.554,7060439.682,6468475.371,6503819.686,7459059.55,7157469.653
38753.36386,168677.0961,67651.77835,24829.42602,251178.8268,61852.71321,228762.0341,186517.6432,61112.39096,246305.3691
2027031.764,764613.3879,1886623.505,1866330.538,926467.8303,1630657.895,944091.2522,885024.1146,1846674.787,909402.0077
1370056.437,323351.4835,1356769.129,1378577.639,263790.3089,1293940.925,286833.61,317441.1254,1257885.469,293618.2059
238808.7381,149766.6455,253670.0134,402923.0338,117502.1753,266709.3919,141175.0267,156454.4903,237999.2638,143874.1549
5731337.937,12856943.88,5656714.599,5782625.339,11103979.35,5613559.16,12057480.86,13991502.4,5385706.651,12355675.44
5479166.362,6396360.552,5014553.697,5501508.382,5719268.015,4942504.828,6005285.861,6872933.179,4779889.029,6585303.856
6372005.778,5960770.784,6105984.96,6949616.201,5006931.075,6371830.203,5278519.076,6257721.683,5910383.526,5531345.818
69454438.23,20690112.59,65040217.66,66826198.76,22581247.03,64027206.63,22239235.69,22282588.44,61993095.33,23084151.5
1835026.574,3707468.659,1695388.834,1745288.427,4011672.823,1494146.455,4122412.065,3807856.785,1521284.943,4276801.447
560736.7413,2079221.121,522353.2798,495235.6678,1667491.394,532539.8629,1699041.258,2168091.977,510984.1828,1559606.929
48540176.4,35655530.9,44752333.58,50802181.41,27745352.92,45012921.92,32439312.47,39207977.8,41249981.78,32943925.8
23799914.62,25617847.2,22348935.91,24478317.06,25679113.82,21913232.61,27791051.15,28933019.88,21836343.44,30130449.84
21789323.96,7807875.249,20071135.14,22551673.44,8704544.519,17981696.76,9125445.035,7998389.655,18829930.13,9298582.72
341458.2737,372653.6044,325343.8803,368218.4387,325410.6784,344864.2698,320205.4903,370506.4785,319991.7158,343858.6495
1838856.969,3296123.031,1802134.588,1711445.588,3507782.895,1648604.407,3698650.054,3664473.343,1726881.968,3908342.965
56487980.09,15968884.89,52641455.91,12997814.31,87275533.06,12400645.76,84074235.79,16442282.04,48747055.6,86207260.21
109985452.1,115976821.4,106903447.4,105866763,118899351.9,91966900.32,132732804.8,129393628.3,103240858.8,141134294.3
8072010.835,5430075.961,8155262.902,8023007.953,5566879.082,7288762.39,5837431.637,5867735.205,7392478.35,6057514.574
15063375.72,8824037.395,14080059.72,16317370.93,7365172.567,14698585.02,7916593.711,9530241.91,13295660.74,8337705.037
4839234.714,3224129.715,4287577.025,4842047.193,3029478.858,4727974.427,3331475.688,3855331.952,4290289.449,3328974.272
23835871.55,35327680.27,20150051.94,20877241.3,32150116.47,16045682.38,36133641.33,43788249.92,15398226.16,36849914.14
1445370.271,560884.1436,1403227.822,1644189.018,524487.7141,1581470.526,526975.2282,602013.3026,1396938.586,585098.595
342478.2954,361004.8272,573489.5434,295821.45,336404.0978,781021.9442,292104.8421,470908.5372,564394.2635,280362.7053
2713043.229,1158611.556,2558776.117,2975168.973,1101026.498,2691062.141,1174016.547,1341555.279,2513103.531,1197235.91
27135639.4,27413851.31,25200513.46,28398999.64,24638472.93,26201553.71,26343597.51,31556785.99,24518237.19,28005801.26
16754021.43,8963678.895,14690194.49,15831579.21,9205353.701,13558558.21,10100376.14,10673092.31,13682839.45,8539580.764
21635776.99,26994050.77,20192271.99,22155186.99,25587166.6,19547290.45,26205950.17,28888276.58,19124357.95,26243898.41
25586.14995,44631.09538,25741.81036,25922.98832,42781.11608,29145.84658,41805.1804,54411.775,23834.62586,48227.77595
1391816.776,587032.7492,1337700.252,1202480.491,952781.4091,1095120.398,995186.7001,684965.8487,1253745.401,1052825.624
38032181.7,28869323.13,35103290.14,40549595.79,26327137.6,35611072.38,29105537.88,31763674.22,33843746.49,31521516.25
1594894.984,1358753.317,1534195.162,1693228.52,1251477.673,1669068.952,1337371.131,1527820.275,1571023.261,1415091.441
9360803.588,8400065.493,8881443.198,10122619.01,8176618.727,8535184.327,8849600.734,9334687.952,8659229.708,9852801.932
15822574.34,12016338.56,14090654.56,15016352.38,11145531.06,14293433.18,12120311.09,13571747.48,13903989.28,12540430.7
1168452.769,243765.0982,1057884.584,908631.9359,261394.8908,831715.5764,296086.1404,275355.8186,989525.7398,297038.6291
44713396.55,8916036.558,41433763.92,40587903.49,11747318.82,35613588.14,13375828.47,9984769.827,39936127.56,13896743.46
41662366.25,83693700.66,38991188.88,41430009.2,73366878.59,36877954.27,78973711.9,90014038.58,34435926.63,79575483.76
6189118.414,2707136.26,6022559.903,6439642.261,2848942.507,6135747.409,2941900.243,3231658.738,5838589.961,3023254.546
12916.66954,8316.408285,17197.47133,15964.54441,8207.22983,17030.81281,12744.79403,13215.26713,13387.25707,11691.67637
5902694.829,5100406.711,5868803.44,6857336.481,4515178.6,6235409.981,4565751.052,5564319.304,5573697.743,4826552.251
26123392.56,14681771.27,23803042.82,27379037.78,13582554.52,23930585.96,15358533.74,17313328.37,23013245.65,16512794.35
4391118.819,4670605.539,4187122.862,4424106.575,4178464.768,4101230.017,4615886.109,5049951.184,3852180.444,4879212.91
6321218.973,17476382.64,5890019.823,5622357.411,15043228.13,5293358.167,17126038.7,17721073.25,5586105.026,18020501.47
2428548.514,1186261.931,2239258.907,2093665.367,1647127.527,1701311.535,1761523.136,1305768.463,2134718.887,1798357.465
21815589.83,22642426.09,19935412.08,22749174.61,20609032.82,20821642.69,21488392.07,24726420.81,18696243.99,23055387.35
139095.7431,347971.9225,143985.3423,166744.7825,275918.8777,179390.7711,229533.4389,316895.0363,151075.9494,286437.7597
1936912.556,1951278.058,1855674.612,2074521.049,1896102.194,1900975.456,2030428.448,2160193.595,1861053.497,2207039.757
4611694.934,2304430.366,4365758.866,4889579.122,2437528.195,4390139.69,2397189.581,2541662.646,4149831.583,2463879.884
3455016.184,3598538.69,3209028.007,3497502.48,3206275.8,2955181.021,3473630.074,3700198.05,2991852.651,3550342.315
71854.06933,208493.643,59176.78988,66607.84802,259682.9781,61985.08786,290663.4489,249370.7891,60286.7249,302367.5206
462860.7703,955235.1872,429500.5268,446432.9593,838440.9198,405628.8654,889431.1863,1028637.225,408581.7997,846923.832
21931369.96,16710051.9,20324898.96,23412665.89,14242798.76,21382339.27,15868172.23,18333225.03,19322450.04,16275896.09
2140231.148,1422969.599,1809242.443,2027046.57,1276811.316,1862288.919,1521491.07,1660536.843,1815595.741,1569859.473
2294253.148,2444442.955,2479262.687,2554222.12,2381876.227,2642698.283,2601286.691,2750942.841,2408922.281,2695619.462
2035667.715,1712817.549,1973071.95,1861809.389,2279747.635,1619384.289,2527660.062,1842991.69,1890342.57,2529736.141
3198749.374,2012917.463,3022730.426,3381138.842,2213101.634,3052770.099,2129667.869,2241034.474,2954261.96,2156475.616
961612.9515,1963137.523,941428.2314,980931.4611,1656294.885,983395.5781,1819522.874,2147588.786,934843.9361,1918691.386
7008614.234,10428950.82,6762702.442,7140684.974,9076371.813,6777230.937,9712103.524,11502910.59,6540797.849,10238919.88
5217692.98,5875213.55,4868642.441,5383147.774,5337409.157,4933339.101,5827452.219,6543135.821,4773363.883,6261913.096
700759181.1,558867566.1,582336542.3,682007733.9,469671155.9,623011249.8,525080986,640018091.8,577734166.3,522275599.5
10369346.46,6075580.9,9472739.941,10703267.8,5248615.47,9836386.551,5507203.911,6744401.041,9338821.9,6281652.51
24043553,19016064.09,21777980.17,24942582.74,16225283.88,23040465.82,17989836.72,21196707.23,21333487.6,18654474.13
2687847.497,1784131.373,2410078.046,2702595.48,1677894.189,2173442.988,1923413.348,2002152.395,2326496.148,2032351.751
2985489.211,2226812.077,2864546.384,3152094.186,1988511.466,2981750.843,2000658.731,2426243.296,2737280.233,2078757.802
63758285.11,50344680.05,59162784.2,65348968.66,42384701.23,59974074.7,46068221.58,55265625.42,55947764.76,46437781.66
2448625.139,3036351.769,2335885.736,2523634.374,2970300.983,2344402.087,2859583.929,3169799.417,2255684.673,2911304.511
1623046.02,1939980.772,1506848.064,1647896.342,1561838.58,1616178.093,1678488.224,1997999.99,1428912.441,1723266.275
5681224.831,2592953.931,5485801.845,6068419.938,2517626.826,5254939.636,2649668.105,2855183.233,5148708.299,2803531.307
9464674.387,4704452.144,8600132.748,9732915.687,4197822.315,8534893.35,4568500.574,5141328.605,8178234.713,4654288.207
239196.5686,150865.7974,229600.8726,235734.0534,158562.7657,239043.9935,154819.8566,157434.2181,215512.6247,145290.5721
23692965.31,9495468.61,21402933.93,23012454.01,9541117.669,19331294.57,10949989.2,10380925.06,20707788.01,11387844.1
6257823.426,5763392.974,5903062.913,6455308.693,5605690.052,5909608.702,5674205.843,6296105.135,5637770.387,5950675.072
10090220.52,18545176,9471380.872,9778405.251,17144058.41,9186977.667,19028948.68,20739786.63,9308833.792,19259133.35
598647.1361,533864.9954,569101.4502,620430.7768,569233.2231,512475.0866,673728.8903,626026.7026,573432.7141,730350.4881
137195.1378,509813.9754,133341.5305,135692.8885,431971.077,135369.5181,479044.4704,545448.0063,134601.7923,476406.019
11031756.66,11597420.81,10549155.42,10569802.18,13261597.4,8609800.234,14729320.9,12547468.09,10209044.09,15917819.74
4549787.507,3138890.142,4426273.007,5000962.237,3806765.757,4096402.517,4060309.779,3621752.535,4304297.874,4556732.14
183685.1436,178064.7223,187393.8802,204562.537,174186.5126,198297.5367,168089.3675,203534.9479,184299.5585,176305.0533
208730521.7,249461140.9,194538394.6,217954831.4,208742585.4,206564151.6,219302579.8,265814236.8,189909412.1,257165959.6
4953557.847,2624785.512,4454902.188,5237603.615,2232169.798,4406797.51,2499812.511,2740245.453,4202526.487,2584347.914
10782565.2,25297576.79,9860677.384,9927556.992,21872252.69,8992931.107,23672687.69,27226694.42,8563040.462,23589790.12
933683.4797,692971.2677,1199649.19,925081.2325,706442.1983,837156.471,828068.2681,894564.1835,835463.3604,778394.7148
7638562.061,8686249.417,7358531.523,8598725.213,7563173.092,7504061.42,7785064.455,9080201.34,7179984.314,8190671.415
4060980.908,4602617.588,3739744.915,3992394.018,4893957.022,3819811.695,5272401.053,5109430.084,3621753.382,5234325.561
523900.742,178195.7601,473485.2563,567224.5635,177734.4699,496933.3121,177134.3042,196517.0064,446541.9237,183357.0573
10563469.82,3839167.992,9860089.686,9704575.046,4401007.241,8394081.117,4899788.585,4156984.894,8977967.078,5202560.132
25604632.47,27258467.03,23110956.23,25438332.52,22473852.24,22743419.25,24232684.63,29401889.45,21537626.42,24308369.6
135281465.2,86514169.1,126197579.6,139527003.2,84906390.55,119270399,94031806.56,95186367.14,119802600.7,100902300.6
3071005.649,3653272.009,3030665.698,3247603.766,3281937.03,3232233.245,3320362.74,4096198.975,2972029.229,3464495.988
534325.9485,240931.3128,502423.2926,554235.4095,247401.2614,511253.4758,271461.1523,296314.475,497430.9896,281897.4641
1072821.359,746130.1993,1066014.941,1004109.544,873679.5081,1012190.106,887987.1946,856430.8446,1068864.17,927415.9403
11878100.73,5268773.859,11372914.35,10585035.24,7730486.635,9221660.49,7774539.897,5924348.055,11018814.88,7961936.428
264447371.2,198949913.6,241992798.8,265313784.4,185373979.2,229562689.5,203754456.8,217567102,222291359.9,218499999.2
4347456.869,3189571.225,4141524.124,4815383.839,2861142.031,4432511.882,2914300.316,3524462.525,3943557.775,3046178.689
499760.3557,624235.0365,518293.3004,578679.7178,529803.7646,617692.4769,500730.1135,653993.8832,511474.5069,407911.5818
9687024.106,6305344.667,9357828.134,10810661.57,5260075.751,9896823.144,5604740.028,6748812.547,8742790.231,5888825.373
11317929.08,2953751.787,10842574.03,11971152.58,3084849.762,11253525.1,3112768.983,3462679.286,10493103.42,3134838.855
97542.02774,89573.45738,97729.18939,101050.148,82295.43819,105021.4923,91766.80124,113843.0673,99282.24892,100091.5931
18426759.28,9581675.348,16673242.03,17626134.41,8865383.094,14935096.9,9847808.656,10357466.28,15250303.38,10232343.15
16389070.46,11827419.55,15261983.51,17287758.14,10380203.53,15915868.3,11223356.36,13256359.84,14561755.78,12021148.45
6058724.518,7733274.038,5255271.171,4862983.075,7887422.037,4095366.774,8992522.553,8364863.275,4397413.722,8552279.865
40928743.42,70161904.71,37251876.78,40007008.44,59370779.36,34802117.86,66755883.13,73134249.98,34616832.75,70361435.23
1685990.628,1828993.478,1648978.736,1722430.51,1645530.77,1763881.06,1748984.269,2009170.754,1602983.244,1915198.842
18520863.74,16637868.61,17270172.56,19384058.65,14002847.92,17961663.43,15000975.34,17618678.59,16969134.84,15957722.99
1245012.108,2941079.471,1305288.591,1746045.224,2498602.365,1218917.524,2467442.962,2921240.746,1154733.195,2992470.961
3109867.694,2630361.007,2799586.906,3128665.749,2427922.188,2870847.942,2497944.826,2937048.485,2734727.894,2357009.371
579622.5008,474853.5327,502501.9594,571402.9711,666220.7432,529624.9281,455575.0387,529862.6907,508812.2853,468260.3743
1190992.78,2001763.522,1113012.271,1239760.342,1776439.239,1210288.559,1884409.432,2240412.879,1096587.923,1926487.144
225272.849,188182.309,241893.9592,247926.9568,222320.4018,244977.9263,192845.8061,212409.861,232265.9746,199911.0169
790865.7204,1213372.575,772818.5417,867877.2628,1100251.473,839948.7934,1166199.987,1333738.157,747484.7931,1223940.189
56017994.55,24428585.11,50030965.82,58609454.12,19787550.39,50700259.8,22568191.2,25349465.27,48048923.57,23045860.91
6150576.75,9867760.691,6040485.238,5738831.014,9586690.235,5276389.342,10109444.84,10728576.66,5824399.866,10519182.43
1682059.414,642989.8879,1469582.542,1169406.497,861596.319,1117416.153,946594.2648,673578.1199,1386230.007,898706.3087
2054415.499,492734.5269,2006571.596,2223035.406,529954.0798,1957217.107,542867.8063,542281.4384,1920565.861,592389.1688
34396511.45,23942846.34,32313959.21,36057025.78,23946870.87,32702023.58,25411908.53,27060287.9,31279872.49,27051867.7
2641714.643,1638117.564,2433318.807,2333355.917,2308145.869,2046668.85,2447753.302,1867906.913,2420999.319,2492303.995
301379.4337,460356.6961,307258.7361,320080.2258,420959.2934,302386.3464,433570.1141,506062.0234,291688.3024,460472.9882
6264223.744,14346721.45,5897921.195,6517125.248,13377900.88,5852404.003,18592411.92,17208351.8,5860116.323,15002045.79
7969373.99,5934686.02,7638342.309,8593308.247,5373983.507,8140927.944,5465354.477,6586710.366,7480597.658,5867981.359
136699.5325,138750.2996,139865.5941,153049.6135,115551.5067,160131.6815,124448.1657,154341.671,142727.8243,122438.4695
340541.0834,476887.9662,352108.6419,364498.5305,432838.6673,358318.9482,460133.8617,493328.8325,324142.7767,481834.6907
15456410.33,193553815.4,12670802.35,12628371.08,185388377.7,11926309.69,183074426.9,198877464.6,13909608.56,108368539.2
355961.8239,351932.9428,363632.1401,420628.2184,388154.9331,339033.878,389176.8457,418410.5124,371254.2239,395552.0215
7419823.425,7957090.331,7104353.474,8045962.501,6755644.117,7376810.935,7268674.053,8490689.332,6887685.387,7891266.807
1155457.139,3024374.021,1114025.172,923771.0161,4194567.323,909675.5336,4834541.005,3503189.822,1133366.058,5105232.21
8786161.949,7014682.989,8239884.879,9349130.105,6570285.765,8235388.619,7107524.035,7713374.171,7992912.29,7672497.299
3178586.872,2943890.138,3039069.959,3109588.339,2882543.278,2976734.572,3060405.368,3314282.22,2884486.769,3149002.547
247805.1563,265867.371,224986.8292,201266.8981,556107.85,198576.72,513973.8714,272435.3402,225759.1616,464418.9374
12207874.93,13241363.12,11546460.26,11976077.63,12849921.63,10947254.42,13983951.07,14805828.73,11021961.26,14584293.77
128843842.7,27774915.34,112889883.8,25553026.37,290798838.3,23131828.67,276834867.9,34074098.76,105822550.9,286778465.4
437141.5948,266202.822,412145.252,360195.2373,342819.8539,317191,375705.0439,286949.6363,405003.9476,375240.2905
13822802.77,3399749.664,13406787.82,15521187.88,3364586.064,14138632.75,3467528.997,3801834.18,12810199.74,3566689.622
2612214.628,2329036.916,2418439.325,2510816.809,2592300.587,2434235.425,2489799.643,2514807.11,2371054.696,2630499.809
3456042.287,2753381.86,3268989.704,3596292.063,2681702.243,3390424.796,2737132.077,3111182.93,3172415.576,2823544.495
6641731.902,1896459.458,6431436.754,5646059.148,2262502.839,5144246.257,2403486.727,2049522.771,6162037.239,2419549.212
1143791.739,870808.8135,1074987.493,1261519.779,722136.8077,1129707.546,785653.8445,968053.2196,1035393.911,854030.1583
8538274.479,2365608.932,8068625.543,8442828.955,3033564.067,8238463.513,3015699.39,2568687.564,8132978.9,3174154.128
18315871.17,17592070.79,16922134.78,18354622.87,15280167.17,16759696.6,15786509.91,18670105.6,16337244.15,16630387.46
