LFQ.intensity.1.Plasma,LFQ.intensity.2.Plasma,LFQ.intensity.3.Plasma,LFQ.intensity.4.WB,LFQ.intensity.5.WB,LFQ.intensity.6.WB
,,,29.16192436,29.45892906,29.08210373
,,,30.32710266,30.25597382,30.69104004
,,,32.03203201,32.49302292,31.87968063
,,,31.98213196,32.41006088,31.47937965
,,,30.54958725,30.44292641,30.74141693
29.99307442,29.92379951,30.11582375,28.68361473,28.71026993,28.43455887
,,,32.06560898,32.40164185,31.61666679
,,,29.51651192,29.63728714,29.51080894
,,,30.07086372,30.25473595,29.92846489
26.78905106,24.89370155,25.8473053,31.664711,31.1645298,31.58154297
,,,29.8045826,29.97923851,29.71002388
,,,31.05025101,31.22314262,30.86289787
27.67546082,28.6119976,27.15160751,32.01305389,32.03488922,32.46124268
30.05089951,29.67625046,29.62824059,27.11842537,28.08085823,27.31648254
28.85587692,28.66725922,28.41550446,29.46940804,28.54532051,29.44809532
,,,31.60695267,31.816082,31.48620605
29.85343933,29.52275467,29.9324131,27.34688759,27.48123741,27.8409214
29.31516457,30.00664711,29.60004616,27.37807274,27.38566208,27.06568718
26.191576,,,33.67808151,33.09893799,33.6141243
,,,30.53871346,30.85474777,30.68118668
,,,30.07009697,30.34752083,30.00115204
,,,30.19694901,30.44717026,30.06612396
,,,30.48462105,30.96099472,30.39560318
32.18458939,32.6434288,32.54492188,32.16113663,31.57461357,31.5049324
28.48423767,,,29.78791618,29.64483452,29.95656967
,,,32.11473846,32.21884918,32.60512161
,,,29.96636772,30.11408615,30.34540749
,,,32.56440353,32.78559875,32.1712265
,,,29.56405449,29.72775459,29.45448303
23.79243279,23.93580055,23.77334023,31.23706055,31.31072998,30.82145309
,,,31.35652161,31.67463493,31.06855965
,,,30.17009354,30.11780739,30.40760612
,,,29.96457863,29.93915749,30.21881866
,,,29.97596359,30.25957108,30.11234856
,,,29.47438812,29.71716881,29.51148796
,,,29.87598801,30.24864197,29.70510292
,,,30.18506241,30.4364872,30.11135292
31.09282684,29.18366623,29.79284096,28.76335144,28.27466583,29.02849388
30.4245224,30.60955238,30.17259789,26.91957092,27.27515411,26.72129822
27.6790905,25.63613701,,29.7160244,29.97910118,29.81219292
,,,29.45375824,29.77886009,29.34942055
,,,30.01145363,30.41609001,29.9333992
,,,29.77369881,29.67554474,29.5554142
29.65603065,28.53767776,29.59284782,25.10537529,24.92365646,24.55191994
,,,29.8012867,29.66846085,29.92592239
,,,30.69760132,31.02973175,30.49276161
,,,30.38751221,30.78105164,30.26595306
30.7033062,29.39511299,29.99685097,26.56621933,,26.29484558
,,,30.15291405,30.3048687,30.19084167
,,,29.96085548,30.42752266,30.21754837
,,,29.86220169,30.39733887,29.90382957
27.80906677,28.74627876,27.78231812,30.13295746,30.05659485,30.06971169
,,,32.1487999,31.85678864,32.24632263
,,,32.35531616,32.48373413,32.04140091
,,,29.23763084,29.71456718,29.12905502
24.50075531,24.51225662,,31.76722336,31.51681328,31.71227264
,,,29.89236641,29.90598297,29.97021294
,,,31.20687866,31.49652863,31.14248276
,,,30.43549347,30.63096809,30.9856987
,,,29.68232536,29.72240639,29.47965813
,,,29.74916077,29.83629417,29.89029503
,,,29.90239334,30.17045021,29.85392952
29.76870728,30.8556385,30.03904724,28.47177505,28.69145584,28.48119926
29.26883316,29.22875977,29.43445969,26.81994629,27.20582962,26.17033577
,,,29.19554138,29.15626907,29.46861267
,,,30.58602524,30.55453491,30.09358215
29.19392204,29.34749985,28.97013092,,26.0923481,25.42441559
,,,28.57018471,28.85412407,28.56902695
,,,28.99835777,29.38506508,28.86422539
27.27701759,27.87014771,27.91119385,,,
,,,30.40608597,30.37274933,30.32367134
,,,29.65865517,29.57569504,29.85666275
,,,31.15731812,31.43574142,30.79327583
,,,29.06781578,29.32291985,29.03086472
,,,29.17011642,29.38333702,29.09154129
28.29158211,28.0487442,28.06963539,,,
31.98471451,31.72293472,32.01474762,29.99604225,29.53374863,29.73366547
,,,31.25282097,31.22469521,31.19125366
,,,29.04489326,29.02464294,29.38117027
,,,30.43350601,30.45248222,30.11296844
,,,30.11842537,29.91570282,30.19823837
29.66319275,30.03826141,29.14396858,,,26.31141472
,,,30.81581497,30.82099724,31.25073242
,,,29.74949646,29.70670128,29.32216835
,,,29.87610435,29.94139671,29.78825951
,,,30.33681679,30.34371567,30.17390823
,,,29.84140205,30.08891487,29.55171585
,,,30.25406075,30.89929962,30.14004707
,,,29.98739243,30.14904213,29.92606354
24.44670105,,,30.75787926,31.00938606,30.67883873
,,,31.02373123,30.85993958,30.81619644
29.42892075,29.76686096,29.58392906,27.28779984,27.87349701,27.06280899
,,,31.33846474,31.20641327,31.54990768
30.37947845,31.1231823,30.66568565,,,28.85147476
30.56801224,28.17550468,29.15554619,25.40434837,25.64432907,25.9969902
27.01510048,25.12127495,24.62633705,30.02604294,30.41003418,28.24635506
,,,31.03669167,30.62931824,31.43031883
,,,29.10044098,29.23436737,29.21976471
,,,30.05581856,30.30508614,29.83454704
,,,29.65141869,29.57486534,29.89496994
,23.23160362,22.98046684,32.16782379,32.23194885,32.26927567
,,,29.51628685,29.53293037,29.32087708
,,,30.37709999,30.28725052,30.11532784
,,,30.89366913,31.24994278,30.90777397
,,,30.17664528,30.00971985,30.51248741
,,,29.42518425,29.86850166,29.27012634
,,,30.79938698,30.80031395,30.81107521
,,,29.45334625,29.54554176,29.77765465
,,,29.78671646,29.91099358,30.18281364
,,,28.72181892,29.02300453,28.61764908
,,,29.49061966,29.61808586,29.22356796
,,,32.39968491,32.31751251,32.39991379
,,,30.07469749,30.68536949,29.87600327
,,,29.86907578,29.84950829,29.75603485
,,,29.87204361,30.55983162,29.69707108
27.77611732,28.25961494,28.13330078,29.10289574,28.82140732,29.36089134
,,,30.9468441,31.35126495,30.90440559
,,,31.15707779,31.08916855,31.00477219
,,,29.14744186,29.23895073,28.64516068
,,,31.16213036,31.11470795,30.84311104
,,,31.3403759,31.33154106,31.50365257
,,,28.71718407,28.79215813,29.14041328
27.63948059,27.89573669,29.23876953,26.40953636,26.20732117,26.68618965
,25.88653183,24.69667816,27.50642776,29.78280258,29.13065147
,,,28.74483681,28.7304287,28.89674759
,,,32.10799026,31.9256382,32.2060051
,,,28.56434631,28.97645378,28.59185028
,,,29.57242775,29.94251633,29.83266258
30.13797188,29.95324326,30.78191185,26.74765587,26.0866909,26.549263
,,,30.35982323,30.23031807,30.67892265
28.16418076,29.10332108,28.31250572,27.59605217,28.32470131,27.08101082
,,,30.34435081,30.04166031,30.36546707
,,,31.72199821,31.782341,31.83984947
,,,30.58566666,30.53445244,30.69461441
31.59045029,32.18014908,31.29614067,28.80248833,29.41683388,29.0508461
,,,28.69158936,28.81866646,28.33637047
,,,29.44075012,29.41777992,29.70162201
,,,29.85679626,29.85993958,29.78953362
,,,28.87173462,29.03996277,29.22646523
,,,29.64118576,29.54988098,29.82541656
,,,30.61227989,30.83439636,30.54692268
29.75953102,27.22536278,29.32472229,26.45730782,26.47094536,26.13584709
,,,31.26287651,31.07361221,31.42797279
27.48753738,28.14782906,28.79020309,27.54045105,,26.32623672
,,,29.3197155,29.01735878,29.60470009
,,,30.041399,30.28934097,30.00249481
,,,34.01621246,34.12355423,34.36299896
28.6040287,28.04801559,28.14603424,,,
,,,31.25135422,31.43618965,31.515028
,,,28.91324997,29.03569603,28.88506699
29.50688171,28.30843163,29.43585205,27.51743317,25.80845451,25.55964279
23.46575546,,,31.44904137,31.56479073,31.44079971
,,,29.94935226,29.90684319,29.9434948
,,,29.29322815,29.31497002,28.92337418
,,,28.88221169,29.22055054,28.74188232
,,,29.0517807,29.38113022,28.91033554
,,,30.44322205,30.85578728,29.9324131
,,,28.31596375,28.27043915,28.55629158
,,,30.36442375,30.58217239,30.41306496
,,,29.27010345,29.26409721,29.43956184
,,,28.74069405,28.8806076,28.58931541
,,,29.63247681,30.11048317,29.86267471
27.07520676,,,29.01446342,28.39280319,29.41844368
,,,30.227108,30.65044403,30.15496635
,,,29.19262886,29.23381996,29.85440636
,,,29.43537521,29.4432621,29.51519585
,25.12297249,,31.3765831,31.23232079,31.26578522
28.51882172,,,30.30247307,30.40770721,31.08948326
26.17586517,27.11545181,26.16672134,27.73988914,27.96620178,26.78793144
,,,28.3428669,28.72919846,28.24522209
28.50990295,28.55764198,28.72374153,27.16633797,26.94380188,26.47139359
26.63325691,27.31527328,26.30900383,29.04473686,28.62617111,28.58956528
28.84185219,28.36172867,28.54148674,,,
,,,30.22469521,29.94948959,29.68640518
,,,30.10512161,30.45287514,30.10699272
27.9802742,28.00704765,28.06655884,31.76982689,30.96842957,32.10499573
25.25511932,,,30.65880775,30.64039421,30.64607239
,,,29.61647415,29.62465477,29.85477638
,,,29.37943649,29.61445808,29.1581974
,,,31.20075417,31.29789162,31.32881546
,,,31.23197746,31.37797928,31.43519592
,,,29.15513611,29.75538254,28.97311783
,,,29.1487751,29.04713249,28.94234848
,,,29.74994278,29.84005165,29.89345169
,,,30.4685936,30.77266121,29.92959404
,,,28.82605362,29.162117,28.94452858
,,,29.4056797,29.28619194,29.65440941
26.1196537,,24.03984261,31.23854256,31.22262383,31.36405754
,,,30.59281158,30.79552269,30.43380356
,,,28.53845406,28.70081139,28.39042664
,,,30.23911095,30.4682045,29.64814758
,,,31.25945854,31.72273064,31.32270432
,,,28.44959259,28.51144981,28.56336403
26.5967617,24.48566628,24.80847931,27.30042458,27.89735222,27.55134773
28.5920639,28.78762054,29.33394051,27.19929123,27.01297188,26.93618202
,,,28.85715294,29.13405991,28.64123917
,,,28.5796032,28.84879112,28.65860367
,,,30.6900425,31.00504112,30.70833015
,,,27.74868011,27.91170883,28.23662758
,,,29.56221771,29.05664635,29.80591965
26.31046104,26.9102211,26.85946465,25.56235313,26.42484856,25.94610214
25.48585129,,25.10129356,,,
27.58963776,27.95399094,27.16086769,,,
,,,29.88560486,29.99185944,29.94307518
28.68722343,29.16489983,29.41814232,28.14836311,28.79007721,28.02093887
,,,29.3989296,29.59197426,29.57634354
29.51292038,29.91598701,29.17914009,27.64917564,,
,,,30.44559288,30.57136154,30.40831566
,,,28.42169762,28.49979019,28.42009163
,,,29.3287735,29.72520447,28.89997673
,,,28.546278,28.61579132,28.63847923
,,,29.35567093,29.55384064,29.44669724
,,,28.29035187,28.37844467,28.27475357
,,,28.10354614,28.08577919,27.91968536
,,,29.79642105,30.18813133,29.61387825
,,,28.60307503,28.84649086,28.60409927
,,,28.17987633,28.15373611,28.30382347
,,,31.91922379,31.8225174,32.1692276
28.6788559,28.29026413,28.24839401,27.0240078,27.55727768,
,,,29.18810844,28.83059311,29.27117348
,,,28.50115776,28.75082207,28.92204094
,,,29.47136688,30.01265335,29.21847343
28.6102047,29.25574875,28.82575035,25.84162903,26.56289101,25.62287903
,,,29.27473259,29.0760479,29.0673027
,,,28.25133133,28.40855789,28.44896317
,,,28.59074402,28.95435333,28.69504738
30.05361938,29.05605125,29.43753815,26.45088959,,
,,,29.81485367,29.59199333,30.0694561
,,,28.89128113,29.41733742,28.90692902
,,,30.6257515,30.1680603,30.77329063
,,,28.65717316,28.64061737,28.40823364
,,,28.87534332,29.0518055,28.96730232
,,,28.81421089,28.87613487,29.12573433
,,,29.92124748,29.90540886,30.15001106
,,,30.50388908,30.37823868,30.85786438
,,,28.23187447,28.32787323,28.39619637
,,,27.77373123,28.06507111,27.83189201
,,,29.1897583,29.38876534,29.47546959
,,,28.46427536,28.73647308,28.2532711
,,,28.38475609,28.13594437,28.40543747
,,,28.14991379,27.88657951,27.80912971
,,,27.85055161,27.98842239,27.80316544
,,,30.26080513,30.46927261,30.10736847
,,,29.80621147,29.79975891,30.27819252
,,,29.81544876,29.96636772,29.58163261
,,,29.80854607,30.17152596,29.94600677
,,,28.67006683,28.83282852,28.35699463
,,,29.40778732,29.632061,29.48310471
,,,27.95099258,27.70780373,28.20839119
27.60900688,28.05615425,27.85703468,28.11902046,28.06414604,29.07989311
,,,29.26546097,29.44620323,28.99172401
,,,28.59722328,28.74262238,28.76506042
,,,28.65897942,28.69988441,28.65979576
,,,28.57963753,28.63062096,28.70051384
,,,27.13045502,27.66112137,27.17531395
,,,29.94823837,29.88620186,30.01544762
31.32227516,29.43759918,30.51229858,30.98989868,30.77352524,31.41038895
25.40577698,26.0823307,25.39090157,26.82201576,26.81641006,27.27399826
,,,30.79822922,30.56855583,30.97391129
,,,27.95099258,27.99366951,27.78006554
,,,29.0517807,29.03223038,29.34307861
,,,28.47537422,28.60787773,28.36214638
,,,29.58734894,29.67675591,30.09169197
29.96182251,30.00597763,28.48062134,26.98706818,26.59718895,27.22269249
26.38791466,26.66207314,26.85744858,26.29552841,26.32868767,26.21363831
,,,30.4704361,30.86938286,30.16470909
