nc_rep1,nc_rep2,lpm_rep1,lpm_rep2,mpm_rep1,mpm_rep2,hpm_rep1,hpm_rep2,rlpm_rep1,rlpm_rep2,rmpm_rep1,rmpm_rep2,rhpm_rep1,rhpm_rep2,sl_rep1,sl_rep2,sm_rep1,sm_rep2,sh_rep1,sh_rep2
28.58037359,20.25492329,23.98572908,24.86151021,28.34419637,36.03735477,51.89682391,33.98285626,23.38189249,30.5520881,26.81204407,29.80756328,24.28403167,31.75489048,33.74715179,50.79667448,34.07366519,43.81951914,35.69355474,34.74039319
11.47350707,7.581732654,6.068634209,10.63197028,9.317116658,9.68681934,14.91633515,13.65575423,7.602124385,13.48350287,12.49640503,11.544847,5.591621884,11.09162094,13.00193155,17.28288499,14.53408647,15.4827055,8.822965212,14.59318212
0,0,5.356516158,3.977097682,0,0,0,0,0,0,0,0,0,0,0,0,6.582132207,6.59068599,4.914453734,5.891704648
0.329249075,0.317255072,0.938825466,0.566631872,0.155395011,0.104741814,0,0,0.154156965,0.101725129,0.250371096,1.072061779,0.20586258,0.176889658,0.894332721,0.842478654,0.067630286,0.56730018,0.273117698,0.273424663
6.962881954,3.409124466,7.435242261,4.590745041,9.260908655,7.227430488,10.53091189,10.69712174,8.865019122,7.589710363,6.482891578,7.942828717,5.337407542,5.998660173,9.84213299,12.29776571,10.07904589,9.328404259,6.966464948,5.438878397
0.073147522,0.043963053,0.093169427,0.133730938,0.222722689,0.074303524,0.114943185,0.282461141,0,0.04103094,0.042064864,0.018655206,0,0.050866281,0.143843871,0.467415905,0.47479402,0.346426772,0.062855917,0.233361866
2.174513214,1.312481433,1.521135778,1.85717375,1.875469646,1.960358915,0.982845189,2.078069427,1.397916933,1.809931082,2.223245716,1.954644081,1.449094664,1.171113054,3.030289448,2.960016193,3.082723405,3.293215978,1.516191685,1.752157987
0,0,0,0,0.069211438,0.039786005,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29.9122745,30.08537538,36.50592365,32.31567992,36.45351155,32.84175019,41.19755193,34.38160612,30.10234124,35.17480595,40.16392224,33.94714122,28.40590094,25.79727114,39.09315912,54.35178319,36.85849873,38.09438069,25.09839803,39.06350242
7.342500139,3.524450642,9.127370922,10.19213707,10.89203809,4.699014915,6.178999424,15.6038015,7.727721146,8.927926141,11.42238755,9.189472695,4.808685455,6.098522149,12.97537274,12.51401518,18.87144046,13.00646193,7.344253574,10.16253287
3.500468133,1.889676254,5.559438096,3.940238261,2.757728023,2.337136704,0.915604796,2.752516526,3.683982391,3.468074866,1.510318623,2.050164463,1.61715319,2.001501917,4.875287507,3.584700742,2.142616829,2.301234585,3.116649443,3.347472976
0,0,0,0,0,0,1.342965341,0.520614205,0,0,0,0,0,0,0,0,0.074267311,0.626391681,0,0
0.953947597,0.48630614,1.021396005,1.714695744,1.293393707,0.689872191,0,0,1.149335279,0.542921742,0,0,0,0,0.622671119,0.239614164,0.947162226,0.325146709,0.288314619,0.512792226
0,0,0,0.042895574,0.094199005,0.144650487,0.224303541,0.138191388,0,0.137702634,0,0,0,0,0.186435803,0.137318411,0.050939305,0.23848313,0.207689831,0.169102562
0.08791603,0.136370618,0,0.046598424,0,0,0.082180911,0.072636456,0,0,0,0,0,0,0.089559077,0.099686126,0.049009744,0.211415602,0.065534587,0.114058611
38.85900171,38.4467581,23.62416313,23.11096952,31.31310066,28.07849052,23.34930994,28.32609261,28.56361058,29.44535371,28.29361722,32.58426812,24.37881522,34.06998335,33.68914177,29.61154348,32.84135209,48.13390116,24.82519495,18.55313693
1.99837989,5.369951425,1.930317186,1.270804616,1.542854824,1.20301934,1.815340905,1.826137214,1.669891836,2.053735109,2.628832519,2.331846586,1.765768936,1.394779523,2.631697739,2.726613104,3.471546605,2.551727942,0.736965292,1.476111001
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.308145009,0.566768714,0,0,0,0
30.25714169,23.75324461,23.22810934,21.6287023,28.38199351,23.83085215,25.58451464,32.04394939,23.36712976,29.39007458,33.9905367,30.10030452,24.25122198,25.02394974,33.11113836,27.11654494,32.64035614,38.07657311,22.60541998,28.52457944
8.46814139,9.196675076,8.897081223,9.565188762,8.166376669,7.22992543,6.958614872,10.44461825,7.623700682,7.15277485,11.03058282,9.446217602,9.680073874,11.94337052,11.12953598,64.26430103,12.44164932,10.93880349,7.925023546,10.11868963
47.02614406,40.57751963,42.29765397,46.95010987,58.47827015,62.43799695,86.09741356,48.11048353,40.11033631,45.64444419,44.98666434,50.61821255,38.31685782,41.38791765,48.87588426,86.98756733,51.64764213,55.20549087,43.83415259,52.77072013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.793129706,1.337169633,0,0,0,0
4.423813721,2.598833545,2.859819813,0.877592373,2.014465576,2.739653977,1.783672626,2.104576581,2.791064369,1.423552946,2.239488877,4.166249915,8.243373982,4.269099466,0,0,3.006483562,3.397786072,2.005673411,1.706246666
4.115150971,1.933193792,2.641433977,0.733908265,2.434989227,0.951134177,2.329979226,1.68080489,1.414837293,2.108783917,0.771304029,0.95934556,1.108347801,1.2567995,2.643998658,3.250896114,4.638016206,2.795197195,1.174218275,2.993748999
0,0,0.203867572,0.706866751,0,0,0.069605725,0.160299725,0,0,0,0,0.297644652,0.306296165,0,0,0.123382404,0.124118865,0.200471293,0.512767409
4.034021293,3.281861515,4.608797767,2.753410001,4.437262177,4.468440713,5.896057747,6.635014723,2.230648442,3.193406653,6.759911302,9.443073345,2.664268387,3.44121933,4.13897966,4.40555445,6.321807797,11.23361795,5.457871723,5.153483701
1.262015748,0.504888034,1.679891044,2.052855567,2.22722689,3.144666191,1.097150402,3.16143507,0.678619968,1.551501116,1.549499096,1.496775102,0.78189138,1.523504045,1.108061188,1.315869874,2.044752594,3.93973023,1.831698547,2.440414181
0.364951419,0.05657374,0.596060943,0.115797195,0.233342466,0,0.158226237,0.191114291,0,0,0.20571717,0.221540063,0.258698334,0.354461301,0.544378566,0.510056072,0.598163948,0.888934837,0.052004632,0.156900904
0.319801564,0.251255039,0.291132906,0.015303986,0,0,0,0,0,0.104919802,0.065218752,0.048779364,0,0,0.284277033,0.251524144,0,0,0,0
32.08010178,25.29064498,29.01240809,26.65105199,20.51564077,33.46687864,20.38941985,23.20487629,18.81982294,25.50264987,24.13698253,24.29240512,13.1571112,19.10401003,35.04594012,23.07551717,12.32102402,42.18234917,19.8642967,32.18720261
0,0,0.172060893,0.310701246,0.666290403,0.219471711,0,0,1.23291504,1.037670019,0.690609975,0.68183771,0.631392114,1.905293429,0.985890697,0.882964457,2.356642862,2.063404399,1.076420112,0.978614276
1.846823309,0.076526014,0,0,3.454658493,2.857332064,1.493476034,4.253369835,2.566897998,2.087248086,3.408799567,3.230670606,3.34391505,4.087155817,5.39402285,4.779600989,7.677629445,7.194659901,4.837828809,6.93691102
0.936096425,0.745973316,1.369945584,1.433121331,2.283800672,2.511366805,1.607712152,1.815397247,1.225874354,1.706513029,1.715573109,2.254107524,1.138690688,1.484533518,2.054253464,2.384028422,2.268620497,2.205172559,1.196095864,1.69086017
0,0,0,0,0,0,0.276895915,0,0,0,0,0,0,0,0,0,0,0,0,0
7.189754361,6.697753287,6.781197265,7.193223042,5.573492942,6.237770252,6.834014589,5.853053696,7.030238952,8.022845436,4.721148515,8.26332616,5.21722686,7.20528512,5.882285463,8.793061012,10.60759593,6.047950384,3.562525397,6.084532195
0.598972222,0.04896146,0,0.669342282,0.032023931,0.881546093,0.600119643,0.618782076,0,0.119184123,0.105226149,0.212616876,0,0,0.910897026,0.443530908,0.924248688,0.513056298,0.686123908,0.474011637
0.48646095,0.437290165,0.809340355,1.209259528,1.319607852,0.554604765,8.788004977,2.550970755,0.836819649,0.363897953,0.481624484,1.999747916,0.366216905,1.276406547,2.781894755,8.877609675,2.597422148,2.90946253,0.574644247,1.396365933
0.059836441,0.028272301,0.036188858,0.006496839,0.063861314,0.146191113,0.155450944,0.13605482,0.034851398,0.088003235,0.002495343,0.133771903,0.027767935,0.03702809,0.147513179,0.114994312,0.197793877,0.151483186,0,0.093295112
1.812600855,0.688112849,0.745849373,0.531226538,0,0,1.351371829,1.719537326,0.892861242,1.084737901,0,0,1.014232596,0.975395759,0,0,0,0,1.044831006,1.294037458
8.939975214,5.421815308,5.695831899,7.269435248,8.631708219,11.20087475,9.628078049,14.03237289,7.346842722,10.71781854,8.340026294,14.20553958,7.136958307,7.640050063,8.345055241,7.697668038,12.92625749,11.23955381,7.088232412,10.90002585
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.440044408,0.317220082,0,0,0,0
0.094039075,0.092579568,0.141811729,0.40184659,0,0,0.068989634,0.129199522,0,0,0.092986681,0.071541621,0,0.019266054,0.10996742,0,0.1384571,0.019652648,0.050796562,0.04332126
1.806522736,1.204204534,1.129198285,3.400084303,1.648930665,1.93035724,1.853342839,4.089985226,1.475137365,3.607078863,2.342263785,2.30246404,1.89968108,1.812616644,4.173785669,4.314664636,4.54680563,4.255122339,3.783649135,4.297713229
0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.019587238,1.122139619,1.21068871,0.460810824,0,0
0.496436993,0.502171713,0.054155905,0,0,0,0.280419731,0.483584168,0.084633593,0.595125977,0.220651034,0.530262803,0.151544315,0.13408297,0.480274004,0.521616476,0.709737493,0.503410523,0.340842179,0.363253678
0,0,0.055171627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
398.0903817,56.85571065,75.20349324,59.53529129,287.6118416,128.556033,271.9096006,70.65984476,302.7608721,82.89106613,316.9877438,65.76269254,279.4170458,426.6907373,248.6253351,214.9812365,72.4098307,57.09507345,257.2377694,115.9529697
0,0,0,0,0,0,0,0,0,0,0,0,610.4425195,563.0388692,0,0,0,0,0,0
10.54276204,5.311301438,9.852505348,9.172247048,1.102274303,1.876736783,9.79620782,12.42294308,6.481746768,7.754280961,6.859339135,7.519980263,7.609660885,7.719208947,6.904589676,8.251624378,11.22804963,10.92693177,6.252081597,7.823123594
72.18823626,63.02993761,68.72423136,62.86052956,70.74405134,61.11151958,152.7562617,159.9798115,60.0752247,67.54534733,71.92077822,70.98432882,53.23676078,63.60477161,56.64643067,57.62723094,88.7348604,66.44999123,44.36988674,59.85843536
0,0,0,0,2.072014768,0.54714073,5.546670262,0.067464133,0,0,0,0,0,0,0.168222056,13.59201064,0,0,0,0
170.7422966,156.1085944,188.4926752,181.4114732,201.1721589,141.249436,93.39104543,117.0614007,164.0252818,188.7321874,184.8024705,196.7965347,141.1901806,137.5172477,182.1083046,175.1592558,220.5600643,217.6193782,153.108979,172.4776641
1.280937197,0.930335414,0.855031166,1.487677783,1.354844539,0.797923961,1.391331439,2.467564626,1.098483353,1.458332736,1.483049801,1.906287566,1.115954788,1.177920718,1.34366572,1.325788082,1.278348105,1.409470321,1.508443816,1.926455559
93.74177552,73.50234389,98.5584288,109.0599246,104.652962,104.1929266,81.04891412,111.8156282,71.08822098,79.38775081,0,0,70.41324135,83.53332493,79.59952608,72.8378607,97.49135293,100.0192668,71.9954132,84.99798554
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.137497715,0.082914598,0,0,0,0
0.157238301,0,0,0,0,0,0,0,0,0,0,0,0,0.017306568,0.101154091,0.064610625,0.110407769,0,0,0
0.317964915,0.520819401,0,0,0.190436617,0.636168569,0,0,0,0,0,0,0.673947498,1.073272674,0.857360072,0.760596526,0.643533585,1.437863525,0,0
10.02440417,5.91970106,4.090924071,7.288358672,3.489773254,3.109944918,6.51295582,8.510967105,8.116321613,10.00471767,5.866045242,10.57695774,6.588307372,9.115571647,9.533212185,6.716090572,2.776932325,8.09176644,4.81563106,5.419603915
6.780802644,2.241482183,3.191792984,1.884677415,1.031508305,4.025588548,1.620955251,2.697559884,1.426306798,3.712569883,2.646453887,2.84208372,2.206147893,2.082365761,2.509806815,1.817145893,3.003018114,2.961797042,1.994297064,1.974683127
13.09240091,9.077119334,10.91339548,4.521873157,9.060705745,10.11345438,7.180638297,12.38295384,10.68980606,9.974544471,8.179563555,12.09671845,4.910030943,5.809409551,10.07557088,12.10021451,6.473733012,6.595830403,7.061872584,9.913536338
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.67665538,0.994178468,0,0,0,0
12.85627919,8.096611864,12.564695,9.206852069,12.22066848,4.51626043,14.69523299,11.57631374,8.444622007,6.655608111,9.073921832,12.96084721,8.779508628,13.2865141,25.76413495,18.20804248,17.56011515,17.75811908,8.204629817,17.68371715
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.364212038,0.438685619,0,0,0,0
3.523987812,3.584980436,4.295292273,2.876049297,3.589387004,6.205336009,3.08126596,3.13961237,1.672390144,3.368687584,3.813401935,3.075300905,2.534123281,3.461678856,4.52394251,3.787454941,4.693879218,4.43755115,1.484453172,2.965540422
0.090648541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.227242379,0.06154395,0.221790118,0.634354013,0.667095116,0.503687161,0.500255165,0.68010272,0.144481699,0.368043888,0.348046636,0.420831791,0.347758416,0.36408215,0.220864398,0.420174339,0.483596256,0.759651773,0.260161896,0.514215064
0.477832663,0.331955165,0.298642352,0.335837793,0.433423449,0.364573366,0.305477976,0.45328375,0.287066955,0.211972458,0,0,0,0,0.506741947,0.712639548,0.661664806,0.200829982,0.229511926,0.209934684
0.206457854,0.202934593,0.189082306,0.067239699,0.031304566,0.070109943,0.108592256,0.32702058,0.041357219,0.045566132,0.196433958,0.210762848,0.131129396,0.173845086,0,0,0.02988186,0.042361276,0,0
0,0,0.030252501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.01984719,0.137461968,0,0,0,0,0,0,0,0,0,0,0,0,0.167755379,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.197541576,0.158780764,0,0,0,0
0.583340885,0.209495121,0,0,0,0,0,0,0.02064511,0.182674515,0.082450284,0.02880899,0.195047534,0,0.387129489,0.190958034,0.529506504,0.380261183,0.107332523,0.1465357
0,0,0,0,0.088640387,0.095595773,0,0,0,0,0,0,0,0,0.010968785,0.033334937,0.073629668,0,0.03549719,0.017821865
0,0,0,0,0,0,1.312909265,0.232543144,0,0,0.406709057,0.564578581,0.422576662,0.410359651,2.137144884,4.563107633,0.416297267,0.747809729,0.359859674,0.442105337
0,0,0.031158085,0.080438077,0,0,0.142461192,0.139436768,0,0,0,0,0.111727933,0.096916048,0.238071706,0.120481846,0.255652987,0.1871775,0,0
0.173887063,0.057591655,0.139341956,0.355394702,0,0,0,0,0,0,0,0,0,0,1.384901755,0.855079657,0.123455871,0.248138798,0,0
0.133031531,0.066835607,0.073424589,0.007832571,0.050301896,0.113887855,0,0,0.034117804,0.059382461,0.144180202,0.278407759,0,0,0,0,0,0,0,0
17.13897484,15.06665523,14.99222211,15.83602453,12.15348712,16.20776548,9.809911548,14.95826091,16.16859569,18.97456382,18.82631557,27.5957406,13.37663234,12.70439185,17.99848095,13.96597588,18.40984286,13.77614531,11.57249802,15.6760275
0.38463924,0.304246806,0.798905005,0.884716274,1.069159132,1.209630936,0.876624023,0.366278589,1.022546143,0.4815619,0.19192525,0.324617505,0.189336218,0.547121844,1.165861528,0.837600847,0.887099092,0.91352909,0.416549312,0.763641756
13.31372373,11.26662485,13.66719303,7.36782623,6.968695072,11.42704123,8.841092528,10.46038543,11.54786133,10.58987037,12.40682154,11.45268772,7.512690022,7.392708999,9.908529996,7.614013639,9.329816155,9.715917086,5.826695873,6.379109155
0.090767461,0,0.070836889,0.056361098,0,0,0,0,0.088875039,0.082816209,0,0,0.051953537,0.047758381,0,0,0.22919083,0.119726327,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.089405315,0.056819141,0,0,0,0
9.376423813,8.187218574,5.371757554,8.498745399,4.707206905,10.61556141,6.18533308,8.580319873,13.10930388,16.62980709,14.66708197,11.23258968,4.281786129,4.961069888,4.487738669,6.233675409,4.468902372,3.518382992,4.581060608,4.26785019
19.69707023,12.85694179,17.46419179,19.66173933,17.69515731,33.18896292,15.8848087,13.73116251,14.03481347,18.1983526,19.66013115,16.4151938,9.564996922,9.365957284,27.150784,20.24777899,21.95568866,15.73695823,9.936481178,15.66692796
