nc_rep1,nc_rep2,lpm_rep1,lpm_rep2,mpm_rep1,mpm_rep2,hpm_rep1,hpm_rep2,rlpm_rep1,rlpm_rep2,rmpm_rep1,rmpm_rep2,rhpm_rep1,rhpm_rep2,sl_rep1,sl_rep2,sm_rep1,sm_rep2,sh_rep1,sh_rep2
0.514248525,1.282216536,1.558182382,1.419482218,0.639771442,1.125031618,0.522561149,1.075459199,0.819853866,1.742905128,0.954231552,1.390629298,1.007561292,0.349991869,0.507999996,2.491421485,1.498182228,0.966793554,1.538944378,1.617898395
0,0,0.223114006,0.757601996,0.314045454,1.076089177,1.630052684,0.510879681,0.254327763,0.673806616,0.800531874,0.598666672,0.291580935,0.687464455,1.213457698,2.222898181,0.922308037,0.750243432,0.038929304,1.232160579
0,0,0,0.01447324,0,0,0,0,0,0,0.03200198,0.038020581,0,0,0,0,0,0,0,0
2.817076121,2.702786886,3.303044046,3.418457654,5.503141494,6.635921377,2.750303656,7.363961443,2.550772555,3.164500271,6.707539414,4.372795121,4.031581859,5.290005494,3.276307827,4.305152912,3.888647856,4.309534403,1.505007434,1.960702923
0.59104424,0.501767554,1.13921088,0.29557423,4.313507029,0.223921024,0.747302288,1.451952182,1.087025204,1.614611464,0.898414145,0.74422412,0.650324521,0.116116339,0.565073464,0.74605253,0.567238295,0.959769451,0.11840792,0.190916643
0.064771609,0.108051322,0.947803427,1.747609967,0.515321314,0.461501854,1.566600968,1.152718411,0.680380139,0.988390972,0.756616274,1.177036618,0.169468127,0.116711857,0.945493361,2.056890132,0.178193306,0.280647533,0.424318524,0.463183183
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.041879835,0.830506173,0,0
12.84306589,8.540058398,10.09180638,7.587404676,15.84187824,13.06788126,10.76445105,15.26789188,9.320278991,11.69959904,11.12016632,9.781568953,6.372614036,9.544247446,13.00332938,11.09294725,8.479118123,8.507078885,11.45510608,9.492475757
0,0,0.05282868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.988421103,1.145648538,1.332120223,1.802617298,0.88696473,0.389730696,0.629692058,1.525875148,0.991226445,2.293393202,1.040645168,1.195793742,0.661674244,0.770922275,2.440124905,2.211923114,1.232229931,1.727236775,0.488478559,0.629795779
2.533518646,1.661373661,3.616327038,4.423581369,1.857912265,1.332797894,2.58585892,4.018347358,1.885881926,2.412704006,2.614164452,5.441625904,2.048661379,2.371600142,3.695936903,3.610553122,5.039869488,3.893529441,1.963711127,3.723697636
26.61291283,14.16340784,18.38980063,18.02504578,12.4803714,31.86040642,15.91474962,19.13656523,16.05276504,26.41421436,24.87566242,16.48892123,17.31501037,16.61240502,16.72575519,16.92517911,17.16505415,22.26739523,8.095135147,20.16292846
0,0,0.140654718,0.261837151,0,0.158017137,0.325238982,0.569492481,0.357848565,0.226679012,0.362832835,0.37273549,0.118032254,0.121141101,0.497879694,0.377046391,0.410295112,0.436829943,0.335292741,0.426487216
0,0,0,0,0,0,0,0,0,0,0,0,0.147910946,0.327876094,0.521314343,1.611871493,0,0,0,0
0,0,0,0,0,0,0,0,0.199103798,0.508775358,0,0,0,0,0,0,0,0,0,0
0.205955748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1.460554602,1.48459431,0.180037045,0.195650214,0.221497724,0.3565965,0.318661282,0.745796249,0,0,0.38088817,0.617546691,0,0,0,0.505082433
0.589234018,0.399261664,0.788347279,0.918622432,0.668716735,1.553974482,0.422224526,0.424262987,0,0,0.267628224,0.712629751,0.531237496,0.704173069,0.452373283,0.842722545,1.808270462,1.569144996,0.483398689,0.666053314
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.159431139,0,0,0,0
2.330694451,1.282968459,2.165501932,1.979024006,2.692497477,3.147576957,3.660046941,3.554243663,1.183970914,1.045984923,1.737132213,1.479752741,2.098726536,1.826256328,3.471584915,3.953137803,2.293155865,2.567359044,3.372777325,3.074569468
0,0,0.19689213,0.151822489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033196306,0,0.019068502
12.31294819,10.96679559,9.725234132,12.0497617,9.679237634,14.1120144,10.56695615,13.14617706,13.19788026,11.84701008,11.56513048,8.924812933,11.60466602,12.08086341,10.10073185,9.306043769,9.823018632,11.49083862,10.38022273,14.6941043
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.065487017,0.365965638,0.07722403,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.158122722,0.7855709,0,0,0,0
0.947724131,0.67386391,0.865110512,0.625877473,0.715268179,0.235044306,0.627481036,1.168942617,1.279587978,0.657268941,0.550534863,0.423889311,0.824896378,0.540228933,0.613040059,1.54480164,0.408215844,1.691621606,0.617353571,0.483897047
0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.411548044,3.421538081,5.550953673,0,0,0
0,0,0,0.152217008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.791223896,2.173527151,6.40694869,4.610245591,4.222793896,10.85403627,0,0,6.36194154,5.705267612,0,0,6.064081428,8.653161986,0,0,4.112792995,1.316574088,10.65342581,5.442021875
0,0,0.01304975,0.114489644,0.018168231,0,0,0,0.010108836,0,0,0,0,0,0.030497892,0.046049755,0.03355662,0.020187865,0.010174467,0.010903732
0,0,0,0,0,0,0.224510824,0.299359452,0,0,0.254121789,0.25355728,0,0,0,0,0,0,0,0
0,0,0,0,0.167977801,0.193137601,0.054763091,0.516443898,1.227691305,0.119702365,0,0,0,0,0,0,1.911818031,0.230786296,0,0
2.345229084,1.888360389,2.797852971,3.384979831,3.255796772,0.597704884,1.596081257,4.246514537,2.063943157,1.523170558,2.547616715,2.815303318,0.587451433,0.564293233,7.082813217,9.461320641,8.198694118,7.913987387,3.995381518,8.125641971
236.7823831,235.1356918,226.4292875,165.9012093,148.1525918,308.8114178,132.6843308,127.0401031,105.2207874,265.8465837,169.5785986,230.246404,134.616945,158.5004409,228.6363418,144.114823,162.6126546,166.0161539,57.29580718,117.3675347
0.865524176,0.495517195,0.444892999,0.55531479,1.143387836,0.026234313,0,0,0.272781175,1.357333146,0,0,0.034135445,2.440529262,0.675187656,0.890606355,2.033108691,1.283728987,0,0.58718511
0,0,0.042644757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18.47483974,15.54318638,21.62720655,16.79639842,13.3106892,14.79708382,8.350982728,16.8126191,17.0884273,20.54541263,15.12779708,13.40321174,8.641829445,16.45286943,20.76427269,15.76155373,18.00646478,16.36319162,17.03314447,21.08280934
15.26268587,9.235681076,12.41895611,10.37361618,8.690171858,15.6150089,9.573954081,17.29820273,8.215004782,10.51063694,11.8466786,11.40172907,8.99167796,8.613947893,13.36047538,13.97898337,14.44537102,11.49578517,8.406543964,7.946381013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.095592288,0,0,0
5.196263393,3.94054598,5.528955305,4.699519785,3.999790777,4.891957079,3.777852938,3.025700163,2.003529525,1.817301633,2.550471574,4.481326224,1.595644615,3.361207966,5.49809142,6.715358901,4.33458163,4.836638907,2.027209497,5.340520631
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109401298,0.09147515,0,0,0,0
0,0,0,0,0,0,0,0,0,0,2.155713545,0.819057454,0,0,0,0,0,0,0,0
0,0,0,0,0.165868477,0.069145232,0.080432822,0,0,0,0,0,0,0,0.214406415,0.276774928,0,0,0,0
22.46261447,35.70787891,39.2538249,36.24396986,34.37954596,55.59354002,57.72378723,41.65736272,41.46282946,34.77748715,26.93411388,28.05003163,32.1024594,21.80888125,25.04914404,43.58077123,30.44742101,56.0770732,27.96276151,32.67645184
0.341960272,0.263708762,0,0.415091183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.550571894,0.242814704,0.448631035,0.590472139,0.142958533,0.185577927,0,0,0.158506292,0.169211742,0.299317154,0.652953908,0.234844474,0.349285528,0.666842601,0.903044764,0.392413404,0.55199555,0,0
0.13358649,0,0,0,0,0,0.148944553,0.038580476,0,0,0.13399131,0.206675313,0.093681388,0,0.068980898,0.131595117,0.118393546,0.246832909,0,0
0.069208637,0.050630729,0.046239279,0.010732855,0.05217956,0.383389386,0,0.015179916,0.022493858,0.014610967,0.026505885,0.043607602,0.010741893,0.022984086,0.009240366,0.045466857,0.036137686,0.03344858,0.020587773,0.009481722
11.27107928,5.974309461,8.177175597,7.341787924,9.093381981,18.20683758,8.680217671,10.70843298,12.74591361,12.8811906,10.59447857,13.29912597,11.49189789,8.289396472,14.38718276,12.84245422,6.479277728,8.128766644,5.631825243,7.648577852
3.440611872,1.522267924,3.408287551,1.437179249,0,0,0.959514304,1.771523338,1.319106669,1.752118317,2.614262896,1.447117515,2.162523157,2.200495172,2.650149118,0.398541263,2.394624166,0.744792333,1.309752612,0.214658173
1.21373434,0.588671044,0,0.086857478,0.771293293,1.045422185,0,0,0.263321672,0.401948426,0.691043126,0.616035985,0.354381113,0.04124056,0,0,1.054355446,0.422791631,0.054555239,0
0,0,0.298175098,0.041479811,0.468708907,0,0.081030489,0.505098379,0,0,0.207695883,0.638100001,0.063209692,0.260043021,0.347130535,0.607075664,0.392371818,0.504310796,0.413326369,0.614012212
31.7330676,22.36594685,20.8573492,26.18484232,0,0,43.1356506,33.18078636,25.7916242,30.08912533,34.29768011,28.33084637,25.6790511,21.94406027,26.3393427,46.90824893,0,0,28.42806049,40.37218186
0.31118649,0.161682223,0.227842176,0.100533788,0,0,0.628897472,0.582654654,0,0,0.216299836,0.457565396,0.589492925,0.461873816,0.302742389,0.714680098,0.516767519,0.603637545,0.162762866,0.390444761
13.52910056,5.966414271,5.227019921,5.005554425,1.757566958,1.677079068,6.448582846,9.981542847,4.86477364,10.36276524,5.724286748,8.472907201,4.00241769,7.228180305,6.125298504,6.851205841,4.124714134,4.746512743,5.062154146,8.1167906
0.205347936,0.169427029,0.406199879,0.878787205,0.175537228,0.501815955,0.518979755,0,0.303328669,0.193845508,0.285515389,0.260756546,0,0,0.359641129,0.360941497,0.437381049,0.33296226,0,0.319079542
0,0,0,0,0,0,0.228207376,0.155729527,0,0,0,0,0,0,0,0,0,0,0,0
0.325721123,0.054741867,0.188570551,0.020896023,0.380446492,0.236021492,0.085997227,0.308008553,0.256803359,0.285320963,0.281046059,0.356038398,0.076034635,0.057410893,0.089594023,0.395289391,0.308369373,0.307081903,0,0
6.395634872,5.028296455,6.810345043,4.040559009,8.839897299,3.556123672,5.439689058,6.275911346,3.500243187,4.227126518,3.973569345,5.812865161,4.153949853,2.336526668,5.493758142,5.904504699,7.593765617,6.026977006,2.989225822,5.545591197
0.267291899,0.105720361,0,0,0,0,0,0,0,0,0.422952218,0.330428961,0,0,0.329420007,0.19156776,0.225184773,0,0,0
0,0,0,0.122537848,0,0,0,0,0.097010439,0.518403141,0.145568254,0.05923131,0,0,0.121373726,0.160642461,0.27705559,0.2326462,0.051716488,0.095131565
3.433476689,2.185087965,0.868281168,0.621154507,3.09375678,3.036136224,1.830656836,2.861744279,2.616750601,3.72362571,1.774442262,1.923960463,1.809636708,2.08273111,3.344382231,3.093424229,2.537816453,3.548952679,2.145497891,1.948542627
4.274107002,2.714441691,2.444964601,1.117336416,2.406336557,3.285422489,2.629273251,2.730236806,3.041917213,2.970677797,2.608454735,2.875369483,1.173432505,2.419582604,1.772171028,1.706094475,2.167290815,2.479607224,1.265271737,1.029902599
415.003409,530.9703602,441.4998416,332.3885623,308.0101039,402.7043931,394.3103776,314.02979,284.3869517,447.4500656,341.0374661,356.6021957,293.1971158,264.0983911,286.1990511,240.4921698,335.7464076,295.4970802,314.2048791,354.8159217
8.971964619,8.04397726,7.014490743,11.30919169,7.145366214,9.835476287,9.731143902,7.226398457,4.543400372,5.602425383,5.62269316,10.30915372,8.810374041,8.337500716,6.772983821,6.412772242,9.253021841,11.76092032,1.414765044,8.190579605
152.336166,138.8895598,187.2689135,209.0954907,145.9091487,303.904699,133.5595268,168.5260834,129.1511721,145.6720428,148.5117113,156.4539277,170.8655771,170.9101181,108.6534579,157.5613124,320.2766503,217.2129597,128.9753293,217.5452091
0,0,0,0,0,0,0.17145782,0.358749186,0.415866093,1.590196512,0,0,0,0,0,0,1.34607681,1.389783047,0,0
0.190654744,0.035371393,0.169646745,0.035161858,0,0,0,0,0,0,0.724917499,0.609866735,0,0,0.828494848,0.535843415,0,0,0.316659438,0.658889494
0,0,0.089631644,0.110631241,0,0,0,0,0.249535554,0.249769568,0.132189796,0.940957074,0.130728389,0.077716974,0.364086233,0.649943462,0,0,0.124971197,0.372890919
13.64537763,10.26844719,12.08965296,13.02704359,15.95283113,9.522153183,7.844059951,10.09728313,9.248963651,9.885176533,9.746782462,11.90155762,12.76053926,7.93415576,8.074574807,8.344302721,9.215733626,5.805074716,8.850072079,11.17589085
0,0,1.160682335,1.206779689,0,0,0,0,0,0,0,0,0,0,3.104723986,1.850721468,2.18406358,1.537882792,0.46329265,0.797839485
1.373787075,0.644538916,5.527842794,1.685952159,0,0,0.477373394,0.875341615,0.460426824,0.192071969,0,0.74843092,0.288919704,0.293411535,2.005399247,9.05564965,2.676572967,4.149958659,2.230660411,2.289444523
0.103826168,0.125317351,0.036355735,0.0803603,0,0,0,0,0,0,0.139376164,0.018557626,0,0,0.352875623,0.084573053,0.342607993,0.401640177,0,0
0.420962609,0.374297824,0.254553556,0.250937133,0.335784905,0.044297691,0.158548678,0.34506144,0.255747256,0.317486511,0.507328055,0.914903104,0.03340148,0.114133714,0.70555555,0.643691739,0.433846293,0.621336306,0.252285964,0.575554243
0,0,0,0,0,0,0.164145326,0.150827988,0,0,0,0,0,0,0,0,0,0,0.625976543,0.695477921
0.164584898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.898734331,3.178002163,3.347878224,1.867318544,2.879410425,3.553836642,1.513858889,2.739034439,1.869075126,2.155886348,1.513370368,2.86756305,3.243663218,4.311114565,2.820824368,3.353736556,5.117218275,3.079327101,1.017937579,2.739871804
38.30007901,33.75945868,32.36515911,32.80601166,31.99588769,45.28943051,31.22492301,38.86268611,35.80756843,42.79296203,41.52047227,43.95997575,27.17006926,36.37898709,29.7703206,27.32954253,23.38206682,33.1468401,25.52954663,26.85770897
0,0,0,0,0,0,0,0,0,0.132497182,0,0,0,0,0,0,0,0,0,0
17.85645718,14.47639575,15.44498501,11.480526,0,0,0,0,0,0,18.56150282,17.88106844,0,0,17.49596046,12.51482814,0,0,0,0
0.315097628,0.166118568,0.165352454,0.123991935,0.690285489,0.418214614,0.051915249,0.446725514,0.261879467,0.238114883,0.404307038,0.89160307,0.115950661,0.537440104,1.308090904,0.296204861,0.627079641,0.308170145,0.585294898,0.335897149
29.77221349,25.33980194,22.02771038,23.38037018,23.42934905,24.24459666,19.98901765,22.24430046,25.48047128,29.33364379,26.26469877,34.29734647,25.19541196,27.25744808,30.82218896,25.64588597,26.51760364,24.21040057,15.62294704,18.91960027
0,0,0,0,0,0,2.025503119,3.432219353,0,0,0,0,0,0,0,0,0,0,0,0
0.316048986,0.088693066,0.238733655,0.436474156,0,0,2.967375313,3.772356404,0.469329886,0.382381915,0.247319351,0.297826261,0.477356693,2.881383351,1.016782778,0.591393513,1.013310687,1.224667165,0.084876511,0.348545511
14.28093748,10.17351692,17.14490124,21.6332111,17.65004459,19.28319704,16.41568421,24.42657042,11.70457338,18.32733726,18.74066981,22.05317318,15.67452585,12.15661238,18.6666445,18.55030198,32.5502545,38.01424656,21.44857571,31.8988547
19.86620051,18.48884436,30.37265258,46.47781332,48.60833985,27.4693089,37.74628532,50.57953347,20.45546525,26.09635932,35.53117589,43.0275407,23.15270494,33.53048512,40.82297584,50.02516793,52.50845927,64.12313351,41.82995191,73.5606897
19.96133628,13.41994407,17.82464524,28.00977816,20.87987107,17.05854063,21.56091586,25.88446386,14.98076376,25.06102715,26.48324312,22.44566329,18.15955611,20.44734846,27.77281911,30.11477062,32.53362036,35.91295158,23.29696526,28.45095588
46.0800716,40.11884666,73.6281782,95.02741915,103.510513,84.65129519,82.31909999,171.3938832,66.95011431,71.3976122,86.553405,134.0321174,74.45612433,125.6434152,126.6575302,123.3191036,235.2345707,263.2257796,159.2731234,175.2323433
0,0,0.506603963,0,0.806054468,0,0,0,1.679203712,0.517147844,0,0,1.210993525,0.825115664,5.908984048,7.377521271,1.390891976,1.681332779,3.16638094,6.628519303
3.737118383,1.862325058,11.14735646,19.30441711,30.99487314,13.97687172,40.16804497,30.8054255,2.808325407,1.735189082,4.105089726,1.856738401,0.361125327,1.715921023,4.946716707,37.57700315,29.82918519,24.35879711,15.00930732,19.49452581
16.20479435,14.1004343,32.43969732,35.63415498,42.22793896,33.56736242,20.59129074,42.10866986,23.51929944,27.08101895,30.88956964,30.96877019,20.17309897,25.81432074,33.89042953,37.17702294,36.35115723,59.89976803,32.71820251,38.16512955
0.471212798,0.578820854,0.401816588,1.438644608,0,0,0.172931834,0.172970602,0.919990597,0.485558121,0,0,0.236764448,0.551688703,0.591219906,0.712826531,0.389918282,0.551936191,0.769023965,0.475194577
3.21215387,2.341017978,17.11263844,9.635187846,4.896192599,9.325052783,7.717271678,6.069338357,8.153569115,11.22961121,15.13567255,15.09026865,15.2881006,26.47073056,19.44314001,8.11699689,36.15154746,31.87656574,25.03009726,19.90814131
23.90154313,16.79513801,35.4846389,40.87337784,38.08000778,30.8832209,27.64928643,48.236164,27.50523643,23.81263997,31.62198853,44.18007379,28.41440715,30.5200119,43.1007426,42.59870599,81.68891271,71.16207597,38.96131964,50.67120785
17.61993906,14.28653522,18.82256727,18.77350619,12.55840421,7.970507313,13.44347229,19.10571639,15.71776464,17.59373704,17.28075421,22.692867,7.606744468,11.36197897,14.62131957,17.06338365,13.28569369,18.91462277,8.574521166,11.16017346
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.057315992,0.045792857,0,0,0,0
0.753369663,0.64294108,0.695152264,0.726017869,0.762770648,0.594378295,0.625166373,1.517077516,0.298763579,0.414190451,0.715870551,0.864172131,0.469871223,0.76240965,0.458404927,2.95375634,0.911287915,0.96767404,0.719612628,0.151499086
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105133011,0.088199795,0.057102988,0,0
0.809645119,0.334474107,0.653288489,0.566823496,1.482135549,0.908491464,0.847500722,3.146353414,0.369102308,0.85678056,1.525282019,0.987340296,0.380227858,0.613432632,1.709058926,1.031331102,1.678939965,1.281750367,0.828402946,1.304543291
0,0,0,0,0,0,0,0,0,0,0,0,1.048549102,1.147645489,2.50736061,2.017461188,2.553757511,2.939240769,0,0
1.710858425,1.151099979,1.484311676,1.317696112,0.658353003,0.39684128,1.249918179,2.069386049,1.178633619,1.379329636,0.721796844,1.119030484,0.718289187,1.158581594,1.486594012,1.221809485,0,0,0,0
0.734025388,0.421311803,0.125457823,0.070613407,0.041699998,0,0,0,0,0,0,0,0,0,0.420041436,0.294570796,0.222745098,0.365352277,0,0
1.725525191,1.190293961,1.107838081,1.391302233,1.150618063,0.679788468,1.328110039,1.560494405,1.425284763,1.692117421,1.926832643,2.285441679,1.570247484,0.704465348,1.813616737,2.448903262,2.091466825,2.75226113,0.934183761,1.368736417
8.665151732,11.74127618,9.030137494,9.369619664,11.09285063,8.109600317,4.886127543,11.65400712,3.859091076,9.078101131,16.39673249,11.63700628,9.886774924,10.28590529,10.14965596,8.056349484,13.46922379,9.319698329,7.487258308,6.912011367
0,0,0.674682069,0.351021169,0,0,0.549277661,0.779321737,0,0,0,0,0,0,2.603112081,1.480089393,2.355256683,2.975548455,0.729025328,0.804937127
0.543049561,0.50337103,0.26018731,0.42183409,0.679897373,0.8522929,0.625131826,1.199448694,0.172758004,0.367698394,0.517339749,0.664912929,0.260168694,0.395721347,0.41220659,0.318927315,0.371925679,0.247416602,0.309551889,0.290597979
0.267780791,0.109301393,0.13405753,0.065955819,0.233708244,0,0.048166876,0.323730037,0.22739146,0.159019651,0.164223278,0.285325126,0.069639176,0.124937074,0.050953062,0.178495236,0.040859011,0.268845062,0.03127108,0.157024989
0.588797979,0,1.103221161,0.211902217,0.11617987,0.375946143,0,0.18649839,0.077436195,0.086238909,0,0,0.03518171,0.206848251,0.908031471,0.755775626,0.89274084,0.97054304,0.099951772,0.261628349
0.396187666,0.413397815,0.360119689,0.102891889,0.257508249,0.121087841,0.29890249,0.860625575,0.335386505,0.176950821,0,0.577307404,0.062795317,0.681777194,0.636418794,0.860363949,0.396045193,0.743832702,0.031533611,0.081729596
5.103109609,3.438355469,2.130012843,1.34035282,0.546388124,0.343428735,1.243354209,3.739450972,2.684318478,3.894645541,3.265859752,4.539440781,2.264354715,1.341803963,3.863606815,4.897887822,0.638335414,1.584380374,1.784421609,0.474689966
0.011807936,0.091415967,0.037172318,0.080243072,0,0,0,0,0.004431999,0,0.071245457,0.059983764,0.065778569,0.027370706,0,0,0,0,0,0
15.47938403,10.27408661,22.85319326,14.59159638,36.75345013,27.08675117,30.46142959,29.93251751,18.12522516,16.86013683,19.30573492,11.1360935,21.43201894,16.89615917,13.32413175,11.29944111,5.432435372,15.25912138,8.700023829,12.80057254
0.699432961,0.854381801,1.39052703,0.07090197,0.56884694,1.182935059,1.025902532,1.604939589,0.333535485,0.740890152,0.61268218,2.445581978,0,0,3.55601395,0.993853281,4.436465784,0.871671373,0.758266594,0.326549438
0,0,0.226407037,0.256325146,0,0,0,0,0,0,0,0,0,0,0.708351213,0.176909949,0,0,0,0
88.99423588,85.33761043,62.34954548,87.43009512,64.18076107,123.8094063,66.06118139,126.1032124,79.06463734,127.91362,80.99332185,131.1047051,72.72085625,135.2033726,155.5507114,101.3527105,75.73527404,89.14081124,75.10309817,77.96817648
2.51317016,1.719177735,0.941873745,10.82562314,7.921061045,0.589242873,3.600625734,9.2990979,3.47662282,2.980121316,3.452606879,8.840676933,2.624896758,3.319192866,5.285551111,5.306729388,10.07003572,14.04029114,3.350579575,8.53785118
1.544238678,1.804051033,2.289213113,9.982252544,9.323334897,7.538674474,8.227534019,10.62148494,3.399402388,3.694949658,3.402991406,5.364971069,2.679701093,3.79219764,7.966242851,8.349180528,13.75380633,11.63230998,10.35226211,16.25674367
16.51794962,8.996287621,11.67134897,12.57954543,14.99083298,16.02355562,18.25820226,24.54425304,16.60466401,11.54873307,12.27884512,13.66667886,12.60378185,18.8897452,16.63419721,19.05434209,17.36743628,11.66495722,8.61037907,16.01850114
45.94265325,51.31873835,45.47164678,72.33238621,83.13663584,93.17983781,91.67678852,55.38166993,48.79082131,56.87532222,63.26957234,69.89576511,60.16689652,47.16651613,91.66281364,181.543866,99.71478399,118.6479789,36.82265182,82.59322502
6.74829792,7.737662666,0,0,0,0,0,0,0,0,8.931572677,7.668194067,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.046607495,0.018969035,0,0
2.175702411,0.842322838,1.493545514,3.379343834,5.612753196,4.580921004,5.375546399,13.06619858,3.327859929,1.302975328,4.284748928,3.195758503,0.879238947,4.182146477,2.744362974,3.449748067,4.069682829,2.074781467,3.260721377,1.76878533
0.490081395,0.48103328,0.280630805,0.823261362,0.292659589,0.741704606,0.555427065,0.890331868,0.236680623,0.315183214,0.240477534,0.842932128,0.549987627,0.564877791,1.471287754,1.511307361,1.87037128,1.095364315,0.261207752,0.357744319
0,0,0,0,0,0,0.030574284,0.088837811,0,0,0.103099771,0.061784664,0,0,0,0,0,0,0.03043653,0.028846372
67.85559433,40.89896668,36.46142323,45.933376,54.34862791,50.69513768,49.28275143,43.72309261,45.32044426,88.56754252,90.1131183,90.12418458,57.19944229,52.58098375,66.9309774,40.06631092,54.96892694,62.46208159,42.48521241,38.38517299
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.837371079,0.593856805,0,0,0,0
0.143205774,0.345311196,0.129295985,0.137845216,0.126681378,0.806219642,0,0,0.541985227,0.189503792,0.054162574,0.06844507,0.029563961,0.309827869,0,0,0.213887415,0.374295642,0,0
0.635401297,1.337106908,0.307798315,0.183789864,0,0,0.217140752,0.520077206,0.52346368,1.085359792,0.266377993,0.377831356,0.888243384,1.486847393,1.555996355,0.563622529,0.677425661,0,0.120949989,0.027868585
0.1216377,0,0.589741882,0.882101171,0.297292786,0.207585393,0.265472303,1.725707094,0.17397309,0.543831545,0.359810622,1.867905937,1.064054718,0.646046092,2.00379174,1.02986776,1.412516367,0.41739989,0.289488539,0.622987668
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.162728577,0.310326114,0.169210867,0.18405128,0.145721824,0.117987958
0,0.25485487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23.77073143,18.91838032,8.64231629,7.568580445,13.62160114,18.72744876,11.06339961,10.51339974,25.86998022,27.99197307,13.48379232,13.81630216,15.89325712,20.98928235,25.39301064,25.35077862,11.28308094,12.4831168,13.95960988,11.21228901
0.070383299,0.100522694,0,0,0.084479044,0,0,0,0.056682068,0.049084419,0,0,0,0,0.198694787,0.04607577,0,0,0,0
0,0,0,0,0,0,0,0,0,0.07410629,0,0,0,0.140086867,0,0,0.156901597,0.746523626,0.484764704,0.134507761
0,0,0.025148303,0.159216917,0,0,0.236210813,1.145634602,0,0,0,0,0.039899014,0.12205082,0.238588903,0.456099392,0.727341966,0.293310704,0.186008605,0.390990733
0,0,0,0,0.279113582,0,0.162659796,0.145092389,0,0,0,0,0,0,0,0.123587383,0,0,0,0
1.397967418,1.30411629,1.693463674,0.604077436,0,0,0.982822157,0.566487576,0.91835534,0,2.044472504,0.701202001,0,0.305078336,0.326896921,0,0.714200989,0.375700463,0,0
0,0,0,0,0,0,0.352197324,0.05107083,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.52284572,5.621953388,0,0
0,0,0,0,0.053626824,0.179355127,0,0.075444843,0.135192535,0.166217455,0.191541321,0.212172343,0.02710688,0.099496627,0.234486267,0.664154141,0.157525378,0.177185467,0,0
0,0,0,0,0,0,0.061505556,0,0,0,0,0,0,0,0.327847447,0.30637509,0.406940559,0,0,0
0.388656084,0.387146306,1.277607202,1.055013561,0,0.157790513,0.766832979,0.366952693,0.164036638,0.167069675,0.380670778,0.231623372,0.11241086,0.290147753,0.694498701,0.738483798,0.221331196,0,0,0.302121307
1.262451787,0.869645836,0.615930383,0.273830553,0.310643711,0.692720583,1.194297166,0.709260588,0.251397929,0.761205235,1.639574805,1.690526432,0.256146469,0.51055044,0.680527373,0.607571574,0.559392522,1.140872586,0.428459258,0.177159792
3.613970403,2.16300023,4.278493362,3.271019971,2.796622498,4.505033192,2.146072894,5.321539567,3.474692309,3.027799572,4.244190248,4.542151348,1.895184938,2.583867732,3.837677037,4.735782019,3.5048149,6.97364799,2.445807832,2.502042891
0.054572261,0,0.406300005,0.066448405,0.073676378,0.09838595,0,0,0.007776892,0.088765626,0.101731408,0.152821768,0.480370324,0.719773458,0.187693851,0.087255847,0.26280567,0.174969412,0,0
0,0,0,0,0.1691361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.88895057,6.586092736,7.044306028,5.603420992,3.95931126,7.213084573,4.745635542,8.892007436,11.88399732,9.5882815,9.144308862,11.69880721,8.770759377,8.670211592,8.846876821,6.931770961,9.102066951,11.95680375,6.656336771,5.109309566
0.360762802,0.277600538,0.209285499,0,0.138447262,0.07869878,0.349640831,0.428170507,0.246991822,0.257232251,0.050737728,0.206415099,0.102175452,0.098472433,0.527115344,0.824755954,0.875302709,0.548097668,0.207984378,0.265681781
0,0,0.011356508,0.613884071,0,0,0.273061174,0.594925638,0,0,0.014392425,0.446311121,0.100485145,0.039188519,0.611649216,0.85703078,1.241073753,0.072532271,0.301078325,0.47638579
