Bcells_H9_ne,Bcells_H10_ne,Bcells_H11_ne,Bcells_H3_ne,Bcells_H1_ne,Bcells_H2_ne,CLL1_ne,CLL10_ne,CLL11_ne,CLL14_ne,CLL15_ne,CLL16_ne,CLL2_ne,CLL4_ne,CLL8_ne,,,,,,,,,,,,,,,,,,,,,,,,,
18.8477,15.8045,22.9808,16.6872,17.7287,16.2472,25.2506,23.4696,16.1998,17.4712,17.7345,18.8857,15.8722,21.6987,23.0617,,,,,,,,,,,,,,,,,,,,,,,,,
19.5265,19.5407,20.1111,16.8835,16.4343,16.335,16.0967,18.0958,17.292,17.1775,17.6485,19.0822,18.7243,19.4694,19.743,,,,,,,,,,,,,,,,,,,,,,,,,
22.4247,21.8868,22.7754,22.3492,22.4322,21.4867,23.0876,22.0125,22.2461,23.1587,22.7751,21.3953,22.6588,21.3341,21.7378,,,,,,,,,,,,,,,,,,,,,,,,,
21.1476,21.2431,21.5019,21.1663,22.2763,22.0282,21.7209,21.164,16.7885,21.6851,20.6895,20.9221,21.1164,21.5704,18.4545,,,,,,,,,,,,,,,,,,,,,,,,,
21.7243,17.1715,17.207,17.2043,22.6191,20.9089,16.8676,18.2385,20.473,17.2783,20.1583,21.3099,18.675,20.7962,22.0447,,,,,,,,,,,,,,,,,,,,,,,,,
20.0485,20.7302,20.2603,18.594,20.24,20.3351,20.5673,19.0615,17.9291,18.4626,19.2114,18.1348,17.7345,18.1689,20.3103,,,,,,,,,,,,,,,,,,,,,,,,,
25.0065,24.9442,24.6611,22.6676,22.2246,23.0901,25.1552,24.0733,22.777,22.6673,23.8639,23.9445,23.6023,23.0483,25.0255,,,,,,,,,,,,,,,,,,,,,,,,,
18.5775,16.4624,18.3679,18.0741,17.5872,18.9145,16.8586,18.2138,16.933,17.5417,17.6335,19.3184,16.5019,16.7834,16.8197,,,,,,,,,,,,,,,,,,,,,,,,,
26.2692,25.9607,26.7495,26.4125,26.4778,25.8444,27.6888,25.8126,25.3466,26.4928,25.7962,25.6515,26.0822,25.3085,26.7173,,,,,,,,,,,,,,,,,,,,,,,,,
18.4032,17.0312,15.7384,23.1598,17.4148,18.2575,19.5468,16.9397,18.1172,15.6292,16.6201,18.0112,18.0702,16.3729,18.8791,,,,,,,,,,,,,,,,,,,,,,,,,
18.9226,20.6182,18.0019,20.2333,18.351,17.0429,17.6161,19.5066,18.7841,17.8311,18.8795,18.1028,18.009,18.806,16.9999,,,,,,,,,,,,,,,,,,,,,,,,,
20.9489,16.9627,21.5822,21.9748,23.5571,21.7485,23.7723,23.5921,21.6122,23.6141,19.2987,21.669,19.3867,22.203,22.7043,,,,,,,,,,,,,,,,,,,,,,,,,
20.9574,21.8927,20.3657,21.7418,18.6252,18.1508,22.768,22.7172,23.6081,22.199,21.9516,20.9293,24.5026,21.9636,21.2926,,,,,,,,,,,,,,,,,,,,,,,,,
28.4714,27.997,28.2553,27.8137,27.9438,27.7348,29.1637,28.4053,28.3705,27.8367,27.712,28.104,28.985,28.9662,29.4387,,,,,,,,,,,,,,,,,,,,,,,,,
23.5653,23.7241,24.0026,22.6129,22.7485,22.175,23.5649,23.4613,23.2755,23.0782,23.2749,23.6385,21.8828,23.9423,22.7667,,,,,,,,,,,,,,,,,,,,,,,,,
26.0744,25.325,25.642,25.6379,25.2732,25.2672,26.2221,25.821,25.3099,25.1797,26.6849,25.8176,25.7418,24.9375,27.5711,,,,,,,,,,,,,,,,,,,,,,,,,
25.1701,26.2043,24.9781,24.6325,24.0028,25.1061,26.8612,26.6949,25.7229,26.8234,27.1532,26.725,25.2587,26.8551,27.4503,,,,,,,,,,,,,,,,,,,,,,,,,
20.7634,19.9456,20.2958,17.5184,16.7371,17.2065,19.4978,16.1839,17.5184,17.009,17.9985,21.7124,17.7575,19.677,20.2737,,,,,,,,,,,,,,,,,,,,,,,,,
17.6601,18.7866,19.3376,19.0601,16.0909,17.7903,21.0243,20.8578,21.314,21.9132,21.8091,19.1668,19.9557,20.1211,21.1043,,,,,,,,,,,,,,,,,,,,,,,,,
29.306,28.8377,28.5789,28.8385,28.6714,28.6895,29.6488,30.0297,30.1571,29.8461,29.5809,29.0231,30.0006,29.7595,30.0701,,,,,,,,,,,,,,,,,,,,,,,,,
21.4689,20.1227,21.0612,21.164,19.9227,21.3796,20.9576,20.9722,21.0693,17.1949,21.2028,21.2163,21.4364,21.1155,19.7484,,,,,,,,,,,,,,,,,,,,,,,,,
22.4805,26.1013,25.639,17.3804,17.4292,20.2179,18.8071,16.9801,16.6909,17.9039,17.4463,18.1009,20.5546,19.6086,16.5629,,,,,,,,,,,,,,,,,,,,,,,,,
18.7907,18.0031,18.4124,16.3236,18.067,17.292,16.9175,21.8047,20.7812,21.9615,20.7827,16.0985,16.431,19.7703,17.0503,,,,,,,,,,,,,,,,,,,,,,,,,
22.8862,23.8949,21.8064,21.2026,20.9329,22.0635,26.1079,23.1785,23.4024,22.6014,24.0396,24.4215,21.7837,22.2985,26.1265,,,,,,,,,,,,,,,,,,,,,,,,,
23.0565,24.1665,24.2712,24.6508,24.0622,25.0793,23.9333,24.4479,25.8579,24.8763,24.6171,25.7945,24.7665,26.3213,25.0518,,,,,,,,,,,,,,,,,,,,,,,,,
20.8766,22.2578,18.9905,15.8355,21.9238,23.3471,23.3798,23.8005,23.3923,21.1039,24.4157,24.3178,18.3944,21.009,23.0733,,,,,,,,,,,,,,,,,,,,,,,,,
22.0976,22.9494,21.8668,21.598,21.159,22.2865,22.9669,23.3356,23.0167,21.128,23.8971,25.0442,20.807,22.4965,23.6029,,,,,,,,,,,,,,,,,,,,,,,,,
22.7748,22.0092,18.7916,16.5866,17.5526,16.2838,16.6924,17.2832,22.1915,21.337,17.2902,19.3139,18.2345,20.5402,19.0057,,,,,,,,,,,,,,,,,,,,,,,,,
20.2779,23.1096,22.9079,25.9225,27.1609,25.9629,23.2698,22.217,23.1966,22.0267,22.7217,22.6941,20.1829,23.9052,23.1249,,,,,,,,,,,,,,,,,,,,,,,,,
25.2106,25.1318,25.0404,25.711,24.9915,24.6201,26.0712,25.7042,26.576,26.0991,25.0217,25.9464,24.9117,25.2831,26.7442,,,,,,,,,,,,,,,,,,,,,,,,,
24.7599,21.4251,21.1127,22.2055,22.5684,20.677,17.7321,20.9178,20.0018,24.8025,20.0763,20.7804,18.098,21.5854,21.4153,,,,,,,,,,,,,,,,,,,,,,,,,
23.2114,24.4342,24.0702,24.2747,24.2535,24.8309,19.9717,20.1234,22.9835,22.0518,20.488,19.8041,21.247,21.0195,22.3372,,,,,,,,,,,,,,,,,,,,,,,,,
20.248,18.5688,17.5431,16.6097,17.7738,17.0664,17.6707,21.2037,17.0161,15.71,16.8205,20.0837,18.6228,16.0987,20.6957,,,,,,,,,,,,,,,,,,,,,,,,,
22.472,21.8998,22.3123,22.4173,21.3297,22.0021,23.5094,24.3681,24.1602,22.8749,23.972,23.2436,23.8898,23.0877,24.6571,,,,,,,,,,,,,,,,,,,,,,,,,
23.7693,25.6425,23.6805,23.4202,23.825,23.9409,23.9493,22.9707,23.0603,22.9263,23.8677,24.7151,23.6411,23.0613,24.0412,,,,,,,,,,,,,,,,,,,,,,,,,
22.1661,21.6129,22.1711,21.5113,20.7358,20.0073,21.2508,21.519,22.1498,20.0265,22.4376,22.7821,20.9224,21.3682,24.308,,,,,,,,,,,,,,,,,,,,,,,,,
26.6198,26.3169,26.2483,25.7618,25.921,24.6315,26.8626,25.3014,25.7453,25.7847,25.9337,26.2426,26.7046,25.8437,26.5651,,,,,,,,,,,,,,,,,,,,,,,,,
18.8503,18.9997,18.8632,15.1244,16.7595,17.6344,17.652,16.9913,19.1653,16.7602,16.9146,17.0891,16.748,17.6003,16.9484,,,,,,,,,,,,,,,,,,,,,,,,,
20.7277,20.3137,20.9398,21.2141,17.1981,17.4971,19.5959,21.0703,20.741,22.2409,19.6113,22.3932,19.2954,20.5049,20.1382,,,,,,,,,,,,,,,,,,,,,,,,,
24.1599,24.438,24.5265,24.2246,22.4864,23.7472,24.8817,24.2497,22.0252,22.5333,22.4563,22.4898,20.4756,21.5581,22.2708,,,,,,,,,,,,,,,,,,,,,,,,,
27.9051,26.6109,26.9719,27.2656,27.3475,26.809,26.9357,27.1893,25.6316,28.0142,27.0938,26.3497,25.2662,26.7095,26.8012,,,,,,,,,,,,,,,,,,,,,,,,,
22.8403,23.6527,23.6398,22.97,20.7784,22.3356,22.1938,23.2732,23.6831,21.391,22.2206,24.0985,18.2047,22.3162,21.3993,,,,,,,,,,,,,,,,,,,,,,,,,
20.6879,20.5089,23.118,20.6462,20.4865,19.6901,16.2714,19.2134,17.1384,20.0903,20.0526,17.1833,17.2631,16.9231,20.5879,,,,,,,,,,,,,,,,,,,,,,,,,
20.2359,19.8526,20.0728,20.2771,20.089,20.2342,17.3192,17.2472,16.6527,19.8905,17.8694,16.7729,17.6486,16.8214,17.5793,,,,,,,,,,,,,,,,,,,,,,,,,
18.8206,20.1263,19.8216,22.3876,18.257,19.0234,19.5339,20.0535,17.9769,17.3824,19.5335,19.4791,18.6306,20.9768,17.3742,,,,,,,,,,,,,,,,,,,,,,,,,
23.3185,22.9449,22.71,25.3187,24.4422,23.7669,26.0284,25.0531,25.437,25.3865,25.7486,25.212,22.993,24.7516,25.1812,,,,,,,,,,,,,,,,,,,,,,,,,
27.8768,26.8729,27.3096,26.4735,26.8195,27.2434,28.676,27.7892,28.0871,27.8171,27.6789,27.5828,28.0475,27.3491,28.4371,,,,,,,,,,,,,,,,,,,,,,,,,
27.2148,26.4914,26.1092,27.1295,27.3725,26.8305,21.2015,27.5619,27.6156,28.0363,25.7986,26.8309,23.3522,26.8083,27.2005,,,,,,,,,,,,,,,,,,,,,,,,,
22.6019,20.8582,22.1721,21.1305,15.9242,20.5251,19.4515,21.9956,22.4831,20.2975,19.1703,18.2144,17.7688,21.8034,20.7207,,,,,,,,,,,,,,,,,,,,,,,,,
28.3949,27.6858,28.1448,27.9252,27.8534,27.9351,27.7955,29.2151,28.7731,28.9001,28.5984,27.4457,27.7851,28.5389,28.1447,,,,,,,,,,,,,,,,,,,,,,,,,
18.5674,16.5638,19.0372,16.214,17.0902,17.2506,17.7486,16.7653,17.6341,16.538,17.2901,18.9345,22.0654,20.5026,18.2618,,,,,,,,,,,,,,,,,,,,,,,,,
21.428,21.9866,23.3942,21.3548,21.1029,20.9238,22.9959,23.4303,22.9798,15.1059,23.108,21.1612,22.3648,23.7669,22.2896,,,,,,,,,,,,,,,,,,,,,,,,,
24.6785,24.4537,24.8333,25.2918,25.1325,25.06,25.5359,24.7661,22.6798,25.0443,25.2203,24.9328,24.0044,24.8155,24.2722,,,,,,,,,,,,,,,,,,,,,,,,,
19.8592,20.9426,20.1599,19.9017,21.0471,20.9253,19.1671,19.6852,20.4577,17.7271,18.8155,20.3008,17.2617,16.4541,22.6757,,,,,,,,,,,,,,,,,,,,,,,,,
18.0736,17.7826,17.7001,17.3666,16.876,15.9314,18.7547,16.7343,18.5625,17.3552,18.7744,18.2272,15.6136,18.4646,18.0519,,,,,,,,,,,,,,,,,,,,,,,,,
21.8719,17.6729,17.5605,21.1976,21.3347,21.0201,21.0978,21.9559,20.5444,21.8888,21.4139,18.4451,21.1351,21.197,20.3304,,,,,,,,,,,,,,,,,,,,,,,,,
25.0844,24.6748,23.9805,23.6159,24.1136,24.3467,24.2664,24.922,25.7352,24.2455,24.8466,22.9765,22.6983,24.5065,25.8159,,,,,,,,,,,,,,,,,,,,,,,,,
16.146,20.3668,17.7482,18.8334,17.1336,16.8114,21.8843,21.1327,22.0915,17.6727,20.6169,20.9786,20.7014,24.3792,20.6279,,,,,,,,,,,,,,,,,,,,,,,,,
16.7215,18.9688,18.0548,24.2959,24.4214,23.568,16.8089,21.6785,17.468,22.7723,23.1209,18.8967,18.1491,17.8099,16.0487,,,,,,,,,,,,,,,,,,,,,,,,,
25.9185,25.1253,25.215,23.6182,24.3594,24.9025,26.2772,24.6672,24.696,25.3731,25.4677,26.049,25.0969,23.9958,25.5086,,,,,,,,,,,,,,,,,,,,,,,,,
18.8931,17.3641,19.3832,21.2161,22.3997,21.1854,16.8554,19.9095,19.5649,20.2927,18.0987,19.2626,18.8742,20.2503,18.1315,,,,,,,,,,,,,,,,,,,,,,,,,
25.0143,23.5094,23.9015,23.7596,23.8999,23.8889,22.7853,24.2325,24.0146,24.435,23.1964,23.3214,23.0037,24.4118,23.695,,,,,,,,,,,,,,,,,,,,,,,,,
26.2123,23.7294,23.1442,22.8592,22.3637,22.2775,22.1404,24.0539,16.7143,23.1694,21.6128,22.4618,25.2234,22.3462,15.7582,,,,,,,,,,,,,,,,,,,,,,,,,
19.6751,22.5725,20.7745,18.0443,17.4044,17.6729,18.7454,21.5871,21.2924,20.9658,21.9763,18.2132,18.8485,21.4112,21.4148,,,,,,,,,,,,,,,,,,,,,,,,,
18.6437,20.7999,18.8862,20.62,19.3569,19.8358,17.3308,18.2494,16.7998,16.9045,17.5484,15.5304,16.5074,17.22,18.2492,,,,,,,,,,,,,,,,,,,,,,,,,
21.0794,23.2789,22.6943,22.0705,17.693,20.6817,21.3754,21.3665,20.2735,20.6418,22.0521,22.5732,16.3692,23.2523,20.1956,,,,,,,,,,,,,,,,,,,,,,,,,
17.8509,17.5157,17.5305,18.8697,17.1691,15.0904,20.4032,16.6105,16.1788,14.9283,16.396,16.9678,16.1346,17.4564,16.605,,,,,,,,,,,,,,,,,,,,,,,,,
24.0573,21.577,22.2637,22.8042,23.3876,22.7895,23.6893,23.6925,23.0951,21.3651,22.8727,25.6041,23.913,22.2484,20.9759,,,,,,,,,,,,,,,,,,,,,,,,,
18.3162,17.106,21.1476,20.7286,22.0145,18.1409,20.4202,21.2978,21.9193,21.1994,21.2481,17.563,21.3935,21.4783,18.0792,,,,,,,,,,,,,,,,,,,,,,,,,
20.9403,21.9027,21.5182,21.7829,21.3121,19.5623,20.4143,21.6174,21.5128,22.5937,20.4461,20.7481,22.8302,21.67,21.8256,,,,,,,,,,,,,,,,,,,,,,,,,
20.8304,20.7984,18.3551,23.8126,16.0915,23.022,22.4721,21.6256,22.228,17.1929,21.7877,16.6699,22.7104,21.3989,21.8601,,,,,,,,,,,,,,,,,,,,,,,,,
23.3627,22.2657,22.6945,21.7899,22.2127,22.0845,22.7528,22.5312,17.3093,21.1109,21.0949,21.7783,22.4882,16.2495,23.3269,,,,,,,,,,,,,,,,,,,,,,,,,
21.9879,19.7012,21.2644,19.8885,19.02,18.1367,21.0106,20.1434,20.4936,21.2917,23.4699,23.5839,21.6793,25.2608,19.3536,,,,,,,,,,,,,,,,,,,,,,,,,
24.1677,21.8827,23.4111,23.6336,23.7626,23.6721,25.5095,23.6344,23.7918,23.8915,24.5216,22.2747,25.1617,24.4627,24.6922,,,,,,,,,,,,,,,,,,,,,,,,,
22.0473,21.7156,21.7625,23.3772,21.9448,22.2676,23.7654,22.0853,22.3445,22.4146,22.8422,23.7815,24.6887,21.2843,23.309,,,,,,,,,,,,,,,,,,,,,,,,,
17.4865,16.3791,19.8287,17.3625,18.56,19.8839,16.4548,21.1162,21.528,17.6947,20.6208,21.0179,17.1054,18.2128,20.8707,,,,,,,,,,,,,,,,,,,,,,,,,
23.0896,25.7713,24.4905,24.7876,23.2618,25.0013,26.1059,24.6313,24.5082,24.4187,23.4622,25.228,21.6694,24.3913,25.0602,,,,,,,,,,,,,,,,,,,,,,,,,
20.7456,21.0276,21.0142,15.6129,18.3632,17.0406,18.6885,18.675,17.5165,17.2034,16.6161,20.4277,19.1079,20.1866,20.5119,,,,,,,,,,,,,,,,,,,,,,,,,
24.3284,25.9649,24.7659,25.9323,25.7899,27.5605,25.662,26.0824,27.0875,27.1274,25.8267,26.8907,22.9175,24.7254,26.8266,,,,,,,,,,,,,,,,,,,,,,,,,
17.819,17.2304,18.2231,18.9264,18.2999,17.9113,22.065,21.0929,20.7848,20.3858,21.0678,16.9364,17.8914,20.99,20.6707,,,,,,,,,,,,,,,,,,,,,,,,,
27.1331,26.1002,26.6849,23.3737,23.6779,25.1438,27.6951,26.3829,25.9185,23.6243,27.3176,27.3255,28.7368,26.1619,28.6392,,,,,,,,,,,,,,,,,,,,,,,,,
18.7922,16.8714,17.213,15.332,17.9794,21.0462,17.7179,21.7677,15.7799,21.6162,22.3873,20.7561,18.1448,18.3488,16.1715,,,,,,,,,,,,,,,,,,,,,,,,,
24.5323,26.3784,25.6213,27.8141,27.4874,27.1615,28.4188,26.3401,26.2289,26.5045,26.3342,26.581,21.0941,29.4061,26.7604,,,,,,,,,,,,,,,,,,,,,,,,,
18.9856,20.6743,16.7465,25.5897,26.2416,27.3726,18.1294,16.353,18.1393,16.3708,17.0718,18.3453,20.8628,21.2497,18.4281,,,,,,,,,,,,,,,,,,,,,,,,,
20.3084,19.5879,17.9524,16.921,16.5881,16.6431,20.0245,16.8416,17.7819,16.8673,20.1278,21.3051,18.075,20.3963,19.9154,,,,,,,,,,,,,,,,,,,,,,,,,
18.0396,18.6284,19.2892,20.3683,16.6928,17.6889,19.1058,18.802,17.6776,17.5455,21.3647,16.5076,16.4905,19.1892,23.2718,,,,,,,,,,,,,,,,,,,,,,,,,
19.1401,17.9571,17.4644,20.203,20.6943,20.0784,16.0644,16.7395,18.4363,17.3735,16.8347,19.3462,18.7016,18.3253,15.3865,,,,,,,,,,,,,,,,,,,,,,,,,
24.152,21.1942,20.7453,19.7278,20.8024,21.016,23.4524,23.0909,22.7373,23.2105,24.5417,22.7674,22.8627,22.7449,23.6313,,,,,,,,,,,,,,,,,,,,,,,,,
17.9726,20.1221,19.6938,18.4752,18.2494,19.8736,17.6352,17.372,16.4959,17.2156,17.0324,19.5908,17.7136,17.1107,17.1894,,,,,,,,,,,,,,,,,,,,,,,,,
26.2269,26.2983,25.5915,27.8853,26.4762,27.7008,26.9329,26.3247,26.5956,24.2075,26.4875,27.0528,25.7204,26.0735,25.6586,,,,,,,,,,,,,,,,,,,,,,,,,
19.8852,21.4955,17.4865,21.3768,18.5026,17.4893,15.7501,17.1663,17.7957,15.9552,15.4822,20.1786,18.5242,16.3903,16.6774,,,,,,,,,,,,,,,,,,,,,,,,,
17.7458,18.514,16.0667,18.2207,15.9367,20.1691,16.9366,18.0561,21.1492,16.7665,17.6375,17.2418,17.1421,20.9978,21.0724,,,,,,,,,,,,,,,,,,,,,,,,,
23.205,22.7366,23.2079,22.0638,22.9098,21.9138,22.5892,22.8604,24.732,22.4675,22.6335,22.4603,23.6653,23.1915,23.673,,,,,,,,,,,,,,,,,,,,,,,,,
18.5024,17.8242,17.1082,19.1855,17.2611,19.2572,16.6973,17.8458,17.2666,17.1361,17.5778,16.9965,18.8486,17.1492,17.9761,,,,,,,,,,,,,,,,,,,,,,,,,
23.3322,23.4945,23.9248,22.6687,23.2108,23.0093,22.2381,23.4556,23.0863,22.5069,22.2728,23.7104,22.3376,22.6377,23.7227,,,,,,,,,,,,,,,,,,,,,,,,,
20.2852,19.7717,18.2099,18.8653,19.0799,17.0422,17.9131,15.8374,17.3385,20.9943,16.6269,21.0487,18.3074,17.4381,17.2019,,,,,,,,,,,,,,,,,,,,,,,,,
18.2431,22.5324,21.5919,21.5046,21.5986,21.3335,15.1594,20.5695,21.9383,21.475,20.7726,22.0155,17.7766,21.0124,22.1804,,,,,,,,,,,,,,,,,,,,,,,,,
17.6516,18.4258,19.612,17.4985,23.7558,23.25,17.5298,17.9255,17.0679,17.2275,18.1046,16.8054,18.2633,17.1599,16.8388,,,,,,,,,,,,,,,,,,,,,,,,,
28.1229,27.9194,28.2367,27.9174,28.173,28.4543,28.6271,27.8245,28.7902,28.4953,28.174,28.2602,28.6059,28.7588,28.4585,,,,,,,,,,,,,,,,,,,,,,,,,
20.7232,21.5172,21.104,20.3864,21.1474,20.6755,19.8223,22.5679,21.5037,20.5138,22.4898,23.335,20.7847,20.3691,22.2888,,,,,,,,,,,,,,,,,,,,,,,,,
22.3554,23.339,23.6963,21.2559,22.8179,21.0018,21.7643,21.7292,21.8111,21.2234,22.8961,21.5393,23.2081,19.2782,22.1094,,,,,,,,,,,,,,,,,,,,,,,,,
28.6321,28.5455,28.6982,28.2802,28.6316,28.8216,28.1458,29.1402,29.3316,28.3768,28.7027,28.8462,27.9778,28.6588,30.1547,,,,,,,,,,,,,,,,,,,,,,,,,
21.5428,22.2068,22.5764,21.4365,20.5529,23.1118,18.9286,22.7743,22.9778,22.6056,19.9866,22.4799,19.0549,22.0571,16.7469,,,,,,,,,,,,,,,,,,,,,,,,,
19.8731,23.4724,23.3719,22.8557,23.294,23.0342,24.0308,24.0731,24.0367,24.1799,24.6095,23.9507,23.7577,23.9525,23.3139,,,,,,,,,,,,,,,,,,,,,,,,,
24.6163,25.8246,25.4685,25.1642,25.0421,25.9053,26.2807,26.0169,26.0275,25.3564,26.0131,25.797,24.6086,25.4491,26.9574,,,,,,,,,,,,,,,,,,,,,,,,,
26.3292,27.0404,27.1111,25.4649,25.4459,25.3797,26.7982,25.78,25.6604,24.8222,25.6397,25.9331,25.6975,25.7326,25.0322,,,,,,,,,,,,,,,,,,,,,,,,,
18.7619,17.7002,18.206,18.1555,18.8645,18.6938,17.9598,15.5462,17.6445,17.5317,21.8679,18.574,18.7224,17.4038,17.4792,,,,,,,,,,,,,,,,,,,,,,,,,
20.3144,18.6327,16.5337,23.32,19.3526,19.6337,18.3569,18.0435,18.6977,18.2624,16.1776,18.8034,17.8613,16.9444,18.8709,,,,,,,,,,,,,,,,,,,,,,,,,
23.9771,26.2402,24.6813,26.1213,25.3213,26.41,25.9189,26.4114,25.9942,25.9028,27.4025,27.3186,20.8489,25.3335,25.8882,,,,,,,,,,,,,,,,,,,,,,,,,
20.5052,18.6991,19.468,18.6588,18.1982,17.0172,21.1846,17.8732,17.7878,16.9414,19.0949,22.047,18.6585,16.9149,16.8023,,,,,,,,,,,,,,,,,,,,,,,,,
22.7884,22.31,22.0341,23.1772,21.8505,25.2331,26.2403,25.6984,26.3741,24.1776,24.6752,25.2254,25.9278,26.2255,24.706,,,,,,,,,,,,,,,,,,,,,,,,,
17.8027,20.5733,19.7397,18.8904,25.4102,15.545,20.6525,20.8405,21.212,18.9805,23.0275,24.1575,21.2194,20.6821,20.4757,,,,,,,,,,,,,,,,,,,,,,,,,
25.1157,20.1971,19.9267,22.9466,17.6205,17.8111,17.0493,22.3142,17.1421,24.2305,21.6854,21.5466,18.7068,18.3592,21.9836,,,,,,,,,,,,,,,,,,,,,,,,,
18.8644,18.9915,19.7008,17.8825,17.4835,17.6976,18.4318,18.3578,16.9277,18.4062,17.6257,16.6694,18.5344,16.7968,18.75,,,,,,,,,,,,,,,,,,,,,,,,,
24.1084,23.5362,24.1106,24.0017,24.1671,23.7734,23.9391,24.9593,24.9585,24.5682,23.9664,23.3199,24.9017,23.6119,25.1442,,,,,,,,,,,,,,,,,,,,,,,,,
16.6459,21.1996,21.0065,18.9114,17.32,16.6811,18.614,15.9606,17.9973,17.1557,21.4542,23.3771,18.1882,18.7649,21.2084,,,,,,,,,,,,,,,,,,,,,,,,,
18.8781,17.8001,16.2652,21.2553,19.7642,20.3965,21.0175,18.223,15.1051,20.3386,20.2081,20.7678,17.9193,16.5514,22.3575,,,,,,,,,,,,,,,,,,,,,,,,,
22.4947,22.235,20.4533,20.4275,21.5438,17.4024,19.4883,19.714,17.1321,17.9621,20.8759,20.4141,16.252,23.0302,20.2056,,,,,,,,,,,,,,,,,,,,,,,,,
18.3121,21.2906,20.9841,18.7953,20.9402,18.38,16.4664,15.1736,20.053,19.1241,19.6198,18.9725,21.1735,20.7725,18.6575,,,,,,,,,,,,,,,,,,,,,,,,,
22.6876,24.7747,23.6443,20.6217,20.1588,23.0378,25.3431,21.0156,22.8778,22.0012,22.8942,23.7419,23.7343,21.9391,22.4547,,,,,,,,,,,,,,,,,,,,,,,,,
20.2766,23.6718,19.9684,23.9406,20.7067,20.9457,20.6795,20.008,17.0442,19.8257,20.3618,21.6851,22.0188,20.4874,21.0944,,,,,,,,,,,,,,,,,,,,,,,,,
22.2713,23.4446,17.784,19.5749,20.5552,15.6521,22.4586,20.3404,21.5482,20.5811,21.1744,20.9052,26.9707,23.9067,21.5964,,,,,,,,,,,,,,,,,,,,,,,,,
23.1081,21.7357,19.2696,15.9637,21.33,17.1445,17.2138,16.9811,18.2092,16.7416,20.6152,18.9832,21.1701,20.7204,21.9343,,,,,,,,,,,,,,,,,,,,,,,,,
20.2056,23.2314,22.6179,21.1886,20.7603,21.9605,22.4235,22.6831,22.1628,16.5302,22.231,22.708,23.4769,21.5956,22.4741,,,,,,,,,,,,,,,,,,,,,,,,,
27.7413,27.973,27.9386,27.5561,27.2735,27.9608,27.6281,27.7214,28.1581,28.1238,27.8613,28.4063,24.5556,27.866,28.3443,,,,,,,,,,,,,,,,,,,,,,,,,
22.4017,20.4939,21.5251,21.3613,20.7566,18.5997,17.0676,16.4678,17.3722,19.9131,16.6006,17.9658,18.5848,17.0172,20.8836,,,,,,,,,,,,,,,,,,,,,,,,,
26.239,25.6201,25.9091,25.4119,25.982,25.8782,26.5826,26.1873,26.5591,26.6832,25.6606,25.3821,25.0447,25.0785,27.5642,,,,,,,,,,,,,,,,,,,,,,,,,
16.8776,15.7989,23.1671,22.321,22.001,22.7187,21.7594,22.564,22.4238,22.5621,18.0658,21.9179,22.6223,18.8859,23.0466,,,,,,,,,,,,,,,,,,,,,,,,,
21.2383,21.3655,20.8314,17.0844,17.7788,16.8065,24.1954,22.4501,23.7595,24.4329,20.7479,17.9594,21.4002,21.5,22.3327,,,,,,,,,,,,,,,,,,,,,,,,,
22.3703,22.5554,24.2657,23.5635,23.3724,22.2334,24.4933,21.9635,22.6829,22.622,23.571,21.55,23.9748,23.0953,23.2696,,,,,,,,,,,,,,,,,,,,,,,,,
20.9367,19.8566,19.0263,18.2348,20.4525,18.2962,23.7609,21.6088,20.0028,19.5673,20.0629,19.6086,19.0087,18.6085,16.0639,,,,,,,,,,,,,,,,,,,,,,,,,
23.262,22.6379,22.7458,22.5399,23.3361,22.7874,22.0915,20.9395,17.5712,17.0564,22.1192,21.5763,23.5013,16.9198,21.4059,,,,,,,,,,,,,,,,,,,,,,,,,
18.8493,21.8084,19.9485,17.8645,20.4565,19.5858,17.2642,17.7698,20.796,16.8237,22.2281,21.1496,16.9302,21.6855,17.8585,,,,,,,,,,,,,,,,,,,,,,,,,
25.0499,25.7142,26.1793,23.6651,24.8402,24.0181,21.4851,21.1779,24.9729,24.566,22.6945,24.4478,20.4396,22.2969,23.9842,,,,,,,,,,,,,,,,,,,,,,,,,
17.9479,17.4139,18.3361,18.3938,17.9155,16.6378,20.4257,16.9936,20.626,16.6758,21.5918,18.3326,18.8662,17.5228,20.0996,,,,,,,,,,,,,,,,,,,,,,,,,
22.4037,23.2464,23.9235,17.0069,18.3451,16.7485,19.5876,20.2635,22.2128,20.7309,20.1062,20.6136,21.3785,20.4831,21.2116,,,,,,,,,,,,,,,,,,,,,,,,,
23.4099,22.5145,23.0066,24.4921,25.3262,25.7234,25.2008,25.2111,25.6369,22.6162,23.1804,23.249,22.5638,22.7762,23.8035,,,,,,,,,,,,,,,,,,,,,,,,,
19.0963,15.5845,19.4252,17.6354,19.5397,16.941,19.6901,20.4552,20.2814,19.113,20.3661,21.9219,20.1457,14.3987,18.8731,,,,,,,,,,,,,,,,,,,,,,,,,
18.5557,19.5955,18.6342,20.234,17.5405,20.2161,20.9621,21.196,19.5461,15.8923,19.4592,17.6186,17.9377,17.3267,17.9589,,,,,,,,,,,,,,,,,,,,,,,,,
18.2286,19.242,19.6866,16.729,18.0538,20.5608,19.1725,16.6296,21.7564,17.0041,23.2285,21.1901,21.6781,22.9991,17.0685,,,,,,,,,,,,,,,,,,,,,,,,,
