Bcells_H9_ne,Bcells_H10_ne,Bcells_H11_ne,Bcells_H3_ne,Bcells_H1_ne,Bcells_H2_ne,CLL1_ne,CLL10_ne,CLL11_ne,CLL14_ne,CLL15_ne,CLL16_ne,CLL2_ne,CLL4_ne,CLL8_ne,,,,,,,,,,,,,,,,,,,,,,,,,
27.2926,28.7931,27.956,27.1911,27.3913,27.3697,28.7419,28.8707,28.3347,27.5946,27.8731,27.6274,28.0581,28.801,28.5381,,,,,,,,,,,,,,,,,,,,,,,,,
28.6143,28.4577,28.7197,28.1752,27.3836,27.6034,25.6488,28.7284,28.8144,27.9209,26.6387,27.4575,27.2473,28.0304,28.6221,,,,,,,,,,,,,,,,,,,,,,,,,
23.9428,27.176,26.1283,24.8465,24.9631,25.1245,25.6776,26.1201,26.6377,25.0368,27.4076,27.3318,25.7379,26.4748,26.4628,,,,,,,,,,,,,,,,,,,,,,,,,
25.5752,25.9037,23.626,24.0884,24.8844,25.0613,27.0186,27.0165,27.2617,26.0291,27.8594,28.0158,27.9945,26.8423,27.0906,,,,,,,,,,,,,,,,,,,,,,,,,
28.2692,28.3072,28.505,27.6035,27.8302,27.12,28.5816,26.8369,27.0951,28.0457,27.7654,26.7609,28.8254,27.0111,27.4393,,,,,,,,,,,,,,,,,,,,,,,,,
21.0927,25.2618,22.8236,20.7734,21.4077,22.6541,22.006,20.6999,18.4927,20.9242,19.9701,19.043,20.4375,21.1041,21.8762,,,,,,,,,,,,,,,,,,,,,,,,,
23.087,23.4008,22.5409,19.2452,19.6634,20.6612,23.4383,18.7937,23.6492,21.5256,23.774,26.9591,21.2344,20.333,21.9466,,,,,,,,,,,,,,,,,,,,,,,,,
25.0007,24.583,26.6427,19.8673,21.5652,22.4176,19.3682,20.3708,17.7055,19.4074,18.3807,18.9841,20.3817,17.3047,19.1866,,,,,,,,,,,,,,,,,,,,,,,,,
22.7746,24.7669,25.0481,23.4166,23.4239,25.264,25.1422,23.3943,23.6936,23.3619,25.299,24.2227,24.5107,23.3693,24.083,,,,,,,,,,,,,,,,,,,,,,,,,
27.8868,28.1535,27.9483,27.3128,27.019,27.381,27.7396,27.8228,28.0099,27.2218,27.3282,27.5104,28.6367,27.7574,28.0085,,,,,,,,,,,,,,,,,,,,,,,,,
24.2594,18.0693,20.6798,24.4091,24.4927,24.1611,20.4915,21.1698,24.0486,22.8985,22.4375,22.901,22.4366,21.2452,24.465,,,,,,,,,,,,,,,,,,,,,,,,,
21.3676,22.1721,20.2692,23.2683,20.2515,22.8901,22.3874,22.5791,20.6606,23.3256,22.3812,24.1867,17.1752,20.8563,19.7259,,,,,,,,,,,,,,,,,,,,,,,,,
23.3598,21.8549,22.6775,22.1917,22.0627,22.3598,23.1858,22.1495,22.4638,23.1498,21.5884,22.1843,22.3751,22.4094,21.9319,,,,,,,,,,,,,,,,,,,,,,,,,
18.3213,17.6253,17.9187,18.1304,17.047,15.6974,22.1339,18.0547,20.2461,15.6217,22.0615,20.3113,20.8601,18.4674,18.4439,,,,,,,,,,,,,,,,,,,,,,,,,
27.3027,26.9519,28.0674,28.5021,28.1056,27.7133,27.5738,28.2736,27.8903,27.097,26.0264,28.3488,24.5924,25.8754,27.7087,,,,,,,,,,,,,,,,,,,,,,,,,
19.1842,19.2377,19.4594,23.8347,19.8411,18.3342,20.0701,20.1526,19.3856,20.0461,20.6375,20.8488,17.4206,16.7563,19.8291,,,,,,,,,,,,,,,,,,,,,,,,,
21.5053,21.4049,21.6552,20.4771,21.7529,21.146,23.075,21.4094,16.3366,21.3098,22.929,21.9064,22.159,22.9846,22.6848,,,,,,,,,,,,,,,,,,,,,,,,,
21.0462,21.6421,19.8167,19.2393,18.937,17.9577,20.6149,19.1499,20.0837,19.2808,19.7658,23.0064,17.3824,19.337,20.2389,,,,,,,,,,,,,,,,,,,,,,,,,
24.0474,23.1129,22.5557,19.2552,20.3676,20.871,22.631,23.3266,21.8314,23.0814,22.7622,22.8333,21.2704,21.727,22.4362,,,,,,,,,,,,,,,,,,,,,,,,,
22.0622,23.9353,24.2165,23.6962,21.4493,23.9882,22.3134,23.6701,24.4061,22.5497,21.7336,22.243,22.5713,22.2582,24.9751,,,,,,,,,,,,,,,,,,,,,,,,,
23.6333,23.5776,23.6216,22.7851,19.5468,23.8234,26.1636,23.5523,24.8603,24.2935,25.0264,27.5203,24.7725,21.7328,24.3052,,,,,,,,,,,,,,,,,,,,,,,,,
28.0279,26.6971,27.0967,25.5727,24.5221,26.6215,28.3704,28.1538,27.9297,26.7092,29.1399,28.762,28.28,27.6838,29.3838,,,,,,,,,,,,,,,,,,,,,,,,,
22.0854,22.4931,22.1645,24.2788,24.0333,24.2423,25.7571,24.3278,24.6054,23.6161,23.9222,24.7644,24.0483,21.0556,25.0495,,,,,,,,,,,,,,,,,,,,,,,,,
25.5729,25.6441,26.0015,25.6358,25.9219,25.1364,27.7959,25.5141,25.4525,25.5584,25.4611,25.7777,24.7886,23.3374,25.6996,,,,,,,,,,,,,,,,,,,,,,,,,
28.6597,29.5053,29.0469,27.2462,26.9882,26.6519,27.6314,28.274,27.6941,27.2875,27.9806,27.4962,27.6405,27.889,28.7982,,,,,,,,,,,,,,,,,,,,,,,,,
28.1319,28.4975,28.7896,27.4837,27.8947,27.2707,28.4029,26.7843,26.9686,27.1549,27.6926,27.436,28.1019,27.2117,27.2832,,,,,,,,,,,,,,,,,,,,,,,,,
18.0434,15.8533,15.9321,20.0897,19.4297,19.9285,22.7903,19.9347,17.3042,17.3196,16.8931,19.0683,16.3406,19.8476,15.4033,,,,,,,,,,,,,,,,,,,,,,,,,
24.7986,23.0092,21.6529,26.2179,25.9399,25.727,22.8115,25.2874,24.2826,25.2763,24.3898,22.8432,17.0052,25.6781,17.1953,,,,,,,,,,,,,,,,,,,,,,,,,
22.0731,23.7623,23.5874,15.9425,22.2602,20.3179,23.6897,21.7785,21.1389,21.1987,22.6523,22.6428,21.6281,16.9053,23.7377,,,,,,,,,,,,,,,,,,,,,,,,,
23.7245,23.1245,22.5,23.0491,23.276,22.6123,25.3152,22.2258,19.7304,23.7151,23.1338,23.8153,20.9858,21.18,21.4031,,,,,,,,,,,,,,,,,,,,,,,,,
17.9707,22.6266,20.361,17.4177,18.1659,18.6857,19.6576,16.3121,18.5708,15.5134,16.8671,18.6384,20.1216,22.9744,19.3469,,,,,,,,,,,,,,,,,,,,,,,,,
29.5994,33.4352,32.6067,30.9612,30.1433,29.5311,30.713,26.5344,28.1981,30.4261,28.8203,29.9202,26.8574,28.193,24.1707,,,,,,,,,,,,,,,,,,,,,,,,,
26.1408,25.7578,26.2916,26.0191,25.2091,25.1052,27.0591,26.0702,26.6097,26.7115,26.0329,26.5729,27.4563,25.7888,26.0355,,,,,,,,,,,,,,,,,,,,,,,,,
21.8182,21.3826,23.3504,21.0457,21.2332,19.8425,19.7676,18.9009,20.1835,19.0512,18.4837,19.079,17.3764,19.6792,18.2455,,,,,,,,,,,,,,,,,,,,,,,,,
21.5478,21.737,22.0073,20.894,19.0683,20.5924,22.6368,21.1631,21.1608,19.8464,22.6902,22.8808,22.1506,19.6557,21.348,,,,,,,,,,,,,,,,,,,,,,,,,
23.3918,22.1376,23.2449,22.2545,22.4923,22.01,22.738,23.8542,23.6602,22.2624,22.9882,22.8677,24.1024,22.0013,23.9368,,,,,,,,,,,,,,,,,,,,,,,,,
28.2857,27.8272,27.9097,26.9789,26.8583,27.5993,28.6424,27.8898,28.2683,26.1573,27.8848,28.6101,28.245,27.39,27.9559,,,,,,,,,,,,,,,,,,,,,,,,,
20.1297,19.7676,19.7909,18.1385,18.9532,18.5013,19.8461,20.1118,18.7019,19.4638,20.1348,21.9822,19.7582,18.6047,19.2043,,,,,,,,,,,,,,,,,,,,,,,,,
25.3144,26.3444,26.3902,25.7275,24.9597,25.2457,23.8504,24.421,25.0492,23.5448,25.0283,24.6204,22.6195,25.8973,24.2512,,,,,,,,,,,,,,,,,,,,,,,,,
17.0531,17.8285,19.5458,17.8462,21.9688,15.8786,18.4322,18.4749,19.2963,16.7911,20.7828,21.8452,18.6235,16.6264,15.2964,,,,,,,,,,,,,,,,,,,,,,,,,
25.3085,26.9366,25.9556,24.5442,24.9819,24.9364,27.0504,26.5601,26.3073,25.8615,26.5269,25.8959,25.9169,26.9394,26.527,,,,,,,,,,,,,,,,,,,,,,,,,
25.6858,25.8058,24.2985,25.5038,24.7091,25.5929,24.6297,25.1006,25.3881,25.4967,23.8058,26.109,25.1613,24.6419,24.4486,,,,,,,,,,,,,,,,,,,,,,,,,
19.1856,19.3734,19.4461,16.9844,18.3092,15.7456,17.7145,18.6244,16.7481,17.5235,17.8277,17.8548,20.3867,17.9727,19.3239,,,,,,,,,,,,,,,,,,,,,,,,,
20.349,20.4866,20.3753,20.6387,20.8226,18.0055,21.7033,20.813,20.5745,20.4032,23.6984,23.9504,20.8733,19.8461,21.9048,,,,,,,,,,,,,,,,,,,,,,,,,
30.7956,30.9248,30.9309,30.5835,30.7401,30.354,31.1284,30.6884,30.2687,30.8253,31.0697,30.5057,31.2002,30.8465,30.0938,,,,,,,,,,,,,,,,,,,,,,,,,
29.2874,29.2107,29.0998,29.6722,29.6536,29.5006,30.3194,29.3957,29.092,30.0938,30.0985,31.0031,29.5733,29.0798,29.6595,,,,,,,,,,,,,,,,,,,,,,,,,
21.5176,22.693,22.313,20.665,20.2368,19.5432,20.9733,19.3492,19.7947,19.7917,22.9518,24.3524,20.2272,20.3612,19.0828,,,,,,,,,,,,,,,,,,,,,,,,,
19.3347,21.2663,17.8688,18.97,16.8412,19.317,20.1063,20.2334,16.4972,19.5389,19.2026,24.2078,17.2639,21.0398,19.6322,,,,,,,,,,,,,,,,,,,,,,,,,
22.5354,20.5417,22.2344,21.5173,19.7163,22.1672,19.409,19.784,20.8229,17.9466,18.5415,23.0695,20.5668,20.0185,20.4051,,,,,,,,,,,,,,,,,,,,,,,,,
28.2246,27.7133,27.8679,27.7072,27.7346,27.6847,28.6409,28.4074,28.4914,28.1292,28.4216,27.9947,28.0828,28.2641,28.4537,,,,,,,,,,,,,,,,,,,,,,,,,
26.5636,24.9134,25.4663,25.2866,25.3898,26.1267,29.1302,30.1574,27.4611,26.854,26.6841,26.7516,29.1206,25.3045,27.0836,,,,,,,,,,,,,,,,,,,,,,,,,
18.8324,22.6309,22.3629,17.2686,22.4701,23.2917,23.1766,22.5861,20.3099,21.8334,23.0818,23.1391,16.7098,16.7025,22.852,,,,,,,,,,,,,,,,,,,,,,,,,
20.7493,25.6288,24.7121,23.0248,23.7735,25.1259,22.1938,24.4695,24.9039,21.8911,23.808,25.0347,23.4908,24.2492,23.191,,,,,,,,,,,,,,,,,,,,,,,,,
26.8647,26.4624,27.2409,24.9775,25.8403,26.5436,23.0603,24.022,25.5604,25.486,24.6201,26.7366,20.8559,24.9638,26.7041,,,,,,,,,,,,,,,,,,,,,,,,,
24.9496,24.9443,25.726,23.5045,22.6958,24.2543,23.9586,23.9553,21.7184,19.964,21.0196,23.488,19.8491,22.8478,21.2603,,,,,,,,,,,,,,,,,,,,,,,,,
19.0526,17.272,20.5162,17.1204,19.4623,16.2346,17.981,17.2823,20.3854,20.1912,20.5237,20.4825,18.9165,19.5755,21.605,,,,,,,,,,,,,,,,,,,,,,,,,
19.813,17.7784,18.9265,21.4228,18.6781,18.4376,16.8237,19.0042,22.9096,18.8463,19.492,17.4125,16.2316,19.0589,19.1701,,,,,,,,,,,,,,,,,,,,,,,,,
18.2091,17.7375,21.9955,23.7108,18.1885,23.5021,22.6077,16.9611,21.4395,16.0471,22.3199,20.8888,22.3043,20.5937,18.0361,,,,,,,,,,,,,,,,,,,,,,,,,
25.3039,25.8086,25.9788,25.7292,26.7041,26.2972,26.2156,26.905,27.5834,26.1378,26.6348,24.9549,26.9137,26.2978,26.8572,,,,,,,,,,,,,,,,,,,,,,,,,
21.9858,24.3159,22.2445,23.317,20.9523,20.4081,22.6214,20.3958,23.1688,20.4412,22.4494,21.6851,20.4566,20.9011,22.2611,,,,,,,,,,,,,,,,,,,,,,,,,
18.6738,18.7232,18.94,19.8198,18.8005,19.1768,19.6171,17.0337,18.9947,19.1517,18.2117,19.3601,16.4718,18.349,18.0216,,,,,,,,,,,,,,,,,,,,,,,,,
25.9484,23.6768,24.5514,25.5507,24.8258,24.8401,24.8944,26.393,26.1988,26.7638,22.6451,23.867,23.6425,23.4308,23.9776,,,,,,,,,,,,,,,,,,,,,,,,,
25.0125,26.1305,26.0538,24.2627,23.7547,23.7163,23.4448,26.6928,25.8007,23.2781,26.7132,26.1801,24.7199,26.8567,25.5742,,,,,,,,,,,,,,,,,,,,,,,,,
25.2294,25.0122,24.3566,20.8116,20.4322,22.6748,24.7885,24.6613,24.932,23.7167,27.5318,26.0695,25.9228,24.7225,26.4608,,,,,,,,,,,,,,,,,,,,,,,,,
26.7299,27.8961,27.6088,27.3584,26.5476,25.9186,22.8219,28.7604,26.8066,27.3096,24.6253,22.5461,19.3621,24.5581,24.8368,,,,,,,,,,,,,,,,,,,,,,,,,
28.0098,27.0846,27.4173,25.2517,25.6259,27.1107,27.4671,26.5215,25.6701,25.3571,26.9195,27.0922,27.8814,24.8296,25.7775,,,,,,,,,,,,,,,,,,,,,,,,,
17.4948,18.1851,16.8488,16.9383,17.7253,18.3341,18.3558,15.9223,16.6831,16.1106,16.1229,17.0882,16.9865,15.4431,17.7549,,,,,,,,,,,,,,,,,,,,,,,,,
17.8805,18.7699,21.2602,18.0457,18.4919,17.4308,17.8875,17.9777,19.6184,16.4267,18.648,20.1138,17.7737,19.8873,18.1236,,,,,,,,,,,,,,,,,,,,,,,,,
23.4755,21.1459,20.2755,20.4974,20.1638,21.7428,20.326,19.4232,20.1518,20.0437,19.8556,22.9529,20.2434,20.2363,21.9796,,,,,,,,,,,,,,,,,,,,,,,,,
21.293,19.5268,22.0903,20.6528,22.4209,20.5512,21.5895,17.432,21.0083,18.2017,17.3541,21.1493,18.5083,17.1558,21.4994,,,,,,,,,,,,,,,,,,,,,,,,,
18.0069,17.585,18.2588,20.3481,21.1863,16.5301,17.3342,18.9865,16.2913,17.8749,20.1278,17.5477,20.1481,19.5906,25.7203,,,,,,,,,,,,,,,,,,,,,,,,,
26.29,25.7736,25.7887,23.5299,23.5221,24.9305,25.826,22.4674,25.1138,24.5974,23.2627,25.9376,25.9826,23.6248,26.1823,,,,,,,,,,,,,,,,,,,,,,,,,
22.8922,24.4405,22.1854,20.9971,24.1137,23.6953,24.6958,21.4113,22.3451,21.9744,20.5254,21.0196,21.544,21.7816,23.4407,,,,,,,,,,,,,,,,,,,,,,,,,
31.4229,29.9892,30.5395,30.2408,30.403,30.5746,31.3776,30.9946,31.2589,30.9681,30.6279,30.6591,31.8521,31.1233,31.7803,,,,,,,,,,,,,,,,,,,,,,,,,
25.7119,26.0726,26.2197,25.5782,25.7353,25.8406,25.9157,25.9917,26.0274,25.5214,25.4467,24.878,26.3172,25.9203,26.193,,,,,,,,,,,,,,,,,,,,,,,,,
26.9295,26.7822,26.9388,25.8393,25.8541,25.6254,27.1546,24.5984,25.1875,25.0497,25.3299,27.1801,25.9008,25.7208,26.0079,,,,,,,,,,,,,,,,,,,,,,,,,
23.3438,22.6689,24.6173,18.4711,19.1271,19.1572,20.2268,20.2089,19.4757,19.8982,20.8848,20.4992,20.125,20.9068,20.4016,,,,,,,,,,,,,,,,,,,,,,,,,
25.8223,25.4349,26.183,24.494,24.3128,24.1854,25.0851,25.5167,25.5081,24.9596,26.4126,25.8843,25.6594,25.2348,24.6977,,,,,,,,,,,,,,,,,,,,,,,,,
17.1559,25.0091,22.4158,20.4888,17.5539,18.6294,17.3398,18.0108,18.0309,16.8004,17.4306,17.9586,16.018,15.341,18.7852,,,,,,,,,,,,,,,,,,,,,,,,,
22.4634,18.0874,22.5406,16.8834,18.6977,17.0161,16.42,17.366,18.636,17.0835,18.388,19.8448,17.6813,17.9593,20.2779,,,,,,,,,,,,,,,,,,,,,,,,,
20.5056,17.6837,18.6684,20.3494,20.5286,19.7867,19.2507,18.9466,17.1904,19.3233,22.0202,22.0497,19.8961,19.798,21.3427,,,,,,,,,,,,,,,,,,,,,,,,,
27.6642,27.3138,26.9156,24.3474,25.337,26.3928,29.1978,28.3436,26.571,27.3939,28.153,27.9527,29.1532,26.5798,28.9471,,,,,,,,,,,,,,,,,,,,,,,,,
23.6249,23.4475,23.0008,19.1668,17.2344,19.6933,23.3458,23.1348,23.0633,22.7829,24.5875,24.4432,21.9632,23.1694,22.939,,,,,,,,,,,,,,,,,,,,,,,,,
18.5683,18.8314,19.73,18.5815,20.2792,17.7798,20.4635,19.1829,20.7086,18.8957,17.5783,22.6163,19.5635,19.5892,19.7616,,,,,,,,,,,,,,,,,,,,,,,,,
20.4416,23.7705,21.1349,23.6288,23.3938,22.348,22.1526,22.8795,20.3443,24.4092,24.2035,23.7921,20.0936,21.8893,19.1078,,,,,,,,,,,,,,,,,,,,,,,,,
20.9191,22.312,17.8447,18.0504,17.8912,18.7396,21.3102,23.2341,18.3649,17.2575,23.3715,24.21,22.3763,24.5822,21.7217,,,,,,,,,,,,,,,,,,,,,,,,,
29.2223,29.0256,29.0971,28.6581,28.7691,28.9474,28.2886,30.359,30.4151,28.8643,30.6724,30.7955,29.42,29.4366,31.1851,,,,,,,,,,,,,,,,,,,,,,,,,
22.641,16.5804,18.1163,17.5996,20.7396,21.2273,16.7491,20.2208,18.3573,21.7297,21.8979,21.1885,16.1566,22.859,20.5269,,,,,,,,,,,,,,,,,,,,,,,,,
27.6216,27.8078,28.5516,28.5477,28.2456,28.1213,25.923,28.0016,27.828,28.7078,27.1086,27.4267,28.6941,27.2483,27.8986,,,,,,,,,,,,,,,,,,,,,,,,,
20.8956,19.5573,20.9547,17.3221,18.1901,21.7625,22.1905,21.227,19.0422,18.6008,22.6278,25.1619,20.2502,20.5066,20.9552,,,,,,,,,,,,,,,,,,,,,,,,,
22.3817,22.1042,21.7276,16.4435,17.2924,18.5632,15.9213,21.3885,17.6875,17.3834,20.7178,18.4745,16.5201,17.9455,22.0378,,,,,,,,,,,,,,,,,,,,,,,,,
20.972,21.343,17.9746,17.9741,18.1981,18.0721,23.2458,17.0975,21.4255,17.0761,16.9854,19.1757,18.565,22.2804,22.0792,,,,,,,,,,,,,,,,,,,,,,,,,
20.6589,20.1433,20.4196,16.9535,18.9173,18.6618,20.3476,19.291,21.1781,19.9258,19.6915,21.8092,20.8112,21.8367,20.575,,,,,,,,,,,,,,,,,,,,,,,,,
16.1639,22.2448,19.7167,19.2072,18.0557,17.1582,17.7937,16.8699,21.8451,16.0668,20.9046,16.6334,18.0268,23.2259,17.5039,,,,,,,,,,,,,,,,,,,,,,,,,
20.5859,20.943,17.8006,20.4462,15.2195,16.5133,20.8726,19.5267,18.317,20.3766,20.7433,19.4959,17.8002,17.6906,17.9914,,,,,,,,,,,,,,,,,,,,,,,,,
28.9654,28.7078,28.5212,28.2368,28.4186,28.5294,28.5803,29.281,29.5764,29.1173,29.1124,29.003,29.3225,29.5611,29.8297,,,,,,,,,,,,,,,,,,,,,,,,,
29.0927,28.6472,28.69,29.4381,29.004,28.8988,30.2694,28.1007,28.558,29.1312,29.5115,29.5025,29.0758,29.2561,28.7772,,,,,,,,,,,,,,,,,,,,,,,,,
28.4011,27.6825,27.9955,28.3942,28.3337,27.7906,27.3633,28.4232,27.8456,28.6932,26.4962,28.4919,27.1535,27.5661,28.5203,,,,,,,,,,,,,,,,,,,,,,,,,
27.0826,27.0014,27.0822,27.6613,27.5784,27.7509,26.777,28.2078,28.1633,28.3444,28.2997,27.3263,26.9954,27.8574,27.4975,,,,,,,,,,,,,,,,,,,,,,,,,
20.8117,19.1698,20.8525,16.959,17.561,16.4551,20.2753,16.4863,17.6645,20.6374,20.1078,18.8509,16.7047,18.6752,19.1949,,,,,,,,,,,,,,,,,,,,,,,,,
24.3057,23.8203,25.2776,21.6411,20.6462,22.4804,24.3547,23.4062,23.9065,22.2616,24.6509,25.4548,22.7484,18.7521,23.541,,,,,,,,,,,,,,,,,,,,,,,,,
20.4024,19.92,19.8066,19.2791,21.4375,18.2009,19.4828,21.2851,19.4933,19.9371,22.7649,21.1657,20.5106,20.973,18.9828,,,,,,,,,,,,,,,,,,,,,,,,,
21.2647,22.1174,21.5402,19.8545,20.8477,20.5257,20.4053,21.607,20.9077,21.2591,22.0746,20.5358,20.0296,19.9196,19.0639,,,,,,,,,,,,,,,,,,,,,,,,,
24.6332,25.4663,25.9639,23.6964,24.6234,23.6463,24.347,25.9279,25.5869,23.5399,24.8161,25.3962,24.9513,24.627,24.5723,,,,,,,,,,,,,,,,,,,,,,,,,
20.7239,19.4601,18.2311,16.0402,17.1869,17.6918,18.431,20.0546,19.3912,18.0156,23.1489,22.7104,20.2444,17.9166,19.3458,,,,,,,,,,,,,,,,,,,,,,,,,
19.1236,17.5698,18.8591,16.369,18.1755,16.6994,21.6984,18.3941,22.0801,18.5896,17.6424,17.9787,21.3313,22.2031,21.9329,,,,,,,,,,,,,,,,,,,,,,,,,
20.9299,21.6462,21.0589,19.8103,19.1405,21.1341,20.6252,19.4179,19.112,21.4047,18.9254,23.7859,20.9818,18.9446,19.3988,,,,,,,,,,,,,,,,,,,,,,,,,
26.0295,24.7851,25.6953,25.4377,25.9333,25.0551,24.813,25.4692,24.8978,26.3403,25.7546,23.5203,26.1345,25.5101,24.9412,,,,,,,,,,,,,,,,,,,,,,,,,
26.4682,28.1462,26.8456,27.6167,27.8315,27.7772,27.0441,29.1069,28.2506,27.9056,26.5971,27.9394,26.4848,27.3269,28.1574,,,,,,,,,,,,,,,,,,,,,,,,,
29.2074,29.7282,29.1003,29.2091,28.8439,28.7185,28.993,29.4213,29.4049,28.6727,28.25,29.0931,28.9582,28.6752,29.4982,,,,,,,,,,,,,,,,,,,,,,,,,
20.7079,22.6875,22.7003,26.7891,25.018,25.6113,25.7938,26.8189,26.9496,25.87,23.1597,26.5087,22.7683,24.008,25.1746,,,,,,,,,,,,,,,,,,,,,,,,,
24.5989,23.247,24.4166,26.9856,26.7408,26.262,16.1041,26.8935,25.262,25.5486,23.229,24.4396,20.2016,21.9075,20.2278,,,,,,,,,,,,,,,,,,,,,,,,,
29.337,30.0477,30.0036,29.0653,28.9259,28.6809,28.9486,29.4133,29.3236,28.6147,26.8435,29.0615,27.5544,29.1007,29.5112,,,,,,,,,,,,,,,,,,,,,,,,,
25.4789,26.5493,25.0011,27.723,26.9621,27.3334,26.0511,29.2038,27.7884,27.6002,26.9746,26.6446,18.0897,26.8575,24.2533,,,,,,,,,,,,,,,,,,,,,,,,,
27.0609,27.6623,27.9044,26.7263,26.0237,26.2762,28.3409,27.8219,27.7993,26.6652,26.6276,27.1853,27.8787,27.23,28.6242,,,,,,,,,,,,,,,,,,,,,,,,,
17.1409,17.4689,21.5219,15.542,17.0273,16.7188,23.2092,20.7355,22.0801,16.534,16.4417,18.5207,21.4355,20.8873,21.8602,,,,,,,,,,,,,,,,,,,,,,,,,
15.9501,18.0654,18.8873,20.1006,18.6866,18.2037,15.9699,19.4024,19.0637,20.0708,19.4539,22.442,20.3744,16.3553,18.4234,,,,,,,,,,,,,,,,,,,,,,,,,
26.4591,27.2819,27.9971,22.73,22.5519,23.2182,20.8758,20.6685,21.4877,21.353,20.2053,21.3829,21.9281,21.0219,22.4073,,,,,,,,,,,,,,,,,,,,,,,,,
27.5708,27.7334,28.3143,25.8473,25.6615,26.2827,26.3981,25.5775,25.5282,26.326,26.634,27.9974,23.91,26.6919,23.8546,,,,,,,,,,,,,,,,,,,,,,,,,
22.8773,22.769,21.7369,22.8892,22.1071,18.0346,20.995,20.1272,18.7334,19.4094,17.8313,21.5977,20.1469,19.9593,21.0666,,,,,,,,,,,,,,,,,,,,,,,,,
20.0544,16.8995,20.942,18.5978,20.1552,15.5875,18.3363,20.059,19.0569,20.2944,19.7938,20.1567,18.0029,19.5224,16.7682,,,,,,,,,,,,,,,,,,,,,,,,,
24.4691,26.584,26.2619,23.7078,23.8411,24.2026,25.0762,24.0182,24.4982,22.4703,25.5694,25.8543,25.1005,24.8763,26.3263,,,,,,,,,,,,,,,,,,,,,,,,,
17.3121,18.5797,19.624,19.7632,18.2701,17.3141,16.4634,17.4343,18.2808,16.1956,17.7046,17.2751,17.9438,20.3564,20.1636,,,,,,,,,,,,,,,,,,,,,,,,,
28.02,27.2996,28.2129,27.1955,27.6848,27.4838,26.2188,26.5813,27.0634,27.4509,26.6096,27.6777,23.6792,27.2801,25.9116,,,,,,,,,,,,,,,,,,,,,,,,,
31.2812,30.6368,30.9544,30.9973,30.9511,31.166,30.1739,30.5304,30.9193,30.8952,30.2646,30.6789,30.7899,29.8197,29.8993,,,,,,,,,,,,,,,,,,,,,,,,,
23.4399,25.8165,23.8827,25.0124,24.6238,24.4402,25.6995,25.6913,25.3766,23.7692,25.3234,25.4216,26.932,25.0108,25.5389,,,,,,,,,,,,,,,,,,,,,,,,,
25.5593,26.9077,26.3576,25.6236,24.9476,25.631,26.401,25.2051,25.9524,24.8544,25.5492,25.7271,24.107,25.69,26.116,,,,,,,,,,,,,,,,,,,,,,,,,
27.1265,27.7138,28.0769,28.1425,28.209,26.946,24.8565,28.3302,26.8455,27.7283,25.2126,26.3736,25.0119,26.105,27.1927,,,,,,,,,,,,,,,,,,,,,,,,,
22.531,27.2563,25.3261,21.9558,24.7274,24.3654,25.2692,26.2707,25.7284,20.0147,27.8428,26.9883,27.9573,27.9188,26.178,,,,,,,,,,,,,,,,,,,,,,,,,
22.117,25.8078,24.4561,21.8099,21.651,20.7726,24.1052,25.4647,23.4355,22.9318,26.3993,26.8907,25.3305,25.1274,24.4315,,,,,,,,,,,,,,,,,,,,,,,,,
28.1421,26.9625,28.6883,24.8237,24.3249,25.225,24.6114,21.9472,20.9381,25.092,24.0191,24.5037,24.7511,23.4252,25.146,,,,,,,,,,,,,,,,,,,,,,,,,
19.9809,19.6064,19.3882,17.9182,18.3819,18.4099,21.4598,19.5334,18.2716,19.4432,19.2627,22.5503,20.51,21.1143,19.6875,,,,,,,,,,,,,,,,,,,,,,,,,
20.6165,18.0492,18.7208,15.7246,16.844,19.6269,20.6035,17.4833,16.6294,15.6703,18.5262,18.2605,20.1568,19.6613,18.2603,,,,,,,,,,,,,,,,,,,,,,,,,
21.8503,20.1492,21.7121,21.5558,22.4025,21.3544,18.5177,21.2647,16.543,16.7556,18.0827,20.2513,18.324,19.5843,20.0228,,,,,,,,,,,,,,,,,,,,,,,,,
18.9335,22.8368,21.3235,15.5905,18.0122,17.0611,18.582,16.7116,17.379,18.9478,16.492,17.8457,19.96,18.3295,16.5222,,,,,,,,,,,,,,,,,,,,,,,,,
19.9763,18.1029,20.0143,21.2353,21.144,19.4609,20.5051,19.4452,18.6591,20.469,20.2271,22.5136,18.4688,21.1038,21.0202,,,,,,,,,,,,,,,,,,,,,,,,,
27.4357,25.7677,26.3561,26.2756,27.2078,26.5339,26.8137,25.8975,25.2851,26.4675,26.2878,25.5615,27.7965,25.2091,26.4131,,,,,,,,,,,,,,,,,,,,,,,,,
27.4416,27.1291,27.4301,26.2539,26.6734,26.5574,26.8695,26.7089,26.2018,26.9204,26.2806,26.8659,25.6879,26.2402,27.3016,,,,,,,,,,,,,,,,,,,,,,,,,
26.0529,27.232,26.6723,26.2621,26.9341,26.8196,28.0718,28.671,28.3646,26.9063,28.3077,28.0406,28.6045,26.1828,29.4401,,,,,,,,,,,,,,,,,,,,,,,,,
21.0282,20.5849,20.6199,21.0498,19.8871,17.4927,20.8698,19.8296,20.8935,20.1756,19.9253,20.4074,20.338,19.2134,20.373,,,,,,,,,,,,,,,,,,,,,,,,,
