C1_lung,C2_lung,C3_lung,V1_lung,V2_lung,V3_lung,V4_lung,V5_lung,C1_liver,C2_liver,C3_liver,V1_liver,V2_liver,V3_liver
25.10343933,34.88645554,37.84199142,26.29874992,37.03054047,42.74540329,37.74211502,32.93613434,7.006413937,9.458708763,5.699056625,14.16491413,19.14420509,14.09359932
0.332142025,0.384850413,0.253892332,0.095349267,0.313330293,0.134229571,0.345105857,0.334246665,0.214844882,0.025556898,0.020884912,0.231760263,0.148395181,0.223163992
8.03473568,8.156354904,6.223602295,4.790437222,3.330577374,3.060487509,2.73277545,7.649744987,0.083307333,0.059143208,0.102059834,0.092990212,0.411254615,0.100159422
1.959204912,2.027273655,5.075686455,2.554823399,2.012682199,1.169567227,1.449363708,1.889301896,79.10902405,67.90416718,67.0395813,26.37969398,16.97949791,29.72572327
9.391740799,5.451433659,11.53616238,6.204122066,8.06193924,6.319255352,4.782443523,18.32023811,2.135205269,3.406425238,2.087032318,3.363811255,2.930443764,2.60424161
3.152026176,2.896499634,4.210241318,1.454601169,1.382146835,1.834278464,1.252075315,2.746849298,0.361934453,0.060019061,0.475140631,0.206347302,0.059642956,0.224928811
1.347240448,1.388715029,1.414922357,1.545322299,1.579841614,1.342523813,1.553057551,1.633779287,1.054740906,0.987117231,1.028232098,0.749136269,0.699971616,0.6316697
2.672095776,2.791490316,3.264389515,2.18063736,1.452774644,1.995306969,2.272274733,1.727803707,0.094955787,0.121255666,0.164924622,0.131223515,0.073631033,0.049332343
0.201285243,0.291707456,0.126375094,0.184878558,0.441213548,0.64942646,0.265031844,0.203646272,0.119301014,0.091380544,0.036381863,0.072934099,0.172511742,0.144154668
0.949401796,0.782877564,1.439637423,0.614665568,0.893042326,1.06586504,1.408999681,0.929871142,2.170116186,3.877013206,2.192458391,4.804986954,12.35635281,5.236435413
13.22462463,9.92712307,14.42907906,8.377902985,4.936588764,4.795985222,7.662217617,8.913551331,2.519951344,2.186235666,1.638939142,1.349563718,1.405724287,1.62653625
1.032728672,1.389966607,1.565081239,0.884300053,0.791339695,0.716627538,1.064921141,1.298676014,0.348968625,0.523803532,0.593234837,0.1187106,0.084269255,0.05291979
92.97569275,60.11261749,307.9845276,93.16909027,56.97519302,59.25237656,43.15856171,51.3912468,543.6299438,571.6075439,422.7568359,432.8406982,363.5360718,515.1004028
0.289876491,0.191212609,0.808166623,0.080436125,0.222375974,0.09766002,0.315816969,0.179701343,264.7667847,123.7426529,74.20288086,120.8833618,95.58068085,182.1342773
17.78155327,14.49446106,61.31096268,25.00421143,21.06397247,22.16040802,27.07665062,27.5853157,84.31617737,75.11422729,60.00131989,69.18254089,71.89186096,113.2531357
0.104897462,0.484117925,0.206629023,0.582982183,0.427024901,0.745437384,0.516913414,0.629602075,6.486739635,3.232266188,9.213255882,2.621157646,2.463250399,4.611061573
0.522500992,0.564245999,0.452943355,0.54076314,0.358394057,0.405781507,0.755084455,0.645709395,0.236623347,0.118363768,0.225060031,0.172879785,0.145768672,0.072826639
1.742879272,1.032353044,0.130343467,1.837522149,1.944646716,1.416927457,0.678265095,0.879495859,0.284780741,0.337227434,0.317850679,0.72858417,0.679086387,0.857763767
1.76765728,2.706650734,2.034105778,1.993142366,2.667565823,2.270825148,2.432381153,2.68121624,0.230480164,0.175546035,0.150886774,0.258756906,0.531954348,0.041442141
2.361404896,2.286319017,3.494487047,2.586544991,3.793791771,4.422173977,3.061877489,2.085705042,5.127058029,4.558241367,3.14721489,3.203989267,4.018980503,6.022181988
2.103203297,2.072840214,3.456129551,2.236342192,3.209536076,3.378960133,3.563226223,1.865087748,1.358155608,1.431438327,0.703037083,0.676865518,0.860102534,1.003934383
0.732072532,0.21533367,0.514997184,0.511186898,0.318273515,0.129298657,0.284525454,0.158850178,40.54428864,41.90930939,20.93810654,32.17417145,31.44876099,32.26619339
3.8193748,2.997534037,6.280134678,3.940694332,2.313200712,1.661647797,4.031889915,3.023116589,0.441532314,0.918600202,0.454871505,0.502333045,0.33920905,0.102195732
7.137784958,7.613088131,10.34059048,12.76722145,7.579175472,8.701277733,9.107637405,4.638558388,3.818686008,8.781064034,3.074857712,5.826892853,1.903694153,2.747452021
0.32879582,0.245128646,0.174355268,0.238430008,0.20519197,0.26838094,0.276694804,0.28998512,0.300242662,0.172704324,1.015498042,0.143868223,0.132843241,0.13216427
1.325665712,3.061246157,2.175668001,1.623017311,1.528377175,1.507169962,1.847779512,1.108857274,1.916380644,2.428911686,0.954986691,0.616313457,0.705685794,1.202825308
9.888460159,13.61404419,15.02289295,10.19462109,10.62920475,10.01303577,10.02628708,8.592820168,4.665279865,5.254877567,6.682570457,10.01816654,9.427411079,13.16209507
0.75839448,0.952040911,0.99523443,1.097463846,1.489244699,0.940229475,0.818137825,0.802039027,12.33454704,14.20831013,6.068901539,18.96883583,22.4901886,26.8225441
0.645966828,1.437152624,0.813352644,1.362386107,1.600021005,0.439707994,1.664499164,1.634451866,0.130892694,0.051817041,0.112984106,0.841567218,1.166195989,0.983887911
0.327267468,0.392947823,0.324504763,0.346237838,0.490155578,0.623451948,0.386759847,0.447111309,0.174758196,0.248134688,0.135852128,0.474906564,0.768341362,0.349239379
1.59397912,1.714269876,1.628480554,1.512451172,2.587478876,2.978848934,1.727552533,2.347351789,0.687571526,0.378097475,0.340725869,0.615280509,1.327062249,0.671575248
9.12582016,28.37498283,18.64370728,4.771665096,11.9643364,12.83959103,9.534450531,6.411780834,0.039644238,24.61557579,0.068951331,0.070767589,0.068255872,4.817521095
3.86839056,5.765026569,8.060643196,5.870048523,5.26765728,4.826945305,6.867044449,6.5310812,6.653839588,10.97202969,4.542462826,3.269171953,4.939265251,6.933078766
21.26012993,22.85362053,37.97467804,36.43934631,25.36995506,34.94980621,43.21043015,38.05578613,54.48085022,50.73910522,34.15484619,82.56101227,60.9814415,59.70849228
2.592396736,3.05881691,0.217867538,2.736035347,2.783912659,2.587765694,2.708736897,2.142771244,0.941722989,0.621167839,0.077105299,1.716616273,2.164274693,1.194357038
19.99035072,49.16264343,52.03700638,28.43919563,21.77690315,25.02476501,14.92736435,21.3983326,0.130752429,8.08371067,9.287618637,1.565485358,1.852567196,0.042437527
1.169201136,1.509882569,2.750467062,2.087962627,1.928215981,2.183678865,2.034864426,2.00846076,0.536557436,0.576803803,0.57990855,0.720284939,0.645903945,0.465789884
13.37437248,11.15572739,18.10082245,13.20396805,16.24159241,12.2744751,15.79205799,10.96962643,24.01941681,23.97126007,20.02040291,50.96705246,90.46800232,65.47887421
0.442802042,0.594096243,1.205055118,0.720212996,0.761526048,0.774312317,0.051543824,0.594307542,0.398682624,0.112846337,0.689250171,1.076402545,1.194800496,0.956122637
7.250096798,8.23143959,8.435806274,7.875641346,9.765274048,11.5320673,9.306517601,8.135087967,9.506673813,11.52425289,11.39021397,9.302582741,5.417787552,8.527802467
1.379274487,1.497110724,0.193806767,1.470232248,2.344730854,2.3027637,1.825954676,2.762036085,1.433870673,0.88796109,0.461814344,2.11319685,2.982640266,2.158872843
6.192975998,6.689977169,4.672491074,11.54969025,9.934486389,8.853474617,10.43269348,7.749574184,6.581383705,6.911540985,10.19742775,6.564203262,4.228166103,5.871178627
2.186028719,1.753174543,3.444169283,3.168186426,3.238578796,3.29943943,3.125484228,2.659480333,1.271970868,22.55182838,1.111677885,1.584719539,13.54129505,0.451176554
12.19799232,12.40163517,11.52588367,3.269557953,9.652466774,8.86194706,13.01189899,9.070376396,20.20731544,29.82638359,50.46560287,18.54034233,5.068586349,46.9649353
17.79274559,18.93481636,22.99103165,16.86077881,14.02606392,15.87113857,19.61504173,10.78766441,76.81053162,96.05991364,104.8665619,50.33303833,39.07369995,99.49040985
19.80972481,13.89672089,46.68846893,8.315454483,4.762822151,6.719137192,9.364624023,12.46955585,6.300571918,7.064198494,8.546937943,2.222831726,1.197841406,3.176521301
2.224893808,2.540763378,4.715473652,2.244195938,1.291795135,1.573491216,1.834117293,2.32437706,0.638550878,0.65241617,0.923595846,0.472626895,0.208039939,0.145957738
0.723774612,0.760020614,0.476172686,0.353612751,0.335846394,0.448246688,0.483985901,0.621105909,0.848223269,0.856318653,0.715672433,0.420338392,0.389801323,0.728192449
0.692358196,0.482498407,0.952111721,0.655658603,0.244464666,0.347966373,0.638558388,0.685853839,0.601178706,0.437834859,0.32177946,0.099284656,0.200942352,0.132757932
1.036935568,1.162207007,1.492524743,1.363458753,0.852683544,0.784513175,0.962818265,1.087581396,2.596602678,1.653043151,2.381396055,1.460195899,1.142303467,1.374362946
16.92203903,16.73855972,39.87011719,21.67228508,27.27123451,36.27948761,30.89824295,22.63098526,73.9954834,76.77339935,51.62712097,84.05698395,82.41133881,93.51020813
31.61288834,74.75798798,48.68715286,54.17976379,59.19983673,58.49303818,51.70518112,116.4259491,2.105113506,4.869290829,1.198545575,2.703009844,4.607441902,1.46414125
2.535237551,1.892819047,2.748738527,3.437590837,4.199481487,3.087505102,3.458148718,2.974228144,7.414456844,5.385676861,7.647329807,8.891897202,5.435497761,11.02180862
6.507911682,1.275313735,2.711222172,2.6792202,2.357833624,9.127557755,5.685182571,0.701784194,155.8016815,101.1556625,77.88160706,154.9955444,110.4442673,243.9673615
1907.448608,1280.467041,1078.069214,1952.724243,1346.167236,1348.878662,1364.865601,475.679657,792.3381348,1228.718262,694.5807495,696.8475342,355.7836304,469.1247864
5.346199036,2.423902035,3.323070288,5.341353416,2.731852531,3.974709988,2.448533535,2.522620916,13.19743443,9.382378578,9.911816597,10.14176273,5.135085583,8.541292191
1.129409552,1.102175236,1.211829543,1.819477439,2.456978559,2.002053261,1.989035726,0.943004787,2.089582205,2.832523823,1.265473366,3.066429377,5.05755949,3.447354555
71.05750275,46.4610405,105.2466736,108.7847672,74.9369278,81.63212585,145.7180328,84.26081848,266.8919678,204.1568756,149.8502655,184.723114,204.6715698,194.7017517
0.690698564,0.854834557,1.744673848,1.130947828,0.823956013,1.176443815,1.71312964,0.980317175,0.229800671,0.120981924,0.07136292,0.14382191,0.048531942,0.208074808
1.2190274,0.326029658,2.598532915,0.361730903,0.987492979,0.634076416,1.261794448,0.812057495,106.6007996,102.1053009,93.68232727,118.5075684,90.53147888,139.4746704
91.16170502,108.5280914,119.1459351,94.69007111,70.40007782,73.4519577,104.8734283,75.23363495,164.6732483,187.382431,87.58844757,247.6865234,184.575058,201.8547974
14.75144768,15.75288105,22.02345657,13.56754303,14.48430538,10.71275043,17.2876339,14.66369247,15.23418331,21.95122719,13.70438576,41.74176025,39.50143051,28.33483505
4.039367676,4.487467289,4.935525894,3.597004175,3.656109571,4.281058788,6.081557751,4.229325771,39.5978508,43.06678009,37.53085709,103.0703583,57.79018784,80.71794128
1.366615295,2.080496073,2.141842604,1.454256415,1.796524644,1.360741854,2.397724152,1.381726027,8.302651405,4.787944794,5.755980015,14.18201351,8.885397911,11.3706522
23.04901695,25.41977882,27.11595917,29.32342911,27.4183712,29.127882,29.98582077,22.68018913,139.760788,151.2533417,109.5521545,219.8005524,129.9927979,249.9774933
6.40177536,6.004637718,6.759017467,4.988889217,7.064531326,5.058336735,6.887105942,4.027542114,32.36574936,30.34706879,23.42733383,29.97755623,16.05553818,34.22961807
5.621767521,7.311641693,9.310875893,8.268331528,9.186519623,7.672076702,9.33972168,7.997025967,9.518115044,6.544588089,6.310091496,7.304008007,8.794507027,9.078612328
71.64801025,59.99116898,143.3376923,86.29988861,84.46958923,96.82896423,88.76937103,85.46797943,12.53908825,168.4829254,12.71165848,14.71665192,309.0039673,10.83333397
0.377722919,0.188989297,3.379788399,0.228928834,0.660278857,0.598292291,1.272897124,0.096883997,331.4751587,270.039978,233.806015,318.3010559,209.4267426,494.2671509
0.641142428,0.6660164,1.371192217,0.59631449,1.373493433,0.527506232,1.695316792,0.662737131,2.204298735,1.361631155,0.767365336,0.694176316,1.010776758,2.070256233
1.580123544,1.393315911,2.333535671,1.292582989,1.615260601,1.324045181,1.731668591,1.152046204,0.533922672,0.59773165,0.432628065,0.577951908,1.097625732,0.734749734
0.308687776,0.354584277,0.123218432,0.257941931,0.238214701,0.370584041,0.291346163,0.331651777,0.15456751,0.277551025,0.42555362,0.182390034,0.442398638,0.271204293
1.098649263,0.445470929,0.13393417,0.642594457,0.858359039,0.907117724,0.287596852,0.683694363,0.708337724,0.450341314,0.303405613,0.894746184,1.306945562,2.000899315
2.886260033,1.734660745,0.285715431,1.894261003,1.879099011,2.575837612,1.38098371,0.042723589,0.814179242,0.750533044,0.51827842,1.464755177,3.23222661,2.55965209
0.721111536,0.079104878,0.131886661,0.586736679,0.119715936,0.756322503,0.503735483,0.306719035,0.058256559,0.330658823,0.049405083,0.488014251,0.506758451,0.961780608
0.057700321,0.082081892,0.130395934,0.034337815,0.277024925,0.244801879,0.214433447,0.209331617,0.055546165,0.118318714,0.196825102,0.119697243,0.070139378,0.100670718
11.47742176,8.013912201,21.89076614,13.75718212,6.752031803,9.511796951,6.871887207,13.93479252,2.825203657,6.358244419,1.300055981,2.58806777,1.3450737,3.059577465
0.03144151,0.119395487,0.083310306,0.198831514,0.104620591,0.111191496,0.070196353,0.151639044,0.326597333,0.150608301,0.214158818,0.393481761,0.381881654,0.33887139
12.79969215,8.433508873,11.07923698,10.97425556,9.65001297,9.562964439,7.535625458,10.12425709,14.15045738,7.784844875,8.582145691,5.029741764,6.270905495,4.152802467
0.579467356,0.542493284,0.092981063,0.055706009,0.597393453,0.162648201,0.119972125,0.131981686,0.472109526,0.04892521,0.061823133,0.439536959,0.558119357,0.565797389
0.584561944,1.108616471,1.053774953,0.600528717,0.192075387,0.223236874,0.539118707,0.717962325,0.040880565,0.04631703,0.105070576,0.040737309,0.093299165,0.057312906
0.92319572,0.662519813,0.153210968,0.513830364,0.659753323,0.793671012,0.562638342,0.445766062,2.789287567,2.845353127,1.970320225,3.359109879,2.189437151,2.867356062
0.544808984,0.643159509,0.310548842,1.005095363,0.609339952,0.605331779,1.324640393,0.398258269,0.893395722,1.273010612,1.081866384,2.044915438,2.648510456,2.772706985
0.354928613,0.088814408,0.366258651,0.449505836,0.483218879,0.313541263,0.23849614,0.17324768,0.102964126,0.114608854,0.221782744,0.027450413,0.175966993,0.247478262
0.581590176,0.341470033,0.18820627,0.42471844,0.325581551,0.350736558,0.285801768,0.156350881,0.143920958,0.086362779,0.155963942,0.131736428,0.071781978,0.148276359
0.567850232,0.047614772,0.292105108,0.358225435,0.9069857,0.28196454,1.82796073,0.370397896,0.78394866,0.141058221,0.319792032,0.31390205,1.010275483,0.325655729
1.077460408,1.36530602,1.728742242,1.890698075,1.707574248,1.432212234,1.542473793,1.530055165,0.700710714,0.561968029,0.630449831,0.780267119,0.921120763,0.830035985
