LFQ.intensity.1.Li_Fresh,LFQ.intensity.2.Li_Fresh,LFQ.intensity.3.Li_Fresh,LFQ.intensity.4.Li_Paper,LFQ.intensity.5.Li_Paper,LFQ.intensity.6.Li_Paper,LFQ.intensity.7.Li_Std,LFQ.intensity.8.Li_Std,LFQ.intensity.9.Li_Std,LFQ.intensity.10.PBS_paper,LFQ.intensity.11.PBS_paper,LFQ.intensity.12.PBS_paper
31.60240173,31.36520576,30.50265694,30.25822258,30.52869034,30.26974869,30.53575134,31.24881172,30.57398224,33.27544785,33.26793671,33.25025177
31.56506348,31.45669746,32.02762604,32.61280823,32.60501099,32.43554306,31.96839523,31.5285511,31.68925095,32.93424225,32.96935654,33.36084366
31.50516891,31.84998512,32.10612106,32.25600052,31.67724228,32.02409363,31.73767471,31.13332558,32.01192093,31.61192894,31.52850342,31.54765701
31.49776459,31.46776772,31.27874756,31.24132919,31.23734474,31.27325439,31.13038254,31.1806221,31.40907478,31.42577362,31.79567719,31.46294975
31.49257088,31.55513,30.80447388,30.96113205,31.17569542,31.15514755,30.9190464,30.9797821,31.01504707,31.60831833,31.32474518,31.48183441
31.45056534,31.48096848,32.125,32.20850754,32.26974869,32.13946915,32.25456619,31.32999229,32.07482529,33.20680618,32.91242218,33.27669525
31.44869614,31.8827076,31.85945702,31.84385872,31.94496155,32.08803177,32.01275253,31.55522156,32.04960251,30.63910103,30.87246895,30.71996117
31.43101501,31.46679497,31.77705956,31.28911972,31.22199059,31.29816437,31.83545113,31.31996346,31.72939301,30.93943596,30.91769409,30.74839211
31.41281319,31.29969215,29.75517464,32.10099411,32.01345062,32.0262413,30.1309948,31.11122894,29.89259911,32.54012299,32.63566589,32.51460266
31.35510445,31.26024437,31.15261269,30.68962479,30.75039101,30.70997429,31.13937569,31.41215706,31.01903152,30.33947372,30.37999535,30.45973015
31.33724213,31.50946999,30.00945282,31.83627892,31.71046638,31.70363617,30.02854729,31.11377716,29.47844315,32.22248077,32.06342697,32.58654022
31.32865524,31.42587471,30.83288765,29.86830902,30.39703369,29.96939087,30.58172226,31.10061646,30.96911621,30.50975227,29.74424362,30.66678619
31.31990814,31.29038429,30.28239822,31.43985939,31.38812828,31.3818512,30.19542503,31.31246185,30.22504044,32.37043762,32.2348938,32.38149261
31.27907944,31.03433228,30.31289482,29.95518494,30.25945854,30.3359642,30.22871399,30.89951515,30.67463493,30.51962662,30.46509361,30.50360489
31.22613144,31.15176582,29.74835968,28.95157623,29.0965004,29.1950264,29.59846687,30.76580238,29.75307083,29.43388367,29.39801216,29.2434082
31.18730545,31.15454483,31.23226357,30.91392136,30.88983154,31.03872108,31.27425385,31.35499954,31.17670441,30.72785187,30.64185905,30.66602325
31.17872429,31.11706352,30.3048687,30.66763306,30.58548927,30.72093964,30.16303062,30.43071747,30.32720947,29.40399551,29.21736336,29.175457
31.08695602,30.89460945,32.12626266,32.29060364,32.11588669,32.16353989,32.02742767,30.73916435,31.96209717,31.15061569,31.12995148,31.19642067
31.03216553,30.95774651,31.15140343,31.31645966,31.33314133,31.27214241,31.03131104,30.6838665,31.07985497,30.53936195,30.62496758,30.43956184
30.9569149,30.70981026,30.38030434,30.6626339,30.72866249,30.76635551,,30.78394127,30.32902908,32.49001312,32.29851913,32.19137192
30.90246582,30.75062943,30.74583054,30.54839325,30.71841049,30.87239647,30.94879532,31.24360085,30.40659332,30.3540535,30.51512146,30.39805222
30.77627373,30.61131287,30.93079376,31.25805473,31.35557747,31.28123665,30.83718109,30.55224609,30.88285255,31.31072998,31.09502983,31.25016785
30.75573158,30.52121925,30.74294281,31.20133781,31.15140343,31.24490547,30.61034393,30.51060104,30.67841911,31.10830307,31.00296402,31.19037056
30.74951172,30.62784004,30.77854729,31.41003418,31.23677444,31.35426331,30.5707283,30.65557098,30.71120644,30.7364254,30.74125671,30.6102562
30.69195557,30.65599632,31.19952583,31.24643517,31.0745697,31.16176987,31.11203766,30.09446335,31.12866211,30.76603889,30.86783791,30.69062424
30.66033936,30.74390602,30.63780594,30.37471962,30.47884941,30.48144913,30.77964401,30.99233246,30.46878624,29.94670486,30.21870422,30.0240612
30.60867119,30.7951355,30.92867661,30.70190239,30.53250313,30.65770149,30.79335403,31.0895462,30.84430885,30.38710213,30.10224533,30.3621254
30.60487747,30.367239,29.70768929,30.47218132,30.51840782,30.45679474,29.63899612,30.46246338,29.55607224,31.55192566,31.39222908,31.4818821
30.54268646,30.67488861,30.7402916,30.64813042,30.49237823,30.64332199,30.7950573,31.0523243,30.61780548,30.19272232,30.54056168,30.15194702
30.53806686,30.31484032,30.17045021,30.36348343,30.4358902,30.38154221,30.23477936,30.623312,29.86668968,29.55246735,29.55736923,29.34087372
30.52896881,30.34074783,30.84849358,30.51182747,30.49838448,30.71497536,31.041008,30.69561005,30.68085098,30.96416473,30.90397453,30.99158859
30.52103233,30.50360489,30.44766235,30.07252693,29.96512985,29.90655708,30.37999535,30.77925301,30.36024284,29.84364891,29.65528107,29.60376358
30.51107407,30.32581711,29.73500633,29.89299011,29.96126938,30.062397,30.37274933,30.57749748,29.71245193,31.23876953,31.23089027,31.33516693
30.48067856,29.87802124,30.37865257,30.28614807,30.3195858,30.55288696,29.5316124,29.66283607,30.26181221,29.93156815,29.38512802,29.81732559
30.38915443,30.38205719,30.69453239,30.77588272,30.63866806,30.49046707,30.07775497,30.00504112,30.52065849,30.2532711,30.3764801,30.19882393
30.38740921,30.37585831,31.18754196,30.99388504,30.99469376,30.97726059,30.94558907,29.89099121,31.08176041,30.21939659,30.2728653,30.17176437
30.38143921,30.37565231,30.99920464,31.20821571,31.16128922,31.19935036,30.8419857,30.16842079,30.88874245,30.99799347,31.08023643,30.73852158
30.37503052,30.20396423,30.39805222,29.99482918,29.99280548,29.97035027,30.39560318,30.28746986,30.48067856,29.65490532,29.73051071,29.63405228
30.35562897,30.1541214,31.07067299,30.89663124,30.88743591,30.72914886,30.99354744,30.1171875,31.07482338,30.26382828,30.24172783,30.32603073
30.34117126,30.30877876,30.76105309,30.71194458,30.495718,30.83808327,30.83296394,30.58781433,30.72842026,30.28923035,30.70256233,30.3048687
30.31116295,30.25653648,30.15737915,30.31840134,30.33234215,30.32849503,29.76287651,29.64115143,30.14722252,29.44529533,29.60369301,29.50392723
30.22101212,30.14479446,30.04205132,29.84743309,29.88243103,29.72390366,29.9848156,30.48979759,29.96691704,29.44870567,29.50288582,29.47299385
30.22055054,30.27119637,30.43857002,30.83898544,30.951437,30.96712303,30.61614227,30.29055023,30.76144981,30.68645668,31.08765221,30.94076729
30.17664528,30.12262726,29.86872101,30.35510445,30.41719627,30.27419853,29.68501854,29.5227356,29.89043999,26.60399437,26.34218025,26.43622017
30.1740284,29.98209763,30.1427269,29.09121323,28.86260223,28.9417057,30.13894844,30.45660019,29.83003426,29.36256409,29.30495644,29.94153786
30.1374836,29.9729538,30.02617455,30.59441566,30.57902718,30.43330574,29.77395058,29.56152534,29.91484642,30.01238632,30.06136703,29.92195702
30.11172676,29.93719292,29.62126923,29.46499634,29.26832008,29.35848236,29.43966103,30.08992577,29.58913803,28.87724686,29.03645515,28.85168266
30.09547043,30.02062225,30.73723221,30.47169685,30.44025421,30.46839905,30.65557098,29.68177223,30.69220543,30.09496689,30.10611916,29.98237038
30.0773735,29.9294529,30.15532875,30.33543205,30.17414665,30.24036217,30.05115891,29.57618141,30.27863693,29.2074604,29.34737396,29.3120079
30.07393074,30.00168991,30.08068085,30.12792397,29.9558773,29.93382072,30.00142097,29.76982689,30.24977303,28.50926208,28.69142342,28.38438606
30.06996918,30.07788277,30.0483017,31.53176117,31.45498276,31.52463341,30.07009697,30.21604538,30.12533951,32.23057556,32.01793671,32.31535339
30.05775642,30.08815765,28.53882408,31.06483841,31.02227592,31.13846016,28.42350197,29.82590103,28.5077877,31.41598892,31.40065002,31.04179001
30.03183746,30.06868744,29.78384781,31.41043854,31.35935211,31.20513153,29.64498901,29.61208725,29.46534538,32.01793671,31.84311104,31.98022652
29.98508644,30.93206215,29.89136696,29.79029465,30.01664352,29.88541603,30.9333992,30.86702919,30.26539421,28.72861481,29.32637405,29.0694561
29.96113205,30.03393745,30.15532875,30.145401,30.04531097,30.0914402,29.92422295,29.72269821,30.24547195,29.01961517,29.08359909,29.31460381
29.92422295,29.99226379,30.54535866,30.5857563,30.5769577,30.5559063,30.5997448,29.69738579,30.61192894,29.76395226,29.75848198,29.6773262
29.90856171,29.81744766,30.11060715,30.1728363,29.98495102,29.92365646,29.83290291,29.49487877,29.96113205,29.53765869,29.55442619,29.51246834
29.90354347,29.95532227,29.79307365,29.69255447,29.73756981,29.66441345,29.53697395,29.37519646,29.75994301,28.40592384,28.91042137,28.45207024
29.89980316,29.89836311,30.39274025,30.14089966,30.17009354,30.36567497,30.01451683,30.01491547,30.52065849,30.20885658,30.03813171,30.61535263
29.89310455,29.40440178,24.4651947,,23.77756119,,,28.96691704,25.39122963,24.86698151,,
29.86895752,29.87108994,30.13455009,30.38802528,30.31484032,30.41639137,30.00088501,29.49199677,30.05426788,28.80848503,28.79463959,28.72484589
29.82347298,29.75201797,30.01132011,28.83668518,28.96038628,28.77624321,29.82433891,30.26907921,29.95864487,30.92853546,31.01836777,30.95532227
29.81965637,29.76173592,29.1454258,29.64023781,29.43481827,29.48999023,28.92691231,29.57866669,28.754776,28.26869965,28.17069054,28.48289299
29.80584335,29.79074669,29.63450241,29.49541283,29.40876007,29.52359581,29.87544632,30.03656006,29.5695343,29.05605125,29.30862808,29.42608452
29.79748726,29.57544327,29.5655632,28.94868279,28.94651031,28.90644264,29.20452499,29.70467567,29.28385544,28.75024605,28.75601768,28.52477264
29.78447342,29.74464417,29.8493576,29.83016968,29.95560074,29.79353905,29.63612938,29.35640717,29.6411171,29.07168198,29.06873894,29.31766891
29.78155136,29.65717316,29.15371132,28.48749924,28.5256691,28.76091003,29.06468582,29.58658028,29.1358223,26.21378517,27.27949905,25.9061203
29.77291298,29.61523056,29.58949471,29.93705368,29.88428116,29.7392292,29.39744186,29.28409767,29.5935421,28.45356178,28.57636261,28.34045029
29.76926041,29.49689865,30.22354507,30.53129578,30.46907806,30.34498596,30.00115204,29.87295341,29.98820686,30.5997448,31.07137489,30.8772316
29.76856613,29.75444221,31.00021172,31.00818443,30.94900322,30.95192337,30.84408379,29.5748291,31.03590584,30.55197144,30.52859688,30.49666977
29.76289177,29.36886215,29.94907379,28.6154747,28.65928459,28.68842506,29.85193634,29.99213028,29.83116722,29.31887436,28.98242378,29.11788177
29.75086975,29.73489189,29.72103691,29.8285675,29.99158859,29.77132416,29.39693069,29.21324348,29.65911484,28.66220856,28.75684547,28.94776344
29.73707008,29.65145302,29.17564774,29.11911774,28.88107491,28.89087486,29.49979019,30.00128746,29.6788559,28.87519646,28.63325691,28.43380356
29.71978188,29.80025291,30.14637375,30.74895287,30.54646301,30.43251038,29.92648697,29.4340229,30.08182335,29.63039398,30.01451683,29.67064095
29.70818329,29.47906113,29.11165237,29.75252914,29.95573807,29.94055748,29.59277725,29.24174881,29.6570034,29.99577332,29.74523735,29.7951355
29.70351982,29.74760818,30.85117722,30.85370636,30.74687195,30.69095802,30.87232208,29.53179741,30.82426262,30.01903152,30.24320412,30.09282684
29.65505981,29.57329559,29.92238235,30.26192474,30.16254997,30.00718117,29.78883362,29.06128883,29.94391441,29.47459984,29.57979965,29.34081078
29.65088844,29.56243706,30.33958054,30.44233322,30.35331726,30.21997261,30.21083069,29.25006676,30.33255386,29.60627365,29.52142525,29.5555954
29.63713264,29.28456116,28.94617462,28.66315842,28.652565,28.83659363,28.64120293,29.47769165,28.90913391,28.81958199,28.79355431,28.65215492
29.62516022,29.80986404,30.74647141,30.63970375,30.48797798,30.66161346,30.70833015,29.5273304,30.76777649,30.1138382,30.14819336,30.18518066
29.60528374,29.45530701,28.90744591,29.04718399,28.81830215,28.88553238,28.76331902,29.20352173,28.77959633,28.4190464,28.41566658,28.33709335
29.59789848,29.53551102,29.52880096,29.70300865,29.55021095,29.69190598,29.35988617,29.1268425,29.64849091,28.16254997,28.60356903,28.31993103
29.54718018,29.48375702,28.94776344,28.42446327,28.51777077,28.64192772,29.07803535,29.73156166,29.0349617,29.00600433,29.11341667,29.0623188
29.54581833,29.62184525,29.90999222,30.3484726,30.42552376,30.3486824,29.85915375,29.52316475,29.83991623,29.52314758,29.65914917,29.67357445
29.54462051,29.57356644,29.33029175,29.12819481,29.077425,29.52005768,29.60438347,30.18115616,29.41056061,28.61873436,28.39411163,28.1671524
29.52280998,29.53079414,29.39666557,29.12996483,29.16664886,29.09297752,29.42512321,29.75369263,29.49714661,28.69065857,28.59487724,28.71151733
29.51928902,29.72071075,29.69353485,29.1243782,29.15143967,29.07841682,30.1940155,30.17450523,29.75201797,28.22172546,27.99679565,28.69617462
29.4951458,29.40859795,29.64991379,29.715271,29.67188835,29.62561226,29.41824341,29.18973351,29.51209068,28.94592476,29.04653358,28.88840866
29.48951149,29.34284592,29.77311707,29.73254967,29.69340324,29.73845673,29.64462852,29.02162743,29.77823448,29.2901535,29.45902634,29.10898781
29.48166084,29.30810547,30.07022476,30.26974869,29.98291397,29.86674881,30.01038742,29.48121834,30.03012657,30.70767212,30.59592628,30.77995682
29.48023605,29.6512146,28.61403656,28.60540771,28.38985252,28.56721497,28.98049164,29.26834297,28.73431015,27.67047119,27.9378109,27.63436508
29.40395546,29.40847588,29.68470192,29.67256355,29.5229969,29.6196785,29.60475349,28.7325325,29.81069183,29.23404694,29.28802109,29.31792641
29.39744186,29.31220245,29.33135986,28.94734573,29.01576614,29.0712738,29.18439865,29.54108047,29.38886642,28.83436584,28.98448944,28.79714775
29.3940506,29.34739494,30.63426018,30.47537422,30.23089027,30.4386692,30.5075798,29.03988457,30.48471832,29.67865372,29.7515564,29.74757576
29.38611412,29.42225838,29.46763992,29.2354641,29.12499619,29.1722641,29.45448303,29.67663765,29.31146622,28.46602631,28.47316933,28.57336807
29.38343811,29.45757866,30.1902523,31.52192116,31.63754654,31.66547394,30.29318428,29.3264389,30.16638565,31.81955147,31.96175194,31.94080162
29.38059425,29.44474411,28.70001793,29.24861908,29.30478096,29.34794426,28.76799774,28.76736641,28.91581535,28.70563126,29.24986267,28.83890915
29.36911201,29.49526024,29.46752357,28.89165688,28.81332588,28.79287338,29.26382828,29.64388847,29.37056732,28.17792892,28.22972298,27.74733543
29.33758163,29.38580704,29.00522804,29.02994347,28.74861526,28.94220924,29.16971016,29.55820847,28.95997238,28.91530418,28.78487778,28.91854858
29.33724213,29.17830849,29.08101082,29.22306252,28.91533089,28.96592712,29.32600975,29.53463936,29.27108383,28.99447823,28.70104218,28.87188148
29.31661224,28.97084427,28.87806511,29.27746201,29.049263,29.10377121,29.13653183,28.61673737,28.87288094,28.71607208,28.71871948,28.59953117
29.30636978,29.65952301,28.6804657,,,29.05693054,,29.55145836,,,,28.8213768
29.27923393,29.22038841,28.2898674,28.78309822,28.51243019,28.59896469,28.28502464,29.58078957,28.36151886,30.07686424,30.13565063,30.14710236
29.27910042,29.33056831,29.74728775,29.96870422,29.97089958,29.79356956,29.69453239,29.10084152,29.78531456,28.82668877,29.34547234,29.04306984
29.27648544,29.13955879,29.49745178,29.6758976,29.61852455,29.5832119,29.31777573,28.75213051,29.41086388,29.05783463,29.10469627,29.06049156
29.26472473,29.26952553,28.72829056,28.83291817,28.6079483,28.61624718,28.56034279,28.91102219,28.81705093,25.84433746,25.87293243,24.57380867
29.25882912,29.19262886,30.16170883,29.9571228,29.85853195,29.84765625,30.00785065,29.10482025,30.09873581,29.2428627,29.16973495,29.18629074
29.24238586,29.01158714,29.23189735,29.50954437,29.48975945,29.45232391,29.25640106,29.26816368,29.08311844,30.48289299,30.55426025,30.70931625
29.21444893,29.177145,30.0488224,29.76929092,29.73371315,29.7396965,30.03917885,29.7240181,30.07086372,28.8418808,28.63633728,28.76198959
29.20053101,28.76509094,27.59199333,27.37641716,27.42430305,27.29438972,28.25489426,28.63117599,27.7507267,27.27949905,26.93539619,27.06527519
29.15139008,29.14338303,29.60719109,29.8220005,29.76091003,29.82234955,29.42674446,28.57455826,29.59482384,29.24938774,29.54912758,29.22370529
29.14245987,28.96694565,28.84983635,28.90738869,29.09083366,28.92025375,28.60236549,28.37227249,28.88016891,28.9609108,28.7790966,28.62401009
29.13704491,29.33244705,29.20545769,28.57924271,28.35900688,28.46232605,29.04395676,28.90538025,29.05680084,29.11698914,28.83364296,28.85531235
29.13396263,29.1253891,29.35460091,29.21261787,29.20340538,29.17581367,29.63311768,29.33470917,29.4563446,27.51141167,28.01110649,27.80562782
29.13023376,29.03718948,29.59412956,29.93522644,29.93761444,29.9546299,29.56045151,28.76113319,29.6717701,30.08803177,30.11805344,30.0489521
29.12598038,29.21045876,30.49390602,30.10537148,29.99010086,30.03223038,30.0622673,29.31555367,30.31072998,28.82611275,28.73611832,28.97185898
29.12228203,29.04640388,29.56500053,29.78668594,29.5695343,29.61910248,29.21530533,28.87686539,29.53882408,28.65481949,28.56427383,28.52906227
29.11686516,29.0477829,29.27435493,29.03283501,28.88186264,28.91706848,29.29821777,29.25399208,29.24333954,28.10719299,27.98043633,28.10873795
29.11075592,29.23571396,28.96248436,29.29850197,28.88919258,29.03721428,29.30786705,29.26087189,29.1096611,28.3328743,28.27213097,28.33760262
29.10704422,,,,,,,28.99302101,29.34195709,30.13760567,28.86820602,29.97213173
29.10604477,29.13880348,29.33031273,29.5378437,29.50990295,29.26075935,29.3218441,28.34481621,29.34961128,27.67687225,27.73976135,27.78350449
29.0988369,28.98386574,28.38808632,28.51585388,28.55866432,28.31799126,27.99647331,28.71757698,28.80707169,27.37666702,27.26918983,27.35749817
29.07925606,28.81906319,28.75136375,28.6625824,28.58927917,28.70908737,28.62034416,28.31626701,28.74736786,28.30643463,28.18006516,28.08785439
29.07666016,28.83294868,29.43296814,29.72716904,29.6511116,29.50284767,29.36896706,28.40381241,29.48316193,29.46684456,29.91099358,29.20692444
29.06020737,29.04596138,29.3608284,29.76021194,29.6020298,29.37193871,29.43670464,29.13383865,29.35485268,29.08288956,28.95925331,29.05245399
29.0524292,29.00817108,27.25988388,29.57258987,29.59101105,29.55026627,27.12000847,28.88785744,27.30599976,30.29723549,30.02062225,30.16865921
29.05237579,28.76698685,30.80716515,26.421175,26.49574852,27.29640388,30.1674633,30.5626545,30.60319901,26.5688591,26.61034393,
29.0481472,28.85525322,28.31656837,28.54991722,28.64639854,28.59850311,28.45970917,28.17550468,28.73921394,27.81170273,27.85441971,27.74752808
