LFQ.intensity.1.Li_Fresh,LFQ.intensity.2.Li_Fresh,LFQ.intensity.3.Li_Fresh,LFQ.intensity.4.Li_Paper,LFQ.intensity.5.Li_Paper,LFQ.intensity.6.Li_Paper,LFQ.intensity.7.Li_Std,LFQ.intensity.8.Li_Std,LFQ.intensity.9.Li_Std,LFQ.intensity.10.PBS_paper,LFQ.intensity.11.PBS_paper,LFQ.intensity.12.PBS_paper
29.04507637,28.80307388,26.86478615,26.9237709,26.95659828,27.14131355,26.36372566,29.11023331,26.88878632,28.11545181,28.07729721,28.00013161
29.01696205,28.77887726,29.73773193,29.66365051,29.61177063,29.52415657,29.66972923,28.54701424,29.85868073,28.97525215,28.99110222,28.99455833
29.01113319,28.92062187,27.28832817,27.2088089,26.53319168,26.89017868,27.33926201,28.85554886,27.29412651,25.98563576,26.54070282,24.88576508
29.00632477,29.00458527,28.81280518,28.95079803,29.07423782,28.93797874,29.1671524,28.38817024,29.24065781,27.26624489,27.51284409,27.4146595
29.00538826,28.0065136,26.07718468,26.12080002,25.53626251,26.06058311,25.5325222,28.69972038,26.05728149,26.6031456,26.3540535,26.45935822
28.99830437,29.09705353,29.09022903,28.53255844,28.65464973,28.69696999,29.1002903,29.35032845,29.01807594,28.35224533,28.27910042,28.26239586
28.99771118,28.95238113,29.68949127,29.76839256,29.69059181,29.60775566,29.66962624,28.94754028,29.67678833,28.3700695,28.3696537,28.36273193
28.98280525,29.1349659,30.76911736,30.92846489,30.70553207,30.90677261,30.77643204,28.75808525,30.83205795,30.01025391,30.25889587,30.16973495
28.9808445,28.7815361,27.30956078,29.21461105,29.23432159,29.2887249,27.00849152,28.43852997,27.0494709,29.47821236,29.39658356,29.95739937
28.96903229,28.68595505,29.57502747,29.49845886,29.30293083,29.43211174,29.57275391,28.29281044,29.61990547,29.08306694,29.07421112,29.06211281
28.96383476,29.10021591,29.00966644,28.75862503,28.9174099,28.81151962,29.19945526,29.23203468,28.91763878,28.58927917,28.30569458,28.31881142
28.95168686,28.8401413,29.54808044,29.7988472,29.80831528,29.84765625,29.42416191,28.63730431,29.63635445,29.42632484,29.42314148,29.33504868
28.93671608,28.79172516,28.67687225,29.00080299,28.79968071,28.81369209,28.56034279,28.32238197,28.68411636,28.15653419,28.35829544,28.27297592
28.91942978,28.91156578,28.93553543,29.31505775,29.38773727,29.43938255,28.94712257,28.75359726,29.04710579,28.75751305,28.72491264,28.63637161
28.91587257,28.84941864,28.58093262,28.4624424,28.2853775,28.38108826,28.61041451,29.19187737,28.57690239,28.19135857,28.12947273,28.22857666
28.9150753,28.80242729,28.7440033,28.55046844,28.44904137,28.47626305,28.84837341,28.99531364,28.6428566,27.72123337,27.85293388,27.67969513
28.89223671,28.93063927,30.03196716,30.42271996,30.23922539,30.28383255,29.84919357,28.6291275,30.01836777,29.66805458,29.5964241,29.56047058
28.89087486,28.24880028,28.30534744,27.78556442,28.10993385,28.47823143,28.18286133,28.19896317,28.6216011,,26.10862923,27.41578674
28.85450935,28.73240471,28.92025375,28.9871769,28.79792023,28.93705368,28.84493637,28.90032196,28.81353951,28.92798615,28.8108139,28.7266674
28.85314178,28.60515976,29.8267498,28.12676811,28.35959435,28.07581902,30.0065136,29.07232094,29.55667496,28.7101059,28.1981678,28.65338516
28.84938812,28.91857719,28.90132904,29.18020821,29.17892647,29.2842083,29.06604576,28.10139275,29.16223717,29.3109684,29.34180832,28.99312973
28.84475708,28.88054848,29.3309536,29.64981079,29.78162956,29.6206398,29.59955025,28.6591835,29.22075844,28.75088501,28.80020523,28.8574791
28.84071159,28.58362389,28.25372124,27.85650063,28.19380379,28.11500549,28.33862305,28.06922531,28.37343407,27.77636909,27.81561661,27.38022232
28.81711197,28.74384117,28.9022789,28.7440033,28.73708725,28.80313492,28.72650337,29.074646,28.72253609,28.3433342,28.40681648,28.38833427
28.80547333,28.78562737,28.8164711,28.54863167,28.71440315,28.60155296,28.61635208,28.54443741,28.95693016,28.59384537,28.58727837,28.51133728
28.78827477,28.65229225,29.00584412,28.3315506,28.26597595,28.14116859,28.47107697,28.88206673,28.38944244,27.60109138,27.99959373,28.12937546
28.77674484,28.64681053,29.17097664,28.85275459,28.80313492,28.91590118,28.9371376,28.38393402,28.842062,28.25750351,28.25408173,28.27635193
28.7676506,28.8282032,28.27661896,28.04551888,27.98874855,28.30312729,28.90635681,28.98266792,28.5100174,28.4092865,28.90904808,28.70388222
28.76461601,28.8154335,28.78793144,28.42133713,28.55171585,28.60169411,28.94921303,29.00971985,28.75059891,27.72585487,28.19262886,28.33458138
28.75976944,28.72338295,28.22834778,27.96642303,27.78705978,27.7359581,28.20788002,28.77492523,28.21923447,27.75741768,27.64030838,27.45896721
28.74088669,28.08532333,27.6996212,28.87569427,29.23068428,27.50218391,27.9364624,27.36878014,28.05687904,27.86183357,28.45116615,28.73882675
28.73576355,28.95966721,28.98758316,28.77479935,28.65013504,28.67455101,28.87815285,29.06103134,28.96623039,28.74095154,28.6923542,28.7157135
28.73110962,28.62613487,28.44474411,28.65044403,28.39982605,28.55866432,28.2218647,28.23187447,28.39349747,28.40588379,28.60254288,28.13344765
28.71302605,28.43722153,28.95670891,29.68672371,29.40803146,29.53719711,28.72266579,28.61953926,28.87188148,29.36956978,29.49800301,29.31494904
28.7081337,28.61164665,29.09820938,29.37761879,29.13772774,29.3187027,28.62780571,27.94715118,28.90793228,28.26154518,28.63484955,28.33760262
28.69909096,28.45869446,28.54122734,28.31544495,28.27635193,28.27248764,28.4582634,28.89631462,28.50729752,27.77347946,27.79302788,27.63913536
28.68825912,28.60523033,28.4950695,28.00287056,28.12302208,27.96002769,28.31246185,28.64588356,28.71643257,29.02741432,28.85756874,29.0378437
28.68177223,28.32517433,28.7880249,28.71099281,28.72116661,28.68622208,28.86058998,28.13711739,28.83376312,28.09411049,28.20825195,27.94976807
28.66519356,28.60491371,28.20041466,28.13702011,28.13545418,28.35875511,28.11033249,28.33462334,28.33048248,27.98375702,27.88483429,27.74573517
28.64426804,28.51103592,28.26306725,28.88369751,28.57657814,28.59683418,28.19324112,28.79696083,28.37214661,30.62992668,30.5483017,30.67833519
28.63491821,28.69743538,29.35154915,29.26170158,29.17693138,29.07214355,29.35013771,28.18801308,29.3572464,29.27475357,29.00528145,28.84977531
28.63408852,28.734375,28.64996529,28.29885292,28.37608719,28.36385918,28.76701927,29.09118843,28.57578468,27.81628799,27.57296944,27.90276718
28.59516144,28.63041306,29.58392906,29.91498947,29.77781105,29.78657722,29.54181862,28.35628128,29.64153099,29.29425812,29.78420639,29.46610451
28.58627701,28.63173103,28.35812759,28.76072121,28.60946465,28.7047081,27.93848419,27.88495064,28.33214951,28.10554504,28.0414505,28.12084961
28.57614517,27.87724686,28.42882156,28.77306938,28.8175087,28.84116173,28.69318581,27.45057487,28.54487991,27.23251534,27.65259933,26.51480103
28.57112694,28.45179367,28.56714249,28.3064785,28.38236809,28.42109489,28.75945091,28.69905853,28.35123444,27.93162537,27.93893242,27.97929192
28.57025719,28.47545052,27.87114716,28.67357445,28.79268646,28.66884995,27.92206955,28.51288223,27.91684151,29.69993401,29.61552811,29.76996803
28.56902695,27.98332214,29.15281677,28.82889938,29.02577782,28.95254898,28.62766647,28.05491447,28.82052422,29.30044556,29.35300255,29.16648102
28.51438713,28.62320709,29.12612915,,,,28.87161827,28.44264984,28.74275017,28.27799416,29.30962563,28.90394592
28.48680878,27.84911919,29.29631615,29.80499649,29.77233124,29.82741737,29.74120903,28.36878014,29.41633034,29.36694717,29.12257767,29.36773872
28.48270035,28.28982353,28.25462341,27.84882164,28.18669128,27.95593262,27.81970215,28.00897217,28.02643776,27.92925644,27.7481041,27.5280571
28.47130966,28.40145493,28.51885796,28.03002167,27.99620438,28.11341667,28.6639061,28.82058525,28.30999374,27.66125679,27.53408241,27.59761429
28.46948624,28.40088463,28.60041809,28.78388023,28.87557793,28.6044178,28.40405655,28.08709526,28.50574493,28.6428566,28.82253265,28.43408203
28.45708847,28.44106674,28.40981293,29.00702095,28.92045212,28.91516113,28.03800011,28.12336731,28.34244347,28.9110508,29.06576347,28.92518616
28.42722321,28.25038338,28.1850853,28.53341293,28.04713249,28.43057823,27.81408882,27.64079094,27.92869186,27.91843414,27.74066162,28.28029633
28.42598343,29.18987465,27.84505653,27.88413429,28.09264946,27.94943428,28.79057503,29.37430573,28.81512833,26.99485588,27.27790451,26.75110817
28.40645027,28.5446949,29.51395607,29.41258049,29.24624252,29.3491478,29.34844971,28.40653229,29.30288696,28.42125511,28.40555763,28.4680481
28.39190102,28.17830849,29.12578392,28.9102211,28.89625549,28.88573647,28.99412727,27.92059326,28.90598297,28.36068153,28.50290489,28.37898254
28.39157295,28.56666946,28.12287521,28.01393127,27.80544281,27.89162827,28.43821335,28.40523338,28.23150826,28.64399338,29.19765282,28.93094826
28.38632011,28.39378548,28.2887249,28.07096672,28.31941414,28.27382088,28.32190895,28.50479889,28.27106285,27.95537758,28.1138134,27.88954163
28.38240814,27.65259933,28.69816399,27.01627159,26.67141724,26.46987343,28.44675636,28.39774704,28.43841171,27.72481346,28.4836998,27.89839172
28.38030434,28.6486969,28.57076454,28.47745895,28.64361382,28.61252594,28.91812134,28.95861816,28.69012451,28.61659813,28.66360092,28.49358177
28.34070396,28.45356178,28.34138298,28.2435894,27.97836494,28.37674904,28.41227722,28.72523689,28.35114861,27.53689957,27.8047657,27.47707367
28.32590294,29.33372879,28.85860634,28.07719421,28.70668411,28.22140312,29.59119034,29.3573513,28.51280594,27.57938766,27.77881432,27.63041306
28.30795479,28.24852943,28.65068436,28.70533371,28.63311768,28.59331131,28.40295982,27.43634796,28.79302788,28.34714127,28.08014679,27.98712158
28.29977036,28.45077133,28.2269249,28.32431602,28.22660255,28.2329731,28.96024895,28.8999176,28.56826591,27.8282032,,27.66986275
28.28837204,28.18593597,28.4873848,28.57693863,28.38566208,28.55946732,28.61558151,28.02168083,28.52316475,27.13741112,27.48853493,27.1834774
28.28594971,28.19563484,29.1509304,29.08362579,28.90730286,28.9977932,29.16074753,27.93213272,29.06455612,28.31025314,28.58856583,28.41759872
28.27772713,28.19877625,28.26994896,28.54362679,28.25606346,28.25358772,28.21437836,27.9327507,28.5771904,28.43849182,28.23603439,28.20499039
28.27328682,28.1640377,28.03601074,27.81653214,27.68812561,27.78256798,28.09758186,28.46629906,28.03967476,27.03023148,27.15334892,27.32568741
28.26252937,28.08380318,28.23986244,28.84203148,28.80097771,28.7279644,28.47049522,27.69418335,28.54881477,28.28709602,28.542593,28.23420715
28.25907707,28.51638031,28.8597908,28.91319275,28.81240654,28.87499237,28.67603302,27.99490929,28.92050934,27.9802742,28.11535263,28.12425613
28.2487545,28.07178497,28.28166771,27.88930893,27.80833054,27.78512764,28.20890236,28.28422928,28.19084167,27.33628464,27.22214127,27.32500267
28.22154045,28.0499897,28.48780632,28.39684868,28.24454308,28.37301826,28.57032967,27.87572479,28.60611343,28.36026382,28.22944832,28.31980133
28.22038841,28.2505188,28.05377579,27.92959404,27.61834908,27.72181892,27.92852211,,28.08886528,,27.72227478,
28.21201515,28.20801926,27.56725121,27.20088196,26.67841911,27.12297249,27.49731827,28.05682755,27.49342918,27.20377922,27.29850197,27.13437843
28.20978546,28.31181335,29.294981,29.35940552,29.34307861,29.32240486,29.21521187,28.41365051,29.20207405,28.32954216,28.67962646,28.52032089
28.19751167,28.00501442,28.28219795,27.97262573,28.07938385,27.93820381,28.18361855,27.53259659,28.46668816,27.25691986,27.14443016,27.28073883
28.19286346,28.1791172,28.2556591,28.0625515,27.89377022,28.07755089,28.48366165,28.56241798,28.34341812,26.8872757,27.2652607,26.89110756
28.17006874,28.34023857,28.66810608,28.60706711,28.68789101,28.62334633,28.24612999,28.36823845,28.57499123,,29.08052826,29.26872253
28.157547,28.22825623,27.90517998,28.13388824,27.97147369,27.98614502,27.66098595,27.75200272,27.99107552,27.6827774,27.74393845,27.70839691
28.14136314,27.76906967,27.90040779,,,,27.98674202,28.34460449,28.10784149,26.56701851,26.63796043,
28.12839127,28.03490829,27.11584854,27.39811325,27.40161705,27.17111969,26.84445763,28.25069809,27.23917961,32.4353447,32.6101265,32.17459488
28.12755585,27.99372292,28.04197311,27.65314674,27.638237,27.67195702,27.9729538,28.15252686,27.84708977,27.46014023,27.62401009,27.15354156
28.12662125,25.48992729,27.79773521,27.8251133,27.21335983,27.74534988,26.05936623,26.3194313,28.28634644,28.0510807,,
28.12208557,28.18763542,28.38356209,28.521595,28.71335411,28.54248238,28.34773254,27.73221016,28.51114845,28.40405655,28.64323616,28.53326416
28.11822701,27.55917549,23.29305649,,,,,26.90138626,24.58554649,,23.69317245,
28.11574936,27.93235779,28.46516991,28.45560074,28.40681648,28.37836266,28.18333435,27.7497673,28.40486908,27.94262886,27.97021294,27.69345284
28.11436081,27.95254898,27.73188591,27.63899612,26.52426529,27.71319008,27.67195702,28.51292038,28.10109329,27.24979591,26.80624199,
28.10754204,28.13525963,29.24386215,29.86553955,29.72658539,29.75404358,29.10529518,27.80587387,29.09795761,29.51762009,29.60503578,29.59882164
28.10754204,27.86573029,28.78447342,29.01929665,28.77812386,28.62118149,28.69928932,27.91735268,28.72413063,,27.56485367,28.22343063
28.09938812,28.36084938,28.17049789,28.51979637,27.99668884,28.06301308,28.48485184,28.4512043,28.00768852,30.05115891,30.63815117,29.94293594
28.09677696,28.03154755,27.71404266,27.33500671,27.34697151,27.5471611,27.58427048,28.2733326,27.67660332,27.018713,26.91067886,27.11535263
28.0896225,27.97776413,27.73402023,28.00297737,28.03601074,28.06162453,27.6831131,27.46318436,27.93280792,28.05403328,28.2363987,28.22894287
28.08319473,27.99954033,28.56837463,28.67788124,28.77618027,29.00720787,28.81705093,27.92761803,28.68066788,29.13689804,28.91347885,28.96353149
28.078825,27.80740929,28.99819565,32.20443344,32.34812927,32.30274582,29.27834892,28.06208801,29.14591217,32.46528625,32.18883896,32.08683014
28.07055664,27.82456589,28.12790108,28.56663322,28.3528347,28.31962967,28.13335037,27.57773209,28.21006393,27.84379959,27.90649986,27.93488884
28.05051041,27.59519768,28.07341957,28.37815475,28.241045,28.48093033,27.87179375,27.72474861,28.19338226,27.66986275,27.93359566,27.96757698
28.03690147,28.26185799,28.31198692,26.43785667,25.76900673,26.19076538,28.13016129,28.11649323,28.2232914,28.0074749,27.73628044,27.69683838
28.01653671,28.16920853,28.12104797,28.4331665,28.5157795,28.50123405,27.94976807,27.64464569,28.19079399,29.43722153,29.40334511,29.31298256
28.01099968,27.83924103,27.83134842,27.34916878,27.20237732,27.1399498,27.62582207,28.04291344,27.83249664,26.53396225,26.71332169,26.93190575
28.00142097,28.38360405,28.48416138,29.68481827,30.24343109,28.40677452,27.97251511,28.29771614,28.58448601,30.02181244,28.27949905,28.82310867
27.98114395,28.13168335,28.09657669,27.9724617,27.73866653,27.90667152,28.31738853,28.27190781,28.04092979,27.40486908,27.16585922,27.36294174
27.96774292,27.80353546,27.07285881,,26.51115608,26.69670486,26.72572517,27.55749702,26.95704079,,,26.53295326
27.96724701,27.84350014,27.9171257,27.26239586,27.32302666,27.4228611,28.11530304,28.12282562,27.67586517,26.84529495,27.16585922,27.52544594
27.95665359,27.95127106,23.52169228,24.10677338,24.17004967,23.32800293,24.63034248,26.49147415,24.96626854,23.84747124,23.17337799,24.00066948
27.95360374,27.74567032,27.9234314,27.49648094,27.76483727,27.82116318,28.07045555,28.18985176,27.71790314,26.91319275,27.14151001,26.79785919
27.92677116,28.04723549,27.65157318,27.89446449,27.97874641,27.95620918,27.20648193,27.26329231,27.75805283,27.32053375,27.14908981,27.38319206
27.92371368,27.07439041,28.90204811,28.72142792,28.77155876,28.62996101,28.22365952,27.03705788,28.74438858,27.80199432,28.05258369,27.77674484
27.91923141,27.69909096,27.86584854,28.53508377,28.22990608,28.38323402,27.76698685,27.50210762,27.71404266,28.26423264,28.42834282,28.15281677
27.91290665,27.90913391,28.01839447,28.47096062,28.44545364,28.39087677,27.60681915,27.32173729,28.18020821,28.33543205,28.12479782,28.10259438
27.91039276,27.7759285,27.59256363,27.03684807,27.02580452,26.92660141,27.37451172,27.97814751,27.62637901,26.63145256,25.92650986,26.29049301
27.90512276,27.7630024,27.67949295,27.42502403,27.53608513,27.46855354,27.65608215,28.16475677,27.74284744,27.38352203,27.74778366,27.38944244
27.89994812,27.79544449,27.37085915,27.73756981,27.84906006,27.53096008,27.37567329,27.55134773,26.9770546,,26.0397377,26.49606895
27.89064407,27.74278259,26.47511101,25.88623047,25.05167198,25.79081726,26.54598427,27.75493622,26.45795059,24.50899696,25.03195763,
27.87138367,27.47738266,29.0506649,29.00367355,28.94449997,28.95717812,28.67128181,27.67962646,28.7849102,28.39652252,28.47626305,28.28740501
27.87044334,27.82238007,28.09375763,28.5362339,28.27879143,28.37430573,27.96102142,27.50922394,28.05703354,28.03946495,27.82868767,27.89816093
27.85299301,28.03977966,27.75161934,27.85851669,27.61013412,27.91062164,27.91991234,28.1923008,27.7595787,27.44766235,27.361269,27.35556602
27.82771873,27.79810524,28.66397285,28.49834633,28.56205368,28.86514091,29.42189789,28.13315392,28.53389549,28.1224308,27.47884941,25.82679939
27.82553673,27.57137871,28.17906952,28.61009789,28.44351959,28.29342461,27.95526695,27.01945496,28.29841614,28.49228287,28.24281693,28.12203598
27.81274414,27.80599594,28.25457764,28.48864937,28.13148689,28.38570404,27.57455826,27.002388,27.99064255,27.38796425,27.5480442,27.33321571
27.8075943,28.02353287,28.33389854,27.47165871,27.63664818,27.74304008,28.25709915,28.13119125,27.28656769,27.17169189,27.26356125,27.5302906
27.7980442,27.7980442,27.76572418,27.26033401,27.31172562,27.34722519,27.70569611,27.8457737,27.66837692,27.08273697,27.29061508,26.99377632
27.79383469,27.74438858,28.30599976,27.46240425,27.28674316,27.31889725,28.24680901,28.67060661,28.47293663,28.20228386,27.96344948,28.25930023
27.79010963,27.82304764,27.98000145,27.96306229,27.92586517,27.71122169,27.85453987,27.53786278,28.13472176,27.45802879,27.58269119,27.71633339
27.7894249,27.5614357,26.96190453,26.95060349,26.99851799,27.15392876,27.14637375,27.5817585,27.39746094,26.73531151,27.12307167,27.17369461
27.76572418,27.89856339,27.94709587,27.48285294,27.53712273,27.46107674,28.00512123,28.32538795,28.10878944,26.59889221,26.68885803,26.93842697
27.76141739,27.76471138,28.11197472,27.69517899,27.32388687,27.80390549,27.59085083,28.09148979,27.82705307,27.87543106,27.75334167,27.55369377
27.76103783,27.76205254,28.36673927,28.54436302,28.43332672,28.58770752,28.33236313,27.34916878,28.49476433,27.78375435,28.19938469,27.90581131
27.75582695,27.6410656,27.83857918,27.62289429,27.62142754,27.6818409,27.6798954,25.33422279,28.03637695,28.5773716,28.42902184,28.55618095
27.75442696,27.64327049,28.14452744,28.25673866,28.12671852,28.11887169,27.76414299,27.26194763,27.91951561,27.88174438,27.83773804,27.87531471
27.75238609,27.70977783,27.41433525,27.84703064,27.65109444,27.56993294,27.82796097,26.93831635,27.71351814,27.23999786,27.06085205,27.18395042
27.7359581,27.46769905,27.82905197,27.53460121,27.39492989,27.40657234,27.61484337,27.84511566,27.7863121,26.77178001,26.88273621,26.65047836
27.72546387,27.49944878,27.67438316,27.0964756,26.89966011,27.0122261,28.89839172,28.40774727,27.4445858,26.78181839,26.41411018,26.39154053
27.72012329,27.47390366,28.40352821,28.00329971,28.11684036,28.31042671,28.34134102,27.04103279,27.96521187,27.53497314,27.43181229,27.81836319
27.71378136,27.58003426,27.11892128,27.26883316,27.18252945,27.07081223,,,27.94078064,26.91832161,27.03956985,
27.69192314,27.49518394,27.69882584,27.66349792,27.55618095,27.72858238,27.62971687,27.83364296,27.6815052,27.59562492,27.57924271,27.38615608
27.66722679,27.8254776,27.68338013,27.41876602,27.52065849,27.69132423,27.98353958,28.06069756,27.75085449,26.8730278,27.14491653,27.26856613
27.66553307,27.78830528,27.59555435,27.56986046,27.43912506,27.65676498,28.04338264,27.99830437,27.86372375,27.07009697,27.08029938,27.19187737
27.65989685,27.46154594,28.23155403,28.19225311,27.96966362,27.92998886,27.73026657,27.26758385,27.92433739,27.11306953,27.25682831,27.23352242
27.65246201,27.67687225,27.88256264,27.25556946,27.42125511,27.50801468,27.81689835,27.75015068,27.56768608,26.51905441,26.23119736,26.4615612
27.64058304,27.49167252,27.83328056,27.83827972,27.77347946,27.60293198,27.64299393,27.01083946,27.76027679,26.48897934,26.73246765,26.39437294
27.63630295,27.56492805,28.0483799,28.64756584,28.56928062,28.52701187,27.8483429,27.18754196,28.0415554,28.06681633,27.89971733,27.567976
27.63561058,27.46606636,27.60681915,27.81659317,27.46029663,27.7113533,27.52731133,27.8511467,27.45693207,27.09113693,27.68672371,27.19450951
27.62184525,27.53058815,27.45669746,27.35598755,27.2155838,27.32526016,27.60928726,27.56536293,27.55932045,26.90138626,27.08365059,27.04801559
27.60095024,27.39042664,27.32680321,26.92546844,26.97912788,27.20573616,27.37094307,27.86590767,27.4542675,26.8463726,27.01105309,26.74136925
27.59697533,27.71036911,27.56725121,27.16720009,27.38656616,27.28700829,27.50975227,27.98901939,27.5421505,26.69471359,26.93696785,26.94793129
27.59242058,27.87829971,27.57260895,27.16307831,27.30478096,27.40088463,28.04176521,27.93545151,27.5983963,26.4526825,27.04249573,26.71607208
27.584198,27.59953117,27.66648102,27.16863441,27.15392876,27.17006874,27.13760567,28.00340652,27.38985252,26.43904686,25.18002701,26.85519409
27.57902718,27.74201202,27.08009529,26.80501175,26.67505646,26.73182106,26.91067886,27.48999023,27.26338196,26.48180771,26.18362808,26.53148079
27.57643509,27.81512833,28.06049156,28.55098152,28.34650803,28.63183403,28.07510567,27.03527641,27.98261452,28.45978737,28.44158173,28.72097206
27.56775856,26.77868843,26.16513062,27.06455612,27.17949677,27.1818676,26.38370323,27.37633514,26.13478851,27.14219093,27.29955101,27.22976875
27.56681442,27.49594688,27.05599976,27.48431396,27.46987343,27.29780388,27.66010094,27.44813538,27.27559853,27.42374229,27.70819855,27.19018173
27.56666946,27.73007202,27.79364777,27.36502838,27.22517776,27.55061531,27.82935333,27.98397446,27.62964821,26.80734825,26.54337502,26.90896225
27.56303596,27.76597595,27.93049812,27.97678185,28.2125721,27.98712158,27.36903,27.29771614,27.59441566,29.02524948,28.92416763,28.85599518
27.54605675,27.37931252,26.32258034,26.83472824,26.84385872,26.78019142,26.28598595,27.07479858,26.24056244,27.14918709,26.88051987,26.95892143
27.54288864,27.19319344,26.61118889,26.4691124,26.58663368,26.5250721,26.60427666,27.00870514,26.83833885,27.3036499,27.04395676,27.29754066
27.54207611,27.57043839,27.59917641,29.13315392,29.79620361,29.5344162,27.89232445,27.24245453,27.66614342,28.67784691,28.71345329,29.23806381
27.5302906,27.8260231,25.60744095,25.21722984,25.29189682,25.17546654,26.21152306,26.91376305,24.17759705,,24.93930244,
27.52969551,26.9357338,25.18589783,25.85941696,25.54274178,25.9903183,25.80877304,27.19460297,25.21107674,,25.95761681,24.95766068
27.52641487,27.33875084,26.7590065,27.30808449,27.58103943,27.48960686,26.64663887,27.32483101,26.87525558,28.15455627,27.99943352,27.74720764
27.5238018,27.70964622,28.35649109,28.07846832,28.00939941,28.26306725,28.41276169,27.20946121,28.04051208,,,
27.52095795,27.28788757,27.36611366,25.32020569,25.61011887,24.83889198,28.15585899,27.76559639,27.66404152,,25.61456299,
27.51224136,27.18290901,27.04656029,26.6959095,,26.97640038,26.63685608,26.5970459,27.06896973,,25.73629379,
27.50975227,27.17968559,27.37185669,27.32053375,27.27248764,27.36577988,26.17864227,26.80919075,27.24563026,27.515028,27.5889225,27.21206093
27.50286674,27.20582962,27.80912971,26.93954849,27.444664,27.37127495,27.49884033,27.57967377,27.49411583,27.95847893,27.98299599,28.0522213
27.49884033,27.29920197,27.17674065,26.86714554,26.94234848,26.69165611,27.28188896,27.12020683,27.13565063,27.5697155,27.5351944,27.35514641
27.49716568,27.63920403,27.20629692,25.38449287,,25.24419785,25.85801888,27.14976883,26.09119797,,25.51032639,
27.49312401,27.4487648,27.25115013,27.16317368,27.12976837,27.30452156,27.26820946,27.72299194,27.30626106,26.97661781,26.96466064,26.73686028
27.48792076,27.3540535,27.43936348,27.06978989,26.99302101,27.32061958,27.41522408,27.63796043,27.22664833,26.57201576,26.64567757,26.60949898
27.4873085,27.37110901,27.41594887,27.22765923,27.19563484,27.09224701,27.42366219,27.74226952,27.36678123,26.80279541,26.56530571,26.551157
27.48692513,27.56703186,27.95166016,28.60854721,28.72478104,28.78718376,27.70721245,27.2129879,28.37347603,27.87431717,27.92874718,28.129179
27.48393059,27.50188065,27.6376152,27.69351959,27.64375114,27.67915726,27.13877869,26.72220993,27.53726959,27.43539429,27.22912598,27.35178185
27.4790802,27.31363106,26.90058136,27.18461227,27.52962112,27.36185455,26.71266556,26.78930092,26.87255669,27.09717941,26.91490364,26.66966057
27.47467804,27.34874535,27.62839699,27.74457932,27.62135696,27.56318283,27.30565262,27.09416199,27.53125763,28.47053337,28.36536217,28.11976242
27.47328568,27.43523598,27.55508423,26.86643791,26.91877556,27.0521698,27.86461067,27.6486969,27.41013527,26.61918831,26.58849335,26.74663162
27.46334076,28.65324783,28.35607147,27.55808067,28.22347641,27.58885193,28.37293625,28.96829224,27.99064255,26.93134308,27.04718399,27.07183647
27.45316887,27.56325531,27.28427505,27.24861908,27.22673988,27.30460739,27.53385925,27.64099693,27.67370987,26.38000679,26.30392838,26.07457352
27.45261955,27.40714073,25.32954216,26.18650246,26.16007996,25.93580055,,26.93629456,25.56735229,25.60085106,26.31134605,25.52563858
27.45151901,27.37177277,27.18281364,27.26794052,27.25979424,27.21029663,27.37583733,27.28876877,27.05475807,26.9082756,26.92682648,26.7206459
27.45041847,27.51450157,27.37019348,27.26329231,27.48853493,27.57101822,26.9049511,27.02802086,27.25547981,26.15707397,25.31699944,25.77638054
27.40803146,27.27426529,27.38878441,26.50930023,26.48978996,27.00066948,26.91706848,27.6807003,27.06095505,26.37030983,26.43181229,26.30556488
27.40624809,27.52462387,27.50529099,27.25448799,27.46396255,27.23361397,27.54384804,27.24798584,27.24707985,27.91113663,27.59797096,27.94491959
27.39149284,27.22453499,27.84798622,27.79066849,27.74271774,27.8409214,27.74848747,26.68632317,27.97563553,27.92093468,27.88832283,27.46692085
27.38467407,27.52969551,26.85102844,27.00742149,27.1837616,27.22343063,26.74611855,27.78550148,27.29245949,26.24541283,26.96289825,26.52653503
27.37500954,27.43029785,28.17340851,27.8254776,28.06953239,27.77981567,28.22094154,27.56550789,28.22848511,26.82116318,26.46656418,26.15825081
27.36936188,27.50967789,27.62289429,27.70957947,27.72650337,27.61505508,27.55939484,27.74823189,27.58820724,27.65362549,27.50567055,27.61750793
27.34680367,27.20489883,27.24898148,27.15836525,27.16259766,27.13447571,27.45387459,27.48692513,27.32911491,26.58820724,26.71306038,26.24079895
27.34477425,26.91945839,27.30530357,27.61280632,27.66925621,27.61294746,26.95903206,26.84038162,27.18669128,27.64333916,27.56768608,27.61484337
27.33253288,27.12947273,27.13897324,27.15064049,27.6270752,27.26918983,27.07009697,26.7055645,26.94525337,28.11743546,27.67586517,27.69511223
27.32843018,27.09174347,26.80193329,28.19131088,28.01137352,28.17440987,27.0375824,26.70503807,26.98815155,27.64498901,27.41763878,27.49083138
27.32448769,26.97869301,26.42362976,26.80341148,26.94402504,26.86655617,26.23396111,27.46427536,26.35952759,27.72084045,27.64437103,27.87103081
27.31354332,27.18016052,26.6685791,27.13133812,27.37683105,27.35321236,26.71515656,27.37666702,26.71868706,28.35955238,28.28837204,28.50926208
27.30303955,27.58713531,27.79302788,28.7574501,27.82681084,28.11083031,27.5547924,27.73175621,27.50967789,,27.31363106,26.82055473
