LFQ.intensity.1 Healthy,LFQ.intensity.3 Healthy,LFQ.intensity.5 Healthy,LFQ.intensity.7 Healthy,LFQ.intensity.9 Healthy,LFQ.intensity.2 Stage3,LFQ.intensity.4 Stage 3,LFQ.intensity.6 Stage 3,LFQ.intensity.8 Stage 3,LFQ.intensity.10 Stage3
20.661,21.577,22.087,21.299,22.276,20.397,21.367,22.117,23.444,22.966
29.552,30.266,30.028,29.928,28.198,29.752,29.689,29.017,27.256,29.895
24.578,24.397,24.475,23.747,21.208,23.841,25.071,23.662,23.672,24.731
24.258,24.616,24.376,25.444,21.071,24.119,24.752,23.878,26.132,23.859
34.299,31.609,34.240,34.236,32.015,33.288,34.801,33.915,33.283,33.585
23.272,20.752,23.473,21.211,22.022,21.475,23.714,21.646,22.958,23.517
24.313,25.561,25.577,24.528,23.452,24.494,26.072,24.878,24.853,25.188
27.046,27.874,26.970,25.992,25.004,26.504,27.826,26.469,26.864,27.442
23.090,23.951,23.915,24.700,22.142,23.115,24.814,23.682,24.102,24.211
22.347,21.760,22.996,23.173,20.875,21.148,23.672,22.096,25.264,21.870
27.199,27.617,27.383,26.951,25.151,27.369,27.368,26.754,26.804,28.075
28.349,27.997,28.079,27.659,26.554,27.590,28.647,28.080,27.663,28.478
25.712,25.985,25.485,26.480,24.119,25.393,26.371,25.301,26.405,26.300
24.831,24.903,25.877,25.261,23.471,24.526,25.262,22.615,24.444,25.190
26.433,27.490,26.314,26.835,25.864,26.615,27.310,24.278,25.823,26.673
21.028,21.446,22.216,20.915,22.797,21.997,20.827,21.846,20.589,21.197
27.170,28.644,27.756,28.325,25.790,27.145,28.654,26.500,29.398,28.517
24.319,24.206,24.696,24.221,22.705,20.122,25.081,23.311,24.190,24.436
21.316,21.082,21.113,23.683,20.973,20.198,22.081,21.232,24.664,22.933
21.940,24.105,24.731,21.312,20.452,24.189,25.441,21.798,24.474,20.382
24.425,25.804,25.231,20.639,21.407,20.883,25.074,22.481,23.936,21.234
29.327,28.197,29.156,28.445,28.082,28.507,29.575,28.920,28.517,29.349
24.825,25.197,24.856,24.645,22.046,24.570,25.524,23.878,24.773,25.059
26.210,25.936,25.802,21.357,21.061,26.495,21.218,20.966,26.280,20.238
23.863,24.537,23.806,22.393,20.736,19.898,21.208,21.856,24.294,24.662
24.341,25.076,24.909,24.859,20.439,24.158,25.136,23.961,24.270,24.940
22.992,22.024,21.116,21.095,21.660,20.843,20.811,20.977,21.975,22.392
21.919,26.444,26.391,21.955,20.790,20.910,26.666,25.895,22.396,26.430
21.426,23.946,20.302,20.952,21.936,21.648,23.594,20.429,23.816,21.854
21.189,24.523,21.923,23.971,21.523,21.776,24.130,21.349,24.884,23.954
22.034,25.524,20.851,24.708,20.669,20.442,21.388,20.995,21.956,25.215
21.813,21.542,21.650,21.123,21.536,20.830,21.766,21.533,20.809,21.257
24.882,23.783,24.998,24.730,22.788,23.893,24.780,24.504,24.300,25.627
21.596,23.885,20.591,23.548,21.468,24.035,23.166,20.240,24.556,22.085
29.920,29.728,30.109,29.878,28.563,29.688,30.362,29.465,29.984,30.295
31.243,30.078,31.342,31.330,29.157,30.966,31.396,30.531,30.921,31.152
26.683,26.759,26.968,26.726,24.453,26.904,26.744,26.107,27.071,26.645
20.800,21.868,22.473,21.962,21.504,20.617,23.562,20.959,24.867,21.297
25.813,25.947,25.971,26.293,26.559,25.208,26.673,25.700,25.372,26.080
24.671,24.461,24.518,24.975,23.980,24.970,25.003,24.180,24.504,25.461
23.743,23.649,24.087,19.657,21.451,22.159,24.360,19.924,25.336,24.507
27.810,27.101,27.762,27.484,26.195,27.125,28.365,27.293,27.160,28.092
29.608,26.285,29.080,28.338,26.790,28.522,26.103,29.735,25.160,27.526
26.579,27.215,26.897,26.338,25.230,26.559,27.321,26.519,26.406,27.120
20.674,24.288,18.915,23.109,20.946,19.836,23.429,21.010,23.770,23.398
22.110,22.328,21.969,21.255,21.617,22.438,22.480,21.389,21.209,23.566
25.603,21.356,25.692,24.852,21.461,24.840,26.056,21.211,24.938,25.610
23.616,23.938,23.262,23.109,21.491,23.291,23.727,22.734,23.503,23.973
27.178,27.719,27.915,28.642,24.794,26.691,27.855,27.590,28.074,28.333
22.486,23.068,23.525,22.092,20.525,22.309,23.082,21.714,22.646,24.104
21.550,24.915,23.859,24.967,21.406,22.905,23.826,23.402,25.135,24.057
27.437,26.357,26.997,26.709,23.837,26.582,27.523,25.606,26.500,27.426
21.862,21.180,22.187,21.577,21.262,21.864,22.240,22.712,20.875,21.978
21.304,24.222,24.330,21.265,21.189,21.748,25.104,21.412,22.441,24.668
22.088,21.314,20.593,20.527,22.004,23.024,20.232,21.455,22.823,21.064
20.479,23.260,22.156,21.387,21.340,21.466,23.591,21.658,20.451,23.908
23.025,22.079,23.124,22.883,20.731,21.790,21.149,22.055,23.071,21.872
25.707,27.082,26.261,26.661,23.944,25.717,27.365,24.725,27.698,26.511
21.091,24.252,23.942,22.182,22.002,21.105,23.221,21.943,21.281,23.537
23.545,21.631,24.346,24.300,18.953,22.089,23.059,22.052,25.036,23.802
28.330,28.861,29.153,28.595,27.447,28.426,29.462,28.164,28.708,29.232
25.461,26.129,26.116,25.583,24.863,25.941,26.496,25.336,25.587,26.311
22.090,22.055,20.818,21.525,21.436,21.121,20.753,20.602,21.690,22.161
29.577,29.464,29.571,29.334,27.254,29.044,30.322,28.581,29.618,29.495
21.261,21.676,21.865,21.459,21.968,20.863,21.716,21.156,23.859,22.522
25.972,25.604,26.159,25.469,21.714,25.326,26.252,25.323,24.833,25.696
22.322,23.615,22.025,22.778,21.646,21.218,22.524,21.485,23.939,21.199
21.866,25.200,25.032,24.149,23.169,23.495,24.886,23.689,24.255,25.279
23.156,22.786,23.784,23.139,21.307,22.662,24.173,22.099,23.106,24.048
25.312,25.577,25.170,25.107,24.007,24.689,25.538,24.606,26.158,25.804
23.122,25.435,23.792,24.895,20.474,24.232,25.309,20.647,26.647,24.438
27.561,26.574,27.751,27.301,26.006,26.976,28.039,27.097,26.792,27.913
23.007,22.632,20.726,23.913,20.859,22.487,23.791,20.966,24.866,21.682
25.744,25.232,25.902,25.545,24.719,25.109,26.442,25.300,25.726,26.037
26.566,25.736,25.832,25.301,24.610,25.114,26.607,24.573,26.824,26.813
25.978,25.819,26.510,26.286,25.235,26.231,26.799,25.570,26.194,26.472
26.115,26.128,26.357,25.931,21.187,25.411,26.124,25.286,25.542,26.134
29.224,27.879,29.394,29.642,26.565,28.959,29.277,29.179,28.409,28.809
27.911,27.337,28.042,27.388,24.944,26.947,28.620,27.351,27.042,27.661
21.696,23.488,21.163,23.306,21.466,20.373,19.723,20.840,24.070,23.380
27.933,28.143,28.485,27.342,26.249,27.557,28.535,27.431,27.679,28.632
20.737,23.949,23.291,23.902,22.070,21.078,24.124,21.585,20.296,24.133
20.857,22.759,20.350,20.929,20.804,21.857,22.536,18.859,22.114,22.658
20.884,21.383,23.947,24.863,20.555,20.600,23.176,24.715,23.817,22.301
27.581,26.783,27.503,26.657,25.610,26.887,27.978,26.435,27.212,27.216
25.702,26.473,25.755,25.522,23.909,25.331,26.403,20.593,25.770,26.234
30.538,32.127,31.445,30.715,30.360,30.907,30.637,29.672,30.936,31.445
21.368,23.328,21.455,21.932,20.888,22.971,23.487,20.761,21.674,22.005
31.029,30.718,31.299,30.973,29.706,30.436,31.746,30.397,31.286,31.358
21.719,22.720,22.474,21.563,20.593,22.611,22.268,21.843,21.392,22.533
26.158,26.461,25.977,25.815,24.359,26.347,25.292,21.874,26.533,26.196
23.410,23.901,24.331,23.354,22.154,21.586,23.819,21.428,23.224,24.938
23.185,22.886,23.584,19.957,21.013,21.059,23.525,22.665,23.365,22.292
28.948,28.382,29.289,28.412,27.086,28.717,29.298,28.229,28.255,29.180
27.504,27.674,27.617,27.396,24.571,27.127,28.030,27.031,26.512,28.021
20.340,23.050,20.899,21.996,20.798,21.201,22.631,20.284,22.379,22.557
25.835,26.571,25.230,26.093,24.597,24.593,26.559,24.606,27.809,26.826
24.868,25.455,25.393,25.877,23.955,25.333,26.244,25.013,24.741,25.752
21.016,22.396,25.140,20.697,22.677,24.853,24.549,21.507,22.525,21.291
33.776,31.887,33.576,33.619,31.710,32.786,34.064,33.281,32.830,33.275
21.390,21.842,26.249,27.478,21.110,20.517,21.476,25.529,28.132,27.314
22.134,24.350,24.163,19.580,21.881,21.670,21.920,20.779,21.595,23.573
26.521,23.314,25.336,25.972,23.981,24.671,26.587,25.294,25.067,25.438
26.125,26.262,26.129,25.149,24.129,25.963,25.875,25.281,25.846,26.353
30.490,31.631,30.914,31.875,29.243,30.271,31.508,29.882,32.887,31.573
21.306,21.954,21.003,20.936,22.155,20.637,22.341,21.335,22.263,22.254
23.565,21.556,23.983,20.201,20.667,21.364,24.873,21.141,21.245,24.100
29.011,28.378,28.830,28.217,27.278,28.276,29.226,28.455,28.187,28.968
23.447,24.212,23.912,23.339,21.420,21.423,24.306,20.848,23.526,23.983
25.615,24.600,25.536,25.065,25.664,24.900,25.744,23.961,24.887,25.582
20.350,23.769,23.669,21.957,20.364,21.474,21.181,20.945,22.804,21.551
24.655,24.766,24.445,23.725,23.374,21.311,24.882,23.540,24.469,24.793
24.633,24.271,25.228,24.551,21.478,24.318,25.888,23.585,24.195,24.221
24.342,25.070,25.319,25.382,22.348,20.000,25.390,21.997,26.389,25.467
20.821,21.607,21.593,21.079,22.522,21.846,21.295,21.238,22.621,22.040
23.380,20.687,23.266,24.229,20.523,21.826,21.927,21.617,24.906,24.381
24.830,25.181,25.314,24.778,23.190,24.875,25.503,25.068,24.445,24.845
20.959,24.623,23.938,21.336,21.292,21.967,24.345,21.205,23.649,23.379
24.272,25.304,25.032,21.810,21.150,19.746,25.274,22.719,21.148,25.380
21.135,19.855,21.669,21.412,22.408,21.720,22.426,19.747,21.765,22.651
21.637,28.496,27.050,21.601,22.098,21.017,27.854,26.297,29.531,21.330
27.150,26.976,27.586,27.201,23.072,26.572,26.970,26.093,26.663,27.942
30.915,32.252,31.400,31.061,30.198,30.952,32.518,30.831,31.316,31.683
24.316,24.907,24.448,24.899,23.864,23.877,25.210,23.626,24.165,24.248
22.185,21.938,22.498,21.076,22.158,22.225,22.404,21.392,22.435,22.690
26.948,26.949,27.465,26.475,24.743,27.010,27.580,26.062,25.956,27.633
20.580,26.201,22.041,21.024,22.405,20.764,25.354,21.059,27.640,21.251
23.809,24.031,24.273,21.778,21.351,20.137,24.696,20.810,23.061,23.994
19.914,24.237,21.606,22.552,21.759,21.569,24.094,23.225,22.038,21.301
26.584,26.348,26.934,25.972,25.278,26.103,27.317,25.821,26.218,27.024
21.080,24.453,21.075,22.533,22.572,21.388,21.479,20.999,24.293,21.426
24.036,24.966,24.875,25.200,20.710,23.636,25.038,23.185,25.213,24.968
22.661,22.355,23.315,23.263,20.886,22.870,23.125,21.984,22.774,23.216
27.281,27.080,27.729,26.907,26.064,26.986,28.337,26.440,27.189,27.480
28.257,28.469,28.311,28.158,26.654,27.402,28.993,27.772,28.204,28.899
23.350,23.476,23.787,21.479,21.349,21.262,23.661,22.265,23.816,24.371
26.859,27.181,27.133,25.930,25.572,25.834,27.791,25.406,25.173,26.854
21.662,25.683,23.681,24.757,21.188,23.093,24.671,20.997,26.454,24.582
24.857,25.721,25.118,24.525,24.036,24.198,25.929,23.666,24.035,24.969
25.223,25.668,25.658,25.516,21.374,24.105,25.896,20.029,25.355,25.101
25.547,25.622,25.783,25.061,24.376,25.607,25.960,24.912,25.054,26.109
21.141,24.550,24.846,24.125,23.695,23.150,26.190,21.486,24.579,25.368
24.286,25.865,24.850,25.707,24.097,23.067,24.949,23.044,26.344,25.545
23.302,25.311,25.157,25.883,22.168,22.889,25.967,23.026,27.116,25.257
21.835,22.470,22.881,20.750,21.155,19.738,22.713,22.118,21.271,21.600
26.548,27.604,27.182,26.588,23.425,25.610,27.738,25.635,27.401,26.994
26.668,27.194,27.241,26.614,26.291,26.401,27.907,26.605,26.980,27.326
20.142,23.340,23.646,21.852,23.686,24.166,24.168,20.748,21.461,24.472
25.405,25.599,25.165,25.858,23.298,24.542,26.235,25.289,26.376,24.469
24.024,23.828,24.278,23.813,20.853,22.533,24.510,23.639,23.492,24.392
26.526,26.075,26.432,26.067,24.181,26.028,27.063,25.765,25.555,26.290
23.325,24.769,23.428,23.377,19.526,20.415,25.520,21.781,25.555,24.034
26.546,26.743,26.977,26.013,23.717,25.509,27.527,25.899,26.186,26.565
23.074,22.036,23.081,20.414,20.975,20.357,21.870,21.239,22.226,22.263
23.278,24.778,23.549,24.432,22.552,22.191,23.694,22.263,25.055,23.738
24.410,20.941,21.226,24.447,23.485,23.894,20.677,23.988,23.978,24.210
26.369,27.593,27.409,27.145,25.522,26.698,27.046,26.793,27.094,27.697
22.672,20.982,22.704,21.417,22.328,20.673,22.117,20.212,22.235,23.244
24.531,25.697,24.378,23.876,25.170,23.998,25.126,23.739,24.105,25.369
21.033,24.355,24.127,21.139,21.466,20.676,25.555,19.805,21.381,22.101
24.182,25.589,23.888,21.153,21.508,20.964,25.353,21.110,26.506,25.314
22.136,22.885,22.120,21.046,20.273,22.044,20.793,22.119,22.370,22.560
27.798,28.246,27.956,27.170,27.106,26.946,28.157,27.026,26.900,28.069
28.865,29.646,28.563,29.088,27.502,29.157,28.687,28.356,29.175,29.521
24.263,24.068,25.869,21.869,20.464,23.535,26.367,22.955,24.103,22.049
20.817,24.285,20.733,24.839,21.084,20.612,24.280,20.336,25.256,24.033
27.577,27.360,27.593,27.078,25.690,27.287,27.877,26.606,26.852,27.941
25.423,26.500,25.901,25.971,24.185,25.323,26.511,20.787,26.248,26.694
21.520,23.664,23.089,20.731,21.475,21.519,24.977,20.281,20.469,21.089
23.988,24.649,24.336,21.334,22.097,23.847,24.455,20.765,21.044,24.119
23.181,21.741,21.507,20.709,21.972,20.689,23.019,20.354,23.329,19.912
24.097,23.786,24.417,23.419,20.501,21.417,24.237,21.007,23.522,23.976
27.324,27.829,27.485,27.395,25.196,27.654,27.293,26.706,27.282,27.619
20.432,22.444,21.822,21.044,21.451,20.916,22.266,21.498,21.216,22.574
21.311,24.030,24.083,21.577,20.187,21.716,24.097,19.544,21.844,21.793
26.282,26.656,26.352,26.553,25.065,25.495,27.515,25.735,27.072,26.386
27.644,28.204,28.470,28.502,26.965,28.260,28.999,27.459,27.869,28.374
24.799,25.486,24.437,24.798,22.080,24.485,25.148,24.046,24.759,24.628
21.147,22.229,25.304,21.429,21.683,20.126,25.533,21.800,25.090,21.811
21.236,20.424,22.319,21.320,21.613,20.756,23.293,20.588,22.923,20.877
26.892,25.997,26.208,26.245,25.035,25.957,26.111,25.824,27.187,26.455
24.770,25.286,25.205,25.605,24.240,24.738,25.986,23.703,26.764,25.295
23.663,25.503,24.185,24.842,20.465,23.351,24.439,22.841,25.272,24.734
24.646,23.777,22.107,20.879,21.516,20.004,20.442,21.639,24.472,24.109
25.354,25.402,25.321,24.393,24.100,25.036,24.988,24.415,25.068,26.194
25.547,25.911,25.796,25.123,24.848,25.153,26.406,24.653,26.090,26.036
20.915,24.840,23.358,23.675,22.162,21.850,24.756,20.429,26.246,24.023
23.422,21.522,22.495,22.888,21.835,21.702,21.089,21.542,23.598,22.888
22.804,23.358,21.138,21.371,22.455,22.574,23.582,20.141,22.959,23.461
23.097,23.797,23.782,23.321,22.449,22.971,24.117,22.350,23.653,24.547
21.733,24.257,25.006,22.332,22.679,22.886,25.712,21.963,22.353,24.983
25.699,27.525,25.428,26.389,25.681,26.263,27.613,25.462,26.312,26.313
24.226,24.486,20.910,21.456,20.789,20.693,24.971,22.098,21.160,20.796
24.347,24.388,25.208,24.892,23.784,24.121,25.389,24.215,25.241,24.703
23.580,23.383,21.082,21.906,21.234,23.204,20.592,22.108,22.797,24.084
25.498,25.652,25.575,24.738,22.404,24.570,26.059,24.480,24.338,25.921
23.495,24.453,23.374,21.647,21.677,23.164,23.819,20.785,21.218,23.951
26.649,28.826,27.857,26.702,25.989,26.960,28.077,26.285,27.668,28.414
23.291,22.568,20.602,23.618,21.379,22.270,23.641,19.896,23.793,23.668
20.815,22.773,20.568,21.330,22.190,20.859,20.486,20.719,22.019,22.319
27.697,26.879,27.764,26.922,22.228,26.725,27.276,26.322,25.880,27.294
24.108,24.337,24.420,24.151,22.338,23.582,24.724,23.247,24.224,24.731
23.971,21.708,22.939,21.362,20.980,21.807,24.346,23.134,19.585,20.190
25.188,25.240,25.983,25.505,22.213,21.724,26.861,24.935,26.057,26.595
22.882,23.221,22.916,22.306,21.334,22.862,23.135,20.510,23.120,21.765
22.537,22.199,22.842,22.330,21.207,21.033,22.688,21.238,22.168,22.890
23.124,25.182,23.525,24.776,21.477,22.003,24.509,19.184,25.729,24.372
23.452,22.598,23.121,23.356,21.451,23.424,23.785,20.594,23.939,23.646
21.288,21.591,21.706,21.302,22.214,22.184,21.804,21.915,21.808,21.259
27.791,28.086,27.600,28.103,26.629,27.545,28.234,26.907,28.338,28.184
25.267,25.143,25.599,26.471,21.956,22.067,26.212,24.759,27.649,25.826
24.318,25.072,24.511,24.535,24.079,24.352,25.142,23.515,25.232,25.263
22.521,21.675,20.552,21.757,20.175,20.314,23.129,21.105,22.469,20.980
21.245,24.619,23.953,24.514,20.529,20.561,24.083,22.228,25.567,24.514
22.747,22.644,23.310,20.587,21.782,19.909,22.863,21.687,21.908,23.292
24.620,23.692,24.037,24.248,22.522,24.030,24.687,23.029,23.941,24.486
23.952,24.107,21.121,24.992,24.725,21.795,24.046,20.693,25.884,24.511
24.238,23.785,23.901,23.412,21.144,23.324,24.021,20.415,23.695,23.492
27.244,24.554,25.796,26.675,24.612,24.492,26.521,25.540,26.939,26.708
23.669,22.195,22.912,22.393,20.332,21.092,23.154,20.663,22.844,22.384
25.660,26.427,25.905,25.072,20.682,24.806,26.549,24.689,24.400,25.144
24.421,23.942,25.457,24.550,23.608,23.926,25.560,23.829,23.889,23.745
28.184,28.108,28.092,27.693,27.063,28.093,28.668,27.408,27.588,28.263
28.476,27.818,29.249,28.327,27.051,28.110,28.961,27.892,28.301,28.622
20.854,24.171,24.193,22.037,20.579,21.098,24.479,21.361,21.859,24.843
22.806,22.849,23.027,22.992,21.716,22.546,23.809,22.200,22.680,23.057
20.878,24.660,23.983,24.488,22.952,20.288,25.249,20.217,25.140,24.001
21.785,23.510,22.987,20.661,20.464,21.774,23.693,20.464,21.952,22.899
24.930,26.547,25.549,26.535,22.313,24.660,25.197,24.082,27.171,26.315
22.324,24.233,21.344,25.133,22.013,20.601,24.957,20.701,26.059,24.805
22.526,21.158,23.704,23.563,21.734,21.366,23.684,21.580,21.281,23.510
29.599,29.242,29.806,29.319,28.538,29.409,29.980,29.064,29.014,29.858
22.166,22.061,21.916,22.477,21.804,21.706,20.654,22.665,23.197,21.221
21.853,23.033,22.556,21.509,20.342,23.016,22.548,21.103,23.223,20.619
26.422,26.325,26.712,25.912,26.129,25.891,27.503,25.650,25.429,26.132
27.048,26.759,26.830,26.385,25.678,26.668,27.394,25.907,26.424,27.174
30.993,31.688,31.308,31.104,29.835,31.541,30.285,29.485,30.926,31.682
27.242,27.277,26.659,26.362,25.278,26.921,27.405,25.924,26.409,27.106
21.579,22.902,22.991,21.100,21.266,20.358,23.902,21.388,22.446,22.989
22.272,23.424,23.692,23.752,21.830,21.682,23.862,21.164,24.322,22.716
26.889,27.540,27.153,26.913,25.145,26.705,27.473,26.325,26.822,27.259
23.574,23.999,23.827,24.528,22.715,23.163,23.643,23.342,24.987,24.445
21.445,22.831,23.092,23.258,22.297,22.612,23.306,20.311,24.406,23.552
23.925,24.813,24.220,24.133,22.871,24.542,25.165,23.630,24.097,23.447
27.265,27.260,27.255,27.521,25.269,27.069,27.475,26.588,27.325,27.026
25.114,25.952,25.637,24.866,24.700,25.115,25.503,25.248,25.060,26.143
25.380,24.825,25.685,24.793,21.895,20.375,25.850,24.568,24.047,25.941
27.243,26.820,26.845,26.003,25.544,26.206,26.801,25.900,25.856,26.842
21.531,21.614,22.780,22.713,21.679,21.280,23.364,20.387,23.335,23.088
23.386,19.743,23.453,19.864,21.945,21.525,20.069,21.475,22.280,24.653
23.979,19.959,20.101,23.294,21.037,22.620,23.801,20.499,21.208,21.734
21.611,23.843,24.348,24.215,23.103,23.777,24.262,21.638,21.090,24.987
26.641,27.778,27.336,26.619,24.994,26.757,27.231,26.639,26.406,27.264
23.770,25.917,23.897,25.247,23.818,23.815,25.324,23.393,25.961,25.240
28.068,27.435,27.954,27.538,26.500,27.445,28.215,27.435,27.384,27.791
26.686,26.961,27.200,26.405,25.217,26.389,27.419,25.755,26.565,27.229
21.956,22.300,22.166,22.424,21.252,21.730,22.641,21.819,22.005,21.133
21.963,23.181,22.064,23.447,20.590,20.786,22.577,21.986,24.420,22.674
24.560,24.787,26.482,24.164,23.252,23.676,25.110,23.623,24.659,25.141
25.409,26.147,25.603,25.353,21.360,25.367,25.556,23.869,24.934,25.494
28.769,29.193,29.075,29.324,27.323,28.295,28.986,27.889,30.029,29.422
20.282,25.071,24.719,23.029,20.607,20.261,24.362,22.532,24.316,23.987
21.658,23.750,21.505,22.210,20.235,21.539,23.287,20.792,23.939,21.063
23.547,24.233,22.498,20.009,20.737,23.752,23.438,20.512,20.986,23.867
24.409,24.514,20.737,20.515,21.952,21.296,24.570,21.885,20.986,25.076
26.599,27.461,27.560,27.045,25.409,26.793,27.443,26.140,27.056,27.509
26.595,26.811,27.384,27.180,26.416,26.726,26.996,27.155,26.782,27.422
28.926,29.980,29.673,29.298,27.317,29.408,29.410,28.770,26.875,29.652
25.401,26.665,26.308,25.601,24.681,25.518,26.388,25.417,25.681,26.473
20.871,23.443,21.265,23.563,21.887,20.846,21.488,19.813,24.359,23.137
24.964,25.683,25.432,25.694,24.411,24.834,26.406,25.257,25.046,25.417
21.425,22.242,22.330,21.814,21.869,22.133,22.980,20.817,21.255,21.687
21.547,19.610,22.974,22.975,22.462,20.420,23.078,20.774,23.321,23.261
23.498,24.225,23.473,24.718,21.345,21.492,23.760,20.772,25.231,24.566
35.919,35.494,36.168,35.484,35.287,35.513,36.117,35.105,35.367,35.566
25.444,25.558,25.273,24.968,23.270,23.535,25.830,23.847,25.048,25.282
22.560,20.739,23.346,23.272,19.977,22.857,22.818,22.240,22.556,20.592
27.460,27.597,27.834,27.196,26.633,26.756,27.887,26.415,27.053,27.851
28.532,28.916,28.996,28.312,27.348,28.157,29.529,27.690,28.526,29.020
22.941,25.749,26.619,25.587,20.456,25.248,26.403,21.311,25.735,20.519
29.214,30.101,29.709,29.056,28.641,29.448,30.283,28.889,28.930,29.935
22.442,21.074,23.143,21.551,21.354,21.235,23.205,20.039,20.615,23.344
23.319,25.089,24.297,21.781,21.287,22.056,23.701,23.851,22.847,24.504
26.347,25.144,26.024,26.338,25.564,25.529,26.374,25.662,25.874,26.695
28.175,28.417,28.320,27.686,26.381,27.544,28.119,27.131,27.374,28.026
23.729,23.480,23.830,23.709,21.234,21.217,23.732,22.592,23.288,24.116
24.749,24.953,24.633,24.674,22.959,24.673,24.944,23.628,24.341,25.185
25.659,24.815,25.733,25.351,21.195,25.039,25.098,20.792,24.415,25.826
21.900,22.803,21.331,22.005,21.640,21.866,23.067,20.159,23.626,19.845
26.819,26.825,27.441,26.734,25.563,26.770,27.265,26.366,26.359,27.359
26.165,24.536,25.373,21.102,22.806,24.923,24.938,21.245,24.636,25.788
27.402,27.660,27.785,27.404,26.408,27.235,28.690,26.559,27.271,27.679
22.138,23.625,22.304,23.161,20.986,21.672,22.205,22.327,23.954,21.079
21.284,21.386,21.628,22.894,21.372,21.413,21.736,20.917,23.226,22.092
23.309,24.612,24.240,24.725,21.287,23.442,24.684,24.028,23.912,20.887
33.794,33.095,33.782,33.284,31.745,32.954,33.522,32.647,32.485,33.326
22.831,21.275,22.788,21.872,21.092,21.125,23.245,22.152,21.079,21.394
26.992,27.429,27.146,26.921,25.804,26.728,27.081,25.778,27.131,26.854
20.931,24.075,21.211,22.158,21.666,22.209,21.651,20.928,23.281,22.969
25.999,27.096,26.887,26.237,26.048,25.988,26.762,26.256,26.114,26.498
23.806,22.321,23.823,23.634,23.273,21.145,23.631,24.127,22.807,24.219
27.491,27.786,28.030,27.574,26.429,27.478,28.705,26.663,27.623,27.584
20.044,23.633,23.775,24.000,21.180,20.699,24.464,21.054,23.972,23.844
23.339,20.739,23.593,22.274,20.861,23.313,23.414,20.880,19.966,24.540
24.922,25.914,25.618,25.148,21.526,24.820,25.631,20.998,25.334,24.921
28.347,28.887,28.406,27.935,26.593,28.263,28.707,27.579,27.937,28.421
26.643,27.183,26.966,26.316,25.164,25.964,27.102,25.923,25.974,26.582
24.572,20.647,24.410,21.117,21.127,22.046,22.905,21.305,21.414,25.623
22.933,21.732,23.435,23.312,21.052,21.355,23.053,22.313,23.209,23.401
25.157,25.831,25.390,25.753,23.564,24.409,26.074,24.549,25.876,25.598
23.869,21.233,21.140,22.688,21.228,23.341,22.178,22.830,20.139,20.603
26.203,25.784,25.993,25.905,24.612,25.507,25.320,25.585,25.818,26.974
19.623,22.173,21.240,21.270,21.653,22.632,21.194,20.385,22.299,20.335
25.396,25.989,25.573,25.205,21.685,24.690,26.599,20.523,24.814,25.709
24.554,24.864,24.944,24.291,23.528,24.316,25.122,23.832,24.385,25.193
26.470,26.065,27.147,26.367,25.693,26.439,27.251,25.638,26.240,26.841
26.952,26.292,27.738,27.015,28.264,27.061,28.429,26.308,26.647,27.063
27.302,27.749,28.113,27.315,26.254,27.294,28.343,26.804,27.205,27.776
30.097,30.167,30.567,30.255,28.137,29.762,30.483,29.723,29.883,30.093
23.623,24.111,23.975,23.701,21.930,21.497,24.647,23.427,24.394,24.288
21.982,20.385,22.420,22.137,22.132,20.914,22.233,20.839,22.888,23.006
26.042,26.446,26.606,25.724,24.311,25.169,26.808,25.526,25.520,26.877
21.169,25.139,24.003,24.005,21.167,23.004,23.855,21.490,24.078,24.183
25.263,25.743,24.953,24.760,23.804,24.736,26.232,24.222,24.709,25.340
23.935,21.704,25.480,25.094,21.959,21.429,26.413,24.140,26.676,21.079
21.103,23.638,23.719,23.055,21.370,23.513,23.814,19.783,23.152,23.732
20.878,22.673,21.839,22.051,21.382,20.885,22.472,21.860,23.409,20.965
24.023,22.877,23.763,23.943,20.802,20.630,24.277,22.981,24.288,24.313
26.691,25.593,26.544,26.628,26.001,25.240,27.116,25.944,26.100,26.426
21.768,25.911,25.873,21.221,21.423,23.823,26.159,20.791,25.683,21.368
24.735,20.371,24.773,24.543,24.186,21.840,25.633,21.697,25.239,25.539
25.042,26.054,26.293,26.463,23.426,25.379,26.458,24.872,26.141,25.236
27.920,28.487,28.137,28.224,27.100,27.553,28.421,26.973,28.570,29.014
22.777,21.847,21.734,22.809,22.009,20.276,23.737,21.057,23.813,23.208
24.498,23.852,25.478,24.772,20.440,24.332,25.466,21.175,21.248,25.426
26.459,26.843,26.993,26.155,25.596,26.269,27.071,26.078,25.792,27.468
27.305,28.055,27.658,27.169,25.761,27.215,27.696,26.439,27.428,27.836
20.989,21.351,22.723,21.759,21.378,20.841,22.401,21.209,22.540,20.514
22.064,25.307,23.340,24.877,22.322,22.561,23.921,20.622,25.296,24.384
22.679,23.119,21.888,21.065,20.194,21.966,23.532,19.059,22.874,22.550
26.104,27.300,26.425,26.995,21.067,25.874,26.499,22.747,27.614,26.612
22.500,22.409,21.761,21.413,21.771,21.024,21.929,21.692,22.932,22.909
23.405,22.518,23.300,23.103,21.949,21.428,23.728,22.721,23.306,23.780
21.707,21.521,21.061,22.931,20.680,19.996,24.127,22.695,20.986,21.018
24.321,25.010,25.249,26.022,21.098,21.349,25.532,23.870,26.312,25.905
