LFQ intensity IN_1,LFQ intensity IN_2,LFQ intensity IN_3,LFQ intensity IN_5,LFQ intensity IN_6,LFQ intensity PD_1,LFQ intensity PD_2,LFQ intensity PD_3,LFQ intensity PD_5,LFQ intensity PD_6
760910000,507600000,1095900000,1322300000,569290000,59316000,73588000,131340000,202070000,209310000
94200000,48466000,25052000,18440000,54704000,0,0,0,0,0
79924000,174990000,136460000,139520000,212780000,0,0,0,0,0
131030000,143230000,138230000,126070000,126880000,0,0,0,0,0
111550000,146850000,182650000,92867000,103460000,0,0,0,0,0
1322000000,1182900000,1249400000,1142100000,948790000,13241000,18114000,8847900,23592000,0
380770000,388030000,425280000,583020000,344240000,0,0,0,0,0
455060000,576110000,3859500000,688940000,615400000,69392000,124540000,111360000,0,262280000
3511300000,3745200000,3892200000,3485900000,3338200000,1149800000,1157500000,1215600000,243390000,1272600000
1136200000,1153100000,825880000,1129700000,481630000,0,0,0,0,0
43447000,49865000,86963000,74755000,72279000,0,0,0,0,0
121080000,146090000,216550000,315240000,221890000,0,0,0,0,0
876980000,1099600000,1130900000,888150000,1115200000,37810000,31155000,66102000,0,275270000
427340000,445210000,420010000,406000000,364300000,47693000,316920000,214920000,239840000,418750000
25462000,0,16660000,0,16314000,0,0,0,0,0
294430000,200380000,224240000,225930000,160860000,53395000,71994000,0,0,0
2356900000,2563700000,2558800000,2011100000,2578800000,308310000,268020000,244010000,292960000,314100000
15366000,14700000,17457000,23397000,13822000,0,0,0,0,0
206640000,281550000,143080000,206200000,92612000,0,0,0,0,0
76666000,75813000,96503000,110150000,65816000,0,0,0,0,0
637730000,514580000,632510000,399060000,511180000,244730000,279140000,146310000,311060000,161930000
409900000,541910000,537690000,555140000,424890000,137090000,241530000,77010000,246780000,372830000
341780000,326490000,272590000,287160000,694200000,169420000,186390000,116280000,360830000,189680000
212510000,198560000,203940000,264910000,881880000,129370000,91905000,55083000,232920000,122240000
130850000,75704000,21723000,51175000,39572000,0,0,0,0,0
591760000,464880000,399330000,924450000,498700000,397490000,308360000,449320000,285910000,477600000
0,0,0,0,2711100,0,0,0,0,0
250340000,197870000,276010000,394940000,178050000,497720000,490750000,431370000,242250000,385390000
134250000,121700000,151950000,170950000,93478000,0,0,0,0,0
453350000,1048600000,1823000000,843940000,542990000,0,0,0,0,0
1319200000,1279800000,1282700000,1221200000,1191100000,66187000,36347000,35197000,23589000,0
296640000,351510000,304260000,433120000,326440000,0,0,0,0,0
119550000,88793000,102320000,112560000,102880000,0,0,0,0,0
18978000,25755000,20793000,0,14576000,0,0,0,0,0
246090000,191870000,206190000,339060000,187510000,0,0,0,0,0
168760000,101420000,146010000,92821000,120810000,0,0,0,0,0
858120000,901580000,932840000,721800000,885420000,0,0,0,0,0
20293000,28178000,36590000,46326000,34746000,0,0,0,0,0
240640000,278610000,268890000,461820000,101160000,0,0,0,0,0
2953100000,1153000000,2653700000,1867000000,1085400000,1245800000,1046000000,719170000,0,223140000
54886000,59992000,57757000,43028000,49822000,46371000,65702000,0,51890000,0
767660000,822630000,776090000,1182200000,884280000,72841000,96784000,147210000,259370000,226830000
38694000,40764000,44195000,25994000,30916000,0,0,0,0,0
137120000,119560000,89839000,159000000,146460000,0,0,0,0,0
103020000,119050000,95329000,117210000,130060000,0,0,0,0,0
134190000,64949000,49671000,274280000,143830000,0,78469000,50636000,0,0
150750000,172290000,148640000,156290000,109090000,598530000,592160000,681460000,603640000,575550000
33879000,21484000,59466000,18003000,34636000,0,0,0,0,0
55465000,35389000,44070000,42851000,25054000,0,0,0,0,0
15954000,30974000,0,21438000,18148000,0,0,0,0,0
671790000,497820000,392440000,353390000,438360000,0,0,0,0,0
929720000,694380000,680190000,555640000,868730000,196330000,136460000,152690000,0,91918000
7394000,14391000,10196000,7039400,8672700,0,0,0,0,0
1030000000,1115700000,1046600000,911290000,1031300000,66790000,93841000,87839000,39547000,55363000
40638000,25821000,20398000,21553000,27853000,0,0,0,0,0
7843500,0,0,0,0,0,0,0,0,0
53473000,141220000,61393000,159780000,67362000,0,0,0,0,0
13541000,14443000,16992000,12189000,13296000,0,0,0,0,0
1047400000,1305800000,998250000,965710000,1768800000,248900000,228530000,0,0,89253000
0,0,11307000,0,0,0,0,0,0,0
376530000,453790000,476660000,394660000,406460000,0,0,0,0,0
247790000,200000000,224750000,519400000,331300000,0,0,0,0,0
82194000,120260000,0,260730000,0,0,0,0,0,0
317950000,267790000,317450000,268090000,312320000,0,0,0,0,0
10711000,39834000,7282100,30006000,116320000,0,0,0,0,0
0,15128000,10293000,13829000,18056000,0,0,0,0,0
12499000,31618000,18812000,32900000,34402000,0,0,0,0,0
645960000,410260000,419830000,346280000,263500000,174800000,176430000,142460000,177740000,166250000
560480000,582180000,578690000,718930000,744030000,0,0,0,0,0
782770000,617380000,769800000,640190000,874980000,0,0,0,0,0
270610000,278460000,658600000,206030000,181120000,132440000,106440000,82576000,75205000,91559000
564400000,729390000,749300000,756870000,580520000,10410000,0,7396600,0,9153100
56613000,75126000,49120000,77067000,93639000,0,0,0,0,0
50034000,43103000,45345000,36931000,37124000,0,0,0,0,0
13744000000,20715000000,15022000000,13372000000,15650000000,1670800000,1746500000,1882300000,2697600000,2251800000
118930000,244720000,80445000,0,301380000,0,0,0,0,0
9825900,0,10956000,11102000,0,0,0,0,0,0
565510000,700750000,438330000,674570000,462850000,106730000,300670000,185280000,368860000,177830000
2982900000,2397100000,3238700000,2462800000,2147800000,1782400000,796370000,573450000,1984900000,1682400000
74770000,41326000,66192000,107000000,85175000,0,0,0,0,0
160590000,161500000,129780000,217720000,156980000,0,0,0,0,0
3342200000,2783800000,3768600000,2852600000,3790200000,0,0,0,0,0
2451400000,2276400000,2967400000,2350200000,1776900000,2405900000,1916200000,2071200000,565490000,3147200000
26805000,29877000,4932600,23602000,6288800,0,0,0,0,0
170150000,236230000,213790000,303690000,167370000,0,0,0,0,0
303780000,345760000,514440000,447370000,326110000,0,0,0,0,0
32418000,35230000,43730000,30444000,0,0,0,0,0,0
8845700,5876600,0,6639300,0,0,0,0,0,0
157640000,210950000,190110000,191390000,187460000,0,0,0,0,0
33186000,37972000,36700000,83788000,64704000,0,0,0,0,0
727990000,395860000,480610000,192820000,292610000,91018000,104030000,65346000,0,52238000
326420000,325970000,281370000,244370000,250230000,0,0,0,0,0
78833000,44076000,99313000,69811000,71272000,173700000,84437000,105060000,41631000,162040000
45341000,37240000,43711000,32735000,38568000,0,0,0,0,0
120920000,166570000,86090000,0,116370000,0,0,0,0,0
382990000,291120000,261970000,346650000,345090000,0,0,0,0,0
151530000,270340000,287430000,186670000,301670000,0,0,0,0,0
756790000,831740000,840560000,834330000,620750000,0,0,0,0,0
511280000,359350000,284110000,293770000,285540000,0,0,0,0,0
24473000,0,18029000,0,39691000,0,0,0,0,0
1296300000,1072800000,1133400000,1334500000,1195600000,286070000,195770000,257680000,75541000,221210000
317500000,210900000,179180000,200440000,179490000,0,0,0,0,0
68668000,58961000,60216000,92111000,40765000,0,0,0,0,0
53100000,49359000,0,0,0,0,0,0,0,0
627590000,550330000,594880000,559800000,344360000,0,0,0,0,0
312380000,353320000,390390000,458890000,480560000,0,0,0,0,0
166510000,421260000,360830000,266850000,348550000,0,0,0,0,0
45564000,28143000,56609000,45035000,37784000,0,0,0,0,0
48436000,49265000,16583000,57914000,35241000,0,0,0,0,0
18370000,0,11348000,0,12770000,0,0,0,0,0
548830000,544990000,631840000,400170000,567260000,0,0,0,0,0
51498000,195480000,139220000,190520000,218470000,0,0,0,0,0
25191000,54529000,20849000,35427000,17097000,0,0,0,0,0
32738000,45140000,52126000,53061000,50357000,0,0,0,0,0
1904500000,2038400000,1969300000,2433700000,1952200000,0,0,0,0,0
49711000,39825000,195130000,224150000,137650000,0,0,0,0,0
417330000,361190000,394930000,248090000,386000000,0,0,0,0,0
52996000,82548000,52290000,52556000,36709000,0,0,0,0,0
429140000,349790000,273320000,369490000,253430000,0,0,0,0,0
663810000,966360000,737040000,910640000,698140000,0,0,0,0,0
1958000000,3053000000,2075300000,2450200000,1812900000,692350000,397320000,119540000,29284000,1198700000
0,17903000,26166000,19672000,0,0,0,0,0,0
174560000,126760000,137490000,131410000,85819000,0,0,0,0,0
216540000,137170000,223110000,83635000,106640000,174790000,176630000,176110000,0,111650000
1491100000,988510000,877170000,1010100000,863700000,0,0,0,0,0
719020000,751910000,613130000,1035100000,574170000,0,0,0,0,0
62813000,79268000,105910000,171710000,130080000,0,0,0,0,0
18734000,16774000,26578000,10630000,11673000,0,0,0,0,0
19262000,28219000,31526000,0,24384000,0,0,0,0,0
17988000,13129000,8589200,12159000,8792700,0,0,0,0,0
95927000,71963000,91910000,69572000,69810000,0,0,0,0,0
1764800000,1167600000,825310000,1972000000,766790000,152040000,125860000,120250000,58599000,251440000
7131600000,10156000000,10550000000,11812000000,2870600000,103110000,149320000,84145000,30841000,155080000
365950000,307650000,223650000,300520000,127970000,0,0,0,0,0
2005100000,2220000000,2590700000,1469400000,1998300000,239330000,200640000,161930000,0,488050000
1315900000,709780000,1229600000,1468800000,1472700000,157690000,402660000,290290000,152280000,304840000
657560000,595480000,701670000,409060000,480550000,45785000,59332000,52533000,0,55550000
47177000,40748000,37490000,30841000,37047000,0,0,0,0,0
405470000,405710000,417960000,289240000,156700000,46291000,38493000,32258000,14282000,38925000
17755000,7950300,16077000,9275600,10156000,0,0,0,0,0
28684000,49820000,46851000,48921000,27581000,0,0,0,0,0
166390000,136560000,137500000,163680000,182550000,0,0,0,0,0
2597600000,2527200000,2752200000,1585400000,2087000000,0,0,0,0,0
12256000,10524000,17695000,11783000,29796000,0,0,0,0,0
3673300000,3734400000,6536000000,3488200000,3184000000,1089700000,847100000,1108500000,242610000,674440000
98026000,111960000,85246000,116420000,83399000,0,0,0,0,0
36992000,18073000,26178000,31124000,40633000,0,0,0,0,0
22246000,23625000,19315000,0,0,0,0,0,0,0
130000000,87651000,151540000,121760000,146810000,0,0,0,0,0
297770000,300170000,284600000,474410000,394850000,0,0,0,0,0
291680000,337110000,253040000,445800000,397270000,0,0,0,0,0
431660000,392520000,391410000,408180000,285650000,0,0,0,0,0
13297000000,17128000000,12512000000,7708900000,10700000000,7581700000,11560000000,9257400000,6034700000,7688000000
33833000,24528000,23046000,27160000,25480000,0,0,0,0,0
22747000,16620000,18267000,0,18002000,0,0,0,0,0
796440000,917330000,847180000,641000000,469880000,0,0,0,0,0
0,9558300,970490,3269200,6704400,0,0,0,0,0
32756000,121050000,51752000,13441000,31941000,829090000,532670000,529730000,382600000,550050000
1111300000,1482900000,1387800000,1532500000,1121300000,0,0,0,0,0
11148000,9069700,9017500,12940000,12691000,0,0,0,0,0
112820000,35017000,33417000,41321000,88243000,0,0,0,0,0
637890000,999110000,621390000,1017700000,735320000,321640000,260940000,332650000,0,363870000
615600000,818720000,767930000,480090000,956980000,114730000,89843000,117710000,79363000,85445000
57289000,52322000,35943000,68709000,43289000,0,0,0,0,0
887500000,1097000000,876630000,1009400000,878470000,0,0,0,0,0
140010000,181080000,131920000,130110000,84895000,0,0,0,0,0
3531500,0,0,0,7431300,0,0,0,0,0
278680000,340690000,153780000,263350000,217370000,0,0,0,0,0
23130000,19387000,33001000,0,27509000,0,0,0,0,0
125530000,88347000,54694000,160270000,132350000,0,0,0,0,0
326900000,360490000,243740000,298250000,146170000,0,0,0,0,0
870740000,987930000,849820000,1005200000,937710000,0,0,0,0,0
32786000,31272000,30132000,50110000,20708000,0,0,0,0,0
385420000,392620000,269660000,448230000,380740000,12402000,9436600,11572000,15484000,0
685590000,1249500000,1068400000,1293400000,1122000000,0,0,0,0,0
570670000,372800000,1023300000,548200000,285110000,555590000,601680000,899930000,383580000,549420000
214380000,333710000,229010000,270150000,294130000,0,0,0,0,0
263370000,338900000,206230000,455440000,341590000,0,0,0,0,0
751010000,628720000,778770000,749510000,835990000,0,0,0,0,0
1072800000,1661500000,1212000000,1922100000,1368400000,0,0,0,0,0
0,13585000,14286000,36027000,24527000,0,0,0,0,0
420460000,864860000,683830000,820030000,506330000,0,0,0,0,0
18273000000,15563000000,18072000000,14299000000,18297000000,60645000000,86391000000,78739000000,44709000000,82150000000
381350000,252280000,233310000,195560000,221520000,0,0,0,0,0
89395000,55505000,97837000,87221000,112350000,0,0,0,0,0
151440000,246650000,129530000,193870000,145610000,0,0,0,0,0
74126000,67628000,72222000,45151000,70677000,0,0,0,0,0
74107000,32319000,58642000,113960000,60858000,726070000,560500000,642050000,276050000,598860000
14602000,19123000,14860000,52748000,46646000,0,0,0,0,0
391260000,334650000,225630000,594360000,453260000,0,0,0,0,0
1091800000,1397600000,1444500000,1389700000,1088300000,0,0,0,0,0
911820000,908940000,870370000,922370000,799770000,0,0,0,0,0
175340000,302670000,237880000,227100000,127530000,0,0,0,0,0
18362000,18449000,16796000,18636000,0,0,0,0,0,0
440830000,381790000,384800000,347580000,287380000,0,0,0,0,0
963740000,1783100000,3318000000,1538000000,2073900000,688230000,743040000,836490000,537410000,878930000
540550000,478230000,447400000,586230000,482190000,0,0,0,0,0
818800000,616040000,754490000,661740000,608420000,214100000,210650000,151410000,130060000,327870000
5354000,12940000,5273300,5663900,7822100,0,0,0,0,0
989950000,825370000,727460000,501730000,809360000,1298200000,1313700000,1331000000,506570000,1342200000
0,0,0,0,23108000,0,0,0,0,0
468790000,440210000,382140000,378550000,348340000,0,0,0,0,0
2574200000,6985900000,9254500000,11945000000,3749000000,1384400000,1323600000,1475700000,224900000,1596500000
53546000,107860000,0,84844000,0,0,0,0,0,0
1125200000,1383300000,1041500000,1182000000,994030000,15483000,20898000,8710300,19916000,12365000
0,0,0,0,0,143020000,183510000,193910000,101690000,65244000
0,6440700,9037000,6153200,7491300,0,0,0,0,0
61715000,80818000,55363000,69338000,59686000,0,0,0,0,0
1277300000,1301500000,1117500000,1193600000,922090000,0,0,0,0,0
0,46814000,37204000,35103000,39077000,0,0,0,0,0
12233000000,9365200000,9884300000,10647000000,7930100000,2023600000,2213700000,2975100000,1444000000,2170100000
376880000,546240000,511100000,693140000,437680000,13801000,0,0,0,32526000
152600000,188010000,158550000,171740000,170940000,0,0,0,0,0
0,0,0,8202100,0,0,0,0,0,0
119600000,109280000,96740000,62876000,67619000,0,0,0,0,0
288310000,193640000,216420000,212600000,218360000,0,0,0,0,0
238450000,317250000,172390000,415520000,294640000,0,0,0,0,0
3497400000,4183400000,4069800000,4758200000,3676600000,0,0,0,0,0
477370000,499770000,648520000,578410000,541080000,0,0,0,0,0
185910000,276600000,111810000,282370000,218150000,0,0,0,0,0
0,20882000,0,0,22191000,0,0,0,0,0
319910000,152840000,356430000,221150000,267770000,0,0,0,0,0
33336000,26587000,24829000,0,0,0,0,0,0,0
173050000,185520000,135820000,267550000,165940000,99624000,84903000,101690000,128250000,189850000
400600000,582330000,430450000,758860000,588330000,0,0,0,0,0
3284300000,4142100000,2726600000,3779800000,3193100000,88727000,60178000,89178000,0,0
64634000,72575000,55715000,111950000,56568000,0,0,0,0,0
39245000,67298000,68943000,96540000,38527000,156290000,72409000,93118000,0,42744000
207610000,209890000,166430000,222410000,205550000,0,0,0,0,0
294980000,312700000,305360000,357890000,358870000,226840000,240460000,232490000,388280000,131580000
67770000,115480000,81626000,221180000,172090000,161700000,176060000,144990000,123150000,96211000
55472000,33955000,56576000,57416000,42418000,0,0,0,0,0
5178200,11123000,7862500,0,9605300,0,0,0,0,0
120640000,81086000,113590000,113650000,91551000,0,0,0,0,0
338920000,177730000,116280000,112090000,101520000,738540000,729610000,573120000,207420000,527580000
241190000,175340000,231120000,262670000,242340000,0,0,0,0,0
50390000,41256000,19686000,37319000,15966000,0,0,0,0,0
237740000,174700000,288720000,175610000,199440000,0,0,0,0,0
142120000,215930000,205730000,210580000,136710000,0,0,0,0,0
102880000,84316000,70310000,71023000,55707000,0,0,0,0,0
50539000,48707000,75283000,67963000,53858000,0,0,0,0,0
282350000,229600000,221680000,215270000,228380000,0,0,0,0,0
1560200000,1511500000,1515900000,1341900000,1188900000,0,0,0,0,0
0,0,0,15316000,0,0,0,0,0,0
28615000,19405000,0,38041000,40665000,0,0,0,0,0
0,0,13689000,25582000,15206000,0,0,0,0,0
98102000,68714000,69044000,47905000,59527000,0,0,0,0,0
3556000000,4125300000,3567600000,3743500000,2913700000,0,0,0,0,0
18793000,21429000,23890000,0,26657000,0,0,0,0,0
84595000,47585000,63269000,88727000,120680000,0,0,0,0,0
35338000,34708000,27407000,50052000,39600000,0,0,0,0,0
448810000,599980000,635830000,688220000,545220000,0,0,0,0,0
438650000,518730000,757280000,568750000,537040000,330900000,314840000,241210000,462920000,374350000
25266000,115000000,115430000,93097000,74776000,82529000,116500000,136390000,135600000,77889000
389170000,318360000,291370000,462000000,453310000,0,0,0,0,0
24950000,24978000,20164000,4269400,33301000,51271000,91349000,70116000,0,40774000
1814600000,2375200000,1510100000,2256800000,2317700000,248400000,151420000,203180000,90172000,204980000
149770000,139040000,94270000,190510000,176400000,0,0,0,0,0
0,54466000,36151000,49283000,47525000,0,0,0,0,0
26185000,17811000,11578000,30161000,14180000,0,0,0,0,0
326870000,269440000,257230000,445060000,269970000,0,0,0,0,0
67205000,62347000,97938000,46174000,82325000,177010000,189250000,137360000,68923000,90850000
14819000,75093000,0,0,12198000,0,0,0,0,0
531210000,696030000,669000000,674390000,533130000,596510000,342190000,307370000,292370000,348810000
3460200000,3453600000,2552800000,3764300000,2434100000,55273000,42765000,52818000,43537000,108060000
222380000,135530000,243300000,110530000,199770000,0,0,0,0,0
311210000,421560000,276290000,255660000,243870000,0,0,0,0,0
751470000,1132700000,1007400000,895800000,861390000,92995000,125040000,196000000,0,158930000
0,0,12218000,0,0,0,0,0,0,0
845570000,644780000,843630000,607520000,834960000,171280000,178430000,137300000,150100000,173230000
15591000,13476000,23859000,22629000,18039000,0,0,0,0,0
69789000,50217000,54611000,0,33789000,0,0,0,0,0
0,46053000,70564000,82056000,31821000,0,0,0,0,0
1520500000,1448700000,883010000,1043500000,1137400000,0,0,0,0,0
376930000,339580000,225840000,245270000,187670000,0,0,0,0,0
836020000,242820000,412140000,862980000,439250000,40579000,57034000,0,0,50328000
0,0,0,2406400,0,0,0,0,0,0
242360000,163750000,171430000,92586000,107840000,0,0,0,0,0
690960000,711680000,1223000000,504180000,1108200000,1508600000,774950000,1384900000,635370000,592070000
24073000,26389000,16459000,35087000,15476000,0,0,0,0,0
314500000,408890000,284890000,355520000,220170000,0,0,0,0,0
0,22176000,15453000,0,25810000,0,0,0,0,0
51112000,49144000,0,38072000,0,0,0,0,0,0
25467000,35705000,22465000,21558000,40313000,0,0,0,0,0
21560000,39286000,42607000,85871000,47131000,0,0,0,0,0
1048400000,1158800000,1081200000,1957000000,1299100000,0,0,0,0,0
27358000,32037000,40083000,32222000,18366000,0,0,0,0,0
3092800000,3042800000,2363900000,2798600000,2198100000,295930000,265290000,250400000,204740000,106510000
71477000,39124000,71138000,52610000,79940000,0,0,0,0,0
0,24594000,39472000,33775000,32702000,0,0,0,0,0
28143000,37539000,36133000,41032000,682120000,0,0,0,0,0
0,0,0,0,0,45784000,59642000,88452000,49515000,63472000
3794500000,4693100000,3743100000,3991800000,3045700000,48313000,49322000,50293000,0,42188000
76497000,61829000,98497000,123090000,84362000,0,0,0,0,0
29059000,18000000,13938000,0,14675000,0,0,0,0,0
5231000,5126900,4354600,9516000,16577000,0,0,0,0,0
1513400000,1805400000,1116900000,1980300000,2488500000,0,0,0,0,0
5563100,6628900,6828800,9048700,5075900,0,0,0,0,0
291990000,319070000,223530000,273860000,206940000,0,0,0,0,0
883440000,859920000,845770000,913690000,556550000,0,0,0,0,0
112480000,127320000,60948000,121510000,75868000,0,0,0,0,0
481330000,581500000,754960000,725200000,501010000,135700000,142800000,138000000,117270000,162890000
0,39325000,0,0,8736700,0,0,0,0,0
4999000000,5710500000,5136300000,5020000000,5729600000,242040000,227450000,260200000,125610000,259280000
19851000,14656000,21986000,33429000,25134000,0,0,0,0,0
0,0,0,0,6379900,0,0,0,0,0
54506000,49182000,38736000,27235000,36715000,0,0,0,0,0
8706400,5397700,0,0,9167300,0,0,0,0,0
627290000,181550000,403470000,194300000,136610000,0,0,0,0,0
56395000,41655000,63817000,42868000,49098000,0,0,0,0,0
909320000,827710000,780000000,704260000,949320000,0,0,0,0,0
20388000,28260000,24545000,6314900,25831000,0,0,0,0,0
213080000,189170000,449630000,288130000,272540000,22956000,0,10241000,0,13806000
0,144640000,85034000,195810000,307820000,0,0,0,0,0
4195700000,4421300000,9837400000,4392900000,7155900000,223540000,254080000,346580000,418590000,768870000
35640000,0,0,30752000,24058000,0,0,0,0,0
503440000,556220000,288960000,643430000,602520000,0,0,0,0,0
97616000,70959000,93405000,77299000,55514000,0,0,0,0,0
1528900000,1508600000,1269200000,1999400000,1548800000,0,0,0,0,0
71332000,29693000,41049000,69867000,119930000,0,0,0,0,0
163410000,158030000,109560000,150990000,90455000,0,0,0,0,0
3853200,4433900,4612200,5693500,0,0,0,0,0,0
325960000,255350000,325010000,282580000,192670000,0,0,0,0,0
0,8359800,8837000,11785000,14019000,0,0,0,0,0
61644000,56085000,47013000,48554000,52686000,0,0,0,0,0
53174000,35389000,71368000,139170000,35819000,0,0,0,0,0
96705000,98009000,100100000,66515000,66584000,0,0,0,0,0
842150000,1209700000,981390000,1593600000,696290000,45834000,194980000,29203000,200360000,36114000
75574000,126730000,143560000,15637000,6252300,0,18551000,0,0,24420000
0,0,6125800,8417600,10565000,0,0,0,0,0
164800000,129660000,145030000,136200000,148270000,0,0,0,0,0
35832000,58276000,165140000,70751000,59506000,0,0,0,0,0
57290000,33346000,44017000,52222000,34038000,0,0,0,0,0
337790000,301850000,271860000,520850000,493750000,0,0,0,0,0
7315900000,6568500000,7058000000,6264400000,7485900000,3327200000,4196800000,3960200000,6856000000,4024700000
0,0,32301000,49711000,28788000,0,0,0,0,0
85286000,66787000,96139000,114390000,105710000,0,0,0,0,0
6209400,29285000,24330000,29954000,5658200,0,0,0,0,0
2242800000,1824600000,1979900000,2339900000,1661300000,0,0,0,0,0
84138000,99997000,77942000,64530000,84858000,0,0,0,0,0
1455800000,1191100000,1280500000,1985300000,1107600000,146250000,316340000,297500000,147390000,110300000
1371300000,1958900000,2692300000,1487300000,4871200000,3527300000,1748600000,2379300000,3042000000,4418500000
494070000,487980000,318670000,469110000,429930000,0,0,0,0,0
1621700000,1329000000,2103200000,1174200000,1349100000,166100000,409890000,30340000,59938000,149120000
108240000,90032000,81489000,81186000,71535000,0,0,0,0,0
188470000,892550000,481110000,140080000,293110000,144000000,50533000,99017000,0,35587000
7351400,6854300,12242000,6488700,5200200,0,0,0,0,0
232630000,364870000,293520000,253650000,288230000,0,0,0,0,0
106230000,158840000,145270000,105980000,66337000,0,0,0,0,0
8376000,8631300,8708500,4397200,7908000,0,0,0,0,0
25154000,24491000,21523000,34867000,27855000,0,0,0,0,0
188180000,67106000,157180000,96366000,71151000,94376000,0,587620000,5206200000,483540000
1487600000,922050000,986610000,993890000,963310000,397930000,643050000,315510000,355700000,220400000
16428000,14446000,16211000,9605900,15045000,0,0,0,0,0
44970000,45624000,59932000,35962000,50992000,0,0,0,0,0
1953200000,2372700000,716310000,1337500000,1064900000,0,0,0,0,0
25339000,69273000,86901000,18237000,72784000,0,0,0,0,0
0,0,0,0,113330000,0,0,0,0,0
33865000,28138000,25584000,32233000,46377000,0,0,0,0,0
0,0,0,0,0,23375000,31511000,16544000,90335000,23579000
83034000,185830000,85415000,279560000,171360000,0,0,0,0,0
122140000,134190000,140470000,221890000,125460000,0,0,0,0,0
8750200,0,9486000,16767000,33675000,0,0,0,0,0
12581000,6281000,9110100,6104000,5721300,0,0,0,0,0
444050000,636080000,816930000,654970000,714390000,0,0,0,0,0
7677300000,7184200000,10138000000,7590700000,7758200000,7372200000,7898500000,5780600000,3376200000,6209300000
5559200000,8996800000,7969400000,9729900000,6971300000,453910000,253600000,398270000,185260000,151350000
127410000,92809000,109080000,73836000,77422000,0,0,0,0,0
169790000,120460000,151470000,161110000,107340000,0,0,0,0,0
991120000,727840000,492040000,623260000,674390000,0,0,0,0,0
0,0,0,0,0,33223000,39006000,28317000,0,33210000
86935000,108340000,47171000,69351000,51696000,0,0,0,0,0
2146700000,1606900000,2138500000,1603700000,1857600000,0,0,0,0,0
3982500000,3442000000,4342300000,3630100000,3032800000,5380900000,4869300000,4580000000,4413700000,5416800000
0,6940600,11532000,0,0,0,0,0,0,0
217460000,224360000,231730000,130030000,118310000,0,0,0,0,0
636430000,416980000,588780000,561100000,715860000,0,0,0,0,0
0,0,0,0,0,39587000,41434000,31441000,54669000,42590000
10240000,10042000,6550100,0,11557000,0,0,0,0,0
192860000,596790000,228690000,92165000,202750000,0,0,0,0,0
0,0,0,0,0,40955000,21150000,111950000,0,25424000
2756500000,1751800000,2102600000,2062700000,2039800000,0,0,0,0,0
358430000,369250000,416770000,549270000,217820000,0,0,0,0,0
11057000,0,15590000,0,13673000,0,0,0,0,0
47332000,0,0,0,0,0,0,0,0,0
196380000,88253000,104660000,135800000,152500000,0,0,0,0,0
162280000,191830000,286280000,103220000,154380000,78551000,63170000,0,92055000,84384000
178360000,236670000,234340000,177780000,204690000,33023000,48083000,68604000,0,27848000
207240000,503910000,368690000,372800000,288970000,0,0,0,0,0
318890000,823350000,665080000,1088600000,1653600000,0,0,0,0,0
3829100000,2233800000,3591000000,3117300000,2790600000,2130100000,4166400000,2966400000,1458000000,2807100000
179950000,170140000,181640000,184020000,136650000,0,0,0,0,0
234840000,135560000,116300000,302430000,231100000,0,0,0,0,0
32600000,54375000,98251000,93870000,124340000,50908000,60048000,65811000,73231000,70192000
0,0,0,0,0,0,0,0,0,0
746340000,601590000,631720000,756860000,663680000,0,0,0,0,0
588960000,795910000,700620000,638530000,762370000,0,0,0,0,0
88183000,65453000,62191000,44486000,86620000,0,0,0,0,0
0,0,0,0,0,222900000,219420000,268140000,172600000,214860000
79036000,118210000,119090000,169430000,74919000,191870000,223200000,143340000,1384200000,103210000
13544000000,10138000000,11983000000,16831000000,10895000000,6810100000,5746700000,5231800000,2910900000,4746500000
160220000,138100000,107010000,123610000,0,0,0,0,0,0
539720000,616190000,505830000,394190000,508900000,191270000,226660000,204790000,0,131850000
12745000,0,12714000,10077000,10268000,0,0,0,0,0
10238000000,7775000000,10941000000,9139500000,7570400000,9393800000,11137000000,13058000000,8733300000,7335700000
5477200000,3814000000,4942500000,4054600000,5161800000,0,0,0,0,0
0,19991000,6474600,0,0,19399000,22253000,26682000,66217000,23594000
0,0,0,9531800,0,0,0,0,0,0
0,0,0,0,0,223480000,234600000,196040000,320950000,215470000
2557200000,2273200000,3156200000,2830500000,2605300000,133000000,57864000,44992000,206330000,107190000
39871000,60985000,59012000,74029000,99053000,0,0,0,0,0
1466900000,1724900000,501410000,3397800000,511300000,9513200,0,0,0,10982000
0,53087000,77370000,44550000,43923000,126820000,173690000,138080000,174420000,92120000
22332000,13650000,16143000,18792000,11062000,0,0,0,0,0
424060000,435740000,406000000,493190000,313930000,0,0,0,0,0
37036000,45246000,34090000,25102000,50176000,0,0,0,0,0
1539100000,1221400000,1224700000,1121400000,1483300000,205470000,142150000,128930000,58483000,61311000
86301000,91730000,82401000,187700000,96679000,0,0,0,0,0
34581000,47712000,34636000,59246000,44803000,0,0,0,0,0
70044000,69607000,61403000,64976000,81942000,0,0,0,0,0
384890000,494020000,395230000,465760000,430750000,0,0,0,0,0
1099000000,1011900000,1055800000,837730000,1026000000,794100000,670920000,773210000,483750000,643110000
21768000,0,16016000,42432000,16639000,0,0,0,0,0
402670000,130960000,144670000,110460000,89766000,52562000,33968000,37528000,0,0
10036000,12906000,10233000,16415000,9764100,0,0,0,0,0
