LFQ intensity IN_1,LFQ intensity IN_2,LFQ intensity IN_3,LFQ intensity IN_5,LFQ intensity IN_6,LFQ intensity PD_1,LFQ intensity PD_2,LFQ intensity PD_3,LFQ intensity PD_5,LFQ intensity PD_6
589100000,627220000,356130000,659210000,493940000,151350000,179180000,150870000,137680000,341670000
890410000,1013100000,1053500000,1458300000,1026500000,0,0,0,0,0
81342000,110520000,75900000,131450000,73782000,0,0,0,0,0
204030000,464470000,545050000,209600000,460460000,27960000,11872000,20167000,0,28055000
210750000,162820000,185600000,222780000,129780000,0,0,0,0,0
109090000,106180000,80863000,112310000,159070000,0,0,0,0,0
57680000,58966000,43575000,118740000,72763000,0,0,0,0,0
314200000,503710000,216360000,459650000,294860000,0,0,0,0,0
28557000,23459000,40400000,0,36884000,0,0,0,0,0
341180000,388200000,253460000,392450000,366810000,0,0,0,0,0
14765000,13021000,17165000,9613200,14534000,0,0,0,0,0
23210000,45329000,0,0,33639000,0,0,0,0,0
172670000,19087000,115410000,312810000,192840000,0,0,0,0,0
15857000,33513000,33394000,39887000,46197000,0,0,0,0,0
200160000,224960000,404770000,753130000,319770000,1975400000,2816400000,2042100000,2756200000,2056600000
5024200000,4308300000,3749800000,3611800000,3139800000,483840000,424380000,384990000,252060000,874750000
204220000,215530000,252240000,313800000,314040000,0,0,0,0,0
325380000,269390000,342690000,394690000,301000000,0,0,0,0,0
17469000,0,6169300,0,0,0,0,0,0,0
88464000,92979000,98970000,60932000,51158000,0,0,0,0,0
16157000,18279000,47398000,0,10596000,0,0,0,0,0
110600000,99399000,95129000,145310000,85902000,0,0,0,0,0
400680000,464790000,264640000,275770000,314680000,0,0,0,0,0
107720000,64510000,43963000,48164000,32305000,0,0,0,0,0
394480000,272750000,315580000,301540000,303990000,0,0,0,0,0
0,0,0,0,0,52930000,37275000,37327000,0,53488000
82204000,95323000,118800000,122980000,146270000,0,0,0,0,0
232730000,388530000,821200000,347440000,820180000,0,0,0,0,0
3801200000,3954000000,3154700000,5143700000,2872900000,1579300000,1320700000,1369200000,1475900000,1358200000
60385000,58682000,55120000,107210000,58449000,0,0,0,0,0
37654000,79951000,89264000,112300000,82666000,0,0,0,0,0
1569000000,1438700000,1009200000,1035000000,677030000,926420000,961190000,0,249930000,0
30245000,45441000,61763000,107900000,74318000,0,0,0,0,0
39255000,25694000,29255000,45988000,40272000,0,0,0,0,0
0,0,0,0,0,3040000000,1726300000,2400800000,7782300000,3670000000
586860000,670140000,556240000,485740000,543560000,98445000,80919000,240650000,96336000,103130000
151540000,174890000,200270000,228450000,44340000,0,0,0,0,0
277360000,343760000,226890000,435140000,477720000,0,0,0,0,0
0,0,4346400,6268100,0,0,0,0,0,0
12583000,0,9476900,0,2592600,0,0,0,0,0
86564000,63701000,107010000,126990000,93101000,0,0,0,0,0
918680000,451570000,837160000,570690000,597000000,323440000,339110000,244790000,352500000,242180000
2761600,0,1567300,0,0,0,0,0,0,0
2628600000,2047400000,2016900000,2722000000,2098000000,7539600000,5397600000,2325700000,4176600000,3382800000
0,0,0,0,0,11685000,0,0,0,0
15906000,17512000,12763000,16267000,12138000,0,0,0,0,0
266210000,315040000,131280000,260630000,335020000,0,0,0,0,0
149200000,209660000,333250000,100570000,188040000,0,0,0,0,0
80825000,150990000,87983000,106020000,72053000,0,0,0,0,0
10073000,7714100,6467900,20743000,22365000,0,0,0,0,0
2465000000,3003200000,1870700000,2885800000,2529400000,306100000,306770000,325700000,63960000,254910000
389370000,337010000,283000000,435030000,276330000,0,0,0,0,0
24027000,24611000,14623000,13757000,11432000,0,0,0,0,0
0,0,0,0,5824700,0,0,0,0,0
0,38612000,16858000,15090000,25205000,0,0,0,0,0
179730000,396950000,237570000,250840000,151930000,0,0,0,0,0
6937200,8903100,9171600,8040000,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,7518600
29665000,25668000,29834000,48679000,17663000,0,0,0,0,0
37317000,40531000,46745000,59833000,52392000,0,0,0,0,0
47670000,11854000,36852000,25815000,52315000,0,0,0,0,0
2517200,4538800,21980000,0,0,0,0,0,0,0
169190000,86831000,105470000,55578000,155340000,0,0,0,0,0
19268000,17854000,13687000,18359000,13203000,0,0,0,0,0
66324000,30730000,127230000,19242000,61541000,35094000,38294000,40953000,80619000,33481000
21080000,20368000,0,0,18275000,0,0,0,0,0
14834000000,18545000000,11862000000,10973000000,14372000000,8137900000,9736100000,8076300000,9490100000,6878200000
0,0,180760000,123220000,131130000,0,0,0,0,0
72817000,79844000,116150000,36865000,86696000,0,0,0,0,0
1713900000,1233800000,972840000,1337600000,1491800000,3134600000,6000400000,4387500000,259290000,3289800000
0,0,15550000,78182000,18791000,0,0,0,0,0
10255000,12118000,11879000,8421200,7658800,0,0,0,0,0
44322000,29174000,26429000,43830000,31824000,0,0,0,0,0
104960000,126240000,110190000,91821000,120920000,0,0,0,0,0
259340000,193610000,208030000,214250000,238040000,46984000,47128000,68075000,108640000,74321000
7887100,8085900,11053000,15276000,10188000,0,0,0,0,0
3472800000,2161700000,3025200000,3249000000,4816600000,487650000,358580000,447640000,439730000,612740000
51063000,83580000,61671000,62710000,33579000,0,0,0,0,0
20249000,18843000,14902000,19326000,0,0,0,0,0,0
0,0,0,0,0,136600000,104920000,98618000,86031000,34138000
673130000,361980000,1028200000,327360000,1351000000,34344000,26814000,163310000,17656000,43027000
118190000,122850000,78799000,118700000,100410000,0,0,0,0,0
0,0,10666000,0,9621400,0,0,0,0,0
5853500,3595300,6090700,6191800,7797500,0,0,0,0,0
54834000,40411000,45677000,56081000,80464000,0,0,0,0,0
53221000,76401000,68480000,93983000,47894000,0,0,0,0,0
0,20052000,9387300,6652500,10251000,0,0,0,0,0
287270000,338510000,236950000,301500000,234880000,0,0,0,0,0
152030000,109010000,78154000,131170000,75454000,0,0,0,0,0
16295000,11220000,11746000,12105000,11752000,0,0,0,0,0
9362800,6817200,0,0,9329400,0,0,0,0,0
40095000,54235000,95242000,55716000,20794000,0,0,0,0,0
4921000,16153000,14745000,25834000,15991000,0,0,0,0,0
252520000,136480000,508710000,305860000,402450000,0,0,0,0,0
552670000,702160000,540690000,1567000000,745940000,0,0,0,0,0
35279000,33084000,32813000,37967000,32214000,0,0,0,0,0
0,0,0,0,0,76653000,77740000,138750000,84019000,130780000
0,0,0,0,0,29399000,19597000,21644000,37716000,32107000
56857000,42399000,44731000,48434000,47481000,0,0,0,0,0
107420000,135180000,109150000,608740000,94497000,0,0,0,0,0
29592000,0,0,0,20844000,0,0,0,0,0
58061000,62964000,62807000,49842000,63829000,0,0,0,0,0
45795000,20726000,22052000,16185000,16879000,0,0,0,0,0
0,0,0,0,9377500,0,0,0,0,0
184670000,126160000,225990000,328500000,220590000,0,0,0,0,0
58718000,59514000,34382000,27924000,20272000,0,0,0,0,0
0,0,0,0,0,0,0,0,0,45937000
19068000,20101000,16926000,19091000,14894000,0,0,0,0,0
57753000,75439000,65405000,32752000,67937000,51166000,82787000,74045000,0,0
37053000,23322000,33175000,38619000,41917000,0,0,0,0,0
6748700,8061400,6596900,7681900,8442100,0,0,0,0,0
0,0,0,0,0,169170000,251410000,193930000,141340000,178540000
17540000,31414000,33946000,101170000,82266000,0,0,0,0,0
0,0,2210500,0,38775000,0,0,0,0,0
224030000,249280000,181560000,256270000,26775000,0,0,0,0,0
7308800,5603200,4680700,0,0,0,0,0,0,0
3475000,2337400,2964800,3824100,3876500,0,0,0,0,0
0,0,0,0,0,38151000,39315000,30222000,22939000,38151000
6844900000,5266300000,5964800000,5408200000,4710700000,512890000,347590000,322390000,60027000,600770000
5598300000,6712300000,4924400000,5205100000,3784600000,835200000,702050000,621500000,283370000,542660000
148370000,212330000,174700000,236080000,171740000,0,0,0,0,0
175170000,307740000,66391000,75677000,93394000,0,0,0,0,0
2361600000,1003900000,1713400000,723470000,1275800000,943270000,769600000,851330000,381690000,320590000
44239000,59404000,62001000,57225000,33907000,0,0,0,0,0
35859000,37341000,30566000,39871000,15727000,0,0,0,0,0
5178200,7498800,7842200,12377000,6508800,0,0,0,0,0
133730000,116430000,128160000,98063000,89205000,123680000,86767000,107660000,245090000,93239000
79460000,62238000,66031000,87640000,90898000,0,0,0,0,0
261030000,304380000,270990000,407720000,284880000,0,0,0,0,0
17492000,0,0,0,10020000,0,0,0,0,0
0,56121000,63126000,0,0,0,0,0,0,0
0,0,0,0,0,61356000,0,132890000,0,175230000
17699000,0,13658000,14302000,60814000,0,0,0,0,0
131660000,186820000,215150000,133210000,142960000,67285000,41147000,44753000,0,40527000
81798000,50537000,59545000,114070000,157550000,190920000,252270000,230430000,273330000,198230000
701880000,796460000,1007500000,938110000,550560000,0,0,0,0,0
1545000000,780480000,1468000000,1060600000,1598200000,8577800000,6937800000,7283500000,8730200000,15045000000
2279000000,572780000,2148900000,1229200000,960510000,144360000,779570000,103350000,0,147870000
2009100000,1799000000,1920100000,2123800000,1865400000,0,0,0,0,0
174910000,194200000,162770000,187800000,129790000,0,0,0,0,0
4908100,3666200,3891200,3209700,4730400,0,0,0,0,0
568280000,576400000,627360000,659850000,421530000,0,0,0,0,0
14076000000,11665000000,10899000000,8322800000,12710000000,7931300000,4236100000,8557500000,6032300000,11017000000
19438000,18126000,0,0,0,0,0,0,0,0
341660000,412400000,997450000,77341000,502510000,0,0,0,0,0
176140000,222480000,125110000,0,169490000,0,0,0,0,0
5383700,3870400,2401200,0,4559300,0,0,0,0,0
13866000,42880000,0,17105000,0,0,0,0,0,0
37062000,56278000,41170000,68352000,42183000,0,0,0,0,0
6868000000,7494400000,6591900000,7017400000,4163700000,453780000,482020000,382630000,440860000,504100000
9040200,15138000,5537200,0,0,0,0,0,0,0
125680000,77093000,123140000,110120000,110150000,0,0,0,0,0
705200000,933810000,669600000,878460000,899510000,0,0,0,0,0
72995000,76009000,47165000,70854000,104310000,0,0,0,0,0
2797100,0,2451100,0,0,0,0,0,0,0
75444000,88856000,61862000,129890000,133480000,0,0,0,0,0
1996300000,1438100000,1678000000,1309500000,1364800000,666550000,563580000,694140000,537620000,625240000
1375200000,1094900000,772670000,484350000,1697000000,0,0,0,0,0
10854000000,16623000000,12276000000,7487500000,14225000000,2826400000,3560900000,2844700000,1458900000,2982600000
6205100000,2466600000,2929100000,4506900000,2915100000,6492500000,4254900000,6553300000,3466000000,2547900000
3410100000,3301600000,2981800000,2940500000,4149700000,4209100000,3435800000,3981000000,2311400000,4278300000
352440000,332610000,926510000,347870000,466960000,192350000,71097000,201480000,214690000,212730000
0,0,0,0,6042000,0,0,0,0,0
64324000,69090000,53713000,96834000,117650000,0,0,0,0,0
10916000000,8608800000,4596900000,4902200000,7127200000,9750100000,6978300000,8165000000,3216600000,5560800000
507780000,513910000,672460000,237910000,561040000,2824700000,2953100000,2449600000,7602300000,2648500000
2305900000,2024100000,1547300000,1562400000,1007800000,7270200000,6291800000,5965600000,11081000000,8024000000
2800200000,1772800000,3030900000,3818700000,3538600000,2676000000,3160400000,2534000000,6655100000,3337500000
6412100000,5882200000,7284200000,6250900000,6439900000,1417900000,1676600000,2222700000,706780000,1229300000
0,18482000,23819000,52147000,94517000,0,0,0,0,0
325940000,205970000,247610000,229180000,376110000,0,0,0,0,0
1772500000,1780900000,2090000000,1487900000,959470000,687710000,630600000,761150000,910780000,488050000
157920000,128450000,162240000,87733000,99632000,0,0,0,0,0
5206000000,2953000000,4571300000,4169700000,4313200000,762050000,661340000,648310000,461880000,680060000
37113000,35703000,11616000,0,10386000,7764400,0,7375400,0,0
367020000,357390000,478280000,221360000,378160000,0,0,0,0,0
5249200000,6172500000,5012100000,5194900000,9683000000,2306100000,1487700000,3151500000,829650000,2760500000
2627400000,3687700000,5147800000,3420700000,3588300000,2743900000,3512100000,2963200000,6956800000,1737000000
173020000,144100000,180470000,340470000,228110000,0,0,0,0,0
229440000,367530000,297560000,246970000,247160000,0,0,0,0,0
42857000,20592000,16517000,7324400,34971000,0,0,0,0,0
1368700000,1282200000,1436300000,1017600000,1621700000,0,0,0,0,0
263430000,239980000,311290000,213250000,387600000,170070000,348940000,505090000,215020000,174430000
3241000000,3748000000,3675300000,3293700000,3551600000,4075300000,3304200000,3879500000,4779700000,4430600000
38294000,14268000,22989000,41612000,38514000,0,0,0,0,0
286230000,265740000,503270000,449100000,421410000,0,0,0,0,0
9233300000,9649100000,9598300000,6614500000,8391700000,989960000,763770000,957280000,827270000,1312100000
27056000000,11270000000,10279000000,16421000000,13124000000,2226400000,1986300000,1984700000,1007700000,2638000000
675000000,623510000,994410000,718410000,994380000,0,0,0,0,0
3763600000,3715800000,11215000000,3512000000,3162600000,0,0,179090000,0,0
635880000,464550000,506000000,308420000,608160000,56633000,29964000,67987000,44620000,91622000
350240000,250640000,321050000,283880000,230490000,0,0,0,0,0
5208100,6881000,6513800,9708500,8893300,0,0,0,0,0
128010000,179030000,179140000,289910000,282000000,0,0,0,0,0
125700000,65332000,122880000,72793000,116030000,1160700000,1490900000,514020000,1448800000,977340000
426850000,458450000,419430000,487220000,288860000,403800000,317690000,196670000,157310000,224720000
84351000,66194000,72888000,60756000,100590000,0,0,0,0,0
549260000,378120000,933260000,733720000,671450000,439190000,320690000,503200000,889520000,456430000
0,95371000,0,0,0,0,0,0,0,0
4021800000,2762500000,2157700000,2010900000,2107300000,0,0,0,0,0
13337000,0,0,0,23325000,0,0,0,0,0
118320000,103050000,182600000,155560000,175270000,0,0,0,0,0
359760000,276340000,172240000,372450000,342200000,0,0,0,0,0
14305000000,11247000000,13536000000,15017000000,16503000000,13930000000,14085000000,8057100000,11966000000,9480700000
83315000,79487000,124500000,110730000,99187000,0,0,0,0,0
268560000,390180000,385250000,383490000,500390000,0,0,0,0,0
105190000,61881000,90557000,64601000,94622000,0,0,0,0,0
2598000000,2777900000,8169700000,2630000000,2420200000,393360000,582440000,542660000,1299200000,249980000
3926700000,3152000000,3611000000,2859900000,3088200000,429650000,364370000,604310000,349830000,228840000
25380000,29800000,29751000,32877000,24593000,0,0,0,0,0
1887400000,2284300000,4628600000,2086300000,1885900000,1490800000,1216600000,1535400000,632000000,1103900000
0,175270000,168790000,201300000,195390000,0,0,0,0,0
1680800000,1712300000,1351700000,1575700000,1413200000,482590000,234250000,570190000,1297100000,573330000
114530000,81067000,331750000,236810000,220730000,0,0,0,0,0
11717000,12615000,44206000,0,11843000,0,0,0,0,0
17895000,13736000,24311000,25889000,33377000,0,0,0,0,0
1039500000,478450000,673930000,584340000,264180000,269870000,100900000,343030000,342930000,252340000
483540000,644440000,982690000,761280000,827250000,637500000,563960000,515430000,531440000,434010000
867850000,668440000,422530000,1634400000,604730000,0,0,0,0,0
10044000000,13834000000,9879700000,12707000000,8455700000,180360000,182440000,113830000,104000000,74921000
440010000,481680000,472500000,466660000,389880000,0,0,0,0,0
2282900000,1883700000,2805100000,2506500000,1611900000,8480100000,6900200000,7108200000,13566000000,7245600000
13232000,17567000,18845000,0,12801000,0,0,0,0,0
3642200000,3164700000,2964300000,3486300000,3637400000,1694000000,1326500000,2101500000,2650300000,1674700000
286380000,139120000,245430000,171650000,222370000,0,0,0,0,0
190270000,239190000,259820000,209790000,206680000,2415500,0,0,0,0
1174700000,1592500000,1270300000,1391200000,1288100000,0,0,0,0,0
0,24262000,10113000,0,0,0,0,0,0,0
12691000000,12927000000,12580000000,14586000000,12676000000,276500000,258990000,203710000,534700000,243580000
0,149710000,191520000,659450000,388640000,0,0,0,0,0
137130000,139580000,114770000,80961000,97766000,0,0,0,0,0
75726000,124110000,170010000,120420000,192300000,0,0,0,0,0
61369000,73122000,70289000,131350000,86788000,0,0,0,0,0
261590000,87529000,127450000,57195000,139180000,0,0,0,0,0
61211000000,50218000000,29135000000,63817000000,54493000000,13031000000,12516000000,11427000000,8355900000,14347000000
1938100000,1562300000,1605100000,1139900000,1458700000,7645900000,7729900000,7953300000,7067700000,6774000000
1490900000,1098200000,1035000000,1204400000,1523600000,452940000,626870000,486900000,415680000,479830000
0,8232000,0,0,6843600,0,0,0,0,0
226640000,181610000,0,269630000,110630000,0,0,0,0,0
89956000,88513000,55341000,80856000,82990000,0,0,0,0,0
3992800000,4340900000,4076400000,3385900000,4106000000,744800000,886280000,774130000,402050000,752190000
423090000,359090000,362650000,344280000,415880000,0,0,0,0,0
264590000,486440000,196200000,503820000,525830000,374790000,364810000,301690000,0,383690000
1495400000,775950000,1145700000,1133900000,975650000,533730000,322940000,357630000,290990000,323430000
6338200000,5085700000,4230900000,4712900000,4386200000,18565000000,6345200000,12080000000,18275000000,11106000000
564370000,357980000,747560000,572310000,2670900000,134960000,147120000,157150000,81275000,68277000
214590000,221940000,274790000,305180000,226730000,0,0,0,0,0
0,0,0,5035600,0,0,0,0,0,0
108550000,99024000,88092000,74018000,86767000,98290000,90757000,88619000,81659000,134560000
0,0,0,0,0,93436000,70197000,84729000,190350000,97405000
84387000,75761000,85712000,103060000,66919000,0,0,0,0,0
2221000000,865310000,1445500000,683320000,964920000,496420000,318750000,363280000,544290000,388600000
2797300000,2578200000,1390700000,3248700000,1881000000,231330000,230080000,276000000,142880000,452440000
50662000,88761000,50276000,151240000,133620000,0,0,0,0,0
3117000000,2587700000,3794900000,3089200000,4600800000,1522000000,1163700000,1495900000,1093200000,1080100000
0,0,16492000,0,8505300,0,0,0,0,0
1777500000,2068300000,1204700000,7109700000,4621600000,150090000,50996000,23216000,48662000,0
5796900000,5394500000,10615000000,9915800000,6003900000,3646100000,3434300000,3345000000,3410200000,3900100000
273360000,226510000,264490000,288460000,184160000,0,0,0,0,0
561190000,631920000,1095900000,813150000,555040000,3066200000,2326600000,960830000,2427900000,538210000
178970000,243750000,194020000,333410000,242350000,0,0,0,0,0
117410000,161560000,162210000,174950000,158890000,0,0,0,0,0
24337000,37907000,19967000,86786000,15915000,0,0,0,0,0
331170000,372650000,316690000,413150000,311510000,0,0,0,0,0
15361000,5722900,5819900,8227500,0,0,0,0,0,0
0,27969000,29295000,0,15844000,0,0,0,0,0
274890000,160490000,159350000,193240000,156500000,0,0,0,0,0
597110000,600930000,720480000,676820000,507660000,0,0,0,0,0
11096000000,11539000000,14752000000,12504000000,8420300000,4304600000,3945200000,5109000000,2352100000,5756300000
0,50924000,41381000,0,45937000,0,0,0,0,0
769800000,629360000,534560000,1056100000,889960000,0,0,0,0,0
788460000,554820000,488830000,534820000,485290000,0,0,0,0,0
180160000,265520000,249970000,335590000,292130000,0,0,0,0,0
66544000,127770000,61837000,122750000,119910000,453720000,689140000,134950000,806400000,372070000
0,0,0,0,0,57543000,18460000,29179000,0,27101000
580360000,460490000,756480000,679990000,1080300000,0,0,0,0,0
260110000,514710000,671490000,134570000,471110000,0,0,0,0,0
316870000,483160000,433630000,746450000,477650000,0,0,0,0,0
622730000,606290000,877340000,421440000,832840000,1075800000,1455200000,1339800000,971420000,1047600000
651310000,1820600000,666340000,1259500000,1592300000,2051800000,2188200000,2549100000,2021800000,1955000000
1201200000,1437100000,800410000,1108300000,695360000,1693600000,695480000,987460000,993920000,1710000000
5576000000,5271800000,4608000000,6494700000,4496100000,876840000,1088800000,936000000,1415600000,739630000
50422000,92827000,99183000,63223000,84422000,0,0,0,0,0
89450000,87550000,142910000,138120000,137820000,0,0,0,0,0
11827000,0,15577000,14443000,16331000,0,0,0,0,0
380040000,269400000,350720000,425160000,263080000,0,0,0,0,0
1050700000,1027300000,1207900000,1119300000,705080000,0,0,0,0,0
754860000,751340000,1112300000,1629500000,730160000,1621300000,2442600000,2028600000,7798000000,7976300000
13000000,32183000,26160000,7141000,24257000,0,0,0,0,0
3258100000,4052900000,2416300000,3257200000,3107400000,0,0,0,0,0
126070000,170950000,105720000,209390000,147030000,0,0,0,0,0
1108700000,1114200000,1414800000,953150000,1402000000,528840000,503430000,374920000,264280000,224130000
139420000,119450000,149930000,150890000,89178000,0,0,0,0,0
40964000,63224000,33424000,38622000,21174000,0,0,0,0,0
0,0,0,0,0,35364000,0,0,0,0
371090000,715110000,719270000,1128900000,961310000,0,0,0,0,0
257210000,271640000,256460000,181920000,380520000,0,0,0,0,0
45415000,42720000,48490000,54711000,39686000,0,0,0,0,0
2486100000,1818800000,1679800000,2136100000,1147800000,824500000,520310000,685480000,460740000,405510000
2040400000,1248200000,2321100000,1394600000,1574200000,405020000,418940000,163470000,152840000,388670000
745530000,641280000,753550000,747960000,558400000,0,0,0,0,0
388110000,446160000,545010000,2339600000,1150100000,1745900000,2349200000,2739100000,148310000,1791600000
91639000,95244000,56607000,96677000,75017000,0,0,0,0,0
29790000000,46545000000,25985000000,38807000000,28474000000,6154200000,4496800000,6548700000,4399100000,6855500000
697860000,730610000,865770000,931950000,947030000,215030000,108620000,161680000,165050000,161050000
334990000,260220000,163630000,215830000,214680000,0,0,0,0,0
5489300,5181400,0,0,0,0,0,0,0,0
7373000000,20512000000,15611000000,14137000000,15143000000,7273400000,7134100000,8394100000,3668800000,3833900000
6245300000,5675200000,7706200000,9880100000,10342000000,1382800000,1231500000,2213600000,3322700000,1423400000
9973100,7308100,10839000,0,13461000,0,0,0,0,0
629640000,1381000000,2829600000,1742400000,4063600000,122890000,224110000,509120000,0,339520000
244810000,162940000,265730000,186560000,180660000,444890000,408020000,438030000,462210000,486050000
660070000,586520000,598030000,1061500000,798420000,0,0,0,0,0
0,5520200,0,7006900,4305400,0,0,0,0,0
64522000,57069000,91141000,89876000,70707000,0,0,0,0,0
327890000,419470000,244830000,214800000,200400000,0,0,0,0,0
810300000,524860000,644200000,787680000,756040000,0,0,0,0,0
0,0,0,0,0,60072000,78769000,138100000,63355000,94986000
0,0,0,0,0,1113900000,1002900000,1031000000,652830000,964870000
927450000,1301300000,907900000,832700000,813170000,0,0,0,0,0
536800000,467780000,645010000,357940000,517180000,153190000,153560000,78720000,49597000,80297000
8410000000,7697900000,3550100000,6818800000,6714400000,3125600000,2811900000,3683100000,3848000000,3753600000
11005000000,13080000000,8700000000,12532000000,9014900000,509840000,364520000,395170000,340750000,381340000
1867600000,2047800000,1954000000,1931800000,1779100000,0,0,0,0,0
122070000,51194000,86823000,92988000,70288000,61096000,78302000,79309000,0,84886000
2602100000,2566900000,2484200000,2977800000,1746000000,81232000,105560000,77738000,21989000,21807000
4145900000,3975900000,2992400000,3182200000,2010900000,1196800000,1177100000,1004600000,530440000,1307400000
69971000000,61712000000,67471000000,63376000000,48561000000,24737000000,21543000000,27403000000,30763000000,31363000000
20615000,9524100,8541600,6358900,0,0,0,0,0,0
1249000000,1109500000,1156500000,860510000,1431200000,203170000,304680000,358690000,435230000,326780000
6716700000,6892000000,6772800000,6443800000,6020900000,8430100000,8855400000,10606000000,11213000000,6750200000
2014200000,742380000,1678800000,461990000,892770000,762720000,560850000,896130000,402940000,355510000
352430000,341290000,241600000,368720000,230840000,0,0,0,0,0
2090300000,1981200000,2291800000,1897200000,1723600000,698690000,472310000,384900000,775780000,816730000
1602600000,1072100000,1367600000,1327800000,1468400000,1383400000,1180500000,861080000,691860000,1092800000
401810000,276470000,139770000,340740000,87979000,0,0,0,0,0
0,0,0,12656000,0,0,0,0,0,0
201620000,284000000,203300000,318040000,244620000,0,0,0,0,0
1914300000,1748700000,1972000000,2435900000,2144800000,0,0,0,0,0
35041000,30746000,95779000,49437000,0,0,0,0,0,0
155020000,148930000,197850000,138480000,255550000,0,0,0,0,0
8377300,0,6880800,6399800,0,0,0,0,0,0
1424900000,1451500000,1203100000,1418000000,1138100000,197060000,509120000,60094000,384320000,148290000
2537600000,2763000000,3011800000,1932700000,5238900000,826930000,1091500000,804800000,1475800000,878430000
123150000,180340000,0,297060000,134000000,0,0,0,0,0
493780000,496220000,398830000,484480000,367540000,0,0,0,0,0
752250000,469300000,610090000,465390000,539790000,117160000,448140000,475850000,727840000,313850000
1021300000,4619000000,2815700000,5072800000,1863300000,1149700000,1737800000,1800800000,652350000,2196500000
1478100000,1497700000,1159000000,1171900000,1219300000,302750000,355970000,560010000,106800000,244320000
5412200000,5651200000,4739700000,4249000000,3560700000,1771100000,1530500000,1578000000,499380000,1462300000
3600500000,5213500000,3616100000,3615600000,3631200000,3533600000,3834900000,3358800000,2974300000,3258700000
415700000,498220000,394490000,502660000,313110000,0,0,0,0,0
106050000,131670000,160670000,185170000,128900000,0,0,0,0,0
179960000,145150000,201040000,160570000,94096000,605930000,654850000,619330000,202050000,399470000
9280300000,13075000000,7667300000,9142300000,8166300000,152990000,235370000,218950000,1026900000,62518000
153690000,0,0,237040000,17331000,0,0,0,0,0
0,0,0,0,0,186590000,152200000,159800000,0,109970000
124220000,163930000,113690000,147800000,220080000,0,0,0,0,0
49147000,53174000,47379000,46059000,36364000,0,0,0,0,0
716940000,940860000,945460000,1226100000,917360000,0,0,0,0,0
0,0,0,7880500,0,0,0,0,0,0
5373300000,3416900000,3387100000,5479700000,3581400000,2380300000,956240000,1134100000,325120000,538610000
360230000,776060000,228200000,402650000,752250000,1078700000,841770000,874150000,1303900000,1438800000
5873600000,4564700000,4469200000,2748300000,4657200000,534680000,1663400000,2087000000,249060000,1681500000
641540000,617240000,594980000,613630000,527470000,502680000,545280000,414250000,1205900000,912530000
627780000,630120000,913250000,519470000,631460000,0,0,0,0,0
91387000,84323000,118300000,70135000,131350000,0,0,0,0,0
2463200000,921440000,1665700000,1361100000,2043000000,544920000,183280000,783110000,344600000,436110000
198110000,234670000,239610000,279240000,180070000,0,0,0,0,0
616580000,450540000,528070000,829590000,524100000,454560000,365130000,656970000,0,200470000
207550000,314880000,307950000,165610000,209850000,697150000,604340000,672090000,813090000,701750000
219240000,295870000,297260000,251030000,699010000,95519000,57821000,0,0,329050000
16770000000,13676000000,12557000000,17296000000,11787000000,3533200000,3647100000,2598700000,1388800000,2836600000
1286000000,2372200000,1475700000,2143500000,2199400000,1182800000,2050100000,1698600000,2221600000,3580300000
1193300000,506900000,665460000,950050000,678270000,98564000,29787000,48327000,0,83557000
149750000,112040000,60513000,110470000,58783000,0,0,0,0,0
5539900000,4888700000,5251000000,3840100000,5404200000,1000900000,590290000,798140000,580840000,352820000
7719100,10985000,0,0,17833000,0,0,0,0,0
1256900000,1901900000,1731400000,2004700000,2462600000,1190300000,1122200000,726460000,555250000,1742100000
396370000,430220000,420080000,350630000,354980000,0,0,0,0,0
41206000,37634000,46312000,59624000,58594000,0,0,0,0,0
11260000000,10983000000,12646000000,11581000000,10549000000,1164800000,1661800000,1353900000,915420000,1024700000
7022500000,5443400000,5440400000,5682000000,5609000000,5471400000,5271900000,4392200000,1673100000,3857200000
7294100000,6357800000,7056200000,4784400000,5238500000,5416200000,4674100000,6549600000,3919200000,5293200000
6314300,35936000,50583000,235250000,1321100000,118060000,166220000,142970000,69044000,83717000
0,0,0,0,0,995030000,1082900000,1014400000,1416400000,1250500000
827770000,584850000,711710000,551190000,921620000,568660000,564910000,505290000,608140000,541780000
1897300000,1150500000,1303700000,1587900000,1444700000,162560000,106450000,237960000,37210000,136540000
358630000,334180000,295400000,153340000,622080000,0,44608000,73242000,0,80855000
511910000,440490000,301770000,418850000,265380000,0,0,0,0,0
1132300000,906360000,863220000,1269700000,978150000,410880000,31575000,56135000,110490000,227180000
83636000,98587000,103060000,125400000,165360000,0,0,0,0,0
5637100000,5523200000,8677300000,5565800000,5060500000,3193500000,4498900000,3889500000,1746800000,3674200000
606620000,523550000,595110000,379510000,530800000,1433900000,906130000,1155400000,1337000000,1036300000
709430000,764240000,952170000,853460000,837710000,0,0,0,0,0
310280000,277460000,295860000,140800000,426230000,0,0,0,0,0
2717400000,1762400000,1786300000,2017300000,1554400000,107190000,81889000,155830000,152330000,63796000
0,0,0,0,0,326780000,408650000,340820000,441350000,352380000
2404500000,2867200000,2416900000,2291900000,2199300000,194340000,136420000,218710000,140490000,262880000
496530000,218930000,753580000,371470000,240110000,1032700000,865850000,928580000,847620000,889540000
