Reporter.intensity.0,Reporter.intensity.1,Reporter.intensity.2,Reporter.intensity.3,Reporter.intensity.4,Reporter.intensity.5,Reporter.intensity.6,Reporter.intensity.7,Reporter.intensity.8,Reporter.intensity.9
67837,43306,72647,58961,40320,47218,67528,60574,36612,50415
1875752,507641,1116279,873031,928255,626802,1734698,846179,922019,592754
67705,40027,52876,48369,42347,39410,64368,50006,43254,41284
157501,113649,158536,78035,97386,123362,147720,77627,94375,126484
10131,2353,7644,12599,6975,4224,10129,11475,6552,3479
11257,9208,5081,10570,7772,8502,9751,8988,7132,5542
22537,13099,24560,16766,12510,14160,22300,16518,14434,16661
33830,34049,30678,33304,32341,31458,32520,33567,34362,30653
43521,27130,40521,22265,51651,23869,39962,20109,46078,25123
1823,5946,3544,7176,7119,5414,1762,5496,6714,3437
191442,160812,138214,149337,141245,149653,185064,148175,139283,146286
38147,1750,6308,3404,3995,2981,34663,4212,3404,2427
745569,255602,579862,392046,411878,282526,725744,386151,402707,279780
223803,165245,170810,233406,183236,205065,217674,234960,198366,210083
209971,137393,215102,149160,141494,177589,210506,151322,141900,179470
117975,27007,73006,67914,40787,30013,111090,58517,37621,24852
83486,67990,59447,59221,56270,55135,79480,58573,53220,52465
25531,15960,131338,41979,24569,30577,15449,14250,27668,22685
662217,584327,620366,715890,642060,544149,654897,691016,663899,527327
9956,6384,6479,17832,6665,8600,9484,18436,6867,7294
8540,16491,7381,11321,9086,18959,8097,12144,9347,20818
476053,344706,472792,436213,320667,315664,478261,435928,308759,308824
231003,264178,238119,300239,197259,242679,230072,302784,207255,262549
11056,8491,1861,7926,5158,6446,10006,5719,3872,2785
50152,34009,50955,41396,34915,30855,49945,42295,36032,36968
9445,5897,6450,9117,10927,6775,8778,8062,9000,4391
44689,49013,40104,36349,39592,59549,45913,36997,41339,62593
5506,3730,6127,5420,4322,4592,5939,5273,4570,4779
609281,920573,516708,563294,665717,996868,614217,576904,665617,972796
53457,53834,66461,127919,56106,60532,60055,126287,53255,53652
48444,30511,49534,60257,44636,38698,47173,61180,45858,40708
38599,39937,33750,37981,35130,36036,39933,37327,38213,36422
25053,18360,18019,20897,21074,21270,22725,18614,20558,21055
155249,114544,119318,180262,109206,110129,148296,175099,115480,110132
58610,31392,55629,43949,52708,42901,61278,48498,38690,44763
1009,1999,953,2554,1325,1473,738,1807,1339,1050
92788,115204,140069,66954,153153,115261,92171,63476,155402,116123
45104,27358,61087,35484,30964,30169,54362,35711,29546,27742
9795,4550,13155,8700,10132,3623,10588,9030,9662,3721
10077,19029,4052,5910,18362,16392,10591,5215,18398,12665
155943,701562,401213,182115,254544,744717,155363,189517,239898,768774
6840,7708,6047,6980,5072,7880,6268,7747,4628,8310
298362,381830,344122,406312,353580,415105,309546,409315,358103,412045
710195,1011696,872631,652317,810160,921895,727233,650841,803043,929401
142328,78353,106396,76021,93631,83141,137297,72619,100417,79071
221960,191147,179646,189937,179789,195681,213276,188501,181427,199842
248394,265687,242756,186781,233300,224743,251633,184932,232332,238416
126108,140456,126526,116913,94956,135841,127310,126348,85702,140605
86675,42724,38395,39209,61194,22363,79850,39224,62610,21356
48392,29420,77055,108234,59387,33883,48717,110925,66100,37219
145899,136290,160819,173753,174784,144138,151184,166573,162987,127094
1124086,1580728,1231407,1400995,1411163,1494960,1167980,1405137,1435889,1528566
970111,1169792,979894,1080289,1108650,1129399,978588,1074564,1103140,1125322
255878,418421,241181,463320,317072,456373,269481,468885,307810,456870
223052,184834,298605,182516,140083,160085,216294,192935,130660,161868
8381,4049,5367,6465,4126,4634,8000,6341,4538,4561
63238,48568,67609,66804,57529,53971,62815,59405,56500,50015
219310,152398,189155,143294,211302,182869,220056,143057,208094,183770
331700,180447,295797,464959,292015,247733,330809,468443,301894,241986
69631,91455,61917,57780,77667,78188,70123,56910,74415,76549
65040,97101,72341,93549,71811,79714,67995,96710,65969,76088
106589,53886,136989,64500,97535,56437,105035,67152,91488,62103
259712,170316,294817,204762,182252,180929,246282,195328,175471,175539
123401,57593,48588,66103,81215,52872,113423,63101,74994,43354
112058,371165,118609,142474,123677,373828,112510,139347,138088,392853
159890,251761,204447,224662,227500,201538,164109,213676,234752,189821
6474,13503,3998,8890,9371,11228,6617,7792,8265,13693
278570,378929,294729,317103,353670,373583,286694,313823,350034,393953
7189,7178,8451,7363,9488,7687,8310,7538,10170,8836
187382,43581,165841,60586,97985,43030,169152,56061,83928,42231
122457,34041,82794,76231,64590,39599,121156,78726,60254,37265
440565,358887,517880,441968,424034,519161,441025,460590,423389,529618
396671,316703,432392,321824,355577,348086,399303,325526,347535,349568
11328,12511,9851,10473,8682,12500,11316,8398,9107,11592
36793,33460,41239,96771,50010,33280,42074,101907,45007,28972
6896,17048,7577,7502,25195,11448,8806,8217,25086,12363
145752,117734,145921,59326,155606,142443,144980,61067,161100,148786
12745,12811,21049,23875,18010,16427,16093,26860,14424,16815
52483,65528,44707,98391,37007,71579,53382,98534,36036,64005
48372,52997,68139,53422,46924,59356,49842,53542,47213,55824
80817,121041,87544,97544,90431,119552,80533,97813,88909,125714
322680,485556,314605,605580,381210,498258,333072,604321,379723,484163
517501,644430,541675,601622,627580,570939,520122,593654,631147,565972
101645,97167,103947,158724,100924,132501,102950,167227,99845,129294
77132,61168,61577,91087,61069,58837,73204,82468,59965,48705
282040,339704,315191,220164,322723,379059,289910,237816,333737,402014
738005,592787,700010,545890,680266,612736,711956,532949,662289,603576
983408,427113,1251790,2282751,653690,594144,961375,2205027,631631,508705
823393,653250,847917,815389,999007,809033,845838,833641,1014150,835991
73487,54875,65116,122639,78017,60195,78051,117390,74423,57304
96930,138913,111505,116112,123557,97932,104261,108794,123766,95807
3479,7447,2842,4623,3538,5198,2876,4442,3291,4979
141589,85680,109275,138749,90850,122392,135520,137005,88758,117143
220117,269389,232100,331276,315741,297767,225347,338425,326883,297352
40530,81995,54223,106306,93176,60072,45138,107537,92931,53968
79674,40759,66575,62786,54055,53760,76661,55343,57168,51308
137710,100016,143235,168781,117966,134441,139977,169137,117919,130344
169615,195789,225434,205973,302423,230650,181719,204215,307652,234105
337137,178753,232372,318732,345228,200765,339683,314075,344848,199112
1584909,1306848,1388876,1306850,1260205,1325599,1526634,1291628,1250403,1305042
43087,33564,39593,37131,34777,36870,40832,36664,33284,30980
960170,410646,936327,1199762,677466,487346,943229,1210091,702329,475662
657907,578374,638361,695422,495561,575993,631569,696405,494887,557141
3220,4218,2828,5052,3465,3903,3504,5056,4082,3491
642301,563357,537205,713311,622207,673055,635331,718896,604747,647110
21287,26067,3110,12594,8087,17182,12323,5477,5404,9876
91366,198308,70788,87795,95850,153923,92433,85336,100121,152767
196436,249683,193687,275776,219118,270213,197820,273195,227927,260018
33026,22791,27234,26793,29448,20660,30864,24648,28068,17855
151063,125056,162875,207845,195581,149486,157706,203079,197358,142475
46775,58400,75575,62903,48904,57320,45911,60860,46341,51708
4144,2036,1198,1553,2708,1640,3648,1587,2198,1126
384830,410530,327448,363318,254852,411334,361671,371684,247750,380901
92605,145771,60799,121084,95011,91192,87153,100153,89241,69536
385581,395965,425560,387893,386394,427594,387530,391942,373462,429257
516045,225394,357393,325381,327729,249712,519288,326139,323860,243997
805455,559817,601890,588167,1422584,562025,857194,603939,1482705,626628
423651,353862,295447,371150,275042,294868,413230,359619,278871,300383
4406,4473,5247,5194,5972,5390,5741,5238,6309,5304
1085823,1269479,1151710,1143797,1150462,1440498,1084794,1179024,1149857,1471160
38688,35093,37479,42964,34036,39010,40154,44768,36356,38238
297031,319790,302515,247700,284855,288384,302339,248644,296284,302963
22383,25619,15639,14304,22732,21668,22327,14358,24152,23706
185960,143520,229108,160688,221313,233794,195150,162371,232322,245327
662911,826026,550931,474932,653094,661252,647253,468312,677311,666302
182752,149311,4136008,175252,403446,174523,168586,163497,172311,183850
117634,88060,110202,73658,100755,99285,113095,70173,99746,106022
1318293,1623086,1360269,1217641,1033767,1526109,1290079,1222055,1021557,1529366
479920,536004,497698,467958,596355,599659,482916,490843,598751,589034
59052,66673,42615,55349,53132,57572,57374,51072,50758,45187
123173,131845,87920,84310,113179,117906,121513,88572,118462,133024
78026,55860,69932,72175,53632,61179,73771,71167,55121,60704
61005,44438,44289,43152,36765,53849,55646,41986,34882,54147
15369,24465,16952,23681,26826,21710,18775,23234,26624,21357
25983,48144,23114,28566,34432,38354,25288,27215,31615,34383
1630179,463681,1170519,1780460,1055318,537968,1615279,1768285,1051682,488393
192705,138321,245275,176333,191677,181468,193542,181111,209319,190111
7681,10344,7889,9395,7166,11153,8380,8843,9169,11699
1309079,1568310,1170256,1281429,1336578,1506420,1269531,1218938,1326454,1456158
2532,1844,2488,14301,2020,2639,2291,12662,2122,2289
164212,174947,139299,147270,163035,201529,156515,140685,154305,197531
39380,19980,38015,39888,25004,22315,33701,43758,24246,23746
293926,238751,259342,268559,243609,256862,299093,272089,263167,263169
5536,5003,8590,14974,5677,5635,5432,14814,5435,4120
7622,12995,5839,6990,9083,13753,7456,7887,9020,13635
828693,635459,1018736,697993,675092,833091,838542,738592,684344,845332
5959,6014,8803,7986,6485,6569,5954,7212,5150,5985
102267,70625,116177,87262,114669,97470,106683,87311,119717,98654
43573,58609,143988,233257,44981,56634,49662,239776,31819,47929
155090,153686,146674,170159,141226,142953,151621,163055,137218,140735
14910,15676,15767,10992,15665,15148,14062,11795,15994,16984
320860,366071,348584,402047,400636,449722,332774,407797,371654,429797
160299,156378,119991,79121,80098,192488,153259,86553,82816,207343
210654,138472,172315,201894,166124,161544,203975,194312,155411,142245
605072,548630,580938,739459,669342,593909,594185,715045,667840,571292
1453648,3214955,2063542,1201438,1720727,2842500,1452679,1205466,1708588,2921918
23791,24880,53721,172720,19936,32429,27601,166443,18843,24360
15595,24351,18811,35427,19300,27520,18676,35118,19589,27085
725982,603429,551202,524537,791270,698875,708104,523035,780801,671103
29729,28789,35717,25720,33222,26583,32923,27954,31488,24971
123037,109712,136902,148266,110815,107758,124025,151623,105909,105101
273611,400688,333580,381672,325186,435205,278336,381376,319485,431537
788143,573059,948225,638247,665280,615165,841708,667450,667504,632929
117520,151156,127594,96082,153322,238535,117255,107255,161338,243276
164667,62483,137295,85778,68342,72740,162531,89979,59734,65664
253274,178892,217858,174973,217112,235156,237785,169258,204726,221904
162540,138762,118215,151442,159827,139701,155046,142625,160844,127634
793069,312235,456196,303367,1702552,302283,858226,291202,1645574,343297
249782,217978,210475,210731,248158,293340,254988,219477,249774,284581
1240264,636086,1199213,848345,900129,844963,1216820,876763,887579,876455
18290,9778,12512,23635,23917,9159,19766,24947,23274,10785
99713,87270,101847,77963,102602,109717,96106,73840,102877,100271
60453,47306,54945,73196,44139,65129,60117,68965,47921,67241
12853,19416,2934,9390,10336,6803,9185,5649,7643,3258
12833,14205,7335,15225,12215,16044,12390,12735,12303,11912
88329,82383,55682,85670,80285,82350,81157,81608,84009,72527
31248,35788,36046,32120,37879,37651,32130,33537,38609,39104
386070,285740,369492,419842,338524,323705,379271,415539,353589,319095
35765,9807,72099,53849,56243,14521,41587,60361,61370,16390
21201,21713,22103,22080,19938,21974,20843,22460,18726,20110
1983,1261,856,1007,1488,1447,1844,1228,1290,1282
2116320,998280,1865394,1226208,1096236,762682,2008875,1194306,1067188,744161
57423,101228,47571,50665,63818,105113,54355,51665,60322,99533
261964,287365,297782,281987,262330,271320,269332,286456,257992,257068
336716,526917,336170,607955,500457,579373,353730,614355,522749,570952
9603,15814,9872,18301,7227,16019,8808,16875,7440,14219
24303,29997,28029,53780,65367,29828,27693,49355,64180,27241
255605,284893,211279,272666,443450,301705,269432,277679,444841,299293
276796,293817,384224,362992,364465,346431,283001,359840,396771,360739
276295,299794,313704,179508,338157,326536,287975,173973,353234,346818
2961438,2043422,2374893,1971636,2079551,2016168,2833489,1947244,2067807,1984316
656371,1589083,905971,1043599,1145794,1391423,693611,1054154,1198945,1407553
211166,139261,165561,171639,151574,162132,206020,174878,151234,165078
1086471,580231,513217,462044,873135,484143,1077647,456780,861662,475852
67216,73076,43008,63523,52785,51680,48822,52967,48811,46287
21834,14072,12771,31650,11480,13009,15286,23987,10320,9107
429349,322934,496263,350989,375390,470860,430255,361429,358933,471561
472515,563624,404310,503557,467435,559860,453583,455825,446856,486953
147947,161705,151144,224215,128076,219552,148832,227641,122522,197711
217035,252805,236177,228582,234820,274131,220830,235473,240164,276650
228432,325789,257584,248007,254474,359713,233676,252806,253350,364330
94011,90697,156209,90521,98305,122804,93917,93011,100931,130774
327537,364527,381731,312158,303714,387835,324833,301919,295484,375791
50494,88206,85562,82174,78805,86931,54934,84871,70815,76572
76826,46477,103011,74488,61971,50933,79923,77602,57100,46635
79257,94817,71467,77673,126199,90188,82173,77004,127361,91671
643370,818262,592520,463423,554146,789080,633396,467870,566138,803017
6796,7137,2480,5417,6881,9413,6610,5119,8049,8292
38941,22168,41290,50819,33463,23452,38373,42726,32786,20869
501338,467035,449897,755634,446112,519063,510890,757232,461632,510686
42033,35710,53573,30355,43116,32898,41078,31822,43788,34503
7216,18191,10275,8797,22892,27653,8992,9054,21096,27093
271848,263725,295735,231348,311660,271134,270702,233030,321826,273310
55706,57489,49903,48360,65160,56645,56078,41045,59539,49414
46110,26931,51942,39526,33501,34614,44288,39092,30862,35249
441634,290603,450702,376346,373135,333853,431416,373272,362716,332716
11763,12652,15383,16486,16074,13074,15069,16946,19908,15299
6802,7290,8009,5850,8259,8307,6961,5478,6542,6609
119989,55359,88795,130089,121313,72432,122347,139478,114966,66139
5791388,14218540,7556844,8768860,7766809,7228544,6013720,8671310,7678126,7245988
167124,165477,179593,139271,176721,180743,172696,139488,183106,190771
6911,6905,2485,8555,5998,5514,6513,6810,5592,4648
45259,34860,40980,38576,34580,40562,43686,38916,34249,43460
340868,339390,407871,257170,261813,367902,329786,255762,255434,374391
542456,586962,545875,551570,675509,692009,562807,573878,674506,698336
269289,267915,234235,266631,197438,302577,257400,251388,203432,289882
23803,28149,27719,24588,24479,30059,25150,23694,25915,33280
39943,39545,31709,26221,28949,37175,36841,24174,26084,34070
70319,74688,46941,64789,114391,86597,74742,65609,114926,81710
315173,245552,365835,238034,571229,325047,339187,247890,596174,331716
660591,455708,652980,594042,595441,526645,651105,604161,579195,511646
164269,248233,247944,450023,313298,273994,176130,449984,337540,277400
183242,233982,173846,241414,191906,271869,179952,244049,182316,258518
1213876,1285610,1127477,1311134,1150263,1485458,1182076,1325610,1136227,1458759
164406,153326,163356,193225,161188,133921,170919,198082,160804,142055
662263,125486,316757,181203,181746,143736,615369,181654,174948,138775
238953,193480,211236,194873,173741,181233,228792,195519,186089,188701
105848,109219,126867,149514,61396,148056,107010,151442,59700,138635
150233,106936,137969,127733,88509,118308,152137,127122,88448,114822
1878482,1649198,1436729,1453422,1543351,1717607,1845679,1462344,1513817,1686683
292550,243335,250594,358942,337422,257675,300006,365882,320631,247677
525770,360523,435139,384447,387596,479235,504725,383014,391951,481112
431761,592161,375117,631244,507776,782292,438365,641420,520537,784945
16997,34833,16341,47103,10961,35516,17251,48922,11286,32592
123196,144251,109800,153984,136002,153512,126070,153091,140725,157657
2957,3244,1471,2164,2527,2930,3066,2131,2460,2249
129065,138878,110176,139252,135366,155647,129653,145480,133149,143146
642642,857522,658465,711644,726428,948107,657885,730569,736977,1000909
168955,188304,183705,185933,232436,178030,174770,193749,234228,193521
132455,110442,95304,125554,94860,96232,132115,122658,96421,92704
573497,518712,923205,544065,619932,556726,583901,550091,638654,577053
61054,57237,61814,62852,64516,55896,60315,61966,64795,53803
71854,42796,78662,62102,52317,51265,72032,64763,52757,52592
55124,61006,72274,74648,71045,46153,55874,73626,65114,44693
130783,138449,168457,134745,83970,108414,121047,125473,93325,98802
322271,383060,300162,422496,392065,358636,336070,431786,397097,349358
192478,54985,116483,67315,336449,56707,201900,67767,333164,58643
151086,223108,180162,230007,160691,194731,152177,230718,157555,190201
333213,458586,368617,399170,413715,461829,338631,398980,412030,452379
277933,415636,308219,301421,272400,440730,279031,303779,274140,447179
30611,29024,23986,35468,24123,34929,32345,34113,24448,35418
921042,711658,1390363,1302008,908928,848861,966259,1335865,897367,908229
99844,289535,141013,155790,237362,295025,109700,163205,239996,313574
377039,289199,453292,449259,330847,328211,371647,464672,332927,333226
618892,851128,421929,616876,633658,630318,603645,600089,606673,609906
724060,701028,717262,544353,770672,810728,738748,551076,798707,852453
381793,232403,325418,241452,239766,324587,358822,242943,242871,312744
239272,208114,225041,440776,228662,176864,240743,419309,219808,150786
175439,91976,293076,287947,115473,114821,168536,287060,106995,105671
52138,57885,63817,97329,64428,68260,57882,102088,64259,69750
2521,1729,2161,3902,2022,1433,2479,2996,2037,1278
46537,49076,54014,53149,73566,52894,51515,51661,74979,48217
18520,21616,18265,17917,22922,25949,17467,16907,22575,25430
269334,507792,292936,179843,285629,399012,263684,172887,292432,409655
2762,10183,4968,5627,6845,8235,2896,6031,6389,8538
270199,266928,274958,292528,304529,285729,266215,287311,308936,287301
1458312,968293,1291507,1287295,1138246,1116861,1441661,1287104,1113412,1076217
193149,394642,148458,139662,192432,350310,195567,129263,190731,366650
371340,440041,324561,250419,337968,314380,378775,244572,336394,320025
8895,5623,10410,9013,7523,6870,9453,8265,8534,7500
741815,508975,573834,992476,739368,490657,760756,973934,729184,466081
38199,29294,31963,29529,29259,30579,38153,28162,30961,30152
150665,170444,145458,266250,180594,162857,144216,240369,168982,155397
9267,20999,17423,14184,12351,20929,9955,13777,13407,22295
1047082,997781,940789,897941,870762,1041143,1025929,888737,848190,1007710
27821,25941,34436,35187,30067,28604,29522,34076,30256,28027
129418,218408,116378,147596,189264,208258,127350,145872,189062,198172
190419,400282,177791,198458,337859,226595,203846,183796,354952,238076
37400,51379,28463,39313,40266,47744,34341,33720,36645,41367
206229,251726,158134,290833,124024,241680,197939,279580,129633,230995
7115,7243,5950,7323,7431,7684,7670,7052,7253,7519
142874,183778,144530,204464,109306,169998,139133,195820,100753,160317
68179,73416,68804,75429,66692,81734,65058,75304,67528,77242
262112,122828,238775,237783,173801,163562,260041,246653,175392,166578
143943,126948,167538,122947,146469,172417,147918,125684,162108,179640
167750,15479,77894,30418,32012,18727,149417,29877,30663,20777
155215,193225,149368,188233,156133,187296,153805,173098,167096,184260
64528,52386,83566,71542,75232,62377,64028,74015,69600,62060
35609,23478,33716,27826,33144,32130,36266,31424,32976,29850
22598,22339,24208,18395,111540,21263,28609,18844,110373,25041
2385439,1201822,1786659,1306757,1265766,1411601,2280470,1283585,1238551,1375350
65040,90426,62719,45933,78271,70358,64048,43493,76562,74440
253240,196555,192934,282685,218840,246851,238440,282013,220677,235756
157695,147559,155693,163957,187298,137467,142747,158550,194109,141715
157547,159744,178377,220462,172410,184965,159076,219015,177486,185280
24717,27643,26729,33930,32884,33732,25840,34297,30729,31557
44836,21966,19776,30933,19781,21265,39692,26540,15628,14104
835086,840881,640041,691176,715245,1039086,824972,685205,759496,1029212
7505,5143,8862,7545,7541,5870,7799,7119,9214,5812
14451,19955,17532,15060,15043,22545,16050,16101,15505,21673
14556,35684,23329,31979,24068,25324,14900,29039,22714,24492
69212,99670,81156,126886,80345,81473,72299,124437,80291,82692
349126,450323,445654,427851,444453,323000,356489,417982,441641,312574
568436,368972,356273,158752,548168,260144,563442,154971,554405,267139
37390,54930,39288,44276,40013,51078,35167,42517,41504,48774
83706,103371,122283,92299,72096,97243,83623,99673,69563,102811
185005,165999,169795,171081,202046,146450,185084,171771,194652,136795
731965,898221,631590,716533,686801,793018,679813,688302,632718,725989
1821,1540,1649,1499,2292,2328,1779,1242,2268,2073
413277,530874,315830,393163,521224,495731,415891,379526,504428,473491
83829,68020,108286,95150,70685,71063,84350,86935,63052,64935
83106,296579,98602,114063,202940,332747,84559,112534,209368,327236
1636093,960158,1219072,1062689,1131294,1046824,1586293,1063605,1123486,1015210
467670,256519,453003,514099,359172,327144,460968,525901,348740,321945
182286,197727,186286,192405,221015,255021,182851,189235,233270,263469
12713,52722,14273,15252,11963,33138,12514,14848,11165,34896
473801,312594,406646,350253,303704,332511,460511,352662,304660,345398
9744,5653,4374,9777,65658,5760,14837,6844,61451,5105
275204,282015,294983,241405,263442,248448,268230,229742,268313,254398
116792,75630,94718,51531,55888,83881,114009,52571,59088,90012
379484,242395,398694,343297,588887,297611,393347,352903,629241,302843
469137,355928,427301,348205,434840,424186,465227,334705,422549,414685
146241,163109,138511,140258,115880,201529,138657,132662,122937,205882
31468,24403,32218,33993,26092,27767,34648,35999,28646,31446
198335,277849,237174,225137,207687,253875,213623,231984,220964,269749
122434,118267,106983,105161,114391,130356,119558,105124,115401,116843
217501,155044,207833,141077,522316,217603,239919,145350,500774,214193
101477,137706,89407,112182,117827,148556,100945,107728,109731,142656
200519,203890,162727,187665,176681,178079,192777,176758,175481,175809
253774,273485,219153,447415,501559,282546,261570,430931,495499,274290
1239354,882682,982868,857238,759708,1019299,1205702,858414,751891,1053315
690426,927594,861346,905074,918254,890501,707141,909569,951294,896157
180978,233123,141853,205805,222991,296641,182741,215757,227868,297702
334294,429202,571201,424228,556550,446813,347873,417147,570444,454209
75854,65783,84712,156768,104708,75698,82902,155333,107983,72205
40949,64436,37608,65982,42556,64425,41301,70825,40716,61188
1494710,742296,1436116,1007376,1420101,815469,1482063,1030427,1415247,829560
360637,385068,412577,761435,226020,387355,362614,777541,214060,368550
10085,10077,12413,10739,17548,14330,10164,11681,18486,15625
239238,346539,305218,337459,418919,408082,253767,344669,407764,405074
221209,168471,229380,210117,155249,194084,219699,208971,160429,195381
72868,97369,93781,72598,105919,93876,72323,70821,97742,85472
47791,78619,59919,40848,54691,82332,50698,44388,58539,88522
323340,381053,461489,340997,488787,377149,326024,338546,500803,385292
504318,520395,577666,781838,602672,569000,523318,786227,597872,526267
61331,88334,50931,63706,58193,98727,59670,60990,59610,98245
69513,82793,46087,104183,36251,64627,67923,102490,34656,63747
25253,101647,31335,53830,18604,43206,25360,53958,14458,40465
27411,117002,62059,39091,38811,47511,29476,38210,39152,52600
112584,78233,113631,97888,786593,101186,167206,102138,799794,132524
291844,206582,218007,182693,1628861,211216,392781,178829,1655549,243907
3709646,4024177,3905228,2995774,3633926,3689304,3789335,3013966,3777580,3937328
69367,40004,86430,300965,52868,56854,75456,303860,47047,50048
12305,120646,17753,16182,383117,35934,40312,10882,409571,52317
94878,29404,34227,26214,194707,29649,97594,26163,223196,44428
871722,460745,685287,721319,782570,572829,926483,719379,790747,569692
1318975,1091086,1441978,1070418,1873771,1229507,1390339,1079289,1812097,1244235
25934,24806,20928,22354,69273,25752,28608,22638,70315,23119
1817629,1798323,1979296,2250532,1867018,1732398,1814906,2257509,1847357,1683583
120569,395304,116702,155194,163085,343717,129693,154991,163115,344837
1896795,2197886,2180244,1201159,1605621,1637677,1848856,1183950,1618215,1726888
170127,234399,224244,213720,343301,240093,188985,210760,341026,241586
4013684,930507,3376658,754172,738961,843307,3758860,733725,608095,838111
942221,572548,1729358,663398,8453769,673721,1519685,634011,8386786,865794
86702,494423,117087,107712,181299,228858,95574,106270,193526,255138
476144,147791,451892,482065,369610,182496,471312,499318,351762,173649
83700,137102,746350,88393,134432,124028,78573,83128,97369,126914
72597,67331,37857,59157,47009,126467,73082,60922,45803,98487
2105,14224,4120,6115,7206,21978,2126,5170,7570,24518
549577,2944092,678883,934090,1534015,2196108,613870,923624,1647648,2389460
88062,202497,108811,137082,97063,179646,86936,141509,95112,184720
90092,82382,108024,343847,82727,104702,93949,339421,78234,89509
1476966,894322,3111060,934090,15695700,1020573,2556632,847114,16062641,1437356
135162,122074,147802,154682,106068,180410,135768,166453,106986,205032
188747,193364,209451,183075,170573,209130,188737,188943,172143,217684
441111,479684,424300,618878,321700,365492,447299,618920,315514,338887
1380169,1386343,1314603,1240735,2245208,977072,1483254,1251714,2241639,1027212
336000,265872,2133003,490670,521055,296426,347942,486721,437700,306163
2921514,4306760,2103084,2549262,2888470,3723294,2938415,2524239,3077611,3830417
454692,361150,504102,818621,484596,384613,467272,834023,478304,369370
4424527,3151243,4186048,4090310,3302811,3000302,4403801,4115876,3269517,2974323
458991,281794,524336,403379,318353,356206,453593,400337,311998,341277
2099031,1152953,1700226,1497840,1640083,1268590,2112708,1502961,1643796,1236534
164428,131532,171939,158891,148605,137340,164546,151714,149782,137155
1515980,1304411,1420632,1904217,527331,1068962,1453672,1943927,491183,1034813
1061709,664750,714804,890035,500755,683105,1018881,899585,503342,696086
82265,75671,57208,66720,52411,58623,75002,60151,49658,51232
5598,2584,2827,3420,49490,3086,7459,3415,40116,4121
276750,225510,212338,247383,180455,234167,264885,247206,178177,227485
34039,192145,27933,49025,56685,169909,32984,44632,58248,154197
197073,177651,264347,174265,246896,204428,202764,181162,230939,210143
22106,29468,40034,27231,73156,32828,28190,24282,72763,33393
241410,254813,259080,307437,298739,278471,249171,326491,276965,274530
549747,2616249,1391500,1883824,766342,2445496,546308,1921004,722616,2374158
167625,311921,214359,214996,374635,294320,189085,210077,384168,308674
48879,57407,69007,54048,723061,81170,96461,56141,708878,96400
321418,609441,327841,509238,341702,550976,328446,486831,346804,508065
690585,617982,596991,482512,537869,596916,681769,485695,532300,610016
99902,430015,110666,112294,196812,179313,101719,101565,206672,181270
1512795,1279344,1544857,1547473,1210547,1194440,1471838,1572132,1192624,1202631
97732,45310,119038,165382,71421,67259,98646,169931,76687,73044
1154,1491,469,2386,1626,1216,1002,1423,985,678
906596,789644,936152,778728,913189,916429,931873,803429,896675,924070
1719,11109,1257,7122,1984,12167,1238,7577,1665,9834
10161,11220,6392,5452,8478,13136,8609,4905,9035,12291
2054,3907,1867,3249,2199,12978,1999,3631,2327,13659
58369,30186,21432,97832,13482,26284,56456,97166,14526,25283
86891,51260,198148,24982,195511,50313,99297,23633,209843,60061
140292,112728,101707,142390,112305,124136,137257,144254,112803,124244
17786,15760,22643,17772,13937,16937,17247,17486,13909,15386
53708,34729,58305,50056,57266,45118,51933,48618,59549,43395
233289,194373,267487,261743,200040,260800,233775,262025,194356,269679
364038,315763,465627,573947,474983,393468,386796,605216,475983,414295
41518,66480,49862,49428,44601,57127,40868,44091,49193,54747
332212,557589,524651,687451,305790,500256,346314,702940,297035,500424
208197,110815,608224,436036,127282,131708,206734,443288,90280,115833
1041360,834185,992491,1302660,776025,1029780,1018583,1337876,752889,1004909
474540,204168,540319,356371,384715,232276,464998,349444,356236,220304
793364,1419069,758606,655073,517479,729594,771725,629175,504833,724239
165839,97657,129571,132454,106575,121971,166610,134300,105494,121293
1362425,1702117,1805206,1452863,1510279,2185920,1367707,1473805,1533077,2191738
382430,209367,346204,256053,272857,262132,390270,263634,271859,259168
168239,109278,177844,154636,175181,130738,169946,159827,179027,131154
1087279,873735,885325,890295,649608,836304,1029999,890567,669232,823330
54565,201928,210361,167915,158367,181380,61689,166141,151609,179670
753486,1078553,798560,1008493,880177,1332651,775695,1055160,871894,1363048
3168225,3029737,2943443,2875183,3409375,3479978,3147274,2898245,3476140,3529184
85691,93276,126797,1025813,66915,165227,105501,1079691,76532,126504
453099,1644672,735756,573444,1528553,1541095,529572,586295,1522706,1602974
2537742,434413,1615631,1109715,702592,501921,2386984,1107641,679099,489433
1766,5059,1296,2222,1628,3736,1726,1787,1366,2447
64378,72576,92959,106539,101083,78453,68445,108914,95094,73804
2379410,2296413,2389853,2480166,2134572,2532478,2349561,2519011,2131907,2524775
531037,351901,551334,708534,613715,483702,541673,746906,636925,508425
4283712,5115634,4808312,5379747,5447314,5152233,4405488,5523225,5422166,5170062
167465,982114,237489,227577,618939,1477230,168705,260839,617665,1535667
910816,1296635,855625,838818,1912107,1006272,960502,789927,1805479,984377
1371411,727163,923555,1131039,1286026,732591,1362842,1132876,1311047,710587
127257,148870,191088,158249,219774,129856,134249,158751,214317,132614
