Reporter.intensity.0,Reporter.intensity.1,Reporter.intensity.2,Reporter.intensity.3,Reporter.intensity.4,Reporter.intensity.5,Reporter.intensity.6,Reporter.intensity.7,Reporter.intensity.8,Reporter.intensity.9
12378,19718,16288,14933,17036,20086,13679,14105,15444,18852
716382,742156,639087,699864,563869,766277,703320,686814,563422,753532
405759,485661,435279,405483,427441,445471,410669,399352,403507,440898
224713,199514,201604,229225,179928,174572,220632,239746,166918,162008
176406,156761,171134,136747,187248,177089,175038,129505,203907,186840
119420,114427,135983,120032,616000,127016,160108,113167,669904,138965
275659,251969,309829,337887,306743,302822,281999,338114,316571,307723
62713,37108,60247,52195,50319,48768,66558,53952,50894,51968
28596,45347,29442,32600,26963,39077,27547,32142,23682,39355
149869,210864,159184,135267,106614,230621,143898,137789,109652,248007
6193,5023,4692,3636,3206,5564,5650,3759,3601,6162
324932,1136230,423994,663389,531244,1243906,343684,680027,580341,1302242
364595,356264,425315,405641,322445,444736,354266,399040,331614,446539
636181,328575,313940,2980036,229516,477423,664764,3134412,250802,350148
557402,556858,600158,465192,389840,674985,537215,472424,383220,646790
809834,971217,790651,732587,1230510,1056816,826947,727965,1210797,1056415
173187,94061,95899,127305,110627,77590,155393,109135,109386,65285
418589,547319,440764,736759,213616,617898,413459,747429,195936,606406
149164,177709,188455,166648,162270,209247,147402,169338,146710,192241
719124,521671,515352,830680,538266,511472,684360,783130,517248,476462
632109,674696,694044,544651,692492,613735,634090,535341,668432,599435
318949,359015,336135,335354,301708,330043,326749,334494,302042,359909
6310,6285,5164,4319,9453,3789,7183,3827,9388,3738
170627,143671,147268,103382,106287,146215,165886,105747,109702,149066
440348,200454,452014,673232,481379,251367,429917,664876,461000,238246
590263,880373,730271,562363,955408,804733,616014,578081,713777,792356
2480870,787056,2787199,4002870,1476810,1123522,2458258,4085011,1462754,1006609
3918,5535,3561,3349,4625,6636,3619,3638,4480,6720
86572,73922,113273,131337,73751,94617,83726,129535,67908,95670
1535544,610160,1121616,736572,761615,602891,1453573,712944,737767,599965
57175,57653,81208,73635,58479,56083,55838,69255,57022,53398
94506,88946,88559,83377,92587,91349,93518,85673,98946,96378
790191,653377,582101,793245,676363,666786,763674,780858,667356,652121
138813,187190,126133,502365,102592,248203,136751,442493,110442,194581
259393,400039,274836,549615,734015,392713,294943,504204,727614,365090
27758,56274,24012,29061,35381,36368,26319,28787,28293,32263
151655,152363,144320,96901,191658,144892,160545,99812,191353,130374
30073,29647,61162,35435,47851,53211,29922,36707,46553,54308
1300890,696560,1182591,1449697,968895,947245,1303282,1487378,945881,929031
135708,178138,179707,138107,110498,186787,135619,135155,112921,193001
9126,15256,7570,12247,21597,14699,9622,10655,18308,13998
245198,201278,395404,390100,285113,188393,248665,393983,269291,174339
401539,487901,489037,437749,486632,542288,394161,438572,496704,568042
62336,26854,55166,49010,39985,29635,59871,47614,39387,28709
8706,8109,12128,9256,7732,8137,8310,8360,9090,7621
177691,113566,129842,100374,158486,146871,173410,98546,164923,141975
42527,7201,38773,27259,15785,22367,39461,25385,15555,24468
866445,449592,622492,1572895,474138,537606,885654,1633461,494976,485893
191954,117234,212076,139690,135545,165786,188757,138071,134364,162648
8476,3336,2001,6953,3121,3084,7731,5701,4466,3312
114062,162657,150392,173157,201281,154981,124551,162019,199027,144136
1082126,1188940,1771875,1281894,2046877,1197672,1157855,1271118,1959656,1192530
255185,215646,237708,215201,217956,231747,253718,223167,211285,232815
406601,355487,363071,402792,342973,332237,401686,400528,339564,319525
228967,186111,223641,240520,187169,164875,226896,236911,185536,158917
402813,414475,520610,641767,384855,387561,406014,646860,380385,374841
41899,75942,43148,45098,46185,63583,48122,44356,47296,65493
63124,62059,75008,215741,51223,76962,67564,207161,50078,71245
1325004,1001785,995466,1163725,1037144,961488,1279656,1140517,1039928,978906
151177,138298,131731,154542,141663,130483,152316,153976,145278,127864
3036509,2215409,2629555,2154618,2362598,2231664,2979313,2129824,2396112,2311851
47455,106290,55736,63354,52987,98502,47533,61882,54186,104391
66379,65378,84230,101306,80844,64887,70555,101917,80897,60082
42374,91224,69100,46750,67650,61039,49992,48191,71950,71346
684580,949469,604873,574673,781855,768246,677093,557480,752454,743521
149334,147918,172577,116968,145605,199442,148842,120295,139302,204772
138404,212907,141416,119660,195074,168518,142042,118898,197151,169248
162142,174227,173032,140109,159053,183799,170621,140554,161387,190561
77403,72904,60198,62631,62524,72389,75013,57683,72632,76572
174461,135292,230482,264499,102453,144295,160019,258627,100635,138085
161096,100231,109003,101063,115205,97018,155363,96455,111144,93598
78869,58010,58306,51823,53281,47251,75658,55202,54435,49377
27831,20681,37350,28072,28838,32756,27056,30081,29050,36138
1326824,974327,1175855,877110,1138345,941025,1330779,883589,1170895,991758
4327,5622,4293,3847,5663,4474,3999,4035,5593,4667
812917,1198224,802706,739999,908462,1062497,818152,736159,933871,1104020
288807,229630,278011,192573,208531,303743,274345,187868,198336,290432
1252207,1342127,1245404,1492532,1095839,1418948,1261292,1496829,1101757,1437756
317505,304912,342040,305146,264197,322422,311908,303096,261646,321785
534722,633881,527599,467259,494766,596397,542824,466894,531372,636089
56062,39934,51607,41427,41531,44831,57478,42855,39118,40913
906926,1153255,933965,1090532,1043103,1220887,917767,1105831,1054842,1253336
613546,258027,679513,406265,580415,305114,645606,417188,620530,325335
9077,8471,7847,13678,11936,10708,9232,12867,10897,11328
94064,89553,61621,61251,80591,72875,93927,60025,83534,67089
2535,4143,1622,2192,2877,4650,2282,2048,2695,4831
228364,273056,299086,502002,296157,305486,236127,502676,279701,290082
8555,38574,12030,105822,3325,40316,9214,105335,7405,37201
129759,217270,193940,228517,345893,219503,145337,239213,362360,220064
686911,468253,684500,814495,458457,518358,657508,808406,459479,497214
689448,277187,473868,260560,448456,259869,673539,261865,433167,269539
126779,86714,141276,172142,218900,140641,132075,168353,239088,142085
48562,69223,60367,52252,42549,100108,51812,53399,48003,110062
1664984,1904045,1637939,1912412,1863244,2113631,1649725,1915172,1894765,2163935
185016,219684,147347,172841,218880,233775,185997,173692,215620,238686
30801,73948,33256,33033,231026,63945,45661,33011,238169,68820
1493913,1349206,1453263,1245764,1609097,1602316,1525442,1285495,1617622,1626077
312125,405087,400286,364408,374456,409454,309625,353044,368266,379691
31089,74407,43147,17130,21286,51381,29940,15470,18828,45915
325854,214903,367436,334004,238097,223735,321299,322017,240648,221174
224690,292367,236081,302986,215950,253463,229149,309973,210544,242586
254946,162216,239536,176882,155169,217230,230936,171671,147816,212363
32622,33795,23713,34805,23663,29329,30973,35547,25770,30973
266787,532464,249527,442899,298361,546078,265133,442453,298882,507315
44050,47399,46552,64820,76022,49356,47920,66201,89409,50996
74250,103970,107394,82337,80222,116633,74379,79269,79530,111072
6855,8486,8263,8139,16916,9850,7392,7339,17618,9360
158104,130824,144653,137976,143083,144089,152018,135909,148468,149336
138756,159175,154897,194826,148674,158948,139391,197680,152152,163498
1006896,662847,1033346,579795,620558,767629,999027,599757,576529,747991
157456,148800,159848,133888,129258,140563,150182,124558,139046,149406
3340,1364,439,1263,2397,1350,2441,738,1289,686
107984,224465,197370,184946,136220,210090,110326,182147,136063,213783
282085,227889,356063,147987,359033,304830,287181,152669,374064,326806
248656,373092,376814,293590,255825,372858,248486,295626,245359,366210
82026,99891,94770,81177,87243,113772,85447,84066,90595,113152
36063,47073,23287,53897,48750,43591,34752,46867,46385,38601
17664,11927,17284,8724,15088,14874,18580,8591,15800,16584
15690,20026,15385,19647,16472,19199,14155,18985,16280,18214
1450236,566780,1668558,690524,1048068,564327,1412575,683908,971512,565111
1818652,3628676,1642838,1281894,2355745,2178574,1844190,1196819,2263170,2161335
290661,209472,262903,242932,271973,217319,298021,251469,273044,228685
211860,156053,234821,220332,196951,145480,213405,220030,190237,149606
105188,221901,86411,123934,112057,189510,104588,121663,118127,188000
48605,20150,45519,20785,27619,20098,48743,20366,27835,21328
593232,600354,661334,625564,603377,577933,597223,649172,620579,609576
386081,1133538,326914,348782,357106,855130,378765,342990,359486,862024
3035,8289,6519,3276,26875,6550,5990,3720,28572,7690
2642,3334,3132,24498,5093,3375,2849,20418,5173,2967
52288,38293,11179,30459,29471,19652,14631,25589,8775,6229
1416909,1834415,1034221,1490670,953690,1674312,1350533,1456311,947027,1609875
28737,103423,29541,35531,35567,56221,28805,32669,39161,56519
251499,94363,256027,194864,134383,111226,244089,198796,127816,109632
87093,247560,85406,96184,123001,217838,84857,93270,129070,222784
6270,16961,14629,13561,7417,19417,8226,12373,7199,19842
10732,88901,10545,15023,9853,31308,11414,11715,10691,31311
23941,32481,24395,37593,26571,31987,23237,34668,24354,33450
109847,185948,112984,99704,94315,149574,117235,104531,92791,163728
272098,162100,224166,199846,179928,171349,259584,190733,177743,160887
459275,262321,406628,451494,371378,278167,461355,458338,382163,285561
4788,6876,5637,5324,11325,8904,5728,4892,12796,10093
35961,25587,49406,20904,28275,38793,33440,21864,28309,42123
22487,11893,23607,26348,23594,16464,22084,26108,24921,16117
295712,193306,254225,214884,215900,198345,294030,211364,216657,194141
16202,29108,25704,19206,15783,38390,15120,17229,17032,40301
195276,69644,193022,100328,101559,72574,184270,97102,95434,70278
75104,118546,131714,38728,153431,130101,98902,39604,167194,152967
1680,11535,1382,2338,3157,3338,1418,999,2545,2634
55926,74387,73898,72125,78928,98600,56765,74877,80899,105631
238567,50704,273357,182916,115523,66938,238361,188984,106314,60288
11751,9946,10476,10503,10047,10294,12786,10329,11319,15330
70458,78880,67798,61397,131652,85989,75209,60930,135253,87388
1722084,2044118,2179194,2252673,2118582,1920957,1764181,2273494,2101092,1887905
63012,608617,85795,122574,77210,305604,56191,112775,80666,312474
2676,972,1106,1008,1849,1375,2376,812,1440,838
15259,27122,21215,20132,28344,29816,16812,20627,28990,30874
34587,14588,36675,25416,17600,20585,33999,27153,17196,19158
39287,43876,29001,42958,40823,35883,39772,38091,42177,31206
451928,292668,372221,681352,350214,331806,448034,673372,348365,314204
22670,42955,20914,44675,35215,34400,23688,43831,32996,32025
1659638,1503438,1722010,1479868,2025425,1613483,1691517,1466868,2025929,1642879
2277382,2145315,2209638,2040825,2452875,2319920,2306280,2064473,2511670,2350556
14845,7905,12716,12546,12242,8847,15044,11538,11314,9529
8676,14261,8563,5840,10092,15409,8728,6098,10404,16827
39375,30375,15368,34180,38234,28422,36123,26268,30891,19272
164042,184323,215794,229570,189065,192527,173271,225721,176686,186770
4762119,5665018,4363813,6166334,4317609,5851422,4790348,6186885,4370386,5841135
171173,600946,217535,166564,658387,347675,206446,156308,702270,362869
62163,34040,37680,35275,42537,48318,61674,36389,44713,42283
31091,19949,23440,31404,21168,21226,29832,32257,22344,20699
448913,228295,325672,221347,278330,213802,445324,214179,270486,215403
179113,137091,150409,215229,139458,156725,182741,211525,140972,159667
14928,61557,15485,22841,25904,33702,16854,20968,26449,38447
7984,9256,12143,7451,7488,8243,7256,6602,8849,8895
28692,40255,54072,64668,68022,45248,29886,61793,57201,37481
315276,516055,369886,270999,406515,530377,325101,267605,428772,539879
132933,96906,167582,93521,130202,150417,141774,104571,139470,164948
1244359,1870622,1381877,1190636,1221869,1577632,1248586,1184855,1250996,1723687
942528,1146593,1013925,1094071,824163,979824,932290,1097185,828970,970596
20366,25809,3882,15663,9818,13896,16867,10421,6960,8628
37179,32445,35401,38050,37628,34564,38045,37186,41218,36276
138859,36286,67269,52474,56169,35910,126149,45676,51395,35196
113327,439542,140349,132994,316119,439770,115160,129766,326932,470071
90221,221158,122458,133050,144165,179411,97794,132993,133643,167208
226703,349754,271179,330242,286990,296092,239274,336294,288274,288051
1112575,1021723,1224583,1004023,1113616,1138606,1171753,1034147,1141363,1145925
19985,18059,23707,25475,18623,21079,20882,27290,18272,19913
93441,149056,102092,128599,124620,129376,95690,126981,123746,128604
13101,11548,17022,13121,13033,13795,12307,13675,14592,14043
165634,62989,68805,70499,76466,47439,158768,73009,68520,43204
76666,217061,99520,77094,112534,152924,80503,74544,111015,154957
37749,31307,32691,54092,27580,40454,37104,53162,26839,36815
114950,102291,97604,55511,111481,104692,116738,55195,108862,110962
15857,64698,20362,12434,24137,61108,16034,12259,24672,64964
254934,941775,336756,314383,451227,765709,258036,304513,465997,767583
89171,92467,106886,116326,104122,107170,90793,114032,108141,113222
415859,330176,588557,540563,405214,388864,426046,548412,380237,391363
243890,247676,302095,329888,198014,226487,243533,338697,190869,217954
251056,251563,222477,317484,212077,221609,239800,307871,201526,207903
266707,191403,234602,216551,192442,182869,261550,236659,196153,199942
5562649,605112,1288883,606977,746946,644962,5187219,608333,739595,611717
89712,41049,86860,67309,70096,48136,84221,65913,70497,49640
308144,279195,286550,273699,289195,301166,315958,287221,340552,388352
928526,779896,877452,836891,604082,791901,899005,846500,611502,800917
452075,462741,367209,398173,403148,462613,418730,388072,403872,438478
22566,41258,42988,36518,36153,37389,23489,34396,36276,40098
373649,296080,371705,268587,256093,304516,369056,275226,246811,299503
28667,48000,20946,21626,44394,52447,29251,21412,42821,40258
52136,62463,55822,54626,58451,64736,51225,56985,61973,68849
1141990,3305938,1478808,1354621,1518026,3111087,1156763,1358285,1571004,3310660
140622,278650,273558,214661,306545,290029,151045,218864,320245,287741
271006,289848,285351,235743,286871,305192,273234,236257,285914,302493
35553,49686,10308,31800,24142,39642,27467,22564,17183,23368
9409,8973,13427,11162,10413,14834,11142,10573,11489,14063
158832,81978,143953,208366,124551,108326,151065,202315,122532,100421
80655,82374,94446,112359,80524,89478,84786,108341,81833,87393
48870,38542,64019,113709,101092,60246,56139,118998,108665,59639
81624,34980,56953,49424,38714,37870,78403,49262,38870,36448
375674,243382,410653,227893,336677,315683,384979,225570,328226,322945
32315,27324,25606,38136,34347,22605,29694,32899,30591,22157
256129,230929,271048,217874,250521,403567,249757,234156,256431,409835
66568,38821,62195,50284,56947,40642,66200,50444,58501,41360
6248,10040,8436,12945,6976,6228,5714,14633,7811,7700
47477,8546,34285,17887,40588,10178,44758,17284,47049,10547
118112,551195,126491,103783,150730,310041,111269,82768,139727,248577
20293,18380,15897,19379,17294,19194,19821,20037,17478,19677
132580,173264,177039,215248,184835,196308,140305,226274,167293,183570
193558,46030,102950,87721,169272,52761,203280,93214,194682,55568
129918,29479,148213,96435,63219,38468,124988,102962,57797,41028
53999,32607,47008,44169,30448,36322,48573,42830,31583,35245
35909,39356,35410,28182,38880,34631,36499,27453,38946,32008
13176,10523,12094,12558,9069,9654,14158,12457,9966,10880
3251,1297,2926,1798,2476,2039,3345,2115,2262,1721
1158596,540623,1384326,588865,903834,616046,1121623,575215,859143,595155
224224,132553,198866,195227,220638,115487,221535,190592,237833,120273
602900,817148,553424,661098,627073,725117,628254,661599,625863,735350
232424,139423,183784,177404,143311,149672,212005,165900,142216,142656
2010766,408139,1454313,927916,1249280,450770,1958447,917270,1200031,441008
12122,29896,19922,10128,15301,18784,12856,9545,15087,19498
100732,735832,94464,129251,258824,244324,106732,107667,263602,251537
15271,20767,9990,13431,15135,22741,14581,11702,14054,21487
826054,667837,914194,855198,988529,728183,858802,903003,951037,772024
16853,18596,124182,129484,19139,23597,18153,115640,10986,15385
16592,28887,17560,12234,27606,25812,18084,12588,31336,27302
52443,58128,71773,57243,125325,59600,70452,54329,140922,71281
7984,11201,12770,10508,10372,13857,8599,11010,10519,13841
117611,64766,186216,174005,119088,79360,120401,174315,113721,74311
281585,395246,213974,393377,271993,419131,278941,404882,277686,429127
10900,20890,12638,13034,15282,16158,11552,13271,15496,17197
10120,17109,9979,20396,10724,15058,10576,22115,11830,16168
764234,483932,1154247,1081592,232963,310746,741538,1042693,197753,274220
17253,9852,19546,16478,16734,13277,18715,16924,15562,13610
152121,122933,108960,226999,82537,122510,137932,204557,88828,112032
492477,337058,438551,287006,313159,405614,457543,285491,301371,390782
5073,9223,4978,6622,5828,7506,4389,6012,5628,5333
27595,70854,41192,54852,25230,63741,25696,53635,24885,67908
3358,2098,2088,2010,1756,2129,2859,1946,1649,1341
182536,284719,203957,311404,244533,283476,189065,328060,240727,271129
1567733,800553,1137975,730752,1028205,841613,1531994,742412,1056916,907419
18698,17324,20349,13089,19785,23776,16288,13551,19164,18630
19029,19318,20779,13388,15460,24239,18685,13554,16215,25986
162188,99765,135170,162923,110517,100833,162104,158299,111065,103471
963355,5626257,1314515,1295397,4932863,4180049,1236276,1249301,5133665,4553395
260417,305005,252939,470015,586136,468725,288094,488641,609142,454599
503670,578606,448716,558796,400973,497641,496913,573546,391240,481612
23421,26949,23361,11470,11308,22498,21662,11617,11337,21880
40571,109785,58882,91263,97943,106465,49649,99749,105761,116503
2165913,2701430,1521149,485175,512673,1926247,2043122,481533,479025,2056424
34888,37965,58341,26779,103228,40450,42845,26218,111973,45337
90919,126913,93082,71671,112603,123519,95041,76395,118275,118853
6771,6597,8296,6536,6211,8927,6071,6330,6074,9243
308576,429133,298220,361111,335088,387679,303371,364324,322991,360929
141918,177859,155326,183373,175876,171575,148544,184379,181950,177369
359977,398785,410478,360785,2162678,457274,509788,372126,2271467,514886
107861,219893,107892,208105,110090,235558,112083,204990,110324,219594
900352,1307892,975257,1104593,1059788,1324031,928746,1117393,980776,1273038
980177,793114,888999,781773,823945,716292,971371,760218,872102,727939
21784,26497,23596,22305,25228,29668,23310,23665,26233,33079
91581,148243,136176,92778,250998,131326,98705,88566,240253,129594
32424,21938,21051,13177,38231,19174,30387,12017,35158,16319
104257,62024,94927,106409,96234,70559,103774,102580,98759,66485
63484,43764,52782,39554,44557,47445,58860,34518,40553,43874
38010,58396,41960,75602,46199,56051,37446,74582,51873,56341
20269,23183,18774,14743,15051,20314,20306,14730,15235,21017
1247089,1496475,1041657,826284,680634,1328929,1214735,837442,678437,1352547
239363,119497,128005,254814,128613,131512,210596,221759,118383,106172
17361,12760,18153,13065,15885,15047,17280,12391,16171,16119
814418,727325,786793,685300,798888,775416,807153,672135,844427,793066
17628,24050,19230,16792,21123,21037,17470,16076,19847,20954
37499,9094,29429,23706,44235,13097,36391,23233,43997,13482
61009,50544,58005,60054,63980,61890,60650,56317,62893,57861
98010,95582,87623,123645,95923,109962,88183,104651,85827,91783
57134,29801,66266,37533,53801,38439,54448,38235,54995,36828
7191,5941,6340,4955,3973,7581,8524,6210,4786,8103
916765,585917,655630,532955,717311,540280,905974,536357,706488,545259
384341,319151,316836,414469,351038,419974,372898,416323,347140,392763
48154,60323,64127,135835,133519,70039,54450,141449,135411,67511
411526,536909,441709,400212,662241,525009,438286,417268,636659,499554
13705,9174,12259,12743,11142,12601,13836,14274,8884,12788
6072,5031,6771,12631,6998,9192,6790,12067,6757,8419
5112,3095,8949,6455,4616,3319,4857,6509,4214,3233
1597,1324,1036,1343,5615,1712,1860,955,6324,1240
293949,499529,315113,446912,374893,634295,291717,454005,382667,620307
290252,362926,301098,318099,258228,351906,287359,322208,261972,358189
132512,174227,194772,159776,136866,180508,131857,156117,133287,178709
16019,14118,17372,13209,12417,15877,15799,12841,12160,13373
15020,4791,18287,7179,12042,5158,14827,7764,14024,6507
243264,328633,319434,273364,250710,345686,246481,281751,260540,332406
26061,74785,25275,38594,23152,64712,27632,41207,25154,63584
8504,24263,9675,15931,6683,23426,9274,16378,6878,23110
866740,789296,873191,732177,777932,863525,846116,737264,804426,896647
32637,19683,26478,27001,24223,21881,32582,27300,24906,21809
2991,2046,4256,2827,3203,3775,2949,2786,3588,3138
31756,13714,30119,18319,17486,12105,29668,17399,17250,11514
122718,45163,105137,77069,129794,45380,124918,74244,129594,43924
2023164,1198224,936152,523448,1198431,951300,1941869,509845,1219686,975086
14382,14495,26093,24218,35753,15127,16184,23416,35489,14696
209733,334818,252300,197015,248585,263396,200381,180458,249300,261098
285736,285346,308910,315203,280107,330278,296839,319313,286319,336547
75634,75141,76194,79388,123478,99236,76813,80481,133702,94480
484640,267439,376027,321936,216178,285269,448043,315422,206978,283311
17136,24964,23507,23423,19456,27208,17180,22441,20310,28249
71986,91325,60840,81755,68184,85515,69911,79069,67405,86061
3030,3809,3933,5591,3525,4865,3066,5148,4622,5187
212815,156669,218401,319868,286354,190372,222875,317915,291988,177439
72681,50150,74128,77823,49433,62164,68982,74585,47898,60583
46459,15772,29775,29622,27986,18829,46167,28789,29355,17992
12888,12848,12395,11423,14045,17616,13907,12242,14216,19934
46591,34674,61578,46315,63685,43872,49816,50347,51682,49885
396568,602849,654257,503623,735644,591166,425321,509101,744197,596235
5548,4511,5027,4867,5360,4109,4997,4886,5325,3531
210358,55282,162578,73676,62312,79791,213604,85925,64966,86381
5711,13679,12182,9896,10364,12290,6889,8059,9897,12966
552341,483143,621206,550937,477902,520572,555848,546210,532113,595485
742976,316366,1592360,1357508,654266,421423,728732,1344411,589082,377671
26575,16155,19098,44199,20075,20792,26779,44163,20876,18016
318096,720873,590465,435729,382392,643277,313725,433767,387269,659512
668269,681787,676408,526744,640620,710042,664546,535653,659109,735670
6269,5851,6969,6206,9232,5325,7090,6066,8035,5943
412538,613793,405552,447667,494647,548557,383252,436411,486739,565091
600090,689492,529192,545313,388638,658901,582164,552785,375615,663832
212747,135211,264801,168138,198957,154815,212839,156640,198929,158177
209232,169051,220771,319598,213547,175003,205493,322862,203116,163528
270551,219812,286550,236116,284427,189284,270117,230325,279197,186040
444261,631189,532840,545685,457195,568108,439566,539735,431112,527667
284713,1072007,135213,228378,267584,598797,250591,200556,239769,539459
82226,51160,132073,56149,62009,60094,77216,54337,59611,58678
240352,333936,262728,233806,286622,335372,250144,240450,275622,335817
113767,403149,144434,125982,539785,264209,138557,113137,507796,271830
2259979,1993404,2218737,2368981,2268944,2191406,2288412,2392834,2284208,2197739
282472,222295,396078,800071,350978,243727,298716,834194,357639,231475
137425,91391,139929,102004,82464,82420,131480,98049,74858,86484
249475,257749,275614,291960,268209,250966,255604,283722,256589,222174
170616,197797,216730,170457,187586,220747,167166,176718,194208,228455
301478,306072,269342,183931,292075,252366,308255,188069,273034,267849
321725,281725,362843,301654,263820,394124,314896,330975,281351,435107
296167,289199,313293,439872,352249,384848,293027,430298,338053,359239
7694,8416,11599,12630,7600,12025,7139,10916,7760,10172
233357,312269,217841,217091,412464,241817,252784,223107,404307,249557
209676,829937,399805,339908,259202,769176,204332,356452,274269,785765
994247,1129000,1065714,1253772,949945,1213344,1000219,1305301,955640,1232934
241990,267021,258713,209213,339587,291175,240386,215064,338201,300203
84726,117536,98418,142064,208184,131061,96090,143168,217961,124664
885758,899533,1155384,993687,916019,953593,923713,1051138,912765,979326
103103,547098,122030,141757,142239,889923,78405,169067,147925,894747
159958,239308,152754,143666,230778,263748,167474,138774,232757,271029
93755,93632,82727,103131,94427,90771,94791,105214,92921,90878
50086,59506,49335,62629,46812,68413,48465,63255,40325,63367
10168,10652,13951,18099,12392,15334,9498,17958,11917,13021
864636,774917,860261,586593,897477,770166,825647,543757,859904,690775
109159,79365,130192,119110,145039,97102,114981,114997,146512,97196
408625,838745,380786,418101,521472,895604,411890,429112,523905,893167
30659,57841,29354,92488,42269,64201,32825,87294,38173,49920
267810,258097,273585,291057,168338,221736,257887,285833,167046,218954
103625,43652,112415,99546,52718,49946,96409,99926,48449,56044
803863,443221,737234,449799,941881,423098,822788,456247,939037,433087
313160,379242,351444,605412,421581,596368,324734,635318,433987,591884
374809,521022,487436,1204791,1260999,714254,466200,1241559,1324380,697436
6840,9448,9226,8793,9815,12971,7317,8921,9972,16368
17636,22657,17588,21062,19601,23058,18849,20957,19275,23569
207935,184010,161607,125843,210944,211677,202764,129203,220717,214283
138950,103351,129308,129493,103963,104957,149636,140142,110215,107752
71830,53369,43397,70993,23190,47277,65509,67447,23273,43647
21901,19033,23360,28436,29251,22673,24093,29184,30506,23080
401152,187805,375660,253958,248764,212127,438454,265826,255542,227245
24601,32274,18344,31229,18949,23813,23804,31144,15380,22914
6332,14954,6872,16328,7245,11497,8449,17218,8540,10733
322419,419814,347630,386235,391340,489050,326838,401282,399398,491903
165395,76459,145737,260439,158715,105838,159910,243486,161209,95293
71637,192331,113176,114063,174645,171643,79968,108281,174543,175379
2031695,1404214,1778873,1756342,1449499,1465476,2011158,1808400,1362900,1438456
505387,487680,492274,488723,403128,531101,499335,493175,400988,519286
665744,670356,657992,582700,582570,763887,659126,591442,602761,790516
547143,344067,485485,391189,443947,419729,554806,402801,466689,432617
3847,3242,4660,3996,3880,4605,5755,4203,4182,4812
90260,111800,113211,64849,74093,112499,94678,68700,70786,106282
133740,159314,179252,581732,165518,187345,145953,579790,170187,171599
925307,920445,869998,832738,982292,985212,946773,834265,938187,905668
328038,499065,289699,416713,491052,590148,323929,408521,464308,534178
262680,279427,330265,289977,286741,269645,269412,296289,287336,262799
34317,33211,31388,35399,28273,28682,33169,34036,28178,31936
2705,3225,4257,6987,2828,4153,2136,5185,3352,3522
247803,148185,239641,133227,176423,168822,247861,134290,184449,167838
548678,676913,635754,527182,639061,821513,556314,537754,643770,834021
567423,435805,834375,833566,559559,515233,584913,860385,549693,498994
81275,60459,82383,49533,95898,61298,81513,49527,88978,61344
161971,142406,160137,158165,143778,156607,158054,163778,144675,158387
544049,294653,398361,530832,438107,308327,533155,530144,441266,297382
987775,1112822,1099920,1016222,1235873,1296703,1003296,991840,1282009,1318743
195606,166138,234891,208776,213487,189853,195199,218361,208045,186110
565808,510577,538167,597413,623081,525479,571969,620820,612055,515856
151348,106549,184737,149635,218145,140876,163930,165759,223384,150026
15848,16596,15059,15515,13476,13910,15462,16220,13943,13450
20469,106923,31678,27872,45653,85075,21833,27105,47269,88190
134036,132983,122318,118980,143847,148605,137863,123864,141169,152357
37480,41413,29591,64025,45523,40852,38729,58418,43525,33592
225020,393992,232337,266045,244225,410698,222855,259311,245715,385162
144989,153767,133604,132994,140034,150319,150211,130007,144784,149646
10000,9398,14708,10827,12629,9910,11438,10331,12185,10969
160425,206547,272719,261007,233549,338310,170800,271094,221606,331796
627218,539056,594576,553125,522107,638889,614287,552172,519836,642230
551454,375436,582714,561590,444652,469048,544154,566871,436219,478972
1223885,1533843,1624029,1673465,1184229,1678817,1222478,1666539,1208525,1697785
113892,174622,157075,265486,131592,201480,122714,283661,135075,200872
30563,72204,43619,47894,36545,54713,27669,38952,30288,45664
82378,109735,65969,63855,61788,100470,73859,57284,58835,75696
23987,56560,40860,185449,23557,63738,27755,182981,23121,56229
236371,282851,227534,154896,162062,229847,242093,164512,152360,226225
89626,99777,68096,21984,21406,61925,80979,18174,25005,73862
31782,47915,35025,121569,58546,47100,34388,122205,65760,44841
13447,32346,18664,17656,16408,30329,13270,19922,18639,30774
796322,774082,834987,584507,722078,817604,779845,583811,703060,833701
18162,16050,12174,15859,16241,19697,18551,14476,17650,19100
3041,12402,3685,4993,3891,4793,2611,4460,3699,3425
613126,758531,498634,649533,641335,871439,616441,659236,663770,860514
67681,79096,89967,58596,67816,70477,66750,52294,67599,71156
765690,935578,1035358,837207,1288509,814852,811690,835089,1253070,824920
17162,24446,21342,22839,20015,28054,16349,20217,18606,26519
289740,287585,263594,344825,254603,306711,296442,356713,230100,264519
20004,8761,25054,14138,30324,9896,24341,13382,29150,10561
322259,138158,192130,236460,151296,137810,317427,249056,147569,133375
31170,45104,53344,45642,44933,47805,34701,46559,44467,48506
337683,278916,478662,330223,267445,402509,337152,347454,262990,413385
33337,68015,20864,43354,23676,43043,28665,41707,23497,42233
294495,399435,283960,253790,450045,446676,304136,257783,456713,450599
154009,210992,190459,176091,207002,180890,160098,168675,211423,178629
768887,907552,843447,356530,732685,621189,761719,341612,669262,606486
90569,45556,69095,74925,40422,42769,79969,67671,38760,42750
25752,38507,31982,14793,47575,29758,25731,13274,48781,31267
15608,15955,26947,31487,29046,18506,15716,33681,29096,19527
2916,1780,2806,2540,57044,2339,7021,2571,69532,4154
132318,46346,174589,123235,87513,155834,127549,130259,85715,155247
