Abundance Sample AM 36_1 (FFPE),Abundance Sample AM 36_3 (FFPE),Abundance Sample AM 37_1 (FFPE),Abundance Sample AM 37_2 (FFPE),Abundance Sample AM 36_4 (FF),Abundance Sample AM 36_5 (FF),,,,,,,,,
24218321,30707330,9209473.625,9365793.5,6000881.375,12258022,,,,,,,,,
2707003.625,1331240.625,5403175,4541882,0,0,,,,,,,,,
2841088,2587049.5,4238730,0,2443345.5,1587734.125,,,,,,,,,
629788.0625,1867023.75,5158639,11299623,27021701.75,17286532.63,,,,,,,,,
8987573.25,760789.9688,11162415,9595004,0,0,,,,,,,,,
150807414.6,82265324.19,122873031.3,168369539,166506879.9,154377263.2,,,,,,,,,
11513712.5,21785405,32157214.38,50804354.13,26795455.25,43584673.13,,,,,,,,,
929286.9375,1087911.625,5331131,3626421.25,794850.3125,3289382.188,,,,,,,,,
2001796.313,1333949.5,0,766966.3125,1412095.875,1418660.375,,,,,,,,,
4764468.5,4303925,0,17839502,14200284.75,8872873.25,,,,,,,,,
82680979.88,110803838,54698258.25,80495427.88,104196986.6,87081950.75,,,,,,,,,
225570355.7,193834883.3,345968395.5,525736901.4,381044911.2,295022514,,,,,,,,,
2151944.5,1236946.25,3543396.625,0,8711652,4199314.25,,,,,,,,,
148466469.3,190067208.1,192625744.6,347814777.4,277312964.8,277886310.5,,,,,,,,,
63574306.88,65223065.13,13853242.58,62646024.59,10015720.03,15712231.38,,,,,,,,,
17184505,10020296.25,9175869.25,4984933.5,18350067.44,16832420.91,,,,,,,,,
5151968.5,6310510.5,5996153.5,24365389.75,5749722,4185704.75,,,,,,,,,
3068381.5,4669098,9855908.938,8404416,25087542,11357119,,,,,,,,,
461716.8438,974502.125,0,0,3564775.25,0,,,,,,,,,
0,702615.5,0,1689721.625,1107544.625,660232.375,,,,,,,,,
2670636,6788390.875,6511004.25,4552435,2219498.75,5949178.5,,,,,,,,,
42018734.25,53705898.5,53989787.38,77438782.09,92800542.5,71432792,,,,,,,,,
10330291,12460658.77,1157780.438,4601938.094,17095360,13552845.5,,,,,,,,,
19034651.38,0,17054260,32564979.88,0,0,,,,,,,,,
31826014.13,15302078.41,24816303.5,28802908.13,25935437.63,23623205,,,,,,,,,
185583.9688,6776529.5,0,1672797.625,5252011.5,4983612.266,,,,,,,,,
43912965.09,109108141.6,206407542.8,221167794.5,49352408.38,205139239.2,,,,,,,,,
1098258.625,1238895.375,900408.5,1233026,2517036.5,2136486,,,,,,,,,
812132.8125,1853169.688,0,1930203.25,2393572.688,2140872.5,,,,,,,,,
1604131.5,1792858.719,4218796.875,6878481,15444812.5,8613237.313,,,,,,,,,
21579400.88,6879358.75,12503809,24447408.13,19350530,14980011,,,,,,,,,
28434910,26483962.13,23155809.75,27073280,35099468,34200364.38,,,,,,,,,
6096875.125,4859631.875,3299714.25,0,4595477.5,4188802.25,,,,,,,,,
3184349,5449751.5,7959762.75,12970238,28495372.88,21910969,,,,,,,,,
30006810.5,44738731.38,19788577,51715685.13,55194992,38896890.56,,,,,,,,,
3345162.125,3868157.625,2066117.875,6723363.75,5518409.75,3798645.5,,,,,,,,,
2679597.5,4481645.375,9748755.625,4856675.75,11139803.05,16546179.16,,,,,,,,,
5209363.75,3637695,9072953.563,3925659,13766902.06,11773478,,,,,,,,,
679237.5,703877.625,1172357.75,7882317.563,5731511.188,2699459.375,,,,,,,,,
5876062.5,7242045.313,3970693.5,25627489,17436954.88,18479621.75,,,,,,,,,
516707.7813,529932,0,0,360809.7188,516424.8438,,,,,,,,,
745802.25,0,2608187,2305623,4226612.5,1700836.75,,,,,,,,,
4390343.875,3894960.5,3144915.656,864378.5625,1642485.375,1085961.25,,,,,,,,,
4403411.094,0,0,5247874.5,0,0,,,,,,,,,
3230856.25,5042793,8396090.375,0,18845851.25,15087801,,,,,,,,,
26887798.38,31111314.63,23110750.81,47972006.31,33314350.5,32039845.63,,,,,,,,,
4673746.844,13472149.25,11687230,24112932.31,12194871.88,9579484.75,,,,,,,,,
1116277.625,1069068,1956758.797,3652157.906,12012866.13,9224528,,,,,,,,,
7083758.125,4849468.875,2289423.75,2957798.469,12375828.75,8156335.5,,,,,,,,,
1907568.188,2402222.5,0,1313263.875,892608.1875,3931263.75,,,,,,,,,
22462922,15066371.25,16420738.88,7095071.375,147075512.9,68052052.63,,,,,,,,,
0,1895998.75,0,0,0,0,,,,,,,,,
11379884,11584249.88,16190271,18889257.25,15505365.5,10151557.56,,,,,,,,,
1188609.25,2476329.375,12946450.13,5521865.5,13310351.69,2194537.5,,,,,,,,,
39967575,17311334.5,32874198.5,31315354.52,80323055,80139325.38,,,,,,,,,
298103.7813,0,0,0,0,0,,,,,,,,,
2347724.75,5369305.625,6824353.125,15027475,56578927.5,51766600,,,,,,,,,
1436393,0,440982.0625,682795.9375,0,1351052.375,,,,,,,,,
365375557.1,436623740.6,623696702.8,1024237148,563202510,438231291.4,,,,,,,,,
348250.0313,747230.125,0,1361400.125,4012379.75,4705874.688,,,,,,,,,
137215876.7,97269855.13,62920919.25,74830844.81,77451802.5,86950343,,,,,,,,,
1597616.625,0,1533062.125,3022593.25,1270530.25,1921334.625,,,,,,,,,
2191067.25,0,0,0,10920000.75,9394565.125,,,,,,,,,
13244242,0,14193290,17663746,125555447.1,146662957.9,,,,,,,,,
19765772,26233699.94,41891147.63,58215084.94,49598655.88,28870662.25,,,,,,,,,
7179218.844,10754335.13,15822081.5,5149020.875,27660515.63,21470888.56,,,,,,,,,
5249769.156,5301293.5,2508986.75,4404570.75,25270690.13,39169685.84,,,,,,,,,
830312.5625,3456700.188,1537651.5,0,0,184660.75,,,,,,,,,
1212837197,1274324230,1645159807,1192464480,1936178696,1496713217,,,,,,,,,
3481767,2584064.5,1992418,0,11207515.38,6719741.875,,,,,,,,,
13625244.06,15175850.63,769437.6875,7389873.5,29066813.31,45441862.81,,,,,,,,,
1562478,3628835.875,5999100.063,7454979.75,6153173.375,5751280.625,,,,,,,,,
8225906.938,6340741.375,4615972.375,5430577.75,52924275.83,49418989.52,,,,,,,,,
18150544.5,46132350.88,52238234.92,101625001,293270797.3,227342404.3,,,,,,,,,
28066853.13,7878559.375,35408538.25,29931329,64850541.25,49501035.25,,,,,,,,,
47661396.75,56369897.88,45956157.25,67048871.5,55513061.63,73488330.25,,,,,,,,,
1083777.875,802987.75,0,1687576.375,2558464,719867,,,,,,,,,
202219.2813,1314593.875,1820239.75,3732771.5,0,4541891.719,,,,,,,,,
5950386.375,958680.1875,6347964.25,5600049,9186581,8685162.75,,,,,,,,,
429215.9375,0,0,0,554973.3125,3664040.25,,,,,,,,,
5648754,0,9850217,12722039,8064050.5,2662652.547,,,,,,,,,
738136.75,0,1982587.625,0,1407050.875,1386146.75,,,,,,,,,
3704282.75,0,4877167,8752172.563,11554531.25,2077354.375,,,,,,,,,
3334880,7292725.844,9841507.25,7619424,9908594.625,8037469.063,,,,,,,,,
486462,0,0,0,1346578.75,1395993.25,,,,,,,,,
7833488.563,8813262,8027740.563,10947304.38,11517431.38,8756706.563,,,,,,,,,
5613820.125,21623794,8620939.75,9528104,24052090.38,15173676.5,,,,,,,,,
178396.0625,2636207.5,0,0,292653.3125,459051.9688,,,,,,,,,
605788.9375,0,1956794.5,4724884.875,3645151.5,4399226.25,,,,,,,,,
6941299.25,1921289.813,2537198,12361803,3514022.75,0,,,,,,,,,
677216.3125,718647.625,0,3049471.75,1111377.75,0,,,,,,,,,
793345,6061413.875,0,1981341.75,977389.5,2541330.25,,,,,,,,,
7417248.313,9581605.25,10924029.59,35034926.31,34109127.94,36878181.94,,,,,,,,,
4330878,2757469,0,18472984.25,24410203.5,13898512.19,,,,,,,,,
6210685.688,8138554,0,4572665.5,63864195.25,22465377.13,,,,,,,,,
1208939.5,0,0,0,4023415.969,2708708.594,,,,,,,,,
3098918.875,3647625.75,2523694.188,0,0,0,,,,,,,,,
1090664.25,0,0,3265350.25,0,0,,,,,,,,,
1076534.125,2281156.75,2361620.5,1188572.5,6625362.75,5604286.875,,,,,,,,,
1428303.625,1427996.125,2604027,2180991.75,5088467.438,3768903.25,,,,,,,,,
989648.25,0,0,0,4199338.313,2512175.75,,,,,,,,,
8663083.5,15198016.75,6917818.5,2516999.5,7544356.375,11579151,,,,,,,,,
9220975.5,19580935.13,42701126.75,44349311.5,119495497.3,116668944.2,,,,,,,,,
5787887,1771668.5,2685638,1115687.375,0,831475.625,,,,,,,,,
3730822.75,8188019,5630146.625,10470918.5,8340092,14322479.25,,,,,,,,,
2756405.5,0,242440.6563,452152.8438,0,445693.1875,,,,,,,,,
10894588,2072840.875,21700166.75,37663004.75,43362912.25,34254906.75,,,,,,,,,
1586846.094,12559652.94,0,0,16032108.03,18708650.13,,,,,,,,,
439337.3125,1540095.25,0,1230962.5,0,0,,,,,,,,,
47157811.03,59106719,46197189.63,76893443.75,108512622.5,85186240.06,,,,,,,,,
150651111.6,151086239.8,193055578,317181202,159674621.6,124610943.6,,,,,,,,,
41002813.44,18772910.84,76428642,114363749.5,79780347.94,53538988.31,,,,,,,,,
8433006.313,9474532.25,11806602,18232669.5,56440236.38,20222767.38,,,,,,,,,
148601744,172625308.3,214557661.9,126552149.2,455779009.5,279346520.4,,,,,,,,,
2518735.969,0,0,0,0,0,,,,,,,,,
2094520.813,3350410.25,0,0,4163066,2585332.25,,,,,,,,,
674852.8125,559900.4375,0,0,1132898.5,0,,,,,,,,,
1236434,0,0,0,848549.1875,681983.3125,,,,,,,,,
7588208.125,23594735.38,7593057.875,13991970,63660684.25,43895493.13,,,,,,,,,
1527976.094,763340.2188,0,5422081.5,3033577.75,3054281,,,,,,,,,
28853563.5,38949905.38,8151516,12359948.63,106596447,36318590.63,,,,,,,,,
1707234.75,1540342.688,2784692,4563485,0,1389098.25,,,,,,,,,
2827063.5,3162314,5592411.5,0,3646419.5,0,,,,,,,,,
1122987.125,1231938,0,1135428.125,4080785.75,1710113.125,,,,,,,,,
1137163.75,1036679.438,912450.6875,0,506736.75,2685581.188,,,,,,,,,
839371.375,2629791.625,1689644.625,3992503.125,2631369.375,2208288.5,,,,,,,,,
3206589.125,3074333.875,2161960.25,2288871.938,6129898.375,3644560.656,,,,,,,,,
1144088.75,1531320.563,554771.375,562871.5,17880033.75,7929090.875,,,,,,,,,
18555344,34532234.75,16572686.5,16223418.5,66775541.75,50998219,,,,,,,,,
1403968.125,1719716.313,0,0,0,0,,,,,,,,,
4101964.5,13860301.25,689037.0938,8103262.438,51191849,23707755.88,,,,,,,,,
6076157.875,0,0,4773543.5,18435655.88,1007362.813,,,,,,,,,
3869861.813,3498297.75,0,1737167.5,10027486.31,2588223.938,,,,,,,,,
802829.5,0,1512473.875,3901418.75,3120430.125,1062390.375,,,,,,,,,
4370530.5,0,0,0,0,0,,,,,,,,,
2432591.75,0,0,0,0,1926699.5,,,,,,,,,
24240214.56,37607293,37620815,32506536.69,70289039.63,54576772.25,,,,,,,,,
56283478.5,62487263.25,60886479.38,138541738.5,28670497.56,28139029.5,,,,,,,,,
1651866.969,2489934.313,8609375.25,13086865,25850534.94,14844592.75,,,,,,,,,
6111211.969,15186537.94,153061146.8,41721628.06,95456260,65826282.69,,,,,,,,,
11695434,0,0,0,0,0,,,,,,,,,
2433289.313,0,0,1711900.375,0,0,,,,,,,,,
17949096.5,28696582,34596483.19,35124780.5,71496640.75,50356450.38,,,,,,,,,
2376740.5,2627341.75,0,2915334.75,0,0,,,,,,,,,
9022122.438,24709585.94,5977016.625,5129020.531,39155109.09,22690545.69,,,,,,,,,
53159753.5,76691433.5,58881125.13,102975714.1,134212244.2,131234316.3,,,,,,,,,
1364462,0,3572627.125,1898227.5,2969317.781,1753646.75,,,,,,,,,
9130133,0,14291066.25,0,0,0,,,,,,,,,
684814.5,0,1477375.5,938315.25,0,0,,,,,,,,,
17027610.25,27508098.5,27032371.25,31066602.75,36975718,13534804.88,,,,,,,,,
593452.1875,0,3407935.125,4666479.625,20980021.52,10988361.5,,,,,,,,,
75219583.56,121349215,107007146.5,173849387.3,125043175.8,91088742.25,,,,,,,,,
22125803.75,49617577,2020635.5,5528632.156,22688606.73,41602244.25,,,,,,,,,
830190.625,0,1580583.5,1591232,0,0,,,,,,,,,
45559947.75,42122673.5,63440785.63,138508237.9,16511819.25,16098209.75,,,,,,,,,
5482746.375,5610726.375,3137529.938,3936540.625,23498299.03,15929677.75,,,,,,,,,
36589545.63,29063977.81,62854459.28,94515380.75,118924828.9,83406419.88,,,,,,,,,
4336114.813,5263906.625,339460.3438,5578409.156,13039538.88,17780971.63,,,,,,,,,
608831.5625,0,0,0,787522.5,507061.0313,,,,,,,,,
4055294.5,8718095.969,10352844.88,11778677.56,26427859.77,24711806.88,,,,,,,,,
796148.1875,0,0,0,0,0,,,,,,,,,
3296819,5794475.125,13165917.19,27262127.94,191617982.3,131569973.8,,,,,,,,,
406662,0,0,0,0,0,,,,,,,,,
39841083,42062552,21726400,13573653,58705082,43194360,,,,,,,,,
971882.75,2403024.375,1017081.875,2504069,308231.5313,3376307.063,,,,,,,,,
1230340.25,0,679482.75,640501.375,1308438.875,0,,,,,,,,,
535305.5,671019.8125,0,0,2328576.688,974507.875,,,,,,,,,
1075830.625,0,1556316.5,4349819,1267972.125,969245.5625,,,,,,,,,
735419.25,937426.5625,1580878.75,2521350.688,3573918.188,2225032.75,,,,,,,,,
1678144.875,1522185.875,1965177.5,1300767,0,1601436.125,,,,,,,,,
3746996.125,19607751.63,1647355.5,28541410.75,24507570.38,20355973.88,,,,,,,,,
2487182.25,4131250.25,4536777.5,10414019.25,3580370.5,1199853.125,,,,,,,,,
2938722.5,5665907.5,0,1066102.125,3210327.875,0,,,,,,,,,
2260157.75,10363616.5,10663764.75,20150675.38,43518490.03,30657710.88,,,,,,,,,
1916559.75,1982799.875,3131111.5,5879184,406833.5,1320730.813,,,,,,,,,
553544.4375,563230,0,0,16825197.5,13560135.38,,,,,,,,,
6444738.875,15753292.5,24865048,14064503.75,26536789.88,7175885.625,,,,,,,,,
6548595.25,7005754.5,5923057.313,19305472.63,12687874.5,10479952.5,,,,,,,,,
2230559.578,3699088.813,834081,9074642.813,7860334.344,6544318.297,,,,,,,,,
8092047.75,5868315.5,6341609.5,12334331.38,8810649.438,7944697.313,,,,,,,,,
1184110.125,2474172.5,0,2715302,5579908.5,3999905.5,,,,,,,,,
2512288,2553522.5,3680792,4538026,6149725.75,2394454,,,,,,,,,
3344432.75,2576514.75,32779490.5,586527.3125,149109941.7,24670363.25,,,,,,,,,
44954967.38,77977863.75,96255571,189664448.9,105363740.1,90034397,,,,,,,,,
327895.625,0,0,0,2311396.25,1293087.5,,,,,,,,,
1797270.5,0,0,0,0,0,,,,,,,,,
1158480,0,782327.5625,0,0,0,,,,,,,,,
0,781096.4375,8485730.188,6634534.531,28250121.19,24116022.75,,,,,,,,,
2921073.188,5154821.5,5863256.5,3892578.859,13276266.97,732663.75,,,,,,,,,
8616095.031,14923635.31,41866231.94,60469323.5,28903388.75,23573525,,,,,,,,,
7590548.5,4488823,18141611.44,13942717.53,70763406.94,73275238.5,,,,,,,,,
3622864.25,3529953.5,0,2570028.75,6081835.25,5041613.5,,,,,,,,,
4267006.563,4108103.75,0,0,1612244.25,1678353.375,,,,,,,,,
980471.5,0,0,1220520.5,4862686.25,1413964.5,,,,,,,,,
925880.4375,0,1255561,612039.6875,1235655.125,0,,,,,,,,,
3142193.375,4300629.25,4650968,9299483.063,8032675,5455883.5,,,,,,,,,
555274.75,5057502,0,2046761.125,1114010.25,1560756.125,,,,,,,,,
1333725,3717633.875,0,3186224.688,21899628.94,21395277.91,,,,,,,,,
6473116.875,8421045.625,10724626,36003051.75,35186671.38,15208704.25,,,,,,,,,
11208118.5,32465086.25,35541302.5,10340611.38,96460179.13,28779482.5,,,,,,,,,
3478243.5,3164108.625,13198672.5,27999530.56,28980402.38,21623903,,,,,,,,,
37811441.63,61676196.09,15564748.75,35562893.75,139180035.4,133640712.8,,,,,,,,,
11080937.19,5127096.75,2166145.75,18797700.38,12744624.63,11617131.31,,,,,,,,,
13284241.5,19144993.94,27594967.78,10319843.09,30366609.56,19012047.5,,,,,,,,,
799804.9375,754435.4375,762158.3125,861554.5625,834922.1875,1022647.938,,,,,,,,,
2801236.5,1527720.125,1882089.875,2812777.25,4972444.875,3035254.25,,,,,,,,,
851147.9375,1094912.375,0,0,1222490.875,922531.625,,,,,,,,,
847701.0625,2867642,0,7143633.75,2490283.25,1111638.25,,,,,,,,,
3658529.25,6923501.875,17891414.22,7754342.75,101157148.7,124159166.1,,,,,,,,,
29273816,0,0,0,8284454.5,6641722.25,,,,,,,,,
1020162.125,467765.7188,5218095,6827405.063,42300349.78,57148950.06,,,,,,,,,
4050677.938,1700289.438,9036614,11900718.25,1476567.25,0,,,,,,,,,
603504.0625,0,0,9918068.281,8236861.875,5567309.813,,,,,,,,,
228412.3281,0,0,0,0,1215145.828,,,,,,,,,
2500195.25,0,13872876.75,3751445.75,2068474.75,14474658.5,,,,,,,,,
8560411.844,18865383.13,0,8619069.813,2334533.5,1605008.125,,,,,,,,,
2362967,0,0,16654109,5815589.313,6228654.5,,,,,,,,,
1969279.25,27843641.5,0,31177875.5,5853224.75,2460388.375,,,,,,,,,
533945.875,706340.625,1782371.125,0,1390508.5,0,,,,,,,,,
21787461.5,24414744.13,1442254.125,20885029.38,154960287.3,111696871.1,,,,,,,,,
1528041.375,2015211.313,4789219,4384047.125,4500058.5,2883730,,,,,,,,,
788720.4375,0,0,987742.625,1303089.75,1060221.5,,,,,,,,,
965638.875,0,0,0,0,0,,,,,,,,,
2664899.375,3387997.75,0,434693.4063,893772.8125,1230674.375,,,,,,,,,
488201.5625,0,0,0,0,0,,,,,,,,,
1636637.25,373785.7188,2878322.438,6052785.125,330591.625,1850809.156,,,,,,,,,
891687,3927350.563,732216.5625,1887886,4846239.563,2933329.938,,,,,,,,,
598952.875,0,0,0,975771.1875,1471711,,,,,,,,,
4024420.688,1924778.875,3642147,10747361.5,10860783.69,5738613.875,,,,,,,,,
3184270.75,0,0,0,0,0,,,,,,,,,
313750.375,0,1067576.625,0,0,0,,,,,,,,,
774453.875,0,0,0,1194129.125,1147590.25,,,,,,,,,
18081732.25,15572321.25,14042164.05,19755798.75,72534919.77,39505619.41,,,,,,,,,
10972625.13,6599985.563,8983628.625,16508657.78,15448209.5,12460062.81,,,,,,,,,
3486088.5,0,4624921.5,6263510.5,5109347.375,4259800.75,,,,,,,,,
666341.375,914669.375,0,0,2170849.063,753319.75,,,,,,,,,
5317118,20934352,25321372.13,12847444.75,30737737.25,7914561.875,,,,,,,,,
29994074.5,32406881.56,18679240.5,29521133.38,41891082.5,69659610,,,,,,,,,
28625228,0,4582211,0,0,0,,,,,,,,,
2297575.438,4362081.625,0,6049529,6394278.125,5596167.563,,,,,,,,,
0,0,0,1855916.75,4007926.063,969023.5,,,,,,,,,
25808955.5,20242801.75,24189440.81,55893328.88,38874348.38,23042520.5,,,,,,,,,
1714515.281,27214656,25633513.88,25931012.69,28284075.16,27958851.28,,,,,,,,,
2752865.313,4433285.688,17447253.75,19072178.75,33567806.19,18948968.88,,,,,,,,,
5088910.563,8055889.406,6487658.188,10191151.06,19236897.94,14260499.75,,,,,,,,,
261328772,282162778,458726602.5,756820619.9,208329163.1,257720116,,,,,,,,,
4891499.125,4690381.625,0,0,9537941,13011366.88,,,,,,,,,
4582174,3168367,161622.2188,1342772.953,5726206.219,14533083.73,,,,,,,,,
2321576.813,0,867075.6875,6441134.531,6041921,6357744.875,,,,,,,,,
18594455.94,27503551.25,26800450.48,8286180.859,95047897.63,90864669,,,,,,,,,
1992275,0,0,1072611.875,0,6915131.063,,,,,,,,,
5812756.563,7869747,11952581.06,21607694,9864588.625,7491672.125,,,,,,,,,
9549677,0,10015566,13204069,0,0,,,,,,,,,
3540277.25,4056293.875,3504397,6161608.75,12710173.88,11394101.5,,,,,,,,,
0,0,0,0,14317502.5,8423714.375,,,,,,,,,
40727352.69,127326492.1,247464359.4,170189050.3,207604369.1,192588860.4,,,,,,,,,
7744017.813,0,8157757.5,18151188,17672436.5,1527450.375,,,,,,,,,
817691.125,0,982729.5625,772492.125,0,0,,,,,,,,,
3881374.813,2039919.625,7834584.25,7335157.5,10709303,11490823.25,,,,,,,,,
7154470.203,10213077.94,404353.3125,2112037.563,4488087.813,9378958.188,,,,,,,,,
554866.5,1018559.938,0,0,1244006.375,816927.625,,,,,,,,,
605955.25,1003932.063,0,2505459.75,792976.5,0,,,,,,,,,
22459109.63,34767871.91,32897548.38,68736089.59,112739741.2,132057586.7,,,,,,,,,
549801.8125,838404.875,0,0,2880712.25,1857967.75,,,,,,,,,
5468046.125,3703069.938,11116461.25,9762601,9646759.375,5552367.125,,,,,,,,,
21101128.38,22516281.88,37998856.75,38736465.94,91669130.75,61571517.19,,,,,,,,,
1646283.25,3745076.25,8789380.5,607693.4375,12454484.88,13431825.69,,,,,,,,,
6183074,5765783,6055647,8920661.5,2939089,9242389.125,,,,,,,,,
5192077.5,19597314,19245696,29403535,21467472.38,12570920,,,,,,,,,
1643001.125,0,2235150.25,0,3442721.938,3247909.688,,,,,,,,,
1635509.5,0,0,0,2091861.125,0,,,,,,,,,
2760056.5,1202977.375,0,2796333.25,0,0,,,,,,,,,
3428029.625,0,10353502,13023724,6791040.5,9869223.375,,,,,,,,,
334695.75,0,857278.0625,0,1450906.125,0,,,,,,,,,
3459848.75,3150520.5,0,863246.125,4587320.5,3596312.75,,,,,,,,,
6580976.75,4181072.25,8774726.5,8485826.5,15647974.75,4680660.313,,,,,,,,,
448102.9063,1630928.5,0,1653097.25,0,0,,,,,,,,,
1042437,2236961,1854665,7814527.25,3602223.75,1671595.5,,,,,,,,,
54453094.75,40391708.63,67764981.63,153724235.4,103337136.1,52851530.75,,,,,,,,,
1080037.125,2050151.25,4800051,8991268.5,3851680.125,1217437.375,,,,,,,,,
13810238.75,6327399.5,3378365.25,10794148,9894147.813,19768005.81,,,,,,,,,
1620395.188,991547.625,2867344.188,3033744.375,1323620.5,2815948.875,,,,,,,,,
9612699.5,4828914,14665785.5,10346011,35417566.25,47793476.84,,,,,,,,,
40088224.69,39921873.38,22490705.69,20460323.94,47670764.94,48511069.06,,,,,,,,,
63575093.88,33729963.75,108147362.8,137118752.5,96888451.13,72252249,,,,,,,,,
353463.9375,0,0,0,2491882.047,2057923.813,,,,,,,,,
2377719.25,8237065,0,3923606,14463723.31,15014514.75,,,,,,,,,
2084854.688,5653933.375,13733415.13,17144239.5,97636026.25,69457610.83,,,,,,,,,
659154.875,2254211.188,0,1642490.625,6268165.313,1573433.625,,,,,,,,,
47024744.38,95286846.13,222921320.4,183003101.2,908617042.7,644937106.6,,,,,,,,,
1919261.625,1995797.375,0,0,2194868,2213646.75,,,,,,,,,
1428574.125,1240537.438,6281387.75,14807413.44,4067950.5,3366358.5,,,,,,,,,
84876514.75,96049485.06,7126762.125,7776831.25,130179080.9,114023609.7,,,,,,,,,
3557543.688,10047624.73,2104007,5006233.5,5067743.344,3389290.625,,,,,,,,,
1329508.75,0,2073295.875,1656456.5,0,0,,,,,,,,,
1750371.875,11853624.38,4366597.625,5414069.625,40457294.75,28111229.56,,,,,,,,,
2720217.25,16983083.88,4850381.875,1689281.25,9328643.75,4847244.625,,,,,,,,,
809410.5625,605631.9375,0,0,5615542.625,18240284.34,,,,,,,,,
431826.7188,459155.5313,0,0,1967773.969,11226250,,,,,,,,,
23522971.63,70988172.88,55301083.5,63551035.69,88122368.25,104822336.9,,,,,,,,,
901714.125,2984827.813,870120.625,1610930.625,26496700.56,20229951.94,,,,,,,,,
6481426.5,7648519,7076917.5,7970625.5,4290450.375,13006971.38,,,,,,,,,
1297315.75,0,2275576.75,1545215.75,0,0,,,,,,,,,
6684836.625,29996365.5,37077487.25,58732357.75,107257619,80575879.63,,,,,,,,,
1636364,0,1569833.625,8107371.5,873825.0625,703284.6875,,,,,,,,,
5279054,0,0,8732871.875,1886465.375,5122217.688,,,,,,,,,
1253917.25,1125034.25,0,0,0,0,,,,,,,,,
259414.4219,615532,0,120367.3516,3708446.938,1703281.156,,,,,,,,,
16139614.13,15035265.88,10963120.75,10261677.25,60713846.13,27798643.25,,,,,,,,,
4904903.5,22625590.81,18356449.38,51434763.5,3838032.875,6940128.875,,,,,,,,,
635788.875,0,0,0,0,296303.2188,,,,,,,,,
2903406.25,4107117.563,5819475.5,0,0,0,,,,,,,,,
61392747.88,55582778.34,46049729.13,75885122.25,115652467,109190674.3,,,,,,,,,
2943043.25,9888891.875,6521507.625,23320166.63,0,0,,,,,,,,,
30117342.25,42111956.06,11810512.25,45971010.56,0,22382041.56,,,,,,,,,
3660587.5,1341041.656,608391.125,3427858.313,4310689.75,3638456.438,,,,,,,,,
1830302.969,0,361791.2188,5513501.719,826602.9688,1739253.031,,,,,,,,,
18620736.5,25662987,17328477.47,19617853.09,41604076.47,24876488.75,,,,,,,,,
14755282.31,24535394.25,10322214.13,20710201.13,27182960.81,25798676.31,,,,,,,,,
2544917.75,2541196.5,0,2138212,3968675.5,3531686.25,,,,,,,,,
14878608.25,12008320.13,9751649.25,40580572.5,68190701.88,34638450.63,,,,,,,,,
396154774.9,470646776.3,295030809.5,360212443.5,128891122.3,187584342,,,,,,,,,
1804792.625,0,0,0,1051829.5,1616093.5,,,,,,,,,
304824666.6,374681574.2,463859548.2,636410682.4,591457513,476364853.3,,,,,,,,,
178700.2969,0,0,0,0,0,,,,,,,,,
24188349.5,28164220.25,17245273.63,36963882.75,37862147.88,12009188.88,,,,,,,,,
7380538.688,5948328,3405405.375,5945702,10242829.88,12937811.09,,,,,,,,,
3702352.188,4493802.313,3736569,4622877.438,19343596,5217210.188,,,,,,,,,
12350315.94,28785676.13,14435422.5,38630673.38,52181493.16,52079482.31,,,,,,,,,
13467329.75,31604264.63,30325643,41637641.88,58717654.34,39555482.63,,,,,,,,,
7975207.125,4054150.563,12842592.44,28245393.25,56907360.81,43046181.56,,,,,,,,,
2813738,1686632.875,0,0,25514452.25,5776843.25,,,,,,,,,
1153548.25,2301562.375,0,19234434.25,0,3906192.875,,,,,,,,,
1575888,1550735.375,3712824.75,4210799.5,0,0,,,,,,,,,
1197335.875,15103260.13,0,1185649.469,43707904.5,33811689.75,,,,,,,,,
3189858.813,11247334.81,31874830.5,40675395.88,24959228.88,32683898.06,,,,,,,,,
164928080.4,62879298.94,63700947.44,126124087.6,262840775.5,370354494,,,,,,,,,
197440.7344,733055.125,0,0,0,404949.3438,,,,,,,,,
9431170.813,14589231.88,17311989.13,36494589.38,78353692.25,45801764.69,,,,,,,,,
0,3579412.75,2667920.75,0,3806569.25,4401254.5,,,,,,,,,
12599841.88,13967847.84,8127294.125,1699985,6439209.25,4594165.5,,,,,,,,,
4138315.5,2286464.75,7545102,6541027.5,5665646,2334557.75,,,,,,,,,
20173187.31,16032500.75,30855698.63,56526674.75,18957780.13,13057556.38,,,,,,,,,
4693200.25,7325557,10321441.25,10679174.25,6258831.5,0,,,,,,,,,
258655.7344,10039285.69,7591731.5,6559992.75,29670696.22,12721710.5,,,,,,,,,
1206778.875,1008672.438,1434195.125,4062476.5,8596244.125,6466950.5,,,,,,,,,
17787200,34030021.94,27166423.38,15487635.81,27269946.13,31205420.5,,,,,,,,,
1340485.625,1376274.375,0,4259939.625,8418006,866691.1875,,,,,,,,,
3429040,3680461.75,12677203.19,16090146.5,11836110.25,11769245.63,,,,,,,,,
1002945.375,0,0,1827935.375,0,0,,,,,,,,,
2097462.25,0,0,0,4682900.875,3678858.75,,,,,,,,,
568981.125,600374.8125,0,0,939555.875,1296560.875,,,,,,,,,
7919989.5,9539646.25,1723677.375,4119571.625,2103212,0,,,,,,,,,
