Abundance Sample AM 36_1 (FFPE),Abundance Sample AM 36_3 (FFPE),Abundance Sample AM 37_1 (FFPE),Abundance Sample AM 37_2 (FFPE),Abundance Sample AM 36_4 (FF),Abundance Sample AM 36_5 (FF),,,,,,,,,
29505441.25,4100734.5,16783685.5,13802136.25,39377235.75,35454689.5,,,,,,,,,
1499440.563,2424199.188,0,1617143,3384912.563,3026357.875,,,,,,,,,
1818610.375,0,768162.8125,1271734.125,2853514.5,1848359.875,,,,,,,,,
31711193,82089763.06,25937724.88,78579287.06,31008659.22,26535074.28,,,,,,,,,
19486188.5,10398708.5,18872425.75,6426589.125,88909573,82775637.75,,,,,,,,,
3690248.25,1958315.031,1498078.125,2689849.375,7496444.813,9072937.688,,,,,,,,,
908416.9375,5144889.875,0,169033.6875,0,0,,,,,,,,,
1721680.813,2309241.188,747266,0,17694849.94,12375851,,,,,,,,,
4868351.875,6430527.875,11724920.25,5537446.625,55795494.19,24543850.63,,,,,,,,,
5579911.5,9340914.75,2712432,8055476.5,20768838.5,15470864.5,,,,,,,,,
123111264.9,167114929.5,229029773.6,239466361.5,398011149.9,345046461.4,,,,,,,,,
5626724.25,9170525.375,17034533.63,13146074.78,66680347.75,41575353.88,,,,,,,,,
1698399.5,2739013.813,0,2416889.25,22202464.19,14631378.38,,,,,,,,,
24811625.97,41736696.56,5333063.375,6518486.5,23255098.69,30483452.13,,,,,,,,,
4565499,18629952,21843254.56,51747869.88,24068792.19,19651666.63,,,,,,,,,
2286529,0,4638396.125,0,5062883.375,4641364.625,,,,,,,,,
10954919.86,34351202,32933229.38,27524415.63,24514014.92,34211860.72,,,,,,,,,
2698603.75,2150372.875,3028116.5,11638665.59,30157510.52,17195496.03,,,,,,,,,
13230903.63,9615587.75,9684213.625,7222676.75,59724349.16,49340559.69,,,,,,,,,
113971225.9,94868453.13,236243065.5,199017529,305956736.1,154980574.3,,,,,,,,,
2622476.25,0,8173138,3888087.25,5571874.375,1798160.25,,,,,,,,,
9275144.625,3098965,11364150,1510590.563,21792227.13,5408663.625,,,,,,,,,
1580862.75,20380891.44,4749766.25,10399149.5,48198307.75,38408464.41,,,,,,,,,
4700011.625,8736322.438,17913326,16302239,47803316.38,29051842.38,,,,,,,,,
46696473.5,91467625.5,75169318.75,70043911.06,89264501.38,72431217.56,,,,,,,,,
4575590,12125133,4863444,14230905,66099152.53,42986052.38,,,,,,,,,
249928.9219,0,0,0,149367.1563,413959.6563,,,,,,,,,
701052.125,0,0,680562.4375,1201353.75,0,,,,,,,,,
2476330.5,1416969,23171232,0,11889803.94,9550619.688,,,,,,,,,
820276.8125,0,0,0,0,0,,,,,,,,,
891659.875,1844855.25,0,8452816.453,62370442.06,11664045.38,,,,,,,,,
1733138.625,2389910.75,0,1608435.375,6652231.5,3245303.375,,,,,,,,,
4029707.75,0,0,0,3354964.5,0,,,,,,,,,
11767387.38,10897754.63,10570875.19,14153951.13,10007822.56,8693951.75,,,,,,,,,
7251820,0,0,0,10642924,0,,,,,,,,,
34003390.25,54887531.06,72450789.5,106356250.5,51891127.19,40483971.28,,,,,,,,,
845805.6875,0,5092484.313,5167836.75,7714209.25,2755106.25,,,,,,,,,
971413.9375,2304480.75,4263502.5,10062528,7137982.25,1828958.5,,,,,,,,,
23518736,27211366.5,39409527.25,25762453,40558848.69,42403912.31,,,,,,,,,
416000.5938,0,0,0,2232592,410829.25,,,,,,,,,
17014609.5,12502218.75,13656999,9594804.25,40582503,22085772.75,,,,,,,,,
9117680.25,15962492.88,3651718.75,18151146.63,20865162,20718863.75,,,,,,,,,
4560618.5,0,0,0,0,4240785.5,,,,,,,,,
934969.5625,2412080,0,0,0,1828338.25,,,,,,,,,
13036366.94,16966049,25337410.25,50223830.31,101959533.3,48759383.25,,,,,,,,,
3834191.25,8745965.406,0,4378354.25,17954846.75,21535057.75,,,,,,,,,
785249.625,1052352.5,0,0,1094647.25,1112313.75,,,,,,,,,
932718.25,1360433.625,0,0,0,0,,,,,,,,,
1462356.25,2211500.75,3342025.5,10283511,9543844,7297304,,,,,,,,,
2010245.125,0,2947843.25,4268294,3067200.75,1155353.5,,,,,,,,,
1267139.875,0,0,1855913.875,6117292,2663839.5,,,,,,,,,
4283971.5,2953143.875,1476211.25,20395597.94,29333922.75,22269039.88,,,,,,,,,
1204455.375,0,0,0,0,0,,,,,,,,,
5584872.5,3266439.75,3009324,3803370.25,4375575.5,3583924.75,,,,,,,,,
1453230.25,406519.9063,0,0,1709923,0,,,,,,,,,
2013192,3629647.313,0,1412725.375,2783726.25,3395759.875,,,,,,,,,
10732395.75,26601303.25,2310096.375,9915654.125,4316447,3781771,,,,,,,,,
372521.3438,0,0,143908.1719,190574.4219,0,,,,,,,,,
6651625,7563574.75,0,3430750.625,14639711.91,9923814.5,,,,,,,,,
17980194,8550825.875,9101578.25,7396803,62280914.88,26853519.13,,,,,,,,,
7568662.375,6137301.625,0,16133649.75,24171388,11243203.25,,,,,,,,,
867159.375,0,0,1038936.813,0,0,,,,,,,,,
8694724.875,6547855.25,8926376.438,10475937.75,11828298.25,8263618.75,,,,,,,,,
890426.0625,1627521,0,526283.875,9375728.125,5762149.719,,,,,,,,,
9196405.625,9253636.813,10309651.38,35106630.75,5176377.5,0,,,,,,,,,
235077.875,2604168.813,2281119.656,3791593.906,8606602.734,2704668.5,,,,,,,,,
3786615.688,7924400.25,5753969.5,1949100.406,5773790.125,4625779.438,,,,,,,,,
4369702.5,8759460.813,0,566363.4375,11848576.5,6589000.688,,,,,,,,,
1426293.875,0,0,0,0,329072.0313,,,,,,,,,
5964962.375,0,0,0,0,0,,,,,,,,,
0,0,0,0,2306397.688,2158294.969,,,,,,,,,
4853790,4184087,7517839,14854804,9103952,5289870.5,,,,,,,,,
163343.7969,0,0,0,0,0,,,,,,,,,
2663840.5,27460662,8626870.75,6160082.625,9117801.438,4868223.5,,,,,,,,,
766785.5,3577045.5,4355921.875,2765161.125,8880425.375,8777842.5,,,,,,,,,
3751471.75,3639859.438,610991.1875,5123033.625,0,4738891.5,,,,,,,,,
97123227,99314643.38,77076638.38,110929785.8,194698460.9,144966872.8,,,,,,,,,
5561864.375,7132354.75,3772918.125,12041082.25,8602368.25,5312976.25,,,,,,,,,
14277946.56,2007780.875,5535884.375,15519443.56,2202649.5,2675849.75,,,,,,,,,
1341317.125,1755215.875,0,0,1495972.125,0,,,,,,,,,
739130.3125,0,459182.3125,0,0,0,,,,,,,,,
47680407.88,59826906.5,56522161.5,79138227.39,97486821.5,100913746,,,,,,,,,
10723821.94,14839664.75,3552228,2987695.875,15006081.75,12994816.25,,,,,,,,,
7017777.375,14046219.75,11577158,20375989.5,56765667,45068596,,,,,,,,,
1142157,7743671.313,7259370.75,1182374,3574305.25,3162729.75,,,,,,,,,
1150017,0,0,2568317,467312.3125,524970.625,,,,,,,,,
22707611,35402079.31,48892838.44,60888682.5,97583512.5,91719323.5,,,,,,,,,
813570.8125,825568.6875,0,0,0,1812166.875,,,,,,,,,
6682013,0,15472959.5,18655784,20625254,7099911,,,,,,,,,
827509.4375,0,0,0,0,0,,,,,,,,,
2035753,684786.4375,1704905.125,16746589,29353041,10556965,,,,,,,,,
39326930.5,53053187.94,20861649.88,44286577.38,42746868.66,53869609.06,,,,,,,,,
5053504.5,4832808.5,1241254.375,1852141,0,7272527.234,,,,,,,,,
1600194.25,1219817.125,1911970.25,2455105.156,977698.5,990454.625,,,,,,,,,
712384.125,0,0,0,5381879.125,0,,,,,,,,,
43778538.13,71309256.88,39035023.88,62043423.75,74219944.63,44771810.63,,,,,,,,,
2664250,4630338.438,25212164.75,5543740.25,0,3716789.313,,,,,,,,,
694016.5,37226163.75,2229634.25,1059582.125,643716.375,1400548.5,,,,,,,,,
3255211,2800924.938,0,20605656,12601701.19,7444170,,,,,,,,,
8942551.813,35278966.88,35659888.56,20557164.25,113256449.9,70882322.81,,,,,,,,,
12474420,13313638.25,19278114,18403858.19,44251867.31,17558835.06,,,,,,,,,
9258401.25,8451401,27802933.5,25179576,4354218.75,8741608.625,,,,,,,,,
1003145.938,0,0,0,0,0,,,,,,,,,
891535.3125,0,1146783.75,1160957.25,0,3276179.25,,,,,,,,,
1162589.25,0,5984304,0,6823088.25,8518386.625,,,,,,,,,
15943892.13,25745279.63,65323499.5,43501339.25,28351122.88,20650808.88,,,,,,,,,
9209410.063,9341553.875,11011340.75,20339563.38,24328468,18525250.84,,,,,,,,,
929488.0625,0,0,0,952432.9375,0,,,,,,,,,
2566501,0,4971192.5,0,5624618,2805515.75,,,,,,,,,
52950645.38,31948589.38,35643158.38,132631868.8,20389955.75,28541690.27,,,,,,,,,
10124139.5,19574154.25,23488831.13,31872447.81,42834034.22,37178707.81,,,,,,,,,
856874.0938,0,0,0,0,0,,,,,,,,,
0,2729077.5,5444238,0,5241665.875,1763286.25,,,,,,,,,
3446537.125,9150914.625,4648288.094,759473.9375,38344431.81,40659279.09,,,,,,,,,
105944183.1,96682550.44,176830676.4,207950371,211312427.6,80190524.13,,,,,,,,,
704897.6875,4974158.25,4123038,4746232,9299376.75,7936056.813,,,,,,,,,
139456482.3,153258684.1,56223788.56,87972295.25,234995758.8,231090088.9,,,,,,,,,
22668798.25,22540048.13,39434178.5,6900838.25,16777665.13,9037749.531,,,,,,,,,
11622066.69,34821730.38,41617768.25,44049803.13,164886476,58941687.75,,,,,,,,,
2695116.563,2291079.75,2336486.25,5694834.125,1238233.75,774480.25,,,,,,,,,
983775.9375,0,0,1137682.5,0,0,,,,,,,,,
13721906.25,2873066.5,14403807.56,20808897.75,39121750.25,16884291.97,,,,,,,,,
8000321.75,9511597.477,2124516.438,4574165.75,13707006.75,17477652.66,,,,,,,,,
139762237.4,148485140.3,294278108.6,599933491.8,549999832.9,432954329,,,,,,,,,
3562366.75,6083445.75,13498922.25,4758591.5,10748886.69,7874314.25,,,,,,,,,
2999367.75,4094478.25,8727061.5,17688890,30273276.63,17120607.31,,,,,,,,,
3318171.75,13672077.53,2142075.25,21548844,59520845.25,31283981.13,,,,,,,,,
0,4044697.813,4044694.125,2322986.75,4234187.625,4599232.625,,,,,,,,,
862203.5,631493,1336872.75,1517595.375,3409188,3494297.125,,,,,,,,,
10107572.38,12150886.81,5758357.016,12406148.56,43371790.06,12621211.75,,,,,,,,,
5309128,0,4418206,5035680.5,7510840.5,0,,,,,,,,,
21043051.25,14224649.03,11230384,17858367.5,37899609.16,30360451.25,,,,,,,,,
331629.8125,2063879,0,1898068.375,19353016.41,3802127.625,,,,,,,,,
0,0,8580562.75,649757.8125,2239781.25,1709629.5,,,,,,,,,
2503839.75,3562661.75,9316806.625,8795633.125,19011011.88,10814753.75,,,,,,,,,
4583833,4317472.5,1745054.875,2010640.875,17878945.22,7576914.656,,,,,,,,,
6414026.75,13285986.25,0,6873891.125,0,0,,,,,,,,,
5745945.875,3051008.25,9143277,4956361.875,13015754.13,4877324.25,,,,,,,,,
0,490114.125,2700219.5,3312360.75,1742549.5,0,,,,,,,,,
6865978.5,0,8168104,11833931,18141214,11644155,,,,,,,,,
16100152.88,32576904.88,36252834,51794867.5,64055684.94,46272036.88,,,,,,,,,
9139482.875,5805081.5,9975142.75,11832196.75,17424271,12269555.25,,,,,,,,,
5877700.625,19896880.5,0,0,795513.375,20340176.19,,,,,,,,,
120137443.4,98891355.25,260113716.5,469190722.7,188754210.5,185293507.2,,,,,,,,,
81723156.63,46422128.38,44492451.88,27368440.38,161627749.2,126408879.5,,,,,,,,,
25945669.75,46344391.75,83557322.25,45044542.3,150171473.4,108498709.2,,,,,,,,,
472026.0625,468489.4063,817734.0625,844046,1081188.125,761530.625,,,,,,,,,
887911.25,627385,0,0,0,0,,,,,,,,,
1035193.438,439686.25,15141099.75,13669892.25,0,143797.7344,,,,,,,,,
8239183,10051716.88,17375812,5511656,1303632.875,3564262.063,,,,,,,,,
78873811.25,161543292.3,211142637.5,233494406,430831177.7,342324041.8,,,,,,,,,
2598948.5,447704.1875,1469465.625,25125096.25,9470537.125,7033804,,,,,,,,,
2893241.188,8821571.25,0,2550080.5,35594848.5,6670932.25,,,,,,,,,
2150965.5,453144.2813,0,1341914.063,6689804.188,6550637.625,,,,,,,,,
1099997.25,0,0,0,1135304.625,1034636.563,,,,,,,,,
1673924.75,0,0,0,0,0,,,,,,,,,
5103289.5,0,0,0,0,0,,,,,,,,,
1083471,0,882524.8125,3265602.75,5773076.578,4759920.531,,,,,,,,,
69508789.31,71456188.25,55667847.94,70846146,19338295,83737695.75,,,,,,,,,
4346984,1483627.625,0,2000391,2291769.75,2838509.875,,,,,,,,,
4863212.75,0,3326495.125,3499562.125,2561955,3250102.375,,,,,,,,,
8898499.313,9590597.125,3189841.25,12842749.25,21992812.19,9077136,,,,,,,,,
124874885.8,184554809.7,84390206,124736695,233786833.5,234766165.4,,,,,,,,,
1147253.5,0,1463054.625,2699707.813,1338331,0,,,,,,,,,
25442169.41,37028063.97,23630934.88,48398211.88,134201294.7,87966588.69,,,,,,,,,
1126988.75,743218.6875,3290187.625,0,2957198.5,2434339.875,,,,,,,,,
5006968.25,2793724.75,6328470.5,0,9793845.375,5507813.375,,,,,,,,,
607520.0625,0,0,0,778049.125,783307.9375,,,,,,,,,
225557.4844,0,0,0,0,0,,,,,,,,,
2623335.5,0,1549142.875,2779151,0,0,,,,,,,,,
1269929,0,0,692823.1875,1674495.625,0,,,,,,,,,
1488278.563,2843345.375,8144528.5,5370430.688,36257512.56,27643337.78,,,,,,,,,
33400574.25,47575585.25,45263840.25,65107632.75,102241468,83307541.88,,,,,,,,,
1421008.625,2629512.063,0,0,4783988.875,2906768.375,,,,,,,,,
1450136,0,7694799.875,8328748.375,17168219.5,13218442.63,,,,,,,,,
124770460.9,137398418.7,123834577.8,208011867.9,406763927.2,266755288.9,,,,,,,,,
5571703.125,6352927.813,1163725.25,10429939,8581150.063,14233942.5,,,,,,,,,
1302340.625,1488922.125,0,0,2845899.063,2452270.188,,,,,,,,,
2015176,0,2478470.25,3272890.25,0,0,,,,,,,,,
5996911.375,4363097.391,3531057,14183345.25,62124373.66,21275341.5,,,,,,,,,
130582512.8,122346285.9,156273074,231495882.9,226974244.6,96192018.63,,,,,,,,,
5423308,0,0,0,22021279.5,12523979.53,,,,,,,,,
4410883.25,6899457.688,4756820.438,57424441.81,30313563.13,66121070.63,,,,,,,,,
1269773.625,1201412.875,2697127,0,4515761.313,1867643.875,,,,,,,,,
336791.0313,0,0,0,1103630.875,2142493.313,,,,,,,,,
31862888.25,2528681.75,32005415.69,5654629.5,55657411.06,19175643.75,,,,,,,,,
414618.7188,505075.1563,0,0,1753640.875,1358365.5,,,,,,,,,
1215369.5,2290197.5,673048,0,0,2123029.813,,,,,,,,,
4429916.75,5147922.5,5455546.75,11233680.25,19143245.5,11612553.06,,,,,,,,,
31153984.69,26162710.31,27025383.19,18785482.5,28205432.56,24217962,,,,,,,,,
36851819.75,34845186,75546894.25,84276819.38,60119310.38,60533196.63,,,,,,,,,
2568946.75,3258747.75,0,0,3634963,2414671.5,,,,,,,,,
2031027.625,2100866.25,2717017.25,0,17955514.75,7663141.5,,,,,,,,,
1402186.625,0,0,0,0,0,,,,,,,,,
0,0,2651924.75,2656232.75,4558168.5,0,,,,,,,,,
2374075.75,4044694.75,5876894.5,3077513.5,5008456,7811615.5,,,,,,,,,
1339167.625,0,0,3223146.25,3857305.375,1003882.125,,,,,,,,,
1123861.875,3589083.344,1693305,8054415.75,16868855.25,14504064,,,,,,,,,
8220162.188,26211833.19,4963400,5803858,14138387.88,14389218.38,,,,,,,,,
2528429.125,1176130.875,0,4140510.5,10156039.25,5359224,,,,,,,,,
935139.875,771137.375,0,3094009,6990202.625,6470750.625,,,,,,,,,
2876270.375,4628524,2032884.25,7145689.5,9739573.875,3581918.313,,,,,,,,,
3335842.5,0,7146406,7406060,0,0,,,,,,,,,
1137581.25,1367269.375,0,526532.9375,2180941.25,2423467.5,,,,,,,,,
16299043.25,19262011.59,43926498.27,57467637.38,50756891.25,41792063.47,,,,,,,,,
1088667.375,0,0,3287959.75,3166046.25,18919344.13,,,,,,,,,
15196994,7984208.5,20306235.5,20261865.31,56069214.88,46539641.5,,,,,,,,,
3826210.469,2783929.656,0,0,0,0,,,,,,,,,
714388.0625,0,1199140.875,2166327,1816837.125,0,,,,,,,,,
1737018,0,0,5012126.375,1549063,1262552.75,,,,,,,,,
2636692.625,0,0,0,0,1731608.125,,,,,,,,,
9823505.75,7166643.25,8742068.75,11834247,15992339.13,11690810,,,,,,,,,
2617756.75,2537101.75,610745.6875,5191104,8958884.156,7795304.125,,,,,,,,,
2902269.5,5142457.5,7287244,0,1510087.875,1291083.875,,,,,,,,,
5355430.375,6634509.406,0,9348178.125,15090945.69,17679329.47,,,,,,,,,
19305166.63,26772096.25,6611273.125,0,41582077.63,28523128.81,,,,,,,,,
592273,10217215.56,17594331.94,18015482,98331548.69,92644959.69,,,,,,,,,
1161264.625,0,0,0,0,1382965.5,,,,,,,,,
9408129.938,2429715.094,11099222.25,4937204.75,30544100.88,39920855,,,,,,,,,
22199084.5,22303083.56,28634926.81,20291627.63,58415956.5,45528377.56,,,,,,,,,
1919341.375,0,0,0,0,0,,,,,,,,,
4905858.875,6463115.594,4136493.188,25942205.69,15573008.19,14855408.38,,,,,,,,,
5099317.375,6061444.063,10865228.75,17081441.25,25604284.25,21376495.75,,,,,,,,,
185044.0781,0,0,0,0,0,,,,,,,,,
0,0,0,0,2090700.5,1161123.25,,,,,,,,,
5518264.5,2077669.375,0,10513555,10172072.5,7257281.25,,,,,,,,,
26941607.63,33258235.88,43784112.38,63728091,93164168.81,85376571.81,,,,,,,,,
7951797.5,22976218,15791966.5,24790203.38,35279123.81,54325688.44,,,,,,,,,
907194.375,2564630.5,2355264.25,0,10064481.75,8794413.75,,,,,,,,,
2654781.188,0,0,0,15471655.44,7121867.125,,,,,,,,,
2577361.25,2324508.5,3057250,3746502.75,4629225,3778935.5,,,,,,,,,
5602477.625,8558848.75,14840349.75,20327315,46779611.06,47415247.25,,,,,,,,,
1509783.25,2801863.938,0,650898.9688,4257739.875,4839867.094,,,,,,,,,
1677203.375,0,0,0,2440567.625,2607329.875,,,,,,,,,
0,1869243.75,0,4667969,9669827.875,3849961.375,,,,,,,,,
0,1844257.5,0,0,1079292.25,0,,,,,,,,,
0,3410491.375,222658.5781,0,963573.625,1137036.25,,,,,,,,,
0,735702.6875,2332106.25,4239186.75,1495432.875,1089694.5,,,,,,,,,
0,2618458.75,3755735.75,2656243.5,1836592.25,3918077.5,,,,,,,,,
0,1382329.125,226644.75,0,1680421.25,1693301.375,,,,,,,,,
0,675886.7188,0,0,0,0,,,,,,,,,
0,907243.1875,0,0,969625.1875,1402789.625,,,,,,,,,
0,0,2239277.25,0,0,0,,,,,,,,,
0,1488609.5,0,0,11226322.63,9305386.75,,,,,,,,,
0,1634053.75,3018054.75,0,0,0,,,,,,,,,
0,1616687.5,0,0,0,0,,,,,,,,,
0,1526450.375,0,1029359.281,6874852.813,7760837.063,,,,,,,,,
0,828847.0625,1268325.5,0,1293813.5,470056.25,,,,,,,,,
0,1185293,0,0,0,0,,,,,,,,,
0,9575846.063,0,3338612.75,6406351.313,7103600.5,,,,,,,,,
0,4918055,0,0,0,6489212.75,,,,,,,,,
0,1581216.875,0,0,654009.75,0,,,,,,,,,
0,934906.25,0,0,1141721.875,4006953.375,,,,,,,,,
0,551899.1875,140853.6094,132786.5156,209790.3906,0,,,,,,,,,
0,0,2075812.625,2080338.125,2619018.375,807545.125,,,,,,,,,
0,516728.625,0,200210.4688,4807160.125,3374307,,,,,,,,,
0,467969.3125,3963966,3760728.25,203582.8125,0,,,,,,,,,
0,1444369.125,0,0,1207586.5,0,,,,,,,,,
0,2473006,10582023.25,3858050.5,8995764.75,3825664.688,,,,,,,,,
0,656539.25,0,0,0,0,,,,,,,,,
0,498707.8125,0,1451935,0,0,,,,,,,,,
0,280318.2813,0,0,1636912.25,0,,,,,,,,,
0,1702097.25,4289446,1640201.25,0,5348760.75,,,,,,,,,
0,457974.3438,358350.3438,0,0,652787.625,,,,,,,,,
0,1013190.875,0,0,866471.3125,830108.0625,,,,,,,,,
0,950098.5625,0,0,0,0,,,,,,,,,
0,1591217.875,0,0,8720994.313,4629394.875,,,,,,,,,
0,2101143.125,2753954.75,6356374.75,10322850.75,12786504.25,,,,,,,,,
0,201914.75,522808.4375,0,1208588.258,0,,,,,,,,,
0,1692845.625,2887965.094,7003271.5,29938111,25399609.13,,,,,,,,,
0,3061056.188,0,0,2697924.375,2399812.75,,,,,,,,,
0,2055287.25,546151.25,4086293.75,0,0,,,,,,,,,
0,994017.8125,0,0,0,0,,,,,,,,,
0,3726647.813,11224992.38,6881979,4067714,8157307.5,,,,,,,,,
0,933554.1875,1334312.375,0,1446860.563,543760.125,,,,,,,,,
0,1187036.5,7293489.125,0,24515866.19,19542555.19,,,,,,,,,
0,9224331.406,0,1107577,2646510.516,2840643.719,,,,,,,,,
0,2734340.5,0,0,9389707.125,3135587.75,,,,,,,,,
0,1017816.875,0,11995469.25,31936191.75,12957085.63,,,,,,,,,
0,19116414,0,0,26402032,25330004,,,,,,,,,
0,3112229.875,3402191.25,3006832.5,0,0,,,,,,,,,
0,1673482,1158313.75,0,9982511.75,115572434.8,,,,,,,,,
0,2466021,2325780.5,2242759.25,3491110.188,807515.6875,,,,,,,,,
0,1081222.5,1929465.625,6567796.125,11107662.75,9357267.875,,,,,,,,,
0,2377798.75,0,491540.0313,1946446.625,0,,,,,,,,,
0,771417.3125,555776.25,0,1343127.125,554141.875,,,,,,,,,
0,923945.1875,0,947615.375,1646253.125,0,,,,,,,,,
0,4812576.5,0,0,0,0,,,,,,,,,
0,3861988.875,4875487.875,7035527,6926879.219,8634422.25,,,,,,,,,
0,1220001,2119527.75,2816554.5,3565965,2782607,,,,,,,,,
0,1999342.313,0,0,0,0,,,,,,,,,
0,1513136.625,1359089.75,1643565.375,2893099.625,2399848,,,,,,,,,
0,6163234,0,6431273.5,3337488.5,3364146,,,,,,,,,
0,2532018.375,0,0,0,0,,,,,,,,,
0,0,0,0,1947911.125,1358151.625,,,,,,,,,
0,2274388.5,3523717.625,0,0,0,,,,,,,,,
0,770663.125,0,0,2157802.031,806387.9375,,,,,,,,,
0,540648,0,0,1168251.625,0,,,,,,,,,
0,2226176,0,0,5458102.375,3777750.75,,,,,,,,,
0,5074769.875,1863645.25,0,3353354,3217637.75,,,,,,,,,
0,681000.3125,0,0,0,0,,,,,,,,,
0,11610926,0,0,0,0,,,,,,,,,
0,2294517.25,0,0,0,0,,,,,,,,,
0,7308399.5,5165195.375,3823134.625,18114692,15805298.5,,,,,,,,,
0,1516339.125,0,0,1151871.125,1101500.25,,,,,,,,,
0,714645.1875,0,962338.375,0,1073885.875,,,,,,,,,
0,1346325.25,0,0,0,0,,,,,,,,,
0,1595246.75,0,0,4036027.125,0,,,,,,,,,
0,4990526.688,0,0,48759113.75,29544947.5,,,,,,,,,
0,598391.75,0,0,0,0,,,,,,,,,
0,951647.0625,0,0,0,0,,,,,,,,,
0,1123760.125,0,1409976,2561207,0,,,,,,,,,
0,2849719.125,0,0,25289297.19,54794293.38,,,,,,,,,
0,6656608.75,0,0,2348643.25,4453159,,,,,,,,,
0,827537.125,250811.125,0,0,125419.5156,,,,,,,,,
0,1901302.625,0,0,1899807.125,2899550.5,,,,,,,,,
0,4319473,0,0,2119647,0,,,,,,,,,
0,885611.3125,0,0,0,0,,,,,,,,,
0,1421025.625,0,0,0,0,,,,,,,,,
0,3205759.5,2730656,0,0,0,,,,,,,,,
0,125787.875,0,0,1525721.875,0,,,,,,,,,
0,1881975.25,0,0,932863,868707,,,,,,,,,
0,1685393.375,1964865.125,2204611.75,4247574,6223663,,,,,,,,,
0,1101724.75,0,0,0,0,,,,,,,,,
0,77043.60938,0,0,0,0,,,,,,,,,
0,4868204,14171598.75,9749378.875,8139640.5,7321403.063,,,,,,,,,
0,1040127.563,0,0,0,0,,,,,,,,,
0,8374903.5,3366120.375,0,0,0,,,,,,,,,
0,1238002.5,0,1608785.688,1573839.625,1318001.25,,,,,,,,,
0,3603061.75,12936372.25,3280480.75,0,8317373.5,,,,,,,,,
0,1704522.75,0,0,0,2051658.375,,,,,,,,,
0,3742007.25,0,0,1079774.75,1875588.375,,,,,,,,,
0,8780393,0,0,13466742.63,0,,,,,,,,,
0,3959495.625,0,3781904.75,0,1791630.75,,,,,,,,,
0,1093228.75,9116073.25,9142738,13747567.88,6530488.438,,,,,,,,,
0,25365226,0,0,0,0,,,,,,,,,
0,745684,0,0,19375079.63,4749258.125,,,,,,,,,
0,1322036.625,2794193.75,647985.25,2866469.5,3880991.844,,,,,,,,,
0,4367343.5,0,1593482.375,1131193,1701040.5,,,,,,,,,
0,2016030.75,0,1171398.5,7582574.438,5417796.75,,,,,,,,,
0,3766401.375,14663822,27383880,0,1495994.125,,,,,,,,,
0,1577529,0,12299487.75,0,3190798.313,,,,,,,,,
0,0,3852565.5,0,280960.5938,8873734.375,,,,,,,,,
0,271638.7813,0,0,0,0,,,,,,,,,
0,195841.8438,0,1546092.438,2657592.25,2628392,,,,,,,,,
0,6378982.5,3144853,4227482,6728431,4085469.25,,,,,,,,,
0,961206.375,0,0,0,0,,,,,,,,,
0,3351498.75,0,0,1814603,0,,,,,,,,,
0,1006187.938,0,0,1954937.5,0,,,,,,,,,
0,768478.5625,0,0,0,0,,,,,,,,,
0,1291453.5,1780073.875,1989228.625,963585.125,973441.375,,,,,,,,,
0,1929675.875,2003381.875,1759483.75,4421151,3089392.5,,,,,,,,,
0,1273389.5,2459347.75,1410474.5,1507542.125,0,,,,,,,,,
0,1074125.125,1216195.375,1153245,1373218,0,,,,,,,,,
0,1987169.438,2056227.875,2932661.125,9726714.063,8411676.75,,,,,,,,,
0,130851.5547,0,0,0,0,,,,,,,,,
0,636985.8125,0,0,0,0,,,,,,,,,
0,832303.3125,0,1491435.625,0,0,,,,,,,,,
0,0,0,0,277138.1563,481961,,,,,,,,,
0,4923379.5,855941.7031,2083922.734,138388.5625,2785061.75,,,,,,,,,
0,1708502.438,0,0,1332298,923371.0625,,,,,,,,,
0,2038678.25,0,0,0,0,,,,,,,,,
0,1185146.5,0,1820180.125,0,0,,,,,,,,,
0,958251,1777369.25,0,5594434.625,4962269.625,,,,,,,,,
0,6320544.25,2657675.5,0,17357701.63,14312866,,,,,,,,,
0,977140.875,3300391,3832367.5,8273017.25,5137217.5,,,,,,,,,
0,742718.9375,0,0,24665594.63,4814566.875,,,,,,,,,
0,2072422.375,0,0,0,4907843.5,,,,,,,,,
0,543394.25,0,0,2383637.5,0,,,,,,,,,
0,3199206.5,0,0,0,0,,,,,,,,,
0,2455474.25,6204450.5,4736388.813,3050925.5,1791785.75,,,,,,,,,
0,4101034.813,0,2689464.75,3580724,3626579.5,,,,,,,,,
0,1557277.75,2183204.5,949819.25,10228745.5,12137020.31,,,,,,,,,
0,433372.7813,0,658883.875,4564326.25,2743633.688,,,,,,,,,
0,1462058.375,0,1322257.25,0,0,,,,,,,,,
0,940653.4375,0,2037537.375,3152474.547,2596965.5,,,,,,,,,
0,1238655.75,0,0,21806488.75,0,,,,,,,,,
0,1527698.25,0,0,0,0,,,,,,,,,
0,1127800.5,0,0,0,0,,,,,,,,,
0,747745.8125,0,0,0,0,,,,,,,,,
0,1273322,0,0,0,1953848.5,,,,,,,,,
0,2823334.25,3623063,0,9889183.813,3253209,,,,,,,,,
0,1073458,0,0,0,0,,,,,,,,,
0,501480.375,0,0,1448705,0,,,,,,,,,
0,0,0,0,356431.375,0,,,,,,,,,
0,7862185.063,4942096,7242685.5,15640747.88,9525545.75,,,,,,,,,
0,756940.9375,1437805.25,0,2847754.313,3532950.688,,,,,,,,,
