"01H-Ctrl, #01","01H-Ctrl, #02","01H-Ctrl, #03","01H-VOR-dn, #01","01H-VOR-dn, #02","01H-VOR-dn, #03","01H-VOR-up, #01","01H-VOR-up, #02","01H-VOR-up, #03","01H-OKR-up, #01","01H-OKR-up, #02","01H-OKR-up, #03","24H-Ctrl, #01","24H-Ctrl, #02","24H-Ctrl, #03","24H-VOR-dn, #01","24H-VOR-dn, #02","24H-VOR-dn, #03","24H-VOR-up, #01","24H-VOR-up, #02","24H-VOR-up, #03","24H-OKR-up, #01","24H-OKR-up, #02","24H-OKR-up, #03"
0.991982008,1.019987365,1.03328579,1.012644148,1.032937188,1.004422043,0.893505594,1.028099106,0.915949409,0.971585186,1.080116944,1.058246562,1.035416393,0.939937683,1.012371356,1.028678017,1.032039818,1.009627154,1.018891669,0.926601598,1.04766336,1.02034065,0.955569348,0.991853216
1.016384533,1.000204961,0.980306796,1.017674811,0.972458133,1.033077599,1.048605873,0.974782673,1.002869758,1.031703253,0.997918121,0.973628107,1.025167651,1.012440923,1.007498718,1.020141514,0.946799386,1.003971978,1.045695898,0.986574768,0.963508206,1.003150345,0.984418034,0.984514624
1.07883155,1.01626627,0.94108753,1.074184371,0.922558403,1.00E+00,1.02159004,1.079136155,1.00067517,1.017774862,0.95141059,1.058526002,0.957607063,0.981679128,0.997658984,0.991362037,1.00228897,1.01016131,1.022197107,1.003164183,0.983079834,1.020302681,1.012771122,1.066894621
1.083959467,1.040186586,1.185694579,1.090588969,1.170178973,0.947258353,1.160793271,1.104516367,1.104369611,1.143229937,1.108962725,0.9065098,0.966058994,1.054937562,0.951435937,1.053780186,0.977330337,1.172705645,1.058829154,1.093267915,0.92809999,0.910034603,0.977309413,0.925582775
1.036947923,1.039571396,1.001871648,1.036719631,1.046432695,0.902132038,0.994148101,1.031655609,1.002923738,1.089622815,1.092997573,1.010569466,1.049430672,0.979857158,0.964819107,0.985369225,1.009668319,0.976220154,1.032721341,1.067061316,0.996535461,0.993678803,1.053365315,1.037644075
1.035758591,0.993122963,1.025360591,1.023929993,1.026206893,1.010886739,1.017905901,1.010001775,1.036893686,1.021540671,1.005646725,1.003867606,1.028134317,0.986631222,1.036373767,0.994763811,0.991809529,1.006621403,1.027911549,1.009163871,0.984018269,1.027781044,1.017828377,1.021067275
0.918805158,0.949137204,0.972089701,0.980231023,0.957342757,1.001756499,0.837553364,1.033693045,0.932074858,0.810488373,0.931514895,1.011693401,0.987874429,0.843849639,1.062923427,0.983842833,1.074610746,0.883187562,0.849550682,0.853926511,1.143468454,1.033488968,0.904561461,0.944447949
1.035623069,1.04951548,0.993370221,1.009266809,1.003755819,1.04171141,1.258730854,0.976641961,1.138246998,1.030525306,1.06534115,1.039580335,1.089365621,1.036065368,0.99325851,1.433005811,1.041539529,0.959422339,1.042902854,1.120585911,1.074167942,1.036874993,0.948176401,0.989472489
0.955190442,1.018265003,1.061898466,1.131056157,0.918157742,0.989434602,0.921369388,0.95114686,0.917278768,0.991263099,0.919074217,1.013556443,0.929891144,1.087928776,0.915234277,0.887253605,0.993507139,0.96573894,0.905301489,1.07191015,0.893963333,0.984661012,0.895409552,0.924258103
0.971939192,0.793505333,0.871630212,0.871439325,0.88211706,0.925616476,1.046042846,0.847179673,0.945446998,0.880521313,0.88571515,0.749421777,0.774357131,0.893867485,0.991964709,0.872917718,0.881819434,0.886821689,0.866237393,0.914065754,0.927559932,0.759242019,0.983323093,0.86156578
1.003849995,0.90867422,0.948939179,0.948173755,1.038799435,1.077288755,1.121049925,0.945931065,1.131544604,0.967107399,1.012371651,0.96254154,1.040801594,0.959885122,1.179545777,1.016919938,0.958326273,0.945322544,0.959292702,1.000300419,1.161621626,0.941984962,1.066154503,0.848200472
0.901226335,0.981365519,1.017306305,0.941399416,0.942892283,0.973769826,0.844357653,0.950749504,0.945375508,0.943452052,0.966323548,1.034692051,0.972933931,1.060661181,0.841471629,0.848574928,0.940537067,1.002832323,0.920539689,0.969510353,0.930901655,0.997694717,1.078345661,0.968089655
1.027960754,0.988282237,1.005861734,0.993458599,0.999617549,1.022911326,1.035923865,1.034088135,0.997424591,1.048831625,1.004114415,1.005931788,1.015065142,0.966136114,1.025993341,0.99601402,0.962485856,1.00E+00,0.968015209,1.025899619,1.001404103,0.974389747,0.950788252,1.003822277
1.029278493,1.070696697,1.032407007,1.024549601,1.019071875,0.916045661,1.034565783,1.004763466,1.030884906,0.992021466,1.037623168,1.026966691,1.072840523,0.978616054,1.049347114,1.015404607,0.994083705,0.996802677,1.076890132,1.087791113,1.146822638,1.069167313,1.002657116,1.036485098
0.934688733,0.982641068,0.892607556,0.955329593,0.955511599,1.004511609,0.84976629,1.002463796,0.897678229,0.896204713,0.890265154,1.032214545,0.936623135,1.07220284,0.957813382,1.058783299,1.040189375,0.993108412,0.90439572,0.969242372,1.063222142,1.025310576,0.989576513,0.933922423
0.999206176,1.006353448,1.043146741,0.95291722,1.032110636,0.947508743,1.068291048,1.003735295,1.034818742,0.968984418,0.993067327,0.950863232,0.939614745,1.022716816,0.958942653,1.032414066,0.953538621,1.019848907,0.980478071,1.005597088,0.991501313,0.94236169,0.923387325,0.907712079
1.026574836,0.994211722,1.013799967,1.032620664,0.988040305,1.070759157,1.032090433,1.014098703,1.036994097,1.043959074,1.02050063,1.00655551,0.999643675,1.020869147,1.003390411,1.01545468,0.981095876,1.04131328,1.028914509,0.998776202,1.029068833,0.97951799,1.006908867,1.032406558
1.031108196,1.021692365,0.972788087,1.023339273,1.018861071,1.123192672,0.994742809,0.98059861,0.937316877,1.006524767,0.928444902,0.945737904,1.001573211,1.032090514,1.143128869,1.031509587,1.032538189,1.025120741,0.965904034,0.972673708,1.06193317,0.982072181,0.943296262,1.020239107
1.023261935,0.970083296,1.062032776,1.037316681,1.045760786,0.966613416,0.975802932,1.009913229,0.946462379,1.02664329,1.035675758,0.969903496,0.942164378,1.071683901,0.925745043,0.937291954,0.981801118,1.010708196,1.015719472,1.023427166,0.959653729,0.940688822,0.960377051,0.998466813
0.978281105,0.970654124,0.991234071,1.015606124,1.02252619,0.964601835,0.96578154,0.988778663,0.990785496,0.96967738,1.036613725,0.968218287,1.009686179,1.038574583,1.003481799,0.982165409,1.015278877,0.975671617,1.018608945,0.989506703,1.00186701,1.005882345,1.013745392,0.965925004
0.992524331,0.950147697,0.9909279,1.062156133,1.062353396,0.988358618,0.965498501,0.915839711,1.0943605,0.951406414,1.038745026,1.056796954,1.130168971,1.03689793,0.880002183,0.85377294,1.000635043,0.81993661,1.011007788,0.992702319,1.056455618,1.028672563,0.962096294,0.907499208
0.947365396,1.010125431,1.016306239,0.995219283,1.130722009,1.055157119,0.988027643,0.992747047,0.927350231,1.175817312,0.956142599,1.040150002,1.049216515,1.054961594,0.862400527,0.94128056,0.976417307,1.162985298,0.868593614,1.137786015,0.927058043,1.053860151,0.873366173,1.061551435
0.988441677,0.992051639,0.962474739,0.997855499,0.983302627,1.026944554,0.981598743,1.003943428,0.991196017,0.982736364,1.012137594,1.034234441,0.965017589,1.017924154,0.995427706,0.99750532,1.039916945,0.985550258,0.957816381,0.977166016,1.040557789,1.001094838,1.030936461,1.036325501
1.010601215,0.989019457,1.003677187,0.992309859,0.985970288,1.034186847,1.032324969,0.993050362,0.994272696,1.014126981,0.977801574,0.960677671,0.980233091,1.005435183,1.006048045,1.016436832,0.968163961,0.999627988,1.002827081,0.973683886,0.971207061,0.978588918,0.968421658,0.967811073
0.985265789,1.007699115,1.021869114,1.016055164,1.017480471,0.962847875,0.985912066,1.01262549,0.994115145,1.030096818,1.002256729,0.998331738,0.952285049,1.018069845,1.003986628,0.963026336,1.03497366,1.007318476,1.009424269,1.0538681,1.008396849,1.122875367,1.025840221,1.018080506
1.049615728,0.986823171,1.015324043,1.00788178,1.055444463,0.995903376,1.198711627,1.083389826,1.381388995,0.94101719,1.206123384,0.92773616,0.897173526,0.984128711,0.880015735,1.207042318,0.83135541,1.018313595,1.23725564,0.983237145,1.267464566,0.836521258,1.141528195,0.988777031
0.90611705,0.911199805,1.004252923,1.028370805,1.058861991,0.97574758,1.011258233,0.921610864,1.021349213,0.973938941,1.083685569,0.891654502,0.890079074,1.047891575,0.972311042,0.965273441,0.894463701,0.989020586,1.017899916,1.055684423,1.172355273,0.866599696,0.960478992,0.868432322
0.978687607,1.049598123,0.940258558,0.985995583,0.893288967,0.974365531,1.017193735,0.955280095,0.919427016,0.957463891,0.985872555,0.997092313,1.027177407,1.03064377,1.005623668,1.00716258,0.94428753,0.929864218,1.008764057,0.995603366,0.983455619,0.938763628,0.968775964,1.025290173
1.042838019,0.974316693,0.883255872,0.880865131,0.88228511,0.916971986,0.987393354,0.966971684,0.909546634,0.893942596,0.922180951,1.059149556,0.920576456,0.932830298,1.040854286,1.103303777,0.96243739,0.926808438,0.8736535,0.942830122,1.043682314,1.031017563,0.969259497,1.028989284
0.983998998,0.982929925,0.993476906,0.982520434,0.974961099,1.047358447,1.033719884,0.974373526,1.0182141,0.941926444,1.017446356,0.964344103,0.949683817,1.047619793,1.041664206,1.027996356,0.945294669,1.030280224,0.980472151,1.005121497,1.065733662,0.907936759,0.987697062,0.990979341
1.003820684,0.978990376,0.995582439,1.002071768,0.998641218,1.016911603,0.967336288,1.056727021,1.04288171,0.985595658,0.978825196,1.041943177,0.98714974,0.994852713,0.939193518,0.972278638,1.049075598,1.002839822,0.994569314,1.006689017,1.020947266,0.990986035,1.059517706,1.05578394
0.965381429,0.997180351,0.977780121,0.997343085,1.003266173,0.991158081,0.987929782,0.9774573,0.978298145,0.980260477,1.017922672,0.994631146,1.002609432,1.025901742,0.991492297,0.983111362,0.981883361,1.01371204,1.015173056,0.996261358,1.000993601,0.982883046,1.014387274,0.995669169
1.103145165,0.990603574,1.015411362,1.076457254,1.002872591,1.001368346,1.01452627,1.021631669,0.991040677,1.01469842,1.011371581,1.005087938,1.007410027,0.950335434,1.02887455,1.001711277,0.992098773,1.005264713,1.00E+00,1.021706725,0.974508494,1.06309523,0.963371508,0.988396568
0.972759921,1.006318109,1.038001711,1.007346498,0.997023938,0.965203692,0.96431635,1.04776276,0.962660403,0.948463385,1.051650064,1.057897823,1.062708965,0.994477262,0.976863917,0.997971967,1.030715738,0.994464343,0.986216357,1.026102766,1.009822314,1.034774447,1.0101238,0.972710123
0.95014713,0.939046654,1.078593354,1.035803972,1.025244764,1.011648619,0.973463849,0.986101902,0.957278447,1.036190321,0.952081256,0.990824825,1.09031694,1.070583436,0.91524127,0.888843308,1.103739887,1.03086354,1.002261474,1.081281097,0.918019823,1.150049272,0.935333143,0.988099044
0.979889628,0.988573756,1.02289026,0.993259829,0.951994251,1.114307257,1.003201254,0.986048015,1.043972729,0.995976238,0.984144546,1.045657018,1.010650601,0.994504734,0.968778721,0.989091652,1.012971875,1.022261534,0.989563633,0.968344965,1.008964494,1.021664781,1.033670748,1.009592735
0.977753923,0.995643289,0.968984604,1.003485747,0.982513408,0.989939106,1.010312991,0.985439643,0.986784621,0.971869283,1.008722871,0.993174535,1.00884504,0.965294556,1.01671105,1.05984607,1.010513827,1.006207697,1.01349351,0.983431817,1.000542571,0.984195689,1.001061246,0.9723937
0.936239794,0.987902714,0.995490249,1.001887737,1.009308462,1.113905811,0.987816169,0.942503719,0.991490444,0.992209967,1.008641823,0.963537979,0.939418723,1.017890163,0.954613341,0.970636178,0.957490963,1.00786753,0.96692305,0.954162831,1.008246769,0.907416292,1.04081835,0.914970394
0.955271278,0.99533531,0.938244512,0.950324845,0.967549984,0.992847573,1.010813086,0.930541255,0.96205419,1.043739278,0.960571245,0.91780063,0.922026261,0.962547261,1.009348583,1.016886059,0.93872814,0.947980345,0.918797866,0.985579058,0.930780217,0.995598316,0.969661578,0.962134434
0.989200159,1.014800858,0.963868743,1.022882176,0.963226437,1.023613325,0.976334667,0.98269575,0.954142674,0.979423076,0.96728622,0.989399115,1.003853528,1.027809722,1.031640083,0.993721123,1.019259601,1.014486652,1.021777761,0.971023834,0.980290494,1.008382052,0.992780343,1.021952451
0.964268485,1.067053302,1.034313771,0.971140759,0.975683804,0.97770663,1.037280377,1.135968357,1.019946566,0.973613695,1.038524765,1.05861371,1.155260679,0.927277992,1.001157191,1.027557372,1.036020164,1.016673435,1.00658874,0.96302819,0.98545569,1.02885574,1.086905581,1.013742272
0.940340123,1.006227624,1.025811209,0.975723139,0.985816072,1.005544455,0.926944603,1.003626741,0.93003608,1.016749425,0.904844968,1.060277962,1.111237245,0.96669033,0.96268359,0.937432606,1.039476577,0.970922413,0.967041633,0.992864693,1.000474965,0.993833511,0.941097117,0.997760607
0.959933476,0.97561467,1.048728428,1.001162849,1.058622398,0.991537494,0.992926498,0.997235355,0.984693548,1.077588663,1.004995088,0.95287143,0.930637438,1.044269418,0.956221911,0.96537812,0.978075818,1.019788552,0.964763335,1.078217689,0.970975117,0.931302022,0.973674632,0.960337829
0.796718074,0.764188702,1.094790009,0.996091326,1.022726647,1.031756408,0.918582581,0.698586186,1.16023153,1.07089628,1.170527449,1.122801105,1.517870983,0.934477532,0.986733579,1.03409333,1.468368262,0.993833891,1.180132388,1.025265684,1.097170532,1.32271584,1.125843844,0.714311487
0.995739174,1.018297823,1.014167691,0.984104225,1.016817832,1.019226764,1.024298667,1.019021148,1.032932028,1.000929686,1.006820627,1.015749248,0.973589587,0.990335858,0.988690414,1.00079145,0.995725367,1.027024882,1.000888005,0.989344342,1.03559395,0.983827811,0.991191635,1.011330797
0.979974487,0.988023752,1.050560055,1.010069145,0.973706208,1.011299451,0.967164798,0.976788725,1.001689609,0.952378032,1.015527099,1.014936499,1.084459774,1.012066768,0.995070827,0.991303887,1.021027816,0.970980366,0.986693142,1.001932831,1.019573918,1.070538949,1.048152196,0.991117024
0.924399934,0.986119714,0.968124073,1.050807914,1.044246466,1.050593499,0.944382422,1.110053291,0.96288192,1.118477072,0.964726954,1.027544945,1.044099064,1.041270695,0.908771624,0.930325321,0.994926786,1.068532747,0.925345572,1.096233128,0.93729411,0.982756388,0.938726277,1.030095312
0.997382259,1.032205247,0.900945535,0.901834356,0.888845699,0.890904363,0.908845518,0.990075805,0.966729908,0.910388339,0.972477248,1.020957145,1.028125175,0.852807161,0.996443851,0.870220759,1.059426265,0.833767532,0.936577378,0.812591812,0.961807069,1.083290275,0.978652506,1.004001677
0.966008454,0.900596851,1.091789118,0.906425447,1.0831212,0.858007821,0.986649386,0.838964101,1.073788113,0.830412474,1.07951385,0.934170637,0.956110393,1.291084411,0.977318872,1.01159057,0.858656566,1.096133292,1.063319463,1.003313173,1.00902584,0.965355435,1.032031208,0.853092716
0.985573787,0.991588373,0.978724568,0.999360014,1.00606171,0.947410703,0.982815805,1.009857516,1.003772875,1.008400317,1.008220743,1.012955649,1.023666676,0.993947857,0.969273157,1.00016208,1.026214649,0.978110758,1.014115512,1.029942084,1.023731479,0.988720884,0.99721636,0.998818255
1.03348079,1.000427438,0.980392579,0.929498657,1.014000646,0.922012398,0.902259479,0.880789842,1.029319384,0.957247902,0.980829957,0.962474817,0.971705338,1.035575384,0.931662512,1.137965067,1.027352834,1.07923963,0.939113195,0.992550952,0.96560166,0.873045514,1.006253073,1.018219726
0.984085969,0.979862591,0.964044017,0.998307875,0.992011723,0.951951873,0.997494753,1.034602436,1.000250205,1.02760643,1.042207624,0.985635371,1.0370842,0.987344698,1.003984425,1.006996603,1.031943461,1.000957496,1.012344584,1.028759982,0.99570967,1.020370719,1.029867731,1.019224962
0.989809466,1.033756555,1.033562277,1.093469154,1.007429885,1.042909195,0.922296325,1.015890574,1.011015605,0.99689055,1.005012986,1.176401498,1.088176678,0.942749864,0.96717945,0.919374936,1.091938236,1.037749343,1.029135701,0.995477552,1.03311911,1.089346566,1.032389666,0.999526032
1.00E+00,1.035238639,1.006574692,1.002164275,1.018758106,0.969567407,0.98970963,1.033596531,0.995044788,0.974833314,1.024359522,1.02253324,1.008354381,0.969461443,1.006739553,0.977687759,0.976947279,1.021601951,0.9927982,1.003443114,1.0163242,1.023822201,1.021505489,1.040606283
1.227428278,1.073807634,0.822645655,1.249741785,0.87833878,1.072319127,1.301286916,1.03819319,0.888068074,0.975983521,0.837561383,0.897702376,0.893516792,0.913460805,1.15133256,1.128495418,0.874399311,1.000878791,0.814711077,1.20638077,1.064951839,0.867236337,0.756172711,1.049924455
0.988068561,1.010265045,0.991475561,0.989995445,0.980633046,0.993554865,0.992248383,1.028627491,0.995549866,0.981357529,0.948177394,0.989313818,0.995488361,1.018583437,0.930798483,0.952544449,0.999188568,1.008440604,0.985644485,0.97705153,1.009643958,0.966748032,0.97050861,1.016696895
0.888120343,0.893232852,0.999872258,1.048495304,1.002660063,1.029522004,0.94019378,0.897031712,0.943693923,0.948499156,0.9429038,0.890887392,0.889112173,1.010466703,0.916727068,0.900329657,0.930961742,0.996980361,0.917074306,1.020375215,0.907144075,0.916688087,0.907237319,0.917356289
1.004403123,0.9759086,1.007505688,1.001331653,1.007585583,0.969425237,1.004039118,0.985754324,1.035169754,1.046102787,1.008721395,0.96571047,1.013474962,1.004580338,0.991753994,0.991670689,1.029405688,0.99425693,1.011568943,1.032041743,0.990622538,0.970541253,0.983327545,0.977723314
0.988658384,0.999733597,1.007534813,1.00516234,0.986042833,1.058933443,0.991381892,1.006373698,0.989629886,0.990568913,0.975606212,1.018925243,0.980805009,0.997795393,0.970545101,0.977704068,1.001176237,1.033219315,0.970008098,1.000431646,1.016245029,1.002421881,0.974448511,1.017905969
1.058821235,1.049665148,1.025315146,1.015410802,1.019435564,1.015806228,1.064233742,1.056926581,1.07672861,1.054608023,1.015212124,1.010062325,0.952045038,0.976233904,1.007493038,1.008299654,0.963558358,1.031732601,0.987796238,1.014443881,1.043851016,0.983011419,0.973406543,1.025889374
1.008856803,1.076285169,1.052827969,1.000417041,1.035012235,0.982023808,1.042646843,1.026764835,1.060279091,1.024066527,1.010784919,1.023814723,1.050758353,0.937329988,0.994607304,0.94672084,1.011077245,1.03219486,1.021276364,1.053848082,1.004678983,1.026464708,1.040107377,1.042498541
1.075668009,0.987353186,1.041895568,0.966909734,1.012158306,0.98883337,1.021443405,0.881813707,0.951741118,0.987870656,0.951421775,0.920155692,1.022792049,1.066604878,0.93473167,1.137261321,1.030184511,1.062501252,0.826064093,1.002705153,0.956904882,1.041288386,0.863318415,1.01059878
0.990324223,0.994728792,1.024037592,0.944157612,1.008977587,0.970400645,1.020818174,0.985432791,1.04556742,0.971508667,0.978227679,0.979141921,0.966728704,0.919439133,0.959600214,1.005091236,0.98783629,1.039418986,0.954467877,0.995877216,1.040068233,0.986983589,0.980716438,0.980011666
0.968035121,0.954301407,0.973778898,1.023082139,0.951484492,1.026845514,0.991242191,0.947132157,1.028541403,0.985304636,0.978349115,0.953449236,0.892500938,0.991049794,0.983639901,1.021549347,0.995944253,1.005427458,0.972992287,1.019673932,0.978126033,0.943072467,1.049544566,0.964866922
1.036685746,1.01108057,1.050703973,0.986303398,1.019786367,1.034226395,1.048946355,1.033180589,1.101343979,1.00428706,0.992005973,1.010381611,0.990359917,1.052377166,0.957092051,0.965040076,1.006623073,1.034998651,0.989505418,0.974807805,0.930846374,0.999815435,1.089931848,1.053906135
