Intensity A1,Intensity A10,Intensity A11,Intensity A2,Intensity A3,Intensity A4,Intensity A5,Intensity A6,Intensity A7,Intensity A8,Intensity A9
9.11E+08,9.20E+08,1.77E+10,2.94E+08,1.88E+09,5.20E+09,8.58E+09,1.64E+10,1.80E+10,1.96E+10,1.67E+10
6.90E+08,1.28E+08,3.93E+10,2.18E+09,7.56E+09,1.95E+10,3.25E+10,4.09E+10,4.51E+10,4.77E+10,3.58E+10
0,0,0,0,0,0,0,0,0,0,0
7.69E+08,6.87E+08,6.19E+09,1.17E+09,1.49E+09,2.49E+09,3.97E+09,5.57E+09,6.54E+09,6.38E+09,5.97E+09
5.39E+07,5238800,1.54E+10,5.22E+08,1.70E+09,5.72E+09,1.05E+10,1.57E+10,1.73E+10,1.74E+10,1.44E+10
1.94E+08,7.74E+07,1.87E+10,8.51E+08,3.13E+09,9.81E+09,1.57E+10,1.80E+10,2.16E+10,2.10E+10,1.81E+10
4.63E+07,7.37E+07,2.66E+10,6.39E+08,1.92E+09,6.39E+09,1.33E+10,2.46E+10,2.67E+10,2.81E+10,2.33E+10
7.30E+08,2.41E+08,7.31E+10,3.16E+09,9.35E+09,3.00E+10,4.16E+10,6.79E+10,7.78E+10,7.62E+10,7.00E+10
7.23E+07,0,4.14E+09,1.11E+08,3.91E+08,1.88E+09,2.49E+09,4.15E+09,5.41E+09,5.60E+09,5.08E+09
9.60E+07,2.86E+08,1.52E+07,3.59E+08,3.35E+08,2.97E+08,1.72E+08,3.00E+07,2.63E+07,1.60E+07,1.03E+07
1.04E+08,6.62E+08,1.08E+07,6.84E+08,7.18E+08,6.11E+08,4.33E+08,2.38E+08,1.09E+08,0,0
0,0,3.53E+08,0,1.08E+08,2.71E+08,3.77E+08,5.90E+08,7.00E+08,5.43E+08,3.89E+08
3.67E+07,2.78E+07,7.21E+07,5237900,2.06E+07,1.68E+08,5.77E+07,1.69E+08,8.85E+07,6.84E+07,5.46E+07
2.68E+08,9.71E+07,2.78E+10,7.23E+08,2.74E+09,8.50E+09,1.61E+10,2.58E+10,3.07E+10,3.29E+10,2.80E+10
1.07E+07,6004000,1.28E+09,1.03E+07,7.61E+07,4.91E+08,4.30E+08,9.19E+08,9.40E+08,1.51E+09,1.20E+09
0,5.35E+07,2.16E+09,2.91E+07,3.10E+08,1.02E+09,1.40E+09,2.37E+09,2.74E+09,2.66E+09,2.29E+09
1.31E+09,1.53E+09,0,1.35E+09,9.73E+08,7.57E+08,3.51E+08,1.36E+08,9.97E+07,3.93E+07,3.15E+07
1.26E+08,1.59E+08,2.07E+10,1.03E+09,2.52E+09,8.09E+09,1.47E+10,1.96E+10,2.52E+10,2.53E+10,1.86E+10
4.94E+07,4.41E+07,3.14E+08,2.47E+07,5.63E+07,1.70E+08,2.93E+08,2.44E+08,2.34E+08,3.32E+08,3.06E+08
0,0,0,0,1.10E+08,1.46E+08,0,0,0,0,0
0,0,1.26E+07,0,0,0,0,0,0,0,0
0,0,1.95E+08,0,0,0,6.65E+07,2.57E+07,3.84E+08,1.84E+08,2.21E+08
0,7363100,9.22E+08,1.49E+07,8.67E+07,4.24E+08,7.80E+08,1.02E+09,1.52E+09,9.15E+08,5.13E+08
1.12E+08,1.91E+08,3.84E+09,1.72E+08,4.16E+08,1.35E+09,2.20E+09,3.92E+09,4.51E+09,4.07E+09,3.81E+09
1.35E+07,3.07E+07,6.55E+08,8.43E+07,1.05E+08,2.75E+08,4.16E+08,5.90E+08,5.31E+08,6.89E+08,5.61E+08
9386700,0,6.24E+07,0,3.23E+07,4.12E+07,6.10E+07,5.06E+07,6.49E+07,7.48E+07,4.47E+07
3.90E+07,2.03E+08,4.88E+09,5.30E+08,5.28E+08,2.57E+09,3.23E+09,4.87E+09,5.16E+09,6.05E+09,5.02E+09
1.37E+07,8.93E+07,0,3.65E+07,0,1.43E+07,3.99E+07,0,0,0,0
2.34E+08,4.19E+08,2.21E+09,5.87E+08,5.76E+08,9.84E+08,8.16E+08,2.10E+09,2.23E+09,2.46E+09,2.33E+09
1.13E+08,1.42E+08,1.33E+10,4.05E+08,1.66E+09,3.94E+09,7.15E+09,1.30E+10,1.54E+10,1.59E+10,1.39E+10
1.31E+08,4.31E+08,5.23E+09,6.22E+08,8.11E+08,2.49E+09,2.58E+09,5.17E+09,6.14E+09,5.67E+09,4.94E+09
6.64E+08,8.64E+08,3.05E+07,7.64E+08,8.67E+08,7.40E+08,2.88E+08,2.17E+08,7.13E+07,4.48E+07,2.04E+07
1.27E+08,4.24E+07,0,1.47E+08,7.33E+07,1.22E+08,5.70E+07,0,1.62E+07,0,0
8.08E+07,1.13E+08,0,9.99E+07,9.37E+07,8.03E+07,4.76E+07,0,0,0,2.26E+09
5.82E+09,1.01E+10,5.24E+09,1.15E+10,1.09E+10,1.06E+10,5.31E+09,8.47E+09,6.51E+09,6.97E+09,7.21E+09
3.84E+09,4.95E+09,2.88E+09,5.44E+09,4.59E+09,5.20E+09,4.34E+09,4.61E+09,4.26E+09,3.80E+09,3.24E+09
2.49E+07,0,7.41E+07,6.32E+07,6.38E+07,0,0,1.32E+08,7.71E+07,8.09E+07,5.93E+07
1.67E+08,3.03E+08,3.26E+08,2.39E+08,4.71E+08,4.88E+08,2.51E+08,5.32E+08,4.12E+08,4.68E+08,5.82E+08
1.55E+08,1.45E+08,4.67E+07,2.68E+08,1.73E+08,2.26E+08,0,9.63E+07,8.16E+07,6.97E+07,3.67E+07
0,0,3.00E+07,0,0,0,0,1.38E+07,2.01E+07,2.49E+07,2.23E+07
1.09E+09,1.40E+09,0,1.32E+09,1.13E+09,1.26E+09,7.76E+08,2.28E+08,5.88E+07,0,0
0,0,1.46E+07,0,0,0,0,0,1.61E+07,0,1.16E+07
1.09E+08,1.01E+08,1.36E+07,1.11E+08,8.07E+07,9.68E+07,5.78E+07,3.52E+07,2.81E+07,1.51E+07,1.35E+07
5.39E+07,1.49E+08,0,9.54E+07,9.54E+07,8.74E+07,7.33E+07,6.60E+07,1.78E+07,4.97E+07,0
4.04E+08,2.89E+08,2.53E+08,5.58E+08,8.11E+07,1.48E+08,1.07E+08,2.19E+08,1.39E+08,2.08E+08,9.12E+07
4.79E+08,7.61E+08,1.97E+08,9.23E+08,7.52E+08,9.77E+08,3.04E+08,1.75E+08,1.19E+08,2.51E+08,1.47E+08
1.23E+09,1.07E+09,0,1.14E+09,1.25E+09,1.55E+09,2.09E+08,2.22E+07,4.73E+07,5.47E+07,4660900
5.56E+08,8.70E+08,8492000,1.06E+09,5.48E+08,6.20E+08,3.18E+08,6.93E+07,3.07E+07,0,8277100
1.44E+08,2.69E+08,0,5.75E+08,1.68E+08,2.15E+08,1.80E+08,2.97E+07,9319500,0,0
9.85E+08,1.17E+09,3.55E+09,1.19E+09,1.40E+09,2.18E+09,2.72E+09,3.00E+09,3.86E+09,3.98E+09,2.93E+09
2.13E+08,4.96E+08,3.80E+07,5.07E+08,5.71E+08,4.98E+08,5.51E+07,1.46E+08,6.84E+07,1.30E+08,1.32E+07
1.66E+09,2.26E+09,1.61E+07,1.52E+09,1.33E+09,1.12E+09,7.83E+08,3.16E+08,1.15E+08,2.34E+08,1.13E+08
1.80E+08,1.68E+08,4.67E+07,2.61E+08,3.19E+08,1.91E+08,1.15E+08,9.84E+07,4.84E+07,3.41E+07,3.38E+07
7.01E+08,9.64E+08,2.67E+10,1.35E+09,3.85E+09,1.03E+10,1.31E+10,2.32E+10,2.78E+10,2.50E+10,2.29E+10
1.08E+08,1.11E+08,0,1.99E+08,7.54E+07,1.22E+08,8.84E+07,3.36E+07,0,2267700,0
7.26E+07,3.90E+07,2.07E+08,6.49E+07,8.64E+07,1.43E+08,1.00E+08,2.32E+08,2.49E+08,2.77E+08,2.72E+08
2.61E+08,0,9667600,3.43E+08,3.19E+08,1.92E+07,8079800,9184200,9565600,0,0
4.58E+07,8.08E+07,0,0,5.22E+07,8.31E+07,5.54E+07,3.15E+07,2.62E+07,0,0
6.26E+09,8.16E+09,8.21E+09,8.78E+09,9.03E+09,9.91E+09,8.06E+09,1.02E+10,1.04E+10,9.82E+09,8.91E+09
2.98E+08,4.28E+08,1.71E+08,4.22E+08,4.14E+08,4.12E+08,2.98E+08,1.58E+08,2.26E+08,2.11E+08,1.07E+08
4.62E+08,4.62E+08,2.67E+08,5.58E+08,5.57E+08,5.41E+08,3.08E+08,2.90E+08,3.02E+08,3.04E+08,2.49E+08
2.54E+09,2.33E+09,5727700,1.03E+09,4.93E+08,5.55E+08,1.10E+09,4.48E+08,2.65E+07,4.76E+07,4.35E+07
5.44E+09,6.67E+09,1.09E+10,9.31E+09,6.95E+09,8.27E+09,5.77E+09,1.02E+10,1.02E+10,1.11E+10,1.26E+10
9.93E+09,1.16E+10,4506400,1.55E+10,1.25E+10,1.21E+10,5.08E+09,4.47E+09,9.54E+08,2.97E+08,6.47E+07
7.43E+07,6.16E+07,0,7.39E+07,6.29E+07,8.94E+07,7.05E+07,0,0,0,0
3.13E+09,3.18E+09,3.09E+08,4.53E+09,5.05E+09,4.34E+09,1.58E+09,1.38E+09,5.60E+08,5.46E+08,5.66E+08
3.15E+09,2.21E+09,1.05E+10,4.14E+09,5.05E+09,6.97E+09,7.88E+09,1.04E+10,1.16E+10,1.19E+10,1.23E+10
0,0,0,0,9011100,0,3.20E+07,1.76E+07,0,0,0
1.02E+09,3.07E+08,7.87E+08,2.45E+08,4.38E+08,1.32E+09,1.34E+09,1.02E+09,1.58E+09,9.96E+08,6.77E+08
6956300,0,0,2.43E+08,5300800,1.16E+07,6903900,6988000,0,5395500,0
8.61E+07,8.18E+07,0,9.69E+07,1.04E+08,4.84E+07,1.05E+08,3.72E+07,2.65E+07,0,0
6.05E+08,8.69E+08,6.48E+07,9.53E+08,6.84E+08,5.53E+08,4.45E+08,2.09E+08,1.44E+08,8.42E+07,4.63E+07
2.07E+08,2.56E+08,1.52E+09,2.69E+08,2.95E+08,4.41E+08,8.33E+08,8.92E+08,1.08E+09,1.04E+09,8.97E+08
1.01E+09,1.34E+09,8.22E+08,1.06E+09,1.40E+09,1.58E+09,8.85E+08,8.65E+08,1.02E+09,8.39E+08,8.28E+08
1.35E+07,1.19E+07,0,0,0,0,0,0,0,0,0
1.20E+08,1.64E+08,0,1.71E+08,1.03E+08,1.03E+08,5.06E+07,2.03E+07,4552200,0,0
2.69E+07,5.29E+07,0,2.51E+07,9994700,1.34E+07,0,0,0,0,0
1.05E+10,1.26E+10,1.49E+07,1.22E+10,1.09E+10,1.02E+10,5.66E+09,3.40E+09,1.09E+09,4.61E+08,1.09E+08
1.60E+09,2.38E+09,3.35E+07,2.29E+09,2.25E+09,1.99E+09,1.06E+09,4.89E+08,2.48E+08,4.96E+07,3.92E+07
2.95E+08,3.65E+08,1.58E+08,3.94E+08,4.67E+08,4.32E+08,3.18E+08,1.54E+08,2.27E+08,1.80E+08,1.28E+08
1.60E+07,1.72E+07,0,1.48E+07,1.82E+07,1.26E+07,0,0,5838200,0,1247900
1.26E+09,1.23E+09,6.30E+08,1.70E+09,1.42E+09,1.05E+09,7.89E+08,1.69E+09,1.20E+09,1.02E+09,1.01E+09
6.14E+09,9.93E+09,5.30E+08,9.05E+09,8.40E+09,7.76E+09,3.27E+09,3.24E+09,1.34E+09,8.49E+08,7.14E+08
0,0,0,7.06E+07,0,1.34E+08,0,0,0,0,0
7.25E+09,9.20E+09,6.67E+08,1.09E+10,1.05E+10,9.53E+09,5.14E+09,3.09E+09,1.57E+09,1.21E+09,1.00E+09
6.98E+08,1.39E+09,1.30E+08,1.48E+09,1.54E+09,1.61E+09,4.24E+08,5.34E+08,2.35E+08,1.62E+08,1.12E+08
1.38E+09,2.25E+09,1.05E+07,1.43E+09,1.25E+09,1.33E+09,6.06E+08,3.60E+08,6.98E+07,1.64E+08,4.12E+07
3.24E+08,4.92E+08,1.41E+07,5.34E+08,4.50E+08,3.16E+08,1.51E+08,9.44E+07,1.81E+08,6.18E+07,4.01E+07
5.03E+08,7.18E+08,4.00E+07,4.23E+08,5.87E+08,7.50E+08,3.37E+08,1.54E+08,7.55E+07,4.22E+07,2.93E+07
7558600,0,0,0,0,0,0,0,0,0,0
2.99E+08,3.12E+08,9.80E+07,6.17E+08,1.02E+09,2.06E+09,7735600,3.10E+09,1.05E+08,4.80E+09,3.71E+09
1.59E+07,0,0,2.63E+07,2.77E+07,1.82E+07,1.89E+07,0,0,0,0
2.18E+07,2.14E+07,0,2.29E+07,2.09E+07,6.86E+07,3.19E+07,4.07E+07,0,0,0
5.43E+07,3.28E+07,0,2.19E+07,2.12E+07,2.36E+07,1.45E+07,1.83E+07,6805000,0,0
6.99E+07,1.16E+08,2.08E+09,1.47E+08,2.56E+08,1.14E+09,1.38E+09,2.13E+09,2.97E+09,2.47E+09,2.10E+09
4252700,0,0,1.33E+07,1.50E+07,1.20E+07,3806400,4366800,0,0,0
1.21E+10,1.62E+10,1.18E+09,1.74E+10,1.49E+10,1.24E+10,7.28E+09,5.04E+09,2.95E+09,1.90E+09,1.30E+09
1.07E+09,1.18E+09,1.10E+08,1.06E+09,9.15E+08,1.04E+09,8.80E+08,2.83E+08,2.30E+08,1.46E+08,1.72E+08
5.93E+09,6.90E+09,2.90E+09,6.16E+09,5.83E+09,5.84E+09,4.24E+09,4.52E+09,4.60E+09,3.93E+09,3.32E+09
6.95E+08,9.78E+08,5.20E+09,1.05E+09,1.42E+09,2.35E+09,4.37E+09,6.66E+09,6.33E+09,6.42E+09,4.71E+09
3.41E+08,4.17E+08,1.70E+07,4.87E+08,5.39E+08,5.11E+08,2.20E+08,1.05E+08,7.01E+07,3.50E+07,1.91E+07
5.74E+08,7.43E+08,4.00E+07,6.71E+08,5.33E+08,4.54E+08,1.93E+08,1.79E+08,8.01E+07,4.21E+07,5.28E+07
7.33E+08,4.84E+08,1.06E+09,8.37E+08,7.41E+08,9.12E+08,7.89E+08,1.06E+09,1.28E+09,1.20E+09,1.17E+09
1.45E+08,1.30E+08,3345100,7.93E+07,4.68E+07,5.15E+07,0,0,0,0,4877600
1.57E+09,2.16E+09,5.90E+09,2.58E+09,2.87E+09,4.39E+09,5.20E+09,7.19E+09,7.73E+09,6.58E+09,5.98E+09
3.39E+07,0,0,0,6.55E+07,2.63E+07,0,0,0,0,0
4.33E+08,5.14E+08,1.01E+09,7.46E+08,8.73E+08,1.35E+09,8.75E+08,1.12E+09,1.77E+09,1.10E+09,1.19E+09
3.25E+09,3.49E+09,1.67E+10,3.92E+09,4.83E+09,9.05E+09,9.08E+09,1.28E+10,1.70E+10,1.39E+10,1.44E+10
4.32E+09,4.55E+09,2.64E+09,6.41E+09,4.98E+09,5.85E+09,3.83E+09,4.01E+09,3.04E+09,3.33E+09,3.35E+09
2.40E+09,2.62E+09,5.10E+08,2.86E+09,2.73E+09,2.48E+09,1.44E+09,1.29E+09,9.06E+08,8.41E+08,6.96E+08
1.69E+07,0,7.36E+07,4366600,3506900,3.55E+07,0,3.18E+07,0,5.64E+07,4.19E+07
2.84E+08,1.38E+08,1.62E+08,6.93E+08,2.27E+08,4.15E+08,2.06E+08,5.08E+08,2.91E+08,4.45E+08,1.63E+08
1.05E+08,3.13E+08,3.50E+08,2.01E+08,2.19E+08,2.84E+08,2.24E+08,4.00E+08,5.19E+08,5.77E+08,3.68E+08
2.96E+08,3.99E+08,2.39E+08,3.49E+08,3.68E+08,4.23E+08,2.78E+08,3.00E+08,2.30E+08,2.13E+08,1.28E+08
1.82E+08,1.69E+08,2927000,1.37E+08,2.16E+08,0,2.34E+08,6.78E+07,4.61E+07,1.79E+07,4.57E+07
0,0,2.02E+07,0,0,1821100,5812600,1.09E+07,2.55E+07,3.98E+07,3.86E+07
5.54E+09,8.49E+09,2.54E+09,6.88E+09,6.21E+09,8.56E+09,6.26E+09,5.57E+09,4.93E+09,3.57E+09,2.67E+09
4.13E+09,5.38E+09,4.42E+09,6.64E+09,5.57E+09,6.07E+09,4.84E+09,4.39E+09,5.23E+09,5.01E+09,4.35E+09
2.30E+08,2.69E+08,1.85E+08,2.63E+08,2.68E+08,3.22E+08,2.18E+08,1.96E+08,3.52E+08,2.73E+08,1.69E+08
2.90E+08,4.04E+08,3.24E+08,4.73E+08,3.86E+08,3.91E+08,2.01E+08,1.79E+08,1.89E+08,1.73E+08,1.11E+08
2.26E+08,5.48E+08,3.17E+08,3.72E+08,4.18E+08,6.52E+08,5.81E+08,3.22E+08,3.81E+08,2.45E+08,3.09E+08
8224600,9624600,5712100,7745900,7603800,0,8152200,1.66E+07,1.28E+08,9.81E+07,4464500
5.20E+09,5.01E+09,1.95E+09,6.95E+09,5.75E+09,5.39E+09,3.17E+09,3.36E+09,2.74E+09,2.34E+09,2.37E+09
2.97E+08,2.28E+08,1.18E+07,3.07E+08,1.74E+08,1.52E+08,8.48E+07,2.21E+07,2.68E+07,2.64E+07,1.13E+07
0,0,9941600,6819800,1.26E+07,4.08E+07,1.70E+07,9044500,4.13E+07,2.36E+07,2.45E+07
1.21E+07,1.51E+07,2.10E+07,1.66E+07,3.44E+07,3.09E+07,3.07E+07,1.32E+07,3.69E+07,1.11E+07,1.15E+07
0,0,4.23E+07,1.20E+07,0,0,0,0,6.80E+07,4.81E+07,2.95E+07
1.21E+08,1.26E+08,1.36E+09,1.17E+09,1.23E+09,5.62E+07,4.25E+08,6.71E+08,9.97E+08,6.72E+08,5.73E+08
1.11E+09,1.93E+09,5.91E+08,2.28E+09,1.84E+09,1.80E+09,1.11E+09,1.05E+09,7.02E+08,6.59E+08,4.79E+08
1.15E+09,1.13E+09,8.07E+09,1.28E+09,2.21E+09,4.96E+09,6.23E+09,1.01E+10,1.05E+10,9.79E+09,9.79E+09
1.26E+09,7.20E+08,6.75E+09,2.49E+08,1.07E+09,3.38E+09,6.30E+09,6.55E+09,8.18E+09,6.67E+09,5.84E+09
1.91E+07,3.10E+07,0,1.44E+07,1.98E+07,3.54E+07,3.41E+07,0,4929800,0,0
4.38E+07,4.91E+07,0,5.79E+07,7.28E+07,8.19E+07,4.08E+07,5.12E+07,2.94E+07,0,0
3.10E+08,9.02E+08,1.48E+08,7.57E+08,7.58E+08,7.38E+08,3.26E+08,6.90E+08,3.99E+08,3.12E+08,4.10E+08
1.75E+08,3.87E+08,3.30E+07,4.51E+08,3.88E+08,1.46E+08,2.47E+08,5.57E+07,3.61E+07,1.46E+07,6988200
1.79E+08,2.91E+08,6.23E+07,1.86E+08,2.28E+08,2.21E+08,1.05E+08,4.97E+07,1.72E+07,4.54E+07,3.73E+07
8551500,2899100,2.20E+07,9422000,6485300,1.36E+07,1984100,1.90E+07,1.88E+07,3.23E+07,2.55E+07
1.00E+08,7.90E+07,0,5.87E+07,9.75E+07,8.33E+07,5.91E+07,3.19E+07,0,0,0
4.60E+07,9.35E+07,3.14E+07,7.70E+07,5.27E+07,6.72E+07,1.36E+07,1.74E+07,2.16E+07,2.73E+07,3.57E+07
3.40E+08,2.96E+08,1.93E+08,4.14E+08,5.03E+08,5.46E+08,1.81E+08,3.88E+08,2.38E+08,3.14E+08,3.11E+08
5.47E+07,8.57E+07,7.73E+07,1.19E+08,1.47E+08,2.12E+08,1.88E+08,1.11E+08,1.12E+08,7.54E+07,5.42E+07
7630600,0,8.00E+08,3.14E+07,6.25E+07,1.47E+08,4.54E+08,8.35E+08,9.51E+08,8.47E+08,7.39E+08
1.72E+08,4.35E+08,8.50E+08,4.70E+08,4.17E+08,1.01E+09,4.95E+08,4.54E+08,5.41E+08,9.56E+08,6.49E+08
0,0,2.10E+08,0,1.52E+07,5.67E+07,1.99E+08,1.33E+08,1.70E+08,2.09E+08,1.32E+08
3.44E+08,1.97E+08,3.84E+08,3.97E+08,6.88E+07,1.01E+08,0,4.57E+08,2.54E+08,1.97E+08,5.26E+08
1.71E+07,0,6311700,0,2.17E+07,3.31E+07,1.95E+07,1.25E+07,0,2.48E+07,8005100
2.00E+08,6.60E+08,2295000,6.19E+08,3.70E+08,3.05E+08,2.51E+08,8.50E+07,1.46E+07,0,0
4.77E+07,5.31E+07,1.35E+08,5.46E+07,6.33E+07,1.21E+08,1.26E+08,1.28E+08,1.75E+08,1.65E+08,1.13E+08
8.75E+08,1.51E+09,0,1.25E+09,1.26E+09,1.57E+09,4.39E+08,1.54E+08,3.89E+07,1.48E+07,3836800
1.13E+08,1.24E+08,0,1.86E+08,1.11E+08,9.69E+07,5.96E+07,4.09E+07,1.85E+07,1.07E+07,0
2.05E+08,2.53E+08,2.13E+07,1.88E+08,1.63E+08,1.37E+08,1.60E+08,1.65E+07,2.43E+07,2.54E+07,0
4.96E+08,5.49E+08,6084100,6.16E+08,4.65E+08,3.50E+08,1.75E+08,1.12E+08,2.76E+07,2.23E+07,7476900
6.83E+08,8.33E+08,5.42E+07,4.68E+08,7.55E+08,6.02E+08,3.00E+08,1.00E+08,9.94E+07,6.50E+07,5.64E+07
3.68E+08,4.95E+08,0,4.65E+08,3.74E+08,2.69E+08,2.50E+08,2.88E+07,0,5.39E+07,0
9.33E+08,7.05E+08,0,1.08E+09,1.15E+09,7.29E+08,3.02E+08,1.52E+08,3.56E+07,1.23E+08,0
5.73E+08,1.05E+09,7.96E+07,6.17E+08,6.88E+08,8.40E+08,5.20E+08,1.17E+08,6.00E+07,2.54E+07,5.90E+07
8.04E+08,1.19E+09,1.60E+07,8.72E+08,9.42E+08,9.54E+08,6.58E+08,2.61E+08,9.85E+07,3.57E+07,1.91E+08
2.79E+07,5.12E+07,4.65E+07,7.33E+07,5.62E+07,6.95E+07,1.50E+07,6.08E+07,4.44E+07,4.49E+07,5.44E+07
0,5.74E+07,1.45E+10,0,0,5.31E+08,7.10E+08,8.84E+09,1.45E+09,1.37E+10,1.23E+09
3.51E+08,3.72E+08,1.74E+09,2.66E+08,5.56E+08,1.05E+09,1.62E+09,1.78E+09,2.25E+09,2.18E+09,1.63E+09
7.97E+08,7.98E+08,6.05E+09,1.18E+09,1.45E+09,2.78E+09,3.32E+09,6.19E+09,6.30E+09,6.78E+09,6.87E+09
1.02E+07,9061000,1.35E+09,9.66E+07,1.28E+08,1.09E+08,2.74E+08,1.06E+09,1.21E+09,1.23E+09,1.24E+09
1.06E+09,1.06E+09,4.93E+08,1.39E+09,1.13E+09,1.33E+09,1.05E+09,8.01E+08,6.62E+08,7.99E+08,4.58E+08
1.11E+08,1.18E+08,0,1.47E+08,2.41E+08,2.25E+08,8.61E+07,2.14E+08,1.44E+08,2.25E+08,3.38E+08
1.55E+09,2.67E+09,4.46E+09,2.84E+09,3.13E+09,4.62E+09,3.64E+09,5.02E+09,5.32E+09,5.53E+09,4.60E+09
0,4.69E+07,5.68E+08,0,3.38E+07,8.23E+07,2.77E+08,4.30E+08,4.63E+08,6.39E+08,4.43E+08
7.37E+07,9.12E+07,9.40E+07,1.06E+08,2.42E+08,3.01E+08,1.19E+08,2.30E+08,1.73E+08,1.17E+08,1.13E+08
1.63E+07,1.91E+07,3.88E+08,4.45E+07,3.48E+07,1.20E+08,1.20E+09,4.89E+08,1.04E+09,5.32E+08,1.39E+09
7.95E+08,5.84E+08,3.12E+09,1.20E+09,1.63E+09,1.93E+09,2.26E+09,3.81E+09,3.97E+09,3.67E+09,3.40E+09
3.60E+07,1.03E+08,1.01E+08,1.57E+08,2.98E+07,4.02E+07,8.25E+07,1.13E+08,6.28E+07,5.79E+07,5.70E+07
7.76E+08,1.06E+09,7.87E+08,9.14E+08,6.45E+08,7.96E+08,8.81E+08,1.02E+09,1.21E+09,8.22E+08,8.31E+08
7151400,1.18E+07,3.66E+08,9478000,1.11E+07,5.10E+07,1.46E+08,2.37E+08,3.40E+08,3.06E+08,2.99E+08
3.25E+07,1.23E+08,2.53E+09,1.20E+08,2.64E+08,9.70E+08,1.94E+09,2.58E+09,3.54E+09,3.31E+09,2.98E+09
1.56E+09,2.06E+09,6.16E+08,2.24E+09,2.22E+09,1.84E+09,1.07E+09,9.49E+08,8.32E+08,7.40E+08,6.76E+08
5.77E+07,4.25E+07,6.85E+07,2.37E+08,2.01E+08,1.28E+08,4.89E+07,5.31E+07,7.78E+07,6.41E+07,1.66E+07
1.09E+08,2.14E+08,3.26E+08,1.67E+08,5.37E+08,1.67E+08,2.24E+08,3.88E+08,5.40E+08,3.26E+08,5.25E+08
7.46E+08,1.25E+09,2.16E+08,1.34E+09,1.18E+09,1.12E+09,7.42E+08,6.68E+08,4.90E+08,3.31E+08,2.63E+08
0,0,4582700,0,0,0,0,9654900,7287100,4906800,4945200
1.37E+07,1.38E+07,0,4.60E+07,1.83E+07,1.59E+07,5.08E+07,1.17E+07,0,5720300,0
4.20E+08,9.53E+08,2.19E+08,6.62E+08,3.16E+08,3.96E+08,3.25E+08,4.49E+08,2.98E+08,3.97E+08,3.11E+08
1.26E+08,7.09E+07,0,9.21E+07,6.94E+07,5.75E+07,9.41E+08,4.46E+07,2.54E+07,0,3144200
7.43E+09,9.14E+09,2.88E+09,9.14E+09,7.93E+09,8.61E+09,4.98E+09,4.73E+09,3.97E+09,3.08E+09,2.49E+09
3.41E+08,5.34E+08,4.58E+08,6.20E+08,5.65E+08,6.42E+08,5.24E+08,2.95E+08,4.15E+08,6.91E+08,2.04E+08
2.45E+08,2.50E+08,5.29E+07,7.70E+08,2.48E+08,3.38E+08,1.16E+08,2.53E+08,2.32E+08,6.44E+07,1.21E+08
0,0,8617200,0,0,0,0,1.35E+07,2.89E+07,9637600,1.53E+07
2.98E+07,9.32E+07,2.13E+08,1.88E+08,1.53E+08,1.50E+08,1.76E+08,2.87E+08,2.98E+08,4.02E+08,2.51E+08
0,1.95E+07,0,0,0,2.06E+07,1.40E+07,0,0,0,4894600
5.05E+08,7.45E+08,6350300,1.16E+09,6.32E+08,9.45E+08,3.49E+08,2.39E+08,1.12E+08,6.42E+07,5.29E+07
1.79E+09,2.49E+09,1.51E+08,2.57E+09,1.81E+09,2.03E+09,1.07E+09,8.82E+08,4.07E+08,2.49E+08,1.52E+08
1.07E+08,1.56E+08,0,1.32E+08,9.27E+07,1.64E+08,0,4.09E+07,4.15E+07,1.59E+07,0
1.70E+09,2.16E+09,2.41E+08,2.45E+09,1.92E+09,1.98E+09,1.18E+09,9.07E+08,8.42E+08,5.01E+08,4.69E+08
2.88E+08,3.53E+08,0,4.34E+08,3.78E+08,3.19E+08,6.90E+07,4.32E+07,9135100,0,0
2.88E+09,3.08E+09,5.64E+07,2.58E+09,3.02E+09,2.52E+09,1.56E+09,1.01E+09,4.10E+08,1.97E+08,7.88E+07
9.91E+07,1.02E+08,4.21E+07,8.71E+07,8.99E+07,7.68E+07,8.13E+07,5.88E+07,6.35E+07,5.20E+07,3.87E+07
6.25E+07,6.57E+07,9.15E+07,5.91E+07,8.54E+07,7.71E+07,1.06E+08,6.79E+07,1.85E+08,4.74E+07,3.87E+07
0,6.56E+07,0,0,0,4.42E+07,4.33E+07,2.57E+07,5.04E+07,2.58E+07,1.92E+07
3.35E+08,3.96E+08,1.34E+08,5.59E+08,5.19E+08,4.13E+08,3.90E+08,4.94E+08,2.72E+08,3.78E+08,4.41E+08
6.14E+08,8.25E+08,8.26E+08,7.70E+08,7.21E+08,1.20E+09,1.14E+09,1.45E+09,1.64E+09,1.04E+09,7.16E+08
2.64E+10,2.91E+10,3.72E+09,3.10E+10,3.04E+10,3.11E+10,1.95E+10,1.41E+10,9.10E+09,6.54E+09,5.31E+09
0,0,0,1.92E+07,2.19E+07,0,0,0,0,6.44E+07,0
1.67E+10,2.51E+10,1.25E+10,2.20E+10,2.24E+10,2.29E+10,1.03E+10,1.58E+10,1.37E+10,1.46E+10,1.27E+10
0,1.69E+07,0,0,0,0,0,0,0,0,0
