Intensity Brain1,Intensity Brain2,Intensity Brain3,Intensity Liver1,Intensity Liver2,Intensity Liver3,Intensity Muscle1,Intensity Muscle2,Intensity Muscle3
2.00E+09,1.40E+09,1.46E+09,3.73E+09,3.74E+09,4.24E+09,1.33E+09,2.01E+09,1.54E+09
1.96E+08,5.70E+07,2.25E+08,0,0,0,1.29E+07,1.18E+07,1.08E+07
3.33E+09,3.55E+09,3.37E+09,2.58E+08,2.70E+08,2.73E+08,2.54E+08,2.33E+08,2.44E+08
2.65E+07,4.35E+07,3.56E+07,2.42E+07,2.88E+07,2.91E+08,0,1034700,0
4.27E+09,2.84E+09,3.19E+09,1.47E+09,1.49E+09,5.86E+08,1.49E+08,8.40E+07,6.00E+07
3.05E+08,1.70E+08,2.80E+08,0,0,2.02E+07,4.36E+07,0,1.85E+08
6.69E+07,5.11E+07,9.16E+07,0,0,0,0,0,0
4.27E+08,3.24E+08,5.55E+08,3.42E+08,1.98E+08,1.47E+08,2.04E+08,1.70E+08,5.76E+08
3.98E+07,4.63E+07,5.53E+07,2.73E+07,2.77E+07,8516900,0,0,0
3.14E+07,1.41E+08,1.04E+08,0,0,0,0,0,0
6.24E+08,3.22E+08,7.21E+08,0,2.93E+08,9590900,1.91E+08,7.21E+07,7.20E+07
1.14E+08,1.90E+08,1.84E+08,0,0,0,2.18E+08,1.36E+08,1.12E+08
3.42E+09,2.51E+09,4.99E+09,5.77E+08,9.50E+08,6.18E+08,3.89E+08,1.34E+08,2.58E+08
7.27E+08,6.04E+08,6.60E+08,1.43E+07,2.82E+08,3.82E+08,2.53E+07,1.23E+08,1.49E+08
3.11E+08,2.58E+08,3.56E+08,4.30E+07,6.87E+07,2.07E+07,3.72E+07,0,4.01E+07
0,0,0,0,5.12E+08,2.90E+08,0,0,0
8.01E+07,8.44E+07,1.18E+08,0,0,0,0,0,0
8.96E+07,9.61E+07,9.29E+07,6683400,0,5923900,0,0,0
2.40E+07,0,2.79E+07,0,0,0,0,0,0
6.30E+07,5.80E+07,2.77E+07,0,0,0,0,0,0
5.37E+08,4.13E+08,3.77E+08,1.34E+09,1.96E+09,1.32E+09,4.18E+08,2.04E+08,2.01E+08
2.62E+08,1.84E+08,3.35E+08,9.97E+08,9.71E+08,9.77E+08,0,1.66E+07,1.28E+07
3.15E+08,5.36E+08,6.90E+08,8.17E+07,8.84E+07,9.24E+07,0,0,0
1.28E+08,1.28E+08,1.29E+08,1.04E+07,7.26E+07,3.88E+07,0,1.87E+07,0
2.67E+08,1.73E+08,2.21E+08,3.97E+07,4.80E+07,2.11E+08,5.96E+07,4.01E+07,9650900
1.60E+08,1.30E+08,3.17E+08,0,0,0,0,0,0
1.32E+09,1.45E+09,1.59E+09,1.38E+08,1.94E+08,3.06E+08,4.10E+07,2.49E+07,2.99E+07
8.71E+08,6.48E+08,8.78E+08,0,0,4238900,5.84E+07,9.36E+07,3.11E+07
6.18E+07,3.37E+07,5.72E+07,0,0,0,0,0,0
2.61E+07,0,0,2.55E+08,1.54E+08,2.25E+08,0,8.23E+07,0
4.78E+08,1.81E+08,4.04E+08,2.60E+08,3.15E+08,2.42E+08,5.04E+07,2.97E+07,2.15E+08
1.02E+09,1.23E+09,9.03E+08,3.97E+09,3.85E+09,3.96E+09,2.12E+09,1.59E+09,1.85E+09
3.96E+08,1.63E+08,2.10E+08,0,0,7509900,0,0,0
8.03E+07,6.28E+07,5.34E+07,0,0,0,0,0,0
3.35E+09,1.94E+09,3.57E+09,2.20E+07,6.15E+07,1.07E+07,1.71E+09,5.97E+08,8.82E+08
7.29E+08,5.42E+08,7.01E+08,5.47E+08,1.06E+09,4.37E+08,8.24E+07,1.90E+08,2.42E+08
1.14E+08,1.59E+08,2.34E+08,2.41E+07,1.25E+07,3875000,2.52E+07,0,0
0,0,0,1.80E+07,2.03E+07,5.80E+07,0,0,0
3.68E+08,3.32E+08,3.52E+08,1.43E+09,1.25E+09,1.92E+09,1.43E+09,3.90E+08,4.70E+08
4.99E+08,3.89E+08,1.18E+08,2.59E+09,2.65E+09,2.10E+09,2.07E+08,1.46E+08,1.10E+08
1.35E+08,1.00E+08,1.61E+07,6.57E+07,5.31E+07,2.76E+07,9.69E+07,6.48E+07,7.38E+07
2.12E+08,1.08E+08,1.09E+08,9828700,1.79E+07,1.81E+07,4668100,0,0
3.84E+08,3.52E+08,3.94E+08,0,0,0,1.07E+09,0,2.02E+08
2.54E+08,1.87E+08,2.78E+08,3265400,2379500,9.59E+07,5.94E+07,5.10E+07,4.41E+07
3.98E+08,2.59E+08,6.97E+08,0,2.56E+07,0,0,0,1434900
3.46E+08,2.49E+08,4.00E+08,0,0,2864500,7744500,0,0
5.70E+08,1.76E+08,3.99E+08,6.70E+07,1.26E+08,1.76E+08,4029800,1.41E+07,0
0,0,0,0,7.12E+07,2.66E+07,0,0,2.44E+07
5.83E+07,5.43E+07,1.16E+08,7298000,7.25E+07,2.00E+07,2.14E+07,1.84E+07,0
7.18E+07,2.49E+07,3.70E+07,8.99E+07,0,1.37E+08,5308000,0,0
3.57E+07,5.77E+07,2.97E+07,4.22E+08,4.43E+08,7.00E+08,1.62E+07,1.00E+07,4806400
2.76E+09,2.05E+09,3.33E+09,6.18E+07,2.33E+07,2735900,4.59E+07,3.45E+07,0
0,1.23E+07,9274300,3.84E+07,5.07E+07,1.21E+08,0,0,0
1.67E+08,1.94E+08,2.29E+08,2.31E+08,1.06E+09,5.37E+08,4761500,4998100,2.87E+07
0,0,0,0,0,0,0,0,0
5.98E+08,3.72E+08,6.37E+08,7.57E+07,6.96E+07,6.02E+07,4.44E+07,2.39E+07,1.85E+07
9.64E+07,0,9.47E+07,0,0,0,0,0,0
3.22E+07,2.86E+07,3.34E+07,0,0,0,0,0,0
4.84E+08,4.18E+08,6.17E+08,9.81E+07,2.05E+08,1.65E+08,8.25E+07,2.55E+08,2.96E+08
3.18E+07,1.29E+08,2.41E+08,1.89E+07,8808100,0,3.18E+07,3.28E+07,1.51E+07
1.18E+08,4.97E+07,1.92E+08,8.79E+07,3.67E+08,1.60E+08,1498100,0,0
4.55E+07,8.78E+07,3677500,6.92E+08,5.15E+08,5.21E+08,0,0,0
8.35E+07,4.62E+07,1.13E+08,4.57E+08,6.74E+08,4.24E+08,1.08E+07,1884600,0
3.68E+08,1.95E+08,3.26E+08,0,0,0,4221900,4607800,3855400
1.52E+07,1.56E+08,1.57E+08,8502600,0,0,4.52E+07,2.90E+07,2.53E+07
5.45E+09,4.79E+09,6.03E+09,1.35E+08,3.85E+08,2.90E+08,4.78E+08,5.72E+08,5.74E+08
2.22E+08,1.89E+08,2.16E+08,5323500,4.15E+07,0,2166500,3701800,913410
4685900,0,0,9.42E+07,9.33E+07,2.47E+07,3852200,0,5107300
5.95E+07,4.17E+07,5.96E+07,0,0,0,0,0,0
7.54E+08,7.69E+08,1.07E+09,7051000,1.49E+08,8.16E+07,8.49E+07,6.20E+07,2240500
4.23E+08,2.13E+08,3.50E+08,8.90E+07,2.05E+08,1.55E+08,0,0,2.74E+07
0,0,0,1.53E+08,1.74E+07,2.71E+08,0,2.32E+07,0
1.11E+09,5.42E+08,7.67E+08,7.79E+09,4.83E+10,5.15E+09,3.82E+07,3.20E+07,6764800
1.47E+08,7.61E+07,1.27E+08,0,0,0,0,0,0
1.04E+09,7.62E+08,1.06E+09,0,1.10E+08,2.07E+08,2.27E+07,7649900,1479900
2.58E+10,2.01E+10,2.58E+10,1.52E+10,1.46E+10,1.31E+10,1.61E+09,8.34E+08,8.41E+08
0,0,0,5.58E+07,5.94E+07,7.34E+07,0,0,0
1.68E+09,1.57E+09,1.63E+09,1.22E+09,2.24E+09,1.71E+09,1.40E+08,1.43E+08,1.87E+08
3.90E+09,3.08E+09,4.84E+09,3.48E+07,2.80E+07,3.93E+07,5.65E+07,5.16E+07,9578500
6.73E+07,6.94E+07,6.41E+08,1.43E+07,1.33E+09,1.96E+09,6.56E+09,5.14E+09,4.08E+09
1.00E+09,7.71E+08,8.90E+08,8145100,4.26E+07,5.15E+07,1.84E+07,1.36E+07,7478700
1.98E+08,1.22E+08,1.39E+08,6600100,0,0,0,0,0
2.71E+09,1.82E+09,2.50E+09,1.07E+09,1.42E+09,6.09E+08,1.07E+09,1.17E+09,9.93E+08
5.39E+08,4.22E+08,6.83E+08,1.57E+08,2.23E+08,2.66E+08,0,0,0
0,1.32E+07,2.00E+07,1.91E+07,1.95E+07,1.24E+09,0,6706500,1.27E+07
2.03E+07,1.44E+07,1.34E+07,3.52E+07,0,0,0,0,0
2.24E+08,1.01E+08,1.82E+08,2.29E+08,4.37E+08,1.06E+09,2.09E+08,3.22E+08,3.50E+08
3.77E+08,3.60E+08,4.67E+08,2.97E+08,2.05E+08,1.64E+08,2.02E+08,8.95E+07,5.56E+07
2.56E+09,2.00E+09,3.57E+09,3.89E+10,3.20E+10,2.79E+10,1.81E+08,4.26E+08,1.51E+08
6.27E+07,7.60E+07,1.12E+08,3.25E+08,3.47E+07,1.63E+08,8.16E+07,4.86E+07,3.08E+07
0,0,0,1.54E+08,1.44E+08,3.43E+08,0,0,0
4.58E+07,3.21E+07,2.91E+07,0,0,0,0,0,0
1.51E+09,6.96E+08,1.30E+09,3.54E+09,1.64E+09,2.21E+09,8.29E+07,0,0
1.49E+09,1.82E+09,1.08E+09,2.61E+10,1.78E+10,1.50E+10,3.72E+08,1.08E+08,1.08E+08
1.21E+09,7.32E+08,1.55E+09,6.11E+09,3.51E+09,4.56E+09,6969600,0,5849500
1.40E+09,1.45E+09,2.46E+09,9.95E+09,7.16E+09,5.75E+09,2.07E+08,6.78E+08,8.61E+08
1.72E+08,1.39E+08,3.00E+08,5.46E+09,4.54E+09,3.45E+09,4.04E+07,3.83E+07,3.49E+07
1.07E+10,1.10E+10,1.02E+10,5415800,0,2.76E+07,5.71E+08,5.22E+08,7.08E+08
6.27E+08,3.48E+08,4.02E+08,4.53E+08,2.19E+08,2.93E+08,5.98E+08,4.45E+08,3.04E+08
1.84E+10,1.58E+10,1.69E+10,3.69E+10,3.07E+10,2.81E+10,2.73E+09,1.78E+09,2.83E+09
5.47E+07,1.01E+08,7.70E+07,1.45E+08,5.29E+07,2.29E+07,0,0,0
1.21E+08,1.10E+07,9533800,0,0,0,7.15E+07,1.01E+08,6.71E+07
2.26E+08,1.61E+08,7.09E+07,5.40E+07,2.04E+08,2.23E+08,4.67E+09,5.63E+09,5.30E+09
9977300,0,1.96E+07,3.98E+08,3.75E+08,2.77E+08,6.14E+07,0,0
0,0,9788400,6.42E+07,5.65E+07,0,0,1739500,1248600
2.33E+07,1.53E+07,1.76E+07,0,0,0,1479500,0,0
0,4897800,0,1.66E+08,2.17E+08,1.12E+08,3795600,0,3864500
0,0,0,6.35E+07,8.68E+07,9.25E+07,0,0,0
2.22E+08,1.68E+08,2.46E+08,0,0,0,0,0,0
2.56E+08,1.51E+08,3.54E+08,1.69E+10,1.50E+10,1.31E+10,6.42E+07,4.28E+07,4.73E+07
6.98E+07,3.88E+07,1.02E+08,0,0,4.89E+07,0,0,0
2.70E+07,2.15E+07,2.90E+07,0,0,0,0,0,0
1.38E+08,1.32E+08,4876300,0,0,0,0,0,0
1.62E+07,2.64E+07,4.37E+07,0,0,3.61E+07,2.52E+07,1.85E+07,1.94E+07
2.94E+08,2.94E+08,2.28E+08,1.30E+09,9.92E+08,1.27E+09,0,3.29E+07,9.20E+07
2.26E+09,6.26E+08,1.09E+09,2.64E+09,2.98E+09,1.75E+09,1.33E+09,1.84E+09,1.88E+09
2.59E+10,1.64E+10,2.96E+10,1.14E+10,1.43E+10,1.15E+10,1.21E+10,1.14E+10,9.83E+09
3.54E+07,3.23E+07,5.16E+07,0,0,0,0,0,0
4.38E+07,3.50E+08,4.40E+07,6.23E+07,7.81E+07,1.65E+08,6809600,0,7283100
2.03E+07,2.07E+08,2.60E+07,0,0,2.24E+07,3.70E+08,3.62E+08,5.74E+08
1.58E+08,8.84E+07,9.51E+07,0,1.34E+07,2.93E+07,1.45E+07,3.19E+07,1173100
1.03E+09,8.68E+08,1.13E+09,7.31E+08,7.49E+08,6.93E+08,1.76E+07,8907100,1.44E+07
3.22E+07,1.17E+08,4.68E+08,4.20E+10,4.26E+10,3.44E+10,4.69E+07,1.82E+07,9.80E+08
2.90E+09,1.38E+09,1.96E+09,1.34E+09,1.12E+09,6.75E+08,2.41E+08,2.14E+08,2.97E+08
0,0,0,1.38E+08,2.19E+08,1.15E+08,0,2252100,0
6.08E+08,4.37E+08,4.55E+08,1.62E+09,1.29E+09,1.39E+09,4.56E+08,4.35E+08,6.53E+08
1.02E+09,8.15E+08,9.13E+08,2.04E+10,2.42E+10,1.71E+10,5.60E+07,3.67E+07,6.36E+07
0,0,0,5868900,0,9074500,0,0,0
8.14E+07,2.67E+07,6.04E+07,0,0,0,0,0,0
2.13E+08,1.45E+08,1.96E+08,0,0,0,2505300,4203600,0
3.60E+07,0,7.13E+07,0,2.08E+08,3014600,0,7271100,2916800
1.16E+07,6467100,1.83E+07,0,0,0,0,0,0
1.31E+09,1.22E+09,1.63E+09,1.68E+09,1.10E+09,1.32E+09,2.21E+08,3.60E+08,4.19E+08
1.61E+08,0,1.75E+08,1.76E+08,2.33E+08,5.33E+07,2.81E+08,2.00E+08,3.22E+08
0,0,0,0,3.33E+07,2.12E+07,0,0,0
0,5288100,0,4.71E+08,5.16E+08,7.26E+08,5.03E+07,6357000,1.23E+07
8.88E+07,4.54E+07,5.16E+07,5.05E+07,4.38E+07,9.03E+07,0,4.80E+07,0
7.20E+08,1.22E+09,1.88E+09,4.94E+08,8.62E+08,5.14E+08,1.97E+08,8.18E+07,8.29E+07
3.78E+07,2.21E+07,3.02E+07,0,0,0,4.35E+07,2.45E+07,3.41E+07
1.57E+09,6.50E+08,4.58E+08,6.08E+09,6776000,1.88E+08,0,0,0
0,0,0,0,4837900,1427700,1.96E+07,7028300,2.72E+07
2.37E+09,2.05E+09,2.96E+09,5.68E+08,6.04E+08,6.29E+08,9.19E+07,5.90E+07,1.01E+08
1.57E+08,1.34E+08,2.33E+08,6.74E+08,6.21E+08,4.93E+08,1.87E+07,7296400,1.96E+07
9589400,4.82E+07,2.77E+07,0,0,0,0,1.06E+08,7.87E+07
0,0,0,0,0,0,0,0,0
1.08E+07,6232100,2.21E+07,7.95E+07,2.49E+08,1.74E+08,0,0,3.45E+07
3.78E+09,3.82E+09,3.62E+09,7.77E+09,7.43E+09,7.34E+09,5.10E+08,5.50E+08,4.75E+08
2.63E+08,2.79E+08,2.53E+08,0,7.31E+07,4.90E+07,4.35E+07,0,0
6.86E+10,8.61E+10,7.20E+10,1.51E+10,1.52E+10,1.20E+10,9.45E+08,8.87E+08,1.01E+09
4.17E+07,5.23E+07,1.21E+08,6.77E+07,1.44E+08,6.58E+07,3002300,0,0
9.49E+07,1.59E+07,8.14E+07,3.00E+08,4.41E+08,2.15E+08,3.12E+07,3.57E+07,2.65E+07
0,0,0,0,0,0,0,3.83E+07,1.22E+07
1.42E+08,1.36E+08,1.43E+08,1.19E+07,5547900,3.78E+07,0,0,0
4.76E+07,2.09E+07,1.87E+07,0,0,0,0,0,0
9.39E+08,6.12E+08,1.06E+09,1.96E+08,3.18E+08,2.71E+08,0,0,0
1.15E+08,1.04E+08,1.24E+08,0,0,0,4.46E+07,2.49E+07,6.51E+07
6.00E+07,2.32E+07,5.90E+07,9.45E+07,1.04E+08,6.18E+07,3069400,0,0
2.28E+07,8703400,2.81E+07,0,0,0,0,0,0
1.98E+09,1.29E+09,1.47E+09,7.48E+08,9.67E+08,4.73E+08,1.43E+08,6.45E+07,7.74E+07
1.35E+09,1.06E+09,1.06E+09,6.10E+07,7.27E+07,2.90E+08,3.75E+08,4.06E+08,3.37E+08
8.04E+07,2.74E+08,6.85E+07,0,0,0,2.62E+07,1.28E+09,2.38E+09
0,0,0,4.21E+07,0,0,0,0,0
3.54E+07,3.04E+07,2.86E+07,1.08E+09,1.10E+09,1.23E+09,0,1.81E+07,1.32E+07
0,0,3.43E+07,0,0,0,3.92E+08,4.41E+08,4.85E+08
1.15E+08,0,6.29E+07,0,0,0,0,0,0
6.81E+07,6.73E+07,1.38E+08,3.14E+08,3.29E+08,3.60E+08,1.15E+07,0,0
2.37E+07,0,0,0,0,9.02E+07,0,0,3136600
0,0,0,5315600,7187500,0,0,0,4.91E+07
3.54E+08,1.03E+08,5.39E+08,1.89E+08,1.50E+08,2.39E+08,3.10E+07,4.74E+07,5.33E+07
2.81E+08,1.94E+08,2.41E+08,5.52E+07,1.08E+08,8.65E+07,0,0,7.06E+07
1.34E+08,1.15E+08,1.79E+08,0,0,0,0,0,0
1.25E+08,9.70E+07,1.72E+08,0,0,0,0,0,0
0,0,0,2.23E+07,2.65E+07,5906700,4.25E+08,3295600,0
1.10E+07,0,7988300,0,0,0,0,0,0
1.37E+09,7.97E+08,1.29E+09,0,0,0,1.58E+07,2760000,5001400
3.01E+09,2.40E+09,3.19E+09,5.21E+09,4.32E+09,4.26E+09,6.72E+07,9.29E+07,2.19E+07
4.90E+07,4.17E+07,5.21E+07,3.54E+07,3.55E+07,2.78E+07,0,0,0
0,0,0,0,0,2.20E+07,0,0,0
1.02E+08,1.12E+09,3.15E+07,4.41E+07,2.28E+08,2.47E+08,2.07E+10,2.03E+10,2.04E+10
9.34E+08,6.58E+08,8.60E+08,0,0,0,1.25E+08,1.60E+08,1.37E+08
7.84E+09,6.64E+09,9.88E+09,2.55E+08,2.44E+08,5.37E+07,1.30E+08,1.13E+08,8.19E+07
2.88E+07,8.50E+07,1.16E+08,1.66E+08,2.50E+08,1.61E+08,1.24E+08,3.65E+07,3.75E+07
1.40E+07,8931200,1.79E+07,0,0,0,0,0,0
6.56E+09,4.07E+09,6.38E+09,0,0,6.42E+07,0,0,847610
3.79E+07,0,1.66E+07,0,0,0,0,0,0
2.40E+09,1.52E+09,2.80E+09,1.00E+09,1.08E+09,9.25E+08,4.70E+09,3.01E+09,2.75E+08
1.39E+10,1.20E+10,1.07E+10,2.16E+09,1.48E+09,1.35E+09,1.21E+09,1.35E+09,1.43E+09
3.21E+07,3.69E+07,3.98E+07,0,0,0,0,0,0
1.74E+07,9480400,5.35E+07,5.26E+07,3.74E+08,9.18E+07,1586100,1.04E+07,0
1.64E+07,0,2.50E+07,1.00E+08,2.14E+07,4.36E+07,0,0,1.53E+07
7.75E+08,4.96E+08,5.54E+08,2.68E+08,3.63E+08,1.94E+08,1.25E+08,1.03E+08,1.28E+07
4.71E+07,5.43E+07,4.78E+07,7995200,1.77E+07,6012700,0,9413700,6055700
0,2.58E+07,2.13E+07,0,1.89E+07,0,0,0,0
1.38E+09,1.48E+09,1.30E+09,1.97E+08,3.33E+08,3.73E+08,2.40E+07,3659700,8695400
1.64E+08,5.80E+07,2.04E+08,2.07E+08,2.07E+08,2.38E+08,2.47E+08,2.08E+08,3.92E+08
4.91E+08,1.77E+08,4.38E+08,8.29E+07,7.00E+07,2.55E+07,5578000,0,7167100
2.36E+07,4.41E+07,0,0,0,2.71E+07,0,4.71E+07,0
5.05E+08,1.92E+08,6.28E+08,5.62E+08,7.69E+08,8.02E+08,1.49E+10,1.21E+10,1.05E+10
1.02E+08,5.48E+07,5.83E+07,3.31E+08,2.68E+08,2.89E+08,1.34E+07,1.52E+07,1.27E+07
3.48E+10,3.19E+10,3.60E+10,1.76E+07,4.09E+07,8.94E+07,5.04E+07,6.74E+07,7947300
8.54E+07,4.78E+07,4.91E+07,0,0,0,0,0,0
1.28E+08,2.21E+08,4.31E+08,0,9665000,2.33E+08,5.00E+08,5.66E+08,6.47E+08
1.81E+08,7.26E+07,1.72E+08,1.63E+07,4.99E+07,1.09E+07,8780200,2.21E+07,0
8.62E+07,8.70E+07,1.42E+08,5.70E+08,4.52E+08,6.38E+08,0,2.40E+07,0
0,1.50E+07,2.99E+07,0,0,0,4.54E+07,0,0
1.06E+09,7.61E+08,1.66E+09,2.22E+09,1.75E+09,1.04E+09,2.10E+08,4.73E+07,4.64E+08
2.87E+07,6617300,4.46E+07,0,0,0,0,0,0
5.97E+07,2.44E+07,3.89E+07,0,0,0,0,0,0
3.97E+08,1.91E+08,2.27E+08,4456200,0,1.31E+07,0,670090,0
5.11E+07,1.93E+07,1.76E+07,0,5.11E+07,5.88E+07,6.77E+07,0,0
5.92E+09,1.06E+09,3.41E+09,4.79E+08,5.62E+08,8.07E+08,1.70E+08,2.46E+08,9.57E+07
1.86E+08,2.36E+08,2.37E+08,2.54E+08,1.75E+08,5.91E+07,0,4.90E+07,0
1.16E+09,1.48E+09,1.41E+09,1.01E+09,8.55E+08,1.84E+09,2.66E+08,9.42E+07,2.44E+07
7.65E+07,9.79E+07,1.88E+08,4.04E+08,5.01E+08,3.17E+08,5.73E+07,3.44E+07,6.46E+07
2.67E+08,8.32E+07,7.85E+07,0,0,1.55E+07,0,0,0
1.90E+08,2.67E+08,2.56E+08,2.57E+07,1.31E+08,7.37E+07,9.79E+07,1.17E+08,7.73E+07
0,0,2200500,0,0,1.44E+08,0,3.48E+07,4.63E+07
3.94E+07,3.70E+07,3.30E+07,8.78E+07,4.32E+07,0,1616800,0,3119600
1.60E+08,1.54E+09,2.12E+09,6.59E+07,2.06E+09,7.51E+07,0,3.15E+07,6.46E+09
2.13E+07,1.27E+07,2.67E+07,0,0,0,0,0,0
3.47E+08,1.12E+07,4.71E+08,5617100,1.61E+09,2.42E+08,0,0,0
2.86E+08,2.00E+08,2.85E+08,9987600,0,0,0,0,0
0,0,0,0,0,2.72E+07,0,1.48E+07,2.05E+07
1.03E+08,5.06E+07,1.50E+08,7.36E+07,6.31E+07,9.77E+07,0,2.32E+07,0
8659000,6.55E+07,5.91E+07,1.05E+07,3.60E+07,0,1.64E+08,0,0
4.59E+09,5.31E+09,6.83E+09,3459800,5.37E+07,2.69E+08,1.98E+07,1.04E+07,0
0,0,0,2.87E+07,3.03E+07,1.11E+07,0,0,0
4.90E+07,1.05E+07,2.17E+08,0,0,0,0,0,0
1.44E+10,1.05E+10,1.46E+10,1.82E+08,9.68E+08,9.67E+08,4.13E+07,1.78E+07,7592300
2.46E+08,3.22E+08,3.12E+08,0,5480300,3.67E+07,0,0,0
1.74E+07,6.40E+07,3.34E+07,0,0,0,0,0,0
5.46E+09,5.18E+09,6.27E+09,4.82E+07,2.08E+08,2.29E+07,0,0,1534200
1.65E+09,1.27E+09,2.08E+09,0,0,0,1599200,0,0
7.37E+08,2.96E+08,6.17E+08,5.53E+08,6.51E+08,4.74E+08,3.12E+08,1.48E+07,7876900
0,8.50E+07,1.24E+08,0,0,0,0,0,0
1.55E+09,1.63E+09,1.78E+09,2.82E+08,7.05E+08,5.80E+08,5.73E+07,3.77E+07,7.17E+07
3.92E+09,2.94E+09,4.15E+09,0,1.64E+07,2.81E+07,3.74E+08,4.26E+08,4.15E+08
1.41E+08,4.99E+07,2.81E+08,0,1.17E+07,1.64E+07,0,189970,0
1.11E+08,1.50E+07,3.31E+07,0,0,0,0,2562400,2.12E+07
1.38E+08,6.45E+07,8.25E+07,1.40E+07,1.85E+07,2281900,2.43E+08,1.75E+08,0
2.88E+08,2.10E+08,3.77E+08,1.31E+08,0,0,1.17E+07,3.12E+07,5.36E+07
1.28E+09,1.24E+09,1.56E+09,0,7.21E+07,2.37E+07,4.78E+07,1.36E+07,0
0,0,0,0,2.16E+07,0,0,0,0
1.80E+09,1.63E+09,2.73E+09,1.04E+07,0,0,2.00E+07,7254000,5901600
4.34E+07,1.09E+07,2.61E+07,0,0,0,0,0,0
3861800,1963700,1.42E+07,0,0,0,0,0,0
3.72E+08,1.94E+08,3.32E+08,0,0,0,0,0,0
0,5.14E+07,7.90E+07,0,0,0,0,0,3.55E+07
9.74E+08,8.35E+08,1.03E+09,0,3.87E+07,4.87E+07,1.47E+07,3.35E+07,5.70E+07
3.14E+08,1.01E+09,2.62E+08,3.00E+07,8.30E+07,4.54E+07,1.60E+07,3.56E+08,6.98E+08
1.76E+08,7.49E+07,2.08E+08,0,0,0,0,0,0
7229600,3.91E+07,9115000,0,0,0,0,0,0
8.47E+08,7.50E+08,9.26E+08,3.68E+07,2.31E+07,3.73E+07,7.40E+07,2.45E+08,1.04E+07
2.56E+08,1.05E+08,1.56E+08,2.26E+07,3.15E+08,8.47E+07,0,0,0
4.62E+08,1.78E+08,3.44E+08,3402800,3.53E+07,1.81E+07,8.23E+07,0,8.01E+07
4.33E+08,3.74E+08,5.70E+08,9.61E+07,1.05E+08,7967800,2.62E+08,0,0
8.70E+07,0,1.50E+08,0,0,0,0,0,8915900
6.75E+07,1.59E+08,4.76E+08,1.04E+07,1.28E+08,1.08E+08,2.97E+07,3.24E+07,6.50E+07
1.68E+08,2.12E+08,2.67E+08,2.66E+08,4.04E+08,1.41E+08,1.57E+08,8.72E+07,6.55E+07
1.91E+09,1.58E+09,1.95E+09,0,5.83E+07,4.01E+07,1.17E+08,1.51E+08,1.53E+08
4.92E+07,3.03E+07,4.70E+07,4.36E+08,1.48E+09,1.96E+09,8.39E+07,6954300,4.83E+07
9.02E+08,4.56E+08,9.46E+08,7.74E+08,8.43E+08,7.67E+08,2.88E+07,6.03E+07,5.06E+07
1.86E+08,0,0,0,9.68E+07,5.28E+07,6944000,0,0
9.99E+08,9.34E+08,1.30E+09,3.55E+08,6.39E+08,3.32E+08,2.70E+07,1.47E+07,1.82E+07
2.81E+07,2.11E+07,3.02E+07,0,0,0,0,0,0
0,0,0,0,0,2.87E+07,0,0,0
0,0,0,2.77E+07,2.19E+07,0,0,0,0
7.54E+07,8.67E+07,8.64E+07,6149600,2.72E+07,0,0,2547500,0
0,0,2.61E+07,6.20E+07,5.89E+07,2.36E+07,0,0,0
2.04E+08,1.61E+08,2.26E+08,5.86E+07,4.53E+07,2.47E+07,2.83E+07,3.63E+07,4.29E+07
1.17E+09,9.80E+08,1.77E+09,0,0,3.11E+07,0,0,0
8.93E+07,8.57E+07,6.51E+07,2.33E+07,2.39E+07,1.65E+07,1.00E+07,9327900,8573900
1.58E+07,2.26E+07,2.89E+07,4.42E+08,4.97E+08,5.30E+08,2.00E+09,2.41E+09,1.52E+09
1.34E+08,1.51E+08,1.91E+08,5.57E+07,8.15E+07,6.67E+07,5.29E+07,1.67E+08,7.50E+07
0,0,1.89E+07,0,0,0,3.29E+08,0,2.14E+08
4.87E+07,4.40E+07,1.09E+08,0,0,0,0,0,0
3.81E+07,2.74E+07,3.55E+07,0,0,0,0,0,0
2.43E+07,9512500,2.47E+07,1.16E+07,1.16E+07,9027300,0,0,0
6.05E+09,2.52E+09,4.34E+09,6.77E+08,1.13E+09,7.13E+08,1.78E+08,1.18E+08,1.66E+08
1.70E+08,1.76E+08,2.25E+08,5.11E+07,0,1.00E+07,0,4667800,0
8152000,7219900,1.12E+07,4.48E+07,2.23E+07,0,7.93E+07,0,0
6.00E+07,6.23E+07,1.11E+08,4.27E+08,4.51E+08,1.69E+08,4.48E+07,1.43E+07,1.14E+07
1.46E+08,2.96E+08,5.12E+08,1.74E+07,2.36E+07,7840700,5280300,1606600,5307700
4.30E+09,3.18E+09,4.77E+09,9.11E+08,8.11E+08,3.34E+08,0,5.50E+07,2.52E+07
1.60E+07,6072400,1.28E+07,0,4.01E+07,4.46E+07,0,0,0
7.58E+07,0,6.04E+07,0,5241200,0,0,0,0
4.28E+08,3.62E+08,4.82E+08,1.25E+09,2.89E+09,1.11E+09,8917000,9637300,8932500
1.70E+08,5.58E+07,1.86E+08,4.86E+09,5.25E+09,4.69E+09,4.47E+08,5.55E+08,3.37E+08
0,7342100,0,0,0,9651100,0,2.77E+07,1.72E+07
1.82E+07,1.73E+07,1.17E+07,0,0,0,5205600,3.28E+07,4.20E+07
