"Raw Abundance:127N, WT Rep1","Raw Abundance:127C, WT, Rep2","Raw Abundance:128N, WT Rep3","Raw Abundance:128C, pup2-ts Rep1","Raw Abundance:129N, pup2-ts Rep3","Raw Abundance:129C, pup2-ts Rep3","Raw Abundance:130N, rpn5-ts Rep1","Raw Abundance:130C, rpn5-ts Rep2","Raw Abundance:131, rpn5-ts Rep3"
121,140.2,168.5,141,91.5,104.5,109.3,129.5,111.2
129,150.2,161.6,144.8,99.7,100.8,80.9,74.8,67
129.5,144.1,171.3,120.2,78.6,76.2,74.5,65.3,79
115.6,156.5,165.1,110.3,93.8,86.8,83.1,98.7,67
129.9,171.9,166.5,110,89.8,87.2,76.5,72.2,62.8
138.8,146.3,178.4,105.6,77.4,82.5,70.6,73.7,56.3
141.3,179.8,173.5,113,95.6,88.2,84.2,85.5,79.5
127,157.6,188.3,177.8,121,141.2,148.1,126.8,117.1
162.8,160.4,172.9,162.3,92.1,105.4,100.6,109.3,79.7
119,162,269.2,360.8,203.4,266.7,231,220.6,184.9
130.3,162.2,188.9,249.1,173.4,193.6,223.7,264,185.7
106.5,163,238.3,227.8,183.4,173.8,197.8,211.9,149.8
150.6,163.5,243.1,209.4,93.7,140.9,204.4,213.3,114.9
154.5,158.2,190.1,80.4,75.4,48.7,51.4,54.4,45.1
139,181.9,198.2,88.1,99.7,81.8,73.9,72.8,64.2
131.2,183.1,203.7,152.4,105.1,105.4,104.6,121.2,81.9
170.9,175.3,205.6,130.1,100.2,97.4,88.6,95.7,83.6
190.8,182.3,193.4,126.3,90.8,90.7,96.8,89.6,79.2
173.9,175.3,252.7,278.2,157.5,203,224.6,221.9,213.9
182,192.7,272.7,196.4,113.1,132.9,124,127.6,109.9
183.4,186.2,270,261.3,168,183,191,204.5,157
202.6,186.7,224.4,92.7,77.8,52.6,67.8,59.4,45.2
247.2,189.4,227,117.4,127.2,85.8,88.6,91.4,66.2
191.2,193.7,232.8,126.7,108.1,90,98.3,94.6,78.4
193.4,265.2,178.9,200.4,148.6,267.6,140.2,186,148.2
223.2,213.1,137.6,87,138.6,124.8,47.9,84.2,21.1
156.3,215.2,284.8,168.5,129.6,131.8,113,114.9,94.1
158.5,219.3,250,252.4,189,190.5,162.3,167.6,124.3
118.9,220,256.6,183.4,124.3,121.8,148.3,171.6,124
158.9,224.8,283.7,180.8,142.1,160.2,186,110.8,114.1
242.3,226.3,263,179.6,123.1,114.8,123.2,117.5,100.4
209.2,235.8,272,164.6,136.2,133.5,122.3,123,122.9
181.7,236,295.5,250.4,209.6,185.9,186.3,184.4,159.7
132.7,238,430.7,558.7,257.6,565.4,417,596.2,468.1
187.8,239.1,288.5,202.8,156.8,145.3,163.1,166.1,122.1
225.8,189.9,277.5,199.6,134.5,136.1,143.9,142,114.5
227.6,224.2,308,293.7,235.8,249,205.8,214.8,166.1
348.2,229.7,286.7,189,173.2,156.6,161.1,167.9,113.8
429.3,258.5,280.1,97.3,68.6,58.5,76,68.6,59
238.5,259.5,323.4,230.4,143,157,169.1,165.7,153.8
252.2,251.5,298.6,183.1,133.6,125.4,140.4,143.2,111.3
268.7,290,351.4,235.9,165,163.3,188.8,182.1,147.7
323.8,295.7,341.2,182.4,117.9,117.6,124.9,130.6,115.2
355.2,247.2,362.7,317.5,378.7,401.2,238.8,268.5,128.8
386.7,320.9,357,163.5,180.9,128.1,138.5,125.7,104
323.7,322,279,63.5,62.7,33.8,33.7,39,27
277.8,328.9,396.5,264.3,228,209.8,211.8,222.9,174.2
319,369.5,327.4,84,96.9,54.7,61.8,63.7,49.3
294.2,350.2,409.1,319.1,232.5,232.4,233.1,222.8,165.9
362.3,359.3,403.9,314.2,199.2,209.7,209.6,224.2,200.1
406.8,203.8,422.3,129.4,80.1,54.4,82.4,38.7,28.4
283.6,386.9,427.2,267,201.9,203.1,200,197.7,172.9
354.5,374.8,472.3,291.4,213.7,195.6,181.8,185.9,169.1
283.3,379.1,439.4,513.2,418,390,370.5,407.6,272.2
280.3,405.1,564.4,466.8,355.1,375.9,324.3,331,254.1
352.7,473.9,581.2,403.6,238.7,213.2,295.5,164.2,117.6
418.6,480.9,623.6,390.2,327.8,307,323.4,328.3,279.7
559.2,482,564.5,276,248.5,183.2,185.8,171.6,135.1
441.2,522.8,571.4,233.6,211.8,141.1,144.3,117.8,85
448.5,505.8,632.3,421.3,308.6,282.3,301.1,282.8,248.3
438.6,512.7,611.9,412.4,314.9,308.3,373.5,300.7,259.1
413,566,610.3,386,253.1,263.6,323.5,321.1,341
481.4,539.5,649.9,323.3,252.2,220.8,226.6,237.2,189.9
535.9,676.9,597.1,45.6,113.9,6.2,9.3,7.4,4.2
723.4,687.2,854.4,578.3,499.1,417.5,467.7,466.5,429.5
869.9,815.6,882.2,573.3,446.4,455.9,420.7,448.6,359.4
801.1,1058.5,1040.3,472.9,421.1,297,380.2,366.5,240.9
910.5,827.1,1057.1,645.4,534.9,485.5,469.2,453.5,327.1
989.3,1230.6,1320.1,735.7,606.6,591.1,529.5,484,418.1
11.9,12.8,17.7,11.8,12,11.3,15.3,14,9.9
18.1,20.2,22.8,16.6,13.7,11.9,20.5,15.9,13.2
22.4,23,33.5,20.5,15.9,10.8,10.4,14,14.7
23.3,21.9,31.3,26.2,14.8,22.4,18.5,25.3,13.8
22.7,28.1,31,22.4,20.7,17.2,18.3,13.6,12
35.6,37.3,67.2,100.8,29.2,84.9,82.5,94.3,83.2
29,43.3,46.7,41.5,31.6,38.4,40.6,35.3,31.1
50.7,36.4,55.6,48.9,40.8,37.6,39.9,47.4,32.5
,49.4,62.9,42.5,40.3,38.2,32.3,34.8,27.6
42.9,53.2,66.2,58.6,44,49.5,48.6,52.1,40.9
42.6,53.2,98.4,152,90.6,119.1,121.5,121.3,95.4
51.5,57,67.7,51.7,40.1,41.2,45.6,37.3,35
67.8,59.4,68.2,48.2,35.9,26,32.5,36.8,34.9
58.2,40.8,69.8,39.3,25.8,29.8,17.8,20.9,20.2
57.8,51.5,72.1,82.4,49,55.3,52.4,51.1,34.9
48.6,69,71,43,28.7,29.4,27.3,23.5,29.3
49,64.5,80.5,88,67.6,60.4,75.5,51.5,64
63.3,65.3,103.6,61.9,50.4,41.1,49.5,45.5,35.9
88,75.2,77.6,50.6,26.6,23.4,38.8,38.9,32.9
60,75.7,114.4,107.7,64.6,87.2,70,78.7,69.1
71.9,33.1,152.8,101.5,59.7,17.5,19.3,14.4,98.7
76.5,56.8,94.3,39.8,32.8,22.5,26.7,26.2,22
76.9,71.7,98,65.7,44,54.4,54.4,58.2,47
42.7,86.2,93.8,42.1,34.5,25.5,27,28.1,23.3
78.3,80,100.2,63.7,44.7,46.5,49,51.5,39.8
58.4,83.4,118.4,97.5,69.1,73.9,64.4,70.6,50
66.1,85.3,117.8,128.7,90.6,93.8,107.6,111.9,97.9
147.3,70.2,97.2,58.4,39.9,46.6,39.5,41.7,27.2
67.7,87,116.2,82.4,65.3,66.1,73.9,66.8,61.3
82.6,59.8,104.5,453,119.2,347.7,292.1,301.4,329.8
90,73.4,100.5,104.1,54.1,72.2,75.5,80.2,64.5
41.2,90,131.7,121,99.5,108,112.1,108.5,74.5
88.3,59,104.2,98.3,65.7,65.2,62.5,59,49.4
83.3,91.7,120.4,190.9,104.1,116.3,121.7,122.9,83.3
22.4,92.3,127.9,120.9,95.5,90.2,135.2,143.6,122.7
87.9,96,128.7,464.2,81.1,407.8,346.7,382.7,408
70.7,96.4,133.3,127.6,72.9,105.2,110.7,106.7,100.3
85.7,98.8,118.8,76,81.1,71,45.4,55.2,37.9
86.6,101.3,112.8,97.3,62.9,70.3,76.5,73.8,68.2
109.8,100.4,112.5,76.2,61.9,49.5,56.8,59.3,50.4
94.6,58.6,129,117.1,122.2,77.8,76,57.9,39.1
107.8,102.8,112.7,101.6,72.3,56.3,77.4,77.4,56.8
106.8,98.6,117.3,102.1,69.8,65.7,79.7,72.8,65.1
896.7,88.7,122.8,42.1,66.4,35,141,176.9,94.1
113.7,108.4,134.8,239.7,156,170.1,150.5,138.2,123.1
92.5,119.2,138.1,93.1,60.1,58.9,77.4,64.2,48.7
123.9,121.6,102.1,60,50.8,39.2,39.8,41.8,29.3
140.4,121.8,132.3,60.4,62.2,36.9,48.4,54.7,42.2
104.5,134.5,141,70.6,69.7,48.1,47.3,47.8,38.5
117.4,119.5,146.1,99.3,63.5,76.6,68.9,61.2,51.2
65.1,125,181.7,65.4,70.2,54.5,53.7,45.6,49.1
112.4,132.6,159.6,79.7,54,57.7,49.6,35.8,42
91.4,135.6,186.9,249.9,148.3,194.1,184.1,214.1,173.9
51.3,146.5,156.6,150.3,96.2,116.8,113.3,120.9,94.3
147.5,138.9,138.6,653.3,699.1,1233.9,62.2,74.8,45.4
126.6,142,190.9,135.7,97.1,95,95.3,97.6,89.1
199.8,118.2,163.7,93,82.5,62.3,77.8,76.6,55
53.2,146,180.1,249.9,146.6,135.1,97.4,70.4,54.3
137.4,148.6,148.9,92.6,82.5,58.9,61.9,56.7,52
123.1,146.2,198,160.2,104.5,109.3,127.5,135.5,109.2
145.5,153.4,210.3,104.8,85.9,74.3,76.4,90.6,69.3
149.4,172,167.7,125.5,85,90.9,82.9,88.5,82.4
152,155.2,185.2,86.6,57.6,49,68.9,56.6,38.8
81.3,163.7,283.2,285.8,257,316.6,237,227.8,193
111.9,165,214.6,142.1,119.9,117.9,99.4,119.9,87.2
156.2,165,201.9,165.1,106.8,171.1,120.8,134.2,119.8
135.7,171.1,303.4,297.1,192.1,227.8,228.3,228.9,212.3
161.7,159.3,233.5,468.9,149.2,390.6,375.8,428.4,284.8
170,177.2,197.1,129.8,86.1,112.6,91.4,93.9,76.8
145.5,177.3,296.8,407.4,225.8,326,313.6,333.8,259.9
124.3,182.1,357.6,363.1,167,162,315.6,197.3,116.4
173.8,172.8,212.2,190.9,131.6,135.1,139.4,144.2,129.4
317.4,167,218.6,100,87.3,77.7,66.3,74,60.7
196.5,181,219,120.3,87.1,79.2,90.6,89.1,76.6
181.1,195,254.2,116,77.1,73.7,84.4,90.2,74.1
174.7,195.5,271.1,142.7,134,88.3,97.1,76.3,62.5
181.8,195.9,225.4,191.9,145,135.2,168.1,175,134.8
175.2,197.4,260.5,180.5,166.1,131,148.3,130.9,103.1
178.6,220.6,225.7,108.5,73.2,69,63.9,54.3,49.7
191.2,215,209.3,110.7,76.7,82.8,95.2,86.7,83.9
193.8,202.5,261.7,228.9,152.1,159.7,168.7,209,160.9
152.1,206.5,252.6,146.2,105.6,111.6,102.8,106.3,96.1
154.3,210,276.4,240.2,141.5,175.5,176.1,173,141.6
190.8,213.2,319.1,248.2,215.6,191.2,204.9,174.4,146.2
211.7,226.5,262.4,238.1,155.6,189.2,183.8,156.9,144.2
137.9,234.8,280.9,131.1,109.4,92.2,82.2,91.9,66.6
206.2,236.1,297.1,220.8,160.2,164.9,186.6,192.2,161.9
222.9,262.1,275.6,104.9,101.2,75.4,76,89.1,61.3
233,216.6,342.7,332.1,200.4,229.5,252,234.1,197.2
187.9,252.7,282.8,261.7,218.4,211.8,196,204.1,162.8
334.1,252.5,267.6,184.5,149.6,148.4,148.2,147.2,128
237.8,248.1,383.3,281.4,235.4,234.7,240.9,252.8,199
186.9,255.9,335.6,217.6,191.2,175.8,149.3,173.5,130.9
191.4,262.9,363.1,485,258.1,379.5,394.8,410.3,332.8
264.1,195.1,304.3,334,235.8,248.2,232.7,228.6,169.1
257.7,258,347.4,190.4,166.5,147.5,165.5,163.2,122.9
227.1,274.2,422.9,312.1,244.1,252.4,289.3,262.8,231.3
70,276.5,346.7,482.9,417.8,424,294.7,285.7,252.6
212.1,279,402,350.9,279.2,292.2,303.5,305,279.7
273.3,188,317.3,141.1,170.3,117,104.8,108.2,80.9
150.7,284.2,492.9,438.4,195.5,344.1,393,498.7,383.8
276.3,271.5,326.6,313.7,193.4,237.1,237.3,249.1,229
129.2,288.4,353.6,295.4,150,191.1,198.5,196.2,165.4
284.8,297.8,315.7,199.8,137.4,132,139.1,126.2,120.2
346.6,306.5,342.9,184.2,134,138.5,135.3,134.6,110.1
270.8,310.1,353.1,200.1,140.5,136,141.7,138.7,110.3
316.1,271.4,360.6,166.6,172.9,184.3,134.2,158.6,73.4
301.3,282,374.7,294.4,194.9,195.4,199.9,185.4,147.1
298.7,321,377.8,196.7,158.2,141.6,152.1,148.4,128.4
301.8,308.1,532.9,406.8,335,356.2,320.7,297.2,238.2
271.3,345.2,366,186,166.4,151.3,177.1,159.6,120.4
306.7,301.3,428.6,457.5,257.5,341.9,301.2,328.8,281.3
361.1,281.2,373.2,224.3,191.2,173,197.6,201.3,177.3
306.8,359.3,374.8,205.1,151,130.8,132,135.9,115.6
319.6,356.1,492.2,209.5,124.9,129.8,144.9,135.4,113.2
361.1,375.5,390.9,132.9,131.9,87.6,83.6,86.3,73.4
370.9,356.2,486.6,353.3,231.8,249.1,240.4,202.9,177.6
451.9,336.7,465.7,436.1,290.2,297.8,281,230.4,197.8
488,43.5,478.3,133.7,96.6,82.8,105,56.8,76.5
397.7,426.4,477.1,293.4,234.2,246.2,269.4,272,164.6
287.3,424.7,632.9,248.9,250.6,112.3,153.1,100.6,75.7
349.5,444.2,549.9,329.2,244.4,219.3,214.3,203.9,180.6
571.7,458,389.8,103.3,165.1,60.6,78.8,65.2,50.9
449.8,388.5,663.9,528,357.1,399.2,487.4,513.1,344.6
471.8,513.4,358.4,235.7,149.7,160.2,152.5,171.8,138.5
409.1,521.2,628.6,445.9,473.3,395.6,326,387.4,265.3
407.2,580,605.6,291.1,220.1,183.5,179.7,211.8,173.9
471.9,539.1,656.1,522.2,364.8,396.1,405.3,401.5,352
621.7,715.7,417.8,163.5,160.4,139.5,127.6,149,109.1
568.3,664.5,986.7,627.3,426.3,508.6,449.8,519.5,436.7
900.9,675.4,676.4,301,304.2,202,220.8,211,167.2
492.9,720.7,795.7,374.8,360.3,306.7,307.8,306.6,287.7
767.9,685.8,866.9,472.5,310.5,287.3,333.8,240.8,183.9
10.2,10.9,15,35.7,13.9,24.4,32.3,28.8,27.7
17.1,20.8,22.8,13,10.2,9.8,13.2,11.7,13.8
19.2,24.9,23.5,28.4,19.7,30.6,22.7,23.8,20.9
13.7,21.2,29.8,37.9,32.8,31,34.9,36.8,27.5
31.3,27.9,35,70.1,593.8,525.2,54.5,39.5,9
29.1,33.4,32.7,27.8,15,18.6,19.7,15.7,15.4
27.2,31.9,50.5,75.8,31.5,59.7,65.7,73.8,64.8
30,28.7,41.7,48.6,30.1,33.2,24.3,32.1,24.2
48.6,21.6,37,26.8,21.4,19.2,24,19.1,19.9
31.8,24.7,43.2,37.6,35.8,29.8,25.6,27,17.8
,31.7,44.9,41.6,44.5,33.2,30,33,36.3
31.9,42.3,55.7,31.5,21.6,20.1,21.8,20.5,14.8
56.5,44.1,49,36.7,33.9,35.2,35.4,33,44.2
41.7,48.5,49.6,40.5,28.8,26.4,35.6,36.5,22.9
38.3,47.5,58.6,68.9,41.7,52.1,62.5,60.9,47.9
55.1,44.3,59.2,32.6,32.5,23,29.3,27.2,23.7
45.6,53.8,70,69.1,52.1,53.2,67,69.8,57.1
53.6,82.9,65.2,22,13.9,16.8,15.3,13.5,14.3
50.2,59.2,76.4,128.3,80.4,85.1,108.2,91.1,66.2
54.6,61.8,68.9,51,29.3,34.5,32.7,33.7,28.3
57.1,50.2,81.3,71.8,49.2,60.4,62.4,59,46.5
82.6,56.4,69.3,46.8,44.4,42.4,39.1,41.6,33.2
64.7,52.6,75.5,51.9,28.3,34.5,38.5,35.8,34.4
52.1,68.9,131.8,264.6,133.4,207.1,186.6,205.8,170
70.1,66.5,80.6,70.1,55.4,57.8,56.1,54.9,44
18.6,71.1,109.5,441.9,678.7,763.3,249.4,490.8,37.3
57.8,71.2,96,38.4,32.1,26.8,27.8,31.5,25.4
67.9,71.4,98.1,78.3,53.3,51.4,60.6,59.7,46.9
66.4,88.1,84.4,53.7,36.1,38.2,40.9,37.3,28.5
70.2,71.1,102.3,114.9,104.8,93.3,101.7,92.1,89.1
7,77.9,90.2,58,38.7,48.2,44.8,40.8,37.3
54.9,78.1,103.7,70.3,63.3,59.8,63.3,60,46
34,91.4,92.5,81.9,47.3,47.7,63.7,63.8,50.2
89.3,79.2,95.2,47.4,24.2,23.2,40.7,31.7,17.7
73.8,84.1,110.2,133,98,137,108.7,137.5,105.7
81.1,84.4,80.2,33.3,33.4,23.2,24.3,24.1,20.3
50.2,92.8,102.7,57.2,58,42.7,50,54.1,43.6
71.2,91.3,120.1,65.1,46.1,47.1,45.9,55.8,38.7
91.4,91.6,106.3,103,58.8,79.6,81.2,94.1,75.6
91.7,97.4,152,173.5,114.6,140.6,134.5,135.6,121.8
58.6,102.8,112.9,103.9,57.3,105.3,76.3,78.6,64.7
72.6,111.8,114.1,70.9,50.2,50.6,59.2,63.7,48.1
94.6,98.4,137.5,163,103.3,129.9,124.5,115.6,107.8
393,102.2,112.1,46.3,260.7,136.6,42.6,95.2,15.8
71.9,102.9,137.7,264.4,187.1,341.2,215.3,262.9,232.6
98.8,96.9,152.8,65.1,66.6,43.5,47.2,47.3,36.9
103.7,118.5,122.6,84.6,69.2,84.8,82.2,97.2,72.6
80.3,111.2,156.1,92.4,65.3,70.4,75.5,67.9,53
98.9,113,131.4,637.2,496.7,528.8,500.8,543,398.6
82.6,115.7,205.4,167.7,120,132.6,122.7,123.7,110
37.9,120,184.3,107.8,78,70.9,88.9,91.2,67.3
99.4,144.1,136.3,121.7,79.8,100.3,101.6,108.2,68.7
181.8,104,137.2,69.2,246.6,163.5,38.5,24.4,9.9
112,122.4,151.9,93.5,73.2,75.8,73.4,80.2,65.4
121.8,124.8,142.5,63.6,56.7,49.9,44,54.5,45.4
122.5,138.9,191.9,130.1,84,80.9,93.4,74.7,63.1
108,139.7,163.9,110.2,89.5,74.5,93.8,107.9,83.4
133.9,157.1,157.8,149.8,93.9,115.2,110.1,115.6,88.4
142.4,142.3,165.3,95.9,74.4,68.3,71,70.4,57.7
136.9,136.7,171.6,95.5,72.3,60.8,70.6,68.9,62.8
80.9,148.9,258.3,393.5,200.3,286.8,284.7,333.3,239.6
134.2,160.3,169.6,136.5,87.1,85.3,88.5,85.2,75.5
186.6,151.8,169.2,94.4,64.7,58.7,68.2,77.1,59.5
126.3,153.5,203.4,170.9,113.4,118,97.9,106.8,86.4
71.2,156.1,227.8,294.8,226.5,248.1,218.1,248.6,171
182.3,156.8,171.5,67.7,45.3,39.3,47.4,50.5,44.9
133.3,158.6,187,121.8,97.4,100.9,106.5,115.7,96.7
68.3,160.2,197.5,108.2,113.9,97.8,100.1,112,93.8
146.3,171.2,187.2,124.4,85.7,93.3,83.8,84.5,72.2
180.8,166,175.1,96.4,87,61.2,71.2,71.6,55.7
155.4,168.5,188.6,127.8,107.9,83.8,84.1,93.7,74.9
119.3,168.2,213,213.6,162.6,185.7,166.2,149.3,145.5
147.7,168.3,194.4,176.9,117.8,140.1,156.6,165.8,149.2
199,171,186,192.1,97,150.1,147.4,141.7,101
161,143.2,212.5,247,134.8,168.3,163.3,147.6,131
277.2,132.4,197.3,102.1,82.9,63.2,103.3,58.2,73.7
164.9,175.7,147.8,86.3,57.7,54.6,52.3,60.6,34.4
159.1,184.5,200.4,149.8,96.5,105.5,122.3,138.4,99.5
159.6,180.7,216.2,174.9,123.5,117.6,153.8,138.5,126.5
175.2,175.7,246.9,236.1,157.9,176,188.7,203.1,146.3
149.5,187.1,219.7,188.6,128.7,147.8,142.3,161.2,133.8
181.4,189.5,217.2,147.6,96.3,110.9,96.1,107.7,98.6
183.7,184.5,239.6,222.6,161.4,144.6,175.1,173.7,146.1
191.3,173.3,272.8,191.6,115.9,131.6,145.4,149.4,127.8
260.3,206.5,191.8,142.6,112.4,104.6,110.6,99,77.8
165.3,206.7,320.5,250.4,184.7,189.9,201.6,198.2,154.8
198.1,211.2,204.4,118.6,78.6,83.3,91.2,87.1,68.4
252.9,214.3,250.5,162.4,116.2,111.2,105.9,112.9,109.4
277,210.6,251.1,241.1,146.1,192.2,166.2,160.8,143.2
154.5,226.5,399.3,624.8,213.4,473,497.6,525.3,464.5
159.2,243.2,262.6,147,106.5,90.3,108.4,111.3,96.1
508.2,211.2,268.5,159.4,75.9,72.4,117.1,114.5,76.1
197.9,241.6,300.5,194.7,146.7,140.1,155,146.9,132.1
217.6,245.6,275.5,140,91.9,89.8,106.7,87.2,75.3
178.2,244.1,322.2,216.6,221.5,191.5,179.6,172.1,136.5
230.5,241.4,283.4,239.1,166.8,187.5,180.3,183.1,151.7
151.1,245.3,310.1,409,184.7,284.5,300.7,214.8,157
234.3,239.4,310.1,263.8,189.3,188.7,212,222.2,177.1
231.9,253.6,285.1,279,230.2,227.2,223.8,222.8,151.5
358.5,223.6,285.4,201.4,175.7,170.6,118.2,121.2,92.9
227.1,253.4,286.8,232.8,154.7,167.6,173.1,208.6,143.6
256,252.8,271.3,151.5,98.4,104.1,104.4,131.2,110.6
228.7,259.6,322.5,187.1,144,126.6,119.2,126.4,122.4
244.9,257.6,295.5,220.8,185.5,184.9,196.5,208.5,161.2
241.8,262,341,212.4,166.9,155.5,159.3,173.8,138.7
278.7,236.7,305.2,145.4,129.5,122.5,112.3,134.8,113.1
278.3,276.1,287.4,182.2,148.7,126.8,132.8,137.4,115.3
532.3,228.6,326.7,172.4,366.6,263.3,122.6,115.1,97.9
222.2,292.1,377.5,307.2,243.3,250.3,271.2,255.8,236.3
348.8,230.3,336.7,617.6,404.6,432.2,472.2,461.6,346.1
135.7,300.5,364.4,207.8,159.3,168.6,152.5,152.6,124.8
306,303.9,428.4,252.6,210.3,205.1,153.5,141.5,108.1
257.8,329.7,378.7,262.1,188.3,200,208.6,209.5,186.1
380.5,313.1,380.7,280.8,204.5,220.3,134.3,156.5,106.9
240,338,401.2,308,247.1,274.2,206.3,247.2,208.4
288.2,339.6,450.8,271,174.9,205.2,275.5,328.3,254.3
264.3,365.5,388.7,157.4,134.2,128.7,114.5,128.9,112.8
293,366,396.3,376.3,350.3,345,270,265.5,213.1
382,355.5,388.8,213.7,182.3,156.1,156.3,175.2,150.8
336.9,411.8,384.4,155.8,151.1,108.8,105.9,110.3,76.1
341.5,326,415.7,359.2,207.8,283.5,248.1,259.3,231.2
341.6,364.9,398.2,250.9,170.7,182.8,178.6,174.2,107.3
355.5,330.7,593.5,307.1,219.5,231.8,244.5,253.7,185.7
313.7,381.5,521.7,408.4,216.1,310.4,338.7,342,234.1
409.7,389.4,437.5,239.1,188.7,168.3,139.7,129.4,93.6
384.3,383.2,480,321.2,231.8,251.1,249.3,213.5,182.8
356.1,416.5,516,873.6,382.1,626.4,618.5,726.9,630.2
301.6,432.8,514.2,296.1,232.5,189.2,195.5,194.3,169.6
459.3,407.8,500,708,416.6,451.4,493.2,366.3,259.8
313.2,443.2,559.5,279.9,226.1,199.3,182.3,185.9,165.4
423.7,459.4,490.3,382.1,336.4,305.9,276.5,285.7,199.8
362.3,456.2,561.6,590.5,281.9,425.3,438.5,420.4,430.2
482.2,458.2,494.2,303.1,200.6,203.7,223.8,184.9,149.6
537.8,245.1,539.1,296.4,218,344.8,246.5,349,111.6
436.7,539.7,546.9,302.6,221.4,228.3,227,215,181.8
455.5,478,563.8,430.1,262.2,303.1,268,242.7,209.6
376.4,488.9,743.1,683.3,477.9,510.3,491.9,484.2,424.9
518.1,477.4,562.9,227.4,274,142.3,180.6,179.4,133.7
396.7,532.2,598.9,391.8,291.7,266.3,292.3,286.7,265
645.1,337.2,633.9,388.6,678.7,388.3,173.7,116.1,54.9
540.4,560.4,655.2,423.3,298.6,301.8,306.9,313.1,240.2
554.4,582.8,717,386.4,304.8,273.4,264.7,264.4,205.6
436.5,591.2,784,533.6,427.5,475.4,333.6,349,279.3
429.5,592.2,702.8,729.8,401.7,536.8,534.4,521.3,447.3
532.3,674.2,1215.9,1189.5,746.9,968.5,924.2,910.8,635.2
741.5,670.1,778,600.3,360.7,397.8,368.3,321.8,277.4
672.3,768.6,803.3,495.3,369.1,340,342.1,343.9,293.4
726.7,788.2,872.2,891.3,529.7,622.1,574,534.6,368
784.8,836.6,931.7,478.8,366.9,333.2,300,242.7,242
27.8,24.6,39.8,21.5,23.4,20.3,23.1,22.4,16.2
26.7,30.6,35.7,84.6,56.6,91.9,72.2,90.2,67.4
30.5,28,35,23.2,16,17.5,18,17.8,13.5
31.2,30.9,19.9,13.1,7.3,7.6,6.2,7.6,5.8
30.1,30,56.4,47.1,31.6,34.1,41.3,46.3,31.4
,25,48.3,42.7,40.7,39.6,49.5,58.8,46.8
23.5,36.7,70.7,99,67.1,88.6,74.6,86.8,59.7
38.8,41.6,58.5,73.1,31.5,55,45.9,38.8,32.7
41.6,49.3,48,43.9,32.5,33.1,28.8,30.2,24.4
35.3,44.4,53.9,43.3,53.6,13.5,39,15.9,552.9
45.1,54.4,45.7,48.2,32,37.5,35.4,41.1,29.2
29,48.6,60.9,74.5,56,62,55.2,51.6,43
37.8,51.2,87.8,78.3,45.3,45.8,56,58.4,42
71.7,48.5,60.2,25.8,15.9,21.8,17.6,21.7,17.6
51,48.7,81.7,104.4,49.3,76.8,64.9,66.7,54.3
52.2,53,66.7,58,45.1,57.4,50,61.1,33.1
2.4,55.9,69.1,66.8,84.1,62.4,53.2,69,42.5
32.7,56.7,80.8,88.7,77.9,80.1,79,95.1,51.5
52.3,61.2,67,41.7,32.6,27.7,27.7,31.4,27.6
62.9,59.5,61.2,7.4,14.6,2.5,4.5,5.5,3.5
54,61.5,71.6,49.1,38.7,34.4,34.2,32.5,26.9
63.2,59,85.4,60.3,34.5,38.1,40.5,40.1,39.7
63.3,69.6,77.7,69.9,60.8,61.4,46.6,48.9,39.3
74.3,70.4,80,43.9,26.3,17.4,16.4,15.3,15.7
55.5,71.6,86.8,67.1,38.4,47,54.6,52.1,36.7
95.3,49.3,84.6,77.1,52.7,54.2,54.2,45.6,36.9
61.9,77,145.4,61.4,45.4,53.4,80,78.6,54.1
72.4,61.7,91.5,84.1,85.6,92.5,73.1,73.1,44.3
67.2,78.6,141.5,375.5,119.3,326.2,295,322.4,258.1
82.6,90.6,106.9,85.6,69.9,69.6,56.8,57.3,48.1
62,91.8,135.9,262.2,91,197.9,181,187.4,184.6
68.7,92.2,113.7,173.8,153.2,174,161.9,175,100.8
65.1,92.5,144.9,71.6,51.1,58.4,49.2,52.4,46.7
87.9,94,127.6,100.8,70.7,82,83.9,88.9,73.5
89.1,108.6,100.6,29,46.1,15,16.5,13.4,10.7
42.9,94.9,124.2,84.1,59.3,51.7,66.8,67.1,53.5
75.2,104.8,190,511.6,268.9,338.1,215.3,189.4,124.9
112.9,102.9,120,81.3,75.1,65.8,81.4,77.8,60.6
84.2,112.9,172,87.9,53.2,69.6,59.2,56,58.2
95.4,115.8,154,96.9,77.4,80.6,89.9,82.9,65
110.1,115.1,167.6,150.5,104.5,112.5,114.7,123.2,102.9
127.4,105.5,134.1,115.1,66.8,81.8,79.8,86.6,86
98.9,118.2,185.1,223.8,150.4,180.5,213.7,191.2,150.3
118.9,120.3,125.6,63.7,60,52.4,49,49.1,36.1
147.4,121,117.3,39.6,55.9,31.9,39.9,34.9,24.3
98.9,121.6,208.9,208.8,138,143.3,168.3,182.9,150.2
101.9,123.8,155.1,252.2,177,175.8,158,156.7,109.8
116.3,129.8,143,40.3,53.8,28.7,33.8,32,33.4
116.3,126.6,164,100.2,80.2,76.6,78.2,61.5,55.8
111.9,136.3,145,112.9,95.1,97.2,103.2,121.1,84.7
121,121.2,169,141.6,100.8,102.3,101.4,102.6,87.7
89.9,129.1,172.5,239.3,132.9,191.5,175,193.9,148.7
104.5,129.3,177.6,188.1,115.6,141.5,135.9,146.7,112.9
