Raw Abundance 35,Raw Abundance 45,Raw Abundance 50,Raw Abundance 55,Raw Abundance 60,Raw Abundance 75
283464.8,259008.9,208803.3,127780.6,69701.9,10073
336123.6,289586.1,240002.7,153569.6,83336.8,19538.4
224431.8,217003.5,178474.9,119617.6,50885.8,15611.5
224650.5,217068.2,186015.3,124922.1,78418.1,23458.8
172363,150283.3,118443,69385.8,36433.1,3095.6
9062.1,7909.6,6598.2,3447.4,1651.9,246.8
151110.1,154753.4,113296.8,69318.8,38408.2,5347.4
5536.8,4659.3,4593.4,2814,1488.6,614.2
140827.6,128061.7,105303.1,65216.8,36326.4,6154.7
99034.8,91306.5,74546,47017.3,27376.6,4725.2
111793.8,106374.5,83388.4,53108.1,31529.3,12997.9
7808.7,6915,6550.6,4201.1,2150,1270.4
118199.2,109490,88111.6,56049.1,31683.5,5388.6
105802.1,95605.6,77520.1,53275.6,34357,14125.4
296316.2,261266,209965,128775.8,75394.3,13181
158468.3,133541,112254.4,65477.7,37434.4,6698.3
105678.9,106778.6,80589.6,47753.6,26654.6,3761.3
278234.8,261075.8,214951,131926.7,66019.2,15642.4
11007.5,9308.9,9029.7,6097.8,2990.1,944.1
109667.4,105188.6,76709.4,39551.4,21109.8,3884.4
103747,95288.4,75455.6,46832.6,30748.5,21164.4
25048.3,28216.4,23490.2,15207.5,10437.5,7780.2
197668.3,186776.3,161361.8,124198.1,61378.8,9219.5
156412.9,144518.2,118807.6,78307.8,49259,20202.1
11496.2,10045.1,8923.3,6052.4,3972.4,1308.8
121842.2,118027.4,98944,75089.6,36567.4,4147.8
133845.5,123325.9,97005.2,61015.1,33057.4,4578.2
15543.1,14927,13401.7,10142,10351.6,7729.4
561554.5,498983.4,410391.7,264204.5,141852.4,28028.2
143242.6,137740.7,115472.7,79775.7,36867.7,4793.9
274944.8,236572.8,185616.8,108667.4,59113,11752.2
4572.8,3974.7,3696.3,2666.6,1483.9,752.7
78053.9,75968.7,59449.6,36771.1,20635.3,4142.4
61423.2,50455.8,41571.1,23884.4,12105.4,2159.4
12965.4,10585.6,8506,5148.6,2633.6,260.1
68276.9,68148.4,54684,39609.8,21956.9,4824.7
164531.1,156395.5,128867.1,79275.6,47381.8,8208.5
9627.7,8963,6884.3,4563,3463,1903.5
127215.2,121033.3,92219.2,58799.1,42378.1,30761.2
21324,19150.9,16428.7,9788.1,8932.7,8983.1
24599.9,21772.7,19439,12379.1,11123.3,11908.1
103734.4,118795.9,95409.3,55070.5,31538.2,7705.9
7687.8,6987.3,6005.6,3594,3109.5,2113.9
362171.9,329464.7,252828.7,160017.5,89061,12167.2
13200.9,12062.6,9764.5,6466.5,3980.4,381.9
39867,38435.4,30953.7,19810.1,11724.4,5915.3
80467.5,75801.6,59081.6,37124.4,22618.7,4222.5
422391.8,367517.8,301013.3,184828.7,96915.9,18735.6
253748.9,223002.7,174346,106088.4,62148.5,6933
68564.3,60702.5,48790.5,30305.5,17730.6,4046.3
289185.7,260169.4,209391.7,124843.9,66842.7,8456.5
1963.3,1716.5,1478.5,999.9,618.6,209.2
55212.2,50430.6,39999.5,24947.5,13499.2,1885.1
480177.7,453130.4,358927.8,216727.8,120988,18068.3
47052.3,40317.8,33762.7,20276.6,10736.5,2363.6
204072,173747.6,139106.9,84011.3,46779,7151.4
11620.4,10785.9,9121.4,6579.3,4875.7,4493.9
12127.2,11269.5,9548.2,5705.8,2639.6,938.9
650.1,711.3,681.9,517.4,313.6,153.8
245588.8,218482.9,174953.9,114347,63352.7,23982.4
33007.5,28877.9,20715.7,12435.3,6400.4,2227.4
84968.4,71300.3,59214.9,36875,20203.6,5887.8
1622.8,1563.8,1003.8,838.1,392.6,111.4
93750,84181,63506.6,34314.3,17554.3,6232.6
46620.3,42525.8,32978.3,17887.4,9808.7,3682.4
158286.6,147538.7,127479.3,121554.4,108981.9,47994.1
432555.2,375279,277316.1,143369.5,71494.4,23748.6
61472.9,57065.7,49635.1,44308.5,29418.1,4388.9
118366.2,109236.3,91383.1,49539.5,21133.8,7599.9
2881,2649.8,2316.8,1457,636.6,296.7
3318.4,3464.8,2632.5,2221.4,1821,1429.8
139835.5,130811.5,108545.4,49834.8,26031.6,10039.3
20987.1,19346.2,16590.6,14154.3,9152.5,2401.9
46877.5,43202.7,37917.6,30662.4,24362.7,16374.5
15289.6,14509.8,12532.7,9033.8,5730.9,2963.3
312787.8,270983.6,201662.5,102465.4,52638.8,16529.7
8794.6,7628.2,7028,4977.5,2100.5,861.9
114826,108936.4,95392.4,80204.5,68576.5,56238
45946.2,43973.4,36313.3,28052,8665,2931.9
1301.6,1015.2,1001.4,594.9,398.6,140.3
9631.3,9415.4,7802.6,4436,2395.2,963.7
22925,20796.5,17975.7,13195.6,5232.6,1960.4
18655.7,17620.3,15738.6,12890,6848.6,2135.2
12211.6,12453.2,9912.8,7070.8,2687.1,669.5
9194.4,8648.9,7687.8,4864.8,2027.8,641.7
13675.3,12649.6,10864.7,7411.7,3221,907
24808.6,23096.7,20314.1,16271.7,12285.2,7285.9
48158.9,37560.2,32098.7,23385.3,9755.2,3435.2
6380.3,5498.1,4366.1,2440.3,1330.5,603.1
7537.5,6172.3,5412,3560,1773.5,907.6
6963.6,6561.1,5479.4,2908.4,1462.5,669.4
2942,2702,2235.6,1321.7,626.5,199.5
10222.1,9318.6,8671.1,6936.3,5317.6,3562.3
202.8,158.9,168.3,127.3,68.9,45
14306.3,13654.2,10913.1,9069.4,7674.4,4034.7
5672.3,4893.2,4314.2,3000.8,1274.4,281.9
1618.1,1415,1100.2,631.3,320.1,73.6
12474.3,10820.6,8044.1,4810.6,2452.2,501.1
31932.3,29899,26409.8,19197.9,6181.3,1881.7
294692,267512.5,200535.9,106503.1,52777,13044.6
703,615.7,630.7,498.7,334.7,231.8
2858.4,2399.4,1895.1,1342.1,919.8,566
91182.7,84369.3,67975.1,53901.5,54606.8,40766.2
174327.7,162993.8,145888.5,137453.1,114547.6,13482.6
143690.1,116839.2,86586.6,46767.1,23579.1,5255.8
67798.5,63096,50209.6,37856.6,18630.7,4687.2
6066.5,5583.6,4755.3,2482.4,1319.2,536.2
7034.8,6065.3,5104,3324.3,1653.5,653.5
12686.1,11432.9,8643.5,6179.3,4615.9,3611.4
114425.5,98002.7,75566.3,38033.2,17985,5349.3
9666.8,7451.9,4940.1,2847.2,1389.5,361.7
6668.5,6464,5662.9,5133.1,4445.6,840.1
30517,27909.9,24797,19713.8,15599.6,10725.3
17093,17490.7,16514.9,15342.6,11007.9,5243.5
1992.8,1955.1,1866.5,1395.1,796.7,556.4
21467.1,19715.5,15283,9712.1,5521.8,2070.3
1467.5,1361.9,1065.4,537.3,258.8,59.6
66619.3,76606.2,65153,36610.1,19682.2,5636.2
1065.6,973.3,773.7,691.4,676.7,468.2
2623.9,2554.8,2133.9,1894.3,1458.8,194.5
370641.1,320027.8,240957.4,128886.3,63846.8,18351.9
19520.9,18546.4,14900.7,8055.4,4247.1,1251.9
1174457.2,1182511.6,974701,475330.1,247508,37942.1
5373.5,5591.6,4235.9,3039.8,1977.6,381.2
82719.9,80183.7,69599.1,63994.9,55761.5,22062.5
2646.5,2467.4,2101.2,1323.4,577.6,183.2
957.6,831.4,747.3,465,222.3,140
1489.7,1353.2,1165.7,772.9,474.3,153.8
6707.9,6428.1,5919.7,5020.2,2524.6,946.5
107493.2,101828.7,88458.4,81452.7,67700.9,6280.4
1395,1299.8,1224.3,909.7,557.9,467.8
415.4,368,270.2,158.9,90.6,29.8
1641.7,1565.2,1227,785.7,520.6,248.2
14775.9,13348.8,11426,7645.9,4044.8,1389.1
986,870.2,723.9,450.5,255.8,123.2
15622.9,14080.4,11859.1,7121.7,3759.9,1558.6
7911.6,7392.9,6165.8,3800.7,2018,664.3
4747,4521.3,3543.6,2238.7,1208.2,456.5
505.5,412,384.9,273,119.1,51
21998.1,20528.6,18176.8,11412.2,6005.1,2622.4
38570.4,34066.7,25584.4,17636.1,6990.1,1700.5
893.5,953.7,841.6,656.6,478.1,314.6
693.2,635,564.1,422,259.2,186.4
7134.4,6476.1,6046.3,5271.1,4139.8,3184.2
2400.3,2413,2032,1817.9,1608.3,977
4739.4,4518.8,4044,3195.2,2656.9,1411.9
8740.5,7672.9,7142,6693.4,5335.1,4233.2
37420.3,30958.5,23747.8,14721.3,6965,2877.4
1065.5,977.4,858.5,781.2,577.5,124.6
40596.6,37477.8,30885.3,17504.1,8069.9,2946.6
224.7,186.1,186.1,133.4,60.8,25.1
6855.5,6368.9,5023.7,2821.1,1564.9,491.7
118290.8,111681.6,96737.7,79681.9,28218.3,7843.9
119264.8,110784.7,95676.1,72447.3,42636.6,11894.3
1356.5,1140.8,1126.8,770.9,406.4,191.6
21818.1,19252.5,14970.6,8620.8,4693,1584.3
963.3,952.8,886.1,664.8,525.8,354.3
681.9,627.6,481.7,276.3,152.8,60.4
886.1,841.6,695.9,355.1,193.4,60.3
20573.8,16874.5,15541.1,12883.1,10997.3,10660.2
2810.5,2360.4,2339.9,2060.4,1404.6,975.4
4976.8,4646,3821.8,2440.1,1505.1,867.9
11625.4,10641.9,8240,4066.2,2027.2,651.6
59975.9,54626.9,44861.8,23797.9,11181.1,3827.4
726.7,631.6,563.8,379.3,262.6,201.9
12710.1,11206.6,9105.1,6659.3,4182.1,1799.1
234.9,193.8,173.1,117.1,76,26.7
1146.7,891.5,925.3,633.1,279.6,150.9
2985.4,3374.7,2709.6,1818.7,1196.6,431.5
2545.5,2143.4,1919.8,1253.9,669.4,284.4
3063.6,2604.8,2377.1,1579.9,701.2,197.9
2131.7,2026.4,1694,1236.2,965,634
676.5,565,540.2,442.6,391.2,327.2
354.4,290.4,267.7,164.9,104,78.9
778.8,725.8,596.6,397.7,252.4,127.7
281.7,203.3,164.3,112.7,74.8,28.6
5530.3,4862.8,3908.9,2410.5,1373.4,638.9
5211.3,4561.1,3967.8,2614.2,1468.9,696.1
2359.7,2063.5,1656,992.8,592.8,239.9
789.9,716.4,567.4,389,196.5,81.4
1162.2,895.1,705.5,374.9,166.2,39.5
2453.2,2005,1689.9,1102.1,555.5,250.8
46642.5,44358.9,37485.8,31880.1,14983,2887.8
30434,28988.1,23756.3,19793.4,9786.3,2698.9
170891.9,157609.6,110370.7,54652.1,26505.3,7329.4
27462.4,26107.8,22857.5,13685.2,5677.1,1834.2
32613.7,29934.1,22105,14572.4,8875.2,2699.5
2131.6,1819.9,1503.3,894.2,452.3,188.1
24027.9,22322.4,18110.1,13480.5,7712,2055.1
133651.4,122082.6,108944.8,102096.3,65326.2,9965.9
657.4,918.3,708.7,641.9,575.3,407
9656,9542.3,7871.9,5275.9,3549.1,2006.4
60867.3,61453.8,53907.6,40605.8,29993.8,19367.7
206531.2,189895.2,135141.1,69598.8,35808,14020.2
171484.9,161547.3,124716.3,51975.8,23811,6894.5
230601,206985.8,160565,91392.1,51567.2,17277.9
658.6,612.1,625.9,825.8,470.8,190.2
86421.5,78109.5,66928.6,55611,34799.2,5154.7
263529.8,251876.1,219890.7,205833.2,91980.7,15425.4
183838.7,175259.5,151720.8,141394.8,124356.2,70144.1
708.5,661.4,544.3,442.6,340.2,253.5
3931.1,2697.2,1656.3,1225.1,859.3,1007.9
28549.2,27135.2,20056.9,10959.2,5265.9,1641.9
9051.7,8572,7212.1,6665.2,5621.7,900.3
5021.7,4508.5,3604,2144.8,1419.4,676.2
908.8,910,807.9,634.6,322.5,152.3
88833,83716.4,72250.5,64348.8,55287.5,11066.9
1037.1,958.5,865.9,563.3,274,98
8837,7561.7,6802,5132,2607.9,645
11252.4,9850.8,8828.3,6714.8,3912.9,1378.9
104859.9,97592.8,84434.1,55003.6,26083.6,6068
104029.9,95568.8,87804.7,64852.3,27554.6,7491.9
8990,8405.7,8066.9,7593.9,7697.6,4604
4940.1,4212.6,3803.3,3549.9,3506.1,3046.2
1304.9,1313.6,1236.4,809.4,523.1,278.6
3820.4,3773.3,3615.5,3119.9,4042,2972.8
2004.2,1992.7,1892.4,1430.5,1150.7,527.2
5223.4,6475.5,5433,2758.5,1416,434.3
17608.9,16487.9,15414.6,10639.9,5431.7,1832.3
2608.3,2500.8,2140.9,2236.4,2365,1451.4
1062.6,1014.5,1012,939.7,833.7,454.8
1303,1559.2,1470.7,1105.3,886.2,478.5
1859.9,1811.7,1300.1,1039.9,661.3,138.3
496767.9,419016.6,317875.5,165841.8,80166.2,25472.7
288621.5,246554.8,185758.7,98134.6,50056.7,15217.6
9254.6,8515.5,7182,4610.5,2278.8,908.5
3477,3095.8,2473.2,1554.9,828.8,382.5
5455,5150.4,4376.4,3061.1,2088.5,1075.3
13496.9,12659.5,10741.5,8167.4,3511,1528.4
180.2,129.4,123.6,83.6,32.5,12.8
1609066.6,1587929.1,1389955.4,1225763.2,429717.2,91888.3
129033.5,126055.5,109959.2,108950,44692.3,9100.4
642.4,601.6,505.3,333.7,158.6,40.6
12896.5,11581.3,9737,6517.4,3442.1,955.8
45506.7,37925.4,31405.8,20465.7,11868.2,4132.3
19764.4,17319.4,14003.9,8934.9,5044.6,2093.4
58060,55443.7,41379.1,25856.2,16221.8,7624.8
8719.2,7907.6,6260.6,3643.8,1945.1,669.6
2092.7,1706.1,1654.3,1251.8,726.1,419.8
3299.6,3067.8,2464.4,1420.2,800.9,236.9
18154,17169.8,12808.6,8460.4,4688.6,1150.3
72440.3,63476.4,49357.2,28556.5,16187.3,4301.2
18519.6,17246.9,13381.6,7348,4253,1672.4
55773.4,49535.9,38846.4,24273,12881.5,4823.7
21130.9,18556.2,15018.4,10250.1,5896.4,2231.9
544043,518540.6,456417,411018.1,215667.9,30908.7
2407.7,2353.7,1909.7,1173.4,589.5,111.8
29461.3,27636.4,21638.4,13913.3,7512.8,1788.7
5760.7,5192.9,4398.5,3075.4,1617.4,461.4
14621.3,13031.6,11107.5,7254.3,4467.8,1822.4
429.9,290.2,292.2,197.7,74.9,27.7
8453.4,7364.6,6021.6,3816.3,1984.3,480.8
8723.8,8601.6,6497.9,4088.9,2341.2,731.8
155623.4,141525.1,115125.1,67267.4,31421.2,9051.1
8158.5,7520.9,6122,3998.7,2220.7,1014
3390.7,2975.5,2458.5,1468,798.1,241.6
5088.3,4602.2,3796.9,2693.9,1837.3,461.3
49608.3,44020.6,36075.8,19892,10070.3,3201.5
956.2,975.8,1081.3,842.2,825.2,465.5
517.3,660.5,620.2,549.8,588.6,358.1
1123.8,1082.6,909.6,532,328.1,128.6
307,232.8,171.3,120,70.7,13.8
1642.7,1657.9,1394.6,853.9,361.5,109.2
847.1,740.5,543.6,267.7,145.7,31.9
8579.9,7558.1,6602.8,4774.9,3266.9,2697.9
1129.9,1047,1024.7,800.7,585.4,283
1350.8,1208.1,1023.8,673.4,290.8,101.4
2951.4,2679.3,2225.5,1530.9,1017.5,522
6972.8,6273.6,5227.9,2960.4,1555.9,715.7
8893.4,8369.2,7487.1,5759.6,3409.9,1618.7
48104.8,44985.6,38818.3,30185.6,9940.5,3623.6
202967.5,191777.5,167026.2,119857.4,36447,13261.6
167197.6,152080.3,114758.1,57202.8,28663.6,8934.8
16821.3,15529.1,14128.1,13245.2,11445.4,9747.3
502,378.3,429.8,312.9,154.6,106.3
1106.4,1058.7,1037.4,727.7,426.2,251.2
26575.7,21529.2,15646.2,9011.4,5016.3,1519
155216.4,145457.2,113220.5,60639.7,35336.5,8868.1
10398.6,9854.2,9072.3,7465.1,5634.1,1606.4
13137.1,12208.5,10476.8,5336.8,2848.6,1407.7
5685,5504.9,4583,2930.7,1778.4,716.4
3051.8,2632.6,2292.1,1375.4,841.6,436.2
6866.3,6782.4,5974.7,4738.4,3799.2,2461
4135.8,3694.1,3648.2,3057.8,1935,1437.2
11669.1,10901.1,9381.8,7325.1,5744.8,3902.4
7902.2,8131.4,7080.2,6430.6,6150.1,5126.5
1029.2,1005,806.5,522.8,356.6,165.2
5644.9,5218.3,4581.4,3980.2,3194.1,2479.6
2350.1,2239.6,2064.5,1504.1,1151,694.2
1036.7,1119.6,1144.4,928.6,892.1,668.9
2486.7,2117.8,1768.3,1125.6,696.9,367.8
1560.3,1533.6,1322.9,902,517.9,278.7
2002.8,1874.4,1582.8,1265.1,896.3,612.6
192243.8,183588.1,141404.4,71125.7,35299.9,9741.1
81870.4,70987.8,55368.6,34416.8,18880.1,5368.7
21576.6,19596.2,17721.4,13309.6,8673.3,2434.9
2286.3,1935.5,1728.9,1001.8,451.4,180.3
6182,5553.3,5240,4154.2,3074.2,2011.9
217.3,171.4,156.8,109.4,46.3,22
762.9,672.1,644.6,514.9,331.5,202.1
7279,6572.5,5214.6,3107,1546.1,477.4
2598.2,2543.5,2125,1419.8,801.9,335.7
7546.3,7140.2,5363.6,3234.7,2081.6,1015.4
41512.7,39399.3,37132.5,31601.1,29635.7,25763.5
24470.9,23035.7,17087.5,9656.1,5338.8,2049.9
1086.5,1022.4,819.2,493.2,243.2,90.3
14433.5,14497.5,12817.4,9278.9,5729.1,4775
79437.5,74901.6,58568.7,28860.6,14057.1,4688.5
5497.4,5002.2,3854.4,2096.4,994.7,325.6
7713.4,6644.7,4904.2,2990,1632.3,499
4418,4141.1,3539.4,2134.4,1171.4,421.4
33976.8,33007.9,27609.5,22038.7,10092.2,2593.5
1606.8,1489.2,1263.8,951.3,498.7,260.4
13455.5,12159.1,11319.6,9275.8,6509.5,2548.3
1757,1607.9,1250.7,787.7,455.5,182.7
1837.2,1626.4,1329.5,755.2,440.3,162.3
976.8,840.9,646.2,382.6,210.6,70.1
2890.2,2605.3,1850.3,1093.4,620.6,287.7
1497,1377.5,1117.5,652.8,318.8,83.3
3367.3,3230.8,2914.4,2059.3,1327.8,718
2057.2,1824.5,1504.5,874.3,458.4,176.9
3634.1,3153.4,2253,1451.1,879.7,244
4332.5,4019.1,3364.5,2053.9,1210,310.3
12311.6,10459.1,8299.5,4956.2,2599.7,790.7
5385,4638.6,3889.5,2537.1,1437.2,600.7
2613.2,2171.4,1747.7,1083.6,579.6,201.9
23899.9,19049.7,14350.2,7662.3,3817.8,1081.9
1224,977,878.1,584.3,330.8,123.5
9139.8,7832.5,6326.7,3661.2,1862.2,770.5
5870.8,5566.1,4890.8,3786.8,1291.6,298.4
1967.9,1965.9,1840.1,1321.6,889,510.4
2165,1843.4,1597.9,720.4,387.9,94.5
970.1,907.3,664.7,407.8,260.1,109.6
1150.1,1129.4,739,493.2,283.3,113.2
32903.2,29019.1,22517.3,12731.3,5595.9,1744.3
9449.6,8748.6,7101.1,4488.4,2662.3,1089.7
41792.2,38687.8,28864.8,15879,8356.2,2864.5
1563.7,1410.8,1207.2,983.1,573.5,145.6
318.6,263.1,199.7,154.2,81,22.4
49318.2,44972.1,34775.6,20888.9,10014,3380.7
3857.9,3177.7,3214.8,2552.4,1714.1,1142.4
12005.9,10888,8651.8,5266.2,3042.3,1137.8
258924.7,246865.9,209058.7,122872.2,60643.8,18910.1
18498.8,15356.7,11390,6110.1,3099.2,892.6
7196.7,7197.6,5406.7,3633,2228.1,979.7
2670.4,2377.1,2006.3,1173.7,705.8,344.1
165,163.4,97.7,77.2,47.2,24
12414.3,12431.8,11277.8,9185.1,7065.7,4887.5
7866.8,7292.2,5450.4,3334.5,2125.3,1119.5
5168.1,5015.2,4226.2,3803.6,3025.4,2469.2
1895.2,1810.3,1469.4,1301,1194.8,934.8
