Abundances (Grouped): 126,Abundances (Grouped): 127,Abundances (Grouped): 128,Abundances (Grouped): 129,Abundances (Grouped): 130,Abundances (Grouped): 131
7245000,7328000,7189000,7173000,7132000,7156000
23910000,24300000,24400000,24110000,24200000,24220000
668200,693300,652200,653600,707100,673800
4893000,5106000,5198000,4863000,5584000,5524000
34220000,34000000,33950000,33590000,33580000,33190000
3460000,3574000,3484000,3456000,3528000,3567000
51180000,51050000,50820000,50280000,49860000,50000000
56750000,56380000,56250000,56520000,55520000,55150000
28250000,28100000,28130000,28270000,27640000,27930000
5052000,5076000,5090000,4991000,5156000,5125000
14160000,13950000,14110000,13960000,13820000,13850000
29460000,29040000,29110000,29520000,28690000,28550000
7637000,7625000,7669000,7689000,7592000,7779000
8539000,8640000,8706000,8640000,8779000,8484000
13320000,13280000,13200000,13150000,13180000,13020000
5332000,5357000,5304000,5266000,5389000,5280000
14650000,14620000,14710000,14400000,14330000,14260000
5222000,5159000,5140000,5102000,5188000,5132000
13410000,13170000,13120000,13160000,12820000,12670000
14840000,14590000,14980000,14490000,14560000,14580000
28630000,28630000,28500000,28800000,27960000,28190000
27530000,27490000,26860000,26880000,26580000,26500000
10920000,10670000,10610000,10590000,10700000,10630000
3007000,3002000,3053000,2831000,3012000,2925000
287600,309000,268800,301700,287200,272300
8686000,8600000,8580000,8357000,8541000,8412000
3321000,3284000,3360000,3245000,3317000,3287000
8188000,8154000,8180000,8048000,8148000,7976000
4281000,4304000,4337000,4237000,4289000,4316000
9374000,9299000,9367000,9144000,9230000,9169000
9238000,9432000,9213000,9384000,9120000,9192000
12840000,12940000,12800000,12820000,13070000,12690000
2168000,2140000,2159000,2122000,2182000,2178000
12290000,12090000,11950000,11590000,11870000,11740000
41570000,42170000,42090000,40570000,40850000,40450000
41690,44120,39350,38010,48800,39180
30470000,31050000,31570000,30930000,31170000,31190000
9217000,9281000,9264000,9119000,9224000,9026000
44320000,44760000,44180000,44330000,42940000,43080000
15630000,15480000,15560000,15500000,15730000,15670000
14940000,14700000,14570000,14260000,14420000,14440000
21090000,20280000,21080000,20570000,20480000,20680000
11660000,11360000,11370000,11220000,11230000,11060000
4597000,4733000,4623000,4552000,4619000,4621000
18870000,18880000,19220000,18830000,18890000,18750000
6369000,6384000,6493000,6259000,6490000,6472000
17020000,16800000,16880000,16640000,16780000,16410000
5461000,5378000,5453000,5324000,5461000,5488000
6415000,6368000,6380000,6293000,6346000,6270000
38200000,37900000,37670000,37460000,38180000,37430000
7207000,7211000,7320000,7116000,7207000,7315000
17660000,17560000,17550000,16950000,17080000,17080000
14330000,14320000,14550000,14100000,14320000,14550000
17580000,17390000,17200000,17050000,16910000,16830000
19280000,19480000,19440000,18960000,19010000,19300000
6142000,6178000,6144000,9835000,9792000,9781000
9725000,10040000,9842000,9737000,9719000,9927000
15450000,15250000,15110000,14920000,14950000,15050000
80350000,81210000,78570000,77440000,75260000,77430000
8549000,8520000,8550000,8438000,8530000,8552000
55140000,55370000,54530000,54630000,53560000,53460000
2752000,2753000,2820000,2685000,2822000,2828000
3935000,3921000,4034000,3889000,3931000,3864000
3608000,3687000,3654000,3629000,3730000,3711000
7359000,7316000,7550000,7251000,7238000,7311000
3209000,3254000,3172000,3252000,3280000,3279000
21450000,21300000,21380000,21040000,20920000,20760000
108700000,114000000,109900000,107800000,104700000,104800000
15640000,15670000,15790000,15620000,15300000,15610000
13130000,13460000,13300000,13030000,12870000,12890000
18470000,18590000,18540000,18100000,18240000,18350000
17740000,17550000,18020000,17170000,17540000,17560000
9084000,9383000,9129000,9425000,9184000,9229000
3864000,3843000,3867000,3793000,3885000,3947000
37790000,36900000,37180000,35960000,36830000,35600000
8915000,8994000,8858000,8744000,8800000,9164000
40360000,40470000,39830000,39500000,40880000,39480000
6588000,6755000,6460000,6678000,6575000,6482000
11030000,10930000,11030000,10800000,10900000,11070000
46830000,46000000,45940000,45740000,45410000,45310000
7137000,7182000,7100000,7101000,7012000,7102000
16250000,15880000,16380000,15720000,15560000,15690000
6081000,5936000,6070000,5985000,5884000,5898000
11260000,10890000,10920000,10810000,10710000,10560000
33830000,33240000,33430000,31970000,32260000,32370000
6965000,6927000,6882000,6719000,6806000,6753000
50140000,49500000,50170000,49190000,50210000,48970000
39550000,38310000,38520000,39250000,37300000,38430000
13570000,13830000,13340000,13140000,13480000,12920000
4790000,4801000,4777000,4695000,4740000,4760000
10290000,10190000,10310000,9836000,9958000,10080000
3052000,3076000,3069000,2988000,3100000,3081000
8378000,8485000,8406000,8447000,8414000,8424000
7242000,7421000,7473000,7293000,7268000,7481000
13420000,13320000,13460000,13130000,12930000,12940000
1930000,1922000,1899000,1880000,1883000,1903000
194400000,201600000,194500000,189700000,183300000,182100000
17320000,16870000,17320000,29480000,29130000,29590000
19390000,18960000,18390000,18500000,18620000,18320000
16640000,16440000,16710000,16630000,16540000,16490000
6227000,6199000,6393000,6100000,6104000,6381000
11620000,11470000,11820000,11570000,11300000,11260000
33460000,33330000,33660000,32810000,33000000,32000000
4749000,4733000,4745000,4614000,4738000,4711000
10180000,10020000,10210000,9824000,9964000,10240000
2554000,2565000,2546000,2547000,2613000,2606000
3731000,3754000,3749000,3699000,3784000,3834000
210400,189400,181900,206600,184900,177200
23010000,22660000,23040000,22490000,22740000,22420000
6624000,6628000,6658000,6456000,6565000,6553000
368400,350200,387100,363400,371800,372300
125100,113800,129000,110200,154700,134000
10210000,10020000,10110000,9737000,9882000,9789000
9523000,9443000,9414000,9184000,9307000,9192000
3218000,3275000,3289000,3222000,3219000,3295000
1608000,1566000,1531000,1480000,1531000,1512000
26000000,26430000,26440000,25580000,25480000,25350000
5061000,4986000,5089000,4898000,4948000,4945000
909400,911100,921700,885700,932700,940600
7608000,7468000,7394000,7245000,7509000,7610000
11890000,11280000,12170000,11610000,11410000,11650000
6220000,6272000,6210000,6144000,6162000,6108000
5464000,5630000,5517000,8173000,8175000,8111000
6596000,6636000,6588000,6477000,6661000,6673000
8789000,8673000,8834000,8536000,8572000,8548000
8992000,8996000,8993000,14590000,14670000,14420000
7933000,7820000,7962000,7784000,7574000,7654000
17440000,17320000,17280000,17160000,16840000,16830000
8325000,8289000,8302000,8008000,8227000,8217000
4164000,4152000,4199000,6303000,6321000,6310000
8587000,8591000,8626000,8473000,8454000,8372000
2322000,2402000,2354000,2290000,2359000,2393000
7231000,7198000,7182000,7086000,7051000,7033000
31770000,32460000,32560000,31380000,31630000,31750000
3385000,3311000,3401000,3351000,3354000,3336000
4183000,4271000,4177000,4224000,4189000,4145000
7695000,7922000,7753000,7595000,7680000,7596000
8396000,8390000,8677000,8548000,8218000,8540000
5043000,4912000,5091000,5037000,4975000,5170000
12750000,12780000,12580000,12270000,12890000,12660000
32110000,33440000,33660000,33250000,32220000,32860000
10310000,10340000,10510000,10380000,10460000,10390000
2932000,2948000,2973000,2875000,2922000,2944000
3011000,3369000,3014000,3192000,3102000,3168000
6984000,6978000,7079000,6826000,7054000,6948000
22380000,21910000,22200000,22320000,21990000,22420000
8347000,8186000,8072000,13330000,13180000,13400000
11680000,11320000,11380000,11070000,11340000,11250000
9979000,9702000,9925000,9751000,9722000,9595000
6435000,6417000,6330000,6299000,6441000,6405000
11230000,12280000,11960000,11780000,12230000,12780000
10240000,10230000,10190000,10070000,10060000,10090000
3604000,3629000,3612000,3521000,3567000,3602000
12410000,12270000,12180000,12120000,12300000,11880000
40030000,39110000,38310000,38610000,37450000,37440000
17370000,17140000,17250000,16790000,16830000,16470000
7601000,7557000,7635000,7400000,7471000,7583000
9626000,9393000,9644000,9405000,9615000,9513000
44320000,47120000,46050000,58310000,56620000,57760000
30180000,31110000,31190000,29390000,29830000,29680000
11230000,11370000,11370000,10770000,11150000,10740000
5439000,5419000,5386000,5436000,5257000,5456000
3879000,3898000,3922000,3824000,3872000,3924000
110200000,106300000,109000000,103700000,104000000,103400000
12420000,12170000,12580000,12230000,12390000,12290000
4929000,4922000,4948000,4995000,4990000,4967000
65080000,64630000,64600000,63260000,62420000,61330000
3208000,3239000,3201000,3144000,3191000,3171000
3080000,3100000,3099000,3100000,3112000,3128000
4069000,3976000,4072000,3884000,3916000,3914000
10790000,10660000,10660000,10440000,10420000,10250000
7434000,7502000,7615000,11930000,11780000,11790000
4025000,4152000,4069000,4083000,4070000,4088000
4938000,4882000,4916000,4887000,4872000,4837000
8966000,8926000,8927000,8679000,8834000,8664000
5235000,5147000,5295000,5190000,5293000,5424000
30230000,29450000,28930000,28700000,28750000,28160000
129000000,129800000,127100000,128200000,125900000,125600000
15280000,15180000,15410000,15390000,14900000,15150000
3499000,3483000,3516000,3496000,3486000,3452000
10240000,10030000,10210000,10020000,10180000,10170000
3289000,3269000,3315000,3237000,3335000,3247000
14170000,14350000,14450000,13980000,14190000,14350000
32120000,33100000,33710000,33140000,32720000,32620000
29130000,29550000,28550000,28970000,28420000,28590000
3807000,3969000,3873000,3722000,3845000,3897000
3958000,3906000,3953000,3854000,3967000,3975000
7192000,7098000,7125000,7028000,7037000,7048000
11540000,11740000,11450000,11170000,11230000,11590000
26870000,26780000,26920000,26150000,26890000,26510000
11840000,11830000,11900000,11900000,11790000,11910000
3420000,3468000,3417000,3314000,3508000,3554000
5414000,5391000,5459000,5466000,5400000,5426000
7991000,7964000,8152000,7895000,8149000,8307000
9177000,9145000,9401000,9072000,9055000,9242000
5203000,5144000,5048000,8363000,8539000,8424000
2301000,2301000,2327000,2305000,2369000,2390000
4913000,4928000,4873000,4790000,4745000,4820000
7207000,7210000,7201000,7187000,7100000,6905000
6961000,7278000,7010000,7030000,6987000,7164000
12580000,12540000,12260000,12630000,12450000,12230000
10140000,10930000,10280000,10290000,10100000,10230000
6659000,6673000,6698000,6412000,6517000,6645000
10140000,9930000,9737000,9599000,9589000,9650000
2648000,2695000,2717000,2615000,2708000,2727000
64770000,64280000,64970000,62230000,61120000,61300000
24110000,23840000,23730000,23900000,23360000,22600000
7831000,7918000,7833000,7677000,7757000,7678000
82790000,84210000,85340000,83790000,81750000,82560000
3033000,3015000,2980000,2947000,2977000,2994000
265600,271600,276800,297700,331600,344900
4023000,3994000,3973000,3972000,3990000,3970000
7417000,7181000,7110000,7166000,7334000,7247000
6234000,6208000,6207000,6130000,6203000,6199000
7805000,7730000,7796000,7630000,7720000,7838000
2748000,2723000,2738000,2719000,2819000,2791000
2950000,2904000,2936000,2947000,3037000,3027000
10180000,9895000,9758000,9882000,9834000,9922000
9832000,9749000,9911000,9781000,9721000,9705000
8712000,8724000,8587000,8474000,8420000,8249000
5289000,5487000,5614000,5352000,5375000,5303000
3249000,3209000,3274000,3209000,3205000,3223000
8412000,8435000,8594000,8302000,8527000,8387000
4508000,4562000,4579000,4474000,4612000,4551000
3575000,3588000,3588000,3487000,3564000,3553000
32700000,33660000,34010000,33090000,34070000,33170000
18320000,18430000,17980000,30110000,30440000,30580000
1092000,1121000,1082000,1215000,1205000,1203000
6725000,6832000,6900000,6893000,6767000,6804000
40000000,38830000,39480000,38110000,39060000,39220000
2361000,2369000,2390000,2320000,2406000,2377000
5702000,5868000,5806000,5728000,5659000,5698000
6319000,6387000,6413000,6270000,6322000,6465000
9027000,9164000,9048000,8858000,8995000,8923000
15520000,15300000,14970000,15080000,15220000,15080000
11230000,11160000,11240000,10850000,11150000,11160000
7831000,7758000,7827000,7795000,7722000,7778000
12780000,12820000,12850000,12680000,12850000,13010000
11240000,10980000,11190000,10910000,10890000,11030000
3686000,3681000,3704000,3566000,3618000,3681000
7167000,6825000,6908000,6895000,7006000,6848000
4668000,4649000,4626000,4465000,4626000,4518000
17580000,17460000,17430000,16860000,17120000,16800000
1284000,1272000,1301000,1272000,1334000,1303000
6442000,6592000,6532000,6445000,6540000,6390000
336500,329000,333500,316500,345200,374300
4859000,4832000,4807000,4713000,4733000,4829000
2796000,2767000,2746000,2709000,2763000,2781000
5182000,5190000,5326000,5110000,5189000,5217000
6338000,6299000,6077000,6153000,6184000,6124000
10790000,10470000,10660000,10700000,10800000,10910000
8678000,8552000,8572000,8328000,8375000,8335000
3102000,3087000,3166000,4551000,4544000,4582000
6105000,6110000,5912000,5994000,5876000,5937000
8535000,8734000,8721000,8542000,8866000,8888000
2923000,3026000,2944000,2886000,2952000,2965000
4603000,4657000,4668000,4739000,4775000,4708000
5163000,5202000,5111000,4990000,5195000,5150000
19480000,20150000,19590000,34510000,34540000,33430000
1886000,1886000,1915000,1868000,1913000,1937000
2635000,2639000,2600000,2605000,2635000,2667000
5226000,5173000,5167000,5073000,5171000,5136000
13330000,13130000,12980000,12970000,13050000,12790000
3289000,3334000,3296000,3233000,3292000,3336000
4259000,4233000,4231000,4258000,4252000,4332000
6000000,6085000,6070000,5813000,5848000,5885000
7480000,7340000,7347000,7238000,7307000,7204000
4981000,4862000,4901000,4911000,5013000,4876000
2172000,2190000,2213000,2140000,2187000,2193000
3411000,3439000,3445000,3457000,3448000,3560000
4799000,4745000,4764000,4699000,4729000,4694000
1793000,1807000,1818000,1778000,1824000,1852000
3851000,3876000,3891000,3844000,3903000,3925000
4450000,4416000,4423000,4290000,4378000,4342000
331300,313900,299800,358500,304900,346600
13380000,13090000,13340000,13090000,13160000,13400000
9099000,8938000,9049000,8930000,8855000,8810000
10670000,10860000,10740000,10560000,10580000,10320000
17200000,16880000,16850000,17080000,16540000,16150000
4081000,4060000,4100000,4074000,4054000,4040000
1586000,1482000,1759000,1571000,1770000,1926000
3882000,3909000,3887000,3841000,3941000,3915000
4562000,4474000,4498000,4440000,4427000,4455000
4116000,4016000,4062000,4089000,4129000,4157000
13150000,13120000,13070000,12560000,12910000,12910000
32400000,31870000,32090000,31240000,30640000,30600000
2926000,2879000,2838000,2826000,2799000,2843000
48990000,50530000,51640000,49030000,48640000,48380000
1950000,2075000,1940000,1905000,1960000,1973000
17560000,17730000,17800000,17160000,17320000,17290000
6961000,7426000,7741000,6946000,7087000,7710000
2234000,2220000,2254000,2270000,2329000,2322000
1156000,1174000,1234000,1157000,1209000,1234000
2933000,2888000,2904000,2836000,2915000,2846000
803600,801700,814000,805600,829100,888700
133200,150600,122400,139600,131500,154600
3990000,4046000,4061000,4006000,4068000,4068000
2262000,2284000,2300000,2256000,2335000,2343000
445800,460000,458900,398800,439900,412700
7867000,7776000,7834000,7572000,7829000,7536000
6478000,6608000,6663000,6449000,6391000,6438000
2076000,2114000,2086000,2041000,2122000,2112000
3568000,3556000,3604000,3482000,3564000,3588000
11600000,11500000,11480000,11090000,11220000,11450000
4123000,4049000,4150000,4006000,4152000,4124000
7021000,7057000,7099000,7005000,7043000,7112000
8319000,8278000,8628000,8261000,8213000,8333000
21020000,20990000,21470000,20730000,20730000,20520000
8450000,8444000,8536000,8671000,8299000,8578000
3408000,3296000,3376000,3384000,3397000,3474000
8073000,7972000,8199000,7861000,8075000,8034000
5947000,5983000,6045000,5910000,5909000,6003000
3133000,3044000,3145000,3051000,3095000,3113000
3567000,3618000,3756000,3472000,3358000,3224000
46310000,47520000,46290000,46130000,44080000,45850000
2034000,2045000,2033000,2005000,2044000,2071000
2802000,2833000,2798000,4007000,4061000,4086000
2112000,2130000,2160000,2081000,2138000,2163000
7054000,6891000,7052000,6946000,7025000,7025000
40740000,41470000,42060000,40220000,40100000,40170000
2686000,2645000,2695000,2597000,2647000,2671000
4852000,4740000,4794000,4747000,4756000,4763000
58460,60670,63130,61820,68790,67920
8602000,8695000,8544000,8705000,8704000,8662000
4385000,4392000,4388000,4333000,4262000,4358000
9268000,9355000,9086000,8947000,9022000,9002000
74080000,74700000,73280000,71050000,71460000,71990000
132500000,131200000,131600000,130800000,127900000,127000000
2938000,2879000,2957000,2854000,2910000,2864000
20610000,21230000,21300000,20170000,19730000,20950000
2987000,2960000,2949000,2895000,2939000,2965000
2066000,2111000,2050000,2064000,2072000,2107000
5474000,5501000,5472000,5354000,5401000,5283000
4612000,4656000,4724000,4457000,4584000,4561000
2022000,2059000,2064000,2054000,2102000,2189000
7188000,7256000,7264000,7170000,7222000,7196000
11010000,10950000,10840000,10410000,10420000,10560000
28790000,28910000,28630000,28690000,28840000,29160000
9368000,9432000,9484000,9145000,9043000,9185000
4311000,4320000,4361000,4301000,4253000,4264000
1358000,1412000,1396000,1354000,1391000,1406000
551100,530400,583600,556200,600400,615500
8961000,8904000,9120000,8906000,8807000,8816000
3208000,3251000,3410000,3241000,3340000,3401000
4152000,4089000,4210000,4047000,4149000,4097000
5275000,5341000,5474000,5289000,5366000,5275000
3702000,3672000,3727000,3711000,3693000,3679000
3909000,3883000,3885000,3820000,3887000,4006000
7680000,7754000,7722000,12580000,12250000,12260000
1855000,1839000,1883000,1817000,1865000,1900000
6432000,6476000,6499000,6437000,6547000,6616000
3057000,3081000,3104000,3031000,3065000,3054000
7441000,7127000,7407000,7074000,7122000,7188000
3117000,3220000,3135000,3052000,3164000,3236000
33360000,32360000,32970000,32230000,32040000,31390000
3648000,3632000,3570000,3551000,3562000,3609000
5165000,5099000,5036000,4957000,5060000,4977000
1865000,1792000,1731000,1818000,1926000,1999000
3322000,3319000,3327000,3285000,3373000,3338000
5736000,6144000,5830000,5756000,5902000,5779000
6559000,6436000,6496000,6418000,6466000,6307000
4436000,4409000,4581000,6952000,7090000,7023000
11600000,11520000,11570000,11430000,11690000,11520000
4440000,4400000,4533000,4347000,4471000,4447000
22430000,22410000,22220000,21960000,21500000,21630000
524200,529200,530100,511300,534200,528900
10590000,10260000,10740000,10360000,10290000,10640000
7464000,7597000,7423000,7259000,7349000,7327000
3797000,3776000,3803000,3762000,3788000,3857000
1400000,1399000,1494000,1414000,1510000,1617000
332600,378100,343400,326600,355500,335400
3259000,3332000,3334000,3304000,3324000,3254000
68700000,67110000,68450000,67030000,66590000,64700000
5092000,5076000,5068000,4894000,4963000,4968000
6662000,6657000,6821000,6517000,6701000,6844000
3315000,3260000,3270000,3229000,3269000,3230000
2694000,2668000,2681000,2685000,2704000,2760000
3264000,3301000,3323000,3260000,3285000,3301000
6339000,6282000,6172000,6070000,6033000,5896000
9724000,9663000,9632000,9459000,9835000,9734000
9830000,9517000,9671000,9609000,9531000,9446000
3764000,3957000,3722000,3904000,3848000,3849000
4449000,4268000,4299000,3950000,4329000,3765000
25720000,25460000,25080000,25250000,24950000,24610000
5136000,5188000,5065000,8161000,7900000,7952000
2023000,2127000,2005000,1995000,2203000,2012000
5984000,5929000,5954000,5922000,6056000,5932000
51460000,52010000,52340000,50100000,50480000,49580000
7990000,7974000,7820000,7910000,8022000,8123000
3474000,3460000,3482000,3366000,3390000,3407000
13970000,13960000,13880000,13530000,13650000,13710000
5841000,5834000,5840000,5769000,5820000,5826000
42270000,42350000,41880000,41450000,40350000,40300000
4602000,4520000,4661000,4484000,4566000,4663000
15790000,16500000,15760000,15590000,15220000,15380000
29100000,27360000,29300000,28920000,29570000,28820000
4114000,4065000,4075000,3973000,3969000,3974000
3551000,3546000,3574000,3478000,3531000,3642000
6364000,6280000,6335000,6215000,6179000,6086000
6117000,6155000,6121000,6074000,5991000,6067000
8468000,8496000,8549000,8426000,8390000,8555000
74940,92530,87840,82510,89050,99100
24890000,24320000,24800000,24230000,24410000,23500000
4936000,4916000,4981000,5054000,4957000,4964000
727100,732900,689200,697200,686500,712200
8502000,8587000,8546000,8472000,8529000,8521000
46590000,45640000,45670000,46340000,45000000,43420000
7168000,7141000,7320000,6975000,7192000,7241000
12560000,12660000,12870000,12440000,12240000,12300000
965600,1007000,990400,969600,967100,973900
3555000,3558000,3565000,3553000,3557000,3608000
2986000,2941000,3013000,2906000,2966000,3000000
398900,386500,380800,369600,366500,340700
4381000,4320000,4455000,4265000,4331000,4397000
2516000,2579000,2586000,2535000,2578000,2649000
5547000,5416000,5575000,5505000,5655000,5608000
9164000,8820000,9011000,8938000,8972000,8958000
69790000,69290000,68660000,68030000,67550000,68200000
7043000,7185000,7095000,7202000,7159000,7130000
11950000,11680000,11910000,11660000,11720000,11970000
5065000,5002000,5015000,5059000,5074000,5041000
1529000,1621000,1533000,1520000,1550000,1582000
2170000,2165000,2242000,2146000,2213000,2236000
12440000,12610000,12510000,12290000,12500000,12250000
25680000,25870000,25150000,24840000,24660000,24810000
15880000,15790000,15650000,15190000,14840000,15170000
4295000,4222000,4245000,4122000,4169000,4173000
8792000,8623000,8800000,8702000,8746000,8755000
13620000,14140000,13990000,13800000,13670000,13560000
4784000,4850000,4836000,5106000,5063000,5167000
3304000,3298000,3326000,4786000,4888000,4755000
17470000,17370000,17290000,17050000,17030000,16720000
8161000,8261000,8087000,8034000,7822000,7991000
3812000,3807000,3869000,3762000,3835000,3835000
3437000,3482000,3398000,3410000,3452000,3409000
