2A,3A,4A,5A,6A,7A,8A,9A,10A,1B,2B,3B,4B,5B,6B,7B,8B,9B
0,0,0,0,0,0,0,0,0,0,0,0,9012964.813,0,0,0,0,0
0,0,0,0,0,0,0,0,203394.1445,0,0,0,731069.2578,0,0,731069.2578,731069.2578,0
0,0,0,0,0,0,0,0,0,0,0,0,1034199.734,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,149346.0566,0,0,0,0,0
0,2720241.188,0,734526.9063,0,1636406.479,0,0,1454451.344,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,952297.9375,0,0,0,0,0,0,916061.6875,0,0,0,0,0
0,0,0,0,3253185.844,0,0,0,0,0,0,0,1277103,0,0,0,0,0
618173.5156,552361.8203,792602.0078,1060379.641,2471271.484,2829267.906,0,295750.7031,1579083.922,0,0,0,1141407.406,0,791929,0,0,131327.6992
0,6105788.906,1402785.094,5237020.844,1653426.826,2336772.313,0,0,1556039.542,0,0,0,2770742.525,1909797.117,2770742.525,1939210.563,560117.3125,6673845.109
0,0,0,0,4411793.979,4775846.156,0,0,16218242.46,0,0,0,805650.6875,0,0,0,0,2944685.885
0,0,0,0,0,0,0,0,0,0,0,0,289554.9141,289554.9141,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,631981.4219,0,0,631981.4219,0,631981.4219
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,3373064.188,0,0,0,0,0,0,3359848.531,3282097.375,1794091.109,7466398.188,1637320.984,0
3753811.781,2762248.12,0,0,4191302.918,90766602.27,0,2036716.457,4343709.936,0,0,0,5313589.5,0,0,5619517.281,0,9454703.542
15485558.09,3541086.188,1956062.438,0,15485558.09,40959525.63,0,0,0,0,0,0,1412026.156,0,0,0,0,8345534.719
0,0,0,0,0,0,0,0,0,0,0,0,837835.2891,0,0,0,0,0
0,3402522.635,0,0,0,0,0,1886372.406,2081510.844,0,0,0,3915419.156,0,0,0,0,286306433.1
5862617.438,1723390.5,7056793.813,3280879.125,3808417.375,29431710.13,2790184.719,0,0,0,0,0,0,1507057.438,9533748.146,4212480,0,22881707
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1082435.581,0,0,0,0
0,0,0,0,3688648.344,0,0,0,0,0,0,0,0,1646240.969,0,0,0,1646240.969
0,0,0,0,0,0,0,0,0,0,0,0,0,726570.4063,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,655982.7969,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,156733.042,156733.042,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,18458420,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,94294410.36,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,671368.5938,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,167797.8281,0,0,0,0
0,0,0,0,0,0,0,0,1530589.438,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1459945.027,0,0,0,0
0,5910956.25,0,0,0,5289675.25,0,0,6532237.25,0,0,0,0,1861323.703,0,1360214.813,1293420.266,0
0,0,1137948.375,0,0,0,0,0,1137948.375,0,0,0,0,1485802.031,0,0,0,3350675.328
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,231487.1436,0,0,0,0
0,0,0,0,0,0,3833811.188,0,0,0,0,0,0,2483345.156,0,0,6408554.25,2364753.188
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1159697.625,418475.8672,26482540.37,534928.4531,0,1933437.875,1168345.063,1735641.953,0,0,0,0,2659845.094,944755.375,0,1743782.141,1709076.477
0,5825809.792,2871830.625,6976467.938,0,1009101.5,8226526.723,2918462.484,0,0,0,0,0,3055119.938,0,0,0,2904769.813
0,0,0,0,0,0,0,0,0,0,0,0,0,11352217.25,0,0,0,0
0,0,0,0,0,0,0,1514663.313,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,975651.3984,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,6778.356201,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1100615.422,0,0,0,0
1678995.125,2540963,1142012.938,2092782.121,0,0,0,0,3009157.422,0,0,0,0,1073930.313,1876820.328,1595473.719,0,299575.3672
0,0,0,0,0,0,0,0,0,0,0,0,0,130261718.4,0,0,0,0
0,0,0,0,819424,0,819424,0,819424,0,0,0,0,3832732.531,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1688924.953,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1099000.438,0,0,0,1714391.375
0,0,0,0,0,0,0,0,0,0,0,0,0,5650594.109,0,0,0,0
18392837.46,13849804.63,0,17935096.5,0,20362741.85,12077283.8,3531855.811,11044305.88,0,0,0,0,2085190.766,0,4192380.012,949919.0234,1755315.289
0,0,0,0,0,0,0,0,0,0,0,0,0,4494450.656,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,5434210,0,0,0,5434210
0,0,0,0,0,0,0,2248361.031,0,0,0,0,0,151326.1914,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,3061692.313,0,0,0,0
0,0,0,0,0,1182573.103,0,0,1182573.103,0,0,0,0,1571255.813,0,0,0,2066749.672
0,0,0,0,0,0,0,0,0,0,0,0,0,51108.34961,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1644896.508,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,4809313.5,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,23639972.88,0,23639972.88,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,2158089.656,0,0,0,0
0,2897691.813,0,0,0,0,0,0,0,0,0,0,0,2285966.742,0,0,0,0
0,0,0,0,0,112292.4922,0,0,0,0,0,0,0,21039595.13,0,0,0,0
0,0,0,0,0,0,0,0,783925.2275,0,0,0,0,551463.875,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1835828.523,0,0,0,0,0,0,0,0,0,0,2415377.629,0,0,63674.82422,0
0,0,0,0,0,0,0,0,0,0,0,0,0,41593169.75,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,2602575.32,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,968879,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,980012.3125,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,8480343.438,0,0,0,0
0,15298507,0,0,0,0,0,0,0,0,0,0,0,1284130.25,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,10513081.91,0,0,0,0
0,0,0,0,0,0,0,0,526566.0273,0,0,0,0,1412964.469,0,0,0,0
0,0,0,0,0,0,0,979965.5205,0,0,0,0,0,1505954.422,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,9574238.656,0,0,0,0,0,0,0,0,0,0,1868615.953,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,180099.4375,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,17723794.69,0,0,0,0
1131467.281,0,0,0,0,551371.5391,0,291874.7578,3072872.672,0,0,0,0,1294525.844,278289.8984,1284409.289,2280412.125,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,7362596.594,0,0,0,0,0,0,13957241.92,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,3065927.438,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,2462288.406,0,0,0,0
0,0,0,0,0,0,0,377219.293,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1896926.203,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,3215471.484,0,0,0,0
0,0,0,21360213.42,0,0,0,0,21360213.42,0,0,0,0,1995371.219,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1385657.531,757323.1328,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,730491.1563,0,0,0,0
0,0,0,0,0,0,0,3002861.467,0,0,0,0,0,1617042.086,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,4419025.625,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,2514975.5,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1613013.75,1716609.188,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,7642094.563,0,0,0,0,0,0,0,0,0,0,2864999.625,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,4294124.906,0,0,2945879.594,0,0,0,0,0,933652.2344,4829169.711,0,8724687.188
3150118.75,1639584.281,0,3708744.766,3267992.25,8987949.133,1420855.813,0,2872655.188,0,0,0,0,0,1048670.883,2190831,0,0
1957222.875,985827.8125,1372884.598,0,1708517.375,4230570.063,0,0,2559179.656,0,0,0,0,0,1897920.781,1897920.781,0,1897920.781
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1560200.668,0,0,0
0,1010999.563,1786317.791,0,1366690.172,1087797.117,0,0,3679784.313,0,0,0,0,0,569908.1563,0,0,2898064.406
1355311.625,0,1301584.531,1386589.75,6796496.875,5164073.266,0,3635268.359,9710475.547,0,0,0,0,0,605634.5078,0,4788696.25,11958754.84
0,0,0,0,3365764.964,3062802.406,0,0,0,0,0,0,0,0,887124.5625,0,0,0
2269692.016,7007493.422,3598106.625,2554516.75,25231099.33,8432517.271,436976.7969,2937734.547,36196830.65,0,0,0,0,0,1303193.586,2941926.313,4369064.645,7690555.289
0,2978805.61,2433797.813,2117460.875,0,3591546.688,0,2550913.031,4200309.641,0,0,0,0,0,1723388.469,2426568.594,8004518.531,7054481.146
0,0,0,0,0,0,28268308.5,0,0,0,0,0,0,0,2895117.203,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,449124.1094,0,0,0
4532551.428,4504536.742,2786513.355,0,6328256.958,7728043.518,3688313.188,16805457,28133996.6,0,0,0,0,0,1072790.688,1160051.984,10113567.35,17425472.89
2212900.188,0,1860053.078,2971324.455,3087347.438,5974497.727,0,0,1721823.844,0,0,0,0,0,1796182.844,0,0,0
0,0,0,5032431.906,5706565.031,0,3346727.578,720031.7813,0,0,0,0,0,0,790746.8438,0,0,0
0,1261310.125,0,0,2171582.156,0,0,0,2499869.531,0,0,0,0,0,0,0,0,0
7869536.712,0,354281.8438,0,0,0,0,0,15384791.58,0,0,0,0,0,761320.5313,0,1356048.398,1609927.375
0,0,0,0,0,0,0,0,0,0,0,0,0,0,30875.04297,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1049286.539,0,0,0,0,0,0,0,0,0
0,1009822.625,0,0,1789523.297,0,0,0,0,0,0,0,0,0,697383.8281,0,0,0
1705296.813,2188213.547,1053669.875,0,0,1670262.676,0,3423343.125,3378498.813,0,0,0,0,0,708863.625,0,2888312.063,4185523.523
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,199159.1719,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5134234.531,0,0,0,0,0,0,0,0,0,0,0,0,0,17719990.22,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,53699.18359,0,0,0
0,78624617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1592368.438,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,688656.4023,688293.3984,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,2596992,0,0,0
0,0,0,86873.64063,0,0,0,0,0,0,0,0,0,0,504437.1875,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,186171.2656,186171.2656,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,338527.6094,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,117273.6719,0,0,117273.6719
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,3687192.086,0,0,0
0,0,0,0,0,0,0,0,1660800.063,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,13087271.63,0,0,13087271.63
0,0,1180815.813,0,0,0,0,0,0,0,0,0,0,0,701715.4219,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,569027.7188,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,4376011.5,0,0,1269644.734,0,0,0,0,0,0,4902104.344,0,0,4902104.344
0,0,0,0,0,0,0,0,0,0,0,0,0,0,102023.7031,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,4150352.289,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,10894138.88,0,0,0
4072542.145,2712571.25,3714970.094,3333087.414,5897055.961,0,0,0,0,0,0,0,0,0,1307230.109,0,0,4362871.375
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,3650319.729,3969335.219,0,0,0,0,0,0,3242861.656,0,5534568.363
526321.2031,0,1352408.354,0,0,6052546.906,2285648.401,1390974.414,2045995.527,0,0,0,0,0,0,1130473.5,3433377.276,5263381.417
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9930.787598,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8842616.094,0,0
0,0,0,0,0,1805263.882,0,0,7688389.37,0,0,0,0,0,0,762795.2188,557593.127,660194.1729
0,0,0,0,0,0,0,0,1590877.406,0,0,0,0,0,0,1491742.555,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1252120.813,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1059777.246,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,2580407.906,2748285.646,355670.9219,5222795.906,0,0,0,0,0,0,0,996944.7878,2494430.189,3283462.253
0,0,0,0,0,906651.7188,0,0,0,0,0,0,0,0,0,1834286.368,1381106.172,2287466.563
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3466972.281,0,0
0,0,0,3030681.313,0,9245129.281,0,2056687.563,1734407.563,0,0,0,0,0,0,2483927.813,1340878.25,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,2757470.719,0,0,0,0,0,0,0,0,0,1756140.125,0,7185068.125
0,0,0,0,0,4470688.438,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1310448.848,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1484981.375,0,0,360352.5234,0,0,0,0,0,0,29000972.44,0,265910.3633
0,0,0,0,0,1012767.215,0,0,1012767.215,0,0,0,0,0,0,1053718.121,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1860289.375,0,0
0,0,1115738.203,0,0,1728647.438,0,0,2942285.188,0,0,0,0,0,0,2048369.938,447692.2344,5457147.109
0,0,3717406.789,0,0,3717406.789,0,0,0,0,0,0,0,0,0,1881634,0,0
0,0,0,6752488.813,0,4680424.5,0,0,0,0,0,0,0,0,0,2326149.656,0,0
2946223.594,3218265.75,0,3070196.688,3590383.531,6876369.125,4485914.125,0,0,0,0,0,0,0,0,1978567.578,0,8419919.047
0,1177584.125,793066.7813,49539934.53,0,13757477.19,636647.1211,139183.332,0,0,0,0,0,0,0,124512.2124,198655.9541,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1106008.938,0,2597564.625
0,0,0,0,0,2859840.672,0,1064511.07,2031728.875,0,0,0,0,0,0,1888455.516,2601554.461,5923687.688
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,2723470.359,0,0,0,3128832.849,2024548.978,221343.7266,0,0,0,0,0,0,14810575.49,0,0
0,0,0,0,0,1635961.797,0,0,0,0,0,0,0,0,0,942668.0625,0,0
0,0,0,0,0,1858925.125,1508283.497,0,0,0,0,0,0,0,0,1373813.977,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2647000.375,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,757673.375,0,0
0,0,784417.8594,0,0,15727634.5,0,0,0,0,0,0,0,0,0,5076159.479,0,0
0,896815.3125,0,1334508.969,1298824.5,817373.0781,0,0,1452902.18,0,0,0,0,0,0,596837.1875,0,0
0,988642.875,0,0,0,8480741.099,8928693.195,2986177.031,3484793,0,0,0,0,0,0,2666383.328,5015255.711,5945679.688
0,0,0,251320.8438,0,398013.1641,0,0,491214.9609,0,0,0,0,0,0,277249.25,409198.3477,541147.4453
15777313.1,15970556.44,10600561.53,20395495.4,8699075.801,22074204.45,11965397.99,7727379.284,11364468.85,0,0,0,0,0,0,3078268.038,0,6484373.255
0,2133979.109,2275842.259,0,0,822556.5625,0,0,3870991.104,0,0,0,0,0,0,3459844.266,0,3459844.266
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5138852.281,0,0
0,3815331.961,4980695.703,5099854.607,0,6503536.156,0,0,0,0,0,0,0,0,0,3758800.906,0,0
2059050.766,2741801.633,0,0,0,2823198.688,0,0,0,0,0,0,0,0,0,2243075.648,0,4107691.422
0,0,0,0,1959556.5,589193.3438,0,0,489827.0938,0,0,0,0,0,0,1169615.719,873532.0156,793853.2813
0,0,0,0,0,1670215.141,0,0,10215155,0,0,0,0,0,0,933042.3359,4176421.469,2410467.906
0,0,0,1853937.25,0,0,0,0,1853937.25,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4363449.078,0,0
0,410875.2148,0,0,0,159229.3047,0,0,924207.0625,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202381.6875,0,202381.6875
0,0,0,0,0,1208137.984,0,1275898.203,1517282.844,0,0,0,0,0,0,722986.6875,2207829.688,2085929.875
0,0,0,0,3074347.625,0,0,882180.3125,2535676.051,0,0,0,0,0,0,2181089.156,2181089.156,2181089.156
0,14965825.57,0,20399721.83,0,0,0,7600742.667,13397564.97,0,0,0,0,0,0,2594244.368,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14757714.75,0,0
0,0,0,1135796.313,2161093.742,1646288.081,0,4470791.099,13358761.83,0,0,0,0,0,0,1880281.461,3900129.68,886382.75
0,0,0,0,0,1387644.109,746581.0703,1174240.763,7260346.311,0,0,0,0,0,0,315014.4844,973415.7422,1442507.745
3329216.156,2859207.875,3111485.25,3132412.238,3621673.688,1683106.5,0,0,2848591.133,0,0,0,0,0,0,1934969.844,0,0
374531.3828,0,1206651.906,0,0,6544832.823,2438227.077,0,1626892.195,0,0,0,0,0,0,4526508.405,3051906.75,2372556.776
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90785.49805,0,0
0,586627.6094,1109614.625,0,1352575.332,3605952.359,0,2077416.688,3603932.185,0,0,0,0,0,0,479817.7188,2061589.168,1270703.443
1661220.48,211686.9531,0,0,1073343.743,640908.6953,0,1564727.618,4815435.391,0,0,0,0,0,0,1678009.563,2142569.373,5245422.133
2529635.156,3004575.984,2499926.219,1235265.914,3282009.993,3133816.844,1505686.594,1713566.33,5551716.875,0,0,0,0,0,0,2167785.665,2012293.266,2323278.063
0,0,0,0,0,1607284.848,36957055.56,2677263.428,2893382.438,0,0,0,0,0,0,1650638.527,2984970.262,3193507.484
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,701132.6719,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7418898.188,0,0
0,0,1309004.702,1459432.75,1309004.702,656924.6875,0,317407.3965,2802253.975,0,0,0,0,0,0,781699.75,0,3594547.015
0,0,0,745903.2969,1621742.781,1960002.133,0,0,1436941.406,0,0,0,0,0,0,398894.3594,0,1604027.505
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,889966.2969,0,2403150.945,7107335.188,14245452.27,11408958.29,9049630.677,0,0,0,0,0,0,2328372.031,41726893.38,18348715
0,0,0,0,0,0,17660201,15130389,2076224.531,0,0,0,0,0,0,3217185,0,7764455.5
0,1350251.193,1347853.496,0,3421156.594,5701032.719,2441001.383,879325.9688,1165038.434,0,0,0,0,0,0,1532532.568,2179812.656,4769496.813
49986685.25,25549454.73,0,0,0,26255996.78,0,0,3231850.367,0,0,0,0,0,0,1398746.813,1106596.262,3770518.594
0,0,0,0,874012.1738,1516612.438,0,2276198.188,13432781.47,0,0,0,0,0,0,934992.1875,3031030.294,3503070.48
0,0,0,0,0,1276120.031,0,0,2800177.323,0,0,0,0,0,0,158046.0313,0,158046.0313
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168945.6172,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,502453.4844,1039010.594,0,0,2404235.573,0,0,0,0,0,0,708385.7969,860942.5,1356697.938
0,1661054.417,5061511.801,5328263.406,7167658.792,9390924.005,2701278.563,2431588.539,6749814.885,0,0,0,0,0,0,1165841.059,4929797.565,4684420.083
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5577225.063,0,5577225.063
620195.375,1214119.516,1490367.125,0,1195317.938,1498745.25,3533390.068,4576204.453,14138780.82,0,0,0,0,0,0,2106071.859,0,3489618.594
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,3162300.25,0,0,0,0,0,0,0,0,0,963176.6719,0,0
0,272077.0781,0,0,3964572.938,540894.5469,0,3769243.313,2136696.969,0,0,0,0,0,0,638488.3281,5128413.844,7039031
2496054.188,3497863.156,1742313.469,2263866.438,3466560.284,2692135.281,0,894283.9375,4588054.708,0,0,0,0,0,0,1294386.25,1333471.906,3372134
0,0,0,0,0,2207554.438,0,0,2357183.509,0,0,0,0,0,0,2768204.063,2812711.219,2857218.375
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1170943.672,0,0,1961970.813,0,0,0,0,0,0,1703725.688,0,2427323.242
0,0,0,0,0,1378057.318,0,1906283.219,6916241.208,0,0,0,0,0,0,2184618.219,4740391.063,6358473.324
0,0,0,0,2995560.719,5544616,2216633.25,0,4855612.622,0,0,0,0,0,0,1676185.781,8475851.719,9298421.047
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1087820.703,0,0,0,885217.1094,2323700.384,3668085.055,0,0,0,0,0,0,3296745.953,1707301.75,961539.125
0,0,0,0,0,5249909.365,3296383.472,1026284.789,3612956.263,0,0,0,0,0,0,4416925.134,4748992.174,4084858.094
0,0,1683864.063,0,0,3650962.813,1958415.406,1117339.156,2102645.36,0,0,0,0,0,0,2174008.703,3945020.406,3059514.555
2333652.563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4255378.656,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6283594.813,4999155.932,3886578.267,10163870.39,6717510.516,3936662.016,1435982.844,0,5346193.54,0,0,0,0,0,0,672557.0625,2699196.453,11024718.13
0,0,0,0,0,3022248.438,6841418.563,16016145.75,12311697.06,0,0,0,0,0,0,920539.5,16372232.7,9711471.219
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2652595.75,0,0
0,0,1976308,0,0,0,0,0,1976308,0,0,0,0,0,0,3745151.158,4338556.703,3151745.613
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3363253.023,0,0
5838873.019,869601.8066,0,0,8478049.25,1766954.635,5838873.019,4573627.214,13506132.19,0,0,0,0,0,0,5660237.438,6062571.826,5397554.349
0,0,953083.375,0,0,5561824.003,484919.7813,5065150.221,19315360.49,0,0,0,0,0,0,2164195.258,10408590.68,9194054.75
0,0,0,0,0,2407839.443,0,2029163.117,5559419.573,0,0,0,0,0,0,1264499.969,4574991.781,4319119.453
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,373485.2383,0,0
0,0,0,0,0,883183.9063,0,0,0,0,0,0,0,0,0,1657293.844,0,1839632.328
2936073.811,1031690.438,4901109.938,3008246.688,0,2803248.18,0,0,0,0,0,0,0,0,0,1630235,0,2080086.813
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1260106.813,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,359426.125,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3265617.813,0,0
0,573332.0781,0,3377336.656,0,13118888.68,2714753.781,1607425.645,1847443.344,0,0,0,0,0,0,6844907.391,906931.4922,3228443.315
0,0,0,0,0,1297155.5,0,0,0,0,0,0,0,0,0,1518463.078,957320.8125,2079605.344
