2A,3A,4A,5A,6A,7A,8A,9A,10A,1B,2B,3B,4B,5B,6B,7B,8B,9B
4554212,0,4310519.75,3369116.156,5391728.07,0,1692813.313,5841391.443,20092163.73,0,2441144.141,0,5662247.469,2121684.414,1818172.453,6592296.875,5521065.664,0
9613513.625,9944253.275,7782101.203,9241635.375,15771446.75,7312569.422,0,0,0,0,3414409.5,2107869.219,6590507.125,2532297.906,3682278.438,4739829.063,0,23958623
7683498.031,7477786.385,5170692.497,16156116.19,6794407.938,5141325.125,0,1362062.836,7294244.125,0,1503526.25,0,7118206.438,1359257.875,0,3185295.422,2069561.688,16022392.19
5730119.219,8272480.75,7175968.625,7205063.563,6320263.953,5234739.313,2034743.719,2619595.766,6232610.75,0,7100246.363,1513790.156,6415346.75,2006349.109,3731388.438,3680145.688,3095263.609,13727501.55
9363470.617,13915683.81,6156762.682,0,0,0,0,0,0,0,992665.0313,0,0,0,0,1702801.805,0,0
5816358.129,2342309.031,5651609,6397183.5,3204760.313,3059521.25,0,0,2829304.906,0,5195695.086,0,7051006.805,3542147.625,2864860.156,4690166.578,0,13083775.63
8336571.875,6761433.57,5816040.188,6772378.875,6111055.063,5693860.344,0,0,0,0,3078015.25,1401771.531,6465234.219,0,1163642.219,5788639.102,0,3626891.906
13564767.5,19782621.7,11419135.78,9076227.859,8439037.25,5190520.906,2501482.359,4514595.563,8153826.195,0,3065454.602,1700185.438,6879379.75,0,4622052.215,3860595.891,4212173.75,8014523.859
4321730.313,6044217.656,4091360.469,4944536.375,0,0,0,0,0,0,3974058.469,0,3926217.844,0,0,5754885.938,0,17190924.59
12196605.69,11012663.47,11919170.13,16356547.75,18710686.19,9990729.984,0,5698254,19133996.06,0,1845796.156,0,6151127.625,2824424.781,3328616.141,5014938.234,16845181.5,31727369.72
6517506.467,8197770.49,5879818.49,5900607.73,10423497.66,12114130.56,7278213.25,5601780.049,25224107.38,0,1076479.281,0,6962338.37,2349814.625,1659672.484,5804182.594,5146437.725,22544631.02
9745718.161,11180751.46,7829032.667,9898288.802,10960970.63,5286984.354,2814074.688,4230134.031,16541849.58,0,2808170.734,0,3296308.656,673767.7188,0,2694192.48,7298539.125,7549912.031
0,6032712.487,0,36552376.31,52782586.86,237046925.2,0,26907078.15,82352876.46,0,4497677.276,0,23019530.63,0,0,39242115.6,0,0
1344107760,669648142.9,0,1058027676,1009087798,0,0,0,0,0,440795813.7,0,1910198975,565759050.5,649644680.3,1244713092,0,0
7250575.271,9915650.917,9863065.948,7265542.859,7618300.924,13387235.67,3107521.328,6088993.135,16627954.63,0,3392933.313,0,3853654.984,0,549570.9688,3924785.001,4994649.547,4475431.328
2800241.984,2820786.281,2743895.516,2532798.75,2288371.625,2278371.922,884144.8711,3312495.148,4192125.203,0,2519889.695,0,2375104.484,0,846698.6094,1615528.797,3518482.93,4243633.656
0,3924452.434,2957340.938,5001640.719,0,2552106.461,503233.125,1945406.634,49891538.46,0,9440748.117,0,1154187.242,1724915.188,0,0,331414.4453,1075061.13
867809.8945,4819793.609,1123683.297,151850.5371,1701090.477,1647177.422,0,0,3534823.723,0,809321.3281,0,776247.0313,496119.4219,0,0,0,1327611.531
0,0,0,0,0,10971244.84,0,0,979132.4531,0,0,0,0,0,0,0,0,0
3929375.417,3929375.417,0,3929375.417,0,0,0,3929375.417,3929375.417,0,1483851.557,0,0,1944213.673,0,0,417600.6875,3931188.773
0,1119316.602,2165176.359,2772920.286,0,0,3790184.055,0,2461899.326,0,262551.6406,0,1497945.938,2463705.066,403334.875,1324175.063,0,5464308.75
0,0,0,0,0,1937316.082,0,0,0,0,425941.2031,0,1162546.234,0,657463.7734,913026.5625,0,1205999.102
4243243.672,3940240.266,6359982.375,2881752.875,8422626.25,3924641.875,0,0,0,0,1142746.938,0,0,0,0,0,0,0
3115047.376,5148383.469,3680730.023,3970947.547,1617662.906,3737538.422,0,0,9314294.927,0,2976320,1482665.32,0,1938377.922,2019062.445,0,0,0
2119446.563,2070998.684,2215036.121,1927564.063,8968391.836,5497558.313,1594042.25,0,0,0,1643688.813,0,1746737.75,0,749604.8906,2434723.797,0,0
2635424.438,3539167.266,1489538.174,3952454.992,0,4724257.234,3445448.841,2235255.281,5542044.5,0,1117666.766,1182271.219,3318684.027,1024118.781,0,4269396.406,2565600.641,2814452.047
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1632481.813,0,0,0,0,0,0,10466993.72,0,0,0,0,0,0,0
1203201.362,0,1609258.641,1965973.719,290325.9805,0,0,0,947247.1074,0,1597671.922,0,411892.2969,0,1471230.422,0,0,204718.9941
5418231.781,5594837.599,2421540.203,5305867.719,2631660.766,3601870.469,0,0,6704349.656,0,823148.8047,0,1654779.672,0,1102727.219,0,0,6037242.75
0,0,0,0,0,0,0,0,0,0,974301.625,0,0,0,0,0,0,0
3695458.406,3786437.167,2539771.743,1732298.012,2715952.268,5913047.1,1858003.984,2628615.68,10287618.43,0,1448568.354,0,2075478,0,567057.2344,2784242.156,3193416.245,11550442.16
4074801.125,1425158.121,2291272.828,3498674.326,1535015.646,5331289.703,0,1935984.066,9485728.469,0,3986342.516,0,5309128.909,1872726.395,2763422.203,2800701.39,5222239.822,23697457.38
13836169.47,19987779.96,9652148.734,11129648.38,17309305.28,10569767.69,0,6061508.859,29033096.93,0,4558666.094,2574248.844,9111708.609,3150072.953,2923473.234,4133066.703,1696254.406,14752551.09
2772067.279,4961567.5,8559697.031,8938226.057,2616513.641,18747589.82,269060736.6,45077851.03,37556053.76,0,3156714.156,845321.1875,5439461.672,13566716.98,0,5337936.796,42383961.49,24236906.58
2688819.375,1186143.318,2157874.93,2585189.156,1119214.43,1617228.76,0,1464165.016,875615.3789,0,2584068.702,0,2275616.336,0,0,1634416.363,2484248.859,3941993.25
5939329.328,4842584.628,3870862.719,8315799.466,1508861.473,2696981.578,289975.7266,1375318.641,1990729.711,0,4616211.781,9595099.921,8488024.258,24087756.15,2783437.125,6727536.234,2012085.855,25214737.34
0,0,0,2143142.586,0,1035255.094,1294438.434,2001211.289,0,0,1114735.133,2338139.141,1392785.656,0,0,0,3069892.922,3775142.852
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12497451.08,15010814.35,9003462.734,6857396.435,21379474.52,4502096.09,0,1044861.219,8727175.15,0,6152046.406,2606490.688,7788961.813,0,8006508.313,5165710.438,2003238.438,10852929.54
9507971.469,6590962,4623983.25,6692999,0,7993748.5,0,0,933680.0859,0,3765610.063,0,4446216.391,3352781.734,2590664.031,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2872342.453,3507444.906,3644391.188,0,629127.1797,3017652.5,0,0,0,0,3495228.5,0,0,0,0,0,0,0
11521262.25,3904318.229,3658580.813,2879311.453,3301826.559,1704919.016,1493096.836,2838695.914,5800139.203,0,1524455.297,0,6045644.318,0,1188109.438,721027.0469,0,8151770.729
3926454,4541473.516,3839652.828,3112471.828,3307198.313,7990804.875,0,0,3360399.891,0,1124727.836,0,1346351.148,1111278.578,953170.8906,2652382.613,0,5951425.352
3034979.781,4626918.958,2023659.227,5964520.555,2787348.281,11041138.81,4497432.063,5118780.168,3316629.1,0,1890446.469,824872.1895,3381671.445,4344019.28,1452697.875,5931467.406,12191074.11,4735905.466
6976249.57,1450949.656,3470548.302,1821494.336,1094585.303,1843136.5,0,0,3443215.211,0,1748011.492,1657983.894,1921950.5,0,1559454.781,1904809.227,0,1155693.469
0,1193700.254,1209537.146,11428245.25,0,5705436.188,41722261.65,8888938.772,9849597.469,0,6151612.851,0,1693929.688,0,0,1777448.813,13558775.86,7576297.044
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4813633.354,4379438.167,5954408.797,4387957.823,11788113.89,6190191.41,1741615.578,2059668.646,11859809.98,0,1933935.182,1742273.219,5212139.667,1426349.011,1249426.844,1103954.664,5419076.563,11278890.41
3146470.75,4632811.5,5803015.25,5237635.766,2792872.746,0,0,0,0,0,1719977.469,8082124.813,4901051.141,0,0,0,0,0
3277212.875,2036736,1677555.844,0,0,0,0,0,0,0,4497561.725,0,0,0,0,1827527.25,0,7167596.199
0,0,0,0,0,6162339.516,0,3671552.74,22516713.71,0,189853.1992,0,3410193.594,0,0,1790964.547,683252.6641,3745389.898
1344942.781,2512339.934,2008223.625,1737402.656,2129953.313,1132225.563,0,0,2615249.995,0,1641744.719,1002490.547,1265988.97,960359.8125,609805.2969,1420471.5,0,1961061.947
0,0,0,0,0,0,0,0,0,0,3318971.359,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,619532.8281,0,0,0,0,0,0,0
0,3956842.734,1630202.813,3282591.875,8974585.266,1060240.245,294057.5078,874455.6094,11419193.94,0,753406.625,1954284.828,2668482.844,2358450.688,1229782.469,2104514.172,745771.2813,5391417.818
0,7017939.758,3413448.984,3382810.965,4020930.057,0,4023380.729,2267666.953,4037487.654,0,1691992,0,3227278.688,1145014.281,1451036.164,2347298.52,4878009.797,5213170.766
3241474.74,1386441.962,2549979.073,5748769.258,2044528.458,14536196.71,3389891.276,6879239.878,11210235.78,0,1853180.039,1726909.516,5933556.167,2017753.266,1622755.867,5384570.57,17559315.25,19155453.93
3539976.135,5902590.417,3354583.521,5367525.167,2608217.255,7130384.016,0,9134951.344,6168890.266,0,789462.5313,0,2879446.557,2053890.344,1255169.734,3513193.813,13099261.41,9831000.031
3071457.262,3266500.549,2565661.042,4041781.802,2596656.135,3960802.38,0,2570018.109,4398191.063,0,990807.8125,674494.8906,2587459.195,1838368.578,1133458.344,2170244.698,5559409.5,2226842.813
0,873741.0625,0,0,715818.7813,455562.1016,0,351106.7813,1140251.676,0,998877.4844,0,1858868.77,793291.7031,529031.2656,0,1299507.117,2317466.363
5338236.5,0,3750308,4423674.5,0,4681429.875,0,0,0,0,6237301.469,3123091.656,7928842.25,2496972.555,3531549.656,5021639.906,0,0
0,0,0,0,0,0,0,0,4047121.641,0,539397.0391,0,0,0,0,0,0,0
935807.1641,0,1048229.219,1871094.297,819810.125,881312.9688,594412.9844,1187363.898,1047803.094,0,998914.3438,1229302.766,0,1108174.313,0,0,1030600.734,2553558.5
3800194.008,6672218.766,3485482.105,1664119.938,12204515.53,5219114.5,0,0,1711026.328,0,1196177.613,0,2027095.438,0,1134308.102,3279731.75,0,0
179568.7383,610666.248,626917.793,778436.3359,624069.957,273496.3301,1361604.418,1300704.176,3944257.51,0,561208.1875,0,862035.3281,0,1008608.427,265631.7148,1506251.031,1847915.872
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,2208734.438,0,0,0,0,0,1422300.156,0,1557639.688,0,0,0,0,1692979.219
321792.7168,0,0,0,0,0,0,0,321792.7168,0,721759.25,0,0,0,0,0,0,721759.25
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
272575421.1,134015746.5,272901184.2,431321321.4,385965821.9,0,0,0,324145714.9,0,138969948.8,61864737.94,818634539.7,162477656.2,193319366.4,496540195.8,0,1302890253
0,0,0,0,0,0,0,0,0,0,648554.0313,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8479841.016,7330982.906,4086660.375,6628807.688,0,0,0,0,0,0,2909676.563,2335644.656,3231607.5,1978720.656,0,0,0,0
0,5274829.922,3406449.914,5868946.32,4183105.508,6853474.301,1744999.953,2254236.947,7550670.948,0,1674436.281,1907321.789,3458678.688,1857769.109,2082929.672,9071435.125,3288160.208,2926457.497
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,354243.8906,0,0,0,0,0,0,865866.6563,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1866210.25,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,56423.65625,0,0,0,0,0,0,0
887098.4543,0,733920.125,454270.5,193205.5781,1161614.531,0,398723.6719,2380856.32,0,648574.0469,0,0,0,0,736191.1875,0,435150.1875
4681662.328,2502302.5,0,0,0,0,0,0,0,0,645561.5625,0,0,0,0,0,0,0
2063779.313,1470751.063,0,4393462,2266850.281,1587028.781,0,0,0,0,1245933.75,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,867808.293,867808.293,781001.7188,954614.8672,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2982171.563,1783114.406,1619505.469,0,1938711.875,0,0,0,2772751.434,0,2998550.304,0,4673103.375,2998550.304,1045143.344,1768348.938,2723170.313,4782985.552
0,0,0,0,0,0,0,0,0,0,478885.9844,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3178759.459,3301036,3544271.781,2501067.141,3843306.266,0,2525506.656,10080366.36,25068110.33,0,1828870.984,0,2416342.375,0,1975513.25,913976.6563,8608069.086,6911370.454
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1884278.063,0,0,0,0,0,0,0
0,0,0,0,0,0,0,495091.4844,6458806.533,0,36241712.41,0,0,0,0,0,0,0
7760522.659,15050851.58,7432608.042,9875822.982,13498426.66,12087466.74,0,0,0,0,2502651.635,0,7137736.688,0,2766628.656,4780408.332,2321700.547,9062781
0,0,0,832694.5,285274.8203,987693.6563,0,712080.1719,3973530.453,0,3705947.99,0,0,0,0,3705947.99,0,3705947.99
1767529.906,634949.7344,1218513.457,1572651.172,839883.6094,1610375.492,0,0,0,0,545066.2813,459970.1406,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1084512.867,0,204747.9629,0,394292.4609,0,194532.041,110767.4727,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
226923.2734,0,0,226923.2734,0,0,0,0,226923.2734,0,408673.3164,0,192267.1484,0,0,0,0,625079.4844
0,2240120.406,0,1267708.281,1280253.438,0,0,971230.6953,1212164.879,0,898350.0469,0,0,0,0,0,0,1894048.352
5527367.016,4892844.922,2931516.971,3059761.646,4575126.961,3251957.789,0,0,0,0,1310266.432,0,1979472.844,1077383.625,385371.9688,2708836.531,0,4225543.24
2974832.271,6752772.339,5377392.568,5950826.313,5936572.307,3990082.813,0,1151332.695,8553226.396,0,3759320.438,0,4282782.37,1085479.039,1886761.078,1130701.932,925574.4219,12937073.46
7333393.875,11282781.06,4649556.398,4538729.438,3646662.469,0,0,0,0,0,2384811.531,1816220.859,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7602145.333,9696820.786,4289621.518,4995933.112,5698463.24,6015664.057,5961438.65,4520605.891,4872255.26,0,2380628.286,1968388.656,5981722.698,979840.8242,1618687.104,3756048.313,2993794.854,10030949.78
6345962.526,9325075.63,5473757.143,6083580.667,12982763.54,12437755.14,2182790.055,5098688.305,25123582.84,0,2402337.995,6595796.203,5642399.115,1877550.805,3243585.241,7296766.448,8401871.698,17306062.12
3930365.224,2576331.573,3986344.573,2820698.375,5681003.255,1562161.021,0,0,5286268.651,0,320561.3906,255861.0781,3065266.594,1166270.125,1115671.41,1508479.313,0,2279342.411
0,0,0,0,0,0,0,0,0,0,1371831.031,0,0,0,1208007.156,0,0,0
14613059.38,105511335.3,31180935.54,2429122.125,0,0,2278679.125,1138026.25,26191859.62,0,3593342.125,0,0,3593342.125,0,0,0,3593342.125
3260864.688,3186710.516,2833787.781,3085305.313,3623419.188,0,0,0,0,0,663284.9063,0,3695186.656,1191091.125,0,0,0,4887772.938
0,0,0,0,0,0,0,0,0,0,5090202.896,0,0,9394358.656,0,0,0,0
2162924.563,4899572.443,0,3285720.75,0,0,0,0,2189086.563,0,10714071.25,0,0,0,7351533.274,0,0,3988995.298
0,6935836.75,4392175.031,0,7094071,2349198.977,0,0,5747577.875,0,3408944.809,3408944.809,3408944.809,6477383.5,2787064.406,2161016.438,0,2210314.891
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1304264.133,3901386.188,1217292.203,2527295.523,0,882054.7422,0,0,1966458.558,0,1817302.688,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,2261570.125,0,0,0,0,0,0,0
632091.2969,3597075.349,8287846.938,0,0,1871287.813,0,0,0,0,1291271.375,1617562.25,1321101.188,1291271.375,935150.6875,0,1291271.375,1291271.375
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1483412.813,863705.875,1267001.49,2589144.5,1195358.984,3534905.755,1543189.5,1007481.781,1729194.534,0,931874.6484,840168.8281,1514783.391,0,0,1072193.18,1031145.023,6568511.448
0,0,0,0,0,0,0,0,0,0,589715.3281,0,0,0,0,0,0,0
0,0,2770666.188,0,0,0,0,0,0,0,459395.2188,0,1426807.016,2394218.813,0,0,0,0
0,0,1998647.875,2635173.25,0,0,0,0,0,0,911059.7813,800686.1719,5278385.781,1473930.094,908080.25,2724783.188,0,0
12538100.61,4200860.438,5402517.526,8920594,0,0,0,0,0,0,3036903.563,0,0,841783.4688,0,0,0,1797844.563
8013252.563,6755737.375,4967674.625,0,14024029.94,7191240.125,0,0,0,0,2195272.836,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3737086.07,4372242.042,1812536.594,3057197.849,2276973.741,1868855.313,0,2622579.273,4730687.75,0,2538247.063,0,0,3394463.115,0,0,3384936.844,4260205.438
0,0,0,0,0,0,0,0,0,0,2447366.953,0,0,0,0,0,0,2447366.953
207878.1875,1272042.844,472031.2344,830528.9453,510813.2969,416812.0938,0,294998.0547,943009.2969,0,625151.3125,0,1284056.563,0,0,897906.254,682251.6406,1000165.5
0,0,0,0,0,0,0,0,0,0,1193411.25,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2972001.961,2413989.773,1999922.797,2431768.359,2412677.039,1732775.75,1739701.867,3417953.297,2295241.125,0,1983835.659,0,0,0,1170701.5,0,1521061.125,3259744.352
0,10147895.74,16715077.61,0,0,0,0,393959.3594,4001146.383,0,5265139.25,0,2659663.734,0,0,748175.9063,0,1174098.557
0,715838.4141,778201.3801,279118.1094,404434.7617,1596956.688,1295573.531,870514.9063,284973.25,0,353305.0547,1631382.758,0,1631382.758,1631382.758,598579.9766,2541899.438,3031746.563
0,4713162.375,0,0,0,0,0,0,0,0,5901871.734,0,0,0,0,0,0,2309796.875
0,0,0,0,0,0,0,0,0,0,874609.4063,0,0,0,0,0,0,775942
3369846.516,3811076.141,1778766.02,2663398.75,2513204.133,0,0,0,0,0,712587.6406,1192709.094,1262191.438,0,1055829.391,0,0,0
0,0,0,0,1756757.266,1134315.469,1756757.266,1756757.266,2379199.063,0,2150404.153,0,0,0,0,579318.375,0,3721489.93
0,904714.375,0,0,3267367.969,1994037.906,0,2203549.078,2648076.063,0,887147.8438,0,1477422.281,549584.1914,279958.8281,1394219.891,1966111.953,1753044.268
0,965604.5625,1014856.813,991688.459,1988597.227,2862710.727,308964.2578,3285384.779,7686034.104,0,477952.3438,0,858871.6563,0,0,355043.849,3797176.969,4392124.813
0,0,0,0,0,0,0,0,0,0,5313772.25,0,0,0,0,0,0,0
33178261.25,8852942,10259196.25,10877403.5,0,932662.7813,8436380.993,547258.1797,0,0,10098547.22,0,0,0,0,0,1801042.641,2287354.331
0,0,0,0,3416663.082,0,0,268494.499,6564831.664,0,947128.1563,0,0,0,0,1449142.75,0,380074.1758
5037849.188,1944314.43,1184689.063,0,1347451.5,0,0,0,0,0,0,0,0,0,0,0,0,0
2128875.699,1888816.5,0,457225.8438,0,3250986.027,495433.5938,2622870.647,11912693.88,0,397192.5938,0,0,0,0,1606167.221,2119909.75,2301399.318
0,0,0,0,0,0,0,0,0,0,3733057.125,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1546826.75,0,127971.1699,0,0,0,0,0,0,0
1873395.867,1471223.838,421802.5625,1327287.938,0,0,0,0,986271.4766,0,1172900.797,0,1052261.094,0,457667.6563,1387926.895,0,2868878.031
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1115867.219,2192371.938,0,0,0,0,1654119.579,0,0,0,2494289.594,2179533.406,1380159.313,0,0,0,0
1464272.555,2480136.379,1788126.754,2476661.859,2862175.961,5362446.707,3320220.766,0,0,0,0,751608.1563,3409726.172,2140490.656,575749.7813,2163777.211,0,0
0,0,0,0,0,0,0,0,0,0,0,1594071.268,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,2671519.75,0,0,0,0,0,0
4241199.359,5403475.156,1925608.555,4606914.813,5391439.754,3622413.688,0,0,5560306.625,0,0,1064709.453,0,0,0,1666105.934,0,10061635.1
0,0,0,0,0,0,0,0,0,0,0,181939.9805,0,0,0,0,0,0
0,0,0,0,0,830109.8359,0,1470752.406,2076329.645,0,0,2096236.052,0,0,0,0,2096236.052,2096236.052
0,0,0,0,0,0,0,0,0,0,0,110361.6523,0,0,0,0,0,0
0,0,0,0,0,0,0,0,2892646.844,0,0,0,0,0,0,0,0,0
22897239,0,0,0,0,0,0,0,0,0,0,8440426.375,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,33516.4043,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1044623.156,0,0,0,0,0,0
1293330.125,1934425.438,0,0,0,1613877.782,0,0,1613877.782,0,0,2128228.188,3633615.328,0,0,0,690507.0938,6992173.167
0,0,0,6134999.58,2060051.063,2438886.198,0,6509803.18,13531257.88,0,0,690641.2031,1451766.75,0,0,2579565.063,7330653.596,7118027.406
0,0,0,0,0,0,138968513.4,0,0,0,0,220243991,0,0,0,65207019.49,0,0
0,0,0,0,0,0,0,0,0,0,0,14115217.88,0,0,0,0,0,0
0,8872021.156,4968783.016,0,4862082.703,13795549.97,2959384.457,6647032.203,23008703.26,0,0,1965887.188,6814627.289,2468831.875,0,11268370.49,9230158.844,14820987.62
0,0,0,0,0,0,0,0,0,0,0,1150958.656,0,0,0,0,0,0
0,0,0,1151828.023,0,0,0,0,5209312.953,0,0,1494144.188,0,0,0,0,0,373163.2891
1908356.125,1283642.188,0,0,6447175.625,2510698.365,0,0,7168765.578,0,0,219480.7891,4660556.594,0,0,1847490.281,3272934.609,11995692.97
10268101.41,8319917.438,9794925.26,10666718.44,0,22380476.53,14814013.38,12228688.95,27787117.58,0,0,2069512.724,16392497.27,9709745.479,0,13670178.15,0,31243529.16
0,0,1522424.869,0,0,0,0,0,0,0,0,568816.6719,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1100095.188,0,0,0,0,0,792845.9375
11791796.11,16353571.97,7139473.521,18430782.34,2001023.266,20506844.65,0,1780435.109,8866181.959,0,0,454055.1758,0,0,0,0,314105.1094,9442672.654
18690956.51,29985706.4,8900015.234,20192729.46,19399597.06,10663488.15,2433841.396,5269026.016,12609338.16,0,0,2077305.594,10600002.6,7482815.719,0,7683083.906,4897390.289,8050435.888
0,1863673.896,1259882.082,1886253.852,1870078.294,0,0,0,2438481.355,0,0,1298328.531,1801630.924,1182041.313,1125727.629,220909.7461,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,634482.7188,0,0,0,0,0,0
2187406.125,2559367.297,0,0,0,0,0,0,0,0,0,1278525.141,0,0,0,0,0,0
0,0,1688972.875,0,0,2398742.5,0,0,979203.25,0,0,950429.3359,783101.4375,0,0,0,1979963.605,4206360.042
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1606934.063,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1561355.375,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,11454083.05,0,0,0,0,0,0
0,0,0,0,0,0,231835643,88974156.47,414248980.2,0,0,218489543.3,0,0,0,0,0,0
0,8630206.5,0,0,5675712.125,2673696.156,0,5173494.82,3714364.5,0,0,2917990.781,0,0,0,0,1722210.438,6457033.086
0,0,0,0,386634.0703,0,0,0,1707569.247,0,0,1323109.477,0,0,0,0,1323109.477,1323109.477
0,0,0,0,0,0,0,0,0,0,0,758075.1094,0,0,0,0,0,0
1916295.094,2497373.031,0,1652489.15,1084263.844,1973573.094,0,1307600.703,1464601.344,0,0,631951.8047,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1623995.344,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,7346442.75,0,0,0,0,0,0
0,690223.8281,0,0,0,0,0,0,683081.9063,0,0,302178.5938,0,0,0,0,0,302178.5938
0,0,0,0,0,0,0,0,0,0,0,626240.8555,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,2821979.5,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,237217.6016,237217.6016,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,3923912,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,675970.3516,675970.3516,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1888478.984,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,5663910.375,0,2517555.625,0,0,0,0,0,0,0,2049934.938,0,0,844170.3281,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1554465.438,0,0,1554465.438,0,0,1132505.844,1132505.844,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,444059.375,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,916402.7734,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,33089.63037,33089.63037,0,0,0,0,0,0,0,0,0
0,8125600.453,0,0,0,6508504.078,0,0,9677913.875,0,0,4363966.219,0,0,729003.2656,2021419.313,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13466475.06,8672263.094,14867377.44,11773787.22,10360958.37,8715640.941,0,0,4670206.453,0,0,767506.4375,3300332.656,0,0,4713911.438,0,6656620.664
0,1623227.688,0,0,0,0,0,0,0,0,0,899279.7734,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,57634744.06,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,523731.5313,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,23914685,0,0,0,0,0,0
