rq_126_sn,rq_130n_sn
1338.765992,1050.627462
17.06737407,7.897541739
28.62564323,33.98510566
470.5937994,272.631595
41.55675354,43.29038253
117.0137213,62.2536567
200.9591361,351.2625984
388.5336921,205.749293
180.1806709,88.85065534
454.6320123,213.9645626
730.3865205,291.3773177
164.1412993,158.214489
68.14842174,57.8667726
18.77381662,20.49476851
241.3274466,339.2176808
22.71497591,16.92524561
141.9190725,203.0530691
448.3468121,515.7643582
118.0766377,153.4852456
48.00294797,50.21944732
114.318702,101.9945699
933.8487898,1118.005231
192.1877544,229.2924174
318.5387429,198.5377356
368.0632098,95.61741117
571.6554098,154.091682
28.09581123,11.92045274
77.16097972,16.01506976
78.70800572,21.51232616
399.1920019,155.6490094
701.828439,198.4191045
2347.982394,508.3641811
1740.695544,472.0642736
1747.267012,656.8016451
25.95157577,20.24232599
458.5718779,134.9690616
413.8215145,111.9186452
880.3182409,286.6031513
35.96961345,11.21398219
235.9389619,88.96485811
460.8972694,26.82604037
99.50247965,53.2081932
256.2241795,68.17576345
709.2979839,144.1395155
35.27723671,17.53498352
364.772388,200.398283
492.639615,184.2874365
647.3868527,171.7743453
258.404876,34.35387072
41.74038968,36.97660339
64.95265399,724.66522
477.1821553,287.8512823
135.8026831,118.1164156
4.534210296,28.94115183
20.24489262,19.56220656
24.93043526,17.65759558
11.569493,8.961287171
236.6027227,165.1839739
88.24257432,14.0456803
133.1253929,20.41144263
189.8298611,169.7227256
450.9034532,596.4483876
429.6185889,567.1535044
493.5309508,651.5906199
250.3948256,244.6840559
80.21026888,73.74746619
87.70809201,94.34823852
26.11752558,43.18697482
13.57927508,6.03878265
18.66492156,22.57793866
9.006198056,12.42164213
108.4169225,54.94724884
37.99142615,29.38496476
865.9482872,168.062568
121.3782831,99.07562134
30.50898863,123.0689986
1530.102743,2032.451377
829.8965363,1058.677452
172.4818521,1286.299725
425.7170155,449.6038342
335.9368242,363.4756082
270.9350453,345.6874898
6.424781789,5.136129746
109.3619346,68.34434625
21.42354767,15.00218637
13.37165179,19.35800151
1043.657874,1306.291925
86.19117775,80.53772323
112.3680396,141.7198084
28.47255513,25.36688908
51.0059913,40.773934
71.68180386,96.26681588
570.4360386,779.9825971
32.53853766,25.195455
10.57233221,15.88602769
4.422158679,6.235793898
273.4167876,414.2078802
152.3368605,214.4649377
280.4881777,412.7683838
1368.196395,1231.035087
486.5340633,677.1598052
15.0489136,17.74958313
69.10939521,187.9356823
189.4368533,310.791468
34.43480851,72.66448719
6.517810131,12.93071835
126.8198199,131.4193147
47.40680815,312.3310022
6.037388751,144.3506093
18.61694085,50.85855922
34.7746298,342.6666975
10.2564191,26.05250479
1487.062947,976.6031181
214.3829876,152.6207725
3478.78191,2419.187896
316.6608338,222.7669254
136.8565244,84.23548167
33.7633387,259.8421571
26.4293383,157.3637909
1222.893374,976.4668609
3546.405566,2379.41039
630.5944501,65.38708645
711.9469675,68.34716674
1376.906375,247.9536071
821.5847174,101.5456357
789.6023236,516.7623201
203.6955398,140.3491538
50.40834209,8.218429325
28.051496,5.822403821
36.47557365,1296.050154
653.3583138,299.565981
1358.738336,749.695182
318.0861268,157.8467672
808.3222887,2028.028566
9.058754995,5.940998753
465.4545364,183.5372675
1265.302181,580.0627217
67.82366737,20.01067184
232.3760279,343.0318237
40.90247799,46.38072289
238.9941698,386.1696103
543.2184607,298.5881172
64.55866704,125.0993789
322.4613621,290.5830756
216.2242066,142.5962255
356.0761938,236.4613225
407.8112403,176.6094734
1937.778714,813.0675169
92.51526912,40.10885858
120.4151544,75.31138698
306.6783239,79.38406204
165.0553395,375.1700311
791.0839771,371.8027154
1644.630014,696.15563
1707.26668,824.2448008
1906.414663,1044.157658
704.6585924,192.9222578
1007.495382,298.8963217
1122.274114,594.947051
57.70332351,28.90542967
253.1715355,377.3943048
60.04907075,77.01338599
320.7364837,413.1086503
88.87371204,47.73213761
101.3708434,130.2602909
131.4789644,147.1158088
1426.358262,1801.772598
453.403978,580.1436019
149.3736663,171.5329642
144.6188562,211.9500877
352.768683,347.4477208
141.8175195,199.7338951
360.1136531,1483.001248
38.48577653,151.2579276
13.15067542,406.9437721
102.7797243,109.2470673
160.8932035,152.3750745
38.23012835,24.38100163
49.5461253,42.25643257
569.6112622,788.0499004
195.5494043,226.1265064
60.94513767,25.99117824
1012.22696,846.6015203
42.50765116,408.1018288
142.2444316,181.6366761
252.9464426,429.6975221
354.5402837,342.0494894
438.5553272,601.5298928
80.4658682,154.0962593
95.49069234,166.1827556
503.9405101,208.9507391
74.69133674,87.60058444
277.9303236,231.6015329
248.4138508,239.1183785
67.31213421,56.30009599
649.504477,672.746772
326.1748825,203.9168964
472.8129052,299.9413963
747.8183445,298.3916449
115.6546248,45.01298427
65.94998875,43.13397758
350.5547708,165.0822159
147.8522829,113.806267
134.2330321,51.00805918
145.6802691,16.63053977
208.2177455,123.1005312
293.6094642,204.8198169
143.2346746,66.08320948
631.6116222,270.9738624
446.3280651,287.3195772
706.8731787,275.2766586
40.35401494,18.17619132
3035.416335,823.0214148
1327.248194,521.1179094
443.0631595,185.6362096
23.92016206,8.987000934
211.4542298,69.52613708
1082.78473,273.0248843
1689.051211,375.4819831
481.3330749,288.2497772
429.2112583,122.2485074
396.4303179,107.4159946
441.8678436,115.7153704
4.823274225,3.00529822
258.4255745,92.23680819
174.3313511,57.92917303
312.3450173,101.3254982
563.9283572,183.2761087
301.309058,94.29209653
704.0274866,366.307635
19.33615296,5.174645346
33.09934364,95.10012767
709.2895496,263.7249264
701.3303121,175.6309757
360.2410581,88.10490325
358.2983829,192.7851359
1073.291918,263.3423568
338.2157576,141.4326742
251.1737724,98.44179953
391.2371122,97.58582551
173.6824515,22.5427721
311.1667361,84.32038381
957.4972843,280.8525368
141.6239823,39.49854002
195.9633338,48.73260476
886.1118634,160.8932404
32.0183291,596.4730733
424.0761844,45.15739888
563.1703706,158.9889953
13.49661714,5.709522414
82.97492688,31.74071392
21.82612383,16.18268611
18.8677205,14.66698027
4.91762061,0
6.607419699,0
834.2214132,236.8420232
1426.18098,331.7325891
109.6813508,59.66792506
208.3526496,71.31330912
35.65878699,32.20764963
164.7061527,32.99887777
4402.216862,1076.772195
3422.47556,805.6590879
63.0587364,26.07579997
44.1694839,24.22865752
1485.447403,533.0331796
192.1233104,47.47776141
1551.92114,355.027873
2251.58449,548.9979574
48.39514292,12.53169691
612.9523654,168.8747382
511.5111279,125.6295604
998.2395186,326.2481825
131.9633232,56.81781498
647.5486613,274.7216428
25.90126576,11.2616107
195.3119447,101.2310389
440.6777692,128.7152024
107.9264718,98.93309782
2140.765997,620.8004189
351.0749385,102.3719639
715.0965188,180.8025574
802.8667487,244.9785226
663.3245787,230.2918148
612.4216369,280.1211335
153.2991369,45.59809393
98.86227301,34.033752
379.8901728,132.337774
333.3159484,81.01290398
1640.122668,474.706771
22.66036661,3.983209638
1076.969975,333.9642219
581.2537411,60.15056372
469.6353382,201.2011736
82.61396177,39.08385234
668.4061944,24.45512715
162.6963638,83.62598295
143.5082807,87.48023725
4.556293505,0
667.6960328,243.0154728
1002.683154,377.0875587
1825.453707,1489.707479
1548.611801,422.4153927
22.91470572,23.19579649
14.43487689,10.70361443
428.3732865,86.08540183
4.075707444,7.636500148
0,2.398449478
133.2295705,121.1896987
231.2805228,287.717152
149.3628248,222.8370889
140.7411231,282.4136462
479.3464549,535.7793878
31.78767522,36.87391018
120.8413012,142.6789954
69.13121411,63.04144881
310.3509463,107.7473638
228.0406839,98.90465639
277.5059486,222.8406607
57.56314398,156.5187818
43.50997304,32.18865377
809.0426513,726.5386763
170.4706432,126.6685211
15.80186667,14.8688298
559.5749649,576.0985342
171.5869476,94.50383987
552.7329788,328.1883723
1046.201726,1232.235743
36.13391772,25.85990644
341.8107567,202.3867083
253.0076117,185.4680951
80.39692265,47.15612063
442.7721225,305.0587752
479.031128,280.9037338
391.9890964,361.1768143
29.38515259,38.85981344
22.56513242,18.54135228
5.830931744,2.942152943
232.6304849,166.7367715
16.8476343,30.87686364
134.1728772,211.8691641
443.9640746,333.7819244
116.73251,63.32969606
57.87240464,107.3443537
330.2732273,246.6714231
1724.304067,1041.274821
318.3052248,212.9719181
167.998445,93.221124
286.1446163,439.6670459
933.9433862,1834.799464
780.4905511,1264.175897
80.89203839,51.04687524
72.7438261,151.0948417
108.8414575,147.6883145
173.8921964,242.8515166
6.25880928,7.18616599
5.7895969,4.688505266
8.825078322,9.416621272
11.70520935,15.99653152
13.1594638,12.76020973
101.7479324,155.1591732
655.8327338,828.453071
206.549709,279.0287701
244.4497044,406.4732026
98.60234213,160.7943651
3.110668716,4.16488506
22.83972128,43.21974238
17.81545424,33.37289617
291.3663333,189.922653
67.68156152,64.88245613
198.2546354,216.4914112
183.1190119,222.6324505
122.7990091,110.9215297
421.6070731,192.4148555
184.9956281,183.4041743
107.9234674,147.1219707
379.0320614,699.077201
62.99298373,64.72483461
1486.813502,2632.074917
309.3696347,560.7336967
413.961115,674.1758512
90.88348476,267.1830403
184.2536956,248.1624244
566.2693795,399.3113368
27.48889645,47.52924977
17.05751113,12.45734415
274.313348,433.3734346
172.022059,269.4017711
110.4088082,162.7627347
236.5687701,392.4839475
65.75522107,27.72176296
15.82604919,66.82002945
23.69556784,16.00227235
480.5336955,327.9158612
24.98733104,17.49391456
344.8685017,130.49864
147.4813009,89.8163068
1271.481353,1001.794006
1704.075124,636.9048257
2811.070788,1011.515131
2530.611569,1400.600504
191.7671248,152.5784375
291.5006035,206.6859172
1319.214879,921.3363002
729.6225461,466.4818158
593.8876953,433.4661985
189.1332684,150.823375
773.6194692,383.3645
390.6603554,203.5641733
19.81119744,3.281376502
514.1178971,301.4083034
99.74829105,90.17563676
814.5248562,733.6028555
324.8065664,276.8589453
464.8634747,406.329901
766.9200679,320.5547155
28.52947548,26.00497075
39.90139676,34.48898759
356.8001723,297.6420007
14.25237211,27.72076107
377.2458542,323.5658029
68.15858464,95.49328674
367.7310094,451.8767433
196.9463137,228.8876208
123.2518451,99.51502105
11.23147756,15.40130991
15.23730445,23.38943222
198.0059885,106.3556467
79.9035393,116.2557752
446.6895848,952.138904
5.878049472,10.09263281
1078.448483,715.2202983
255.6549087,173.3575855
546.66906,414.7970657
280.1427102,209.3821231
703.7515833,498.3330603
315.0384878,250.1727187
793.7179816,956.7292524
49.6497936,31.68207669
69.45060807,69.46492394
366.5556845,642.207841
108.7448167,77.99596782
452.2636875,666.8877391
97.84989586,98.93280566
390.6081626,737.4380751
48.3025589,57.55743356
17.07388816,26.72739589
47.79275825,79.28869492
107.8148955,138.2337314
46.00437132,71.71109031
446.6379738,622.394097
534.1459055,506.9562036
356.813354,517.5788082
366.8917552,374.1177579
183.0503864,126.2288757
123.1722937,487.1880503
593.6802364,816.0467879
60.4227493,93.73633972
1209.368808,1707.699198
631.9869583,705.4007823
128.2287227,188.6429044
489.4321579,706.8174254
244.7536197,135.7872284
601.8199446,702.7112314
763.758738,691.9605429
103.6288869,104.6228769
25.29562879,34.37449376
568.1314335,704.7403074
46.73961071,44.3452278
130.9354918,52.45941045
34.88784915,17.09663116
1352.573006,503.7896053
111.3037241,34.95247921
323.5217733,43.92304575
1062.054078,398.3787487
494.6283055,229.6160508
80.74265603,37.3212149
422.5476336,154.817695
28.95559901,9.336913867
227.3164945,230.8727456
379.7398628,455.817107
90.3424105,95.51515016
1388.13513,2096.493618
112.9265326,336.832114
42.63487769,40.49365835
19.54967444,31.69203393
250.5644072,1276.202164
467.8511739,723.7273861
306.15125,561.0472634
300.9791344,1404.102717
108.2563976,213.4967572
187.0363069,301.7031191
226.2532885,344.86378
243.9445836,237.6334534
80.29349185,163.052686
92.47020954,72.30552357
753.8820278,455.4392729
562.4465034,284.0824384
293.6144131,288.1419365
327.9983372,152.909731
180.3594006,168.0009047
117.0953235,149.0794476
27.47688172,35.4247673
49.11123526,60.96400826
202.9506532,482.0406882
814.4194092,1143.984686
126.8526733,180.3551022
373.4891898,415.7662072
301.9307982,315.1434275
96.21070469,126.8694965
84.04359888,101.192301
102.3888644,113.3708324
107.4509288,111.3734182
179.5741792,204.8928404
195.9167341,226.4547206
175.2337602,183.9885163
8.442494494,6.70013715
5.041715799,6.260148643
284.8298384,395.5820444
826.3998401,1061.229032
140.8452256,168.681157
10.2455156,12.37326366
21.54184814,41.96487524
427.570008,375.7762384
511.0631035,478.1243967
485.7275403,499.622803
205.3163333,127.0717444
120.2126431,325.5680148
546.0901353,306.0836153
177.3530291,283.8866471
36.99456092,44.69262502
42.16266537,53.97411392
639.7141474,732.8256937
167.0301126,173.9786734
135.6399542,127.1459564
519.4094469,658.6577201
199.4698907,186.6508791
401.4069355,529.4395604
616.7828678,460.5732449
1056.525089,1278.262063
979.9472086,1215.590804
328.8083536,397.814822
368.6333135,305.1672414
1095.00862,1338.521255
455.2071708,434.3013303
58.45684766,69.19170264
700.3479634,1088.417202
134.5211309,90.30529443
179.6386466,257.0724431
205.5928005,294.5834173
56.55717978,23.02919347
659.2732249,814.592078
834.3569391,349.6556052
279.2205488,83.32993998
821.3546192,257.4202847
535.459362,231.68148
213.5494794,70.0234399
121.312533,91.19966054
156.3629141,118.3189334
32.41897043,21.20319265
105.165025,169.0792699
17.09361903,30.31946953
178.0361745,103.1433662
559.5066525,675.9537785
494.3756578,510.1105888
52.9572457,50.53048794
512.7140586,551.9515847
0,0
95.98773421,82.25369283
94.01525253,92.41844794
227.3857753,204.6406555
37.67959027,36.88901681
71.4805684,66.63223491
631.9070751,634.3927595
86.05686002,190.67652
159.7308301,243.6060989
53.0557286,617.9993717
302.2761501,323.9123611
91.40082058,112.9413946
89.82953783,85.31246822
31.1789739,27.03697324
30.95129199,27.47697036
32.62402694,20.63751037
403.7621408,400.7766101
136.3153578,142.5841966
25.07251005,19.17596979
11.41703244,7.956326742
6.862947083,10.15781789
403.0106902,452.1830622
5.361509063,2.526097151
27.78355996,40.6084504
8.73048353,8.464109827
37.02432507,14.57770535
548.4641274,426.5962556
254.3356355,186.3376879
153.2614849,186.7835543
1500.276175,502.0167079
215.3793234,73.16561064
339.9116536,128.5385704
385.059529,159.5057011
71.33032467,141.9524565
147.411597,64.24149216
222.3060496,104.5389056
571.7658236,321.0744763
13.82647089,6.205300039
21.96075993,16.30245244
10.79889356,7.368744482
314.6047579,221.52603
363.0706181,364.9379101
339.2814266,613.2534417
191.2592462,164.9582934
21.18231302,17.31863901
836.8707234,809.5038063
