126 normalized ,129 normalized ,127 normalized ,130 normalized ,128 normalized ,131 normalized 
0.909699069,0.882386141,0.983952475,0.954714103,1.157826873,1.14037218
0.986713353,0.957775594,1.041391748,1.043387729,0.996521721,1.005590443
0.996166248,0.973427712,0.967272453,0.953694821,1.046971891,1.04410343
1.089438412,1.037570029,0.923735614,0.917222103,1.007271181,1.004370178
1.059767936,0.988384002,0.986877698,0.98791342,0.976185343,0.987181455
1.041943999,0.985625114,1.05510409,1.035590913,0.941461067,0.933912818
1.044573507,0.979888698,0.962168059,0.929843891,1.047979159,1.006390669
1.00426543,0.965471963,1.012069525,1.009086673,1.003259918,1.001264681
1.068209168,1.016670564,1.01995973,1.025654056,0.944174715,0.942382232
1.000172711,0.989711368,1.013398845,0.999978153,0.981236439,0.988582127
1.003883116,0.999793355,1.017283313,1.028480742,0.961533078,0.976199627
1.013159671,0.98734242,1.05510409,1.043636616,0.940644255,0.931568587
1.023646354,0.976373074,1.084469761,1.043298272,0.937472732,0.925367101
1.048053933,1.037040144,1.017983586,1.002095546,0.956262888,0.956192992
1.018355215,1.000493056,0.971073388,0.96749542,1.0084184,1.015135934
1.029762462,1.036746613,0.96767912,0.994720515,0.994896023,0.986024767
1.036524633,0.96501554,1.039748719,1.045363073,0.973413098,0.960574421
0.97468995,0.983100766,1.05510409,1.057356087,0.976104012,0.982094516
0.988605942,0.972218353,0.976102257,0.986957132,1.041698731,1.059905295
1.01458704,0.992291616,0.9788814,0.973010434,1.014762216,1.022191928
1.05067029,1.015044967,0.981867648,0.974109692,1.002148918,1.004050681
0.977478474,0.999339211,1.12391032,1.075680282,0.943493583,0.918104511
1.003338005,0.966514978,1.05036791,1.036828932,0.966659728,0.964479214
1.015519432,1.016670564,0.975270919,0.95883376,1.046920673,1.003996826
1.005880135,0.987641728,0.959719573,0.945747142,1.02745155,1.049164607
1.010413344,0.986177218,0.985280795,0.967529944,1.045382542,1.030717267
1.019409356,0.97850717,0.962726185,0.969424763,1.022867599,1.023541117
1.031191921,1.031215472,1.00177933,0.992100221,0.961045845,0.962875805
1.035298511,0.991902308,0.95212433,0.950238836,1.037516297,1.014756314
1.054842862,0.989287859,0.955054912,0.985946317,1.009668014,0.982153746
0.972335337,1.055439328,1.024004078,1.024299039,0.945685834,0.958894101
0.982443108,0.956626182,1.082119135,1.092465735,0.944271357,0.950404219
0.984369776,1.002743055,0.990071339,1.001396559,1.020065667,1.007531906
0.999920056,0.990792293,0.992870233,0.999318511,0.976977926,0.968203508
1.012505405,0.989158344,0.982649116,0.972406804,1.004583234,1.028627358
1.01308394,0.979315561,1.007366843,0.980496088,0.98848943,1.028767333
1.014411099,1.017915633,1.00686357,0.994685883,0.980631573,0.993711978
1.03754536,1.050250883,1.005601952,1.026587507,0.923562503,0.928144354
1.079259486,1.032082659,0.996041894,0.99435061,0.943394528,0.944077912
0.959900834,0.981980804,0.98316443,0.953954488,1.067573835,0.997282888
0.982238092,0.948531073,1.038289207,1.009533068,1.013997745,1.008053522
1.004375076,0.959897725,1.02656736,1.009180308,0.999239806,1.0165928
1.004620689,0.956768166,1.031070218,1.022325399,0.977391813,0.987810426
1.012124466,0.957672494,0.97430646,0.999382839,1.024892263,1.020797342
1.021946225,1.022985624,1.037346375,1.023888966,0.933104257,0.948468382
1.025907524,1.024889768,0.998219692,0.975076132,0.999308552,1.010826755
1.025985727,0.965215979,0.984343717,0.94851921,1.043287267,1.038283754
1.03124614,0.998699668,1.039002678,0.994237936,1.000079102,0.993752482
1.063678205,1.033806593,0.961809835,0.960584641,0.964891167,1.002603451
0.967405253,0.91056659,1.01013241,1.001396559,1.046920673,1.053484636
0.987233678,0.98426672,1.009368475,1.000235404,1.016539894,1.018563929
0.995760388,0.976432229,1.012799023,1.001396559,0.999323456,0.997290332
1.006245753,1.021987642,1.02232508,0.991702632,0.987553547,1.01843014
1.020881886,0.993686319,0.969637951,0.988815857,1.029701174,0.99378826
1.024659137,0.976576229,1.06838023,1.055949007,0.927997102,0.926482466
1.025790772,0.993705711,0.965670303,0.969322842,1.036295229,1.027527065
1.027534053,1.04511344,1.021759505,1.001396559,0.950948877,0.943512136
1.031312731,0.980996038,1.060597653,1.088999611,0.873229782,0.920427938
0.98665768,0.998458861,1.039195176,1.001396559,0.99063002,0.986430733
0.987006064,0.984437307,1.009830389,1.003065328,0.994578058,1.017829086
0.994358571,1.039551917,1.052325632,0.979052288,0.985434088,0.963753645
0.999600213,0.968141375,1.003735978,1.01429282,0.96413572,1.033066274
1.008293513,0.962432048,1.022485031,1.029549328,0.972318736,0.989673098
1.011773535,0.993814704,1.022817327,1.001396559,0.989851905,0.976778895
1.013202679,0.981975254,0.934096604,0.939942194,1.051632309,1.07493402
1.018503276,0.997483857,0.980073332,0.990079416,0.995348196,0.995112888
1.041790969,1.016670564,1.017165426,1.012246261,0.960751803,0.956535239
1.047923204,0.978733228,0.974824019,0.976174527,0.964325651,1.014919461
0.954497905,1.008027494,1.019855052,1.005604556,1.041957275,0.965081664
0.962314605,0.950339484,1.033806406,1.03167427,1.001391505,0.967027952
0.976215085,0.995911788,1.05510409,0.97203907,0.975211096,1.005357041
0.997088092,1.02722277,1.003692532,0.99643463,1.015159282,0.994565229
1.007128033,1.009437552,0.960935987,1.018571605,0.9739287,1.004256606
1.013617991,1.022326338,0.993610307,1.032835539,1.001160946,0.973704839
1.018183204,0.987125368,1.019979291,1.024941971,1.004044833,0.983912519
1.019253563,0.984361478,0.941581506,0.989115415,1.002221787,1.006138492
1.026977152,0.980890317,0.961351297,0.968156454,1.021796218,1.034688124
1.033583538,0.965053395,0.986212432,0.97735779,1.024654948,1.015286396
1.04075669,0.96391274,0.981812486,0.972473288,1.006487264,1.016135884
1.046287301,1.041869969,0.994843594,0.992701913,0.950752027,0.982322775
0.958205064,0.946896789,1.044356691,1.051206106,1.007587355,0.993559377
0.969690178,1.008099801,0.998603902,1.038674671,1.043569422,1.011118431
0.974626579,1.023797135,1.070276564,1.059801297,0.931306759,1.005899844
0.988679213,1.016670564,1.009468274,1.008666015,1.000136642,1.017115669
0.989061006,0.922230613,1.08441915,1.059179407,0.974222934,0.985641962
0.994713696,1.009363461,1.002591082,1.018022023,0.998030442,0.967027952
0.996501612,0.965543534,1.039818505,1.016989277,1.022655903,1.000158737
0.996533822,1.027467762,1.030374107,1.043946646,0.959798066,0.938869598
1.008782906,0.989122731,1.021082552,1.028574428,0.953348711,0.968130377
1.009199302,0.962641333,1.019122544,1.015805278,1.001217233,1.014645132
1.013406007,0.977932868,1.020727862,1.001396559,1.031819227,0.999149983
1.015435535,1.002250719,1.065432103,1.032733596,0.92469097,0.965192363
1.024435063,0.993519669,0.987777391,0.951596774,1.023706263,1.00318645
1.026896094,1.007228662,1.003633285,1.027670485,0.945008593,0.996426378
0.897227369,0.918156232,1.125964577,1.099628029,0.976762996,1.008432682
0.90889032,0.874942493,1.085773728,1.089048679,1.046920673,0.999576331
0.938920594,0.878578264,1.033923363,1.054337398,1.039364666,1.053386743
0.941086855,0.949947364,1.016831292,1.013607781,1.035586125,0.967027952
0.958544064,0.969800838,1.027439683,1.05558025,0.972753185,0.98439237
0.974659194,0.973180308,1.018804101,1.017771359,1.012672576,1.009464936
0.97752324,1.012140666,0.944485902,0.974549909,1.071531968,1.022947797
0.979755603,0.900070667,1.016944336,1.029533782,1.047192646,1.054972191
0.98267099,0.937992184,1.006919689,0.992460394,1.050029791,1.054827117
0.984963738,0.966060288,0.977449909,1.025062455,1.014557928,1.023584148
0.987885749,0.994074679,1.051266945,1.001396559,0.962722209,0.982419106
0.995115793,0.966676061,1.020019123,1.052534151,0.995478194,0.948761759
0.995641482,0.989492947,1.083044627,1.05271006,0.963775319,0.936483516
0.996583118,0.959536036,1.161710019,1.140786812,0.872252396,0.902989596
0.99681929,0.974748518,1.024940465,0.994850076,1.042002313,1.017235293
1.000174687,0.969330429,0.990083271,0.995789034,1.011408085,0.974402423
1.008850964,1.017253004,0.990790682,1.002430394,0.982971118,0.989145304
1.01195787,0.988585483,0.95192867,0.96054985,1.020855841,1.038445376
1.013645806,0.969421658,0.997937044,0.999674896,1.030480051,0.986541874
1.015717579,1.016670564,1.010496946,1.001396559,1.00766858,0.968046563
1.016752295,1.000097994,1.022895571,1.005719869,1.004929586,0.969691479
1.016803633,1.003373042,0.983348523,0.997700131,1.001401764,0.967027952
1.021311282,0.927962133,1.020950894,0.989807558,1.025170731,1.029476836
1.023772613,1.02697015,0.968863894,0.981594507,1.015299895,1.008936992
1.028113074,0.96354802,1.040223824,1.049964931,0.956536148,0.961800243
1.030054293,0.977050753,1.006041583,0.948240516,1.045552003,0.976614454
1.036926277,0.968987057,0.979785302,0.980890151,1.023275198,0.992797779
1.037378319,1.016670564,0.98146155,0.984824683,1.012868184,0.972219112
1.03792521,0.991556689,0.971742513,1.001396559,0.997297515,1.008946551
1.039538037,0.981629209,1.028833953,1.029796616,0.958638138,0.956848598
0.909279559,0.908348916,0.96719422,0.952606155,1.125891566,1.130272275
0.934237378,0.907117738,1.008880705,1.001396559,1.047684966,1.042337277
0.938920594,0.887263814,1.102644934,1.073210152,0.979232984,1.007295228
0.984106768,0.915262037,1.043286214,1.006748679,1.00063985,0.969211539
0.985500523,0.988966155,0.976574802,0.981070064,1.015425374,0.962895632
0.986472321,0.966352028,1.016382121,1.002622423,1.013347002,1.034850341
0.992918925,0.960035852,0.994302799,0.999616331,1.020791239,1.034891698
0.993551295,1.002703443,0.971071378,0.959686029,1.013161265,1.030872567
0.994032923,0.98469402,1.010180855,1.014073748,0.985455916,1.008339844
0.996119377,1.026631362,1.034447627,1.033677112,0.985086836,0.957858224
1.001730606,0.945567599,1.017984075,1.00513333,0.998241561,1.051271022
1.005607809,0.970057599,1.030119124,1.024048305,1.017103701,0.967027952
1.006534378,0.965976073,1.007018105,0.973274615,1.003682363,1.006676088
1.011744774,0.969754622,1.002536348,0.975073022,1.033557516,0.998893272
1.020211217,0.994670649,0.960547543,1.001396559,1.031767654,1.002630317
1.022601368,1.016670564,1.040037467,0.987910096,1.021143299,1.00269773
1.027541624,1.008145117,1.076422004,1.087459192,0.899917979,0.946979379
1.028414691,1.082881504,0.991292339,0.997042161,0.945712705,1.017264357
1.028890696,1.053730302,0.995845425,1.01198894,0.928159967,0.966427466
1.029703389,0.973343806,0.960417237,0.968455158,1.046365461,1.028757313
1.030522989,0.991168415,1.030001924,1.024020743,0.958806018,0.954184503
1.032925953,0.96080758,0.946866119,0.942647795,1.062237231,1.090361589
1.03507384,0.988937777,0.985828552,0.964213575,1.019730735,1.034484182
1.03736435,1.003749836,1.026589853,1.078287,0.943769006,0.926571609
1.046188998,0.913878854,1.034882336,1.035558222,0.988913267,0.994702484
1.056201645,1.065748389,1.010756969,0.979768039,0.969044871,0.927287963
1.062243405,1.041615838,0.933143963,0.938001784,1.046920673,0.97680755
1.063654773,0.979295801,1.059553196,1.030246258,0.918323025,0.952010008
0.932219034,0.985196958,1.025752488,0.989221572,1.015613729,1.009998709
0.950119153,0.963069831,1.104043585,1.101886087,0.971002623,0.950364595
0.959577908,0.91512707,1.036416243,1.055599056,0.9988129,0.986071516
0.964086064,1.022415265,1.00378166,1.010368472,0.991951813,1.00743961
0.979143674,0.988922907,0.992937452,0.96266952,1.02220605,1.034924937
0.979255583,1.081482442,1.045034141,1.080168047,0.912871842,0.902546782
0.984652716,1.014674675,0.967061884,0.981010589,1.005141893,1.018694863
0.986852055,0.975555266,0.951625118,0.956655187,1.083931963,1.067351447
0.99623448,0.952676697,0.996097176,0.958408795,1.033245911,1.060070261
0.999050979,1.006821415,0.984879478,1.007125561,1.016630467,0.984164492
1.001447061,1.003207915,1.021469186,1.023572965,0.963019529,0.973139818
1.001790758,0.977322206,1.01998022,0.986291689,1.005295335,1.022107371
1.001793799,0.965584552,1.031115915,1.003042051,0.99736595,1.018142949
1.002489118,1.010035611,1.048155589,1.043342045,0.94327948,0.949559642
1.007411431,0.956938653,1.028106809,0.974876095,0.995644679,1.024383163
1.007729785,0.989743184,1.067193433,1.045780578,0.956036841,0.94337132
1.008317025,0.940704161,0.962720301,0.954809299,1.051112696,1.038665215
1.00896581,0.92296002,1.031719868,1.001149671,1.038386303,1.021633946
1.012136598,0.976690425,1.000569181,1.033114746,0.983853377,0.994794543
1.012396262,0.981580973,1.025656037,0.999625489,0.983717983,1.015562695
1.014758327,1.013399115,1.017857682,1.003497331,0.96001092,0.976417141
1.022055868,0.957223074,1.039103757,1.056055678,0.957930651,0.953721367
1.025464312,1.007427877,1.005190562,0.995247818,0.988985274,0.991238846
1.025828957,0.973877848,1.022397936,1.001396559,1.018165587,0.977657714
1.027174485,1.007848027,0.979375757,0.949876529,0.994512781,0.998456545
1.0304416,0.966482546,0.988977913,1.016870059,1.030757703,0.984214022
1.030872785,1.004351857,1.025577334,1.003281391,0.966297531,0.997623321
1.037100151,1.004452253,0.976606723,0.94219542,0.997423875,1.012020476
1.041303543,0.985623388,1.024909924,1.001396559,0.987050918,0.98438395
1.043174722,1.016670564,1.020032036,0.996510644,0.969553376,0.981488496
1.045893211,1.013235055,0.974264783,0.950709851,0.997181854,1.022327921
1.051631729,1.022496789,0.985297043,0.966212655,0.968720054,1.013807908
1.053132057,1.007561308,1.012088152,1.001480661,0.934890477,0.967704911
1.058093886,0.997336152,0.949719521,0.951617949,0.989223445,1.012384895
1.065369787,1.012834568,1.019552888,1.000435736,0.96959825,0.92134735
1.081566677,1.037327671,1.011568935,0.962363352,0.969588374,0.93830367
0.788189476,0.764349283,1.112412489,1.111067958,1.138259009,1.115409106
0.920298272,0.882088459,1.017726921,1.003923494,1.097728332,1.094980325
0.928028091,0.973808428,1.041315727,1.013383438,0.976602272,1.03031389
0.930415625,1.006656281,0.995739377,0.966913046,1.04156916,1.015186063
0.938384561,0.974850411,1.028838851,1.030369384,1.02884438,0.996326945
0.938920594,1.010059651,1.017349919,1.028856361,0.992981167,0.994783498
0.955215598,0.992689488,1.001862376,1.001396559,1.020572732,1.02298606
0.964058963,0.891824093,1.156519542,1.132259058,0.932383971,0.966271674
0.964646601,0.982559228,0.98947805,0.980738781,1.036281121,1.016769027
