126 normalized ,129 normalized ,127 normalized ,130 normalized ,128 normalized ,131 normalized 
0.967874388,0.946943233,1.062997754,1.064129703,0.985846404,0.991876977
0.971294383,1.028774452,1.068638324,0.985532382,0.923562568,0.957016532
0.981016613,1.04537896,0.997526061,0.996981327,1.020345957,1.00788796
0.986691578,0.944016774,0.97244971,0.971765021,1.039628155,1.045637717
0.98706966,0.97206311,1.07179476,1.009796958,0.952210739,0.960691266
0.987811439,1.016670564,1.046075273,0.98086701,0.976083947,0.992626208
0.990896283,1.016670564,0.994869805,0.997151833,1.022715775,1.024301631
0.991329845,0.909704741,1.045468706,1.022378214,1.019592072,1.030259296
0.995053613,0.968627946,0.98422307,1.001396559,1.034357826,1.007562541
1.00179768,1.009875173,0.989023278,0.999689435,0.974350331,1.036117828
1.002354511,0.982118563,0.988386418,0.956961936,1.051651636,1.032654503
1.003441018,1.000047289,1.047114924,1.035345715,0.937413111,0.961618084
1.004246514,0.981013414,0.970820749,1.031812318,0.990671959,1.041079611
1.005161785,1.005405531,1.03079629,1.045990227,0.956431072,1.006185431
1.005823209,0.928662616,1.012847139,1.02435277,1.034766457,1.004674086
1.006215275,0.997447692,0.965878863,0.958721601,1.019327955,1.030169099
1.007563379,1.016268541,0.990299966,0.961546235,1.007170159,1.000036427
1.007711147,1.00078786,1.031790374,1.02484643,0.971966616,1.018839592
1.00900962,0.998063016,0.971940012,1.002429475,0.978876897,1.040332159
1.012237865,1.018888616,1.003685226,1.014274063,0.972434474,0.970895102
1.012847425,0.957751492,0.972882339,0.953642826,1.045389589,1.057159304
1.013290727,1.010758177,1.013836013,1.001396559,1.019476178,0.978110073
1.015000266,0.991343654,0.982111162,0.994711976,0.984829776,0.96804568
1.017351162,0.973588458,0.929798672,0.989335613,1.03702216,1.057944722
1.024620367,1.002884379,0.937294366,0.948627459,1.023144449,1.039169165
1.026856165,0.97289967,1.002871131,1.001761118,1.037323077,1.027886938
1.028051262,0.988916423,0.975993584,1.080142343,0.915336767,0.937669836
1.03233634,0.996591939,1.018720037,1.00093173,1.012296867,0.972121137
1.037344485,0.956807739,0.963278065,0.97734675,1.023774918,1.036125585
1.037614775,0.988739065,0.972022463,0.975788333,1.039934131,1.003457499
1.037953698,0.996280288,1.053436243,1.025683286,0.948719586,0.979742812
1.04375176,1.015290013,0.926911599,0.916863596,1.097869789,1.033853819
1.052968044,1.076419836,1.011159375,0.964505263,0.903428514,0.921618551
1.053527495,0.9972378,1.030414399,1.056658373,0.953218649,0.913972899
0.928677845,1.027617221,1.045367436,1.003430195,1.026351848,1.030445134
0.938605049,1.01898766,1.038363813,0.992163056,0.975129362,0.97065209
0.939250809,0.960281043,0.992402109,1.001396559,1.046920673,1.00283303
0.941747923,0.881363673,1.048832974,1.086766379,1.037001871,1.04863247
0.957081407,0.964805048,1.041688709,1.029102571,1.022646124,1.03433753
0.960046912,1.016670564,1.016467269,0.990442011,1.017847734,1.000379699
0.960834547,0.900614744,1.036766766,1.026123326,1.019556391,0.982370232
0.963680443,0.970077778,1.021571541,1.033334809,0.991220294,0.986202847
0.965124661,0.932802705,1.060548802,1.061578659,0.913371342,0.976287938
0.965391641,0.92936735,1.05510409,1.001396559,1.044838361,1.037973268
0.966605768,0.948976295,1.045662154,1.01204118,1.040278556,0.996869643
0.971875963,0.933662688,1.065254105,1.077074718,0.993763319,0.988488669
0.973199625,1.044545389,1.016089961,1.045319991,0.958278059,0.966061022
0.978605857,0.973834252,1.03708733,1.082701212,0.979230794,0.955280467
0.978668651,0.996950604,1.070501562,1.013000074,0.948360704,0.980486359
0.983300746,0.933112038,0.994811432,1.061877286,1.005689534,1.034284474
0.988568616,0.946414189,0.983548563,1.046301009,1.035106847,1.002620564
0.988788489,0.961593334,1.008879519,0.991492977,1.032097015,0.996978306
0.989017066,0.94807292,1.034816796,1.045830926,0.992320372,0.965765434
0.990482467,0.94638146,1.054779268,1.027044965,0.973523985,1.025131457
0.99192701,1.000435701,1.0277865,1.014233024,0.998510221,0.967027952
0.992313263,1.008489244,1.025973197,1.004781638,0.995102055,0.988970338
0.992678216,0.975574346,1.036970945,1.077385688,0.947359133,0.944876166
0.992870855,0.991708294,0.960625017,0.952243181,1.05461751,1.062843116
0.993830487,1.016536252,1.034996592,1.049284221,0.975750406,0.968693656
0.99714941,0.990571429,0.991910976,1.031519159,0.978017275,0.985021167
0.998734414,1.041871385,0.915858553,0.955516531,1.013523073,1.054626174
1.001168531,1.009485654,1.007081172,0.992693518,1.023437478,0.997924274
1.0017561,0.986059397,0.94391096,0.953727677,1.079862103,1.08999799
1.002522399,0.968939584,1.040029475,0.99867296,0.960103366,0.975543577
1.004230252,0.978637661,1.025710013,1.014882427,0.996016372,1.0030053
1.005872718,1.016670564,1.009672176,0.982638079,1.018936229,0.997661456
1.006500714,0.987814318,1.049282287,0.968841511,0.994881533,0.963507681
1.007872995,0.996121347,0.991559286,0.981162215,0.991409997,0.996270105
1.009154076,0.949016676,0.990254832,0.977791236,1.046920673,1.044917984
1.00920153,1.016670564,1.002864966,1.014369139,0.96263668,0.967027952
1.011669267,1.024560261,0.993041405,0.99974983,0.969999424,0.987598034
1.015833236,0.970654467,1.012286886,1.006558976,0.98868108,1.051160927
1.016505891,0.949610668,1.040843551,1.001396559,1.054820557,0.951967214
1.016916554,0.981346822,1.035241533,0.994994998,1.007604975,0.981944801
1.019132899,0.986099333,0.980296192,1.000871043,0.970947801,0.997062819
1.019501724,1.001321577,0.966171886,1.011757466,0.998325689,1.008964056
1.020586022,0.971473745,1.014366893,1.001396559,1.029912845,0.980116689
1.02562147,1.031941228,1.016876075,1.034990888,0.942833441,0.928098569
1.027313714,1.005910405,0.936246271,0.950180218,1.040435266,1.016239258
1.027403462,1.040099215,1.027263837,1.03082356,0.951145498,0.948609153
1.027405021,0.95008127,1.004586757,1.009888243,0.952534323,0.973826787
1.031514087,0.985012344,0.933308386,0.943912259,1.026236017,1.016982386
1.032243346,1.014324624,0.96928966,0.965170915,1.000508476,1.023518456
1.046390638,0.928677647,1.033798525,1.012380882,1.005827689,1.01181896
1.047302263,0.989923374,1.051240333,1.029616042,0.964976134,0.970576208
1.051477172,0.97975161,0.994613451,0.986242852,0.990924125,0.980436258
1.055542714,0.989276606,0.945514005,0.958013493,0.991914293,0.984245895
1.068311616,1.046746367,0.996539388,0.903618501,0.964541425,1.009103258
1.080016464,1.015580473,0.970304861,0.948445729,0.966173844,0.978053192
1.084773851,1.017594958,0.906624116,0.992628461,1.008734087,0.982770431
1.08516657,1.00805302,1.026873988,0.947136731,0.974127483,1.005661341
1.086890861,1.125403261,1.219783198,1.168562753,0.694399714,0.734219301
1.089174647,1.038253295,0.996304074,0.998083222,0.97973976,0.94482927
1.094713988,1.019465805,0.931028564,0.86929748,1.023363619,1.057165605
1.111887508,1.016670564,0.953109293,0.951599929,0.981845506,0.961820632
0.748046651,0.697602715,1.006530387,1.04539714,1.248295421,1.247957987
0.886984797,0.837525653,1.063377787,1.098000526,1.054362102,1.060906661
0.901756426,0.863530993,1.066436815,1.100062132,1.013770189,1.03472557
0.93119346,0.948289505,1.062152373,1.049853579,1.006329703,0.98471462
0.931842215,0.921374694,1.055824861,1.012164633,0.986239637,1.048067805
0.942838847,0.948473979,1.020056224,1.057338965,1.017545517,0.986494826
0.944347539,0.911860603,0.998739965,1.043096411,1.180416808,1.00259216
0.946553457,0.975884927,0.992018115,0.978585,1.029260473,0.992148668
0.947552651,0.912718911,0.967759225,0.989890242,1.066089801,1.059914921
0.949551434,1.00188355,1.054212409,1.001396559,1.039417924,0.967027952
0.951301443,0.959186864,1.020161354,1.01799514,1.04150625,1.015385604
0.951689815,0.936415444,1.034855174,1.012827889,1.039772666,1.038634049
0.953223133,1.002309112,1.027093685,0.983206632,1.03630538,0.986120913
0.953433352,0.973051416,1.064710385,1.074329334,0.975851208,0.947175391
0.957459351,1.009631734,0.96482303,0.993933935,1.071972981,0.976135158
0.958687767,0.934405499,1.001205014,1.05369882,1.010373522,0.986263242
0.96067915,1.003285777,0.944178907,0.989136456,1.022388719,1.038946246
0.966710396,1.00194077,0.978505295,0.971999684,1.026014469,1.060656723
0.966774482,1.115691301,0.972602208,0.954052738,1.041354105,0.954998545
0.970872163,0.944740813,0.987035234,1.001396559,1.062901158,1.022478376
0.971389534,0.931741405,0.978389079,1.017958539,0.982490275,1.045595812
0.971403134,1.019705156,1.02230864,0.985648425,0.982868252,0.999539086
0.975510508,0.984494556,0.972198914,1.011590797,1.012626781,1.05687571
0.976529007,0.985102561,0.994838635,1.021974613,1.033290641,1.033454142
0.979729431,0.984165426,1.009670206,1.060456351,1.027498167,0.981889138
0.980308307,0.968176208,1.025385597,0.91788738,0.970772468,0.992631122
0.9829472,0.997456656,1.010428361,1.022737932,1.013007916,1.033651496
0.983697627,0.960579313,1.048995269,1.053084223,0.969616694,0.98414023
0.984930818,0.990894124,1.05936154,1.024509541,1.018276652,0.99516388
0.985672064,0.973355184,0.979987002,1.021969274,0.993487415,1.011387078
0.987075394,1.017320192,0.988944339,1.019677535,1.036966954,0.984514506
0.989267378,1.051003179,0.979563393,1.005141048,1.002454509,1.014191448
0.990894117,0.986453285,1.004338601,1.014531216,1.004463299,0.96242516
0.991219508,0.951164029,0.918823934,0.972924303,1.035262846,1.093327174
0.992190305,1.007048532,0.995408766,0.944342338,1.057519785,0.985657429
0.993002388,0.972079087,0.962433273,1.031919708,1.010691467,1.047480552
0.995589801,1.124299578,1.053621606,1.031974066,0.954679318,0.911159516
0.996643829,0.964112111,1.031281255,0.984090449,0.969142053,0.997230248
0.997575642,1.00634387,1.011804052,0.999147666,0.991329905,0.976069207
0.998245397,0.938020639,0.964192587,0.943705763,1.033632751,1.090144311
0.998286048,1.00007199,0.999214026,1.016430852,1.01919768,1.03107313
0.99856161,1.011243851,1.001977065,0.954944105,1.007523514,1.012989856
0.998893406,0.943583794,1.006217453,0.995607424,1.00158445,1.001544829
0.999050496,0.982452082,1.030854283,0.991408698,0.933848879,0.983952141
1.001314808,0.945958236,0.992444466,1.00923911,0.99965339,1.03413417
1.0015474,0.928035182,1.031737448,1.027030864,1.00083551,1.02671792
1.002171314,0.987178944,0.990591338,1.018567493,1.029958002,1.009778359
1.002563954,0.990415918,0.988756712,0.984999549,1.016663061,1.036603339
1.002579043,0.979915299,1.107171159,1.083947762,1.046920673,0.967027952
1.002836391,0.972930835,1.008919982,1.02101417,1.026463728,0.9821018
1.005170149,0.959919704,0.991900927,1.004570127,0.975404239,1.026106209
1.005593911,0.990442055,0.964363596,0.99787387,1.006342486,1.022956569
1.006049103,1.003117832,0.946938875,0.993968351,1.003452686,1.004750164
1.006590782,1.005863842,0.976086033,0.950165813,1.073571895,0.967262323
1.006758444,0.993289574,0.994922911,1.003019907,0.978000359,0.973425091
1.006962237,0.972681284,0.9737926,0.956939786,1.002299085,1.064115606
1.009552173,0.981644161,1.026915301,1.023685539,0.970026753,1.001023857
1.011716338,1.023592652,1.014842385,0.967230784,0.937970322,0.979795169
1.013392746,1.058162055,0.932618894,0.939317719,0.990252092,1.04126146
1.014589854,0.977515104,0.954170705,0.953793063,1.025300654,1.018177289
1.014869888,1.050356391,1.013192088,0.982078665,0.986395024,0.947611863
1.015291515,0.970932805,0.962855652,0.956155871,1.046722032,1.022091138
1.017167421,0.996966643,1.002770301,0.985292219,0.986127562,1.000466344
1.018540623,1.02432565,1.024139712,0.998485906,0.980765067,0.959684893
1.018920719,1.044658584,0.995552119,0.964502435,0.983062096,0.978110303
1.020818428,1.000284535,1.002121249,0.91689656,1.012916255,1.024586166
1.021272056,0.993305722,0.975551059,0.991957707,0.969546754,0.992035007
1.022355275,0.988184493,0.911883845,0.948469573,1.108539675,1.113993623
1.023068546,0.955600185,1.025227761,1.000021847,0.998128849,1.042449058
1.023139812,1.012517519,1.026443401,1.000347124,1.003653789,0.967027952
1.023289792,0.982213906,0.995291719,1.001396559,1.022292215,1.015207179
1.027181822,0.973036344,0.950827681,0.961990501,1.049383792,1.046589512
1.031914294,0.971256355,0.99584303,0.998420215,0.967683923,0.987884446
1.031954916,0.933198443,1.079842703,1.09050676,0.8959475,0.935342736
1.032364803,0.957667896,1.048462327,0.985699334,0.875362697,0.91552652
1.032394492,1.016913363,1.002405534,0.981099309,0.990753448,0.986773505
1.032473009,0.961761736,0.969923974,0.996498601,1.04213843,0.998199495
1.033679667,1.055409575,0.874415019,0.944770722,1.023415582,1.06218572
1.035693063,1.013445516,0.977996555,0.974208445,0.997599068,0.994813857
1.036974572,1.00003444,1.005355832,1.050733984,0.959866425,0.977192088
1.037232581,1.038160171,0.978144339,1.011758633,0.949911379,1.008467053
1.037241106,1.045384092,0.961151522,0.966768777,0.981417313,0.999880877
1.037367141,0.978179255,0.992399491,0.988934749,1.020807243,0.981681031
1.03751573,0.967848849,1.024355123,1.005944348,0.974605161,0.978222898
1.039514759,1.015279561,1.002897012,0.994511716,0.98517337,0.992809528
1.04030053,0.927063914,0.994306034,1.053647473,0.977225516,0.989124853
1.045825757,1.11034057,0.998487506,0.996171781,0.951655394,0.902396933
1.047960305,0.988979543,1.010917448,1.012940047,0.912754257,0.968086257
1.048946376,1.029174295,0.930293827,0.92628975,1.013628306,1.027588926
1.050214227,0.993637685,0.930721151,0.916977746,1.073437751,1.0240138
1.050329157,0.996624877,0.862001367,0.926618971,1.109966423,1.109307263
1.052581316,1.070636477,0.832247875,0.889767856,1.044464347,1.095167088
1.056552575,1.0839163,0.92214923,0.943731702,1.000239745,0.996399259
1.059251406,1.021572749,1.014500413,1.071523473,0.900714707,0.962521324
