380-1,380-2,380-3,800-1,800-2,800-3,380-1P,380-2P,380-3P,800-1P,800-2P,800-3P,380-1Fe,380-2Fe,380-3Fe,800-1Fe,800-2Fe,800-3Fe,380-1FeP,380-2FeP,380-3FeP,800-1FeP,800-2FeP,800-3FeP
16.25,23.142,17.075,17.434,13.876,17.909,20.875,23.948,23.123,27.099,26.781,22.902,19.771,23.244,22.168,25.524,22.613,24.72,19.707,22.041,21.856,22,25.074,25.286
18.959,24.068,17.075,17.434,15.726,17.909,10.934,17.7,7.7076,14.091,15.505,16.875,14.122,17.71,23.335,20.206,16.714,13.972,11.409,11.021,13.909,10.522,13.432,11.238
5.4168,5.5541,6.2908,6.9737,6.4754,5.9696,2.9821,3.1236,2.8903,2.1679,4.2286,3.6161,7.5318,1.1069,7.0004,2.127,1.9664,2.1496,1.0372,3.6736,2.9804,3.8261,5.3729,4.6827
27.987,25.919,24.264,29.638,24.976,29.848,24.851,26.03,22.159,31.435,25.371,26.518,31.069,26.565,36.169,30.841,32.445,27.944,26.968,24.797,24.837,25.826,28.656,23.413
9.028,7.4054,8.9868,6.9737,8.3255,7.9594,6.9582,10.412,9.6345,10.84,9.8666,7.2322,7.5318,7.748,9.3339,8.5079,7.8655,5.3739,4.1489,7.3471,4.9674,9.5653,8.9549,10.302
8.1252,7.4054,7.1894,9.5888,8.3255,6.9645,10.934,8.3296,8.671,9.7556,7.0476,10.848,11.298,7.748,14.001,11.698,10.815,13.972,13.484,8.2655,7.9478,9.5653,10.746,8.4288
10.834,9.2568,9.8855,6.9737,11.101,6.9645,4.9702,6.2472,8.671,7.5877,7.0476,9.6429,11.298,7.748,14.001,12.762,13.765,5.3739,11.409,9.1839,10.928,10.522,10.746,7.4923
28.89,31.473,30.555,26.151,26.826,29.848,23.857,20.824,18.306,23.847,25.371,22.902,32.952,42.061,33.835,29.778,32.445,33.318,28.005,22.041,20.863,30.609,28.656,26.223
0.9028,3.7027,0.89868,1.7434,1.8501,0.99493,1.9881,2.0824,0.96345,1.084,1.4095,0,5.6489,2.2137,1.1667,4.254,3.9328,3.2243,5.1861,1.8368,4.9674,3.8261,7.1639,6.5557
21.667,15.737,18.872,17.434,14.801,15.919,20.875,12.494,16.379,17.343,18.324,18.08,16.005,18.817,12.834,20.206,15.731,19.346,15.558,15.613,13.909,20.087,14.328,17.794
11.736,11.108,14.379,16.562,12.026,8.9543,12.922,8.3296,12.525,7.5877,7.0476,9.6429,16.005,21.03,15.168,20.206,20.647,19.346,19.707,13.776,19.869,19.131,13.432,12.175
1.8056,1.8514,2.696,1.7434,3.7002,1.9899,1.9881,2.0824,3.8538,4.3358,1.4095,2.4107,3.7659,2.2137,2.3335,3.1905,3.9328,2.1496,2.0744,2.7552,1.9869,4.7826,3.5819,4.6827
71.321,72.203,69.198,77.582,74.004,81.584,82.505,71.843,82.856,87.8,87.39,91.607,73.435,69.732,65.338,65.936,97.336,90.281,92.312,94.594,97.36,81.305,83.28,85.225
16.25,18.514,13.48,17.434,22.201,16.914,13.916,21.865,19.269,16.259,21.143,13.259,26.361,16.603,18.668,18.079,19.664,20.421,19.707,18.368,18.876,17.218,17.91,15.921
11.736,12.959,10.784,13.076,12.951,13.929,13.916,12.494,11.561,13.007,12.686,10.848,12.239,22.137,8.1672,19.143,13.765,19.346,15.558,13.776,12.915,16.261,14.328,14.985
254.59,269.37,256.12,255.41,234.04,258.68,223.66,220.74,222.56,203.78,218.48,201.29,272.09,453.81,249.68,382.86,312.65,410.56,277.97,259.91,241.41,235.31,248.95,250.05
15.348,9.2568,12.582,13.076,12.951,13.929,61.63,44.772,52.026,57.449,49.333,49.42,15.064,14.389,18.668,23.397,19.664,22.57,52.898,67.961,60.602,30.609,28.656,29.033
1.8056,3.7027,3.5947,6.102,2.7752,3.9797,3.9761,6.2472,6.7441,4.3358,4.2286,6.0268,5.6489,0,3.5002,0,1.9664,0,4.1489,6.4287,7.9478,6.6957,7.1639,6.5557
33.404,29.622,32.353,34.868,36.077,29.848,24.851,23.948,25.05,20.595,18.324,21.696,37.659,39.847,38.502,38.286,35.395,32.243,28.005,32.144,31.791,29.652,25.074,36.525
34.306,33.324,29.656,27.023,25.901,35.817,6.9582,20.824,15.415,8.6716,19.733,14.464,44.249,39.847,35.002,32.968,33.429,36.542,38.377,30.307,28.811,36.348,38.506,41.207
13.542,12.034,11.683,14.819,12.951,13.929,5.9642,10.412,8.671,11.923,16.914,8.4375,9.4148,15.496,7.0004,23.397,12.781,18.271,23.856,26.633,24.837,15.304,17.014,13.111
4.514,3.7027,1.7974,2.6151,2.7752,1.9899,3.9761,3.1236,3.8538,3.2519,1.4095,1.2054,3.7659,6.6412,5.8337,9.5714,9.8319,4.2991,4.1489,3.6736,5.9608,2.8696,4.4774,3.7461
18.056,16.662,18.872,18.306,12.026,13.929,19.881,21.865,18.306,21.679,16.914,21.696,20.713,18.817,15.168,43.603,36.378,27.944,17.633,28.47,26.824,19.131,23.283,21.54
16.25,17.588,18.872,15.691,15.726,17.909,12.922,12.494,13.488,11.923,12.686,10.848,19.771,16.603,14.001,19.143,18.681,22.57,17.633,13.776,13.909,17.218,15.223,17.794
9.028,8.3311,9.8855,10.46,9.2505,6.9645,9.9403,5.206,6.7441,7.5877,5.6381,6.0268,11.298,13.282,8.1672,12.762,7.8655,9.673,9.335,8.2655,8.9413,7.6522,9.8504,8.4288
12.639,8.3311,8.0881,8.7171,6.4754,7.9594,6.9582,8.3296,7.7076,9.7556,9.8666,9.6429,4.7074,6.6412,5.8337,7.4444,10.815,9.673,8.2977,6.4287,5.9608,7.6522,5.3729,5.6192
9.9308,8.3311,8.0881,8.7171,8.3255,7.9594,6.9582,10.412,9.6345,10.84,8.4571,9.6429,8.4733,7.748,8.1672,4.254,7.8655,8.5982,5.1861,7.3471,6.9543,10.522,6.2684,9.3653
5.4168,1.8514,8.0881,11.332,6.4754,5.9696,0.99403,6.2472,3.8538,3.2519,2.819,3.6161,9.4148,3.3206,7.0004,7.4444,6.8823,7.5234,5.1861,6.4287,4.9674,5.7392,9.8504,7.4923
5.4168,6.4797,3.5947,7.8454,7.4004,5.9696,8.9463,9.3708,11.561,5.4198,4.2286,7.2322,5.6489,9.9617,4.667,9.5714,9.8319,7.5234,8.2977,7.3471,11.922,7.6522,5.3729,5.6192
9.9308,9.2568,7.1894,10.46,8.3255,9.9493,2.9821,3.1236,4.8172,3.2519,8.4571,7.2322,14.122,11.069,10.501,7.4444,9.8319,9.673,6.2233,4.592,6.9543,8.6088,7.1639,10.302
119.17,115.71,119.52,108.96,122.11,117.4,115.31,116.62,96.345,111.65,119.81,115.71,141.22,133.93,141.18,120.17,135.68,120.37,126.54,109.29,108.29,111.91,120.89,112.38
2.7084,2.777,1.7974,3.4868,4.6253,1.9899,2.9821,1.0412,3.8538,2.1679,2.819,2.4107,2.8244,4.4274,4.667,4.254,2.9496,3.2243,2.0744,1.8368,4.9674,1.9131,1.791,0.93653
27.084,26.845,25.163,25.28,28.677,26.863,25.845,19.783,26.013,23.847,32.419,21.696,24.478,26.565,28.002,19.143,21.63,21.496,32.154,24.797,25.83,25.826,24.178,27.159
9.028,8.3311,8.0881,10.46,9.2505,6.9645,7.9523,3.1236,5.7807,6.5037,2.819,3.6161,11.298,8.8549,9.3339,10.635,8.8487,8.5982,9.335,6.4287,7.9478,12.435,8.9549,12.175
31.598,30.547,27.859,27.023,27.752,27.858,21.869,23.948,22.159,23.847,28.19,25.313,30.127,37.633,30.335,35.095,33.429,32.243,22.819,23.878,22.85,29.652,27.76,29.033
4.514,4.6284,5.3921,6.102,4.6253,2.9848,2.9821,4.1648,3.8538,7.5877,2.819,1.2054,2.8244,4.4274,5.8337,7.4444,10.815,8.5982,4.1489,7.3471,8.9413,5.7392,7.1639,3.7461
5.4168,3.7027,6.2908,6.102,5.5503,6.9645,4.9702,4.1648,4.8172,5.4198,4.2286,3.6161,4.7074,8.8549,5.8337,7.4444,6.8823,6.4487,5.1861,6.4287,5.9608,5.7392,7.1639,7.4923
2.7084,2.777,4.4934,3.4868,2.7752,3.9797,3.9761,5.206,2.8903,3.2519,2.819,3.6161,5.6489,2.2137,3.5002,3.1905,1.9664,4.2991,4.1489,4.592,2.9804,4.7826,5.3729,4.6827
11.736,15.737,14.379,19.178,13.876,17.909,23.857,24.989,28.903,24.931,23.962,22.902,19.771,17.71,17.501,21.27,23.597,19.346,21.782,28.47,28.811,25.826,25.969,26.223
59.585,52.764,60.212,68.865,54.578,69.645,45.725,45.813,58.77,42.274,49.333,47.009,76.26,68.625,66.504,60.619,58.992,65.561,68.456,42.246,52.654,52.609,45.67,48.7
9.9308,12.959,7.1894,10.46,11.101,14.924,10.934,11.453,11.561,8.6716,11.276,14.464,14.122,12.175,12.834,7.4444,8.8487,7.5234,12.447,11.939,14.902,9.5653,9.8504,11.238
5.4168,4.6284,4.4934,6.9737,4.6253,2.9848,5.9642,6.2472,5.7807,6.5037,4.2286,3.6161,4.7074,2.2137,2.3335,3.1905,1.9664,3.2243,2.0744,7.3471,3.9739,5.7392,7.1639,6.5557
9.028,13.885,10.784,12.204,10.176,10.944,6.9582,11.453,9.6345,10.84,11.276,13.259,11.298,8.8549,9.3339,8.5079,8.8487,9.673,13.484,10.102,10.928,10.522,9.8504,10.302
1.8056,1.8514,2.696,2.6151,4.6253,2.9848,1.9881,8.3296,3.8538,4.3358,1.4095,7.2322,2.8244,2.2137,3.5002,5.3175,5.8991,5.3739,5.1861,3.6736,6.9543,4.7826,3.5819,4.6827
59.585,67.574,51.225,51.431,46.253,44.772,60.636,62.472,58.77,53.114,54.971,59.063,55.547,52.022,68.838,53.175,61.941,52.664,57.047,56.022,66.563,61.218,55.52,61.811
5.4168,8.3311,7.1894,6.102,5.5503,4.9746,5.9642,7.2884,4.8172,6.5037,8.4571,7.2322,6.5904,7.748,2.3335,5.3175,8.8487,8.5982,6.2233,7.3471,8.9413,7.6522,8.9549,7.4923
9.9308,8.3311,8.9868,6.102,7.4004,7.9594,3.9761,3.1236,4.8172,4.3358,1.4095,1.2054,6.5904,5.5343,10.501,8.5079,7.8655,9.673,6.2233,8.2655,5.9608,6.6957,7.1639,5.6192
13.542,14.811,11.683,11.332,10.176,10.944,6.9582,9.3708,10.598,6.5037,9.8666,4.8214,12.239,13.282,4.667,9.5714,7.8655,10.748,14.521,12.857,10.928,12.435,14.328,14.985
2.7084,4.6284,2.696,2.6151,4.6253,0.99493,3.9761,5.206,3.8538,3.2519,1.4095,1.2054,2.8244,3.3206,7.0004,6.3809,4.916,5.3739,5.1861,5.5104,3.9739,3.8261,4.4774,3.7461
9.028,4.6284,2.696,6.9737,5.5503,2.9848,9.9403,7.2884,8.671,8.6716,11.276,8.4375,8.4733,12.175,9.3339,8.5079,6.8823,10.748,14.521,14.694,8.9413,9.5653,8.9549,10.302
6.3196,8.3311,4.4934,5.2302,8.3255,4.9746,3.9761,5.206,7.7076,5.4198,1.4095,3.6161,3.7659,4.4274,7.0004,5.3175,7.8655,5.3739,12.447,4.592,5.9608,7.6522,6.2684,8.4288
93.891,75.906,88.969,81.069,70.304,84.569,91.451,86.42,93.454,92.136,78.933,77.143,80.026,135.04,74.671,152.08,108.15,146.17,100.61,92.758,102.33,101.39,97.608,97.399
6.3196,6.4797,6.2908,5.2302,5.5503,3.9797,3.9761,3.1236,4.8172,3.2519,4.2286,6.0268,3.7659,1.1069,3.5002,6.3809,5.8991,6.4487,3.1117,7.3471,2.9804,7.6522,7.1639,5.6192
3.6112,6.4797,4.4934,4.3585,1.8501,2.9848,3.9761,5.206,1.9269,4.3358,4.2286,2.4107,3.7659,2.2137,3.5002,1.0635,4.916,3.2243,3.1117,1.8368,1.9869,3.8261,3.5819,6.5557
5.4168,4.6284,4.4934,6.102,4.6253,7.9594,4.9702,6.2472,4.8172,2.1679,5.6381,6.0268,7.5318,7.748,7.0004,7.4444,9.8319,9.673,2.0744,4.592,4.9674,6.6957,8.0594,6.5557
2.7084,2.777,3.5947,2.6151,3.7002,2.9848,3.9761,2.0824,2.8903,2.1679,2.819,4.8214,3.7659,3.3206,3.5002,3.1905,3.9328,3.2243,3.1117,5.5104,5.9608,3.8261,5.3729,3.7461
9.028,4.6284,2.696,10.46,7.4004,4.9746,0.99403,3.1236,0,1.084,1.4095,1.2054,9.4148,1.1069,3.5002,6.3809,7.8655,2.1496,4.1489,3.6736,3.9739,3.8261,2.6865,3.7461
4.514,3.7027,4.4934,3.4868,3.7002,2.9848,4.9702,5.206,4.8172,3.2519,4.2286,3.6161,4.7074,3.3206,5.8337,8.5079,7.8655,2.1496,4.1489,5.5104,7.9478,3.8261,3.5819,3.7461
3.6112,1.8514,2.696,2.6151,2.7752,2.9848,2.9821,2.0824,2.8903,1.084,2.819,3.6161,4.7074,4.4274,4.667,4.254,6.8823,5.3739,4.1489,4.592,6.9543,3.8261,3.5819,3.7461
2.7084,4.6284,4.4934,5.2302,4.6253,2.9848,1.9881,4.1648,2.8903,1.084,1.4095,2.4107,2.8244,3.3206,2.3335,3.1905,5.8991,5.3739,4.1489,3.6736,2.9804,1.9131,2.6865,3.7461
14.445,20.365,20.67,21.793,21.276,21.888,18.887,19.783,22.159,19.511,14.095,22.902,29.186,29.885,24.502,26.587,28.513,20.421,32.154,30.307,29.804,32.522,34.028,33.715
9.028,7.4054,4.4934,6.9737,9.2505,6.9645,2.9821,7.2884,4.8172,7.5877,4.2286,4.8214,7.5318,11.069,9.3339,9.5714,9.8319,7.5234,8.2977,8.2655,8.9413,7.6522,6.2684,6.5557
7.2224,9.2568,14.379,13.076,14.801,9.9493,6.9582,7.2884,10.598,6.5037,5.6381,4.8214,12.239,7.748,11.667,4.254,5.8991,7.5234,10.372,9.1839,6.9543,10.522,13.432,12.175
2.7084,2.777,3.5947,2.6151,1.8501,1.9899,2.9821,5.206,3.8538,5.4198,1.4095,3.6161,1.883,3.3206,2.3335,3.1905,4.916,1.0748,3.1117,5.5104,2.9804,2.8696,4.4774,2.8096
8.1252,10.182,11.683,12.204,10.176,8.9543,8.9463,6.2472,7.7076,13.007,5.6381,10.848,12.239,9.9617,5.8337,17.016,14.748,19.346,13.484,9.1839,12.915,15.304,15.223,10.302
37.015,34.25,36.846,33.997,33.302,31.838,39.761,46.854,39.501,42.274,49.333,43.393,38.601,33.206,40.836,27.651,32.445,31.169,36.303,39.491,37.752,42.087,35.819,38.398
3.6112,3.7027,7.1894,6.102,6.4754,5.9696,0,1.0412,0,1.084,0,0,7.5318,6.6412,8.1672,4.254,4.916,1.0748,2.0744,3.6736,0,3.8261,2.6865,2.8096
18.056,19.439,17.075,15.691,22.201,18.904,21.869,18.742,24.086,21.679,21.143,19.286,24.478,24.351,30.335,18.079,21.63,19.346,21.782,22.96,23.843,26.783,23.283,24.35
3.6112,2.777,4.4934,4.3585,3.7002,2.9848,3.9761,4.1648,6.7441,2.1679,2.819,3.6161,4.7074,4.4274,4.667,4.254,3.9328,5.3739,4.1489,3.6736,3.9739,6.6957,4.4774,5.6192
6.3196,1.8514,3.5947,2.6151,2.7752,1.9899,5.9642,4.1648,4.8172,3.2519,1.4095,1.2054,6.5904,4.4274,1.1667,7.4444,6.8823,8.5982,5.1861,7.3471,6.9543,3.8261,8.0594,4.6827
3.6112,2.777,4.4934,1.7434,1.8501,0.99493,15.905,18.742,19.269,20.595,12.686,15.67,4.7074,3.3206,1.1667,2.127,0.98319,0,15.558,18.368,13.909,16.261,13.432,14.048
5.4168,5.5541,4.4934,6.9737,9.2505,5.9696,10.934,11.453,9.6345,11.923,14.095,8.4375,6.5904,5.5343,5.8337,8.5079,6.8823,6.4487,6.2233,7.3471,8.9413,9.5653,8.9549,6.5557
4.514,4.6284,8.0881,6.9737,4.6253,4.9746,5.9642,6.2472,6.7441,5.4198,4.2286,4.8214,7.5318,1.1069,4.667,0,2.9496,3.2243,3.1117,4.592,3.9739,8.6088,8.0594,7.4923
54.168,59.243,57.516,60.148,55.503,56.711,42.743,45.813,52.026,43.358,54.971,44.598,58.372,64.198,52.503,60.619,55.059,58.038,51.861,45.001,43.713,55.479,61.789,59.002
1.8056,3.7027,4.4934,3.4868,4.6253,2.9848,0.99403,1.0412,2.8903,3.2519,1.4095,1.2054,3.7659,4.4274,8.1672,2.127,0.98319,0,5.1861,1.8368,1.9869,1.9131,2.6865,4.6827
9.028,9.2568,10.784,9.5888,8.3255,6.9645,13.916,16.659,21.196,10.84,12.686,20.491,12.239,16.603,15.168,12.762,15.731,12.897,18.67,19.286,20.863,16.261,17.014,16.858
2.7084,5.5541,7.1894,6.9737,5.5503,4.9746,4.9702,4.1648,4.8172,5.4198,4.2286,4.8214,8.4733,5.5343,7.0004,8.5079,7.8655,6.4487,10.372,8.2655,7.9478,10.522,9.8504,10.302
3.6112,4.6284,2.696,0.87171,2.7752,0,0,1.0412,3.8538,1.084,1.4095,2.4107,1.883,2.2137,0,3.1905,1.9664,4.2991,3.1117,4.592,3.9739,3.8261,8.0594,4.6827
4.514,3.7027,6.2908,7.8454,7.4004,4.9746,1.9881,3.1236,4.8172,4.3358,0,1.2054,6.5904,5.5343,8.1672,9.5714,9.8319,4.2991,3.1117,3.6736,1.9869,5.7392,6.2684,8.4288
12.639,11.108,13.48,6.9737,13.876,12.934,11.928,12.494,12.525,8.6716,7.0476,10.848,12.239,7.748,15.168,7.4444,7.8655,8.5982,6.2233,11.021,12.915,7.6522,12.537,9.3653
27.084,30.547,34.15,34.868,38.852,28.853,22.863,33.319,20.232,26.015,31.009,31.339,38.601,44.274,40.836,35.095,38.344,39.767,35.265,38.572,32.785,34.435,34.028,25.286
37.015,44.433,44.035,36.612,37.927,44.772,39.761,37.483,35.648,31.435,42.286,37.366,36.718,37.633,32.669,39.349,38.344,44.066,35.265,30.307,24.837,34.435,33.133,31.842
146.25,161.07,145.59,116.81,108.23,132.33,35.785,51.019,52.99,36.854,53.562,38.571,180.76,183.74,155.18,136.13,156.33,171.96,164.92,168.98,161.94,195.13,206.86,197.61
12.639,12.034,12.582,13.076,12.026,11.939,6.9582,10.412,10.598,7.5877,9.8666,7.2322,9.4148,9.9617,12.834,8.5079,9.8319,9.673,4.1489,5.5104,6.9543,7.6522,8.0594,10.302
65.905,69.426,65.604,70.608,59.203,64.67,44.731,52.06,37.574,40.106,43.695,51.83,72.494,68.625,71.171,63.809,69.807,68.786,47.712,50.512,40.732,57.392,61.789,71.177
18.056,12.034,8.0881,12.204,12.026,13.929,9.9403,11.453,9.6345,10.84,14.095,10.848,14.122,16.603,12.834,15.952,17.697,16.122,13.484,12.857,15.896,12.435,11.641,8.4288
5.4168,4.6284,4.4934,5.2302,4.6253,6.9645,6.9582,8.3296,6.7441,6.5037,7.0476,6.0268,6.5904,2.2137,5.8337,5.3175,6.8823,3.2243,6.2233,7.3471,8.9413,7.6522,8.9549,8.4288
32.501,34.25,43.137,33.997,42.552,30.843,26.839,30.195,29.867,26.015,22.552,30.134,42.367,61.984,57.17,49.984,58.008,40.841,42.526,49.593,49.674,48.783,50.147,46.827
5.4168,6.4797,7.1894,6.102,6.4754,7.9594,5.9642,7.2884,5.7807,5.4198,8.4571,7.2322,6.5904,4.4274,5.8337,6.3809,4.916,6.4487,5.1861,3.6736,5.9608,5.7392,6.2684,3.7461
1.8056,2.777,3.5947,2.6151,3.7002,1.9899,1.9881,4.1648,4.8172,2.1679,5.6381,3.6161,5.6489,5.5343,3.5002,6.3809,6.8823,6.4487,6.2233,3.6736,3.9739,4.7826,5.3729,3.7461
32.501,22.216,26.062,22.664,30.527,24.873,41.749,38.525,39.501,37.938,35.238,33.75,28.244,28.778,40.836,36.159,41.294,31.169,40.451,45.001,45.7,30.609,41.192,37.461
1.8056,4.6284,3.5947,5.2302,4.6253,5.9696,2.9821,1.0412,4.8172,2.1679,1.4095,1.2054,3.7659,4.4274,4.667,7.4444,3.9328,7.5234,4.1489,4.592,6.9543,6.6957,6.2684,4.6827
29.792,21.291,24.264,28.766,26.826,20.893,27.833,26.03,24.086,24.931,23.962,27.723,28.244,35.419,23.335,27.651,24.58,29.019,29.042,23.878,22.85,22.957,24.178,27.159
19.862,15.737,24.264,28.766,24.051,25.868,22.863,26.03,20.232,19.511,28.19,26.518,23.537,21.03,23.335,32.968,26.546,24.72,18.67,21.123,24.837,17.218,16.119,19.667
21.667,21.291,17.075,20.921,23.126,20.893,28.827,24.989,26.013,20.595,32.419,28.929,23.537,25.458,29.169,27.651,33.429,29.019,26.968,30.307,27.817,24.87,27.76,24.35
115.56,121.26,123.12,115.07,113.78,110.44,137.18,125.99,114.65,120.32,133.9,127.77,115.8,102.94,120.17,93.587,104.22,108.55,113.06,121.23,113.26,110.96,120.89,120.81
4.514,5.5541,4.4934,5.2302,5.5503,5.9696,5.9642,5.206,3.8538,5.4198,5.6381,6.0268,8.4733,8.8549,7.0004,7.4444,8.8487,10.748,11.409,9.1839,10.928,7.6522,8.0594,8.4288
4.514,3.7027,5.3921,4.3585,4.6253,2.9848,6.9582,3.1236,4.8172,4.3358,2.819,3.6161,5.6489,3.3206,3.5002,4.254,7.8655,3.2243,6.2233,8.2655,11.922,4.7826,6.2684,5.6192
13.542,10.182,14.379,14.819,12.951,16.914,9.9403,11.453,10.598,17.343,12.686,14.464,20.713,16.603,22.168,19.143,19.664,23.645,16.595,13.776,15.896,19.131,19.701,16.858
6.3196,7.4054,5.3921,7.8454,5.5503,6.9645,9.9403,11.453,9.6345,8.6716,7.0476,6.0268,3.7659,4.4274,8.1672,9.5714,5.8991,9.673,6.2233,11.939,8.9413,11.478,9.8504,8.4288
9.9308,8.3311,8.9868,12.204,12.026,8.9543,11.928,14.577,9.6345,13.007,9.8666,8.4375,13.181,12.175,16.334,9.5714,13.765,9.673,13.484,16.531,13.909,14.348,13.432,11.238
27.987,24.993,22.467,22.664,19.426,26.863,23.857,22.907,25.05,21.679,21.143,18.08,31.069,27.671,19.835,29.778,29.496,29.019,26.968,31.225,28.811,24.87,25.074,25.286
9.028,7.4054,8.0881,9.5888,6.4754,9.9493,3.9761,8.3296,6.7441,9.7556,4.2286,7.2322,11.298,15.496,11.667,12.762,11.798,13.972,10.372,14.694,8.9413,12.435,10.746,11.238
4.514,2.777,2.696,9.5888,7.4004,6.9645,6.9582,10.412,11.561,10.84,4.2286,8.4375,4.7074,1.1069,1.1667,11.698,11.798,10.748,14.521,11.021,13.909,12.435,9.8504,13.111
0.9028,0.92568,1.7974,6.9737,6.4754,1.9899,1.9881,3.1236,0.96345,3.2519,2.819,4.8214,3.7659,3.3206,2.3335,5.3175,3.9328,2.1496,3.1117,2.7552,2.9804,2.8696,4.4774,2.8096
10.834,9.2568,12.582,13.076,11.101,14.924,14.91,15.618,12.525,9.7556,14.095,7.2322,16.005,18.817,11.667,19.143,19.664,20.421,12.447,12.857,21.856,13.391,14.328,15.921
12.639,17.588,15.278,17.434,15.726,16.914,14.91,18.742,15.415,19.511,18.324,20.491,18.83,18.817,18.668,21.27,20.647,22.57,15.558,15.613,16.889,21.044,16.119,17.794
24.376,31.473,29.656,29.638,25.901,28.853,14.91,16.659,18.306,23.847,29.6,30.134,25.42,28.778,26.835,24.46,29.496,29.019,21.782,14.694,13.909,26.783,27.76,25.286
42.432,41.655,39.542,41.842,42.552,46.762,38.767,41.648,40.465,40.106,40.876,36.161,47.074,54.236,49.003,51.048,53.092,51.589,41.489,41.328,42.719,38.261,37.61,43.081
19.862,23.142,23.366,18.306,16.651,18.904,17.893,13.536,18.306,17.343,15.505,14.464,14.122,18.817,11.667,13.825,10.815,11.823,13.484,13.776,21.856,13.391,13.432,14.048
15.348,14.811,11.683,13.947,17.576,14.924,17.893,8.3296,12.525,9.7556,8.4571,8.4375,19.771,9.9617,16.334,13.825,7.8655,13.972,12.447,19.286,19.869,23.913,23.283,24.35
4.514,3.7027,3.5947,2.6151,3.7002,5.9696,1.9881,2.0824,1.9269,1.084,1.4095,1.2054,5.6489,2.2137,2.3335,6.3809,7.8655,6.4487,3.1117,4.592,4.9674,7.6522,4.4774,4.6827
6.3196,6.4797,7.1894,6.102,7.4004,6.9645,3.9761,3.1236,4.8172,3.2519,4.2286,2.4107,4.7074,2.2137,5.8337,9.5714,8.8487,7.5234,7.2605,4.592,5.9608,4.7826,8.0594,4.6827
3.6112,1.8514,3.5947,1.7434,0.92505,2.9848,2.9821,2.0824,2.8903,2.1679,2.819,2.4107,2.8244,4.4274,3.5002,6.3809,5.8991,4.2991,4.1489,5.5104,6.9543,5.7392,3.5819,4.6827
10.834,8.3311,9.8855,10.46,12.026,11.939,10.934,10.412,10.598,13.007,9.8666,7.2322,14.122,17.71,16.334,15.952,12.781,18.271,14.521,15.613,12.915,15.304,14.328,12.175
11.736,8.3311,12.582,11.332,12.026,8.9543,9.9403,11.453,6.7441,9.7556,9.8666,12.054,8.4733,9.9617,11.667,9.5714,9.8319,9.673,7.2605,10.102,10.928,9.5653,9.8504,9.3653
5.4168,5.5541,6.2908,5.2302,6.4754,6.9645,4.9702,4.1648,7.7076,5.4198,2.819,3.6161,5.6489,3.3206,3.5002,5.3175,4.916,7.5234,3.1117,1.8368,5.9608,8.6088,5.3729,5.6192
18.056,21.291,17.974,18.306,22.201,21.888,20.875,23.948,22.159,20.595,22.552,14.464,20.713,26.565,25.668,25.524,23.597,16.122,15.558,19.286,20.863,13.391,20.596,21.54
1.8056,5.5541,3.5947,2.6151,1.8501,0.99493,0,0,0,0,0,0,5.6489,3.3206,1.1667,3.1905,1.9664,2.1496,6.2233,5.5104,3.9739,3.8261,5.3729,5.6192
28.89,31.473,31.454,29.638,28.677,30.843,26.839,23.948,26.013,27.099,25.371,26.518,33.893,33.206,35.002,36.159,28.513,39.767,25.93,23.878,24.837,33.478,30.447,29.969
17.153,16.662,17.075,16.562,16.651,12.934,15.905,15.618,16.379,11.923,16.914,19.286,24.478,26.565,21.001,26.587,19.664,22.57,19.707,31.225,22.85,21.044,23.283,19.667
34.306,30.547,31.454,37.483,30.527,32.833,37.773,30.195,33.721,39.022,39.467,34.955,36.718,53.129,38.502,63.809,43.26,56.963,44.6,43.164,42.719,37.305,36.715,35.588
5.4168,5.5541,4.4934,5.2302,3.7002,6.9645,1.9881,8.3296,7.7076,7.5877,1.4095,7.2322,2.8244,7.748,5.8337,6.3809,4.916,6.4487,11.409,15.613,12.915,6.6957,4.4774,1.8731
9.9308,5.5541,7.1894,8.7171,5.5503,8.9543,12.922,7.2884,10.598,9.7556,2.819,6.0268,6.5904,6.6412,8.1672,8.5079,10.815,4.2991,6.2233,6.4287,8.9413,6.6957,6.2684,6.5557
22.57,24.993,21.568,27.023,25.901,26.863,30.815,29.154,24.086,29.267,32.419,26.518,29.186,17.71,30.335,28.714,34.412,23.645,29.042,28.47,32.785,27.739,26.865,28.096
7.2224,4.6284,6.2908,5.2302,4.6253,5.9696,4.9702,5.206,8.671,7.5877,5.6381,4.8214,6.5904,7.748,8.1672,8.5079,5.8991,6.4487,9.335,14.694,11.922,8.6088,8.0594,6.5557
3.6112,4.6284,3.5947,3.4868,4.6253,2.9848,6.9582,5.206,5.7807,6.5037,2.819,3.6161,5.6489,3.3206,5.8337,7.4444,8.8487,5.3739,5.1861,7.3471,7.9478,2.8696,4.4774,8.4288
9.028,12.034,10.784,12.204,15.726,14.924,16.899,14.577,17.342,20.595,16.914,15.67,11.298,17.71,17.501,18.079,11.798,11.823,19.707,19.286,19.869,11.478,17.014,19.667
6.3196,7.4054,7.1894,6.102,8.3255,3.9797,6.9582,6.2472,6.7441,9.7556,5.6381,6.0268,8.4733,7.748,7.0004,3.1905,9.8319,3.2243,11.409,6.4287,10.928,7.6522,7.1639,6.5557
