Plant1-Measurement A,P1-M B,P1-M C,P2-M A,P2-M B,P2-M C,P3-M A,P3-M B,P3-M C,P4-M A,P4-M B,P4-M C
47764.90205,48530.45285,48771.31231,41264.60577,46200.42448,54094.19733,54736.72796,51843.07955,61736.03729,48368.71807,62400.08219,54990.04565
18357.78887,18679.74393,17118.66821,15363.50739,18993.46101,13916.87123,14874.27599,24772.53129,20155.99645,14586.46598,12878.8067,15470.82264
29595.69375,32335.64052,30223.06476,32929.72436,32774.33588,43052.42377,31216.59842,38623.30833,37393.58964,39354.98388,35449.37273,38434.98742
3024.817265,2709.62821,2691.88698,2599.375047,2460.553741,2307.177093,3081.775013,2996.482678,4432.422258,1844.331735,2828.33279,3053.919864
5289.564487,6965.216653,7053.022793,8284.281326,7845.801097,7704.676828,10282.73502,7791.293004,5502.291674,8786.926942,12609.55922,8616.023916
14494.74507,14453.9827,13891.37524,14304.4669,13337.974,17266.25894,10223.52439,13391.30358,12951.66829,14035.89555,13561.4624,15951.19349
55970.77384,55963.09479,45460.19249,51228.04315,48460.60169,54475.75077,50811.41191,73783.34711,71750.79681,58877.19154,56232.81346,63274.26674
4924.960462,5970.607855,5975.648473,5371.293271,6017.330745,7166.662045,5943.622801,7501.482879,5421.961455,6693.724264,10585.27556,7132.813555
61285.04674,71319.89761,70029.44993,70316.64858,96342.3317,89600.7762,53381.12687,70449.58314,79533.33966,56686.78541,68415.92653,67567.56531
126752.5186,110823.9234,87157.63396,127539.7197,91250.55987,64332.0713,144211.2889,112858.4658,132589.2222,130178.4306,184039.1334,120596.7273
6329.434063,6475.480022,5223.008197,5697.939325,5608.303952,6075.14043,5409.562267,3282.880985,5220.028923,5072.348544,4929.702715,4969.14809
33533.95492,29219.00274,28573.75091,27461.00903,28823.39325,31013.95881,32951.3308,31568.83012,43701.01984,31691.41832,31941.67308,30587.40569
4564.97331,4902.628817,4798.765116,4994.607832,4145.203834,4515.532187,4505.920171,6300.277262,7409.295081,4829.388642,5776.605052,5771.635657
9449.912213,15682.0216,10233.7103,9968.362758,11297.13953,11287.54483,9575.142902,7589.956984,4269.586176,11284.10596,6779.800695,8881.331022
30093.91988,31090.72428,33366.416,32304.79337,35799.70702,31073.37603,35646.04555,36567.0629,27325.83997,35503.00087,38430.40149,40738.63672
21611.30414,19687.78674,21912.27181,22837.82709,20881.87905,22756.85736,29425.97298,23764.34436,20920.76796,23257.17576,27887.16202,25703.70233
151921.1646,146238.3324,155301.2638,142270.8727,145804.0127,138450.4561,157597.7996,181347.3035,151216.2128,142448.4852,176243.2142,176887.3227
10588.07675,10943.40473,12764.17434,9600.579203,10412.29784,8989.455724,9305.289751,11352.15601,8073.350704,11619.75679,11464.81625,10258.3412
197540.5006,168974.1962,160621.7736,227010.2825,188567.5499,225993.1509,207432.6682,203148.8823,276859.8906,168832.6735,220026.7757,199054.7415
6465.763446,6705.394273,5326.534386,5894.722842,6764.600742,7303.524041,8513.667203,8110.686721,6555.103884,12604.78959,9094.619737,6404.1296
74875.30264,82837.69877,94675.02676,83671.79468,75254.4804,84275.45091,82068.51111,64871.28072,72866.02631,86016.69095,84201.11681,94064.6827
950.8734119,1327.971125,971.9210539,847.9778937,902.0780844,845.8914402,1391.461174,1586.796141,913.7730638,908.1938194,1127.167915,1114.626303
49486.18597,61541.45511,41586.3383,53749.18458,52658.19283,49289.35949,44422.37434,39569.10721,25509.01132,42084.29056,26512.25204,46422.30775
6802.896409,10891.61321,7139.355322,6321.698168,8033.451185,6608.655675,5054.487615,3747.173488,253.1987862,5067.550979,1428.684374,2543.864764
59823.14391,63730.49707,74778.8651,47410.39457,53108.45974,44257.93274,52528.98097,66845.31454,112809.6071,57531.03217,51443.31388,63901.20156
14499.66715,6972.2726,9325.269869,19800.03419,16415.4979,13673.06635,10912.62411,8623.922188,8264.614237,7250.937518,17004.2016,12484.13552
31477.45436,28329.82217,28020.5205,31454.72284,32156.96845,34019.2398,32875.14664,34359.18924,50064.44597,35427.11132,31855.35391,43440.8802
2711.07671,2130.171174,3797.502109,2203.323412,3295.190467,4512.925221,4226.38991,4424.214439,4061.887708,2807.653629,2189.260608,3055.010811
13230.73653,11535.4999,13376.01121,12548.38613,10643.82494,11193.50766,9736.601842,13624.21171,15009.29603,9778.315924,11054.03008,8855.842621
802.2583142,801.3971075,1038.072295,915.6741767,929.0698865,1104.759245,549.3159241,496.7755155,1020.52433,743.2197495,756.5812948,505.3209991
12199.72989,10542.48823,9990.959874,14892.59965,12086.15816,12561.09931,10437.79525,8149.064738,2574.0188,8672.85512,6793.657891,10882.13372
38307.60688,37992.25445,36155.99506,40297.62859,37054.37142,41567.56503,41765.11955,38079.31898,55560.14998,47292.27703,51742.31326,41004.43564
2261.769167,2108.042499,2250.526261,2298.573678,1912.181865,2031.263432,2167.456264,2288.463336,2850.436385,2304.290095,2810.052326,2426.437756
7861.50646,12855.50418,8665.884729,10127.11595,9322.987127,11316.17255,6272.349179,9414.642712,4967.255504,6035.327347,6277.018026,9785.297344
9126.8713,14502.69302,10414.22516,10617.13565,8707.604821,12788.19899,11847.93971,13921.69645,10120.77262,13194.12885,16726.48183,15168.91626
6398.77005,5869.720386,5662.160686,3387.778383,4613.555285,6768.257762,15078.19334,3967.145084,13003.57948,12291.97774,11475.26474,7327.454067
19531.41053,29776.92981,13612.2589,26322.80621,28766.36147,24101.32132,21785.3925,11031.43832,20407.66564,17885.05737,12747.46703,15193.64932
2477.127187,1889.968061,3132.562449,1479.67991,1687.642196,2257.35725,2328.254959,1789.162508,2239.689135,1439.926702,1917.627139,1827.868408
5638.722145,7148.549348,3494.131857,3181.090059,4312.33792,4618.557081,4981.967251,7455.041524,7644.402993,5509.481498,5133.147151,4489.147286
7430.834039,6778.145422,7201.946563,6371.448731,7528.114264,8136.299926,8527.359793,8114.842366,10644.10851,8980.119844,8461.522298,6598.774641
66691.67488,60926.61345,54354.9436,73526.04425,58492.32254,58516.28749,66464.78244,35953.75292,25574.91529,52002.29283,51985.33599,46981.83874
5331.984183,8120.377083,7424.808696,5259.436009,6424.265854,6267.695979,6615.155559,9591.982858,8818.755854,7024.502824,6432.337576,7103.160512
3284.806805,4050.277935,4010.978622,4335.845885,4099.062839,4578.141646,2899.081055,3129.520373,3554.334197,3646.990928,2989.543326,4949.879322
13572.50754,18500.92865,12595.7203,14533.44955,16139.99876,16882.26948,12806.69525,8915.271409,1355.894492,9504.409234,4623.073061,8277.438002
32912.99889,20697.68033,26767.13536,31425.40936,28994.73051,31474.29669,45563.32414,32944.99683,41615.44898,30416.50852,49310.59713,27884.51077
211.5340945,278.93812,396.4132938,765.1247222,584.5507706,423.3674762,722.4350351,589.8575177,165.503123,1108.713295,642.4030703,544.4636413
2154.656731,2977.990585,2134.466294,1828.062415,2709.611502,2950.993677,1767.186168,1724.194123,1741.626137,2415.74934,1446.429514,1917.325141
6363.613259,8003.017318,7031.328947,6318.885505,7029.203003,6815.922191,7241.368074,10737.29333,8733.784427,7062.757231,6376.127452,8657.007952
234626.5044,275157.0458,247336.1366,327182.4269,309597.6353,296915.1596,369701.8483,206466.0837,253049.0279,311442.3294,355104.6679,340943.9048
1514.511012,1697.117002,1597.636598,1624.461262,1662.361087,1556.977678,1884.027034,1710.383914,2500.515439,1480.496857,1962.440818,1762.85212
14216.67107,11560.25771,13755.30251,15966.14305,14773.86927,15386.45825,14872.20386,14542.7481,19837.52253,13751.22213,21583.06262,19343.51683
9814.711774,7980.813289,9496.198424,11022.48841,10199.38267,10622.29351,10267.26957,10039.82439,13695.15866,9493.381469,14900.22086,13354.11373
2417.509216,3093.771146,3263.552904,2397.975557,2691.073137,2918.710883,2934.779021,3752.046275,3085.83555,3605.99133,4334.085342,2876.872911
29091.28719,10104.40097,12319.36562,19781.52819,7028.338962,3527.982625,15850.72312,3968.424118,7721.938163,2785.078638,7281.365742,2933.929933
8494.196266,7324.783413,7007.672088,7791.020006,8248.260867,10476.39221,7535.716784,7568.239865,11028.89397,9013.983274,10740.46196,11608.36187
10347.53359,5751.182944,4971.763434,15370.65025,10197.29547,9568.59256,4636.42476,2999.610752,5689.370319,4387.316546,1837.429479,11884.18867
5528.596043,7018.719603,5785.670672,5089.001414,6649.326927,5461.592657,6799.158375,3395.846677,1158.795185,4210.358603,2116.39434,2714.092888
880.5925709,968.9897689,867.8458098,607.2753634,459.3563573,523.7605626,1260.880116,826.1963869,501.1317643,598.1912513,891.2047892,447.3902139
10140.87934,10116.97679,8793.846122,9094.236643,9877.591095,9602.497148,9025.695078,10448.6545,13707.88753,7752.6007,8876.445539,8971.756651
19152.39921,20109.50165,16738.18743,15863.55987,16859.60412,17862.66308,21198.08837,18026.83686,28806.05001,17520.39972,20078.32911,14799.50934
1074.785406,1082.578098,1203.652206,1287.07896,1514.373012,1015.93386,362.7018986,792.7681882,929.8629544,1134.750843,1068.778573,472.5190328
32599.55998,65752.93873,31259.13509,26363.54301,62265.39435,54290.7569,62036.70261,8353.121955,12874.89257,7491.088432,27555.71572,13445.95257
52040.48718,56159.04358,57714.35648,50539.19791,49582.00614,53341.53062,53879.11414,60030.98307,71416.97628,48985.95643,53248.68572,60035.20614
11754.2311,13242.36107,13545.22178,10248.03145,12171.62682,11917.15414,12498.90735,12844.49047,14426.8659,11550.05785,12698.50992,12954.01192
39814.85797,43690.25239,44727.49498,44637.96397,46173.24809,54295.22859,42502.37049,39654.27707,43016.27308,37633.12648,44674.46384,44847.75526
3464.342095,2942.456388,4066.198081,2995.418194,3264.999292,3499.353972,2956.834426,3122.552741,2614.450729,3240.810709,3545.014671,3683.216762
120794.2271,130484.2884,140339.1446,139968.3944,139090.1278,142566.7386,113759.9533,99652.45138,41249.26403,128918.8137,66093.47694,115506.632
94281.92752,107757.7684,99603.97099,96114.44393,94751.54173,103093.3983,93584.29796,95305.35732,102357.0666,86814.82316,87281.63754,96893.58011
22011.26006,18684.29694,28825.82591,23896.41266,27013.40793,23729.13211,21440.62505,11840.53908,3793.755512,26536.70684,25559.40787,11427.45336
5239.12288,5380.162364,5773.654978,6532.423201,7762.896504,5258.211383,5919.735039,8626.971919,22512.80095,6101.50065,5440.694098,6129.666699
19826.18994,18006.25805,17252.21524,19969.67831,36929.43905,27458.86041,21405.59645,32892.90457,50554.01129,21408.72906,15941.371,30671.85962
49446.00104,37970.05333,39365.46462,64399.26781,41400.89022,44752.35881,40431.97317,59977.94758,60435.68628,48506.16359,74917.86624,73356.60222
5358.517271,5695.221272,6440.187685,4895.137341,4422.166454,6414.731056,5837.138268,6460.922945,8192.392576,4167.123006,3827.814282,6394.261475
12352.16309,11029.39774,12655.76621,11045.11292,12413.48958,10971.2747,11269.73264,12879.91705,10977.47822,11666.21883,9183.801302,9742.320582
8854.594299,9475.535637,6652.408112,9524.169701,8015.557724,8692.314779,10475.50676,10648.30177,11656.35827,10118.23194,10051.75408,6988.694837
1296.154726,1345.558612,1407.443655,1497.184227,1770.371922,1880.190774,1715.442609,1766.768737,1181.126041,1357.474107,1459.437942,1371.968516
3807.98615,3826.880455,3692.826425,3494.002701,3152.824294,3669.38808,3649.732392,3986.923835,3685.501363,3487.784306,3871.782409,3987.776783
192846.2289,176428.4483,148753.3667,178510.6304,185497.8985,175169.6227,145336.2569,154793.3169,185247.9375,154792.8001,141223.8896,155029.3041
9994.411685,14464.71915,13555.06681,10347.96462,12215.36959,11065.58818,8712.219982,11694.54676,8918.933424,10935.13136,9636.551448,10079.24673
1515.881505,2400.482462,2361.565348,1446.821768,1687.148066,1780.228832,2059.241862,2985.950806,1949.300046,2357.309893,3016.8707,1955.676937
2638.98902,6381.755864,3632.891378,1987.333507,2634.196401,2741.623654,2945.108348,5719.221846,7209.450601,4266.326423,4609.603957,2648.396446
21482.5741,21440.96616,15438.27504,22491.1292,25066.16838,23439.88289,22154.02077,16567.98612,15214.42266,21966.45202,17703.56742,19266.37179
13388.20269,10765.18221,12515.18354,12327.87549,12485.03805,12928.43302,14759.76129,15905.02274,16589.60698,10799.51853,18124.08411,14695.87368
11954.68858,14596.97683,7993.536519,13826.47993,14131.9872,12522.26732,11059.65314,8981.299037,4424.099568,10535.27815,5286.477552,9025.415275
21387.86008,13761.15899,14480.98605,22350.25897,17399.80072,20108.32839,20066.08873,16547.77089,19828.31425,21750.70765,37631.82488,19681.56816
5862.549539,8066.036999,6349.909819,4703.519176,6503.291134,5939.053715,6710.144542,6607.433549,5628.173055,7337.925276,8509.695373,6632.532498
32925.50668,40949.17851,35825.31792,30601.38799,50776.01897,13986.59607,27941.60779,18700.72057,39039.14264,15277.89873,16709.35356,20092.42521
77738.09002,90471.73909,86808.78439,79780.76439,83828.66021,80350.88446,93262.45275,104033.5484,90480.11138,81822.90316,105736.2409,84995.73667
18351.42343,21357.42198,20492.71804,18833.63211,19789.20807,18968.21884,22016.2183,24558.92209,21359.3984,19315.71436,24960.87218,20064.7167
3685.687078,6085.207521,1780.872994,4468.410827,5287.98805,6328.710841,1994.272614,0,593.4118752,1242.610169,0,164.1454791
12729.31056,11787.22012,13245.42269,13417.96697,12835.5533,13592.84806,12771.96089,13794.4823,18613.40436,13141.56323,18278.96873,17346.59742
1380.570963,1621.265259,1812.493063,1213.81089,1193.079781,1385.348148,1298.161477,1948.199158,2931.829616,1483.382887,1357.722462,1632.04485
35195.62594,43504.74608,36038.40888,34063.51496,41043.50917,50662.75553,30914.67307,42635.11353,22554.23994,30217.66278,25510.74551,32183.02486
8897.581607,10784.72499,8238.155404,7785.057468,10112.03973,8459.172514,9854.427767,9605.2065,13316.9666,8661.662053,8275.362931,8557.95757
6899.089824,4807.754092,8204.510806,5769.738981,5906.609668,6397.315605,4973.234734,5014.766137,2898.71821,7444.378321,4563.590686,5811.706067
1121.275055,780.8165641,1354.417383,1229.970092,1499.35376,1069.645318,1277.85406,1191.533613,1427.305594,1298.97761,2145.509187,1494.907209
61499.26206,67447.04122,55582.84123,66058.48898,60939.40859,60531.26853,64213.95693,49112.01563,57897.39164,57089.91164,52870.02472,49178.17094
1978.971761,1647.188078,1663.995941,2035.807865,1946.063059,1758.848576,1797.40004,2474.246017,2573.510309,1694.741374,1938.687195,2110.610319
6121.592298,8360.316934,7291.410683,7399.725236,6646.439864,5752.230773,7681.636151,8854.398716,15298.84571,7326.786576,9744.223511,6526.125256
1326.585659,1759.629303,1645.63298,1338.985157,1388.723217,2054.807645,1469.706249,1667.919238,1485.197134,1434.373159,833.296189,1201.975322
11543.91451,8103.264351,9339.054765,10903.93882,9720.523844,14880.88825,10133.06249,10539.36094,13334.24807,17182.58232,11577.3703,13318.30796
2518.922995,3708.389891,3457.288367,3420.533823,3527.794784,3755.422259,3098.48545,3566.706767,4140.301485,2788.102019,3070.252804,2749.756327
4143.705177,4400.312392,4623.290798,4555.97571,4625.419795,4229.943784,4332.51074,4422.200742,3340.900116,3954.222977,4026.561025,3373.072523
24464.65443,21893.99257,20370.88875,26843.5986,24798.17158,22790.49854,18522.65369,25131.03922,33525.91467,17208.98029,16827.30905,21751.54827
11991.01518,10233.17113,12445.87563,11332.01869,11264.26321,11084.6074,11365.83172,14026.79968,15735.30888,11961.19339,11673.97084,13787.96602
3469.766173,3455.452126,1457.225916,2088.562584,4669.017604,3348.356608,4725.785876,4369.714806,3148.67346,5577.560885,5386.829768,4039.728104
12249.11875,15955.04442,12994.0209,14257.00727,16703.7864,14924.66993,12559.65617,9458.410735,14576.26638,12501.39577,9700.05362,12887.30954
30213.86269,34376.50437,35034.07366,24661.4906,38375.96018,34917.01001,50322.37323,48010.58588,32698.22024,41343.84998,40096.97558,36710.17733
13283.14273,13645.38993,12952.3831,14796.78023,15689.60599,14706.30198,11116.3973,16889.42401,13926.41272,11818.89349,7465.447515,13444.32371
21534.79099,18919.78152,18780.00718,24895.25239,17232.93462,23643.8673,17657.5717,20976.45654,21728.02893,15692.01525,17509.35929,17976.64783
5550.892331,5980.043712,6132.298195,5036.489915,5754.4646,5688.389696,5736.743272,6862.738708,8801.486891,6745.193988,5677.943183,8085.061171
63627.07485,73028.63014,71837.36443,61950.71542,70535.96274,68996.95623,72855.09118,79454.31118,74221.42088,71034.51923,85913.30744,71696.01415
46962.40326,50784.3671,48346.36539,43426.32391,42931.65417,49665.52631,43877.20437,64386.18717,52544.85551,37249.35126,45549.18332,44981.58017
4876.04952,3936.066668,3532.992989,5444.780746,4525.043475,4392.319008,6360.104985,5018.493747,5445.441695,3480.992347,5324.536204,5021.371395
5170.130593,26740.1405,2964.756015,6154.526543,7391.888172,5558.482524,8875.362422,11371.40999,45799.44161,6625.499915,3629.004836,2190.031506
16082.36541,18742.77339,18246.9998,19912.65267,17205.51454,17275.39495,17285.26622,17505.43254,14345.70104,21117.86244,20016.8743,17608.70739
39835.41151,51702.04026,49293.22145,41947.90893,51994.66626,42656.60708,51686.85859,33604.66602,49876.48455,29626.37278,33889.22769,41383.70935
19575.07472,17820.2403,18579.33992,21284.51663,19432.68079,20618.78669,19602.79321,18965.83479,22002.04305,19308.55008,21322.47404,22802.22541
3123.560958,2960.597831,3480.533114,1923.406828,2491.306389,1133.082332,3758.890592,1858.859336,1122.829901,4011.224972,2797.587211,2652.062892
60830.29063,48948.26889,57793.04022,85875.48612,65951.87163,76970.39987,67113.82033,40646.99885,75524.8104,65050.4259,86395.52813,73065.54658
2754.474279,2981.735032,2987.2136,3576.7631,2971.431026,2875.856123,3870.89703,3137.536037,3269.334233,3033.779419,3654.646736,3623.496158
153284.8824,58283.73554,179957.3094,192292.1695,191271.3832,191595.4421,130323.6035,101919.3647,48966.54174,214895.696,188028.1028,102665.6346
47573.25963,48650.35202,49810.78015,56171.53025,55228.8947,55158.11195,49274.7885,62495.56322,76694.12283,50524.93848,55488.03636,62824.96972
3140.257827,3474.659944,2612.453677,3520.247262,3370.797151,2854.350352,4217.301756,4233.172246,3734.683161,3311.6116,5403.343778,3260.915806
2251.630659,1928.438499,2373.136165,1552.374231,2097.706396,1881.495216,2045.946983,2150.716792,2185.308143,2106.635318,1644.898674,1853.947697
48562.55765,51310.90359,53269.89632,44112.8073,44917.23682,51764.9195,44941.65036,51982.68243,54533.955,43531.55095,39115.6714,49016.12456
4684.645572,4319.278676,3875.274982,4542.629103,4564.491491,5037.68172,7768.980245,3995.999989,6534.887851,4721.569149,7859.009784,6328.274831
5697.164054,4819.426245,6568.34182,6280.141876,6119.13304,7424.200978,8965.492226,7035.826183,6770.332125,7349.688696,10870.65469,6124.167269
2382.225657,3303.729938,3504.818064,3333.888602,4145.932108,2436.479998,4945.852669,3812.900344,3832.096282,3344.417292,5270.00403,4221.205576
3600.701257,4594.013013,3287.982935,3492.287888,3570.042608,5019.7324,2960.147574,2112.413512,417.2285597,3071.10469,999.3857894,3365.52349
46389.55635,44257.24247,46054.98578,49735.59077,42645.57539,42519.572,55042.93252,44170.49605,75131.69307,49780.04771,74748.63118,53491.18758
2566.562944,3085.91797,2883.226041,3623.452933,3246.423978,2523.21167,3837.586588,3617.30714,1974.909275,4237.020259,4703.800811,3668.652651
26477.26112,28662.78055,28530.99502,29952.20647,30662.90575,22315.12863,33231.92546,31134.16564,34358.08845,29950.09267,39307.20137,29332.01581
9040.10176,9459.123221,9884.045721,12299.72391,9353.04865,8947.933804,9307.887468,7683.411783,4051.520117,8808.281518,7978.335102,8472.461242
12637.3426,15385.84049,12737.66334,12499.06747,14179.34887,14516.62506,10056.48421,14226.58559,11085.18901,7734.436386,9459.93551,13842.06586
2189.78359,1985.717919,1936.4654,1793.313277,1732.217761,1215.347563,1667.623698,2561.831638,2728.702242,2321.963166,1577.38889,2103.681326
4973.317584,4094.938933,4966.934869,5191.656359,3956.923613,3308.261619,3643.169547,4022.077187,2630.233973,4336.766427,5286.239818,3969.14823
2739.040419,2286.476325,2480.734346,2656.60389,2971.971936,3293.531625,2954.035042,2312.801926,3626.859236,2835.536028,2079.092777,1942.050432
6734.774959,7791.094921,7124.888923,7723.011556,7703.023703,10813.88729,8215.326611,7770.673353,12241.39726,6474.643641,7590.120854,7226.190429
38178.6795,29315.6163,48545.31104,34400.37429,33676.03825,36513.45278,38149.19645,24897.94839,26679.37223,29721.97444,30726.66877,19739.22908
8550.583768,8830.153175,8146.673758,8574.700121,9181.803596,10185.83661,9162.230213,10010.47888,12242.0428,9038.273065,9127.565795,11252.23326
1504990.214,1307188.311,1418176.505,2151114.813,1721519.445,2305724.727,1928626.38,1460667.755,1520597.268,1542446.469,2927497.982,1565930.115
54287.43437,43464.31423,66651.35169,50909.53085,51660.67311,53770.89651,45651.74965,45629.75347,38005.43804,49930.42663,48363.6217,38275.98523
3354.804743,3675.500258,3467.955294,2494.029925,3735.864348,3391.119333,2780.805342,3031.725596,1219.754497,2561.322273,2722.681182,1967.904857
20791.92145,24256.9337,20396.08652,18869.2203,20005.85986,20837.35654,18003.71528,23127.26007,26501.27077,18164.2603,17526.73184,19265.78953
14066.4512,13686.65108,12998.95181,12903.01663,13155.91283,13044.21166,12354.52175,20422.4155,25390.34286,17790.13058,12958.96659,14809.95126
175610.1457,194658.6855,165553.467,189842.1543,184755.6893,184880.4874,169440.2897,120193.3075,40958.28488,170560.7753,85224.72963,132290.1623
317629.0941,327663.0146,306765.9978,320393.2064,319455.7475,384937.2876,307881.68,299980.0073,377307.6122,396684.6552,358054.1112,362468.2886
78503.7567,68066.34815,76963.92491,88703.20711,68099.53836,81705.59723,88284.98984,76323.22651,102859.0867,79586.09803,118189.4251,94354.69786
15091.9975,12127.40414,17796.80992,18354.92324,15561.85444,15931.86924,16309.13449,22059.70888,21239.43853,14130.4277,17750.67818,17970.13999
15994.50161,4208.284678,6878.8492,19057.786,18770.77286,10230.80908,3613.033768,2453.833517,9407.256466,14875.37996,2365.67849,5686.979099
15006.19577,13917.67994,14819.44815,13970.17033,14496.75591,14832.92417,12927.26193,17257.18637,20350.19409,13098.9693,13737.99964,12821.16409
3742.930385,4394.869268,3659.824102,3898.213342,4439.658002,3879.935699,4194.162332,4950.425931,6389.428114,3136.056664,4822.227392,3921.159292
11475.14437,21671.56838,9874.759751,7898.657711,9573.706453,15180.99016,27432.79787,16332.57729,25072.4949,11655.01445,30615.90181,11810.31175
5399.771541,6462.72589,5806.410964,5224.677093,6579.668543,5246.312642,5234.228314,6220.870287,6145.761717,6085.767366,6938.45023,7531.115285
7605.117119,6436.913714,6618.257765,7151.562693,6344.81746,7787.689697,6893.605835,8965.25105,11215.37314,7879.366373,6842.402417,7860.962626
19121.95781,25408.7382,24380.50662,14754.4727,21619.67225,18179.5951,26339.31995,28589.47749,19392.90973,21134.62771,24085.6293,19318.50602
33811.66613,32117.65497,32311.18496,34838.96797,32873.91326,38697.08098,29490.04154,47623.98091,52527.4436,28711.17764,25852.66619,36359.27543
9125.145364,13004.79864,13500.28707,9619.528127,11569.16394,10981.61488,9459.467842,13170.88034,7634.184231,11913.05949,14940.9669,15423.13839
222311.7559,80565.49521,215711.4767,253367.8778,269671.5285,302529.8394,294400.5934,150493.0653,67161.81779,333553.3537,549657.1613,204490.6221
8392.527858,4652.505373,4599.959777,6186.420105,7336.893683,8297.76352,6075.033151,11128.3705,6071.650613,8818.42297,10061.36381,8867.968514
20035.74464,18631.76816,19303.24565,16561.97861,15791.14057,21529.60492,22104.08446,17681.98033,19088.7087,17034.7944,16921.95624,14979.21599
5070.623574,7092.563183,6181.057527,4629.279682,5866.217513,6953.30025,6789.87708,7977.231043,7573.278928,5803.216158,6741.048586,5524.959849
17823.88606,17276.85166,19023.2567,17700.97399,18981.84684,20669.7665,19071.23409,19517.30612,27104.21154,15494.21806,15113.25627,20344.60398
10828.95471,11360.27859,9868.591112,10940.68354,10564.89776,9921.043179,13270.81457,11686.24154,17196.45704,9851.658697,16669.69189,11740.20062
4094.342011,3336.938267,3027.907852,5548.365267,4428.092937,3455.223545,2720.961599,4293.683871,3220.67803,3729.768938,5508.102776,4676.38776
14462.00579,15529.9901,15031.90975,15403.97108,15999.14691,13644.29068,14928.42303,15558.38808,14494.40901,11977.91171,10837.11423,15712.37228
61123.2419,55077.30637,58084.82024,57134.35024,64825.88238,58426.7547,42870.68682,75262.00955,60860.55451,49308.96339,41378.19131,48350.76901
3530.264672,5551.452675,4714.838647,4775.581283,5262.071365,4070.657434,4087.387462,3442.164179,4341.990192,1936.039553,3064.757307,4574.491183
34793.16721,45720.38986,47066.00196,40544.70651,43646.85867,46526.15625,47812.88446,52669.28478,51362.64328,50434.48659,54878.47025,42395.1836
5634.602563,4711.428071,5093.800948,6920.589392,5837.881246,5193.599651,5124.814663,4713.078551,7237.417352,4668.344764,5033.456154,3803.207755
11041.84796,14304.92501,13423.47829,13315.35296,14077.56122,11668.67372,14573.88531,13889.19307,25736.12069,11036.2763,13916.04983,12604.95624
316933.8656,288483.42,332618.718,307493.9775,312142.4999,319545.9958,222938.9522,339180.6484,259194.5854,239300.9988,238286.145,299099.2347
3283.035621,4453.130904,2226.876219,4291.543426,3284.308106,4565.243107,3066.145326,3963.992266,3823.639558,6125.37567,3588.737748,5955.109702
2497.741909,1943.771595,3096.424457,3643.850461,2383.345554,4431.81394,3937.593511,2954.607313,3799.083359,3018.067549,3944.994047,3617.352662
20906.15381,25511.32896,25992.28702,19242.79344,22503.78967,18423.99484,21492.89537,26124.93821,22290.70105,21838.19111,24226.87364,20624.1217
4388.554737,3906.758502,4380.386295,3948.355668,3863.048864,3155.86738,3964.827236,3555.060296,3713.093412,3208.844869,4100.256226,3420.27822
2327.058215,2409.281632,2805.279017,2561.236089,2007.728242,3065.206871,2515.355668,2136.44313,3215.812215,2299.794238,1969.42424,1489.592808
4130.046333,3712.79933,3263.967644,4146.477348,3913.725974,3550.940054,3682.94205,3039.13666,2870.775804,2993.712479,3860.222419,3171.346165
8557.37089,9282.664208,7391.058542,7395.144129,8618.077727,10301.69706,6751.121479,6498.796602,8713.791046,7211.977988,5549.26012,7677.394299
24360.63348,28116.92391,25667.47933,28384.5512,28770.35195,26858.56681,27857.16227,35832.23624,30533.47995,25615.21527,42468.5914,34882.77112
53297.36163,62242.58973,53739.76156,58944.06375,88997.19815,12204.71435,33456.51826,35485.51772,24982.41095,13924.03892,24373.23932,24705.27094
12055.12848,11809.60922,12111.59938,10025.73849,11629.52231,12623.68574,9876.950022,10507.1619,13430.4162,9595.976715,10485.45826,9760.372155
1907.589218,1822.876662,2843.545511,3900.745271,3787.367124,1896.050741,2902.57885,2717.541257,3984.943274,2952.947397,5327.849613,3303.144525
46331.99196,27069.77923,22519.34994,32670.37241,31077.3907,28968.41505,29882.00121,48252.57895,59521.18075,32589.15904,27542.3566,21091.9471
5435.36183,10274.64979,5255.648635,8742.857941,5772.073092,5142.608704,8549.213036,11190.9091,10036.90089,9952.65189,9016.798613,6569.584892
8701.681017,5850.073012,4283.251505,4158.207361,3938.734412,4626.514569,2698.53445,7360.236327,3617.552046,9108.294324,5549.817708,6799.229314
10657.03873,11756.50428,12047.19445,11440.55511,9369.961955,8978.076533,10993.46129,13169.61273,11019.76482,12341.37099,10874.99214,10415.03515
706066.0083,661014.5931,665669.252,628401.6888,680080.6196,635232.5551,635318.7082,559987.8689,558682.7027,599750.9441,589863.6853,751622.0857
1892140.089,1771409.75,1783883.465,1684012.562,1822503.546,1702318.153,1702549.029,1500674.843,1497177.214,1607233.306,1580737.088,2014222.84
1875644.228,1755966.428,1768331.396,1669331.177,1806614.784,1687477.178,1687706.042,1487591.814,1484124.677,1593221.29,1566956.069,1996662.649
2637.152825,2620.402741,1861.947063,2215.851521,2120.798149,2608.517853,1986.060066,1946.738284,795.6879897,2179.717702,1496.30389,1637.688132
4031.709891,4591.831456,6188.574893,4392.790353,3948.117793,3553.123063,2959.138828,4478.28259,4043.571251,3848.240069,5925.868288,6868.971199
