Intensity Rep #1,Intensity L Rep #1,Intensity H Rep #1,Intensity Rep #2,Intensity L Rep #2,Intensity H Rep #2,Intensity Rep #3,Intensity L Rep #3,Intensity H Rep #3
1353800000,727170000,626630000,1051500000,550980000,500480000,1442900000,613650000,829220000
12132000,6423100,5709200,17361000,11746000,5614400,9525000,6778000,2747000
206990000,109810000,97177000,153130000,83900000,69234000,574640000,462880000,111760000
798260000,441710000,356560000,1501100000,794440000,706660000,1277400000,736100000,541300000
464240000,247890000,216340000,371410000,209890000,161520000,289670000,163590000,126080000
4405200000,2144200000,2261000000,4839500000,2302100000,2537400000,3258400000,1638700000,1619700000
4588500000,2330600000,2257900000,5738500000,2864300000,2874300000,4252100000,2214400000,2037700000
2473000000,1183800000,1289200000,3487800000,1754300000,1733500000,2282800000,1135700000,1147100000
2747100,1687100,1060000,0,0,0,14488000,7372900,7115400
3266800000,1741200000,1525600000,2558600000,1281600000,1277000000,1752800000,922850000,829900000
47973000,33013000,14959000,79403000,54952000,24451000,0,0,0
2058100000,1139000000,919100000,2380500000,1303300000,1077200000,1607000000,894700000,712300000
312490000,173590000,138900000,315420000,175070000,140350000,212000000,128980000,83021000
463480000,301320000,162160000,393900000,257110000,136790000,459780000,304700000,155080000
129540000,83655000,45888000,0,0,0,18489000,2393100,16096000
96320000,59336000,36984000,149220000,98293000,50925000,64946000,44218000,20728000
11887000000,6149700000,5736800000,11123000000,5842000000,5280700000,11186000000,6193200000,4992400000
835990000,411320000,424680000,677650000,348350000,329300000,566950000,260100000,306840000
0,0,0,7592200,4623500,2968800,7992400,4069000,3923400
221810000,126640000,95176000,199910000,112400000,87511000,217680000,124820000,92857000
125220000,91744000,33478000,107730000,76400000,31332000,106830000,72257000,34575000
100540000,57638000,42902000,88278000,46009000,42269000,90515000,49430000,41085000
133390000,70956000,62437000,123960000,78134000,45824000,82015000,46012000,36003000
146340000,96106000,50235000,222130000,124780000,97343000,121540000,77445000,44092000
4601900000,2001700000,2600200000,2901600000,1998500000,903080000,4658800000,2326200000,2332600000
1468400000,846480000,621970000,1748400000,908410000,840020000,1395600000,786290000,609350000
89501000,56758000,32744000,67322000,39282000,28040000,61700000,35148000,26552000
18985000,8968400,10016000,130290000,61174000,69112000,0,0,0
127730000,71404000,56326000,163870000,87509000,76362000,216540000,78897000,137640000
4840100000,2813300000,2026800000,4752300000,2742700000,2009700000,2532200000,1384200000,1148000000
716580000,431580000,285000000,536110000,328900000,207210000,646220000,379600000,266620000
202880000,125580000,77304000,225140000,137210000,87929000,95454000,58531000,36923000
147610000,61785000,85826000,199120000,107530000,91589000,65777000,38397000,27380000
110440000,64939000,45504000,258340000,149020000,109320000,154820000,88364000,66458000
77239000,52203000,25036000,49778000,27760000,22018000,63061000,39768000,23293000
185680000,107440000,78245000,239470000,157920000,81558000,301200000,208030000,93166000
455210000,205250000,249960000,425540000,214310000,211230000,493140000,252090000,241050000
1476900000,667830000,809030000,1446100000,615590000,830520000,1298500000,577630000,720880000
774780000,432100000,342680000,346260000,179780000,166470000,646030000,362570000,283460000
421590000,255360000,166240000,278080000,180630000,97453000,230520000,145190000,85328000
389140000,266010000,123130000,708250000,486570000,221680000,555470000,413360000,142110000
23681000,17703000,5978600,0,0,0,23630000,13771000,9858600
148820000,90951000,57866000,185990000,123400000,62591000,150310000,93657000,56650000
1237000000,569070000,667950000,1339700000,611380000,728350000,797330000,499160000,298170000
89405000,51277000,38128000,84040000,53840000,30200000,219780000,140440000,79340000
322580000,159360000,163220000,525660000,358000000,167660000,254830000,142150000,112690000
58711000,32418000,26293000,26444000,15789000,10655000,20095000,9386100,10709000
1962700000,1836700000,125950000,309610000,170620000,138990000,167520000,97266000,70256000
84517000,52696000,31821000,64036000,38276000,25760000,137300000,54439000,82865000
228630000,150550000,78074000,323600000,213390000,110210000,475930000,306050000,169890000
12555000,9902500,2652800,18104000,11281000,6823300,0,0,0
16990000000,729930000,16260000000,1.0513E+11,4135600000,1.01E+11,528790000,34253000,494540000
0,0,0,43225000,17961000,25263000,86474000,34001000,52473000
149760000,91576000,58187000,183260000,113970000,69289000,191090000,110830000,80264000
327590000,161700000,165890000,218320000,91672000,126650000,72124000,32100000,40024000
14984000,7771000,7212800,0,0,0,71530000,40062000,31468000
2895700000,1824000000,1071700000,3200800000,2009000000,1191800000,2340000000,1517100000,822850000
772560000,251310000,521250000,347530000,106030000,241500000,348580000,137740000,210840000
325580000,198010000,127560000,408160000,256870000,151290000,416850000,277310000,139540000
105730000,66091000,39643000,73474000,45464000,28010000,16870000,8835100,8035200
10348000,6525600,3822600,91398000,62983000,28415000,59223000,40987000,18236000
213880000,106420000,107460000,195100000,120410000,74688000,414890000,240670000,174220000
4369700,2883400,1486300,3864800,3158700,706060,0,0,0
22937000,13497000,9440100,61124000,42611000,18513000,32632000,19820000,12812000
46649000,26193000,20456000,0,0,0,0,0,0
14316000,8004600,6311100,9339100,7002600,2336500,12866000,6334100,6532300
14297000,8826200,5470400,52853000,29101000,23752000,13973000,10262000,3710700
5645700000,438680000,5207100000,735170000,427290000,307880000,5092000000,527640000,4564300000
87656000,61299000,26357000,185120000,129400000,55719000,15059000,9747900,5311400
74238000,40149000,34089000,74905000,53540000,21365000,72029000,43378000,28651000
875690000,474330000,401370000,991480000,615760000,375730000,391700000,235810000,155880000
305850000,179590000,126260000,207340000,97324000,110020000,71670000,30034000,41636000
54712000,33725000,20987000,93191000,47304000,45887000,0,0,0
35652000,8173200,27479000,68470000,17341000,51129000,174760000,21645000,153120000
0,0,0,9334000,5850300,3483700,4053600,2799600,1254000
590550000,364400000,226150000,681640000,397260000,284380000,1047100000,603770000,443350000
885270000,489090000,396180000,883010000,499160000,383850000,821820000,448880000,372940000
22532000,10896000,11636000,0,0,0,39940000,20296000,19644000
0,0,0,13781000,11025000,2755600,123160000,76813000,46350000
28714000000,18046000000,10668000000,29223000000,18578000000,10645000000,35463000000,22910000000,12553000000
18559000000,11936000000,6623100000,16395000000,10672000000,5722600000,15353000000,10006000000,5347600000
24706000000,15471000000,9234900000,24711000000,15576000000,9134600000,14979000000,9371500000,5607500000
14829000000,9537200000,5291800000,15343000000,9784900000,5557900000,13539000000,8621100000,4917600000
12921000000,9313400000,3607400000,11092000000,7335700000,3756300000,12233000000,8679000000,3553900000
25955000000,16084000000,9871200000,14927000000,9215800000,5711300000,11971000000,7436100000,4535200000
15283000000,9325100000,5957800000,15205000000,9077500000,6127600000,14973000000,8994300000,5978800000
0,0,0,47625000,30448000,17178000,52986000,37253000,15733000
4400900000,1881600000,2519300000,5034500000,2014800000,3019700000,4817900000,1883400000,2934500000
13393000000,5217800000,8175700000,14699000000,5589600000,9109500000,14312000000,5515400000,8796800000
131190000,129800000,1386700,87975000,86071000,1903300,0,0,0
9568400000,4907300000,4661100000,5177200000,2627500000,2549800000,6542600000,3428700000,3113900000
11180000000,3721300000,7458800000,10265000000,3359300000,6905300000,9789200000,3317500000,6471700000
59566000,58030000,1536600,41044000,37668000,3376700,29007000,29007000,0
20755000,8732300,12023000,0,0,0,47896000,23719000,24177000
179570000,138850000,40725000,166970000,128760000,38204000,121410000,101520000,19883000
4825400000,2371400000,2454000000,4699400000,2305900000,2393600000,3783600000,1905100000,1878500000
292520000,121450000,171060000,577600000,242660000,334950000,218970000,95483000,123480000
4774200000,2342500000,2431700000,4994600000,2457500000,2537000000,4411300000,2077700000,2333700000
7604800000,2776000000,4828800000,6774800000,2286800000,4488000000,7097300000,2483200000,4614100000
493120000,182990000,310130000,521810000,215250000,306560000,500000000,203690000,296310000
18430000000,8704000000,9726300000,18714000000,8800000000,9913800000,14570000000,7235100000,7335100000
11370000000,4320000000,7050000000,9941500000,3943200000,5998300000,9388800000,3620900000,5767900000
88602000,50291000,38311000,93672000,49614000,44058000,59057000,32028000,27030000
1.455E+11,62162000000,83340000000,2.2028E+11,90885000000,1.294E+11,76491000000,32529000000,43961000000
280880000,124280000,156600000,143280000,65511000,77773000,257560000,103480000,154080000
11683000,3354600,8328800,184480000,70701000,113780000,41280000,14917000,26364000
27735000000,13072000000,14663000000,34554000000,18185000000,16369000000,32578000000,15920000000,16658000000
128410000,72159000,56246000,88102000,30173000,57929000,173560000,85839000,87716000
512000000,207530000,304470000,535560000,223930000,311630000,493900000,205660000,288250000
564410000,308360000,256050000,718900000,393510000,325390000,283530000,161130000,122400000
53420000,23863000,29558000,43149000,22980000,20169000,50540000,20670000,29869000
498000000,282430000,215580000,383830000,204590000,179250000,293630000,163600000,130030000
9272600,4900800,4371800,19232000,11731000,7501100,20151000,11508000,8642700
754670000,487260000,267410000,536880000,351080000,185800000,656250000,430300000,225950000
46050000,27771000,18279000,43169000,23057000,20112000,54976000,32338000,22638000
384560000,267530000,117030000,413470000,276990000,136480000,603220000,389880000,213340000
43298000,23487000,19810000,64775000,41003000,23772000,39668000,25876000,13793000
1469000000,660510000,808510000,1765700000,1032500000,733260000,1468900000,800070000,668870000
16452000000,9306800000,7145500000,12320000000,6598500000,5721000000,10207000000,5556500000,4650600000
2317800000,1183100000,1134700000,1775300000,888790000,886560000,1348800000,678840000,669910000
2595800000,1529300000,1066600000,2839200000,1625400000,1213800000,1782600000,1048900000,733670000
56007000,32630000,23376000,28337000,20523000,7813400,19499000,8309800,11189000
67623000,35162000,32461000,56246000,27678000,28567000,44470000,21875000,22595000
0,0,0,38925000,31199000,7726200,10241000,6183000,4057900
273490000,168380000,105110000,271310000,168570000,102740000,292480000,206320000,86156000
127550000,12809000,114740000,0,0,0,211790000,15695000,196090000
23289000,9387300,13901000,22582000,11872000,10710000,77646000,41010000,36637000
343310000,171530000,171770000,378160000,189840000,188320000,250620000,120980000,129640000
136470000,67322000,69146000,60699000,36434000,24264000,21593000,12658000,8935600
148510000,56488000,92018000,310450000,92232000,218220000,135690000,74377000,61312000
2369900000,1287700000,1082300000,1835400000,1014800000,820620000,1917900000,1092000000,825890000
15221000,7507500,7713600,5158400,2118400,3040000,0,0,0
38982000,17638000,21344000,31904000,12027000,19877000,40033000,17904000,22130000
137460000,68795000,68661000,3045600000,2878300000,167240000,260270000,165470000,94802000
5729400000,3164900000,2564400000,6100700000,3581200000,2519500000,3906600000,2280800000,1625900000
209660000,111770000,97891000,304900000,149490000,155410000,281070000,198770000,82302000
0,0,0,30372000,19512000,10860000,33552000,21423000,12129000
20968000,15695000,5273100,54762000,43912000,10850000,57871000,40237000,17634000
5652900000,3631700000,2021200000,3697700000,2188800000,1508800000,4062700000,2440600000,1622100000
36755000,25515000,11240000,97425000,62696000,34729000,46673000,35181000,11492000
1689400000,1065300000,624130000,1389300000,858990000,530270000,687790000,420500000,267290000
1581100000,941030000,640050000,1651100000,929330000,721810000,1321900000,765600000,556320000
893040000,524160000,368870000,966530000,543830000,422700000,797630000,456240000,341390000
0,0,0,23699000,18025000,5673800,1535400,1195500,339900
35541000,23243000,12298000,41753000,28231000,13522000,83349000,50408000,32941000
145300000,100240000,45052000,127300000,82134000,45163000,11237000,7986900,3250300
1682700000,813320000,869350000,1997500000,960480000,1037100000,2380900000,1179400000,1201400000
40701000,26574000,14127000,0,0,0,22472000,15053000,7418600
5315200,3591300,1723900,0,0,0,4909000,3232100,1676900
29210000,19256000,9954100,7612900,5404900,2208000,0,0,0
48811000,39586000,9225100,36942000,28038000,8904100,0,0,0
110910000,53711000,57198000,71482000,29411000,42071000,117250000,71694000,45556000
682620000,458210000,224410000,692640000,484060000,208570000,430620000,288880000,141740000
3879500000,2502600000,1376900000,3617700000,2257200000,1360500000,2299500000,1378200000,921210000
2194900000,1058100000,1136700000,2194100000,982530000,1211600000,1861400000,720310000,1141100000
26042000,8108100,17934000,25540000,13316000,12224000,22613000,5607600,17005000
90640000,42670000,47969000,99602000,70210000,29392000,0,0,0
63800000,41865000,21935000,18707000,12738000,5969200,96889000,75339000,21549000
356010000,54007000,302000000,52815000,41124000,11691000,77104000,66469000,10634000
861890000,661270000,200630000,1108500000,844900000,263590000,8346000000,6223100000,2122900000
11834000,8072500,3761700,14394000,8687600,5706600,0,0,0
0,0,0,27719000,19667000,8051800,9919000,7473100,2445900
98398000,56235000,42163000,76921000,39146000,37775000,12607000,6420800,6186300
10653000,7147200,3505800,8012700,5278400,2734300,5744200,2865900,2878400
674270000,428080000,246190000,706840000,464280000,242560000,783690000,528290000,255400000
7490300,7490300,0,92489000,74205000,18284000,0,0,0
115570000,79466000,36100000,231540000,106410000,125130000,50204000,30532000,19671000
0,0,0,87687000,30056000,57631000,70145000,46645000,23501000
8956200000,2578300000,6377900000,9826200000,2799000000,7027200000,11300000000,3040000000,8259500000
31751000,22064000,9687000,42344000,27690000,14654000,72491000,47858000,24633000
0,0,0,0,0,0,20341000,12326000,8015100
62426000,45899000,16527000,25798000,14934000,10864000,26965000,19876000,7088900
595960000,157480000,438480000,37606000,27519000,10087000,103280000,65285000,37995000
709420000,463040000,246380000,580710000,406350000,174360000,395820000,268310000,127510000
329010000,220420000,108600000,418960000,261500000,157460000,628720000,428010000,200710000
20910000,12282000,8627800,27732000,17569000,10163000,15077000,9502900,5574200
31626000,22453000,9172500,55569000,30098000,25471000,89754000,56821000,32933000
110340000,61162000,49178000,99048000,57675000,41373000,69442000,35314000,34127000
162850000,129740000,33110000,149780000,145200000,4575700,66635000,58166000,8469000
88156000,87718000,437130,74625000,74175000,449450,11877000,11718000,158730
49796000000,25691000000,24105000000,56458000000,28867000000,27591000000,57086000000,29726000000,27360000000
1624000000,826970000,796980000,1756900000,900560000,856360000,1523200000,795060000,728120000
140650000,66592000,74059000,0,0,0,42691000,26845000,15846000
76494000,41494000,35000000,56841000,39073000,17768000,0,0,0
291850000,174020000,117830000,121100000,52351000,68748000,120670000,72485000,48181000
84360000,57635000,26725000,78211000,52585000,25626000,40293000,26480000,13813000
390350000,265630000,124720000,458140000,306690000,151440000,398450000,255180000,143280000
5326400000,3438000000,1888400000,4954000000,3088000000,1866000000,5105400000,3144900000,1960500000
121070000,74796000,46276000,184920000,122080000,62831000,96579000,65247000,31332000
329220000,239300000,89925000,441050000,276540000,164510000,375410000,255520000,119890000
145200000,76971000,68225000,159030000,79117000,79914000,123610000,78181000,45431000
113110000,84026000,29079000,127700000,84091000,43606000,170180000,120990000,49190000
34158000,22877000,11281000,7749100,3224900,4524200,0,0,0
27663000,17628000,10035000,32001000,20636000,11365000,36170000,26535000,9634400
1609600000,1056100000,553440000,1578000000,1050200000,527730000,1422700000,940980000,481730000
14854000,11620000,3233500,7733400,7733400,0,4019100,3178700,840340
65057000,32302000,32756000,48682000,26225000,22457000,43892000,25998000,17894000
46740000,27868000,18872000,17804000,8677500,9126400,25550000,12929000,12621000
41342000,25010000,16332000,60716000,50642000,10074000,91371000,56482000,34889000
599610000,413630000,185980000,541950000,355940000,186010000,682430000,541370000,141070000
39091000,18609000,20482000,0,0,0,39550000,25253000,14297000
933570000,659950000,273610000,1214100000,804120000,409970000,1250600000,876960000,373590000
68743000,45865000,22878000,90714000,54212000,36502000,64590000,41165000,23425000
183120000,103610000,79513000,92473000,56689000,35784000,55841000,25138000,30703000
75508000,41407000,34101000,75720000,19440000,56280000,14496000,8337200,6158800
2178500000,1010600000,1167900000,2130400000,972400000,1158000000,1146400000,501370000,644990000
1640400000,783450000,856900000,2247500000,975940000,1271500000,1779400000,807580000,971850000
2225500000,1049400000,1176100000,1970900000,907530000,1063400000,2977000000,1141400000,1835700000
595030000,255810000,339220000,1009900000,480140000,529740000,836570000,407940000,428630000
1124000000,557760000,566250000,1191800000,569910000,621920000,938570000,461890000,476680000
1429400000,682730000,746670000,2016200000,780070000,1236100000,1681500000,604340000,1077200000
9021300000,3864000000,5157300000,9864700000,4365100000,5499600000,10601000000,4666700000,5934700000
258080000,68554000,189530000,901500000,322540000,578960000,611020000,245650000,365360000
1953900000,900910000,1052900000,1283400000,587020000,696380000,1989700000,866970000,1122700000
3903900000,1487200000,2416800000,4101600000,1719600000,2382000000,3069600000,1309600000,1760100000
0,0,0,90484000,53224000,37260000,93487000,56931000,36556000
0,0,0,7674200,4354700,3319400,8448600,4961300,3487200
1670300000,905720000,764540000,2281400000,1217900000,1063600000,1652400000,876300000,776130000
1133300000,683490000,449860000,749070000,490580000,258490000,749140000,445120000,304020000
56586000,39921000,16666000,28493000,18809000,9684900,10373000,7279700,3093000
0,0,0,14674000,9039600,5634300,75983000,60297000,15686000
0,0,0,14722000,10131000,4590800,8105000,5399700,2705300
55508000,32505000,23002000,0,0,0,42822000,23090000,19732000
197820000,106690000,91125000,303940000,187150000,116790000,246680000,117220000,129470000
41450000,31021000,10429000,28132000,14843000,13289000,0,0,0
0,0,0,46722000,31047000,15674000,41018000,28988000,12030000
17954000,9362500,8592000,53641000,26759000,26883000,45568000,28022000,17546000
26284000,18094000,8190200,106400000,71804000,34593000,36335000,19021000,17314000
0,0,0,33364000,14818000,18546000,23671000,7067100,16604000
455640000,300550000,155090000,480490000,274760000,205720000,331080000,221120000,109960000
617670000,342650000,275020000,566370000,329710000,236660000,573960000,316660000,257300000
566780000,300970000,265810000,573140000,290180000,282960000,321790000,160430000,161360000
456810000,230010000,226800000,706540000,348130000,358410000,466320000,239590000,226740000
361420000,240730000,120690000,363200000,241800000,121400000,335000000,204360000,130640000
84943000,25492000,59451000,284300000,108770000,175530000,339860000,122180000,217680000
588270000,391090000,197180000,427110000,284020000,143090000,354590000,267090000,87495000
1512500000,1071300000,441220000,2263200000,1574500000,688610000,1774400000,1169300000,605110000
2467900000,1627900000,840010000,1946700000,1267800000,678890000,3026700000,1955900000,1070800000
545290000,283640000,261650000,431700000,223400000,208300000,624600000,330590000,294010000
220490000,125860000,94634000,148520000,99516000,49007000,211110000,145830000,65274000
24472000000,15451000000,9021000000,23672000000,14874000000,8798600000,23801000000,14774000000,9026500000
5634600000,3657000000,1977600000,4723000000,2901300000,1821600000,3984800000,2441300000,1543500000
18281000000,9906900000,8374200000,33700000000,18469000000,15231000000,26405000000,14340000000,12066000000
2588300000,1828600000,759770000,2868200000,2070500000,797710000,1584500000,1140800000,443690000
112050000,57038000,55012000,95658000,42280000,53378000,127570000,53971000,73604000
1043200000,716230000,326950000,750570000,514160000,236420000,1173800000,826150000,347650000
34495000,18439000,16057000,309440000,201840000,107600000,301420000,185350000,116080000
261350000,179780000,81570000,106970000,70738000,36231000,238470000,122580000,115890000
182550000,127820000,54725000,255560000,176410000,79150000,304900000,167030000,137870000
17073000,10632000,6441400,17522000,10549000,6973200,17801000,11241000,6560000
67745000,40813000,26932000,182090000,91228000,90860000,203980000,102100000,101880000
1109800000,602490000,507320000,1033600000,543490000,490110000,505770000,265640000,240130000
53626000,53626000,0,152840000,143730000,9110400,74650000,63431000,11220000
144500000,97487000,47016000,50893000,32310000,18584000,72518000,49635000,22883000
38603000000,23199000000,15404000000,36981000000,21471000000,15510000000,36043000000,20779000000,15263000000
7828900000,4650700000,3178100000,8019900000,4715800000,3304100000,6674800000,3981400000,2693300000
1114200000,710820000,403340000,1247100000,812950000,434100000,1258600000,778890000,479760000
92811000,66438000,26373000,213310000,143780000,69533000,159820000,109990000,49829000
38721000,27637000,11084000,27431000,21477000,5953700,10091000,7502400,2589100
415530000,273140000,142390000,229390000,147110000,82281000,124920000,84570000,40347000
243030000,115900000,127130000,182570000,106200000,76368000,268980000,149660000,119320000
50453000,36243000,14209000,81292000,57657000,23636000,106460000,74655000,31810000
505030000,337480000,167560000,611040000,401030000,210010000,271990000,178800000,93192000
2623900000,1694300000,929630000,2821500000,1809400000,1012100000,2102600000,1333900000,768730000
193980000,160100000,33881000,117510000,80299000,37207000,139740000,106050000,33685000
1387600000,1116600000,271000000,1098000000,850450000,247560000,1455200000,1103800000,351450000
1144300000,747970000,396320000,1186000000,761870000,424150000,842120000,540700000,301420000
7434800000,1957100000,5477600000,6890500000,1830400000,5060100000,8016000000,2171700000,5844300000
1687900000,390890000,1297100000,1724700000,464750000,1259900000,1910100000,474130000,1436000000
2.0083E+11,94275000000,1.0656E+11,2.1954E+11,1.0389E+11,1.1565E+11,1.5752E+11,74755000000,82763000000
83663000,47942000,35721000,61508000,33500000,28008000,49091000,31072000,18019000
12423000000,9039700000,3382900000,12774000000,9037000000,3737300000,10341000000,7484400000,2856900000
220070000,158810000,61268000,193400000,140290000,53111000,143130000,93531000,49598000
275160000,185650000,89507000,130090000,90830000,39262000,151330000,87458000,63870000
767360000,546450000,220910000,473280000,331120000,142160000,625030000,441070000,183960000
3815800000,2315300000,1500500000,2736000000,1621800000,1114200000,3844100000,1775900000,2068200000
356290000,248110000,108170000,419490000,298700000,120790000,168570000,113360000,55210000
243220000,154070000,89154000,75480000,51147000,24333000,218820000,145010000,73808000
178710000,117330000,61376000,52527000,36831000,15696000,42064000,26624000,15439000
1332500000,735340000,597130000,1297500000,757240000,540230000,1088500000,633410000,455070000
35720000,18047000,17672000,23695000,12858000,10837000,37358000,21468000,15890000
125700000,71468000,54234000,154910000,95283000,59628000,130630000,84055000,46578000
406140000,229440000,176710000,397240000,231430000,165810000,393620000,221090000,172520000
204970000,128960000,76009000,217720000,144810000,72913000,202580000,141790000,60798000
1523400000,809340000,714050000,1485300000,742730000,742530000,1128200000,614920000,513270000
917440000,555260000,362170000,847420000,458750000,388680000,804970000,469720000,335250000
0,0,0,14420000,9908100,4511600,24169000,18293000,5876000
664460000,455530000,208930000,575620000,403390000,172230000,466750000,322070000,144690000
18652000,14385000,4266500,32422000,16458000,15964000,11288000,8300600,2987600
80586000,32955000,47632000,38124000,17215000,20909000,121630000,44796000,76833000
194590000,63958000,130630000,0,0,0,40301000,18910000,21391000
548090000,297970000,250120000,495520000,255630000,239890000,509350000,258850000,250500000
53990000,31137000,22853000,114090000,57427000,56660000,60266000,40798000,19468000
1690600000,966940000,723630000,2155700000,1240700000,914990000,1658700000,974190000,684470000
1895000000,1099600000,795400000,2238000000,1314500000,923540000,1921700000,1136700000,785040000
1561000000,1086600000,474440000,2057200000,1427500000,629700000,1379200000,949010000,430230000
90784000,72217000,18567000,25605000,17150000,8455800,36100000,25259000,10841000
26417000,16604000,9812900,31268000,22956000,8312100,50361000,40022000,10338000
30152000,17187000,12965000,35406000,15332000,20074000,28979000,14915000,14064000
82448000,67236000,15212000,8549900,5704400,2845500,9572400,6116300,3456100
27514000000,15285000000,12229000000,25299000000,14045000000,11254000000,25782000000,14479000000,11303000000
1184400000,769420000,414970000,1390300000,874970000,515340000,978970000,625250000,353730000
276130000,182610000,93517000,227740000,152540000,75198000,1082600000,249580000,833040000
53033000,43568000,9465600,230770000,123520000,107250000,198710000,136870000,61836000
258180000,175180000,82996000,340820000,191330000,149490000,143570000,70721000,72851000
31112000,14476000,16636000,33652000,22874000,10778000,26946000,16794000,10151000
111790000,75883000,35910000,155560000,108260000,47299000,87568000,59805000,27764000
1328300000,866050000,462240000,1252900000,817260000,435680000,1101300000,755020000,346300000
10886000,8900400,1985100,25516000,22168000,3347300,9902800,7554000,2348800
249820000,160910000,88903000,314240000,211760000,102480000,235340000,115560000,119780000
420040000,172940000,247100000,334480000,207980000,126500000,228570000,150920000,77650000
0,0,0,27964000,5459600,22505000,48154000,22065000,26089000
84849000,56705000,28144000,95575000,69710000,25864000,20591000,15155000,5435800
326120000,247480000,78641000,118500000,84507000,33991000,241020000,172950000,68065000
279410000,222660000,56748000,127520000,97814000,29705000,323210000,235250000,87954000
267320000,90224000,177100000,309800000,115150000,194640000,310640000,166450000,144190000
127980000,90627000,37348000,182420000,140880000,41535000,140850000,99797000,41051000
643580000,198700000,444880000,442560000,140140000,302420000,494800000,181240000,313560000
204860000,133860000,70994000,199460000,142790000,56673000,226430000,160650000,65776000
22101000,14656000,7445300,22579000,18639000,3939400,105700000,80640000,25062000
46229000,24930000,21299000,12184000,7174900,5009300,37421000,24462000,12958000
51352000,47936000,3416900,68077000,64760000,3316500,66157000,60952000,5204400
33423000000,17662000000,15761000000,35264000000,19156000000,16108000000,30040000000,15981000000,14059000000
2240400000,1059900000,1180500000,2761100000,1354500000,1406700000,2362800000,1179400000,1183300000
34887000,28666000,6220500,50488000,38080000,12408000,0,0,0
46421000000,26466000000,19955000000,46800000000,26443000000,20357000000,44695000000,25441000000,19254000000
0,0,0,133130000,83053000,50074000,103820000,57607000,46212000
66132000,39423000,26709000,54524000,27106000,27417000,75190000,40823000,34367000
3376900000,3129000000,247860000,1703400000,1538500000,164850000,1857100000,1628400000,228720000
15252000000,10614000000,4638200000,17282000000,12005000000,5276400000,13835000000,9632100000,4203000000
9890500,7353100,2537400,192610000,100120000,92482000,76822000,35518000,41303000
101310000,75333000,25980000,76634000,34150000,42485000,39999000,22313000,17686000
3823000000,2389300000,1433700000,3630700000,2206200000,1424400000,2975100000,1954200000,1020900000
31989000000,22485000000,9504800000,36564000000,25229000000,11335000000,29867000000,20752000000,9114600000
853190000,408860000,444330000,832400000,362610000,469790000,722510000,332470000,390050000
1546300000,1214100000,332150000,1696300000,1333600000,362690000,1258800000,1114000000,144780000
902360000,886300000,16057000,504760000,480450000,24307000,630390000,620490000,9901300
2438800000,313780000,2125000000,351110000,292330000,58780000,395080000,331310000,63767000
47490000,20594000,26897000,67550000,43016000,24534000,101230000,60281000,40944000
740370000,662870000,77492000,971350000,879790000,91557000,567380000,478210000,89170000
687120000,300070000,387060000,593170000,321120000,272060000,609780000,293540000,316240000
4101000000,2624500000,1476500000,3944700000,2522200000,1422500000,2934100000,1845000000,1089000000
37045000,6308800,30736000,43062000,7106100,35956000,33687000,8103600,25583000
13330000,6214700,7115400,22291000,16626000,5664800,5389700,3490100,1899600
79620000,53491000,26129000,28941000,18738000,10203000,23110000,16182000,6928200
174010000,127830000,46182000,79823000,46835000,32988000,253710000,206420000,47293000
44282000,31058000,13224000,27362000,19455000,7907000,78422000,46554000,31869000
9496800,5020100,4476700,38416000,25615000,12801000,0,0,0
215670000,143120000,72546000,269460000,173710000,95751000,243500000,150800000,92696000
4332100000,2719000000,1613100000,5462900000,3600400000,1862500000,1941100000,1310500000,630640000
182370000,116800000,65569000,158780000,102000000,56784000,122110000,79079000,43027000
8554800000,5859500000,2695300000,8585800000,5923700000,2662100000,8212900000,5778100000,2434800000
5271000000,3627700000,1643300000,3975300000,2744900000,1230400000,4385000000,3055300000,1329700000
3580000000,2287100000,1292900000,3295300000,2221600000,1073800000,3014900000,2073200000,941680000
563430000,363210000,200220000,699290000,443550000,255740000,995250000,616370000,378890000
2418800000,1556400000,862430000,3517900000,2277200000,1240700000,2706400000,1755700000,950630000
652260000,417020000,235240000,1135200000,714740000,420430000,706370000,444990000,261380000
787580000,489130000,298440000,677690000,442270000,235420000,948270000,524590000,423680000
1183500000,575060000,608460000,1150900000,711340000,439530000,957650000,561310000,396330000
1134700000,608930000,525740000,930830000,545180000,385650000,1127900000,532320000,595550000
371410000,199280000,172130000,392560000,187350000,205210000,319340000,169070000,150270000
1134800000,682260000,452540000,1120700000,652140000,468610000,451670000,287470000,164200000
9208000,5084100,4124000,79262000,49398000,29864000,34017000,23164000,10853000
240870000,135520000,105340000,180000000,106830000,73168000,148680000,81931000,66747000
522400000,314510000,207890000,563360000,362910000,200450000,339750000,196320000,143430000
287560000,196940000,90621000,421230000,285860000,135370000,148720000,88617000,60105000
484930000,294260000,190670000,508700000,186070000,322630000,196780000,116820000,79969000
72712000,42042000,30670000,200020000,118780000,81244000,145300000,85247000,60057000
174400000,111760000,62636000,130870000,84459000,46413000,115120000,67682000,47434000
663430000,424560000,238870000,492170000,307830000,184350000,470280000,305970000,164310000
388310000,348610000,39709000,535680000,478730000,56952000,430260000,374520000,55738000
1310200000,783420000,526750000,1342200000,774060000,568140000,936280000,534950000,401320000
2274800000,1385200000,889580000,2963200000,1812100000,1151100000,3424000000,2050600000,1373400000
2470400000,1500700000,969700000,2912800000,1793900000,1118900000,2663500000,1773900000,889670000
