Intensity,Intensity L,Intensity H
20675000,11505000,9169700
11557000,6107200,5450100
41839000,20737000,21101000
40096000,22494000,17602000
11552000,7521300,4030900
17334000,6055300,11279000
9775800,6617500,3158300
52054000,30209000,21845000
69342000,38241000,31102000
58812000,37063000,21749000
9540800,5368600,4172200
129890000,73329000,56566000
17369000,9079600,8289300
13562000,8553100,5009000
73997000,42938000,31059000
4086000,2125000,1961100
38432000,21646000,16786000
31983000,18578000,13405000
5269500,2348400,2921100
91803000,53855000,37948000
35997000,20284000,15713000
13542000,7855500,5686600
17575000,10153000,7421800
419240000,238940000,180300000
43799000,26936000,16863000
4867300,2011700,2855600
59369000,34251000,25118000
20221000,11307000,8913700
28291000,20391000,7900400
20772000,14867000,5905900
4346400,1860600,2485800
12099000,6812300,5286600
22811000,14948000,7863200
26860000,11441000,15419000
37777000,30626000,7151100
168500000,127480000,41022000
18780000,9129700,9650200
46505000,25517000,20987000
13358000,6430700,6927800
10374000,4368800,6004900
19918000,9203200,10714000
9061400,3980200,5081200
15403000,7392700,8010300
21379000,7807200,13572000
10333000,5310100,5022800
22558000,16423000,6134800
12275000,4266800,8007800
13171000,6285300,6885500
13642000,6367300,7274200
10549000,4950500,5598400
22457000,11517000,10940000
12229000,6528600,5700200
27729000,14420000,13309000
9611300,4723400,4887900
9514100,7718900,1795200
5112600,3704200,1408400
4927400,3820300,1107100
37980000,24492000,13487000
16139000,13389000,2749600
8470200,7499500,970740
12889000,7880100,5009200
165690000,91760000,73935000
4867000,2978700,1888300
167410000,91312000,76100000
25575000,16141000,9433400
20443000,9456900,10986000
86798000,49099000,37699000
17534000,8177100,9356800
11824000,4929700,6893900
56487000,30321000,26166000
6193900,2413400,3780500
5128000,3455600,1672400
314740000,181830000,132910000
5686900,2396800,3290100
11692000,6921900,4770500
21637000,12399000,9238000
15157000,8499100,6657700
81263000,46188000,35075000
4643900,2520200,2123700
15119000,8219100,6900300
6729300,3806600,2922700
2305700,1234300,1071400
28164000,14322000,13842000
102910000,55136000,47776000
54030000,31029000,23001000
53161000,27940000,25220000
9609000,4828500,4780600
12087000,5085800,7001600
6864100,4376800,2487300
36727000,20485000,16243000
110920000,61594000,49326000
8405300,4446300,3959000
29987000,16915000,13072000
124830000,68215000,56612000
48219000,28703000,19516000
13354000,5399600,7954100
31418000,18251000,13168000
8459000,4990100,3468900
8414500,5642100,2772400
5713000,2579600,3133400
11892000,7069800,4822400
21652000,11939000,9713000
7321200,3942400,3378800
9317300,5032100,4285300
11098000,7609700,3487900
8674900,3908100,4766900
13895000,10168000,3726600
12587000,9026600,3560600
4608800,3623200,985640
8880800,6267300,2613500
8319300,6561900,1757400
34375000,22030000,12345000
6540500,4056700,2483800
30757000,20323000,10434000
11874000,7816700,4057800
10690000,6444900,4245400
11365000,7113300,4251500
25295000,15069000,10226000
15820000,9908200,5911400
24518000,15814000,8704200
26595000,16298000,10297000
2531400,1534700,996720
13731000,8116200,5614600
8783900,5870000,2913900
18240000,7521200,10719000
29813000,17205000,12608000
9119900,4561500,4558400
13365000,8550700,4814300
8918200,6474600,2443700
8778300,4763900,4014400
14816000,8260800,6555600
8597100,5787400,2809700
11459000,2680200,8778500
45534000,39685000,5849000
10351000,4516000,5835100
28480000,5148700,23331000
7252100,6617400,634670
4758300,1365100,3393200
7567400,1558900,6008500
9654100,1671600,7982600
8178200,7598300,579870
82227000,19227000,6.30E+07
6425200,940940,5484300
9822700,2439400,7383300
30970000,27447000,3522900
49423000,13084000,36339000
8862900,7526300,1336500
7797000,2004600,5792400
9671700,7049100,2622600
3992000,2853100,1138900
9746500,6966300,2780200
9304500,5869800,3434700
16106000,11318000,4788100
4529100,3580600,948550
9603300,4365500,5237800
22227000,11649000,10577000
18274000,8463500,9810500
3456100,1893400,1562700
13378000,8614600,4763200
20084000,11945000,8139000
16458000,6871100,9586600
3300800,1405200,1895600
20916000,8181800,12734000
12598000,6188700,6409300
4543500,2020800,2522700
4519300,1180600,3338700
21598000,8953500,12644000
16722000,6199000,10523000
13296000,5315100,7980800
7233700,3243600,3990100
5077200,3126100,1951100
7051900,4395300,2656700
37311000,26408000,10903000
50170000,35368000,14802000
132150000,93723000,38425000
4092900,1829900,2263100
6157400,2735200,3422300
4265000,2347200,1917800
10363000,7285800,3077000
48594000,30653000,17941000
7806900,4854600,2952200
62409000,43236000,19173000
8824400,4871600,3952800
10454000,5622900,4831500
23188000,16151000,7037200
19023000,12861000,6161800
78046000,41352000,36694000
213380000,145470000,67910000
4095300,2011000,2084300
36662000,25284000,11378000
15760000,8699300,7060800
37025000,23807000,13219000
6225400,4258500,1966800
12986000,7516800,5468900
58935000,33429000,25506000
5015100,1938800,3076300
65824000,39630000,26194000
60952000,41300000,19652000
10978000,5611400,5366700
5286400,1670300,3616100
11276000,6388100,4888400
37123000,15320000,21803000
15116000,7953700,7162000
5747900,4046900,1701000
15088000,10636000,4452200
14848000,7195600,7652300
19088000,14985000,4102200
9309100,6341900,2967200
5226000,2856700,2369400
7542800,5193100,2349700
27164000,14413000,12751000
12368000,9636300,2731600
52461000,27433000,25028000
16880000,7741700,9137800
12019000,6111200,5907800
44096000,20453000,23643000
61790000,27421000,34369000
23663000,15855000,7808600
13963000,9975000,3988300
12641000,6469700,6171700
16855000,10885000,5969800
33453000,21451000,12002000
15526000,9864300,5661500
5508600,3919000,1589600
37688000,22254000,15434000
9548300,6220400,3327900
28322000,16373000,11949000
12884000,9296100,3587600
6798600,3671800,3126800
12738000,8263500,4474000
11957000,8868800,3088100
31838000,22508000,9330600
27152000,16150000,11002000
2160900,1155700,1005100
14067000,7408100,6659000
14421000,9626900,4794200
20518000,13251000,7267000
45302000,29556000,15745000
12247000,8774300,3472700
27069000,16758000,10312000
5612700,3185800,2426900
22902000,15549000,7352900
33056000,19841000,13215000
18922000,13591000,5330900
17733000,11706000,6026800
9221600,5099100,4122500
37914000,24632000,13281000
20086000,11708000,8378100
35546000,21481000,14065000
129510000,83537000,45971000
24023000,16719000,7303800
30808000,23463000,7345000
32346000,22054000,10293000
6156300,3243000,2913300
13529000,9734800,3793700
10358000,6858100,3500400
21509000,15227000,6282200
11166000,7749500,3417000
26635000,18608000,8026400
8011200,5047800,2963400
14901000,11148000,3753600
23417000,17288000,6128900
158470000,113180000,45291000
8304800,6365900,1938900
13563000,9324300,4238400
75634000,54774000,20859000
14948000,10816000,4132100
9435700,6422200,3013500
33207000,23728000,9479200
38632000,24783000,13850000
14209000,8470600,5738700
4477200,3125300,1351900
18179000,11987000,6192000
23506000,15692000,7814100
17393000,13287000,4106300
7000600,4477900,2522700
32607000,24146000,8461900
33233000,24213000,9020400
35411000,23463000,11948000
93488000,62609000,30880000
27522000,18514000,9008600
45664000,31624000,14040000
13713000,8409900,5303500
11480000,6244200,5235600
7445100,5538900,1906100
9567400,6253900,3313500
14127000,8511000,5616000
18269000,12773000,5496000
10757000,7298100,3458800
20937000,13479000,7458300
8564700,6447400,2117200
5205500,3633900,1571700
22235000,14474000,7760600
4639100,3047300,1591800
14588000,10641000,3947400
33117000,20282000,12835000
4152200,1943500,2208800
90039000,66541000,23498000
16488000,11110000,5378300
6088800,4545700,1543100
274510000,186100000,88410000
14413000,8258000,6154600
12920000,6345600,6574700
6156700,4775000,1381700
2849100,1765900,1083200
13573000,7802600,5770000
2657500,1389300,1268200
9343400,5801700,3541700
21530000,15899000,5631000
4327200,2825200,1502000
13944000,7155500,6788600
5956000,3797500,2158400
12719000,7379500,5339800
21565000,13246000,8319000
9605900,5927500,3678300
13322000,9179200,4142700
14127000,8226900,5899600
9014900,5721400,3293500
54265000,36682000,17583000
19794000,14072000,5722200
5988900,4256600,1732300
7783900,4421200,3362600
13018000,8577200,4441200
12426000,8056500,4369300
25021000,16401000,8620000
37488000,24735000,12752000
108640000,76720000,31925000
17092000,11480000,5611800
14370000,8734800,5635600
21476000,12698000,8777900
11757000,5923800,5832700
20499000,14527000,5972000
19093000,13091000,6002100
7088400,5120900,1967500
11224000,7166100,4057700
7039400,4013300,3026000
18333000,15159000,3174400
8911600,5637800,3273800
40101000,32574000,7527000
9362300,6373300,2989000
17045000,13497000,3548400
25716000,20096000,5619900
16184000,11762000,4422700
25100000,19716000,5384100
12322000,9482600,2839900
22158000,16016000,6141200
22383000,17750000,4633100
12007000,8938500,3068300
10641000,8772100,1868400
18031000,14251000,3780100
5476000,4940100,535930
36306000,29420000,6886300
12051000,9584700,2466800
10530000,7923500,2606700
57338000,46455000,10883000
6340600,4767000,1573600
4673300,3656500,1016700
11989000,10602000,1386900
66447000,52631000,13816000
47129000,28689000,18440000
11363000,7915900,3447500
8281300,6311400,1969900
2262000,1525700,736280
6280400,4605000,1675400
14899000,10508000,4390900
24937000,18641000,6296200
32898000,25726000,7172300
36815000,30371000,6444200
9308400,2571000,6737500
11153000,4218800,6934600
31215000,12516000,18699000
8501000,3311400,5189500
17301000,5744100,11557000
9701500,3379000,6322600
6888700,2412600,4476100
12094000,4573400,7520100
17717000,6873300,10843000
7561200,2332000,5229200
20287000,6558900,13728000
15196000,3601000,11595000
26447000,9958900,16488000
9744800,5242100,4502600
4859100,1597200,3261900
6098100,1767400,4330600
17746000,9986900,7759200
17754000,6531100,11223000
3905700,1608600,2297100
14859000,6007300,8852100
7705600,3622900,4082800
5319500,3138700,2180800
23616000,12699000,10917000
12939000,5357500,7581400
18345000,12809000,5536800
11770000,6375300,5394800
34415000,17976000,16439000
10485000,5446400,5038600
5243100,3467900,1775200
104180000,52907000,51274000
10378000,4720000,5657800
8257000,4480600,3776400
11999000,6011800,5987700
4639900,1854900,2784900
8775800,4788200,3987600
8714600,4353400,4361300
11770000,6375300,5394800
5529400,2625100,2904300
13154000,6387900,6765600
28707000,15735000,12972000
18062000,8951200,9110700
6637700,2916900,3720800
3976600,1803500,2173000
3732000,1845500,1886600
4647300,2811500,1835800
4329100,1822500,2506600
13121000,3155300,9965400
26210000,8894500,17315000
35306000,14115000,21190000
3531200,1217200,2314000
12501000,5594900,6906100
18045000,13508000,4537100
9121700,6110900,3010800
6736500,5688600,1047800
26793000,20576000,6216900
16357000,11056000,5301900
5400800,3958800,1442100
8911200,5529700,3381500
7322200,5321600,2000600
4932300,4099800,832430
14518000,9870900,4646600
5232100,3579900,1652200
11667000,3662800,8004100
5177400,1941300,3236100
4711500,1303700,3407800
6596600,2533900,4062700
28148000,14892000,13255000
35822000,18373000,17449000
13148000,5364700,7782800
11910000,6717700,5192400
4243600,2802900,1440700
5045700,1955700,3090100
6453900,3295800,3158100
12988000,5879800,7108200
6005700,2664800,3341000
11799000,10248000,1551000
43607000,33979000,9628100
5338500,4343400,995040
21266000,16357000,4908600
23700000,18655000,5045300
4693000,3750500,942530
7959900,5736100,2223800
39064000,29836000,9228300
17421000,12739000,4682500
3056200,2085700,970420
13257000,9896800,3360000
9310900,5674200,3636700
42890000,31150000,11739000
10555000,6240800,4313800
23697000,17036000,6661300
12174000,9785000,2388500
26738000,20768000,5970600
9080400,6438700,2641700
7700600,6249500,1451100
13747000,9310600,4436700
21099000,16970000,4128900
11983000,8408000,3574600
106800000,83801000,22997000
35783000,27870000,7913300
13263000,9201700,4061700
13773000,11310000,2463500
5281900,3968900,1313000
9045400,6675800,2369600
20740000,15098000,5642400
12828000,9807500,3020700
22505000,16995000,5510500
53042000,40907000,12135000
6788900,4309900,2479000
3959200,2923800,1035400
9248600,6966300,2282400
16313000,12795000,3518500
4574400,3729400,844990
28294000,20218000,8075900
53950000,42364000,11585000
12760000,8624700,4135500
10577000,3115200,7461700
39493000,14674000,24819000
12325000,4325900,7999300
35717000,11826000,23891000
16621000,6971800,9649100
39395000,16162000,23233000
23923000,9448600,14474000
30159000,10384000,19774000
7966800,2790200,5176500
18765000,4545400,14220000
3851100,1431200,2419800
20692000,8422900,12270000
18346000,6909900,11436000
25526000,9312700,16213000
11232000,4366500,6865500
37834000,14355000,23479000
11307000,2989200,8317900
6776300,2401900,4374400
21191000,8228300,12963000
13285000,5540100,7744900
11996000,3469400,8526600
94255000,33980000,60274000
10509000,3585400,6923600
4698300,2579300,2119100
7271800,1974900,5296900
5565300,1314700,4250600
8576400,2700200,5876200
7180500,5689500,1491000
7898900,5196800,2702100
11854000,8164100,3689700
6020000,5074900,945180
31011000,23360000,7650500
44855000,36088000,8766800
12906000,9560500,3346000
18543000,14114000,4428800
5628900,4273400,1355500
12033000,10038000,1995500
9225200,7160800,2064500
40688000,31029000,9658400
14844000,11090000,3753500
52856000,41968000,10888000
8331200,6944300,1387000
38708000,30886000,7821700
14681000,10458000,4222600
6524400,5887500,636860
4391000,3344500,1046500
11125000,5504400,5621100
8323900,3693800,4630100
29469000,17109000,12360000
25569000,13357000,12212000
37599000,13769000,23830000
27899000,15303000,12596000
19013000,7303900,11709000
23647000,9414500,14233000
21630000,6721600,14909000
11764000,4264000,7500500
5294900,1756000,3538800
28038000,10355000,17682000
18451000,8209100,10242000
13290000,4917100,8373400
8440700,2303600,6137100
29002000,11537000,17465000
28063000,10421000,17643000
8826200,2543800,6282300
32572000,17711000,14860000
5282000,2950300,2331700
6580400,632390,5948000
42574000,2200500,40373000
17514000,274070,17240000
21097000,519310,20578000
28422000,1135100,27287000
3984900,1356400,2628400
4028800,1370300,2658500
45168000,22837000,22332000
23588000,12968000,10619000
20014000,10046000,9968000
14123000,8113000,6009500
92028000,49599000,42429000
22315000,11616000,10699000
20829000,11015000,9814000
29062000,15516000,13545000
19439000,10882000,8557400
10617000,5248400,5368700
9950800,5598400,4352400
15588000,6320400,9267800
6368100,2766700,3601500
10600000,5468600,5131000
7720800,3545600,4175200
6228400,3638700,2589700
1432500,593950,838560
18063000,10455000,7608500
7938000,3297900,4640200
14079000,9522200,4557200
13969000,7842600,6126300
4865700,1674300,3191300
13252000,5301200,7951100
16554000,6349200,10204000
12275000,5799100,6475500
6019100,1217700,4801300
3532000,1502200,2029900
4703700,1522000,3181600
8237300,4147000,4090300
6597000,3285700,3311200
6019000,2268900,3750100
14136000,6273000,7862700
14437000,5004000,9432800
6650100,3426600,3223500
6193500,2678100,3515400
12450000,7062900,5387400
5385800,3301100,2084600
29741000,20455000,9285400
4767500,3008100,1759400
19676000,13641000,6035200
7840800,4955500,2885300
8925400,7198400,1727000
6213200,3770000,2443200
24491000,11965000,12527000
11843000,5447300,6395800
50450000,28436000,22014000
12057000,5908300,6149100
12405000,8067600,4337100
22797000,14879000,7917800
18309000,11300000,7009200
4254100,3101800,1152300
12306000,6932300,5373500
7318500,4854300,2464200
9148900,6569300,2579600
5720600,4108100,1612400
27022000,18763000,8259200
11742000,7079500,4662400
15945000,8950400,6995000
8766600,5485600,3281000
7911300,5093500,2817800
10012000,5523800,4488600
21078000,9166400,11911000
4568800,1771300,2797500
20616000,13771000,6845200
14425000,11254000,3170800
11104000,7647000,3456800
30740000,21096000,9643400
11041000,7371600,3669500
3764400,2739000,1025400
25750000,17768000,7981800
2246200,1483000,763180
4774300,3722800,1051500
13193000,9038000,4154700
17660000,11666000,5994100
5991000,3569400,2421600
8230700,5519800,2710900
7206000,4533000,2673000
15599000,11066000,4533700
8039300,5456100,2583100
12524000,8938700,3585000
12318000,8000900,4316800
5955600,4268400,1687200
15884000,11393000,4491700
16199000,10315000,5884000
9385400,6084600,3300800
6505000,3973500,2531500
2727100,2178800,548310
6905400,3433600,3471800
16465000,10119000,6346600
21183000,12884000,8299100
6163400,3760100,2403300
13507000,8513500,4993600
12855000,8142700,4712500
22354000,15603000,6751500
5588100,3075700,2512400
7594200,4387900,3206400
10110000,6231000,3878800
12333000,6922700,5410500
14732000,9113600,5618700
29943000,19863000,10080000
22161000,14976000,7185300
39174000,23088000,16086000
5940600,4418400,1522200
40792000,24263000,16530000
6371000,4333500,2037500
44567000,29371000,15196000
14455000,6152300,8302400
19455000,12416000,7039200
16441000,8153900,8287200
25585000,16294000,9290800
23844000,12025000,11819000
8960500,5094900,3865700
26153000,5242900,20910000
4558500,1800200,2758400
4987300,1456000,3531300
12620000,4296700,8322900
7181500,1919000,5262500
9242600,5242600,4.00E+06
5751900,2386500,3365400
8138200,4027500,4110700
10746000,5228600,5517400
10706000,6374700,4331500
3855300,2610300,1245000
14466000,7750700,6715600
15970000,7106000,8863500
13883000,8757000,5126200
9922000,6524500,3397600
1852000,810610,1041400
23927000,4962100,18965000
16640000,1719200,14921000
54583000,9945300,44637000
26265000,4694100,21571000
9111800,1099000,8012900
6772600,1220400,5552200
13945000,5674000,8271300
2822500,1768500,1054000
7591200,4295700,3295500
4261000,852030,3408900
11875000,4053500,7821100
7779500,2079000,5700500
7907800,2776900,5130900
1906500,492040,1414500
4861300,1140700,3720600
14546000,4341100,10205000
2873600,1063000,1810600
18104000,4615000,13489000
8133600,2983200,5150400
78992000,23813000,55179000
15637000,4774000,10863000
16486000,6220400,10266000
16221000,5165000,11056000
4798600,1263700,3534900
8656500,4397100,4259400
19539000,11306000,8233700
7403700,4930000,2473700
9384000,5962300,3421600
12505000,6676100,5829400
9835400,6488900,3346500
9042100,4836400,4205700
18822000,10675000,8147900
16169000,8577000,7592400
3652300,2580500,1071700
12174000,8606700,3567000
43524000,21767000,21757000
4991600,2856400,2135200
6429900,3830900,2599000
7047600,4475900,2571700
6655300,3558600,3096700
28631000,15489000,13142000
8208600,4534400,3674200
17456000,6725300,10731000
7745900,3238200,4507700
13680000,6813300,6866300
20650000,10876000,9774000
16330000,8296700,8033200
15094000,9478900,5615400
2877600,2059700,817880
11991000,8584600,3406400
9046600,3223700,5822900
10952000,4339700,6611900
5520500,2285300,3235200
5015700,3664400,1351300
11735000,10005000,1730400
4629500,3541100,1088300
8003900,6237500,1766400
6494400,3951300,2543000
13300000,9338400,3962000
14432000,10368000,4064500
16551000,11381000,5169500
5154100,2802300,2351900
16837000,6930200,9907100
4431200,1238700,3192500
7155200,3393100,3762100
23651000,9497800,14153000
10726000,4859300,5866800
5737100,2635900,3101200
6493700,2819400,3674300
20979000,9343900,11635000
9085200,3493600,5591600
7588700,2923000,4665700
11750000,5782000,5967600
23731000,10579000,13152000
27314000,13104000,14210000
5869700,2155400,3714300
11079000,3961300,7117500
20020000,7988600,12032000
5383200,2062000,3321200
7793200,3363200,4430000
19201000,5920300,13280000
16260000,7227900,9032400
14130000,7231700,6898600
18448000,7092100,11356000
39484000,17209000,22275000
1471900,387900,1084000
10792000,4482100,6309700
72428000,20402000,52026000
2031000,462050,1569000
9096800,3155700,5941100
3950300,1919800,2030400
7109900,5894500,1215400
16432000,11359000,5073000
7852200,4067900,3784400
26435000,12617000,13818000
14510000,6175400,8334900
12302000,5964400,6337200
16253000,10498000,5755700
2331600,1936800,394720
25471000,18498000,6973800
9846300,4786700,5059700
8479400,5117600,3361700
5994500,4325800,1668700
6017900,4187700,1830200
9992200,6682500,3309700
9257200,6402200,2855000
15141000,11493000,3648100
14301000,8888800,5412400
10149000,4347800,5801000
3893500,2001000,1892500
6052400,1936500,4116000
68417000,32528000,35889000
85555000,45377000,40178000
13717000,6846100,6870500
5809300,2514600,3294800
9682200,4880400,4801700
10188000,5432700,4755300
3050300,1230100,1820100
20729000,5493200,15236000
2804500,908730,1895700
7821400,3392300,4429100
11909000,2717000,9192300
3482900,1251600,2231300
15797000,10101000,5696700
9996900,7978400,2018500
11428000,7894700,3533200
2041600,479420,1562200
6067400,1533200,4534200
18485000,4544400,13941000
6113000,2253700,3859300
3472100,1131900,2340200
2826200,999590,1826600
12486000,4320400,8165200
11459000,3492100,7966600
3712800,1235700,2477000
16736000,11056000,5680300
10077000,7518300,2558700
9664900,6697100,2967800
17585000,10136000,7448800
16529000,9911800,6617100
14181000,9529700,4650900
8743400,5396800,3346700
34274000,23258000,11016000
35598000,19805000,15792000
9971500,5848200,4123300
29085000,19096000,9988500
11130000,5661700,5468300
4726800,2559000,2167800
16763000,6176400,10587000
5161200,2073400,3087800
9478500,5180800,4297700
7712700,3366700,4346000
28853000,14340000,14513000
17863000,8508800,9354100
17935000,10032000,7903400
9329300,4052600,5276600
21226000,9097400,12129000
9450200,4013700,5436600
6385000,2415500,3969500
6111000,3461800,2649200
4040600,1896100,2144500
7949600,6128000,1821500
14054000,8997100,5056400
9044100,4809100,4234900
10888000,6113700,4774600
29068000,14096000,14971000
12620000,4989900,7630600
8906600,4666300,4240300
9932900,4746300,5186600
14625000,4956400,9669000
5937200,2053400,3883800
15806000,6132500,9673800
12191000,4877800,7313500
23920000,9919700,14001000
30989000,17355000,13634000
16936000,8262600,8673600
8669800,4215600,4454200
26133000,11840000,14293000
40262000,28544000,11719000
16233000,7506200,8726800
20298000,11596000,8701800
16923000,11439000,5484100
14313000,10635000,3677800
25392000,15928000,9463700
27361000,17252000,10109000
9520300,4890700,4629600
7108500,3040800,4067700
15338000,7451600,7886200
26177000,13522000,12656000
21916000,10881000,11035000
11645000,4178300,7467000
13836000,6921500,6914500
16838000,7998900,8838800
5356700,2207600,3149100
4790500,1889100,2901300
27562000,10249000,17313000
21954000,16645000,5309700
54689000,44854000,9835300
4056900,2384100,1672800
7976700,4123100,3853600
4889500,2526000,2363500
43842000,24963000,18878000
8990600,6223600,2767000
10550000,6163000,4386500
6921900,3839100,3082800
7422900,3825000,3597900
18927000,9467800,9459500
15467000,7029300,8437500
3594400,1874700,1719700
7942600,3985000,3957600
20452000,15090000,5362000
15451000,13787000,1664000
16958000,15551000,1407000
7479000,6476900,1002200
29794000,25446000,4347900
9478000,8689900,788080
17559000,15333000,2226500
10343000,9191800,1151100
7375000,6338100,1036900
10769000,9973700,795090
9694400,3519900,6174400
7467500,2525100,4942500
40879000,39049000,1830100
8437100,6663100,1774000
2499600,1777700,721960
36126000,33760000,2366600
38527000,35704000,2822400
24190000,21632000,2558700
35157000,30996000,4161000
17182000,15975000,1206200
19358000,17648000,1709700
9898600,9152600,745950
3407100,2067800,1339300
11277000,10921000,355570
27669000,24896000,2772500
14536000,13467000,1069000
9376600,8414000,962580
101860000,95170000,6685700
8385800,8137100,248680
21265000,18362000,2902900
19724000,18084000,1640200
27653000,26063000,1590100
11116000,9810700,1305600
15009000,13690000,1319500
14829000,12329000,2500300
10647000,8746300,1900300
44378000,41438000,2939400
7088200,1826400,5261800
13428000,4589800,8838600
21911000,4703500,17208000
5829000,2099100,3729900
12372000,3186200,9186200
12901000,6827900,6073000
48275000,15600000,32674000
8808600,6853900,1954700
8673700,4544000,4129700
69220000,38792000,30428000
10562000,5307600,5254800
92571000,47708000,44863000
8655700,4745300,3910400
36452000,19902000,16550000
25791000,14382000,11409000
64979000,36459000,28520000
16371000,8420800,7950200
3992600,1764200,2228400
13734000,6777400,6956800
52713000,27574000,25139000
13531000,6661200,6870100
5419600,2370200,3049500
48467000,24462000,24005000
13334000,7355700,5978100
6728400,3219500,3508900
6186000,2395400,3790700
4236200,2489100,1747100
10188000,4866500,5321400
8997300,4724000,4273300
30101000,19203000,10898000
8533200,4498200,4035000
7665800,3582700,4083100
17790000,9375000,8415000
29776000,15612000,14164000
6920500,3706000,3214600
2468600,2052600,416060
10102000,5762800,4338800
9415500,4311100,5104500
10253000,6884800,3368300
19893000,10545000,9347500
25130000,12628000,12502000
30673000,15477000,15196000
43633000,19693000,23940000
14015000,6345800,7669100
12961000,6605800,6354900
10924000,4709600,6214400
9068100,4273000,4795000
19621000,9876800,9744400
68067000,35098000,32969000
10799000,6185500,4613200
14849000,7409400,7439300
7435100,4241200,3193900
9184600,3675500,5509200
4768600,3014600,1754000
5067300,774600,4292800
3471300,897160,2574200
27002000,2791200,24211000
22911000,5937100,16974000
7274500,3735500,3539000
5162900,3245100,1917800
5577500,2808300,2769200
20404000,7636900,12767000
23570000,9461500,14108000
6479800,2764000,3715800
27276000,12497000,14779000
57053000,27970000,29083000
13265000,6679800,6585000
6684600,3309300,3375300
1658400,880710,777710
35244000,14885000,20359000
18476000,7587900,10888000
8016100,3579300,4436800
15663000,8073600,7589100
77479000,32238000,45241000
17053000,5664600,11388000
30034000,11770000,18265000
4510600,1034500,3476100
15841000,6145000,9695700
19669000,9516700,10153000
17370000,6497500,10872000
7150900,1404500,5746400
31839000,12452000,19386000
10974000,3445500,7528800
12414000,5166900,7247100
3580100,1436100,2144000
9811700,4479500,5332200
7622000,4365200,3256800
38478000,15511000,22967000
7032800,2792100,4240700
29463000,11604000,17858000
10534000,4148600,6385700
16018000,6328600,9688900
5823200,2702200,3121000
5344800,2396400,2948400
45925000,20961000,24964000
8079700,3971200,4108500
6639500,2808400,3831100
5319400,1762200,3557100
14299000,8264200,6035100
10390000,3839500,6550200
15481000,7171600,8309700
18988000,7840200,11148000
49393000,23481000,25912000
20162000,6891200,13271000
10758000,4688300,6069900
27386000,10972000,16414000
16971000,6337300,10634000
18850000,7797900,11052000
5667800,2192700,3475100
6819700,3255300,3564400
25285000,11199000,14086000
18279000,8268700,10010000
36714000,16336000,20378000
29503000,13184000,16320000
4317000,1441000,2876000
9908400,2847500,7060900
14242000,6498400,7743700
19776000,7289700,12486000
6354500,2637700,3716800
13032000,5288500,7743200
16409000,6880800,9528600
34560000,14522000,20038000
18508000,8077900,10430000
16138000,6470900,9666900
2557900,1018100,1539800
28541000,11424000,17117000
16729000,5714600,11014000
25293000,10984000,14310000
5097200,1751900,3345300
14714000,5495700,9218400
37681000,17183000,20498000
15302000,5842100,9460200
23673000,8964100,14709000
8922300,4539000,4383200
17143000,7101200,10042000
12695000,5488000,7206800
12680000,5202300,7477600
13979000,7639100,6340000
3780400,1331600,2448800
5029900,1942600,3087300
28204000,10351000,17853000
84988000,37086000,47903000
2.20E+07,9445200,12555000
16643000,7845000,8797700
10840000,4761900,6078300
13080000,6392800,6686700
6234200,2602900,3631300
13311000,6140900,7170200
11749000,5008300,6741100
8912800,3857700,5055000
15107000,6335200,8772300
6956300,3936100,3020200
33050000,14764000,18286000
20867000,8319300,12547000
5935200,2759900,3175300
15920000,6028300,9891400
19648000,10255000,9393400
4369900,1963800,2406200
3830000,2300300,1529600
13910000,8252800,5657300
4110700,2171100,1939600
5988600,3362300,2626200
5815600,4197200,1618400
29453000,21925000,7527800
8788400,5766300,3022100
5397300,3099400,2297900
6388600,4511500,1877100
22353000,15101000,7251700
9760900,5575400,4185500
20347000,12724000,7623000
13205000,5974500,7230300
4871500,2539800,2331700
8465400,3950600,4514800
12088000,7283700,4804000
4320400,2908100,1412200
21903000,12806000,9096900
4799900,2672000,2127900
2852400,1599800,1252700
17536000,11683000,5853700
30369000,20472000,9896800
9750100,6017900,3732100
12211000,8321900,3888600
8590000,4931400,3658600
16653000,12262000,4390500
9664900,3896700,5768200
29495000,20122000,9373000
20023000,13984000,6038800
5178200,3950700,1227400
11047000,3877700,7169600
5830900,3172500,2658400
4509000,3059200,1449800
5564700,4145200,1419500
10336000,7747700,2588000
22558000,9161200,13397000
2749300,1714800,1034500
3946400,2858800,1087600
11427000,5855500,5571200
3321900,1848200,1473700
10906000,5884200,5021800
13732000,7346300,6385300
6869500,3761800,3107600
7962500,5122800,2839700
15739000,9088100,6651300
6317000,4260700,2056300
22073000,14292000,7780400
22110000,8966900,13143000
17778000,7657500,10121000
5461200,1900000,3561200
13126000,4158400,8967700
7257600,4808400,2449200
8854100,4108000,4746200
3324900,1913700,1411300
6447000,2644500,3802500
5851700,3116600,2735100
8285400,3854300,4431200
9144400,5015900,4128500
4152200,2186100,1966000
9973500,5562500,4411100
15427000,8144200,7282700
19036000,10374000,8662400
6796000,2418500,4377500
2370000,594670,1775300
6585200,2299900,4285400
18873000,4541300,14332000
12200000,6668400,5532000
5266800,2131700,3135100
4852700,3267600,1585100
12004000,6343100,5660900
12358000,5488200,6869500
3012300,1733100,1279200
3435300,2003100,1432200
11972000,11564000,408160
9799000,7155300,2643800
4332400,3296700,1035700
12070000,10683000,1387000
8713200,7615400,1097900
11729000,10200000,1529500
