Intensity,Intensity L,Intensity H
2362700,2053100,309590
28457000,19930000,8527100
19486000,15202000,4284000
5827100,5175000,652080
33651000,27626000,6024600
5665300,4161600,1503700
6522900,5512300,1010600
8169800,5940700,2229100
7343100,6046800,1296300
30060000,25180000,4880000
8120300,6559500,1560800
8107200,6163600,1943600
5428400,4308600,1119800
4512900,3613200,899750
9207100,7388100,1818900
2304000,1801400,502590
2273800,1880200,393670
6342600,5027100,1315500
2155100,1806800,348330
16306000,12865000,3440700
1381200,1094200,287010
5280700,4114100,1166700
10590000,4713400,5877000
4309000,1870800,2438300
2089600,983130,1106400
3026500,1406800,1619600
9428700,5448900,3979800
9750200,3737600,6012600
6051300,2847000,3204300
23658000,10952000,12706000
2597000,942450,1654500
6961000,3381700,3579200
4188600,2014000,2174600
1887300,1021000,866260
4443100,2225200,2217900
3960000,2676900,1283100
5207000,3093100,2113900
7510300,4460100,3050100
7380200,5003100,2377100
4599900,2077100,2522800
1362900,1044300,318650
4085200,2526300,1558900
1817200,1663200,153980
8514100,6383400,2130700
7785800,5480800,2305000
2747600,1609500,1138000
12394000,6343200,6050700
3841400,2557900,1283500
2427300,1302100,1125200
4407200,2644100,1763000
8719500,4600100,4119400
2001000,1175600,825320
2810300,2019100,791250
6884700,3823800,3060900
2359900,1183000,1176900
8041600,4702100,3339500
3085800,1428900,1656900
7986700,5328500,2658200
9126300,4924500,4201800
3308000,2490300,817670
4393500,3508400,885050
7081200,3363100,3718000
3487000,1954500,1532400
7422600,4813000,2609600
15177000,7656900,7520200
3678900,2021700,1657200
3153700,1277800,1875900
4910700,2285500,2625200
11310000,4871300,6439200
9229400,4040000,5189400
5503900,3339500,2164500
4701800,3308400,1393400
3770300,2214300,1556100
8617100,5151100,3466000
4684200,1933600,2750700
8576700,4057300,4519400
1923800,850320,1073500
5503700,4904300,599420
9507300,8723400,783890
13250000,6526300,6723500
9686800,4566300,5120500
4674800,1580200,3094700
4751200,1626100,3125100
6436700,2327000,4109700
5615000,3477400,2137600
5947000,4155300,1791700
7037600,4225100,2812500
4614400,2489800,2124600
9432400,4381900,5050500
7352700,2966100,4386600
3864000,1930300,1933700
5278800,2557300,2721500
5561700,2201400,3360300
5939300,2310800,3628400
2415000,768290,1646700
20854000,5471100,15382000
2985700,824160,2161600
29969000,10027000,19941000
3846600,2840200,1006400
7601300,4829800,2771400
3456500,2480300,976230
4880300,2583800,2296500
4549000,2519800,2029100
4175500,2162100,2013400
16299000,8890600,7408700
6105900,3357900,2748000
7438200,6232700,1205500
9626200,9312400,313800
5790900,3394300,2396600
1618300,916540,701790
4093000,2128900,1964000
11065000,8389400,2675100
9671300,4795100,4876300
10820000,3889600,6930700
7781300,3011100,4770300
69232000,48592000,20640000
4833000,4477300,355700
25554000,24376000,1178400
14628000,13461000,1167400
3932100,2267400,1664700
4501700,2057200,2444500
4826400,1831000,2995400
2822800,1059900,1762900
3270400,1517400,1753000
6048500,3134200,2914200
3046300,2527100,519220
2133800,1172300,961410
4882300,1602300,3280000
9548600,3425400,6123200
7923300,1916400,6006800
2860000,1120000,1740000
4539700,2505400,2034400
11176000,6116100,5060300
5113900,2546300,2567700
8968300,4190100,4778300
1696000,1014900,681100
8821000,7611200,1209800
4383400,4089000,294420
6216900,2370300,3846600
16274000,6408900,9865100
1947400,1086000,861350
4124900,2233100,1891800
17751000,10320000,7430600
3958000,1322500,2635500
10380000,4218000,6161500
2975400,1207400,1768000
348390000,117300000,231100000
102300000,30938000,71366000
13702000,4841100,8861100
135120000,43603000,91519000
7675100,3000400,4674700
9340000,3133000,6207100
1089100,358430,730690
5732800,1959000,3773900
7943700,3294800,4648900
25758000,8775600,16983000
40749000,11615000,29135000
3211500,988430,2223100
10589000,3430400,7158100
6836800,1109600,5727200
29840000,8940300,20899000
3035300,715980,2319300
5289300,1353100,3936200
36123000,10583000,25539000
159810000,57640000,102170000
11690000,4134700,7555700
30011000,12347000,17664000
13815000,4310800,9503900
63409000,18819000,44590000
13942000,4495400,9446600
5087500,1105600,3981900
4585100,1324100,3261000
123270000,41947000,81325000
49763000,18532000,31232000
4034700,1182500,2852200
10943000,6045900,4897000
11353000,3982900,7370500
5567100,2344600,3222500
6663100,2649700,4013400
21150000,7035100,14115000
8415400,3163400,5252000
12060000,3763000,8297400
7363300,2841400,4521900
9391700,3181600,6210100
5594400,1830900,3763500
2158900,790570,1368300
62027000,21355000,40671000
136690000,48616000,88078000
19872000,6799600,13073000
60229000,22387000,37842000
6150400,1613700,4536700
28349000,10435000,17913000
99142000,34189000,64954000
54891000,18547000,36344000
11810000,3395200,8415200
2211800,688250,1523600
29502000,10193000,19309000
51367000,16421000,34947000
84444000,27486000,56958000
3138600,1322800,1815800
9460000,3534500,5925500
114820000,39343000,75481000
64951000,20132000,44819000
15295000,4738800,10556000
8421700,2476900,5944800
350520000,119820000,230700000
154560000,53411000,101150000
75376000,25041000,50335000
58515000,18152000,40363000
8111800,2872100,5239600
6216700,1989600,4227200
4950200,2074600,2875700
9810700,2836100,6974600
116090000,38635000,77452000
15318000,4540700,10777000
8586800,1894400,6692400
36291000,14230000,22061000
7419000,1915700,5503300
60014000,18646000,41369000
12485000,5415200,7070100
14894000,4732500,10161000
18659000,5829800,12830000
20998000,6338500,14660000
3501300,2287000,1214400
3029000,1574000,1455000
18876000,5940300,12936000
197140000,62981000,134160000
15800000,5100100,10699000
4381000,1568700,2812300
45373000,15689000,29684000
6315800,1684700,4631100
11326000,3623100,7702800
9557400,2583700,6973700
34198000,11674000,22524000
3729300,1253000,2476300
4311600,1610300,2701300
1919200,882620,1036500
9324200,3353600,5970600
6771900,2449600,4322300
5991100,2063600,3927400
13679000,4592000,9087200
8313100,2853900,5459100
91500000,31301000,60199000
3623000,1115900,2507100
7977400,2701800,5275700
6207100,1850300,4356800
68856000,24833000,44023000
53302000,18789000,34512000
14302000,5046000,9255500
29762000,11020000,18742000
27386000,9358400,18028000
2528300,1597500,930820
6031200,3418300,2612900
2197300,1108900,1088400
2499500,1733700,765760
3539400,1924000,1615400
1693200,923140,770050
7411000,3834900,3576000
4789900,2759500,2030500
2023800,1198100,825680
3649000,1839500,1809600
7054300,3820700,3233600
5970500,3887000,2083500
8091100,5499800,2591300
6655500,3986400,2669100
9543700,5761100,3782600
28684000,19006000,9678000
5155300,3490200,1665100
17400000,11575000,5825400
5143000,3058000,2085000
12732000,9092200,3640300
24168000,16445000,7722400
12893000,8817800,4074700
4644900,3557500,1087500
104330000,76419000,27908000
20227000,13530000,6697600
4410700,941920,3468800
2321200,1202000,1119200
6160900,3639300,2521600
4636500,3431500,1205000
6236800,4350500,1886400
23310000,15871000,7439200
3166300,2454900,711390
11449000,4685200,6763700
3694500,1920500,1774000
6422600,2062300,4360300
4060300,646120,3414200
16916000,9700200,7216200
2822600,1406500,1416100
4953400,2516900,2436600
4138300,3063900,1074400
4954600,2392100,2562500
6233200,4148300,2085000
5231400,3274000,1957400
12486000,9136700,3349100
5258700,3397400,1861300
1517500,929130,588410
1454600,757410,697210
3508200,1507100,2001100
4029300,3719200,310080
12143000,9825700,2317800
6176400,3715200,2461300
8838400,7817700,1020700
2709100,2044700,664400
2083400,1790100,293280
5729500,4999600,729900
14147000,12628000,1519800
102990000,97183000,5809600
4166500,2818000,1348400
39661000,35789000,3871400
7766300,6747400,1019000
23140000,20899000,2241300
44541000,42043000,2497500
3731900,2786600,945210
17643000,13076000,4567200
12092000,10700000,1391800
4134700,3961100,173620
1969600,1722900,246690
16319000,14274000,2044200
31614000,28436000,3178300
14887000,13660000,1226900
284070000,24023000,260050000
21968000,17409000,4559600
12075000,9302900,2772300
3881900,3185900,696020
4148200,2087700,2060500
2353700,1233100,1120600
3202000,1604500,1597600
5361600,3151000,2210600
2714800,1299500,1415300
10171000,5908400,4262500
6530700,2772300,3758500
3420400,1842600,1577800
4401000,2178300,2222700
7250700,3750100,3500600
6605900,3844300,2761700
10642000,5795200,4846400
15695000,5621800,10073000
2488300,2275500,212850
5469600,4866600,602980
4236200,3879900,356340
4976300,1853500,3122800
5409300,2541300,2867900
2720800,1444100,1276800
2203900,1080800,1123100
13550000,6442600,7107500
28571000,14478000,14092000
4618900,2187300,2431600
9327700,6161900,3165900
7872900,4280800,3592100
1700700,1047400,653290
17412000,10499000,6913400
15347000,9218900,6128200
8053400,5218100,2835300
4569100,2577600,1991500
2155500,1324100,831420
17760000,10912000,6847300
9227800,6353200,2874600
42815000,26480000,16335000
7735500,4420100,3315300
12031000,7092000,4939200
3804700,1874300,1930400
15541000,9918300,5622800
5555700,2829400,2726300
6202600,3724900,2477700
1788600,1213500,575040
17765000,9691500,8073900
23972000,14924000,9047500
8883500,5702200,3181300
20353000,12400000,7952900
13911000,8828000,5083000
2681800,1730300,951560
4529100,3244900,1284300
5900700,4134900,1765800
15453000,8661500,6791300
4935900,3075500,1860400
2659900,1395500,1264300
23425000,20989000,2436100
11833000,9871900,1960700
25330000,22817000,2512800
10318000,7558100,2760100
16575000,13519000,3056800
5175600,3917600,1258100
22432000,20497000,1935500
8715100,1805800,6909300
3105700,383290,2722400
2018000,1336300,681660
2897000,1687800,1209200
10195000,5862400,4332200
1967100,925330,1041800
11115000,5424400,5690900
1.20E+07,11186000,813710
17328000,16391000,936890
4904000,4302000,602010
7168200,6277900,890300
12521000,11656000,865280
35316000,33315000,2001300
9316300,8482400,833880
2454800,2127400,327400
1457600,1179500,278120
6995700,6038900,956770
11376000,9134800,2240800
9374500,8009300,1365200
6449600,3048200,3401400
10984000,9303900,1679800
9571900,7520200,2051800
2171800,1511500,660320
8253900,6285900,1967900
3315700,1844500,1471200
2875000,1740900,1134100
8369300,6288100,2081200
5378400,4058600,1319800
7128900,5018500,2110400
2419200,1851800,567460
11995000,6849500,5145700
9698700,5334700,4364000
4636000,2993200,1642900
2382000,1312100,1069800
3530600,2298000,1232600
1697900,932960,764910
4421000,2604800,1816200
1433400,911960,521450
6551400,5246400,1305000
4264900,3505700,759120
1785700,1441900,343780
2696300,2126600,569600
3117700,2222700,895000
6086700,3518400,2568300
14380000,8227100,6152900
10895000,2557900,8337300
1688700,839830,848820
13078000,10146000,2932100
1473300,1093600,379730
7167600,5084400,2083200
3205300,2230900,974430
8502700,4894300,3608400
6896000,3028200,3867800
6988800,4718300,2270500
3955600,2979900,975730
3882400,839250,3043200
9207900,1799600,7408300
11531000,4727000,6803600
8215600,1409900,6805700
26818000,7133400,19684000
4048200,530210,3518000
29477000,3021500,26455000
2201900,345060,1856900
3724300,882650,2841600
3434900,742270,2692600
10879000,5540100,5338900
4413000,3062700,1350300
7191400,3712700,3478700
4189300,2532200,1657100
4497000,2199500,2297500
5783200,3034900,2748300
3914600,2170300,1744300
5662400,2888700,2773800
2574700,1686400,888290
2380400,1599300,781110
7105300,4963500,2141900
2975600,1476500,1499100
1674200,1033100,641050
12436000,7953100,4482900
5098700,2652200,2446500
6778100,3905800,2872300
10274000,6698100,3575500
9425100,5333700,4091400
5475000,2855900,2619100
2411100,1380900,1030200
5536100,3712200,1823900
4863000,3240900,1622100
14209000,10530000,3679100
16589000,12596000,3992200
3571800,2934300,637470
1227700,880030,347680
7602500,4314600,3287900
1619000,1067200,551810
7295200,4381200,2913900
9272800,4637200,4635600
2886800,1029900,1856900
16155000,8107900,8047500
6167700,1921200,4246500
4688500,1301700,3386800
5281600,2739700,2541800
9467200,4556100,4911100
3883300,1398300,2485000
17600000,11473000,6127200
3860600,2879700,980870
12316000,7389800,4925800
4605900,2803000,1802800
2053500,1199700,853800
4972500,2631600,2340900
4986400,2936900,2049500
5015700,2995600,2020000
3390400,1702500,1687900
4577500,2472400,2105100
9269600,4704300,4565300
3699600,2154200,1545500
14967000,9161500,5805400
8695800,4477700,4218200
12217000,7491300,4725900
2545400,1178400,1367000
18169000,10199000,7970300
6850500,4526200,2324300
1877000,1160400,716610
4596900,2873400,1723500
3210000,1791500,1418500
4392300,3569800,822500
3528600,2473400,1055200
9777000,7161600,2615400
13787000,8654500,5132300
9500800,6118800,3382000
49045000,34092000,14953000
5150000,1974500,3175500
7194700,2797300,4397400
11036000,2997600,8038700
10071000,3293300,6777900
4545700,1631800,2913900
11438000,4751900,6686500
4252300,1470400,2781900
2803600,844140,1959500
1615300,421950,1193300
9171500,4553500,4618000
2450300,1813100,637190
9174500,5962000,3212500
4220200,3038700,1181500
6326000,4358200,1967900
7479800,5313000,2166800
7698000,3698900,3999100
8336200,4412400,3923800
4504400,3043000,1461300
7345300,5470400,1874900
8887800,5883900,3003900
5571100,2328000,3243100
2237700,845960,1391700
3676000,2167500,1508500
3486400,1355400,2131000
8872700,5483500,3389100
18854000,13623000,5231700
4700500,3321500,1379000
1624700,1017400,607300
9314500,6445900,2868600
6147700,4153500,1994200
3384900,2144100,1240800
12979000,8375900,4602800
2287100,1611600,675510
12955000,8894900,4060200
2762900,2220800,542080
6903600,4881600,2022000
3613900,2473700,1140200
7696700,6324200,1372500
2950200,2293900,656320
6160200,1825300,4334900
17267000,4729400,12538000
13317000,3883700,9432900
4972600,954490,4018100
12738000,3085300,9652800
2633900,856950,1777000
6293400,2160200,4133200
8124200,1616200,6508000
3997000,901280,3095700
6599100,878400,5720700
2810500,798490,2012000
10474000,2082000,8392300
10870000,2230600,8639500
2673600,869980,1803600
5711500,1512100,4199400
4382900,1005100,3377700
3821300,695810,3125500
26715000,6246000,20469000
2519100,586470,1932600
17969000,10162000,7806700
15606000,8739300,6866600
6018700,4090400,1928200
14021000,9396700,4623800
2650800,1567700,1083100
7890500,5004700,2885900
17147000,12414000,4732300
2526900,1809900,717020
3491900,2675000,816870
20042000,14412000,5629300
5077200,3748000,1329200
7427700,5121700,2306100
9681100,6829200,2851900
5695500,4152700,1542800
4630000,3128800,1501200
20499000,13450000,7048600
32651000,22308000,10343000
2651800,1718700,933140
6793900,3974500,2819400
6883400,4946900,1936500
11343000,7695400,3647500
7081500,5157100,1924400
22728000,16323000,6405300
7557900,3920000,3637800
6096900,4707900,1389000
4901800,3067900,1834000
19620000,13431000,6189800
2223200,1621000,602190
4418400,3013300,1405100
13663000,9472500,4190800
6296000,4471500,1824500
2916900,1922100,994860
19897000,14024000,5872800
27836000,17824000,10012000
4547300,2487900,2059400
15290000,3582000,11708000
11745000,9102800,2641800
15805000,10906000,4898300
8286200,5644400,2641700
3707500,2496400,1211100
6219700,3858400,2361300
914270,537480,376790
5551600,3036100,2515600
18054000,12085000,5968900
10557000,7938200,2618400
15259000,10467000,4792200
8055400,4761900,3293500
8445400,5680200,2765200
10288000,7076600,3211200
3953400,2294600,1658700
2688500,1725700,962850
7268900,4988100,2280800
14165000,9491900,4673500
5742400,4179500,1562900
5775700,3135000,2640700
2517500,1613500,903970
5082300,3021500,2060800
3923300,2331400,1591900
4877000,3066600,1810400
6217000,3560700,2656300
3472700,2020100,1452600
7973600,4305000,3668600
3727500,2112200,1615300
3798800,2250400,1548400
3499200,2314100,1185200
1641400,973850,667590
6840000,3497600,3342400
1980600,1211100,769560
4289300,2750300,1539000
9472700,5749300,3723400
9825500,6024200,3801300
9776100,4774500,5001600
2701700,1653300,1048500
5085100,2282000,2803100
4543100,1620300,2922800
13432000,7201000,6231300
8394700,4741800,3652800
4208000,3022600,1185500
4432300,2974100,1458200
1866300,1247700,618660
5819700,3618700,2201000
2603800,1863300,740420
16684000,11941000,4742800
4990500,3675000,1315500
9664500,4782500,4882000
3348900,1782100,1566800
14633000,9214200,5419100
10254000,6987200,3266600
3908300,2067800,1840500
2696700,1847000,849700
16363000,11680000,4683600
20996000,15054000,5942600
13673000,10325000,3348200
3132300,1934200,1198000
30634000,23257000,7377500
6782000,3626900,3155100
16145000,10247000,5897500
2004000,1398000,605990
2440900,1841900,598970
398400,283000,115400
12390000,9111900,3277700
14283000,10271000,4012400
3247200,2440100,807030
14372000,10369000,4002900
4566500,3224400,1342100
9784100,7807400,1976700
4855800,3807800,1048000
4085300,2312000,1773300
36540000,23457000,13083000
8247800,5529400,2718400
5211000,3911400,1299700
7766300,4574800,3191500
1507200,704680,802540
9687000,6236400,3450500
21111000,14342000,6768900
7185700,4968800,2216900
6018700,3905300,2113300
2705900,1172700,1533200
4252200,2817000,1435200
1327100,959430,367630
2537600,2015100,522510
4400500,2690700,1709800
3559900,2705100,854840
3136300,2346500,789820
1997400,1041200,956260
14007000,9983000,4024000
1367900,689920,678000
5135600,2465900,2669700
2781600,1547100,1234500
3755100,1710500,2044600
10545000,6796900,3747700
5709800,2807600,2902200
32770000,19683000,13087000
10271000,6058600,4212500
12360000,6615800,5744400
1164300,788790,375480
9607300,4643500,4963800
15867000,9623600,6243100
34315000,19298000,15018000
3666700,1401700,2265000
4288000,2829700,1458400
1423700,1041700,381950
2360200,1418000,942160
39234000,17431000,21803000
14115000,7015400,7099400
32249000,14278000,17971000
11610000,5728900,5880900
14775000,6138600,8636300
3799600,1598000,2201700
72444000,32007000,40437000
73739000,26198000,47542000
24507000,11625000,12883000
2839900,1448500,1391400
2262300,1016500,1245800
5742800,2177900,3564900
4886900,2685500,2201400
11167000,5029300,6138000
4933200,2201500,2731700
1482100,446640,1035400
17510000,9397300,8112500
4812700,1939500,2873200
7063800,3283900,3779900
5986700,2685300,3301500
15115000,6693100,8422100
50440000,20718000,29722000
14287000,6765400,7521900
48419000,22112000,26307000
39743000,17459000,22284000
10752000,5058100,5693700
4427100,2763700,1663400
45006000,19983000,25023000
30551000,13879000,16671000
4140900,1807900,2333000
5392800,2799300,2593500
674450,328220,346230
9083400,4642900,4440500
16662000,7111600,9550300
12940000,6164300,6775300
10103000,4656200,5446900
6685100,2441300,4243800
7478800,3889100,3589700
29703000,12111000,17593000
3996500,2018700,1977800
4573100,1614800,2958300
3817900,1598300,2219600
8942400,3325500,5616900
6385900,3459500,2926300
4186900,1855100,2331800
4196400,1577800,2618500
9517800,4018900,5498900
40471000,17420000,23051000
12552000,6148400,6403200
8682600,4252700,4429900
15880000,7401100,8479000
2223700,739880,1483800
5740100,2639300,3100800
28451000,12446000,16004000
11185000,4171000,7014000
4601400,1856400,2745000
257700,140100,117600
6701500,2352800,4348700
3139700,1199200,1940600
13808000,6033200,7774900
11969000,6380300,5589100
4196800,1735100,2461700
31616000,8623300,22993000
10726000,5238000,5488000
1253200,271430,981800
9869600,4344200,5525400
25418000,12588000,12830000
3555600,1496100,2059500
6491100,2992600,3498500
11642000,5267100,6375300
7961100,3086500,4874600
29377000,12908000,16470000
16373000,7612300,8760600
6441200,2220500,4220700
14804000,6011900,8791800
30731000,13650000,17081000
5563900,2777900,2786000
3825400,1677600,2147800
20675000,9056200,11618000
6803100,3329400,3473600
11054000,6763500,4290300
7895300,4603000,3292300
824870,352830,472040
2853800,1151000,1702800
4872000,2262100,2609800
6514900,2705200,3809700
22119000,10588000,11531000
3639900,1665100,1974800
10369000,4801300,5567800
25013000,14075000,10938000
15081000,5775400,9305400
6259200,2760500,3498600
59857000,25781000,34075000
4886000,2263200,2622800
12698000,5717600,6980900
9029200,4920700,4108600
2225700,1065700,1160000
5808700,2480300,3328500
47876000,22425000,25451000
9054300,3965300,5089000
6583000,2897800,3685200
20095000,9314300,10780000
2836000,1119400,1716700
3875900,1437700,2438200
11545000,4757200,6788300
23563000,12158000,11405000
3716700,2033900,1682800
10098000,4616400,5481500
2760900,1310700,1450200
12801000,11880000,921580
5919900,5439600,480260
5738300,3256800,2481500
5962400,4445500,1516900
6632400,5095200,1537200
6736400,4843000,1893400
10286000,7533400,2753000
10576000,6781900,3794300
6738100,5141900,1596200
7707500,4822000,2885500
3746300,2054100,1692200
10026000,7352700,2673300
11524000,9629700,1893900
19933000,18781000,1152300
10530000,9640600,889000
88387000,74618000,13769000
28066000,24944000,3121600
101010000,88232000,12779000
26188000,22764000,3423300
11262000,10385000,876810
3660000,2217100,1442900
4187000,2400600,1786500
5060900,2888900,2172000
6272900,4381000,1891900
2535900,1500000,1035900
16128000,9986600,6141100
88502000,53668000,34835000
2383000,1472900,910080
5062200,2964700,2097500
14325000,13743000,581120
4411600,4082500,329110
1423400,1330900,92553
4664600,4328000,336590
1003400,837420,165950
1874500,1557000,317460
13930000,13497000,432940
11298000,10482000,815450
7549900,7323500,226330
6593000,4461300,2131700
2667600,2268500,399160
4218200,3120600,1097600
37670000,27954000,9716700
1958700,1739100,219690
11843000,11193000,650090
11504000,10934000,570070
2148800,1660700,488120
3408300,3030000,378300
13571000,13113000,457540
23326000,21049000,2276900
1373200,1016000,357220
15474000,14883000,591730
14732000,13724000,1008200
31355000,2333600,29021000
1429200,100030,1329200
15387000,1061400,14326000
22463000,11263000,11200000
5148100,2525400,2622700
77804000,40080000,37724000
7470600,3446500,4024200
7304400,3734200,3570200
36341000,17818000,18524000
31537000,16457000,15080000
19345000,9668700,9676700
10617000,4074700,6542200
9110900,4493900,4617000
614400,259920,354480
23956000,11877000,12079000
25479000,12878000,12601000
4042800,2408600,1634100
62266000,21254000,41012000
13300000,7364700,5935300
6268900,3360800,2908200
10746000,4792700,5953000
3829200,1871800,1957500
12987000,6603100,6383500
116290000,56529000,59762000
74775000,39312000,35462000
7588500,4064600,3523800
13308000,6811300,6496300
4929100,2785200,2143900
16951000,9386700,7564300
18116000,8998000,9118100
3781400,2676100,1105300
10411000,4984500,5426700
5297300,2790500,2506900
9565200,6310000,3255200
19946000,9963000,9983400
48802000,24776000,24026000
11392000,9118300,2273500
7572900,4088300,3484600
4421400,2427000,1994500
11481000,5398800,6081700
13362000,6866600,6495700
17169000,8130800,9038400
2122800,794410,1328300
11100000,5573100,5527300
8444100,4656900,3787200
10663000,4969200,5693300
2978800,1907300,1071500
15431000,7472700,7958400
6195000,3129700,3065300
11094000,5221600,5872500
3181000,1575900,1605100
6158000,3035700,3122300
2756800,1369000,1387800
6200400,2964700,3235700
7600400,4514000,3086400
16473000,10168000,6304700
8538700,4137900,4400800
61919000,33644000,28275000
25536000,13602000,11934000
4558900,2167400,2391500
29987000,15137000,14850000
3306900,1638800,1668100
2484200,1207600,1276500
3088300,1537800,1550500
7222200,3953400,3268800
9689800,5086600,4603300
2386300,889070,1497200
34882000,17871000,17011000
10365000,5636100,4729200
30519000,16271000,14248000
137710000,71055000,66657000
12302000,5952800,6348900
755220,266930,488290
1745200,1148100,597130
14805000,7389200,7415600
4973100,2387600,2585500
4441100,2199600,2241500
135160000,69913000,65242000
53383000,28500000,24883000
5125400,2486900,2638500
5281600,3096900,2184800
2481700,1315400,1166300
51157000,26671000,24487000
12355000,5700800,6654100
59624000,29328000,30297000
123270000,65320000,57948000
21014000,11414000,9600100
77108000,37457000,39651000
3680400,1693000,1987400
15840000,7717800,8121800
5948000,2836500,3111600
6906500,3681900,3224600
5520000,2569500,2950500
20362000,11465000,8897100
513650000,284740000,228910000
4720900,2989500,1731500
11878000,5211200,6666400
2017200,1244100,773130
15697000,4789900,10907000
16259000,8166700,8092000
14200000,7687400,6512700
16227000,7473800,8753500
85456000,41573000,43883000
8352400,4192200,4160300
61948000,32209000,29739000
15126000,7525800,7600400
11048000,5699300,5348500
67583000,36252000,31332000
16756000,8639300,8117100
3555800,1779200,1776600
15679000,7498100,8180400
702430,337650,364780
158970000,83259000,75712000
6902200,2696600,4205500
17387000,8656500,8730800
4328000,2688700,1639300
20365000,10054000,10311000
15526000,7476200,8049900
2.70E+09,1395100000,1307900000
4928200,2825700,2102500
24959000,5235200,19724000
2272800000,711480000,1561300000
164380000,49442000,114940000
2394900,418840,1976100
21536000,5454000,16082000
44667000,5461800,39206000
49671000,23428000,26243000
2988400,1112400,1876000
14389000,2327900,12061000
6233800,1287300,4946500
21079000,5341400,15738000
380260000,117020000,263240000
26280000,8694800,17586000
128910000,33411000,95502000
7554600,1803300,5751300
2390500,724090,1666400
6968900,2199500,4769500
57940000,17497000,40444000
99061000,32308000,66753000
7722100,2245600,5476600
26967000,4678400,22289000
7714900,2954200,4760700
12685000,5047400,7637900
6924700,1935400,4989200
8942300,1854100,7088200
26170000,9132900,17037000
18588000,5769200,12818000
7788200,2430900,5357300
52784000,16126000,36658000
69624000,21176000,48448000
21158000,6981400,14176000
5027700,2138400,2889300
24774000,7945400,16829000
13569000,2800600,10769000
4586900,1430300,3156600
33060000,8191700,24868000
89556000,28313000,61243000
181180000,56135000,125040000
10938000,4120700,6817500
6359700,1801800,4557900
7971700,3072600,4899100
10867000,3529300,7337700
12664000,4218100,8446000
11059000,4579400,6480000
4329700,754750,3575000
47412000,15267000,32145000
20129000,7875600,12253000
15876000,4727500,11149000
10064000,3737000,6327100
18102000,5441300,12660000
135310000,40187000,95125000
22641000,7590800,15050000
56242000,16246000,39996000
168990000,52187000,116800000
12591000,4442300,8148900
4073100,1054900,3018100
39222000,9982800,29239000
24577000,8160100,16417000
244560000,76353000,168210000
82943000,24551000,58392000
6017200,1442900,4574400
12607000,4177300,8429700
3411500,463130,2948400
4201000,1151700,3049300
8730600,1797700,6932900
7251400,5027700,2223700
10190000,6042300,4147600
4801100,3527900,1273200
5233400,1378100,3855300
5265600,2080900,3184700
12334000,10593000,1741600
39435000,34328000,5106700
6671100,5646400,1024700
2881900,2466800,415100
7107600,6101500,1006100
2339900,1020700,1319200
20254000,4760800,15493000
134950000,27224000,107720000
3195700,621750,2573900
28601000,6325500,22275000
68307000,14786000,53521000
5559300,1634000,3925300
9366300,2400300,6966000
9878800,1851400,8027500
98436000,16827000,81609000
52130000,13110000,39020000
9576300,2667700,6908600
3985500,785700,3199800
8807700,2093600,6714100
27022000,6240700,20782000
25028000,4243600,20785000
5576400,2652400,2924000
16059000,2794800,13264000
16616000,2707900,13908000
21221000,4576100,16645000
17327000,2933200,14394000
53070000,11342000,41728000
12228000,2820200,9407700
16392000,2880100,13512000
5915400,1722400,4193000
2536100,578090,1958000
22041000,4287100,17754000
4235500,991070,3244500
3137200,802860,2334300
8009200,1744600,6264500
2345400,567650,1777800
16935000,3539700,13395000
8424200,2034800,6389400
2233600,485320,1748300
12958000,3054400,9903700
11893000,2863700,9029400
4929900,1100200,3829700
2654500,1309600,1344900
2996200,667930,2328200
2339600,838200,1501400
10684000,2068900,8614700
31182000,6090800,25092000
1786400,380320,1406100
11048000,4451400,6596600
5331100,1350200,3980900
3482200,1317000,2165200
18859000,3358000,15501000
16378000,3223800,13154000
12865000,2893000,9972200
21621000,3141300,18480000
12998000,3114700,9883100
5276700,1727700,3549000
3012600,697570,2315000
11552000,3678900,7872700
13561000,2436200,11125000
102520000,16132000,86391000
52057000,11168000,40888000
7101900,2720200,4381600
4313500,714260,3599300
4535200,1318300,3217000
7913000,1827700,6085300
38271000,6807400,31464000
19002000,3290800,15711000
8284500,2817500,5467000
4914700,1393600,3521100
16971000,3848900,13122000
22872000,4100400,18772000
3924900,776370,3148500
16134000,3249200,12885000
7132600,1519500,5613100
2812500,684410,2128100
37083000,7418000,29665000
39671000,6195100,33476000
56555000,13531000,43024000
22737000,3220500,19517000
8313100,2462300,5850800
14146000,2625100,11520000
19701000,4058000,15643000
47959000,10922000,37037000
22803000,4707700,18096000
7488300,1330800,6157600
6472400,1035000,5437400
14403000,3863100,10540000
60690000,10968000,49721000
68496000,23474000,45022000
14701000,3304300,11396000
284220000,56111000,228110000
3361900,748470,2613500
27779000,5155000,22624000
2467300,544380,1922900
997870,219070,778800
21813000,6041500,15771000
17115000,3904700,13210000
15318000,3175600,12143000
8963000,2322300,6640800
57489000,12662000,44827000
15390000,2120300,13270000
4618600,1128500,3490100
19909000,9971800,9937500
21336000,4582700,16753000
93047000,19743000,73304000
3064700,524790,2540000
11108000,1860800,9247600
16122000,2796900,13326000
2477700,713840,1763900
4441900,536640,3905300
4553400,914670,3638700
2475400,889650,1585700
4793100,1105100,3688000
9000100,1352100,7648000
8907300,1877000,7030300
4178700,728310,3450400
5223000,1467000,3756000
11011000,2951800,8059100
