Intensity,Intensity L,Intensity H
5344100,2904100,2439900
17941000,10515000,7426600
17589000,8047100,9541600
6142700,3164000,2978800
4481900,2062000,2420000
4448200,1588900,2859300
5882500,3128100,2754400
11013000,5628600,5384800
117540000,56437000,61105000
31570000,10405000,21165000
6791000,2951500,3839500
40053000,18640000,21412000
31791000,12446000,19345000
6500400,3180600,3319800
34201000,14459000,19741000
4294000,2282800,2011200
22269000,12199000,10070000
6279000,3753800,2525200
6924700,4037200,2887500
10178000,4667200,5510600
16523000,7089400,9433300
23850000,12414000,11436000
8876900,5630800,3246100
13532000,6307500,7224900
11471000,5056400,6415000
8857700,4134500,4723200
6405300,3277500,3127800
6201300,2764800,3436500
13330000,6593200,6736600
7672400,4209900,3462500
7254300,3212300,4042000
6714100,3377100,3337000
18377000,9145500,9231100
9199100,3974400,5224700
14508000,8545500,5962800
9571600,5160900,4410700
1392100,579740,812320
1584400,542030,1042400
3584300,2655300,929050
7711000,5031800,2679200
4106400,3070600,1035800
459470,362480,96993
3570100,3087500,482530
9949200,6638000,3311200
7287500,5283500,2004100
9126100,6187400,2938800
24248000,18599000,5649000
1709800,1322500,387340
10083000,6596200,3486400
8450400,6651500,1798900
4530600,954340,3576200
2979200,313700,2665500
7190500,2459500,4731000
5978600,4774600,1204100
9125200,7651200,1473900
26900000,25184000,1716700
15009000,14490000,518250
5750300,5599400,150900
6680700,5982700,697990
3469000,3165600,303370
33278000,31337000,1940500
6792500,5086000,1706400
90610000,90391000,218450
11144000,6104600,5039800
1838100,1354800,483380
12834000,6585200,6249100
10720000,7926100,2794000
3573500,2614900,958690
12682000,10001000,2680800
15666000,3560000,12105000
8703200,3369000,5334200
15064000,5854400,9209300
1386000,726500,659520
5207000,1465000,3742100
16105000,6852200,9253000
1576100,674920,901200
5985500,2020800,3964700
7544000,2686500,4857400
6243400,2327200,3916200
7747700,2968100,4779600
80301000,32646000,47655000
594880,52244,542640
4744400,903610,3840700
6983100,1263000,5720200
6550500,887360,5663100
3909000,463490,3445500
7074400,3786500,3287900
8917400,3474200,5443100
8769300,7178700,1590600
10906000,7473500,3432500
4982100,3023600,1958500
7063500,4832900,2230600
13069000,7151200,5918100
2025000,521090,1503900
8145600,1805900,6339700
801480,234940,566550
12321000,1088700,11232000
2941300,702460,2238800
4219600,1058800,3160800
1734700,428270,1306500
3617800,2169300,1448500
12307000,11351000,955900
6246700,5402500,844270
11467000,10225000,1242500
9658100,7712000,1946200
7849400,6826400,1023000
8410600,7463400,947190
18129000,12853000,5276100
12251000,2298600,9952400
8949200,1944000,7005200
16914000,3415700,13498000
6411000,1258600,5152400
15219000,2114700,13104000
4630000,846630,3783400
18339000,3892300,14447000
3125000,1376300,1748700
1469400,740900,728470
31777000,13677000,18100000
6873900,3551000,3323000
109330000,54306000,55023000
25685000,12809000,12877000
1117700,565800,551920
94296000,47046000,47250000
80197000,40215000,39983000
2552800,1268400,1284300
7479700,3485200,3994500
733920,328200,405730
22352000,10477000,11876000
24102000,10983000,13119000
33912000,15917000,17995000
17801000,6671400,11130000
3439800,1124600,2315200
7904400,1982700,5921600
5099900,2870700,2229200
54479000,25941000,28538000
3396900,792980,2603900
9862000,2307500,7554500
8035700,3318900,4716800
7128700,3142300,3986400
20668000,7306600,13362000
23157000,8809100,14348000
30100000,4434300,25666000
42465000,16036000,26429000
42246000,17620000,24627000
34207000,11092000,23115000
190880000,87532000,103350000
9606800,2340800,7266000
2416000,1108500,1307500
8055200,3905400,4149800
29617000,19424000,10193000
18266000,7895500,10370000
13600000,6699500,6900200
26763000,10389000,16374000
6073700,481350,5592300
10708000,2039700,8668100
21245000,3088900,18156000
10390000,1816900,8572900
15822000,7678200,8143900
4133400,745150,3388300
32419000,14237000,18182000
6835600,2376000,4459600
16265000,7571300,8693200
58971000,23686000,35285000
3985400,1379100,2606200
19154000,10994000,8159800
16357000,7062000,9295000
8173000,2894600,5278400
8202500,2210600,5991900
6127500,1121300,5006200
38465000,13665000,24801000
3828500,1575300,2253200
7242900,3943400,3299500
4150300,2449700,1700600
7923100,3396900,4526200
109650000,34220000,75427000
3026700,1530900,1495800
5575500,2383600,3191900
14736000,8279800,6455800
28941000,9708100,19233000
23082000,3096000,19986000
11526000,3532400,7993400
2724600,222330,2502300
7679700,818790,6860900
3572400,2132000,1440400
4090800,1825700,2265100
1082100,531040,551040
6220000,2194500,4025600
20243000,9755200,10487000
11501000,5976100,5524600
8465400,4513900,3951400
12611000,6313700,6297500
7520800,3395900,4124800
857190,486940,370260
6354300,3284700,3069600
10197000,5495800,4701200
5604200,3051000,2553100
8670200,4323400,4346800
5372600,3468700,1904000
5505900,2658500,2847400
1406600,644120,762530
16638000,7708400,8929700
9931300,5805200,4126100
15244000,8600000,6643600
6642600,4049200,2593400
3390800,1762200,1628600
4065800,2474800,1591000
1090700,354830,735900
8310000,4609400,3700600
29140000,12413000,16727000
10953000,4956800,5995800
9048200,4875900,4172300
2730800,2398600,332190
7958200,3752100,4206100
5175700,2443000,2732700
15228000,6914100,8314200
51816000,24733000,27084000
8352300,4499500,3852700
21218000,9062400,12155000
2778700,1188100,1590600
12690000,6564200,6125700
10636000,5513400,5122200
5531800,3269300,2262500
1386400,778260,608180
9053300,4864100,4189200
33026000,16788000,16238000
19877000,10325000,9552500
6483700,3840700,2643000
1328100,808770,519310
7186300,4132400,3053900
13443000,7315900,6127200
10061000,6687400,3374100
8146000,6152500,1993500
25093000,13009000,12084000
49678000,29247000,20431000
3041900,1728000,1313900
6896200,3838700,3057500
113280000,64771000,48506000
12113000,6949500,5163800
4213400,2097800,2115500
53113000,28821000,24292000
4418600,2352200,2066400
11268000,6299800,4968400
15856000,8599200,7256400
19533000,11665000,7868500
4961100,2703100,2258000
2446600,1189300,1257200
8236100,5636700,2599400
736090,335790,400300
78593000,46499000,32094000
17319000,9980700,7338000
35032000,19997000,15035000
222720000,138030000,84697000
1318200,745710,572520
20344000,11830000,8513700
7800100,4731100,3069000
2634200,1451100,1183100
52586000,27243000,25343000
2019000,1247700,771300
4291000,2611100,1680000
18363000,8835600,9527500
95818000,51625000,44193000
5823100,3516400,2306700
11300000,5994000,5306300
5301000,3235900,2065000
17144000,9034500,8109100
14510000,7922800,6586900
1523800,847240,676600
11846000,6963700,4882100
84072000,48685000,35387000
2823300,1736800,1086500
18594000,10883000,7711300
28573000,15353000,13220000
2108000,1040000,1068000
2109100,1204500,904560
31783000,17645000,14139000
84297000,48887000,35410000
4692900,2188100,2504900
7289200,3879600,3409600
14765000,8727700,6036900
20858000,11586000,9272200
1040300,727490,312790
4507500,1914100,2593400
20037000,10882000,9154600
28428000,15792000,12636000
5099100,2960100,2139000
1874600,1131200,743400
12680000,6572500,6107100
30539000,16932000,13607000
3969500,2085100,1884400
53701000,29854000,23847000
7639200,4362200,3277100
151520000,82741000,68777000
125390000,68026000,57360000
26134000,14309000,11825000
1992700,1009000,983690
58394000,31988000,26407000
4174700,1777300,2397400
8865800,4685800,4180000
42740000,24662000,18078000
24873000,14502000,10371000
10409000,6100400,4308900
41236000,21119000,20118000
20069000,10733000,9335200
8443600,5854800,2588700
2990900,1843600,1147200
1238100,831770,406330
3145900,2035000,1110800
4929700,2969600,1960100
2958100,1639600,1318500
2022400,1300200,722160
5066100,3269300,1796800
11566000,9520800,2044800
4908500,4012200,896290
2906800,2169300,737470
4692400,3742200,950220
6069400,4533000,1536300
3680800,392410,3288400
9652200,1522300,8130000
96721000,9112900,87608000
1221300,77387,1143900
3803300,315980,3487300
13276000,1220700,12055000
60965000,7038800,53926000
17432000,3907000,13525000
60691000,4624900,56066000
5923600,653070,5270600
11755000,1509800,10245000
4590900,364200,4226700
1920200,181180,1739100
4017500,389090,3628400
20837000,2202600,18634000
16088000,2064500,14023000
18420000,2019000,16401000
24946000,2898600,22048000
3454600,220220,3234400
2996000,378320,2617700
15001000,1327700,13673000
37177000,4445600,32732000
13867000,1383600,12483000
5424300,305050,5119200
22822000,1492900,21329000
9444600,1018800,8425800
3646200,463150,3183100
10090000,3236100,6853500
19865000,11547000,8317200
3764800,2098100,1666700
14427000,5759500,8667900
5268600,2865300,2403300
2253600,987430,1266200
15170000,9304400,5865200
6947000,3774700,3172300
7013900,3672700,3341300
2195300,1290300,905020
6018100,1585500,4432600
6158300,2175800,3982500
13364000,4528100,8836100
15476000,9141900,6334200
14765000,9725300,5039300
14321000,5400400,8921000
6341900,3286100,3055800
2740200,1041200,1698900
5670800,1803600,3867200
1900000,956660,943370
15260000,8893800,6365700
11281000,3430400,7850800
13457000,8334800,5122200
901190,545640,355550
10299000,5089600,5208900
7784200,3759600,4024600
6179300,2095500,4083800
8614000,4271700,4342300
9281400,5669000,3612400
4556800,2175300,2381400
1276400,647040,629350
5018200,1929900,3088300
3441000,1379700,2061300
3400600,1436400,1964200
3524500,1160900,2363600
5324700,1870800,3453900
11613000,4788500,6824900
7026900,4700300,2326600
6773100,4447300,2325800
8792400,5593400,3199000
993710,601590,392120
7557700,5252600,2305100
13859000,8350600,5508000
6354600,4236800,2117800
4634600,3019300,1615300
642800,281550,361250
10176000,4300300,5875300
3435300,1295400,2139900
3321500,1354300,1967100
1466600,566000,900640
6742200,4682400,2059800
318640,186460,132180
14636000,8440500,6195700
2147900,1291800,856100
8240400,5231500,3008900
1916400,971460,944920
16358000,9988700,6369700
8033900,3775500,4258400
15455000,10949000,4505900
14393000,7791000,6601700
13494000,8758000,4735600
6292700,2860700,3432000
5345700,3492900,1852900
13906000,8318700,5587300
77261000,45830000,31432000
16530000,10276000,6253200
34609000,24876000,9732900
10175000,6423900,3750800
7813500,4422600,3390900
5607200,3801300,1805900
20530000,13315000,7214500
4984800,1763300,3221500
12173000,7666800,4506100
30407000,17977000,12430000
24099000,15679000,8420000
107360000,33942000,73417000
5888500,4325000,1563600
684930,470330,214600
24232000,16397000,7835200
3261900,1986800,1275100
5870100,3794800,2075300
7330500,4976300,2354200
3667600,2318200,1349500
2197400,1450700,746720
5897800,3449800,2448000
38971000,27553000,11418000
1966800,1100800,866020
4416500,3042100,1374400
3469800,2222000,1247800
13131000,7714100,5417400
3856400,1436400,2419900
9099200,6545500,2553800
56980000,34984000,21996000
2960100,2182000,778120
13122000,7976000,5146000
3735500,2370700,1364800
4036800,2425800,1611000
18645000,12874000,5771100
32020000,21142000,10878000
6852800,4578600,2274200
12659000,7794300,4865100
10016000,6316800,3699400
6292100,4908800,1383400
6151600,2164000,3987600
20006000,14342000,5664000
6909400,3536500,3372800
24574000,15155000,9418300
865720,571200,294520
24703000,14873000,9830300
4156200,2986900,1169300
89498000,54295000,35203000
5683500,3546800,2136700
22730000,13886000,8844200
7257600,3868700,3388900
17772000,5806000,11966000
16585000,9898400,6687000
4091500,2571500,1520000
823590,584330,239260
6970800,4029800,2941000
9621400,1478900,8142500
161480000,95496000,65980000
17632000,10557000,7074900
63561000,40303000,23258000
19908000,12057000,7851100
3855400,1933600,1921800
7161500,4228200,2933300
7951300,3969500,3981800
6046100,4555400,1490700
11394000,3859200,7534700
9521600,3544600,5976900
7004400,1399600,5604800
11044000,5179800,5864100
15459000,4584100,10875000
8594800,2107500,6487300
14496000,4654100,9841900
6852800,2201400,4651400
6896600,2686700,4210000
10521000,2907400,7613400
10687000,3174400,7512100
5818700,1416500,4402100
6977600,3058600,3919100
5800500,2413000,3387500
3200000,1284800,1915200
16225000,4739100,11486000
20182000,5419200,14762000
2572800,1173700,1399100
6052900,2044300,4008600
6066200,1896300,4169900
4443500,807310,3636100
4502700,2362100,2140600
4559000,2272700,2286300
19266000,10886000,8379700
8028600,4759400,3269300
1886900,940510,946370
4626200,2515700,2110500
964720,389090,575630
6224200,3071600,3152600
6656800,3436200,3220600
1947600,1019900,927720
613640,351080,262560
8824600,5450000,3374500
4632200,1327700,3304500
4902800,1065500,3837300
5945600,1137300,4808300
4207400,1026200,3181200
1608000,635000,973020
4329600,1475100,2854500
15917000,7064900,8852000
6185700,3297500,2888200
10654000,5646400,5007600
13839000,8319100,5520200
3550800,1829600,1721200
7941700,5196300,2745400
2858800,1657700,1201100
20812000,10387000,10426000
102880000,55119000,47758000
10289000,5848300,4440900
6535100,3281900,3253200
5848200,2464600,3383700
15344000,7420000,7923600
30881000,17126000,13754000
3377600,1832900,1544700
1039200,523390,515840
15547000,7900300,7647200
103180000,51253000,51932000
144180000,80759000,63422000
5703500,2754500,2949100
6664000,2752400,3911600
20102000,9803700,10299000
9661600,4554200,5107400
29390000,13210000,16180000
6828700,3663300,3165400
17259000,7462400,9797000
4202500,2118500,2084000
5202000,2705400,2496600
30380000,14197000,16183000
76216000,41026000,35190000
11704000,5635700,6068100
2072800,899460,1173300
6080600,3113500,2967100
145780000,70857000,74927000
4966000,2158700,2807200
19948000,8716300,11232000
10207000,4166000,6041200
3699200,1846800,1852300
145700000,72105000,73598000
1900800,948620,952210
6214800,2908100,3306800
8281600,3966100,4315500
18329000,9833000,8496400
1449300,585140,864170
1842900,791990,1050900
3603400,1715400,1887900
21054000,11122000,9931800
9043400,4830700,4212700
1902600,878460,1024100
5067500,3394800,1672700
21690000,10649000,11042000
4448900,2370300,2078600
6326000,3389200,2936800
11285000,5935600,5349800
7267600,3190800,4076800
1681400,866110,815310
6112100,3236500,2875600
5210800,2433400,2777500
2646000,1138600,1507400
6015500,2515600,3499800
24890000,11517000,13373000
33594000,13171000,20422000
15591000,6576700,9013800
6196300,3781800,2414500
8689400,3315200,5374300
6382400,3522200,2860200
28402000,14052000,14351000
4018100,2210900,1807200
9760900,4421100,5339800
24356000,15482000,8873900
1047700,483890,563840
2726000,1086500,1639600
10344000,6420700,3922900
5244200,3591900,1652300
17654000,7857000,9796900
1440500,730570,709940
6239300,2820700,3418700
628030,166180,461850
31230000,14860000,16370000
3378900,1694300,1684500
1673300,846150,827180
7937100,4047300,3889800
5630400,2485700,3144700
4824200,1546700,3277500
5731300,2137000,3594300
229020000,104810000,124210000
4794200,2410100,2384100
6874300,3490100,3384200
368740,156230,212510
5666700,2304600,3362100
5201700,2953900,2247700
3859200,1789300,2069900
5020000,2529900,2490100
1036600,436540,600070
4895600,2232900,2662700
12041000,4731600,7309500
2448100,1153800,1294300
28822000,14622000,14200000
4863000,1935400,2927500
7836100,2934000,4902100
4605400,1285800,3319600
97345000,38745000,58600000
8194300,4192800,4001400
8662600,3994800,4667800
4356300,1865800,2490500
54163000,25960000,28203000
67899000,32395000,35505000
366100000,169750000,196350000
207820000,100300000,107510000
113200000,54232000,58970000
8286600,2941100,5345500
3864300,2081800,1782400
3145100,1904900,1240200
29728000,12013000,17714000
6265200,1989700,4275500
7306000,2726400,4579600
37745000,16816000,20929000
3382100,1625700,1756400
23163000,9936800,13227000
3123600,989370,2134200
2040400,977430,1063000
5328200,2407100,2921100
19525000,7084000,12441000
6630100,4141000,2489100
228830000,97923000,130910000
25414000,8576200,16838000
6271600,3071900,3199800
152920000,69906000,83010000
7027100,3204000,3823000
6303200,3214800,3088400
159080000,85608000,73474000
7201400,3480400,3721000
4862700,2561600,2301200
2111800,976410,1135300
11834000,6505300,5329000
5590300,3219200,2371100
5678400,2226800,3451500
16066000,8460400,7605800
8670500,4387900,4282600
8337000,3979400,4357600
4157700,2238800,1918900
26316000,14091000,12225000
10096000,5256200,4840300
14794000,7036400,7757200
4504200,3066100,1438100
13730000,7005300,6724300
14726000,8051900,6674300
12247000,6300800,5946300
147230000,62022000,85212000
3275500,677620,2597900
15903000,10204000,5698400
8232100,3770700,4461400
186440000,88174000,98269000
257190000,103590000,153600000
2704200,1664400,1039700
13345000,4934900,8409800
6337100,2916700,3420400
79319000,41666000,37653000
11453000,6101500,5351300
10004000,5444400,4559600
3168800,1863400,1305400
8068700,5001900,3066700
31294000,13719000,17575000
2276700,892600,1384100
9648400,3267400,6381000
21960000,12068000,9891800
6634500,3773400,2861200
6305300,3376300,2929000
25280000,11889000,13391000
5757700,3165600,2592100
9738400,5809200,3929200
4521400,2512500,2008800
2631700,1295500,1336200
20116000,14365000,5751000
21376000,9987300,11389000
9779600,4897500,4882100
7366800,3726600,3640200
20993000,11814000,9178800
2088900,634280,1454700
6419600,2720300,3699300
34793000,18806000,15988000
1111800,602650,509160
3152300,1659600,1492700
6765400,3613000,3152400
6351300,1598000,4753300
48026000,26431000,21594000
10074000,5403400,4670400
11999000,6773500,5225200
5218700,2425700,2792900
1094000,544250,549740
17392000,10488000,6903300
12712000,6068900,6642800
7729900,3558000,4171900
5109400,3080300,2029100
17032000,2291700,14740000
8104600,2274500,5830100
2382700,1053100,1329600
7676600,4805900,2870700
2461900,1108200,1353800
6230000,2553300,3676700
3243600,2712700,530870
11061000,6914500,4146700
7517000,3651800,3865100
14418000,13391000,1026900
6494300,5166900,1327400
13123000,11645000,1477900
18555000,16948000,1606600
3747500,3037300,710240
1459400,624680,834670
5047400,2575800,2471700
11200000,7820600,3379900
1973300,990340,982950
9079100,4058100,5021100
11890000,5178200,6712100
6164100,2400100,3764100
4144400,2384100,1760300
4076900,1902300,2174600
7708500,3730200,3978300
5796600,3034800,2761800
8157000,4488100,3668900
5682400,2126300,3556100
9515000,4513000,5002000
16123000,10967000,5156500
6280700,3341700,2939000
3143300,2228200,915070
10521000,5746700,4774000
8345100,4111700,4233400
1486900,966700,520160
6897300,5743700,1153700
1076900,743540,333370
6367700,4208500,2159200
14195000,9856800,4338500
10006000,7809200,2196800
14472000,9829800,4642000
2778500,620100,2158500
5670700,1945500,3725200
9418200,4232900,5185400
1467800,1092900,374910
28823000,21119000,7704300
9604100,6951900,2652200
9976400,6780500,3195800
5806700,4293700,1513000
1877400,1201600,675810
9647900,6563200,3084700
1420400,1001100,419330
1935200,1351900,583300
7167600,4887700,2279900
6287100,3188700,3098400
1083000,840120,242900
4398800,3180000,1218800
14370000,10244000,4125500
9678300,6110200,3568100
17661000,12674000,4987400
1251300,794290,457020
5528000,3941800,1586200
6004600,4569800,1434800
6771200,4280900,2490300
8328400,6780100,1548300
7483700,5889400,1594300
6275100,4767600,1507600
11199000,2395000,8804000
37576000,36093000,1483100
3190700,2137900,1052800
9507700,4810900,4696700
5421500,4917000,504550
9229400,8592800,636590
8452200,8246400,205780
8557900,7815900,742000
3397500,3236700,160820
926930,639690,287240
5793200,3675800,2117400
3373700,2042400,1331300
15019000,11136000,3882300
5501800,3849300,1652500
6204200,3491300,2712900
11299000,8207100,3091500
2433600,1530100,903520
5418400,2334800,3083600
11601000,8756200,2844600
4192800,2522600,1670200
6681800,3968400,2713400
7226800,5554900,1671800
1931600,1315400,616220
1761000,1299200,461800
2549900,2189300,360680
3340500,2451800,888640
3474500,2176600,1297900
6208400,4280600,1927700
10724000,7745700,2978200
4723300,3570600,1152700
3634000,1784700,1849300
17184000,9653600,7530300
7938700,4091000,3847700
1377400,707270,670160
4083100,2145400,1937700
9612600,4599500,5013200
14392000,5682300,8709600
25211000,12696000,12515000
11851000,5412900,6438000
54161000,25418000,28743000
2931300,1218400,1712900
5043100,1801500,3241600
7513000,3867900,3645200
15454000,7565100,7888600
3036000,1563900,1472100
4425600,2127400,2298200
13926000,8194700,5731200
5848500,3429300,2419300
1629000,615250,1013700
51450000,38323000,13127000
92981000,53060000,39921000
3288800,1864700,1424100
7069100,3939400,3129800
11851000,6806400,5045100
9085200,4707000,4378100
1665200,851370,813800
9252800,5452100,3800700
3388500,1716600,1671800
6223900,3131500,3092400
4589500,2044800,2544600
5380200,2683200,2696900
7116800,3399700,3717100
14298000,6354700,7943200
8005900,3350500,4655400
14469000,7215400,7253800
29201000,16260000,12941000
3788100,2157600,1630400
12895000,5986200,6908300
39039000,19097000,19942000
8978300,2953600,6024700
19463000,15296000,4166200
2098000,1726800,371200
6193000,4608300,1584700
2998600,2188900,809730
1558200,1116000,442200
14278000,11758000,2519800
17930000,10892000,7037400
4692700,3541600,1151100
2704500,1504400,1200200
5041600,3508200,1533300
1684900,1344300,340570
5485300,4121900,1363500
3703100,3278200,424840
29180000,26268000,2911400
13193000,11601000,1591400
16294000,11106000,5187800
1727400,1209400,517980
4851400,3430400,1421000
4783800,2138000,2645800
23726000,14661000,9064500
5143300,3413200,1730100
4608700,2856700,1752000
5327700,3636400,1691300
13769000,5898200,7870500
2812500,1088700,1723700
7109900,4748600,2361200
6093000,4443400,1649600
4824600,3587300,1237300
1790400,1230600,559770
4587300,3564900,1022400
3031600,2280600,751000
1556300,1036200,520110
2113700,874360,1239300
1724600,861270,863340
775470,317430,458040
3153200,1518800,1634300
7627200,3601400,4025900
6515800,4017600,2498200
2466100,1341400,1124700
2596400,1057600,1538800
10246000,5313300,4932500
5926900,2940100,2986800
13672000,6480900,7190600
9747600,4772500,4975000
4234700,1661400,2573300
6924900,3383500,3541400
40749000,20491000,20258000
906230,412660,493560
7806300,3472900,4333500
6111000,2918600,3192400
3790800,1504400,2286400
11383000,9561500,1822000
13644000,12691000,953040
6606400,2940400,3666000
3396400,1094700,2301800
9222800,3337500,5885300
12377000,4515400,7861100
3813000,1991700,1821300
4799100,2885500,1913600
9647800,5767400,3880400
9217500,4751000,4466500
5445100,2704800,2740200
5983700,2838700,3145000
976810,513460,463350
6301800,3713600,2588200
9385500,4120500,5264900
16639000,10118000,6521000
1164100,662530,501530
13837000,6861300,6975600
17474000,10682000,6792700
38712000,21263000,17449000
1080200,538020,542160
4149300,1874800,2274600
10786000,7012400,3773500
3859600,2282900,1576700
1526700,915270,611430
1953000,1126400,826620
15481000,8664500,6816600
6687500,3556800,3130700
5106000,2236500,2869500
7443700,3588400,3855300
4395600,1899700,2495900
1701800,837420,864430
2000900,1111900,888950
11319000,5787100,5532300
1633000,779220,853770
4682100,1904200,2777900
6329400,3053500,3275800
19376000,9553900,9822500
10452000,6878900,3573200
877840,650770,227070
8754700,5054400,3700300
1984100,1382900,601200
8231800,3861500,4370200
4628600,3009000,1619500
8253200,4095300,4157900
9059800,5025800,4034000
5067100,2373100,2694000
1904100,679110,1225000
9173100,6504800,2668200
49745000,33914000,15830000
3242800,2008500,1234300
29734000,21606000,8127700
24004000,17469000,6535100
21651000,9354600,12297000
9644600,5028700,4615900
2176500,682810,1493700
9402800,4854100,4548700
3848300,2239500,1608800
14821000,5622700,9198400
148020000,62316000,85702000
35378000,12988000,22390000
3917500,1633000,2284500
73676000,36669000,37007000
2537200,1102100,1435200
5926600,2151800,3774800
10699000,4861900,5837000
3215500,1478400,1737100
1540600,680300,860340
11088000,4320400,6767200
7160600,2804700,4355900
18754000,7729700,11024000
3847500,1273500,2574000
111150000,42105000,69042000
22219000,8370200,13849000
22577000,12316000,10262000
106480000,44508000,61971000
5120000,1972100,3147900
2026500,1062600,963920
7230600,2819900,4410600
2259400,639920,1619500
36691000,20380000,16311000
4573100,2481300,2091800
22618000,10245000,12373000
5809500,2509300,3300100
5845200,1885700,3959500
5620400,2461200,3159200
5841000,3244200,2596800
8417900,4669700,3748200
6514100,3497500,3016600
4264700,2028100,2236700
5840800,3005900,2834800
18181000,9192900,8987700
36117000,20154000,15963000
2477400,1127100,1350400
5502300,3313100,2189200
8682700,4395300,4287500
11833000,6571700,5261100
7809200,5003500,2805700
1166800,525210,641610
9409500,3871800,5537700
939000,459080,479920
8775500,5016000,3759500
10676000,7216700,3459600
6373200,5077400,1295700
9077000,2692100,6384900
955750,475290,480470
6891300,3661400,3229900
2411400,1691700,719780
14645000,6510500,8134000
4601800,2498300,2103500
5396800,3482600,1914200
5373700,2202500,3171100
12350000,4440700,7909000
15915000,6677200,9237700
1875800,802610,1073200
6853200,2817900,4035300
4758500,2617600,2140900
8903000,4865400,4037600
9401700,6445600,2956100
9263100,3276900,5986300
1922500,761200,1161300
1930100,910520,1019600
1722800,741200,981590
11769000,6243000,5526400
686060,333900,352160
12882000,6259000,6622700
6292500,2710000,3582500
7019200,2895900,4123300
57720000,25898000,31822000
1319500,419860,899660
4381500,1878800,2502700
8359100,4033700,4325500
15358000,6670800,8687100
2428900,1095200,1333700
13808000,6701900,7106400
11766000,5801100,5965100
10945000,5690600,5254400
28163000,11910000,16254000
7139400,4066900,3072500
978400,480830,497570
16889000,9852500,7036500
14717000,6818100,7899300
22938000,21270000,1668100
14325000,10394000,3930700
2780100,2145700,634310
12788000,12312000,475790
5397800,4598700,799010
17636000,15712000,1923900
1911900,1432900,478980
14011000,7442100,6569200
19102000,16619000,2482800
28322000,26713000,1609200
12840000,12223000,616500
4423100,4299100,123970
25980000,25035000,944820
58100000,47593000,10507000
38131000,8550900,29580000
7330500,7165800,164720
7002700,5979800,1022900
4555800,2542800,2013000
5319700,2724300,2595400
21491000,8471500,13019000
2818400,1761500,1056900
31479000,18998000,12481000
6471400,3695300,2776100
5961900,4173700,1788200
3929500,1850600,2078800
10158000,5195000,4962500
7771000,3052200,4718800
1836300,1108000,728280
46636000,25137000,21499000
5701000,3082500,2618500
4440500,2638200,1802300
17733000,9766000,7967100
16870000,7810600,9059200
9532400,4441600,5090800
13900000,7401700,6498200
3672700,2252500,1420200
22048000,12262000,9786400
51179000,25579000,25600000
9869700,6711500,3158200
10271000,5295600,4975300
6318200,2125400,4192800
9677200,4792700,4884500
5667600,2551700,3116000
3849700,1142100,2707500
3748700,1672600,2076100
7588900,3919300,3669600
7900800,3912600,3988200
3269200,1686600,1582700
28006000,12988000,15018000
17102000,8044500,9057600
6860600,3372700,3487900
5442600,1952200,3490300
9333000,4756600,4576400
37285000,19309000,17976000
67333000,33134000,34199000
7483100,3690400,3792700
19691000,11083000,8608000
17591000,14824000,2767600
26285000,24805000,1479800
28143000,25607000,2535900
4604500,2844300,1760200
24444000,22120000,2323900
16127000,14560000,1567400
6477400,2553600,3923800
6165600,3633300,2532300
5978600,3201500,2777100
4719900,1885000,2834900
3589100,1292300,2296700
1722300,649030,1073300
8028600,2901400,5127200
9431400,3066300,6365100
5018400,1606400,3412000
11510000,3662200,7848300
9643900,2973800,6670100
3769800,2005800,1764000
14732000,7707000,7025400
10925000,5078700,5846300
47816000,19313000,28503000
7849300,3790400,4058900
4990800,3163900,1826900
4008900,1948800,2060100
10316000,4618300,5697400
3161400,927900,2233500
717000,354010,362980
17163000,8248400,8914800
4017300,1662300,2355000
4721100,3003800,1717300
9656800,5210800,4446000
14512000,6521700,7989800
6089100,3075000,3014000
1182600,468440,714190
19957000,8549500,11408000
30620000,13151000,17469000
7363800,3752900,3610900
1435800,679340,756450
9898100,4851400,5046700
14853000,7318200,7535200
12754000,5062900,7691000
6175500,2743000,3432500
1518600,592080,926560
345000,154960,190040
6131200,2231200,3900100
8694500,5201500,3493000
2304300,1541900,762380
13286000,143840,13142000
15845000,1256800,14588000
7202100,792320,6409800
409640,51873,357760
816020,44027,771990
7684800,297910,7386900
4854700,661680,4193000
9222200,559840,8662400
14229000,5251300,8978200
50144000,25246000,24898000
1467300,541410,925860
5855800,2469300,3386500
49133000,32762000,16371000
18061000,12765000,5295600
9757300,6809300,2948000
5014200,2868600,2145600
3225800,1561100,1664700
15897000,11407000,4490300
7684200,5656300,2027900
2510100,1794700,715400
7447100,3354300,4092800
4349800,3425100,924730
6716500,2991800,3724700
2626300,1101800,1524600
18572000,14893000,3679100
16408000,9721800,6686200
8695800,4478500,4217200
13240000,9131200,4108700
18981000,10401000,8580000
7278800,5526000,1752800
12086000,3030000,9056100
5932600,2310500,3622100
9279100,5971300,3307800
10327000,820140,9507200
4772200,2952500,1819600
26979000,20947000,6031500
7785700,4961400,2824300
47131000,4800000,42331000
34092000,8752600,25339000
14906000,2958300,11948000
11385000,4390100,6995100
4534800,369530,4165300
23357000,5728600,17629000
25163000,18505000,6658400
6293600,1763400,4530300
8766100,6408800,2357300
9299500,4677600,4621900
46792000,25767000,21025000
6653900,3809000,2844900
6091000,437990,5653000
51187000,36402000,14785000
1423600,731690,691900
10759000,2095300,8663400
7283200,428790,6854400
6815200,348400,6466800
