Intensity Normal1,Intensity Normal2,Intensity Normal3,Intensity Normal4,Intensity Normal5,Intensity Normal6,Intensity Normal7,Intensity Normal8,Intensity Cancer1,Intensity Cancer2,Intensity Cancer3,Intensity Cancer4,Intensity Cancer5,Intensity Cancer6,Intensity Cancer7,Intensity Cancer8
0,511500,1.08E+07,0,0,0,0,0,0,817570,8322400,0,0,0,0,0
1.68E+07,1.29E+08,1.33E+08,3.00E+08,6205800,4.48E+07,2.42E+08,2749700,5.60E+07,2.97E+07,4.19E+07,3.90E+08,1.36E+07,8428600,1.15E+08,3.55E+07
6.36E+08,4.77E+08,5.20E+08,5.49E+08,7.90E+08,4.46E+08,6.28E+08,1.93E+08,2.08E+09,2.85E+09,1.88E+09,1.44E+09,3.06E+09,2.51E+09,7.76E+08,5.15E+08
662010,0,3751300,5154400,4.54E+07,1.34E+07,8478800,4640800,1.39E+07,2.29E+07,8660800,5.49E+07,2.06E+08,4.03E+07,2.27E+07,3070600
210370,2246800,3866600,0,0,0,0,0,3464100,845900,2803000,8068200,4175100,0,0,0
0,0,425730,0,296860,0,0,0,305300,694140,1175800,0,0,0,0,0
0,0,0,0,0,0,0,0,205660,0,683050,0,0,0,0,0
2.54E+07,2.08E+07,1.58E+07,1.66E+07,2.03E+07,1.13E+07,5625400,4957100,3.72E+07,2.08E+07,1.47E+07,8623300,1.32E+07,2955200,5531200,574830
0,0,870760,0,0,0,38816,0,0,278440,4.01E+07,0,0,0,0,30137
4.28E+07,2.08E+07,5.46E+07,1.01E+07,2468500,4.40E+07,2.80E+07,2749200,2.50E+07,6.35E+07,4.25E+07,4.77E+07,433540,5.17E+07,5.22E+07,1.37E+07
1811200,304340,124180,2042800,2670500,0,0,879800,2886000,1262600,1957900,5423900,9471900,0,1962100,0
0,0,0,22199,0,162810,0,0,0,0,308150,97157,0,226320,0,0
2977700,0,3520700,0,4567300,0,5353400,1046400,7691600,4657100,5198500,7657000,0,6733500,5735500,2298900
0,0,0,0,0,0,0,0,0,572970,0,0,0,0,453190,0
0,0,0,0,827310,0,0,0,0,1415800,0,0,0,0,56711,120830
680580,1053500,1.29E+07,1.19E+07,3.16E+07,9748700,3270500,316880,9247500,1.75E+07,1.18E+07,7102300,2.39E+07,1.87E+07,1682400,435520
1699900,354960,4482200,1973500,422930,764770,1021700,156030,931340,60655,402680,0,864100,104760,1306700,0
4235700,644710,3596100,1595900,8829300,1938000,1832900,82976,3420900,9124800,2510500,3881800,3771600,8143700,1644700,542690
2.26E+07,8457600,2.54E+07,6620900,3985800,1.06E+07,3298500,1247200,6.40E+07,4.30E+07,2.80E+07,1.18E+07,1.96E+07,1.66E+07,2501800,1310500
654820,3753900,3723400,432620,3235000,0,0,0,2540600,8998900,962260,0,3872100,1860600,0,0
955100,1602200,2327200,0,119940,0,0,0,1146700,3465300,2680900,0,0,0,0,0
0,474040,0,0,542810,725640,859810,0,3876000,9821900,3311500,214960,0,1808300,728450,0
0,0,0,0,0,0,0,0,1970000,8472600,9555400,145690,6216100,321730,0,0
4.28E+07,4.02E+07,1.74E+08,2.16E+07,1.92E+07,2.32E+07,0,5901700,3.00E+07,1.35E+07,0,8020000,0,0,0,1233600
9177000,1.27E+07,7889600,2.15E+07,2.15E+07,1.46E+07,7379300,817990,3.63E+07,7.31E+07,3.12E+07,7.13E+07,1.16E+08,4.13E+07,1.39E+07,4529900
1.95E+08,2.48E+08,4.05E+08,1.90E+08,1.82E+08,2.78E+08,1.52E+08,4.33E+07,4.98E+08,2.82E+08,3.88E+08,1.08E+08,1.37E+08,1.46E+08,5.38E+07,5691400
0,828850,1305200,0,0,0,0,0,1748000,336410,1308700,0,0,651460,0,0
6.27E+07,7.33E+07,1.42E+08,1.21E+08,1.31E+08,1.13E+08,5.44E+07,3.01E+07,1.99E+08,1.96E+08,2.26E+07,3.71E+07,2.03E+08,2.12E+08,5.98E+07,2051500
0,0,0,439840,0,0,0,182710,0,0,2106400,0,1122200,2429000,808000,0
305140,358710,0,0,0,828960,0,0,3431200,2779000,2195200,957530,0,2307000,372130,0
0,0,0,0,0,0,0,0,0,0,0,0,0,281370,0,0
0,0,0,0,0,0,0,0,0,1136300,1013000,0,0,1355300,0,0
1374200,605110,0,265680,0,792980,0,0,0,4582800,0,996140,1747200,2305000,207020,81237
1.06E+07,5441700,0,468510,1992200,923040,509040,239870,1.20E+07,3603400,2845100,906240,894580,237910,759430,119180
2.97E+07,1.31E+07,6.26E+07,4.38E+07,2.48E+07,2.71E+07,3.45E+07,7593900,1.13E+08,1.75E+08,2.02E+08,9.86E+07,1.31E+08,1.68E+08,1.62E+07,1.64E+07
0,0,0,0,0,0,0,0,144790,0,0,0,0,0,0,0
1.37E+07,1774800,4405700,5680500,2916000,1648400,826920,2852800,7890000,1.54E+07,3.31E+07,1.04E+07,2.93E+07,1.70E+07,1.20E+07,5148900
193450,133710,994500,116020,189250,28379,235870,25631,4400200,2875500,1463000,5264000,1650800,707780,3279000,65790
896970,15545,0,0,0,0,1.04E+07,2627900,5.69E+07,7909800,1.91E+08,0,594350,0,0,0
5.05E+07,4.26E+07,3.86E+07,4.26E+07,2.33E+07,2.38E+07,1.70E+07,5254900,5.41E+07,6.46E+07,6.94E+07,1.29E+07,9.51E+07,8071400,2597300,759760
2.34E+07,6940700,1.48E+07,1424900,549370,490700,1562300,0,3.56E+07,1.43E+08,4.90E+07,1.62E+07,7.95E+07,2509200,9257700,312880
2.52E+07,2.34E+07,6.14E+07,4.14E+07,1.29E+07,5.14E+07,1.32E+07,6362600,5.58E+07,1.42E+07,6.79E+07,1.01E+07,1.50E+07,1.09E+07,3986100,6966600
0,0,0,0,0,0,134710,315940,0,0,0,0,0,525900,0,0
3.68E+07,2.17E+07,3.03E+07,1.20E+07,1.08E+07,1.64E+07,2444500,735390,4.11E+07,9.23E+07,9580800,5773400,2.95E+07,6736700,1.23E+07,2113600
3423900,305950,1746100,4680900,0,0,6172900,0,1.13E+07,2257000,8592900,5914100,0,2.49E+07,6981300,469880
1727800,959640,6040300,8797400,7373200,5454900,1571500,4565200,4.57E+07,8205300,6.38E+07,2.04E+07,5.27E+07,3010300,7882600,1495800
5821400,917750,9555500,1876400,290330,623550,128000,0,3775300,2.55E+07,3295700,2010700,9902700,2161100,1384600,149840
2551500,3819500,0,329150,0,0,202210,0,0,0,0,98691,0,528190,0,317870
0,0,554780,1664500,0,0,0,0,0,936020,5348600,2271100,0,0,0,512700
1.91E+07,2.77E+07,3.43E+07,4.18E+07,4.21E+07,2.91E+07,2.35E+07,2725000,5.35E+07,2.76E+07,6.38E+07,1.93E+07,4.80E+07,2.51E+07,7477400,1722800
0,4.46E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,198030
1262100,5559900,4458200,9923700,7858300,5836500,1684400,652040,3524400,1.33E+07,1.43E+07,1.08E+07,5579300,6340300,8602600,1149100
0,3807900,589200,6389400,694500,7964000,535820,4334700,1.11E+07,1.68E+07,4273600,5551500,8226400,4034800,1.00E+07,0
1650000,5918200,5836700,4182100,1.23E+07,5115000,3530500,568230,2.40E+07,2.37E+07,1021900,3778700,5208500,3989400,253990,70210
2.13E+07,1.48E+07,3.57E+07,1.81E+07,2.45E+07,5653900,6030500,1397900,7668600,1.08E+07,7.45E+07,4.38E+07,6.01E+07,7798400,424700,7554400
4.87E+08,1.98E+08,3.15E+08,2.62E+08,2.93E+08,2.96E+08,1.30E+08,9.20E+07,5.63E+08,3.63E+08,1.89E+08,1.83E+08,2.30E+08,2.61E+08,4.31E+07,2.19E+07
3.88E+08,2.78E+08,2.58E+08,5.83E+07,3.08E+07,5.67E+07,2.68E+07,1.32E+07,4.88E+08,3.79E+08,7.37E+08,1.04E+07,3.43E+07,9990500,2.77E+07,4433300
1.75E+07,1.64E+07,9497200,1.72E+07,2.39E+07,1.61E+07,1.45E+07,1.11E+07,4.66E+07,6.02E+07,1.65E+08,4.51E+07,6.59E+07,5.91E+07,2.05E+07,2.25E+07
3.85E+07,1.97E+07,6.72E+07,3.48E+07,2.60E+07,1.43E+07,1.08E+07,5808400,1.83E+08,1.71E+08,1.13E+08,5.71E+07,6.34E+07,2.19E+08,4.24E+07,3.27E+07
2.32E+07,4346500,1.16E+07,1.65E+07,2.34E+07,1.06E+07,1.39E+07,3021000,4.16E+07,7.62E+07,9.68E+07,1.52E+08,2.05E+08,1.60E+08,1.77E+07,6448200
6813700,6138400,1.11E+07,1.04E+07,3.16E+07,3314900,3135500,657710,2.76E+07,2.38E+07,1.45E+07,1.96E+07,3.50E+07,2.26E+07,9831700,1264200
5516800,238480,3043500,1297400,7304200,709720,1515700,2795200,1.75E+07,1.52E+07,1.88E+07,1.43E+07,1.02E+07,1.16E+07,5662100,236470
0,0,0,0,0,0,0,196720,3860400,2071700,3658300,5377000,8379100,3819800,3545600,228810
206730,1100700,1106600,459540,496470,501650,1004900,154140,9567100,0,208330,0,401760,220700,621150,155830
529100,0,0,1412200,0,0,0,0,2308600,2664200,0,3133900,495810,0,0,0
2129900,314560,3850000,2976900,1022200,1926300,1140000,197100,1.67E+07,1.16E+07,1.40E+07,6510300,2.07E+07,7477900,4083000,524190
1.05E+07,1.19E+07,6970500,1.78E+07,2.69E+07,1.32E+07,6218300,3390400,9229600,6705300,2299700,2984000,1.11E+07,6113400,897220,311010
1.01E+07,5305000,1.12E+07,9778700,1.43E+07,4268900,2785400,1760800,7817000,1.08E+07,5543900,1727300,1584600,3466000,2529800,322340
3.07E+07,2.38E+07,1.57E+07,9490500,3.81E+07,2.25E+07,1.63E+07,1062100,4.60E+07,7.96E+07,1.39E+08,5.16E+07,2.50E+07,4.62E+07,1.41E+07,4.41E+07
4452600,325830,4154400,6390500,3281400,1110200,1144200,975250,9641500,2.92E+07,1.58E+07,1.36E+07,5676400,696880,902750,920920
6.34E+07,8.23E+07,1.34E+08,6.79E+07,1.01E+08,4.12E+07,3.32E+07,1.22E+07,1.38E+08,2.51E+08,1.25E+08,6.56E+07,2.35E+08,8.06E+07,2.04E+07,2.78E+07
1808100,1177600,6988600,9857300,6414600,886620,807720,323180,3669200,9799400,6151400,2615000,9184600,7216700,4036900,161390
1.39E+07,9741900,2.70E+07,3.01E+07,3.12E+07,1.17E+07,1.43E+07,2719900,2.77E+07,4.10E+07,1.38E+08,4.47E+07,1.26E+08,6.04E+07,5608900,4868700
6.75E+07,5.71E+07,8.39E+07,6.75E+07,6.69E+07,5.46E+07,4.98E+07,1.55E+07,1.59E+08,2.11E+08,9.57E+07,6.54E+07,2.21E+08,5.02E+07,4.81E+07,3.55E+07
5934200,520590,2399000,4234800,660110,2539300,4267700,502980,1879500,0,0,3080700,0,0,389400,18542
6745200,2436200,1.06E+07,3647000,212230,488990,144800,337970,1.06E+07,1.15E+07,1.79E+07,8538000,1.42E+07,84557,2339400,48510
5846700,1.69E+07,1.14E+07,8716600,1.38E+07,8264300,1.12E+07,1549200,4.38E+07,3.27E+07,4.36E+07,1.48E+07,9442600,6833400,3740100,1185700
5688400,1361400,3903500,6572900,6820900,5365300,3092400,1677900,1.69E+07,1.77E+07,1.29E+07,2.20E+07,2.96E+07,2.01E+07,2.61E+07,901170
1.24E+08,1.59E+08,3.38E+08,1.47E+07,1.05E+08,1.13E+08,6.64E+07,1.36E+07,4.28E+08,7.36E+08,2.38E+08,4.19E+08,2.35E+08,1.69E+08,3.58E+07,2.53E+07
0,0,307290,0,0,3059600,2505600,927320,4360500,1.08E+07,0,0,0,0,0,0
1.04E+07,2.05E+07,3.37E+07,9642000,1.63E+07,2.90E+07,8738300,4257600,3.92E+07,1.88E+07,8632200,3512800,7111800,7508600,3700400,400340
409340,0,0,357070,375980,319050,0,1402200,0,0,0,0,0,0,2399500,0
2.37E+07,1.48E+07,3.52E+07,1.37E+07,2.15E+07,2.10E+07,1.44E+07,5701000,6.73E+07,8.40E+07,5.89E+07,3.33E+07,8.04E+07,6.89E+07,2.47E+07,5517600
1.40E+07,5443600,4.71E+07,8612300,5506600,1.06E+07,5767700,388740,3.58E+07,9.78E+07,5.54E+07,1.03E+07,2.99E+07,2.16E+07,1.36E+07,1111200
0,7736400,3632500,4111600,5138200,7827300,6466300,1083500,7152800,5.00E+07,1.16E+07,6387900,2.31E+07,4.43E+07,8363000,206090
4.17E+07,2.74E+07,3.43E+07,7000800,1.49E+07,1.81E+07,8261300,2342800,7.86E+07,1.02E+08,1.11E+08,2.13E+07,6.17E+07,3.32E+07,2.12E+07,3000800
7677300,4859000,7288700,4534800,4419400,4994900,1454900,124640,3.88E+07,6.43E+07,4.68E+07,8658700,2.73E+07,2.66E+07,8966200,1217100
1.44E+07,1.29E+07,9857900,1213500,2043700,1915700,1418900,36093,4.93E+07,2.36E+07,2.93E+07,2413600,1.45E+07,6509800,9900400,537950
3.35E+07,1.85E+07,4.35E+07,1.08E+07,1.14E+07,1.73E+07,1.45E+07,2238400,1.04E+08,1.45E+08,1.43E+08,2.85E+07,5.61E+08,7.65E+07,3.10E+07,2096200
1.26E+08,1.46E+08,1.93E+08,2.19E+07,1.78E+07,1.80E+07,1.33E+07,1817100,3.52E+07,1.23E+08,1.21E+08,4.39E+07,5.79E+07,8.25E+07,1.76E+07,9159200
7541000,8195700,1.83E+07,1021900,3507200,6708400,5190600,486210,3.57E+07,2.62E+07,3.17E+07,4811600,1.91E+07,1.51E+07,5283500,55341
1372700,753960,1.04E+07,1.50E+07,1.80E+07,4214900,1.43E+07,3322000,5047800,3.17E+07,3.77E+07,4.62E+07,9.51E+07,4.30E+07,1.65E+07,5898300
4518700,3433800,9062000,6074800,9591300,1951600,4703000,1146500,2.24E+07,2.33E+07,2.42E+07,2.66E+07,4.31E+07,4.31E+07,1.16E+07,4183900
1.12E+07,0,6574700,9298800,1.22E+07,1.14E+07,601030,1371100,2.45E+07,4.04E+07,1.03E+07,1.49E+07,5.00E+07,2.60E+07,1381500,1085600
0,2228900,2289200,0,0,0,0,0,5.68E+07,0,2.16E+07,0,0,0,0,0
1840200,3065100,1.06E+07,3191100,3843800,2537000,2364300,210310,1.69E+07,1.78E+07,6545700,2048200,3839300,8178600,4170900,430130
1.06E+07,6168300,1.05E+07,1699500,866780,2685600,0,690100,3.04E+07,3.95E+07,4.35E+07,1.49E+07,1.07E+07,1.54E+07,1.38E+07,137880
2.58E+07,1.07E+07,1.30E+07,4573700,5168900,2468000,1702600,458950,4.82E+07,9.61E+07,8.13E+07,6320000,1.60E+07,7797600,3136100,1338700
1.69E+07,8603100,1.03E+07,1830900,5900000,2730800,2562700,490040,4.31E+07,4.56E+07,4.38E+07,7486200,2.48E+07,1.50E+07,9557900,3453600
6975800,4103100,9954500,1349300,2520200,1485900,1825000,357130,2.12E+07,3.98E+07,3.73E+07,6453700,2.67E+07,1.32E+07,8810500,0
4.76E+07,4.09E+07,4.37E+07,2913200,5.85E+07,2.58E+07,1.50E+07,4576500,8.19E+07,1.37E+08,1.37E+08,6.57E+07,1.64E+08,1.76E+08,4.13E+07,6536200
1.25E+07,7130000,1.96E+07,6271500,2.18E+07,1.04E+07,7092500,2421100,7.78E+07,7.55E+07,4.85E+07,2.30E+07,7.32E+07,7.69E+07,1.87E+07,3742900
1.01E+07,1092000,6210300,113240,1572300,597500,3229100,0,1.01E+07,2.51E+07,1.81E+07,4426700,9814800,6015400,4638000,9735.6
0,0,0,0,0,0,0,0,403750,0,0,339980,0,0,0,0
7.86E+07,4.32E+07,9.82E+07,9.49E+07,1.35E+08,6.52E+07,5.74E+07,1.98E+07,2.09E+08,2.22E+08,1.85E+08,1.57E+08,3.82E+08,2.35E+08,4.89E+07,3.10E+07
92103,0,0,0,81399,108220,89501,0,1280600,2366500,492630,179660,268100,336040,104570,108090
1.23E+07,7848900,1.34E+07,8361500,8491300,5647200,3803700,836830,2.57E+07,3.46E+07,3.08E+07,1.22E+07,2.25E+07,1.35E+07,6945200,1898100
0,0,0,0,0,0,0,0,0,0,0,0,0,0,2887300,0
0,0,0,0,0,0,202930,23696,0,0,0,3153100,6280100,0,1893500,0
1955300,0,0,0,0,0,0,0,0,0,0,909940,173330,922110,196400,0
0,0,0,0,0,0,0,2199700,0,8552600,0,4115600,0,4958800,0,2534300
0,193910,0,0,933710,0,0,0,233240,0,496190,0,0,0,0,0
309560,0,3571700,3105800,1956300,1154200,728320,881600,0,977520,4458200,1950700,2843200,475130,0,37604
0,74388,681470,1.11E+07,1310600,0,0,0,319930,692510,2.12E+07,1.36E+07,1.11E+07,1403700,0,0
1.92E+07,5523600,4508100,993520,657960,3073900,1425600,282650,6232800,1.19E+07,2.02E+07,429550,1066700,751900,1062400,0
1825200,4215700,1340500,1133100,2363900,1316300,1038800,42834,6545800,2.47E+07,2.13E+07,8088900,4564500,3492500,761390,251710
1.10E+08,1.40E+09,1.25E+08,3.15E+07,1.14E+08,3.82E+07,3.51E+07,1.78E+07,1.19E+08,9.97E+07,1.78E+08,2.25E+08,8.97E+08,3.12E+08,1.52E+07,1.75E+07
0,0,0,0,0,0,0,0,0,0,0,0,812890,0,0,0
3.02E+07,7.93E+07,1.05E+08,1.31E+08,2.19E+08,8.57E+07,1.04E+08,5.78E+07,4.71E+07,7.83E+07,1.48E+08,1.03E+08,3.32E+08,9.84E+07,6.48E+07,7.34E+07
5.84E+07,1.27E+08,1.22E+08,3.37E+07,2.07E+07,5.67E+07,4.52E+07,1.01E+07,2.30E+08,2.67E+08,1.05E+08,9.21E+07,2.05E+08,7.49E+07,4.89E+07,4.27E+07
557940,2097600,1.83E+07,1.50E+07,2.66E+07,2.59E+07,1.04E+07,5051700,8321500,1.69E+07,7112000,9087900,2.22E+07,3.27E+07,4526500,3636200
3634100,4928400,8091300,1182600,1361300,2932700,1662000,2089000,1.02E+07,3.57E+07,8565400,1650200,4377200,565580,625750,244880
2.31E+07,2.02E+07,3.35E+07,1.16E+07,6892800,1.03E+07,6207600,4193400,3.28E+07,4.34E+07,2.90E+07,2.30E+07,2.77E+07,3429600,5105600,1030300
6.06E+08,9.12E+08,5.28E+08,4.15E+08,1.69E+08,2.95E+08,2.02E+08,8.48E+07,5.47E+08,3.27E+08,9.55E+08,2.66E+08,1.51E+08,2.25E+08,1.17E+08,6.60E+07
1.90E+07,1.53E+07,1.93E+07,0,0,0,3145800,0,7001500,1.81E+07,2.47E+07,0,0,3402600,0,0
59436,0,286670,0,124150,0,197160,0,1446400,1514500,1564500,261850,31045,1951100,157210,0
4615900,4138300,7534000,5790700,6342900,1934600,980360,3646300,1.24E+07,1.49E+07,2.16E+07,1.31E+07,2.23E+07,1.63E+07,1285800,1485500
3.74E+07,4.42E+07,8.54E+07,7.40E+07,1.13E+08,1.62E+07,2.03E+07,1.54E+07,1226700,6812800,1946000,1855200,6035200,1330300,0,0
1177800,975940,3145200,816920,1451900,1179500,541080,0,181950,1.57E+07,6303300,4437800,3500700,6340000,1879000,50412
1.47E+08,1.37E+08,1.83E+08,7.67E+07,4.19E+07,4.69E+07,3.40E+07,1.53E+07,4.85E+08,6.77E+08,5.44E+08,1.07E+08,2.38E+08,1.96E+08,5.07E+07,1.32E+07
3.11E+08,1.31E+07,3.64E+07,3248200,8.93E+07,8392200,598910,1069200,1.21E+10,5019300,5.65E+09,1.78E+07,3957300,1180800,224950,2.30E+08
4516100,303980,469380,353270,588840,80336,0,0,382690,0,0,0,0,0,0,0
521340,6676700,5165800,2260600,3482400,3490100,908720,140870,794740,8612300,4136300,0,1522100,955250,594560,0
8.81E+07,1.35E+08,1.44E+08,1.13E+08,7.15E+07,1.09E+08,6.97E+07,1.84E+07,2.72E+08,1.53E+08,5.25E+08,2.28E+08,3.88E+08,1.79E+08,3.02E+07,4.85E+07
0,3084600,1.24E+07,963810,0,0,0,0,0,384570,34822,0,0,0,0,0
3.61E+07,4.58E+07,4.20E+07,6.07E+07,3.80E+07,3.75E+07,1.31E+07,8403300,9910200,9.12E+07,1.16E+08,5.01E+07,3.01E+07,3.40E+07,1.87E+07,2300900
4171200,4567700,4005000,860020,2360700,3339400,7048000,250310,1.75E+07,2.07E+07,142700,515840,624800,186900,479580,1720900
669000,0,0,0,0,0,0,0,0,0,0,2092400,3354100,1862300,0,0
172050,0,1147400,0,158060,0,0,0,2868000,4272300,5648400,1190300,658120,933710,0,0
1869600,0,2402800,664400,1110200,0,0,0,3071300,5296300,4.39E+07,0,5084300,3062700,423910,499740
595030,1384000,721470,0,238630,0,0,340610,2021500,1205900,2606100,1386200,2167000,1944400,1023700,347670
5.81E+08,1.84E+08,1.32E+08,4.96E+07,4.24E+08,4.13E+07,5.02E+07,3747700,6.16E+08,3.88E+08,2.85E+08,4.86E+07,4.77E+08,3.18E+07,1.81E+07,629130
2.24E+08,3.26E+07,1.78E+07,1.11E+07,5.87E+07,1.83E+07,1.59E+07,2137400,1.39E+08,2.00E+08,9.65E+07,9753500,9.54E+07,1.68E+07,1.28E+07,650360
0,0,3483400,1989300,0,3125800,1800700,1795600,1.10E+07,3230100,1617500,2865600,0,2833000,1389200,0
1602600,0,3934000,5243200,2608200,6596400,7802300,2504300,1.35E+07,6023800,7193400,2899200,1.97E+07,8713800,4219400,785720
2.07E+07,3.11E+07,3.13E+07,2685100,2796700,1490300,1229000,291790,5.25E+07,6.82E+07,2.66E+07,4759600,3183500,4280100,4502500,488380
1.16E+08,8.80E+07,1.39E+08,7.99E+07,7.80E+07,6.87E+07,5.56E+07,1.71E+07,2.85E+08,3.36E+08,2.79E+08,6.87E+07,8.42E+07,5.44E+07,8.53E+07,1.27E+07
4602000,0,0,8910600,6.09E+07,4.07E+07,0,560930,0,0,3397700,1.37E+07,8675200,2.26E+07,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,348020,0,0
385970,579640,1031700,1067000,591580,787850,965040,56918,870010,5868200,1314200,603330,2510900,1818600,517940,0
0,473950,6649600,2.29E+07,5807100,1983600,549530,29256,1080200,0,9124200,2.10E+07,1.02E+07,2218800,189260,39827
3450400,2475700,7491900,943110,2287600,4407300,406200,660590,9382700,1.49E+07,2.53E+07,9102100,4317800,6882500,3340300,3509800
1489000,1.02E+07,3193500,2915200,4909700,0,1704300,871120,1.27E+07,1.34E+07,3.21E+07,1.37E+07,5975100,9403800,2104500,2508200
417910,0,691570,233460,553530,0,0,0,452060,0,596110,0,0,0,0,0
1588900,1528400,4754200,691940,246390,1406500,1257600,88220,4509000,3478100,1237000,0,0,0,0,0
4482400,8170600,8136000,1126600,3097000,2134100,1230600,282330,3.04E+07,1.79E+08,1.55E+07,2439300,1.10E+07,1.30E+07,2560500,466380
2257600,5307300,6129800,672600,1129200,1429800,445400,0,7430200,8605800,2972900,382810,3169500,2175600,206330,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,287720,158470
7953700,7653300,1.16E+07,2.86E+07,1.85E+07,1.21E+07,1.45E+07,4937500,1.10E+07,1.09E+07,2.03E+07,3.25E+07,2.41E+07,1.47E+07,6462000,3109200
227130,0,621420,0,0,0,0,0,0,0,1.46E+07,0,210280,0,0,0
0,4.63E+07,5342200,0,0,0,1195600,0,0,0,0,0,0,0,0,0
0,3.85E+07,2866000,0,0,0,2597700,0,0,0,0,0,0,0,0,0
4.65E+07,1.75E+07,3.30E+07,1.52E+07,6.49E+07,5.57E+07,1.47E+07,6011700,4.17E+07,4.60E+07,2.29E+07,2.45E+07,4.75E+07,3.04E+07,9088000,1310800
2.23E+07,6.27E+07,5.28E+07,3.91E+07,6.24E+07,3.95E+07,3.39E+07,1.22E+07,8.39E+07,7.31E+07,1.79E+07,2.09E+07,4.28E+07,8504700,1.54E+07,1.03E+07
1.12E+07,7.67E+08,1.23E+07,9950400,1185500,2.01E+07,1.50E+07,2280700,8877700,9380500,4823800,807390,0,4003500,2018900,27067
1.37E+08,1.12E+08,1.98E+08,1.28E+08,1.28E+08,1.22E+08,5.65E+07,1.86E+07,3.83E+08,4.12E+08,2.45E+08,1.28E+08,1.86E+08,1.40E+08,6.81E+07,2.39E+07
1335300,0,2015100,477470,1280300,3743600,0,0,3890200,9449200,5194600,1008100,3875200,1859600,0,0
0,343830,187820,378760,190180,1.93E+07,16254,76227,0,3299200,1480400,3.61E+07,1.87E+07,5894000,227600,20439
4845700,242360,2149300,1.00E+07,2.58E+07,6.00E+07,4.13E+07,1.52E+07,0,520720,1307100,1.99E+07,2.35E+07,3.42E+07,3.85E+07,4894400
2637600,1343100,3774300,4264300,6085600,4043300,2913700,1136700,7775700,1.47E+07,1.74E+07,1.15E+07,5412800,4855700,2272100,0
4.12E+07,1.32E+07,4.35E+07,2.48E+07,2.35E+07,1.77E+07,2.84E+07,7711700,5.56E+07,5.84E+07,1.27E+08,6.13E+07,7.61E+07,4.44E+07,8586000,1.30E+07
1.04E+08,5.74E+07,1.56E+08,9.82E+07,8.28E+07,7.19E+07,7.48E+07,3.03E+07,2.22E+08,9.76E+07,5.66E+07,3.21E+07,3.01E+07,3.90E+07,5370400,4.64E+07
0,0,0,0,0,0,0,0,3.23E+07,0,0,0,0,0,0,1172800
547740,0,530650,225740,361440,0,281180,0,0,793230,624040,757070,671720,505720,93830,15489
4834100,812260,1026200,7195100,2361100,6794500,4465600,2070800,4833900,4001700,1.35E+07,1.03E+07,6733300,3075900,733970,577540
4.98E+07,5.86E+07,9.58E+07,4.67E+07,7.05E+07,3.80E+07,1.80E+07,9726800,1.23E+08,1.41E+08,1.38E+08,3.17E+07,6.61E+07,4.10E+07,9643600,1.35E+07
1921700,0,0,0,327130,0,0,0,0,0,0,0,0,0,0,0
6053400,2011100,4747000,4260700,5225300,5106800,1361500,1415200,3317800,2824900,1821300,0,2823600,2132000,88137,0
1.24E+07,591160,7446000,5292200,1.18E+07,2916800,3522200,264500,1.57E+08,9.43E+07,6268000,6798700,9.06E+07,2.73E+07,1.06E+07,155560
4342100,0,2522200,1734500,4413700,1394900,1251800,0,4.19E+07,4045800,6183400,4812800,9880100,2.97E+07,7618400,66768
3.19E+09,3.50E+09,2.80E+09,9.23E+08,1.15E+09,1.34E+09,8.78E+08,3.34E+08,6.46E+09,2.57E+09,1.68E+09,4.95E+08,1.04E+09,9.68E+08,9.66E+08,1.28E+08
0,0,0,351890,1560600,0,0,157280,358010,0,452180,801020,0,868620,159140,0
437080,173140,2026400,312270,249330,282570,166800,124630,37621,239490,1196200,1452900,453090,58174,51800,0
5.74E+08,4.70E+08,7.70E+08,4.31E+08,4.12E+08,2.70E+08,3.49E+08,1.00E+08,1.78E+09,1.51E+09,1.21E+09,5.53E+08,1.15E+09,7.50E+08,2.88E+08,2.56E+08
6579300,1086300,7051000,2903200,2869600,3008100,2431300,1141800,1.65E+07,1603900,2755100,9396500,1.97E+07,1.38E+07,505790,42642
2.16E+08,3.00E+08,4.76E+08,3.27E+08,4.44E+08,3.69E+08,2.51E+08,7.08E+07,8.84E+08,1.40E+09,5.74E+08,7.01E+08,9.65E+08,7.79E+08,2.62E+08,8.70E+07
4.41E+07,2.36E+07,6.17E+07,4.16E+07,3.96E+07,3.48E+07,3.04E+07,9182100,8.47E+07,1.16E+08,1.21E+08,4.12E+07,1.36E+08,8.13E+07,1.70E+07,1.09E+07
1631900,517240,3018500,0,0,2298300,0,0,3240800,1791200,2691700,0,0,0,0,0
0,3192400,7465800,8806200,2.48E+07,0,1.35E+07,3893800,1.06E+07,0,3805800,1.08E+07,0,0,2.59E+07,2626300
3639600,0,3459100,0,0,0,0,0,0,181030,0,229090,4305500,0,1124700,36564
7.27E+08,4.42E+07,3.36E+08,5.53E+08,8.67E+08,4.74E+08,2.44E+08,1.15E+08,1.68E+08,0,718930,345380,9494300,0,0,0
897180,0,392660,0,0,0,0,0,581870,0,1911900,0,0,0,0,0
3519600,0,4895300,0,0,0,578200,0,2716700,3216800,1306100,0,1038300,0,0,0
