CT_S12_1,CT_S12_2,CT_S2_1,CT_S2_2,CT_S3_1,CT_S3_2,CT_S5_1,CT_S5_2,CT_S7_1,CT_S7_2,HF_S1_1,HF_S1_2,HF_S3_1,HF_S3_2,HF_S4_1,HF_S4_2,HF_S6_1,HF_S6_2,HF_S8_1,HF_S8_2,OB_L2_1,OB_L2_2,OB_L3_1,OB_L3_2,OB_L4_1,OB_L4_2,OB_L6_1,OB_L6_2,OB_L7_1,OB_L7_2,OB_S2_1,OB_S2_2,OB_S3_1,OB_S3_2,OB_S4_1,OB_S4_2,OB_S6_1,OB_S6_2,OB_S7_1,OB_S7_2,
21.8536556,21.68123072,21.857784,21.64488539,21.78562011,22.92085356,21.61959431,21.98878547,21.59246471,21.69321343,23.01302774,22.78434116,22.95283643,22.96872794,22.91242093,22.67478418,22.98240215,22.77073283,22.81085504,22.78841095,23.05569269,22.28282982,22.74841904,22.42976032,22.91910014,22.78149112,22.89950019,22.76361364,22.69382833,22.81148394,22.88480521,22.80868969,22.92230437,22.68032908,22.97127794,22.62632779,23.11641779,22.86860733,22.66616211,22.49395522,
25.97456053,25.65509576,26.0109166,25.99389461,25.81799994,23.87726644,25.90046338,25.74091608,26.24206328,26.37503211,24.52517668,24.75522301,24.18485882,24.03351771,25.10413018,24.87880607,24.30997027,24.18468821,24.90874557,24.660907,23.491127,23.36074557,23.74232328,23.65808247,23.03015571,22.44217474,23.50290337,23.41399217,23.59423348,23.59523277,23.95600293,23.93370896,24.06364089,24.15965385,23.2759459,23.01159667,24.55099637,24.30017316,23.57870372,23.51727699,
21.88763667,21.86982391,21.79291145,22.07294187,20.88094968,23.3724422,21.75412455,21.36498027,22.10369341,22.1012287,23.0214149,23.42531232,23.22137647,23.06849004,22.76394053,23.00811126,23.1650089,23.33642538,23.32940945,23.30195877,23.07003133,22.58133912,23.31348086,22.86570382,23.16496907,23.14901676,23.40425382,23.396629,23.62489079,23.64356789,23.45627223,23.37204491,23.26277474,23.18456992,23.46256175,23.33389663,23.63998108,23.40320754,22.90207443,23.2359332,
21.27700425,21.32361107,21.58395385,21.42924364,21.17951185,22.35413819,21.0546352,21.15103539,21.22221206,21.15484332,21.78927379,21.83575465,21.54471566,21.58180387,21.49525195,21.44362606,21.88006564,21.9422681,22.11756588,21.58958463,22.45969448,22.10092947,22.04958081,22.22029772,22.23020427,22.37442582,22.25589516,22.35522479,22.25488523,22.13758095,22.44840841,22.30257103,22.39848274,22.4188358,21.99294082,21.79482296,22.23963866,22.15270698,22.01838313,21.81952749,
20.30015538,20.26902146,20.64897949,20.58893219,20.51727557,20.85268541,20.69302142,20.70590446,20.93399479,21.02220294,21.33792466,21.22001445,21.22668959,21.47416626,21.00696339,21.1097354,20.64071559,21.22950651,21.05713563,21.58190428,21.05676643,21.10896295,20.98537097,20.74500791,20.9747091,21.28377392,21.2583478,21.40310386,20.83941947,21.38796185,20.98529688,21.08040881,21.31381473,21.21792888,21.4276032,21.58281873,21.48638157,21.49862102,21.29608861,21.00304899,
25.63924131,25.77714811,25.39581025,25.21294782,25.36511745,27.42418257,25.62158797,25.45903475,25.58732016,25.4024092,27.06156098,27.06980981,26.34597923,26.2324837,26.14243271,26.0618613,26.79817692,26.95635642,26.76243681,26.60404696,26.74679728,26.46619066,26.88718373,26.72763382,27.04198036,26.9008461,27.37587695,27.33447004,27.33476753,27.29213243,27.62938058,27.54497961,27.59316553,27.29458148,27.28982157,27.09629861,27.31703497,27.24562898,27.00983214,26.96490292,
25.17641911,25.16814164,25.32383373,25.34014245,25.13585268,25.77323571,25.19231123,25.31142754,25.15996679,25.06205443,25.52052367,25.67989941,25.49896282,25.68821026,25.42504066,25.58381664,25.73616208,25.79759006,25.56734723,25.61858499,25.94787509,25.97161244,25.89417789,25.91975229,25.89411098,25.97327004,25.94519165,25.97803095,25.84901891,25.9177836,25.86527721,25.93089094,25.73367717,25.71972598,25.75672041,25.88428064,25.75751026,25.68922042,25.94615467,26.03003998,
21.2968331,21.36918751,21.95302779,22.26288415,21.03369211,22.14973487,20.5613417,21.54732171,21.58304854,21.68647426,,21.86848166,21.42584343,21.82880264,21.48359275,21.70296324,21.61422441,22.00388082,21.89660561,22.18584508,23.22685637,22.57429127,23.01489024,22.63297121,22.62187845,22.56245496,22.44754776,22.16213221,22.78376057,22.02105274,22.50297573,22.37281226,22.37466996,22.21527172,22.35985781,22.14829553,21.32990804,21.64972357,22.19474285,21.52658523,
23.01943498,23.20646366,22.90316731,22.88107,22.79119911,23.55377925,22.80914698,22.99583919,22.90870032,23.07448358,24.41531107,24.4648102,24.43354853,24.43735575,24.2400423,24.24663048,24.1123031,24.22142981,24.21989058,24.34095669,23.59996452,23.32814585,23.21449966,23.26568775,23.85724322,24.01978069,23.66390992,23.59956001,23.47695816,23.61033751,23.34493246,23.38775677,23.39242265,23.61096556,23.6028813,23.91850654,24.29875791,24.20584074,23.61491722,23.74340052,
22.4010763,21.68208586,22.14189211,22.02831399,21.64271127,22.64139218,21.98760308,21.63875175,21.56970772,21.8902484,22.74739198,22.9608317,23.19544748,23.49607142,23.34361064,23.30032324,23.26992531,23.2321195,23.20319507,23.10176195,23.40335464,23.03723813,23.17837161,22.6363385,23.22638688,22.90042016,23.2750216,22.95322956,22.94914573,23.22006704,22.55522958,22.7263678,22.74347249,22.48978655,23.04639182,22.87855241,22.99274891,23.10835816,23.16196934,22.98581287,
20.59764989,20.67984609,21.00135204,21.05636455,20.64915369,20.39217196,20.57390012,20.9771597,21.00037961,20.57569961,19.79088321,20.14336736,20.02691234,19.97835113,20.42880837,20.63356436,20.01234321,20.38282417,20.06845244,20.02621732,19.95002135,20.24448521,20.13082475,20.07590208,19.84918942,20.07839466,20.08572996,19.64773588,20.10952711,20.31115159,19.54612932,20.00788731,19.94166844,20.25750352,19.81302444,20.09096487,20.01460593,19.93970306,20.40095338,20.13004002,
24.70471098,24.77141241,24.65316138,24.56063915,24.38203772,25.66273222,24.56845105,24.6844297,24.59056252,24.53751451,25.54741694,25.52815055,26.14431119,26.12854287,25.78820198,25.734467,25.73213636,25.83892367,25.58481831,25.49625409,25.6931397,25.58440641,25.75975116,25.57516104,26.15895752,26.08024187,26.02220805,25.89536576,25.60434628,25.57809617,25.59584958,25.4343442,25.73171198,25.57217097,25.91168831,25.80025082,26.20158935,25.97417062,25.86722611,25.75277494,
21.78297068,21.96553717,22.07206719,21.95950558,21.9844805,22.51792059,21.97859638,22.13820186,21.7717089,22.36928501,22.29609673,22.4161901,22.27145299,22.51605409,22.06970494,22.33609367,22.14226976,22.60149289,22.32324344,22.48049818,22.40200487,22.14476762,22.30462989,22.46202353,22.2841891,22.41125323,22.596375,22.46642274,22.43854858,22.43768516,22.27709356,22.71866656,22.64570299,22.6265285,22.40889619,22.5723149,22.32525692,22.46844334,22.43977635,22.34462442,
25.13286465,25.11861037,25.14822487,25.28530624,25.00494247,24.57286824,25.13216522,25.26445791,25.2929371,25.39483488,24.26778339,24.5273965,24.13941221,24.24967575,24.51444533,24.76298979,24.1395051,24.33844598,24.42379653,24.68290352,24.04518448,23.88147556,24.19459529,24.33812329,23.66379232,23.74888817,24.22436686,24.26944032,24.31456559,24.41380031,24.44218979,24.33817718,24.53623338,24.4738942,24.25382465,24.23180072,24.50039741,24.36873317,24.08436848,24.25042153,
24.33519152,24.27757452,24.33406033,24.19655581,24.36662061,23.70479609,24.46745947,24.25319589,24.5991665,24.43185182,24.46804632,24.45421347,24.10484834,24.07732071,24.43033778,24.21135331,23.93283748,23.87488222,24.34119049,24.2090243,23.44832741,23.27851221,23.84382885,23.44785409,23.14082441,23.34448383,23.77183374,23.56467248,23.779143,23.64393968,23.71760394,23.6076582,23.90492134,23.55701629,23.66489745,23.52134871,24.16469112,23.96333762,23.49530752,23.50537422,
