CT_S12_1,CT_S12_2,CT_S2_1,CT_S2_2,CT_S3_1,CT_S3_2,CT_S5_1,CT_S5_2,CT_S7_1,CT_S7_2,HF_S1_1,HF_S1_2,HF_S3_1,HF_S3_2,HF_S4_1,HF_S4_2,HF_S6_1,HF_S6_2,HF_S8_1,HF_S8_2,OB_L2_1,OB_L2_2,OB_L3_1,OB_L3_2,OB_L4_1,OB_L4_2,OB_L6_1,OB_L6_2,OB_L7_1,OB_L7_2,OB_S2_1,OB_S2_2,OB_S3_1,OB_S3_2,OB_S4_1,OB_S4_2,OB_S6_1,OB_S6_2,OB_S7_1,OB_S7_2,
23.03374073,23.36775826,23.37020746,22.97394257,23.11952623,23.67991475,22.56567215,23.09625096,23.11067255,23.1622584,23.80646112,24.15842859,23.88127685,24.06068963,24.20625744,24.23414742,24.28883838,24.18900475,24.32382364,23.88680592,23.77891047,24.10514536,23.25746341,23.62069062,24.04011879,23.94685881,24.03681945,23.94325072,24.1041828,24.35538954,23.91567155,23.92793244,23.94887305,24.05472168,23.56944203,24.16393467,24.12598836,24.17476943,23.9420718,24.55361804,
22.12135079,21.95966702,21.7704691,21.8789427,22.25491052,22.7638346,22.30672907,22.28122664,21.92868149,21.59203388,23.37409896,23.03350767,22.95906567,22.80925884,22.37855933,22.74870424,22.84675826,22.96170475,23.35640117,22.46255236,22.89782904,22.42185898,22.54929578,22.35495778,23.11982994,22.53832332,22.86159354,22.83354518,22.93854794,23.06007301,22.95216342,23.05659716,22.98869051,22.60454469,22.8863224,22.99486711,22.86370245,23.01220954,23.13729544,22.64835866,
24.6493127,24.48990528,24.58526809,24.67719677,24.70204497,23.76284773,24.70537791,24.67424001,24.66428754,24.60267767,23.22303293,23.70623162,24.31308765,24.61496164,24.53837337,24.64824631,24.19404974,24.17838824,23.96320514,24.06282772,24.29282578,24.22094887,24.36931384,24.14205962,24.15183368,24.13949895,24.11078053,23.71080651,24.04850313,23.62963114,23.84616722,23.30739781,23.61199443,23.23002689,23.83128211,23.71757505,24.05160624,23.6741708,24.31453996,24.14152299,
22.40142749,22.79472274,22.68845404,22.68577361,22.42705416,22.47298275,22.87662508,22.24598762,22.60954919,22.98370783,22.9478486,23.17025364,22.79331285,22.91840804,22.7290047,23.00908405,22.97462921,23.31015378,23.07494779,22.99582113,23.21497484,22.86758889,23.02366285,22.66939216,22.87272277,22.51526156,23.12064702,22.89108693,23.37699319,22.87700855,22.63268541,22.80556918,22.56616109,22.91955487,22.51394172,22.56707865,22.82976536,22.77899562,22.82837661,22.68147836,
23.27518676,23.21785628,23.12516418,23.02954097,22.94014558,23.37416712,22.89974428,23.08906959,23.29668801,23.24664282,24.10232401,24.28596917,23.1554839,23.54002889,23.16093221,23.64313656,23.41578155,23.69764888,23.51886717,23.7452012,23.52420791,23.51732037,23.51900277,23.40422592,24.00600483,23.79568615,23.85807546,23.67103475,23.91003467,23.85008889,24.00015563,24.07225647,23.62984203,23.73636289,24.09630757,23.76694144,23.90286001,23.70950457,23.45241829,23.82032948,
18.48672872,18.52735245,,18.45073918,18.1607192,19.46178481,18.42363591,18.27056812,18.85438261,19.62469664,18.67595366,19.57315476,18.51623778,19.42209246,17.01618152,19.31443614,18.3208863,19.76869065,19.25321156,19.78748428,19.64571881,19.30948969,20.12482219,18.38417776,20.45635362,19.90369506,20.13223908,19.60089248,19.85592403,20.40720374,20.14518726,19.60379626,20.4132858,19.13833728,20.73841717,20.52437875,20.55223822,19.47051301,18.67704378,18.40233912,
20.69976668,20.72011491,21.06524463,20.9512915,20.51052098,21.73417627,20.4504397,20.90859302,20.48803729,20.64991307,21.59548759,21.1281857,20.95454162,21.10010282,20.36871216,21.38482181,21.29797689,21.45152705,21.36373241,21.10823169,21.49169971,20.93044544,21.18706876,21.14219051,22.12553658,21.74320606,21.97067391,21.5576847,21.51619867,21.83524898,21.83981099,21.31943453,21.87208854,21.72812004,22.27621729,22.36884063,21.78120143,21.55745233,21.34741871,21.61681372,
23.57355999,23.45192649,23.78466411,23.60624943,23.56720218,24.44510133,23.41726011,23.50017456,23.53226219,23.32093534,24.33156914,24.30709438,24.07323534,23.81774303,24.0406964,23.97440645,24.3180813,24.05557969,24.3166866,24.15003433,24.07001093,23.82050702,23.9684961,23.92937706,24.2094368,24.11501941,24.17604665,24.0099305,24.31044309,24.09347549,24.28193991,24.13140012,24.27656517,24.39786431,24.27067955,24.14038138,24.43987088,24.12631301,24.24670299,23.99242078,
21.88309587,22.04986245,22.11717492,22.12694743,21.93382086,22.25881225,22.04808629,22.01343749,21.86679094,21.95827682,22.61360529,22.79386775,22.35138568,22.64509817,22.24124173,22.50127382,22.49370185,22.59497904,22.53230329,22.76690594,22.27685544,22.18935782,22.11964068,22.04379061,22.54999135,22.5947045,22.51660335,22.41429627,22.48439959,22.42169329,22.30239345,22.36944337,22.30981703,22.33747294,22.60463138,22.37150701,22.49591938,22.42175616,22.26037267,22.30574675,
26.39772672,26.45627756,26.62861916,26.48201319,26.26910089,26.69104677,26.28783039,26.47518923,26.59643017,26.5761525,26.42570834,26.63866595,26.31061266,26.4028235,26.48148804,26.43965819,26.55144917,26.52776306,26.48351946,26.48637682,26.74746403,26.61674095,26.71336274,26.51984535,26.56066548,26.48051486,26.87829816,26.89879077,26.77093903,26.81240199,26.84605225,26.94112926,26.8731409,26.70779694,26.72318037,26.6030226,26.64086374,26.67839162,26.54651559,26.57248298,
23.98907044,24.00623255,24.09419914,24.13870919,23.63256547,23.69734442,23.96520175,24.15231214,23.8468883,24.17649436,22.37642536,23.50242359,22.60481904,23.57588615,23.3205422,23.68946192,22.91683058,23.52123249,23.14644785,23.65045668,23.49173746,23.69234525,23.61772194,23.34203204,23.59036107,23.56822138,23.64591296,23.43667282,23.56922294,23.51734535,23.27633253,23.67286525,23.45789567,23.69630891,23.21667748,23.37675501,23.33926221,23.67403228,23.27097072,23.60939117,
22.92990555,21.96619368,22.31624219,22.40078387,22.6756854,22.38987513,22.74067247,22.39051558,22.60555167,22.86187141,22.81947336,22.91174734,23.16425434,22.66097787,23.40038076,23.1200224,23.08868052,23.33544911,22.86986745,22.94856525,23.46596496,23.1972465,23.18617852,22.79154673,23.18583943,23.11217126,23.24760752,23.29794615,23.29776285,23.02154321,22.71803687,22.67807787,22.70323588,22.80634423,23.43266788,23.1600718,23.02035749,22.84831754,23.28353194,23.23365896,
23.59411599,23.80438336,23.81651918,24.00052157,24.00251797,22.88546958,23.96296931,23.97173661,23.97729787,23.87931157,23.30976269,23.53658872,23.62021751,23.84663078,24.05181084,24.02082421,23.61017085,23.62947413,23.84609279,23.7998305,23.64620335,23.85497457,23.79241668,23.96917047,23.47069948,23.3751726,23.4492021,23.5133815,23.43247057,23.52398833,23.2619052,23.13513574,23.09320268,23.05005293,23.35852897,23.18795206,23.22259279,23.18389115,23.45380219,23.62981741,
21.76825372,22.27502882,23.00028612,21.68657307,22.94401781,22.00238758,22.53340764,21.32739761,22.11929513,22.27326883,23.2684749,22.51200722,23.71567504,23.20540821,23.57963166,22.68008339,23.00003126,22.7718765,23.25362179,22.99602796,22.63623532,22.54956958,22.46187195,22.03414014,22.89112052,22.39180263,23.29201278,22.87252201,22.34193078,22.65354514,23.07078472,22.41016935,22.8976393,22.49439783,23.22748857,22.12471072,22.58466646,22.82768572,22.18249654,22.08515404,
23.38331756,23.82183731,23.55607713,23.62053018,23.29476568,24.32338832,23.40173053,23.72927008,23.46038538,23.92233823,24.39133012,24.34487835,23.78884934,24.26219384,23.62461425,23.90741421,24.01426305,24.32752677,24.18647309,24.31483958,24.46900124,23.91849758,24.21706916,24.12442166,24.24158277,24.40177272,24.26888056,24.12974905,24.30717924,24.05632005,24.19205598,24.49240785,24.10930221,24.5035401,24.12288676,24.29931341,24.02380112,24.10558731,24.10533749,24.43991927,
20.90842906,21.48736553,21.33829803,21.08913213,20.99967341,21.62467642,21.07627817,20.63247073,21.50516306,21.17629818,22.67383109,22.94058345,22.25298189,22.47229544,22.02170645,22.24461365,22.00466415,22.40856595,22.63119086,22.70615024,21.35797751,21.23974706,20.79712017,21.44318784,22.19442827,22.36487185,22.11455809,22.03322626,21.57684723,22.19629807,22.22645846,21.50514349,22.10140824,21.87395562,22.25041613,21.44946889,22.64797034,22.73787386,21.69427366,21.59049377,
22.59339862,22.50297667,22.80703712,22.61151488,22.54762641,23.27010266,22.81754383,22.97669433,22.79386053,22.61444118,23.50710815,23.52059015,23.59973014,23.46765669,23.22731571,23.33400232,23.34157641,23.21332672,23.72432395,23.56323726,23.18567007,22.65285959,23.09450404,22.90912002,23.31871099,23.12828868,23.05138651,22.92511318,23.01257871,22.86989458,23.1772549,23.06043692,23.22932288,22.91092316,23.42916214,23.15714402,23.59723439,23.26255699,23.06475582,22.88322583,
24.3450056,24.4713644,24.26635335,24.43583142,24.21934709,25.00419514,24.08962918,24.35000443,24.29280606,24.21638064,24.5504675,24.85840534,24.47081181,24.48500862,24.35313948,24.68785881,24.56658796,24.83882493,24.78011811,24.66970826,24.08051397,24.2461963,24.40459588,24.8258611,24.8837581,25.39238618,24.93843618,25.02833049,24.67969803,24.85236093,25.16093795,25.21082834,25.03480277,25.16128373,25.00469623,24.7804962,25.33664479,25.32944865,24.67355844,24.85513527,
23.74669932,23.84747697,23.88160502,24.02695736,23.94608909,23.51366743,23.85720149,23.73387178,24.05037979,24.12069318,23.94404823,24.07190884,23.7164709,23.7976588,24.04954576,23.84231431,23.6283901,23.68510488,24.05590877,24.01213027,23.4345783,23.34443082,23.15542849,23.26514143,23.69402398,23.78566432,23.30093516,23.72041249,23.24384836,23.54546733,23.55624953,23.49408301,23.49839901,23.57559335,23.49205036,23.63600189,23.78982284,23.66171632,23.29059509,23.59016216,
19.98495425,20.10163404,20.19060986,20.61171942,19.98963078,19.44023962,20.24164809,20.41846933,20.88338128,20.7052994,19.56214848,20.22262624,18.30635298,19.03430809,19.55277162,18.75803499,18.93072027,19.32096222,19.29591142,19.41104195,19.01918924,18.59430743,18.64286991,18.51527648,18.04528896,18.39131871,19.19988692,18.63657138,18.76773945,19.63229349,19.80531855,19.85625835,20.07737267,19.59962701,17.94299644,18.94812557,19.85384035,19.73697644,18.78012879,19.12167993,
21.75892402,21.57701622,21.84545381,21.61577671,21.61436056,21.92752122,21.85998097,21.66035201,21.97601992,22.28771103,22.86550691,21.92553249,22.64830651,22.71301666,22.43078484,22.21469579,22.19509623,22.08820606,22.36406738,22.78174568,22.24891088,22.71546205,22.14036723,22.45943208,22.31428739,21.96076068,22.6008772,22.59025293,21.57307758,22.72009469,22.07157546,22.17711232,22.35012994,21.95170578,22.97229223,22.18593677,22.24511322,22.07982912,22.15412445,21.8370145,
21.5089106,21.74921941,20.64123,21.58530815,20.57249655,21.16543472,21.69059328,21.98139462,21.3125122,20.90218214,,20.8129025,20.10161185,21.03761068,20.27151496,20.91371336,20.1039365,21.21874942,20.35426843,21.57362318,21.07887336,21.49360094,21.5289208,20.73274673,21.8052151,21.1814939,21.29500329,21.16953659,21.2459596,20.92162679,21.12330166,21.39929133,21.53812124,21.25697288,21.14928202,21.30750426,21.01276906,21.16852729,20.87626308,21.48349009,
24.05666573,24.36348987,24.50571598,23.74522761,24.42069312,24.17970303,23.75622086,23.07367946,23.76104993,24.47429384,24.95820537,24.74870439,24.24546308,25.21815243,24.91772507,24.85070246,25.36983419,24.96655396,24.45425359,25.15023168,24.3338146,24.7125447,24.6400181,23.80323751,24.93118883,23.98034619,24.67998369,24.77871415,24.56186666,24.83287073,24.71706329,23.94537496,24.59190163,24.80439651,24.83592094,25.01385898,24.58019405,24.98708746,24.55020454,24.11633796,
23.33627308,23.49586035,23.5412214,23.60557808,23.4112043,23.82552525,23.58245508,23.52524044,23.57677014,23.48472428,23.65324309,23.85208858,23.54844012,23.60005592,23.63717761,23.64860932,23.86479505,23.93418049,23.89244874,23.77997106,23.94695099,23.76413587,23.84184603,23.69365389,23.97258262,23.98199703,24.03142165,23.9901325,24.04009383,23.83830336,23.87034676,23.73397564,23.78278141,23.70275928,23.71893805,23.65828963,23.8025552,23.84605409,23.92027719,23.92782149,
21.96432704,21.74966944,21.61890504,21.83614824,21.99713454,20.51551946,21.80194535,21.82532182,22.46370901,22.20971442,20.73721601,21.14321555,19.76950212,20.24013624,20.45928479,20.93237943,20.18192141,20.29186554,20.71249429,20.56329099,20.49472623,20.34250809,20.75241416,20.05516648,20.49138838,20.07458441,21.02598158,20.05789166,20.66613087,20.58241579,20.00673814,20.27028554,20.7036921,20.62745497,20.84929056,20.28346654,20.72687761,20.5110316,20.70739139,19.94030767,
21.17925999,21.46539461,21.48304807,21.6311689,21.71158087,21.97422708,21.72178727,21.55388481,21.87242557,21.41427059,22.12761011,21.67747903,21.19733778,21.64400658,21.84950769,21.74616655,21.5050348,22.07702584,21.55625661,22.05315857,22.42758779,22.013033,22.14633313,21.99337268,22.02522961,22.14289515,22.16647647,21.97167516,21.89882078,21.95658885,22.36226296,21.83604185,22.3546863,21.89722623,21.70450781,21.99758728,22.18022041,21.89152638,22.02625642,22.02096409,
23.95195038,23.97339353,24.10023834,23.93767243,24.14718485,24.21605455,23.90186075,24.05198655,24.11553407,23.9340448,24.23597068,24.24730299,24.54366109,24.45124054,24.57756057,24.43823351,24.46202779,24.52451799,24.49673069,24.4143267,24.58033948,24.34376942,24.22022849,24.28817287,24.61963433,24.50171411,24.44677882,24.36993385,24.21357601,24.13624481,24.06993051,24.09109552,24.22336794,24.13487341,24.43519708,24.59294467,24.28718556,24.25548811,24.4024397,24.30775549,
24.28698281,23.70530416,24.07869007,23.73842198,24.07038607,24.20386058,24.30195649,23.69468898,24.02054668,23.95958605,24.15431463,24.14604718,24.99461477,24.70506826,24.80333015,24.52379814,24.7096672,24.4859599,24.65446874,24.41929577,24.76907736,24.32525445,24.45090823,24.05788387,24.72943586,24.37873677,24.40658436,24.24580618,24.24182944,24.24575362,24.19639165,24.0387723,24.29020427,24.0737461,24.6967657,24.22276114,24.3246355,24.13443332,24.48977502,24.05760843,
20.72289508,21.18875239,20.52981907,21.56839843,20.87869735,21.89942001,20.33345808,20.98722714,20.67837797,21.22462769,20.92956982,21.45592211,20.27172235,20.96456411,20.5605986,20.87777681,21.08409932,21.59504404,21.11932946,21.44415751,21.40582103,21.87899849,21.13572504,21.67869807,21.73234791,21.30658974,21.55425809,21.96796016,21.54588189,21.98644761,21.09675463,21.63705857,21.81729514,21.59044589,21.26172965,21.6758391,21.12659423,21.58698641,21.67859174,21.66147333,
23.89637784,23.82689873,24.14517845,24.0041513,24.00676463,24.13942149,23.81997564,23.96814587,24.11224815,24.02781483,23.79524937,24.28072686,24.01603144,24.0697321,24.0367947,24.15823633,23.93223608,24.15980251,24.12269211,24.09585005,24.30544048,24.19710541,24.24473205,24.21259942,24.4453041,24.45251302,24.21865086,24.05863731,24.37555582,24.41400506,24.40075844,24.4160075,24.27468378,24.39852711,24.21488689,24.42032222,24.21969218,23.97786792,24.06525478,24.25921513,
23.0200302,22.63425832,23.09719853,22.95782456,22.84035973,22.00903127,23.17953779,22.75233192,22.94023195,22.93391894,20.75391816,21.12668176,21.3362626,21.83686487,22.23674562,22.24721267,22.47880652,22.26118964,21.31644184,21.55305498,23.81258319,23.77140039,23.49224519,23.47374958,22.93872018,23.03249568,22.95794402,22.91921199,22.69953824,22.99085553,22.74388449,22.58009199,22.71795192,22.52880285,22.49078868,22.39788414,21.95090395,21.55706015,23.09324996,23.09295754,
23.88817531,24.2007592,23.72642843,24.39077995,23.59120189,24.17402447,23.99062818,24.28151583,23.66133015,24.17173886,22.50793656,23.76047561,24.32776573,24.79316167,23.37111052,24.63831599,23.60258035,24.4266307,22.69947412,24.00870646,25.21699329,25.0846393,25.22740248,25.02697267,25.56869512,25.37976725,24.52034108,24.6020675,24.70213977,24.8539732,24.08746737,24.51991519,24.10406356,24.17029583,24.83013789,24.89284782,23.63671872,24.177472,24.530437,24.91652842,
24.6888922,24.65954905,24.46528101,24.63981814,24.1887431,24.57273979,24.31937786,24.65885316,24.49314512,24.43424287,22.38907317,23.22386828,23.43077669,23.84709501,23.9281935,24.06427787,23.69022704,24.10415355,23.37005931,23.4549866,25.08870068,24.68093704,24.61292478,24.61926323,24.20128399,23.95704357,24.36357759,24.33944091,24.24104682,24.61414116,24.58633927,24.60495594,24.2530622,24.55330146,23.82391338,23.70002659,24.11197053,24.08902477,24.26290849,24.56983482,
25.19604067,25.1768824,24.9778304,25.06553084,24.94109722,25.04319576,25.07078009,25.1355312,25.03593121,24.99231292,25.23144111,25.21403019,25.54358152,25.66028516,25.87138717,25.59465502,25.54483685,25.42079831,25.4701349,25.33684396,25.6982944,25.65642017,25.49507868,25.40318851,25.75046431,25.67499335,25.24220206,25.44410967,25.31082983,25.33580675,25.05954352,25.21347865,25.20985492,25.08719829,25.38399488,25.34450078,25.24193745,25.19237631,25.41362215,25.55411997,
25.62015272,25.78593527,25.79677208,25.86237047,25.45250161,25.36473963,25.6026697,25.723404,25.84342135,25.89159114,25.37753552,25.31881584,25.39752672,25.44879866,25.60982198,25.51556719,25.38821261,25.34819754,25.64153287,25.61139925,25.34734825,25.24081454,25.36843797,25.38117306,25.27307658,25.20816601,25.33358868,25.37020776,25.23334162,25.37175902,25.43265116,25.43659031,25.44737178,25.38154269,25.24958925,25.26420958,25.37478109,25.45837169,25.34439636,25.39557551,
22.84731186,23.12139763,23.34269689,23.00875374,23.0566239,23.19611347,22.85729434,22.97064503,23.21737403,23.24716358,23.00678923,23.20365108,22.64476239,22.78809329,22.89447593,22.91439044,22.98446224,23.00769979,23.28483769,23.21977562,22.1018081,22.28601239,22.49379991,22.33206614,22.59686073,22.06883936,23.01934985,22.74822,22.77086995,23.02193331,23.19118679,23.06764466,23.30323611,23.18992289,23.06301886,22.8857826,23.00759681,23.24588515,22.83408003,22.62960756,
25.16335545,25.08403464,25.17490399,25.23788102,25.262109,24.4599537,25.61911525,25.56340799,25.2496689,25.28525593,24.28877373,24.61254517,24.99548854,24.82681458,25.0368942,25.06734957,24.73891458,24.85377902,24.8870858,25.02797066,24.93839662,24.63834818,24.99218713,24.78234117,24.84950736,24.96863986,24.79691396,24.7437539,24.75639418,24.77255274,24.6325435,24.74856426,24.5787917,24.5327441,24.77441146,24.7123209,24.31047737,24.35558353,24.71835671,24.85244961,
23.2047807,23.16110953,23.81561438,23.10856461,23.64033218,23.55171991,23.39062628,23.23227136,23.31548814,23.29546055,24.38410192,23.29138144,24.53784218,24.36402964,24.36932887,23.39947593,24.45067936,23.82182608,24.18026619,24.11653881,23.50390497,23.13225672,23.48589132,23.46586775,23.89069902,24.01314135,23.55382639,23.37564845,23.56590453,24.08206545,23.42618838,23.89245087,24.02376041,24.11927261,23.90857568,24.15019322,23.89330962,24.31312658,23.76046253,22.51072502,
20.28407065,20.63464392,20.00189378,20.9167213,20.20762379,20.80030423,19.97549359,19.92026719,20.31792963,20.47021116,19.59882229,20.41602106,19.67057311,20.45155431,19.22381389,20.18454576,20.09338446,20.64751436,20.04021767,20.54440544,20.3593984,21.32386676,20.3544895,20.69970287,20.44836326,20.86066418,20.76324649,20.77803685,21.07595523,20.79519062,20.24984956,20.87637053,20.61988967,20.89496473,20.15267134,20.66782351,20.52535908,20.55637675,20.70904084,21.03699184,
23.67071639,23.9763001,23.95207225,23.83096569,23.71664078,23.32716706,23.63284484,23.96342747,23.85483561,23.87677828,24.04698078,24.03385206,24.0867881,24.12562279,24.01556922,24.15656592,23.68942988,24.03342468,23.87967825,23.80383661,24.19724161,23.9693245,24.03105095,24.03335499,24.16316888,24.42973562,23.87995459,23.72406803,23.72109551,23.83296752,23.60280976,23.67377747,23.39317667,23.4396093,23.76232204,23.7635121,23.46966667,23.43049756,23.83084527,24.02128978,
23.37379936,23.67418241,23.87626745,23.86015864,23.75276157,22.93419202,23.52530848,23.70525329,23.91243468,23.86225102,23.25514286,22.82574956,23.41257678,23.6185696,23.37872572,23.69283084,23.17839169,23.38946358,23.42336701,23.08188266,23.58562522,23.07301026,23.55891561,23.68357781,23.05630629,23.15483055,23.04668325,23.00452287,22.91295234,23.09380266,23.11174981,23.02376963,22.97537486,22.83693702,23.15070945,22.99777808,23.14248805,23.08857632,23.08277406,23.41406892,
23.11763059,23.2525509,23.42275677,23.08099869,23.41588104,23.46714664,23.14547458,22.73395744,23.08107486,22.6066671,24.15280845,23.9991594,24.13307589,23.90426573,24.01109746,23.58356758,23.98019399,23.6152515,23.93631702,23.72173272,23.61689655,22.96436812,23.49930187,23.2281439,23.92295029,23.59831835,24.20092627,23.83827495,23.91746141,23.71326599,24.14326371,23.89892985,23.65927311,23.57437975,24.21046772,23.655895,24.07820634,23.75678932,24.04707898,23.67134327,
25.53753251,25.36080193,25.75244106,25.04474988,25.79073201,25.46911133,25.6041251,25.44059144,25.45414545,25.5346748,25.80413941,25.74136728,25.99974439,25.7293746,25.9058791,25.68505383,26.11010642,25.76091349,25.77128015,25.82638673,25.40875704,25.06890548,26.01082713,25.16429281,25.88412892,25.62983817,26.14697991,25.71351715,25.71798138,25.61812912,26.02532396,25.67856753,26.17855059,25.50952123,26.32296858,25.74681337,26.30752746,26.03279975,26.08206087,25.50669397,
24.15457984,24.13411801,24.47139761,24.34986597,24.46444036,24.49303381,24.43338752,24.22346373,24.44983884,24.37895007,24.53052426,24.40298842,24.25452563,23.92904144,24.31958034,24.14991835,24.33833111,24.33271903,24.75936858,24.42873024,23.49184277,23.3501635,23.48294997,23.63335539,23.76189253,23.64601536,24.13590542,23.90994276,24.03291054,23.82328057,24.39880909,24.29506874,24.30657029,24.4526052,23.74086772,24.19140025,24.55946817,24.37965635,23.67763069,23.93950702,
17.69688004,18.41581175,17.43409039,18.32854634,18.47340559,18.5309832,17.89072181,18.08187955,18.36611886,19.42266339,18.48502648,19.32041792,19.07980524,19.03090931,18.06719934,19.29057753,18.3611109,19.3983601,18.89844946,19.00453192,18.29061432,19.23901044,18.36947446,19.1064007,19.00961292,19.06221123,19.45896328,19.44852977,19.39915696,19.47767146,18.20368489,18.55435222,19.34828476,19.14044559,19.16694287,19.14824393,19.00861396,18.94158578,19.24980311,19.16251756,
24.32305556,24.45095526,24.49194919,24.34867518,24.26817735,24.11967262,24.43551514,24.52478148,24.374258,24.27676286,24.76402645,24.59028584,25.54249754,25.34999391,25.43091227,25.11894279,25.21135675,24.86219008,24.60677069,24.46694697,24.89929042,24.99590112,24.77421234,24.71951635,25.32612963,25.19137136,24.59644693,24.50687833,24.42017862,24.34519345,24.16468115,24.1939219,24.11595399,24.04969676,24.77618616,24.71052628,24.5259281,24.43978365,24.7353314,24.77921145,
24.17941588,24.03413454,24.13033885,23.60464003,23.85555159,24.36573283,23.87757316,23.6933198,24.12774311,23.97233206,24.40559126,24.51155423,24.68857095,24.54248319,24.61640755,24.43661667,24.40855339,24.46566029,24.49966336,24.37368356,24.29464592,24.01032017,24.54740992,23.92065011,24.2621694,24.08366111,24.49144729,24.35823453,24.50950446,24.23245337,24.34319791,24.13354238,24.5184512,24.17260963,24.45004956,24.25751122,24.64817225,24.06333518,24.42227695,24.32740029,
23.563144,23.85674603,23.16432692,23.20576639,23.28576978,24.03610223,23.25525177,22.82321182,23.1541358,23.38257278,24.18481363,24.11240661,24.23865913,24.27206861,24.01128118,24.01423749,24.2505467,24.26463744,24.02677701,24.13745007,23.84949851,23.29499831,24.02827974,23.87447058,24.12189201,24.07674209,24.26481617,24.01610268,23.93963749,23.93786573,24.1099591,23.96130116,24.01601176,23.86278323,24.27497331,24.04286992,24.2309969,24.29117789,24.20593337,24.3625112,
21.78455788,21.76876602,22.16936277,21.96370878,21.98128243,22.28416663,21.93637392,21.84507996,22.1012805,21.83670848,22.40639151,22.51909954,22.16935808,22.31160652,22.30019015,22.03459046,22.26355904,22.60030592,22.46703876,22.26071507,22.39670309,21.9509332,22.18540361,22.13038889,22.63256072,22.52118995,22.36758137,22.26842806,22.484084,22.47825875,22.41164687,22.22599458,22.39630506,22.1457428,22.63180261,22.34668069,22.56105684,22.33113247,22.38957176,22.16792114,
20.48404216,20.21257232,20.4702556,20.04013904,20.08187934,20.73727098,21.01422578,19.6543553,20.47751933,20.31716423,21.70109,21.78970868,21.38819071,21.56616031,21.23482581,21.08539307,21.28469677,21.32655298,21.65011186,21.30236058,20.4034097,20.79518656,21.5218483,20.34634142,21.17692589,21.30916766,21.59596667,21.06561655,20.89341336,20.3424462,20.81411729,20.85949811,21.20995247,20.84637786,21.93555486,21.33653252,21.29042144,21.41240024,21.10127559,21.03477052,
23.8644015,23.19617707,23.54132654,22.56884678,23.59913834,23.42156483,23.70797377,22.93331521,23.84780944,23.44645864,24.00437031,23.95465426,25.07693655,24.39449047,24.42553495,24.39329868,24.5359874,24.32107434,24.52948526,24.07382839,24.31210446,23.73122376,24.15030052,23.05600499,24.04754028,23.08261308,24.64278986,23.05606073,23.59638204,23.49479997,23.7047775,23.46669534,24.22035563,23.35078972,24.2136145,23.97090511,23.94426858,23.8176631,24.33743223,23.84248481,
22.10845613,22.04118745,22.36249073,22.00058799,22.1698389,22.35113148,22.28169825,22.22254481,22.41808068,22.11628337,22.72545375,22.666403,22.8429804,22.93162497,22.78299606,22.79368184,23.05619299,22.83757369,22.81410393,22.87623023,22.50779888,22.34849436,22.30928866,22.37934116,22.66702066,22.48154237,22.67008303,22.93245769,22.86601958,22.7024104,22.77359884,22.44903223,22.97253393,22.13687517,23.05831877,22.93026055,22.73498188,23.01794967,22.61108924,22.72243084,
24.02788939,23.81553119,23.69601479,23.78894039,23.86386927,24.09346425,24.046874,23.77991651,24.10191689,23.69425875,24.31505483,24.40304501,24.86059185,24.57604141,24.74336671,24.37310689,24.24854618,24.32639041,24.82665637,24.5245404,24.53925224,24.45714542,24.71415522,24.11335575,24.60963835,24.52299313,24.38304944,24.20673014,24.19692737,23.50250505,24.15870929,24.11773034,24.26932407,23.7532945,24.45952323,23.86532508,24.19077239,24.11716376,24.73785153,24.27897212,
22.62960412,22.3227894,22.2367471,22.51047568,22.61797005,22.6385268,22.69013465,22.81932741,22.81083453,22.71308493,22.83231858,23.10485417,23.32395615,23.2352988,23.23546206,23.2793576,23.10773291,22.95867346,22.96402358,23.10721214,22.89427938,22.19585909,22.66934843,22.84285761,22.996733,22.94533121,22.60123645,22.52583768,22.77950487,22.88560387,22.56697771,22.47418671,22.08124776,21.78488782,22.80647274,22.60850478,22.80414159,22.54526556,22.75735948,22.73139412,
23.69368519,23.8381794,23.65640946,23.72146882,23.81340577,24.11092441,23.87451326,23.72577639,23.88404228,23.68901432,24.21798565,24.5031766,23.70004214,24.02170521,24.00080967,23.85427842,24.15821946,24.17572739,24.0687441,24.06021676,24.23046988,23.95540861,24.01932644,23.81543891,24.44315173,24.29096108,24.24632437,24.08850942,24.28158457,24.16765258,24.14328475,24.21715824,24.30957936,24.22880692,24.1981909,24.43113072,24.32675512,24.36602348,24.07753178,24.13421263,
21.07071035,21.03216446,21.6529685,20.89281626,21.63232211,21.68264433,21.74372195,21.78183001,21.42096455,,22.16428155,22.54787855,22.01943404,22.23600949,22.04030354,21.86092171,21.85618254,21.92931861,22.45767722,22.26480492,21.3581118,21.23238825,21.82569238,21.52121587,21.89341131,21.67398963,,21.77677151,21.86041989,21.73426381,22.14504046,21.98056275,22.02507696,21.87827479,22.29052087,21.92700416,22.50678754,22.28845351,21.28166579,,
