Ependy,Medullo,Aggressive,Cranio.LGG_BRAF.V600E,HGG.rich,Ganglio.rich,LGG_BRAF.fusion.rich,LGG_BRAF.WT.rich,
0.0120,1.3895,6.3012,0.0179,0.1432,-0.7540,-0.1569,-0.6730,
-1.7108,-0.2823,-0.4442,-0.1714,-0.4015,0.2259,0.4000,-0.0203,
-1.9773,0.0242,-0.1813,-0.0018,0.5508,-0.3828,0.7408,0.2355,
0.4567,2.0710,0.8013,-0.0707,0.2007,-1.6592,-0.1245,-0.9311,
-0.3188,-0.4134,-0.0264,1.1106,2.0293,0.0283,-0.0245,-0.4512,
0.2658,3.4588,0.0190,-1.4134,-4.1739,-1.5986,-0.8437,-0.9134,
-1.5646,-1.1856,-0.9518,-1.9677,0.1195,1.7718,0.2437,0.1073,
-0.4003,-1.3883,-0.2547,3.9084,1.3153,0.0016,0.1851,0.7945,
3.5156,-10.7596,-6.1019,-1.0111,-2.3773,-0.0352,-1.3499,0.0116,
22.0556,1.0289,6.4165,1.3327,1.9851,0.1225,-0.6837,-0.1854,
8.5012,0.1144,3.9986,0.2795,-0.0174,-1.4139,-0.6803,-0.7090,
-0.0439,-0.0799,-0.0447,0.4127,0.3460,-0.0900,-0.4399,0.1364,
0.0090,-0.8022,-0.2087,2.9553,1.4168,0.4408,1.6016,0.9723,
-1.0764,0.2445,-1.7497,-0.6170,-0.1668,1.9520,0.2033,-0.3123,
1.0556,4.5296,5.7462,0.3035,1.4452,0.0011,-0.1039,0.0174,
0.0187,0.1379,-1.2613,0.8556,-0.6314,0.2718,0.5415,0.2100,
-1.3650,0.5929,0.4146,-0.2141,0.2345,-1.0331,0.0435,-0.1347,
-0.6906,-0.2459,0.5914,-0.0193,0.4776,0.4734,-0.0864,0.1870,
-0.8106,0.1921,0.5090,1.9490,0.9189,0.1634,1.2014,1.5005,
0.6351,8.2938,2.3123,-1.2773,-0.2759,-1.5687,-0.5387,-1.4853,
0.4002,18.3799,20.1160,-0.0232,8.4910,-0.6092,-0.3271,-0.6882,
0.8284,0.4290,-0.5185,-0.5735,-1.2032,-1.9379,-0.0495,-0.5900,
-0.7672,0.4071,-0.4914,-4.9094,-2.3024,-4.2564,-0.4277,-2.8727,
-1.3942,3.8077,0.6741,-0.5885,0.0046,-0.8510,-0.0423,-0.4754,
0.3391,5.0070,4.5918,-0.2346,0.0064,-0.7844,-0.0143,-0.3601,
11.8782,-0.1331,5.1804,0.6030,0.5557,0.0595,-0.5223,-0.0638,
-0.0194,1.6374,1.0647,-2.1886,-0.0260,-1.8333,-2.9036,-2.6853,
0.0499,2.5226,3.3515,-0.0954,-0.0355,-2.0641,0.2612,0.0054,
20.2162,0.4703,0.9589,-0.7404,-0.4209,-0.0471,-2.7774,-0.4033,
2.6677,11.1277,9.3375,0.1293,1.1966,-1.1050,-0.0346,-0.1223,
1.0261,0.9259,3.1808,2.5834,1.4087,-0.0354,0.1399,0.0084,
0.1241,0.1732,0.2501,-0.4497,-0.5130,-1.0343,0.0950,-0.3153,
-0.1452,5.1835,4.9386,-2.0243,0.1028,-1.3082,-0.6710,-0.8893,
22.2138,-0.4632,1.9047,1.2726,0.0952,-0.8998,-1.2305,-0.1505,
-0.5136,0.0869,-0.6794,-0.0017,-1.8239,0.0013,-0.5141,0.0455,
0.2361,-0.0497,0.0228,-0.0267,0.1296,0.0679,0.2149,0.0184,
-5.0478,-4.4351,-4.3660,-0.4043,0.2805,0.1310,5.0646,2.4493,
-0.2781,-0.0398,-0.0077,-3.5224,-1.8960,-0.6150,-1.5884,-1.1644,
0.5315,3.2463,0.3290,-2.3603,-0.4512,-2.6099,-0.7733,-1.7215,
0.1515,4.5797,1.9814,0.2437,0.4527,-0.1084,-0.0765,-0.5334,
0.4275,0.0462,0.2626,-1.8691,-1.2786,-1.0563,-0.4482,-1.1352,
-0.2764,-5.3480,-1.6257,-1.3012,-1.9438,-0.2336,-0.8799,-0.0135,
0.0484,-0.1061,-0.0895,3.9403,-0.2578,-0.2422,0.6252,0.3757,
-1.6816,1.0398,-0.4800,-1.5116,-0.0283,0.0679,-0.0713,-0.3280,
-0.0098,0.7646,1.8374,3.1447,0.2359,1.5367,0.6018,1.1459,
0.0068,3.4081,6.4528,-0.0727,-0.0293,0.6458,-0.8730,-0.1246,
-0.4272,4.0536,1.9464,0.0854,0.2944,-0.5467,-0.1006,-0.0296,
-0.4434,-2.9066,0.3269,-0.1182,1.1672,2.6636,0.6570,1.0732,
5.7298,0.4699,0.8159,-1.0734,-0.7738,-0.6098,-6.3569,-1.3940,
0.8305,-0.6390,-2.2763,-0.6204,-0.2174,0.5860,-0.7384,0.0190,
3.3823,14.5429,12.4030,0.2962,2.5497,0.1052,0.4859,0.1564,
1.8659,8.8959,8.8494,-0.1649,2.5001,0.3136,-0.9801,-0.4829,
-0.1080,-0.2705,-0.0640,1.2289,-0.4919,0.7714,-1.4984,0.4769,
4.1764,-2.2054,0.1655,0.3115,-2.2969,-0.3916,-2.7394,-1.0153,
-2.7757,5.8669,-0.4523,-0.2898,1.3441,1.3212,-0.5952,-0.1231,
-0.2980,-0.0357,-0.4978,0.1502,0.5669,-0.9541,-1.3713,-0.6485,
-4.3186,-0.4279,-6.7721,0.0289,0.1720,-0.0489,1.8763,0.4547,
7.6135,-0.8614,-0.6179,2.1052,-0.5336,-0.0435,0.3222,0.7006,
0.1398,-7.1962,-4.2073,-2.2926,-0.6076,-0.0213,0.1274,-0.0980,
0.0255,11.8031,18.3074,-0.0388,7.6132,-0.3206,-0.1548,-0.3883,
-0.6652,2.4310,0.0059,-3.0284,-3.2124,-3.2221,-0.5465,-1.2482,
1.1184,11.4290,2.6357,0.1928,-0.0588,-2.2517,-1.8423,-1.2915,
-1.0931,17.0861,4.7525,0.7853,-0.0337,-0.3248,-0.8647,-0.2256,
0.0506,7.2609,-0.3250,-0.5067,-0.9674,-0.0166,-0.5887,-0.5703,
-4.2299,-5.0355,-4.1119,0.4653,-0.0900,0.7301,-1.0632,-0.0801,
0.0691,-0.3190,3.0437,0.1397,1.8575,-0.2170,-0.1628,0.1457,
-5.9681,0.4263,-3.7785,-1.2261,-0.3509,3.5323,0.0188,-0.0260,
0.0063,-2.1058,-0.0307,0.7698,0.5858,-0.1618,2.5413,0.8983,
0.9119,2.1080,-0.1937,-0.6303,-1.2792,0.0862,0.1619,0.0063,
-2.2195,-1.6473,-1.0818,0.5617,2.0497,0.1168,4.3859,0.4989,
-0.3737,-1.2029,-0.0564,0.0344,0.0624,-1.5502,-0.0918,-0.1980,
-0.1702,-0.6906,-0.2240,1.2356,-0.1347,2.2276,-0.8968,-0.0776,
-0.3631,0.5863,0.5647,0.1230,0.7263,2.4299,1.8291,0.7395,
0.9658,1.2534,0.0645,-1.7934,-0.6050,-0.0708,-2.1390,-0.1596,
-0.2899,-0.0630,-0.0392,1.0284,1.6262,-0.2084,3.9499,0.3698,
5.2535,1.4642,6.5158,4.2318,1.6334,0.3935,-0.1431,0.1619,
-0.8154,0.1055,-0.2246,0.4766,-0.8651,0.3272,-4.1023,-0.3050,
1.2731,-0.5926,-0.0224,-0.0068,0.6184,1.4207,0.0191,-0.0796,
-0.0721,13.6788,-0.0253,0.7094,-2.2463,-0.1003,-2.5536,-0.0339,
13.8755,0.3026,0.3258,0.0464,-0.3134,0.0634,-0.5229,0.1659,
-0.8612,-2.9154,-1.6270,1.7971,0.7612,-0.0518,0.3838,0.7927,
-0.8992,6.5997,1.5058,-1.5174,-1.4641,-3.4237,-0.1993,-1.4765,
-0.3427,1.4362,-0.0470,-0.7582,-0.2673,-0.0534,-0.0100,-0.1262,
0.4895,7.1187,3.5398,0.0443,1.2717,-0.3150,-0.0950,-0.3806,
2.8425,-0.2202,2.4909,1.3281,-0.3222,-0.6529,-1.8690,-0.2661,
-0.3861,2.4513,-0.5405,-0.7694,-0.1225,0.5345,-1.9178,-0.2368,
0.1408,0.5969,0.2508,2.3046,0.2288,2.9878,-0.1159,0.5280,
-1.5753,1.1377,0.1237,-1.0208,-1.0030,-0.0156,-0.7375,-0.4164,
0.1893,-0.2488,0.5646,-2.6337,-0.9224,-0.1605,0.2907,0.0230,
-0.9762,-3.3383,-11.7857,-5.0609,-8.1192,-0.3270,-2.0274,-0.6688,
0.3341,4.9771,0.5139,-0.4195,-0.0896,1.2127,-1.8896,-0.3022,
0.8589,3.0462,4.9210,1.9682,0.2812,0.1813,0.1722,0.6989,
0.0194,-0.5600,4.4157,0.1415,0.0074,-0.2085,-0.1440,0.5393,
-2.8970,11.5218,-0.1982,-0.8634,0.3537,4.2137,-0.7529,-0.2520,
-0.2809,-0.5293,0.3714,1.9327,-0.2478,0.7236,0.9532,1.4689,
19.7680,-3.8577,0.4727,0.3078,0.2716,-0.0251,0.0591,1.6135,
0.2952,-2.5045,-0.4823,1.7273,-0.2927,-0.4801,-0.0992,0.3499,
1.4433,2.3477,3.8727,-0.3124,-0.0919,-0.0383,-0.0174,-0.5258,
0.0418,2.8509,2.2388,-0.0359,0.0496,-0.9167,-0.0746,-0.6729,
-0.1464,5.8486,2.5596,-0.8848,-0.1830,-0.3371,0.3252,-0.1112,
0.6339,6.5597,1.4608,0.5171,-0.1003,-0.6218,-0.2038,-0.3851,
0.0803,0.5448,-1.2507,-0.7159,-1.3128,-0.5403,0.2661,0.0405,
0.6469,0.5276,1.7513,-0.1088,0.4738,-0.0418,-0.4079,-0.4805,
-0.0337,0.1114,1.9320,4.6165,0.1115,0.1709,-0.0291,0.6992,
-0.1630,-1.3588,-2.4219,0.2377,-2.1326,-0.1203,0.8535,0.0276,
-3.9158,-3.7380,-1.2477,1.2933,0.1139,0.3587,0.0111,0.1801,
-0.3287,-1.4898,-0.9252,-0.0966,-0.6036,-0.8207,0.0277,-0.2082,
-4.1938,4.4362,0.2365,-0.0365,-0.0934,-0.5739,-0.0339,-0.5932,
-1.1473,-5.0248,-3.6553,1.5717,-0.3763,-0.7376,0.1715,0.2089,
-0.5826,4.0071,8.0529,3.3051,0.9840,0.7753,-0.6029,-0.4044,
7.9026,-3.3647,-0.0047,-0.6675,-0.3774,-2.4417,-0.1774,-0.7708,
0.3838,-3.3374,-1.2773,-0.2633,-0.4801,2.9147,2.4850,3.8992,
-1.0469,0.7848,0.8715,-0.8118,-1.2066,-1.3461,-1.7553,-1.0427,
0.3434,-0.1883,3.0469,0.3728,3.7299,0.3522,0.7617,0.2241,
-0.0138,0.1443,0.8850,-0.4385,-0.0084,-2.1713,0.0304,-0.3202,
-0.0849,0.0088,4.6724,-0.2325,0.9756,0.1706,1.1381,0.6125,
-1.7785,-3.4658,-4.5496,-0.2457,-1.8523,0.4772,0.0347,0.6010,
0.3197,2.2838,-0.3109,0.1716,-0.7004,-0.1040,0.9151,0.0728,
-0.1433,-0.0534,-0.2168,-1.0412,0.2395,-1.0997,-0.4121,-0.3156,
-3.8155,3.1669,-4.5272,-1.7191,-0.1218,1.8786,0.8252,0.7263,
-2.0320,-0.0039,-0.0319,1.1750,0.0664,-1.2984,0.4662,-0.0159,
0.4089,0.7943,-0.2582,-0.9883,-1.0062,-0.0966,-2.4480,-0.4429,
2.2447,-0.0259,-0.1180,0.0009,-0.2764,0.1688,-0.4089,-0.1478,
18.2112,3.2447,3.9437,1.2711,0.9366,-0.3759,-1.6371,-0.5304,
-1.2913,-4.9748,-5.1620,-2.9550,-0.3623,0.2557,3.1292,1.0674,
-1.4846,5.4927,2.0936,-0.0441,-0.3385,-0.8565,-0.6605,-0.4759,
-1.5537,-0.1501,0.0817,-1.4813,-1.5763,0.3415,-1.4258,-0.4999,
-0.8768,-0.0852,-0.3796,-0.9635,-1.9715,-3.4097,-0.4390,-0.7623,
-0.1834,3.0208,1.1121,-1.8591,-0.5663,-1.9542,-1.0509,-1.2421,
0.2934,9.4680,3.4127,0.1766,0.2017,-0.6870,-1.4579,-0.2850,
-9.6154,-1.5472,-2.4310,-1.3107,0.5014,-0.3707,5.3694,0.4265,
0.2883,-0.0388,-0.5575,-1.9549,0.0393,1.1901,-0.8555,-0.5866,
-0.5663,-1.1472,-0.1234,0.1103,0.5542,0.3516,1.1173,0.0903,
1.0885,-0.5118,-0.2830,0.3206,0.1280,0.2197,-0.0264,-0.3474,
0.7963,2.6900,1.6668,-0.0567,-0.3653,-0.7741,-0.1793,0.1008,
-0.9332,5.6197,1.0700,-0.1532,-0.4172,-0.9560,-0.0360,-0.2348,
2.3190,-2.0916,0.2091,3.5557,-0.0537,-0.5971,-0.5215,0.2754,
-4.3900,6.2402,-2.1690,0.1012,0.3619,-0.0205,1.5641,0.0137,
-10.6928,-1.8769,-7.7753,-2.8425,-1.0119,2.4437,0.0559,-0.0606,
17.1744,-1.4554,0.0299,-1.1628,-0.7639,0.1076,-1.6158,-0.1456,
1.2334,3.4943,6.8258,0.2649,0.1768,-0.1267,-0.0419,-0.4451,
0.1422,-5.4836,-0.3612,0.8625,3.2860,-0.1617,1.5270,0.8568,
0.0380,5.0469,2.2663,0.0064,-1.5054,-2.6481,-0.9127,-1.2559,
1.4652,0.0254,-1.0214,-0.7637,-0.3020,0.3286,-0.0292,0.3630,
-0.1913,-2.2562,1.2188,0.1640,1.7408,-0.2256,-0.5132,-0.2530,
-0.1364,2.9903,1.1093,-0.9346,-0.6392,-0.4169,-1.1739,-1.5457,
0.4790,1.4567,5.0344,-0.0476,-0.0016,-2.6428,-0.7859,-1.8763,
-0.2749,-6.5712,-3.3244,-0.7687,-0.7193,3.1505,0.5642,0.8153,
-1.4154,0.3070,-1.3796,0.0101,-0.8412,2.0518,-5.3644,-0.2764,
-0.4622,1.4431,1.9590,-0.2386,0.0644,-0.1631,0.0875,0.0245,
-3.1003,0.9762,-1.6121,-1.3094,-0.6500,7.4235,-1.5413,-0.1300,
-0.4023,6.5584,8.5405,-0.0574,-0.0237,-0.2510,-0.0579,-0.5586,
0.8151,-10.1341,-4.9290,-0.6442,-1.3963,0.2121,-0.0440,-0.0754,
-0.0614,-1.6778,-2.1510,-0.4255,0.3176,2.5025,0.4272,0.2000,
1.4209,0.7399,9.7581,0.5626,0.4419,-1.6441,-0.2131,-0.5445,
0.4942,-1.9087,-1.1662,-0.2000,-0.7903,-0.0995,-0.7602,-0.0306,
-0.7837,1.7641,1.3218,-0.5576,-0.1856,-0.9931,-1.0147,-0.6048,
-0.6189,-2.1926,-4.8353,-1.2913,-0.2400,-0.2059,1.1496,-0.0698,
0.9069,0.3155,8.6113,0.9740,1.6494,-0.3025,0.3035,0.0829,
-0.8067,-0.8731,-0.2875,0.9357,-0.0190,-0.6891,0.0134,0.2095,
1.0315,2.3888,4.5100,6.6232,1.6231,0.5737,0.2835,0.5436,
-0.1201,0.4686,2.7476,-1.6538,-2.0809,-1.8424,-1.6965,-1.9874,
-0.6365,1.7264,0.4324,-0.8164,0.4023,-1.1090,-0.4287,-0.8639,
0.1709,-1.7952,-0.1261,0.1787,0.2461,0.2407,0.1696,0.0352,
1.0560,2.5104,0.4102,-0.4919,-0.1742,-0.3612,-0.5165,-0.5140,
0.7692,13.6684,8.8007,0.7518,0.7316,-0.2576,-0.1716,-0.2435,
0.0002,2.0238,0.0060,-2.5522,-0.6485,1.3515,-0.7398,-0.5437,
-0.3408,2.1943,6.5238,-0.1994,1.1070,-0.1134,0.3737,0.0144,
-0.4312,2.7852,2.1548,-1.1594,-0.7267,-0.1594,-0.2583,-0.2415,
0.5041,6.9378,7.9133,-0.0904,0.6469,-0.7537,-0.0657,-1.0582,
6.3336,-0.4010,1.5249,1.0092,0.1903,0.3750,-0.5189,0.0761,
-3.2772,7.9799,3.1447,-3.7253,-2.0898,-0.1017,-1.3361,-0.8990,
-3.1778,-9.0315,-3.3252,-0.4324,-0.1928,-1.0243,0.4952,-0.4933,
5.9002,-0.1873,-0.1699,0.4106,0.2092,-0.1342,-0.0110,0.2024,
-0.2123,15.8912,7.0747,-0.6109,0.4379,-1.1858,-0.2202,-0.5516,
13.2829,-0.5817,0.8052,-1.7491,-3.3105,0.0319,-5.1877,-0.9373,
0.4823,0.4635,1.5070,3.8815,3.9997,0.0899,2.0188,0.7399,
-2.1514,-3.5663,-4.2357,0.7554,0.0953,-0.1255,0.2582,0.5602,
-0.3967,-3.3791,-1.1692,1.6323,-0.0905,-0.7663,0.4039,0.0270,
-2.0999,-6.7034,-4.5811,0.6188,0.3785,0.4245,1.3480,1.3067,
0.4059,0.2661,-0.3047,-2.1954,-0.5446,0.5765,-1.7433,-0.4531,
-0.3039,9.5273,0.9402,0.0073,-0.4737,0.1827,-3.3618,-0.8118,
-4.9732,-5.0567,-5.1055,-0.5297,-0.0283,0.2180,-0.1458,0.0372,
-0.9461,-0.8964,-0.9317,-2.0921,-0.1960,0.7006,1.7513,1.5517,
-1.1309,6.3658,1.0987,-0.2326,0.0284,-1.1339,-0.7754,-0.7467,
-0.6124,-0.2365,-2.6599,0.8040,0.1912,-0.7661,1.4950,0.4101,
-4.2573,-5.4356,-5.5170,0.1053,-0.3349,-1.1659,5.4846,0.8744,
-0.7006,1.9414,-0.2097,-0.2793,0.0777,7.3925,-1.6090,0.1385,
3.2695,-0.6899,1.1472,4.1370,0.7142,0.2703,-0.5392,-0.0464,
-0.0973,2.9351,1.2662,-0.6700,0.0327,-1.8193,0.0652,-0.6489,
0.2475,-1.4572,-0.8356,-0.2782,-0.0549,0.0307,-0.5973,-0.0015,
-1.3539,0.0017,-2.0988,0.7743,-0.0230,2.8514,0.0214,0.8316,
0.4007,-5.8944,-4.8866,-0.3152,-2.1271,0.4985,-0.7420,-0.0284,
-1.0096,3.1572,0.3578,-0.0094,-0.0307,-0.5776,-0.0945,-0.3094,
-0.1847,-10.7417,-3.7618,-1.1922,-0.9126,-0.0096,0.8591,-0.2115,
0.2532,-0.3297,1.6979,2.1415,2.4306,2.4599,0.3566,0.8277,
0.0474,1.3503,-0.7623,0.2419,-0.0277,-0.1915,-1.4172,0.0863,
-1.0906,0.0260,-0.2010,-0.3974,-0.2759,0.4328,-0.1038,0.3402,
-0.1282,0.8157,1.0326,0.3734,0.3077,-0.0886,0.6317,-0.1290,
-1.0637,0.2037,-1.3583,-3.1807,-1.8832,-1.5817,-0.2660,-0.4563,
-1.6021,0.0723,0.1693,-0.3581,0.6832,0.5824,0.4638,0.0833,
4.0768,-0.8344,2.2482,2.3571,0.2621,-0.4114,-1.3713,-0.0345,
0.6242,-0.9322,0.7314,1.4745,0.3508,-0.1519,0.6023,0.6080,
0.2789,-1.6808,-0.0118,2.9987,-0.1982,0.4847,-0.1075,0.2110,
1.8721,1.0172,3.5112,2.3996,0.5768,1.8333,-0.8658,0.1641,
1.8297,3.1120,3.4885,-0.1530,0.5463,-0.0130,-0.0068,0.4647,
1.0931,-4.8050,-0.9755,0.2826,0.3639,-0.1370,-0.6189,0.0404,
-0.0213,-1.8477,-0.1866,1.4496,-0.0072,-0.1098,0.4629,0.5568,
-0.0292,0.0021,1.2760,-0.4966,-0.3891,-1.8093,0.0004,-0.5818,
-0.0476,0.5361,5.2226,0.4029,1.7777,2.6684,0.1889,-0.0003,
0.1208,11.6637,-0.6433,-3.8553,-0.0044,0.3903,-1.3663,-1.0032,
3.0394,7.0605,5.5067,-1.9973,0.6439,-0.5064,-4.4556,-0.9792,
-1.0240,8.9121,2.3752,1.2104,1.0819,-0.3517,-1.0374,-0.2364,
-0.2683,9.5658,7.8708,-0.1696,0.1904,0.0252,-0.3824,0.2151,
-0.2560,0.0989,-0.1030,-0.0544,-0.5036,0.7476,0.0670,0.1057,
0.0123,0.9888,0.4098,-0.4531,-0.1213,-2.4288,-0.3078,-0.6096,
0.0650,1.5970,3.4593,-0.5713,0.1722,-0.3796,-0.3358,-0.2753,
0.3354,6.6808,8.1277,0.4413,1.0475,0.2091,-0.2435,0.0228,
-4.0761,0.1313,-3.1874,-3.4980,-0.7466,-0.2098,0.4125,-0.1202,
-3.3676,-4.7948,-3.3587,-0.1210,0.4036,0.0743,9.2547,2.6035,
2.3491,0.0836,0.1224,-0.4810,-0.2323,0.1739,-1.1696,-0.2270,
-3.0588,-0.8716,-3.4810,-1.5526,-0.2637,1.7492,1.7500,0.2358,
-2.5519,15.7598,4.5110,-2.0944,0.3018,-2.4402,-1.1016,-1.1473,
4.6325,0.0527,0.8224,0.0173,0.6477,-0.1591,-0.2309,-0.0197,
-2.3370,1.2074,-3.5777,-4.1832,-1.0399,3.4499,-0.8550,-0.7685,
-0.6661,-0.6040,-0.5904,2.3710,0.2083,-0.0478,1.8495,1.6843,
-0.0404,-1.4656,0.8606,0.1260,0.0628,-0.6705,0.5514,0.1095,
-0.4723,-3.9209,-0.7252,0.3902,0.1295,0.5208,0.3305,0.3226,
-0.5041,3.5112,0.7325,-1.7066,-1.5742,-2.0529,-0.7375,-1.2778,
-0.2469,14.3974,7.3670,-0.3024,0.1014,0.9695,-2.5843,-0.9448,
0.7355,1.6804,-2.7053,-3.3858,-0.8165,0.3710,-0.7471,-0.0986,
-1.7364,-0.0027,-0.2517,-0.7886,-0.0250,-0.0136,1.0606,0.3185,
-1.4454,-4.8000,-3.5178,0.4308,0.6751,0.4620,1.6664,1.5741,
-0.2244,0.8793,0.6684,1.7928,1.3973,-0.0719,1.7968,0.6891,
-0.0582,3.6940,5.7943,-0.1154,0.4489,-1.1944,-0.8585,-0.9609,
-0.5271,3.3153,0.4736,-0.6042,0.2824,-0.9021,-0.1227,-0.8947,
-0.1307,-4.6593,-2.0264,-1.0145,-0.6922,0.2724,0.2515,0.0564,
3.1547,0.4283,-0.1935,0.0175,-0.0134,3.3249,-1.9812,-0.0723,
-5.8018,1.1709,-4.1087,-4.1229,-2.1438,-0.2498,0.0783,-0.7859,
1.8201,-1.0619,-0.6266,0.5521,-1.3310,0.8013,-0.0446,0.5006,
-6.0005,-8.5012,-5.2015,-0.2055,0.2601,0.2125,4.5451,0.6502,
0.4116,0.3378,1.3089,0.6408,-0.1303,-0.4330,-1.5151,-0.5035,
-4.2522,0.1022,-0.7906,-0.4696,-1.4146,2.8986,-0.0769,-0.0218,
-0.2718,0.1729,-0.6024,2.4114,-0.1141,0.3274,0.0616,0.4544,
2.4620,-3.4832,0.0244,-0.1487,-0.8165,0.6602,-0.4369,0.7786,
0.2540,6.0509,5.2104,1.3168,0.4943,-0.8462,0.1774,-0.2401,
-0.4275,1.8564,2.7127,-0.2167,0.0455,0.1448,0.0326,0.0296,
0.0170,15.3248,1.3999,-0.4791,-0.4012,-1.2294,-0.2717,-0.9830,
-0.1376,-1.1706,1.3386,3.6899,2.1759,0.7406,1.1422,1.1124,
0.3045,4.5324,0.0363,-0.1419,1.2607,-0.4063,0.0405,-0.6494,
0.1309,-3.3935,-1.7392,-3.4470,-0.5410,0.2340,0.9188,-0.0641,
0.2874,4.1784,1.2425,2.7964,0.9411,-0.1696,0.1006,0.5799,
-4.4989,1.0206,-1.3850,-0.4327,0.7019,0.3444,3.0159,0.4922,
-0.0143,0.8987,-0.5038,0.5480,0.0021,0.1751,0.4534,0.2517,
-3.9443,0.7127,-1.1597,-0.3922,-0.0300,-0.4693,0.0144,-0.1932,
-0.3556,-0.3345,-0.4814,-0.2949,0.5800,-0.0997,0.2413,0.3196,
-0.0630,5.7617,0.6858,0.2432,0.1519,0.1363,-0.5478,0.0717,
-0.6161,2.3568,2.3303,-0.6798,-0.5551,-0.0054,-0.7242,-1.2662,
0.0864,0.7021,0.4225,-2.0022,-1.1108,-1.6407,-0.5038,-0.4853,
22.6965,0.0194,1.8803,-0.2802,0.1574,-0.2418,-1.8321,-0.0222,
0.4263,-2.0373,-0.0659,0.1702,0.6789,-0.8284,0.2780,-0.0200,
-0.8046,-0.4393,-0.7831,2.4197,1.2202,1.4098,-0.2749,0.0751,
-0.0977,-0.4171,0.2177,0.2149,0.4546,0.8713,-0.0185,-0.0422,
-0.2119,1.0853,0.6530,-0.6375,-0.5613,-3.4936,-0.6060,-1.7521,
-0.0876,8.9918,3.9308,0.2079,0.0632,-0.1397,-0.0759,-0.4664,
21.8263,-0.7849,0.3497,-0.2456,-1.0382,-0.4610,-2.2658,-0.5569,
2.4935,0.9205,0.7929,1.4182,-0.0072,-0.0879,-0.2690,0.0655,
-0.7688,1.8516,2.5794,0.2536,0.8360,-1.8685,0.0219,-1.2951,
-3.8407,0.7868,-2.6417,-2.0998,-1.1297,-0.0926,0.1341,-0.1427,
-0.0524,0.5902,-0.0943,-1.2946,-0.7911,-0.3835,-2.9144,-1.3086,
-1.6791,0.0036,-0.2662,-0.1141,1.0457,2.8065,-0.5991,-0.3771,
-0.5896,-1.6653,0.0686,6.4904,1.8645,-0.0019,1.9137,0.6730,
-2.2773,-5.6950,-4.8063,0.7866,0.2542,-0.0888,0.9183,0.3292,
0.9985,0.7870,0.3580,0.4109,0.0687,0.5080,0.7973,0.1716,
-0.1437,0.8661,-0.6969,-0.1681,-0.3216,0.7645,-0.0376,0.0435,
0.9237,0.4219,-1.4959,-0.9499,-0.3508,0.2606,0.9752,0.2797,
-0.4159,-0.4760,-1.6082,-0.7993,-0.0704,0.3451,1.8795,0.3935,
-0.0782,12.7135,15.4700,-0.9280,3.0969,-0.9297,-0.8701,-0.6976,
0.1823,-1.0925,-1.3948,0.8051,0.0899,0.2017,0.1106,0.0392,
-0.0680,10.2891,15.6573,-0.3439,5.3875,-0.9645,-0.2359,-0.4033,
0.8233,-1.6770,-0.1466,-0.9045,-0.2998,0.1810,-0.6478,-0.0403,
0.9921,0.3035,1.7865,1.6373,2.3002,0.0375,0.0480,0.1348,
-0.8231,2.4613,0.0264,-0.6709,-0.0162,-0.9552,-0.5191,-0.4050,
-3.4917,-1.8097,-3.3256,-0.5843,-0.1281,5.0320,0.0833,-0.1410,
-1.2769,0.2391,-0.5914,-1.4295,-2.0751,-0.5606,0.0453,-0.8189,
0.0988,-0.0153,-0.4675,0.4907,-0.4018,1.2966,-2.2243,-0.1364,
-8.2664,-11.5916,-10.3010,-1.3819,-0.0582,-2.7786,2.1740,-0.0566,
-0.4149,2.0460,1.3199,0.0542,-0.3688,-1.3709,-0.0051,-0.7118,
4.7784,0.2340,13.2727,6.0523,2.6760,0.1429,0.0429,0.2322,
0.0997,-1.3451,-0.1078,2.3834,-0.3238,-0.1007,0.1731,0.3231,
5.6993,1.0147,2.6789,0.3513,0.5985,-0.3202,-0.1311,-0.1476,
-1.3079,5.3266,0.0650,-1.6425,0.3247,0.0384,0.2254,-0.3955,
-3.3031,-7.2063,-10.4017,-0.7895,-0.2674,0.2110,1.2430,0.1694,
-0.8770,-4.6105,-4.0452,0.0065,0.6181,0.5102,5.4412,0.8526,
-4.9241,1.8632,-5.4251,-2.6492,-1.6792,0.1160,0.0426,-0.3881,
-0.9008,17.0435,2.4543,-0.1043,0.7021,0.3242,-0.6780,-0.2091,
0.8677,-0.0753,-0.2431,2.9055,-0.5072,-0.0846,-0.6651,-0.1662,
2.2866,-0.2817,-0.1982,-1.2013,0.3062,-0.8743,-0.2082,-0.4997,
0.3539,1.0500,3.3091,0.3684,4.6840,-0.0022,0.5096,-0.3033,
1.1376,0.1937,0.4078,0.0115,-0.0301,-1.3323,-0.0267,-0.1567,
-2.5918,-5.7271,-3.7965,0.1513,0.1757,-0.2455,1.5345,0.7820,
2.0396,6.3948,14.6055,0.0905,1.8024,-0.4410,-0.0076,-0.4935,
-0.0498,-0.5916,-0.2530,3.7501,0.9563,-0.0896,0.5507,0.7431,
-0.5676,-0.9378,-0.2898,4.9228,0.7572,0.0019,0.0995,0.9120,
-8.4473,-1.1911,-6.4374,-0.9872,-1.6930,0.5935,-0.1794,0.0346,
-1.5287,0.0403,-4.7082,-2.5860,-2.3531,3.8502,-0.3166,-0.0897,
-1.6655,-5.1472,-3.2917,-2.3467,-0.4560,0.0404,2.7003,0.1007,
