Ependy,Medullo,Aggressive,Cranio.LGG_BRAF.V600E,HGG.rich,Ganglio.rich,LGG_BRAF.fusion.rich,LGG_BRAF.WT.rich,
-1.5168,0.3443,0.0332,-1.0241,-1.5233,-0.7352,-0.7083,-1.1719,
0.5465,0.4170,3.1582,-0.0926,1.8070,-0.6193,-0.0656,-0.3766,
2.5984,0.0414,3.3168,1.3540,3.0838,0.3407,0.6440,0.0667,
0.0317,1.5515,0.2411,0.4868,0.1560,0.1042,0.0908,0.0242,
0.0496,4.1771,2.4423,-2.6230,-2.3411,-2.3050,-0.3525,-1.0520,
15.9385,-0.0727,-0.0786,-0.6021,-1.5013,-1.2135,-2.1626,-0.7221,
0.7500,-0.2487,-0.3564,0.5385,0.8231,-0.4186,1.5378,0.0971,
1.0440,-0.7407,1.9134,3.3962,1.9900,-0.0593,1.3654,0.1849,
0.8425,-1.8716,-0.0173,0.3342,-0.2944,1.3256,-0.8555,0.3822,
-0.9888,-4.0642,-2.1279,0.0089,0.1933,0.0466,0.3765,2.2182,
0.3360,11.4726,2.5069,0.1432,0.4462,1.9192,-0.2492,0.0620,
0.1415,5.4965,1.6336,0.5011,-0.2507,0.4022,-0.1438,-0.0648,
0.0111,-2.0539,-0.2083,-0.2399,0.4393,-0.2215,1.4636,0.8514,
-0.0968,1.2629,0.0815,0.0047,1.4073,-0.0830,1.1143,-0.0648,
0.1645,0.2451,0.4837,1.7033,0.7519,0.0658,0.3966,0.0303,
3.5080,-3.1666,1.6020,4.4345,0.6871,-0.2887,1.5411,0.8734,
0.5241,3.7567,1.6552,-0.3101,0.3655,0.3634,0.0760,-0.0068,
0.5509,0.2669,1.4032,-0.1347,0.7807,-0.1709,0.0592,0.3116,
-0.1740,-3.1535,-0.9622,2.7109,0.9311,0.3783,1.1890,1.7435,
-2.9903,0.7417,-5.4837,-4.0761,-0.2722,2.3032,0.3694,0.1204,
0.0318,3.0360,0.7457,0.6304,1.6093,1.2686,-0.2000,0.2578,
0.0706,-0.2578,0.7347,-0.3441,-0.0453,-1.2932,-0.1316,-1.1173,
-0.6531,0.3415,-2.2830,-1.5793,-0.0607,0.2691,0.4383,-0.1484,
-2.4853,-4.3294,-8.0862,-0.9584,-3.1687,-0.5340,-0.1182,-0.0542,
-1.1676,1.5738,0.0186,-2.2895,-1.2779,-1.6896,-0.9635,-1.4959,
0.2694,0.1546,0.0384,4.8623,1.6899,0.1553,0.0377,0.6769,
0.2499,12.2323,14.2745,0.0632,2.9432,-2.6892,-0.9706,-0.9680,
0.6975,0.1073,0.9599,1.0071,0.8210,-0.0552,0.3377,-0.0402,
0.0249,2.1735,1.2051,0.4771,-1.9570,-0.3956,-2.0884,-1.5479,
-3.1539,1.8700,0.0084,-1.8566,-1.3618,-0.0491,-0.4712,-0.8293,
-1.3305,5.7236,2.7105,0.0811,-0.0026,0.1277,2.8303,0.0576,
7.9966,-0.0541,1.4598,0.4779,1.2027,-0.0301,0.1904,0.1201,
-0.0820,-1.0143,2.8242,5.4226,0.0563,-0.2456,0.1420,0.3937,
8.9378,3.2168,1.5487,0.3476,1.8471,1.1525,0.0415,-0.0719,
4.2037,12.9225,6.8460,-0.4114,0.1962,-1.3980,-1.6359,-1.6829,
3.3244,0.1970,-0.5086,-0.4523,-0.2954,-1.1637,-2.5765,-2.4440,
-0.5451,0.7466,1.8722,-0.1032,-0.3742,-1.6020,-0.1131,-0.2859,
0.2136,1.0389,4.2233,0.3049,0.1786,0.6942,-0.0656,-0.1206,
-0.4686,0.9424,-2.8613,-1.8081,-0.0666,0.4205,0.0826,-0.0505,
2.4180,3.1828,2.3569,0.9649,1.1386,0.3566,0.0809,0.1958,
0.6038,0.9866,0.8223,-0.4841,0.0980,-1.6448,-0.3964,-0.6614,
0.1633,-6.0874,-0.5067,2.0850,0.1890,-0.2121,1.8483,1.1457,
-2.4128,-1.7343,-0.5944,0.4837,0.0128,1.0816,0.4458,0.1183,
0.6163,-3.6240,-0.1662,2.4236,0.0363,-0.2013,0.3081,0.1153,
4.5715,0.4262,5.5232,-0.2037,1.4699,0.1345,0.0147,0.1291,
-6.0509,1.1691,-0.0916,-4.8703,-0.0359,0.4199,0.3357,-0.3424,
-0.6042,0.0022,0.1068,-0.8914,-0.3542,-2.3558,-0.3239,-0.6806,
0.3507,4.4457,0.5179,0.0425,1.7246,-0.1939,0.0218,-0.0859,
0.4171,-0.1281,1.2668,4.2159,0.3639,0.1480,0.5634,0.0757,
-0.0025,0.5641,0.3794,1.4077,0.0136,-0.3634,0.0898,-0.4280,
0.5217,2.5940,1.0750,-0.7168,-0.0127,0.0224,-0.8126,-0.1868,
4.1031,-0.1811,-2.5246,-0.3815,-1.4958,-0.8716,-1.6454,-0.6802,
0.9239,-2.6950,1.0331,2.0980,0.8390,-0.9442,-0.0241,-0.1275,
-1.7381,2.6716,1.0842,0.1461,0.2554,1.4350,0.1485,0.4952,
1.2709,2.3671,4.6580,0.0942,0.0670,-0.3382,-0.2434,-0.1181,
0.2427,1.5942,-0.3944,0.0742,1.5987,0.6384,0.0833,0.0426,
-8.2778,0.8449,-2.1783,0.3415,-0.1901,6.7277,-1.1295,0.4140,
0.0499,0.1692,-0.3386,-0.7314,0.0837,0.1506,-0.0139,-0.0419,
-2.6109,1.2569,-0.2141,-1.2843,-2.6578,-0.1485,-0.1778,-0.2594,
-0.1056,9.5859,9.4527,-0.0380,0.6929,-0.4937,-0.9893,-0.6539,
-0.0641,1.7941,0.0142,0.8728,0.8196,-1.0943,0.0241,-0.6253,
-0.0735,0.2498,0.7429,1.4469,0.0821,0.0385,0.2627,0.1263,
0.6750,-0.1824,0.0212,0.0056,-0.0712,-0.2390,-0.2611,-0.0723,
-0.5816,0.2075,-1.5470,-0.3479,-1.2742,-0.2739,-0.0463,-0.3299,
-1.0257,4.0372,0.2316,-0.9386,-3.6590,-3.3785,-1.5697,-2.2837,
0.0254,0.1353,1.3565,-0.0596,-0.2797,-1.8744,-0.3079,-0.3979,
2.1472,-0.9462,4.7079,9.4418,3.0144,0.4252,1.0527,0.7309,
0.7248,8.5052,1.3555,-2.2863,-1.4574,-1.5420,-0.9133,-1.0951,
-0.8851,0.2368,-0.4592,-0.5797,0.5671,0.0171,0.3408,-0.0190,
-0.1961,1.6988,0.2669,-1.1744,-0.3067,-2.7918,-0.6700,-1.5815,
1.5523,0.5563,0.8472,3.0160,0.3859,-0.8774,0.3828,-0.0510,
0.5938,1.3466,0.1353,0.0181,-0.2319,-1.3042,-0.5398,-0.4328,
-0.2625,3.5100,0.8351,0.6331,0.5179,1.6032,0.1355,-0.0568,
0.0488,1.3873,-0.0219,0.0320,-0.6607,0.5039,-0.1486,0.0091,
-1.3216,-5.1609,-2.1675,-0.1453,-0.3757,0.0225,1.7585,-0.0306,
-0.6439,6.0557,2.5852,-1.1965,0.0482,-0.3922,-1.2559,-0.9917,
0.1774,-0.1899,0.5782,0.6735,-0.1964,-0.0370,0.5647,0.0495,
0.0251,-0.0704,-0.1120,0.6635,-0.0874,0.2327,0.0594,0.1992,
-1.8509,0.9688,-0.0416,-2.0964,0.1882,0.4087,1.2792,-0.0444,
-0.1402,0.9236,0.8328,-0.3305,0.2807,-1.5335,0.0371,-0.5398,
-0.2483,0.1257,0.6388,0.8110,4.2377,0.0335,0.6484,0.4063,
-0.8062,0.3799,-0.9888,-2.2014,-1.1436,0.2680,-0.0506,-0.2193,
-0.1798,0.0301,0.4509,0.4316,2.3919,0.5351,0.6113,0.4377,
0.7674,2.2311,5.8575,2.1430,1.8563,0.1249,0.1182,0.1095,
0.4909,4.7430,1.7733,0.0008,-0.9649,-2.5690,-2.5151,-2.1302,
-0.1075,3.4545,0.3529,-0.0463,-0.9258,-0.3238,0.0514,-0.2315,
0.0439,-7.1070,-2.6189,-2.1908,-1.6330,0.1781,-0.1725,2.9140,
-0.1830,-1.5095,-3.1428,-1.7811,-0.1106,0.0544,2.3298,0.4621,
-0.1810,-7.5752,-4.0830,-0.6102,-0.4688,-0.0364,0.3450,0.7158,
-0.0063,5.1875,5.1636,0.5777,0.0547,-0.0568,-0.3286,-0.3126,
-1.1031,-11.8365,-1.6816,1.2030,0.3216,-0.1867,2.6753,1.4650,
-3.0283,4.1366,0.2584,0.0934,1.6266,-0.0426,-0.2266,-0.2710,
-0.1578,-0.9627,0.0133,-0.7800,-0.2238,-1.1640,-0.1731,-0.3701,
-0.6756,-1.0066,-2.4353,-1.1099,-0.2202,0.7099,0.2140,0.3982,
-0.0191,3.0961,8.5872,-0.1159,2.6570,0.0900,-0.2263,-0.3669,
2.2734,-9.9118,0.7487,0.7381,0.3997,0.0116,0.9379,0.3573,
2.7040,2.3864,5.5298,-0.1297,0.1997,-2.8714,-2.8010,-2.7677,
0.1591,3.5310,7.3876,1.6104,1.4811,0.3977,0.0428,0.0690,
0.5398,5.7618,4.5851,0.2309,3.3651,0.1312,0.5858,0.0618,
-4.1791,-3.2789,-1.3132,-0.0290,-0.5376,0.0290,0.2710,-0.1121,
10.2946,0.7073,1.1332,0.0275,1.1775,0.0676,-0.2981,0.5777,
-2.7207,1.7875,1.0670,1.5626,1.0824,0.2640,0.2673,-0.0080,
-1.9642,-0.1311,-1.1280,-0.2037,-0.0339,-2.7889,-0.3096,-2.1517,
-0.5794,0.4217,-0.0896,-1.3651,0.0125,-0.1336,-0.0327,-0.9191,
0.0019,3.5273,4.5048,-0.3477,0.5955,-0.0627,-0.3811,-0.6668,
1.1913,6.1217,3.6167,0.1372,0.1342,0.3103,-0.0087,0.0066,
-3.3858,-3.6512,-2.9381,0.1460,0.6911,0.3903,5.7851,0.8019,
-1.2504,-0.2797,0.0324,0.0990,-0.2195,0.1998,-0.0256,-0.0566,
-0.4408,2.7146,1.1504,-0.8628,0.4816,-1.3614,-0.0010,-0.7660,
-1.0444,1.2598,-0.2306,-0.0896,0.0370,1.1730,-0.6083,-0.5882,
0.8968,2.9585,8.1975,0.0349,0.1666,-1.6769,-1.1083,-0.7878,
1.6216,0.1868,1.7992,1.9976,0.6922,1.8069,0.0648,0.1787,
0.7183,-4.3054,-0.7091,4.4237,1.7543,0.4420,1.9033,1.4453,
1.2150,-0.1760,0.9048,0.3216,0.5659,0.2574,0.3145,0.0480,
-1.1614,3.9494,-0.1144,-1.6428,-0.3342,-0.0425,-0.3813,-0.6155,
-2.3466,-1.2035,-3.7501,-1.2244,0.0072,0.0980,-0.0876,-0.2233,
1.0036,-0.7908,-0.1859,1.6826,-0.1093,-0.1378,-0.9753,-0.0372,
-0.6942,0.1006,-0.1495,-4.6524,-0.5678,-1.0336,-0.4588,-0.5141,
0.0102,1.6106,8.0099,0.2270,0.7187,-0.3842,0.0619,-0.2799,
-3.1387,0.4885,-1.6927,-2.0360,0.5091,4.2809,-0.0075,0.3800,
-0.6560,3.5368,0.2525,0.0327,0.0757,0.2717,1.1554,0.5343,
2.3270,-6.9814,-0.6431,0.0475,-0.2655,1.2681,-0.5454,0.8768,
2.2475,2.8096,7.4194,0.5070,0.3654,0.1020,1.7548,0.0553,
0.2426,-9.2320,-2.3281,1.1690,0.0926,-0.0573,0.6546,0.3687,
0.4003,14.4469,0.7624,-0.0837,0.9498,-1.2246,-0.3384,-0.2945,
2.4754,-0.3220,3.8046,4.6698,0.6266,-0.2666,0.6699,0.0321,
2.1483,-0.5370,1.1956,2.2044,0.5117,0.4945,1.0141,1.4198,
2.3998,-2.3698,5.1427,0.1190,0.2221,-1.4063,0.2986,-0.1306,
6.6223,-4.1639,0.2692,-0.4971,-0.7436,-0.5234,0.1927,0.5007,
-0.6722,0.3731,-2.7006,-1.4054,-0.0639,1.2444,-0.0433,-0.2225,
-0.0809,-2.7923,0.0349,-1.0287,-0.5046,-3.9500,0.1391,-1.2039,
-0.5076,-6.4955,-3.6090,-0.1287,-0.4191,-0.8737,0.8156,0.1162,
0.1432,3.6813,3.3231,-0.2539,5.6418,-1.7934,-0.1866,-0.5528,
0.5282,0.0151,0.3684,1.2426,2.1083,0.8251,1.2646,1.0166,
12.3604,4.5879,9.5178,-0.1602,1.2225,-0.5872,-0.6217,-0.7534,
-1.0268,-7.3131,-4.8602,0.9374,0.4733,0.1234,1.5619,1.1757,
0.5219,9.1530,2.0367,0.0472,-0.0263,-0.8261,-0.0113,-0.4060,
-0.5834,5.0916,1.2555,0.0340,-0.0112,0.4391,-0.0619,0.0522,
-0.3938,-0.0378,-0.1020,-1.6191,0.0759,1.1422,1.1936,0.4353,
-0.3997,1.5222,0.1043,-0.0149,-0.0032,-0.0932,0.0048,-0.2584,
0.1185,-1.7996,0.1341,1.0147,3.3405,-0.0438,1.8987,0.3079,
0.7430,4.6414,2.5231,0.4291,4.9842,0.1829,0.3903,-0.0194,
3.0258,1.7684,1.6917,1.2738,2.0700,-0.3026,0.2702,-0.1545,
-0.4620,0.4987,-0.2646,-1.6786,-1.1219,-0.7230,0.0382,-1.0447,
3.7659,8.2438,3.2475,0.7207,0.3851,-1.3698,0.0021,-0.5509,
-1.5666,-2.6920,-1.3126,-1.1611,0.0414,0.1759,1.4212,0.0188,
0.7553,1.8583,1.1704,-1.7919,-2.2210,-5.2436,-0.0899,-2.6350,
1.4937,1.4706,0.1740,0.1832,-0.2364,0.4239,-0.0248,-0.0349,
-0.3465,0.2997,0.0409,-0.4985,0.3987,-1.0346,1.8026,-0.0656,
1.2103,-0.1150,1.0143,2.1514,3.8444,0.2374,0.1588,0.0105,
-0.1374,1.3942,-0.1820,0.2954,0.0747,-0.0702,0.0358,-0.1727,
0.2847,-0.3295,0.1137,1.9417,-0.1035,-0.1408,0.2240,-0.0547,
-0.0422,0.1890,-0.9027,-0.1095,-0.3022,-0.1774,-0.4318,-0.0296,
1.1517,-0.1199,1.6774,1.2853,3.6841,-0.0347,0.1546,0.8451,
3.7519,-1.2184,-0.3342,0.2067,0.0379,0.9626,-0.5644,1.6359,
2.8656,0.0693,1.6791,5.1652,0.1726,-0.3051,-0.1145,0.3925,
-0.1365,1.6890,1.7988,-0.3243,-0.2977,-0.9608,-0.7063,-0.5891,
-0.2890,5.9721,-0.0685,-1.7303,-2.5623,-0.0711,-2.3292,-0.8700,
0.0818,6.2786,5.2970,1.1895,3.6379,-0.0448,0.7435,0.0408,
0.0108,-3.0536,-1.4614,-1.3955,-0.0281,0.0096,1.4214,-0.0404,
-0.0318,1.8679,1.3004,-0.1722,1.0500,0.2292,0.2234,-0.0485,
-0.5049,-14.2103,-9.6335,-1.5292,-0.8310,0.2118,0.6468,0.2169,
-1.2661,-4.9840,-1.2629,3.5092,1.5368,0.0656,6.1548,1.2232,
-0.0523,-10.5346,-0.8470,-0.8997,-0.4535,-1.0987,-0.2946,0.0224,
0.7502,-2.2595,-3.0776,-4.0847,-0.3157,0.1595,-0.0208,0.0616,
-0.0699,0.2883,0.0495,1.4276,0.0574,0.1135,-0.0451,0.1930,
0.2172,0.3738,1.8446,0.2103,0.9934,1.4475,-0.0349,-0.0742,
-0.0866,0.0449,-0.1873,-0.4415,-2.3181,0.5768,-1.1536,-0.1392,
-2.9438,-13.5010,-14.3236,0.3673,-0.1978,1.5032,2.9185,2.4392,
-2.0290,-11.5111,-10.6086,-1.3066,-0.0557,-1.4367,0.5141,-0.1646,
-0.1835,3.2335,-0.4033,-0.6953,-1.6947,0.3216,-0.6432,0.1262,
-0.0737,-11.3487,-0.8450,1.3340,0.1547,0.0920,2.2559,1.3360,
10.1688,5.5327,5.0852,2.8518,0.7575,1.4669,-0.0552,0.3046,
0.5609,4.0682,0.2201,1.1422,2.8351,-0.1677,0.3353,-0.2340,
0.6616,2.7201,4.8769,0.0179,0.8689,-1.2935,-0.4504,-0.5731,
-0.1605,-0.1982,-2.9797,1.4028,0.1819,-0.8387,0.2267,0.1070,
-0.9329,0.8165,3.5221,-0.8857,-1.0372,-1.5965,-0.8272,-1.0995,
0.1391,0.8844,-0.2800,2.0150,-0.2013,0.2526,-0.1883,-0.0518,
-1.1460,-0.2659,-2.0470,-0.9901,-0.0831,0.9306,0.6796,0.4380,
-1.1825,2.9745,1.4350,-2.4221,0.0252,-0.0178,-0.5653,-0.1610,
-0.1155,0.9959,-0.0772,-0.0325,-0.0607,-1.2121,-0.3324,-0.3303,
0.0158,0.1080,0.9308,-0.0254,0.3116,-0.1154,0.2011,0.1079,
0.2038,1.5106,0.2357,-0.0301,-1.5155,-3.4489,-0.0945,-0.6992,
0.5869,3.2533,1.5388,-0.3994,-0.5538,0.3639,-1.5975,-0.2972,
1.5206,-0.2024,1.0967,-0.6230,-0.2942,-0.4580,-1.2095,-0.7392,
-0.0762,-1.0033,0.0545,-0.5940,0.0630,-0.0613,-0.0943,0.0950,
-0.0263,5.3501,3.4749,0.4312,0.4152,-1.5270,0.1412,-0.0234,
-0.0293,3.2899,-1.4092,0.0012,-0.2604,0.4560,-3.0776,-0.1974,
0.6070,-1.0789,-2.9199,0.0439,-2.9450,0.3025,-0.0274,0.5109,
-0.3136,-1.0090,0.1020,0.0509,0.0625,0.3853,0.1440,-0.2558,
1.2215,0.0923,2.5000,3.1550,2.8834,0.2081,0.9036,0.5863,
0.2625,0.1702,0.0577,-0.5990,-0.2653,-0.9647,0.0710,-0.1324,
-0.3574,0.1314,1.0113,-0.7538,0.4759,-0.3659,1.0044,-0.3386,
0.2296,1.4867,2.9040,-0.8959,-1.2050,-4.4663,-1.5669,-3.8180,
-0.3347,-0.5993,-2.2120,0.0641,-0.8012,-0.7360,-0.3528,-0.3495,
1.4244,-0.0296,-0.4146,-1.9212,-1.8022,-1.1299,-3.4241,-2.6896,
0.3554,-0.0296,0.0462,-1.4399,0.2408,-0.1107,-0.1618,0.0350,
-0.3385,1.3975,-2.7681,-3.1742,-0.1012,5.2799,-0.5136,-0.0182,
-5.9540,-0.1993,-1.4703,-0.7546,0.3161,6.5429,0.6888,0.0087,
0.1472,6.4941,4.9233,-0.0729,0.6257,0.0086,0.2872,-0.1276,
-0.0816,-6.5378,0.0704,5.3576,0.9357,-0.0003,1.4896,0.9552,
-0.0392,0.3296,1.1739,0.7453,0.0075,0.0670,-0.0301,-0.3286,
0.0260,4.7037,4.2011,0.3625,0.1563,0.0084,-0.3134,-0.3983,
-0.0834,0.6460,1.0562,0.3275,0.3465,0.6735,-0.5401,0.1074,
-11.1756,0.7405,-3.4489,-0.4128,-1.5519,-1.0065,0.1246,-1.2576,
-1.2613,-5.8190,-7.9427,-0.0810,0.0485,1.5483,0.6892,1.2297,
1.1611,2.3157,8.2946,2.2222,0.7149,0.1130,1.6102,0.2242,
3.2872,0.0883,2.1464,0.6212,2.2419,0.2559,1.1714,0.4321,
0.1766,3.6262,2.3194,0.1573,0.9845,0.0769,-0.7089,-0.1181,
-0.4556,4.9946,0.1136,0.5780,0.3848,0.0042,-0.4660,-0.1446,
0.0238,4.9287,1.4221,-0.5713,-0.4168,-1.5559,-0.6895,-1.0536,
-0.0487,0.0418,0.2974,-0.8615,-1.7662,-0.0807,-2.7192,-1.7973,
0.2140,-0.6012,0.0435,3.4878,3.0700,-0.0070,2.7115,1.9404,
1.7943,-4.2077,0.0083,1.5806,-0.3229,0.0318,-0.4537,-0.1809,
0.8464,13.5180,9.6214,1.1180,1.0746,-0.3529,-0.3398,-0.5365,
1.7455,1.1035,1.8135,0.5963,4.4538,-0.3084,1.2251,-0.0378,
0.7286,0.0690,1.1996,2.4882,2.7940,-0.0043,0.4140,-0.0122,
0.5577,-3.1981,-0.2348,0.0408,-0.3510,-2.2749,0.3766,0.0545,
0.5137,-7.7803,-4.1431,-0.4285,-0.0506,0.0332,1.2643,0.1948,
-1.0862,0.6942,-0.0023,-0.9292,-1.2774,-0.6113,-0.0416,-0.7355,
0.0320,3.5413,2.9402,-1.1473,-1.7673,-0.9837,-0.5132,-0.7355,
0.4248,-0.0906,-0.0114,-0.2566,0.5382,-0.4179,-0.1538,0.6883,
1.2762,10.1066,2.7162,0.1698,0.7709,7.2640,-0.5163,0.1930,
-0.5971,13.8281,3.8326,0.0594,0.3968,-1.5838,-0.1733,-1.2900,
-4.6256,-5.4460,-3.5548,-0.9454,-0.2171,0.3127,1.0683,-0.1658,
-0.4864,5.6353,4.6187,-0.7511,-1.2431,-1.9363,-1.1191,-1.8650,
-0.1829,4.7564,9.7928,-0.1096,0.4643,-1.3471,-0.3375,-0.9693,
-0.2236,1.1208,0.9563,3.0225,2.8366,0.5736,0.5393,0.4565,
-0.9835,3.5658,-0.1240,-1.1109,-0.0098,-0.6092,-0.0829,-0.5347,
0.6547,5.8850,3.0204,1.4341,1.9837,0.5606,1.1465,0.4919,
0.9738,-1.8728,0.6285,0.8866,0.1018,-0.3034,0.3487,0.1468,
-0.6304,-5.9153,-4.3827,-1.6968,-0.4164,1.0040,-1.2637,1.3973,
1.2053,-2.6730,0.0117,0.0988,0.1973,-1.2054,1.0590,0.0972,
2.2556,3.2065,2.3939,0.7075,-0.0859,-0.1603,-0.0665,-0.4276,
0.3975,0.2271,1.4327,3.3847,2.1855,0.1247,1.0050,0.5424,
-0.0147,0.0250,0.7549,-1.5784,-0.3711,-3.1390,-0.5331,-0.9764,
1.1971,-1.9838,1.8075,3.4450,3.1059,-0.1591,0.5035,0.1402,
8.3048,0.3563,-0.0060,-0.8009,-0.2898,-0.5356,-0.4328,-0.5570,
-3.0679,0.5178,-0.2708,0.2191,-0.1248,-0.0233,-0.0746,-0.0667,
-0.4471,8.1609,4.5382,-1.6568,-0.2007,-0.6097,-0.6111,-1.5206,
1.1059,-3.5749,-0.4754,-0.7444,-0.7740,-3.3333,0.0122,-0.6940,
-0.1880,0.9120,3.4596,5.0479,4.4185,0.1586,3.8221,2.4138,
-0.5168,-1.1949,-2.6592,-0.0236,-0.0233,0.7263,2.1083,0.6306,
6.0893,0.6982,2.4834,0.4082,0.3629,-0.4293,-0.1855,0.1356,
-8.6906,-0.1407,-6.5979,-1.2276,0.2002,1.4242,1.9937,0.3047,
0.9811,9.5035,6.1972,-0.2632,0.0106,-2.3258,-0.9308,-1.5191,
-0.2485,-0.0110,-0.4259,-0.4504,-0.0525,4.1862,-0.2130,-0.0096,
-0.3841,3.5714,-0.6346,-1.1839,-0.8709,0.3947,-0.0946,-0.5084,
-5.5584,0.0392,-0.9885,-1.0167,-0.6905,1.4292,-0.0106,-0.1253,
-0.2019,2.3896,0.5821,-0.0052,-1.6488,-1.7153,0.0209,-0.1509,
2.6252,4.1006,0.5918,0.2861,-0.4351,-1.6284,-1.5402,-2.3486,
-1.8101,0.6764,0.2171,-1.1992,-1.8925,-3.4058,-1.3315,-3.2543,
2.5974,0.7606,4.8009,-0.0598,0.9612,0.1330,-0.2419,-0.0079,
0.2578,3.6938,1.7088,0.3241,-0.1654,0.0930,-0.4647,-0.2105,
0.0460,-0.1616,-0.0522,1.1675,0.1433,0.4390,0.2662,0.1689,
-1.1626,-0.1973,-0.3087,-1.5617,-0.6917,-0.9699,-0.4320,-0.3366,
0.1090,0.1306,1.8017,5.4556,5.3521,0.0620,1.8040,0.6019,
0.7990,1.0136,2.1140,-0.1453,0.0809,-0.8460,-0.2497,-0.1098,
1.5515,-0.8283,0.0607,2.4247,1.4620,-0.0150,0.3587,0.8120,
-0.0653,4.1938,1.3215,-0.3530,0.4077,0.1604,-0.0029,-0.1898,
1.9266,-1.4719,-2.5642,1.2358,-0.4740,-0.0902,0.3329,2.2772,
-0.9536,3.8514,1.8769,-2.0740,2.6062,-0.2773,2.3180,-0.0071,
-0.1057,1.6055,0.3023,-0.7874,-0.7459,0.0142,0.0906,0.0719,
0.1747,-0.9884,0.5903,2.1540,1.0661,-0.1249,0.6220,0.2145,
-0.2352,-0.4615,-0.3165,0.1531,0.1099,-1.1736,0.8546,0.1986,
-0.0564,-7.5661,-3.4281,-0.7001,-0.1210,0.4954,0.5887,0.1645,
-1.2955,-7.7238,-5.0482,0.0159,-0.8247,0.9456,-0.4638,-0.0229,
0.6669,0.6694,5.1645,-2.7105,-0.5158,-1.9955,-1.5634,-2.8163,
-0.0611,0.2588,0.0410,-0.2701,0.2387,-0.4722,-0.1803,-0.4972,
-0.1328,-1.4765,-0.4913,-0.3620,-0.7038,-1.5588,0.1548,-0.2953,
0.0930,2.9762,-2.1991,-3.6549,-1.0191,0.5676,-0.1146,-0.3182,
-0.5814,-1.2270,-0.3542,0.3611,-0.0028,-0.5390,0.1769,-0.0656,
-0.8449,-4.4881,-3.5517,0.8217,1.0098,0.1799,2.4844,1.7873,
8.0079,-0.4005,0.6419,-0.1495,-0.0187,0.6024,-0.3799,0.1502,
-0.2134,-8.1620,-2.8478,-0.0321,-0.4523,0.3907,0.3380,1.3079,
0.0134,0.1250,-3.6937,-0.1719,0.0823,3.8801,-0.1762,0.2587,
0.7909,1.0341,0.5474,0.5983,-0.0088,0.5304,-0.1938,-0.0236,
3.0954,-3.1773,-2.3558,-0.4507,-0.0149,-0.0051,0.6699,0.0170,
0.0588,1.8971,5.3244,0.2878,0.3774,0.0018,-0.0227,0.0536,
0.1169,-2.6728,-6.7767,-0.1276,0.0839,0.0426,2.0889,0.4337,
-1.0902,0.9871,-0.8288,-0.2445,-0.4313,-0.0772,-1.3922,-0.5285,
-0.7138,-4.8694,-3.1882,-0.5753,-2.7495,-0.0018,0.4709,0.1299,
13.7701,4.6416,7.4578,0.5683,1.4223,-0.1682,-0.3293,-0.1246,
-6.2501,-7.0054,-9.1067,-3.1099,0.0457,0.4307,3.8420,1.1890,
2.0553,0.5299,3.9838,2.4004,2.0497,0.0884,0.2675,0.2837,
0.4868,1.0761,3.2863,-0.2156,0.0137,-1.4745,-0.2201,-0.2126,
-0.1988,-0.5406,-0.2637,-2.8882,-2.2322,-2.7868,-1.1976,-1.9327,
-0.2578,-0.1071,0.0455,0.8625,1.6483,-1.5260,1.1989,0.2764,
1.8882,1.3427,1.5970,-0.5772,-0.1390,-0.5162,-0.8562,-0.2034,
0.6436,-2.3211,-2.4274,-0.4906,-0.8137,0.4660,-0.7651,0.1102,
1.7513,0.7754,3.1586,0.5109,3.9144,-0.5676,-0.0423,-0.1034,
0.7681,6.6554,7.0295,0.2513,0.4666,-0.7570,-1.8417,-0.3532,
0.8677,-0.0143,-0.0709,0.3333,0.6339,1.2965,0.0771,-0.0723,
0.3887,0.4165,0.0019,2.3515,1.0498,1.1788,1.5888,1.5837,
-0.2918,0.1830,0.2046,-1.6977,0.0477,-2.1262,0.0296,-1.1503,
-0.3611,3.9872,0.4156,-1.0272,-0.5050,-2.5265,-0.3902,-0.7387,
0.5393,8.8792,8.0694,1.6876,5.8874,0.0641,0.0334,-0.0413,
0.3514,1.2651,-1.0790,0.0004,-0.2709,0.3822,-0.8160,-0.1453,
-0.8983,2.7781,2.9955,-1.2358,-1.2631,-1.2700,-0.5962,-1.4906,
16.7896,0.1600,0.2064,0.3419,0.6440,0.0889,0.1484,0.5652,
-2.4629,5.7745,-0.2852,-2.8333,-0.5642,0.4778,0.2881,-0.2074,
0.2157,0.1861,2.7419,0.0043,-1.7485,-0.2696,-0.6592,-0.7620,
-5.6712,-0.3249,-3.2589,-0.8503,-0.0815,1.7299,2.3628,0.3564,
-0.3154,-0.1822,-0.3514,-1.0588,-1.7310,0.1683,-0.4696,-0.3157,
-1.3337,1.0268,-1.6601,-4.1497,-2.7377,-0.2232,-1.1332,-0.3639,
-1.5051,3.8352,1.8290,-0.4647,-0.0980,-0.4865,-0.0534,-0.4711,
-1.1730,-0.1644,0.1929,-0.1492,-0.2654,-0.3342,0.3456,-0.0798,
-0.0392,0.8789,-0.2457,0.1843,0.2565,0.2700,0.1274,0.0040,
5.0154,-0.4841,0.4741,0.0582,0.3092,0.1879,0.1795,0.8810,
-2.1151,-5.6483,-5.0571,0.7894,0.5495,0.1796,2.0083,0.7861,
