LFQ.intensity.1.Plasma.1,LFQ.intensity.2.Plasma.1,LFQ.intensity.3.Plasma.1,LFQ.intensity.4.WB.1,LFQ.intensity.5.WB.1,LFQ.intensity.6.WB.1
20.646,22.748,23.709,29.777,29.749,30.126
23.397,21.580,23.891,29.211,28.905,29.435
23.034,23.996,24.908,29.521,28.929,29.725
24.034,22.625,22.073,28.463,28.391,28.129
23.475,21.662,23.467,28.263,28.384,28.434
20.030,23.809,21.659,30.571,30.707,30.466
21.219,23.694,22.471,28.618,28.543,28.823
21.920,22.621,22.703,26.050,26.451,26.881
23.383,22.287,24.110,28.352,28.160,28.547
22.434,23.880,21.490,28.748,28.899,28.470
28.130,27.758,27.419,23.597,24.072,22.948
22.175,22.118,23.746,27.593,27.810,27.857
23.814,23.706,21.513,29.498,29.840,29.208
21.383,22.130,24.179,29.475,29.510,29.430
21.536,23.508,22.878,27.874,27.916,28.331
23.514,22.519,23.596,27.199,27.276,27.717
22.419,20.410,21.670,27.312,27.133,26.621
23.722,23.170,22.879,26.982,27.617,26.952
22.233,22.566,20.996,26.730,26.822,26.468
23.469,23.377,24.458,27.626,28.226,28.365
26.789,24.635,25.838,31.623,31.037,31.501
24.145,24.129,23.242,27.581,28.128,27.670
22.861,23.105,24.096,27.608,27.328,27.727
23.901,24.284,22.243,29.010,29.254,28.829
31.828,31.856,32.499,28.601,28.671,28.339
23.603,23.226,20.597,29.973,29.921,30.120
24.437,23.269,21.493,29.979,29.879,30.338
22.845,24.028,22.426,27.910,27.580,28.127
22.985,22.029,24.470,29.154,29.029,29.388
23.348,23.335,22.596,26.584,27.222,26.819
23.415,24.930,22.705,29.449,29.491,29.143
22.433,23.993,21.692,28.629,28.705,28.276
22.828,24.105,21.106,30.091,29.382,29.948
23.726,22.478,24.561,28.785,29.035,28.864
23.043,22.270,24.179,28.050,28.349,28.160
21.895,23.053,21.349,26.638,27.254,26.983
23.250,22.421,23.980,27.717,27.791,27.496
24.624,21.595,22.450,29.970,29.883,30.319
28.129,28.059,27.432,22.196,23.482,23.685
23.844,23.571,23.404,26.946,26.621,26.964
23.572,21.401,22.359,27.852,27.725,28.059
20.319,22.495,22.612,27.756,28.223,27.924
22.746,23.268,21.478,27.367,27.249,27.317
27.950,28.325,27.811,22.375,23.441,24.072
22.138,21.785,24.135,28.647,28.782,28.598
22.480,23.186,23.412,26.588,26.810,27.294
22.068,22.366,23.472,27.007,26.997,26.748
24.227,22.964,24.231,28.051,28.217,27.911
23.797,22.608,22.496,27.203,27.060,27.567
24.452,24.212,23.469,28.003,27.966,27.519
23.224,20.950,22.551,27.907,27.868,27.761
23.531,22.507,23.261,26.709,26.741,26.915
22.900,21.952,21.406,26.194,26.597,26.507
23.273,22.604,21.510,27.338,26.955,27.347
23.561,24.936,21.333,31.312,30.988,31.561
20.875,22.880,22.022,27.154,27.423,26.777
22.209,23.366,21.368,27.779,28.082,27.158
23.466,22.978,21.470,27.953,28.002,27.591
23.804,23.610,22.623,27.187,27.329,27.244
22.464,22.019,20.743,26.396,26.850,26.332
23.336,23.764,22.855,26.704,27.029,27.397
23.375,22.432,20.821,28.226,28.404,28.018
23.196,22.271,22.634,26.541,26.064,26.304
21.473,21.722,23.973,28.549,28.827,28.614
27.525,27.442,27.297,24.488,24.010,23.706
21.890,24.084,25.374,31.539,31.240,31.605
22.297,22.510,22.743,26.025,25.635,26.535
22.864,21.518,22.442,26.244,26.670,26.274
23.019,22.907,22.634,25.777,26.189,25.984
24.940,21.501,21.331,31.315,31.547,30.988
29.656,28.279,29.584,25.064,24.796,24.471
23.673,24.907,23.455,28.137,28.693,28.401
23.717,22.736,22.639,26.935,26.711,27.377
27.556,27.190,27.234,23.649,23.313,24.279
34.912,35.041,34.983,32.045,31.292,31.771
22.289,22.567,21.827,25.371,25.639,25.566
20.940,22.805,20.695,26.947,27.278,26.757
24.428,23.846,23.647,27.360,27.242,27.270
23.996,24.238,21.523,29.844,29.864,29.862
21.502,21.981,21.007,25.700,25.149,24.973
21.731,23.977,22.673,28.091,28.005,28.341
22.819,21.019,21.750,26.732,26.279,26.633
24.187,22.003,22.667,28.249,28.251,28.194
28.665,27.298,27.581,23.577,23.959,23.400
22.990,22.217,24.608,28.901,28.861,28.880
21.710,22.969,24.305,28.872,28.908,28.804
31.537,30.897,30.270,34.952,34.681,34.646
22.189,23.797,21.511,28.062,27.958,27.839
22.883,25.066,22.462,29.531,29.815,29.752
21.926,22.896,23.556,27.221,27.378,26.941
33.130,32.903,32.852,30.074,29.817,30.077
21.204,22.619,20.317,26.782,26.620,27.112
22.518,21.458,23.403,27.309,27.100,27.324
22.153,22.907,23.867,27.407,27.288,27.764
23.989,22.968,22.879,27.007,26.929,27.286
21.553,22.286,22.498,25.761,25.564,25.472
23.527,22.806,22.140,26.670,26.954,26.746
22.533,24.617,24.615,29.449,29.515,29.302
21.781,23.597,20.566,28.651,28.674,28.424
22.025,22.648,23.108,25.989,26.311,26.464
23.733,22.696,23.689,27.360,26.861,27.212
23.167,24.039,22.592,27.581,27.782,27.108
26.120,22.997,24.031,31.197,31.095,31.283
25.969,26.258,22.982,32.660,32.545,33.363
23.443,23.901,24.598,27.660,27.819,27.495
23.514,23.866,21.483,28.703,28.603,28.816
30.138,29.695,30.773,26.706,25.959,26.468
24.363,23.895,22.578,28.160,28.101,28.368
36.622,36.563,36.717,33.792,33.853,33.652
21.957,24.103,22.083,28.496,27.930,28.586
23.363,21.476,21.035,27.600,27.928,27.351
24.213,22.367,22.099,28.243,28.088,28.188
23.500,20.831,22.433,28.228,28.439,27.979
22.464,23.599,22.486,26.496,26.686,26.775
20.626,23.881,22.906,29.412,29.418,29.697
24.181,22.360,23.437,27.782,27.771,28.115
25.158,22.294,23.611,29.861,30.043,29.773
23.179,23.161,23.848,26.646,26.514,27.008
23.062,22.314,22.731,26.026,25.713,26.106
24.834,22.413,21.334,30.283,30.113,30.516
23.340,22.681,19.758,30.155,29.667,29.621
22.187,22.355,24.379,29.370,28.344,28.555
24.601,23.362,23.683,27.607,27.517,27.614
25.250,24.592,22.080,30.949,30.757,31.037
22.501,24.314,23.820,28.183,27.862,28.327
24.020,23.254,22.504,27.073,27.512,27.386
24.046,23.487,22.952,26.814,27.108,27.039
22.190,23.879,24.003,28.041,28.351,27.994
35.703,35.627,35.544,32.788,32.784,32.941
23.578,23.170,20.792,28.841,29.093,28.661
22.962,22.523,24.349,28.108,27.759,27.728
20.510,23.875,22.577,29.338,29.487,29.077
22.949,22.381,22.473,25.873,25.425,25.917
23.887,22.099,24.657,29.151,29.106,29.773
20.780,23.824,21.094,28.782,29.341,28.570
21.789,22.218,23.926,27.828,27.800,27.524
27.051,23.033,23.601,33.233,33.039,33.181
23.784,22.150,20.551,28.727,28.832,28.811
20.820,22.964,23.080,27.563,27.929,28.268
22.376,20.726,23.618,28.293,28.327,28.283
21.884,23.550,21.969,26.810,27.211,26.887
21.346,22.429,23.626,27.461,27.434,27.826
27.980,27.748,28.058,31.728,30.841,32.024
24.446,21.856,20.104,30.709,31.051,30.530
24.373,22.130,23.067,28.343,28.008,28.324
23.551,22.419,24.943,29.154,28.986,29.056
23.094,23.654,22.086,27.026,26.806,27.274
22.659,20.463,22.629,27.323,27.417,27.213
22.716,25.078,24.404,29.313,29.189,29.739
21.612,24.596,24.101,29.923,29.812,30.138
22.580,23.197,21.106,27.197,27.123,26.974
23.054,23.749,22.107,27.330,26.822,27.317
22.075,24.256,23.256,28.227,28.118,27.834
22.591,23.265,23.441,26.257,26.143,26.470
22.014,24.392,23.076,28.274,28.143,28.475
23.031,22.256,23.154,26.053,26.079,25.942
20.471,23.051,21.871,27.112,27.178,27.398
23.089,24.047,24.351,27.510,27.358,27.393
21.704,22.569,23.414,26.592,26.614,26.840
23.935,24.209,21.602,29.224,29.319,28.911
31.853,31.208,31.219,26.185,27.305,27.870
30.864,30.776,30.996,28.088,26.934,27.363
23.356,21.515,24.033,28.434,28.480,28.281
29.663,29.780,29.135,24.724,24.716,26.230
23.225,22.809,21.561,26.603,27.019,26.571
21.865,23.285,24.043,27.991,27.662,28.223
21.470,21.307,23.398,27.002,26.909,27.244
24.577,22.975,21.376,29.364,29.159,29.573
23.718,20.997,21.509,28.356,27.722,27.979
27.542,27.212,27.428,24.365,24.737,24.714
22.663,22.209,23.313,26.193,25.938,26.014
26.817,26.864,26.606,24.172,23.994,24.093
21.032,21.721,21.709,24.384,24.529,24.443
21.177,22.459,21.389,25.460,25.776,25.094
23.610,23.222,22.862,26.731,26.427,27.662
23.747,22.640,22.241,26.538,26.785,26.780
22.468,20.506,22.454,26.407,26.676,26.972
23.953,23.428,22.676,26.859,27.248,26.704
25.003,23.087,21.738,29.626,29.516,29.858
31.029,30.547,30.861,28.101,27.957,27.457
24.059,22.206,23.023,27.384,27.183,27.306
23.666,22.556,22.763,26.283,26.537,26.235
22.347,22.375,21.043,26.272,27.352,28.551
23.252,24.210,22.627,27.545,26.981,27.383
25.057,21.712,23.479,29.851,29.778,29.889
22.589,24.133,24.384,28.206,28.206,27.764
20.386,22.875,22.584,27.623,27.429,27.184
21.651,22.744,22.654,25.971,25.490,26.000
22.112,22.961,22.810,25.686,26.011,25.544
28.735,27.958,28.249,23.670,24.624,25.093
21.145,23.653,22.050,27.447,27.877,27.251
35.097,34.616,34.290,31.589,31.265,31.859
23.237,23.109,21.229,27.199,27.100,27.420
21.298,21.778,22.823,26.071,26.194,25.490
21.404,24.447,21.594,29.164,28.813,28.937
23.586,22.838,21.266,27.771,27.853,27.140
27.155,26.535,27.610,23.472,23.843,24.047
23.773,22.863,23.173,26.663,26.285,26.215
25.693,25.058,24.768,28.065,28.291,28.404
24.825,23.270,23.307,27.732,27.938,27.751
24.077,23.278,22.477,27.356,27.093,28.222
27.518,27.517,27.167,24.696,24.856,24.366
21.910,23.404,22.979,26.596,26.263,26.727
23.864,24.897,24.412,27.442,27.723,27.436
23.448,24.825,23.063,27.767,28.133,27.836
23.055,24.318,23.014,27.057,27.143,26.992
24.444,23.489,24.372,27.220,27.255,27.172
24.686,21.817,23.466,28.858,28.770,29.164
21.810,22.661,21.921,25.229,24.963,25.332
21.910,24.250,22.083,27.868,27.850,27.954
20.934,22.416,23.754,27.925,27.649,28.057
29.585,29.244,29.331,24.871,23.284,25.600
23.675,21.340,21.272,27.480,27.546,27.250
23.540,23.229,21.161,27.796,27.917,27.559
21.863,20.274,22.867,26.701,26.751,26.858
22.833,23.062,24.579,27.484,27.506,27.901
24.225,23.638,21.836,28.199,28.230,27.993
23.598,22.616,21.276,27.021,27.258,27.233
24.296,21.828,21.096,28.539,28.485,28.800
32.882,33.119,32.953,30.588,30.494,30.321
25.255,20.992,22.225,30.617,30.513,30.565
22.021,23.115,22.848,25.684,25.844,26.327
23.990,21.148,22.638,28.119,28.090,27.726
22.046,21.979,23.416,26.106,26.037,26.545
22.727,22.393,25.592,30.023,30.133,29.715
29.755,29.789,29.867,32.424,32.127,32.683
23.827,22.076,23.542,27.311,26.986,27.145
21.604,24.560,23.047,28.538,28.503,28.620
22.399,24.642,21.683,28.626,28.465,28.687
24.826,22.946,23.614,27.621,27.839,28.002
23.296,24.185,22.963,26.599,26.754,26.702
21.762,22.521,23.061,25.794,25.655,25.641
26.969,26.782,26.621,29.854,29.453,30.653
23.257,23.070,23.218,25.520,25.732,25.669
23.415,24.624,23.148,27.688,27.081,27.472
22.576,25.075,22.571,28.676,28.665,29.059
22.007,24.292,21.609,28.044,28.201,27.823
20.795,23.821,21.635,28.051,27.603,27.771
23.398,23.350,22.578,25.804,26.076,26.129
22.420,23.318,21.927,26.716,25.766,26.986
28.720,28.116,27.307,24.694,23.197,23.811
22.960,21.347,23.695,27.110,27.339,27.483
21.852,21.753,23.403,26.217,26.466,26.066
23.829,23.608,21.741,27.523,27.414,27.638
22.694,23.635,23.139,25.968,25.936,26.201
22.554,19.707,23.294,28.650,28.691,28.255
34.113,34.678,34.348,31.822,30.886,31.469
23.799,21.034,22.903,27.676,27.895,27.747
28.610,28.997,28.817,25.800,26.435,25.542
23.962,22.537,22.135,27.119,26.574,27.157
27.178,27.019,26.746,24.532,24.280,23.767
21.777,22.697,20.970,25.373,25.573,25.627
22.858,21.690,19.867,27.270,26.605,27.329
21.563,23.327,23.426,26.989,26.774,27.519
23.086,23.878,22.186,26.744,26.712,26.572
24.303,22.585,24.410,27.838,27.703,28.108
21.239,24.679,22.087,28.998,28.810,28.974
31.266,30.947,31.582,28.308,28.630,27.593
24.471,22.193,24.570,28.687,28.964,28.547
29.194,29.089,28.961,24.026,25.965,25.343
20.489,22.276,23.632,27.718,27.653,27.785
26.880,27.410,27.145,23.982,24.714,23.686
24.024,24.386,21.320,29.090,29.050,29.222
22.491,22.371,24.289,27.281,27.072,27.432
22.230,23.975,22.853,26.682,26.647,26.788
27.590,27.695,27.152,23.584,24.860,24.264
23.802,22.620,23.222,26.286,26.613,26.105
22.502,25.001,21.472,29.148,29.261,29.395
21.501,22.330,23.690,26.884,26.740,26.665
21.055,22.490,23.786,27.424,27.210,27.789
22.491,23.165,21.907,25.481,25.859,25.620
20.708,23.752,21.060,27.755,27.868,27.429
23.873,21.529,23.032,27.376,27.350,27.112
23.083,22.536,21.201,26.046,26.164,26.197
22.192,20.942,23.619,27.015,27.052,27.244
22.941,23.146,21.778,25.868,26.258,25.841
23.375,21.164,23.499,27.381,27.317,27.771
21.673,23.961,22.550,26.942,27.103,27.073
24.855,21.921,23.789,28.732,28.994,28.594
21.544,23.059,23.533,26.619,26.910,26.668
22.719,21.725,24.706,28.194,28.495,28.343
22.225,22.682,23.893,26.520,26.323,26.727
22.284,24.314,23.101,27.193,27.338,27.029
23.492,23.540,21.077,27.860,27.958,27.415
26.990,22.405,24.081,32.186,32.353,31.863
36.014,35.816,35.577,33.482,33.302,33.437
24.453,23.140,22.515,27.077,27.514,27.212
24.034,21.236,22.798,27.598,27.536,27.770
23.267,21.347,23.634,27.086,27.156,27.596
26.872,24.212,24.378,33.599,31.257,31.014
24.146,22.419,22.611,26.677,26.724,27.158
31.590,31.921,31.287,28.761,29.289,28.970
36.057,36.329,35.743,33.732,33.467,33.530
23.642,22.847,22.343,25.967,26.076,25.886
22.770,23.730,24.203,26.607,26.940,26.788
22.131,21.623,23.197,25.827,25.926,25.456
23.220,22.866,22.029,25.557,25.734,25.632
24.629,22.707,21.142,28.551,28.691,28.699
23.387,22.920,20.489,27.489,27.412,27.971
27.696,28.041,27.293,22.054,23.697,24.273
29.456,29.659,29.596,27.270,26.320,27.001
23.608,23.430,22.242,26.372,26.327,26.165
23.270,23.322,19.859,28.538,28.721,28.578
26.412,21.347,23.185,33.372,33.541,31.190
23.693,22.089,21.814,26.295,26.739,26.234
26.354,26.845,27.038,23.502,24.229,24.210
21.564,23.015,21.293,25.395,25.810,25.554
24.513,21.795,24.029,28.423,28.609,28.172
30.904,30.297,30.477,27.932,28.317,27.991
32.484,32.236,32.575,30.217,29.813,30.180
27.491,25.687,25.988,29.799,30.344,30.648
23.507,22.036,22.134,25.961,25.881,25.801
20.666,21.070,23.246,26.456,26.501,26.252
23.119,24.905,23.321,27.413,27.974,27.384
29.315,29.748,29.591,27.337,27.258,26.985
27.914,27.425,27.275,25.103,23.770,23.861
22.463,22.518,24.407,27.073,27.312,27.023
22.456,24.071,20.483,28.188,28.115,28.160
34.127,33.189,34.243,31.219,30.844,30.959
21.526,22.520,24.333,27.568,27.556,27.600
23.219,22.946,23.068,25.477,25.338,26.177
26.813,26.520,26.072,24.090,24.046,23.889
23.941,24.479,21.404,28.589,28.794,28.516
20.945,24.377,22.552,28.018,28.300,28.236
21.749,24.121,22.025,27.018,27.151,26.981
22.560,21.896,24.117,26.908,26.695,27.145
22.523,24.514,21.584,27.856,27.621,28.016
23.338,24.197,22.710,26.589,26.358,26.651
23.371,23.221,24.520,26.711,26.635,26.833
30.942,31.334,31.006,28.930,28.462,28.834
27.585,28.122,27.826,24.564,25.309,23.670
22.867,21.708,23.621,26.444,26.154,27.096
24.059,24.986,23.182,27.515,28.032,27.370
28.742,28.977,28.610,21.674,25.089,22.937
37.764,38.007,37.886,35.873,35.385,35.223
22.772,24.690,23.061,27.094,27.212,27.512
22.205,19.961,22.124,25.633,25.994,25.669
21.968,22.754,23.286,25.975,25.375,25.705
23.801,22.266,21.393,26.833,26.503,26.676
27.277,27.611,27.902,24.122,23.526,25.144
31.337,31.524,31.346,29.302,29.278,29.109
25.529,25.361,23.345,30.005,28.556,29.896
21.787,24.600,22.756,27.837,27.562,27.772
22.899,23.696,21.593,27.165,27.755,26.259
30.054,28.797,29.429,26.409,24.399,25.362
24.055,20.401,23.217,28.464,28.350,28.735
22.379,21.814,24.665,27.742,27.823,27.868
30.490,30.210,30.450,28.339,28.159,27.877
21.669,23.744,23.706,27.000,27.084,27.136
22.633,23.105,22.174,25.423,25.007,25.189
23.639,22.946,25.090,27.734,27.880,27.542
24.009,25.486,19.094,32.720,32.835,32.644
21.118,23.834,24.767,29.040,29.083,29.094
22.954,22.728,23.805,25.965,25.683,26.421
23.047,23.792,23.169,26.062,25.571,25.841
21.935,22.270,22.435,24.535,26.124,25.742
21.759,23.069,24.690,28.274,28.246,27.543
23.760,21.872,21.781,26.369,26.120,26.452
23.900,23.407,24.136,26.111,26.239,26.132
28.817,28.899,27.905,23.055,25.412,24.377
23.229,23.944,22.103,26.550,26.281,26.686
23.180,23.519,19.954,28.334,28.059,28.228
22.008,24.377,20.756,28.156,27.780,28.222
20.873,21.544,23.763,26.881,26.822,26.808
21.808,21.888,23.804,26.458,26.242,26.265
22.916,21.780,20.350,25.880,26.217,25.699
21.382,21.295,24.057,27.312,26.898,27.371
21.582,24.545,24.087,28.380,28.372,28.339
22.806,22.003,24.555,27.361,27.833,27.172
25.017,22.835,23.411,27.387,27.558,27.897
23.362,24.402,23.137,26.656,26.461,26.302
25.135,21.426,21.229,29.091,28.997,29.262
29.269,28.970,29.426,26.778,27.078,26.089
20.569,23.620,20.753,26.743,26.865,26.985
20.987,24.241,23.416,28.071,28.021,28.012
23.576,20.985,23.462,27.254,27.236,27.230
28.842,28.103,28.533,25.579,24.483,23.135
21.783,23.935,22.007,27.195,26.164,26.723
26.711,27.150,27.020,24.156,25.014,24.301
23.141,24.364,23.841,26.530,26.254,26.759
24.878,21.479,22.729,28.002,28.500,28.243
26.640,23.732,22.712,30.371,30.191,30.483
22.738,24.915,23.915,27.680,27.283,27.591
27.885,27.848,27.471,25.189,23.232,24.448
23.548,21.373,22.918,26.243,26.160,26.619
22.576,21.130,22.771,27.080,25.226,27.014
22.447,21.948,22.529,25.545,25.577,24.385
22.922,22.640,22.105,25.970,24.769,26.145
22.944,22.356,22.989,25.016,24.878,25.089
21.949,23.406,23.651,26.366,25.986,26.472
22.248,25.114,21.735,28.365,28.274,28.503
24.859,22.740,22.948,27.181,27.217,27.430
22.709,23.771,21.883,26.098,25.922,26.111
23.666,22.369,23.790,26.058,26.279,26.288
22.019,24.789,23.148,27.682,27.407,27.748
22.386,22.546,21.010,25.173,25.707,24.820
21.675,22.131,22.680,24.913,25.464,24.425
21.580,25.008,22.989,28.089,28.375,28.257
37.599,37.904,37.488,35.676,35.395,35.661
21.647,23.467,23.417,26.377,26.300,26.104
24.261,21.716,23.577,27.475,26.939,27.451
23.854,22.560,20.884,26.662,26.928,27.116
22.984,23.041,22.448,24.938,24.914,25.046
21.378,23.848,20.506,26.793,27.122,26.917
27.001,25.997,27.300,23.077,22.999,24.313
23.969,24.561,23.671,26.400,26.219,26.530
23.453,24.492,21.485,27.484,27.639,27.825
23.641,22.942,22.142,25.525,25.735,25.934
21.935,22.990,22.968,25.313,24.934,25.474
24.501,20.967,24.526,29.091,29.283,28.928
25.021,22.700,23.672,27.462,27.431,27.387
21.778,22.641,24.601,27.429,27.219,27.227
20.500,23.263,24.240,27.896,28.363,28.221
21.735,23.903,22.965,26.247,26.221,26.907
29.429,29.508,29.575,27.246,27.746,26.982
28.062,26.072,27.224,23.078,22.560,24.126
23.958,20.660,23.185,27.411,27.368,28.233
23.944,23.003,21.301,26.674,26.781,26.754
26.703,26.054,25.971,24.253,23.886,23.639
21.071,22.134,23.165,25.540,25.735,25.254
22.904,24.301,21.787,26.872,26.679,26.798
29.853,29.264,29.923,27.305,27.354,27.760
22.220,22.887,23.809,25.781,25.772,25.765
23.747,23.311,22.006,25.967,25.990,26.138
26.265,26.254,26.805,23.824,24.398,23.062
23.446,20.439,24.236,28.591,27.755,28.859
23.008,21.879,24.690,27.387,27.026,27.818
21.449,22.536,21.068,25.029,24.170,25.488
24.043,26.505,21.737,30.763,30.640,30.232
23.878,24.202,22.308,26.802,26.477,27.438
31.985,31.464,32.006,29.955,29.406,29.653
24.341,22.385,23.782,26.504,26.994,26.747
24.244,24.321,22.703,26.599,26.790,27.385
21.913,24.513,22.664,27.072,26.650,27.558
23.598,21.086,22.617,26.097,26.147,26.275
30.703,29.136,29.988,26.525,24.108,26.214
21.932,23.714,22.715,25.691,25.710,25.773
24.620,20.325,23.174,28.504,28.579,28.593
25.200,22.591,21.697,28.284,28.141,28.027
21.887,23.986,23.064,26.204,26.117,26.420
24.611,23.076,24.464,27.147,27.046,26.666
21.873,21.241,22.321,27.458,26.040,24.646
36.034,35.819,36.172,34.186,34.114,33.977
24.551,23.376,22.260,26.880,26.732,26.893
23.750,21.804,22.901,25.957,25.824,25.924
21.832,24.376,23.643,27.212,26.836,27.324
23.746,23.716,22.344,26.461,25.769,26.199
23.132,22.608,24.222,26.238,26.288,25.899
21.563,24.047,24.149,27.214,27.434,27.467
23.256,22.214,22.312,25.466,24.690,25.762
34.846,35.143,35.352,33.215,32.497,33.120
24.834,21.725,23.374,27.711,27.745,27.442
23.682,22.760,24.957,27.306,27.267,26.898
22.685,23.797,20.812,26.594,26.694,26.589
22.637,24.078,22.508,25.886,25.783,26.174
23.622,21.637,23.499,26.092,26.361,26.292
34.885,35.003,34.605,33.054,32.663,32.935
22.124,22.078,23.201,25.042,24.697,25.017
22.080,23.236,25.141,27.832,27.655,27.711
28.786,28.388,27.547,25.553,22.927,24.123
23.325,24.312,24.269,26.703,26.023,26.464
22.821,23.095,23.994,25.573,25.621,25.929
23.171,22.173,21.836,24.776,24.990,24.927
21.645,22.275,23.355,25.074,25.221,25.571
22.547,21.786,22.105,25.202,24.878,23.999
32.425,31.119,32.396,29.563,29.188,29.360
32.201,32.085,32.105,30.509,30.109,30.102
30.051,29.418,29.619,27.077,27.953,27.236
23.170,24.517,22.669,26.479,26.876,26.194
27.432,27.489,26.458,24.287,24.458,25.103
23.963,21.369,24.254,27.482,27.604,27.340
27.238,26.490,26.962,24.580,25.091,24.240
28.062,27.929,27.664,23.344,23.538,25.703
23.345,23.450,20.646,27.077,26.441,26.949
22.628,23.773,24.800,26.761,27.283,26.911
25.041,22.042,23.903,27.841,27.785,27.648
21.923,24.083,22.198,25.790,26.877,26.368
21.829,22.805,23.959,26.170,25.900,25.985
23.562,24.322,22.572,26.143,26.296,26.370
26.521,26.483,26.243,24.607,24.672,24.526
26.735,27.113,26.679,24.779,24.587,23.379
23.633,22.582,22.575,26.123,27.108,25.216
23.061,22.339,22.715,25.698,24.510,25.937
22.262,22.804,22.717,25.963,25.601,24.389
19.710,23.293,22.891,26.840,26.945,27.143
25.494,22.533,23.531,27.707,27.784,28.156
22.444,20.972,23.036,25.066,25.291,25.314
22.304,22.696,22.831,26.185,24.472,26.291
27.809,28.488,27.773,30.091,29.929,29.989
25.294,20.621,23.005,28.888,28.806,28.628
27.574,27.041,26.464,29.236,29.054,29.700
20.951,22.853,23.197,25.543,25.693,25.813
22.119,24.937,21.069,27.945,27.405,28.016
23.687,23.592,20.335,26.995,27.465,27.913
24.079,24.147,21.186,27.690,27.250,27.540
23.634,24.109,22.467,26.042,25.869,26.317
30.568,27.917,29.147,25.363,25.517,25.916
26.062,26.254,25.429,23.138,24.178,23.228
22.460,24.513,21.958,26.506,26.735,26.521
24.881,25.235,25.397,22.987,22.975,23.598
21.590,22.497,23.057,25.069,25.294,24.526
22.080,22.858,24.800,26.788,26.795,27.293
34.155,34.476,33.738,32.443,31.716,31.995
23.667,24.787,22.050,27.354,26.760,27.540
24.657,23.154,22.923,26.267,26.354,26.370
34.288,34.368,34.248,32.586,32.070,32.689
26.633,27.057,26.300,29.003,28.499,28.509
23.049,25.768,22.430,28.122,29.221,27.967
26.210,26.080,26.156,24.553,22.996,23.290
36.232,35.587,36.029,34.213,34.041,34.047
33.383,33.729,33.555,32.007,31.615,31.700
24.913,25.740,25.576,23.619,23.120,23.398
23.998,22.480,21.123,26.124,26.275,26.210
22.112,21.845,22.269,24.483,24.070,23.623
25.520,24.019,21.645,28.529,28.375,28.434
23.793,21.113,23.738,26.677,26.983,26.565
34.073,33.831,34.049,32.362,32.308,32.256
22.493,21.152,28.214,33.146,33.255,31.797
31.199,31.614,31.469,29.791,29.757,29.550
23.047,21.204,24.367,27.195,26.345,27.405
21.238,23.906,23.127,26.353,26.332,26.056
24.278,22.041,21.678,26.106,26.186,26.367
29.962,29.747,28.472,26.946,26.470,27.142
23.642,23.003,22.686,25.585,24.779,25.508
21.280,23.347,22.302,25.245,24.995,25.139
23.854,22.673,22.490,25.629,25.190,25.276
21.622,21.625,22.417,26.131,26.039,23.840
21.466,23.644,24.262,26.685,26.778,26.785
22.458,23.215,19.970,26.177,26.237,25.647
22.795,23.057,23.400,26.350,26.681,24.769
22.646,21.618,22.436,24.104,24.271,24.817
22.519,24.930,23.488,26.655,26.874,26.782
29.834,30.471,30.730,28.400,26.896,28.042
32.856,32.677,33.385,31.343,31.001,31.062
30.190,30.902,31.262,28.897,28.633,28.765
22.748,22.543,23.653,25.220,24.834,25.223
22.424,22.027,23.896,25.290,25.770,25.456
21.418,22.503,21.910,25.286,23.683,25.007
26.982,26.109,27.789,23.942,23.258,24.819
23.714,23.427,23.420,24.987,26.057,25.501
24.416,21.474,23.078,26.564,26.423,26.684
21.639,22.607,23.724,25.574,25.390,25.306
23.229,23.772,24.616,25.840,26.308,26.181
23.832,21.865,22.237,25.280,25.561,25.381
37.869,37.403,37.478,35.940,35.660,36.021
23.429,24.290,24.002,26.017,25.494,26.110
23.092,22.492,20.064,25.875,25.997,25.361
24.658,22.298,22.111,26.577,26.564,26.270
24.256,22.967,21.667,26.195,26.114,26.157
20.541,23.516,24.749,28.042,27.516,28.087
25.171,21.990,22.257,27.239,27.147,27.334
24.628,22.033,21.583,27.692,26.317,26.667
21.194,22.657,21.222,25.467,26.189,23.855
23.022,24.115,20.021,27.099,27.052,27.401
28.592,28.529,29.325,27.158,26.885,26.855
31.021,31.018,31.019,29.209,29.296,29.664
23.030,20.919,22.054,24.618,24.916,24.678
22.072,22.931,22.193,27.193,24.370,26.914
22.896,21.690,21.678,24.674,25.156,23.927
27.015,24.863,24.617,29.985,30.283,28.165
21.265,22.509,22.737,24.096,25.834,25.721
22.833,21.670,22.901,24.614,24.434,25.304
22.404,21.833,22.577,25.498,25.345,23.808
24.743,23.345,21.082,27.350,27.162,27.120
22.519,26.026,22.375,28.289,28.331,28.060
23.547,24.189,21.826,25.981,26.115,26.882
23.681,22.894,21.672,25.563,25.064,25.674
20.442,23.080,22.480,25.209,25.408,25.156
22.870,25.266,22.145,27.186,26.881,27.469
22.077,23.477,21.729,26.599,26.259,24.503
24.058,21.952,21.964,25.953,25.352,25.604
21.959,23.832,20.601,25.952,25.868,25.611
23.557,23.016,22.149,24.664,26.082,26.298
28.510,28.299,28.715,27.125,26.816,26.390
35.621,34.121,34.776,32.886,32.422,32.606
31.033,30.771,31.464,29.675,29.101,29.207
24.223,20.546,22.831,26.434,26.714,26.660
26.348,25.836,25.930,23.476,23.845,24.704
22.743,22.943,21.018,25.347,24.457,25.264
