TMT-126,TMT-127,TMT-127,TMT-128,TMT-128,TMT-129,TMT-129,TMT-130,TMT-130,TMT-131
475470.1785,238185.6768,467746.0292,454876.1321,300239.7403,409586.6933,312429.8614,260921.3478,454306.0392,342884.45
4442238.692,1150468.793,4266081.527,4783361.082,1347967.23,4430663.175,1276657.126,1279800.769,4131401.172,1224644.201
1544081.768,3684069.086,1496541.727,1616480.652,3448469.162,1461715.192,3584697.803,3955605.417,1478809.39,3743267.921
125757.2159,117762.2097,123619.9776,131462.5683,135539.9576,121217.8321,135914.6337,132553.6044,124377.7789,152924.5491
444558.5806,371108.0182,398673.2595,448514.2082,328065.8032,446188.4318,341093.4007,406747.4346,386230.8337,336367.6651
1872116.243,1972438.553,1697666.817,1769866.421,1855446.546,1621556.687,1941504.926,2158449.961,1665754.551,2060883.063
7313562.782,13148872.16,6879362.813,7502131.155,11666685.61,7094313.768,12576850.94,14870858.71,6754768.372,13780421.41
3139543.788,3127899.23,3037453.053,3119363.399,2912867.944,2782765.242,3068776.045,3412963.527,2754268.236,2952474.846
3064884.67,15838215.91,3088918.513,3072102.693,14167696.04,2973611.274,16254291.47,17440133.44,3226663.673,19519082.57
176936.4957,118431.2033,179023.1858,143845.3695,174317.0279,153602.6637,184495.7998,131009.7083,173025.5285,168238.0501
13052841.27,10850843.43,12401528.18,12994397.38,10392308.42,11842895.82,11277736.73,12099667.86,11914930.98,11832298.49
14739560.85,5506987.36,13831316.12,15408483.74,5492814.367,12651097.16,6185976.016,6254411.379,12674383.1,6114405.158
7662646.02,7998539.583,6822038.762,6826204.784,7603070.496,6669919.972,8183974.082,8249722.54,6571082.372,8623421.583
2295319.614,2171183.623,2083721.592,2267708.593,2028866.371,2165281.42,2229633.518,2544839.644,2023329.644,2301125.8
477673.3931,604005.4035,494171.7935,539466.8444,539015.7497,511025.5451,542447.5571,646732.0053,468367.3204,575373.4916
2488985.552,1508335.775,2137990.714,2394543.366,1389369.955,2185742.372,1608221.596,1769315.543,2137109.709,1662911.011
2092602.839,1631231.844,2064299.576,1932422.852,2279636.996,1864602.041,2405621.468,1755568.336,2006965.405,2568540.588
28164301.2,15127356.56,26658594.88,29359489.58,13659501.32,26992807.84,14621783.78,16182382.21,25109891.19,15181152.39
148106607.8,221890204.6,137300288,149210930.7,203450994.5,140113716.6,222551592.1,258111381.2,120322060.5,237845691.1
1395657.796,1059140.786,1361788.215,1430908.351,1105925.057,1302042.771,1143202.201,1220549.711,1366113.367,1259659.598
11462777.64,19858380.73,10884245.46,11664681.9,16146725.72,11388404.99,17381070.3,21427419.07,9929926.64,18428394.91
4332109.139,12406013.59,3790484.2,3988812.348,10786324.44,3824403.752,11270959.35,13654255.96,3312346.584,10966742.88
3589156.685,1788267.014,3297705.954,3589718.056,1701658.224,3197463.255,1828015.216,1895356.331,3132322.371,1913790.225
8369161.941,12949511.02,7936602.252,6544076.34,17564603.9,5944840.484,18111090.57,13991167.99,7500972.99,19675689.96
33598491.56,60590211.17,30041316.71,32626957.87,51260747.07,31093541.08,55618005.59,62594717.03,33180889.6,65083496.05
2136517.601,1345707.172,2056350.612,2361015.525,1264609.829,2100493.935,1370699.542,1537921.355,2008264.156,1494184.835
456824.5965,178934.0428,430555.3746,462722.8224,173819.4379,423794.3022,180910.6653,184680.3892,405399.8416,175767.3771
30355257.73,26612551.07,28390809.68,31203646.85,25245550.65,27962929.2,27554517.85,29656458.49,27536072.34,29371631.16
1157964.368,1991878.722,1131530.159,1158915.818,1825713.9,1061194.664,1929526.216,2147084.721,1074571.369,2067123.823
1720818.2,3286484.92,1660316.409,1594086.291,4079701.52,1537710.734,4341641.621,3664344.005,1682028.36,4705622.819
641305.5067,503174.5425,616882.3033,657306.4047,466572.2413,645586.5157,504864.9069,645065.0548,540676.8611,448775.9063
18391067.12,14150983.52,16714259.54,18143340.1,12691268.17,15656270.45,14515924.5,16064660.02,15860102.15,14626317.08
740330.7519,396760.372,697176.1704,776321.0104,444913.912,687050.042,466271.3603,509369.8383,715101.6627,461422.2954
1513557.651,563348.0296,1461876.642,1070331.996,981302.6499,951021.3109,1158197.322,623739.8499,1344740.947,1121000.282
4600132.977,10458994.33,3877493.779,3787314.409,8233467.409,3619189.396,8306279.762,12247324.93,3543367.026,7382644.64
681752.891,643696.9403,629721.1597,628168.2405,626527.3869,662761.1003,628411.6978,752083.9082,629039.2508,626566.3748
11726254.02,6579602.564,11086681.23,11235506.14,7423553.987,9891916.181,7845474.018,7764676.937,10822753.45,8303304.829
46855120.32,53437691.59,44003374.88,48003185.75,43672132.63,45709684.11,47433231.61,57028920.38,39578623.04,50551246.19
2256833.121,377929.7663,2088352.313,2187762.597,378825.2448,1935775.131,474873.4036,477602.6933,1792406.144,425426.9292
261202.1732,338007.6858,260239.3227,278446.4573,300610.6362,270437.1293,321213.4461,396155.2822,251824.5389,318716.2514
3952492.212,2076094.233,3789559.522,4313975.822,1978258.11,4141245.444,1994278.028,2251888.511,3652566.202,1967045.367
8814111.335,9051809.181,8259106.053,9851990.715,8215051.192,7943509.623,8377908.524,9036270.154,7791916.002,8117350.916
2184308.753,1933200.614,1959702.813,2088230.156,1865130.153,1945881.078,1906615.783,2104261.251,1918252.863,1904259.331
1099716.692,1591637.699,1035725.173,1225065.021,1273581.147,1106133.037,1350893.033,1637329.145,993627.0734,1411972.274
14590344.09,13651211.04,14090735.07,15769523.31,11399921.3,14902799.13,12277860.22,14841425.23,13220484.59,12686970.47
7314934.075,10208739.55,6888280.889,7551313.574,8646320.549,7369686.09,9698991.774,11569754.45,6755526.411,10716391.09
5229260.767,10392060.89,4909550.731,5508517.144,8566044.822,5413446.409,8965996.651,11448367.04,5013646.28,9874290.128
2861566.694,1991934.129,2760435.835,3020822.894,2006679.711,2829187.713,2139140.58,2311373.204,2650849.899,2360200.447
1038039.462,1875327.16,1037073.52,951160.9678,1681415.523,1038064.16,1453526.547,1819062.258,930732.9699,1370463.384
1000016.973,666860.9504,997769.5867,837761.1503,922755.0002,746764.8471,913315.9633,749464.9912,932457.8033,1021764.502
22402256.75,13005524.45,21270757.27,21970498.6,14062085.03,19502706.59,15181798.6,13603519.19,19751235.66,16153618.5
538951.804,1933426.236,519803.0673,526135.0838,4176019.295,554133.1697,3761534.748,2187480.884,570558.4825,3008004.198
820850.2307,571899.0297,767276.7399,848310.3804,518912.1257,734414.2572,565582.8805,616571.0776,726531.9737,589608.6374
9334294.119,670773.6688,7856646.482,8499729.395,747731.5384,7959498.775,802713.8294,760017.4469,7671246.005,820182.5334
32378784.99,43227123.92,31274409.04,32048308.11,38057800.12,28203328.21,43748570.51,47420354.82,27120636.46,44244640.81
554154.3686,1565465.873,533655.3311,494784.9727,1365068.708,480547.2305,1441731.6,1577192.156,505210.8623,1412803.987
7024700.202,5964567.795,6638143.539,7246012.705,5666131.698,6518115.578,5926052.284,6441235.041,6272285.709,6142857.523
1859147.518,3911821.07,1819262.311,1952072.198,3030691.281,1938287.309,3393757.471,4142400.458,1742867.574,3510118.178
6113214.303,3960533.345,5721837.697,4802599.133,5533825.692,4025655,6035920.272,4449637.601,5333641.377,6358279.204
2968578.614,1971833.275,2670907.554,2712702.578,2009151.165,2623018.55,1985361.647,2179258.985,2508682.112,2019877.042
260608.7834,318044.3613,258235.906,250422.7394,355476.8417,232216.4614,337529.5883,369138.4461,256106.7852,321863.3087
41402875.48,33299290.19,38983562.6,43719443.59,29934946.92,40041709.98,32257398.11,36888951.32,37596814.99,34193258.98
19161292.24,11741284.86,17373994.48,20050088.44,10722091.93,17469308.76,13045339.49,13980293.21,16901491.4,14465610.25
14880783.98,15491377.51,13091222.5,14816591.25,12791436.44,13569649.92,13875620.72,16618181.91,11972752.7,14025303.74
1308936.2,712283.6668,1473973.711,1090595.277,1921383.774,960415.6522,1683168.163,766486.8622,1318433.868,1807218.584
960939.0822,678760.5119,878965.7011,1006483.774,552350.9561,914452.8701,601947.2944,688395.6797,838033.4352,585038.3297
864697.7367,662946.7119,746100.8168,593151.1258,1206435.176,472035.3893,1245738.864,696004.5025,736633.1785,1320994.36
14014181.85,8441695.538,12985402.9,10813074.79,11786245.2,9174457.724,12766790.1,9352942.858,12950839.24,13521784.83
460279.9509,295605.9605,542132.3441,548600.328,629063.3579,519599.8642,440816.0238,454734.7174,513765.7236,456074.6028
14237756.04,30282136.19,13418648.92,13976747.2,25643214.83,12990115.68,27839376,33271003.14,12905757.87,27475653.66
22723811.79,37485330.72,20837846.75,22604855.39,34081846.93,20052663.84,39212015.9,41201733.73,20027589.01,41935994.39
1159276.052,1972170.059,1114266.573,1259456.22,1723063.466,1216096.622,1770589.486,2052743.417,1089533.741,1818093.702
443092.1675,353592.4882,413780.443,450783.1925,312435.5801,456015.471,313469.6222,377726.9479,406455.7183,319313.2965
6121290.933,20088404.62,5628522.568,5712899.328,16461306.14,5483023.129,17890000.88,21191185.34,5230489.919,19239607.35
7110646.731,6109100.7,6701269.763,6878335.838,6116551.39,6437220.934,6368591.12,6549570.515,6439659.476,6654511.422
712345.1775,900797.9685,669803.48,768203.3461,815842.0213,700285.2443,842970.0155,1020839.658,669251.3853,806235.3368
9912822.418,5869092.007,9462096.521,11096451.52,5626357.619,9380666.098,6185764.147,6311761.405,8993856.732,6509391.269
4667790.273,5155336.485,4371124.254,4494869.531,5494135.944,4063967.384,5922455.017,5931287.705,4236632.551,6480645.744
2156260.121,1627788.171,2009910.34,2187283.961,1593795.524,1967208.889,1593758.005,1750487.126,1926240.001,1700601.967
34205431.87,33148572.2,31689400.56,34301538.55,28954396.68,30649417.34,31860114.57,36399407.93,27626340.98,33291337.8
4419542.688,3618305.504,4385604.772,4915801.44,3181829.202,4727609.754,3270416.463,4051506.812,4217340.877,3404714.751
7914391.732,6508180.275,7501185.516,8293915.467,5930647.885,8135412.87,6280882.15,7247889.18,7409266.351,6641858.891
11673445.84,8504829.628,11425460.07,13180937.06,7159105.451,12286527.38,7474634.51,9426338.735,10978901.9,7905592.711
441115.2514,518773.5425,370382.4468,317878.5734,932725.7897,272639.3679,1059195.006,615406.4101,391283.6135,1043844.535
1057076.359,638266.5849,991213.7677,1061353.75,662576.9422,879432.5821,760689.0153,707206.3773,916636.4099,834473.5152
1510468.036,1576910.635,1464524.683,1659449.975,1538160.542,1510773.885,1624603.758,1783270.108,1445477.461,1776220.132
4713999.931,3302845.793,4259965.589,3984542.117,5001932.982,3568459.6,5143776.813,3681811.374,4185570.291,5669457.826
12948632.98,13049730.2,12578800.41,13770848.73,11942586.42,12253200.58,13001606.67,14908369.13,11830555.29,13630562.25
1744073.254,2178700.416,1698303.13,1914814.641,2096552.103,1750379.297,2147057.971,2460423.379,1708719.83,2202391.372
9780742.139,9207386.34,9261368.072,10116727.91,8054043.654,9288738.515,8525872.276,9588120.275,8703252.89,8959574.792
6628819.701,5194048.895,6305864.648,6458775.637,6224067.258,6235879.906,5626653.806,5709166.746,6002270.258,5734669.338
6112874.631,5065495.558,5964777.86,6473019.022,4885927.885,6032123.945,5057620.417,5584636.908,5742264.723,5377841.2
5124766.63,2548556.932,4529273.876,3949891.765,3169334.623,3135077.913,3671694.329,1884854.826,4848914.678,4282020.633
131043.6753,191027.0825,119447.7791,116347.1446,195637.8681,112386.1095,197315.5354,209847.0608,113240.59,173391.1892
1333950.609,2385517.955,1306439.441,1406086.902,2051091.449,1274248.665,2305816.768,2654832.281,1214214.564,2195171.057
3087851.191,2936231.433,2842193.055,3089889.5,2780838.845,2780384.936,2915525.194,3208259.324,2750483.815,3150598.224
147867.82,41756.74771,118197.8673,50342.3514,195974.1368,47324.08563,156561.1375,65359.1171,120829.8448,99947.5928
1584160.568,4003788.558,1519910.088,1468071.618,4822259.53,1309276.041,5570033.489,4491272.958,1582465.339,6173522.255
20518869.24,20925294.65,19337104.54,20177089.01,22921959.52,16873728.68,25747613.04,23923177.29,17598676.83,27369316.31
2834151.441,2922924.311,2733775.704,2965267.914,3099663.945,2682424.375,3342487.188,3429207.215,2602433.655,3307021.241
999117.6189,1140566.11,990064.6413,973399.5738,1436388.909,835219.7195,1465032.714,1302913.763,937600.417,1674400.228
45587525.3,46809447.58,41748260.6,47537099.84,37385560.69,42689871.48,40128516.78,47556149.51,38649084.52,42157922.59
2601494.649,2803191.137,2626284.538,1652286.335,5356608.937,1631791.81,6042950.539,3266001.773,2731040.175,6252606.759
8019734.201,4371954.846,7843604.419,9019024.408,3898207.517,8368504.163,3996080.755,4784158.409,7492638.851,4072625.459
631389.3562,281049.7262,610821.6568,577012.7134,408954.9764,550663.5796,420231.564,306987.3126,603752.0777,417134.6993
3314146.42,1113781.665,3073920.784,3274221.496,1104354.269,2813210.724,1378754.651,1205653.788,2824432.596,1289277.066
23316029.27,29811825.26,22607552.31,25245517.79,26986738.33,20528650.55,33736692.04,34634078.46,21072810.78,34085135.1
3018918.313,2261246.773,2884192.774,2508951.108,3009169.8,2205275.274,3225376.795,2596816.274,2815146.953,3580213.029
22070269.05,17990555.26,20443249.7,24090857.09,15335629,21959457.27,15998187.83,19643760.72,19865439.72,17324378.86
178191.3398,557107.4489,166965.7108,148458.4949,836393.7358,152278.5274,1069319.955,645576.9684,188167.5121,887084.3927
18217940.3,16474967.42,16218758.65,17678882.05,13780668.49,16471293.61,14392815.24,17834601.59,15225247.22,14394077.43
794139.965,1349555.263,792166.2637,773520.0222,1487374.104,756184.558,1502867.438,1638609.912,781072.2533,1616828.651
