C1_liver,C2_liver,C3_liver,C_liver_average,V1_liver,V2_liver,V3_liver
1.42454505,1.062371135,1.178375244,1.22176381,0.707675874,0.799451947,0.727855206
14.94401073,17.87926865,10.83807755,14.55378564,10.04345417,8.073048592,6.874624729
1409.983887,932.4684448,1026.060547,1122.837626,446.1620483,61.41918945,336.3983459
0.557635605,0.768092275,1.664834976,0.996854285,11.43686485,8.061351776,6.540392876
1.972057462,1.462435722,1.421901345,1.618798176,0.91650939,0.954904675,1.085731506
0.66895473,1.198724151,0.493698806,0.787125895,0.107023977,0.173862264,0.177731588
32.24892044,24.92841911,25.63884163,27.60539373,12.31237698,12.59795189,6.950689316
2.837094784,3.806417942,3.761640072,3.468384266,1.415850401,2.138310194,0.096904255
1.70556426,1.011198521,1.82228291,1.51301523,0.555476427,0.477485746,0.745503664
0.352019429,0.041984998,0.28702575,0.227010059,0.477079272,0.675210118,0.660821378
0.304011106,0.188686803,0.251015127,0.247904345,0.628673196,0.823144138,0.688324332
1.386271477,1.628818631,1.302227736,1.439105948,2.491861343,2.281399012,2.391524315
0.511769772,0.413502723,0.343884706,0.4230524,1.000676751,1.4289819,1.267498493
25.11457825,15.90546417,20.72225189,20.58076477,26.04025269,34.81311798,37.14928055
2.837684155,3.227428436,1.518739104,2.527950565,4.10721302,4.840019226,4.463804245
0.700710714,0.561968029,0.630449831,0.631042858,0.780267119,0.921120763,0.830035985
3.481712341,5.072118282,3.297687054,3.950505892,1.866429329,2.433743954,0.723433793
0.804957509,0.815394819,0.927939177,0.849430501,0.453855753,0.352976561,0.317745805
30.81712914,31.5246067,32.25461197,31.53211594,20.50899315,15.84802151,23.39291
2.284867525,3.049291372,2.023987532,2.452715476,0.954621613,1.207532048,1.366456866
0.118051663,0.069874018,0.100427762,0.096117814,0.262593061,0.275627792,0.323579907
0.836401463,0.927809954,1.098417282,0.954209566,0.552520037,0.550667465,0.590977192
1.068850756,2.483847141,2.12493825,1.892545382,8.158859253,10.46331787,7.825989246
1.641081572,0.056675933,0.914810359,0.870855955,2.669884205,1.946132898,3.517948389
0.226638928,0.260941386,0.402487576,0.296689297,0.055853665,0.077449515,0.048182715
1.118980765,0.913475871,1.042249441,1.024902026,2.088869095,2.320696354,1.810588956
2.285456657,1.373241901,2.138692379,1.932463646,0.569617093,0.717849314,0.80227071
15.23418331,21.95122719,13.70438576,16.96326542,41.74176025,39.50143051,28.33483505
7.305599213,7.961154461,6.488104343,7.251619339,16.44060707,11.05512047,13.09952164
2.875195026,1.975990415,3.132703781,2.661296407,0.97877115,0.641092062,1.497264743
9.757670403,5.979466915,4.730347633,6.822494984,1.121460438,0.910126805,1.684277654
0.990292907,0.822167635,1.407752395,1.073404312,0.468993753,0.312756687,0.400704443
0.791125,1.137446046,1.297522306,1.075364451,0.602030277,0.34509033,0.128350928
42.00034332,73.59122467,31.44154739,49.01103846,97.29297638,189.3235016,159.6747742
5.796844482,5.895970821,8.600901604,6.764572303,3.299661636,2.682895899,3.284247637
0.040456697,0.046352867,0.050442565,0.04575071,0.07529258,0.114367336,0.083059423
0.111055635,0.061666608,0.051411301,0.074711181,0.21213536,0.137986004,0.192397714
0.893395722,1.273010612,1.081866384,1.082757572,2.044915438,2.648510456,2.772706985
0.638550878,0.65241617,0.923595846,0.738187631,0.472626895,0.208039939,0.145957738
0.455919564,0.514952242,0.403540522,0.458137443,0.041105423,0.083403178,0.100386679
1.790050268,1.689093471,1.728965878,1.736036539,2.415458679,2.153447628,2.70308733
2.063789129,3.124581099,2.846796751,2.678388993,5.834016323,8.12985611,4.698740959
0.069572732,0.040295541,0.190382048,0.100083441,0.357150495,0.225232676,0.35528326
32.86600494,29.54149055,36.35286331,32.9201196,5.830810547,0.803562164,5.420413494
5.096203804,3.295981169,5.099536419,4.497240464,3.318289995,1.909475207,1.923561215
0.588074207,0.73895824,0.497778952,0.608270466,1.387640357,2.092429638,1.487447619
0.661015749,1.107487679,0.111648194,0.626717207,2.684488058,1.398740172,2.332958698
12.57930279,12.65915203,11.94926167,12.39590549,10.1364212,10.0292387,7.39845705
2.596602678,1.653043151,2.381396055,2.210347295,1.460195899,1.142303467,1.374362946
14.22742462,10.48287964,10.51528358,11.74186261,4.325200558,3.589580774,3.219387054
1.878835082,2.365591049,1.757921815,2.000782649,1.296242237,0.765400708,0.804369032
4.147338867,4.778627396,2.420190334,3.782052199,2.142546892,0.931680322,1.51922214
1.033870697,1.061618686,0.419038534,0.838175972,2.72210145,3.003525496,1.737372637
57.99964523,50.90393829,64.18018341,57.69458898,43.16651917,31.34851074,46.31295013
0.682197928,0.655032158,0.549340248,0.628856778,0.467177212,0.461245447,0.498238891
0.06777861,0.064049408,0.048740648,0.060189555,0.523882449,0.527743876,0.659135163
15.44947147,19.67210579,17.01523399,17.37893709,27.7773838,35.81894684,37.14928055
7.498353004,6.799376965,5.230824947,6.509518305,11.397686,14.3930769,9.700614929
79.10902405,67.90416718,67.0395813,71.35092417,26.37969398,16.97949791,29.72572327
0.874050975,1.17292285,0.535092652,0.860688825,1.997008085,2.639120579,1.938586593
48.00139236,45.81175232,32.52969742,42.1142807,21.4454155,13.18540955,15.58153343
15.9358654,6.468259335,13.03905773,11.81439416,3.184292078,3.111192703,4.326289177
0.237240434,0.356331199,0.05352914,0.215700258,0.526162088,0.429098934,0.616119623
12.86739349,8.929781914,12.61722183,11.47146575,3.352092743,2.474946022,4.117580891
0.089962177,0.190885887,0.095337465,0.125395176,1.518076539,1.811130881,1.174497962
14.46177959,17.1392746,20.12470818,17.24192079,6.324844837,5.656045437,10.91539383
0.077815674,0.07598412,0.104777969,0.086192588,0.339882463,0.388431281,0.521957397
2.389911652,2.083818436,1.955677748,2.143135945,2.889759779,3.171910286,3.082808971
0.094642833,0.08772786,0.042966608,0.075112433,0.177976862,0.293702692,0.158960581
2.750147343,1.836842179,2.754828691,2.447272738,0.528477311,0.6569314,0.93468976
0.094645664,0.46037516,0.353262484,0.302761103,1.352876306,1.814806819,2.316584349
0.560409069,0.597194076,0.362015069,0.506539404,0.040650394,0.07993336,0.144293308
4.334546089,3.689953566,5.153170586,4.392556747,2.134212017,0.882925928,1.718824983
0.08303529,0.060824119,0.09473101,0.07953014,0.371611774,0.434311897,0.286709398
0.92816776,0.80561173,0.09526176,0.609680417,1.43298316,3.502030134,2.401453733
5.953197956,4.904408932,5.458853245,5.438820044,12.48370457,14.22967052,8.023831367
0.775281668,0.614072502,0.509262621,0.632872264,1.117649198,0.942941666,0.873800993
1.639625549,2.073211193,1.96683228,1.893223008,1.521104217,0.87112999,1.217138767
0.323303878,0.231230408,0.45872137,0.337751885,0.067884378,0.16508998,0.072165497
11.26850414,8.081560135,15.69049931,11.68018786,5.607123375,2.190105438,6.094499111
0.157354847,0.194215477,0.120713376,0.1574279,0.087987818,0.063110061,0.072780609
5.389842033,2.982315302,4.441446304,4.271201213,0.867569029,1.018663049,1.171013117
495.1985474,820.9494019,914.7770996,743.6416829,197.1790009,344.3886108,86.48458099
46.59039688,48.90792084,49.09347153,48.19726308,34.34621811,40.14971161,37.41606522
9.57219696,12.14491844,7.671020508,9.796045303,46.66785812,46.48209763,37.47751617
9.584329605,11.4583149,10.27606869,10.43957106,12.37684917,13.14163685,11.81055069
0.788802207,0.634355247,0.906255186,0.77647088,0.473802328,0.447477907,0.609749734
0.576980412,0.072855301,0.736599684,0.462145132,1.456954598,1.972531796,2.958333254
0.197628692,0.131071761,0.193863317,0.174187923,0.079704374,0.075457387,0.03783761
0.605373561,0.511440396,0.302484274,0.473099411,0.09335351,0.100009575,0.067787878
40.40908813,46.27044678,63.70306396,50.12753296,27.51664734,18.11833,28.11863518
1.615462065,3.335650682,0.956401587,1.969171445,12.51789856,12.65509415,30.02172852
1.751534104,1.112970591,1.297291994,1.387265563,4.349776745,7.12937212,3.377398014
3.445761681,4.048305511,3.714915752,3.736327648,9.192163467,5.07694149,6.971298218
0.500988066,0.49456197,0.431838393,0.475796143,0.704790711,0.938363612,1.089103699
1.894123793,2.826790333,1.451844335,2.057586153,0.206055224,0.733321071,0.947429597
0.539122939,0.560427129,0.403277278,0.500942449,0.16693145,0.042613462,0.075208336
0.516415298,0.35580799,0.436741173,0.436321487,0.114924319,0.286107153,0.160311744
2.537528276,3.063768625,1.007864237,2.203053713,5.654140949,5.452540398,6.749100208
1.780273914,1.558438301,1.184627056,1.507779757,2.392627001,2.586055279,2.324228048
0.116723865,0.062122844,0.134773448,0.104540053,0.316865534,0.612387419,0.495578527
0.613728583,0.637437046,0.651113868,0.634093165,1.246803164,1.66343081,2.046912432
5.209568501,4.99220562,7.532823086,5.911532402,2.874087334,2.206412554,3.457209349
0.564777255,0.502266526,0.392550439,0.486531407,0.735458612,1.325959444,0.99846375
1.433870673,0.88796109,0.461814344,0.927882036,2.11319685,2.982640266,2.158872843
0.358953029,0.298607796,0.1552203,0.270927042,0.740302801,0.92807138,0.730553031
33.78090286,54.59856033,36.09950638,41.49298986,75.97506714,74.62197113,115.2802734
7.284451008,7.080325127,7.734526634,7.366434256,5.186108589,5.396400928,4.316921234
102.8947906,75.06406403,97.04517365,91.66800944,42.58592606,27.63529778,70.61601257
0.162742257,0.189704552,0.165828705,0.172758505,0.078635797,0.053091601,0.098155618
0.020106228,0.079571523,0.314270675,0.137982809,0.385431886,0.513575375,0.410896271
0.102971047,0.092905894,0.132226631,0.109367857,0.278265357,0.15811263,0.212500021
8.401455879,6.460732937,8.462044716,7.774744511,2.191380262,2.401463747,3.609112501
2.534858704,1.954632521,1.08311677,1.857535998,9.039359093,10.979599,11.09225178
23.15202141,18.01651955,34.02322769,25.06392288,4.723775387,6.469065189,8.584756851
38.54047394,28.52018547,29.62949753,32.23005231,13.92235088,14.01413441,22.87095642
15.64811993,12.6107769,23.09993172,17.11960951,7.137666702,3.387078047,4.352892876
0.213222384,0.155696884,0.196011975,0.188310415,0.143430114,0.048710063,0.077753045
0.130708277,0.050054699,0.114406094,0.09838969,0.180541411,0.20821707,0.225483358
0.861293137,0.728781044,0.725083113,0.771719098,0.545503139,0.033682618,0.047990579
1.209360361,1.152855158,1.017669678,1.126628399,0.833410501,0.725067198,0.956834555
5.494193554,7.02155447,2.570267677,5.0286719,16.5585041,15.44635677,22.86496162
1.58235395,2.386375427,1.440689683,1.803139687,3.228210211,6.078762531,4.070369244
1.668504,1.653043151,1.583199024,1.634915392,1.301549435,0.3456918,0.578986824
0.533576012,0.642919838,0.620183587,0.598893146,0.171747118,0.235450119,0.149975806
0.055954237,0.108663157,0.306830972,0.157149455,0.584790707,0.447979152,0.357827485
3.153510094,3.037465811,3.568819761,3.253265222,1.376562834,1.122353792,2.072879314
5.166927338,6.566447735,6.513112545,6.082162539,3.498129845,4.096506119,4.417715549
0.340929121,0.311963588,0.259873003,0.304255237,1.036046267,0.548428595,1.047924161
14.85942078,18.46660995,15.78658104,16.37087059,63.13091278,59.12349701,78.50720215
7.952504635,6.292666435,4.617486,6.287552357,11.10988331,16.22428894,17.50674438
4.200381756,3.760190248,2.734954596,3.565175533,4.917541981,6.561962128,5.535446644
10.72074795,9.030119896,11.85778713,10.53621833,5.706856251,4.615796089,4.095474243
1.45318079,1.012309432,1.341581464,1.269023895,0.914087296,0.811047435,0.66085881
17.70116043,18.42647552,12.25362873,16.12708823,9.133393288,9.714792252,10.35896301
2.630646467,3.266201735,2.955611944,2.950820049,1.08968842,1.327630281,1.014463425
0.814179242,0.750533044,0.51827842,0.694330235,1.464755177,3.23222661,2.55965209
3.98509264,9.865438461,9.834490776,7.895007292,13.24630547,18.78364563,18.39103889
0.091234766,0.046499837,0.063009605,0.066914736,0.099597812,0.156625628,0.182943642
3.148933887,2.838186026,4.18742466,3.391514858,1.465182543,1.98967433,1.770833373
9.128791809,4.033613205,7.178770065,6.780391693,2.006482601,0.940401971,2.422324657
2.879493713,1.979609728,3.175644159,2.6782492,4.06055212,4.670264721,4.108587742
1.594487667,1.760728121,1.295844197,1.550353328,0.92983079,0.649546385,0.488871455
1.649055362,1.556933165,1.577539444,1.594509323,2.105218172,1.86362803,2.210581541
3.823885918,3.630467176,3.290776968,3.581710021,1.526304603,1.739853978,1.617918253
7.039348125,8.78823185,9.747624397,8.525068124,3.907034397,3.676463127,4.448066711
0.177524716,0.102543592,0.180592954,0.153553754,0.26281032,0.286608398,0.237462521
0.746576548,0.649585187,0.708861232,0.701674322,0.477791637,0.588929117,0.599108219
0.130448952,0.168567285,0.128120169,0.142378802,0.093102828,0.065266624,0.045864195
0.680464506,0.756624997,0.448948681,0.628679395,1.364701748,2.027000427,1.421462893
0.192289829,0.204465076,0.31628117,0.237678692,0.058411382,0.102213822,0.076222554
3.268608093,4.066581726,6.376229286,4.570473035,1.11519146,1.200547934,1.552533031
61.5704689,42.58658981,53.04859924,52.40188599,100.9795227,181.8716431,152.2107086
0.396082491,0.615541697,0.722681105,0.578101764,0.202411383,0.051865734,0.138039246
982.2153931,680.654541,902.0432739,854.9710693,269.3641052,195.0811005,475.1947327
