Ependy,Medullo,Aggressive,Cranio.LGG_BRAF.V600E,HGG.rich,Ganglio.rich,LGG_BRAF.fusion.rich,LGG_BRAF.WT.rich
-0.60769,-4.87351,-9.11366,-2.41242,-3.80278,3.06945,-0.25613,3.84958
-0.22706,-1.62954,-0.71714,-0.87797,-0.12617,1.18179,0.27663,-0.18868
-0.12929,0.58974,0.43021,0.37722,1.55788,2.28942,-1.18666,0.08346
0.04385,0.27053,-1.18453,-0.61901,-0.40571,0.23049,0.13492,0.04904
-2.54955,-2.76389,-5.97463,-5.90396,-3.58657,-3.00150,1.46683,-0.55449
-0.12435,5.00216,-0.19084,-5.85731,-2.14225,0.09681,-1.49221,-0.65839
2.78089,1.30139,-0.02394,1.05938,0.23360,1.51928,0.66528,5.13419
3.65406,-0.89334,-0.62784,0.86438,-0.42270,0.59070,-1.03345,1.70087
0.91928,0.24186,1.47847,1.92255,3.05394,1.02019,-0.26011,-2.31326
1.57579,1.74230,1.62888,0.48465,2.91217,-0.50921,-1.45740,-3.44828
5.68532,5.29382,6.11381,2.71824,1.71152,-1.75794,-0.10245,-1.11547
3.69061,3.92159,9.77126,5.59873,2.04311,-2.21253,-0.28947,-1.80291
0.26212,-1.68750,0.08584,0.99065,0.10461,-0.56442,7.74649,0.13432
4.03883,5.70591,9.99224,2.48658,0.81352,-4.95437,0.03158,-3.44782
2.06733,4.71251,6.95503,0.94518,1.38318,-1.13224,-0.04111,-1.98798
2.40714,4.96434,4.75408,1.44282,0.80924,-2.66972,-1.45968,-2.54781
0.72211,3.58342,9.19987,2.04466,-0.00332,-6.52680,0.17331,-2.03701
-2.29192,-3.13089,-1.05351,2.48190,1.20569,-0.22574,8.44627,2.73021
-1.26653,0.40769,1.10690,-0.37561,-0.29774,-4.56378,-0.11542,-3.75608
-0.85182,0.89921,1.97530,0.66681,1.34465,-1.34300,0.05107,-1.79424
0.44430,-0.08867,-0.23688,0.15724,0.26821,0.57846,-0.07536,-0.37579
-0.22221,-0.14050,-0.60674,0.44050,-0.18211,-0.09126,0.18919,-0.60158
0.11309,0.85816,-1.44323,0.25132,-0.17313,-0.72114,-0.15986,-0.47847
-0.02924,0.45086,0.14003,0.35405,0.30977,-1.02455,0.74906,-1.01618
-0.65138,5.69055,0.89991,-0.45079,-0.06304,-1.51244,0.03897,-3.43674
2.96381,-0.31389,-0.33142,-3.18997,0.06871,2.34032,-0.04852,0.85401
0.95184,10.30301,7.76430,0.53395,0.26486,-3.80047,-0.69584,-4.96073
1.23882,3.29571,2.40781,2.72952,1.86470,2.11807,0.29921,1.10497
1.06254,0.02124,0.31575,0.92571,0.51869,-2.18733,-0.27567,-0.75542
2.11291,-6.73822,-3.65501,-2.74494,-1.07666,10.77390,-0.37953,1.82717
0.00033,-7.73529,-6.45799,-0.48026,-2.13644,0.80595,2.50960,8.85274
-0.13644,-1.87084,-4.72574,-1.27637,-0.80924,0.12807,-0.52866,6.53054
0.05617,-4.72567,-4.95876,0.37110,-3.27011,0.31054,0.01799,6.61415
0.15623,-4.63302,-5.13307,-0.42709,-3.51926,-0.02783,0.25890,3.21520
0.12600,-2.98518,-9.76792,0.69293,-0.96403,-1.06881,1.41565,1.83591
0.13762,-4.69417,-3.14722,-0.53923,-2.89240,-0.40307,2.81325,2.38843
0.19825,-5.81333,-2.84001,-0.01606,-2.98746,-0.49837,2.27003,2.33884
-0.74323,-2.72748,-0.92372,2.64932,0.04370,-0.40694,1.52425,1.37283
-2.21768,-2.54261,-0.79797,3.05024,0.11094,0.09939,1.29520,0.62219
-1.55411,-1.66282,-2.22578,3.39974,1.35987,0.04890,3.31494,1.87886
-0.46206,-0.01811,0.96117,3.95790,0.51834,0.85721,0.81799,-0.38420
-0.43065,-1.35166,-0.28765,2.08465,0.36734,0.03871,1.92951,1.29346
-0.62448,1.75814,-0.39765,-0.61113,0.04111,11.70506,-2.52872,0.03610
-0.63347,3.08442,-2.00305,-2.94487,-1.09966,10.43882,-7.78724,-1.38874
-0.72304,2.67664,-0.43920,-1.08791,-0.07624,8.40383,-3.07244,-0.08447
-1.18105,0.45755,-0.57020,-2.55377,-1.96763,7.52742,-3.21063,-0.04414
-0.50103,-0.85976,0.02581,9.83542,-0.56101,-2.41511,0.44409,1.25109
-2.90831,-1.84141,-1.49359,1.59445,-0.25530,-0.12531,4.62765,3.73231
-6.72457,-11.70700,-4.47678,0.79710,1.27520,-1.05268,9.65753,0.39614
1.33895,-3.64383,-1.62205,-0.36590,-0.82460,0.61728,-0.84956,2.11748
-1.68645,-0.66684,-1.15954,0.22560,0.54171,-0.29703,0.58968,0.25887
-3.60332,-1.93766,-5.24049,-2.75049,-3.27682,7.59764,-2.08386,0.07721
-2.09673,-1.38364,-4.53512,-1.41430,-2.98866,2.92653,-0.07102,0.45788
0.10087,1.77823,5.31581,1.49520,1.25102,-2.31180,0.21115,-0.76381
0.24947,10.39658,4.06323,-0.37753,1.61037,-1.98553,-0.48948,-5.08540
-7.17349,-5.81930,-7.08919,0.84654,-3.03692,-0.48662,2.15101,0.29713
-3.27644,0.00710,-1.37767,-1.98036,-0.64480,10.19777,-4.58426,-0.00547
-2.77534,-0.74786,-1.80600,-3.81800,-1.57114,7.12405,-4.11751,-0.98847
-5.55414,8.55861,1.03904,-0.86349,0.55984,7.20526,-3.02405,-1.06030
0.11241,1.04052,0.54070,0.39215,-0.15227,-0.22415,0.02763,-0.28434
1.35109,8.57927,3.85663,3.44302,0.16667,-1.09430,-3.52590,-1.42759
6.60543,10.18814,11.83853,1.37462,0.33272,-5.83674,-1.13844,-7.71060
5.90326,0.02036,0.60314,-0.57797,0.24346,3.60695,-0.32142,6.95869
8.95626,0.05471,1.23163,-0.11340,1.34753,6.53229,-0.47328,9.49593
0.78205,-1.37031,-1.75858,-1.37609,-0.29409,7.58121,-0.86565,11.26403
1.70200,-0.46795,-0.34105,-0.42542,0.02465,3.49709,-0.34808,7.81310
2.96655,2.43174,0.03801,-0.51578,0.38558,5.77773,-2.87247,2.88454
0.07759,0.21728,-1.02162,-1.16700,-0.01412,10.87597,-0.56101,1.81784
1.39798,0.25856,-0.18101,-1.84062,-0.55520,0.10704,-1.04054,-0.79467
-1.81218,3.10638,-1.45778,-5.66455,-0.83700,11.16851,-5.44686,-0.28509
0.15244,6.13353,1.16000,-4.61847,0.23702,3.32882,-2.67486,-1.57654
1.72716,1.47295,0.42502,-2.19080,-0.66525,-2.38361,-1.92166,-2.52250
-8.79299,0.06768,-0.99232,1.31414,0.11917,2.69222,-0.00782,0.27234
-8.23575,0.06163,-3.45894,-2.20567,-1.45431,3.12990,1.90367,-0.34138
0.31524,-1.07238,-0.17875,0.82927,0.39835,0.72523,6.15539,2.89561
-1.18279,-1.37166,-4.07971,-0.54379,-0.79400,-2.16237,-0.98634,-0.47335
-8.83789,-1.25006,-1.67316,1.23186,0.31898,-0.02836,2.16896,0.17382
-1.50901,6.36232,-6.96747,-3.23830,-0.84551,3.38017,-2.30939,-0.29525
-0.32343,5.47233,2.44467,0.16879,0.70264,-2.57707,0.10384,-2.43974
0.92774,6.05191,9.83750,0.07572,0.66441,-7.40955,-0.13641,-3.35069
-4.13917,-5.08064,-1.92135,-0.22257,-0.15155,0.01032,2.48887,1.52778
0.60669,5.78688,8.30324,1.44876,-0.05461,-2.58131,-1.71613,-4.16772
0.05703,3.19816,6.84483,2.65305,3.69110,-0.38191,-1.09515,-1.35961
6.48026,4.53908,0.89154,0.33340,0.44663,-6.24886,-1.36912,-2.84566
-0.73545,9.10705,3.78547,-0.09380,0.50485,-1.87194,-0.82495,-5.17313
-0.33736,-4.80538,-7.30487,2.39764,-0.12233,-0.09433,1.41415,5.18705
-0.05217,0.31791,-0.21596,-0.76658,0.19079,-0.61372,0.17342,-0.04033
10.43430,-2.13133,-0.86353,-0.10063,-2.24519,-1.35238,-0.69483,-0.22873
0.04214,0.32290,-0.05188,7.35103,0.69108,1.48484,0.03142,0.57677
1.21889,0.41040,-1.56005,-0.46045,-0.06156,2.77057,-1.49473,1.41594
-0.02090,-1.81318,-0.36661,-2.53098,-3.95755,0.53442,-0.59469,2.61941
1.16452,-0.20260,-3.13603,-1.75456,-0.76727,2.20578,1.13601,0.63807
0.45700,-2.12448,-8.73538,-3.30598,-0.62280,1.90472,0.96013,0.62193
0.65957,-0.07143,-2.56180,-1.25171,-0.45557,-1.83028,1.03059,0.04862
0.54312,-1.98654,-9.09768,-3.45750,-0.64295,-0.18786,0.29130,0.55346
-1.52075,4.65023,-1.63853,-3.18078,-0.27953,0.71045,-2.33176,-0.78026
-0.46653,-0.00666,-5.16868,-3.54505,-0.43826,4.27860,0.16476,0.80459
-1.30484,1.11491,-1.31478,-1.81415,-0.63641,7.88987,-2.79620,0.20468
-0.21548,0.99856,-0.76570,-1.44250,-0.24435,11.40370,-8.25850,0.05105
-4.45036,1.09134,-9.42156,-2.41195,-2.38286,-0.40522,0.53081,-0.38545
-0.73133,1.36435,-3.36718,-1.86287,-0.17969,-0.28509,-0.27368,-1.39948
-2.43098,-1.27529,-12.73249,-5.33054,-1.11944,0.71994,-1.41416,0.15634
-1.18852,-1.06125,-2.89557,-3.24545,-2.18668,10.55433,-5.19574,0.23594
-0.44287,0.95836,0.63139,0.72308,-0.16879,-0.08534,-1.37853,-1.01062
-1.40224,1.10658,2.52101,-0.22939,0.33061,-1.01480,0.89898,-1.54920
0.11729,1.62525,3.34619,0.25515,-0.16998,-2.05838,0.29971,-2.47959
-0.24738,-3.48815,-2.25360,0.00697,-0.22484,-0.30390,1.31998,1.45041
-1.90636,-1.19989,-2.85132,-2.58862,-0.03759,3.09016,0.83975,1.78710
0.18048,-0.27278,-1.82949,-0.22330,-1.23570,2.63179,-0.58335,0.79793
0.05480,-2.41826,-1.79095,-1.73676,-3.75763,-0.47943,-1.14255,0.79588
1.74479,-0.16697,-0.36222,-0.50143,-0.96044,-0.22444,-0.47124,0.56941
-1.10251,3.39984,-0.28454,-2.09439,-0.90245,-0.16153,-0.40777,-0.24802
0.06153,9.30657,7.17639,0.96400,1.34863,-1.70759,-0.57013,-1.02821
-5.65969,2.73077,0.79728,0.54258,1.25093,-1.13671,3.38204,0.00098
-1.06654,20.50181,3.34694,-1.26104,0.53695,-1.28937,-0.00483,-0.45437
-5.21686,-0.76462,-1.01021,-1.29887,-0.06905,1.92382,-1.32034,-1.86862
-2.34695,0.53185,-2.78285,-1.28327,-0.34416,1.38122,-0.09558,-1.47354
0.05821,1.88448,2.35509,0.17167,-0.31298,-1.23832,-0.18544,-1.68703
1.11754,2.11049,3.76954,1.03855,0.28394,-0.00561,0.15623,-0.34902
1.79925,-0.50239,0.95352,7.28796,0.48734,0.14302,-0.38406,3.47251
4.59096,0.03087,0.19856,12.63464,0.68863,0.73514,1.98074,6.15547
3.01441,-1.32722,0.23128,11.28735,0.43513,-0.00295,-0.29390,3.22897
4.90424,-0.43406,1.20505,9.51231,1.07403,0.58873,0.25567,2.95775
2.98922,-0.21746,0.83271,12.15853,0.47106,0.35298,0.46077,4.15877
0.97727,-3.91694,-0.95345,3.83667,-0.65909,0.20055,0.00991,1.58197
4.57581,-0.71623,0.71444,6.06111,0.52008,0.44885,0.19304,6.12733
3.33024,-0.53921,0.27736,6.46997,0.02156,-0.11187,0.19705,6.39293
1.93182,-0.06293,0.94225,7.77435,0.16256,1.21718,0.19228,4.26523
1.39228,-12.29528,0.16570,5.05528,0.62971,-1.08690,1.58414,3.95517
3.29293,0.08476,1.72022,8.07899,0.70630,0.49846,0.02502,3.59690
3.02938,-1.55604,-0.20413,8.01657,-0.14820,0.45491,0.11803,3.12190
-3.77786,-11.07231,-3.22609,-2.15116,-1.16847,-2.82721,0.61289,-0.20659
-3.16616,-9.23811,-1.87879,-0.05792,-0.30409,-1.45316,7.03648,0.15848
-3.28665,-1.02879,-0.37066,0.19659,0.11578,-0.80134,7.22493,0.61626
-3.27997,-10.45115,-1.69513,-1.80583,-1.86656,-1.63112,0.66270,-0.07364
-0.33563,2.51430,-0.30672,-3.78449,-0.85611,-0.90790,-1.26071,-6.25037
0.75938,3.88004,3.47361,0.32537,-0.23893,-0.81214,-2.28077,-2.99203
-0.05133,-0.79467,-0.16633,3.32865,0.03667,-2.53866,2.01872,1.86326
3.85097,2.69008,1.82717,-0.38979,-0.07890,1.33373,-1.03783,-0.41171
-0.03232,2.33710,1.45153,-3.51232,-0.22849,-0.48367,-3.31662,-3.30267
-0.69719,-0.66430,0.19775,2.36150,0.07120,0.17858,-1.89429,1.05507
0.01405,0.31856,-0.01805,-0.04078,1.60285,2.19744,-0.02289,0.25981
0.20736,-1.06291,0.01944,0.45299,2.02575,-1.07271,0.90271,-0.39191
1.48747,2.35262,0.89848,1.05363,1.46427,-3.09921,0.00778,-2.25870
4.32420,2.25562,3.16856,1.44077,2.74064,-0.19404,0.39116,-0.07850
-2.09615,0.76126,-1.49473,-5.64204,-1.18742,0.30763,-1.92716,-1.49427
0.09774,5.75950,9.47685,0.87296,0.86055,-1.03874,-1.74311,-3.78033
0.37950,-2.65350,-3.86105,5.95220,-0.63486,0.89297,-1.73749,0.21317
-2.78834,-0.55240,-3.45558,-0.44054,0.06864,-1.05861,4.73418,0.99892
2.54979,11.80002,3.58935,0.91518,1.31003,-0.35260,-0.99805,-1.23824
1.41364,9.03716,10.97876,1.09903,0.19584,-4.85183,-0.09825,-3.32205
-1.29154,-4.79218,-8.07475,-0.27974,-1.91621,-0.09300,0.20545,0.94375
-8.57771,-6.74959,-23.23862,-2.79906,-1.15127,2.38152,0.53237,3.03099
-2.16629,-5.68261,-6.93380,-0.01158,-1.98372,-0.14146,0.15887,0.27295
-3.84194,-6.92288,-12.06459,-1.69609,-3.98603,-0.38443,-0.28042,0.84341
-0.02663,6.70379,6.30555,0.77234,0.22939,-0.58723,-1.91250,-1.39711
0.83098,0.58010,5.38869,2.26062,1.64957,-0.07572,0.18750,-0.36458
2.38187,-0.21479,0.33781,4.81668,0.40156,0.34838,-0.11229,3.62608
1.80859,-0.43623,-0.03363,4.46263,0.61264,3.12517,-0.11294,5.51608
1.53891,-0.74447,-0.32872,3.27974,0.39816,5.05590,-0.36612,3.63455
2.10831,-0.96496,0.38606,4.46463,0.67544,1.23113,1.39372,4.41627
0.14886,1.47571,0.02715,-0.34312,-0.10402,16.46898,-1.77738,0.13583
4.49374,0.47696,8.98503,3.16136,3.28463,-5.09324,0.12281,-1.98776
-0.20472,7.13700,7.34362,1.24304,-0.40032,-2.30907,-0.75480,-2.06310
-3.64132,17.18790,-1.35187,-5.01744,-1.25729,0.09300,-4.55714,-1.26942
-0.51545,-0.21867,-0.78825,0.29699,0.04768,-0.20945,0.00020,-0.03895
-6.43442,0.22221,-2.87136,-3.81996,-0.24883,8.25938,0.27106,0.11828
-0.57348,-1.68466,-1.84731,2.74237,0.44070,-0.76565,0.59269,0.96477
5.46748,-2.67133,0.81373,1.49100,0.09328,-1.60468,-0.88792,0.28452
-1.83131,13.12035,13.92841,-0.12826,0.82825,-1.19544,-0.70543,-3.92728
-4.59976,-6.89211,-6.41787,-0.85314,-2.24751,0.32685,2.13138,0.57231
-1.28731,-2.96408,-4.07828,-0.15175,-1.38846,-0.34836,-0.23735,-0.72019
-1.58414,-0.15375,-2.14431,-1.65054,-0.97985,-0.80250,-0.64473,-2.07760
0.64554,6.18710,6.10982,0.57341,0.36886,-2.79184,-1.81667,-3.67731
2.13280,6.88116,14.87178,1.49383,3.68086,-1.25319,-0.34698,-2.45953
0.69654,0.56916,0.43542,2.44327,2.19078,0.08916,0.49117,0.35025
-0.71063,-0.77266,-0.56588,0.04770,-0.01368,-0.83934,1.55098,0.22585
-1.46241,0.05253,0.08169,-0.83729,-2.22459,8.61282,-1.90982,-1.21028
-0.70045,0.47814,0.28175,-0.08052,0.03689,-0.53038,0.00126,0.19865
2.40246,-0.10139,1.37069,4.10495,0.63424,-0.71938,0.34713,0.28946
0.84230,-1.08870,0.17610,2.47473,-0.06055,-0.74472,0.62709,0.52488
-0.67825,-8.79067,-5.21761,3.08350,-0.86382,-1.47334,7.37165,1.19820
0.49008,13.84594,5.20217,1.60852,1.19641,-5.99547,0.29443,-1.38994
-0.33988,-0.40597,0.32460,0.37663,0.18805,-0.04172,0.31110,0.06733
0.21598,-0.46586,-1.65062,-0.88971,-0.58684,5.61319,-0.06232,1.42199
-2.78066,-3.09767,-13.71998,-4.86102,-0.36507,7.67763,0.74500,3.90538
-0.24402,6.44293,4.97651,1.15347,0.18414,-0.76173,-0.10780,-1.07340
0.06983,4.72223,9.04196,1.51710,0.53733,-2.92747,-0.05063,-3.29308
-3.32078,-1.00800,-2.88006,-0.10627,-0.64679,13.59780,-0.12711,0.61937
-1.05624,-0.73919,-5.55684,-2.77314,-2.36986,7.03397,-2.97457,3.38705
1.55824,11.53915,5.81980,0.75880,0.23601,-0.64699,-7.46332,-4.54174
2.60618,2.16571,2.05607,0.07943,0.18977,-0.90255,-0.49943,-1.35749
-1.15093,-2.89240,-0.50197,0.62032,0.33326,-1.61729,4.07761,-0.19190
-0.16622,-0.11530,0.83923,-0.12852,2.15998,0.41808,1.91806,0.24150
-1.60275,0.71655,-0.48344,-2.13280,-0.40744,11.13002,-4.72830,-0.05433
-3.31834,-1.19300,-2.73854,-1.05705,-1.46489,8.67809,-2.27063,2.78320
-0.15205,0.23534,0.33897,0.01291,0.67738,9.50799,-1.22585,0.48621
-0.73565,-5.45677,-17.47859,-0.83113,-3.90648,12.23551,-1.17430,2.21705
-3.53677,2.44817,-1.82499,-1.36932,0.46701,2.35809,-0.00086,-0.26693
1.04561,-2.07450,-6.24203,-0.49268,-0.13647,-0.77655,0.13058,1.67919
-5.83787,0.20373,-5.11363,-1.68968,0.03459,0.01158,1.35327,-0.25126
1.50071,14.86935,4.16266,-1.61674,1.39431,0.46586,-0.44632,-0.44885
-2.43400,0.64731,-2.60941,-1.35824,-0.21361,10.82139,-1.16511,0.26033
0.94225,7.76745,2.57463,-1.69917,0.67968,-0.62642,-0.72106,-0.64611
0.18253,7.19128,5.35112,-0.05105,1.53478,6.16197,-3.15307,0.71067
5.73944,4.57000,11.00404,0.48805,1.95578,-0.44719,-1.11549,-0.41037
0.25265,17.29233,4.49245,0.27127,-0.59455,-2.36432,-3.85093,-2.09315
0.17101,9.50734,6.46997,0.32754,0.56460,-1.67339,-3.47378,-4.31692
0.88126,14.96875,9.22470,0.32966,0.77065,-0.22536,-2.31857,-1.35187
0.07433,21.26912,6.57875,1.39509,0.02244,-2.48190,-2.93339,-3.30071
1.87093,7.97636,7.67819,3.52268,1.11823,-2.38854,0.28541,-1.13463
-0.51320,0.08568,0.60979,1.03032,0.16214,-0.87447,-0.64213,1.26602
-2.44319,-0.33193,1.39493,4.46966,1.45812,-1.46676,3.96201,0.34031
2.48214,-0.72395,0.08869,2.13198,0.01274,0.43955,0.20451,1.30207
-1.63185,0.26371,-0.39018,1.82039,0.18374,-0.86728,0.23423,0.06478
0.02859,0.07116,0.39092,-2.17440,0.00974,-0.61441,1.78813,-0.42105
0.89094,-2.99358,-3.18351,-1.11109,-1.08277,2.14659,0.13811,5.66459
-0.04852,-3.13855,-3.63469,-0.79065,-1.16847,1.22715,0.33934,4.79363
0.64655,-2.67791,-2.99627,-0.80088,-0.65925,1.71475,0.48747,6.63287
0.83382,-2.13190,-5.05208,-0.88554,-1.54281,3.66650,0.69061,8.57267
-1.33731,-1.29610,-3.12148,-1.73168,-3.06199,1.13325,-2.91195,4.31348
-1.51192,-1.60669,-5.55397,-0.92461,-2.30522,0.43350,-0.85611,6.20862
-0.10831,-2.66331,-2.63844,-0.31980,-0.44558,0.25715,0.22318,2.27100
-1.68210,-1.15347,-3.59784,-0.25139,-3.65014,0.53141,-0.80265,4.85637
-0.59248,-1.45170,-3.77619,-2.34570,-0.52486,2.63060,-1.56875,-0.62733
0.21816,-0.16067,-0.63147,0.16983,-0.65875,-0.56691,-2.08558,-0.33776
0.88875,1.43508,2.59726,4.97733,2.29932,-0.62247,-0.00674,-0.47540
-7.39166,-2.43756,-16.46898,-11.82900,-3.42228,9.12211,-1.34088,-0.20587
-0.60398,0.38262,-0.27137,-1.03099,-0.23079,9.92104,-2.35983,-0.18239
-0.30065,-4.43543,-2.34733,1.96901,0.33086,-0.79478,0.59422,1.43742
9.37553,-0.32394,-0.01912,0.00938,0.55591,-0.22968,-2.12146,-1.27274
-1.11124,-4.96520,-5.61879,-2.97948,-2.03128,2.57468,-1.97336,4.22249
-1.92231,-4.87028,-7.16055,-3.54365,-3.93139,3.23282,-2.43400,4.43783
1.16389,-0.23129,-0.08363,0.28024,-0.56110,-1.19219,0.00072,-1.09451
0.15747,15.97402,9.35585,0.25190,0.34711,-2.11184,-2.34294,-4.52987
1.63823,4.90953,1.71226,-0.03525,0.27861,0.42341,-1.60864,-0.68050
0.01294,11.87014,7.43375,0.04770,1.18367,-1.56784,-2.93130,-5.33507
-0.44505,-4.26821,-1.81047,5.67841,0.15069,-0.38596,4.50295,2.85830
-3.09897,-0.59567,-6.17556,-1.74650,-0.94929,6.33101,-1.36242,0.19571
0.19424,-0.14003,-0.44006,-0.64536,-0.39452,13.29948,-4.34009,0.09575
-4.74208,-0.07712,-11.26488,-2.83041,-1.37359,1.76865,-1.38880,-0.05614
6.60091,-1.48856,-1.02797,-0.12703,0.20180,-0.26459,-0.90438,0.74717
7.53755,-0.41593,-0.52789,-0.88732,-0.34641,0.91713,-2.17426,-0.38954
-6.31974,-1.68478,-3.13440,-0.22765,0.99295,0.04919,5.72000,0.20270
-0.66936,0.13779,-4.86102,-0.75619,-1.89156,-0.09922,0.86349,0.56018
-0.30559,-0.32391,-5.05556,-1.92019,-0.84117,0.68828,1.13802,0.21918
1.95336,-0.34308,-1.61727,-0.01903,-0.15520,-3.81952,1.63002,-0.14981
0.21909,-0.16613,-0.36372,7.23441,1.40818,-0.05042,0.55460,1.76395
-4.66523,-7.99356,-11.73169,-2.71711,-3.15006,0.37424,0.58968,4.19363
-4.27057,0.33152,-1.99571,-0.59753,-0.84005,-0.85175,0.16532,1.43082
-3.43175,0.68668,-1.63780,-1.42443,-0.26874,4.87080,-3.25312,0.12463
-2.97237,0.01774,-1.85666,-0.49943,-0.66633,4.72026,-1.14891,0.28374
-3.09289,0.06759,-1.89752,-0.49816,-0.73577,3.95552,-1.44672,-0.07245
-0.48678,-0.29571,-5.60295,-5.69883,-3.22984,-1.07382,-0.85628,-0.79096
-4.51905,1.44876,-1.09794,-0.19902,-0.70495,2.57935,-2.39635,-0.02699
-3.47565,1.02821,-1.50825,-0.23264,-0.68774,5.04458,-2.20152,0.01192
1.21535,-1.37102,-1.99016,-1.86622,-2.26821,2.55377,-2.48214,5.06272
-0.86185,-0.41613,-2.28912,-2.59245,-1.76776,4.82621,-6.72518,1.96707
-0.79466,9.59277,10.42235,-0.15872,1.62742,-0.48867,-3.48726,-1.82317
0.42064,-1.67287,-0.28564,3.08737,-0.08858,-0.09422,0.05461,1.60836
4.51923,-3.96713,-0.53006,6.07873,0.26425,-0.05908,0.90261,4.92097
0.70469,-5.04132,-0.11677,3.41305,0.44879,-0.61486,0.27763,2.49085
-6.10932,-0.05043,-0.48460,-0.59129,-0.02153,-0.35053,-0.19387,-0.89824
-0.22640,-4.38849,-4.72798,0.38809,-0.69515,0.09664,-0.30322,0.62012
-0.93167,-0.38762,-3.68951,-1.61854,-1.49040,0.11080,1.24655,0.32491
0.44852,4.28018,4.84492,0.35061,0.16921,-0.69560,-2.11758,-3.22570
3.67205,2.96086,3.06796,1.04915,0.32417,-1.89735,-0.84080,-4.59104
-0.01837,-0.33851,-0.18638,0.08029,-0.08420,-2.41195,1.74160,-0.64104
-0.53337,5.03016,0.54718,-0.48530,-0.35889,-0.10208,-3.40084,-1.17381
3.28284,7.46906,21.26912,6.30077,2.62050,-3.76741,0.82629,-1.44260
0.25893,2.73131,3.66814,0.01506,1.41008,-0.68582,4.87403,-0.81785
1.01950,5.33842,7.29354,0.45552,0.61629,-3.45467,0.15171,-4.54509
0.29971,0.43983,2.41646,-1.11595,2.35031,2.13572,-0.24659,0.84723
5.52984,-0.17753,0.08844,2.01866,2.69252,1.23449,-0.45988,0.08643
-0.95240,-0.98961,-0.26212,-0.26124,0.32162,-1.14715,3.85298,0.26685
2.08566,-3.85630,-1.65823,0.08991,0.14017,-0.44091,-0.48746,3.84747
3.36768,-3.52463,-1.09896,-0.33340,0.64282,0.16892,-0.66213,3.84014
3.37128,-5.19070,-1.53653,-0.52266,0.22769,-0.09521,-0.99448,1.86982
-0.19177,-4.19433,-3.09421,-0.22448,0.04728,0.15242,4.20632,2.43394
0.14529,-3.15093,-3.17835,8.38118,-1.03558,-1.65679,0.48348,1.51107
-0.71447,-1.74587,-1.09445,5.22286,0.11352,-0.09473,2.26056,2.31052
-0.13645,-6.07346,-1.99037,0.39418,-0.62784,-2.52459,4.29301,-0.09696
-4.37059,-6.64896,-4.79436,-0.22376,-0.18276,-2.03104,12.28157,-0.08858
-1.52374,-9.17250,-2.47617,-1.58204,-0.81188,-0.48412,2.61688,-0.54298
-2.50984,-4.76113,-4.69532,-0.27478,0.00052,-1.62207,9.47840,0.63386
-3.05033,-1.13184,-3.07118,-0.33246,0.25644,-2.10528,8.76814,0.30606
-1.39865,-1.54414,-0.65839,5.89426,0.31247,-2.32631,0.59018,1.10105
-1.32144,-0.49331,-0.24561,5.74942,0.38463,-1.81824,0.71235,0.78848
-1.61926,-1.14498,-4.86833,-0.58325,-1.12076,3.41043,-0.19682,0.54223
-1.00309,-1.11144,-4.66523,-0.55132,-0.28762,1.12456,0.38427,0.99892
-0.80879,-1.27148,-6.58529,-3.13083,-2.15156,1.40113,0.67905,2.31326
-2.34948,-6.82789,-15.84985,-0.26124,-0.81573,3.50817,0.19547,4.25568
-2.27478,-0.10086,-5.30070,-7.39056,-0.96219,0.60583,0.61253,1.25288
-0.40522,-6.81997,-10.90179,-1.33253,-0.25117,4.44046,1.54121,6.75843
-0.05616,-0.34224,-3.19535,-3.17231,-0.69160,1.30503,0.51661,2.20258
-0.77500,-0.31101,-3.07640,-3.25088,-0.37523,0.37059,1.91582,1.46450
-2.36403,-0.02715,-3.66832,-4.74877,-0.69811,0.42576,0.01926,0.34828
-1.41271,0.67203,-0.75559,-4.54638,-0.25053,-0.67430,0.26111,-0.19300
-1.30032,0.81886,-0.92183,-2.74758,0.23216,-0.15132,0.54486,0.04013
-1.70981,-0.31392,-2.14625,-1.00159,-0.44814,-0.41452,0.53506,0.06440
-0.60169,-0.13633,-0.86758,-4.05402,-0.30235,-0.78469,0.18891,-0.32061
-0.79851,-1.04098,-2.79279,-2.52461,-1.16389,0.00530,0.12468,0.05313
-1.86982,7.50841,0.61289,-5.37967,0.11091,3.07462,-1.90756,-0.79686
-3.45915,3.37026,0.23298,-4.12610,-0.31694,0.26735,-0.01560,-1.41013
-0.41496,1.49552,-0.11352,-2.58458,-0.14940,9.31516,-5.70358,0.27797
-4.00159,0.02345,-3.87988,-3.84783,-3.30090,4.92862,-2.90366,0.04754
-1.88028,1.56850,-0.16613,-3.05901,-1.82377,10.20916,-4.91810,0.19106
-1.18520,-0.66208,-2.55851,-0.70743,-1.70867,9.74877,-2.92682,0.07895
-1.36242,-1.61895,-7.54496,-3.30807,0.02322,-0.05095,1.73095,2.63952
-6.84288,-2.47464,-18.16479,-8.96182,-4.82043,9.25586,-0.38765,0.41922
0.04542,-2.67000,-0.73311,-0.35537,0.09646,0.21279,-0.34069,0.54966
-4.60364,-3.73595,-6.01152,-2.04908,-0.35204,11.50692,-0.70226,1.99396
-3.01365,-1.48351,-3.26674,-1.92327,-0.65098,8.36065,-2.60022,0.76725
-4.05142,-6.02462,-5.66340,-2.30590,-0.43026,2.52913,0.00521,0.87415
