Ependy,Medullo,Aggressive,Cranio.LGG_BRAF.V600E,HGG.rich,Ganglio.rich,LGG_BRAF.fusion.rich,LGG_BRAF.WT.rich
1.74880,1.24067,3.20955,1.81838,2.53759,-0.98145,0.42310,-0.41319
0.43645,3.77414,4.26070,0.73091,1.35187,-5.60966,0.31166,-6.17232
0.67285,0.98888,4.61408,3.02899,1.24734,-3.29786,0.66792,-0.09219
1.04796,-0.99352,0.09922,2.67422,-1.07780,-6.56799,1.94518,-1.21882
-0.56884,-5.87197,-2.98536,-0.29491,-1.02439,-0.53733,0.25381,1.51503
-1.16579,-5.34807,-4.43200,-1.51180,-0.27451,10.12408,0.58497,0.06167
-5.98696,2.14713,-0.72304,-2.23054,-0.70784,3.55524,-0.34591,-0.97684
2.22568,-0.14507,3.24240,1.01882,1.38756,-0.24396,0.24329,0.66227
-3.61533,-3.77758,-1.66257,5.01642,0.72752,-2.50233,7.83907,0.29937
-0.47266,0.11392,-1.31902,-2.90797,-1.79099,14.96875,-3.01075,-0.20625
-0.02796,-0.82687,-0.99776,-0.65272,-0.59819,8.07552,-2.53957,0.98293
0.09785,2.49116,-0.13040,-0.96013,-1.30484,-0.86640,-0.21891,-3.19942
-0.01638,0.50518,0.70430,5.91431,1.88322,0.15484,-1.04420,0.00985
-0.44504,0.38698,0.96030,4.96434,0.53201,0.06831,-0.53173,-1.03340
0.23149,-0.90031,-0.32580,0.17498,-0.34831,-0.19305,-0.03152,1.68648
-1.29024,0.56811,-3.16493,-7.09420,-0.13018,7.26064,-1.15994,-0.12630
-2.11839,0.17426,-2.87684,-6.94652,-0.48551,6.85021,-0.56857,0.06888
-1.12394,-0.00001,-0.82653,-5.79159,-0.12455,0.04214,-0.76714,-0.45143
-2.39264,5.59468,1.04376,-0.72458,-0.18578,0.38033,-0.64844,-0.69886
-0.72279,15.35389,11.77628,-0.99080,0.57914,0.80379,-2.15790,-2.82625
-0.20036,14.95716,10.63544,-0.45696,1.76535,0.44566,-0.84718,-2.70315
0.01188,-0.26593,0.06604,1.46905,0.06602,-0.33615,-0.06688,-0.15747
-3.15845,-2.04614,-4.87698,-3.53785,-3.20488,2.64437,1.78242,2.46527
-2.87753,1.10729,-2.98662,-3.15097,-0.17966,7.03400,0.66296,-0.17352
-0.83048,2.51854,0.01563,-9.17419,-0.06872,1.27715,-1.73435,-3.69347
-0.79395,0.21565,-0.33911,-5.21664,0.04214,-0.09727,1.57388,-0.65572
-0.73462,0.05616,0.47136,-1.17751,0.14030,-0.28408,-0.07477,-0.87324
-0.06942,0.07521,-0.27041,-2.12111,0.01915,-0.24377,-0.55528,-0.14025
-0.64831,-2.62056,-2.80355,-2.01412,-0.08420,-0.14053,0.14950,0.18576
1.57667,-1.71470,-2.42758,-1.55122,-2.35649,0.22960,-3.68116,0.95248
2.12477,-2.09105,-1.64046,-0.38321,-0.79322,-0.93161,1.34233,0.82211
1.37153,-3.47348,-2.69585,-2.35346,-2.16030,2.80991,-2.54801,0.30223
-8.55606,0.01631,-3.71026,-1.74808,0.10225,9.73888,0.94118,0.66966
-0.05950,-1.64527,0.14529,3.14988,0.06632,-4.26109,1.52193,0.01581
-2.43774,-4.19858,-0.27596,3.59357,2.49583,-1.59358,2.34218,-0.09884
-2.31261,-2.06465,-5.32318,-9.89750,-0.42771,9.99224,0.55842,7.80615
-0.62104,-4.76598,-9.48513,-8.87226,-1.69198,8.95255,-0.20674,2.70335
-10.70589,-0.09816,-1.52156,-3.60313,-0.08169,3.60294,-0.54463,0.15175
-0.30205,-0.79439,-0.46279,0.30945,-0.49686,3.25799,-0.30166,0.86414
0.26997,-2.85832,-0.23387,3.75467,-0.18143,-2.08161,0.78867,1.32521
-0.65190,-5.63954,-2.72977,3.21838,-0.09733,-0.64980,8.45029,2.66787
0.09697,-7.12843,-3.67498,0.94289,-0.35875,-1.61076,2.98382,0.65636
-0.66622,-0.67652,-1.85923,0.27997,-1.49725,4.55620,-2.94026,0.01640
6.56880,-2.04553,-0.18750,0.01023,-0.42275,0.99089,-2.21213,-0.21577
2.55910,-6.40824,-4.87468,-0.24561,-0.63755,1.13153,0.10969,8.01793
1.32092,-4.14691,-3.87231,-0.54177,-1.38927,0.92621,0.15831,5.10614
1.55292,1.02786,0.45528,2.18122,-0.03869,-0.60750,-0.04985,-0.14794
4.10355,-2.89240,-0.09988,6.12702,-0.13639,-0.20468,0.14855,1.55371
-0.20958,-6.57158,-2.08577,0.42060,-0.75322,-0.25872,0.27058,-0.00681
-2.23329,-8.65635,-3.08752,0.46239,-2.14289,0.31420,2.51791,1.66964
1.19017,0.32007,0.56781,0.05793,-0.27130,-0.94641,-3.13614,-1.58443
-0.64482,4.27955,2.41549,-0.18897,0.08140,-1.35897,-2.44248,-3.95560
-0.96406,0.31064,-1.94229,-9.17250,-1.36603,15.81075,-1.65175,0.10024
0.31633,1.55921,2.54694,3.85851,1.63149,-2.28250,1.59260,0.03251
-0.27359,0.03038,-0.11912,1.17388,3.10847,-1.82990,4.68106,0.23706
0.41547,1.83141,1.62532,1.06050,0.08254,-4.20624,0.80529,-3.69896
-1.19834,0.00239,1.20340,0.06041,-0.73742,-2.43607,0.64845,-1.90099
-5.12040,0.07536,-0.18406,-0.10857,0.86728,-1.23200,3.05509,0.20967
0.03318,-0.19564,2.13017,4.65116,2.10186,-0.18947,-0.03592,0.61636
-4.22887,-5.82980,-5.33066,-2.75703,-0.22274,1.68889,8.86956,0.13097
5.11372,6.17356,3.21200,-0.14945,0.04862,-2.56732,-0.72255,-3.85630
5.73094,7.17879,3.10925,-0.16887,0.14940,-1.23517,-1.68845,-3.75177
-2.65790,-0.62247,-4.03988,-1.84699,-1.73170,7.10209,0.46235,0.10236
6.18458,-0.50204,0.45260,-0.04957,0.28140,0.44492,-1.10116,2.09378
5.67557,-4.23580,-2.17463,-0.05507,-2.31479,0.47578,-1.55407,1.57468
0.46982,-0.18644,1.66821,7.31504,1.85584,-0.57372,0.62059,0.06422
-1.15770,-0.06038,-0.22126,0.87627,0.04080,-0.12565,-0.12702,0.39648
3.17790,0.00300,2.92662,5.08425,-0.42280,-1.94406,-1.67332,0.13289
0.00483,0.03097,-0.05863,0.52789,0.52554,-2.85981,2.66091,-0.40763
-3.55404,-6.16026,-3.06774,-2.25154,-0.37889,-2.80938,6.85706,1.00589
0.20108,-3.87229,0.24104,0.22197,0.16195,-1.13484,0.38742,0.61939
-1.95578,-4.36871,-3.37671,-0.67322,-0.81612,-1.79021,6.90821,0.87460
-2.90163,-4.17411,-1.91773,0.05755,0.11521,-0.88883,3.36966,6.62757
-2.64843,-11.24635,-4.45076,-0.07214,-0.28541,-1.42255,5.58228,4.12246
-3.14095,-5.19790,-2.01532,-0.15562,-0.26539,-2.39349,3.04755,2.83061
-4.94381,-8.35951,-4.40464,0.62973,-0.19464,-2.54234,8.11086,0.28508
2.11498,0.58287,4.77151,1.01013,-0.01382,-2.29494,-0.85122,-1.69975
4.46908,-4.88055,-1.03810,0.08034,-0.55286,0.29119,-0.15998,2.27014
1.83980,-0.23069,-0.42932,1.42861,-0.42331,-1.06125,-0.50339,2.11096
0.70839,-1.12268,-2.03438,-0.01571,-0.04251,-0.28787,-0.11306,1.60763
1.82297,-0.54845,2.20542,3.88649,0.84300,-0.12954,-0.22866,0.06801
0.15659,-3.29303,-7.50895,-6.07696,-1.88769,4.02624,0.87260,9.17610
-0.60927,0.65353,-1.07936,-4.94320,-1.53206,13.67725,-2.04244,-1.35472
-2.10186,1.05725,-3.28434,-12.67729,-1.10837,11.82638,-1.17566,-0.62118
-0.60131,0.45697,-0.32021,-1.01438,-1.04474,12.92440,-6.57881,0.41690
-0.77038,1.32255,-0.07974,-1.45700,-1.03252,13.35779,-4.26983,-0.20437
-0.98529,0.64158,-1.91084,-8.63541,-0.96528,13.56942,-2.18411,1.63972
-0.00020,3.38431,-0.02173,-0.86764,-0.25977,15.21060,-6.38930,-0.12215
-0.74815,-0.04825,-0.53019,-0.63347,-0.71568,0.13419,-4.42930,1.38348
-3.60213,-7.33759,-8.16069,-3.29641,-0.14847,0.15036,6.12465,1.18767
0.22640,-17.24490,-2.00461,4.84526,0.23724,-2.06293,4.23291,2.71096
0.12348,-0.08939,0.87760,5.96883,0.15835,-5.77459,0.99605,-1.46988
-0.27585,-0.55868,-0.68325,-1.28947,-0.87783,3.74981,0.15697,2.86973
-1.79388,-0.91119,-2.75152,-3.29303,-1.15682,3.20002,0.01220,3.13322
2.18849,-5.46396,-3.32865,-2.12867,-2.19185,-0.61210,1.85775,1.19453
-0.63500,-4.96434,-4.34847,-0.81913,-0.81435,0.70865,-0.50226,4.98098
0.03276,0.17122,1.15707,0.04022,0.82678,-0.40512,0.67974,-0.53727
-1.13531,2.99809,0.05521,-0.45498,1.17647,14.48393,-0.30998,-0.26800
-8.42219,-6.68833,-6.04107,-1.15752,-0.20291,-1.58657,7.12881,3.40569
-2.04235,-6.44311,-10.90039,-0.87750,-2.18122,3.37619,0.20636,3.01075
0.84558,3.82826,2.95399,-0.51938,2.09045,-1.00587,0.19729,-2.54676
3.86212,2.56039,5.73659,8.91957,0.53436,-0.17886,0.95312,0.91717
1.94874,-3.97076,-3.49095,-2.68539,-1.80198,0.24900,-0.10627,3.00811
0.00125,0.69047,1.06265,0.18726,2.65124,0.01773,2.92000,0.90033
-5.25719,1.50542,0.59390,0.88000,2.62909,3.89386,-0.13573,-0.03520
0.17594,5.20619,1.11068,-1.54473,0.36775,-0.44349,-0.17473,-0.70989
0.19116,2.15080,1.06431,-0.65242,0.23643,-1.28327,-0.83620,-1.80923
-0.59032,5.46401,-0.05049,-2.77213,0.32888,-0.77219,-0.92966,-0.79509
5.66746,-4.93277,-0.83623,-0.06357,-0.21565,0.16255,0.11755,0.83778
-0.03093,-0.39506,-0.32277,-0.65906,-0.03157,0.02161,-0.89697,0.22003
0.12539,0.44687,2.15361,-0.68285,0.28332,0.44510,-0.75698,-2.53765
-0.45167,0.31166,-1.13417,-5.62975,-0.22605,13.59930,-1.47955,2.95399
-0.24338,-6.01779,-4.52096,0.32561,-0.63347,-0.67892,6.10621,1.98857
-0.12493,-4.57945,-1.29947,-0.47487,-0.78543,-0.05016,0.18035,-0.05424
-1.33101,1.94301,-0.87854,-0.86510,1.20169,1.26070,1.62704,0.10042
0.45713,-3.03874,-2.71048,1.18412,0.12322,-0.00282,0.72090,1.88139
-8.94713,-0.04378,-2.12542,-0.33617,-0.48891,7.86623,0.01216,-0.49515
-0.55837,-4.68787,-4.41897,-1.43880,-2.00799,-0.01320,-0.47664,0.58179
-0.17247,-1.10206,-0.57637,0.38260,-0.19764,0.10479,0.03158,1.33411
-0.03488,-0.53113,-1.04743,1.37243,-0.71444,2.09481,-0.89539,3.95552
6.33536,4.66138,5.38794,-0.02356,0.01939,1.67820,-5.70147,-0.40522
1.27467,1.07388,1.24631,0.88059,-0.21117,-1.40660,-0.55688,-0.69965
1.14806,-1.31945,-1.78081,0.00747,-0.30443,1.19893,0.51971,4.33164
0.32888,-0.32779,-0.12946,1.53765,0.82653,-0.76933,5.24944,0.31119
-0.09483,-0.03692,-1.63114,-3.36303,-0.49777,6.96640,-4.56931,-1.52304
-0.31004,-1.58858,-0.47692,4.11950,0.53980,-2.90098,3.01468,0.66927
0.44466,10.32040,5.10531,-0.07458,0.88161,0.68312,-0.53412,-5.20583
0.56288,2.88410,0.91775,0.21590,-0.05815,-1.91793,-0.02424,-1.81717
-0.65400,-0.10429,-0.26930,-0.54700,-1.15677,-0.25857,1.21277,-0.09603
0.39933,1.10851,6.46997,1.62134,3.19599,-1.38866,0.02626,-2.37471
1.57455,0.39281,1.10926,0.98288,1.95076,0.62664,0.33364,0.87915
-1.15017,-6.39850,-8.84183,-7.65953,-0.24749,4.40986,5.78402,11.33095
-0.90112,-0.96189,-0.43423,-0.04237,-0.49056,-0.28299,-0.41508,0.12306
1.31628,4.02717,1.36434,-0.09503,1.25455,-2.35237,-0.14544,-4.58123
-0.60198,-2.12851,-3.10492,-2.11083,-1.80365,-0.13075,-1.53723,1.08513
-2.66489,1.10463,-2.40205,-7.65257,-1.16774,1.29274,-0.29410,-0.77723
-0.13770,-0.67881,-2.47626,-0.17812,-0.58835,-0.23055,3.01552,0.56159
4.72130,0.22634,2.02847,4.48553,0.09247,-0.56576,-2.07659,0.31362
1.51409,0.65683,5.31125,17.41705,0.83626,-7.09071,0.06217,-3.10256
-4.99600,-2.54388,-7.68157,-0.39528,-1.02574,0.76173,0.09922,5.53083
-1.73171,-2.37343,-5.05639,-1.09582,-3.46085,1.22237,-0.83821,7.84574
-10.53026,-1.38129,-4.67691,-1.76862,-0.16643,-0.61532,11.22134,0.13288
-1.96456,13.84594,7.12075,-0.39281,0.86097,-0.08031,-2.71781,-1.94569
2.24792,-1.10190,0.39316,-0.02994,0.03318,-0.99974,0.65145,-0.26105
3.37514,-0.81073,1.52860,10.23321,1.37153,-3.82279,0.65584,0.98644
2.38166,-0.54291,-0.53937,0.58400,-0.91852,-1.61719,0.27734,0.15949
2.35371,0.28358,1.64422,7.16198,-0.26587,-1.94168,-0.60840,0.05900
0.06060,1.49705,0.76278,1.82501,-0.51866,-4.86651,-0.06422,-1.10076
-3.25027,-1.81241,-5.79111,-4.53956,-1.14833,0.63092,0.18769,0.73878
0.15037,-5.12890,-1.08068,4.51301,-0.50616,-7.06770,1.36117,-0.08103
-1.37397,-0.34971,-1.30944,-2.67201,-1.05727,10.41055,-6.20350,-0.72205
0.28679,-0.76075,-1.80886,-0.18034,-0.32353,3.16430,-0.57147,4.86297
0.61665,1.94055,3.01244,-0.54848,1.49457,5.82309,-1.29888,0.37294
-2.43523,-11.02619,-2.01183,4.48468,0.34728,-3.52581,1.14202,-0.33046
-2.07260,0.63682,-1.36998,-3.94905,-0.18503,18.17514,-0.66781,-0.12444
-0.42462,0.19377,-0.61041,-1.12000,0.35165,1.91373,0.37295,0.26135
-0.75393,-4.51537,-1.22837,-0.82927,0.44445,3.19893,-0.01025,1.65164
-1.38441,-6.05997,-2.66502,4.00692,0.15115,-1.20776,5.85158,1.84669
-0.06116,2.80454,3.01277,-0.84482,0.93414,1.33639,-0.62012,-3.61335
4.60961,-0.93370,0.37620,0.94072,0.09381,-2.64140,0.71362,-0.04873
0.29223,0.41748,-0.91991,-7.11348,-0.35871,11.26516,-2.46213,0.14760
-0.36972,-0.15397,-0.38711,-7.91233,-0.09117,4.70692,-0.55449,0.83269
1.12417,-0.51246,-0.30844,2.24999,0.00072,-2.92379,0.43995,-0.46160
0.42174,0.06910,3.72810,1.74149,1.20938,-3.97839,2.01207,0.20114
-0.03989,-0.70495,0.15897,1.01676,0.21353,-0.31053,1.51013,0.11546
-0.65733,-3.16400,0.28815,3.38696,1.39179,-1.48408,0.60737,0.96969
-0.98288,0.68936,0.04985,-8.10685,-0.93507,2.28598,-2.83518,0.27326
0.98960,1.75645,1.11222,-4.02893,0.33071,-2.24811,0.76903,-2.32900
1.36609,4.07064,4.04488,-0.53770,1.34876,-3.23896,0.75879,-3.02713
0.81344,1.34953,1.91937,0.13480,0.96237,-0.42697,-0.65219,1.32799
-0.68261,-4.43719,-1.44662,3.38426,0.16839,-0.64962,6.30256,1.75825
-5.38736,-3.35898,-7.86091,-0.76490,-0.19795,2.70499,0.32653,2.64933
-5.44540,1.69268,-1.54153,-2.19427,-0.04193,2.68391,-0.02166,0.46997
2.85278,1.67318,2.11320,2.31032,0.30058,0.13669,-1.23781,-0.06974
-2.67198,0.36609,-0.92875,-1.85772,-1.75642,3.10111,-3.27883,-0.06994
3.31079,-1.30580,1.44406,0.18211,0.08785,-1.14437,-0.14380,-0.34138
-1.23826,-0.21828,-5.15296,-6.78351,-1.16008,12.02009,0.21605,0.31531
-1.33927,-0.63687,-2.17950,-2.60711,-0.07761,9.83432,-0.10374,3.13885
0.72985,0.11471,0.51706,0.88975,0.11961,-2.97796,1.36992,-0.30309
-0.12160,-4.40072,-5.24049,0.08617,-2.11295,-0.82402,3.33524,0.40877
1.08548,-1.30844,-0.33759,2.65975,0.44493,-1.61477,0.45215,0.40937
-0.71194,-0.15178,-2.63914,-1.86743,-0.81111,6.17125,0.23149,2.10099
1.68441,-0.08420,2.30391,1.98224,1.62033,-0.54795,0.27817,-1.68702
1.45955,0.42895,-0.02917,1.50878,-1.25731,-0.95276,-0.43207,-0.44938
2.21507,7.75828,10.61159,-0.09127,1.64115,-0.31212,0.10741,-2.02221
-1.59012,0.14389,-0.38880,-2.18331,0.03856,0.67007,-0.06423,0.17068
-2.09594,-0.54136,-0.54260,-0.33123,-0.52814,5.62889,-1.42248,-0.92677
2.94602,-2.76959,-0.92433,-1.04566,-0.35399,0.25733,-0.22129,2.83483
0.55913,-5.78697,-1.78773,3.21737,0.01046,-1.28463,3.35489,3.03099
-0.79066,-8.25793,-9.36292,-3.39201,-5.85212,0.11067,-0.33588,2.14745
-0.98564,-1.64110,-4.72798,-5.08425,-0.90728,4.71550,0.71271,-0.82792
0.06202,-1.68648,-3.13888,-3.11973,-1.76284,2.43523,-0.18790,1.42125
-2.12556,-2.06342,-3.55388,-0.15012,-1.21896,2.04182,-0.20491,0.12568
-0.54137,2.29172,0.36011,-5.16994,0.34548,1.99919,-0.12261,-0.72434
8.86701,-0.61597,2.19641,0.59269,0.81893,-0.06422,0.08569,-1.56334
0.53982,1.25710,3.17087,1.59781,0.71925,-3.78760,-0.86679,-2.07201
1.01963,-3.16666,-0.22126,0.98778,0.62898,-0.78532,2.06199,0.25890
1.57595,-9.20834,-1.00654,1.17970,0.01817,-0.02983,3.80339,3.76721
-0.09906,-0.88486,0.19022,-0.36422,-0.02884,0.06422,0.47616,1.81717
6.40843,2.99477,3.14541,0.22283,1.17493,-0.69664,-0.17714,0.36092
4.21731,1.22708,2.90917,0.70349,0.50637,-0.50921,-0.05343,0.42719
3.12551,0.85779,2.00541,0.16195,0.78547,-0.58161,-0.21195,0.37947
0.18210,-5.53352,-0.44726,-0.22144,-0.49290,-2.99100,2.83517,0.04389
1.46797,-0.44831,-0.12523,-0.84865,0.32727,5.94861,0.90363,0.67643
0.32585,8.59317,8.61723,-0.39961,2.00876,-0.88270,0.19277,-7.88778
-1.04861,-0.23844,-4.37448,-9.97980,-1.21280,7.22335,-0.29522,0.28452
0.38896,0.79642,-0.07841,-1.22215,0.01297,1.83245,-0.10768,-0.41807
2.24600,5.68322,7.69647,3.17861,1.42431,-1.29571,-0.17780,-1.67202
3.04555,8.61664,8.02577,2.03714,0.31330,-2.64421,0.86856,-3.69825
-4.05243,-2.45607,-5.47916,-4.86833,-2.18576,11.31096,-3.51566,1.01103
2.94505,-0.39529,-0.12180,0.76417,-0.69555,-0.06159,-1.58396,1.92281
6.83776,1.44148,2.98781,0.99707,5.72402,1.12300,-0.03062,0.50693
3.28694,-2.60336,-2.05924,-2.96291,-0.07550,-0.27790,1.36623,0.06636
-0.49777,-6.86424,-6.54115,-0.72660,-1.79318,-0.03539,3.23185,2.57017
-6.42756,-0.54692,-2.09514,-0.19495,-0.58315,2.63262,0.13888,-0.01270
-2.16834,-1.08995,-2.96434,-2.67664,-3.84206,8.55069,-4.93750,0.40388
-0.54954,0.09229,0.07713,6.40907,0.43404,-0.66620,5.55277,1.18137
8.95241,-0.16598,1.65862,2.10650,0.11831,-0.26076,-0.82339,0.46576
-0.15984,-0.06441,-0.40971,0.69025,-0.26302,-0.36868,1.64589,0.15771
-1.81602,-5.15251,-6.59201,-1.05725,-1.18846,2.36504,-0.02899,6.07010
-0.58611,-3.00559,-1.81298,4.04562,0.60905,-0.44781,6.77032,2.79250
-2.01815,-6.30675,-3.42167,-1.00161,-0.48064,-0.72063,4.72574,0.28671
0.38463,-8.07627,-5.06632,-0.00221,-0.46121,-0.13018,1.34519,3.82273
-0.94731,-7.16649,-8.98024,-0.44984,-0.87755,0.85436,1.60111,9.48731
2.08165,-3.37473,-1.12890,0.18665,-0.67177,0.05467,-1.49419,2.94952
-0.01323,-5.95832,-8.03672,-3.45289,-0.85121,8.21266,0.07083,11.56759
-0.45845,-0.01737,0.01138,0.64199,1.09399,-0.40691,-0.09231,-0.51440
0.65328,-0.57914,-0.51468,0.30672,-0.34126,0.33842,-4.17334,-0.24274
3.42566,-1.71147,-2.73742,-0.96754,-2.31147,1.71699,-0.58159,2.85924
0.63273,-2.35972,-0.64606,3.32562,-0.24945,0.02312,-0.53185,0.75529
-1.44507,1.04188,0.15430,-1.71674,0.19542,1.23624,-1.51162,-0.45308
2.92539,10.28295,6.68113,0.29482,2.43523,-0.71893,-1.29383,-2.26247
5.62341,7.82828,4.72650,3.47161,2.66591,-2.83073,-1.20144,-2.50430
3.61578,0.49788,0.76630,2.82974,-0.26681,-3.65770,-0.91094,-1.21387
-3.92893,-3.40814,-3.66355,-3.32469,-0.94423,3.73742,-0.07591,0.00116
-4.80492,-1.54633,-1.61076,-0.48952,0.18424,-0.30236,7.67489,-0.10148
3.16108,0.16868,0.01359,0.71402,-0.12435,0.32250,-1.10978,-0.18382
1.07883,-0.05805,1.73976,3.49257,3.00131,-3.50528,0.44316,-0.21237
-0.96860,4.05203,2.00467,-0.13415,0.71505,3.81223,-6.84766,-0.25190
4.45159,4.21190,7.50096,3.93060,1.54511,-1.00794,0.20443,-0.10881
-0.23069,7.76597,2.18609,0.04880,0.73047,-2.31110,-2.20954,-3.77165
-5.22596,-3.62145,-3.19809,1.19834,-0.25052,-0.82111,3.89206,1.37951
0.37523,-3.15682,-1.11754,1.34610,-0.64477,-1.00730,0.66809,6.39887
-1.68046,-1.07289,-3.45679,-1.65137,-2.10358,0.30128,-0.29245,4.84901
5.44094,-2.67912,1.14717,0.61579,0.80081,-1.93641,0.14904,-0.20412
0.83451,5.93246,4.23347,-1.97078,0.77859,-0.31502,-0.17885,-6.56035
6.57343,12.86698,12.55183,0.82861,1.60907,-5.98646,-1.30100,-7.65180
-1.82642,-7.39324,-3.11540,2.09519,-0.10287,0.21419,4.44766,4.87074
6.72532,0.09744,0.48854,3.04202,-0.28117,1.66669,-1.44419,3.14521
5.65970,10.54157,12.44488,1.90289,1.68674,-4.82996,-0.74640,-6.06111
0.30543,2.40187,2.71606,0.84453,0.01693,-1.14298,-0.49669,-2.06032
-0.01403,5.28616,4.54902,-0.07413,0.79999,1.38216,-2.32942,-8.36787
7.62512,12.14943,12.09104,3.47219,0.76969,-3.14107,-1.27064,-2.29053
7.99911,10.52190,15.85202,1.87886,1.06435,-4.35180,-0.61530,-3.89504
-0.57482,-0.18240,-1.36168,-1.42643,-0.94894,9.67284,-6.33849,-0.02969
3.25027,3.92792,0.70832,0.04862,-0.17112,-0.27999,-3.01193,-1.53662
0.19151,-1.81242,-1.91454,3.40084,-0.44494,1.65901,-0.81750,0.58618
-0.73577,-10.77486,-8.57383,3.41573,-0.32373,-0.55148,1.54633,0.31255
1.94391,0.36922,3.15097,3.01193,0.02710,0.78602,-0.06556,-0.07692
0.03069,0.01410,1.60684,-0.04913,0.41106,-0.78963,-0.67556,-2.58032
-0.09612,-5.53808,-4.42345,-1.19411,0.01654,-0.47332,1.48641,0.28839
0.97612,0.04552,1.27950,1.36859,2.31655,0.05900,-0.04927,-1.23703
0.31805,2.24850,1.18022,2.45024,1.43124,-0.87456,1.62691,-1.10563
-0.18254,-2.32276,-3.66033,-1.32610,-0.19384,0.41073,0.46102,3.19934
-1.58439,-0.79674,-1.24986,1.29558,0.24082,-1.47046,0.33743,2.54133
-0.35875,-3.56803,-0.74968,6.31395,-1.15726,-0.82556,-0.03394,0.68527
1.17461,-1.65901,1.47404,11.75134,2.38161,-0.37102,0.58100,1.18955
0.09136,-0.61891,0.39203,2.70875,0.16849,-0.06594,-0.42282,-0.09693
-7.67349,-3.58014,-2.08651,-0.81143,0.09345,0.12542,-0.67684,0.54254
-0.71214,-4.27860,-2.05292,-1.95608,-0.25238,-1.78542,4.78320,0.28717
-0.39861,-4.13876,-5.18038,-7.98821,-0.39626,0.28575,5.80915,1.78903
0.91437,2.91073,3.37031,6.40026,-0.02751,-2.95098,-0.46444,-3.82852
0.99010,1.62294,0.48192,0.89151,1.52681,-0.38301,2.06742,-0.05134
12.46925,0.26081,2.76041,4.04936,0.64297,-5.00545,0.23318,-0.08695
-0.14741,0.09222,0.43816,2.62536,3.47454,-1.63116,2.48902,1.25585
-2.19297,-8.83538,-2.09904,1.34835,-0.09171,-0.07667,2.33589,1.06708
3.24005,1.31591,0.81835,0.05902,0.53727,-0.84121,-3.15831,-1.97224
1.26009,-1.90744,-3.58300,-2.37745,-1.00972,0.49640,0.51031,4.51156
5.69936,-4.51937,-5.84515,-2.68018,-0.58400,0.44004,0.30977,3.89155
-0.09448,16.85944,16.66130,-0.75476,1.11171,-0.24818,-4.65163,-3.31107
0.08413,1.75880,5.25669,0.07550,1.15587,-6.63819,0.15887,-6.41163
0.14693,4.78714,1.15171,-8.12865,0.33811,4.30796,-1.75182,-2.00520
3.92096,-0.63046,0.28320,-0.85121,-2.87015,-1.52296,-1.14179,-0.13958
0.37397,-4.80505,-0.34695,2.81961,3.40355,0.13027,1.92926,1.79903
0.45702,-0.40900,0.46649,3.07379,-0.93709,-4.31498,0.05461,0.16532
-1.92166,-7.99184,-9.87412,-1.76767,-2.29016,2.76124,0.49569,1.18046
2.42468,10.53444,5.70461,0.15170,-1.08480,-2.81325,-5.00309,-2.70335
-1.97223,-1.34838,-1.84375,-0.01566,-0.59380,-2.09855,10.19168,1.41737
0.01260,-0.01145,-0.60524,0.19252,0.41883,-0.21024,0.08244,0.81805
0.17507,-3.36945,-0.06680,7.93865,0.77309,-1.26195,1.35399,0.77631
0.23873,-0.08476,-0.10480,-1.45770,0.07658,1.06058,0.28890,-0.50268
-2.22412,-2.46504,-8.55664,-3.41418,-1.71481,0.58543,0.03507,1.50815
4.82299,-0.73989,3.29211,0.62219,1.03966,-0.75904,-0.56719,-0.00379
6.46214,0.61836,0.42474,3.24629,1.63116,4.50675,-0.58932,-0.36733
0.05314,-9.48677,-5.35114,-0.19701,-1.10274,0.48818,1.04569,6.01089
2.09917,3.44582,1.93688,0.99171,-0.07957,-0.98078,-0.17038,-1.39384
8.99182,-1.71455,0.15562,0.54696,0.09796,0.77776,0.42020,5.99859
-3.22203,-7.11556,-5.78302,-3.13440,-0.21853,-0.28851,8.11744,0.66497
-8.92142,-3.16022,-9.74220,-3.79450,-0.36590,-0.13701,6.20647,0.18138
-4.24248,-2.86923,-10.15744,-12.19088,-1.40237,12.45696,-0.09228,6.76999
-0.20909,-0.76859,-1.11346,0.11536,-1.53994,0.16413,-1.30662,1.95186
0.52463,-4.56571,-4.14647,-0.81933,-1.22772,-0.15896,0.39282,4.92260
-0.65454,-3.11121,-0.08788,3.17593,0.59042,-0.10310,2.49562,0.67121
2.14431,-0.50791,1.39558,9.87378,0.63138,-2.90282,0.04802,0.84595
3.09508,0.58365,0.98414,1.88416,1.34125,-2.55647,1.86807,0.32899
1.81298,0.62624,0.00967,-2.36260,-0.20795,10.98131,0.33576,4.04284
-0.07686,-2.70055,-5.75154,-2.52305,-0.57727,2.22122,-1.51892,3.20836
-0.37294,1.85549,-0.76332,0.44308,0.10899,-0.03663,0.66619,0.00300
-0.88171,-4.62864,-6.87786,-2.42173,-0.16347,7.44628,1.70216,3.16508
1.44255,-0.85792,-2.76364,-0.63553,-2.16954,4.88564,0.36178,1.15076
-0.34360,-8.26503,-10.60021,-6.09645,-1.66330,2.25880,0.40272,5.76121
0.55701,-0.26005,-2.27206,-1.76701,-0.29491,-2.32656,0.57160,0.03457
0.00697,-0.36192,-4.77254,-2.24263,-1.12851,1.54680,-1.00349,0.05813
-2.30057,2.09879,-3.45651,-4.49402,-1.55296,8.21980,-2.93354,-0.08413
