Cancer_1,Paracancer_1,Normal_1,Cancer_2,Paracancer_2,Normal_2,Cancer_3,Paracancer_3,Normal_3,Cancer_4,Paracancer_4,Normal_4,Cancer_5,Paracancer_5,Normal_5,Cancer_6,Paracancer_6,Normal_6,Cancer_7,Paracancer_7,Normal_7,Cancer_8,Paracancer_8,Normal_8,Cancer_9,Paracancer_9,Normal_9,Cancer_10,Paracancer_10,Normal_10,Cancer_11,Paracancer_11,Normal_11,Cancer_12,Paracancer_12,Normal_12,Paracancer_13,Normal_13,Cancer_14,Paracancer_14,Cancer_15,Paracancer_15,Normal_15,Cancer_16,Paracancer_16,Normal_16,Cancer_17,Paracancer_17,Normal_17,Cancer_18,Paracancer_18,Normal_18
0,11149.4,19865.5,11197.6,39052,17753.8,8644.5,5940.97,14540.9,9107.22,0,10779.2,8882.85,0,17374.8,48595.4,0,0,26470.7,26613.9,0,8452.79,0,9530.52,18607.8,0,24302.9,8374.29,12098.6,8810.15,20449.2,12478.5,17717.5,27445.7,24348.7,36434.6,27901.1,21201.4,15101.5,10717.1,0,0,24533.6,11171.7,0,12848.6,15269.7,13823.8,0,13440,0,7478.1
0,0,0,0,0,0,1269.84,0,0,1874.28,0,0,0,0,905.304,3023.04,0,0,0,0,0,1845.08,0,0,0,0,0,0,0,0,1140.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
944.243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12300.6,0,3362.62,0,0,0,7923.95,0,0,6587.82,0,7013.62,0,0,0,0,0,0,9964.9,0,0,8121.95,0,0,0,0,0,7929.98,0,0,9955.23,12387.9,0,11643.4,7835.54,0,0,0,8506.69,0,12781.8,0,0,10302.7,0,0,0,10822.6,0,8142.27,14670.7,0
11109.6,8205.44,0,71147.1,48114.2,0,13672.7,0,0,13177,0,12473.9,12690.8,0,0,0,0,0,9281.17,14526.1,0,24273.2,0,0,0,0,0,8907.7,0,0,11373.8,0,0,17140.5,0,0,0,0,18849.7,13340.3,45600.2,0,0,28468.6,0,24707.9,0,0,0,32434.5,0,20700.6
0,9097.01,0,0,0,0,1948.15,35848.4,0,0,0,0,0,0,5533.49,0,28287.2,0,0,0,0,0,0,7179.62,0,0,0,0,19043.3,0,0,0,0,26174,0,0,0,10502.5,0,0,0,0,0,4067,0,0,0,0,0,0,79421.2,0
0,0,0,0,0,19172.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,898091,0,0,644062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2972.77,0,0,2522.53,0,0,955.672,0,0,1765.77,0,0,1984.54,0,0,0,0,0,0,0,0,0,0,0,4514.82,0,1866.88,0,0,0,4021.17,1612.53,0,0,1808.05,0,0,0,2272.33,0,0,0,0,2042.12,0,0,0,0,0,3777.73,0,0
0,0,0,5019.67,0,0,3154.54,0,0,2923.71,0,0,3394.77,0,0,0,0,0,2777.71,0,0,6382.72,0,0,5057.2,0,0,3038.85,3799.86,0,3240.74,4403.74,0,0,6055.31,0,0,0,2355.62,0,0,0,0,4141.71,0,0,2154.87,5436.89,0,2003.53,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1654.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9120.74,2241.39,0,8375.46,0,0,8511.58,2033.61,0,6024.26,4147.11,4387.01,9753.04,0,0,32070.5,0,7409.07,5518.41,0,0,18883.2,0,0,19227.8,0,0,7737.89,12883.2,8167.64,15171.8,4458.4,0,2959.95,4799.23,2638.6,0,0,9933.72,0,7190.75,8043.91,0,11199.9,10034.6,0,2592.66,0,0,9333.13,0,0
0,0,0,0,0,35134.7,0,0,0,0,0,17064.4,0,0,0,0,0,0,2597.17,14229.2,0,0,0,0,0,0,0,0,0,0,14005.5,17152.4,0,0,4721.9,0,0,0,0,0,0,0,0,0,0,48466.4,0,0,0,0,0,0
38863.9,61752.5,1753.98,0,0,2312.01,2577.03,0,0,1629.6,0,31040.8,9478.26,0,0,0,0,0,3712.75,0,0,7182.96,0,0,86830.5,0,0,7060.6,0,0,31470.2,5145.19,5416.04,3779.69,2969.82,0,3626.77,0,56390.7,0,0,0,0,2604.36,0,5263.28,5076.02,0,0,36691.9,2936.75,0
7408.9,10508.4,24814.1,17654.9,0,13771.2,4920.48,0,0,7484.7,0,25787.7,36603.3,0,24173.4,0,0,0,20740.1,63287.7,56284,0,0,0,0,0,13877.4,25934.5,7201.17,0,19987.2,29071.9,29623.7,9564.84,15892.5,35343.7,15578.5,25047.8,11444,5774.44,0,0,30521.6,5688.88,0,23628.3,23753.1,13043.2,25458.4,5605.34,0,12601.6
0,0,0,0,0,0,21505.3,26976.7,0,14549.4,15961.6,13949.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18342.1,0,0,0,0,0,0,0,10866.8,0,0
6108.06,3148.77,1275.33,8728.02,76416.2,0,5846.05,4177.22,4830.06,3247.47,5730.44,0,3508.22,0,2187.98,0,0,13488.1,8997.88,0,1368.73,4212.55,3179.43,4186.24,21926.6,0,10808.1,1768.24,3706.9,5234.79,5008.87,3086.77,5899.64,7808.57,8483.8,13365.6,0,2348.34,3666.59,1697.66,2263.02,7225.41,6294.35,3540.39,2557.45,6781.08,5680.08,0,0,5084.12,0,1029.49
1769.82,0,0,10711.3,21713.8,0,4082.27,0,0,3339.32,0,0,7869.94,0,0,0,0,0,4453.99,0,0,2472.77,0,0,17156.6,0,0,13335,30528.4,0,4630.04,18428.2,34006.6,4590.01,7352.33,0,25586.4,0,7087.14,0,0,0,0,2417.27,0,35142.9,0,17818.2,0,4779.76,0,0
6743.13,10403.7,12861.2,22460.7,8351.58,32261.2,9876.71,12904.4,0,13556,0,12511,14537,0,17447.5,0,0,0,13040.2,23741.1,18356.2,13616.7,0,20002.9,45453.7,0,35038.5,6652.58,13161,8289.13,11865.2,15709.3,35469.3,14069.5,18005.8,60644.8,26434.1,19660.9,14775.7,16840.5,4872.71,0,15041.2,13281.7,0,23981.1,16658.2,0,24786.9,9184.47,0,9764.01
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3910.4,15072.8,0,9843.07,10329.5,0,0,0,0,0,0,0,0,0,0,0,0,14091.8,0,5461.51,0,0
0,49153.7,104857,0,0,0,2906.36,0,0,9168.35,0,3583.28,0,0,0,0,0,0,4206.59,0,0,2999.2,0,0,0,0,0,3094.9,0,0,5632.26,4401.95,0,4391.17,5086.6,0,0,0,14012.2,40922.1,0,0,0,0,0,0,37873,0,46251.7,0,0,0
11681.5,0,0,24387.1,0,2707.04,12387.8,0,0,11744.8,0,6209.69,5240.4,0,0,0,0,0,22634.2,0,0,0,0,0,0,0,0,5233.42,0,1225.25,19775.1,7087.91,0,5641.46,9565.43,0,11855,0,13269,0,0,0,0,9511.19,0,6417.06,7246.1,0,0,5342.99,0,0
9855.78,0,0,0,0,0,8635.23,0,0,0,0,0,24872.3,0,0,333335,0,0,17812.1,0,0,0,0,0,0,0,0,87427,0,0,0,0,0,0,0,0,0,0,17615.2,0,0,0,0,4272.69,0,0,0,0,0,4761.44,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4966.68,0,0,0,0,0,0,0,0,0,0,0,32505.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1165.88,1748.62,0,0,0,0,0,0,0,0,4256.89,0,0,184854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1241.87,0,0,2617.35,0,0,0,0,0,6189.28,1601.79,0,0,0,0,0,0,0,0
42688.6,34325.3,0,2930.25,0,0,10158.2,9119.91,0,8014.33,0,0,6554.1,0,0,0,0,0,19239.6,0,0,12721.1,4280.96,2155.77,868.814,1258.19,4952.64,2908.29,0,1299.56,23609.3,4943.22,4215.09,8271.51,4287.64,0,0,816.453,6594.79,0,59387.7,5744.61,0,29416.5,3380.78,0,0,1560.48,0,29200.3,0,0
7720.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3560.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8831.28,0,0,0,0,0,15951.8,10166.9,0,7397.78,0,0,9506.08,0,0,0,0,0,5925.74,0,0,0,0,0,0,0,0,5252.24,0,0,4868.42,0,0,9363.97,12528.2,0,0,0,13711.9,0,0,0,0,11673.3,0,0,0,0,0,5667.36,0,0
17100,13507.1,11593,53648.8,0,17247.6,20676.1,12088.6,0,25540.8,8596.72,10249.8,26945.8,9706.56,23491.3,61194.8,0,0,27664.4,22414.8,31900.2,23357.4,0,5189.23,67370.7,14319.8,64346.8,24585.7,16482.7,10093.4,29367.5,22162,29735.1,33153.6,30145.2,80269,47213.5,16911.1,27903.1,14817.5,55727.5,31955,18452.4,30185.4,0,19179.3,38563.5,22411.2,33411,22293.9,13027.4,15972
8524.04,13472.8,10740.5,12454.8,0,18830.2,5888.23,7404.7,0,7139.24,0,0,18903.3,0,19563.5,0,0,0,15254,15816.1,0,9024.34,12339.2,0,26326.9,0,18975.9,7586.43,13527,0,9806.14,8543.52,16093.7,20189.1,19740.4,0,23786.8,5724.81,12096.6,0,24140.9,16213,23330.7,10607.8,0,0,23284.2,26545.6,0,4967.74,0,0
0,92378.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,801.052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6490.33,5965.38,0,0,0,19144.2,0,0,0,1413.57,0,15998.6,5584.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8416.68,0,0,8848.71,0,0,0,0,0,0,7441,0,0,0,0,14830.4,8279.5,0,0,0,5613.24,0,0
0,0,0,97621.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3536.98,0,0,11629.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,7975.46,96212.9,0,0,0,0,3207.38,0,0,0,0,0,0,0,3123.25,3616.62,21313.8,15850.2,7921.79,0,0,0,0,2792.94,5410.43,0,0,0,466.422,0,18090.3,9108.09,0,18582.7,0,10231.2,0,7770.47,5401.08,0,6876.46,3042.01,0,21907.4,4078.68,0,0,0,0
0,8374.59,9703.53,0,0,26662.4,0,0,0,0,0,8961.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22516.9,0,0,0,0,0,4645.42,0,0,0,0,0,0,0,0,0,0,3989.28,0,0,6915.77,0,0,0
3459.1,0,0,6812.6,0,0,0,0,0,2758.59,0,0,0,0,0,0,0,0,2285.91,0,0,28950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4418.91,0,0,0,0,0,0,0,4257.26,0,0,1411.5,0,0
15804.6,24345.1,14206.9,45080.9,0,26708.6,9013.49,11409,0,8319,0,17384.3,19814.7,0,21561.4,0,0,0,13386,26133.4,24314.7,9248.7,0,0,0,19517.8,0,23918.2,43758.7,5620.71,11411,21596.2,55800.1,10534.5,14948.9,0,16249.5,32229.3,9669.23,22122.4,0,15928.4,0,15187.6,0,29092.5,24922,29941.9,0,13894.8,0,21368.7
25676.6,17989.2,16449,30210.2,18734,18504.2,9752.99,21179.5,15797.9,11947.3,11154.6,22725.9,17225.5,0,21386,127480,49205.4,0,14508.4,24381.9,21373.2,18837.5,24768.9,24684.8,31309.2,6427.06,36546.1,20493.2,33289.5,16122.8,29356.7,23035.7,25300.1,11414.1,15259.4,93316.1,27024.6,19261.4,13208.2,22014.5,27166.5,16126.1,15491,16069.3,0,18095.7,31275.7,14160.3,22132.9,24829.5,0,38412.7
0,0,0,16611.6,0,0,1576.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3319.15,0,0,0,0,0,4370.79,14036.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7685.43,150626,0,0,0,0,12018.2,0,0,14117.2,0,0,8215.46,123437,0,0,0,0,15749.4,0,24204.5,0,41144.3,45859.1,0,0,0,0,270479,0,0,6310.05,0,0,3266.06,0,0,0,0,0,0,0,0,9101,0,0,0,0,0,10418,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32616.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10873.8,0,1864.64,14090.6,0,5306.54,3567.72,6235.68,0,8482.6,0,4354.7,5684.96,0,0,37725.4,0,0,9421.76,0,0,3904.03,0,0,0,0,0,6185.18,6180.08,0,7213.93,0,0,16580.1,7889.96,0,0,0,7088.26,0,0,0,0,4687.24,0,6277.26,0,0,0,3191.21,0,0
17027.2,31614.9,30700.2,10922.4,44418,31098,6554.29,28615.1,46456.4,8113.99,57467.6,37066.6,4847.52,34405.1,7125.97,0,11535.9,286702,8060.52,20565.5,0,10520.5,53842.7,21752.5,14565.7,0,0,12982.1,18361.7,22584.1,2423.56,26574.2,27692.9,7662.7,10702.2,32376.2,0,22591.3,13128.8,42366.5,12207.9,32041.3,19387.8,18463.5,104494,13454.8,15316.6,23946.5,7756.32,11378.1,42761.1,17285.8
2543,0,0,0,0,0,3429.03,0,0,5371.35,0,0,2314.84,0,0,0,0,0,4366.1,0,0,0,0,0,13528.5,14633.9,0,5395.88,0,0,5886.93,0,0,9996.43,0,0,11210.5,0,7630.1,0,17144.5,0,0,6085.57,0,11206.8,0,0,0,6018.1,0,0
1868.58,269512,0,10604.3,0,159877,4970.23,0,0,12596.1,0,0,18463.6,0,0,0,0,0,4023.99,0,0,10556.6,0,0,13253.9,11406.9,0,6779.28,1385.29,0,3515.19,2411.55,8444.74,4782.79,10708.9,0,31089.3,3336.91,11850.4,0,0,0,0,5855.2,0,2600.31,11260,0,0,2328.26,0,0
2623.42,0,0,19370.8,0,0,3763.51,6208.75,0,6539.41,0,0,11299.3,0,0,0,0,0,6936.11,0,0,5897.69,0,0,17405,23961,0,5105.44,0,0,5824.88,0,35763.9,8062.25,9637.79,0,15132.8,0,7960.09,0,0,0,0,0,0,0,17765.2,0,0,4944.65,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,54139.1,0,0,0,0,11964.7,0,0,0,0,0,0,67255.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11423.7,0,8536.64,9259.68,0,8279,5434.4,0,0,7393.08,0,10230.1,11320.2,0,4387.82,10539.2,0,0,12572.9,9812.28,8306.92,6625.28,0,0,17270.8,0,12718.3,13478.5,6989.7,0,11682,5348.63,13044.9,14009.5,20960.9,16277.3,0,0,6817.19,0,8541.47,0,11041.2,6664.8,0,40441.2,12421.6,0,0,15397.2,0,0
45890.2,46326,78543.5,28915.6,40127,112549,42173.5,70159.3,79141,29434.1,48810.8,53394.8,37741.9,152694,64883.3,99357.7,284478,347811,10673.2,0,0,42465.5,36187.8,79259.5,20970,37993.7,0,24359.4,67616.4,77691.1,14957.5,21438.6,87485.6,132223,35601.1,0,18333,58787.1,33920.6,65472.1,87494.6,43188,33275.3,20434.9,39600.6,95940.8,52351.9,42363.5,46828.5,0,53175.4,53801.9
3441.64,0,2959.2,0,9847.54,2473.98,0,0,0,0,0,3595.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2254.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,2444.72,0,0,1157.03,0,0,0,0,0,0,0,0,0,0,0,7068.01,0,0,15546.5,0,0,0,0,0,0,2400.21,0,0,0,0,11727.6,0,0,0,1973.16,2372.36,0,3063.55,0,0,0,0,0,1606.82,0,0
13610.6,9444.28,8046.72,11301.6,0,3301.01,17268.9,16862.2,10841.9,12217.5,12179.1,9506.19,11608,7737.49,11614.5,16498.2,0,0,20491.8,0,10095.6,15815.2,13136,11963.6,180655,17632.7,0,6719.47,10155.7,5460.91,14170.6,9674.32,0,12829.9,10865.8,27682.3,22995.4,0,19096.8,0,41507.6,0,6545.85,15752.5,0,9183.28,22218.2,0,0,6704.47,0,0
5813.94,0,11570.8,0,0,0,11117.2,0,0,0,6490.95,0,0,0,0,0,0,0,7162.63,0,0,0,38835.9,24088.8,0,0,0,0,0,0,5218.22,5533.94,0,14073.5,30826.5,0,0,0,0,8303.49,0,24403.1,0,12115.3,16315.4,0,12275.1,35689.1,26468.4,0,0,0
0,0,0,0,0,421.629,219.061,2819.4,0,502.034,0,2046.84,5624.88,0,0,14836.8,0,0,8446.25,467.07,0,2927.86,0,0,0,0,0,1723.01,0,0,6212.32,3638.91,430.729,3264.93,8860.51,7268.33,0,0,5558.92,0,0,0,1843.6,1087.25,0,1522.02,8689.3,0,5109.87,2168.51,0,2138.91
32489.9,20537.3,26462.2,11388.1,60432.4,13007.2,16821.3,36527,0,16246.9,44971.3,18782.6,25269.7,44556.5,33347.3,45851.1,0,0,14332.5,0,0,18650.2,55285,36151.7,16545.6,24087.9,0,11334,12511.8,18188.1,13065.2,11751.3,0,55930.1,15150.2,28318,28621.9,0,23282.5,49478.1,47607.4,35064.6,14092.2,24565.4,48212.3,20447.1,0,0,0,12820.5,19622,15269.7
7063.43,0,0,27817.6,0,0,5875.22,0,0,4788.83,0,0,5404.1,0,0,0,0,0,11140.9,0,0,6109.34,0,0,18095,0,6459.55,6617.67,0,0,15151.6,6874.14,11731.2,9651.02,7467.61,10562.1,65384.9,0,5373.86,0,19104.7,4260.29,0,3631.65,0,0,9985.03,0,0,10644,0,0
17003.3,90190.7,140823,0,24594.1,62220.2,0,0,72300,0,17539.9,54167.8,37068,109028,63898.2,51472.8,223914,133618,0,10500.1,21077.5,0,0,0,0,0,0,27019.6,66791.8,31829.4,0,0,17566.3,0,0,0,21882.4,0,8030.13,32527.2,0,0,17317.4,0,0,61221.4,0,30375.1,54121.2,0,104998,126646
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,627.286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5811.72,0,0,0,0,0,6645.58,4988.3,0,2081.75,0,3070.41,3659.73,0,0,3895.7,0,0,12962.1,0,0,4841.44,0,0,0,0,0,3557.35,1826.56,0,18909.4,8504.03,2209.44,0,5943.77,0,10864.7,0,0,0,2427.82,0,0,6645.21,0,10936.8,13107.9,0,0,9132.06,0,8276.4
14782.8,59302.6,89836.9,0,81868,62694.6,3779.21,38039.4,34847.7,0,36904.6,65933.4,0,147188,38146.6,19013.1,132629,160669,5530.07,47697.8,50185.4,0,43604.5,49103.9,0,58066.1,0,10071.7,25800.7,80263.5,4763.8,15412.8,12989.2,3446.82,0,0,0,22494.4,4779.25,26951.2,9541,28557.9,24562.5,0,120669,33267.6,0,21160.7,33890.9,8457.8,276513,26620.7
0,0,4996.78,0,0,15528.4,0,0,0,0,0,10316.1,0,0,0,0,0,0,0,14569,0,0,0,0,0,0,0,5794.19,0,0,0,5582.63,0,0,0,0,0,0,2011.89,0,0,0,11917.4,0,0,8715.53,5691.59,0,15963.9,0,0,0
3969.25,0,0,0,0,0,3419.47,1912.21,0,0,0,0,9904.28,19719.8,5427.62,0,0,0,2103.21,0,0,0,0,0,0,0,0,636.15,9701.1,4207.97,0,268.289,0,0,0,0,0,0,0,7343.5,0,0,0,1440.11,0,0,0,3958.06,0,9413.14,0,4480.84
10247.2,0,0,0,0,0,4348.77,0,0,57797.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18600.7,0,0,0,0,0,0,2140.24,0,0,13064.6,0,0,0,0,0,12616.6,0,0,0,0,0,0,0,0
2532.17,0,0,0,0,0,384.151,0,0,1359.24,0,0,601.956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2753.84,0,0,821.252,603.626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2736.66,0,0
6592.69,0,0,0,0,0,4040.41,0,0,0,0,0,0,0,0,0,0,0,7904.87,0,0,4233.44,0,0,0,0,0,12120.6,0,0,12242.2,0,0,0,5760.34,0,0,0,0,0,0,0,0,6577.19,0,0,0,0,0,10783.2,0,0
7556.2,5729.66,6326.74,5813.62,0,13986.6,1560.18,5068.52,0,0,0,5457.5,9813.26,11108.6,6982.65,17039.5,0,34920.8,0,9642.77,12870.6,4767.57,0,1744.76,7805.75,2767.01,8192.12,4677,9456.49,7110.32,7582.98,11011.8,5716.85,5155.35,11579.9,22997.9,5518.39,12283,5332.86,2775.13,0,27048.8,14627.3,3188.12,0,0,8279.94,27366.4,11847.2,5429.82,0,12424.6
2652.33,0,0,0,0,0,16133.9,10379.9,0,0,0,0,14113.2,0,0,0,0,0,5262.64,0,0,35253.8,0,0,23400.8,0,0,8423.69,0,0,10642.6,5143.42,15432.2,0,0,46037.1,0,0,9955.74,0,0,0,0,0,0,0,0,0,0,6158.48,0,0
0,0,0,34334.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12057.6,8031.52,11403.4,0,0,0,16467.3,0,8002.23,8968.23,0,0,1214.2,0,0,0,0,0,12449.1,0,0,9389.2,0,0,42108.8,0,0,9056.75,0,10971.4,24149.9,0,0,10194.2,0,0,0,0,7294.61,0,32553.1,0,0,12216,0,0,0,0,0,10111.7,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,576.356,0,0,0,0,0,0,0,0,1803.02,0,0,0,0,0,6349.38,7207.68,0,0,0,2307.69,0,0,0,0,0,0,0,0,0,0,0,0,0
5055.06,0,10535.1,19032.2,0,0,8705.45,0,0,12023.8,0,0,23994.9,0,0,69138.7,0,0,24783.8,20141.8,28286.6,9395.48,0,0,26981.9,0,0,27275.4,0,2252.19,20749.2,8911.89,0,28502.5,29304.1,46034.2,30292.3,0,19587.1,0,3722.56,0,22284.4,8056.68,0,6643.21,18372.9,6883.38,8689.23,45415.4,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20804.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17124.5,12981.4,16961.9,418.569,21979.7,23771.9,9786.64,12383.8,44451.2,10779.5,18666.3,21134,13487.4,0,22205.2,26077.4,39184.5,46612.4,8828.45,29436.5,45348.9,23810.1,27129.8,23270,0,24117.4,0,9021.38,18015.5,9584.92,19011.2,17424.5,20746,19706.5,16682.6,19175,15645.1,21506.8,10177.1,28248.5,36327.8,47775.5,27144.2,13309.3,37054.5,23066,23875.7,23031.3,36963.4,16994.3,25750.9,28029.6
69161.8,191503,83882.1,0,515790,163962,62962,194037,150630,91125.4,171486,137038,64186.3,229978,111283,39024.1,58034.2,77880.8,63009.9,148442,127288,49089.5,199282,168157,112492,125394,203103,75713.7,82000.5,251138,84592.4,56599.2,131361,70641.9,86428.4,177149,95274,80584,67276.8,157318,179724,167607,191127,119221,183241,121349,97867.6,97808.3,147193,71827,119058,115587
26685.8,824.686,0,13402.1,0,0,12252.7,0,0,1174.94,0,0,1021.26,0,0,0,0,0,1904.62,0,0,10979.4,0,0,29560.4,0,0,0,0,0,12414,0,0,6526.92,0,0,0,0,4217.87,0,0,0,0,4299.17,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5144.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12293,39723.9,26177.3,29241.5,47161.4,25466.4,19760.1,15357.3,25358.5,27041.5,40119.7,17751.8,19960.2,0,20084.7,51017.7,0,0,23548.3,21916.2,55195.5,13564.1,71925,20985.4,61858.1,0,0,22424.2,27545.8,19104.4,27594.5,23719.2,28110.5,38203,35927,0,0,12391.7,24478.1,15216.2,51256,40253.3,55256.4,24185.1,7997.36,17213.4,45855.1,41179.2,35791.8,18314.4,0,25940.6
15085.2,9301.2,0,0,0,0,12081.5,10981.6,0,7889.5,0,0,0,0,52844.2,22547.7,0,0,12859.8,0,0,10227,9892.03,0,0,0,0,7927.13,0,0,8960.63,0,0,0,8991.47,0,0,0,8107.05,0,14297.2,9290.55,0,11427.1,0,0,0,0,0,9533.31,0,0
0,0,6164.21,23327.6,0,28137.9,0,0,0,4230.81,0,13971.9,19148.4,0,8911.76,0,0,0,0,0,0,0,0,0,0,0,0,0,12086.4,0,2232.44,3146.35,14875.6,7134.58,5705.75,0,16755.6,0,5889.86,13586.7,0,0,0,1915.57,0,16380.1,16254.6,4508.01,0,209.279,0,0
39136.5,32854.9,69266.3,134122,7280.56,144861,20204.3,36690.4,37949.1,42788.3,20438.8,110594,66829.8,55756.5,76500.9,140261,101926,34344.8,12987.6,84513.9,148512,28833.6,17458.4,56976.2,79656.4,62257.5,78600.4,40846.7,41500.8,17037.1,18676.4,23971.2,91662.4,23256.6,24168.3,127968,60229.7,44632.4,42296.4,37188.5,11290.9,7112.63,55535.3,29263.5,13734.2,83104.8,73367.6,25810.7,83915.9,41993.7,28881.3,40904.4
0,11464.3,18658.4,0,16029.1,51216.2,0,0,6525.89,0,0,32822.4,0,0,1728.78,0,0,0,0,26244.1,11888.7,0,0,0,0,0,0,0,0,7163.66,0,6599.33,15731,0,0,0,0,4114.92,0,16139.4,0,0,35683.6,0,0,28560.6,0,18084.2,10343.2,0,14497.8,10583.2
0,0,8414.67,0,0,0,0,0,0,0,0,0,0,0,4721.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10722.3
6338.89,0,0,12826.6,0,0,8443.37,0,0,6334.87,0,0,4952.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9263.38,0,0,6438.53,9156.87,0,6109.72,0,0,0,0,5888.21,0,0,0,0,8049.8,0,0,0,0,0,10663.3,0,0
23387.9,0,14825.7,0,0,22346.9,15570,0,0,17182.9,0,0,0,0,0,0,0,0,42291.7,0,0,0,0,0,0,0,0,40710,36847.9,0,25996.4,0,0,0,0,0,0,0,0,0,0,0,8897.22,13454.8,0,0,0,0,0,45109.1,0,9401.71
12349.9,23897.4,15370.5,33881.5,0,0,8076.81,23214.3,37530.6,10599.1,69851.5,18036.8,19926.8,89824.4,33637.5,0,55078.4,8466.6,16419.2,30689.5,48296.4,9187.52,27508.3,29727,50485.7,105358,107551,3240.46,22613.8,21916.6,7142.31,10850.4,16632.9,19798,14357.5,37211.4,27472.2,54496.8,6595.47,31929.5,15653.2,0,32403.2,8272.88,15209.7,22679.6,17763.6,26644,38306.7,0,0,37801.6
