Cancer_1,Paracancer_1,Normal_1,Cancer_2,Paracancer_2,Normal_2,Cancer_3,Paracancer_3,Normal_3,Cancer_4,Paracancer_4,Normal_4,Cancer_5,Paracancer_5,Normal_5,Cancer_6,Paracancer_6,Normal_6,Cancer_7,Paracancer_7,Normal_7,Cancer_8,Paracancer_8,Normal_8,Cancer_9,Paracancer_9,Normal_9,Cancer_10,Paracancer_10,Normal_10,Cancer_11,Paracancer_11,Normal_11,Cancer_12,Paracancer_12,Normal_12,Paracancer_13,Normal_13,Cancer_14,Paracancer_14,Cancer_15,Paracancer_15,Normal_15,Cancer_16,Paracancer_16,Normal_16,Cancer_17,Paracancer_17,Normal_17,Cancer_18,Paracancer_18,Normal_18
0,0,0,0,14497.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2315.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,250139,0,11946.8,0,0,0,8097.86,0,0,0,0,0,0,0,6471.5,0,0,0,0,0,0,0,0,14532.7,0,0,10908.5,9559.04,0,0,0,0,0,0,7560.14,0,0,0,0,11338.9,0,0,12012.4,0,0,22547.7,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1815.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,443.352,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13432.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1970.7,8004.13,0,0
292.115,0,0,1086.07,0,0,612.58,0,0,778.063,0,0,950.739,0,0,0,0,0,3184.78,0,0,2693.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1925.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1842.88,0,0,0,0,0,0,0,0,575.531,0,0
49192.7,31060.6,38310.9,31931,74732.8,42561.4,41892.5,34289.2,34785.6,24668.5,31935.8,45806,31301,57235.2,23915.9,39974,42452.3,47970.9,21908.2,32399.9,32215.8,19057.9,40435,38604.5,20978.2,21458.5,48937.4,22133.7,42368.8,40334.5,30375.8,26770.5,30922.5,44409.7,32675.7,25513,34721.7,30314.8,28523.7,35294.9,48201.1,32241.7,33019,38262.5,24762.5,41108.7,41759,33729.9,39972.9,39385.5,8796.58,44891
5558.32,0,2556.12,31303.2,0,0,3945.2,4717.76,0,2434.49,0,0,7512.04,0,0,8046.74,0,0,7058.47,0,0,30497.4,0,0,34712.7,0,18281.3,4135.39,6295.9,1821.23,2744.37,3797.88,7790.23,5823.9,7407.64,28525.2,0,0,9936.96,3283.84,5987.45,0,0,4686.92,0,0,24901.1,0,0,10194.4,0,0
4724.08,0,0,0,0,0,3331.39,0,0,2429.1,0,0,3189.46,0,0,0,0,0,4849.94,0,0,3955.39,0,0,0,0,0,0,0,0,9283.01,6060.61,0,5186.05,5962.35,0,0,0,4877.56,0,0,0,0,6652.48,0,0,2506.49,0,0,8034.13,0,0
542.391,0,0,0,0,3251.85,974.717,0,0,2069.63,5723.11,0,1102.73,0,0,0,0,0,0,0,0,981.81,0,0,0,8798.45,0,0,4635.11,3294.39,0,930.92,2485.05,0,451.919,0,9104.3,3387.79,1464.42,8452.56,0,0,6754.23,1193.64,0,2107.82,861.155,1581.82,0,0,0,0
7474,0,0,0,0,0,6845.52,0,0,0,0,0,0,0,0,0,0,0,7476.45,0,0,10961.4,0,0,0,0,0,6530.03,0,0,13324.3,5944.54,0,0,0,0,0,0,10037,0,16834.6,0,0,6671.84,0,0,0,0,0,63294.4,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,737.924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2514.18,0,0,0,0,0,723.056,0,0,0,0,0,0,0,0,0,0,0,622.701,0,0,2221.34,0,0,0,0,0,2397.92,0,0,1963.24,1559.07,0,848.669,1944.94,2881.36,0,0,1344.01,0,2009.17,0,0,662.774,0,0,0,0,0,1003.35,0,0
847.154,0,0,11387,0,0,3727.78,0,0,3128.51,0,0,5533.75,0,0,0,0,0,10484.3,0,0,4930.99,0,0,43150,0,7613.87,4008.59,1303.25,0,9689.1,1328.6,3334.95,6924.15,5076.35,20157.6,0,0,4761.21,0,3702.16,0,0,3729.83,0,0,10010.2,0,0,6025.77,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1285.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1795.67,0,0,0,0,0,0,0,0,1311.49,0,0,1896.59,720.277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3058.61,0,0
6687.9,0,0,14782.9,0,5626.32,4365.36,0,0,3704.06,0,5111.06,15594.2,0,3593.65,7352.67,0,0,7299.46,0,0,9010.28,0,0,15926.1,0,0,8924.98,7744.09,0,16181.1,10895.7,21315.8,7518.33,7805.85,27172.5,10833,0,6207.54,0,0,0,3182.04,7192.53,0,2931.94,13503.2,0,0,15503,0,10354.9
920.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13993.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24241.8,13471.1,10721.7,0,0,0,9631.23,0,0,14461.2,0,11013.7,0,0,0,0,0,0,7274.75,21298.8,0,0,0,0,0,0,0,11116.5,0,26675.3,16663.3,7152.19,0,0,0,0,0,0,28773.4,0,0,0,0,16414.9,0,31799.3,0,19569.3,0,10747.8,0,0
2632.31,0,0,0,0,0,1282.78,0,0,1014.13,0,0,0,0,0,0,0,0,1496.64,0,0,944.93,0,0,0,0,0,1076.88,0,0,1988.47,1958.72,0,1540.54,1672.68,0,0,0,1255.88,0,1727.7,0,0,2008.36,0,0,1140.67,0,0,757.451,0,0
1537.15,0,0,0,0,0,0,0,0,3034.91,0,0,1897.85,0,0,0,0,0,2094.91,0,0,0,0,0,47034.1,0,0,3825.54,0,0,1133.27,2097.81,0,0,0,0,9619.84,0,0,0,0,0,5000.95,2727.64,0,0,7932.5,0,0,0,0,0
0,0,0,0,0,0,0,0,0,5039.19,0,0,0,0,0,0,0,0,13446.1,0,0,0,0,0,0,0,0,0,0,0,5419.94,11634.6,0,6320.73,0,7991.67,0,0,0,0,0,0,0,8378.84,0,0,0,0,0,11582.3,0,0
0,5315.7,0,0,150202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,118056,53215.5,0,0,3943.1,0,0,0,215308,0,36297.5,0,0,0,0,126570,34316,302823,0,0,0,0,0,0,0,0,145382,0,0,267705,0,0,88734.1,0,0,0,0,300819,0,0,0,0,158560,59278.1,0,0,0,0,630882,92009.9,0
13857.5,76922.7,29677.5,0,2989.02,68967,18868.6,86292.7,0,0,0,0,0,0,0,0,0,0,0,0,385301,0,0,0,0,0,0,488.421,0,0,1141.31,5825.22,0,0,0,0,0,58153.8,36047.4,0,0,0,0,2059.83,0,0,0,0,0,1651.38,0,156177
0,0,0,0,0,0,2503.04,0,0,3599.17,0,0,0,0,0,0,0,0,161.315,0,0,0,0,0,0,0,0,3926.87,6181.82,0,2009.24,6641.59,0,0,0,0,0,0,5037.56,0,0,0,10218.9,1726.15,0,0,0,7867.36,0,5393.69,0,0
22899.4,0,0,0,86708.7,0,28716.2,2138.82,0,27250.8,0,0,6439.54,0,0,0,0,0,65068.1,0,0,0,0,0,15417.5,0,0,12316.2,0,11783.8,66535.9,27538.2,0,23742.1,25060.5,0,3494.48,0,27315,0,34816.4,40437.4,0,25888.5,0,0,9818.28,7139.33,0,50486.4,0,0
0,0,0,0,0,0,0,0,0,10449.6,0,0,0,0,0,46508.7,0,0,18290,0,0,0,0,0,0,0,0,18094.7,0,0,15555.1,0,0,13157.5,0,0,0,0,0,0,0,0,0,6341.55,0,0,0,0,0,12765.2,0,0
21289.8,0,0,49181.1,0,22062.8,2629.56,0,0,5080.44,0,0,72643.5,0,0,0,0,0,1363.94,0,0,39604.2,0,0,68795.1,0,90737,0,0,0,8804.24,0,173742,31333.7,37056.5,0,0,0,13313.2,0,23689.7,9000.02,0,3819.65,0,34831.4,106668,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2881.34,0,0,0,0,0,0,0,0,3343.3,0,0,2127.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18269.5,12099.4,9054.07,11921.1,44842.3,3985.93,6471.24,11039.5,20520.3,13612,16894,17021.6,15690.7,0,26271.7,67792.3,0,0,13079.6,57019.3,55210.8,7878.04,14066,12173.6,10495.3,44727.5,34331.8,12372.7,14755.8,7706.26,17561.1,16114.4,21563.3,16454.6,15982.8,34346.3,28137,15316.7,14978,18832.8,2645.12,0,22893.8,10101.7,0,26461.1,21702.8,17508.4,35934,5408.52,0,24847.9
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62467.7,0,0,6919.83,0,0,0,0,0,0,0,0,16744.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4085.48,0,0
12045.1,16758.1,0,0,0,60547,15484.7,0,0,21003.7,0,34019.9,0,0,25272.2,0,0,0,54243.2,37074,0,46236.1,22274.3,24974.3,25442,0,0,14487.7,26571.1,0,13500.5,24698.9,60118.7,0,20381.1,97056.9,0,0,16753,0,9102.59,0,0,18444.4,0,31361.6,37708.9,34771.1,0,21955.3,0,0
15980,60748.5,101150,57042.2,100295,52515.3,31461.8,134667,126516,18895.3,121731,66448.4,27989.8,295747,74443.7,79250.1,615804,33755.2,29811.8,67338.3,72331.9,27089.9,118128,89968,28119.1,114125,179294,16820.5,76136.8,126932,16527.2,44257.8,60796.3,37236.4,33320.7,105688,25655.1,65560.2,17926.5,102473,52173.5,126720,85101.8,27652.9,106191,51980.4,48038,80180.6,90848.8,5562.99,149942,80443.6
0,0,0,5059.42,0,0,939.861,0,0,0,0,0,4560.77,0,0,0,0,0,5801,0,0,4787.67,0,0,1840.86,0,0,0,0,0,3819.21,0,0,4004.12,0,0,0,0,2861.82,1962.99,0,0,0,0,0,0,1409.12,0,0,2864.72,0,0
91615,0,0,0,0,0,112778,0,0,377367,0,0,0,0,0,0,0,209444,583573,0,0,55212.7,0,0,0,0,0,0,1213.97,0,0,0,0,0,0,0,0,0,211445,0,0,0,0,0,0,0,0,0,0,0,2414040,0
2038.66,0,0,0,13158.6,0,0,0,0,0,0,1687.12,0,0,9311.84,0,0,0,0,0,0,0,0,0,10963.7,0,0,0,5883.2,0,0,0,0,0,0,0,0,0,0,0,5801.26,12913.5,5881.8,0,0,0,0,0,0,6499.83,30548.3,0
0,0,0,2825.36,0,14455.7,0,0,0,5475.62,0,5547.37,0,0,8526.96,0,0,0,0,12591.6,0,0,0,0,0,0,0,7036.32,0,0,24193.1,16680.7,27021.3,12575.3,12928.5,43679,0,8208.33,15670.7,3674.65,0,0,0,9202.34,0,11299.4,24035.5,4100.83,0,10289.5,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,262.226,0,0,0,0,0,636.354,0,0,0,0,0
412.918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102010,0,0,0,0,0,0,0,0,0,0,0,0,6024.82,0,1864.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20432.1,13390.6,16678.1,24893.2,19955.5,16281.7,12775.2,13417.3,16613.1,9526.45,9362.63,18962.3,7950.05,18840.4,9248.28,253989,66627.3,56851.9,6855.62,15631,20867.7,18762.1,17785.3,16107.9,23474.8,14898.2,22939.7,6987.21,20360.4,13403.5,10981.6,7662.73,7934.84,7105.7,8129.61,0,25788.7,9520.07,14586.3,17619,21710.2,30173.6,18464.5,16424.2,58430,19511.6,11588.7,57609.2,0,20082.3,43809.7,0
0,9897.81,9438.36,0,0,11524.4,15054.8,0,0,17679.8,0,0,16372.6,0,10891.8,0,0,0,14867.3,0,0,31719.8,0,0,0,0,0,11460,9868.71,0,11319.8,8388.91,11949.6,19176,15113.6,12067.9,9652.95,0,13829.2,9032.05,24753.4,6531.82,0,8109.56,0,9173.62,17394.7,8514.52,0,4635.64,0,0
0,0,0,2884.44,0,0,0,0,0,0,0,0,0,0,0,4736.17,0,0,1690.71,0,0,0,0,0,0,0,0,1628.89,0,0,0,3382.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1503.57,0,0,0,0,0
718728,303356,409994,2177040,309962,252484,688875,276135,206874,644874,217000,190269,773072,0,290554,4579270,0,100895,1011910,388865,680046,934979,0,195752,2540840,338415,1597630,602332,295646,167879,1131510,438920,892542,1554330,1467910,1636440,998303,277715,569492,293896,595211,0,381296,490499,0,285935,835508,241120,0,661000,0,0
36846,0,0,10180.3,0,0,18583.4,17484.9,0,14352.5,0,0,18529.8,0,0,0,0,0,24271.2,0,0,28792.6,17997.4,0,12521.1,0,0,6727.26,0,0,26032.2,0,0,14545.6,17333.4,20287.4,0,0,16992.4,0,27013.4,24459.9,0,30194.5,42163.6,0,0,0,0,24132.8,0,0
0,0,0,21587.2,0,0,9174.18,0,0,9233.77,0,0,7492.98,0,0,24169.9,0,0,7264.91,0,0,9865.2,0,0,22845.3,0,0,13079.6,0,0,3890.68,0,0,8201.39,9487.52,14774.8,0,0,8465.98,0,0,0,0,5903.52,0,0,0,0,0,4239.21,44343.1,0
0,0,3617.99,0,0,2506.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4513.44,0,0,0,0,0,820.212,2340.8,6865.84,0,0,27952.3,3267.69,0,0,0,0,0,2043.98,0,0,0,0,0,0,0,0,0
9126.09,0,0,8184.19,0,0,8964.5,0,0,13846.1,0,9585.81,9795.74,0,0,0,0,0,15592.6,0,0,7539.97,0,0,9554.76,0,0,6404.65,0,9466.75,14888.5,0,0,31250.6,26228.6,0,0,0,0,0,0,0,10935.6,15521.3,0,0,0,0,0,6923.29,0,0
5568.95,6042.79,6785.81,4550.35,0,5167.6,4762.38,7070.75,0,11868.6,0,0,6783.24,0,3138.46,0,0,2533.52,0,0,0,5120.98,0,0,0,0,0,2766.17,5041.1,0,1149.09,3526.49,7131.19,4893.45,3204.66,0,0,0,3389.01,8132.86,0,4372.74,4435.6,4459.24,0,3193.95,7509.66,0,0,5962.45,0,3666.09
1944.92,0,0,0,7418.1,0,1268.01,1436.01,0,926.55,0,0,737.271,1767.79,0,0,0,0,0,0,0,1101.52,0,986.548,0,0,0,1656.87,0,1877.37,1068.85,1836.67,1329.66,1345.94,0,0,1024.61,1650.02,1508,2011.61,1541.45,2203.08,1397.3,1161.66,1543.57,0,0,0,0,1273.46,0,0
0,0,0,0,155195,0,0,0,0,1128.38,0,0,17317.3,0,0,0,0,0,47621.9,0,0,0,0,0,0,31821.9,0,0,0,0,82389.9,0,0,0,0,0,0,0,39613,0,107699,0,0,29976,0,0,42911.5,0,0,49032.8,0,0
7694.13,6410.21,5171.49,0,0,0,8192.12,10521.6,0,10206,0,6871.78,10553.7,0,3817.6,30499.6,0,0,6572.5,0,0,11703.7,11231.2,0,11392.5,0,9180.42,3146.04,2715.9,9301.82,9623.6,4166.6,11116.9,9082.66,0,0,0,0,9662.43,9194.25,18509.6,18501.8,0,13574.5,0,10465,12270.5,9029.43,0,6767.78,0,7882.1
60021.7,0,0,0,66263.1,0,29612.7,0,0,25382.3,0,0,17501.5,0,0,84466.2,0,0,31223.3,0,0,25825.8,0,0,25714.3,0,0,0,0,0,22909.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32694.2,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79273.8,0,0,0,0,0,0,0,0,0,0,0,0,0,440.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4468.51,0
0,0,0,0,29462.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2920.2,0,0,0,0,0,0,0,38380.4,0,0,0,0,0,4026.44,0,0,18499,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1631.81,0,0,683.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3534.08,0,3050.01,4084.97,0,0,3189.8,10234.6,0,1118.89,0,2223.98,1523.65,0,0,0,6073.61,0,0,0,0,7303.2,0,0,0,0,0,2370.8,0,3457.4,2663.74,1547.05,0,1041.5,3006.89,0,1299.41,0,869.943,2844.74,0,0,4007.28,895.768,0,0,2351.88,1970.96,0,1701.34,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6410.16,865.455,0,0,2646.01,0,0,0,3006.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,2354.78,0,0,5291.02,0,0,2558.72,0,0,0,0,0,4073.49,0,0,4620.65,0,0,0,0,0,2028.03,791.691,0,9070.39,6209.11,0,12346.9,0,0,0,0,3237.28,0,0,0,0,6301.48,0,0,0,0,0,13248.2,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3650.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,34043.3,0,2774.71,0,0,0,0,0,0,0,0,0,0,0,14361.6,0,0,20217.2,0,0,0,0,0,0,0,0,1425.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1946.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2776.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,706.707,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1858.33,0,0,0,0,0,0,0,0,0,0,0,2706.75,0,0,3162.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3994.91,0,0
14903.3,6044.33,0,20184,0,0,29342.1,19944.4,0,11356.4,0,0,28020.2,0,0,0,0,0,30537.3,0,0,34851.2,0,0,28295.8,0,0,6538.21,11263,0,14058.5,8296.6,0,13910.1,0,0,35389.6,0,11724.8,0,126221,59736.9,0,36267.8,0,0,0,0,0,7284.44,0,0
0,0,0,0,0,0,0,45432.5,0,0,0,0,0,0,4197.53,0,0,0,8798.75,10828.2,0,0,0,0,0,0,0,17110.9,0,9095.34,0,0,0,21408.3,0,0,0,0,24044.8,0,0,0,0,2277.68,0,0,0,0,0,6321.21,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13368.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6616.54,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1366,0,0,1375.39,0,0,443.675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,992.195,0,0
27423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7027.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,14009.2,0,0,5107.73,0,0,0,0,0,15954.6,0,0,0,0,0,28186.7,18468.3,13737.9,0,0,0,16415.1,0,0,62434.8,0,0,13248.7,77315.7,0,12074,96739.3,0,0,0,0,0,0,0,0,10729.9,0,21606,36434.7,0,0,7262.45,0,0
0,0,0,0,0,0,388.002,0,0,0,0,0,0,0,0,0,0,0,11178.7,0,0,0,0,0,0,0,0,5985.41,0,0,1147.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2322.66,0,0,0,0,0,2041.19,0,0,3362.32,0,0,5586.84,0,0,8858.33,0,0,11875.3,0,0,3300.05,0,0,1785.97,0,0,6071.21,0,0,9935.73,3498.71,3837.37,6430.71,5238.65,5615.77,0,0,4457.96,0,3761.67,0,0,3022.71,0,0,2786.4,0,0,4096.71,0,0
0,0,0,0,0,0,0,0,0,2312.29,0,0,0,0,0,0,0,0,4662.74,0,0,0,0,0,0,0,0,3212.39,0,0,3746.53,0,0,2346.97,0,0,0,0,2483.85,0,0,0,0,2030.94,0,0,0,0,0,3928.26,0,0
3324.94,0,0,0,0,0,1379.42,0,0,695.041,0,0,3380.48,0,0,0,0,0,2720.61,0,0,0,0,0,0,0,0,2485.69,0,0,5549.97,0,0,0,0,0,0,0,1492.67,0,0,0,0,0,0,0,0,0,0,3605.83,0,0
0,0,0,7656.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,2837.54,0,0,0,0,0,0,0,0,6891.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4178.88,0,10276.8,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14681.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
704.945,0,0,5361.1,0,0,0,0,0,0,0,0,0,0,0,5974.41,0,0,1039.9,0,0,6460.06,0,0,0,0,0,1557.61,0,0,9468.19,0,0,0,1349.72,0,0,0,1004.74,0,6773.17,12437.2,0,597.739,3068.1,0,3065.39,0,0,4216.92,0,0
5394.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,7896.98,0,0,0,0,0,5921.76,0,0,0,0,0,100850,0,33019.5,6669.18,0,0,0,0,0,6810.05,0,0,0,0,9831.5,0,0,0,0,0,0,0,14561,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,29386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17129.1,0,0,752.035,0,0,0,0,0,0,0,26060.5,0,0,9738.46,0,0,0,2962.12,0,0
4647.23,0,0,12334.1,0,1402.3,3329.77,0,0,5644.38,0,0,5050.6,0,0,26086.2,0,0,11114.8,0,0,0,0,0,8632.51,0,0,5835.92,2767.81,0,9900.19,4427.66,0,6657.71,7886.13,0,7840.2,0,5986.13,0,0,0,0,5028.46,0,0,0,0,0,4364.01,0,0
10407,0,0,0,0,0,0,0,0,2990.63,0,0,0,0,0,0,0,0,0,0,0,7440.37,0,0,0,0,0,1448.72,0,0,3718.99,0,0,0,408.666,0,0,0,1258.86,1016.17,6457.88,0,0,3197.12,0,0,1591.77,0,0,3196.83,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3687.07,1579.47,0,871.022,2136.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1866.19,0,0
12198.9,0,12928.9,20999.5,0,20257.5,10821.9,0,0,23652.3,0,11133.1,28466.5,0,5110.58,41748.9,0,0,53868.2,0,0,28520.7,24535.5,24880.6,41861.4,0,35436.7,20339.9,26369.6,8274.09,28563.3,17763.5,31433.4,38493.4,31076.6,0,7628.67,0,17759.4,0,13306,0,20802,23860.9,0,22928,30220.4,0,0,26236.6,0,0
5629.04,153487,4590.79,0,0,3481.13,6042.62,3749.02,0,6367.51,2008.2,4220.46,0,0,3621.81,5488.26,0,0,6560.16,0,0,0,0,0,0,0,0,2934.98,7428.73,7022.69,5168.82,2954.56,0,0,0,0,0,3076.87,0,6135.9,16196.5,0,2065.61,4032.53,0,19331.7,12217.3,0,0,0,11628.3,5401.01
10091.9,0,0,0,0,2833.07,0,0,0,0,0,0,7946.88,0,0,0,0,0,4257.13,0,0,3056.43,0,0,0,0,0,4735.06,1986.29,0,4096.56,3836.95,0,4536.25,4264.89,0,0,0,5601.29,0,0,0,0,0,0,0,7818.94,0,0,3115.61,0,0
26318.9,0,0,23067.2,0,0,10331.5,6489.06,0,8352.63,0,0,10721,0,0,0,0,28512.8,0,0,0,12158.8,0,0,19222.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13055.2,0,0,0,0,0,0,0,0,14074.2,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1896.25,0,0,0,1862.82,0,0,0,4734.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,9025.81,0,0,0,0,0,0,0,0,0,0,0,10257.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20879,21198.9,14141.8,31802.6,9104.42,14711.1,18324.8,26387.8,29328.5,13533.7,22945.2,22699.2,22571.6,29961.7,17564.8,60499.3,0,0,21062.5,9352.53,0,20202.3,25441.9,21544.3,41055,29351.8,44600.8,8541.96,26084.6,14537.2,28789.7,14035.8,17835.2,20109.5,20736.4,47967.1,14908.6,21593.8,22490.2,32699.9,46478.7,25323.8,16743.1,21841.7,14447.7,21180.8,26220.7,0,0,14557.8,5944.06,12761
2477.88,7842.35,18269.8,3876.59,0,13420.4,1679.01,0,0,2305.81,0,14547,5547.21,0,0,0,0,0,2721.94,0,0,6086.4,0,0,0,0,2683.1,0,6417.08,0,2632.37,0,0,5374.71,2883.02,0,5094,0,2706.38,0,3163.01,0,17360.6,7008.96,4990.81,17482.2,5971.57,0,0,960.59,0,11478.6
134688,652750,461360,258264,335773,182425,124144,373174,828486,122937,338226,302965,131372,637517,237193,556645,711980,456973,114418,60279.2,335772,77166.2,244060,380849,153940,557804,529109,79867.3,463396,371503,26761.7,140168,282298,185822,280416,243543,143412,451158,168686,531129,244826,449894,819612,159769,540399,343500,153076,499855,323807,67876.6,309961,410824
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2097.07,0,0,0,0,0,0,0,0,0,0,0,0,0,6305.77,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2339.87,0,0,0,0,0,0,0,0,0,0,0,0,0,1212.85,0,0,0,0,0,0,1809.83,0,0,0,1469.14,0,0,0,0,0,345.427,0,0
0,0,0,0,0,8447.15,1174.77,0,0,1886.61,0,4563.61,1532.14,0,0,0,0,0,0,4277.21,4708.59,0,0,0,0,0,0,1149.24,0,0,1172.35,2079.12,6723.67,1682.88,1424.73,4948.15,0,4407.79,1544.9,0,2289.2,0,7913.51,1591.18,0,8038.53,2476.1,0,6056.93,1540.36,0,0
