Ctrl_p1,45I_p1,120R_p1,Ctrl_p3,45I_p3,30R_p3,120R_p3,Ctrl_p5,45I_p5,30R_p5,120R_p5
-3.238088,-3.642993,-2.420508,-3.117909,-3.721333,-0.6533337,-3.093915,-2.467627,-3.183106,-0.2982597,-4.047842
-2.532206,-5.342421,-1.724766,-3.190606,-3.56841,-0.8346424,-2.315927,-3.323016,-4.028806,-0.6188011,-4.251303
-2.56874,-3.12541,-2.744209,-3.048418,-3.646203,-1.450365,-2.886528,-2.652939,-3.776374,-0.6308231,-3.159821
-2.562501,1.814045,-3.265036,-2.785703,1.399218,2.330872,-2.518852,0.6160622,1.410746,2.758503,-3.25094
-4.294967,1.814045,-2.298786,-3.124983,1.399218,2.330872,-3.113342,0.6160622,1.410746,2.758503,-4.719267
-3.454467,-2.36409,-2.811678,-2.886665,-3.543133,-0.1373863,-1.387051,-3.568842,-4.083693,-0.2072334,-3.380199
-2.641664,-3.275534,-4.336333,-2.955196,-4.685496,-1.823978,-3.190774,-2.802526,-3.534081,-2.247263,-3.698649
-4.037347,-3.618852,-1.69006,-3.002841,-3.063597,-0.535202,-0.9112453,-2.511326,-2.904639,-0.01035118,-3.284262
-3.301698,-3.917153,-2.905782,0.05190659,-3.764716,0.7775459,-3.198292,-2.791888,-2.832926,0.9470043,-4.263642
-1.01309,-2.953696,-1.268835,-0.6112785,-2.174739,-0.05482864,-2.561925,-2.837395,-3.904124,0.2636967,-3.152018
-1.975942,-3.208873,-1.843807,-2.789815,-3.192258,1.468699,-3.594018,-3.144537,-2.482343,1.28742,-0.08357239
-0.5453701,-2.343849,-2.100212,-0.8671799,-2.184672,-0.9521599,-3.426745,-2.221432,-3.205756,-0.4647865,-3.592465
-3.54052,-3.341297,-3.83245,-2.239497,-4.036148,-0.8488865,-2.233477,-2.460217,-2.719337,-0.5423965,-3.258522
-2.680789,-2.848125,-2.585304,-2.831802,-0.1204472,0.3099747,-0.8461685,-2.745091,-2.784945,1.223772,-0.1683731
-2.105147,-1.450659,-2.699227,-3.329204,-2.064667,-3.508863,-2.809163,-2.499249,-2.021265,-3.2849,-3.20875
-3.236846,-1.562111,-2.65338,-2.915353,-1.417458,-2.827014,-2.665867,-3.335924,-2.536745,-3.458521,-3.186797
-3.246457,0.1087456,0.5672112,-3.779273,0.05345917,-3.931157,-1.195591,-2.848087,0.0801754,-3.767483,0.320055
-3.666935,0.4748573,-3.093592,-3.081562,0.4840279,-4.021856,-3.637029,-3.122008,-0.3395653,-2.917161,-1.912092
-3.086818,0.4748573,-2.770074,-3.400525,0.4840279,-2.234078,-3.919559,-3.00989,-0.3395653,-2.48465,-1.912092
-3.183226,0.4748573,-1.121125,-3.988923,0.4840279,-4.301301,-2.949839,-2.335934,-0.3395653,-3.149483,-1.912092
-1.948565,-1.369596,-3.853923,-3.979196,-1.349792,-2.874184,-3.880574,-1.952787,-1.659864,-3.284944,-3.613999
3.299328,5.100584,2.658537,4.217281,5.364174,2.957237,2.617079,3.312235,4.015894,3.440025,3.240839
-1.729639,-0.3398132,-2.653938,-1.998523,-1.525282,-3.122967,-2.344754,-1.941355,-1.101124,-4.756287,-3.06769
-1.729639,-0.3398132,-2.546035,-3.083256,-1.525282,-2.166084,-2.928511,-1.941355,-1.101124,-3.928047,-3.06769
-2.691155,-1.187822,-3.466209,-3.37397,-1.531107,-2.968634,-3.087924,-2.24229,-2.415215,-3.540714,-3.391427
-2.752718,1.896904,-2.176426,-2.737468,1.935923,-3.626867,-2.368282,-3.535291,0.2636528,-2.942844,-2.41961
-0.7481003,-0.1168594,-0.5727329,0.1490498,0.601656,-3.247941,-2.432179,-0.1571674,-1.078876,-3.414549,0.1943798
-0.6639786,1.382338,-2.941104,0.5332623,1.359507,-3.579043,-2.780023,0.5570698,1.810102,-2.37582,0.6651268
-2.232962,0.3419437,-2.5405,-1.015451,0.4146538,-1.273458,-3.440552,-0.8741093,0.4704781,-3.807995,-3.298635
-2.90487,0.6651726,-1.969798,-1.301819,0.161684,-3.460929,-3.037583,-1.067646,0.6833763,-2.098049,-3.613784
-2.232962,0.3419437,-2.387342,-1.015451,0.4146538,-1.273458,-3.435299,-0.8741093,0.4704781,-3.953878,-3.085689
-3.158256,0.6651726,-1.856372,-1.301819,0.161684,-3.963768,-3.581591,-1.067646,0.6833763,-2.098049,-1.968689
-1.929329,-0.1557732,-3.543388,-1.301819,0.161684,-2.458834,-3.043108,-1.067646,0.6833763,-2.098049,-3.411786
-0.6639786,1.382338,-0.1942863,0.5332623,1.359507,-0.1785011,-0.1609631,0.5570698,1.810102,-2.37582,0.6651268
-2.401815,0.3946934,-2.181491,-0.9458618,0.8751945,-3.368192,-2.369614,-2.626644,-0.3884716,-3.899186,-2.234116
-2.73109,-0.8367786,-2.939489,-1.947136,-0.8660011,-2.420642,-2.156618,-2.756629,-1.348129,-2.946898,-2.186296
-2.18912,-0.136425,-1.109911,-1.059896,0.04506493,-2.298358,-2.143124,-1.028059,0.2233944,-3.320704,-0.00494957
-3.86425,-0.136425,-1.109911,-2.67543,0.04506493,-3.368073,-3.219117,-1.930126,0.2233944,-3.151628,-0.00494957
-3.168693,-1.423983,-3.40486,-2.158034,-1.246563,-3.347495,-2.676811,-2.278268,-2.402709,-3.80707,-4.083138
-2.484629,0.7283363,-0.6376095,-3.355875,1.171303,-1.616819,-2.384841,-2.579175,0.2206326,-2.366282,-0.9878445
-1.102831,0.9087124,1.152962,-2.734981,1.523359,-3.83883,1.468527,-2.189778,0.4437351,-3.795828,-3.069808
-2.11449,1.833828,-3.157779,-3.004228,1.868357,-3.070263,-4.235886,-3.292933,-2.661255,-2.834433,-4.140066
-2.995925,0.5190964,-2.812384,-3.317925,0.05301285,-3.119496,-3.304697,-2.630687,-0.3324528,-3.416824,-3.321203
-3.949718,0.5190964,-3.254506,-1.712402,0.05301285,-2.257152,-3.112137,-2.671778,-0.3324528,-3.102338,-2.740294
0.4130325,2.173971,0.8051205,0.7510567,0.7772236,0.2542477,1.265446,0.870369,1.987629,0.008878708,1.554144
-3.460533,-2.36727,-2.742544,-3.118253,1.590065,-3.787047,-3.64811,-1.451586,0.4927349,-3.471125,-3.686301
0.4616337,1.488064,-2.370948,0.1546707,0.9527817,-3.681098,-0.3344173,1.173595,1.187292,-3.233994,-3.136342
0.4616337,1.488064,-2.347586,0.1546707,0.9527817,-2.136376,-0.3344173,1.173595,1.187292,-3.233994,-4.37837
0.1558647,1.515875,-1.323738,0.1819344,1.608706,0.5869732,-0.6013908,0.6043835,1.557299,-0.4094067,-0.3818722
0.8124008,1.515875,-1.323738,1.539499,1.286718,0.1564484,-0.297266,1.259209,1.557299,-0.4094067,-0.3818722
0.2192917,0.1640739,-2.133806,0.3480206,0.8917618,-0.903944,-1.610683,-0.4187164,-0.2451077,-0.565176,-1.885546
-2.834158,1.158186,-2.317579,-3.553791,0.2997017,-1.695168,-3.193599,-3.204124,-0.3388329,-0.6826286,-0.5988274
-2.733216,1.158186,-2.762092,-2.109983,0.2997017,-1.695168,-2.90696,-2.179859,-0.3388329,-0.6826286,-0.5988274
1.234959,2.362816,1.713139,-2.976341,2.022585,-3.369744,1.124386,1.612818,2.294571,-3.085315,2.01255
1.234959,2.362816,1.713139,-3.709855,2.022585,-3.663288,1.124386,1.612818,2.294571,-3.313436,2.01255
0.1316128,1.053053,0.8553791,-0.1895256,0.374958,-3.80293,-2.722664,0.2700272,-0.1857719,-3.448138,0.3425217
3.097391,3.794222,2.824947,2.584007,3.341898,2.598917,2.210581,3.271523,3.667446,1.843559,3.274746
-0.4000492,1.16361,0.02945518,0.06832695,0.2413368,-0.6569443,0.2404995,0.625267,0.8271751,-1.559893,0.3211956
3.097391,3.794222,2.824947,2.584007,3.341898,2.598917,2.210581,3.271523,3.667446,1.843559,3.274746
-3.830913,0.1040878,-3.361725,-2.618714,0.3061771,-3.202573,-1.542616,-3.129091,-0.1104279,-3.925072,-3.268181
-2.764341,-0.2331123,-2.02599,-2.656806,-0.958353,-2.383027,-2.681282,-2.669059,-0.4706116,-3.845366,-2.352005
-0.8761444,-0.7301979,-3.264137,-3.464596,-1.200115,-3.462249,-3.473253,-3.85559,-0.4841957,-3.172271,-3.102737
-0.8761444,-0.7301979,-2.383955,-2.47999,-1.200115,-3.337821,-2.960693,-2.617107,-0.4841957,-4.008413,-3.625667
-2.310355,2.920319,0.8524246,-0.2646542,2.515533,0.8169193,-2.256711,-2.785603,2.112036,1.273302,0.9436798
-1.324629,-0.7011642,-1.363955,-0.381506,-0.9137936,-2.640724,-1.726019,-1.890314,-1.241447,-2.859669,-0.8364525
-3.195668,-1.769527,-2.613996,-2.945482,-2.207113,-2.693514,-3.18453,-2.545376,-1.818703,-2.212427,-2.355673
2.46261,1.698994,1.88677,2.318422,1.539989,2.190622,2.121202,2.263382,2.001007,1.878067,1.994272
2.46261,1.698994,1.88677,2.318422,1.539989,2.190622,2.121202,2.263382,2.001007,1.878067,1.994272
-2.525637,-3.726699,-3.137019,-0.8971539,-2.86615,-2.648697,-4.004894,-0.7180138,-3.962219,-4.031953,-3.325645
-0.3338356,-1.757446,-3.033122,0.674633,-4.380699,-3.280465,-2.714347,-0.07887077,-3.06365,-2.971092,-0.2710762
-1.383713,-3.153287,-1.838627,-2.627445,-3.831755,-3.952425,-2.922307,-1.469612,-2.511917,-3.694231,-2.400959
-3.220807,-3.355442,-3.339059,-1.054392,-3.208966,-4.179804,-3.259172,-0.7090645,-3.049831,-4.252374,-3.966106
-1.150852,-3.470584,-3.182937,-1.054392,-3.600642,-2.7537,-2.801259,-0.7090645,-3.235791,-3.802952,-4.207505
0.1022606,-3.448985,-3.041235,-2.480307,-2.730181,-2.848053,-3.165744,-0.8246555,-3.402621,-3.924473,-2.77991
0.4145966,-3.99613,-4.341829,-2.846845,-3.604318,-3.362163,-3.810396,-0.7084866,-4.139743,-3.302626,-3.25168
-0.16786,-3.438055,-2.766103,0.8750267,-2.759111,-1.921065,-3.417993,0.1752243,-3.175785,-2.980631,-2.852573
-1.4305,-3.696547,-2.78907,-0.2352314,-2.683858,-2.800397,-3.370271,-1.472178,-2.493655,-3.125667,-3.108111
-1.532301,-2.186669,-2.385342,-1.946011,-3.052309,-3.461702,-2.650719,-2.560792,-3.313419,-4.043149,-2.741977
5.122314,4.325983,3.36647,4.703529,3.149834,3.349157,3.566376,4.932743,3.588661,2.46191,3.87393
-1.830221,-2.762348,-3.434606,-1.797632,-3.151746,-2.143802,-3.320912,-2.157173,-3.112029,-2.930636,-3.729358
-0.1419735,-0.8489933,-1.482483,1.525646,0.1420727,-1.35804,-1.015923,1.01671,-1.133682,-1.031933,-1.127201
-1.904858,-1.482214,-2.720313,-0.7130566,-0.750206,-2.550806,-2.417517,-0.03456879,-0.5369091,-1.840378,-2.408735
-1.364315,-2.973277,-3.576708,-1.485218,-3.000465,-3.482405,-2.160457,-0.9486637,-1.291338,-3.446846,-3.895597
-0.6846504,-1.031725,-2.048376,0.6328411,0.08711624,-3.968948,-1.946535,-0.2729092,-0.9913464,-3.12799,-2.258002
-1.29693,-4.249049,-2.611328,-0.7558422,-3.028278,-4.015515,-4.551063,-0.8895321,-3.931023,-3.607399,-4.274219
-1.836222,-2.358617,-3.386097,-2.36245,-3.380283,-3.884245,-4.035136,-1.62834,-2.953261,-3.063753,-2.869778
2.995188,1.571465,1.317106,3.331795,1.786839,2.551271,1.811537,3.71727,2.171686,1.62269,1.926212
2.995188,1.571465,1.317106,3.331795,1.786839,2.551271,1.811537,3.71727,2.171686,1.62269,1.926212
-0.8144379,-0.6805649,-2.225601,-0.5646133,-1.704226,-3.924643,-2.899665,-0.8678379,-0.7565002,-3.58099,-3.041996
-0.8144379,-0.6805649,-3.168456,-0.5646133,-1.704226,-3.006836,-3.716247,-0.8678379,-0.7565002,-2.808176,-4.191291
0.05909348,-2.646823,-2.61139,-1.534634,-2.670719,-2.244143,-4.25679,-0.3624153,-3.528857,-1.899907,-3.568529
-0.0507431,-4.203436,-2.726928,0.1993713,-2.90985,-2.337743,-2.427504,-1.798288,-2.989029,-2.746916,-3.30637
1.381121,0.9648151,-1.531986,1.085827,0.9577579,0.4884014,-0.156374,0.6326599,1.130394,0.3299675,0.292181
1.381121,0.9648151,-1.531986,1.085827,0.9577579,0.4884014,-0.156374,1.287304,0.7363377,0.3299675,0.292181
1.381121,0.9648151,-1.531986,1.085827,0.9577579,0.4884014,-0.156374,1.287304,1.130394,0.3299675,0.292181
-1.258076,-3.376553,-2.147388,-1.291973,-3.524648,-2.164458,-3.783055,-2.055235,-4.015877,-2.240601,-3.709255
1.096296,0.7618217,-0.7208691,0.5281448,0.1553898,-2.074714,-0.3097839,1.543734,1.423948,-0.2748775,-0.5020084
3.489992,3.04911,2.794607,3.211349,3.208344,2.894361,2.881805,3.449987,2.985741,2.446466,3.017368
3.489992,3.04911,2.794607,3.211349,3.208344,2.894361,2.881805,3.449987,2.985741,2.446466,3.017368
-2.151237,-2.329964,-3.421786,0.1204357,-3.517701,-4.376318,-1.765232,0.2322941,-3.327224,-3.987392,-3.14008
-2.151237,-2.796428,-3.171749,0.1204357,-3.474931,-3.709595,-3.558636,0.2322941,-2.672986,-2.793059,-2.785678
