Abundances (Grouped): 126,Abundances (Grouped): 127,Abundances (Grouped): 128,Abundances (Grouped): 129,Abundances (Grouped): 130,Abundances (Grouped): 131
2637000,2623000,2650000,2691000,2765000,2695000
2906000,3002000,2977000,2948000,3015000,2989000
3530000,3591000,3559000,3600000,3630000,3631000
4108000,4062000,4073000,4015000,4114000,4159000
5013000,4954000,4931000,4999000,5050000,5105000
6369000,6357000,6306000,6546000,6357000,6294000
11870000,11680000,11640000,11780000,11890000,11850000
12960000,12780000,13220000,13390000,13430000,13070000
403400,406700,409600,403500,413900,418200
598900,617200,621400,630600,621400,637300
942500,927300,930900,930500,950500,952600
1041000,1032000,1047000,1038000,1044000,1057000
1176000,1111000,1133000,1135000,1164000,1182000
1216000,1212000,1197000,1207000,1215000,1238000
1296000,1320000,1351000,1320000,1374000,1352000
1505000,1461000,1516000,1501000,1508000,1480000
1519000,1521000,1514000,1511000,1486000,1484000
1575000,1536000,1578000,1547000,1602000,1556000
1927000,1939000,1899000,1896000,1934000,1968000
2900000,2865000,2888000,2866000,2887000,2881000
3004000,3013000,3044000,3084000,3086000,3101000
3888000,4048000,3963000,3890000,4037000,3943000
6274000,6322000,6143000,6466000,6511000,6469000
7758000,8164000,7905000,8335000,8311000,8014000
11750000,11790000,11720000,12170000,12070000,11850000
13170000,13290000,13180000,13600000,13670000,13330000
36080000,35770000,35790000,36680000,36430000,35650000
59590000,60690000,60550000,61280000,61000000,61170000
689200,680200,686200,678400,709700,700300
1044000,1049000,1063000,863800,884300,887900
877800,906700,913900,889800,925100,926500
1010000,1034000,1028000,1028000,1048000,1065000
1140000,1144000,1148000,1144000,1171000,1156000
1189000,1215000,1220000,1224000,1257000,1226000
1403000,1478000,1415000,1401000,1428000,1411000
1439000,1382000,1421000,1412000,1446000,1496000
1607000,1760000,1624000,1632000,1625000,1792000
1690000,1699000,1726000,1727000,1692000,1755000
1799000,1783000,1796000,1837000,1809000,1842000
2000000,1977000,1974000,1920000,2023000,1977000
2029000,2309000,1946000,2091000,1978000,2025000
2101000,2172000,2077000,2125000,2158000,2105000
3575000,3494000,3476000,2820000,2860000,2820000
2932000,2981000,3007000,3021000,2980000,2888000
3970000,3925000,3817000,3960000,3951000,3931000
5796000,5754000,5782000,5763000,5908000,5944000
10190000,10080000,10300000,10360000,10530000,10800000
15150000,14980000,14770000,15150000,15460000,15020000
440100,454100,453400,445400,449800,462700
479800,447700,465000,456200,473000,478600
606900,601600,604700,602900,606100,614200
627700,645800,636300,646900,650000,644300
850200,837700,857700,835800,827900,853900
1192000,1188000,1247000,1206000,1240000,1262000
1225000,1220000,1218000,1232000,1225000,1259000
1350000,1387000,1347000,1358000,1368000,1345000
1709000,1718000,1688000,1718000,1683000,1695000
1919000,1910000,1977000,1931000,1970000,1978000
1954000,1877000,1863000,1933000,1904000,2005000
2222000,2210000,2252000,2205000,2319000,2320000
2533000,2581000,2577000,2644000,2555000,2667000
2773000,2827000,2784000,2906000,2793000,2893000
3643000,3455000,3548000,3593000,3577000,3624000
7921000,7918000,8047000,7960000,7954000,7970000
9199000,9037000,8844000,9186000,9232000,9202000
9691000,9846000,9636000,10250000,9894000,9996000
524800,527800,525800,517000,532500,538700
687300,643400,654600,697300,672000,663100
732200,743700,739000,738600,746100,744300
836500,849300,873600,826800,861500,870100
842100,868700,842700,826800,862100,872300
888100,879300,924500,892000,916700,914100
989000,1052000,1012000,993800,1029000,1045000
1007000,1023000,994300,1001000,992600,1005000
1091000,1094000,1125000,1116000,1122000,1163000
1128000,1136000,1123000,1128000,1131000,1124000
1167000,1119000,1155000,1143000,1137000,1149000
1162000,1158000,1180000,1169000,1180000,1198000
1227000,1245000,1206000,1223000,1238000,1221000
1317000,1264000,1356000,1326000,1332000,1354000
1386000,1348000,1337000,1342000,1386000,1384000
1412000,1422000,1394000,1372000,1422000,1422000
1437000,1424000,1492000,1459000,1425000,1455000
1469000,1460000,1501000,1520000,1503000,1491000
2001000,1924000,1934000,1534000,1499000,1516000
1874000,1848000,1849000,1898000,1932000,1936000
2076000,1958000,2017000,2047000,2057000,2015000
2178000,2194000,2202000,2197000,2207000,2260000
2394000,2299000,2405000,2368000,2416000,2370000
2466000,2387000,2452000,2460000,2444000,2489000
2806000,2772000,2871000,2795000,2899000,2798000
4453000,4417000,4552000,4462000,4654000,4489000
4398000,4378000,4411000,4524000,4491000,4436000
4810000,4712000,5119000,4688000,4715000,4863000
5064000,5208000,5142000,5526000,5458000,5504000
19350000,19520000,20050000,20390000,20240000,20140000
36440000,36790000,37650000,37070000,38160000,37150000
803700,823700,807800,812900,812300,840400
960100,984900,957400,990300,984500,983700
1075000,1088000,1078000,1077000,1100000,1102000
1131000,1184000,1135000,1109000,1116000,1144000
1293000,1349000,1328000,1345000,1352000,1366000
1507000,1513000,1523000,1521000,1525000,1560000
1516000,1687000,1539000,1551000,1640000,1540000
1623000,1611000,1570000,1585000,1638000,1651000
1705000,1717000,1701000,1736000,1737000,1722000
2620000,2480000,2636000,2586000,2552000,2611000
2759000,2722000,2672000,2766000,2796000,2790000
2667000,2764000,2738000,2782000,2680000,2723000
2916000,2980000,2925000,2950000,3001000,2994000
3653000,3548000,3598000,3651000,3674000,3648000
4299000,4260000,4407000,4412000,4402000,4422000
4413000,4387000,4485000,4431000,4467000,4399000
6675000,6647000,6580000,6563000,6610000,6594000
9320000,9059000,9438000,6925000,7051000,7015000
8032000,8023000,8003000,8029000,8081000,8047000
13570000,14030000,14060000,14430000,13220000,14130000
554600,562700,564600,535100,559100,587900
867400,899900,926800,890400,886100,895700
954800,940400,988600,963200,1005000,1023000
978100,975900,1013000,991800,1030000,1026000
1017000,1004000,1023000,1006000,1024000,1043000
1161000,1196000,1167000,1186000,1175000,1190000
1478000,1455000,1338000,1321000,1350000,1427000
1366000,1386000,1384000,1331000,1343000,1374000
1339000,1349000,1359000,1346000,1396000,1378000
1313000,1313000,1347000,1362000,1382000,1381000
1432000,1425000,1434000,1429000,1429000,1418000
1817000,1780000,1847000,1446000,1482000,1512000
1689000,1697000,1689000,1734000,1677000,1716000
1783000,1812000,1860000,1852000,1860000,1851000
1841000,1819000,1890000,1871000,1858000,1860000
1959000,1999000,1995000,2001000,2044000,2021000
2059000,2010000,2051000,2047000,2085000,2110000
2214000,2250000,2258000,2159000,2150000,2177000
2218000,2175000,2221000,2213000,2248000,2231000
3431000,3471000,3423000,2655000,2665000,2679000
4392000,4414000,4307000,3474000,3415000,3541000
3626000,3732000,3684000,3594000,3706000,3682000
3896000,3979000,3945000,3990000,3973000,4026000
4096000,4173000,4125000,4174000,4175000,4207000
9010000,8875000,8835000,9086000,9141000,9059000
16080000,16230000,15990000,16060000,16260000,16140000
54290000,54950000,54530000,56250000,55930000,56000000
76370000,75920000,76100000,78770000,77470000,78310000
606500,594800,602700,590300,601200,603400
683400,685700,715300,657100,718500,675600
726100,712200,725400,709400,732700,720100
736200,746000,736200,732100,757700,740000
773900,798600,796800,790400,786100,808200
855400,870700,876800,868200,891900,878100
858900,877000,898400,883000,919200,900300
906800,962600,932800,934800,928700,928600
971000,974000,920500,942600,891300,912100
933900,954200,946600,943400,957800,981400
1014000,984600,993500,998100,1009000,1014000
1078000,1041000,1026000,1107000,1017000,1034000
1446000,1447000,1396000,1188000,1199000,1223000
1220000,1321000,1280000,1239000,1265000,1289000
1297000,1257000,1294000,1298000,1351000,1340000
1319000,1315000,1348000,1356000,1349000,1352000
1374000,1391000,1348000,1388000,1365000,1377000
1383000,1369000,1432000,1396000,1382000,1383000
1570000,1517000,1557000,1593000,1605000,1609000
1617000,1722000,1665000,1773000,1673000,1625000
2061000,1992000,1989000,1977000,1964000,2013000
2252000,2232000,2190000,2255000,2267000,2227000
2632000,2611000,2649000,2653000,2671000,2703000
2877000,2877000,2910000,2915000,2954000,2977000
3502000,3503000,3448000,3581000,3504000,3498000
3561000,3487000,3572000,3611000,3667000,3459000
4707000,4707000,4703000,4618000,4590000,4706000
12570000,12290000,12340000,12560000,12460000,12610000
383200,394000,404700,389600,401900,407700
577800,551200,564300,559700,571600,592900
702700,689900,690300,694100,704800,727400
820600,824700,900500,835400,823800,831200
984200,958500,934300,947800,959000,981600
1317000,1319000,1348000,1014000,1059000,1093000
1399000,1345000,1352000,1143000,1157000,1179000
1193000,1177000,1195000,1159000,1171000,1172000
1160000,1134000,1156000,1166000,1147000,1169000
1275000,1259000,1290000,1279000,1279000,1275000
1376000,1419000,1367000,1412000,1389000,1404000
1793000,1826000,1813000,1462000,1468000,1505000
1621000,1670000,1649000,1631000,1710000,1686000
1978000,1943000,2002000,2028000,2039000,2051000
2298000,2247000,2249000,2252000,2298000,2259000
2982000,2970000,3102000,2441000,2366000,2423000
2392000,2499000,2429000,2507000,2472000,2489000
2614000,2763000,2663000,2686000,2698000,2702000
3453000,3455000,3435000,3511000,3475000,3467000
3706000,3622000,3541000,3622000,3562000,3578000
3696000,3847000,3753000,3721000,3730000,3684000
4199000,4160000,4247000,4232000,4282000,4290000
8698000,8610000,8779000,8768000,8733000,8834000
16030000,16210000,15890000,11640000,11570000,11930000
11860000,12080000,12270000,12240000,12330000,12420000
14010000,14020000,14080000,14520000,14110000,14600000
15510000,15510000,15590000,15710000,15710000,15720000
17910000,17780000,18850000,18350000,18080000,18230000
22210000,22740000,22580000,22610000,22770000,22580000
477100,476800,492700,480700,492600,485300
545600,534800,514600,495500,561800,561100
519100,520200,519100,518400,519900,528400
543900,535400,551500,533900,547700,554600
529500,526100,530600,542000,570200,563500
615200,605500,595600,606100,598900,634000
616500,628700,626600,616900,618400,628200
631400,672000,637800,627100,640100,631400
597900,627900,660400,654700,665600,653900
771000,765900,781800,763100,778600,794000
771900,789200,783600,788500,795600,810700
806300,814300,830700,795200,839700,816200
827100,833600,837300,828000,830700,851100
891400,883700,908400,912100,948700,904000
916700,909200,932600,920500,932000,931800
915400,938000,950400,952500,931900,926400
998100,1053000,1005000,1014000,1038000,1028000
1039000,1026000,1046000,1016000,1028000,1022000
1040000,1064000,1071000,1060000,1047000,1073000
1250000,1164000,1165000,1312000,1204000,1264000
1962000,1853000,1826000,1565000,1563000,1489000
1522000,1571000,1592000,1572000,1573000,1592000
1749000,1777000,1744000,1717000,1746000,1730000
1953000,1903000,1919000,1981000,1951000,1954000
2212000,2405000,2223000,2180000,2305000,2402000
2657000,2485000,2541000,2466000,2669000,2557000
2730000,2697000,2721000,2724000,2720000,2704000
3171000,3009000,3009000,3029000,3119000,3067000
3565000,3487000,3517000,3417000,3628000,3666000
3577000,3502000,3607000,3476000,3703000,3552000
3967000,3895000,3830000,3767000,3882000,3647000
5431000,5422000,5378000,4130000,4099000,4176000
4121000,4038000,4158000,4222000,4160000,4190000
4461000,4372000,4349000,4382000,4450000,4454000
6296000,6175000,6378000,6281000,6335000,6233000
8241000,8111000,7832000,8041000,7867000,8231000
10770000,10860000,10770000,11490000,10890000,11010000
316800,312700,322100,314500,327700,326000
624500,620100,627500,619500,639800,649300
646400,632600,651100,650300,679800,662400
703000,726700,715000,709900,716700,705000
716900,729600,706900,715000,711700,750200
805700,762600,782600,770300,790900,782700
766400,767000,778800,774500,776000,777900
938900,933100,949000,783400,804400,797900
802900,848400,826400,853900,856600,849700
900000,906500,900400,902100,927300,925200
870700,890600,863300,941000,886000,893900
1214000,1263000,1209000,948200,943000,992900
1042000,1060000,1095000,1013000,1086000,1005000
1088000,1012000,1049000,1022000,1097000,1097000
1061000,1064000,1099000,1048000,1067000,1090000
1064000,1111000,1064000,1065000,1080000,1100000
1110000,1096000,1097000,1095000,1116000,1134000
1115000,1110000,1120000,1101000,1120000,1134000
1280000,1277000,1295000,1326000,1316000,1299000
1319000,1295000,1320000,1335000,1340000,1324000
1371000,1389000,1346000,1340000,1388000,1375000
1694000,1690000,1699000,1393000,1364000,1408000
1341000,1386000,1325000,1394000,1410000,1396000
1372000,1426000,1423000,1410000,1452000,1396000
1514000,1533000,1555000,1586000,1535000,1534000
1686000,1683000,1713000,1692000,1701000,1755000
2244000,2195000,2216000,2257000,2244000,2213000
3545000,3457000,3557000,2668000,2684000,2653000
3136000,3344000,3234000,3209000,3242000,3246000
3252000,3236000,3265000,3329000,3391000,3281000
3368000,3314000,3399000,3479000,3493000,3513000
3779000,3735000,3630000,3833000,3710000,3754000
6106000,6208000,6134000,4735000,4647000,4627000
5322000,5404000,5205000,5302000,5281000,5247000
6580000,6508000,6604000,6588000,6570000,6674000
8911000,8923000,8886000,9067000,9054000,9215000
22570000,22100000,21150000,21920000,21910000,20820000
33460000,33110000,33440000,33440000,34430000,33710000
59750000,58740000,57830000,60990000,59240000,58920000
332600,371700,347300,337700,344700,333900
411700,397100,410100,415400,421400,428200
414100,448200,418500,436400,423400,414200
482400,478400,496200,491900,485100,495300
493200,525600,501600,492700,505300,508600
586400,576100,574700,580900,591800,603100
540300,542200,582200,587200,554200,596000
692100,698400,703500,720800,708300,736900
704500,701200,728900,723000,704800,735100
725000,713900,761700,744000,761200,773000
767000,812000,768300,782600,802000,784300
818000,824200,810700,819300,808200,836100
801300,786600,827000,827700,812400,838300
840300,832400,843200,833300,844200,849200
891500,905200,894200,886500,865600,902800
942500,892200,883300,890600,921300,921000
1111000,1117000,1092000,926400,890200,892400
1005000,1040000,1003000,1013000,1054000,1048000
1044000,1021000,1040000,1063000,1063000,1033000
1067000,1055000,1037000,1063000,1111000,1075000
1149000,1145000,1159000,1134000,1155000,1123000
1135000,1152000,1152000,1166000,1150000,1175000
1226000,1218000,1223000,1218000,1231000,1247000
1344000,1330000,1323000,1312000,1307000,1311000
1315000,1371000,1349000,1354000,1284000,1398000
1537000,1537000,1590000,1539000,1610000,1617000
1595000,1556000,1699000,1733000,1691000,1719000
1665000,1753000,1732000,1739000,1726000,1796000
1818000,1857000,1876000,1863000,1847000,1810000
1851000,1833000,1852000,1920000,1839000,1947000
1984000,1933000,1978000,2035000,1820000,1981000
2555000,2592000,2556000,2571000,2567000,2620000
2582000,2531000,2558000,2573000,2530000,2604000
2671000,2702000,2593000,2643000,2770000,2665000
2739000,2692000,2686000,2702000,2649000,2715000
2672000,2685000,2697000,2736000,2813000,2701000
2748000,2885000,2842000,2846000,2859000,2939000
3049000,2907000,2986000,2950000,3062000,3045000
2999000,2994000,3003000,2999000,3060000,3025000
3114000,3031000,2971000,3008000,2976000,2969000
2924000,2972000,2870000,3032000,3004000,2951000
3121000,3272000,3154000,3276000,3214000,3239000
3617000,3850000,3652000,3801000,3868000,3799000
4056000,3765000,3779000,4096000,4060000,3746000
4137000,4204000,4011000,4240000,4207000,4244000
4875000,4678000,4834000,4839000,4817000,4953000
13990000,14740000,14770000,10870000,10690000,11000000
14030000,14130000,14220000,14430000,14270000,14330000
17140000,17270000,17230000,17560000,17550000,17120000
19540000,19390000,19460000,19790000,19600000,19840000
389600,395200,393900,388700,397400,395500
419400,439000,432100,427000,423800,431500
477600,477400,471800,478400,486000,480000
465300,481500,471600,484800,488500,494200
499000,511000,514800,512200,521200,509300
532500,540600,523900,527600,523200,549400
552500,612400,577500,538800,544500,594000
553600,527900,546900,548200,569200,571200
555600,555300,559300,561300,568200,571200
563300,552700,567900,573800,574000,593900
632700,618300,611800,580400,614300,645600
576900,584100,602900,584600,590200,586800
609100,587700,628900,626200,614300,634100
626200,627100,639000,632400,662200,657700
697500,712900,692000,689800,683000,702400
659800,678300,658700,705900,731000,677200
704000,693400,708800,712900,724200,722200
788600,771600,810500,763300,804500,787100
808900,764200,791600,796800,815100,771000
834500,825500,858100,841500,869800,853100
884300,853800,894200,868000,893300,913900
1090000,1109000,1106000,875900,887000,880400
887900,929200,882100,902800,890200,915400
1063000,1118000,1098000,912000,926400,913500
986200,1010000,984500,989300,980500,992800
1025000,1070000,1064000,1079000,1068000,1091000
1163000,1111000,1122000,1141000,1159000,1169000
1123000,1149000,1135000,1144000,1149000,1143000
1146000,1247000,1149000,1187000,1152000,1175000
1299000,1294000,1321000,1296000,1276000,1292000
1255000,1301000,1282000,1301000,1281000,1290000
1252000,1313000,1331000,1305000,1343000,1338000
1447000,1424000,1467000,1456000,1455000,1455000
1562000,1600000,1603000,1587000,1601000,1623000
1571000,1549000,1628000,1597000,1673000,1652000
1627000,1666000,1641000,1654000,1641000,1632000
1637000,1648000,1690000,1686000,1680000,1641000
1821000,1875000,1869000,1820000,1853000,1807000
1915000,1809000,1875000,1826000,1815000,1829000
1864000,1820000,1837000,1855000,1856000,1874000
1902000,1968000,1946000,1958000,1987000,2003000
2170000,2210000,2210000,2140000,2183000,2098000
2366000,2387000,2353000,2374000,2442000,2448000
2427000,2452000,2479000,2451000,2496000,2485000
2604000,2671000,2795000,2693000,2700000,2838000
2913000,2889000,2967000,2918000,3036000,3046000
3113000,3036000,3142000,3095000,3048000,3151000
4163000,4111000,4115000,4084000,4209000,4138000
4192000,4213000,4324000,4289000,4321000,4219000
4778000,4728000,4816000,4814000,4883000,4795000
5327000,5347000,5376000,5568000,5473000,5468000
5498000,5719000,5618000,5742000,5817000,5772000
6126000,6065000,6050000,6112000,6147000,6063000
15820000,15490000,15910000,16130000,15760000,16000000
16690000,17110000,16810000,17820000,17350000,17210000
302400,305000,302400,309700,326100,329100
352900,349600,351600,344700,353100,345700
358600,339400,367300,351100,359600,366200
394400,411400,407700,383200,404500,409300
446300,459500,452500,451200,463200,466700
476700,482800,455600,471600,498100,492900
488100,540000,507700,485100,493900,508200
601700,591700,616300,622500,601400,645600
