Control_1_F670,Control_13_F823,Control_14_100565,Control_15_100291,Control_17_F796,Control_18_100649,Control_19_101928,Control_21_F821,Control_22_G461,Control_26_101060,Control_29_G114,Control_31_F699,Control_34_102333,Control_35_F675,Control_36_E701,Control_38_102300,Control_39_D681,Control_4_100448,Control_40_F824,Control_41_F305,Control_44_D751,Control_46_F026,Control_47_F104,Control_5_100369,Control_51_F320,Control_53_E696,Control_57_101582,Control_58_G777,Control_7_G274,Control_9_F644,T1D_10_F797,T1D_11_F789,T1D_12_F403,T1D_16_100905,T1D_2_G419,T1D_20_F717,T1D_23_100682,T1D_24_F780,T1D_25_102069,T1D_27_F769,T1D_28_F734,T1D_3_F835,T1D_30_D728,T1D_32_F468,T1D_33_F688,T1D_37_D702,T1D_42_F646,T1D_43_F249,T1D_45_D841,T1D_48_F124,T1D_49_D654,T1D_50_F433,T1D_52_F842,T1D_54_F311,T1D_55_F829,T1D_56_100749,T1D_59_F371,T1D_6_F817,T1D_60_F525,T1D_8_100980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87899,81345,125602,93629,99697,65728,106894,85660,80368,101252,111251,107181,115569,93212,110056,123138,133658,99682,94681,108102,124181,132866,103683,86781,89329,100216,104119,140583,115193,109437,74979,87523,94445,107294,112656,79450,88163,70604,84930,91030,115115,92917,99043,104771,82199,106199,65151,112673,117443,108998,84004,83369,79197,93589,113503,78320,87248,81729,166941,96370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55679,56175,69020,22680,68817,91160,70844,69849,117295,58984,71759,40098,52709,66355,82758,73073,59673,42848,73788,70230,41566,108098,64868,67719,44620,76219,47040,73665,45282,65828,90778,91359,51714,45453,43417,110974,73008,77581,109089,54952,73982,72987,48074,78232,75146,70157,107725,69614,45544,60830,39702,95351,70049,67348,76169,88820,76434,69368,49905,51005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5784,3635,7964,4311,5309,1373,5470,4435,4510,5058,8681,8266,7498,7909,5976,7632,3681,6806,5335,5746,8437,4462,6590,5926,5983,2492,8071,9695,8548,5887,6749,4922,9049,6093,5339,4273,6929,5503,6672,5361,6373,7910,7352,6205,5479,8522,4444,9578,7035,6054,9406,8673,4803,7005,3611,7762,6756,7196,6063,4602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13858,19598,11286,20461,14491,5811,15420,9439,4837,14888,11378,12872,14456,12782,13297,17583,21226,8303,12147,10298,12547,20670,15164,14397,19149,11523,14435,10962,12839,20262,8809,9491,14457,13884,21432,5356,6917,9415,6708,16229,15339,11185,15351,9869,10828,11848,4782,7180,21664,21027,19660,6850,15225,17872,16299,12021,13393,10753,10439,17367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35082,48377,50471,40053,55200,65200,49711,57138,99536,49635,66660,41755,58437,60055,61949,46491,47129,37249,43995,63369,42899,49070,53247,48685,30619,78660,51981,59906,37428,45074,45233,66987,40768,44064,43918,105655,41601,66061,116010,43741,40818,51487,41098,58346,62172,68467,49726,38291,38022,85501,44188,73125,49176,68026,70678,61640,63316,44333,34995,44004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72219,101342,92132,80095,89821,105363,99679,91894,157020,80569,97047,83227,70235,115331,97038,114558,101709,76779,141103,114535,81435,105375,91484,95328,76936,132857,75360,109492,91367,72467,65321,85890,50607,80222,61936,108781,90651,66318,143233,79559,77593,110505,74378,86717,142847,100124,66153,78050,86632,99326,63934,124618,73783,112573,147277,140886,121786,52000,67611,96012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245299,239063,145699,176410,126493,887811,182593,360399,298626,179389,806437,173112,169244,588059,256871,249674,211412,306555,247938,235211,126734,212305,156316,375828,223985,324176,118562,180365,159695,202336,300943,204734,174634,238319,202807,479313,474588,346703,470396,169931,264318,184229,230011,224946,300495,188848,325524,310256,255126,250288,195128,285539,284342,284266,471820,247876,337893,458780,940802,298324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12172,10310,15735,15332,11893,7818,10292,9758,14149,8628,9305,9066,10131,9818,6226,9766,8340,13039,11650,11070,11397,6944,7593,6536,11696,6800,12528,13066,12374,10435,9550,7318,13326,13097,9276,5517,13272,8528,5996,12489,11151,12125,8206,10157,7288,8143,9495,16461,12124,9263,10409,6174,9646,9496,2058,11106,9546,12576,11762,11394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1157968,21995,21812,51367,208933,40997,15554,110624,43792,11749,8790,33788,8379,38020,4204,14011,4934,77412,8674,8648,6867,6813,11614,23641,12844,10503,18977,27463,41870,12754,311309,264841,8704,46990,27687,11815,37217,24324,38739,73368,92590,126831,9242,7520,59031,7876,39091,8858,10727,4699,8636,7176,17962,8743,148781,30631,12465,319843,23096,185907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7500,5230,7006,7774,8342,5717,8290,7740,5732,9631,8187,8325,11146,9070,9048,8306,9765,8330,6948,5311,12715,8845,9199,7221,11418,9067,11818,14523,11112,7999,6492,5763,8093,12332,9091,5456,15266,5341,4100,6781,8821,7220,7711,5793,6869,7811,3209,9783,10615,9405,12052,7086,6434,9616,15519,7327,7747,4605,12415,8385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147677,163638,158994,166081,166342,209945,164192,208434,162284,180881,148700,167038,204927,132332,189726,145750,205500,151910,172823,191273,149980,154187,148637,142923,167448,200218,165978,150732,125502,146943,167466,159254,160759,145229,150882,187401,118226,151936,143305,158705,159909,128584,164387,152011,146903,152496,154358,152683,158843,204096,137315,95921,195632,117898,104096,144186,145896,158554,171030,199594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
623566,697162,360700,452258,330009,642698,337877,497441,517858,234886,178830,219491,314150,435468,366392,401438,546985,1101466,391285,600861,284718,435174,383948,463978,309864,400509,292874,274036,363166,475213,476372,421473,490383,492124,513042,562557,611477,585034,265235,469417,258505,591190,400963,390113,383477,474724,325505,362694,410666,395183,708197,389941,392562,640772,552239,222090,440275,711390,349409,768174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6553,11778,7930,7238,9383,8562,8323,12395,11120,8326,9857,8306,7659,10873,8352,9663,9757,7257,7849,14398,9642,6362,8471,6589,8051,12731,10214,7896,5158,8556,7672,8493,7679,12711,9288,9702,9345,11337,10526,8592,10037,7724,8321,8624,11158,8515,7790,6601,8074,11101,14657,11447,7322,13763,13903,11278,11589,9471,7982,6943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9699,11417,13689,12448,8597,13494,14795,11881,12120,5718,13486,10541,10590,9649,24277,11494,9286,11440,12837,10471,11601,10129,10393,42830,9452,9420,12034,11599,12356,13927,6767,12143,10299,11625,12090,9627,11923,9273,8952,10808,11187,12905,9210,8862,8818,10997,11060,9744,9720,13514,13396,13419,10971,7262,8578,9401,8959,7389,10089,16526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12414,14469,9585,9966,7566,12463,8693,9646,7758,10421,7793,6607,6937,8801,8259,8363,9633,14106,8502,11228,9747,10886,9631,10932,9664,10379,5308,11145,10094,8098,8260,9646,6363,10198,13441,11563,8987,7744,8301,6917,7159,9446,10799,4108,11252,8102,7156,6199,11049,11930,9457,5662,6908,11364,10676,6520,10545,9965,7792,11543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
348053,221494,100166,167857,107781,989277,191441,317219,366069,148430,744075,115354,154445,803214,282973,255681,342571,273016,292346,280030,95392,191923,171727,522427,175253,318408,68755,136919,116714,171033,303031,134615,131261,260809,544063,356243,315718,380659,467642,180246,253748,210392,196411,267869,525890,207299,635386,225824,413444,284927,171746,307818,245845,324458,792039,195556,378547,448039,488270,244464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
325432,330809,263403,335400,302079,353666,276856,313021,248722,296995,279112,277397,281677,262234,280179,299000,314871,331933,302617,314122,238964,273438,244303,311017,290334,270870,259788,246830,273530,302868,391566,292092,297820,285241,272892,335059,271042,355958,252996,349451,306307,291953,319043,340058,304933,281053,369942,241330,295126,250020,285215,251558,325080,269962,188580,266566,298012,375240,269967,324031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151791,132473,147009,169628,139247,136457,119195,122311,105360,120925,99828,136124,127477,135543,93125,137401,113743,134627,148726,134174,142578,100633,130625,126065,148381,104209,160456,128192,136659,119352,188684,144298,132862,121017,115094,134994,144353,164780,98850,153178,129708,132231,141192,125854,97395,132112,192569,139755,117435,84751,122861,98859,148516,115850,36456,128241,102413,186424,125386,145637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22399,20977,19667,22240,19962,18549,19752,17277,14845,16935,14989,20426,19115,17442,16799,18412,19640,22405,16502,22425,22466,18179,21668,18948,25445,13492,26356,19932,21533,19148,20543,21689,21141,25945,18560,13656,26163,18295,13218,20556,17378,20235,18062,14935,14474,15320,20109,22149,21250,13834,21177,15461,21515,16973,5198,19004,19294,25180,20102,20902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65321,74871,62200,70411,80140,123002,69144,80678,101728,57606,50838,69909,58893,61490,71688,58666,79306,74428,73205,61807,52207,58386,58397,67902,46707,77810,41951,48179,48310,56159,77224,79606,58264,56508,67838,104920,53056,90355,158940,70998,81479,64172,54300,88167,106280,99407,99427,54311,61238,61754,50091,79143,74760,69434,95557,53301,65441,68484,44723,55560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122732,63966,86848,73261,91227,78077,79794,95645,100184,106437,81956,71622,79001,78762,105051,80478,71496,72760,73455,48310,75149,86684,100990,79441,65530,108073,70835,88618,97137,75711,81933,88359,68762,65383,90395,85050,81615,117894,93048,58008,83817,83929,66567,83061,267239,74769,102161,90500,86615,120207,69266,105776,95987,89482,594891,84228,83326,80916,100625,90750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71042,86070,61043,81676,50945,55091,75053,57197,43936,67695,59668,63382,63675,63641,58795,65951,73643,73435,48168,57590,55387,86607,63895,57341,90623,63393,74739,49525,59967,67097,50503,60480,61123,86272,83020,37667,84082,49535,34853,56230,36780,68929,69629,40494,45538,57869,45249,45751,85510,93910,94171,35808,63387,59812,75423,50055,83822,61381,76156,86533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310084,174152,360539,196376,244829,135168,347217,234451,155632,228082,320602,335924,212731,172135,222001,317927,332356,283459,173336,161819,224481,204045,364600,266985,222640,317363,209773,188195,215137,299339,165528,303007,235040,215346,221627,190312,327780,266670,300287,277353,166371,191199,330605,167332,157110,273809,138299,187321,256151,192203,200481,332760,221744,307103,186647,313721,253526,182831,318603,293199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29998,15321,21166,13921,16189,22152,21427,19872,15731,10475,20523,23202,16762,25089,25073,20368,23663,33823,24710,19913,21436,25150,16621,12753,19861,11732,25124,23921,22459,18712,9630,15929,19185,7785,18222,14067,18047,14363,13862,16539,20614,18134,21587,23796,11957,26657,12971,26934,27131,24374,26356,23937,23416,11147,28553,18332,17877,20838,13921,22595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26646,28405,16725,19436,19379,11392,16711,16813,9864,22506,20174,24910,24990,21476,16030,21225,34115,19557,20707,27612,22351,27932,26006,15058,27160,12215,21223,18008,17666,18907,15950,15867,21914,17478,26082,13175,17635,13973,15055,20108,20343,15653,15935,17860,20568,22413,13365,14183,27523,22379,21484,11268,18258,23523,22760,18319,20145,14552,26128,23174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143515,174748,144564,163169,159073,168522,160361,119981,143618,130769,164610,127953,178408,143577,124019,143296,195871,184064,147715,132384,149081,179692,139823,111296,189644,140917,130866,120086,172342,158098,115032,149878,168851,126586,154047,168791,76325,203585,107265,186240,113210,101772,120133,162157,124593,141908,178794,112612,123898,184873,185803,109202,177635,162676,96778,108594,151767,187778,144769,167819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4238,4107,3417,5250,4123,1902,4111,3900,2460,4736,4326,4386,6205,3821,3440,4802,2654,4644,3926,2466,4761,300,5167,3805,5330,3420,6337,3340,4690,4572,4212,3527,5719,3121,3308,1427,4131,3587,2981,2957,5455,3690,4164,3146,372,195,2909,5468,6902,3643,4492,2260,4750,3941,1,3825,2888,3594,1873,5652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26957,34967,36120,34523,32314,11841,25777,22833,12035,29393,32497,35043,38750,15818,40785,28246,23200,32980,28934,32578,30879,34399,32502,24734,38619,35705,32801,25016,32037,34927,17956,35096,33151,35569,28133,25289,27121,16147,20043,22209,20079,21823,31798,23182,18114,22799,15843,31125,39031,36652,19154,16069,24281,28078,16510,19834,30296,21183,54235,36356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1778,1235,3077,4361,3859,707,3514,2428,619,5096,868,2453,5191,2473,1548,1975,3100,375,2675,1313,2683,1388,3472,984,3780,703,3539,3942,3083,1404,5161,3434,3300,3785,964,2061,3686,1357,1910,4602,4168,1578,2018,2294,467,3591,6092,3567,1791,850,2326,1376,3265,3757,1606,3065,3724,2666,7072,2931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4396098,5738525,3915141,6493705,5426370,5909755,4468303,4868181,3596120,4648902,4676085,4121060,4689888,4157266,4550386,4191766,5407126,4725334,4059463,6844558,4148256,4470128,4735555,4250128,5116663,4250532,4494979,4268558,4680844,4647037,7206303,4751384,5174557,4570695,4495729,5286955,4877016,6283814,4011329,6610241,5637591,4243473,4997773,5285337,4176740,3989848,6957301,4064634,4748426,4672652,5476073,3368322,5152934,4415731,1754760,4185616,4839016,7556298,4475357,4835851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1966721,2584713,3095758,2323365,2247176,2182999,2510621,2485799,2138209,3459878,3258350,3525317,3782654,2955089,3296895,3072740,3014416,2048752,2517158,2288356,3556954,3758156,2814288,2276424,3286970,3851038,3660418,3797634,3161181,2619221,1904314,2165666,3065436,3230605,3029491,2104682,2922270,1719154,1947849,1896005,2659679,2345895,2185588,1858302,2640558,2942385,2083438,3118854,3604224,3581967,2931432,2513877,2862905,3379092,3079419,2880063,2578960,1987710,4148733,3143321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2923,2910,4186,5759,3589,4435,5440,4685,6606,5311,6620,5871,3319,3650,4272,3387,4556,4401,2852,3255,2484,1734,2149,3880,3214,2361,3833,3090,3150,4866,4418,3966,4325,4459,4112,3830,5346,2806,6744,4427,5762,3258,4335,4031,3367,4066,1022,1034,1,4567,2732,3212,2269,4303,4899,2127,4810,3255,606,4873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14289,8481,14734,9577,8192,16966,3321,12947,7182,4293,39413,5347,6863,44291,2787,12995,9044,8703,8445,7928,9119,6858,6703,8323,4925,2661,6224,7854,7610,9250,14181,15507,5514,9575,6710,10635,134647,18012,11909,10765,12817,7373,5732,8900,47735,6840,20283,8747,9427,6310,7081,5781,10622,8431,124663,2896,4217,15050,8298,13053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9761,15529,9679,9435,9800,9094,10768,11236,10743,10529,12645,13047,10419,8781,10031,10194,12888,8852,11981,14084,13019,9211,10355,10062,14247,12915,8661,12862,8390,12264,9395,10604,12874,9543,10006,9172,12700,9281,12595,14337,14338,12862,16809,12929,7531,9022,4876,9656,12934,22062,16411,9960,13281,13749,10316,11875,12934,7883,17113,10461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21374,27793,27555,27390,34960,48144,46609,23008,33177,25158,29382,30477,23045,29653,27702,32195,25907,27130,30108,44894,30197,29968,28978,28710,40562,61508,26748,42362,26720,27607,29833,35035,32923,29989,23828,40908,46421,34371,34808,40329,37481,25825,34264,28356,40583,21045,42174,32110,27107,28716,25825,32000,27593,31232,48704,41345,36776,28536,25302,30635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81543,81038,95774,82784,90929,96295,100358,118564,100968,142330,108805,124839,139550,109342,138187,121687,115546,86910,127375,71023,82152,79334,86665,75161,111901,125139,106144,105518,88633,89135,80909,89576,89502,100996,73002,102427,110210,108091,114353,98701,115218,78519,103511,113443,121204,113780,73043,88135,91733,93371,86029,93417,92797,87660,100199,93272,91754,70203,106174,85881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218467,279705,254457,302450,240171,216782,202534,292904,162651,266526,206445,245965,367860,224648,277987,225051,307644,247237,222979,195432,224516,263635,239766,176016,260052,265138,207942,227685,190063,250827,190012,232107,233035,271842,251821,194153,161662,155807,190386,193276,214479,209685,282125,202574,177147,230034,170931,238176,302695,356610,248406,181924,218523,233846,243351,176960,226044,175289,321313,300665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172131,260520,66955,115145,86762,625668,108130,228902,333472,178284,428471,141424,158858,359428,486895,197458,174400,164614,110002,102701,60764,98007,70450,358805,249385,214372,54101,94043,73898,116727,254159,150356,88675,131728,400158,327297,227748,241003,209666,107625,214380,176204,135928,203986,207377,125599,789224,143323,135280,114762,81837,124866,176803,150824,215798,111237,213909,242270,532084,184455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
299442,326501,192653,279067,204334,394711,196255,294650,292686,242582,193594,230921,192357,294675,164296,252687,294005,302227,315186,262154,178287,255894,248306,267385,280812,246300,171237,156968,242564,236146,16338,229793,273433,242026,182908,329596,213888,256073,207548,276362,249020,230418,263078,247977,299946,217159,332991,170562,211672,154816,159595,244809,313759,271205,94734,220885,219661,382077,182978,284554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34151,24416,27580,32911,37169,37109,30990,38686,50563,30579,22753,30499,34064,32571,29332,27974,23514,24689,33874,24143,28353,29285,30678,27068,21921,37552,20992,21356,23529,22409,55294,35120,29333,22878,25079,45458,30734,64388,34320,28252,36072,31623,37221,41411,35801,36447,56426,33611,28691,33494,25654,42124,31833,32443,18630,30554,30359,52024,14364,24620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40603,32134,35919,27016,34981,26318,33501,34632,25937,35635,31567,31581,35032,33354,34123,32762,32002,28412,34265,32142,37907,29037,29067,29052,28971,33647,30113,32565,34779,32175,33915,35403,39184,21530,24528,34183,25948,31650,28944,31311,30945,26865,34211,32902,33130,34387,37769,32610,30693,29000,30114,33426,30082,31618,26070,34251,30032,30904,27937,27880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805,2417,1974,1226,2706,1890,1352,2804,1207,2068,1576,3391,2449,2556,2830,2309,1659,2101,3306,2214,3806,1677,3019,1854,3216,2876,2603,2118,1645,2033,1099,3754,1276,3882,2855,2322,910,2679,2309,1855,1788,2045,2141,1329,2383,3901,837,1917,3375,1097,2874,3326,3607,1767,1325,2144,2271,1310,1638,351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16778,15080,12690,15432,11005,9015,11181,10971,4806,10555,11729,14550,10806,9776,8924,11262,10485,13302,13741,10251,16242,8205,9736,10505,16645,4655,14735,13644,13175,13813,11178,12105,14010,12440,13772,7516,13375,7435,7083,16618,16582,12013,14479,13421,8705,12146,10322,11014,13569,7576,12946,9000,9449,7761,4128,8880,10887,8691,9766,9066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119387,98150,136493,138405,147451,85981,127909,145449,95068,34972,148280,31675,166818,95209,184323,143784,150083,88411,148826,101740,168334,167663,111018,131016,36667,30436,158754,155539,139560,138120,108304,111658,138968,15494,89275,131543,101884,91966,103925,129047,37864,120911,156957,130841,115616,109348,11116,122820,143259,37056,109084,95980,23968,132689,130493,143558,131261,119818,181976,123947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28614,32897,31860,41073,26709,25567,42290,18814,22782,34536,51146,70348,48371,57316,54138,62165,44753,21845,41047,62729,48747,41109,41123,23317,47002,41559,50610,55823,29915,40557,16342,15877,21045,27495,41745,14282,37808,20985,42595,54796,50089,31786,38102,32617,29148,46668,23621,33182,51210,73071,60090,36726,39723,50360,32070,50408,41349,12107,57954,51744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42371,41798,58091,42193,42663,44568,44772,59032,48821,54505,37260,55939,59509,48970,65913,52400,38377,30489,72049,28944,45295,52051,39662,43488,46126,60458,50960,52455,49447,35687,46686,34174,48791,45384,26561,58720,47154,49277,35287,38404,51453,40043,39167,38132,59978,61926,56419,79859,63648,40387,43177,55291,54087,44800,18512,56685,36315,54325,41335,40387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
527372,652598,899455,934934,816937,1123710,729450,1125047,797332,740042,445818,730490,653843,657418,652274,728712,723608,601852,926279,679937,817069,775274,832207,742499,762041,644022,660321,624366,780324,533899,776309,931843,649182,626099,452157,849904,578248,806555,891793,890998,796271,839946,896037,967798,742871,588345,1059162,891168,580422,447602,596671,874220,804505,694553,156386,790761,669657,1173758,496481,799841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57586,49975,39876,51640,39270,33629,46093,40074,18921,38991,56045,46271,35996,34365,39209,42758,46661,50198,35860,57147,47083,40150,34006,44169,54195,27820,48890,37757,51961,58135,35801,33362,51433,43825,48494,30434,51217,38638,21631,55948,50221,47839,56025,34066,26485,39528,22097,39029,64291,42240,75689,25472,45567,36484,42504,36813,39672,45309,43761,47384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
