Intensity,Intensity LEIBR,Intensity LEIDO,Intensity LEIIN,Intensity LEIAM,Intensity LEIMA,Intensity LEITA,Intensity LEITR
123450000,0,27162000,2744100,0,19234000,74313000,0
8761500,0,0,0,0,0,8761500,0
516670000,0,0,0,0,0,516670000,0
12430000,0,0,0,0,0,12430000,0
1360500000,10284000,0,0,134830000,0,1215400000,0
261550000,0,176540000,26140000,0,58588000,0,284580
66585000,0,22396000,7989100,0,2615000,33585000,0
66582000,0,0,0,0,0,66582000,0
90570000,0,0,0,0,0,90570000,0
12420000,0,0,7117200,0,4081300,0,1221400
31660000,0,0,0,31660000,0,0,0
7515800000,2891800,1112100000,209300000,971040000,4047800000,520840000,651860000
352010000,180350000,0,0,2436300,0,0,169230000
5288900,0,0,0,0,0,5288900,0
155410000,0,7602800,0,0,0,147810000,0
53428000,0,20057000,2480200,0,22959000,7932000,0
3202400,0,0,0,0,0,0,3202400
2897400000,0,196560000,917830000,89755000,1636600000,0,56707000
65425000,0,0,0,1407400,5994000,58024000,0
8610000000,0,0,0,3558400000,0,5042700000,8897400
87396000,0,0,0,0,0,86556000,839030
248140000,57299000,0,0,0,7297200,165420000,18128000
10121000,0,0,0,7972800,0,0,2148200
707820000,0,0,0,0,0,707820000,0
515420000,0,124950000,48113000,5858800,260790000,67210000,8507300
3062500000,0,2365100000,0,0,603300000,0,94044000
231340000,0,68814000,21131000,0,6681700,131260000,3452700
46959000,0,0,0,6007400,26702000,12891000,1358900
1693900,0,0,0,0,1693900,0,0
1018900,0,0,0,0,0,0,1018900
18348000,0,0,0,0,18348000,0,0
328360000,0,0,0,0,0,0,328360000
2940500,0,0,0,0,2940500,0,0
13361000,0,0,0,0,0,13361000,0
3124200,3124200,0,0,0,0,0,0
23156000,0,0,0,0,2041400,21115000,0
3965400,0,0,0,0,3965400,0,0
49400000,0,0,0,0,4510000,44890000,0
1641600,0,0,0,0,0,0,1641600
4618400,0,0,0,0,4618400,0,0
12913000,0,0,0,0,12913000,0,0
173360000,12926000,23464000,0,1863700,110970000,23401000,727590
2450000,0,0,0,0,2450000,0,0
2196800,0,0,0,0,2196800,0,0
768170000,16156000,128990000,67440000,60115000,106110000,387520000,1841900
72277000,0,0,0,0,72277000,0,0
2925300,0,0,0,0,2925300,0,0
6340400,0,0,0,0,5249100,0,1091300
11928000,0,0,0,0,11928000,0,0
14620000,0,0,0,0,14620000,0,0
36476000,0,0,0,0,24371000,0,12105000
89253000,0,11690000,1773500,0,40801000,27276000,7712400
20452000,0,0,0,0,15718000,0,4734400
15133000,0,0,0,10360000,4772800,0,0
1563900,0,0,0,0,1563900,0,0
22709000,0,0,4389700,0,16431000,0,1888800
10971000,0,0,0,0,10971000,0,0
5228300,0,0,0,0,5228300,0,0
369830,0,0,0,0,0,0,369830
12073000,0,0,918150,1800500,9354600,0,0
64246000,0,0,0,0,64246000,0,0
20927000,0,0,0,0,20927000,0,0
2807800,0,0,0,0,0,0,2807800
4084800,0,0,0,0,3296100,0,788680
1290300,0,0,0,0,1290300,0,0
11498000,0,11129000,0,0,369060,0,0
1410000000,0,115990000,22539000,30080000,1207200000,0,34211000
15512000,15512000,0,0,0,0,0,0
2875900,0,0,0,0,2875900,0,0
45437000,0,0,0,0,38021000,7416200,0
17169000,0,0,0,0,15091000,2077600,0
20037000,0,0,0,0,0,20037000,0
21623000,0,0,0,0,21623000,0,0
2236400,0,0,0,0,0,2236400,0
6124200,0,0,0,0,6124200,0,0
21761000,0,0,0,0,3844600,16341000,1575800
13599000,0,0,2684400,0,1753200,9161600,0
8521900,0,0,0,0,8521900,0,0
930650,0,0,0,0,930650,0,0
351000,0,0,0,0,351000,0,0
677720,0,0,0,0,677720,0,0
1759000,0,0,0,0,1759000,0,0
119460000,0,22915000,21297000,4030500,48445000,18885000,3883200
22169000,0,0,0,0,18769000,0,3399100
218140000,0,0,0,0,215520000,0,2627900
1472300,0,0,0,0,1472300,0,0
1106800,0,392840,0,0,713950,0,0
396970,0,0,0,0,0,396970,0
2303100,0,885250,0,0,1417800,0,0
12702000,0,0,0,0,12702000,0,0
25022000,0,15886000,0,0,9135600,0,0
2670000000,101750000,1326200000,422660000,12281000,713660000,7793000,85705000
16602000,0,0,0,0,16602000,0,0
27214000,0,0,0,12052000,15162000,0,0
15149000,0,0,0,0,15149000,0,0
3349700,0,0,0,0,3349700,0,0
3491100,0,0,0,0,3491100,0,0
7543700,0,0,7543700,0,0,0,0
1690100000,11281000,561190000,310330000,77606000,547110000,182070000,565840
6351700,0,0,0,0,4456100,1895600,0
15936000000,2575900000,2686200000,2198500000,1067900000,1629400000,5559600000,218880000
18582000,0,10051000,0,0,8530500,0,0
967410,0,0,0,0,967410,0,0
27426000,0,0,0,0,13457000,13969000,0
302550000,0,0,0,0,299990000,0,2559900
1899400,0,0,0,0,1899400,0,0
10241000,0,0,8062800,0,1980900,0,196890
93116000,0,32933000,30404000,0,25318000,4460900,0
302450000,0,0,0,0,302450000,0,0
128610000,0,0,0,0,117460000,0,11157000
3918800,0,0,0,2183100,1735600,0,0
20802000,0,0,0,691550,14605000,0,5504700
10937000,0,0,0,10937000,0,0,0
29485000,0,0,0,0,27002000,0,2482600
6264100,0,0,0,0,6264100,0,0
3598000,0,0,0,0,3598000,0,0
9869200,0,0,3496500,0,6372700,0,0
5257200,0,0,0,0,5257200,0,0
3919200,0,0,0,0,3919200,0,0
18078000,0,7138100,1005800,0,9934500,0,0
15121000,0,2684300,0,0,2179600,0,10257000
91661000,0,0,0,0,21577000,67689000,2394900
1503400000,38069000,404290000,603450000,76046000,151890000,150280000,79361000
37127000,3707200,25017000,0,0,8402900,0,0
23061000,0,0,0,0,23061000,0,0
81719000,0,10178000,0,16025000,16882000,38634000,0
262540,0,0,0,0,262540,0,0
3507500,0,0,0,0,3507500,0,0
5606800,0,0,0,0,5606800,0,0
2541100,0,0,0,0,2541100,0,0
428880000,0,15122000,0,0,413760000,0,0
32719000,0,0,0,0,32719000,0,0
15627000,0,4527500,2669400,1464000,4574200,0,2391400
22635000,0,0,0,0,6055200,16580000,0
165140000,0,34662000,5069400,9839100,2949500,112620000,0
26069000,2077600,0,0,0,23109000,0,882490
1097100,0,0,0,0,1097100,0,0
754880000,0,127460000,39561000,88308000,106920000,381740000,10896000
10167000,0,0,0,0,10167000,0,0
4105700,0,0,0,0,4105700,0,0
3075500,0,3075500,0,0,0,0,0
5477600,0,1576700,727110,0,1114000,2059800,0
375230,0,0,0,0,375230,0,0
70191000,0,0,0,0,0,70191000,0
58913000,0,0,0,0,58913000,0,0
9659300,0,0,0,0,9659300,0,0
844570,0,0,0,0,844570,0,0
13462000,0,0,0,0,13462000,0,0
5990100,0,0,0,0,5990100,0,0
178310000,0,0,0,0,178310000,0,0
11638000,0,0,0,0,11638000,0,0
9132200,0,0,0,0,9132200,0,0
134960000,0,87177000,0,0,45969000,0,1810200
3123700,0,0,0,0,3123700,0,0
27022000,0,0,0,0,16711000,10311000,0
2546800,0,0,0,0,2546800,0,0
2136500,0,802920,0,0,315000,0,1018600
453050000,0,50725000,90665000,5991000,244830000,0,60840000
455360000,0,274020000,57869000,6015100,114780000,0,2669600
2689300,0,0,0,0,2689300,0,0
202350000,0,0,0,4162500,34655000,163230000,295830
116350000,0,0,0,2979400,75917000,37452000,0
8897100,0,0,0,0,8897100,0,0
102640000,0,0,0,0,97911000,0,4724900
337380000,0,0,7898800,0,15673000,310910000,2894800
3750100,0,0,0,0,0,0,3750100
4188600,0,0,0,0,4188600,0,0
18304000,2146300,4882600,4531300,2811700,3931900,0,0
8161600,0,6138800,0,0,466130,1556700,0
6545600,0,0,0,0,6545600,0,0
36323000,0,0,0,0,36323000,0,0
7749800,0,0,0,0,7749800,0,0
1077400000,0,0,2744200,0,57066000,991390000,26175000
3282900,0,0,0,872590,0,0,2410400
207120000,0,7559500,18584000,8331400,117030000,52470000,3147000
80796000,0,27757000,23894000,0,13755000,0,15391000
1298900000,15247000,35693000,14024000,5558900,1083600000,0,144760000
100640000,3508300,10439000,3844100,1803300,72594000,6695600,1759700
1196300,0,0,0,0,1196300,0,0
19463000,0,0,0,0,19463000,0,0
64657000,20005000,0,0,7108900,3877400,33665000,0
7055300,0,0,0,0,7055300,0,0
293790000,0,122770000,84099000,9044700,19824000,56188000,1855600
569010000,0,67550000,29173000,0,471610000,0,675560
14980000,0,3502800,0,0,4364400,5693800,1418700
3833400,0,0,0,0,3833400,0,0
55480000,5931600,25649000,1605700,0,1540400,20754000,0
43923000,632980,6122100,0,0,37167000,0,0
228890000,0,13662000,0,0,13621000,201610000,0
1908600,0,0,0,0,0,0,1908600
70138000,0,0,0,0,70138000,0,0
2474200,0,0,0,0,2474200,0,0
5313300000,11173000,1697400000,476820000,42092000,1325900000,1568400000,191570000
79351000,0,0,0,0,79351000,0,0
519570000,0,174760000,8925000,42674000,83184000,204360000,5677400
1931700,0,0,0,0,1931700,0,0
3299300,0,0,0,0,3299300,0,0
57067000,0,41717000,0,0,14669000,680940,0
12981000,4066400,0,8914600,0,0,0,0
230730000,0,170750000,35111000,0,21141000,0,3728100
97307000,0,0,0,0,22774000,73067000,1465800
32697000,0,0,0,0,32697000,0,0
1906800000,0,0,8868600,0,1881600000,0,16291000
20130000,0,0,0,0,20130000,0,0
111350000,0,0,0,0,108740000,0,2617100
162580000,0,0,0,0,157860000,0,4724700
244650000,0,0,0,0,244650000,0,0
638270000,0,0,0,0,637530000,0,737480
15489000,0,0,0,0,15489000,0,0
20373000,0,0,0,0,20373000,0,0
27246000,0,0,0,0,27246000,0,0
22208000,0,0,0,0,22208000,0,0
2022800,0,0,0,0,2022800,0,0
27082000,0,0,15732000,0,11351000,0,0
31567000,8799800,4034500,0,0,17330000,0,1402700
6481900,0,0,0,0,6481900,0,0
9400100,0,0,0,0,9400100,0,0
103760000,0,0,0,0,90008000,0,13748000
63987000,2060800,12570000,0,12311000,7850700,27317000,1878400
16689000,0,0,0,0,16689000,0,0
23022000,0,16362000,6659500,0,0,0,0
843280,0,0,0,0,843280,0,0
50015000,0,0,0,0,50015000,0,0
1352400,0,0,0,0,1352400,0,0
3471800,0,0,0,0,3471800,0,0
75670000,0,0,0,0,67594000,0,8075900
2757200,0,0,0,0,2757200,0,0
53894000,2551300,43094000,0,0,2194200,3937600,2117200
154900000,0,0,0,0,154900000,0,0
446300,0,0,0,0,446300,0,0
3138900,0,0,0,0,3138900,0,0
61671000,0,0,0,1549000,59715000,0,407120
7450100,0,719030,367480,0,5305600,0,1058000
90212000,0,41553000,22630000,0,21708000,0,4321800
4766500,0,0,0,0,4766500,0,0
74602000,0,0,0,0,74602000,0,0
4635400,0,0,0,0,4635400,0,0
3858700,0,0,0,3858700,0,0,0
2968200000,0,1650100000,80894000,63712000,841700000,278460000,53323000
6817500,0,0,0,0,6817500,0,0
221110000,0,0,0,0,221110000,0,0
21577000,0,0,0,0,18179000,0,3398400
29646000,0,0,5959700,0,18986000,0,4700100
80181000,0,0,0,0,80181000,0,0
5547600,0,0,0,0,5547600,0,0
348340000,0,0,0,30814000,316080000,0,1445100
6359100,1088200,0,0,2592100,2678800,0,0
402120000,14813000,128920000,9783400,0,12942000,234140000,1524900
92516000,0,0,0,0,92516000,0,0
780010000,0,0,0,114380000,632560000,0,33070000
8074100,0,0,7629100,0,445020,0,0
789420000,0,0,0,0,0,789420000,0
12093000,0,7994400,0,0,4098700,0,0
137570000,0,0,0,16954000,5808800,114800000,0
684970000,19045000,671130,7413300,0,9002000,648840000,0
16193000,0,0,0,16193000,0,0,0
618440000,0,0,1364700,0,231610000,0,385470000
180610000,0,0,0,0,170420000,0,10188000
22203000,0,0,0,0,0,22203000,0
55728000,0,0,0,0,0,55728000,0
3756300,0,0,0,0,3756300,0,0
5607200000,0,0,0,0,0,5508000000,99182000
293930000,0,0,0,293930000,0,0,0
19043000,0,0,0,0,19043000,0,0
47885000,0,0,12076000,0,18143000,17666000,0
774680000,7492300,365770000,30153000,25458000,318270000,20134000,7394100
3968800,3968800,0,0,0,0,0,0
7974600,0,0,0,0,0,0,7974600
10676000,0,0,0,0,10676000,0,0
35037000,0,31801000,0,0,0,0,3236000
17106000,0,0,0,0,9414200,0,7691400
83359000,0,0,0,0,0,0,83359000
13984000,0,0,0,0,0,12675000,1309800
31605000,0,0,0,0,14658000,16947000,0
11158000,0,0,0,0,11158000,0,0
15577000,0,0,0,0,15577000,0,0
146340000,7210000,0,5244200,51797000,1839600,80245000,0
1746000000,31752000,203940000,101000000,521560,180330000,1217200000,11208000
3258500,0,0,0,0,3258500,0,0
115590000,0,0,0,0,90246000,0,25346000
118430000,0,991410,37812000,0,77980000,0,1642500
31815000,0,0,0,0,31815000,0,0
999880,0,0,0,0,0,999880,0
335500000,53772000,142740000,57687000,0,12897000,65288000,3117900
2202600,2202600,0,0,0,0,0,0
6802900,0,4097000,0,2705900,0,0,0
16426000,16426000,0,0,0,0,0,0
6479700,0,0,0,0,0,0,6479700
32859000,687200,8290100,8379000,0,9164100,3231300,3107300
14558000,9400100,0,1521400,0,0,0,3636400
8246500,8246500,0,0,0,0,0,0
0,0,0,0,0,0,0,0
78232000,7609600,4961300,3947800,784800,12028000,42128000,6773000
3194100,0,0,0,0,0,3194100,0
3532300,0,0,0,0,0,3532300,0
44428000,0,6670100,8580600,4657600,0,24519000,0
445550000,295630000,0,0,0,0,149920000,0
3084600,0,0,0,0,0,3084600,0
70142000,58931000,0,2059800,3184900,5966000,0,0
3349300,3349300,0,0,0,0,0,0
624680,624680,0,0,0,0,0,0
122280000,1385800,29872000,1484400,18469000,1375100,68932000,763950
21883000,0,0,6403700,0,9730500,0,5748800
4147800,4147800,0,0,0,0,0,0
1134800000,252100000,602930000,111230000,83004000,2196100,83365000,0
4890900,4890900,0,0,0,0,0,0
2520600,2520600,0,0,0,0,0,0
32164000,32164000,0,0,0,0,0,0
6626600,0,0,0,0,6626600,0,0
4378100,4378100,0,0,0,0,0,0
1117800000,1117800000,0,0,0,0,0,0
14554000,1525900,0,0,4794000,0,8234400,0
19434000,1866400,0,2287300,0,2135600,9648200,3496500
9121800,9121800,0,0,0,0,0,0
4512500,4512500,0,0,0,0,0,0
3287400,0,0,0,3287400,0,0,0
24726000,24726000,0,0,0,0,0,0
389320000,29961000,78295000,26654000,42638000,0,211770000,0
1698000,0,0,0,1698000,0,0,0
6318600,6318600,0,0,0,0,0,0
257020000,243420000,0,5898400,7704600,0,0,0
170470,0,0,0,0,170470,0,0
22901000000,2898900000,5023100000,2476400000,2300200000,4747900000,4611200000,843560000
37220000,0,8385600,9741700,0,581750,18403000,107450
2135700,2135700,0,0,0,0,0,0
95674,0,0,0,0,95674,0,0
28191000,28191000,0,0,0,0,0,0
7542400,7542400,0,0,0,0,0,0
18317000,0,0,0,0,6603000,0,11714000
13376000,13376000,0,0,0,0,0,0
109160000,0,26218000,8276500,0,28160000,45059000,1445800
53982000,33281000,0,0,0,0,20701000,0
2710800,0,0,2710800,0,0,0,0
19137000,19137000,0,0,0,0,0,0
3273500,3273500,0,0,0,0,0,0
111020000,97435000,0,0,0,2731200,10850000,0
4770500,4770500,0,0,0,0,0,0
9010500,9010500,0,0,0,0,0,0
2545200,2545200,0,0,0,0,0,0
13062000,12204000,0,0,0,0,857760,0
51389000,51389000,0,0,0,0,0,0
6548100,0,0,0,0,0,6548100,0
7252100,7252100,0,0,0,0,0,0
531060,531060,0,0,0,0,0,0
5303300,0,0,5303300,0,0,0,0
140070000,0,94732000,16171000,0,24632000,742270,3797300
1456300,1456300,0,0,0,0,0,0
147770000,0,42583000,40712000,1530900,6436300,56513000,0
3722000,0,0,0,0,0,0,3722000
15274000,2566400,3307600,1686900,0,2158200,5555300,0
4368400,860110,0,0,0,3508300,0,0
5437600,4596700,0,0,0,840910,0,0
455490,455490,0,0,0,0,0,0
3096500,3096500,0,0,0,0,0,0
151340000,44043000,0,0,0,0,107300000,0
44408000,32467000,5682700,1217900,0,0,5039800,0
5723700,5723700,0,0,0,0,0,0
1186800,628430,0,0,558390,0,0,0
10024000,10024000,0,0,0,0,0,0
13708000,0,10560000,0,0,0,0,3147800
26690000,26690000,0,0,0,0,0,0
6605500,753370,0,5213800,0,0,0,638360
6363200,6363200,0,0,0,0,0,0
54663000,1951500,28011000,23690000,0,0,793060,217030
3733700,1321000,0,921260,707260,784230,0,0
14193000,0,0,5149600,0,0,9043000,0
22079000,22079000,0,0,0,0,0,0
2128400,2128400,0,0,0,0,0,0
1379100,1379100,0,0,0,0,0,0
3063200,3063200,0,0,0,0,0,0
5719100,5719100,0,0,0,0,0,0
2372600,0,0,0,0,0,2372600,0
41029000,10119000,25726000,5183500,0,0,0,0
23837000,23837000,0,0,0,0,0,0
343620,343620,0,0,0,0,0,0
1293000,1293000,0,0,0,0,0,0
1662300,1662300,0,0,0,0,0,0
1740800,899090,841750,0,0,0,0,0
107790000,0,0,0,0,0,107790000,0
49045000,0,0,7007300,0,3385000,37389000,1263700
5248100,5248100,0,0,0,0,0,0
726520000,71443000,99186000,72090000,0,5883300,476800000,1116100
8698800,8698800,0,0,0,0,0,0
63837000,1035100,31825000,17615000,0,0,9322000,4040400
18818000,0,0,0,0,17771000,0,1047200
11212000,275280,783620,0,0,9148500,0,1004200
3831900,0,0,0,3831900,0,0,0
53730000,46064000,6633400,0,0,1032600,0,0
5040300,0,5040300,0,0,0,0,0
49099000,49099000,0,0,0,0,0,0
65341000,6847900,43313000,3511700,0,0,11669000,0
88652000,88652000,0,0,0,0,0,0
11163000,11163000,0,0,0,0,0,0
27785000,0,0,1035400,0,0,25941000,808530
27612000,0,12765000,14847000,0,0,0,0
5130900,5130900,0,0,0,0,0,0
3277900,3277900,0,0,0,0,0,0
48548000,48548000,0,0,0,0,0,0
296410000,286830000,9577300,0,0,0,0,0
4853800,4853800,0,0,0,0,0,0
20717000,20717000,0,0,0,0,0,0
303440000,6376100,153130000,12359000,2980200,32292000,95227000,1070500
62382000,29300000,0,0,0,0,31858000,1224400
56590000,0,0,0,0,0,56590000,0
9023300,0,0,9023300,0,0,0,0
22800000,0,7009300,5858500,0,0,9932200,0
16232000,8747900,6467000,0,0,1017000,0,0
98448000,91221000,0,0,7227300,0,0,0
8770900,7052100,0,0,0,0,0,1718800
36903000,30525000,0,6378400,0,0,0,0
96702000,96702000,0,0,0,0,0,0
5652500,5652500,0,0,0,0,0,0
6579900,6579900,0,0,0,0,0,0
3700500,3700500,0,0,0,0,0,0
59556000,4324700,0,29721000,0,25510000,0,0
13646000,0,9312800,4333700,0,0,0,0
9521600,9521600,0,0,0,0,0,0
218010000,8012000,46213000,21589000,31774000,103430000,0,6985300
18193000,17442000,0,0,0,750660,0,0
36388000,34538000,0,0,0,0,1850100,0
9668300,1837000,4019300,3812000,0,0,0,0
70518000,51930000,15219000,0,0,3369200,0,0
21336000,0,21336000,0,0,0,0,0
9622300,9622300,0,0,0,0,0,0
11247000,11247000,0,0,0,0,0,0
7063600,7063600,0,0,0,0,0,0
20156000,20156000,0,0,0,0,0,0
298280,0,0,0,0,0,0,298280
10725000,10725000,0,0,0,0,0,0
6375000,6375000,0,0,0,0,0,0
9742900,9742900,0,0,0,0,0,0
1269000,1269000,0,0,0,0,0,0
3564500,3564500,0,0,0,0,0,0
29468000,2351600,0,11570000,0,3246900,12300000,0
13617000,13617000,0,0,0,0,0,0
161140000,1961500,63055000,36487000,0,26002000,26335000,7303300
17402000,15210000,0,0,0,2192400,0,0
10249000,10249000,0,0,0,0,0,0
14306000,0,12829000,0,1476900,0,0,0
29327000,0,29327000,0,0,0,0,0
2109500,2109500,0,0,0,0,0,0
5590200,0,0,0,0,0,0,5590200
4511300,4511300,0,0,0,0,0,0
99487000,1128300,20861000,15860000,15156000,46482000,0,0
21471000,21471000,0,0,0,0,0,0
324700000,139430000,40664000,7417900,4261300,2821100,125670000,4442800
134320000,50658000,31056000,19514000,0,1187100,31904000,0
6175300,0,0,0,0,0,6175300,0
1027400,0,0,1027400,0,0,0,0
17452000,7956300,2346800,7149100,0,0,0,0
6672000,1975800,0,4299700,396560,0,0,0
41286000,41286000,0,0,0,0,0,0
2942400,0,0,2942400,0,0,0,0
18074000,18074000,0,0,0,0,0,0
1519800,0,0,0,0,1519800,0,0
7266200,0,0,0,0,0,7266200,0
6892100,1806900,5085200,0,0,0,0,0
4215700,0,0,974190,0,3241500,0,0
298420,0,0,0,0,298420,0,0
8831000,1497200,2233700,0,0,0,3459800,1640300
14058000,0,0,0,0,2679400,11378000,0
14780000,1412300,11743000,1625400,0,0,0,0
62378000,5381900,0,0,0,10337000,41999000,4659900
8302600,2826800,0,0,0,3196000,0,2279800
45288000,45288000,0,0,0,0,0,0
299260,299260,0,0,0,0,0,0
16767000,7764800,0,0,0,0,9002400,0
2066900,2066900,0,0,0,0,0,0
12777000,0,12777000,0,0,0,0,0
1287600,1287600,0,0,0,0,0,0
2617400,0,0,0,0,0,2617400,0
7928800,7928800,0,0,0,0,0,0
80741000,34815000,6748900,0,0,39177000,0,0
10997000,10997000,0,0,0,0,0,0
39715000,1407400,0,0,0,0,38308000,0
0,0,0,0,0,0,0,0
2340000,0,0,0,0,0,2340000,0
183970000,183970000,0,0,0,0,0,0
8490300,0,8490300,0,0,0,0,0
7567400,7567400,0,0,0,0,0,0
30924000,30924000,0,0,0,0,0,0
8789900,0,8789900,0,0,0,0,0
35466000,0,12979000,0,0,0,21838000,648250
43528000,0,0,0,0,0,43528000,0
1008600,1008600,0,0,0,0,0,0
11534000,11534000,0,0,0,0,0,0
10256000,2565000,0,964790,0,4012500,1448100,1265600
214610000,15170000,14106000,20232000,9850300,12691000,142560000,0
81145000,0,17144000,25727000,0,6513400,31761000,0
1883800,1883800,0,0,0,0,0,0
23313000,0,0,0,0,3844200,19468000,0
4522700,4522700,0,0,0,0,0,0
3875000,0,0,0,0,3875000,0,0
7506000,1978200,0,0,0,0,5527800,0
22986000,4281500,0,10505000,0,0,8199900,0
3155900,3155900,0,0,0,0,0,0
737120000,334030000,70582000,62418000,34033000,14609000,214320000,7131000
1177100,1177100,0,0,0,0,0,0
4612000,4612000,0,0,0,0,0,0
6444500,6444500,0,0,0,0,0,0
7578000,7578000,0,0,0,0,0,0
3000500,3000500,0,0,0,0,0,0
8572300,0,7578000,994230,0,0,0,0
1126700000,542870000,32807000,128020000,139400000,18403000,265170000,0
4517900,3510400,0,0,0,0,0,1007400
72319000,4179200,0,0,0,0,68140000,0
5751500,5751500,0,0,0,0,0,0
25971000,0,0,0,0,0,25971000,0
5614100,5614100,0,0,0,0,0,0
11679000,11679000,0,0,0,0,0,0
41996000,684310,39076000,1446600,0,0,0,789820
31066000,1740800,0,0,0,0,29325000,0
7184400,7184400,0,0,0,0,0,0
13601000,13601000,0,0,0,0,0,0
2297200,2297200,0,0,0,0,0,0
5069800,5069800,0,0,0,0,0,0
84178000,0,49357000,0,0,0,32679000,2141700
1202100,0,0,0,1202100,0,0,0
19884000,0,0,14207000,0,0,5677300,0
139450000,0,72376000,20215000,3542800,14937000,25842000,2542100
11365000,11365000,0,0,0,0,0,0
566790,0,0,0,0,0,0,566790
7005500,7005500,0,0,0,0,0,0
3054100,3054100,0,0,0,0,0,0
35881000,0,33402000,2479300,0,0,0,0
20711000,0,0,0,0,0,20711000,0
1485000,0,0,0,0,1485000,0,0
1389300,1389300,0,0,0,0,0,0
18581000,15519000,0,0,3062100,0,0,0
15754000,15754000,0,0,0,0,0,0
102090000,0,26596000,11201000,495980,0,63798000,0
3336100,3336100,0,0,0,0,0,0
2724000,2724000,0,0,0,0,0,0
3609000,3609000,0,0,0,0,0,0
692650,692650,0,0,0,0,0,0
11198000,6434700,0,0,0,0,4763300,0
8105700,0,0,0,2926100,2121500,3058100,0
1611500,1611500,0,0,0,0,0,0
10344000,650550,0,0,0,8458700,0,1234900
357230000,194890000,0,0,0,0,162340000,0
51464000,7594100,0,3266000,0,0,40604000,0
5733700,0,0,0,634660,1609400,0,3489600
39570000,0,25420000,4387800,0,6685100,0,3077200
11414000,1009200,0,0,0,0,10404000,0
6200200,6200200,0,0,0,0,0,0
1722300,1722300,0,0,0,0,0,0
62822000,0,20533000,13723000,1897700,26669000,0,0
3397700,0,0,0,0,0,0,3397700
44592000,44592000,0,0,0,0,0,0
1869100,0,0,0,0,1869100,0,0
60226000,60226000,0,0,0,0,0,0
2246500,2246500,0,0,0,0,0,0
61085000,0,12547000,12655000,4821300,24808000,0,6253800
1178100,0,0,0,0,1178100,0,0
8158100,8158100,0,0,0,0,0,0
0,0,0,0,0,0,0,0
30554000,30554000,0,0,0,0,0,0
24869000,0,0,0,0,0,0,24869000
343290000,328440000,0,0,0,0,14842000,0
12959000,12959000,0,0,0,0,0,0
8311500,0,0,7578100,0,0,0,733430
77827000,41576000,0,8233700,5273700,0,22743000,0
8913100,1317800,0,7595300,0,0,0,0
4087200,0,0,0,0,0,0,4087200
14239000,14239000,0,0,0,0,0,0
1423000,0,1423000,0,0,0,0,0
8106600,8106600,0,0,0,0,0,0
17127000,0,0,4544200,0,473210,12110000,0
11707000,11707000,0,0,0,0,0,0
540780,540780,0,0,0,0,0,0
19795000,0,0,0,0,0,19795000,0
10139000,10139000,0,0,0,0,0,0
5064100,2398000,2666100,0,0,0,0,0
38335000,38335000,0,0,0,0,0,0
92151000,2948700,68649000,12651000,0,6731000,0,1171300
11318000,0,3847300,0,2293600,0,5177000,0
14795000,11499000,1339000,476920,0,349710,1130600,0
127260000,9872000,16049000,6115900,0,0,95221000,0
9553600,9553600,0,0,0,0,0,0
20424000,0,0,0,0,0,20424000,0
4983300,4983300,0,0,0,0,0,0
16153000,16153000,0,0,0,0,0,0
1635100000,55103000,456220000,156020000,69823000,692160000,128100000,77723000
40678000,0,10023000,5237000,2880400,17895000,0,4642900
7559800,0,4047300,0,3512500,0,0,0
9743700,0,0,0,9743700,0,0,0
338880000,0,171120000,16717000,0,5393600,143830000,1818900
272020000,0,64506000,63041000,12008000,0,132470000,0
61115000,0,0,0,0,0,0,61115000
70790000,15410000,17623000,990280,0,2586300,33080000,1100800
12381000,1014600,0,0,0,0,11366000,0
2454700,2454700,0,0,0,0,0,0
13293000,13293000,0,0,0,0,0,0
257130000,70863000,37552000,9860200,0,5653800,132960000,245540
26723000,26723000,0,0,0,0,0,0
23339000,19228000,0,0,0,0,4111000,0
13440000,13440000,0,0,0,0,0,0
13459000,0,4843700,0,0,8615400,0,0
8373200,8373200,0,0,0,0,0,0
214650000,19142000,56201000,11311000,14725000,16288000,69329000,27652000
3382900,0,0,0,3382900,0,0,0
30285000,0,0,0,0,0,30285000,0
26366000,0,0,25066000,0,619490,0,680850
15358000,0,10196000,0,0,4772900,0,389530
42891000,0,29336000,5565800,0,6943600,0,1045600
5701600,0,4163000,0,0,1538600,0,0
115850000,0,51321000,35555000,0,9604600,19369000,0
6000300,0,0,0,0,0,6000300,0
6691800,0,0,0,5725000,0,966860,0
14614000,0,6295700,7031800,0,0,0,1286900
1484700,0,1484700,0,0,0,0,0
3117400,0,0,0,0,0,3117400,0
656930,0,0,0,0,656930,0,0
38138000,0,32213000,5924200,0,0,0,0
8110600,0,3090000,0,0,5020600,0,0
446770000,0,134260000,0,3577700,24669000,282550000,1710300
201140000,0,127540000,73609000,0,0,0,0
6995600,0,0,0,0,0,6995600,0
104300000,0,0,1796300,0,827180,101520000,164240
113190000,5879500,15699000,16686000,1198200,0,61054000,12673000
8339900,0,0,0,0,0,8339900,0
8738800,0,2445100,4750500,0,1543200,0,0
54954000,0,5011400,20334000,0,0,29609000,0
160560000,8992500,59915000,8986600,6014700,26506000,48408000,1733900
1625100,0,0,1625100,0,0,0,0
2242400,0,2242400,0,0,0,0,0
50843000,0,40155000,9429100,0,0,1258800,0
2799100,0,0,0,0,2799100,0,0
