LFQ.intensity.1.2M.urea,LFQ.intensity.2.2M.urea,LFQ.intensity.3.2M.urea,LFQ.intensity.4.Std.Wash,LFQ.intensity.5.Std.Wash,LFQ.intensity.6.Stad.Wash,LFQ.intensity.7.LiCl,LFQ.intensity.8.LiCl,LFQ.intensity.9.LiCl,LFQ.intensity.10.Std.1.wash,LFQ.intensity.11.Std.1.wash,LFQ.intensity.12.Std.1.wash
,,,,,,21.71351624,,21.96810722,,,
,,,24.40360069,24.64608955,24.53474998,24.22677803,24.5641861,24.34962273,24.01631355,24.16384506,24.12620735
29.47291756,29.53954697,29.8824749,28.94486427,28.94558907,28.91669846,27.87894249,27.99004745,27.78037834,29.23760796,29.27413177,29.2280941
25.82072639,25.2674942,24.87455177,25.23403358,25.05746841,24.97810364,25.37414742,25.05833435,23.33197021,25.29540634,25.75281906,25.0918026
25.44167519,25.47994423,25.96529961,27.44260979,27.37873459,27.5095253,28.91604424,28.56855583,28.84649086,27.26212692,27.33065414,27.19441605
29.39272118,29.25725555,29.21782684,28.55687523,28.48872566,28.88121986,29.17362404,28.91107941,29.37770081,28.13290787,28.19342804,28.10209465
27.63892746,27.86372375,28.20829773,27.94971275,27.87525558,28.25376701,27.89671707,27.76268578,27.58046532,28.15696907,28.10269547,28.06768799
28.0590477,28.17140579,28.28643417,27.94117355,27.9231472,28.14603424,27.79612541,27.77416992,27.70938301,27.87695313,28.0040493,28.10639381
,,23.37265396,23.8426857,23.79956436,,24.00684357,,24.15290451,24.388834,23.98398399,24.74437523
,,,,24.35420609,23.85956001,25.2991848,24.68281746,24.72489166,23.42611313,23.42560005,24.04518509
,24.60569,24.73008537,26.56530571,26.72559357,26.44172287,25.73871803,25.962677,25.63333893,26.59605217,26.38844109,26.40956879
24.95699692,26.18610573,26.27719498,26.77542686,26.75391579,26.49303246,25.9210701,26.10055161,25.49472618,26.67949295,26.70846176,26.4432888
,,,22.70355988,23.02960014,,,22.64864731,22.56223106,,,23.27597046
27.6581955,28.27021599,28.29096603,25.28852272,25.34326553,25.22685051,24.55806541,24.74832153,24.92483521,25.5513916,25.89850616,25.83226585
,,,28.69928932,28.79045105,29.09923744,29.18326378,29.02093887,29.29872131,27.84391975,27.96377945,27.97213173
,,,25.71860886,25.61630249,25.37398148,26.46411896,26.57845116,26.46760559,24.65392494,23.66968727,25.15464401
,,22.77882385,,,,,22.80823326,22.18458939,23.51424408,22.86774445,
23.62444115,24.10253525,23.21178246,23.82357025,23.63478088,24.05258369,24.22574806,23.99748611,23.83951759,24.5912075,24.37225533,23.89467239
26.66275215,26.85138512,26.47325325,26.26364899,25.6105423,25.40418625,24.67098427,25.13292885,24.64256859,26.2324791,26.02852631,25.95024681
24.63017654,24.94454002,25.12872696,25.08094978,24.88119698,24.68795204,25.89675331,25.72442436,26.17359924,24.22471809,24.61042976,23.6585083
,,,,,,,,,23.65698242,,23.92370224
,24.42732811,24.12218285,,,,,,,,,
27.86655617,27.78025436,27.13330078,28.2189579,28.23544121,28.48991203,29.72173882,29.31462479,29.53825188,28.10509491,28.10249519,28.27581978
,,,24.1021347,24.27234459,24.12864685,24.22110748,24.01333427,24.18918228,24.29733086,24.14133453,24.15398598
,,,23.74211502,23.80055237,23.53338432,24.28566742,23.92551422,24.75811768,,23.1927681,
,,,22.51443672,,,22.67884827,22.23733521,22.30295944,,,
,,,,23.89319229,23.55285835,,,,23.92777634,23.70619774,23.36279106
23.20593452,,,22.32212639,22.2032032,,22.819561,,,22.44695282,,
,22.91069794,22.91770554,,,,,,,,,
,,,,24.20179939,24.31541061,25.14452744,24.7165432,24.16706657,23.82434845,24.0294323,23.30075645
,,,,,,23.83229065,22.78827477,,,,
,,,,,,21.757761,21.39377785,21.48763084,,,
,,,24.46263885,24.34095955,25.44774055,25.51207542,25.61338234,25.54722023,,23.74488831,23.52540016
,,,25.50806046,25.87232208,25.56616211,25.64699554,26.17012596,26.06274605,25.79071808,25.53735924,25.52865219
27.4932766,27.35321236,27.58240509,28.68167305,28.68163872,28.86310387,29.51790237,29.00136757,29.48260307,27.9174099,27.99776459,28.19591713
24.5801487,24.84373856,24.75506401,23.54380226,,,,23.1406002,23.30452156,,,24.57172585
,,,,,,21.75103188,22.26710892,,,,
29.14053535,29.2151432,29.31807709,30.45405197,30.38802528,30.85385513,31.46290207,31.30023956,31.63369751,29.77679253,29.90052414,29.74885559
,,,24.36826324,24.44543839,25.13186836,25.25356865,25.70698738,26.08131599,,23.30605125,23.9603138
,,,23.8813839,23.8042984,24.91035843,24.56813431,24.39421082,24.12281609,23.15556335,,23.36719704
,,,24.50911903,24.58794975,25.09095573,24.34048462,24.56720734,24.62125969,24.1152935,24.29003525,24.26892281
,,,24.65392494,23.88734627,25.0339756,24.81063652,25.06546021,24.71779823,24.40353584,24.55174446,24.23483849
27.80322838,27.1788311,28.06548119,26.67276573,26.34482384,26.0657692,25.65329742,26.31087685,25.78096771,27.17235947,27.11674118,27.34078979
27.43618965,27.95825768,28.37563133,24.03665924,24.08780289,,23.86088562,24.01265335,22.28248978,,24.0743084,24.39460182
,,,25.79362297,26.00761414,26.06529617,26.24541283,26.26323891,26.17144394,25.22504997,25.44126511,25.46447754
,,,23.37504196,23.34732819,,24.30632973,23.81401634,24.56767082,,,
,22.61346817,23.68099594,21.73760414,23.01371002,23.342453,24.568367,24.43338966,25.66947174,23.67195702,21.70977783,21.75025558
24.89929008,25.43440819,25.50084686,27.23406982,27.35296059,27.65212059,28.56619835,27.97525215,28.44695282,27.08263588,26.98326683,26.89954376
,23.80960655,,24.2793045,24.53160095,24.52611732,23.67346764,23.67529869,23.78126717,24.24336243,24.42655945,24.1631546
,,,,23.05163765,,23.22121048,,23.2496109,25.53495789,25.25961494,24.89397812
22.37421989,,22.67484665,,,,,,,,,
25.47159576,25.73011208,25.95752716,28.48929977,28.19582367,28.11817741,29.63586998,29.37507248,29.64670753,27.95665359,28.14326286,27.75493622
24.95677376,24.7894001,24.53937149,23.51749229,23.2990799,,23.91897964,23.10710907,23.24142838,,23.13314056,
23.88222313,24.18971062,24.79129028,24.90177727,25.13186836,24.59286118,25.45114136,25.70321655,25.8241291,23.71701431,24.31955147,23.84009361
29.21018028,28.75445747,28.97558022,28.34967422,27.65887642,26.60257912,26.25981331,25.78469086,25.89099121,26.82019043,26.78331757,26.64801025
,24.30820656,25.31395912,29.13178062,29.19382858,29.72304153,29.74591064,29.93845558,29.79226685,28.74451637,28.64711952,28.55156898
27.86023521,27.59818268,27.31285286,29.24390793,29.08926964,29.59699249,29.30626106,28.84143257,29.24031639,29.31725883,29.30532455,29.33007622
26.5572052,27.05703354,26.88051987,24.16507339,25.14577103,25.36088371,24.51322174,25.14312553,24.87937546,,,23.79520988
25.02411461,24.21297073,24.39591026,,,,,,,,,
,,,23.95358086,22.93356895,23.38837433,23.83431816,22.81899643,24.48363876,22.83570671,23.24282455,22.83449173
,,,,22.28945923,22.71166801,,21.96155167,,23.1848774,22.93412781,
,23.51941299,24.22118187,26.9866333,27.18091965,27.13310432,27.63623238,27.0255928,28.06666183,26.27664566,25.866745,26.02972794
24.99213409,26.03168488,25.43377113,27.42189789,27.42422295,27.92303467,28.50574493,28.52312851,28.60491371,27.0527916,27.19159508,27.18489647
,,,,,,,21.5354023,21.58320618,22.23090172,,
25.21641541,24.67276573,24.70308495,24.69667816,24.01051903,24.69779205,23.90802383,23.44505882,23.55625343,24.44524956,24.78046608,
26.06025314,25.91390038,25.91775131,25.0832653,25.19204521,,24.15019417,24.44449043,23.97193527,25.04481125,25.13386917,25.13836861
,,,,,24.00530243,23.34759712,22.96902084,23.58817863,,,
,,,25.14254189,24.99916458,25.28096962,26.1702404,26.13739204,26.2202034,23.95207024,24.46606636,24.41357803
,,,,,,,22.57193565,22.57262993,,,
24.39060593,24.47407341,23.93795586,,,,,,,,,
,24.20262146,,,,,25.05858231,,25.71936607,,,25.20806503
,,26.15158844,24.9516716,,,24.98923492,,,25.49762344,25.57634735,25.48505211
25.13233948,25.05341339,25.38221931,23.59900665,23.90343475,24.17004967,24.74416924,24.55882454,24.6458683,23.86315727,,23.6799221
,21.53350258,,22.65815926,22.88166428,,,,,,,
26.08381271,25.93418121,26.01646233,25.03733063,25.02301407,24.66345787,26.34250259,26.38615608,26.34263802,27.41126823,27.00088501,27.28224182
24.29977798,23.33469963,23.92542458,,23.73799515,,23.02231979,23.44366837,23.05763245,23.6718483,,23.9217968
,,24.30980301,23.83961296,25.28876877,,23.88101006,24.29144096,24.05862427,24.25450706,24.34793472,24.56946945
,,23.29586029,30.34053421,30.56909943,29.93367958,29.00766182,29.36757278,29.2878437,29.92606354,29.55387688,29.43067741
30.69991875,30.70429611,30.65565681,32.75940704,32.71614075,32.77656937,33.29364777,33.02737808,33.10632324,32.49626541,32.53827286,32.53681564
26.8766613,26.15701675,26.44988251,27.3239727,27.4354744,27.85905075,27.42189789,27.38558006,27.49403954,26.4692688,26.71541786,26.4851284
27.10908699,27.48000526,27.30147171,24.39591026,24.13899231,23.86116982,22.998209,22.80108452,22.98109436,24.15853882,24.34867859,23.88725281
27.50801468,28.48519707,28.59402275,29.24438286,29.15001106,29.27546501,30.4498291,29.92592239,30.02933693,28.65181351,28.97194099,29.15429115
25.84962082,25.95648575,26.42660904,24.93674469,25.01435661,25.26570702,27.40007019,27.46598816,27.2810936,25.36882973,25.62086868,25.58734894
26.82844543,27.02432632,27.17540932,27.97311783,27.73085022,28.46033478,28.4090023,28.47289848,28.43718147,28.30556488,28.09863472,28.08926964
,,,22.84433365,,,23.71868706,23.47704315,,,,
27.26936913,27.40137291,27.56746864,25.77919006,25.7624321,25.59288979,26.01141548,26.24767876,26.16606903,25.8358593,25.80166245,26.17592239
23.40859795,23.17560387,23.19604492,23.56952667,24.06233406,,,,,,,
,24.66579056,24.41602898,,,,,,,,,
27.02083397,27.44663811,27.36794662,26.93145561,27.30973244,27.02263451,26.33946419,26.73311615,26.78256798,27.01807594,26.7856884,27.05579376
27.96790695,27.87091255,28.06753349,28.45705032,28.14301872,28.57452202,28.07663536,28.4542675,28.59903526,28.42570496,28.4633007,28.6833477
29.25496101,28.84394836,28.78565788,28.49887848,28.77149582,28.06994247,28.03175735,28.54745483,28.25804329,28.97161102,28.70384979,28.86914825
24.97167206,25.00161362,25.27972984,25.09357643,24.77530098,,25.11298943,25.39450455,25.37732887,25.01669502,24.84503174,24.61262512
,,,24.45525551,24.84900093,,24.2669239,24.50488281,24.58697701,23.96692848,24.31575584,
,24.34536552,,25.05817032,24.76658249,25.91294098,24.84689903,24.33121872,24.68538666,25.22732925,25.19591713,24.98524475
27.94531059,28.28135872,28.6410656,28.00945282,27.82917213,28.02342796,27.90144348,28.03191566,27.71711922,27.96057892,27.79878616,28.09783173
,,,25.69160271,25.43542671,26.15363884,26.80168724,26.33099556,27.002388,25.18090057,25.40220261,25.52632523
22.91890717,,23.65698242,25.73381424,,25.58883667,26.76686096,26.48716927,26.83400345,24.97984886,25.29112434,25.06357002
27.06907272,27.16825294,27.27728462,27.47514153,27.72604942,28.02759933,28.92872047,28.88136673,29.1219368,27.05796242,27.27346611,27.30478096
25.86355972,25.63223076,24.92682648,27.44300461,27.47413635,27.5042305,28.50081635,28.67033577,28.67731094,26.46718597,26.60328674,26.65539932
28.88570595,28.65198326,28.9234581,28.9424324,28.82587051,28.60109138,28.91270828,28.95152092,29.23427582,29.45918274,29.14642143,28.85171318
24.86216354,25.71845245,25.93591309,25.95717239,26.07565498,26.22910881,26.12462997,26.45092201,26.2574234,25.2932663,25.41825104,25.49374962
29.53222466,29.89658737,30.16626549,29.73963165,29.97336388,30.11122894,30.06958389,29.76542282,29.98114395,29.51048851,29.46047211,29.57704735
29.76002312,29.77907944,30.10611916,29.74768829,29.6323719,29.58761787,29.47759438,30.08423424,29.70353699,30.02867889,30.0964756,30.25822258
26.83424568,26.93066597,26.94848824,25.25382042,24.88799667,24.79877281,25.34512901,25.32278633,24.99226379,24.92429161,24.84761429,24.84129333
,25.76521683,24.16161728,24.21874619,24.91788864,23.96119881,24.01988029,24.25558662,23.93445015,24.27703667,24.62895393,24.55520058
,24.86443329,24.53741837,23.77886391,23.58348083,,24.08090973,24.0865078,24.34516335,23.40665436,23.76304054,24.10677338
,,,25.14320374,24.66351128,24.83117867,24.84594154,24.98758888,24.72218513,24.72406006,24.77399445,25.01410103
,,,23.75144196,23.87979507,24.07349205,,,,,23.56941032,23.39819527
26.73750496,25.24966812,25.67449188,24.56819344,25.75926018,25.6815052,25.63809967,25.37799072,25.72653008,25.48551178,25.3719902,25.68102264
31.50232506,31.6114006,31.91277885,23.75144196,24.24814796,,22.49638557,,23.11241722,,25.42767906,24.0460186
24.244524,24.08245277,23.71931458,26.76812363,26.6831131,25.63801575,25.4299469,26.08218956,25.89050484,26.81945992,26.63311768,26.85066986
,,,24.20067596,24.68736458,,,,,24.39113045,24.41151047,24.4968605
,23.7136631,,23.66568184,24.01682281,24.05084229,23.39754295,23.23224831,23.35810089,,24.11227417,23.82784081
,,,24.92320442,,25.34082413,26.02955818,25.77921486,25.78199387,25.48621941,25.25627136,25.43638039
23.71837425,24.35917473,24.42707253,24.27845383,24.44246674,24.11473656,24.24103546,24.06225204,23.93930244,24.08537483,24.12573433,23.83634186
27.86336899,27.88063622,27.7358284,26.28300285,26.27195358,25.8203125,25.16284752,25.91129684,25.20724678,26.11555099,26.16113663,25.48096085
,,,22.90862846,,,23.18504333,23.76091003,23.44265747,,,
29.57277107,29.79889297,29.9626503,27.60399437,27.60462952,27.81476212,28.53159332,28.35523033,28.47695732,27.01051903,27.2155838,26.87806511
27.66471863,27.99539566,28.07765388,28.27008247,27.98060036,28.30299759,29.37770081,29.40135193,29.50167084,27.60066605,27.76774597,27.81641006
25.46671867,25.83716011,26.02483368,24.78501511,25.67041779,25.44818306,25.43523598,25.69064522,25.51439476,25.0403862,25.08208847,25.56575584
26.73246765,26.67492104,26.48374557,24.85181427,24.54951286,24.85571671,24.34184265,24.25335312,24.27554512,24.5809536,24.79163742,24.24503136
25.71730232,25.94757462,26.08656883,25.22405624,25.27362633,24.93656349,24.71774673,24.92632866,24.66438103,25.23128891,25.14258003,24.7917366
25.07242966,25.23469162,25.10417557,26.87572479,27.29079056,27.08162117,26.81872749,26.953825,26.76281166,27.02369118,26.86242485,27.12287521
27.00891876,27.53311729,27.33014107,25.40555,24.6654644,24.39388275,,24.66995811,24.12084007,24.86599159,,
24.65102577,25.7206192,25.31319809,24.43243408,24.31699944,23.9717598,24.2946701,24.12162971,23.69434166,23.54580688,24.53148079,
26.16163635,26.61231422,26.44641685,26.0481205,26.15385056,25.88971519,25.6378231,25.65176582,25.22328186,26.08535385,25.93361855,25.91889
26.93190575,27.2616787,26.97235107,25.78204346,25.79302788,25.11342621,24.64163017,24.74990845,24.70714569,25.19381332,25.23077583,25.3196888
24.82599831,25.00496101,25.41815376,25.21066856,24.63616371,24.66568184,24.72525597,24.77635574,24.29361725,24.40918159,24.42579269,25.51171494
,,,,,,,,,,23.77575302,23.69210815
25.91472244,25.35430527,25.08897591,23.76273727,23.84373856,23.7424221,24.36579704,23.49935722,25.01431465,24.31962013,24.03959084,24.53836632
24.46681213,25.01307869,25.85381317,28.2655735,28.02374458,28.25984001,28.80026817,28.9562645,29.0487175,27.41868591,27.65430832,26.79389572
25.81465149,25.54589653,25.57164001,24.0832653,24.44082069,24.57980347,24.57184219,25.19981575,24.7578125,24.33176422,24.47240257,23.88259697
25.99185371,25.89027214,25.85799599,,,,,,,,,
27.87584114,28.04452896,27.89810371,26.71161652,26.97749138,26.78069305,26.22767639,26.40334129,26.2578907,27.16968727,26.80057716,26.91843414
25.77406883,26.53557968,25.79369736,25.59080887,25.57784653,25.34810448,24.77173042,25.09083366,24.70930481,25.1722641,25.16729546,24.68099594
25.78583908,25.99382019,25.55610847,25.22652054,25.33118439,25.32848167,25.20914459,25.4591713,25.40765953,25.35981178,25.55010033,25.50457954
31.61802483,31.55393982,31.57646179,32.7374115,32.75668716,32.65138626,32.07670593,32.17027283,32.14229965,32.74635315,32.76396561,32.9594574
29.81608963,30.048172,30.07341957,28.89026642,28.79535294,28.77724648,28.8180275,28.6762352,28.61645699,29.39069366,29.2134285,29.22986031
33.60939789,33.73791504,33.89347076,32.14451981,31.96763992,31.83887291,32.10571289,32.04198837,32.26860428,31.49003792,31.53672409,31.56401825
,25.01051903,24.51418495,23.41506195,22.95615387,23.15707397,,23.26212692,23.27739143,,23.21557999,
24.24793243,23.55449867,24.56296349,23.94556618,23.29949951,24.10453606,23.85718918,24.41267395,25.65769196,23.27540207,24.39165497,23.98067665
,,23.04077911,24.4585762,,24.82909966,,,,,,
,,,23.44075775,24.2269249,,25.6814785,24.46001434,25.06513214,24.58072472,,
25.34685326,25.842062,25.67168617,25.20123672,24.79897118,25.60022736,24.78815651,25.1991787,24.77429581,,,24.73055267
27.0856781,27.33065414,27.10049057,25.832798,,25.17919159,24.9343605,24.73949051,24.41377068,25.68675041,,24.99817467
25.46323013,,,,,,,,,24.76334381,,24.54792595
25.62975883,25.26119423,25.80791283,26.71423912,26.56108475,26.5839119,26.64402771,26.66614342,26.76407814,26.98163414,27.02199936,26.89226532
,,,,,23.40353584,22.33981895,23.08156013,23.35124207,,,
,,,,,,,24.07021904,24.00496101,23.59217834,23.40859795,24.23768425
,25.02614212,,24.29852104,,,23.90811539,,,,24.45324707,23.61178017
26.44829369,26.90081024,26.83545113,24.61065483,24.28411484,24.70202827,25.24354362,25.3709259,25.31478882,24.98106956,25.14872169,24.83658218
25.23290062,27.38993454,26.99356079,,24.30089569,,23.65654564,,,,,24.38502121
24.65108109,24.15506744,23.86022377,24.2990799,24.63112068,24.03992653,24.29312706,,23.54144096,23.75501251,,23.73789215
29.296381,29.37374496,29.16834831,30.40740395,30.41387177,30.30953789,31.2477932,31.07985497,31.56115341,29.72778702,29.9971199,30.2952652
30.03878593,30.32023239,30.68009758,29.0164299,28.94363403,28.81619644,29.44833183,29.23708344,29.35207558,29.18909836,29.40571976,29.41558647
,22.92118073,23.06903839,26.3627739,27.09426117,26.66898537,28.28947258,28.43666649,27.12602997,27.25123978,27.36444473,27.19112396
27.09778214,26.60243797,26.72377396,26.82468796,26.59434319,26.79203415,26.48591232,25.98126411,26.17636108,27.0625,27.05310249,26.96113205
25.88051987,25.93163681,25.66619682,27.64189339,27.76559639,27.95482445,27.5325222,27.67370987,27.6044178,27.7325325,27.59811211,27.8727932
25.75468063,26.80955887,26.09938812,,23.54545403,,,,,,,
,,,25.56888962,25.05167198,25.87166405,25.70432472,25.55153847,26.00006676,25.72650337,25.75098038,25.83284569
,23.55332756,24.10077286,,,,,,,23.02688599,23.07866287,
25.8003788,24.65981483,25.32244301,27.27604294,27.90684319,27.52716255,27.99302101,28.09345627,28.4330864,26.75047112,27.2142868,27.44442749
,,,23.2371006,23.02030373,,23.36466217,22.98582649,23.02001572,,,
24.74144554,24.49344444,24.62460899,24.73846054,24.81396675,24.52264977,25.4058094,24.83807373,25.33388138,,24.39630127,
,,23.17516136,26.71907997,26.89377022,27.33065414,27.96035957,27.51209068,28.01046753,26.17300797,26.54677963,26.44873428
26.59363174,26.89977455,25.58511543,25.74445152,25.68925858,25.36553001,25.58963776,25.74190903,25.32460785,25.88087082,25.85409927,25.85079002
,,,23.38521767,22.88220406,22.76291847,,,21.83294678,22.74841309,22.3793335,22.73826408
,,,26.43634796,26.48793602,26.04722595,25.50370026,25.2436161,25.46562958,26.37615204,26.27342987,26.4138031
27.06126404,26.9622364,27.43260956,29.32723045,29.21396255,29.48052597,30.37337112,30.33202171,30.25574875,29.048666,29.36621666,29.16108513
28.00501442,27.98826027,28.0378437,27.37980843,27.33099556,27.47560501,27.28144646,27.19300461,27.58763504,27.65683174,27.73802185,27.13858223
31.06958389,31.02577782,30.9977932,27.46162415,27.85186195,27.6504097,27.26006317,27.8071022,27.27914619,26.82796097,26.927845,26.31380272
28.86932564,29.3878212,29.43954086,32.19651031,32.20306015,32.23894119,31.98722458,32.29712677,32.10817719,31.84804535,31.92323303,31.93859673
,25.08476639,25.48240852,28.92212677,29.00217247,29.04053688,28.55530357,28.8436203,28.66220856,28.48435211,28.68076706,28.63778877
27.68411636,28.02812576,28.34299469,31.37632561,31.06702042,31.13154793,31.32463646,31.41749763,31.36494446,30.84550476,30.87371635,30.9201107
,,,,,,21.60435677,21.24405861,21.68255997,,,
,,,,,,24.71926308,23.84201431,24.59200668,23.88418198,23.75999641,23.91497231
36.13354111,35.18338394,35.10731125,35.60948181,35.52804947,35.89888382,36.18236542,35.92766571,36.23113251,36.53396225,36.48069,36.54207611
,,,24.8950882,24.23374176,23.95704079,,24.06907272,22.93062973,23.99127007,24.67049789,
27.53689957,26.95349312,27.02970505,27.59995651,27.7816925,27.4382534,28.37314415,28.6190834,28.5182209,28.62891769,28.51998329,28.91809273
35.37042618,35.38132858,35.37289047,35.86290741,35.50566101,35.81769562,35.96982193,35.63779449,35.74520111,36.54108047,36.47337723,36.38809967
24.64438438,24.28947258,24.14413834,23.82327843,23.97097015,23.52145195,23.09902191,,23.57911301,24.43974304,24.50178909,24.9132843
,,,,,,22.05457306,21.93214607,,22.87056923,,23.45876312
24.06529617,26.30106926,25.65159988,28.0499897,28.12627602,28.41110611,29.36268997,29.6315403,29.47506523,28.57470322,28.6666851,28.62815285
28.13657951,28.11286926,28.12474823,29.27168655,29.19274712,29.18763542,29.89433479,29.82011414,29.79260826,28.86658669,29.08696938,28.69604301
,,,23.32003403,,24.16982079,24.61217499,24.58903694,24.58290672,,,23.39401436
25.92657852,25.51280022,24.99593353,25.26545715,25.43857002,25.20015335,25.44088364,25.6775856,25.78366661,25.28383255,25.32978249,25.48093033
,,,24.39178658,24.77580261,,24.26047707,24.33932877,23.85024071,24.33429146,24.96327209,
24.1936264,24.52951622,24.69752693,,,,,22.08287621,,,,
24.40164948,24.59155083,,23.67163277,24.05374336,,,22.67876244,22.60272598,23.97701073,24.19189453,23.78236771
24.10197449,23.8969841,24.12675858,24.24814796,24.17211151,23.74221802,24.02546692,24.00607491,23.89910698,24.12004852,23.58646202,
24.36853027,24.76607704,,24.77951622,,24.34218025,24.47562027,24.93080139,24.25515556,25.08468437,24.56894684,
31.08607101,30.11346626,30.07571602,30.66246414,30.83823395,30.49809837,29.93901634,29.61011505,29.47369194,31.08283806,30.72785187,30.72703934
,24.19257355,,23.85965538,23.5480442,24.26241302,,24.01903152,,,24.49929619,23.95606613
,,,23.58233261,24.36105156,22.74554443,,,,,,
31.59018135,31.69867706,31.82570457,31.71628571,31.4216671,31.45728493,31.23277855,31.2789135,31.31154251,31.53769684,31.52210808,31.40836525
,23.48197746,23.86372375,25.65149117,25.07341003,25.33159447,26.38788223,26.88529968,26.73905182,24.90962601,25.56447601,25.35080338
27.93623924,27.23872375,27.71790314,27.02823067,26.93280792,26.77705956,25.68126297,26.06406403,26.11981201,26.88774109,26.99787331,26.86396027
,,,,,,23.22221375,22.94674492,23.12861633,,,
,22.80043221,22.82999039,23.4126091,23.61166763,,,22.49555588,22.61099243,23.02291298,23.11209869,23.13669586
,21.10450363,21.71603012,30.77635193,30.79668236,31.20168877,31.73920441,31.86164093,31.97332954,30.16014671,30.29164696,30.20291519
27.77310181,28.10789108,27.61336899,,,,,,,,,
24.99252319,23.92650986,24.24154472,26.05003166,25.71539116,25.41460991,25.12384224,25.46516228,24.91515541,25.95672989,25.59477043,25.96157265
26.52122688,26.63491821,26.8493576,28.49339104,28.55468178,28.75410843,29.03975296,28.9690876,29.0651474,27.84679031,28.0504055,28.07234764
25.51941299,26.21931839,26.74573517,24.46799469,,24.02326775,23.89744568,,,,,
,22.02779579,,26.64746284,26.50669861,26.40441322,27.22047997,27.62247467,27.76578712,24.22214127,25.29939461,23.8735199
25.17314148,25.27066994,26.17293167,23.43936348,23.83855629,23.06728363,23.7488842,24.11933708,24.23015404,23.83643723,24.32848167,24.27419472
,23.10074043,24.25385666,25.08407593,25.26191139,26.09172249,25.90228462,25.55461693,25.55534744,24.62578011,24.74975395,24.49417686
28.93699646,29.50752449,29.48746109,29.84700012,29.60713768,29.89624214,28.63294411,28.79212761,28.73544121,30.42802238,29.84153748,29.99185944
,22.71937752,,22.59441185,22.3925209,,22.55522537,22.91267204,22.82154846,22.44204903,22.81864548,22.82487297
,23.39871788,23.27255821,22.36444855,,,,,22.59388733,,,
24.65212059,24.63549995,24.61655617,,24.54957199,24.47525024,23.95278168,23.70893478,23.80764389,,24.05961418,24.15158844
,,,,23.43644333,23.46138954,24.82938957,23.40639305,24.07960701,22.74505234,,22.47057915
,,,23.81391907,23.77575302,24.00453186,24.59423065,23.94628143,24.05183792,,24.06447411,
,,,24.32044601,,,23.90159416,24.65075111,24.24023438,,24.41802597,
26.68378258,27.15141487,26.93337059,26.12216377,26.02098274,26.4037323,26.34533119,26.52978516,26.26273727,26.02561378,25.96734619,25.94623566
25.63256264,25.08946037,25.24419785,24.98546219,24.73840904,24.91515541,24.07569695,24.19887924,24.33619881,24.93889809,24.83103371,24.99433708
23.77695847,23.54722023,23.93885422,24.60150146,24.50057411,24.1722641,24.27739143,24.64559364,,24.38469124,24.60738373,24.75460434
,,,22.67661285,22.9201622,22.74011803,22.60159302,22.36922264,,22.35743141,22.82923508,22.9040966
,,,,23.29066849,23.21341515,22.93623161,,23.4126091,,23.55637169,22.80278206
,,,24.81435776,24.71512985,24.54757309,27.54679298,26.92773056,27.0102005,24.00264549,24.55870819,24.05796242
24.05465508,25.5387516,25.49194717,24.76233101,24.29228401,24.51153374,24.87614632,24.09635544,24.92061615,22.82065201,23.74273109,22.26335907
28.48535156,28.43133545,28.49625206,27.75856209,27.71600723,27.50370026,26.71437073,27.0713253,26.72767258,28.00152779,27.8426609,27.84104156
26.60837173,26.47271156,26.33761215,,24.62778473,,23.25853729,23.55508423,23.39414406,,,
,24.12162971,23.74806595,26.17715836,26.65717316,26.98685074,27.22526932,27.63304901,26.99614906,25.4361248,26.35647392,25.51689148
25.77099991,25.02250671,25.27962303,,,,,,,,,
,,,,23.53005219,23.47827721,,,,,,
,,,23.80005836,23.88455391,24.66470528,23.29277611,23.66535759,24.02225304,23.55917549,23.72213173,23.92433739
,25.67718315,25.39962959,,,,,25.60715866,25.19020081,,,
,,,22.22902489,22.5493145,22.84791183,22.50222588,,,,,
,,,,,,,21.46602821,21.14805412,,,
,22.84857941,23.67540741,,,,,22.43669701,22.64035225,24.06472015,23.97858429,24.15614891
25.92329407,25.49728775,26.05711555,24.79258156,25.24405289,24.62232018,25.16718102,25.19835472,25.14538193,26.32330132,26.28732491,26.10793114
25.08082771,25.37812233,24.96609306,25.02647972,25.21497154,25.42476845,25.15846252,25.28528023,24.97197914,24.79461479,24.88273621,24.49014282
,,,23.05688858,23.02804947,23.10868835,22.41317749,23.051157,23.02772903,23.08465958,23.21901131,23.67368317
,,25.53872108,25.03136826,24.79372215,,,24.10573578,23.76080894,24.64784622,24.68549347,24.36365891
,,,22.95478821,22.65809441,22.81499481,22.33747864,,22.21454239,,22.45931435,
,,,23.60421944,,24.02462196,22.96736908,,22.69699669,,22.64059448,22.88041306
,,,23.62109184,23.48062134,23.62511063,23.69699669,24.24814796,24.23505783,23.50324631,23.42879677,23.57600212
,22.58536148,22.1735611,26.10531616,25.19129372,26.66451645,27.25223351,26.72181892,26.7856884,23.55788994,23.62555695,23.41312599
,,,23.13511467,22.98057175,,22.02783012,,22.23759651,22.94023514,,22.84647751
,,23.77233315,24.79931641,24.52587891,25.11386299,24.13930511,23.9196167,23.9769249,24.664814,24.93557549,25.37129211
27.95737267,27.75569916,28.12154198,28.91789436,28.60960579,28.60098457,28.3862381,28.23292732,28.68301201,28.45088959,28.33009911,28.26883316
