C1_liver,C2_liver,C3_liver,V1_liver,V2_liver,V3_liver
5.542728424,4.194871426,4.441446304,2.444772959,1.498120308,2.235986233
0.511284471,0.979735136,0.597512424,1.233410478,2.450953245,1.977405667
0.12128374,0.115580909,0.052753799,0.392591268,0.231551692,0.306070149
0.238346338,0.069746986,0.229018465,0.212067708,0.226903468,0.144064739
3.225238323,3.148268223,3.912013531,2.878148079,1.621192694,2.831834555
0.38152191,0.375660688,0.232920945,0.489189684,0.566573679,0.611360908
0.095767029,0.089506306,0.184349313,0.150731951,0.183716208,0.066468321
0.494609088,0.438085675,0.63607645,0.867462218,0.086010374,0.909097731
9.13295269,15.93055153,10.65249538,7.775600433,9.805683136,11.62544918
5.562835693,3.212986708,9.973347664,3.783793449,1.742159605,5.313624859
0.120825104,0.246048242,0.407061309,1.132288456,2.998379469,1.117206216
0.21104525,0.825715363,0.781547189,0.429919869,0.400494546,0.05880506
0.117469236,0.087384209,0.448257715,0.123996444,0.056187876,0.079934806
21.70081329,6.669653416,30.98087883,4.855565071,6.197724819,12.2171011
15.89322281,11.80985737,11.54979897,12.4459486,12.86093903,15.56467342
0.548760653,0.530218065,0.237830311,0.099301212,0.046490971,0.245799601
0.241594732,0.314282119,0.350070745,0.251558334,0.291697741,0.296608955
0.797677219,0.618910193,0.389095455,0.671166539,1.059330702,0.412619889
5.311145306,5.606420994,6.825704575,1.109777331,0.660373271,1.817296267
9.198127747,7.358406544,4.797143936,6.740516186,5.8655653,6.822541237
0.055346575,0.133281052,0.366358489,0.47305432,0.726537526,0.380657971
2.556768894,3.148017406,1.829916835,2.731504917,2.555980682,2.350944281
80.85630798,113.9775085,81.30695343,132.1353455,121.4549332,105.4743881
37.10521698,24.3801403,38.85032654,19.36598587,9.301431656,6.119604111
7.667532921,6.614466667,1.942055225,14.14140797,17.68558693,8.761615753
0.921684861,0.918600202,0.897699952,1.155262828,1.075470805,1.007044315
0.158238858,0.152124122,0.101378612,0.03407447,0.075049207,0.468467504
2.534234762,3.156080484,1.620315194,1.491077542,2.930042982,2.843375206
0.137268156,0.077186339,0.146925077,0.080053434,0.08571206,0.061091475
1.124423623,0.27218774,1.444802761,0.256056994,0.095342636,0.279058009
0.595666528,1.220691204,0.466881692,0.846233368,0.296693474,0.516561747
2.555174112,0.094848715,1.614754438,4.120748043,5.393727779,7.587305069
1.200173378,0.513267994,0.621401072,0.458949268,0.425389707,0.612147808
2.483896732,2.703624725,1.947254181,3.806233168,4.569681644,4.024655819
4.740856647,5.499632835,4.264750004,3.631344795,3.574209213,5.624250412
0.140696853,0.157481477,0.073907539,0.088872664,0.107002385,0.073487498
2.668504238,1.241117239,1.933861971,4.85663414,4.37352705,4.381369591
0.361934453,0.060019061,0.475140631,0.206347302,0.059642956,0.224928811
1.528133154,2.015588284,1.232239842,1.323276997,1.180665255,1.416217089
0.783636689,1.415563226,0.69109273,0.936206579,1.219328046,1.273868322
0.074168831,0.197986051,0.076789185,0.091449797,0.100904219,0.03311488
1.009256363,0.58948952,1.458326459,0.262867332,0.149584815,0.279267848
0.12914665,0.139456451,1.160639644,1.170863748,0.500576437,0.506819546
0.092511609,0.12723051,0.052875102,0.220967025,0.557952285,0.094031021
8.220834732,5.955815792,7.69175148,3.548423767,2.334163189,5.128522396
0.483931363,0.560892999,0.567569375,0.202008903,0.185159832,0.077884696
25.39747429,24.91838646,25.5095253,54.38290787,45.3392601,63.47047424
4.419829845,3.464263439,5.66055727,1.70621562,1.799736023,2.769559145
1.66926682,1.430219769,2.596097708,1.573357105,0.727840781,2.092475891
0.185328484,0.875347137,0.181297094,0.661691904,1.06100142,0.568570137
0.863581181,0.408915818,0.519759119,0.348527193,0.191231564,0.33669439
0.736730814,0.150017515,0.133848414,1.83102417,0.598619938,1.158161044
55.25740814,81.99458313,44.37497711,74.48619843,66.81591797,87.88219452
0.164253771,0.078880988,0.079638727,0.162845969,0.168625429,0.152203232
0.457340956,0.77128166,0.600408018,0.577702582,0.471103221,0.354406506
1.633628011,0.820877612,1.168174863,0.713802338,1.784631848,1.218337893
0.168783545,0.120900899,0.065252878,0.063412294,0.303690821,0.13766861
0.33746922,0.280256599,0.41028595,0.288263559,0.40507257,0.390812367
0.342655599,0.276595354,0.367773354,0.073138513,0.747222245,0.025781862
4.760270596,3.273870707,6.750353813,2.339091778,2.520292044,3.03203702
1.642606974,0.822346807,1.033562541,0.041375104,0.071079455,0.593000591
0.708337724,0.450341314,0.303405613,0.894746184,1.306945562,2.000899315
0.247027203,0.217634499,0.170853212,0.138678551,0.188561589,0.214740738
2.40308547,3.657701731,2.981606483,2.84064126,2.449282408,2.474932432
0.610573709,0.568239212,0.673423052,0.314329475,0.224290296,0.555043459
1.319050074,0.57365036,1.237043977,1.172822714,1.103172898,1.090227842
0.509724379,0.52735126,0.621499777,0.289182574,0.255457729,0.268236667
0.168379277,0.148641229,0.197989523,0.336869121,0.197206393,0.340707451
1.143005729,0.044957224,1.214932084,0.188867927,0.156494617,0.099126317
8.525568008,5.126587391,4.324306488,7.971861839,2.882023811,6.102742672
161.4144745,339.2987061,308.6210022,284.6054688,242.5924683,178.3610535
0.0711805,0.167110279,0.08721102,0.223476395,0.170513436,0.089118719
11.2827158,9.748973846,8.813135147,13.07711601,16.17049217,19.15430641
5.926157475,6.442099571,7.792109489,10.41068554,11.67365646,7.021508217
0.872525573,2.044041634,0.768517017,0.966874421,0.654592276,1.169851661
1.065453291,0.594578147,0.79796654,0.312395364,0.530684531,0.631482303
0.037958812,0.412821829,0.149796322,0.471415848,1.013316393,0.52817744
5.43803072,4.309903145,3.937678814,9.43009758,8.906117439,10.37732315
27.87207222,37.37255859,26.88427353,56.54496765,37.52986145,77.37185669
0.062536448,0.153491333,0.122820899,0.175750688,0.287143081,0.245722473
1.604922891,1.128093004,1.736500859,1.237756014,0.902708352,1.962455034
0.071409427,0.198900342,0.197124153,0.154179886,0.468329668,0.152956396
3.683134079,2.129257679,1.774176598,1.956794381,2.250889778,2.459719896
0.512220502,0.325760156,0.69563359,0.215864658,0.136041164,0.195001513
0.908719003,0.766658843,0.885624051,1.355939507,1.778884172,2.413406849
0.189398974,0.144715428,0.131807551,0.333478183,0.032304432,0.269675523
1.455538273,1.886617303,1.75423646,1.962885141,1.540124536,2.16213274
1.02884388,1.301463842,0.917969167,2.510952711,1.860854506,1.888151884
0.251537532,0.399025291,0.51923269,0.263098836,0.112375729,0.058054503
1.49585712,0.371360481,0.341087848,0.043399956,0.059319008,0.054107402
7.180447578,7.358765125,7.389029026,3.420124769,6.678585052,11.71725178
0.263851613,0.257984966,0.137349874,0.431095272,1.136188149,0.5691697
1.228289127,0.829979777,0.572866976,0.870988488,0.462147683,0.62987113
37.79858017,23.4075737,18.04481506,36.86197662,30.51277924,48.96957779
0.786652744,0.762071967,0.56256783,0.792911828,0.262501895,0.697879195
0.133003995,0.109985486,0.212928176,0.136035636,0.047451772,0.049880102
2.836297512,4.537815094,3.264189959,3.910596609,3.350988388,4.437949657
0.760929108,0.623102963,0.879108965,0.542831719,0.635177374,0.606227517
4.510313511,8.932647705,4.333190918,5.48210144,4.792568207,5.247302055
0.068491086,0.116303243,0.133917958,0.06119895,0.088473238,0.030460345
0.31457445,0.306222796,0.257813185,0.301093519,0.06748157,0.240917265
0.382215291,2.197201252,0.575663865,0.337802321,0.788391173,0.369180918
1.109759092,1.187937856,0.771478415,1.683098912,0.892616689,1.091127157
13.43040371,16.0552578,9.844362259,22.66998863,40.8080101,28.38204575
2.763321161,3.13844943,2.180711508,2.689118624,2.982506752,1.152315736
4.799445152,4.557166576,5.927412987,5.833303928,1.988036871,3.947092295
0.393066406,0.363476723,0.468757212,0.432983071,0.853018343,0.976918459
1.233697414,1.008582592,0.631765962,1.335316181,1.732869983,1.005508184
1.101854682,1.2172153,1.492119431,1.046981335,0.789794683,0.908835471
3.235846996,1.845621824,2.561021328,2.550881624,3.499022722,1.632344127
0.050657157,0.08857815,0.025655409,0.278083712,0.560024023,0.41445595
0.079434909,0.090509035,0.105526291,0.113057233,0.04564001,0.055644363
2.099497318,2.217663288,3.102662086,2.145289421,2.239528179,3.70439887
0.401178718,0.5991292,0.798065245,0.196281388,0.285869896,0.583558142
0.429051846,0.372758061,0.461978883,0.341902077,0.432941794,0.507306635
13.90709114,15.33496952,20.6192646,11.08993912,10.31628418,11.38639164
1.717698097,1.632294655,1.618900299,1.945360661,1.972899318,1.993667483
6.1005373,4.314561367,4.089039803,2.945681095,1.291941643,4.352518082
0.319393307,0.590492904,0.340495557,0.484131753,0.377771497,0.442670852
0.485976785,0.883553445,0.422855467,0.473161161,0.918280423,1.181280017
0.124806918,0.109044582,2.938600063,1.019554734,0.056033392,1.559165239
1.31596458,1.878948569,1.057056427,0.976028502,1.092513084,0.784172714
11.75871181,4.314203262,5.980059624,2.154336691,1.069990516,1.34888339
6.97486496,9.083515167,5.3746171,8.235085487,5.187214851,6.355291367
0.14578262,0.23133865,0.081748836,0.142354414,0.211709067,0.061533757
0.161189094,0.175860614,0.078527547,0.049404629,0.099587314,0.248512447
9.022013664,3.19746995,5.861604214,9.252717018,6.294631481,10.12252808
0.096106775,0.100585908,0.11395479,0.205378458,0.218422398,0.17532225
1.37386024,1.208363891,1.594945908,0.595903873,0.950059354,1.25921762
6.087709904,8.397269249,7.400547028,8.622974396,11.99779415,7.026378632
7.623158932,13.42280006,9.179361343,11.90382862,53.37253571,9.992880821
0.61892873,0.474386722,0.856865585,0.681852221,0.542981744,0.700502098
2.196290493,2.279479027,1.815274358,2.996366978,4.033349514,3.824190855
1.468261361,0.977441669,1.029943109,0.824755132,0.294995904,0.745803416
0.063801438,0.260388941,0.158570766,0.351337522,0.70314616,0.391374409
0.08622767,0.151615277,0.051047999,0.295682997,0.058201827,0.087848462
10.25827694,7.44512701,10.73442745,7.086375713,4.12156868,8.124999046
0.650268674,0.381537646,0.316945791,0.898771167,1.364588618,1.02690351
4.087710381,3.712171316,2.901714325,2.148993731,1.378957748,1.563361883
0.199417591,0.176352024,0.187101454,0.495316118,1.212243676,0.671387911
0.126905873,0.105111182,0.052456327,0.065121025,0.07097251,0.112065889
13.55832863,20.02257347,10.41031933,29.72965431,32.69385529,47.25345612
9.066736221,7.364139557,6.65789175,11.56936646,17.23847389,12.31864357
1.696446538,2.466037035,2.942746162,1.960676789,2.388832331,0.058829457
0.186233327,0.026494356,0.233131513,0.091319554,0.065574318,0.221852541
1.349211335,1.052373171,1.682965398,2.021834373,1.97610724,1.453237414
0.680360496,0.046181642,0.485373944,0.783829093,0.311663955,0.452450544
7.579476357,6.747774124,7.794412136,3.703294516,4.409617901,4.513264656
21.76772118,25.29465103,13.08446503,25.4208374,37.68692017,29.14081383
2.048743248,2.117252827,1.993682384,1.65955472,0.846134543,1.270795941
1.835361362,2.283635855,1.147181869,1.871451497,1.282818913,1.576963425
0.457271576,0.227603883,0.436839879,0.160886899,0.048961688,0.06567613
5.890795231,3.378366232,6.789509296,8.369011879,3.399107695,14.59007835
3.485526085,3.278529406,4.734625816,3.894212246,2.521661997,3.01536274
1.548171163,1.737399459,1.544963956,1.052110434,0.752969861,1.327300668
0.514092565,0.502839923,0.545918226,0.819234192,1.469248652,1.055605531
5.402323246,8.500833511,4.051528454,11.81015015,30.05329895,16.93120384
2.263442516,1.321459889,1.721957207,0.813392758,0.592939138,0.985011995
3.96359849,4.714482307,3.074825048,4.993766785,6.690948963,5.97084856
2.31658864,2.34351635,2.512454271,1.027960896,0.833102167,1.114133716
3.417368889,0.804751694,2.132703781,2.74315238,3.519072533,2.523456335
0.196966544,0.145375758,0.190747261,0.088014327,0.14211534,0.065340921
0.58235395,1.256204009,0.527458787,0.824612677,0.628026247,0.999437928
0.427006423,0.729820251,0.472376704,0.244217306,0.32672137,0.151594654
1.908684254,1.279783487,0.970188558,1.56541419,2.381581068,1.169626832
3.221736908,2.731934547,4.051857948,2.082422256,3.414145231,3.380208254
18.45311356,13.76789665,9.850943565,5.088869095,4.365507603,10.71530151
1.526815772,1.60441494,1.047612786,1.271166563,1.974804163,1.275254846
25.27994919,39.75202179,22.2411232,66.67142487,60.70742035,53.05381012
0.109631769,0.085961439,0.102008052,0.798967063,1.052647352,0.135545209
90.58763123,82.47119904,128.0609283,101.4176254,64.50350952,100.0749435
4.93569088,5.828600407,3.892599821,8.812823296,11.75886726,10.83108521
2.434217453,3.023597717,2.189332247,0.782439947,1.011979699,0.741719127
0.541861653,0.486068994,0.5088678,0.865681231,0.501913071,0.55635488
0.167034149,0.158279657,0.068962507,0.269631356,0.301679164,0.283899128
6.019761086,6.119582176,7.559145451,6.804274559,7.85784626,8.440498352
8.119951248,7.879450798,7.065249443,10.50756931,13.42199707,9.487033844
0.141972587,0.237809479,0.332203627,0.150169194,0.558854461,0.104363278
0.229398504,0.142251521,0.15815866,0.310995549,0.298424423,0.300236046
1.767654657,1.814982653,2.505511522,0.447301894,0.124619469,0.777353108
0.56869477,0.297084779,0.494685888,0.403739989,0.325230986,0.343798727
0.41743803,0.28682518,0.336908966,0.194788978,0.40547359,0.36257121
0.42412895,0.261288971,0.062750973,0.043909311,0.282083839,0.048541825
0.259823173,0.234749421,0.062242664,0.337741762,0.544919908,0.428432226
1.564569354,0.955044687,1.587180376,1.308388233,1.223872662,1.326363921
0.723279655,0.666356087,0.46306473,1.29827261,1.660724044,1.193495274
0.676859081,0.329569429,0.60554111,0.373784512,0.500542998,0.240628719
0.170903116,0.256200373,0.401105613,1.101193309,0.889609158,1.157936215
0.73371464,0.831699848,0.936329842,1.14080143,0.502514541,1.028589606
0.369214773,0.142179847,0.670593262,0.116455927,0.087186508,0.057550218
2.964985371,3.7523067,1.919318318,0.152431771,0.12286438,0.112304702
1.300225377,0.792782784,0.576025844,1.255779147,1.000451088,1.777990103
46.11891174,36.55551147,59.88286591,23.00694847,20.31044006,33.72939301
7.439071178,7.214348793,8.823336601,3.819412231,2.71771574,5.223321915
0.927786469,0.774184287,0.814682007,0.828780055,0.538704455,1.239358544
0.240305081,0.046422061,0.142249361,0.072237208,0.091207869,0.148744762
0.625376999,0.951819479,1.659603238,1.186393619,0.423986226,1.461480737
0.077341311,0.266875356,2.312823057,0.278336614,0.091571867,1.810289264
0.088988237,0.363154233,0.121345133,0.103793718,0.099709898,0.085881211
0.321324348,0.21865426,0.862163126,0.544790745,0.530918419,0.054253314
0.194633394,0.059511103,0.1602415,0.025492452,0.083830945,0.082334094
0.492147684,0.176940024,0.484682977,0.606019557,0.385791361,0.490707457
1.200173378,1.139416933,2.259385824,1.254247665,1.477970243,0.977892697
0.138249278,0.178342864,0.137083352,0.15673019,0.194850564,0.174392983
4.210781574,5.883069515,3.680366278,4.914693832,2.521495104,5.007493973
0.77684176,0.853917718,0.472574115,0.954158545,1.403184533,1.050621986
0.113279879,0.044614725,0.107981622,3.940160275,1.774606943,0.549872637
0.653250158,0.583791733,0.83810997,0.221289411,0.299794495,0.347946674
6.822673321,4.370822906,8.494949341,2.92993784,2.905615807,4.457809448
0.448500603,0.46954906,0.374354243,0.182479084,0.176839173,0.079308257
3.172889471,3.943308592,3.33947587,4.368299007,4.258241177,7.539343834
0.772126853,0.746340334,0.692376018,0.385859311,0.379809856,0.526453853
152.7232056,139.6606293,94.46546936,107.0774765,114.5945816,128.3797913
9.444964409,4.775044441,2.491198301,2.078041077,2.943710327,2.154301405
2.091176987,0.947519243,2.190418243,0.527301908,0.30051294,0.070236422
37.22308731,14.43264008,15.57763767,8.383972168,18.6803894,22.46253014
4.952678204,4.094533443,0.124364749,2.369474649,0.034703262,0.054884367
1.042399049,0.834136665,0.599355102,3.234977961,6.14793396,4.802158833
0.095966026,0.250359237,0.194932655,0.262290299,0.09735176,0.181171328
7.676893711,8.857750893,9.593630791,4.954229832,3.241683483,6.775704384
0.15263997,0.090731926,0.066210397,0.061533026,0.111160941,0.012732756
0.078622453,0.089372292,0.124088138,0.344188809,0.368715644,0.30610013
0.105924778,0.219696254,0.120216511,0.212879807,0.21610333,0.090947241
0.097297594,0.12582691,0.792175353,0.640391827,0.288068712,0.448366314
1.223643661,1.199297547,1.261656523,0.485271633,0.650916457,0.889276147
0.178410038,0.23196502,0.146510467,0.028111363,0.08831235,0.15749155
0.714335203,1.265449405,0.737455189,0.785218179,1.140899897,1.366044641
0.679563165,0.558348715,0.748840094,0.277499557,0.254608929,0.358037323
1.638169527,1.162387371,1.392682076,1.380765796,2.463350773,2.255170822
0.030878145,0.059359685,0.093944363,0.14435263,0.147058636,0.044892844
0.154782459,0.159380764,0.234276608,0.136398911,0.240617543,0.186405882
1.14328301,0.949705243,0.307943165,0.490329444,0.64276284,0.699265599
8.386201859,8.480406761,10.21980381,13.85894775,8.17897892,14.82688999
0.065040611,0.230078563,0.078279175,0.349442601,0.497602373,0.161690667
0.437996209,0.40117541,0.295288086,0.485948354,0.282919258,0.342682123
3.471658707,3.287452221,1.909446955,3.071237803,2.811949492,3.808827639
1.773652315,0.385658741,1.581488013,0.054577731,1.277973652,4.679631233
0.158980757,0.03670175,0.335757285,0.222094387,0.061768845,0.168217421
16.18789864,20.27951622,10.92790699,33.03401184,42.72609711,40.92475128
0.084583335,0.750819743,0.36073181,0.577524483,0.860102534,0.935851276
0.080024257,0.053820599,0.161840662,0.082522556,0.081670165,0.145580053
0.62565434,0.720503092,0.505610228,0.56388247,0.436350316,0.641936421
0.093185119,6.393363953,12.38590336,4.117542744,2.727138996,4.035521507
0.598127961,0.421816498,0.557368994,0.196028501,0.142386928,0.215531334
3.099809408,1.996488214,2.633411169,2.045449734,1.796127081,2.055530548
0.566475987,0.128838286,0.071648613,0.426464856,0.092897862,0.252075851
4.754029751,3.61326623,8.585436821,2.178628683,1.990643382,1.212155223
0.362697184,0.209112898,0.529663384,0.167529821,0.063269682,0.38935104
0.441532314,0.918600202,0.454871505,0.502333045,0.33920905,0.102195732
6.333160877,8.74236393,3.356585979,9.534461021,6.790194988,7.512365341
0.379684538,0.058250688,0.605113328,1.122244,2.012998819,2.104541302
0.472248226,0.435935527,0.439274788,0.043005094,0.470769078,0.320537329
0.161161363,0.205020517,0.152308241,0.206667855,0.149173781,0.201116592
9.135379791,8.377559662,7.22812748,8.521105766,10.08537769,8.715151787
1.163425207,1.970113277,0.947747707,1.724274278,1.380060434,1.576925993
0.314751238,0.043684822,0.40143466,0.142261103,0.076770872,0.252891481
0.819102108,0.029830065,0.956763506,0.149072126,0.069141701,0.28856039
0.352955431,1.32178247,0.983745217,0.437577963,0.470535129,0.379421443
0.274120301,0.252387524,0.215702012,0.381300122,0.425590217,0.235233068
2.156110287,1.61839056,2.212036371,1.825040102,1.007635593,1.453799486
1.254636884,0.837720156,0.883945942,1.752911925,1.251507878,0.846710145
27.68313599,25.0674572,33.02621841,8.39893055,6.0089221,10.60626507
0.063118197,1.908656001,0.047114491,1.120000005,2.62735796,0.095350169
2.556873083,1.480998397,1.550294518,1.233659863,1.802543044,1.817408681
0.205238327,0.168350339,0.119620956,0.206806764,0.430301934,0.223122761
0.939192235,0.466574669,0.799940765,0.238810316,0.361230373,0.158265874
5.023054123,3.385067225,3.265637875,5.166519165,5.175184727,3.539568424
0.606517553,0.665746927,0.597578287,1.105396271,0.960050821,0.708333313
0.093784004,0.1315981,0.149692327,0.101983964,0.144699335,0.058289282
0.535933435,0.65008688,0.665131152,1.177773833,0.820838392,1.687012911
0.379337817,0.231696233,0.754927456,0.088988356,0.415164322,0.473508686
0.09624543,0.135342672,0.064405739,0.178603768,0.151088536,0.078092709
3.712601662,2.956227064,2.289329052,5.567586899,8.002873421,6.054406166
0.084681183,0.09495841,0.08845488,0.18932502,0.361130118,0.188092038
0.282971054,0.113875158,0.344476968,0.383544087,0.615094185,0.052161429
4.207662106,6.20056963,4.445394993,5.332858562,6.292961121,7.337755203
0.154907256,0.332654864,0.465565473,0.08385013,0.108589664,0.11097873
3.796151638,5.124437809,2.743838549,4.13642025,4.156990051,4.892835617
18.03363037,13.71485996,17.72169495,12.65538692,11.70606899,11.10686588
9.905010223,5.752988338,8.537397385,10.73980427,8.010893822,9.835132599
0.470445484,0.53215313,0.292129278,0.490650028,0.536298454,0.604354024
0.246392801,0.080720924,0.365141004,0.353182554,0.108242743,0.466651708
1.254151583,1.360699534,1.368760467,0.848976016,0.582546651,0.776491344
10.77309895,16.08965874,11.22536278,35.89670563,49.11530304,43.61137009
0.502790749,0.238444045,0.504359841,0.145916298,0.325484931,0.268562645
0.140142694,0.084078267,0.04898328,0.196580589,0.233479828,0.322594404
0.59670651,0.46861732,0.744463801,0.365022242,0.43140465,0.732464015
2.319361925,1.384673119,2.534664869,1.842956424,2.051728487,1.739171147
0.330365747,0.303900659,0.407554895,0.232124671,0.319333017,0.223804697
17.58537102,16.63757896,12.05488586,7.680499077,5.824463844,8.868030548
0.714543223,1.297521949,1.108584762,0.861442566,0.526708007,0.729953527
0.820696831,0.695526004,0.309571892,0.753089964,0.629730463,0.561375916
1.077552438,0.337073326,0.662860751,0.395832598,0.2897228,0.478304863
0.542693734,0.518428266,0.747359395,0.537738204,0.502982378,0.991494358
3.753510237,2.843095303,2.854266167,2.102511168,0.85592556,1.406587243
0.114557102,0.275010318,0.145279855,0.192334831,0.33636865,0.049108278
2.973409653,5.17711544,3.041953325,3.734995842,2.982673645,4.092476368
0.090257682,0.132497177,0.127175808,0.087270364,0.030095082,0.191967085
1.045969844,0.704986453,1.241420269,0.244562775,0.431939334,0.406474829
0.659837067,0.502194881,0.270438612,0.774033844,1.031494856,1.196905017
7.77673769,6.507318974,5.815866947,7.800534248,8.688576698,10.32973576
4.847287178,3.463761806,4.174920082,2.78247571,3.154500484,2.520870924
0.046312194,0.802816629,0.463031828,0.445485324,0.439257473,0.369926542
0.158176452,0.045194257,0.101938084,0.098400712,0.071038365,0.104389958
9.254637718,0.061965067,6.675331116,0.112668827,2.998847246,3.514500856
2.722932816,3.277024031,3.726761341,3.067284107,2.35705328,3.401453733
22.59455681,28.25034523,30.66303062,26.4801445,24.60677338,36.2320137
4.502686977,3.7032125,3.269849777,2.505467653,2.102421045,4.012664795
0.392546356,0.608840525,0.33980456,0.036239684,0.336067885,0.609375
