Intensity trophozoite 1,Intensity trophozoite 2,Intensity trophozoite 3,Intensity trophozoite 4,Intensity  pseudocyst 1,Intensity  pseudocyst 2,Intensity  pseudocyst 3
28245000,0,39857000,50256000,36257000,69575000,64165000
0,0,0,0,67207000,25974000,0
19818000,14029000,5630600,30998000,902370000,1133800000,1529300000
93542000,290840000,294910000,249300000,352460000,478150000,30619000
684870000,1127400000,698430000,556510000,858440000,690960000,414210000
1567500000,1892700000,1618700000,1848200000,667140000,818110000,371410000
26603000,98783000,82229000,105700000,0,23471000,0
91105000,0,51945000,111920000,166000000,38273000,39574000
1241600000,2155100000,1616400000,1050900000,1399900000,3097400000,1079100000
1578400000,2586900000,2058000000,2290800000,1673700000,1691600000,1478900000
37391000,45640000,0,0,65473000,66741000,67880000
0,0,0,0,152330000,49755000,0
0,34614000,0,0,7605000000,6454700000,3428700000
0,40325000,0,0,0,21278000,43617000
50496000,188770000,135220000,163580000,135930000,168400000,27032000
319850000,139760000,198370000,269580000,42396000,59288000,17643000
0,108790000,72925000,94080000,0,0,0
77253000,212650000,104200000,242340000,297670000,155950000,124360000
449420000,275080000,194170000,207520000,59479000,89682000,70006000
30230000,359500000,312420000,187890000,672990000,0,139910000
66048000,403820000,253730000,224870000,18078000,34379000,0
851100000,1535700000,1609700000,1556900000,1030200000,675440000,276860000
21531000000,39105000000,32495000000,31363000000,19268000000,20240000000,8932800000
64405000,188030000,231520000,220230000,260370000,260520000,175730000
409320000,402640000,169270000,204010000,587110000,510420000,289560000
542870000,1588800000,1460700000,1684000000,1959100000,1019600000,1110400000
17626000,71228000,42390000,47367000,184890000,90969000,91511000
307770000,629320000,459600000,484900000,265980000,402010000,74428000
18259000,0,0,0,118400000,26555000,30546000
304330000,219840000,386700000,371630000,473040000,491750000,128470000
0,32754000,48796000,0,234120000,256140000,0
3871000000,4028400000,3132300000,4017800000,2827600000,3621900000,1715300000
10031000000,12236000000,11840000000,12489000000,10486000000,10581000000,7330800000
0,199630000,110310000,81931000,0,0,0
29966000,123410000,71263000,109170000,0,0,2643300
969640000,667860000,1550500000,1406200000,11028000000,11999000000,4378800000
56273000,91689000,84327000,71639000,151610000,153820000,157360000
469560000,1218100000,1251300000,1462200000,269880000,233760000,52699000
0,31239000,0,0,396540000,659050000,35367000
232220000,705010000,492660000,487180000,4184700000,4467400000,1756600000
740810000,1547300000,942820000,736400000,329420000,169150000,0
2474100000,5060100000,5000500000,6329100000,2581800000,1047500000,1573500000
564100000,1131200000,823140000,528960000,3124000000,2450200000,2445300000
343940000,870710000,869490000,627760000,2821100000,2779100000,1064500000
201180000,277190000,110930000,114790000,166310000,337110000,169450000
19448000,0,0,0,35802000,144320000,128870000
256760000,446910000,379720000,344620000,1636100000,1612400000,174700000
8843900,66311000,73205000,96235000,3326000000,3749900000,1337600000
140700000,996780000,562160000,520810000,593610000,1183000000,582550000
1098200000,2286900000,2081300000,2628100000,3937300000,4467000000,2472000000
0,0,0,0,660520000,843620000,211020000
30119000,225270000,164680000,148860000,745670000,771000000,538610000
2027700000,2807300000,2251200000,2383400000,1640900000,1757600000,1339100000
0,30291000,13880000,12105000,83651000,56941000,102250000
0,0,0,7841800,914730000,635630000,188800000
351740000,763480000,606470000,619510000,587470000,646870000,317520000
3025300000,5912300000,7346200000,8209000000,9461600000,10930000000,2855700000
0,0,0,0,520400000,659230000,439140000
23548000,0,0,15609000,18901000,0,0
0,130160000,41900000,25171000,0,0,0
280780000,271500000,219230000,138010000,1920700000,1774800000,754890000
211640000,191520000,196210000,271730000,103840000,50453000,86359000
1266100000,3545100000,2996100000,2799000000,2788400000,2982100000,1900800000
0,206380000,121230000,42080000,28710000,28076000,68643000
0,139390000,80591000,150200000,157090000,111360000,108040000
179780000,45292000,63773000,72642000,15209000,119580000,43851000
15759000,20657000,0,8823000,618350000,592300000,0
8551200000,24541000000,24400000000,22267000000,9766600000,11584000000,9741800000
0,129250000,84515000,76476000,0,22243000,2518800
0,0,0,0,136540000,98726000,0
0,246980000,198290000,290180000,309040000,394850000,0
0,0,0,0,215900000,499660000,357700000
46625000,44104000,23521000,21398000,126760000,91063000,68632000
156180000,403290000,525480000,465090000,362190000,377330000,0
49070000,221690000,150110000,216760000,88335000,93347000,130550000
475050000,301430000,643080000,353250000,2926400000,5112400000,1657300000
21016000,22697000,18340000,0,578340000,1149900000,397590000
1794100000,8135900000,5618800000,5041000000,1489700000,2665200000,1583900000
388630000,207810000,288620000,322410000,88448000,189660000,107710000
79332000,0,9902600,0,1406100000,1305000000,631040000
3837200000,3178800000,3689200000,3414500000,272230000,422420000,384420000
1244500000,851200000,1039400000,866600000,1605700000,2550200000,2261000000
42846000,7755100,11174000,28382000,0,19308000,0
0,80685000,26599000,107720000,97554000,0,43843000
2221900000,3279100000,2698400000,3164500000,3887500000,4532700000,1680600000
62639000,339250000,0,46508000,430540000,360750000,96665000
32962000,143380000,156790000,133590000,61739000,45494000,110330000
62912000,121770000,168970000,325120000,7002000000,7148600000,1663100000
62236000,44614000,120420000,136660000,0,0,0
59075000,69676000,155910000,164010000,319330000,360970000,181810000
65034000,325170000,268850000,259260000,666010000,511830000,211180000
0,0,0,0,77682000,54030000,49099000
1337500000,254320000,1094600000,1287800000,6203800000,8425900000,1297900000
36676000,25575000,22467000,28214000,144030000,128660000,153320000
210310000,115290000,243530000,295800000,0,3145500000,63801000
26032000,369770000,341760000,305370000,74197000,226940000,126390000
0,0,0,0,115550000,137480000,34565000
264840000,165160000,144800000,111600000,471420000,0,136000000
25571000,48962000,0,0,942980000,1214000000,0
15261000000,38730000000,34868000000,33390000000,8436500000,7925100000,3261300000
13659000000,26567000000,19844000000,18832000000,31973000000,28092000000,13369000000
55706000,94199000,88167000,152910000,55229000,88320000,18386000
0,0,0,0,344290000,386290000,74519000
117680000,498670000,739510000,794480000,1491500000,1355200000,890810000
185070000,381960000,168660000,206440000,35477000,93487000,127450000
0,156800000,142030000,118520000,43358000,267970000,33090000
0,0,18186000,0,113970000,142120000,12154000
43872000,44062000,45662000,81034000,0,0,0
0,132520000,178050000,146020000,85400000,130740000,59905000
37950000,38192000,28172000,0,0,0,9677200
2195000000,3655000000,3688700000,3256400000,4322100000,3406500000,2441500000
98471000,424750000,609570000,835590000,947430000,501750000,149210000
292080000,690950000,563240000,694770000,344650000,183040000,227640000
6117900000,19849000000,17788000000,16790000000,1110700000,887020000,1638600000
42975000,98515000,32492000,38084000,119850000,81029000,0
0,22777000,18366000,0,118260000,143430000,0
0,0,0,14545000,0,49632000,33244000
0,0,0,0,39393000,0,60972000
7248800,43922000,34069000,5662000,56681000,251750000,222320000
23555000,12341000,0,0,222500000,245380000,124320000
10558000000,16269000000,15697000000,15704000000,10576000000,12792000000,7544300000
109730000,530770000,412020000,190910000,100630000,113040000,0
20993000,133060000,127070000,82562000,155680000,187200000,0
90070000,48128000,236150000,0,411670000,568440000,356970000
0,32732000,23441000,81717000,180080000,203870000,180930000
232840000,193550000,177060000,196130000,68370000,62088000,152660000
390850000,1204500000,377680000,334910000,1877300000,1286900000,895380000
58069000,160410000,174410000,187130000,549610000,661730000,386470000
8376400,56771000,65602000,62790000,621920000,887850000,225750000
108600000,485990000,538260000,471010000,24310000,95311000,0
0,22125000,36795000,0,61872000,0,162460000
329340000,948970000,655340000,323370000,317900000,711250000,416250000
0,109830000,54510000,52207000,14995000,27430000,38972000
539570000,1107500000,616150000,679820000,638750000,355830000,439810000
102910000,350690000,78546000,313110000,698470000,1018900000,0
387400000,698520000,555770000,670150000,322050000,149040000,0
0,0,0,0,48116000,61764000,5866200
102280000,223610000,83241000,90886000,0,60004000,3559100
983580000,3059800000,2905400000,2731300000,7068500000,5725600000,2669400000
0,141020000,124310000,236970000,0,0,25566000
62612000,50041000,16334000,0,259640000,255190000,43098000
91844000,14875000,27419000,0,882930000,884390000,417020000
39041000,133330000,127720000,141300000,92156000,33787000,0
1007400000,1476100000,1411200000,1277100000,1743000000,1921300000,1367500000
35590000,707500000,495660000,329140000,113430000,134080000,0
77397000,119980000,151460000,159540000,136720000,117840000,20084000
0,192400000,85470000,227860000,351230000,285200000,156300000
59415000,575930000,564680000,533320000,455220000,397820000,187170000
238550000,469600000,450080000,334520000,644280000,787540000,674190000
33894000,220820000,221080000,144330000,64318000,46532000,28408000
2370900000,2021500000,1535200000,1677400000,623520000,666660000,385600000
550260000,1294000000,1324300000,1355600000,1482800000,904590000,454040000
0,0,10559000,0,24780000,23261000,0
1874600000,4517800000,4199000000,3455900000,3384100000,3579200000,2243200000
0,41087000,0,33245000,241120000,301260000,0
0,101470000,47054000,29816000,0,0,20878000
1822800000,4682400000,2707000000,2052200000,388850000,1270400000,1590300000
5990100000,6755200000,7722500000,7179500000,24057000000,22119000000,22742000000
82134000,201130000,284320000,224770000,230610000,70509000,0
339930000,387510000,417770000,540980000,1057800000,1139200000,759610000
27025000,107490000,60240000,70293000,33309000,87224000,0
713980000,1285600000,1009100000,1003900000,500010000,414570000,61190000
37590000,196970000,348610000,243190000,23092000,0,28571000
13732000000,28087000000,23087000000,26492000000,13370000000,12262000000,10801000000
2024500000,1425400000,2214100000,1432800000,1241900000,1659200000,1242700000
163980000,124670000,447380000,404280000,259550000,428790000,275800000
19219000,70300000,45782000,10728000,457830000,756310000,343350000
833110000,1445500000,1146700000,1479400000,3407800000,4302600000,2585700000
154160000,248710000,222070000,256580000,261810000,267240000,75683000
25905000,147220000,29435000,31910000,45994000,0,0
3528200000,3855400000,2854700000,3164100000,11478000000,10889000000,7661800000
1519000000,1757600000,993420000,1970700000,1717700000,1580800000,2670900000
1134100000,3032100000,2977100000,3452300000,1378800000,1235300000,1398300000
71101000,14772000,9470700,41351000,1030100000,1124900000,1218000000
72950000,147500000,155730000,167000000,0,0,0
33477000,79569000,90864000,146860000,251610000,181890000,116460000
9645500000,6299400000,5417900000,3955200000,6022400000,7287500000,7540500000
52829000,63230000,161200000,109840000,261550000,135490000,0
12637000000,13310000000,17493000000,13088000000,8693400000,10807000000,4985300000
1.1293E+11,1.3685E+11,1.2912E+11,1.17E+11,2.5677E+11,2.4357E+11,1.3738E+11
109560000,310530000,324140000,325690000,2053300000,1668600000,701990000
102810000,214460000,117100000,159630000,172000000,453830000,1382000000
0,0,112040000,0,171370000,180480000,157580000
230790000,478320000,439740000,390020000,135550000,80623000,19450000
0,22513000,156840000,114260000,51417000,25564000,121260000
1810000000,1053000000,1453700000,1716000000,117060000,156430000,0
154700000,343080000,397860000,595060000,81143000,198010000,62118000
35517000,252930000,101210000,343200000,124290000,102260000,121040000
70856000,490470000,114940000,117440000,842060000,1420900000,288740000
28803000,51655000,42625000,30605000,0,0,112960000
110990000,272110000,185940000,157900000,342330000,249610000,103250000
389690000,386730000,535710000,407370000,0,22561000,0
41705000,264830000,179130000,129900000,246840000,229390000,138560000
19737000,0,0,88012000,33815000,38574000,54423000
187610000,415150000,265090000,298120000,183300000,261030000,131930000
162150000,66821000,28101000,79943000,520360000,502480000,241250000
88351000,578070000,716570000,987560000,1110900000,873540000,156900000
690410000,2159800000,1510300000,1656100000,1558600000,1705000000,2252700000
0,32093000,0,0,325320000,459430000,329730000
505510000,753640000,533230000,684430000,1688600000,1834300000,1428100000
498210000,791380000,524910000,485090000,261250000,472050000,188570000
73950000,113560000,128580000,120630000,40367000,106280000,28042000
1017600000,1235300000,344380000,374820000,22671000,0,30861000
520460000,1522800000,1228500000,1127600000,299290000,117690000,253410000
170280000,485180000,356310000,415920000,28877000,37606000,0
306060000,288490000,456030000,588640000,188370000,147060000,134250000
22416000,17163000,36939000,52659000,602720000,550320000,25545000
1418300000,3350300000,2071000000,2202600000,1617300000,1355900000,1278800000
1447600000,1937800000,2273200000,2465600000,1213400000,1037200000,1230700000
1969700000,1278800000,2132700000,2178700000,15861000000,17145000000,6100900000
0,0,0,0,115630000,204240000,67032000
75037000,138950000,197680000,165370000,14697000,85988000,0
1221800000,1773900000,1162700000,1025900000,3717600000,4468500000,3387500000
646040000,3440300000,2073900000,2129000000,1928000000,2077200000,1829600000
648500000,505640000,451060000,474150000,171360000,82865000,132530000
264560000,524100000,434360000,342330000,169370000,297180000,85197000
130110000,132540000,139680000,161080000,367640000,286240000,111290000
0,34718000,40873000,0,36004000,39975000,34642000
462270000,338730000,752740000,553090000,423550000,349600000,154440000
1048100000,2530300000,1918800000,2302400000,1850500000,1947000000,1236800000
1861100000,6656000000,4560700000,5718400000,5355600000,3529800000,1966600000
59348000000,82216000000,69896000000,66873000000,48733000000,64861000000,38355000000
145540000,288120000,181770000,265250000,0,0,17867000
310180000,151290000,246080000,391060000,340980000,357150000,156110000
513100000,1350400000,1608900000,1187900000,593350000,468980000,656910000
0,13918000,0,0,42388000,73587000,28268000
1663900000,4217500000,3242500000,3967400000,327980000,516640000,439840000
284150000,323610000,261800000,303790000,221500000,179740000,195710000
33832000,156410000,185700000,44545000,323820000,177320000,210220000
225370000,262150000,390550000,188110000,291660000,398260000,55504000
9891200000,27794000000,22610000000,22987000000,22999000000,19751000000,11393000000
149970000,414610000,450200000,218880000,3510800000,2867400000,1627300000
488950000,1187800000,755960000,790240000,424030000,182860000,0
0,80690000,36703000,61242000,0,0,0
286190000,193490000,281320000,148710000,490750000,859380000,198550000
71504000,33359000,27535000,47951000,10109000,12248000,0
139540000,21075000,82093000,62557000,112690000,208650000,56539000
1902100000,4652900000,3859900000,3462500000,24406000000,18472000000,11861000000
1089600000,2383400000,2394500000,1857900000,1104300000,1373500000,668270000
669580000,600420000,680250000,1175300000,1175500000,779460000,1274100000
0,0,0,12042000,492000000,580220000,350530000
671510000,1069900000,1050900000,1467000000,772820000,953600000,167480000
243960000,152680000,160610000,177100000,0,0,0
374400000,248790000,177460000,270370000,17389000,19408000,0
67480000,55687000,74058000,134750000,338810000,273030000,52146000
452720000,107410000,175630000,372040000,401990000,572080000,1071800000
29576000,50157000,36703000,44311000,121650000,79050000,39586000
5103000000,6890200000,5526000000,3609300000,2964400000,3699500000,1501500000
16539000,34369000,0,26892000,40231000,29778000,0
0,53056000,36979000,34450000,39612000,0,0
306440000,82236000,205920000,209010000,276220000,311150000,284600000
243020000,1172100000,989180000,985570000,29546000,0,0
160150000,121970000,136040000,142690000,35484000,55538000,26983000
4199400000,3905100000,3347100000,4140000000,6198400000,7089100000,5482200000
2085000000,3356300000,2563700000,3224000000,715350000,857370000,689650000
389620000,155320000,156760000,200400000,5687700000,6457200000,4105200000
421960000,1718100000,1857100000,1938300000,5811900000,7656500000,576240000
2082100000,5047600000,4213600000,5706700000,3991800000,4911200000,1780500000
335940000,125850000,176490000,204240000,320170000,401700000,374180000
263490000,143580000,137290000,189100000,356510000,221050000,304960000
67199000,160740000,490230000,137910000,481310000,373630000,178850000
38370000,78049000,74776000,12636000,148410000,0,147570000
275480000,1042100000,886200000,724690000,359660000,213860000,128570000
6633300000,6925500000,6516500000,7150100000,4740000000,4485200000,3602500000
6540300000,5396500000,4964800000,5246300000,4290700000,4620600000,4431900000
2672100000,2505300000,2851400000,2462700000,6638700000,5280600000,1960700000
445620000,300400000,251480000,301820000,966710000,1312000000,642640000
305600000,459700000,294920000,461300000,386450000,156950000,91980000
39422000,124390000,85673000,93309000,0,0,0
129550000,288960000,160630000,209880000,76742000,75469000,10905000
17558000000,14014000000,12657000000,11660000000,6014700000,8399600000,6603400000
211090000,214990000,127040000,164520000,153860000,172920000,50323000
154290000,361020000,177280000,208810000,0,0,0
72207000,61755000,41364000,35787000,780320000,1311400000,372300000
101640000,275200000,297800000,269840000,116720000,70090000,0
3644500000,2803300000,3267800000,3983900000,420760000,1012900000,404760000
0,94604000,65606000,77234000,0,122880000,0
0,59230000,126990000,77105000,127310000,140840000,3288400
7775700000,13336000000,14148000000,16621000000,14620000000,13697000000,10339000000
91010000,95600000,174180000,122440000,32497000,52739000,0
4062500000,4987200000,4801100000,4245100000,1134100000,1646500000,936030000
8208000000,13981000000,10483000000,8694300000,69957000000,62470000000,25870000000
187010000,307750000,168520000,170370000,913180000,707460000,506380000
124890000,450570000,51059000,41175000,153150000,148860000,103710000
320490000,524580000,391520000,394210000,140820000,117260000,267630000
1009400000,1807200000,1727000000,2056800000,7030100000,3849700000,2838600000
5422300,176070000,160650000,150790000,392320000,451930000,136050000
1514900000,1806500000,1451200000,1435900000,302240000,145010000,374380000
111320000,88609000,0,74925000,0,22062000,0
0,0,0,0,602470000,0,305340000
107610000,618920000,510530000,442230000,1735300000,2179600000,40587000
238620000,246000000,258520000,500330000,293670000,296290000,97051000
8511400000,21965000000,16154000000,16072000000,43162000000,43803000000,11244000000
23550000000,66864000000,52751000000,70752000000,9595600000,10580000000,3835300000
177820000,269480000,322780000,293850000,0,0,0
275760000,218810000,290730000,470110000,500610000,148530000,127220000
311600000,587690000,591160000,572560000,1226300000,1487300000,1229400000
168750000,20626000,72870000,84080000,209930000,245280000,153910000
0,0,0,0,207790000,110670000,73117000
0,0,24001000,19149000,27907000,0,0
1194100000,1926500000,1720800000,2130400000,2812100000,3015900000,1266800000
447890000,1872000000,1286100000,1082900000,161940000,235620000,76122000
109490000,339230000,392650000,385430000,225870000,129440000,16063000
1008900000,1699500000,1701600000,1039700000,2737000000,4293500000,591280000
63677000,75353000,31693000,64540000,43307000,53511000,33137000
49014000,0,26318000,0,1074100000,641550000,177020000
323130000,486510000,382190000,182280000,2271000000,2521800000,1117100000
67781000,18561000,29825000,31146000,0,0,0
166170000,338280000,296320000,365310000,33244000,36793000,0
0,0,0,8671200,74084000,51277000,29458000
52016000,634990000,762380000,735510000,47141000,38410000,31465000
354050000,218430000,193170000,154360000,30159000,23500000,23132000
28566000,67262000,57562000,82570000,13146000,17094000,14149000
67961000,41883000,75570000,90176000,19939000,0,0
25947000,46545000,30381000,53981000,1027100000,1007900000,737290000
72543000,64790000,114170000,183550000,59457000,61383000,0
14250000,5413000,0,9189800,72714000,93231000,96122000
8627600000,13287000000,11918000000,11272000000,25784000000,28565000000,13494000000
62909000,194170000,108400000,66049000,23921000,45012000,41288000
28856000,3629200,0,0,136540000,200960000,21431000
56006000,43079000,19051000,42648000,0,63503000,0
0,204320000,85632000,164630000,333790000,246610000,115790000
0,0,0,0,17994000,39902000,0
11860000000,14784000000,14652000000,15003000000,50113000000,49229000000,21897000000
233140000,525240000,474400000,439000000,144420000,62835000,100340000
45227000,78142000,131390000,151440000,1752400000,2537700000,1587200000
14199000,26239000,0,0,130460000,78749000,0
86523000,23611000,55947000,55363000,0,16706000,0
0,148480000,164630000,190510000,332870000,334320000,135220000
818030000,1421400000,1555400000,1318000000,10801000000,11302000000,5077700000
0,21061000,0,74430000,104770000,83681000,41598000
66224000,44858000,31521000,36620000,596330000,824890000,408180000
23191000,0,0,24828000,161300000,232800000,102320000
31326000,46416000,39540000,42441000,45068000,295680000,97810000
1441700000,889600000,1024600000,1019400000,2045500000,1790900000,1874400000
112600000,203450000,127360000,99324000,67162000,37685000,44112000
258240000,488200000,395020000,504470000,200740000,171260000,121470000
202450000,503020000,317310000,206850000,0,40648000,0
0,0,0,0,130160000,83236000,104990000
1496600,243280000,73573000,106510000,638960000,661450000,233040000
44584000,20640000,17141000,38263000,44134000,85491000,61820000
0,30038000,33691000,27453000,58101000,66406000,0
0,210750000,255530000,180140000,27159000,62386000,0
19467000,136620000,125540000,51624000,0,0,0
97883000,120100000,139970000,129000000,24389000,61463000,0
102070000,241830000,170220000,457970000,4271900000,5627400000,2747600000
85264000,113140000,116910000,97459000,345770000,172430000,387000000
323460000,379510000,249980000,263680000,0,0,72180000
3691600000,7413600000,6768700000,7673600000,2942800000,3316400000,1293400000
0,50612000,20276000,0,0,0,0
273780000,184120000,219760000,203450000,675890000,606090000,282440000
674720000,1280300000,958700000,969780000,542650000,237040000,249510000
2442400000,1292900000,1633100000,1935100000,646760000,991980000,491830000
162230000,17807000,72875000,61804000,37303000,33501000,67546000
2743400000,5346100000,5653900000,6941800000,6036900000,8694100000,3078800000
1319100000,874040000,893380000,637620000,1101700000,1677500000,629810000
6360700000,10313000000,11848000000,13785000000,696280000,536270000,273920000
65221000,222460000,163850000,154660000,174420000,81126000,250040000
0,0,0,0,143270000,234820000,27459000
364310000,566930000,642040000,761670000,48335000,0,98862000
69143000,289910000,110180000,168180000,65921000,32621000,0
17736000,34900000,36128000,41882000,44084000,27969000,0
1773700000,3781500000,2764900000,2614400000,1965800000,2367500000,1421900000
64712000,34855000,43074000,0,508940000,235330000,256870000
48710000,150710000,111890000,125500000,591070000,115040000,77875000
35099000,157020000,60731000,98835000,155560000,180930000,66989000
1391000000,3138400000,3272800000,3142600000,16277000000,19303000000,7365100000
63299000,65183000,31379000,56243000,648910000,959080000,551750000
16481000000,44562000000,46075000000,41391000000,4651200000,5280100000,2762000000
2982300000,2187800000,3154400000,3572800000,12903000000,13909000000,7247500000
857590000,1069300000,866210000,709060000,1342000000,1807500000,559650000
21885000000,24459000000,22455000000,26967000000,26678000000,26461000000,20858000000
883120000,2147300000,1904100000,1458700000,1530700000,1509800000,985410000
169680000,210610000,214480000,145780000,160100000,113170000,214200000
889890000,3875700000,2850900000,2649200000,6133000000,5332400000,1415500000
0,22553000,0,0,110960000,144340000,0
62282000,0,0,0,267650000,237120000,144670000
3568900000,3181600000,3319500000,3986500000,2522500000,2896700000,2081400000
2061000000,3019800000,3049900000,3812700000,7638400000,8872700000,4282000000
70253000,201580000,96157000,85132000,0,0,0
143490000,45615000,223430000,298150000,168230000,18040000,11868000
119250000,452810000,268970000,399030000,314030000,136730000,54108000
292400000,323150000,336690000,314040000,150250000,275560000,255890000
74041000,20721000,50804000,69837000,62067000,63262000,68334000
282670000,311230000,179740000,161160000,0,0,0
1041000000,1453100000,1504400000,1699400000,2229600000,2463900000,1995500000
107020000,220420000,193900000,183940000,282820000,19834000,26407000
207910000,296600000,231840000,242570000,30497000,28156000,54967000
132200000,71148000,156290000,130410000,2427700000,2310600000,1244300000
21179000,0,29399000,0,434150000,139900000,123750000
78449000,19180000,0,0,176900000,39777000,121140000
94445000,114680000,51687000,111250000,33049000,125100000,17146000
31890000,0,0,20627000,0,33754000,0
2150900000,7565500000,6179700000,5564000000,19150000000,20212000000,12887000000
12590000000,19847000000,19043000000,20385000000,9880300000,10446000000,6016500000
93794000,162730000,82620000,274110000,10478000,0,0
48700000,35446000,0,0,0,0,0
25804000,7629700,21985000,23240000,124100000,146790000,31463000
668300000,1505300000,1135500000,1104000000,5535000000,4404000000,1536100000
1276600000,1328500000,1586600000,1600700000,421610000,530650000,436630000
62392000000,97205000000,84316000000,83251000000,44586000000,76015000000,42194000000
343460000,913560000,380230000,691500000,641510000,1157100000,1184400000
9417200000,12022000000,10231000000,10223000000,4187500000,5215800000,5976900000
95627000,351120000,248940000,374770000,277790000,414240000,287660000
293310000,450870000,369420000,805860000,36936000,52883000,75492000
295670000,1092100000,1246700000,1249900000,1709600000,2209800000,1079300000
120310000,348540000,417060000,335960000,402400000,463710000,469970000
11082000,227540000,123350000,110680000,913120000,712320000,99307000
374520000,825610000,506190000,755950000,3703900000,3273600000,2481800000
0,0,0,0,0,27211000,11987000
0,32060000,0,23707000,48179000,104760000,72653000
187990000,687980000,919940000,704600000,247100000,351980000,129370000
0,40767000,0,0,187550000,239630000,335830000
193430000,153430000,93663000,91253000,372790000,523910000,58284000
82430000,64976000,60703000,37708000,1044800000,1068400000,762050000
1013000000,1306000000,928900000,761160000,1243400000,1018300000,571320000
64514000,54868000,17446000,33122000,44794000,104440000,0
170070000,108740000,37615000,53269000,0,0,0
1083100000,1556000000,1099100000,1539900000,3123500000,4375700000,3005100000
27854000,113850000,21236000,65630000,0,0,0
161410000,998060000,754740000,793980000,1334000000,868090000,129180000
8350300,134360000,72881000,97804000,1149300000,4191500000,4987700000
19192000,37503000,22979000,19593000,21975000,135230000,17822000
96566000,101990000,115980000,125320000,47411000,0,30039000
374040000,253440000,136450000,224310000,38245000,429380000,70456000
0,32962000,21573000,21493000,0,0,22628000
0,0,0,0,273250000,371900000,107200000
567790000,379190000,280960000,444770000,795400000,934620000,473510000
162000000,1088300000,746180000,1127100000,3978700000,5172500000,3791000000
1204100000,715090000,618570000,550790000,6115900000,7221600000,7705500000
314280000,824020000,646630000,551290000,434110000,452580000,177480000
110310000,69141000,161630000,119540000,48183000,126180000,129350000
13347000,92306000,220160000,46076000,52973000,54624000,0
10280000,0,0,0,68070000,27937000,0
51356000,113660000,146980000,135020000,140360000,299740000,321440000
0,0,0,0,50041000,58453000,23287000
0,56107000,49168000,42502000,0,0,0
490860000,1093500000,695450000,206830000,3488500000,2699500000,2861700000
150970000,799890000,387110000,604730000,1094700000,1351000000,731410000
0,0,2730600,0,28183000,26014000,140240000
10702000000,29161000000,22416000000,20145000000,12087000000,10570000000,7881400000
23743000,0,0,32206000,28647000,0,25964000
959460000,795280000,501810000,688100000,1005200000,1174800000,1472300000
148760000,153570000,134790000,0,43099000,166010000,127620000
12114000000,13910000000,15640000000,13679000000,2499400000,2951500000,1225700000
73837000,143400000,36850000,55380000,1225100000,731150000,8056000
62111000,25307000,17773000,19925000,531210000,493700000,109060000
18979000,0,0,0,148360000,96350000,0
19749000,91889000,120460000,141050000,72833000,61123000,75895000
1509700000,2514700000,2413300000,2919300000,14278000000,14143000000,4333900000
2274400000,3151300000,3742900000,4069700000,1665700000,1766400000,1407100000
69113000,96050000,106350000,127360000,0,0,105010000
2969800000,3719900000,2481500000,3486500000,2236700000,2832300000,1684700000
559550000,21685000,21237000,275870000,24447000,0,42084000
245320000,511540000,529140000,326550000,319540000,335650000,44390000
0,0,27155000,35499000,208370000,214470000,45521000
382910000,1790000000,1452800000,1373600000,647130000,514810000,192870000
720510000,1169700000,1134300000,1376500000,273290000,116410000,384290000
34229000,23230000,20501000,17004000,179880000,241590000,197020000
180070000,869290000,904330000,861450000,548550000,687760000,106090000
21899000,122960000,127060000,154030000,14071000,20223000,0
0,17770000,10321000,0,590560000,671610000,514540000
0,0,0,0,94688000,120920000,32356000
63195000,25314000,20793000,46479000,0,36261000,25600000
977860000,5691700000,3168800000,2495900000,3918500000,4587900000,1483300000
89364000,126220000,66826000,81643000,61530000,153720000,19308000
45349000,2532400000,191500000,303220000,778170000,973470000,0
859630000,366140000,437380000,698640000,1160900000,1430300000,746570000
321730000,890880000,1066800000,1159800000,1812900000,1907700000,866650000
609530000,760140000,807680000,875060000,930770000,902270000,480710000
0,30731000,37586000,0,32585000,0,0
0,14716000,67726000,98707000,0,0,0
155490000,33652000,8463900,43819000,277550000,199160000,193590000
3178800000,5770200000,4296300000,4346700000,7373200000,10028000000,3536300000
52894000,299850000,267550000,232700000,100640000,73456000,16694000
14908000,378820000,270840000,699860000,75452000,173960000,14212000
14338000,172640000,173110000,185060000,470780000,356550000,0
65981000,0,0,57533000,149680000,208290000,93794000
0,111280000,0,0,155010000,214190000,0
282590000,192400000,6728000,142730000,868240000,798060000,1046700000
1532200000,3579600000,3028800000,2923700000,1865800000,1926600000,1236000000
48172000,22151000,18190000,25851000,143300000,140360000,0
0,27191000,27768000,66384000,10854000,17941000,13292000
14037000,0,0,0,2094800000,2184900000,1369300000
15355000,0,0,0,23137000,28256000,14137000
2843100000,7249900000,6251400000,5956400000,1783200000,2413800000,1382500000
167190000,48007000,42870000,77183000,44445000,98495000,61971000
0,29787000,35784000,34443000,0,0,0
0,0,56995000,70166000,82288000,24389000,0
47852000,56775000,37823000,54062000,0,0,0
23146000,101750000,108650000,80468000,364370000,374680000,135830000
280190000,577000000,551980000,484500000,69825000,168340000,16613000
61613000,339720000,316670000,368080000,240280000,75357000,0
22786000,28864000,0,0,0,85905000,0
19157000,0,46288000,56707000,248700000,183250000,35180000
234620000,221750000,218420000,215250000,310310000,272940000,185100000
0,0,0,0,42989000,37707000,28364000
0,0,0,0,226530000,108780000,0
