Intensity trophozoite 1,Intensity trophozoite 2,Intensity trophozoite 3,Intensity trophozoite 4,Intensity  pseudocyst 1,Intensity  pseudocyst 2,Intensity  pseudocyst 3
489300000,1276300000,1000100000,1200800000,553030000,953700000,626240000
8848000000,16099000000,12717000000,11640000000,5016000000,4779200000,1975300000
0,0,29343000,26201000,65406000,179460000,46599000
111450000,154220000,152600000,67756000,159270000,189560000,186200000
53187000,11896000,0,26429000,113670000,76597000,58489000
355920000,1896900000,1636400000,1817100000,806760000,584560000,421510000
14522000000,25375000000,21697000000,18391000000,6687900000,6865300000,4143300000
2659500000,4212700000,3662300000,3524300000,1928300000,2861600000,754420000
1194900000,2463000000,2848700000,3257600000,60786000,0,0
28741000,0,51350000,21151000,102810000,108790000,24637000
680430000,1047600000,1371100000,1466600000,1166100000,1458600000,610550000
0,7770500,0,0,985260000,932410000,526490000
78517000,0,28801000,0,901240000,3303300000,35936000
232910000,530690000,489950000,289050000,772260000,881740000,1235900000
41452000,340500000,16780000,0,0,0,101040000
0,10521000,0,0,281180000,186400000,217300000
64693000,36752000,32572000,51372000,41281000,50906000,0
0,0,0,0,74688000,53685000,386700000
0,107570000,0,0,6705900000,6266200000,5789700000
95273000,914440000,957230000,853690000,113550000,124530000,137120000
37600000,29654000,32878000,34655000,0,0,0
0,0,0,0,90214000,82715000,44446000
103870000,410660000,237120000,188860000,46902000,119250000,48127000
0,62588000,37624000,40723000,0,0,37064000
24992000,31614000,9418000,84703000,277610000,226710000,234380000
0,0,0,13273000,147720000,77752000,218880000
1313900000,901050000,956950000,1047200000,3948200000,5082600000,3627600000
162890000,631280000,257330000,343570000,786480000,597800000,129130000
167620000,94285000,83050000,156380000,107330000,0,0
429160000,255900000,234900000,422300000,9390300000,9876500000,5971000000
1863100000,2580900000,1769800000,2515900000,1757100000,1426700000,1050800000
88255000,182400000,133980000,211920000,273750000,238060000,121680000
2983100000,6269000000,4659300000,5336800000,1.4804E+11,1.6887E+11,1.1321E+11
529410000,1767000000,1283200000,1321000000,200210000,201480000,48463000
70547000,80438000,59551000,72978000,497450000,550280000,59704000
2604700000,3071300000,3051500000,4638800000,5739000000,8921900000,5902600000
111300000,58281000,37825000,80061000,50756000,254880000,216250000
155990000,262650000,217670000,254370000,321990000,276290000,174260000
25494000,77402000,93591000,113580000,0,32788000,0
71958000,112810000,95582000,80745000,63608000,52471000,54919000
1597300000,1301300000,2168800000,1520500000,914940000,1533200000,1698300000
0,72561000,0,0,165380000,49687000,0
28298000,349820000,148530000,72206000,0,48674000,0
0,18696000,53182000,75830000,288830000,253400000,196900000
20533000,197360000,67514000,109660000,44273000,86885000,54134000
69314000,395690000,91619000,111450000,253570000,0,21117000
90819000,0,8514000,0,6650600,188370000,102260000
316820000,803890000,628440000,885620000,907450000,647580000,183290000
1791800000,3939600000,3048300000,3332400000,1480000000,1773100000,574360000
0,69448000,13224000,25415000,0,0,0
41135000,0,29979000,21130000,932310000,909520000,468660000
33200000,18790000,0,0,54230000,0,0
0,51166000,74011000,16913000,22212000,22970000,0
438060000,1797700000,721780000,1355700000,706690000,1160600000,17445000
376750000,733390000,517760000,422190000,479960000,472330000,81883000
3277500000,5636000000,4365200000,4609000000,3468000000,3833500000,3227800000
0,168120000,205300000,146840000,289740000,176660000,0
0,0,3081000,0,69181000,78559000,40743000
2016900000,5448300000,3652600000,3298400000,7587500000,9434400000,5291900000
7066900000,8639400000,8408000000,7670200000,16607000000,13364000000,5754900000
5348400000,7568100000,7564300000,6683700000,54285000000,60657000000,36827000000
1776900000,4007200000,3017000000,2111600000,1288200000,2613500000,1134400000
7663700000,14106000000,11741000000,11560000000,1825500000,3513000000,2690100000
0,43137000,45268000,53020000,0,0,0
747900000,879260000,1140800000,1057900000,3074000000,3268900000,2416200000
0,48206000,40866000,0,1311900000,594890000,21572000
244540000,971770000,761410000,780760000,101950000,144870000,35047000
551540000,2167500000,2194900000,2151600000,7275700000,7282300000,709390000
23538000000,35928000000,27448000000,32237000000,12657000000,12037000000,10186000000
53948000,290410000,385930000,310690000,68881000,96076000,79044000
390940000,988330000,580990000,569450000,630200000,532480000,196880000
234260000,655240000,564170000,501540000,830260000,721480000,656010000
0,68494000,0,0,164680000,132310000,66939000
376460000,941020000,480140000,608590000,325040000,255230000,105350000
332020000,544460000,367930000,272010000,3249800000,3100600000,559140000
170020000,714530000,611460000,656600000,412510000,373540000,350420000
13345000,0,0,7762600,397170000,333290000,382260000
329600000,1112600000,1108100000,544580000,91356000,43206000,101580000
336110000,521750000,394700000,383890000,1573900000,2092300000,1348200000
0,90747000,38707000,0,0,69567000,38431000
107330000,92638000,29586000,41433000,271050000,318700000,40633000
229440000,779120000,6123200000,709370000,3062200000,3135200000,408560000
358500000,556390000,506850000,442090000,387240000,737030000,437370000
236990000,302890000,436550000,267780000,4575200000,3735400000,1759400000
103840000,136300000,12569000,27443000,17870000,0,0
36521000,135330000,108990000,44031000,286350000,612460000,200670000
2626000000,4443800000,3957900000,3332400000,969590000,1017300000,535660000
1783200000,3556300000,2498500000,2283300000,1165300000,2039600000,1540700000
144310000,281660000,270570000,299520000,582530000,593210000,197270000
0,15177000,15102000,16632000,0,0,16845000
82868000,155110000,131330000,165990000,102950000,155080000,125460000
263210000,731510000,811300000,834810000,273060000,179820000,288300000
75687000,170900000,142490000,117010000,143900000,24057000,0
627190000,2518800000,3234300000,3664500000,425950000,375570000,115810000
502210000,670740000,687930000,409520000,607650000,512700000,324310000
272780000,292560000,224050000,300470000,5368300000,5772400000,2085400000
0,0,0,0,213780000,491630000,92779000
1214400000,3878800000,1633000000,2244500000,8189500000,6707900000,3671600000
234630000,323630000,182880000,209510000,316650000,429820000,198460000
43809000,25127000,16723000,23289000,76852000,82578000,113730000
0,87953000,76587000,99612000,101000000,90969000,0
40411000,127790000,65631000,65474000,0,44974000,0
22975000,569900000,145510000,140790000,11356000,0,14770000
3912200000,4273700000,4474900000,4820400000,1207800000,1329000000,622310000
212740000,708730000,901070000,1016600000,95174000,664020000,108660000
160820000,98405000,98693000,116910000,182170000,508030000,362230000
187740000,435480000,405190000,425640000,371190000,479240000,229150000
217280000,96702000,147770000,130920000,417650000,350790000,415170000
215870000,549860000,351050000,211110000,106330000,93861000,36561000
3373000000,6076600000,5217600000,4899100000,37916000000,32908000000,17672000000
18512000,185560000,125760000,57834000,147550000,13127000,65483000
62204000,189570000,198920000,206020000,320250000,352510000,265660000
90326000,164690000,172240000,122970000,81833000,8297700,0
1048700000,754920000,0,600930000,283470000,525630000,14698000
303620000,1200100000,878580000,295930000,6070700000,127480000,33372000
115960000,111570000,100020000,71142000,44259000,52861000,145020000
0,23849000,0,29239000,727010000,810660000,405280000
685040000,578010000,620080000,650310000,4807300000,4186200000,4331100000
82343000,454480000,252750000,303390000,45606000,43726000,0
21990000,6380100,0,3366300,308360000,46664000,55871000
163260000,775330000,648900000,547870000,862900000,1202200000,998400000
37650000,164780000,200450000,217650000,642080000,531880000,166400000
0,0,0,0,689930000,857180000,510370000
12006000000,13162000000,9261000000,10617000000,13469000000,13296000000,16128000000
118980000,72408000,0,14947000,158730000,75546000,179190000
66880000,72379000,53472000,80109000,91263000,114020000,108220000
375510000,231980000,357350000,479710000,1023000000,1239600000,260900000
93725000,52531000,145820000,127020000,600110000,647720000,181650000
0,135560000,271840000,46094000,0,0,0
1.7357E+11,2.7906E+11,2.6351E+11,2.822E+11,4.2476E+11,3.7605E+11,2.7652E+11
30190000,52490000,0,0,355910000,210860000,81200000
2040600000,6032000000,6034000000,6445700000,14137000000,13501000000,5010000000
64974000,42515000,11661000,10671000,206970000,344230000,291090000
71554000,165850000,269610000,290140000,1513100000,51592000,92473000
10010000000,15416000000,11088000000,15045000000,3934900000,3347200000,1794600000
45056000,59854000,36436000,30654000,73864000,85730000,80167000
62078000,123020000,0,27374000,199590000,285310000,17421000
9615600000,12194000000,9804300000,16892000000,18164000000,22286000000,16022000000
1272200000,1696400000,1583300000,2229100000,3625100000,4005700000,1414600000
49170000,110840000,32618000,29396000,361790000,374400000,422970000
199920000,442630000,158230000,57393000,220670000,132230000,194270000
155820000,450240000,21465000,35392000,978800000,1476200000,496670000
70625000,7971000,8162500,38744000,98541000,94463000,22052000
62483000,352990000,232160000,248730000,358030000,506180000,289310000
58561000,45847000,51006000,107070000,940140000,748840000,471130000
0,0,0,0,52418000,22804000,0
0,180690000,132290000,167280000,247170000,196230000,146710000
318500000,999400000,1406600000,1552000000,1705200000,1292700000,708420000
82152000,0,68940000,63703000,32020000,61963000,0
82984000,54442000,35278000,48413000,0,71539000,36868000
0,0,0,0,233070000,362000000,287220000
286370000,590090000,550080000,662370000,1766700000,1644600000,1280000000
0,0,0,0,26456000,0,29503000
42289000,0,17521000,24008000,33516000,0,27589000
56692000,239350000,174790000,146130000,803750000,1006800000,158230000
37208000,26045000,13150000,22916000,35061000,41639000,95076000
47776000,235350000,196650000,156710000,1301600000,1426500000,361340000
0,49072000,0,0,277820000,361460000,21883000
1953000000,2462600000,2093700000,2364500000,472940000,662710000,289800000
947650000,1260400000,1079600000,987250000,442250000,920500000,723250000
153960000,142630000,260000000,159510000,0,0,0
1137100000,1304500000,1964900000,1886900000,7002000000,6670500000,1959900000
14986000,0,0,0,162660000,83749000,54044000
2207100000,5880000000,5087400000,4818100000,3489800000,6900100000,654940000
70020000,34746000,34838000,26034000,0,0,15104000
2332200000,3337900000,3064100000,3125100000,2698800000,2704400000,6055100000
0,0,0,0,107870000,23995000,62395000
2055100000,4153400000,2800200000,2615500000,903430000,1080800000,690990000
5096700,0,0,0,0,48262000,48439000
26043000,38314000,31426000,55747000,546840000,377630000,151040000
149160000,822260000,588100000,258960000,671900000,295800000,229800000
28476000,50889000,43502000,0,143380000,137230000,47796000
188210000,443310000,379140000,392990000,213030000,41013000,77282000
0,70879000,11784000,55072000,90762000,238010000,0
626240000,358210000,402450000,489110000,311140000,172800000,4636400
2695700000,2877300000,2530200000,2704700000,11452000000,14817000000,9194100000
248130000,13483000,66201000,81936000,338670000,99563000,206880000
123810000,180180000,48053000,53186000,69122000,242240000,380270000
7722300,4320700,2468500,0,67124000,61354000,0
28495000,0,60408000,60597000,0,0,0
0,0,47796000,58475000,67376000,83848000,67422000
0,27921000,0,17968000,0,0,0
232270000,664600000,576800000,863090000,479100000,498290000,256410000
32110000,43120000,49860000,61511000,225340000,136500000,73130000
39963000,165030000,152360000,132210000,380370000,303720000,151410000
6423500000,9861300000,9037100000,9699500000,7007300000,6174700000,3795200000
297740000,957000000,243760000,666310000,2079900000,1636500000,186440000
0,0,26508000,53845000,61048000,154290000,12867000
848280000,1907900000,1871100000,1362100000,289800000,329360000,311620000
52788000,229680000,311400000,319670000,742120000,1176700000,622180000
438950000,366800000,242820000,269510000,4752700000,4530100000,1912100000
78282000,0,20919000,0,378130000,413880000,400540000
67356000,101200000,110260000,99051000,0,13737000,84163000
353620000,326710000,278750000,331790000,698830000,431830000,150450000
1192200000,1755000000,1870800000,1974800000,1911100000,2783300000,419770000
44534000,0,0,79636000,117840000,88465000,0
138490000,564780000,520670000,115710000,133700000,242390000,49825000
27443000000,65474000000,64870000000,57648000000,35857000000,29983000000,12743000000
1360900000,1770300000,1541600000,1634000000,660600000,483220000,529750000
224720000,545390000,646870000,280150000,296730000,438860000,383840000
1748700000,1033700000,897000000,1324000000,602650000,697240000,736210000
649520000,1524900000,2457000000,2085600000,300710000,442960000,164480000
2848500000,2951800000,2696700000,1976500000,6649300000,8277900000,5987700000
7766300000,6444400000,5681200000,4408400000,8822500000,11396000000,11152000000
145530000,269130000,213680000,290180000,74968000,169420000,83636000
821350000,910930000,592370000,663760000,2087000000,2384000000,1387800000
125660000,30744000,78457000,15146000,29137000,32095000,26906000
35768000000,36648000000,35778000000,33633000000,6784800000,6672800000,3169500000
371460000,464810000,398780000,321010000,74603000,66305000,39332000
20463000000,57363000000,40534000000,45977000000,14629000000,19025000000,12524000000
0,25857000,23100000,48481000,106700000,28246000,0
239200000,832180000,658180000,488610000,131360000,121250000,512400000
15221000,26059000,12618000,0,30561000,122280000,11355000
0,46680000,38497000,58189000,71990000,29721000,4021700
1569200000,2354600000,2221100000,2331200000,1279800000,1464600000,1225800000
755560000,1734700000,1710600000,1697400000,1746600000,1300300000,249770000
15437000,22427000,72208000,65652000,122070000,253210000,1580800000
0,0,16413000,40975000,26863000,31177000,8062900
221730000,242580000,244800000,208830000,667930000,178580000,121250000
0,101140000,54845000,0,0,0,0
87645000000,1.4077E+11,1.3403E+11,1.2919E+11,43425000000,48293000000,34999000000
0,6064000,0,13253000,565110000,848300000,88888000
60389000,67935000,7790200,17642000,126940000,160090000,10993000
8339500,83731000,6618800,6436200,418780000,345850000,31429000
768430000,511500000,760590000,864030000,3375600000,3455200000,1368600000
45602000,17437000,40007000,32404000,54921000,0,0
602840000,1756800000,2500300000,1838900000,1772300000,2098000000,1073600000
0,10660000,0,17081000,350720000,285300000,70175000
244340000,334030000,229800000,286800000,1901900000,2047200000,171790000
829210000,139100000,808810000,476670000,277450000,310440000,437160000
177970000,617560000,350790000,316320000,207840000,76225000,13820000
0,0,18399000,10827000,51283000,128740000,80203000
93733000,167500000,139530000,192870000,31624000,89968000,64222000
1859700000,3015200000,2133100000,2351400000,1355300000,1371600000,913660000
195680000,134050000,175530000,207180000,549110000,623840000,260780000
0,76355000,60287000,62483000,28742000,43168000,48464000
32607000,142160000,0,89495000,63610000,26513000,12712000
158930000,404770000,423880000,432440000,0,50276000,0
96927000,68847000,91445000,39202000,44560000,127520000,17147000
211380000,404300000,457550000,481930000,101960000,114330000,20744000
18119000,95389000,26638000,0,219850000,319120000,239870000
10301000,11394000,6777900,0,145790000,197110000,234050000
148720000,186200000,132360000,192880000,76214000,0,78769000
0,130050000,40234000,0,0,0,0
151610000,415200000,214890000,215150000,53936000,37130000,14808000
129490000,65676000,36147000,122040000,178160000,165330000,99946000
0,56551000,64253000,69169000,17025000,17585000,0
151360000,157400000,104920000,76600000,21629000,100410000,0
2079200000,4827300000,5111300000,5185400000,2159600000,2857300000,1972200000
332130000,657620000,577090000,551230000,1490500000,1448900000,1168900000
1463600000,1773900000,1361900000,1228200000,525520000,1073600000,210260000
0,387030000,323690000,313770000,497650000,634040000,148090000
103460000,740540000,728380000,562350000,676830000,499820000,192490000
22755000,0,0,0,194820000,199530000,0
2274000000,4145800000,3774500000,3449800000,428760000,1038900000,78488000
0,82620000,142580000,126510000,96009000,36968000,38096000
86582000,56829000,67935000,90574000,0,0,96952000
1677100000,980950000,545020000,744420000,1252300000,800810000,1614500000
5563000000,8726000000,5878500000,7093900000,26977000000,27073000000,26970000000
19259000,102470000,61654000,0,0,0,51679000
38593000,209960000,294280000,257210000,150480000,67523000,5013300
0,0,48561000,61990000,45524000,61917000,80967000
582280000,1458400000,1218800000,1610900000,3915800000,5158900000,2335100000
596540000,697960000,415510000,456720000,550030000,505440000,313050000
16173000000,45403000000,31954000000,23367000000,27682000000,33074000000,11348000000
1014100000,2231000000,2151300000,2708500000,3637100000,2863100000,1886900000
290640000,584750000,141140000,280070000,176810000,166250000,0
1637500000,4890100000,3094200000,3469000000,5529300000,1383300000,796880000
151210000,751470000,670220000,556790000,202200000,56503000,76352000
0,25812000,29729000,67469000,0,0,32074000
30770000,309510000,144440000,135400000,283080000,348510000,343690000
1752500000,3622500000,5357200000,5646700000,1955200000,2460300000,436400000
0,586110000,223940000,158920000,0,0,0
5337300000,7272000000,6688600000,6321900000,5061200000,3848100000,2263500000
218510000,614190000,330220000,416020000,68523000,14092000,0
542550000,439070000,461190000,576370000,4785000000,3010100000,1307700000
464270000,171730000,301710000,459400000,669410000,772120000,715120000
26216000,169780000,222890000,268980000,0,86148000,51590000
1308200000,2927500000,2579300000,2241900000,3517900000,3396500000,1030000000
84995000,281980000,206750000,156330000,119540000,287810000,110330000
9300700000,7908900000,6534700000,8161300000,7788500000,6620000000,2829800000
1765800000,725310000,798500000,14757000,651140000,1039100000,0
167850000,182190000,138520000,122050000,160000000,196070000,0
0,0,0,0,226660000,224930000,39642000
45773000,335500000,130160000,252850000,48683000,33637000,39919000
78834000,253600000,256510000,244160000,44767000,10931000,17474000
3247600000,16037000000,11319000000,15463000000,9019300000,5269600000,3453700000
80156000000,1.1832E+11,97155000000,97798000000,14252000000,21824000000,18561000000
3033200000,3012400000,3485800000,4022100000,6733700000,7463700000,5357100000
1052300000,1269000000,1543300000,1508200000,530470000,1230500000,1332900000
365970000,557860000,342300000,408880000,418690000,335780000,434910000
0,92953000,75128000,121730000,178990000,126020000,86509000
86351000,79301000,128700000,87888000,55247000,57271000,98740000
94884000,84774000,82240000,17271000,89307000,111940000,115630000
149030000,45487000,79913000,148620000,104460000,67424000,16057000
747500000,678380000,565050000,641380000,501990000,707310000,334310000
0,0,0,0,55454000,44705000,51119000
110640000,185070000,153180000,167630000,159190000,103580000,148290000
2195000000,4232800000,4248600000,3733800000,3407900000,3679300000,2007500000
0,1121200000,892120000,1086700000,104920000,155710000,103360000
173630000,273990000,254390000,185920000,405660000,425320000,137490000
0,95605000,42708000,30525000,0,0,0
288720000,369290000,369730000,430490000,262400000,305340000,232230000
120320000,198540000,338710000,292440000,32623000,170410000,74822000
19748000,114510000,53682000,43962000,137460000,160590000,100790000
0,0,4773800,0,44645000,124330000,69046000
62855000,317430000,224500000,279680000,0,0,0
67191000,39420000,77094000,82661000,845080000,464050000,264730000
373860000,419060000,516020000,563670000,20469000,55809000,60481000
0,66074000,0,0,0,16651000,17148000
0,40724000,44148000,0,23498000,0,0
521610000,573830000,704590000,198030000,216520000,310420000,420770000
8098600000,7143600000,6766600000,7286200000,15058000000,16363000000,9691100000
584870000,674180000,186100000,222650000,1222200000,1076800000,202290000
4910000000,9738200000,7394300000,3322600000,28821000000,29942000000,21528000000
41196000,54031000,91357000,76878000,681710000,560120000,353060000
31625000,29799000,32445000,35195000,47719000,28831000,74868000
1108500000,1690700000,1146300000,1428800000,4599100000,3306600000,1953000000
0,26959000,22028000,36545000,91145000,123150000,24335000
57926000,80267000,47242000,63835000,0,0,0
49304000,17430000,78356000,86289000,0,0,0
737090000,1293200000,947290000,1114700000,808130000,1551500000,772880000
45902000,226420000,176560000,194810000,126080000,0,15985000
3393900000,3155100000,2392400000,2456600000,4605200000,5759100000,4519700000
145280000,340710000,206830000,194430000,131370000,153380000,138480000
363430000,660180000,545410000,420720000,1025100000,935680000,320940000
254050000,424340000,378140000,326470000,266420000,13678000,220060000
31656000000,43694000000,39328000000,42607000000,30129000000,39059000000,23032000000
748580000,11787000000,87960000,853720000,160750000,390610000,1117200000
0,0,17506000,17386000,352860000,369460000,39107000
1225700000,1059800000,1270600000,1388700000,635040000,704880000,576450000
76988000,53592000,1001000000,59063000,0,62592000,125730000
617280000,1184800000,935660000,620130000,2292000000,2085800000,878720000
11088000,128090000,87412000,141160000,308300000,696790000,547930000
7961400000,14529000000,20363000000,20908000000,2489600000,2023200000,2535800000
279490000,472130000,404760000,643590000,6480500000,7873800000,3242300000
56295000,191960000,168850000,218600000,290650000,194670000,132260000
3438700000,2016900000,1719200000,3064300000,7325300000,6893900000,5872700000
38337000,47750000,38081000,52817000,197710000,6687900,66642000
19539000,203520000,106440000,58270000,236210000,160860000,45180000
207580000,169870000,277320000,200270000,363780000,67576000,31545000
421730000,1050100000,464150000,479540000,850510000,791530000,675620000
193520000,1018300000,877420000,1092200000,1080800000,1719500000,833090000
21351000,43589000,14669000,33473000,0,0,0
2353700000,2231700000,1322400000,2063900000,2287500000,1716300000,1233800000
0,0,0,0,61397000,129210000,55943000
41174000,24409000,7157900,30934000,0,0,8533000
51187000,93329000,45547000,42696000,187020000,112420000,161300000
180770000,479330000,568140000,389570000,194250000,278370000,18571000
0,0,13892000,0,90063000,81193000,0
49703000,144710000,114180000,124680000,53094000,99837000,55322000
387610000,811740000,232580000,407510000,271420000,531600000,716190000
1419400000,1476600000,1541000000,1245600000,7373800000,8345500000,6118300000
373730000,806380000,729830000,687840000,1940600000,2019000000,1026600000
345640000,1271700000,861060000,766510000,1776900000,2271600000,984720000
328850000,376240000,327790000,250570000,376520000,550310000,387780000
477320000,469950000,418340000,626480000,85501000,263310000,93858000
20073000,139870000,0,269090000,51702000,70742000,39664000
0,98703000,20603000,48513000,105500000,126870000,143470000
182060000,323190000,156210000,252330000,132700000,28915000,94536000
5017100,209950000,143260000,195150000,40845000,33520000,0
43691000,122910000,51376000,91695000,80394000,143980000,152440000
483360000,145460000,124060000,256580000,32977000,73477000,109790000
199470000,215340000,129620000,157370000,0,0,0
45421000,65292000,71744000,89421000,9248500,13074000,15254000
281230000,353570000,175630000,254410000,52501000,68213000,22528000
72510000,390920000,366170000,215600000,96144000,131840000,29149000
0,182900000,17139000,40111000,1138300000,955290000,143580000
15224000,21131000,18596000,0,0,0,0
76038000,162180000,141960000,141980000,303040000,361120000,0
22615000,0,0,0,106920000,63024000,38967000
28898000000,50483000000,48118000000,52603000000,1.1193E+11,1.0711E+11,80348000000
1114500000,2797400000,2542000000,2160500000,1445500000,2519900000,1231300000
0,0,0,0,45199000,0,62705000
0,43971000,0,0,67897000,56552000,69297000
5202900000,10941000000,9243800000,10140000000,2386800000,1916500000,786740000
110410000,89278000,98067000,157590000,259260000,219690000,116680000
82546000,297860000,247210000,219730000,137830000,157060000,66832000
37068000,160130000,0,0,0,0,48882000
22092000000,33415000000,33729000000,28529000000,4.5447E+11,4.5946E+11,2.9876E+11
2002300000,4743300000,2537300000,1469200000,1898100000,1249300000,1505700000
305390000,204210000,188680000,199090000,1091600000,538680000,241810000
14052000,103880000,10183000,99290000,116200000,136650000,77173000
4108300000,7316400000,6941500000,6894900000,6651400000,8304300000,3400900000
155100000,460580000,458500000,497680000,35282000,124940000,93833000
28558000,0,0,0,62252000,59475000,0
94018000,196410000,327610000,172380000,329860000,255670000,0
9900000,0,0,0,187730000,275830000,151890000
328970000,457190000,524370000,394390000,89889000,148890000,116950000
22490000000,50280000000,46050000000,42822000000,15317000000,16943000000,11556000000
1587800000,3202900000,2277400000,2916400000,893090000,1067500000,187510000
339910000,411630000,344790000,350160000,1022800000,952030000,544380000
20813000000,36495000000,33099000000,26925000000,16101000000,14537000000,7634000000
878470000,2204800000,2140000000,2132700000,2079400000,4279900000,1375200000
66784000,20204000,26793000,26183000,218610000,173030000,115020000
165090000,251050000,140370000,58175000,791290000,902640000,229110000
55711000,471450000,104360000,183220000,0,0,0
50653000,99835000,105590000,186740000,640450000,650570000,109310000
1054700000,804190000,853520000,1013200000,660330000,1158600000,1095600000
136970000,304290000,372530000,247930000,253590000,104980000,184040000
0,189450000,132440000,166980000,0,37686000,52845000
576310000,1981000000,1626500000,2004900000,1378600000,1035700000,751460000
0,130280000,203770000,173540000,191820000,86986000,91350000
0,39159000,54210000,60803000,458700000,308290000,372090000
690080000,350830000,251620000,282940000,114290000,22804000,41500000
30136000000,46707000000,40216000000,42109000000,1.4994E+11,1.4255E+11,73066000000
543000000,761080000,1058900000,976380000,224170000,453220000,92949000
393480000,622950000,290710000,295300000,265600000,295920000,246190000
0,44709000,39402000,31356000,816760000,605890000,280990000
340270000,147850000,231750000,204310000,607150000,738070000,670610000
157420000,198440000,286890000,268630000,0,0,139100000
71710000,230130000,132790000,146940000,243200000,230890000,75338000
181310000,376990000,364080000,530690000,1746500000,1968300000,429170000
0,118190000,80980000,63707000,0,36704000,0
46202000,560650000,578600000,398640000,0,41932000,34562000
0,228120000,166140000,255330000,115730000,226470000,81426000
0,0,0,0,101260000,87960000,46169000
0,0,9614000,0,0,26995000,77548000
106410000,1025000000,655480000,921880000,462430000,610830000,507670000
752760000,477030000,365760000,416420000,1994300000,1986400000,804070000
0,84159000,116180000,160930000,0,0,0
184700000,325530000,351020000,388660000,215580000,232430000,230720000
306980000,211960000,226170000,386500000,741600000,172080000,330520000
12587000000,13129000000,11909000000,11967000000,10254000000,12717000000,10689000000
100230000,52798000,0,31590000,153010000,97968000,130240000
519450000,454100000,470430000,627450000,406210000,194690000,275710000
60962000,386700000,365400000,339560000,0,85348000,400910000
6355000000,11214000000,10267000000,10236000000,4078500000,3737400000,3113700000
559970000,326220000,631010000,584050000,1297900000,2096100000,1390800000
81356000,212670000,153720000,111840000,99069000,54711000,59217000
23529000,40341000,17202000,21984000,49485000,123600000,208190000
143290000,88809000,134320000,132800000,793490000,694300000,320460000
0,0,0,0,8740800,0,70295000
27939000,61294000,0,55613000,2232000000,2627900000,247460000
200080000,248700000,102210000,111870000,56724000,126760000,70867000
152920000,89520000,201890000,218200000,314020000,63598000,295140000
14009000,0,108530000,73489000,9182200,7920700,10606000
59589000,0,0,0,1209900000,1165400000,50883000
106490000,228680000,163530000,159000000,142640000,140330000,123590000
6019700000,18009000000,12847000000,13374000000,21901000000,18323000000,9272100000
220100000,348080000,167600000,522490000,4156500000,3281500000,1381900000
7616300,79281000,77251000,23256000,97013000,186820000,72359000
199000000,192280000,184640000,149090000,5403500000,2005800000,1115400000
64021000,290060000,99966000,45636000,0,0,0
303370000,346830000,999400000,223540000,218940000,227350000,195450000
284800000,891430000,578050000,603310000,296670000,431540000,167460000
18204000,107010000,85914000,79723000,0,39009000,6971100
283900000,175290000,208500000,224110000,291540000,136990000,199740000
39309000,127930000,155310000,43602000,31943000,55992000,21093000
431510000,879370000,822120000,799500000,1849400000,1568700000,926690000
366030000,2156000000,1650200000,1517300000,153470000,85856000,84993000
0,0,0,0,48029000,42922000,124820000
70396000000,1.5218E+11,1.1054E+11,1.2225E+11,75243000000,91886000000,58842000000
61276000,20889000,15770000,65388000,0,0,139800000
3955000000,8625100000,6908000000,5913300000,17934000000,15536000000,7036900000
20286000,26973000,0,0,162700000,87394000,0
1943500000,1823500000,1770400000,1422100000,1944300000,1164400000,533400000
79434000,563960000,447320000,536340000,4022400000,3721100000,1659100000
97126000,34733000,29867000,45056000,140400000,217780000,119190000
1839800000,123600000,52271000,461630000,72610000,70287000,94871000
3807800000,7972900000,7413400000,7644100000,7239100000,5953000000,3337400000
0,184090000,42917000,62679000,643430000,651340000,296800000
0,22501000,51777000,48746000,78500000,84378000,56512000
100870000,439260000,107050000,104830000,152310000,30244000,101140000
0,0,0,23623000,220140000,146110000,44947000
427140000,1146300000,954860000,753940000,135560000,0,19764000
187840000,278300000,287950000,282730000,27166000,27068000,35781000
8303500,0,0,0,359840000,355700000,24416000
161140000,261920000,186960000,219690000,52174000,25783000,66440000
0,31003000,0,23489000,0,16730000,10885000
119010000,0,16342000,0,0,0,0
121440000,409990000,248190000,280730000,14078000,65293000,49000000
64968000,369630000,396190000,385680000,39804000,88655000,80283000
123230000,343480000,423790000,229190000,79352000,82526000,112700000
73986000,103290000,49628000,52932000,1240400000,1257700000,719370000
136990000,104810000,45071000,36999000,0,0,0
0,0,0,0,37843000,0,133610000
23271000,106120000,78775000,144800000,255240000,394340000,57334000
0,160040000,0,0,394760000,203150000,172830000
40230000,86956000,140450000,65199000,23753000,0,24559000
271670000,1018500000,624300000,596660000,116820000,154750000,134780000
370050000,154940000,258200000,251460000,68138000,88746000,9077100
2904300000,5523100000,4300400000,4595700000,6758200000,5678000000,4010000000
2891300000,3419800000,2764700000,2770300000,1552000000,1536000000,1407100000
735180000,1443400000,1059100000,1904000000,5765700000,1779000000,2749400000
18152000,0,40110000,0,876970000,911390000,155030000
197210000,200020000,142450000,191960000,0,0,0
32228000,18689000,15829000,0,67471000,96869000,0
370400000,380690000,345310000,400890000,1172300000,1255700000,725540000
660690000,1177200000,1037500000,1498400000,371270000,453820000,368540000
656750000,2324700000,1750400000,1579900000,218320000,314990000,134880000
87883000,658890000,558970000,705240000,628940000,703280000,591410000
346300000,90609000,231130000,432870000,2851400000,2970000000,2012900000
25691000,70113000,57026000,85821000,67053000,37843000,36082000
