LFQ.intensity.1.2M.urea,LFQ.intensity.2.2M.urea,LFQ.intensity.3.2M.urea,LFQ.intensity.4.NaCl x3 wash,LFQ.intensity.5.NaCl x3 wash,LFQ.intensity.6.NaCl x3 wash,LFQ.intensity.7.LiCl,LFQ.intensity.8.LiCl,LFQ.intensity.9.LiCl,LFQ.intensity.10.NaCl x1 wash,LFQ.intensity.11.NaCl x1 wash,LFQ.intensity.12.NaCl x1 wash
27.950,26.268,26.264,29.706,29.197,28.475,28.833,28.707,29.014,30.537,30.306,30.383
32.003,30.916,31.155,31.235,31.186,30.403,30.599,30.572,30.602,32.033,31.769,31.845
31.665,30.511,30.649,31.052,31.027,30.455,30.459,30.554,30.683,31.677,31.603,31.686
31.591,30.989,30.794,30.942,30.901,30.338,30.448,30.463,30.655,31.317,31.215,31.625
32.345,31.835,32.035,32.953,33.078,33.209,32.178,31.833,31.959,32.889,32.907,32.754
36.514,36.476,36.502,36.758,36.869,36.598,35.975,35.876,35.827,36.818,36.767,36.659
24.123,24.122,24.657,25.011,25.524,24.547,25.004,25.089,25.128,24.786,25.019,25.515
28.520,28.999,29.088,19.831,21.405,20.180,21.740,19.860,21.502,21.073,20.244,20.588
29.992,30.778,30.873,23.167,20.423,22.029,20.451,23.418,22.339,25.723,25.555,24.628
31.313,30.950,31.074,24.126,22.903,22.219,19.430,23.442,23.088,24.626,24.698,25.268
26.274,27.018,26.604,24.159,24.584,24.192,24.774,24.755,24.757,24.907,24.904,24.712
29.105,30.569,30.383,29.769,29.692,29.089,28.820,28.920,28.747,29.746,29.810,29.808
20.834,20.694,20.534,20.997,19.389,22.109,21.699,21.120,22.006,23.418,23.289,21.088
32.287,31.233,33.641,30.973,31.060,30.407,30.618,31.077,30.437,30.457,30.127,30.272
20.656,22.929,20.878,21.923,21.028,21.784,21.564,21.829,22.538,24.111,24.177,24.513
28.344,29.444,29.261,28.251,28.061,28.573,27.668,26.856,27.376,28.501,28.221,28.074
23.528,25.002,25.091,25.415,24.820,23.690,25.019,25.841,25.420,28.480,28.695,28.076
26.682,26.153,26.010,27.556,27.938,26.520,27.303,26.897,27.035,28.279,28.174,28.657
29.906,30.971,30.361,30.657,30.825,31.029,29.828,29.935,30.187,30.719,30.800,30.941
27.830,27.929,27.200,28.486,28.418,28.333,28.057,27.918,28.278,28.459,28.562,28.757
28.507,29.723,29.718,27.872,28.773,27.053,26.116,27.058,26.215,26.501,27.068,27.580
30.048,31.704,31.908,29.107,29.379,28.226,27.418,27.406,27.290,29.223,29.075,29.285
24.576,25.102,25.353,25.260,25.109,24.143,25.236,25.511,25.268,25.702,25.520,25.903
30.264,30.439,30.140,30.116,30.173,29.659,29.466,29.493,29.349,31.571,31.500,31.667
33.090,33.699,33.808,29.342,29.375,28.951,29.223,29.252,28.860,29.762,30.155,30.731
27.151,27.309,26.687,26.863,26.776,26.391,26.372,26.465,26.326,28.032,27.981,28.128
23.531,23.293,23.151,20.885,20.234,21.476,22.026,22.635,22.345,21.090,21.855,22.894
20.559,21.804,21.145,23.152,22.897,22.404,22.863,22.740,21.868,22.054,22.433,22.190
27.413,28.841,28.963,24.662,24.217,21.453,23.661,23.686,23.241,21.750,21.394,21.998
27.396,28.050,27.543,25.034,25.013,25.003,24.689,24.708,24.931,24.422,25.183,24.909
29.336,29.931,30.147,27.558,27.703,27.235,27.110,27.501,27.132,26.864,27.429,27.445
25.721,25.782,25.891,26.499,26.308,25.651,26.305,25.609,26.179,26.172,26.264,26.511
33.720,33.932,33.924,34.073,34.094,33.450,33.046,33.058,32.772,33.494,33.515,33.383
27.175,28.077,28.226,29.927,29.790,29.189,32.097,31.810,31.700,30.692,30.878,31.010
25.329,26.185,25.964,28.488,28.676,28.821,30.519,30.204,30.561,28.489,28.557,28.701
26.194,25.001,26.558,21.084,21.221,20.936,22.490,21.887,21.900,20.243,21.297,22.154
34.515,34.927,34.938,35.371,35.374,34.726,34.813,34.974,34.785,34.914,34.911,34.839
21.025,19.175,20.208,25.730,25.810,25.238,25.325,25.713,25.695,25.424,25.327,25.483
33.880,34.539,34.448,33.448,33.392,32.655,32.803,33.069,32.509,32.924,32.918,33.093
24.749,25.209,25.082,25.596,25.769,25.219,25.790,25.800,25.454,27.727,27.378,27.595
22.736,22.844,22.722,23.308,22.788,22.584,20.818,21.419,20.743,20.382,23.395,20.229
32.100,32.331,32.094,31.100,31.064,30.566,30.826,30.504,31.089,30.429,30.451,30.236
26.642,28.239,27.388,28.527,28.776,28.208,27.832,28.087,27.878,28.267,28.374,28.257
31.838,33.008,32.969,32.453,32.108,31.574,33.201,33.014,32.971,32.057,32.090,31.952
19.571,21.578,20.469,22.766,23.690,23.480,25.257,24.975,26.322,22.994,21.871,22.188
21.460,22.893,22.071,27.516,28.113,27.827,31.282,31.336,31.126,29.047,28.345,28.662
21.990,22.081,21.922,23.344,23.479,22.739,23.251,22.791,22.811,22.833,23.164,22.941
24.604,25.111,25.065,25.992,26.778,25.147,25.831,25.562,25.237,25.868,25.272,25.943
25.751,26.608,26.702,28.062,28.142,27.683,27.152,27.294,27.053,27.596,27.738,27.801
25.363,25.796,25.719,27.240,27.270,26.838,26.377,26.649,26.213,26.892,26.870,26.783
27.323,27.467,27.587,28.209,28.396,27.814,28.169,28.366,28.221,28.227,28.204,28.779
31.662,30.913,31.420,32.299,31.691,31.473,31.291,31.352,30.335,31.442,31.335,31.432
27.386,27.605,27.613,27.726,27.613,27.064,27.042,27.274,27.032,27.564,27.575,27.622
23.002,23.631,23.872,23.567,23.016,23.569,24.312,23.534,24.254,23.142,23.770,24.085
25.886,25.482,25.653,26.098,26.475,25.394,25.272,24.965,24.910,26.169,26.064,26.517
29.369,29.754,29.924,31.325,31.261,30.829,30.629,30.688,30.339,31.088,31.083,31.310
26.122,26.147,26.533,28.034,27.813,27.314,27.312,27.674,27.394,27.648,27.921,28.410
26.696,27.647,27.212,28.180,27.860,26.676,28.563,28.505,28.617,27.869,28.256,27.294
28.420,29.251,29.336,29.138,29.219,28.600,28.071,28.296,27.932,28.895,28.897,28.881
29.482,30.638,30.270,28.561,28.608,27.885,27.688,28.157,27.837,27.529,27.528,27.290
27.839,28.961,28.480,27.378,27.621,26.550,26.449,26.661,26.616,27.655,27.611,27.734
24.537,25.219,25.007,24.482,24.533,24.390,25.230,25.239,25.366,24.971,24.878,25.659
32.548,32.802,33.025,27.594,27.879,26.628,27.393,27.654,27.260,27.897,27.972,28.367
23.148,25.142,25.241,25.973,25.627,25.463,26.063,25.986,26.265,25.077,25.158,25.344
19.766,21.898,20.029,23.527,23.833,20.933,23.427,23.117,23.625,23.313,23.604,23.222
25.451,26.119,25.972,24.563,24.676,24.214,24.626,24.803,24.802,24.215,24.348,24.133
23.846,25.103,24.640,23.646,23.389,23.178,23.383,20.567,22.813,23.833,23.938,24.530
20.707,21.976,21.610,20.387,21.603,20.762,21.644,21.663,21.609,22.184,22.417,22.080
27.247,26.601,26.501,26.096,26.287,25.651,25.594,25.270,25.483,26.581,26.464,25.882
25.940,26.556,26.633,28.348,28.301,27.924,27.424,27.592,27.668,28.331,28.235,28.474
20.196,20.395,19.800,24.736,24.807,24.114,24.719,20.806,20.106,20.794,23.567,23.434
20.482,23.702,23.073,27.398,26.928,26.386,28.728,28.464,28.666,27.403,26.779,26.854
22.702,19.893,20.591,22.796,22.981,21.567,22.357,23.016,20.788,20.900,21.034,21.016
23.520,24.185,24.162,23.328,23.376,20.828,21.160,22.247,21.002,21.552,24.201,24.007
26.899,27.248,27.093,27.856,27.866,27.314,27.889,27.621,27.735,27.692,27.672,27.731
24.663,25.346,25.342,24.994,25.231,24.361,24.683,25.328,24.425,25.013,25.095,25.308
24.881,24.794,24.822,21.056,21.126,20.320,19.356,21.187,20.357,22.390,22.684,21.332
24.943,26.563,25.862,25.990,25.933,24.639,25.790,26.403,26.290,26.644,26.528,26.832
21.083,19.559,20.987,21.310,21.182,24.676,26.696,26.538,26.879,27.204,27.007,27.830
30.864,30.125,29.923,29.678,29.586,28.960,29.182,29.165,29.209,29.745,29.762,29.593
20.063,20.793,19.774,24.362,24.604,20.599,25.193,24.520,24.917,23.329,23.651,21.762
28.426,29.486,29.702,29.841,29.852,29.957,30.124,29.509,29.942,29.026,29.055,28.849
19.786,19.559,21.367,21.490,21.580,21.634,24.683,24.516,24.962,20.876,22.070,20.505
24.715,25.360,25.360,21.640,22.605,22.668,24.528,24.980,24.682,23.464,23.280,23.158
22.839,22.787,23.212,25.269,25.064,24.570,24.072,23.679,23.835,24.693,24.560,25.140
22.500,23.866,24.595,25.317,25.412,24.833,25.078,24.800,24.357,25.235,25.397,25.767
26.076,26.571,26.364,26.260,26.349,26.504,28.525,28.126,28.379,27.158,27.116,27.243
25.044,25.375,25.568,28.387,28.171,28.166,29.160,28.609,29.133,27.617,27.799,27.716
24.834,25.154,25.641,24.831,24.858,24.088,25.278,25.421,25.461,25.371,26.223,25.777
23.152,22.440,24.301,28.109,28.114,27.005,28.251,28.597,28.332,27.926,27.786,28.121
21.421,22.341,22.542,21.122,22.624,22.416,21.916,21.010,21.416,21.072,22.112,21.844
22.984,25.014,25.025,21.248,22.045,20.445,24.603,21.902,23.581,24.657,24.205,24.286
26.049,26.994,26.373,24.871,24.413,24.221,23.632,23.582,23.433,23.612,24.374,24.359
27.403,27.513,27.201,29.740,29.741,29.294,28.654,28.992,28.796,29.162,29.205,29.291
24.403,24.803,24.400,22.146,21.535,21.394,20.410,21.376,21.011,20.594,19.412,24.113
28.482,28.984,28.918,31.533,31.510,31.443,32.678,32.616,32.706,31.071,31.090,30.770
23.803,25.801,25.693,29.414,29.506,28.296,28.744,28.656,28.655,28.149,28.709,28.472
25.366,24.453,25.111,26.884,26.721,26.881,27.839,27.429,27.875,26.320,26.287,26.499
24.359,25.465,25.672,27.272,27.629,26.498,28.270,27.906,27.991,27.099,27.556,27.276
26.848,27.283,27.078,28.795,28.846,29.148,30.022,29.638,30.119,28.558,28.702,28.921
24.857,25.952,26.013,27.220,27.518,27.238,28.120,28.038,28.079,26.850,26.912,27.198
21.055,21.134,20.478,22.488,21.676,22.766,22.418,22.292,22.554,21.702,21.147,22.852
20.820,22.816,23.761,26.851,27.221,26.768,27.189,26.669,26.817,26.174,26.435,25.849
24.952,26.228,26.054,20.686,21.612,22.305,22.953,20.685,20.863,21.269,23.239,21.717
20.342,21.680,23.137,24.041,23.841,24.068,22.077,24.547,24.046,23.351,23.190,22.272
24.514,25.167,25.456,23.982,23.871,23.296,24.007,23.978,24.010,24.269,24.526,24.810
31.165,31.397,31.353,31.016,31.055,31.391,30.506,30.655,30.588,30.993,31.174,31.412
19.905,20.359,24.152,21.673,24.537,21.965,24.264,23.764,24.704,25.586,25.326,25.454
26.522,27.286,27.492,27.940,27.963,27.934,29.165,28.870,29.039,27.612,27.704,27.718
20.228,20.908,21.244,24.556,25.111,24.545,25.928,25.386,25.351,21.701,25.024,24.333
29.422,30.094,27.675,21.319,22.217,21.418,24.463,24.866,24.589,25.100,20.769,25.224
30.128,30.986,30.812,29.544,29.207,28.870,28.495,28.692,28.602,29.052,29.090,29.486
22.051,23.293,22.899,22.294,21.326,22.168,21.591,22.254,21.332,22.334,21.442,21.106
28.316,28.676,28.770,27.928,27.907,27.693,28.983,29.056,28.939,27.647,27.647,27.911
23.752,23.586,24.154,22.001,20.177,22.067,22.098,22.126,21.290,21.148,20.912,21.125
28.246,29.021,28.877,32.572,32.557,32.021,31.731,32.009,31.726,32.361,32.351,32.337
28.202,28.301,27.619,27.565,27.119,27.084,26.256,26.068,26.398,25.802,27.421,26.237
21.852,21.206,23.867,24.162,24.332,24.730,23.563,24.100,23.974,24.770,25.357,25.339
24.233,24.348,24.422,25.160,25.134,24.513,24.780,25.380,24.785,25.571,25.132,25.972
24.396,25.709,25.552,27.428,27.559,26.981,26.737,26.665,26.437,27.274,27.263,27.411
29.163,29.524,29.524,28.850,28.858,28.424,28.360,28.115,28.351,28.923,28.999,29.015
26.309,26.953,27.104,30.571,30.423,30.060,30.160,30.302,30.057,30.160,30.224,30.014
25.144,25.710,25.189,25.887,25.832,25.141,25.898,25.819,25.918,26.135,26.340,26.530
26.020,28.322,28.142,26.244,26.205,25.792,27.230,27.400,26.765,26.044,26.188,26.734
20.583,25.296,25.662,25.724,25.804,25.594,25.629,25.852,25.247,26.223,25.963,26.208
19.986,25.247,21.113,24.557,25.188,24.390,23.873,20.257,23.836,25.135,25.001,25.089
24.896,26.049,26.194,27.668,27.999,27.357,28.774,28.299,28.276,27.001,27.307,27.397
22.532,22.361,21.974,24.767,25.194,25.546,27.745,27.643,27.513,24.213,25.012,24.869
21.402,20.249,20.708,22.111,22.811,21.119,23.064,22.647,21.229,19.759,22.626,21.778
28.188,28.753,28.803,21.081,22.244,20.674,22.636,20.453,20.266,20.838,22.054,22.376
20.882,19.740,19.479,21.817,22.235,21.048,22.013,21.662,21.924,21.562,21.297,21.947
28.446,28.874,28.849,26.823,26.968,26.541,27.194,27.101,26.888,26.389,26.390,26.759
21.897,19.550,19.751,22.655,22.303,20.200,22.132,22.703,22.409,22.108,22.191,22.618
21.763,25.413,25.833,25.101,20.986,21.912,25.005,24.897,24.461,24.772,24.738,24.916
25.361,26.124,25.528,25.950,26.314,25.894,26.731,26.540,26.906,25.805,25.902,25.758
24.440,26.396,26.577,29.000,29.124,29.117,29.913,29.592,29.944,28.308,28.359,28.224
24.131,25.824,25.446,24.561,24.591,24.874,24.336,23.937,21.174,21.254,24.884,24.693
31.120,31.796,31.643,30.222,30.187,29.719,29.687,29.686,29.780,30.565,30.636,30.718
22.795,21.443,19.013,22.917,22.803,22.601,23.223,22.846,22.910,22.162,22.761,21.009
30.232,30.254,30.324,30.237,30.519,30.010,29.801,29.832,29.863,30.169,30.180,30.319
20.870,20.958,22.067,22.087,21.792,19.535,22.670,22.027,22.251,21.299,22.402,21.542
25.506,25.948,26.217,26.073,25.954,25.988,25.913,25.795,25.772,25.905,25.845,26.273
23.431,23.837,23.977,23.343,23.075,20.451,22.697,22.782,22.406,23.928,23.709,24.012
32.043,32.196,32.223,30.760,31.007,30.546,30.606,30.129,30.444,31.509,31.523,31.749
31.141,31.370,31.639,29.757,30.071,29.634,29.000,29.395,29.376,30.379,30.462,30.758
29.178,29.413,29.518,27.580,28.453,27.583,26.809,27.148,26.947,28.218,28.266,28.628
28.444,29.028,28.748,26.688,26.657,25.958,26.019,26.267,26.182,27.333,27.427,27.534
24.583,24.809,24.701,21.836,23.961,21.548,24.874,25.150,25.065,25.004,24.795,25.294
24.926,25.086,25.410,25.192,25.642,25.372,25.441,25.079,25.343,25.425,25.430,25.568
28.999,29.425,29.335,20.355,21.728,22.018,21.264,20.755,20.160,20.626,21.410,21.751
19.955,21.614,23.240,25.385,25.090,25.257,25.880,25.208,25.341,25.253,21.548,24.560
20.956,20.894,20.719,23.617,23.945,21.540,22.076,22.674,22.684,23.166,23.141,23.144
23.727,21.315,24.133,24.229,24.694,24.294,23.820,21.300,21.426,25.730,26.144,25.123
21.232,23.941,23.373,24.115,24.282,23.201,22.923,24.065,23.645,23.778,23.591,24.813
25.091,25.753,25.121,25.122,25.390,24.794,25.429,25.360,25.482,24.669,24.613,24.910
26.090,26.856,26.833,27.336,27.293,27.355,27.294,27.301,27.081,27.154,26.948,26.701
22.875,23.342,24.304,20.608,20.197,20.418,20.759,21.075,19.389,20.924,22.063,21.281
21.152,21.182,22.516,24.315,24.731,24.198,25.465,25.422,25.666,23.841,23.836,24.226
23.864,24.500,25.158,28.322,28.554,28.347,29.719,29.186,29.869,27.251,27.373,26.350
26.168,26.174,25.127,28.514,28.166,27.589,28.084,27.633,27.442,27.877,27.999,27.919
32.131,31.086,31.288,31.425,31.275,30.400,30.904,30.863,30.867,30.823,31.126,30.693
26.591,24.363,24.408,28.569,28.326,27.875,28.673,28.928,28.562,28.467,28.435,28.647
26.911,27.183,27.311,28.198,28.258,27.787,27.633,27.473,27.856,28.030,27.995,28.172
34.200,33.984,34.167,34.195,34.069,33.896,33.408,33.425,33.346,34.150,33.942,34.160
26.966,27.384,27.746,28.583,28.221,27.780,27.897,27.727,27.922,28.532,28.534,28.718
33.807,34.084,34.159,32.604,32.791,32.248,32.616,32.374,32.447,32.229,32.337,32.432
21.427,21.024,19.862,22.333,21.237,20.706,23.300,23.524,23.182,21.757,21.361,21.734
21.396,23.142,22.808,28.425,28.413,27.814,27.950,28.066,28.081,28.358,28.464,28.576
25.065,26.248,26.295,26.559,26.439,26.167,26.613,26.352,26.389,26.267,26.301,26.144
32.577,33.224,33.234,35.775,35.662,35.124,35.983,35.808,35.981,34.696,34.746,34.757
21.009,20.514,22.161,25.033,24.801,24.913,24.229,24.283,24.063,25.260,24.960,25.110
22.292,23.283,23.654,25.340,25.460,26.134,27.875,27.380,27.488,25.166,25.138,25.489
20.808,22.000,21.843,23.395,22.987,22.805,23.479,23.267,23.218,23.082,23.346,22.202
26.616,27.889,28.070,28.361,28.478,28.450,29.499,29.471,29.462,27.580,27.643,27.658
21.042,24.020,20.408,20.960,24.187,23.933,19.822,21.394,23.201,22.055,21.497,22.417
30.559,31.179,31.343,29.987,29.699,29.431,28.533,28.754,28.384,29.345,29.683,29.693
21.685,20.685,21.560,22.987,21.643,23.530,23.359,21.650,24.133,22.898,21.978,21.206
22.693,21.531,21.456,22.290,24.828,24.575,25.940,25.373,25.522,20.900,21.539,24.614
24.474,25.076,24.770,21.798,21.662,22.326,21.551,20.898,21.298,20.643,21.064,22.367
25.193,25.345,26.289,25.648,25.906,25.652,24.370,24.735,24.251,21.242,25.342,25.374
31.391,31.783,31.503,30.264,30.180,29.421,29.793,29.980,29.729,29.551,29.681,29.598
21.873,22.672,22.732,23.802,23.930,21.501,23.261,23.380,23.351,24.048,23.417,23.820
29.838,32.131,31.678,20.504,20.895,24.914,20.553,22.722,19.924,24.986,21.600,26.425
21.528,21.120,21.606,29.207,27.599,29.167,28.515,28.277,28.815,27.737,27.857,28.240
22.014,21.135,20.886,20.902,22.762,22.998,23.665,23.384,23.419,23.310,20.934,23.293
20.106,22.410,22.180,20.335,22.741,21.183,22.332,19.433,22.082,21.995,22.678,20.661
26.145,26.263,26.799,26.691,26.325,25.857,26.202,25.841,25.776,26.335,26.582,26.458
27.883,28.312,28.128,29.285,30.259,29.534,28.672,29.081,28.559,28.862,29.036,29.191
21.839,21.566,20.782,24.305,24.257,24.611,22.158,20.178,21.090,24.139,23.921,23.347
25.005,26.188,26.307,29.956,30.092,30.132,30.867,30.797,31.133,29.224,29.401,30.091
21.241,22.586,22.800,21.448,21.880,21.224,21.149,21.709,19.214,22.270,20.697,20.849
19.921,23.130,22.588,23.956,23.896,23.542,24.318,23.925,23.524,19.865,23.997,23.952
21.477,27.211,27.685,18.657,20.885,21.847,20.907,21.241,21.324,20.879,21.146,22.614
22.566,22.936,22.541,24.946,25.106,24.527,21.880,23.185,19.349,23.898,19.821,24.239
21.822,23.740,23.368,26.320,26.714,26.929,27.353,26.843,27.198,25.530,26.420,25.860
31.465,31.925,31.536,30.690,30.643,29.850,29.504,30.281,31.184,29.991,30.067,29.812
20.945,20.739,20.065,24.742,24.767,23.888,24.920,24.965,24.483,24.370,24.537,24.705
25.174,26.577,26.055,23.573,24.207,24.162,24.191,24.136,23.971,24.505,24.516,24.999
22.215,20.998,22.028,23.437,24.014,22.981,22.860,22.944,20.770,20.160,23.040,23.393
20.470,20.906,20.591,22.212,20.665,21.101,20.597,23.222,23.145,22.160,20.826,21.025
22.347,19.356,21.278,24.991,25.051,22.919,23.831,24.468,24.459,26.757,26.114,26.657
26.756,27.484,27.328,24.862,24.991,23.766,23.135,23.996,21.000,25.133,24.703,24.613
20.733,22.344,20.945,22.769,22.478,22.046,20.867,22.917,20.802,22.608,21.387,22.355
20.345,22.866,23.145,25.136,25.297,25.321,24.885,24.235,24.460,24.619,24.640,25.104
23.651,24.090,24.257,27.212,27.070,27.223,30.148,30.039,30.016,26.937,27.226,27.164
20.931,22.624,23.243,23.278,22.893,20.860,23.071,23.212,22.805,22.696,22.723,22.390
21.384,21.844,20.897,21.523,20.396,21.059,22.441,22.163,22.252,22.626,20.468,20.942
26.396,27.665,28.013,27.729,27.577,26.546,26.860,26.820,26.425,28.291,28.400,28.643
20.497,20.401,20.932,21.915,20.875,21.283,25.237,25.095,25.762,24.792,20.621,24.525
21.719,23.401,23.297,25.515,24.624,23.294,24.625,24.893,23.762,25.169,25.025,25.617
23.517,25.026,24.049,24.111,24.289,21.980,22.805,21.311,20.447,22.201,21.321,24.099
20.124,22.682,23.418,25.940,25.732,25.319,25.618,25.557,25.339,25.536,25.372,26.138
20.249,21.306,21.719,26.184,25.970,25.908,27.685,26.631,27.284,25.411,25.656,25.444
22.197,22.955,23.301,21.139,19.995,19.635,21.178,21.487,21.619,21.387,21.388,22.146
20.274,23.372,23.225,23.488,23.369,22.704,20.570,22.325,23.356,23.141,22.694,23.387
21.392,21.196,21.026,23.703,23.408,21.396,21.345,20.745,23.165,20.161,23.502,23.489
20.771,20.112,22.064,22.379,21.732,21.570,22.864,22.415,22.651,20.985,21.843,22.632
25.728,27.881,26.747,22.386,20.274,21.741,22.824,23.027,21.726,20.289,20.957,22.065
27.088,27.901,27.779,27.606,27.503,27.778,28.097,27.833,28.173,27.324,27.282,26.837
22.635,22.180,21.090,27.877,27.550,27.064,27.951,27.646,27.174,27.233,27.737,27.413
22.772,24.122,24.072,24.041,23.901,23.600,23.281,23.417,23.243,24.147,24.181,24.544
22.391,20.809,21.137,20.571,23.650,23.883,26.830,26.006,25.248,20.406,20.825,22.073
25.417,25.969,26.388,28.210,27.806,27.184,27.088,28.197,27.635,27.673,27.696,28.361
22.311,21.150,20.959,26.214,26.146,25.384,25.767,25.727,25.533,26.113,26.218,26.237
22.592,25.218,24.818,25.516,25.594,25.319,27.057,26.853,26.984,24.222,25.034,25.021
20.810,23.723,23.128,21.247,21.868,20.434,19.935,21.142,21.024,21.810,20.671,21.727
25.163,25.166,25.394,25.874,25.965,25.346,24.534,24.827,24.291,25.016,25.570,25.005
19.281,21.324,20.669,21.979,23.629,23.593,21.091,20.810,20.205,23.593,23.070,23.380
23.023,20.221,21.164,20.223,21.665,20.519,21.569,23.187,23.114,21.082,23.744,23.582
27.221,28.341,28.175,27.474,27.299,26.842,27.518,27.734,27.843,26.468,26.796,26.633
21.591,20.149,21.778,23.875,23.769,23.475,24.605,23.700,24.003,20.277,22.954,22.781
25.800,27.126,26.880,21.252,22.208,21.682,20.317,21.441,20.529,21.155,22.717,21.748
21.493,20.967,21.638,20.710,22.396,21.732,23.872,23.395,23.907,22.974,20.778,23.057
21.059,21.459,21.780,21.800,21.735,21.669,21.963,20.103,21.761,22.850,20.817,21.765
25.676,25.158,25.137,24.862,24.839,24.213,24.419,24.757,24.136,25.538,25.531,26.093
21.468,21.063,22.357,22.682,21.312,22.140,23.182,22.846,22.845,22.585,22.217,22.486
25.720,26.380,25.857,25.735,25.394,24.828,25.847,25.959,25.823,25.085,25.658,25.619
20.941,22.875,22.754,20.149,21.689,20.367,20.901,19.995,19.834,20.039,20.998,20.193
22.942,24.239,24.019,23.077,23.710,23.233,23.663,22.837,24.175,20.389,21.121,21.339
21.398,21.562,21.280,22.874,20.231,21.194,23.283,21.912,21.842,20.597,20.785,22.498
20.756,22.920,22.678,21.431,21.443,20.169,21.902,19.428,21.577,22.119,21.135,22.025
28.751,28.663,28.998,29.037,28.961,28.397,28.212,28.554,28.465,28.820,28.927,29.133
19.997,21.269,23.175,25.101,25.507,25.167,24.914,25.297,24.748,25.301,24.933,25.044
25.336,26.199,26.420,27.454,27.618,27.764,27.682,27.396,27.707,26.811,27.093,26.767
34.298,34.948,35.084,34.890,34.855,34.359,34.514,34.409,34.505,34.323,34.330,34.352
26.596,26.747,26.694,28.183,28.303,27.827,27.211,27.199,27.240,28.147,28.054,28.008
26.382,27.048,26.754,26.850,27.350,26.577,26.824,27.519,26.829,27.154,27.286,27.230
34.063,34.371,34.479,33.955,33.819,33.688,33.787,33.747,33.615,33.525,33.441,33.769
26.787,27.261,27.410,28.320,28.022,27.613,27.287,27.669,27.293,27.909,27.867,28.018
25.717,26.752,26.248,28.152,28.230,27.411,27.326,27.266,27.136,28.294,28.110,28.332
21.842,21.435,21.478,22.812,22.451,21.550,22.266,22.781,22.662,22.739,22.587,22.530
27.702,28.554,28.112,26.542,26.677,26.153,26.908,26.755,26.956,25.980,26.513,26.650
24.992,25.920,25.978,25.849,25.744,25.812,26.597,26.233,26.623,25.972,25.946,26.074
29.728,30.808,30.655,28.707,28.762,27.962,25.873,26.707,26.259,28.836,28.644,29.090
23.432,24.591,24.723,26.479,26.405,25.846,25.215,25.606,25.064,26.320,26.191,26.239
24.863,25.105,24.804,23.916,23.545,24.297,24.189,24.068,24.047,23.769,23.242,23.463
22.258,19.899,21.123,21.690,23.393,20.885,24.293,24.529,25.007,21.000,23.549,20.491
20.828,21.539,22.216,23.756,23.625,23.508,25.207,25.635,25.452,21.228,23.189,20.105
20.089,20.382,20.951,22.852,22.350,22.401,21.481,22.431,20.605,22.586,22.830,22.981
26.651,27.635,27.759,29.362,29.299,29.638,30.364,30.216,30.392,28.575,28.841,29.076
26.464,26.817,26.701,26.922,26.999,26.609,26.337,26.329,25.950,27.030,27.012,26.894
26.405,26.475,26.510,27.183,27.317,26.943,26.949,27.077,27.317,28.144,28.279,28.804
25.829,26.699,26.396,21.399,21.502,20.669,20.079,19.874,21.157,21.874,21.136,21.183
21.572,20.638,20.212,28.350,28.315,27.949,29.248,29.007,29.089,27.007,27.487,27.143
27.276,28.200,28.236,27.811,27.795,27.990,29.035,28.995,29.192,27.383,27.436,27.496
21.034,20.922,20.302,23.802,21.943,22.765,23.639,23.591,23.050,23.314,23.744,23.480
19.713,19.706,20.489,24.887,24.658,24.169,24.724,24.404,24.546,24.478,24.278,24.229
21.071,23.847,23.184,20.122,21.327,21.467,23.791,24.041,22.162,23.450,23.174,24.873
20.576,20.927,19.879,24.075,21.433,24.024,23.928,23.934,21.191,24.191,20.925,24.534
24.753,25.339,24.819,25.998,26.023,26.095,26.221,26.420,26.469,25.361,25.225,25.743
23.793,24.035,23.977,25.786,25.647,25.682,25.064,25.530,25.645,25.224,25.472,25.735
30.665,31.327,30.710,30.498,30.646,29.750,29.262,29.655,29.180,30.035,29.838,29.609
22.350,23.024,22.858,22.881,23.276,23.117,21.958,21.399,22.921,23.081,23.150,23.059
20.802,20.658,22.111,21.360,20.369,22.104,23.805,23.029,23.973,20.755,20.123,21.294
31.189,31.438,31.299,32.163,32.171,29.805,30.550,31.069,30.714,31.407,31.326,31.143
25.247,26.022,25.604,25.517,25.408,24.983,25.191,24.987,25.304,24.598,24.942,25.023
20.164,20.439,22.822,22.314,21.770,20.012,23.675,21.146,23.593,23.208,23.215,23.372
23.192,23.776,20.536,22.335,19.946,20.890,20.825,21.013,20.493,21.606,22.111,21.000
22.694,23.452,23.450,25.072,25.055,25.129,24.117,24.812,24.363,25.057,24.695,24.748
23.289,23.473,23.552,26.151,25.704,25.646,23.826,24.116,23.714,25.309,25.237,24.795
26.084,26.428,26.459,26.713,27.385,26.004,26.236,21.743,26.687,26.705,26.583,26.645
27.763,28.096,28.128,28.755,28.787,28.012,27.866,28.248,27.982,28.372,28.482,28.456
22.480,20.568,21.877,24.922,24.844,25.057,25.359,25.143,25.566,24.068,24.223,23.992
23.789,24.072,23.934,23.320,21.514,22.684,22.432,22.946,21.790,25.503,25.366,25.211
26.966,27.678,27.138,27.061,27.173,26.553,26.714,26.945,26.566,27.940,27.937,28.106
27.392,28.290,27.673,26.100,26.237,24.994,25.081,25.507,25.160,27.010,26.889,26.983
