LFQ.intensity.1.2M.urea,LFQ.intensity.2.2M.urea,LFQ.intensity.3.2M.urea,LFQ.intensity.4.NaCl x3 wash,LFQ.intensity.5.NaCl x3 wash,LFQ.intensity.6.NaCl x3 wash,LFQ.intensity.7.LiCl,LFQ.intensity.8.LiCl,LFQ.intensity.9.LiCl,LFQ.intensity.10.NaCl x1 wash,LFQ.intensity.11.NaCl x1 wash,LFQ.intensity.12.NaCl x1 wash
26.850,27.460,27.256,27.528,27.544,26.751,26.753,26.998,26.714,27.527,27.397,27.594
26.819,26.231,27.420,25.295,25.576,25.239,24.802,24.833,25.102,24.150,24.440,24.488
20.810,21.987,22.867,24.503,24.494,24.076,25.236,24.655,24.903,24.247,24.264,21.032
29.388,30.976,30.465,30.075,29.702,28.761,27.920,28.396,27.407,30.166,30.291,30.116
24.013,25.918,25.346,20.918,21.665,21.681,20.482,20.687,20.593,24.278,24.077,21.193
25.586,25.295,25.351,25.987,26.311,25.971,22.203,25.663,25.657,25.832,25.705,21.619
25.002,26.292,25.890,26.004,26.043,26.864,26.122,26.278,26.019,26.017,26.042,25.899
23.749,23.846,24.046,24.429,24.159,23.463,23.946,23.904,24.099,24.553,24.421,24.441
25.121,26.234,26.734,25.739,25.652,25.659,27.438,27.209,27.302,25.848,25.890,25.731
19.813,20.012,23.107,24.746,24.913,23.840,20.264,23.709,22.170,24.549,24.557,23.851
24.694,20.835,25.532,25.883,25.578,25.203,23.962,24.096,21.989,25.401,25.193,25.057
21.223,19.056,20.685,22.887,22.423,22.988,22.902,23.655,23.216,21.589,20.365,20.484
23.748,25.184,24.814,22.440,22.050,23.200,21.544,21.571,21.428,21.252,19.980,21.119
30.393,30.062,30.249,34.548,34.547,34.442,34.141,34.226,34.162,34.100,34.163,34.283
21.275,20.474,21.291,26.355,26.273,26.694,27.725,28.025,27.971,24.772,25.023,25.121
27.807,27.838,28.058,27.748,27.657,27.473,26.753,27.343,26.706,27.515,27.588,27.711
20.298,20.610,20.551,22.427,22.123,20.227,21.556,22.160,21.318,22.373,20.409,21.733
26.590,26.785,26.994,28.207,28.276,27.576,27.498,27.100,26.708,28.035,27.929,27.604
18.809,23.442,23.743,25.335,24.819,23.932,24.544,24.842,24.439,24.731,24.660,24.647
20.568,24.275,23.917,28.748,28.664,28.504,29.532,29.247,29.642,27.904,27.946,28.139
22.865,24.348,24.289,27.642,27.401,27.162,28.489,28.327,28.250,27.555,27.596,27.558
22.506,23.148,22.292,21.915,22.413,21.377,23.247,22.573,23.036,20.951,20.547,21.236
21.516,22.221,23.286,22.552,20.025,20.587,22.300,22.158,20.880,21.308,22.455,21.554
23.723,23.504,20.157,24.798,24.953,24.579,24.569,23.973,24.058,24.376,24.427,24.161
27.492,28.821,28.548,28.498,29.253,28.136,27.836,28.344,27.965,29.410,29.168,28.934
24.539,26.140,26.092,28.703,28.825,28.694,30.112,29.774,29.962,27.779,28.010,27.956
23.521,25.327,24.826,23.730,22.553,23.522,23.839,23.234,19.699,24.936,24.937,24.998
26.486,27.219,27.276,27.389,27.381,26.839,26.350,27.157,27.033,27.027,27.124,27.294
21.022,20.247,21.923,22.065,21.038,22.144,22.202,20.383,22.090,20.645,23.368,23.190
20.992,20.317,21.682,25.028,23.330,23.893,20.789,23.942,24.374,24.335,24.120,24.027
25.028,25.193,25.886,27.845,27.938,27.111,27.145,27.583,27.287,27.885,27.750,27.888
25.335,26.220,26.573,28.047,28.263,27.739,27.370,27.719,27.284,27.766,27.951,27.912
24.610,25.210,25.343,21.700,20.861,22.252,21.140,22.530,21.153,21.025,21.378,20.907
30.462,31.153,31.248,31.131,31.086,30.243,30.441,30.557,30.418,31.244,30.995,31.142
27.201,28.078,27.874,24.426,25.533,21.603,25.645,25.791,25.776,25.210,25.549,25.265
20.141,21.147,21.803,22.362,20.486,22.154,20.306,22.043,20.500,23.195,22.994,20.545
24.268,24.986,25.313,25.406,25.990,24.873,27.176,26.159,26.945,24.134,25.063,23.194
28.083,28.400,28.060,25.825,25.626,25.637,25.431,25.466,25.134,25.427,25.633,25.229
21.927,23.629,24.112,27.222,27.452,27.146,29.059,29.119,28.979,26.949,27.148,27.039
27.010,26.991,27.175,28.107,28.349,28.051,28.813,29.030,28.774,28.032,27.547,27.661
30.529,31.036,31.284,31.170,30.932,30.438,30.562,30.814,30.604,31.013,31.059,31.188
21.065,21.915,21.481,25.913,25.882,25.720,26.326,26.550,26.477,25.059,25.271,24.614
24.479,24.963,25.085,24.788,25.160,24.839,25.932,25.399,25.842,24.169,24.336,24.082
21.623,23.080,22.553,19.850,21.892,22.566,23.815,22.973,23.645,20.208,20.580,19.762
25.103,25.734,25.554,24.602,25.318,22.504,25.404,25.387,25.058,25.540,25.823,25.681
25.525,26.054,26.215,26.003,25.890,24.706,25.289,25.564,25.261,25.595,25.813,26.197
25.887,26.346,26.517,27.944,28.059,27.417,27.136,27.541,27.070,27.677,27.682,27.769
25.499,25.886,25.719,21.820,23.444,21.978,23.469,23.833,22.680,23.754,23.390,22.857
26.089,26.616,26.921,29.413,29.606,29.593,29.590,29.372,29.535,28.285,28.329,28.029
21.878,20.060,22.201,25.388,25.128,24.716,26.441,26.300,26.402,24.643,24.962,24.504
26.954,26.497,26.430,25.396,25.454,25.721,24.461,24.598,24.725,25.812,26.050,25.745
23.569,24.912,25.894,27.744,28.083,27.998,29.960,29.809,29.799,27.355,27.634,27.995
21.244,20.669,21.477,23.647,23.169,20.195,23.336,23.034,23.123,21.515,22.249,21.341
20.382,23.102,22.835,23.920,23.901,23.159,21.897,23.550,22.756,22.486,23.851,24.013
25.490,26.027,26.797,24.054,23.284,21.067,24.191,24.334,24.355,20.335,22.765,21.172
21.979,22.083,20.302,22.930,23.467,22.309,23.272,23.211,23.582,20.635,21.270,23.460
27.543,28.046,27.964,28.583,28.726,28.443,28.026,28.304,28.084,28.211,28.178,28.174
27.273,27.596,27.711,27.344,27.388,27.044,28.787,28.768,28.811,27.225,27.523,27.390
27.125,27.775,28.080,27.521,27.604,27.703,29.632,29.185,29.466,27.569,27.439,27.438
19.504,20.466,23.434,24.253,24.397,22.747,26.400,26.692,26.432,24.381,24.633,25.342
20.643,21.546,23.906,21.362,21.353,23.962,26.701,26.470,27.047,21.293,21.100,21.758
30.473,31.550,31.395,24.650,24.464,24.269,24.657,24.498,23.901,24.872,24.732,24.928
22.160,21.312,22.653,20.679,22.299,22.020,21.717,21.942,20.715,19.981,20.423,20.951
25.106,24.591,24.713,25.094,25.197,25.303,24.736,24.349,24.794,24.395,24.784,24.595
24.744,24.656,24.959,26.208,25.755,25.054,27.315,27.209,27.259,27.048,27.160,27.684
28.205,28.264,28.319,21.193,21.007,19.560,20.587,21.611,20.334,20.861,20.491,22.551
25.763,26.171,25.939,20.560,20.661,21.501,21.282,22.109,21.116,21.049,21.486,21.775
20.869,19.976,21.355,22.216,21.927,20.939,22.539,23.305,23.324,20.513,20.535,21.501
20.939,21.965,20.708,21.177,21.176,20.949,23.070,21.601,22.931,21.163,21.042,20.597
21.868,21.632,23.224,20.307,22.164,20.442,24.309,21.634,24.340,21.943,21.045,21.096
33.691,34.061,34.228,34.510,34.542,33.867,33.969,33.785,33.897,34.571,34.449,34.622
30.918,30.726,30.919,30.899,31.109,29.972,30.266,30.646,30.584,30.177,29.888,29.474
21.176,23.847,23.778,25.372,25.659,24.741,25.095,25.229,24.628,25.210,25.403,25.079
21.388,20.620,21.574,23.907,24.163,23.530,24.732,24.286,24.605,23.724,23.944,23.963
25.982,27.725,27.475,22.583,23.428,21.961,22.910,24.271,22.705,23.208,21.711,23.506
23.908,23.383,23.353,24.333,24.486,23.934,24.096,23.834,23.904,23.765,23.721,23.463
21.015,20.292,24.383,27.002,26.932,27.424,26.986,27.137,27.234,26.364,26.521,26.317
25.354,25.820,26.457,28.708,28.919,28.108,28.549,28.460,28.077,28.269,28.314,28.565
27.379,27.361,27.396,28.941,28.960,28.215,28.321,28.712,28.267,28.493,28.548,28.558
20.875,26.674,26.775,21.411,21.840,21.536,21.059,19.121,20.475,21.498,21.164,20.348
21.613,20.697,21.659,20.339,21.193,21.464,23.779,23.751,18.966,21.110,22.172,20.969
21.966,21.647,22.809,25.703,25.716,25.329,27.647,27.334,27.320,26.161,26.184,25.936
19.189,23.299,24.151,24.994,24.867,24.517,26.495,26.861,26.525,25.717,25.986,25.391
21.517,20.560,19.264,20.308,25.040,24.798,27.253,27.505,26.959,24.496,20.110,24.787
27.570,28.220,28.335,28.488,28.237,28.199,29.634,29.658,29.903,27.724,27.957,28.190
21.362,19.527,19.962,19.954,21.493,21.699,22.548,20.666,22.541,21.090,21.092,21.567
26.404,25.901,25.815,25.428,25.328,25.157,25.018,24.721,25.305,25.132,25.265,25.521
20.736,20.892,20.237,24.862,25.142,24.487,26.018,26.135,26.282,24.561,24.548,24.722
21.813,22.427,20.542,20.798,21.636,21.538,22.198,22.444,20.963,22.541,22.363,23.019
23.432,26.329,26.289,30.729,30.841,30.745,31.373,31.241,31.455,29.618,29.930,29.743
22.262,22.725,22.865,20.951,20.493,21.593,20.348,21.901,19.700,20.048,20.383,22.335
22.845,21.614,22.201,23.659,24.052,23.990,25.498,25.256,25.954,24.480,24.494,24.900
26.188,27.330,26.708,24.904,24.232,22.923,22.508,24.022,20.920,23.808,24.925,24.567
28.985,30.198,27.903,30.095,30.766,29.751,29.194,29.858,28.591,29.136,29.029,28.899
20.765,20.091,20.556,24.199,24.161,23.736,24.179,24.127,20.399,20.950,24.568,24.841
20.847,20.818,21.505,24.575,24.520,23.514,24.844,25.133,24.647,24.035,24.242,24.145
27.081,27.526,27.437,29.118,29.014,28.801,30.186,29.926,30.412,29.591,29.357,29.641
29.556,30.119,29.976,31.976,31.692,31.966,32.783,32.509,32.810,31.391,31.722,31.752
21.740,22.973,23.031,22.739,22.329,22.631,23.245,23.238,23.832,21.435,21.543,21.238
22.415,23.036,20.815,22.074,20.931,21.652,21.835,23.379,21.563,25.131,25.046,25.399
21.280,20.041,20.767,20.858,21.971,21.990,21.714,21.020,21.098,21.598,21.601,22.432
20.739,21.097,21.932,24.622,21.583,20.783,21.251,21.152,22.192,24.415,24.456,22.579
20.139,27.026,26.797,24.238,24.200,24.050,24.764,21.520,24.986,20.850,24.153,24.356
24.369,24.783,24.984,26.421,26.074,26.190,26.989,26.054,27.005,24.581,24.084,23.444
27.360,27.863,28.345,28.667,28.632,28.750,29.564,28.597,29.493,27.742,28.027,28.135
21.481,20.901,23.389,27.927,27.468,27.206,27.943,28.338,27.902,27.820,27.613,27.739
23.889,27.386,27.316,30.086,30.113,29.978,31.539,31.553,31.524,29.329,29.666,29.438
20.810,20.979,19.351,27.301,27.158,26.946,28.072,28.215,28.022,26.347,26.536,26.578
20.334,23.473,23.620,24.502,22.739,22.019,20.317,21.068,24.385,24.031,24.193,24.676
20.867,20.514,20.944,22.760,22.706,22.072,21.113,22.037,21.004,22.090,22.453,22.715
26.261,27.835,27.947,30.602,30.367,30.338,31.478,31.445,31.456,29.781,29.833,29.767
28.436,29.188,29.504,27.845,27.702,27.786,28.264,28.400,28.314,27.326,27.512,27.552
21.378,20.446,21.677,26.366,26.207,25.723,27.305,27.068,27.221,25.510,25.736,25.188
20.403,21.692,21.842,24.605,24.901,24.552,25.783,25.990,25.656,23.828,24.046,24.728
27.693,28.355,28.276,27.438,27.031,26.676,27.001,26.820,26.940,26.012,26.141,26.089
23.142,22.835,23.221,22.173,21.547,22.302,19.929,20.590,19.741,22.785,22.800,22.112
26.982,27.034,27.391,26.351,26.531,26.707,27.459,27.232,27.386,26.071,26.143,26.000
21.191,21.088,22.896,25.963,25.752,25.881,26.674,26.178,26.753,24.953,24.585,24.499
21.953,20.858,20.840,24.748,24.694,24.476,25.098,24.750,25.347,22.213,24.524,24.021
26.450,27.075,27.323,27.412,27.492,26.714,26.447,26.290,26.461,27.142,27.049,27.200
22.063,25.600,25.642,27.276,27.495,27.940,29.237,28.647,28.980,26.798,27.165,27.063
19.278,18.471,20.662,25.448,25.444,25.164,25.706,25.598,25.329,24.229,24.564,24.373
22.632,19.999,22.686,25.369,25.158,25.112,24.879,25.013,24.856,25.183,24.647,24.670
23.849,24.942,25.020,26.317,26.281,25.662,26.904,26.738,26.984,25.685,26.101,26.004
21.649,21.607,20.858,26.694,26.528,26.258,25.532,25.670,25.768,25.869,26.152,26.286
28.458,28.928,28.581,28.522,28.822,28.952,29.836,30.000,29.790,30.560,30.309,30.961
20.039,22.540,23.074,22.963,22.488,22.418,22.558,22.918,22.449,23.160,22.677,23.226
21.789,22.826,20.664,24.037,24.077,21.320,23.157,24.087,21.093,23.591,23.695,24.440
25.089,25.578,25.767,24.479,24.736,24.479,24.513,24.266,24.098,24.386,24.098,23.843
21.381,20.684,20.669,22.826,22.935,22.352,22.472,22.553,22.629,21.380,22.495,22.227
23.635,25.033,25.643,26.377,26.433,26.683,26.470,26.131,26.584,25.845,25.770,26.162
20.750,22.055,21.878,20.308,21.962,21.059,20.583,20.285,21.894,20.388,21.232,21.403
26.464,27.014,26.838,26.998,27.123,26.781,26.434,26.550,26.276,26.761,26.829,27.133
25.330,25.811,25.217,20.613,21.725,21.318,20.524,19.424,20.972,20.560,20.715,22.097
25.453,26.125,26.165,28.441,28.558,28.531,29.205,28.915,29.193,27.516,27.770,27.752
26.145,26.739,26.921,27.256,27.415,27.067,26.211,26.640,26.285,26.625,26.803,27.300
22.105,20.052,19.942,20.501,22.051,22.612,23.285,22.877,22.900,21.566,21.641,20.140
20.521,23.177,22.842,20.219,21.703,21.981,21.076,20.985,21.508,21.654,20.596,21.469
27.466,28.507,28.420,20.865,20.877,20.877,18.809,21.509,21.056,21.586,21.133,20.867
25.846,26.132,20.847,24.758,25.009,21.879,21.638,20.677,21.336,22.254,22.608,20.300
24.338,24.810,24.787,21.219,22.266,21.784,21.666,21.551,21.460,21.309,22.556,21.978
30.838,31.279,30.888,30.159,30.149,30.039,29.823,29.403,28.761,29.185,29.476,29.394
28.446,28.284,28.619,29.070,29.058,27.880,28.029,28.008,28.432,28.428,28.226,28.358
30.292,30.582,30.796,34.728,34.617,34.034,33.896,34.020,33.807,34.213,34.188,34.259
23.405,22.814,25.925,26.308,26.228,26.254,26.355,26.457,26.405,25.501,25.638,25.046
28.472,29.520,29.424,30.437,30.483,29.955,29.374,28.838,29.234,30.510,30.485,31.150
29.139,30.014,29.974,30.948,31.111,30.362,29.899,29.736,30.131,31.091,31.115,31.604
28.025,28.522,28.678,29.454,29.320,28.568,28.304,28.654,28.294,29.283,29.245,29.520
20.615,24.638,24.483,20.766,20.554,19.743,20.227,21.725,20.860,20.536,22.938,21.553
23.881,24.165,23.838,21.308,20.637,20.756,21.059,21.432,20.430,22.222,21.600,20.857
22.784,23.420,23.832,23.145,23.455,20.328,22.457,23.014,22.413,23.300,23.539,23.213
20.286,20.659,21.184,24.576,24.924,24.564,20.903,24.294,24.930,20.679,20.539,21.352
20.546,20.709,21.927,22.645,21.595,22.039,23.609,23.144,23.049,21.416,22.897,22.792
24.428,25.994,26.165,24.042,23.613,24.125,23.834,23.709,23.873,24.121,24.289,24.158
23.700,26.117,25.983,27.868,28.274,28.031,29.109,28.954,29.290,27.031,27.170,27.433
21.809,22.054,22.184,22.044,22.389,22.118,20.139,23.234,22.962,21.725,20.984,20.733
21.409,22.757,23.348,26.963,26.768,27.190,27.542,27.748,27.639,25.505,25.517,25.367
24.828,24.836,24.973,24.662,25.121,24.460,21.023,24.386,23.600,24.501,24.517,24.989
25.981,25.223,25.709,24.386,24.558,25.055,25.175,25.147,25.328,24.094,24.026,23.865
21.856,20.610,20.565,22.925,22.619,20.487,22.820,22.937,19.882,21.230,20.338,19.982
23.265,25.199,25.213,26.336,26.384,26.058,26.271,26.409,26.087,25.785,25.830,25.946
22.415,22.882,22.833,22.486,20.936,20.948,22.805,19.382,20.581,21.628,20.155,21.911
27.352,27.572,27.330,26.155,26.304,25.814,26.454,26.272,26.589,25.524,25.599,25.759
24.266,25.808,25.078,22.962,24.167,23.784,24.191,24.240,23.979,25.454,25.296,25.254
20.764,21.397,20.130,24.525,24.407,24.170,22.390,23.993,23.744,23.860,24.188,24.198
23.553,25.387,25.192,25.206,24.546,24.701,26.411,26.399,26.894,24.604,24.766,25.255
23.887,23.510,19.725,23.402,24.676,24.496,24.145,24.019,24.126,23.980,24.459,24.080
25.084,25.375,25.064,22.019,22.143,21.089,20.116,20.967,21.526,21.302,21.678,21.108
21.364,23.840,24.239,26.772,26.595,25.847,27.297,26.709,27.078,26.107,26.356,26.508
26.135,26.847,26.955,26.103,26.168,26.056,27.794,27.814,27.973,26.652,26.462,26.485
26.065,25.664,25.943,28.755,28.823,27.928,28.793,29.489,29.149,29.249,29.366,29.732
22.528,23.350,22.808,20.027,21.227,22.143,21.678,21.327,22.543,20.493,20.878,20.336
21.260,22.204,20.698,25.964,25.944,25.699,27.440,27.481,27.193,24.935,25.126,25.348
19.953,21.784,22.349,24.012,24.267,23.172,22.551,24.106,22.757,22.834,22.897,23.079
25.793,27.800,27.201,25.216,24.152,21.663,21.480,21.210,22.678,24.700,24.607,24.842
24.817,25.207,25.158,26.096,25.765,25.268,25.860,26.312,25.934,25.674,25.434,25.726
24.899,25.524,25.135,21.525,21.723,21.197,19.561,21.613,21.196,20.842,20.489,20.787
24.535,25.001,25.326,26.979,26.793,26.686,26.141,26.212,25.913,26.549,26.768,26.683
25.436,25.993,26.058,27.179,27.276,27.105,27.200,27.665,27.215,27.342,27.336,27.167
22.461,21.988,20.564,24.681,24.736,24.520,24.330,24.465,19.919,24.946,25.292,24.841
27.609,27.956,28.197,28.423,28.506,28.537,29.550,29.150,29.236,27.896,27.897,27.545
21.174,22.404,23.464,24.439,24.560,20.736,20.015,20.985,21.570,20.826,20.713,21.819
21.668,20.745,20.503,23.737,24.244,23.473,23.581,23.821,23.808,21.860,23.628,23.652
27.561,27.891,28.103,28.149,28.031,28.499,29.331,28.917,29.280,27.687,27.640,27.897
21.817,21.671,23.075,23.167,23.278,22.530,23.425,23.930,23.125,23.116,23.205,23.627
26.130,26.856,26.676,26.649,26.741,26.524,26.365,26.797,26.461,26.431,26.560,26.556
27.447,28.378,28.056,25.414,25.906,25.822,26.402,26.339,26.031,25.531,25.743,25.720
28.271,27.988,27.790,24.844,23.456,21.636,21.810,21.590,20.202,22.180,20.574,21.160
21.030,20.232,23.178,20.446,22.144,21.184,21.937,21.995,22.362,19.997,22.422,22.545
20.830,23.061,23.133,21.174,23.452,19.351,20.524,22.847,20.975,20.290,23.376,23.395
21.768,23.268,23.002,21.332,20.294,21.967,20.147,20.543,21.403,21.447,20.727,21.253
20.250,20.895,19.469,20.806,24.550,24.281,26.014,25.142,25.887,22.052,21.760,22.479
23.204,23.671,23.555,23.660,20.572,23.622,24.625,24.231,24.356,20.815,23.671,23.435
22.612,22.728,21.113,20.695,22.769,21.614,21.339,21.637,21.457,21.324,21.047,21.670
20.769,20.995,21.521,23.103,22.888,22.821,25.107,25.011,24.959,21.454,21.080,22.640
22.363,20.764,20.626,21.397,22.207,20.935,22.127,21.104,22.171,20.205,20.882,20.819
22.252,20.544,21.927,26.141,25.983,26.147,26.465,26.679,26.582,25.410,25.596,25.710
21.134,21.613,21.631,26.152,26.273,25.945,25.518,25.705,25.734,25.330,25.409,25.349
21.513,22.666,21.043,25.353,25.470,25.412,25.780,26.127,25.862,24.087,24.397,24.496
20.268,21.330,20.087,24.743,24.468,23.910,23.813,23.898,23.810,24.490,24.410,24.247
21.322,20.799,21.254,21.354,21.253,21.283,22.629,20.963,21.496,21.792,20.463,20.175
24.236,24.632,25.058,24.468,24.744,23.795,24.659,24.559,24.583,24.333,24.118,24.840
25.263,25.744,26.175,27.885,27.917,27.318,26.854,27.141,26.648,27.643,27.433,27.400
21.886,22.996,23.688,24.767,25.011,25.087,23.799,24.132,24.152,24.755,24.854,24.614
21.147,23.138,22.288,22.557,23.290,22.845,22.648,22.928,22.567,22.737,23.017,22.962
20.714,22.462,20.750,24.762,24.624,25.330,25.544,25.936,25.650,23.388,23.813,23.901
20.556,23.338,23.666,24.720,24.446,21.379,24.716,24.568,24.771,24.178,24.590,24.696
21.041,22.640,20.308,20.014,22.308,20.709,24.578,24.027,24.653,20.086,21.279,20.981
25.618,26.378,25.927,24.884,25.181,25.440,24.509,24.490,24.642,25.474,25.580,25.474
21.906,22.722,22.114,28.310,28.419,28.210,29.763,29.811,29.769,27.406,27.865,27.037
27.243,27.300,27.501,27.374,27.500,27.053,26.727,27.238,27.271,26.995,27.163,27.433
20.691,25.053,23.339,27.328,27.288,27.036,28.483,28.074,28.188,26.626,26.590,26.733
20.975,20.391,21.119,24.048,24.837,24.746,25.825,25.051,25.902,22.988,22.774,23.323
23.665,22.548,23.281,24.637,24.745,25.002,26.191,25.466,25.988,23.590,23.782,22.448
20.057,21.897,21.454,24.719,24.800,24.500,25.230,25.150,25.034,24.005,24.295,24.146
26.806,27.377,27.634,27.443,27.498,27.199,28.572,28.278,28.482,26.881,26.747,26.948
25.088,25.482,25.429,27.205,26.975,26.821,27.225,26.813,26.952,26.498,26.554,26.250
21.456,20.673,20.939,20.605,21.380,22.764,22.192,22.081,22.553,22.200,21.636,22.237
22.093,20.199,21.665,24.142,24.387,24.052,22.348,24.339,24.249,22.154,23.981,21.518
24.799,26.393,26.074,24.726,23.774,21.347,24.652,25.261,24.762,23.762,24.108,24.064
22.241,25.698,25.637,24.094,24.536,22.290,24.112,25.317,23.935,20.411,21.025,25.226
23.188,23.849,23.476,23.626,23.411,22.266,23.795,24.011,23.779,22.722,23.213,23.437
25.935,26.533,25.979,26.381,26.270,25.752,25.448,25.682,25.526,25.853,26.087,26.042
24.472,25.680,25.621,25.213,24.940,24.258,25.107,25.043,24.743,24.903,24.737,24.930
25.413,25.669,25.285,22.277,21.412,20.736,20.802,23.086,21.247,20.417,21.483,21.211
27.713,28.960,28.642,26.276,26.439,26.319,25.490,25.639,25.849,25.371,25.291,25.332
21.707,21.966,19.036,20.864,19.450,20.752,21.305,20.619,20.843,21.769,22.272,22.186
19.606,23.093,23.247,26.733,26.082,25.587,27.064,26.105,26.406,25.659,25.830,25.609
21.446,23.274,22.663,26.059,25.947,25.423,26.160,25.614,26.077,24.980,25.198,25.116
27.772,29.488,29.016,25.018,25.277,24.251,26.149,26.465,26.368,24.404,24.559,24.675
21.426,19.586,21.579,23.338,23.932,23.580,24.044,24.013,23.905,23.437,23.410,23.495
24.398,25.399,25.680,25.408,25.336,25.502,24.346,24.350,24.058,25.897,25.828,25.839
24.993,25.731,25.216,24.181,24.106,23.149,20.946,24.429,23.646,24.252,24.274,24.507
20.793,20.762,20.554,23.966,24.047,23.954,23.340,22.870,20.493,23.544,20.698,20.541
21.203,21.017,21.225,21.721,22.269,21.465,24.130,24.147,24.179,21.548,20.404,22.720
25.709,25.232,25.258,24.941,24.791,24.704,25.258,24.701,25.246,24.658,24.634,24.717
26.196,26.926,27.031,28.786,29.010,28.542,30.293,29.851,30.277,27.754,27.868,27.911
26.141,27.357,27.393,27.174,27.350,26.993,27.913,27.561,27.852,26.094,26.536,26.350
20.393,20.656,21.899,27.103,26.961,26.685,28.173,27.816,27.840,26.114,26.508,26.105
21.601,19.713,21.110,21.159,21.263,20.981,21.918,21.510,21.850,22.098,20.413,23.182
24.331,25.333,26.360,28.373,28.315,28.181,29.911,29.833,29.962,27.495,28.002,27.714
30.100,30.952,30.404,25.893,26.134,26.156,26.084,25.893,26.129,25.540,25.765,26.085
27.921,28.277,28.296,28.544,28.212,28.078,28.221,28.255,28.063,28.286,28.306,28.351
24.382,23.203,23.982,25.137,25.171,24.879,26.064,25.894,25.747,25.069,25.011,25.020
20.813,20.499,21.071,23.345,23.592,22.088,21.304,21.276,20.612,21.245,21.716,23.287
19.842,19.777,18.943,23.561,23.837,23.145,22.982,23.275,19.996,22.724,22.971,20.848
24.233,24.523,24.567,25.715,26.216,25.966,27.168,27.347,27.140,25.536,25.785,25.643
20.782,23.839,23.887,24.176,24.109,24.256,24.428,23.694,24.033,24.129,24.201,24.538
25.552,25.514,25.777,27.017,27.258,26.395,26.322,26.815,26.188,26.522,26.312,27.092
22.137,22.522,20.048,29.349,29.411,29.499,30.105,30.066,30.211,28.597,28.819,28.627
28.853,29.537,29.580,28.990,29.179,29.166,29.860,29.804,29.933,28.073,28.171,28.259
25.176,25.821,25.644,25.880,25.792,25.276,25.665,25.960,25.828,25.239,25.504,25.360
20.808,19.541,21.587,26.125,26.281,25.897,27.003,26.684,26.748,25.017,25.216,24.789
21.643,19.344,19.893,20.790,21.700,21.390,24.985,24.551,24.924,20.730,20.792,22.016
21.810,21.555,20.913,21.367,21.631,21.642,21.185,21.828,22.823,21.412,22.449,21.959
25.240,26.427,26.462,27.486,27.298,27.582,28.286,28.351,28.458,26.636,26.868,26.769
24.638,25.272,25.523,27.005,27.418,27.239,29.119,29.192,29.148,26.777,26.852,27.555
21.073,21.721,21.239,21.431,21.653,19.955,24.452,24.734,24.806,24.811,21.508,24.427
25.097,25.666,25.986,27.476,27.229,27.041,26.905,27.021,26.530,27.603,27.781,27.762
24.021,24.114,24.353,24.259,25.028,23.666,21.743,24.068,23.818,24.004,24.384,24.424
20.794,20.851,20.724,21.908,21.063,20.767,23.286,23.289,21.189,21.194,20.333,21.621
20.655,23.855,24.621,27.464,28.234,27.559,28.345,28.482,28.685,27.526,27.922,27.605
28.108,28.270,28.258,26.642,26.618,25.421,25.318,26.054,25.709,26.176,26.049,26.083
26.239,27.170,27.703,27.464,27.638,25.526,25.938,26.066,25.516,27.399,27.299,27.300
21.648,22.048,20.335,22.441,22.763,22.804,24.957,25.157,25.251,21.368,21.183,22.358
25.523,26.032,26.149,27.290,27.209,26.795,26.789,27.165,26.832,26.846,27.187,27.270
28.257,28.673,28.851,29.305,29.290,29.507,30.100,29.808,30.066,28.595,28.889,28.653
23.403,23.806,23.627,25.349,25.476,24.411,25.187,25.542,24.827,24.796,25.085,25.170
26.246,26.592,26.685,26.922,26.965,26.566,26.326,26.571,26.144,26.846,26.729,26.676
20.237,20.842,19.858,21.804,21.463,21.467,22.680,21.511,22.192,22.288,22.817,20.894
21.262,21.577,21.208,24.061,24.337,22.980,23.441,23.961,23.509,23.897,23.957,23.855
27.119,27.248,26.104,26.117,26.145,25.814,26.440,26.323,26.263,26.291,26.241,26.342
25.136,26.375,26.314,26.475,26.091,26.190,25.819,25.833,25.684,25.834,26.049,26.010
26.297,26.948,27.326,27.059,26.974,27.139,28.013,27.757,27.915,26.506,26.595,26.446
23.698,25.144,24.602,24.385,23.972,24.018,25.030,24.710,24.851,24.551,24.489,24.025
20.843,22.108,19.508,21.147,21.236,21.582,21.714,20.041,21.908,21.006,19.851,22.396
19.297,19.751,20.277,24.366,24.633,24.201,24.227,24.491,24.290,23.694,23.874,23.889
28.486,29.071,29.359,28.907,28.932,28.583,27.879,27.916,27.721,28.916,28.984,28.991
24.833,24.799,24.351,25.197,25.044,24.644,25.374,24.985,23.272,24.973,25.463,24.855
24.454,25.011,25.441,27.405,27.366,27.176,28.916,28.495,28.787,26.940,27.040,26.958
28.405,28.788,28.694,28.519,28.476,28.548,29.174,28.837,29.318,27.811,27.903,27.865
26.652,27.395,27.684,27.912,27.862,27.920,27.897,27.689,27.521,27.835,27.812,27.831
27.072,27.703,27.763,27.904,27.910,27.812,27.796,27.701,27.650,27.555,27.714,27.870
19.967,22.034,22.849,23.805,23.786,20.552,24.007,22.544,24.093,24.067,23.694,24.508
21.786,21.160,20.914,20.667,24.341,23.526,25.299,24.609,24.665,23.104,23.135,23.808
20.920,24.137,24.206,26.528,26.712,26.108,25.739,25.889,25.574,26.274,26.098,26.173
