Plant1-Measurement A,P1-M B,P1-M C,P2-M A,P2-M B,P2-M C,P3-M A,P3-M B,P3-M C,P4-M A,P4-M B,P4-M C
1359.398704,1739.965991,1937.072622,2193.002502,1710.396289,2256.297917,2188.893601,1851.850176,1402.66974,3912.630984,2831.872472,3292.91122
6033.819302,12847.78129,11743.78304,13594.60898,9963.328901,12807.00516,11038.63823,11822.37775,10287.1211,17034.43038,13299.10889,17470.8506
25062.46457,40077.15836,44334.03306,41027.51586,31478.70278,42698.24836,43879.11368,44812.64748,25711.84021,63938.9132,59125.03462,72399.79006
12941.43626,11127.81847,12797.25797,13305.33263,5741.603526,4738.848662,5766.523957,2956.839336,2288.827588,4660.582071,3816.938136,3563.031172
7765.118997,12395.89874,11134.72269,13173.7353,9765.917357,10879.35078,7529.574764,7156.406298,5324.21369,9778.282745,8511.913608,8674.766254
9264.160533,12692.09784,15479.06531,12240.27702,9611.356913,13889.21033,12813.10613,19029.70857,12072.90747,24632.64558,14893.03545,19883.11815
2190.185973,3961.21553,2424.113881,4275.046113,5401.611388,7550.975089,2870.664319,3465.570116,1960.279889,3978.045427,1570.874564,2566.204857
12323.13496,24243.91501,23195.21133,18278.03976,17228.47804,19431.84614,17745.09912,16734.32811,12281.83334,21684.70471,14790.56981,23247.49852
42652.13774,64704.33942,69560.24659,81080.20202,55887.72572,64629.31152,73407.58058,65895.37068,58065.93579,101374.0217,87146.22328,107291.0477
6124.417859,10616.01926,9288.401617,11861.34835,7876.193272,12646.11056,11086.44385,11671.74638,12135.12786,15188.75232,11893.32495,18453.07763
9969.772288,17261.75332,21314.99606,18964.62046,14236.95848,17514.16887,17192.65836,20573.36551,14738.27003,24546.71588,14396.29286,28960.99219
2507.913908,4331.54619,3910.589984,3720.065669,3648.482733,4494.90873,2778.610669,2875.25978,1717.433287,3536.969095,2571.97675,4270.082477
2077.173554,3561.509992,3950.869609,3008.198078,2820.321508,3369.66402,2581.175132,3942.078632,2863.272462,2477.099888,2218.092605,3712.246886
7197.557203,25524.13584,5276.191358,13837.59416,13027.08208,13636.92119,5723.871812,3194.631087,3479.302309,4476.682371,3096.322024,4392.542633
956.7444563,3107.837771,161.4072342,2131.559616,1475.755596,1067.353966,83.93874233,63.59267549,106.5255547,213.3821338,0,0
74005.45026,197795.3861,101921.9136,112939.7467,74434.16828,18094.04098,44716.81372,9572.920598,9659.893915,20226.5004,13640.16564,15286.751
19155.90031,29491.80172,35712.45791,31180.81201,27549.95602,31498.52022,22634.23681,20555.35448,9897.927499,27747.83966,17003.00282,24920.82068
1128.582184,1767.876241,1714.54485,1258.488598,787.3077299,1147.989794,1487.076459,2023.914748,852.1513367,3138.239797,2311.089593,2175.636102
1754.385678,3469.672426,3290.274449,4001.991663,2827.686908,3924.14165,2499.418874,3142.558447,1712.52937,5851.720386,4304.562877,4906.596637
7223.800892,14025.75431,12793.12623,10710.30311,8442.423818,12097.83916,8443.756307,9531.132288,6402.703269,12655.55546,7626.30905,12470.47015
34736.39589,54920.30466,70401.68709,61466.25757,53718.15237,67170.02652,57350.29053,59631.23768,50265.29036,83506.79905,51116.59306,88876.60512
61671.07171,93221.76611,114625.2984,115264.1725,75621.35848,88778.4996,94951.83743,95424.15303,75205.35706,105106.4861,81152.25012,118769.6599
12151.96599,25217.08802,31607.40515,18226.39677,17002.79544,17134.51117,12079.82327,17349.44007,11786.4194,21057.15213,12196.61876,19258.56038
281524.1748,285071.2963,507582.7845,502525.8362,713478.9503,451390.5764,197011.4968,179465.9384,116736.5525,344192.8458,421296.7317,374305.0786
6756.947517,10832.59166,4674.020905,10537.81583,9730.477482,10007.73655,5861.232521,1478.425491,877.7189087,4128.056152,954.0862843,2749.357005
18381.87729,38176.42827,35231.42806,37434.30808,29434.15319,38437.30386,31259.30541,39509.17542,28054.25544,44759.17133,32585.85094,56453.19666
1179.766284,2649.283442,1928.367557,2715.201921,2459.444733,2379.707275,1159.22983,835.2201531,1230.668785,3223.20209,2111.807351,3526.866222
3891.980667,6862.715242,6738.716792,6055.476435,5379.115849,7105.933415,6004.63958,6733.311882,5686.215932,7693.441785,5976.766199,9326.025364
15947.68348,27467.01899,30914.66604,19571.1347,31295.80927,18967.34863,21141.0511,17948.39403,15020.03835,14820.2798,13356.59138,19109.27876
307539.5737,529506.3136,590407.3808,504843.3156,394307.5303,430791.3795,402832.9864,457933.022,344251.7063,653327.0366,498380.9571,753816.3452
1722.284594,4421.714895,1586.976948,3301.598731,2067.245151,1818.579749,1144.704405,344.0909529,393.7370237,1653.92774,1089.193711,1308.167375
18848.24243,46471.26802,49360.85921,14829.3192,41145.28204,15366.59996,12528.81512,19493.52724,7585.452384,11966.30051,11380.45892,12219.11636
4592.257493,6760.219313,9190.846243,7879.688897,6682.096161,7915.823172,4885.169369,6949.711948,3832.742946,8005.635641,3955.655809,6452.071153
2538.485271,3946.475969,4979.304285,3365.862444,2664.593202,3481.575393,5181.531197,4172.150307,3354.290662,5091.861915,5272.409764,4935.769108
11737.42823,26983.83375,12012.29266,28125.95581,16825.46909,35670.20741,13143.31839,3331.196805,2226.595895,11368.73861,3537.978095,10568.90688
5643.205615,8814.561029,7285.153348,9303.3763,4582.029925,4732.866178,3185.561218,2527.321355,956.8403042,7562.710945,2428.392585,5538.648448
3794.985409,10939.5712,2059.888199,6237.921948,5958.971087,5476.252444,2729.833359,259.1051499,360.0017023,1995.74105,424.678614,913.4770818
8665.174793,13709.45863,15026.44816,14294.11325,10807.82561,12314.89971,10988.42111,11985.19221,9077.858678,15368.5745,10464.76665,12790.9186
5532.669049,9000.042027,10215.52952,9555.617741,6404.218642,10994.62649,7098.174463,7662.305606,7790.953926,8455.905049,5657.183152,8788.071562
4941.428521,9428.048727,10598.69356,7544.171391,6250.285246,7180.811745,5052.246676,6724.181645,4967.854783,8341.834687,5836.202263,9406.149374
7782.67687,11262.50238,14387.80008,14075.39134,11227.75361,11864.90847,8182.096472,10716.59278,7648.436936,13626.24654,7482.664598,12242.903
1038.084198,2099.451931,1956.036182,1474.429438,1126.486176,1877.598499,1117.923239,1243.141361,885.7188684,1747.85701,1018.373743,1736.404399
15126.12456,19289.95093,21828.06346,32929.25908,20020.58745,24232.12333,15769.33923,10420.03571,11333.12181,22347.52987,13958.19049,21852.59676
5175.80883,9209.4131,9352.041889,11849.14084,7422.704599,8597.684299,10815.31233,9285.403064,8708.934423,12287.97231,10834.67825,12477.66446
5569.972382,9842.458872,11534.6484,8744.503862,7295.96599,8498.478095,6715.281111,7448.13066,5616.214499,8484.837703,4619.269056,11018.43669
1825.342721,2727.401063,2757.921864,2988.110304,2169.082717,2428.24654,2405.279313,2412.187187,2037.810839,3971.80377,3045.292014,4305.960188
19520.54003,41278.27354,38602.06761,29411.33249,28627.63125,36248.4366,21859.04459,23866.9329,10543.57682,30675.81894,18390.45315,31716.87179
5535.15224,14035.26964,1672.962691,12348.95861,5708.49151,10113.1056,2230.600354,664.6632052,350.3327851,3737.46268,1516.628706,2471.204029
8161.18805,12120.90518,13271.04344,13078.54228,10241.00704,11419.06748,11965.43361,11315.52435,9077.132482,17798.09924,11121.40264,19484.08226
15196.09026,32578.51747,28473.4903,25960.5585,24094.35631,21607.61814,14080.48755,17978.62545,12418.53753,30916.45526,24960.19752,34029.81399
54383.3007,100532.0825,104543.8506,87108.94353,72819.40821,87054.64816,58396.47594,76499.44038,45175.53472,91651.0686,59886.97513,106975.3377
5320.297605,18727.40317,3624.133213,8587.911083,7335.199136,6718.815663,4189.034566,1827.283417,1371.898673,3309.639908,1892.42899,2772.664995
4420.630443,7944.897944,7478.50879,9734.463107,6675.425511,8111.273827,11115.80566,6979.45449,5647.956341,16450.45498,10257.03112,13272.77734
2387.850678,3260.663433,3721.216797,4334.5801,2360.765452,4145.118301,5066.270517,3747.188812,3505.393894,8252.095336,4969.656437,5686.935619
19240.76564,57819.59604,12461.82134,36231.42475,29443.19814,28542.58356,16290.71972,6107.753521,5181.107839,13352.82569,7668.099895,10482.70711
2029.542307,7679.339278,1750.305406,7360.105017,3701.273427,3744.035578,1403.055547,790.1753883,839.2779058,3011.195299,1688.546455,2179.771287
24136.16104,30675.26304,31529.11135,34637.99977,27203.23961,33887.338,38201.09852,33949.11078,31246.97271,71694.38679,44300.14676,47933.18208
1685.318293,3535.6761,1456.094203,3215.320397,2841.8035,2056.856286,726.3184523,423.1437652,109.3330307,1739.918738,177.8030572,1403.731677
43840.41531,80980.29983,72023.67508,88450.20498,74494.28216,85162.71909,49412.68174,40851.37466,21893.58147,86284.99238,34352.60214,86917.54796
14301.04217,22276.72297,26561.45404,21660.73798,17232.71421,22115.50093,21734.84861,21065.187,20734.65558,21857.29321,19026.98627,29591.3677
986.2540054,1219.89656,1628.93061,1125.829132,1263.068014,1982.490443,1288.340277,1237.227971,1116.559117,1335.329071,778.9521008,1190.487251
18739.05302,33633.76785,35905.11719,27084.35553,23099.17129,35973.75812,30648.58629,36334.30118,25750.57833,42973.44767,30359.95347,37147.80015
2512.575854,3062.707061,3565.36598,3376.165388,1884.525276,1665.494673,1909.707019,928.734721,1350.496489,1759.848522,1073.795778,2160.855532
9063.532037,16735.95584,16597.25611,20429.63112,15158.52356,16958.97328,16969.59925,14916.03463,9724.908858,27603.13413,18058.21891,24313.77828
1477.964656,3093.311004,3136.929273,2678.074967,2337.644917,2578.557348,2177.755331,2536.176902,1978.961346,4124.521174,2683.91,4381.261757
30414.88013,111264.4851,21161.29469,68374.49571,49407.22393,59585.06041,26130.79122,10951.88723,3550.969139,22994.41039,13248.66837,11436.61863
1291.590964,2230.059219,2073.794301,2152.024336,1420.645775,1735.709281,3011.93235,2462.638994,2136.075663,2401.269911,3361.208692,2898.878966
14496.29035,50682.76021,14370.98816,40721.08161,37690.43477,43224.09571,19985.57154,2194.424721,2788.269282,11872.26071,4921.898815,15623.08911
5993.80259,15519.87114,2181.506923,15589.17561,10116.14716,9628.611326,3375.396991,227.1941467,161.9212786,3095.205075,175.2277016,1672.259753
2632.61014,5817.924637,1702.523218,4381.271177,2795.079104,4161.956077,1775.82622,145.5253746,133.4674807,1591.748798,183.2152119,1042.936082
23011.23521,43535.30055,43574.35266,46599.70732,36960.13344,45577.06708,23588.01669,30194.20342,23523.12856,37377.02205,32827.28844,50400.20371
3833.90921,5592.049139,6924.380188,5479.58147,4776.431121,6952.372624,7899.113022,5676.157828,4988.903466,9106.941919,7365.575219,10400.39585
7289.555943,18520.33566,2007.239373,13930.45097,9046.074119,8630.989344,4252.256808,437.7457121,358.0715083,1214.103654,1832.083227,1342.217784
23604.27898,44049.78905,54853.6955,43017.09765,31379.47489,37236.65407,29785.4898,31426.11473,27401.48879,39521.18243,30507.01086,41971.94771
32396.98774,50581.94153,61931.57161,48783.24383,39503.86279,50770.40628,38207.27837,45799.37872,39167.08368,52149.62797,38925.50367,55296.77888
5578.449776,9203.843274,8962.987803,9335.843701,7734.743772,10350.63838,8324.354384,8016.624729,6628.993669,12369.14832,10265.18232,14328.70099
270.5446236,532.7561845,503.997648,561.7944459,382.1121768,455.1755126,408.6824216,531.7271614,381.1272176,1082.635237,474.6561464,859.7866951
38295.81935,71953.4373,75265.47104,58750.46585,53536.16489,63563.97176,52899.13589,71738.05594,44901.04115,76745.9781,53066.96788,73920.17742
5210.39918,8531.831775,10409.7703,8873.978468,6576.912427,9118.65044,8351.84067,7825.71761,5440.066154,12714.54283,8912.899947,13993.03534
227675.1452,373713.3528,465628.6965,332093.1805,301959.633,377826.7455,299649.4683,313011.5011,259896.9705,411042.7213,276954.9564,418602.0522
29948.77599,50392.36858,48970.49368,52191.30719,42751.51123,53325.14698,49114.86639,37656.71924,30992.40277,71259.99437,65334.92968,87337.45609
8302.902173,22318.72893,7904.537968,16360.93796,15015.06357,17830.36506,10138.57546,2376.650494,1157.337225,8774.753698,2590.822335,3754.405832
165111.94,290511.7401,290903.0335,277083.4207,211997.9081,261454.8321,212491.1894,231798.0418,165121.278,282646.1782,179644.6966,344042.0841
1703.863716,6721.401405,1889.174007,3343.930462,3830.738243,4374.154114,1564.915627,1396.403127,364.6775284,1284.967102,330.8184063,2141.494544
4207.171745,7504.85339,6312.60897,7200.842799,5780.399132,7506.0471,6283.326217,6398.323956,5351.186683,9879.111526,7129.459533,10043.4516
7637.28879,12095.50336,13520.45161,13923.56626,9384.426019,13542.94905,14151.5824,11679.73404,8182.542918,20431.92803,16265.9654,19488.41218
13324.92848,22250.0821,17235.43035,28099.14027,19500.91163,23562.82684,14358.34659,5621.91016,7228.368216,20298.61779,12193.84,22915.97187
65168.83035,123456.9554,138540.3116,114915.7288,96013.49247,118915.0209,109939.2041,107933.6634,81437.91263,151539.2868,114779.3786,179177.9652
269569.3313,483801.9989,559076.3673,393418.2132,371166.6556,365930.1315,355972.5443,389861.8685,305351.5815,594323.8367,406962.8301,610797.526
2072.131946,2568.658293,3543.662411,2259.1381,3157.978461,2892.291944,1932.272621,2115.865768,1323.222266,2547.652887,1109.29403,2587.940379
37957.86325,49001.5348,77403.0835,104693.955,65713.17498,76626.37078,50047.11839,26718.62089,17057.29105,134871.9578,53556.3158,85704.17593
43715.57559,68588.73863,69536.86293,81395.75191,47876.14744,58305.75066,59054.78462,56593.16574,44286.15331,107103.1635,93276.04865,106999.4898
9405.584116,17513.53761,18857.74971,16773.98411,13632.16606,16590.25026,13433.11424,13240.49966,11436.91152,17907.78681,13100.29796,19392.47327
8297.052125,17992.49031,13682.45215,21757.41174,14500.19424,15506.13413,12151.86278,12250.50472,9828.806361,22348.68963,18726.25604,27165.14023
3399.915993,5685.213263,6225.007486,5385.626406,5112.17688,5151.674315,5475.053678,4511.815772,3775.9497,10864.30404,9401.118753,8177.247524
9570.687004,18179.27349,17528.64659,20587.31593,14861.24178,20224.08545,11361.48566,11078.9838,4617.726324,16485.11351,9007.541561,20043.55864
30576.22058,55866.76491,58311.89601,49899.72236,42542.74965,58807.18307,41597.32097,39051.2217,20610.64288,52074.46251,29949.05564,48829.82918
33695.61872,53486.74052,58620.98211,55836.8734,42139.81779,53442.41018,45491.01885,47990.31295,36145.99982,66569.15995,47047.4627,68121.10646
92383.9962,95222.84122,150833.9826,194870.3823,136455.0802,137688.3291,96590.47426,72029.68023,48405.7616,151313.1128,85364.40565,131019.6269
4245.628577,7588.773829,8969.822032,6808.09331,5970.840928,6903.902018,5707.227377,6834.014886,4425.593849,8240.286137,5589.33806,8384.52263
4398.712263,6802.752539,7333.137416,6128.070377,4642.983281,5453.16654,4852.060669,5440.319779,3368.440631,7828.922131,5444.835912,7786.96111
7363.375069,13575.20215,12145.15467,10033.33338,8748.751155,11338.06019,8471.138243,10889.05351,7225.513119,13363.52131,7828.459968,11163.02459
7879.251588,11304.48221,12572.71015,11668.13245,11945.43456,11961.4003,14363.40054,12161.39889,8183.310621,18642.13358,12771.73309,21068.24576
4256.642679,8514.144338,7597.523083,8495.867583,6147.224795,8489.737316,5267.929872,5506.876554,3177.599692,8806.779013,7536.519473,11586.8784
5715.552394,7949.50256,10526.60048,7842.561117,6613.565993,7569.833032,5780.543351,6002.963092,2959.57611,8072.632827,5471.686397,8490.385252
16162.55244,41334.52652,15255.97535,25589.02012,18368.70101,15110.55606,12254.32042,6384.640632,4908.737644,14957.38909,11746.43942,11009.06896
3864.259549,6416.010858,6242.286697,8975.300958,5743.783167,6811.249936,3991.000261,4820.337262,4214.638344,8456.762932,7450.430296,11594.65512
1159.06936,1902.849597,1612.09806,2111.190652,1227.010832,2048.324401,1590.264812,1914.874825,1206.203399,1776.677442,1344.916212,1565.966063
6228.809794,14313.38977,15034.60622,9085.768284,8322.284528,10816.1214,9813.13729,11804.81121,10885.37376,14564.50864,9104.029849,15217.74141
3861.557179,6159.332634,5713.508998,5836.015392,4330.486432,5740.516364,4140.694604,3641.269477,2345.023238,6871.499543,4591.618052,6601.970191
11518.86265,30297.37967,13511.68941,21308.47525,23079.31616,26261.38431,12666.46715,7104.938478,5578.302846,18598.00444,5740.385654,17135.49574
4977.740302,9094.198334,10352.69165,9334.99001,6855.774814,8016.250904,9388.450718,7998.646314,7459.72735,10916.64844,9642.487764,12855.56926
21045.69694,36005.28783,28898.91006,32111.38336,24401.61674,31225.9886,28844.70337,31039.18578,18452.95994,35029.34673,21257.43987,26028.86663
6291.392865,8690.876892,12355.02622,9985.513116,8080.558807,8279.576206,5926.131199,7555.271372,5394.991576,9911.538781,6477.012237,8841.66243
7115.572444,11449.91643,12564.90665,13274.72693,9015.333968,13096.92483,8742.616026,11646.37357,10403.33246,13425.68214,7518.647396,12274.44685
60176.33758,129321.759,111986.6849,93577.35161,74716.67274,67085.33405,92292.13542,80178.93887,80610.64574,165558.3819,91551.23403,158522.7
10144.70766,17029.74629,20795.31063,20145.54312,17129.20877,15301.7399,12005.92942,13944.99669,13181.13205,16551.33577,11854.06504,17282.26804
3063.63625,4628.636942,4835.932321,4433.908559,3203.656651,4314.101954,4355.341527,4193.975564,4388.566234,4786.781918,3844.436411,6390.783686
1407.087631,2823.186097,1639.806408,2153.624007,2204.050826,2979.889276,1627.365734,1705.348103,719.2301577,1875.806571,534.6378189,1641.640864
7020.647107,11234.64067,13204.86881,13254.33667,10345.15056,10417.22099,7532.285691,8890.867834,6047.929185,11818.76683,7983.386774,14591.13331
3064.792822,5026.986595,6132.45713,5140.927552,5925.841873,5622.279503,5310.421121,5411.893829,4587.864626,6182.188933,4869.045928,7405.940523
5555.826245,12911.81574,11256.33853,9527.266791,6524.147102,10597.25768,9824.039046,10927.86095,8521.591938,13990.10223,10034.56381,12583.51056
550.0325397,1607.977315,1632.094127,1383.606285,1229.423389,2261.063198,843.663978,918.7175903,674.6599415,2365.70004,1397.599129,2618.549797
1089.587305,1279.635116,1264.805578,1177.027987,591.4580474,624.3522852,803.3475986,536.966318,423.5183921,996.5265323,353.5790883,931.8333404
3955.055499,7813.095077,6699.928037,4740.952857,4178.557515,5092.617333,4727.026498,4458.621724,4075.906487,7724.229389,6984.973225,7758.151774
2977.530789,3805.123745,3452.806882,3338.684559,1994.674907,3080.56033,3318.536735,3196.512969,2020.578156,7710.088613,4322.729955,5177.933189
1009.257352,1457.330018,1246.902276,1361.03481,1256.312158,1152.931358,1544.868183,1429.959299,1164.176854,1301.940686,1235.447519,1733.91437
28055.71283,49301.06333,47160.79732,51219.43787,37293.62593,49505.30709,44543.90019,44119.33479,31568.5308,63849.4146,51571.93797,65450.81428
15546.87455,26029.08077,28069.76976,27021.15054,19796.92391,30505.62567,24620.15881,28498.41391,28879.8922,33045.52557,25571.96013,44669.87037
10779.96731,14873.75703,15751.73027,14280.03211,14142.49802,17335.70439,11886.58072,11464.48285,7913.569875,17881.91538,8819.305512,13340.82341
967.6974979,2308.414884,2574.006299,2171.028905,1469.024992,3036.191306,1329.649946,839.4848976,754.0175048,2069.239102,944.1617734,2081.086761
7331.61888,11330.82431,10929.58452,12357.27835,9313.206093,12567.62323,10181.62718,10655.83905,10168.32045,19149.58869,16606.07992,16952.66881
2538.339307,4082.206273,3861.83409,4056.319758,2759.575966,3567.52708,3810.360794,4068.501389,2571.175928,6409.780315,5705.887864,5375.208958
5208.295615,8039.697802,8512.936521,7536.168483,6604.629145,8885.530447,5517.24065,5570.660437,4829.645452,8921.318273,5520.828061,8823.914918
4312.898309,7684.114898,7752.139438,6739.788152,4679.04015,7400.401346,5644.723244,5365.270838,5111.598462,7810.861679,3702.050854,6987.824908
6674.689562,13365.89013,16675.88455,11710.92076,11643.12241,11976.84494,13091.3467,14031.85831,8190.685957,20223.31239,20253.16308,21278.68655
12445.35142,17405.00195,17943.30294,18676.64302,15124.45869,24099.70118,19540.61744,19643.05486,21253.82753,25125.6122,18785.0367,32555.76683
32648.23004,47142.29114,59797.97833,51272.0856,40576.86392,42911.90138,39934.99476,22361.15543,25694.91398,41162.04833,22745.0965,47678.65387
14187.62912,23325.90661,26917.0789,20128.76448,18526.26925,25421.00587,17733.60341,19373.39941,17071.83046,23147.3394,16577.41231,25628.68039
6518.359119,13749.63231,14003.19097,12470.27373,10834.64075,9509.23943,7453.115091,8441.28114,5310.902812,15656.24807,9373.788578,16432.2686
12078.76177,21805.50362,22236.48937,20076.43272,14711.45172,16041.64327,12386.0439,14800.0019,12810.31283,20116.61456,10928.4244,21643.88251
29382.54753,40715.32936,48487.15577,43357.475,37879.37618,40962.44952,27780.60449,30798.49873,14555.06525,50654.14751,27100.90136,44477.29605
4764.427682,10934.14473,9801.300433,7315.851168,7253.06665,11728.59217,6523.202732,6582.290129,3592.010817,7097.826032,4012.690917,9117.524856
38070.83659,65499.57792,65266.94634,62498.07566,51756.60202,57570.99983,60015.32981,54488.62983,42153.2619,82826.57906,63054.85382,82586.98964
6912.708187,12565.5153,11694.11465,13128.59298,8768.181779,10151.34067,14119.50882,10182.16274,12336.88554,19078.50527,16101.17422,16457.89487
102532.5696,196421.902,184884.0562,180963.2042,152732.9256,176563.7861,153648.5928,163118.3005,154198.0712,243833.47,189233.0878,272454.3411
1390.006272,3155.210068,3441.673404,4898.861585,2738.914529,3445.467429,2782.26026,2200.901399,2266.731054,4625.791145,6158.500805,6378.152056
42053.38924,70905.95026,83814.98561,78858.18676,59181.76051,69126.19197,60804.51941,85442.29894,49740.94414,75319.16273,62474.13852,88627.3496
