Abundance Ratio: (129) / (126),Abundance Ratio: (130) / (127),Abundance Ratio: (131) / (128),Abundances (Grouped): 126,Abundances (Grouped): 127,Abundances (Grouped): 128,Abundances (Grouped): 129,Abundances (Grouped): 130,Abundances (Grouped): 131
1.427,1.063,0.996,35590,56780,64990,50780,60360,64730
1.185,1.193,1.38,35990,28790,27430,42650,34330,37850
0.912,0.662,0.883,36040,50880,45350,32880,33710,40050
1.311,0.807,1.45,36670,53720,31040,48080,43370,45010
0.514,0.539,1.344,37500,39050,32140,19250,21040,43200
1.025,0.908,1.097,37640,36980,40930,38600,33570,44920
0.933,0.743,0.968,37870,54180,44800,35320,40280,43360
1.17,1.236,0.943,38150,46100,45050,44640,56980,42460
1.279,1.45,2.265,38700,32380,32910,49480,46950,74550
1.148,1.172,0.912,38720,43900,52710,44450,51450,48100
0.848,0.867,1.055,39360,67940,72360,33380,58910,76350
1.07,0.777,1.091,39680,41360,40510,42460,32150,44210
1.39,1.048,1.193,39930,59750,49720,55500,62610,59310
0.914,1.111,1.002,39960,42350,37750,36530,47050,37810
0.966,0.81,0.792,40150,35050,37430,38790,28390,29630
0.941,1.076,0.983,40190,37180,42750,37830,40010,42020
0.927,1.584,1.09,40720,28280,48200,37760,44780,52560
0.26,0.825,1.061,40810,25620,26490,10620,21140,28100
1.418,1.238,1.533,41110,52970,40800,58310,65590,62560
0.934,1.872,1.234,41190,26140,37900,38460,48950,46750
0.389,0.947,1.33,41680,34780,36360,16220,32930,48350
1.456,1.595,1.467,42050,41220,44500,61220,65730,65270
1.156,1.104,1.057,42070,41980,41260,48630,46340,43590
0.849,0.763,0.969,42250,56620,55310,35860,43180,53610
2.695,1.971,1.775,42280,45450,52930,114000,89590,93950
0.934,0.948,1.054,42400,42600,43770,39590,40390,46120
1.732,1.847,1.711,43570,41400,42060,75490,76480,71970
1.334,1.655,1.507,43700,41780,43940,58290,69130,66230
0.819,0.725,0.962,44090,51410,32310,36100,37280,31070
0.869,1.093,0.827,44690,32430,46570,38830,35440,38500
1.092,1.107,1.179,44900,46810,45390,49020,51800,53530
1.15,0.961,0.951,45500,50640,50040,52320,48660,47580
1.129,1.378,0.98,46390,45690,47250,52360,62950,46310
1.316,1.403,0.683,46520,41790,60850,61200,58630,41560
1.672,0.942,1.078,46670,89720,70440,78010,84500,75970
1.223,1.014,1.053,47560,47510,65560,58150,48190,69050
0.939,0.996,0.737,47600,34210,54640,44710,34060,40270
0.891,1.501,1.346,47680,32550,35880,42510,48830,48280
0.946,1.383,1.082,48020,51820,62810,45430,71650,67980
1.067,1.373,0.845,48520,45290,75520,51790,62200,63840
0.806,1.081,1.272,49320,44340,39320,39760,47920,50000
0.796,1.174,1.122,49340,42860,42830,39270,50310,48050
0.956,1.441,0.798,49620,37500,51550,47430,54030,41150
1.351,1.154,1.213,49870,57000,58340,67360,65750,70740
0.936,1.024,1.087,50250,39950,41290,47030,40910,44880
1.076,1.428,1.225,50650,39250,45670,54510,56030,55950
0.981,1.466,1.18,50930,43880,60020,49950,64340,70830
0.984,0.961,1.06,50960,67220,54580,50150,64570,57830
1.013,2.09,1.335,51110,34300,48910,51790,71700,65320
0.349,0.994,0.586,51270,28370,32330,17870,28200,18950
0.989,0.983,0.928,52150,51040,47470,51580,50160,44050
1.152,1.222,0.922,52490,61860,69540,60440,75620,64120
1.006,1.389,0.987,52500,39280,47730,52840,54570,47080
1.244,1.367,1.32,52850,46110,48950,65770,63010,64630
1.673,1.498,2.083,52890,63330,50600,88500,94860,105400
0.715,0.821,1.028,53030,54940,43920,37900,45080,45140
1.014,1.821,1.578,53330,39670,43040,54060,72250,67900
0.818,1.263,0.927,53870,47840,55860,44080,60410,51800
0.563,0.566,1.699,54040,58010,35600,30420,32810,60510
1.043,1.004,0.927,54230,54580,52150,56570,54810,48340
1.62,1.457,1.35,55070,62720,71260,89190,91390,96220
1.1,1.255,1.063,55690,53410,54200,61230,67040,57630
1.385,1.463,1.283,56060,59840,60770,77620,87530,77970
1.22,1.251,1.08,56330,52080,62110,68690,65150,67080
1.012,1.027,1.09,56760,61620,61420,57430,63290,66940
0.994,0.947,1.096,56800,44720,56620,56460,42330,62030
1.153,1.236,1.168,56940,59150,63560,65670,73120,74230
1.21,1.421,1.043,57040,48410,55320,69020,68790,57720
0.716,1.935,1.069,57340,29490,43050,41060,57070,46020
0.982,1.043,1.093,57350,59090,56520,56330,61610,61780
1.11,1.163,0.943,58430,57910,68150,64870,67360,64270
1.174,0.981,0.891,58800,59550,63790,69010,58430,56840
1.111,1.107,0.928,59280,60840,70780,65880,67340,65680
0.809,1.002,1.073,59510,65710,65850,48130,65820,70640
0.959,0.919,1.03,59570,64660,67980,57130,59430,70000
0.8,1.003,0.964,59680,54280,60120,47720,54430,57970
1.019,1.227,0.797,59930,68240,86200,61070,83700,68720
1.101,1.47,0.951,59970,69970,107700,66020,102800,102400
0.974,0.896,0.788,60630,62560,63450,59070,56040,50000
0.735,1.059,0.743,60780,52830,67620,44690,55950,50220
0.844,0.952,1.088,60900,72380,62620,51420,68880,68170
1.209,1.139,1.152,61000,66370,72230,73730,75580,83220
1.319,1.139,1.219,61630,54080,64120,81270,61620,78180
0.976,1.019,1.068,62380,69430,69180,60850,70740,73870
1.084,1.175,0.757,63060,69830,74710,68340,82060,56590
1.058,1.274,0.95,63900,58400,76530,67580,74420,72670
1.285,0.913,1.026,64220,66340,61790,82540,60610,63390
0.887,0.999,0.936,64610,57110,54440,57310,57070,50940
0.945,0.944,1.064,64900,87180,82620,61330,82290,87880
1.041,0.952,0.895,65150,67200,76960,67830,64000,68890
1.322,1.448,1.524,65620,64360,62190,86710,93220,94800
0.948,0.81,1.839,65710,88680,38910,62310,71840,71560
0.969,0.864,1.145,65710,66680,65070,63670,57630,74510
0.98,1.105,0.918,65840,50630,63400,64520,55960,58230
1.2,1.327,1.063,66320,60890,88230,79610,80780,93780
1.204,1.083,1.017,66560,85270,83880,80150,92370,85320
0.884,1.25,0.691,66630,52830,87130,58930,66040,60210
1.315,0.257,1.292,66670,298800,79720,87650,76780,103000
1.04,0.837,1.126,66750,78550,63040,69440,65710,70960
1.158,1.484,1.059,66900,53690,76400,77480,79670,80920
0.642,0.943,1.058,66980,55480,56940,42980,52330,60260
0.971,0.978,0.941,67090,67420,79510,65150,65910,74810
1.544,1.581,1.28,67610,64570,78350,104400,102100,100300
1.081,1.294,1.174,68050,63930,75390,73540,82700,88510
1.008,1.061,1.319,68060,73190,66840,68620,77650,88150
0.992,1.107,1.095,68530,65570,71930,67950,72580,78780
1.036,1.248,1.139,68630,62260,72180,71100,77670,82190
1.34,1.03,1.246,68700,82140,73290,92040,84610,91320
1.067,1.21,0.979,68720,77080,86430,73300,93240,84610
1.098,1.519,0.986,68970,65540,73770,75750,99530,72730
1.031,0.978,1.124,69480,73700,71760,71610,72090,80670
0.956,0.952,0.886,69960,70230,75420,66900,66830,66820
1.057,1.038,0.971,70110,75300,74850,74110,78170,72670
1.056,0.893,0.973,70130,71120,80650,74050,63510,78470
0.852,1.49,0.894,70480,49340,67450,60020,73500,60300
0.732,1.052,1.102,70630,53490,38360,51670,56290,42290
0.747,1.298,1.338,70720,55140,48030,52830,71600,64280
1.62,1.391,1.395,70970,85370,89560,114900,118800,124900
0.94,1.252,0.994,70990,57400,73950,66690,71880,73520
0.714,1.164,0.878,71350,68870,77580,50970,80150,68110
2.694,0.739,0.786,71620,128100,121400,192900,94630,95410
1.096,1.126,0.84,71940,75270,79400,78870,84740,66730
1.162,1.223,0.991,72020,79570,101100,83660,97300,100200
1.034,1.157,1.2,72120,80360,84540,74540,92990,101400
1.104,0.964,1.132,72130,89340,84680,79600,86110,95900
1.415,1.32,1.45,72200,79220,70920,102200,104600,102800
1.107,0.964,0.784,72750,76810,71890,80540,74060,56320
0.677,1.267,0.82,72850,43580,59510,49350,55230,48780
0.944,1.147,1.276,73370,71020,73750,69260,81450,94120
1.099,0.86,1.186,73420,85110,74180,80660,73170,87980
1.162,0.885,1.031,73420,78250,77440,85310,69280,79830
1.539,1.611,1.342,74240,79160,85740,114300,127500,115000
0.944,0.973,1.14,74560,74070,68940,70390,72090,78570
1.351,1.169,1.479,74680,80390,73030,100900,94010,108000
0.719,1.38,0.955,74700,52640,74110,53730,72670,70800
1.371,0.97,0.953,74700,78530,89310,102400,76200,85150
1.123,1.142,1.03,75120,69650,84170,84350,79530,86720
0.839,0.874,1.11,75830,78740,67120,63600,68780,74500
0.966,1.287,0.931,76120,62870,73300,73550,80930,68250
1.152,1.132,1.069,76760,79430,97600,88400,89910,104400
1.15,0.889,1.067,77040,96020,82580,88570,85390,88140
1.027,1.28,1.075,77140,82460,106300,79240,105600,114300
1.286,0.879,0.924,77370,93810,97000,99480,82500,89670
1.039,1.022,1.01,77840,86640,88780,80890,88570,89640
0.891,1.005,1.103,78290,80630,78130,69720,81000,86170
1.199,0.913,1.015,78300,76630,80990,93890,69940,82220
1.232,0.95,0.866,78420,90240,111400,96650,85750,96480
0.73,1.044,0.703,79030,76390,78860,57690,79790,55450
1.006,1.176,1.322,79740,75360,76500,80190,88590,101100
1.012,1.065,1.278,80530,95050,81520,81490,101300,104200
1.083,1.33,0.875,81100,78150,114100,87830,103900,99870
1.184,1.216,1.456,81330,91030,89130,96330,110700,129800
1.154,1.261,1.359,81490,67630,71670,94050,85280,97380
1.184,1.073,1.058,81690,92310,101100,96750,99060,107000
1.097,0.665,1.059,81870,106500,97450,89790,70840,103200
0.875,0.996,0.869,82120,72150,76970,71850,71840,66860
0.905,1.246,1.036,82160,62530,83120,74340,77910,86080
0.781,0.955,1.492,82310,86330,56810,64290,82440,84730
1.136,0.799,0.719,82500,105100,110500,93680,83970,79460
1.158,0.846,1.031,83050,123600,108800,96150,104600,112200
0.844,1.202,1.185,83340,101900,94450,70330,122400,111900
0.853,1.199,1.253,83440,81830,69380,71190,98090,86900
1.008,1.176,1.011,83460,65330,73630,84140,76860,74480
1.043,1.233,1.058,83470,90050,93090,87100,111000,98530
1.074,1.074,1.024,83580,83860,77400,89730,90110,79230
0.972,1.117,1.305,83730,77420,72750,81410,86490,94920
1.001,0.978,0.922,84010,79290,92470,84100,77570,85240
1.039,1.086,1.174,84020,92600,76950,87320,100500,90300
0.984,1.069,0.843,84300,98040,92830,82970,104800,78230
1.219,1.037,1.008,84580,89360,104000,103100,92640,104900
1,1.302,1.084,84650,71240,68490,84640,92730,74270
1.098,1.008,1.013,84830,87040,89790,93170,87760,90930
1.31,1.109,1.2,84880,78460,94430,111200,87010,113300
0.991,0.883,1.006,84910,103600,107000,84160,91420,107600
1.215,0.708,0.939,85630,131900,102700,104000,93300,96400
1.074,1.221,1.213,85870,97930,112000,92190,119600,135800
1.562,1.478,1.553,86140,101000,100900,134500,149300,156700
1.029,1.018,1.095,86420,80570,74130,88890,82040,81170
0.957,0.836,1.086,86420,103200,88670,82740,86340,96340
0.965,1.201,0.958,86700,73990,69820,83640,88830,66890
0.976,0.925,1.095,86800,80520,70510,84700,74490,77200
1.121,1.043,1.138,87010,98000,99420,97550,102200,113200
1.103,0.874,0.922,87610,110800,98540,96670,96920,90810
0.764,1.34,1.241,87660,55250,61180,66990,74030,75940
1.001,1.158,1.168,87900,76550,90670,87960,88650,105900
1.02,0.878,1.09,87960,98180,87110,89720,86180,94980
0.838,1.408,1.225,88280,75660,79650,74020,106500,97550
0.913,1.011,1.046,88680,95610,86150,80990,96700,90080
1.067,1.11,1.1,89530,89480,91480,95530,99340,100700
0.982,1.049,0.802,90000,93400,108600,88360,98000,87070
0.773,0.828,0.84,90380,96510,92410,69840,79950,77620
1.151,1.092,1.028,90530,84210,100700,104200,91950,103400
1.893,1.493,2.043,90540,115200,86110,171400,172000,175900
0.779,1.377,0.954,90540,61290,75310,70580,84400,71850
0.91,1.123,0.833,90610,86250,113400,82470,96860,94480
0.755,1.071,0.999,91380,95310,108100,69020,102100,108000
0.984,1.195,1.089,91410,85300,87850,89950,102000,95670
1.135,1.169,0.968,91430,90180,108600,103800,105500,105100
0.948,1.319,0.954,91700,78840,102200,86960,104000,97480
1.233,1.251,1.506,92190,95410,82240,113700,119400,123900
0.954,1.263,0.878,92190,90730,95410,87910,114600,83760
0.906,1.032,1.139,92510,74250,87070,83780,76610,99180
0.937,1.132,1.008,92580,88570,98340,86750,100300,99110
1.298,1.431,1.281,92880,93200,109900,120500,133400,140700
1.074,1.109,1.024,93210,98530,111900,100100,109300,114600
1.106,1.354,1.567,93470,89750,89140,103400,121500,139700
0.969,0.991,0.981,93620,85880,106700,90670,85130,104700
0.966,1.007,0.984,93820,94540,89240,90620,95190,87820
0.866,1.438,0.907,93900,74090,96370,81300,106500,87370
1.041,1.044,1.057,94060,83360,95320,97900,86990,100700
0.918,1.004,1.086,94190,79290,74890,86460,79620,81330
0.774,0.925,0.977,94240,77000,81570,72970,71230,79710
1.447,1.663,1.639,94300,98930,95850,136400,164500,157100
1.14,1.024,1.059,94370,106000,98530,107600,108500,104400
0.927,1.366,0.974,94400,92750,113800,87480,126700,110800
1.035,1.239,1.157,94420,89460,94270,97690,110800,109000
1.014,1.218,0.88,94790,80240,103200,96110,97700,90780
0.924,0.929,0.824,95370,107600,111800,88130,99950,92080
1.225,1.115,0.834,95450,118800,124300,116900,132400,103600
1.015,0.998,1.18,95490,83310,81540,96960,83140,96220
0.973,1.134,1.136,95640,86710,80770,93110,98350,91730
1.089,1.273,0.965,95980,87350,113100,104500,111200,109100
1.168,1.085,1.086,96340,95580,87650,112500,103700,95200
1.106,1.457,1.199,96430,97810,106800,106600,142500,128000
0.82,1.059,1,96740,94540,112900,79340,100100,112900
1.039,1.061,0.982,96980,104100,107000,100800,110400,105100
1.4,1.365,1.319,97210,100100,97670,136100,136700,128800
1.191,1.361,0.833,97920,94400,118900,116600,128500,99090
1.085,1.227,1.048,97930,92280,105400,106300,113200,110500
1.042,1.313,1.195,97990,90120,99890,102100,118300,119400
1.015,1.14,1.017,98430,101700,100900,99860,116000,102500
0.935,1.004,0.956,98430,86370,94340,91980,86740,90190
0.998,1.138,0.918,98590,89540,110300,98400,101900,101300
1.095,1.29,1.04,99310,100100,124000,108800,129100,128900
1.066,1.005,1.045,99340,113400,103700,105900,113900,108400
1.095,1.018,1.092,99480,130100,110300,108900,132400,120400
1.019,1.054,0.957,99490,93800,99190,101400,98900,94880
1.097,0.977,1.01,99570,115100,118300,109200,112500,119400
0.947,0.957,0.95,99710,108400,107200,94410,103700,101900
1.485,1.432,1.48,99920,104400,111900,148300,149500,165600
0.938,0.943,0.904,100100,91650,86760,93920,86390,78410
0.865,1.115,1.236,100300,95230,90840,86780,106200,112300
1.133,1.299,1.453,100700,102000,100500,114100,132500,146000
0.98,0.849,1.282,101100,109600,90520,99030,92970,116000
0.788,1.032,1.136,101700,100400,89630,80150,103700,101800
1.171,1.188,1.184,102300,106800,99190,119800,126900,117500
1.506,1.384,1.629,102400,110000,109800,154300,152200,178900
0.956,1.091,0.983,102700,110900,126200,98220,120900,124100
1.116,0.919,1.077,102900,113900,114300,114900,104700,123200
1.058,1.017,0.953,103100,104400,125500,109100,106200,119500
0.906,1.211,0.832,103200,99440,117300,93560,120400,97570
1.519,1.285,1.538,103300,109900,99130,156900,141300,152400
1.024,1.161,1.097,103400,104400,115000,105900,121200,126200
1.031,1.438,1.159,103600,97010,151000,106800,139500,175000
1.391,1.09,1.13,103800,124300,121900,144400,135600,137800
1.103,0.692,1.476,104500,194000,115900,115300,134300,171100
1.271,0.934,1.105,104600,113000,112400,133000,105500,124200
0.987,1.121,0.792,105200,109200,142900,103800,122400,113200
1.526,1.444,1.442,105900,108600,108100,161600,156800,155800
1.504,1.09,1.12,106000,119000,119500,159400,129700,133800
1.023,1.022,0.902,106100,109900,122100,108500,112300,110100
1.041,0.989,1.042,106900,96540,116000,111300,95500,120900
1.099,1.196,1.059,107000,94510,103100,117500,113000,109100
1.014,1.084,0.971,107100,110100,123300,108600,119400,119700
1.059,1.027,1.122,107300,91050,113000,113600,93460,126800
1.307,1.496,1.645,107300,107900,110300,140200,161300,181400
1.074,0.897,0.997,107600,120300,123600,115600,107900,123300
1.234,1.109,1.244,107800,133400,137100,133000,148000,170600
1.023,1.002,0.962,107800,101800,102600,110300,102100,98730
0.927,1.402,1.158,108100,99240,109200,100200,139100,126400
1.036,0.942,1.179,108200,111400,101900,112000,104900,120100
0.84,1.201,1.344,108300,97250,106600,90930,116800,143200
1.098,0.982,1.022,108300,119100,98390,118900,117000,100600
0.971,1.055,1.147,108400,113500,116900,105200,119700,134000
1.086,1.008,1.013,108700,113700,118300,118000,114600,119800
1.066,0.911,0.901,108700,112700,119400,115800,102700,107600
1.095,1.065,0.992,108800,106000,106800,119200,112900,106000
0.961,1.199,1.142,109000,89420,99640,104800,107200,113800
0.908,1.044,0.983,109400,106400,119700,99330,111000,117600
1.024,1.251,1.056,109400,81950,104100,112000,102500,109900
1.3,0.63,1.149,109500,197100,149300,142300,124100,171500
0.859,0.883,1.111,109800,122400,103200,94300,108000,114600
0.807,1.008,1.021,110000,92290,99770,88730,93030,101800
1.01,1.04,1.396,110500,103800,85810,111600,108000,119800
0.99,0.799,1.034,110700,115800,98980,109600,92550,102400
0.966,0.921,0.976,110800,105500,97030,107000,97220,94680
1.506,1.053,1.069,111000,136500,136300,167100,143700,145700
1.394,0.989,0.999,111000,143200,139400,154700,141600,139300
0.907,0.86,0.966,111200,106600,105000,100900,91760,101400
0.915,1.121,0.922,111600,105200,120200,102100,118000,110900
0.783,1.244,1.016,111600,86120,105100,87440,107200,106800
1.126,0.993,1.026,112200,122700,125500,126400,121900,128800
1.059,1.744,1.347,112300,87460,102900,118900,152500,138700
0.859,1.035,0.98,112300,101100,108300,96440,104600,106100
1.02,1.222,1.111,112800,101000,107300,115000,123300,119200
0.935,1.075,0.995,112900,106600,117700,105600,114500,117100
1.084,1.221,1.279,113200,93620,103000,122800,114300,131700
1.295,1.239,1.265,113300,124400,123700,146800,154000,156500
0.945,1.07,0.923,113600,114100,119900,107300,122100,110700
1.324,0.97,0.917,113800,138200,141000,150600,134000,129300
1.038,1.091,1.044,113900,113600,122200,118200,124000,127700
1.215,1.218,0.932,114000,109000,117300,138500,132700,109300
1.072,1.081,1.114,114100,121500,118400,122300,131400,131900
1.031,0.887,1.112,114100,135000,119600,117600,119800,132900
1.013,1.216,1.015,114200,104000,109000,115600,126400,110600
1.45,1.352,1.396,114400,110900,111700,165900,150000,156000
0.956,0.97,0.988,114600,117000,131300,109600,113500,129700
0.961,1.064,1.047,114900,110500,115600,110400,117600,121100
1.132,1.006,1.189,115100,110300,103500,130300,110900,123000
1.157,0.887,1.24,115200,161500,130100,133300,143200,161400
1.037,0.939,0.879,116000,124700,125100,120400,117100,110000
0.942,1.002,0.977,116100,115700,118400,109300,116000,115700
1.013,1.025,0.964,116200,127000,133000,117700,130200,128200
0.943,1.055,1.114,116300,132400,115500,109600,139700,128700
0.893,0.911,0.918,116400,114000,119000,103900,103900,109200
1.081,1.088,1.041,116800,132500,134800,126200,144200,140400
1.479,1.62,1.411,117200,110900,119800,173300,179700,169100
1.472,1.351,1.249,117400,127100,107200,172900,171700,133800
1.322,1.479,1.802,117500,104600,101500,155400,154700,182900
1.049,1.21,0.897,117700,82840,110200,123500,100200,98860
1.032,0.955,0.93,118000,117700,126800,121700,112400,117900
1.009,0.934,1.196,118500,127300,104000,119600,118900,124400
1.193,1.09,1.159,118600,113700,120100,141400,124000,139300
1.181,0.904,1.05,118700,135500,128200,140100,122500,134700
0.851,1.017,1.141,119000,138000,110000,101200,140300,125600
1.098,0.998,1.076,119300,128700,123900,131000,128400,133300
0.871,0.979,0.994,119400,114300,108500,103900,111900,107800
1.014,0.916,1.281,120100,169900,127800,121700,155700,163700
1.081,0.822,0.975,120200,138500,132200,129900,113800,128800
0.856,1.156,1.019,120200,100600,101400,102900,116200,103300
1.683,1.671,1.485,120600,122500,127900,202900,204700,190000
1.063,1.15,1.012,120800,114500,125500,128500,131700,127000
1.189,1.151,1.187,121000,118400,128800,143800,136300,152900
1.12,1.027,0.937,121000,130300,127600,135500,133800,119500
1.015,0.934,1.061,121100,132800,109400,122900,124000,116100
1.106,1.056,0.966,121200,127800,129100,134000,135000,124700
0.854,1.006,1.131,121500,107400,111500,103800,108100,126100
1.222,0.887,0.902,121500,146300,157600,148500,129800,142200
1.025,1.081,0.972,121500,122800,135700,124500,132800,131900
0.916,1.044,1.231,121600,129400,115000,111400,135200,141500
1.111,0.948,1.052,121600,145400,140100,135100,137800,147500
0.972,1.092,1.026,121800,113300,116300,118400,123700,119300
0.882,1.363,1.045,121900,111100,125800,107500,151500,131400
1.226,0.748,0.952,122100,129400,115800,149700,96790,110300
1.3,2.166,1.775,122300,80940,112100,159000,175300,199000
1.116,1.1,1.174,123200,128300,121000,137500,141100,142000
1.02,1.154,0.989,123400,112600,119800,125800,129900,118500
1.129,1.473,1.495,123400,117500,119400,139300,173200,178600
1.263,1.198,1.354,123500,116600,120800,155900,139600,163600
1.51,1.26,1.435,123600,130200,107900,186700,164100,154900
0.915,0.966,0.932,123600,123300,125300,113200,119100,116800
0.878,0.952,0.983,123700,122900,123000,108600,117000,120900
0.901,1.052,1.002,123800,111900,122400,111500,117700,122700
0.976,0.934,0.862,123900,132100,152800,120900,123300,131700
1.031,1.125,1.175,124000,121000,138700,127800,136200,163000
0.955,0.983,1.399,124100,132500,117000,118600,130200,163700
1.023,0.951,0.98,124100,121300,138700,127000,115400,135900
1.062,0.984,1.012,124300,145200,133300,131900,142800,135000
0.941,1.172,0.821,124400,96470,139200,117000,113100,114300
0.941,1.176,1.086,124400,130500,121000,117100,153400,131400
0.976,1.062,1.115,124800,135500,121000,121800,143900,134800
0.904,0.956,0.959,124800,136200,140600,112900,130200,134800
1.09,1.114,0.984,124900,125300,138900,136100,139600,136600
0.93,1.17,1.073,125300,111100,122300,116600,130000,131300
0.986,0.993,1.433,125300,135200,116700,123500,134200,167200
1.116,1.068,1.029,125400,115200,138200,139900,123100,142300
1.25,1.545,1.383,125800,113700,123400,157200,175600,170600
1.073,0.952,0.998,125900,136400,135700,135100,129800,135400
1.079,1.011,1.252,126100,139200,137500,136100,140800,172200
1.032,1.105,1.002,126400,126700,130800,130400,140000,131000
1.273,1.405,1.211,126400,115000,112900,160900,161500,136700
1,0.957,0.948,126500,127000,120600,126600,121600,114300
0.985,0.974,1,126600,135100,122100,124700,131600,122100
1.444,1.55,1.618,127200,128000,122400,183700,198400,198000
1.538,1.686,1.341,127300,119100,151600,195800,200800,203400
1.009,1.193,1.197,127400,119800,125600,128500,142900,150300
0.989,0.982,1.164,128000,121800,109600,126600,119600,127500
0.809,0.943,0.856,128300,126400,136900,103700,119300,117100
1.009,1.157,1.222,128400,114000,124300,129600,131900,151900
1.05,0.877,1.268,128700,145400,118300,135100,127500,150000
1.067,1.165,1.378,128700,123400,138200,137400,143800,190400
1.091,1.007,1.089,129500,135500,147600,141300,136500,160700
1.063,0.881,1.171,129800,147500,135500,138000,129900,158600
0.998,1.04,1.352,130100,135000,104500,129800,140400,141300
1.414,1.421,1.174,130300,119300,126100,184200,169500,148000
1.385,1.629,1.383,130300,133400,153900,180400,217400,212800
0.531,2.045,1.396,130300,57110,86230,69150,116800,120400
0.938,0.96,0.948,130700,138800,129500,122600,133300,122700
1.01,1.03,1.176,131000,140700,127800,132300,144900,150200
1.041,1.183,1.162,131400,127100,127900,136800,150400,148700
1.506,1.469,1.334,131500,122000,141800,198100,179200,189100
1.162,1.11,1.076,131800,141800,140700,153200,157400,151300
1.247,1.184,0.995,131800,148800,163700,164400,176200,162800
1.228,1.136,0.989,132000,124100,139900,162100,141000,138400
1.02,1.187,0.888,132000,123500,152100,134700,146500,135000
1.241,1.489,1.551,132000,100900,108000,163800,150200,167500
1.411,1.526,1.616,132200,117800,119800,186500,179600,193500
0.866,1.152,1.061,132300,114800,127800,114600,132300,135700
1.141,1.064,1.072,132300,142600,146000,150900,151800,156500
0.99,1.301,1.427,132400,129700,116200,131100,168800,165900
1.106,0.931,0.904,132400,120700,146900,146400,112400,132900
0.904,0.918,1.023,132700,141200,120600,120000,129600,123400
1.189,1.309,1.344,132800,111900,113600,157900,146600,152600
0.941,1.027,0.819,133100,127400,137000,125300,130800,112300
0.928,0.93,1.051,133100,132800,119500,123500,123500,125600
1.144,0.988,1.011,133400,139600,131900,152500,137900,133300
0.966,1.03,1.08,133400,140700,144200,128900,145000,155800
1.162,0.937,0.915,133600,153800,160400,155200,144100,146800
1.107,0.997,0.883,133600,140700,167900,147900,140300,148300
0.944,1.052,1.066,134000,146800,124700,126500,154300,132900
1.314,1.32,1.347,134700,146800,137500,176900,193700,185200
1.14,1.107,0.885,134900,142100,154300,153800,157300,136500
1.053,1.35,1.131,135000,131400,180800,142200,177300,204400
0.949,1.019,1.09,135300,137500,131500,128300,140100,143300
0.844,1.003,0.903,135500,135000,135500,114300,135300,122300
0.951,1.215,1.061,135900,127400,141100,129200,154700,149700
1.274,1.001,1.106,136000,153200,149200,173300,153400,165000
1.305,1.038,1.162,136100,146700,144600,177700,152200,168100
